FI;PERSO;ETP_PU;ETP_PH;ETP_AS;ETP_HU;ETP_PC;ETP_PC_EXT;ETP_PC_PA_EXT;ETP_PA;ETP_PA_EXT;ETP_AUTRES;BOR;AN;RS;FI_EJ;EFFSALPLH;EFFSALPLF;EFFSALPAH;EFFSALPAF;EFFLIBPLH;EFFLIBPLF;EFFLIBPAH;EFFLIBPAF;ETPSALH;ETPSALF;ETPSAL_TOT_PUBLIC;ETP_PACT;EFFSAL;ETPSAL;EFFLIB;totetp1
520004680;M1010;;;;;;;;;;;Q20;2024;GCS POLE DE SANTE SUD 52 - CH CHAUMONT;520004664;;;;;;;2;;;;;;;;2;
520004680;M1030;;;;;;;;;;;Q20;2024;GCS POLE DE SANTE SUD 52 - CH CHAUMONT;520004664;;;;;4;;;;;;;;;;4;
520004680;M1040;;;;;;;;;;;Q20;2024;GCS POLE DE SANTE SUD 52 - CH CHAUMONT;520004664;;;;;;;1;;;;;;;;1;
520004680;M2010;;;;;;;;;;;Q20;2024;GCS POLE DE SANTE SUD 52 - CH CHAUMONT;520004664;;;;;2;;;;;;;;;;2;
520004680;M2020;;;;;;;;;;;Q20;2024;GCS POLE DE SANTE SUD 52 - CH CHAUMONT;520004664;;;;;;;3;;;;;;;;3;
520004680;M2030;;;;;;;;;;;Q20;2024;GCS POLE DE SANTE SUD 52 - CH CHAUMONT;520004664;;;;;3;;;;;;;;;;3;
520004680;M2070;;;;;;;;;;;Q20;2024;GCS POLE DE SANTE SUD 52 - CH CHAUMONT;520004664;;;;;;;1;1;;;;;;;2;
520004680;M2080;;;;;;;;;;;Q20;2024;GCS POLE DE SANTE SUD 52 - CH CHAUMONT;520004664;;;;;;;1;;;;;;;;1;
520004680;M2100;;;;;;;;;;;Q20;2024;GCS POLE DE SANTE SUD 52 - CH CHAUMONT;520004664;;;;;1;;2;;;;;;;;3;
520004680;M2130;;;;;;;;;;;Q20;2024;GCS POLE DE SANTE SUD 52 - CH CHAUMONT;520004664;;;;;;;;1;;;;;;;1;
520004680;M9999;;;;;;;;;;;Q20;2024;GCS POLE DE SANTE SUD 52 - CH CHAUMONT;520004664;;;;;10;;10;2;;;;;;;22;
520004714;M1030;;;;;;;;;;;Q20;2024;GCS POL SANT SUD 52 - CLINIQ COMPASSIO;520004664;;;;;3;;;;;;;;;;3;
520004714;M2010;;;;;;;;;;;Q20;2024;GCS POL SANT SUD 52 - CLINIQ COMPASSIO;520004664;;;;;1;;;;;;;;;;1;
520004714;M2030;;;;;;;;;;;Q20;2024;GCS POL SANT SUD 52 - CLINIQ COMPASSIO;520004664;;;;;2;;;;;;;;;;2;
520004714;M2070;;;;;;;;;;;Q20;2024;GCS POL SANT SUD 52 - CLINIQ COMPASSIO;520004664;;;;;;;;1;;;;;;;1;
520004714;M9999;;;;;;;;;;;Q20;2024;GCS POL SANT SUD 52 - CLINIQ COMPASSIO;520004664;;;;;6;;;1;;;;;;;7;
520004847;M1170;;;;;;;;;;;Q20;2024;SELARL U2R SITE CTRE MED CHIR CHAUMONT;630011831;0;0;0;0;0;0;2;1;0;0;;;0;0;3;0
520004847;M9999;;;;;;;;;;;Q20;2024;SELARL U2R SITE CTRE MED CHIR CHAUMONT;630011831;0;0;0;0;0;0;2;1;0;0;;;0;0;3;0
520780156;M1090;;;;;;;;;;;Q20;2024;CLINIQUE DE LA COMPASSION;520000092;;;;;1;;;;;;;;;;1;
520780156;M1320;;;;;;;;;;;Q20;2024;CLINIQUE DE LA COMPASSION;520000092;;;;;;;1;;;;;;;;1;
520780156;M9999;;;;;;;;;;;Q20;2024;CLINIQUE DE LA COMPASSION;520000092;;;;;1;;1;;;;;;;;2;
520780180;M1030;;;;;;;;;;;Q20;2024;CLINIQUE FRANCOIS 1ER;520000100;;;;;1;;;;;;;;;;1;
520780180;M1040;;;;;;;;;;;Q20;2024;CLINIQUE FRANCOIS 1ER;520000100;;;;;;;1;;;;;;;;1;
520780180;M1090;;;;;;;;;;;Q20;2024;CLINIQUE FRANCOIS 1ER;520000100;;;;;;;2;1;;;;;;;3;
520780180;M2030;;;;;;;;;;;Q20;2024;CLINIQUE FRANCOIS 1ER;520000100;;;;;;;3;;;;;;;;3;
520780180;M2050;;;;;;;;;;;Q20;2024;CLINIQUE FRANCOIS 1ER;520000100;;;;;;;1;;;;;;;;1;
520780180;M2060;;;;;;;;;;;Q20;2024;CLINIQUE FRANCOIS 1ER;520000100;;;;;;;1;;;;;;;;1;
520780180;M2070;;;;;;;;;;;Q20;2024;CLINIQUE FRANCOIS 1ER;520000100;;;;;2;;;;;;;;;;2;
520780180;M2080;;;;;;;;;;;Q20;2024;CLINIQUE FRANCOIS 1ER;520000100;;;;;;;1;;;;;;;;1;
520780180;M2100;;;;;;;;;;;Q20;2024;CLINIQUE FRANCOIS 1ER;520000100;;;;;;;1;;;;;;;;1;
520780180;M2120;;;;;;;;;;;Q20;2024;CLINIQUE FRANCOIS 1ER;520000100;;;;;1;;;;;;;;;;1;
520780180;M2130;;;;;;;;;;;Q20;2024;CLINIQUE FRANCOIS 1ER;520000100;;;;;;;1;;;;;;;;1;
520780180;M9999;;;;;;;;;;;Q20;2024;CLINIQUE FRANCOIS 1ER;520000100;;;;;4;;11;1;;;;;;;16;
520780214;M1010;;;;;;;;;;;Q20;2024;CENTRE MEDICO-CHIRURGICAL DE CHAUMONT;520000118;;;;;1;;;;;;;;;;1;
520780214;M1040;;;;;;;;;;;Q20;2024;CENTRE MEDICO-CHIRURGICAL DE CHAUMONT;520000118;;;;;1;;;;;;;;;;1;
520780214;M1070;;;;;;;;;;;Q20;2024;CENTRE MEDICO-CHIRURGICAL DE CHAUMONT;520000118;;;;;;;1;;;;;;;;1;
520780214;M1090;;;;;;;;;;;Q20;2024;CENTRE MEDICO-CHIRURGICAL DE CHAUMONT;520000118;;;1;;;;;;0.9;;;;1;0.9;;0.9
520780214;M1110;;;;;;;;;;;Q20;2024;CENTRE MEDICO-CHIRURGICAL DE CHAUMONT;520000118;;;;;3;;;;;;;;;;3;
520780214;M1150;;;;;;;;;;;Q20;2024;CENTRE MEDICO-CHIRURGICAL DE CHAUMONT;520000118;;;1;;;;;;0.7;;;;1;0.7;;0.7
520780214;M3050;;;;;;;;;;;Q20;2024;CENTRE MEDICO-CHIRURGICAL DE CHAUMONT;520000118;1;;;;;;;;1;;;;1;1;;1
520780214;M9999;;;;;;;;;;;Q20;2024;CENTRE MEDICO-CHIRURGICAL DE CHAUMONT;520000118;1;;2;;5;;1;;2.6;;;;3;2.6;6;2.6
520782939;M1010;;;;;;;;;;;Q20;2024;USLD DU CH DE CHAUMONT;520780032;;;;1;;;;;;0.5;;;1;0.5;;0.5
520782939;M9999;;0.5;;;;;;;;;Q20;2024;USLD DU CH DE CHAUMONT;520780032;;;;1;;;;;;0.5;0.5;;1;0.5;;0.5
530000017;M1010;;;;;;;;;;;Q20;2024;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;8;5;9;10;;;;;11.33;10.12;;;32;21.45;;21.45
530000017;M1030;;;;;;;;;;;Q20;2024;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;5;2;;1;;;;;5.16;3.38;;;8;8.54;;8.54
530000017;M1040;;;;;;;;;;;Q20;2024;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;3;;;1;;;;;3;0.65;;;4;3.65;;3.65
530000017;M1050;;;;;;;;;;;Q20;2024;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;;2;;;;;;;;1.62;;;2;1.62;;1.62
530000017;M1070;;;;;;;;;;;Q20;2024;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;1;1;;;;;;;1;;;;2;1;;1
530000017;M1090;;;;;;;;;;;Q20;2024;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;1;2;;;;;;;0.9;0.16;;;3;1.06;;1.06
530000017;M1100;;;;;;;;;;;Q20;2024;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;1;;1;1;;;;;1.02;0.8;;;3;1.82;;1.82
530000017;M1110;;;;;;;;;;;Q20;2024;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;3;2;;;;;;;;1;;;5;1;;1
530000017;M1120;;;;;;;;;;;Q20;2024;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;1;;;1;;;;;1;0.2;;;2;1.2;;1.2
530000017;M1140;;;;;;;;;;;Q20;2024;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;;;;2;;;;;;1.6;;;2;1.6;;1.6
530000017;M1150;;;;;;;;;;;Q20;2024;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;;1;1;;;;;;0.8;0.46;;;2;1.26;;1.26
530000017;M1160;;;;;;;;;;;Q20;2024;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;4;3;;;;;;;2.58;2.78;;;7;5.36;;5.36
530000017;M1190;;;;;;;;;;;Q20;2024;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;;;1;;;;;;0.08;;;;1;0.08;;0.08
530000017;M1320;;;;;;;;;;;Q20;2024;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;;1;2;2;;;;;0.92;2.63;;;5;3.55;;3.55
530000017;M1340;;;;;;;;;;;Q20;2024;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;2;4;2;1;;;;;3.54;4.6;;;9;8.14;;8.14
530000017;M2030;;;;;;;;;;;Q20;2024;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;1;1;2;1;;;;;3.03;1.74;;;5;4.77;;4.77
530000017;M2050;;;;;;;;;;;Q20;2024;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;3;4;;1;;;;;2.56;3.29;;;8;5.85;;5.85
530000017;M2060;;;;;;;;;;;Q20;2024;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;;;1;;;;;;0.2;;;;1;0.2;;0.2
530000017;M2100;;;;;;;;;;;Q20;2024;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;4;;;;;;;;1.8;;;;4;1.8;;1.8
530000017;M2120;;;;;;;;;;;Q20;2024;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;4;2;;1;;;;;4;2.7;;;7;6.7;;6.7
530000017;M3020;;;;;;;;;;;Q20;2024;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;2;;1;5;;;;;2.38;3.52;;;8;5.9;;5.9
530000017;M3030;;;;;;;;;;;Q20;2024;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;2;4;2;;;;;;2.52;1.78;;;8;4.3;;4.3
530000017;M3050;;;;;;;;;;;Q20;2024;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;;1;;4;;;;;;4.5;;;5;4.5;;4.5
530000017;M9999;;47.63;1.52;;14.4;1.02;0.36;24.57;;5.85;Q20;2024;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;45;35;22;31;;;;;47.82;47.53;95.35;;133;95.35;;95.35
530000132;M1010;;;;;;;;;;;Q20;2024;HOPITAL S.O. MAYENNAIS :SITE DE CRAON;530007202;;;1;1;;;4;7;0.2;0.18;;;2;0.38;11;0.38
530000132;M3050;;;;;;;;;;;Q20;2024;HOPITAL S.O. MAYENNAIS :SITE DE CRAON;530007202;;1;;;;;;;;0.35;;;1;0.35;;0.35
530000132;M9999;;0.35;;;;0.38;;;;;Q20;2024;HOPITAL S.O. MAYENNAIS :SITE DE CRAON;530007202;;1;1;1;;;4;7;0.2;0.53;0.73;;3;0.73;11;0.73
530000140;M1010;;;;;;;;;;;Q20;2024;CH ERNEE;530000058;;;2;;;;7;4;0.14;;;;2;0.14;11;0.14
530000140;M3050;;;;;;;;;;;Q20;2024;CH ERNEE;530000058;;;;1;;;;;;0.8;;;1;0.8;;0.8
530000140;M9999;;0.8;;;0.14;;;;;;Q20;2024;CH ERNEE;530000058;;;2;1;;;7;4;0.14;0.8;0.94;;3;0.94;11;0.94
530000165;M1010;;;;;;;;;;;Q20;2024;HOPITAL LOCAL EVRON;530000066;;;1;1;;;5;5;0.42;0.28;;;2;0.7;10;0.7
530000165;M1180;;;;;;;;;;;Q20;2024;HOPITAL LOCAL EVRON;530000066;;;1;;;;;;0.68;0.07;;;1;0.75;;0.75
530000165;M9999;;;;;0.35;;1.1;;;;Q20;2024;HOPITAL LOCAL EVRON;530000066;;;2;1;;;5;5;1.1;0.35;1.45;;3;1.45;10;1.45
530000173;M1010;;;;;;;;;;;Q20;2024;CH DU NORD MAYENNE;530000074;1;1;9;5;;;;;4.42;4.54;;;16;8.96;;8.96
530000173;M1030;;;;;;;;;;;Q20;2024;CH DU NORD MAYENNE;530000074;1;;2;2;;;;;3.04;1.09;;;5;4.13;;4.13
530000173;M1040;;;;;;;;;;;Q20;2024;CH DU NORD MAYENNE;530000074;;;2;1;;;;;1.07;2.31;;;3;3.38;;3.38
530000173;M1050;;;;;;;;;;;Q20;2024;CH DU NORD MAYENNE;530000074;;;;2;;;;;;0.45;;;2;0.45;;0.45
530000173;M1070;;;;;;;;;;;Q20;2024;CH DU NORD MAYENNE;530000074;;;1;;;;;;0.27;;;;1;0.27;;0.27
530000173;M1090;;;;;;;;;;;Q20;2024;CH DU NORD MAYENNE;530000074;;;;;1;;;;;;;;;;1;
530000173;M1110;;;;;;;;;;;Q20;2024;CH DU NORD MAYENNE;530000074;;;2;;;;;;0.6;;;;2;0.6;;0.6
530000173;M1120;;;;;;;;;;;Q20;2024;CH DU NORD MAYENNE;530000074;;;1;;;;;;0.1;;;;1;0.1;;0.1
530000173;M1140;;;;;;;;;;;Q20;2024;CH DU NORD MAYENNE;530000074;;;;1;;;;;;0.65;;;1;0.65;;0.65
530000173;M1150;;;;;;;;;;;Q20;2024;CH DU NORD MAYENNE;530000074;;;;;;;2;;;;;;;;2;
530000173;M1160;;;;;;;;;;;Q20;2024;CH DU NORD MAYENNE;530000074;1;;1;;2;;;;1.8;;;;2;1.8;2;1.8
530000173;M1200;;;;;;;;;;;Q20;2024;CH DU NORD MAYENNE;530000074;;;1;1;;;;;0.5;0.07;;;2;0.57;;0.57
530000173;M1320;;;;;;;;;;;Q20;2024;CH DU NORD MAYENNE;530000074;;1;;1;;;;;;1.3;;;2;1.3;;1.3
530000173;M1340;;;;;;;;;;;Q20;2024;CH DU NORD MAYENNE;530000074;3;2;4;1;;;;;5.49;2.68;;;10;8.17;;8.17
530000173;M2010;;;;;;;;;;;Q20;2024;CH DU NORD MAYENNE;530000074;1;1;1;;;;;;2;0.16;;;3;2.16;;2.16
530000173;M2020;;;;;;;;;;;Q20;2024;CH DU NORD MAYENNE;530000074;;;;;;;1;;;;;;;;1;
530000173;M2030;;;;;;;;;;;Q20;2024;CH DU NORD MAYENNE;530000074;2;;1;;;;;;2.2;;;;3;2.2;;2.2
530000173;M2050;;;;;;;;;;;Q20;2024;CH DU NORD MAYENNE;530000074;1;;;;;;;;1.08;;;;1;1.08;;1.08
530000173;M2070;;;;;;;;;;;Q20;2024;CH DU NORD MAYENNE;530000074;;;;;;;;1;;;;;;;1;
530000173;M2080;;;;;;;;;;;Q20;2024;CH DU NORD MAYENNE;530000074;;;1;;;;;;0.66;;;;1;0.66;;0.66
530000173;M2100;;;;;;;;;;;Q20;2024;CH DU NORD MAYENNE;530000074;;;;;;;1;;;;;;;;1;
530000173;M3011;;;;;;;;;;;Q20;2024;CH DU NORD MAYENNE;530000074;;;;;;;;;;0.5;;;;0.5;;0.5
530000173;M3020;;;;;;;;;;;Q20;2024;CH DU NORD MAYENNE;530000074;;1;;1;;;;;;0.95;;;2;0.95;;0.95
530000173;M3030;;;;;;;;;;;Q20;2024;CH DU NORD MAYENNE;530000074;;;;1;;;;;;0.47;;;1;0.47;;0.47
530000173;M3040;;;;;;;;;;;Q20;2024;CH DU NORD MAYENNE;530000074;;1;;;;;;;;0.5;;;1;0.5;;0.5
530000173;M3050;;;;;;;;;;;Q20;2024;CH DU NORD MAYENNE;530000074;1;1;;2;;;;;1;2.07;;;4;3.07;;3.07
530000173;M3070;;;;;;;;;;;Q20;2024;CH DU NORD MAYENNE;530000074;;1;;;;;;;;0.2;;;1;0.2;;0.2
530000173;M9999;;21.23;;;17.36;0.5;2.46;;0.62;;Q20;2024;CH DU NORD MAYENNE;530000074;11;9;26;18;3;;4;1;24.23;17.94;84.39;;64;42.17;8;42.17
530000181;M1010;;;;;;;;;;;Q20;2024;HOPITAL S.O. MAYENNAIS :SITE DE RENAZE;530007202;;;1;;;;3;3;0.2;;;;1;0.2;6;0.2
530000181;M3050;;;;;;;;;;;Q20;2024;HOPITAL S.O. MAYENNAIS :SITE DE RENAZE;530007202;;;;;;;;;;0.12;;;;0.12;;0.12
530000181;M9999;;0.12;;;;0.2;;;;;Q20;2024;HOPITAL S.O. MAYENNAIS :SITE DE RENAZE;530007202;;;1;;;;3;3;0.2;0.12;0.32;;1;0.32;6;0.32
530000249;M3020;;;;;;;;;;;Q20;2024;CLINIQUE DE CHANGE NOTRE DAME DE PRITZ;530000249;;1;;;;;1;;;0.37;;;1;0.37;1;0.37
530000249;M9999;;;;;;;;;;;Q20;2024;CLINIQUE DE CHANGE NOTRE DAME DE PRITZ;530000249;;1;;;;;1;;;0.37;;;1;0.37;1;0.37
530000264;M1010;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE LAVAL;530000371;4;7;10;12;;;;;7.57;11.55;;;33;19.12;;19.12
530000264;M1030;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE LAVAL;530000371;4;1;3;3;;;;;3.6;3.07;;;11;6.67;;6.67
530000264;M1031;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE LAVAL;530000371;3;0;1;0;;;;;2.71;0;;;4;2.71;;2.71
530000264;M1040;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE LAVAL;530000371;5;0;0;2;;;;;5;0.13;;;7;5.13;;5.13
530000264;M1050;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE LAVAL;530000371;0;0;1;0;;;;;0.2;0;;;1;0.2;;0.2
530000264;M1070;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE LAVAL;530000371;0;1;0;0;;;;;0;1;;;1;1;;1
530000264;M1090;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE LAVAL;530000371;1;2;0;0;;;;;1;1.98;;;3;2.98;;2.98
530000264;M1100;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE LAVAL;530000371;1;3;0;0;;;;;1;2.33;;;4;3.33;;3.33
530000264;M1110;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE LAVAL;530000371;2;2;2;0;;;;;2.2;2;;;6;4.2;;4.2
530000264;M1120;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE LAVAL;530000371;2;2;0;0;;;;;1.42;1.82;;;4;3.24;;3.24
530000264;M1130;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE LAVAL;530000371;0;0;0;2;;;;;0;0.2;;;2;0.2;;0.2
530000264;M1140;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE LAVAL;530000371;3;3;0;0;;;;;2.66;3;;;6;5.66;;5.66
530000264;M1150;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE LAVAL;530000371;0;2;4;1;;;;;1.22;1.76;;;7;2.98;;2.98
530000264;M1160;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE LAVAL;530000371;3;1;2;0;;;;;4.3;1;;;6;5.3;;5.3
530000264;M1180;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE LAVAL;530000371;2;0;0;1;;;;;2.34;0.8;;;3;3.14;;3.14
530000264;M1190;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE LAVAL;530000371;0;3;0;1;;;;;0;3.17;;;4;3.17;;3.17
530000264;M1320;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE LAVAL;530000371;3;1;1;1;;;;;3.46;1.27;;;6;4.73;;4.73
530000264;M1330;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE LAVAL;530000371;3;1;0;0;;;;;3;1;;;4;4;;4
530000264;M1340;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE LAVAL;530000371;8;2;1;4;;;;;7.85;3.71;;;15;11.56;;11.56
530000264;M2030;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE LAVAL;530000371;3;0;1;0;;;;;2.8;0;;;4;2.8;;2.8
530000264;M2050;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE LAVAL;530000371;2;3;2;1;;;;;2.38;2.76;;;8;5.14;;5.14
530000264;M2070;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE LAVAL;530000371;2;1;0;3;;;;;1.16;1.24;;;6;2.4;;2.4
530000264;M2120;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE LAVAL;530000371;2;2;0;0;;;;;2;2;;;4;4;;4
530000264;M2130;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE LAVAL;530000371;0;0;1;0;;;;;0.3;0;;;1;0.3;;0.3
530000264;M3020;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE LAVAL;530000371;2;2;1;4;;;;;2.46;4.21;;;9;6.67;;6.67
530000264;M3030;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE LAVAL;530000371;0;2;0;0;;;;;0;1.6;;;2;1.6;;1.6
530000264;M3040;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE LAVAL;530000371;0;1;0;0;;;;;0;1;;;1;1;;1
530000264;M3050;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE LAVAL;530000371;5;6;1;4;;;;;4.26;8.77;;;16;13.03;;13.03
530000264;M3070;;;;;;;;;;;Q20;2024;CENTRE HOSPITALIER DE LAVAL;530000371;0;0;0;1;;;;;0;0.51;;;1;0.51;;0.51
530000264;M9999;0;85.01;2.31;0.6;19.65;0.58;1.9;15.72;1;0;Q20;2024;CENTRE HOSPITALIER DE LAVAL;530000371;60;48;31;40;;;;;64.89;61.88;126.77;0;179;126.77;;126.77
530000611;M1010;;;;;;;;;;;Q20;2024;HOPITAL LOCAL VILLAINES LA JUHEL;530002591;;;;;;;2;2;;;;;;;4;
530000611;M9999;;;;;;;;;;;Q20;2024;HOPITAL LOCAL VILLAINES LA JUHEL;530002591;;;;;;;2;2;;;;;;;4;
530002898;M1110;;;;;;;;;;;Q20;2024;CENTRE DIALYSE ECHO LAVAL;440002590;6;;;;;;;;1.87;;;;6;1.87;;1.87
530002898;M9999;;;;;;;;;;;Q20;2024;CENTRE DIALYSE ECHO LAVAL;440002590;6;;;;;;;;1.87;;;;6;1.87;;1.87
530005628;M1170;;;;;;;;;;;Q20;2024;CENTRE MALLET-PROUX;530009042;1;;;;1;;;;1;;;;1;1;1;1
530005628;M9999;;;;;;;;;;;Q20;2024;CENTRE MALLET-PROUX;530009042;1;;;;1;;;;1;;;;1;1;1;1
530006188;M1110;;;;;;;;;;;Q20;2024;DIALYSE ECHO LAVAL;440002590;;;;;;;;;0.29;;;;;0.29;;0.29
530006188;M9999;;;;;;;;;;;Q20;2024;DIALYSE ECHO LAVAL;440002590;;;;;;;;;0.29;;;;;0.29;;0.29
530008119;M1110;;;;;;;;;;;Q20;2024;DIALYSE DIAVERUM CHATEAU GONTIER;690049853;;;;;;;1;;;;;;;;1;
530008119;M9999;;;;;;;;;;;Q20;2024;DIALYSE DIAVERUM CHATEAU GONTIER;690049853;;;;;;;1;;;;;;;;1;
530008788;M1110;;;;;;;;;;;Q20;2024;DIALYSE ECHO MAYENNE;440002590;;;;;;;;;0.67;;;;;0.67;;0.67
530008788;M9999;;;;;;;;;;;Q20;2024;DIALYSE ECHO MAYENNE;440002590;;;;;;;;;0.67;;;;;0.67;;0.67
530031384;M1010;;;;;;;;;;;Q20;2024;USLD JARDIN D'ARCADIE;530000074;;;1;;;;;;0.29;;;;1;0.29;;0.29
530031384;M9999;;;;;0.29;;;;;;Q20;2024;USLD JARDIN D'ARCADIE;530000074;;;1;;;;;;0.29;;0.29;;1;0.29;;0.29
530031509;M1010;;;;;;;;;;;Q20;2024;CENTRE DE SOINS DE LA BREHONNIERE;530000868;1;;;;;;;;1.08;;;;1;1.08;;1.08
530031509;M9999;;;;;;;;;;;Q20;2024;CENTRE DE SOINS DE LA BREHONNIERE;530000868;1;;;;;;;;1.08;;;;1;1.08;;1.08
530031962;M1010;;;;;;;;;;;Q20;2024;POLYCLINIQUE DU MAINE;530000975;2;;1;;1;1;;;2.68;;;;3;2.68;2;2.68
530031962;M1020;;;;;;;;;;;Q20;2024;POLYCLINIQUE DU MAINE;530000975;;;;;4;3;;;;;;;;;7;
530031962;M1030;;;;;;;;;;;Q20;2024;POLYCLINIQUE DU MAINE;530000975;;;;;;;4;2;;;;;;;6;
530031962;M1040;;;;;;;;;;;Q20;2024;POLYCLINIQUE DU MAINE;530000975;;;;;2;;;;;;;;;;2;
530031962;M1090;;;;;;;;;;;Q20;2024;POLYCLINIQUE DU MAINE;530000975;;;;;2;;;;;;;;;;2;
530031962;M1120;;;;;;;;;;;Q20;2024;POLYCLINIQUE DU MAINE;530000975;;;;;1;;;;;;;;;;1;
530031962;M1130;;;;;;;;;;;Q20;2024;POLYCLINIQUE DU MAINE;530000975;;;;;2;;;;;;;;;;2;
530031962;M1140;;;;;;;;;;;Q20;2024;POLYCLINIQUE DU MAINE;530000975;;;;;;1;;;;;;;;;1;
530031962;M1150;;;;;;;;;;;Q20;2024;POLYCLINIQUE DU MAINE;530000975;;;;;2;;;;;;;;;;2;
530031962;M1160;;;;;;;;;;;Q20;2024;POLYCLINIQUE DU MAINE;530000975;;;;;7;1;;;;;;;;;8;
530031962;M1170;;;;;;;;;;;Q20;2024;POLYCLINIQUE DU MAINE;530000975;;;;;2;;;;;;;;;;2;
530031962;M1190;;;;;;;;;;;Q20;2024;POLYCLINIQUE DU MAINE;530000975;;;;;;;1;1;;;;;;;2;
530031962;M1200;;;;;;;;;;;Q20;2024;POLYCLINIQUE DU MAINE;530000975;;;;;2;;;;;;;;;;2;
530031962;M1210;;;;;;;;;;;Q20;2024;POLYCLINIQUE DU MAINE;530000975;;;;;;;5;;;;;;;;5;
530031962;M2020;;;;;;;;;;;Q20;2024;POLYCLINIQUE DU MAINE;530000975;;;;;2;;;;;;;;;;2;
530031962;M2030;;;;;;;;;;;Q20;2024;POLYCLINIQUE DU MAINE;530000975;;;;;3;;;;;;;;;;3;
530031962;M2050;;;;;;;;;;;Q20;2024;POLYCLINIQUE DU MAINE;530000975;;;;;1;1;;;;;;;;;2;
530031962;M2060;;;;;;;;;;;Q20;2024;POLYCLINIQUE DU MAINE;530000975;;;;;;;1;;;;;;;;1;
530031962;M2070;;;;;;;;;;;Q20;2024;POLYCLINIQUE DU MAINE;530000975;;;;;3;1;;;;;;;;;4;
530031962;M2100;;;;;;;;;;;Q20;2024;POLYCLINIQUE DU MAINE;530000975;;;;;4;;;;;;;;;;4;
530031962;M2120;;;;;;;;;;;Q20;2024;POLYCLINIQUE DU MAINE;530000975;;;;;1;;;;;;;;;;1;
530031962;M2130;;;;;;;;;;;Q20;2024;POLYCLINIQUE DU MAINE;530000975;;;;;1;;;;;;;;;;1;
530031962;M3050;;;;;;;;;;;Q20;2024;POLYCLINIQUE DU MAINE;530000975;1;;;;;;;;1.19;0.41;;;1;1.6;;1.6
530031962;M3070;;;;;;;;;;;Q20;2024;POLYCLINIQUE DU MAINE;530000975;;;;;3;;;;;;;;;;3;
530031962;M9999;;;;;;;;;;;Q20;2024;POLYCLINIQUE DU MAINE;530000975;3;;1;;43;8;11;3;3.87;0.41;;;4;4.28;65;4.28
