BOR;AN;FI;RS;FI_EJ;SMUR;GEN;SAIS;PED;ANT;FIAUTOR;ANTSAIS;SAMU;AMBLCE;VEHLEG;MOYAER;MOYMAR;SORTER1;SORTER2;dtTIH;SORAER1;SORAER2;SORMAR;SORTIES;SORTNM;PATDC;PATLSP;PATTSP;PATTRANM;TRAN;TRAN18;TRAN80;TRANSIEG;TRANAUT;APP;APR15;APD;APMIN;DR;DRM;DRMSAS;DRMLIB;REF;REF_TERR;REF_PED;REF_PSY;REF_GER;REF_AUT;NRML;NBLIB;NBSAL;NBINFLIB;NBINFSAL;NBMED;NBINF;CAR;SAMUSDIS
SMURSAMU;2024;500000450;CH - SAINT-LO;500000112;1;1;0;0;0;;0;1;0;3;0;0;689;204;182;12;4;0;1091;370;117;3;45;205;558;64;72;445;113;378388;;346354;319485;212921;207440;118261;41863;0;;;;;;1;0;0;0;0;0;0;3533;0
SMURSAMU;2024;500000468;CHPC - SITE VALOGNES;500000013;1;1;0;0;0;;0;0;;2;;;526;59;0;12;1;0;598;276;77;0;40;140;402;35;90;328;74;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;500000591;CENTRE HOSPITALIER DE COUTANCES;500000393;1;1;0;0;0;;0;0;0;1;0;0;640;118;0;32;3;0;793;389;120;1;45;223;484;54;74;119;365;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;510000169;CENTRE HOSPITALIER LEON BOURGEOIS;510000037;1;1;0;0;0;;0;0;1;1;0;0;736;41;2;;;;779;251;108;5;40;98;564;40;124;468;96;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;510000235;CENTRE HOSPITALIER D'EPERNAY;510000060;1;1;0;0;0;;0;0;1;1;;;543;71;;;;;614;168;86;2;21;59;375;30;132;285;90;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;510000250;CENTRE HOSPITALIER VITRY LE FRANCOIS;510000078;1;1;0;0;0;;0;0;;1;;;374;72;0;;;;446;81;52;6;20;3;289;21;59;204;85;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;510000466;CENTRE HOSPITALIER DE SAINTE-MENEHOULD;510000102;1;0;0;0;1;510000037;0;0;1;;;;151;13;;;;;164;81;11;0;9;61;95;6;39;4;91;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;510004302;HOPITAL MAISON BLANCHE CHU REIMS;510000029;1;1;0;1;0;;0;1;3;2;1;0;2255;904;67;58;259;0;3543;872;246;12;151;463;1423;98;206;1121;302;259452;20680;232073;205549;123240;115674;0;49251;1;1;0;0;0;1;0;0;0;0;0;0;0;1363;0
SMURSAMU;2024;510023914;ANTENNE DE SMUR - CH CHALONS;510000037;1;0;0;0;1;510000037;0;0;1;0;0;0;150;13;0;0;0;0;163;68;11;3;5;49;141;2;32;5;136;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;510023922;ANTENNE DE SMUR - GHAM;100006279;1;0;0;0;1;100006279;0;0;0;1;0;0;359;12;0;0;0;0;371;193;48;4;15;126;270;30;116;10;260;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;1;1;0;0;0;;0;1;3;3;0;0;827;399;253;0;0;0;1479;379;107;8;37;227;415;15;69;343;72;111709;6724;102758;96356;108505;108505;5786;5786;0;;;;;;0;0;;;;0;;327;1
SMURSAMU;2024;520000043;CENTRE HOSPITALIER DE LANGRES;520780057;1;1;0;0;0;;0;0;0;1;0;0;508;29;0;0;0;0;537;339;78;0;51;210;158;6;31;107;51;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;520780073;1;1;0;0;0;;0;0;0;2;0;0;782;47;;;;;829;245;122;9;36;231;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;1;1;0;0;0;;0;0;;;;;430;14;6;4;1;0;455;85;55;12;0;18;359;41;95;203;156;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;530000173;CH DU NORD MAYENNE;530000074;1;1;0;0;0;;0;0;0;1;0;0;603;22;0;0;0;0;625;52;29;0;11;2;449;39;127;303;146;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;1;1;0;0;0;;0;1;2;2;;;880;195;407;7;6;;1495;494;130;2;127;235;543;38;84;459;84;198685;;174110;;134439;131201;54598;53338;0;;;;;;1;0;;;;0;;700;0
SMURSAMU;2024;540000015;CHRU NANCY - MATERNITE;540023264;1;0;0;1;0;;0;0;;;;;2;321;223;0;52;0;598;;;;;;2;2;0;2;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;540000049;1;1;0;0;0;;0;0;;1;;;411;40;;;;;451;122;45;4;8;65;342;14;75;206;136;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;1;1;0;0;0;;0;0;0;1;0;0;458;36;0;0;0;0;494;203;43;0;23;137;232;12;39;111;121;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;540000296;CENTRE HOSPITALIER DE PONT A MOUSSON;540000106;1;1;0;0;0;;0;0;0;1;0;0;367;35;0;;;;402;49;0;0;0;49;259;9;38;147;112;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;1;1;0;0;0;;0;0;0;2;0;0;530;78;0;3;0;0;611;142;77;5;60;0;391;;;286;105;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;1;1;0;0;0;;0;0;0;2;0;0;624;199;0;5;5;0;833;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;540001138;CHRU NANCY - HOPITAL CENTRAL;540023264;1;1;0;0;0;;0;1;2;6;1;0;2283;892;1123;128;383;0;4809;881;214;13;112;542;1920;101;294;1691;229;311012;9914;297521;269541;176530;140915;4063;24970;1;2;0;0;0;1;1;18;;;;18;;2524;0
SMURSAMU;2024;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;1;0;0;1;0;;0;0;;;;;0;85;529;7;27;;648;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;550006795;1;1;0;0;0;;0;1;;2;;;739;42;110;;;;891;386;92;6;23;265;604;54;75;560;44;95614;5788;89825;85260;56079;47201;8110;6615;0;;0;0;0;0;1;12;;8;;12;8;3607;0
SMURSAMU;2024;550000434;CH BLD FV SITE BLD;550003354;1;1;0;0;0;;0;0;0;2;0;;457;160;0;0;0;0;617;256;67;4;15;170;376;22;41;150;226;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;560000127;CHBA SITE DE VANNES;560023210;1;1;0;0;0;;0;1;3;5;0;0;1599;483;337;94;22;2;2537;916;208;3;82;526;964;42;119;895;69;389562;;348450;;287185;197082;83390;49597;0;;;;;;0;33;0;0;0;33;0;543;0
SMURSAMU;2024;560000135;GHBS- HÔPITAL DU SCORFF;560005746;1;1;0;0;0;;0;0;;3;;;1267;54;;62;3;8;1394;154;143;3;41;6;1149;106;165;1106;43;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;560000143;CHCB SITE KERIO;560014748;1;1;0;0;0;;0;0;1;2;;;897;30;;11;0;;938;570;119;2;42;367;737;43;114;555;182;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;1;1;0;0;0;;0;0;;1;;;586;22;6;2;0;;616;249;34;0;;183;473;40;67;309;164;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;560000200;CHBA SITE D'AURAY;560023210;1;1;0;0;0;;0;0;0;1;0;0;1073;10;0;11;0;0;1094;699;108;4;86;456;459;26;73;0;459;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;570000059;CH MARIE-MADELEINE DE FORBACH;570025254;1;1;0;0;0;;0;0;1;1;0;0;1380;470;16;;;;1866;836;244;11;24;557;614;97;364;95;519;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;1;1;0;0;0;;0;0;1;1;;;452;250;0;0;0;0;702;162;66;0;14;82;289;13;71;202;87;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;1;1;0;0;0;;0;0;1;2;;;1928;232;1030;;;;3190;1046;258;11;140;655;802;35;134;615;187;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;570000661;HOPITAL SAINT JOSEPH DE BITCHE;570000158;1;0;0;0;1;570000158;0;0;1;1;;;242;30;;;;;272;115;45;1;4;65;127;;;;127;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;1;1;0;0;0;;0;0;1;2;;;580;157;;;;;737;248;102;1;17;128;332;;;224;108;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;1;1;0;0;0;;0;1;1;2;;;2950;279;284;;;;3513;1707;384;22;216;1085;1132;62;170;855;277;761896;103654;623948;514874;429787;321009;254245;107021;0;;;;;;0;0;;;;0;;8620;0
SMURSAMU;2024;580972669;CH CLAMECY;580780070;1;1;0;0;0;;0;0;;1;;;337;5;0;;;;342;137;47;3;15;63;195;9;36;139;56;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;580972677;CH COSNE COURS SUR LOIRE;580780088;1;1;0;0;0;;0;0;0;1;0;0;553;83;0;0;0;0;636;125;89;33;0;167;460;47;152;202;258;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;580972685;CH DECIZE;580780096;1;1;0;0;0;;0;0;;;;;503;;;;;;503;395;139;11;26;209;422;22;68;360;62;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;580972693;HOPITAL PIERRE BEREGOVOY;580780039;1;1;0;0;0;;0;0;3;2;1;;791;217;100;91;193;;1392;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;590000337;CH DUNKERQUE;590781415;1;1;0;0;0;;0;0;1;3;0;0;2368;320;52;;;;2740;1285;251;15;80;939;1093;33;;1000;93;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;590000428;CH CAMBRAI;590781605;1;1;0;0;0;;0;0;;2;;;1433;57;;;;;1490;;59;;221;326;1174;;;725;449;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;590000469;CH FOURMIES;590781662;1;1;0;0;0;590000469;0;0;0;1;0;0;433;15;9;0;0;0;457;179;54;2;21;102;370;23;95;278;92;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;590000535;CH DE MAUBEUGE MCO;590781803;1;1;0;0;0;;0;0;1;2;;;1608;394;18;;;;2020;584;155;13;98;318;834;52;159;678;156;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;590000618;CH VALENCIENNES;590782215;1;1;0;0;0;;0;0;1;2;;;3268;864;134;;;;4266;685;314;235;16;0;2582;233;782;1879;703;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;590000758;CH ARMENTIERES;590782637;1;1;0;0;0;;0;0;;2;;;1306;71;;;;;1377;525;128;4;21;370;777;;;380;397;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;590001004;CH DOUAI DECHY;590783239;1;1;0;0;0;;0;0;;2;;;1780;80;;;;;1860;544;177;100;;;1236;;;940;296;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;590796975;HÔPITAL SALENGRO CHU LILLE;590780193;1;1;0;1;0;;0;1;8;10;1;;5398;4383;1225;115;735;;11856;3135;653;103;348;2031;4479;395;632;2375;2104;1133032;26968;1088224;1058298;607653;607653;607653;269130;1;1;1;1;0;1;1;0;;;;0;;2724;0
SMURSAMU;2024;590801106;HOPITAL VICTOR PROVO;590782421;1;1;0;0;0;;0;0;;1;;;1548;72;;;;;1620;759;150;8;121;480;857;161;295;601;256;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;590804696;CENTRE HOSPITALIER DE TOURCOING;590781902;1;1;0;0;0;;0;0;0;3;0;0;1641;57;;;;;1698;848;128;10;93;533;804;45;88;424;380;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;600000053;CH GHPSO SENLIS;600101984;1;1;0;0;0;;0;0;2;;;;214;0;5;0;0;0;219;103;25;0;9;67;110;8;23;83;27;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;600000186;CH CLERMONT;600100648;1;1;0;0;0;;0;0;1;;;;1126;159;;;;;1285;619;100;4;76;439;711;44;111;141;570;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;600000194;CH BEAUVAIS;600100713;1;1;0;0;0;;0;1;6;2;0;0;2105;221;449;24;28;;2827;1176;212;28;111;825;1901;206;366;1579;322;369435;104;369331;322056;169739;166518;61402;29310;0;;;;;;0;0;;;;0;;14008;0
SMURSAMU;2024;600000285;CH CHICN NOYON;600100721;1;1;0;0;0;;0;0;1;1;;;583;0;93;;;;676;31;66;0;14;184;288;43;112;163;125;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;600000467;CH GHPSO CREIL;600101984;1;1;0;0;0;;0;0;2;;;;1648;100;183;3;0;;1934;877;136;2;118;616;750;76;123;622;128;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;600113476;CH CHICN COMPIÈGNE;600100721;1;1;0;0;0;;0;0;2;1;;;1621;272;152;;;;2045;954;195;8;62;635;585;35;87;526;59;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;1;1;0;0;0;610780074;0;0;0;1;0;0;452;8;0;0;0;0;460;254;94;1;22;137;206;32;124;126;80;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;610000051;CHICAM - SITE ALENCON;610780082;1;1;0;0;0;;0;1;2;2;1;0;789;412;281;58;345;0;1885;376;134;3;45;194;471;49;73;357;114;402075;15884;230478;223312;133159;67261;0;65898;0;;0;0;0;0;0;0;0;0;0;0;0;106;0
SMURSAMU;2024;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;1;1;0;0;0;;0;0;1;1;;;485;26;;;;;511;209;73;7;24;102;290;19;;272;18;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;1;1;0;0;0;;0;0;0;1;0;0;347;11;0;0;0;0;358;207;67;1;37;102;151;10;16;64;87;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;610000119;CH JACQUES MONOD - FLERS;610780165;1;1;0;0;0;;0;0;1;1;0;0;513;27;0;0;0;0;540;450;92;1;44;310;63;;;53;10;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;610780108;CHIC DES ANDAINES - DOMFRONT;610790594;1;0;0;0;1;610790594;0;0;0;1;0;0;158;1;4;0;0;0;163;55;5;0;5;26;72;3;18;0;69;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;1;1;0;0;0;;0;0;;1;;;367;41;3;0;0;0;411;312;75;2;29;200;219;10;12;143;76;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;620000034;CH ARRAS;620100057;1;1;0;0;0;;0;1;4;4;1;;3385;2036;357;101;347;0;6226;1997;345;46;386;1121;1913;161;236;1085;828;1089867;316332;773535;696081;554477;403587;155683;110432;0;;;;;;1;0;;0;0;0;0;11628;0
SMURSAMU;2024;620000224;CH BETHUNE;620100651;1;1;0;0;0;;0;0;1;2;0;0;2384;160;289;0;0;0;2833;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;620000257;CH LENS;620100685;1;1;0;0;0;;0;0;0;5;;;3225;194;752;;;;4171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;620000323;CH CALAIS;620101337;1;1;0;0;0;;0;0;;2;;;1594;98;2;;;;1694;983;166;13;56;538;764;102;100;599;165;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;620000349;CH REGION DE ST OMER;620101360;1;1;0;0;0;;0;0;0;2;0;0;1268;59;26;;;;1353;746;154;11;121;625;1120;86;207;795;325;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;620000653;CH BOULOGNE-SUR-MER;620103440;1;1;0;0;0;;0;0;1;2;;;1623;75;409;;;;2107;211;176;9;108;309;924;179;266;770;154;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;1;1;0;0;0;;0;0;;;;;1081;89;;;;;1170;425;126;;123;;810;73;242;755;55;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;1;1;0;0;0;;0;1;4;3;2;0;3959;1977;6;835;601;0;7378;1381;312;11;642;469;3481;312;445;2503;978;388678;28206;349623;303520;192584;187606;115823;68757;1;2;0;0;0;0;0;15;0;0;0;15;0;2277;1
SMURSAMU;2024;630000412;CH D'AMBERT;630780997;1;1;0;0;0;;0;0;0;1;0;0;365;12;0;0;0;0;377;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;630000420;CH PAUL ARDIER ISSOIRE;630781003;1;1;0;0;0;;0;0;;1;;;790;16;8;0;0;;814;305;62;;84;169;474;72;154;275;199;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;630000438;CH DE RIOM;630781011;1;1;0;0;0;;0;0;0;2;0;0;1245;17;1;;;;1263;526;81;1;180;145;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;630000446;CH DE THIERS;630781029;1;1;0;0;0;;0;0;0;1;0;0;738;19;59;11;0;0;827;200;68;0;132;0;415;28;62;227;188;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;640000162;CH COTE BASQUE;640780417;1;1;0;1;0;;0;1;4;3;1;0;2632;719;285;304;264;3;4207;1118;384;162;105;597;1356;153;158;1213;143;235934;41611;194323;177872;124882;83179;43285;39894;0;;;;;;0;8;0;0;0;8;0;896;0
SMURSAMU;2024;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;1;1;0;0;0;;0;0;0;1;0;0;532;4;0;0;0;0;536;340;70;11;30;229;189;14;29;69;120;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;640000410;CENTRE HOSPITALIER OLORON;640780821;1;1;0;0;0;;0;0;0;2;0;0;486;0;9;0;0;0;495;288;67;2;25;194;208;28;105;125;83;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;640000600;CENTRE HOSPITALIER DE PAU;640781290;1;1;0;1;0;;0;1;3;3;0;0;2072;450;222;241;115;0;3100;900;251;23;109;517;2022;335;539;1712;310;461597;;438012;;128981;111380;29494;24485;0;;;;;;0;2;0;0;0;2;0;1015;0
SMURSAMU;2024;650000045;CH TARBES LOURDES SITE LOURDES;650783160;1;1;0;0;0;;0;0;;2;;;382;3;;0;;;385;271;59;2;15;170;181;9;29;115;66;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;650000417;CH TARBES LOURDES GESPE SITE TARBES;650783160;1;1;0;0;0;;0;1;3;3;;;1422;528;275;690;1;;2916;1143;168;5;110;508;1057;102;108;855;202;142925;8718;134207;105677;84853;74300;0;19394;1;2;0;0;0;1;1;5;;;;5;;1247;0
SMURSAMU;2024;650005606;CENTRE HOSP BIGORRE - ANTENNE BAGNERES;650783160;1;0;0;0;1;650783160;0;0;;1;;;48;2;;0;;;50;45;8;1;3;28;28;2;5;2;26;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;650784218;CMC HOPITAUX DE LANNEMEZAN;650780174;1;1;0;0;0;;0;0;;1;;;293;4;0;;;;297;188;36;1;15;109;141;5;16;84;57;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;660000084;CH PERPIGNAN;660780180;1;1;0;0;0;;0;0;2;7;2;0;2904;521;1210;505;203;0;5343;2628;501;33;1013;1081;2263;116;567;1704;559;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;660008947;PLATE FORME SAMU SDIS 66;660780180;0;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;279984;0;222981;175742;195964;153941;26549;39242;0;;;;;;0;10;;;;10;;1144;1
SMURSAMU;2024;660010117;CH PERPIGNAN ANTENNE SMUR CH PUIGCERDA;660780180;1;0;0;0;1;660780180;0;0;0;1;0;0;354;32;0;0;0;0;386;197;21;0;146;30;136;13;8;30;106;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;670780055;1;1;0;0;0;;0;1;2;7;1;;7904;944;;423;98;;9369;5092;583;752;241;3516;3053;192;493;2564;489;672847;99114;548063;472370;354913;222277;82912;49724;0;;;;;;1;0;6;;;6;;8039;0
SMURSAMU;2024;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;1;1;0;0;0;;0;0;1;1;;;1580;188;;;;;1768;980;187;5;167;621;1206;85;219;1048;158;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;1;1;0;0;0;;0;0;1;1;;;1043;231;0;0;;;1274;563;94;8;94;367;480;25;105;305;175;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;670000272;CH INTERCOMMUNAL DE LA LAUTER;670780543;1;1;0;0;0;;0;0;0;1;0;0;636;153;0;0;0;0;789;384;48;30;51;291;523;16;174;293;230;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;670000397;CENTRE HOSPITALIER DE SELESTAT;670017755;1;1;0;0;0;;0;0;1;1;0;0;1304;343;0;0;0;;1647;848;129;12;144;563;456;27;106;240;216;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;670783273;HOPITAL DE HAUTEPIERRE;670780055;1;0;0;1;0;;0;0;;;;;0;290;273;;;;563;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;680000684;HOPITAL LOUIS PASTEUR;680000973;1;1;0;0;0;;0;0;1;3;0;0;1867;729;422;;41;;3059;929;165;11;98;655;2568;161;470;1738;830;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;680004546;HOPITAL EMILE MULLER;680020336;1;1;0;0;0;;0;1;1;3;1;;3973;268;363;280;130;;5014;1976;425;151;233;1167;3290;151;598;2201;1089;485649;17319;412132;399115;248755;213530;70530;40561;0;;0;0;0;0;0;0;0;0;0;0;0;1187;0
SMURSAMU;2024;690000575;CH NORD OUEST - VILLEFRANCHE;690782222;1;1;0;0;0;;0;0;;3;;;1315;29;;;;;1344;217;158;;59;;1067;154;163;900;167;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;690000625;HNO DE TARARE;690782271;1;1;0;0;0;;0;0;1;2;;;501;103;;;;;604;104;59;44;;;473;33;14;124;349;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;690041108;ANTENNE SMUR BRON - HCL;690781810;1;0;0;0;1;690781810;0;0;1;;2;;73;29;;1097;551;;1750;345;105;0;30;210;825;170;111;559;266;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;690783154;HOPITAL EDOUARD HERRIOT - HCL;690781810;1;1;0;1;0;;0;1;5;5;;;6879;3408;879;107;189;;11462;2173;517;9;298;1249;4813;1196;714;3554;1259;858938;119138;718473;668712;606700;548318;313209;162387;1;1;0;0;0;1;0;0;;;;0;;1732;0
SMURSAMU;2024;690784137;HOPITAL LYON SUD - HCL;690781810;1;1;0;0;0;;0;0;1;1;;;1721;611;;10;8;;2350;804;182;14;172;436;937;222;264;665;272;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;690784152;HOPITAL CROIX-ROUSSE - HCL;690781810;1;1;0;0;0;;0;0;1;1;;;1152;155;;;;;1307;550;145;6;85;314;602;85;100;447;155;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;700000011;GH HAUTE SAONE SITE GRAY;700004591;1;1;0;0;0;;0;0;;1;;;614;92;;15;;;721;340;65;2;57;218;485;43;90;250;235;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;700000029;GH HAUTE SAONE SITE VESOUL;700004591;1;1;0;0;0;;0;0;1;2;;;1003;111;;16;1;;1131;501;101;7;78;315;518;72;216;428;90;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;700780208;GH HAUTE SAONE SITE LURE;700004591;1;1;0;0;0;;0;0;;1;;;917;34;0;29;3;0;983;417;55;1;66;295;516;64;131;24;492;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;710010067;CH DU PAYS CHAROLAIS BRIONNAIS;710780644;1;1;0;0;0;;0;0;;2;;;479;16;;;;;495;479;84;23;;;495;;;372;123;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;710010786;CH AUTUN SITE PARPAS;710781451;1;1;0;0;0;;0;0;;1;;;361;56;;;;;417;177;61;1;9;106;291;11;62;243;48;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;710978263;CH WILLIAM MOREY CHALON SUR SAONE;710780958;1;1;0;0;0;;0;1;3;2;1;0;1254;483;0;163;505;0;2405;359;201;7;116;153;515;34;78;383;132;378020;4734;357716;313201;223377;199319;106462;58641;0;;;;;;0;0;;;;0;;2202;0
SMURSAMU;2024;710978289;CH LES CHANAUX MACON;710780263;1;1;0;0;0;;0;0;;2;;;1135;4;;;;;1139;237;163;6;59;;881;93;115;831;50;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;710978313;CENTRE HOSPITALIER DE MONTCEAU;710976705;1;1;0;0;0;;0;0;0;1;0;0;432;1;0;0;0;0;433;112;85;27;0;0;342;32;58;254;88;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;710978347;HOTEL DIEU DU CREUSOT;570010181;1;1;0;0;0;;0;0;;1;;;397;9;;;;;406;169;67;0;26;111;302;37;48;251;51;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;720000033;CENTRE HOSPITALIER DU MANS;720000025;1;1;0;0;0;;0;1;4;2;0;0;3645;338;396;0;0;0;4379;2275;423;14;68;1728;1370;110;130;1028;342;461228;30455;404096;278831;338358;324966;86935;49534;0;;;;;;1;0;0;0;0;0;0;488;0
SMURSAMU;2024;720000470;CENTRE HOSPITALIER MAMERS;610780082;1;0;0;0;1;610780082;0;0;0;1;0;0;237;0;14;0;0;0;251;134;45;0;10;79;117;8;30;40;77;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;720016179;POLE SANTE SARTHE ET LOIR;720016724;1;1;0;0;0;;0;0;0;1;0;0;149;2;0;0;0;0;151;88;19;0;3;66;121;8;24;46;75;;;;;;;;;;;;;;;;;;;;;;;
