BOR;AN;FI;RS;FI_EJ;URG;REG;SAO;ACC;PASSU;dt80;dt18;dtMCO;dtMCO80;dtMCO18;dtLS;dtLS80;dtLS18;dtHAD;dtHAD80;dtHAD18;dtEXT;dtEXT80;dtEXT18;dtHOSP;dtTRANS;LIT_UHCD;JLI_UHCD;SEJ_UHCD;SEJ0_UHCD;JOU_UHCD;ACCSPE_PED;ACCSPE_PSY;ACCSPE_GER;ACCSPE_AUT;STAP;RMM;IMPL_SMUR_SITE;CONVURG24;FICONV;OUV_SEMAINE;AMPL_SEMAINE;OUV_SAM;AMPL_SAM;OUV_DIMFERIE;AMPL_DIMFERIE
URGENCES2;2024;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;GEN;3;1;IAO;39432;7449;8978;10244;2931;1101;670;60;60;;;;;;;10914;;10;3650;2878;969;2367;1;1;0;0;1;0;;;;;;;;;
URGENCES2;2024;400015103;GCS PAYS DE L'ADOUR;400015095;GEN;3;1;IAO;10751;2137;1711;1300;677;51;0;0;0;0;0;0;282;173;36;1582;;4;1464;2190;1510;713;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;410000020;CH BLOIS SIMONE VEIL;410000087;GEN;2;1;IAO;53916;5527;16734;8405;2491;1498;314;17;2;0;0;0;544;107;71;9263;;11;4026;2227;77;3939;1;1;1;1;1;0;;;;;;;;;
URGENCES2;2024;410000038;CH VENDOME - MONTOIRE;410000095;GEN;2;1;IAO;19775;3477;3028;3152;1415;14;63;5;0;;;;584;163;44;3799;;6;2196;2099;844;1611;0;1;1;1;1;1;;;;;;;;;
URGENCES2;2024;410000046;CH ROMORANTIN-LANTHENAY;410000103;GEN;3;1;IAO;24134;3511;5876;5648;2060;518;395;8;2;;;;482;74;35;6525;;4;1460;3589;544;3459;1;1;0;1;1;1;;;;;;;;;
URGENCES2;2024;420000010;CH DE ROANNE;420780033;GEN;1;1;IAO;49826;5291;16538;5939;1413;1266;633;267;0;0;0;0;1159;379;76;7731;;8;2928;4525;1326;3297;0;0;0;1;1;1;;;;;;;;;
URGENCES2;2024;420000226;CH DU FOREZ SITE DE MONTBRISON;420013831;GEN;3;1;IAO;27633;3426;6938;6817;2119;767;599;250;6;0;0;0;1395;691;48;8811;;10;3660;5468;1750;6768;1;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;420000234;CH DE FIRMINY;420780652;GEN;3;1;IAO;40872;4897;8252;9036;3359;353;;;;;;;;;;9036;;10;3660;7580;2993;5070;1;0;0;1;0;1;;;;;;;;;
URGENCES2;2024;420011413;HOPITAL PRIVE DE LA LOIRE;420011405;GEN;3;1;IAO;25847;3180;2236;3616;1040;53;;;;;;;;;;3616;;6;2190;1249;285;1333;1;0;1;1;1;1;;;;;;;;;
URGENCES2;2024;420780504;CLINIQUE DU PARC ST PRIEST EN JAREZ;420000135;GEN;3;1;IAO;26765;2200;4619;1228;296;66;0;0;0;0;0;0;;;;1228;;7;2555;3956;3309;672;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;420780637;CH DU GIER - MCO;420002495;GEN;3;1;IAO;24366;3284;4282;4709;1803;102;;;;;;;235;32;39;4944;;6;2196;2294;759;1774;0;0;0;0;1;0;;;;;;;;;
URGENCES2;2024;420782310;CLINIQUE DU RENAISON;420000853;GEN;3;1;IAOMAO;22939;4196;1591;4955;836;15;;;;;;;10;1;1;4965;;6;2190;3393;2517;936;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;420785354;HOPITAL NORD - CHU42;420784878;GEN;1;1;IAO;73954;7019;2941;20384;4690;288;0;0;0;;;;;;;20384;;17;6205;17230;6653;11161;1;1;0;0;1;1;;;;;;;;;
URGENCES2;2024;420785354;HOPITAL NORD - CHU42;420784878;PED;1;1;IAO;36368;;;;;;;;;;;;;;;5513;;2;730;5444;4050;1397;;;;;;;;;;;;;;;
URGENCES2;2024;430000117;CH EMILE ROUX LE PUY;430000018;GEN;2;1;IAO;41828;5780;7887;11756;3349;1065;4;1;;0;;;551;100;40;12311;;8;2196;3246;2589;666;;;;;0;0;;;;;;;;;
URGENCES2;2024;430000190;CH DE BRIOUDE;430000034;GEN;3;1;IAO;11677;1608;2137;3385;1059;85;0;0;0;0;0;0;;;;3385;;4;1464;2482;1316;1298;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;440000016;CH DE SAINT NAZAIRE;440000057;GEN;2;1;IAOMAO;79595;8505;17705;23760;5701;2842;1;;;;;;;;;23761;;10;3660;9382;3724;7084;1;1;0;1;1;1;;;;;;;;;
URGENCES2;2024;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;GEN;3;;IAOMAO;82276;9372;4058;14901;4359;282;2635;121;156;;;;1792;251;118;19328;;20;7320;3111;580;5654;0;1;1;0;1;1;;;;;;;;;
URGENCES2;2024;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;PED;3;1;IAOMAO;35037;;;;;;;;;;;;;;;4586;;9;3294;1238;295;1380;;;;;;;;;;;;;;;
URGENCES2;2024;440000396;CH ERDRE ET LOIRE;440053643;GEN;;1;IAO;14125;2000;2405;2715;1051;43;6;5;;;;;;;;2721;;4;;1735;328;1637;0;0;0;0;;;;;;;;;;;
URGENCES2;2024;440000503;CH CNP SITE CHATEAUBRIANT;440000313;GEN;;;;24550;2914;5670;7137;1927;619;54;31;0;;;;6806;1261;613;13997;;4;1464;5037;2515;2725;;;;;;;;;;;;;;;
URGENCES2;2024;440041580;HOPITAL PRIVE DU CONFLUENT;440041572;GEN;3;1;IAO;32024;5285;1026;6214;1706;83;;;;;;;1862;837;14;8076;;8;2920;4763;880;5750;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;450000047;CH DEZARNAULDS - GIEN;450000096;GEN;2;1;IAO;27564;2603;9217;5724;1518;937;0;0;0;0;0;0;426;68;39;6150;;10;3660;3287;518;2798;1;0;0;1;0;1;;;;;;;;;
URGENCES2;2024;450000062;CH AGGLOMERATION MONTARGOISE;450000104;GEN;1;;IAOMAO;66879;5129;24360;7116;4653;1005;138;2;7;;;;330;69;8;7584;;6;2196;2132;620;1765;1;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;450000070;CH PITHIVIERS;450000112;GEN;3;1;IAO;13826;2010;2150;1727;793;8;;;;;;;277;49;17;2004;;4;1464;858;149;750;0;0;0;0;0;1;;;;;;;;;
URGENCES2;2024;450000294;ORELIANCE - REINE BLANCHE;450000591;GEN;2;1;IAO;36350;3194;3740;4126;1206;29;;;;;;;4210;267;287;8336;;8;2920;1160;76;1680;0;0;0;1;0;0;;;;;;;;;
URGENCES2;2024;450002613;CHRU ORLEANS - HOPITAL DE LA SOURCE;450000088;GEN;2;1;IAO;55557;6918;2930;13578;3880;315;;;;;;;;;;13578;;10;3650;1412;572;922;0;1;0;0;1;1;;;;;;;;;
URGENCES2;2024;450002613;CHRU ORLEANS - HOPITAL DE LA SOURCE;450000088;PED;3;1;IAO;38641;;;;;;;;;;;;;;;4397;;6;2190;1775;1126;685;;;;;;;;;;;;;;;
URGENCES2;2024;460000045;CH FIGEAC SITE MARTIN MALVY;460780083;GEN;3;1;IAO;16338;2272;2893;2932;1123;75;;;;1;;1;123;10;26;3056;;2;732;883;471;426;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;460000052;CH ST JACQUES ST CERE;460780091;GEN;;1;IAO;13009;1849;2291;1660;636;11;20;16;;;;;184;67;14;1864;;4;1646;1337;540;836;;;;;;;;;;;;;;;
URGENCES2;2024;460000102;CH JEAN COULON GOURDON;460780208;GEN;;0;;9179;1812;1337;2532;1027;47;0;0;0;0;0;0;1;0;0;2533;;3;1098;2092;1094;1158;;;;;0;1;;;;;;;;;
URGENCES2;2024;460000110;CH JEAN ROUGIER CAHORS;460780216;GEN;3;1;IAOMAO;26227;3255;5114;7012;1830;676;;;;;;;;;;7012;;6;2196;2542;1166;1453;0;0;0;1;1;1;;;;;;;;;
URGENCES2;2024;470000027;CLINIQUE ESQUIROL-SAINT-HILAIRE;470014069;GEN;2;1;IAO;16946;2343;1269;;664;33;;;;;;;;;;;;10;3650;1243;787;468;1;0;0;1;1;1;;;;;;;;;
URGENCES2;2024;470000423;CH AGEN NERAC - HOPITAL SAINT-ESPRIT;470016171;GEN;2;1;IAO;35262;5193;7558;7236;2580;870;;;;;;;;;;7236;;6;2196;2642;787;1970;0;1;0;0;1;1;;;;;;;;;
URGENCES2;2024;470000431;CH VILLENEUVE -POLE SANTE VILLENEUVOIS;470000324;GEN;2;1;IAO;30628;6790;5740;6952;312;408;;;;;;;1162;210;23;8114;;5;1830;6142;3045;3651;0;0;0;;1;1;;;;;;;;;
URGENCES2;2024;470000480;CENTRE HOSPITALIER DE MARMANDE - CHIC;470001660;GEN;2;1;IAOMAO;20760;2751;3843;5745;1000;735;688;485;11;;;;;;;6433;;6;2190;3661;1557;2255;1;1;1;;0;1;;;;;;;;;
URGENCES2;2024;480000017;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;GEN;3;1;IAOMAO;22520;2823;4687;4229;1524;420;19;16;0;0;0;0;;;;4248;;4;1460;2018;667;1406;1;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;490000049;CHR ANGERS SITE LARREY;490000031;GEN;3;1;IAOMAO;58117;8726;2211;12345;4208;151;12;3;1;0;0;0;2066;384;124;14423;;13;4758;8219;1186;8342;0;1;1;1;0;1;;;;;;;;;
URGENCES2;2024;490000049;CHR ANGERS SITE LARREY;490000031;PED;3;1;IAO;28864;;;;;;;;;;;;;;;4071;;8;2928;3507;1756;1779;;;;;;;;;;;;;;;
URGENCES2;2024;490000635;CH DE CHOLET;490000676;GEN;1;1;IAO;65371;6604;19789;12872;3826;1695;2;;;;;;;;;12874;;8;2928;6708;2051;5705;1;1;1;;0;1;;;;;;;;;
URGENCES2;2024;490001765;CH DE SAUMUR;490528452;GEN;3;1;IAOMAO;30448;3593;10029;3587;1430;592;60;4;;;;;693;166;19;4340;;7;2562;5951;2641;3631;1;0;0;0;0;1;;;;;;;;;
URGENCES2;2024;490014909;CLINIQUE DE L'ANJOU;490008109;GEN;2;1;IAO;33466;;;4812;;;;;;;;;;;;4812;;7;2562;1638;1264;379;;;;;1;1;;;;;;;;;
URGENCES2;2024;500000021;HOPITAUX DU SUD MANCHE;500000054;GEN;1;1;IAO;25578;4137;2123;7127;2602;115;0;0;0;5;4;0;;;;7132;;4;1464;4900;972;4744;1;1;0;;0;1;;;;;;;;;
URGENCES2;2024;500000187;CHPC - SITE CHERBOURG;500000013;GEN;1;1;IAO;50201;6727;12712;20141;4769;2176;;;;;;;;;;20141;;12;4392;10301;6048;4605;0;0;0;0;1;0;;;;;;;;;
URGENCES2;2024;500000260;HOPITAUX DU SUD MANCHE;500000054;GEN;1;1;IAO;13294;2553;1651;3697;1574;32;7;5;;;;;126;26;11;3830;;4;1464;3134;1135;2258;0;0;0;0;0;1;;;;;;;;;
URGENCES2;2024;500000427;CH DE SAINT HILAIRE DU HARCOUET;500000096;GEN;1;1;IAO;3449;588;465;350;;;77;;;;;;41;;;468;;2;717;527;494;35;0;0;0;0;0;0;;;;;;;;;
URGENCES2;2024;500000450;CH - SAINT-LO;500000112;GEN;1;1;IAO;41742;5234;9485;10536;2863;1242;156;94;6;77;24;0;1598;469;35;12367;;9;3294;4064;1978;2288;1;0;0;1;1;1;;;;;;;;;
URGENCES2;2024;500000591;CENTRE HOSPITALIER DE COUTANCES;500000393;GEN;1;1;IAO;14132;2518;2006;2799;1350;8;0;43;0;0;0;0;564;142;4;3363;;5;1830;1937;1101;892;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;510000169;CENTRE HOSPITALIER LEON BOURGEOIS;510000037;GEN;3;1;IAOMAO;37070;4008;8789;4690;855;1101;55;26;0;0;0;0;728;104;54;5473;;6;2196;1949;731;1359;0;1;0;0;1;1;;;;;;;;;
URGENCES2;2024;510000235;CENTRE HOSPITALIER D'EPERNAY;510000060;GEN;3;1;IAO;20847;4012;3897;5154;1505;517;;;;;;;;;;5154;;3;1095;1411;385;1270;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;510000250;CENTRE HOSPITALIER VITRY LE FRANCOIS;510000078;GEN;3;0;;14512;1845;3070;588;372;0;5;3;0;2;0;0;1047;218;93;1642;;4;1460;1843;890;1073;0;0;0;0;0;1;;;;;;;;;
URGENCES2;2024;510002470;AMERICAN MEMORIAL HOSPITAL CHU REIMS;510000029;PED;3;1;IAO;30027;;;;;;;;;;;;;;;2480;;8;2928;3349;841;2595;;;;;;;;;;;;;;;
URGENCES2;2024;510004302;HOPITAL MAISON BLANCHE CHU REIMS;510000029;GEN;3;1;IAOMAO;53783;9886;0;10878;4369;0;;;;;;;;;;10878;;12;4392;3100;285;3856;0;1;0;0;1;1;;;;;;;;;
URGENCES2;2024;510024979;POLYCLINIQUE REIMS - BEZANNES;510000532;GEN;3;1;IAO;21374;;;;;;;;;;;;;;;;;6;2196;6231;4351;2143;0;0;0;0;1;0;;;;;;;;;
URGENCES2;2024;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;GEN;3;1;IAO;19268;2665;3863;3976;1288;439;0;0;0;0;0;0;659;185;27;4635;;4;1460;2905;562;2883;0;0;0;0;0;;;;;;;;;;
URGENCES2;2024;520000043;CENTRE HOSPITALIER DE LANGRES;520780057;GEN;3;1;IAO;14308;2122;2507;2569;1073;18;1;0;0;0;0;0;487;111;75;3057;;4;1460;1901;419;1976;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;520780073;GEN;3;1;IAO;27501;1282;6003;6913;;;;;;;;;;;;6913;;5;1830;3873;1811;2620;0;0;0;;0;1;;;;;;;;;
URGENCES2;2024;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;GEN;3;1;IAO;20668;3517;2945;5803;2211;125;100;2;7;;;;;;;5903;;1;366;3486;1081;2487;0;1;0;0;0;1;;;;;;;;;
URGENCES2;2024;530000173;CH DU NORD MAYENNE;530000074;GEN;2;1;IAO;18296;3128;2305;3980;1699;27;116;9;1;0;0;0;427;130;30;4523;;6;2196;2373;330;2553;0;1;0;1;1;1;;;;;;;;;
URGENCES2;2024;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;GEN;2;1;IAO;39474;3969;14429;4743;1421;1486;113;;18;18;10;;312;116;2;5186;;9;3285;3437;886;3084;1;1;1;1;0;1;;;;;;;;;
URGENCES2;2024;540000015;CHRU NANCY - MATERNITE;540023264;PED;3;0;;313;;;;;;;;;;;;;;;251;;;;;;;;;;;;;;;;;;;;;
URGENCES2;2024;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;540000049;GEN;2;1;IAO;16276;2912;2540;3248;1094;19;;;;;;;;;;3248;;4;1464;2258;421;2528;0;0;0;0;1;0;;;;;;;;;
URGENCES2;2024;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;GEN;3;1;IAO;17662;2565;2964;5624;1711;279;;;;;;;426;40;53;6050;;6;2196;2435;945;1547;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;540000296;CENTRE HOSPITALIER DE PONT A MOUSSON;540000106;GEN;3;0;;12939;1550;2239;757;430;0;5;3;0;0;0;0;815;93;75;1577;;3;1098;1775;453;1842;0;0;0;0;1;0;;;;;;;;;
URGENCES2;2024;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;GEN;3;1;IAOMAO;22911;2001;5994;1918;545;359;80;11;0;0;0;0;698;;;2696;;4;1464;1635;570;1265;1;0;0;1;;;;;;;;;;;
URGENCES2;2024;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;GEN;3;1;IAO;16237;2503;2222;4565;1172;180;352;127;0;16;4;0;362;310;2;5295;;7;2562;2597;2573;24;1;1;1;1;0;0;;;;;;;;;
URGENCES2;2024;540001138;CHRU NANCY - HOPITAL CENTRAL;540023264;GEN;3;1;IAOMAO;65344;7642;494;12801;2973;86;7;5;;;;;2647;324;28;15455;;16;5856;13667;8723;7082;0;1;0;0;1;1;;;;;;;;;
URGENCES2;2024;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;PED;3;1;IAO;26203;;;;;;;;;;;;;;;5528;;8;2928;6312;3807;2977;;;;;;;;;;;;;;;
URGENCES2;2024;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;550006795;GEN;3;1;IAO;26631;3299;5713;6367;1991;667;275;22;9;1;;;;;;6643;;6;2196;2523;1161;1415;1;1;0;0;1;1;;;;;;;;;
URGENCES2;2024;550000434;CH BLD FV SITE BLD;550003354;GEN;3;1;IAOMAO;17284;2314;2228;1670;706;0;137;95;0;47;33;0;735;218;10;2589;;4;1464;2509;665;2280;0;1;1;1;1;1;;;;;;;;;
URGENCES2;2024;560000127;CHBA SITE DE VANNES;560023210;GEN;3;1;IAOMAO;66321;9508;16023;18954;5698;2315;1;0;0;;;;1455;247;69;20410;;8;2928;5180;893;4749;1;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;560000135;GHBS- HÔPITAL DU SCORFF;560005746;GEN;3;1;IAOMAO;58053;7602;16124;11941;3741;1716;1078;485;35;;;;2026;529;181;15045;;8;2920;7876;3571;4625;1;1;1;1;0;1;;;;;;;;;
URGENCES2;2024;560000143;CHCB SITE KERIO;560014748;GEN;2;1;IAO;27442;4395;5370;7538;2651;525;1;171;0;;;;617;502;116;8156;;12;4392;3840;329;4236;1;1;0;1;1;1;;;;;;;;;
URGENCES2;2024;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;GEN;2;1;IAOMAO;19286;3385;2358;4702;1889;5;;;;;;;975;319;1;5677;;6;2190;2156;547;1646;0;0;0;0;1;0;;;;;;;;;
URGENCES2;2024;570000059;CH MARIE-MADELEINE DE FORBACH;570025254;GEN;;1;IAO;48849;3501;20988;7404;1487;1789;489;301;;;;;955;187;31;8848;;8;2928;3032;533;2777;1;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;GEN;3;1;IAO;23061;2802;4911;3800;1325;424;;;;;2;;562;79;42;4362;;4;1460;2863;1032;2067;1;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;570000216;HOPITAL DE SAINT AVOLD - SOS SANTE;570010181;GEN;3;1;IAO;24574;;;;;;;;;;;;;;;;;4;1464;3752;3253;550;0;1;1;;1;1;;;;;;;;;
URGENCES2;2024;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;GEN;1;1;IAO;54269;6528;17807;8289;2109;1344;253;3;;;;;2211;919;79;10753;;15;5490;5834;1171;7315;1;1;0;0;1;1;;;;;;;;;
URGENCES2;2024;570000596;HOP INSTRUC DES ARMEES LEGOUEST;750821092;GEN;3;1;IAO;27932;1303;2558;236;106;;13;;;;;;571;409;35;820;;3;;2749;2091;740;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;570000646;HOPITAL-CLINIQUE CLAUDE BERNARD;570001115;GEN;3;1;IAO;16731;844;1601;8280;593;484;;;;;;;;;;8280;;5;1825;5614;3841;1811;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;GEN;2;1;IAO;33589;4608;8027;7892;2090;821;;;;;;;;;;7892;;5;1830;2732;1158;1790;1;1;1;1;1;1;;;;;;;;;
URGENCES2;2024;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;GEN;1;1;IAOMAO;68599;7793;23834;10006;2383;2211;13;;;;;;2731;671;122;12750;;10;3660;5027;1310;4841;1;0;0;1;1;1;;;;;;;;;
URGENCES2;2024;580972669;CH CLAMECY;580780070;GEN;3;0;;10919;1489;1696;1261;485;5;;;;;;;264;22;50;1525;;2;720;665;362;358;0;0;0;0;1;0;;;;;;;;;
URGENCES2;2024;580972677;CH COSNE COURS SUR LOIRE;580780088;GEN;3;1;IAO;11804;1828;1797;1745;;;3;;;0;;;464;;;2212;;2;732;1461;417;1574;0;0;0;0;0;0;;;;;;;;;
URGENCES2;2024;580972685;CH DECIZE;580780096;GEN;;;;13958;1886;2495;;;;;;;;;;;;;;;2;730;1451;345;1720;0;0;0;0;0;0;;;;;;;;;
URGENCES2;2024;580972693;HOPITAL PIERRE BEREGOVOY;580780039;GEN;2;1;IAO;40561;4731;13708;11594;1537;998;;;;;;;250;85;8;11844;;10;3540;6124;1024;7740;0;1;0;1;1;0;;;;;;;;;
URGENCES2;2024;590000121;CH SECLIN;590780227;GEN;3;1;IAO;42170;3471;14496;5904;1663;1046;465;300;0;0;0;0;743;132;52;7112;;8;2920;3604;775;3258;1;0;0;0;0;1;;;;;;;;;
URGENCES2;2024;590000337;CH DUNKERQUE;590781415;GEN;3;1;IAO;65243;7503;16820;11034;2301;2640;;;;;;;1871;477;81;12905;;15;5490;6378;1798;5160;1;0;0;0;1;0;;;;;;;;;
URGENCES2;2024;590000428;CH CAMBRAI;590781605;GEN;3;1;IAO;39788;4215;11313;10936;;;258;;;;;;;;;11194;;10;3660;8664;4390;4503;1;1;1;1;1;1;;;;;;;;;
URGENCES2;2024;590000436;CH LE CATEAU;590781621;GEN;3;1;IAOMAO;17997;1862;3659;744;407;2;;;;;;;1092;233;78;1836;;5;;4522;2154;2077;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;590000469;CH FOURMIES;590781662;GEN;3;1;IAO;18012;1483;4634;3100;868;216;225;3;1;0;0;0;247;32;0;3572;;12;4392;1802;1325;917;0;0;0;0;1;0;;;;;;;;;
URGENCES2;2024;590000535;CH DE MAUBEUGE MCO;590781803;GEN;3;1;IAO;52587;4604;15821;5829;1224;1485;882;13;48;;;;1285;523;26;7996;;8;2920;9641;4931;5063;1;1;1;1;1;1;;;;;;;;;
URGENCES2;2024;590000592;CH DENAIN;590782165;GEN;3;1;IAO;32480;2606;7265;7630;1324;50;166;;5;;;;389;136;174;8185;;6;2196;3424;1745;1732;0;0;0;0;1;0;;;;;;;;;
URGENCES2;2024;590000618;CH VALENCIENNES;590782215;GEN;3;1;IAOMAO;77087;9687;2117;9343;4305;182;;;;;;;;;;9343;;17;6205;15575;9084;7100;1;1;0;1;1;1;;;;;;;;;
URGENCES2;2024;590000618;CH VALENCIENNES;590782215;PED;1;1;IAO;33587;;;;;;;;;;;;;;;5231;;8;2920;2606;1211;1405;;;;;;;;;;;;;;;
URGENCES2;2024;590000758;CH ARMENTIERES;590782637;GEN;3;1;IAO;37720;2954;13390;9763;1907;2067;;;;;;;1063;;;10826;;8;2928;8297;5384;3079;1;0;0;0;0;1;;;;;;;;;
URGENCES2;2024;590000774;CH HAZEBROUCK;590782652;GEN;3;1;IAO;19210;2176;3153;2721;865;41;0;0;0;0;0;0;1108;261;90;3829;;6;1520;2537;2211;336;0;0;0;0;1;0;;;;;;;;;
URGENCES2;2024;590001004;CH DOUAI DECHY;590783239;GEN;3;1;IAO;68930;6602;20918;14427;3553;2367;148;2;1;;;;;;;14575;;11;4015;5412;849;5592;1;1;1;1;0;1;;;;;;;;;
URGENCES2;2024;590001004;CH DOUAI DECHY;590783239;PED;3;1;IAO;17315;;;;;;;;;;;;;;;2149;;0;0;0;0;0;;;;;;;;;;;;;;;
URGENCES2;2024;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;GEN;2;1;IAOMAO;11837;1125;2469;1004;502;1;2;2;;;;;;;;1006;;2;730;155;152;3;0;0;1;0;0;0;;;;;;;;;
URGENCES2;2024;590008041;POLYCLINIQUE VAUBAN;590008033;GEN;3;1;IAO;18160;2202;1819;1934;;;0;;;0;;;126;;;2060;;10;3650;1157;611;571;0;0;0;0;0;1;;;;;;;;;
URGENCES2;2024;590780284;GCS GHICL HÔPITAL ST PHILIBERT;590051801;GEN;3;1;IAO;26108;4931;1732;9572;3141;162;;;;;;;;;;9572;;7;2555;5541;3500;2103;0;0;0;0;0;0;;;;;;;;;
URGENCES2;2024;590796975;HÔPITAL SALENGRO CHU LILLE;590780193;GEN;3;1;IAOMAO;71151;6104;2819;13679;2556;272;352;10;80;;;;1804;256;59;15835;;15;5490;18803;9623;9271;1;1;0;1;0;1;;;;;;;;;
URGENCES2;2024;590796975;HÔPITAL SALENGRO CHU LILLE;590780193;PED;3;1;IAO;24507;;;;;;;;;;;;;;;5108;;10;3651;5108;2374;2831;;;;;;;;;;;;;;;
URGENCES2;2024;590797353;GCS GHICL HOPITAL SAINT VINCENT -;590051801;GEN;3;1;IAO;65325;3054;25550;14215;2036;3727;30;;29;;;;;;;14245;;12;4380;8593;3470;5706;1;0;0;0;0;0;;;;;;;;;
URGENCES2;2024;590801106;HOPITAL VICTOR PROVO;590782421;GEN;;;;46578;;;14122;;;;;;;;;;;;14122;;13;4745;4893;1908;3055;;;;;;;;;;;;;;;
URGENCES2;2024;590801106;HOPITAL VICTOR PROVO;590782421;PED;;1;IAO;25310;;;;;;;;;;;;;;;4058;;3;939;950;794;158;;;;;;;;;;;;;;;
URGENCES2;2024;590804696;CENTRE HOSPITALIER DE TOURCOING;590781902;GEN;3;1;IAO;50413;4500;12522;7771;1992;1299;;;;;;;991;444;35;8762;;8;2928;6574;3693;2936;1;0;0;1;1;1;;;;;;;;;
URGENCES2;2024;590816310;CLINIQUE SAINT AME;590000048;GEN;3;1;IAO;17458;1400;2994;1138;30;275;;;;;;;;;;1138;;3;1095;169;83;87;0;0;1;0;1;1;;;;;;;;;
URGENCES2;2024;600000186;CH CLERMONT;600100648;GEN;3;1;IAO;33053;2647;5858;3871;1071;65;;;;;;;1096;268;35;4967;;8;2928;2673;826;2113;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;600000194;CH BEAUVAIS;600100713;GEN;;;;46366;5782;5031;9286;2700;102;;;;;;;;;;9286;;15;5490;3730;959;4283;;;;;;;;;;;;;;;
URGENCES2;2024;600000194;CH BEAUVAIS;600100713;PED;;;;18672;;;;;;;;;;;;;;;2426;;4;1464;316;72;313;;;;;;;;;;;;;;;
URGENCES2;2024;600000285;CH CHICN NOYON;600100721;GEN;3;0;;16203;1823;2968;1728;701;13;;;;;;;;;;1728;;3;1098;867;162;761;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;600000467;CH GHPSO CREIL;600101984;GEN;3;1;IAOMAO;40748;5564;3364;5933;1895;75;;;;;;;499;177;7;6432;;10;3660;3805;563;5259;1;1;0;0;1;1;;;;;;;;;
URGENCES2;2024;600000467;CH GHPSO CREIL;600101984;PED;3;1;IAO;22441;;;;;;;;;;;;;;;2842;;6;2196;799;299;560;;;;;;;;;;;;;;;
URGENCES2;2024;600100754;POLYCLINIQUE SAINT CÔME;600000228;GEN;3;1;IAO;25879;1488;3874;4280;;;0;;;0;;;;;;4280;;5;1825;2356;2248;109;0;0;0;0;1;;;;;;;;;;
URGENCES2;2024;600113476;CH CHICN COMPIÈGNE;600100721;GEN;3;1;IAO;41750;5838;5046;8157;2634;101;0;0;0;0;0;0;0;0;0;8157;;12;4246;1509;94;1427;1;0;0;1;1;1;;;;;;;;;
URGENCES2;2024;600113476;CH CHICN COMPIÈGNE;600100721;PED;1;1;IAO;16695;;;;;;;;;;;;;;;1536;;0;0;0;0;0;;;;;;;;;;;;;;;
URGENCES2;2024;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;GEN;3;1;IAOMAO;16571;2270;3202;;;;;;;0;0;0;;;;0;;4;;3262;1615;1868;0;0;0;0;1;1;;;;;;;;;
URGENCES2;2024;610000051;CHICAM - SITE ALENCON;610780082;GEN;2;1;IAO;36568;4803;10746;9299;2896;1087;190;154;0;12;5;0;943;372;28;10444;;8;2920;1390;110;2738;0;;0;0;0;1;;;;;;;;;
