BOR;AN;FI;RS;FI_EJ;ETPSAL_TOT;ETPSAL_URG;ETPSAL_SMUR;ETPSAL_SAMU;EFFLIB_TOT;EFFLIB_URG;EFFLIB_SMUR;EFFLIB_SAMU;COM_SMUR_SU;MOD;PERSO
PCAMEDURG_P;2024;620003350;HOPITAL DE RIAUMONT;620001834;5.44;5.44;;;;;;;0;;N1200
PCAMEDURG_P;2024;620003350;HOPITAL DE RIAUMONT;620001834;0.8;0.8;;;;;;;0;;N2120
PCAMEDURG_P;2024;620003350;HOPITAL DE RIAUMONT;620001834;8.3;8.3;;;;;;;;;N2500
PCAMEDURG_P;2024;620003350;HOPITAL DE RIAUMONT;620001834;3;3;;;;;;;0;;N2620
PCAMEDURG_P;2024;620003350;HOPITAL DE RIAUMONT;620001834;0.22;0.22;;;;;;;;;N3120
PCAMEDURG_P;2024;620003350;HOPITAL DE RIAUMONT;620001834;42.41;42.41;;;;;;;0;;N9999
PCAMEDURG_P;2024;620003350;HOPITAL DE RIAUMONT;620001834;19;19;;;;;;;0;;NIDE
PCAMEDURG_P;2024;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;13.05;13.05;;;;;;;0;;M9999
PCAMEDURG_P;2024;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;1;1;;;;;;;0;;N1200
PCAMEDURG_P;2024;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;1;1;;;;;;;0;;N2120
PCAMEDURG_P;2024;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;11.71;11.71;;;;;;;;;N2500
PCAMEDURG_P;2024;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;3.8;3.8;;;;;;;0;;N2620
PCAMEDURG_P;2024;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;54.57;54.57;;;;;;;0;;N9999
PCAMEDURG_P;2024;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;24.01;24.01;;;;;;;0;;NIDE
PCAMEDURG_P;2024;620025346;POLYCLINIQUE DE LA  CLARENCE;620001834;10.05;10.05;;;;;;;;;M9999
PCAMEDURG_P;2024;620025346;POLYCLINIQUE DE LA  CLARENCE;620001834;0.93;0.93;;;;;;;;;N1200
PCAMEDURG_P;2024;620025346;POLYCLINIQUE DE LA  CLARENCE;620001834;0.75;0.75;;;;;;;;;N2120
PCAMEDURG_P;2024;620025346;POLYCLINIQUE DE LA  CLARENCE;620001834;10.33;10.33;;;;;;;;;N2500
PCAMEDURG_P;2024;620025346;POLYCLINIQUE DE LA  CLARENCE;620001834;1;1;;;;;;;;;N2620
PCAMEDURG_P;2024;620025346;POLYCLINIQUE DE LA  CLARENCE;620001834;42.84;42.84;;;;;;;;;N9999
PCAMEDURG_P;2024;620025346;POLYCLINIQUE DE LA  CLARENCE;620001834;27.31;27.31;;;;;;;;;NIDE
PCAMEDURG_P;2024;620100735;CLINIQUE ANNE ARTOIS;620000265;1.6;1.6;;;;;;;;;N1200
PCAMEDURG_P;2024;620100735;CLINIQUE ANNE ARTOIS;620000265;1;1;;;;;;;;;N2120
PCAMEDURG_P;2024;620100735;CLINIQUE ANNE ARTOIS;620000265;4.4;4.4;;;;;;;;;N2500
PCAMEDURG_P;2024;620100735;CLINIQUE ANNE ARTOIS;620000265;0.25;0.25;;;;;;;;;N2620
PCAMEDURG_P;2024;620100735;CLINIQUE ANNE ARTOIS;620000265;16.55;16.55;;;;;;;;;N9999
PCAMEDURG_P;2024;620100735;CLINIQUE ANNE ARTOIS;620000265;9.3;9.3;;;;;;;;;NIDE
PCAMEDURG_P;2024;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;;;;;;;;;;1;M1140
PCAMEDURG_P;2024;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;0.5;0.5;;;;;;;;;M3020
PCAMEDURG_P;2024;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;36.22;29.29;5.63;1.3;;;;;1;1;M9999
PCAMEDURG_P;2024;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;7.26;5.05;0.73;1.48;;;;;0;;N1200
PCAMEDURG_P;2024;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;28.47;;;28.47;;;;;;;N1230
PCAMEDURG_P;2024;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;3.07;1.94;1.13;;;;;;0;;N2120
PCAMEDURG_P;2024;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;39.66;39.3;0.36;;;;;;;;N2500
PCAMEDURG_P;2024;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;20.96;;20.96;;;;;;;;N5140
PCAMEDURG_P;2024;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;194.54;118.26;43.25;33.03;;;;;1;2;N9999
PCAMEDURG_P;2024;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;80.65;60.58;20.07;;;;;;1;2;NIDE
PCAMEDURG_P;2024;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;3.08;;;3.08;;;;;;;NOPE
PCAMEDURG_P;2024;630000412;CH D'AMBERT;630780997;8.6;4.3;4.3;;;;;;1;3;M9999
PCAMEDURG_P;2024;630000412;CH D'AMBERT;630780997;0.5;0.25;0.25;;;;;;1;3;N2120
PCAMEDURG_P;2024;630000412;CH D'AMBERT;630780997;0.4;0.4;;;;;;;;;N3120
PCAMEDURG_P;2024;630000412;CH D'AMBERT;630780997;6;;6;;;;;;;;N5140
PCAMEDURG_P;2024;630000412;CH D'AMBERT;630780997;16.6;6.95;9.65;;;;;;;;N9999
PCAMEDURG_P;2024;630000412;CH D'AMBERT;630780997;9.7;6.3;3.4;;;;;;1;3;NIDE
PCAMEDURG_P;2024;630000420;CH PAUL ARDIER ISSOIRE;630781003;11.2;5.6;5.6;;;;;;1;3;M9999
PCAMEDURG_P;2024;630000420;CH PAUL ARDIER ISSOIRE;630781003;1.2;1.2;;;;;;;1;3;N1200
PCAMEDURG_P;2024;630000420;CH PAUL ARDIER ISSOIRE;630781003;0.5;0.3;0.2;;;;;;1;3;N2120
PCAMEDURG_P;2024;630000420;CH PAUL ARDIER ISSOIRE;630781003;6.5;;6.5;;;;;;;;N5140
PCAMEDURG_P;2024;630000420;CH PAUL ARDIER ISSOIRE;630781003;25.6;18.2;7.4;;;;;;1;3;N9999
PCAMEDURG_P;2024;630000420;CH PAUL ARDIER ISSOIRE;630781003;17.4;16.7;0.7;;;;;;1;3;NIDE
PCAMEDURG_P;2024;630000438;CH DE RIOM;630781011;13;7;6;;;;;;1;1;M9999
PCAMEDURG_P;2024;630000446;CH DE THIERS;630781029;11.6;6.65;4.95;0;0;0;0;0;1;3;M9999
PCAMEDURG_P;2024;630000446;CH DE THIERS;630781029;2;2;0;0;0;0;0;0;1;2;N1200
PCAMEDURG_P;2024;630000446;CH DE THIERS;630781029;0.5;0.5;0;0;0;0;0;0;1;2;N2120
PCAMEDURG_P;2024;630000446;CH DE THIERS;630781029;10.61;4.86;5.75;0;0;0;0;0;;;N2500
PCAMEDURG_P;2024;630000446;CH DE THIERS;630781029;28.44;19.26;9.18;0;0;0;0;0;0;;N9999
PCAMEDURG_P;2024;630000446;CH DE THIERS;630781029;13.78;10.58;3.2;0;0;0;0;0;1;3;NIDE
PCAMEDURG_P;2024;630780211;POLE SANTE REPUBLIQUE;630000107;3.78;3.78;;;1;1;;;;;M9999
PCAMEDURG_P;2024;630780211;POLE SANTE REPUBLIQUE;630000107;3;3;;;;;;;;;N1200
PCAMEDURG_P;2024;630780211;POLE SANTE REPUBLIQUE;630000107;0.5;0.5;;;;;;;;;N2120
PCAMEDURG_P;2024;630780211;POLE SANTE REPUBLIQUE;630000107;12.03;12.03;;;;;;;;;N9999
PCAMEDURG_P;2024;630780211;POLE SANTE REPUBLIQUE;630000107;8.53;8.53;;;;;;;;;NIDE
PCAMEDURG_P;2024;630781268;HOPITAL ESTAING - CHU63;630780989;6.3;5.7;0.6;;;;;;;;M1140
PCAMEDURG_P;2024;630781268;HOPITAL ESTAING - CHU63;630780989;7.43;6.83;0.6;;;;;;;;M9999
PCAMEDURG_P;2024;630781268;HOPITAL ESTAING - CHU63;630780989;1;1;;;;;;;;;N1200
PCAMEDURG_P;2024;630781268;HOPITAL ESTAING - CHU63;630780989;15.17;15.17;;;;;;;;;N2500
PCAMEDURG_P;2024;630781268;HOPITAL ESTAING - CHU63;630780989;49.17;49.17;;;;;;;;;N9999
PCAMEDURG_P;2024;630781268;HOPITAL ESTAING - CHU63;630780989;29.78;29.78;;;;;;;;;NIDE
PCAMEDURG_P;2024;640000162;CH COTE BASQUE;640780417;1.43;;1.43;;;;;;;;M1140
PCAMEDURG_P;2024;640000162;CH COTE BASQUE;640780417;42.17;30.9;7.38;3.89;;;;;;;M9999
PCAMEDURG_P;2024;640000162;CH COTE BASQUE;640780417;3.89;;;3.89;;;;;;;MREG
PCAMEDURG_P;2024;640000162;CH COTE BASQUE;640780417;0.34;0.34;;;;;;;;;N1200
PCAMEDURG_P;2024;640000162;CH COTE BASQUE;640780417;24.67;;;24.67;;;;;;;N1230
PCAMEDURG_P;2024;640000162;CH COTE BASQUE;640780417;5;4;0.51;0.49;;;;;;;N2120
PCAMEDURG_P;2024;640000162;CH COTE BASQUE;640780417;42.76;40.76;2;;;;;;;;N2500
PCAMEDURG_P;2024;640000162;CH COTE BASQUE;640780417;9.04;9.04;;;;;;;;;N2620
PCAMEDURG_P;2024;640000162;CH COTE BASQUE;640780417;15;;14;1;;;;;;;N5140
PCAMEDURG_P;2024;640000162;CH COTE BASQUE;640780417;211.51;148.61;37.74;25.16;;;;;;;N9999
PCAMEDURG_P;2024;640000162;CH COTE BASQUE;640780417;85.88;65.16;20.72;;;;;;;;NIDE
PCAMEDURG_P;2024;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;11.05;6.81;4.24;;;;;;1;2;M9999
PCAMEDURG_P;2024;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;2;2;;;;;;;;;N1200
PCAMEDURG_P;2024;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;1;0.5;0.5;;;;;;;;N2120
PCAMEDURG_P;2024;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;9.96;9.13;0.83;;;;;;;;N2500
PCAMEDURG_P;2024;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;6;;6;;;;;;;;N5140
PCAMEDURG_P;2024;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;33.97;22.14;11.83;;;;;;;;N9999
PCAMEDURG_P;2024;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;15.01;10.51;4.5;;;;;;;;NIDE
PCAMEDURG_P;2024;640000410;CENTRE HOSPITALIER OLORON;640780821;5.76;3.78;1.98;;;;;;;;M9999
PCAMEDURG_P;2024;640000410;CENTRE HOSPITALIER OLORON;640780821;2.79;1.83;0.96;;;;;;;;N1200
PCAMEDURG_P;2024;640000410;CENTRE HOSPITALIER OLORON;640780821;0.37;0.24;0.13;;;;;;;;N2120
PCAMEDURG_P;2024;640000410;CENTRE HOSPITALIER OLORON;640780821;10.47;6.87;3.6;;;;;;;;N2500
PCAMEDURG_P;2024;640000410;CENTRE HOSPITALIER OLORON;640780821;6;;6;;;;;;;;N5140
PCAMEDURG_P;2024;640000410;CENTRE HOSPITALIER OLORON;640780821;40.1;22.37;17.73;;;;;;;;N9999
PCAMEDURG_P;2024;640000410;CENTRE HOSPITALIER OLORON;640780821;20.47;13.43;7.04;;;;;;;;NIDE
PCAMEDURG_P;2024;640000600;CENTRE HOSPITALIER DE PAU;640781290;5.4;5.4;0;0;0;0;0;0;0;;M1140
PCAMEDURG_P;2024;640000600;CENTRE HOSPITALIER DE PAU;640781290;55.4;39.2;10.8;5.4;0;0;0;0;1;1;M9999
PCAMEDURG_P;2024;640000600;CENTRE HOSPITALIER DE PAU;640781290;5.4;0;0;5.4;0;0;0;0;;;MREG
PCAMEDURG_P;2024;640000600;CENTRE HOSPITALIER DE PAU;640781290;6;5.42;;0.58;;;;;;;N1200
PCAMEDURG_P;2024;640000600;CENTRE HOSPITALIER DE PAU;640781290;22.28;;;22.28;;;;;;;N1230
PCAMEDURG_P;2024;640000600;CENTRE HOSPITALIER DE PAU;640781290;3;2;0.5;0.5;;;;;;;N2120
PCAMEDURG_P;2024;640000600;CENTRE HOSPITALIER DE PAU;640781290;39.76;39.76;;;;;;;;;N2500
PCAMEDURG_P;2024;640000600;CENTRE HOSPITALIER DE PAU;640781290;0.24;0.24;;;;;;;;;N2620
PCAMEDURG_P;2024;640000600;CENTRE HOSPITALIER DE PAU;640781290;0.47;0.47;;;;;;;;;N3120
PCAMEDURG_P;2024;640000600;CENTRE HOSPITALIER DE PAU;640781290;17.71;;17.71;;;;;;;;N5140
PCAMEDURG_P;2024;640000600;CENTRE HOSPITALIER DE PAU;640781290;184.2;137.76;22.66;23.78;;;;;;;N9999
PCAMEDURG_P;2024;640000600;CENTRE HOSPITALIER DE PAU;640781290;71.93;67.48;4.45;;;;;;;;NIDE
PCAMEDURG_P;2024;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;9.89;9.89;;;;;;;;;M9999
PCAMEDURG_P;2024;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;0.46;0.46;;;;;;;;;N1200
PCAMEDURG_P;2024;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;6.42;6.42;;;;;;;;;N2500
PCAMEDURG_P;2024;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;23.6;23.6;;;;;;;;;N9999
PCAMEDURG_P;2024;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;16.73;16.73;;;;;;;;;NIDE
PCAMEDURG_P;2024;640018206;CLINIQUE BELHARRA;640012209;0;0;;;5;5;;;;;M9999
PCAMEDURG_P;2024;640018206;CLINIQUE BELHARRA;640012209;2.48;2.48;;;;;;;;;N1200
PCAMEDURG_P;2024;640018206;CLINIQUE BELHARRA;640012209;1;1;;;;;;;;;N2120
PCAMEDURG_P;2024;640018206;CLINIQUE BELHARRA;640012209;4.99;4.99;;;;;;;;;N2500
PCAMEDURG_P;2024;640018206;CLINIQUE BELHARRA;640012209;2;2;;;;;;;;;N2620
PCAMEDURG_P;2024;640018206;CLINIQUE BELHARRA;640012209;25.13;25.13;;;;;;;;;N9999
PCAMEDURG_P;2024;640018206;CLINIQUE BELHARRA;640012209;14.66;14.66;;;;;;;;;NIDE
PCAMEDURG_P;2024;640780490;CAPIO CLINIQUE AGUILERA;640000212;2.92;2.92;;;10;10;;;;;M9999
PCAMEDURG_P;2024;640780490;CAPIO CLINIQUE AGUILERA;640000212;3.18;3.18;;;;;;;;;N1200
PCAMEDURG_P;2024;640780490;CAPIO CLINIQUE AGUILERA;640000212;0.5;0.5;;;;;;;;;N2120
PCAMEDURG_P;2024;640780490;CAPIO CLINIQUE AGUILERA;640000212;5.74;5.74;;;;;;;;;N2500
PCAMEDURG_P;2024;640780490;CAPIO CLINIQUE AGUILERA;640000212;16.94;16.94;;;;;;;;;N9999
PCAMEDURG_P;2024;640780490;CAPIO CLINIQUE AGUILERA;640000212;15.72;15.72;;;;;;;;;NIDE
PCAMEDURG_P;2024;640780748;POLYCLINIQUE CÔTE BASQUE SUD;640000360;6.76;6.76;;;;;;;;;M9999
PCAMEDURG_P;2024;640780748;POLYCLINIQUE CÔTE BASQUE SUD;640000360;2.2;2.2;;;;;;;;;N1200
PCAMEDURG_P;2024;640780748;POLYCLINIQUE CÔTE BASQUE SUD;640000360;0.5;0.5;;;;;;;;;N2120
PCAMEDURG_P;2024;640780748;POLYCLINIQUE CÔTE BASQUE SUD;640000360;2.7;2.7;;;;;;;;;N2500
PCAMEDURG_P;2024;640780748;POLYCLINIQUE CÔTE BASQUE SUD;640000360;0.5;0.5;;;;;;;;;N2620
PCAMEDURG_P;2024;640780748;POLYCLINIQUE CÔTE BASQUE SUD;640000360;18.01;18.01;;;;;;;;;N9999
PCAMEDURG_P;2024;640780748;POLYCLINIQUE CÔTE BASQUE SUD;640000360;12.11;12.11;;;;;;;;;NIDE
PCAMEDURG_P;2024;640780946;POLYCLINIQUE PAU PYRENEES SITE NAVARRE;640000469;5.02;5.02;;;;;;;;;M9999
PCAMEDURG_P;2024;640780946;POLYCLINIQUE PAU PYRENEES SITE NAVARRE;640000469;3.05;3.05;;;;;;;;;N1200
PCAMEDURG_P;2024;640780946;POLYCLINIQUE PAU PYRENEES SITE NAVARRE;640000469;1;1;;;;;;;;;N2120
PCAMEDURG_P;2024;640780946;POLYCLINIQUE PAU PYRENEES SITE NAVARRE;640000469;4.63;4.63;;;;;;;;;N2500
PCAMEDURG_P;2024;640780946;POLYCLINIQUE PAU PYRENEES SITE NAVARRE;640000469;1.41;1.41;;;;;;;;;N2620
PCAMEDURG_P;2024;640780946;POLYCLINIQUE PAU PYRENEES SITE NAVARRE;640000469;25.33;25.33;;;;;;;;;N9999
PCAMEDURG_P;2024;640780946;POLYCLINIQUE PAU PYRENEES SITE NAVARRE;640000469;15.49;15.49;;;;;;;;;NIDE
PCAMEDURG_P;2024;650000045;CH TARBES LOURDES SITE LOURDES;650783160;16.6;12.6;4;;;;;;;;M9999
PCAMEDURG_P;2024;650000045;CH TARBES LOURDES SITE LOURDES;650783160;1.02;0.5;0.52;;;;;;;;N2120
PCAMEDURG_P;2024;650000045;CH TARBES LOURDES SITE LOURDES;650783160;17.86;10.11;7.75;;;;;;;;N2500
PCAMEDURG_P;2024;650000045;CH TARBES LOURDES SITE LOURDES;650783160;12.86;;12.86;;;;;;;;N5140
PCAMEDURG_P;2024;650000045;CH TARBES LOURDES SITE LOURDES;650783160;64.14;32.58;31.56;;;;;;;;N9999
PCAMEDURG_P;2024;650000045;CH TARBES LOURDES SITE LOURDES;650783160;28.92;18.51;10.41;;;;;;;;NIDE
PCAMEDURG_P;2024;650000052;CH BAGNERES DE BIGORRE;650780166;0.52;0.52;;;;;;;;;M9999
PCAMEDURG_P;2024;650000052;CH BAGNERES DE BIGORRE;650780166;0.96;0.96;;;;;;;;;N1200
PCAMEDURG_P;2024;650000052;CH BAGNERES DE BIGORRE;650780166;0.91;0.91;;;;;;;;;N2120
PCAMEDURG_P;2024;650000052;CH BAGNERES DE BIGORRE;650780166;2.33;2.33;;;;;;;;;N2500
PCAMEDURG_P;2024;650000052;CH BAGNERES DE BIGORRE;650780166;10.08;10.08;;;;;;;;;N9999
PCAMEDURG_P;2024;650000052;CH BAGNERES DE BIGORRE;650780166;5.88;5.88;;;;;;;;;NIDE
PCAMEDURG_P;2024;650000417;CH TARBES LOURDES GESPE SITE TARBES;650783160;27;10.8;10.8;5.4;;;;;1;3;M9999
PCAMEDURG_P;2024;650000417;CH TARBES LOURDES GESPE SITE TARBES;650783160;5.4;;;5.4;;;;;;;MREG
PCAMEDURG_P;2024;650000417;CH TARBES LOURDES GESPE SITE TARBES;650783160;8.57;6.25;;2.32;;;;;;;N1200
PCAMEDURG_P;2024;650000417;CH TARBES LOURDES GESPE SITE TARBES;650783160;16.73;;;16.73;;;;;;;N1230
PCAMEDURG_P;2024;650000417;CH TARBES LOURDES GESPE SITE TARBES;650783160;1.14;0.62;0.52;;;;;;;;N2120
PCAMEDURG_P;2024;650000417;CH TARBES LOURDES GESPE SITE TARBES;650783160;33.19;23.44;7.75;2;;;;;;;N2500
PCAMEDURG_P;2024;650000417;CH TARBES LOURDES GESPE SITE TARBES;650783160;18.64;18.64;;;;;;;;;N2620
PCAMEDURG_P;2024;650000417;CH TARBES LOURDES GESPE SITE TARBES;650783160;12.89;;12.89;;;;;;;;N5140
PCAMEDURG_P;2024;650000417;CH TARBES LOURDES GESPE SITE TARBES;650783160;125.74;86.01;18.68;21.05;;;;;;;N9999
PCAMEDURG_P;2024;650000417;CH TARBES LOURDES GESPE SITE TARBES;650783160;42.98;32.57;10.41;;;;;;;;NIDE
PCAMEDURG_P;2024;650005606;CENTRE HOSP BIGORRE - ANTENNE BAGNERES;650783160;0.52;;0.52;;;;;;;;M9999
PCAMEDURG_P;2024;650005606;CENTRE HOSP BIGORRE - ANTENNE BAGNERES;650783160;0.96;;0.96;;;;;;;;N1200
PCAMEDURG_P;2024;650005606;CENTRE HOSP BIGORRE - ANTENNE BAGNERES;650783160;0.91;;0.91;;;;;;;;N2120
PCAMEDURG_P;2024;650005606;CENTRE HOSP BIGORRE - ANTENNE BAGNERES;650783160;2.33;;2.33;;;;;;;;N2500
PCAMEDURG_P;2024;650005606;CENTRE HOSP BIGORRE - ANTENNE BAGNERES;650783160;10.08;;10.08;;;;;;;;N9999
PCAMEDURG_P;2024;650005606;CENTRE HOSP BIGORRE - ANTENNE BAGNERES;650783160;5.88;;5.88;;;;;;;;NIDE
PCAMEDURG_P;2024;650784218;CMC HOPITAUX DE LANNEMEZAN;650780174;10;5;5;;;;;;1;2;M9999
PCAMEDURG_P;2024;650784218;CMC HOPITAUX DE LANNEMEZAN;650780174;2.84;2.84;;;;;;;1;2;N1200
PCAMEDURG_P;2024;650784218;CMC HOPITAUX DE LANNEMEZAN;650780174;0.85;0.25;0.6;;;;;;1;2;N2120
PCAMEDURG_P;2024;650784218;CMC HOPITAUX DE LANNEMEZAN;650780174;7.06;7.06;;;;;;;;;N2500
PCAMEDURG_P;2024;650784218;CMC HOPITAUX DE LANNEMEZAN;650780174;;;;;;;;;;2;N2620
PCAMEDURG_P;2024;650784218;CMC HOPITAUX DE LANNEMEZAN;650780174;34.29;27.61;6.68;;;;;;1;2;N9999
PCAMEDURG_P;2024;650784218;CMC HOPITAUX DE LANNEMEZAN;650780174;16.05;12.98;3.07;;;;;;1;2;NIDE
PCAMEDURG_P;2024;660000084;CH PERPIGNAN;660780180;8.75;8.75;;;;;;;;;M1140
PCAMEDURG_P;2024;660000084;CH PERPIGNAN;660780180;29.58;23.64;5.94;;;;;;;;M9999
PCAMEDURG_P;2024;660000084;CH PERPIGNAN;660780180;5.94;;5.94;;;;;;;;MREG
PCAMEDURG_P;2024;660000084;CH PERPIGNAN;660780180;22.36;22.36;;;;;;;;;N1200
PCAMEDURG_P;2024;660000084;CH PERPIGNAN;660780180;8.16;8.16;;;;;;;;;N2120
PCAMEDURG_P;2024;660000084;CH PERPIGNAN;660780180;40.9;37.9;3;;;;;;;;N2500
PCAMEDURG_P;2024;660000084;CH PERPIGNAN;660780180;27.64;27.64;;;;;;;;;N2620
PCAMEDURG_P;2024;660000084;CH PERPIGNAN;660780180;1.07;1.07;;;;;;;;;N3120
PCAMEDURG_P;2024;660000084;CH PERPIGNAN;660780180;11;;11;;;;;;;;N5140
PCAMEDURG_P;2024;660000084;CH PERPIGNAN;660780180;204.72;185.51;19.21;;;;;;;;N9999
PCAMEDURG_P;2024;660000084;CH PERPIGNAN;660780180;93.59;88.38;5.21;;;;;;;;NIDE
PCAMEDURG_P;2024;660008947;PLATE FORME SAMU SDIS 66;660780180;2.64;0;;2.64;;;;;;;M9999
PCAMEDURG_P;2024;660008947;PLATE FORME SAMU SDIS 66;660780180;2.64;;;2.64;;;;;;;MREG
PCAMEDURG_P;2024;660008947;PLATE FORME SAMU SDIS 66;660780180;2.5;;;2.5;;;;;;;N1200
PCAMEDURG_P;2024;660008947;PLATE FORME SAMU SDIS 66;660780180;38.33;;;38.33;;;;;;;N1230
PCAMEDURG_P;2024;660008947;PLATE FORME SAMU SDIS 66;660780180;0.5;;;0.5;;;;;;;N2120
PCAMEDURG_P;2024;660008947;PLATE FORME SAMU SDIS 66;660780180;46.06;;;46.06;;;;;;;N9999
PCAMEDURG_P;2024;660008947;PLATE FORME SAMU SDIS 66;660780180;4.73;;;4.73;;;;;;;NOPE
PCAMEDURG_P;2024;660010117;CH PERPIGNAN ANTENNE SMUR CH PUIGCERDA;660780180;5.94;;5.94;;;;;;;;M9999
PCAMEDURG_P;2024;660010117;CH PERPIGNAN ANTENNE SMUR CH PUIGCERDA;660780180;2.09;;2.09;;;;;;;;MREG
PCAMEDURG_P;2024;660010117;CH PERPIGNAN ANTENNE SMUR CH PUIGCERDA;660780180;3;;3;;;;;;;;N2500
PCAMEDURG_P;2024;660010117;CH PERPIGNAN ANTENNE SMUR CH PUIGCERDA;660780180;19.21;;19.21;;;;;;;;N9999
PCAMEDURG_P;2024;660010117;CH PERPIGNAN ANTENNE SMUR CH PUIGCERDA;660780180;5.21;;5.21;;;;;;;;NIDE
PCAMEDURG_P;2024;660780628;CL DU VALLESPIR CERET;660000282;4.03;4.03;;;2;2;;;;;M9999
PCAMEDURG_P;2024;660780628;CL DU VALLESPIR CERET;660000282;0.5;0.5;;;;;;;;;N2120
PCAMEDURG_P;2024;660780628;CL DU VALLESPIR CERET;660000282;2.26;2.26;;;;;;;;;N2500
PCAMEDURG_P;2024;660780628;CL DU VALLESPIR CERET;660000282;9.62;9.62;;;;;;;;;N9999
PCAMEDURG_P;2024;660780628;CL DU VALLESPIR CERET;660000282;6.86;6.86;;;;;;;;;NIDE
PCAMEDURG_P;2024;660780776;CL ST MICHEL PRADES;660000399;3;3;;;1;1;;;;;M9999
PCAMEDURG_P;2024;660780776;CL ST MICHEL PRADES;660000399;0.4;0.4;;;;;;;;;N2120
PCAMEDURG_P;2024;660780776;CL ST MICHEL PRADES;660000399;2;2;;;;;;;;;N2500
PCAMEDURG_P;2024;660780776;CL ST MICHEL PRADES;660000399;9.4;9.4;;;;;;;;;N9999
PCAMEDURG_P;2024;660780776;CL ST MICHEL PRADES;660000399;7;7;;;;;;;;;NIDE
PCAMEDURG_P;2024;660780784;CL ST PIERRE PERPIGNAN;660000407;;;;;8;8;;;0;;M9999
PCAMEDURG_P;2024;660780784;CL ST PIERRE PERPIGNAN;660000407;2.01;2.01;;;;;;;;;N1200
PCAMEDURG_P;2024;660780784;CL ST PIERRE PERPIGNAN;660000407;1.44;1.44;;;;;;;;;N2120
PCAMEDURG_P;2024;660780784;CL ST PIERRE PERPIGNAN;660000407;3.85;3.85;;;;;;;;;N2500
PCAMEDURG_P;2024;660780784;CL ST PIERRE PERPIGNAN;660000407;1;1;;;;;;;;;N2620
PCAMEDURG_P;2024;660780784;CL ST PIERRE PERPIGNAN;660000407;0.5;0.5;;;;;;;;;N3120
PCAMEDURG_P;2024;660780784;CL ST PIERRE PERPIGNAN;660000407;19.39;19.39;;;;;;;;;N9999
PCAMEDURG_P;2024;660780784;CL ST PIERRE PERPIGNAN;660000407;11.09;11.09;;;;;;;;;NIDE
PCAMEDURG_P;2024;660790387;POLYCL MEDIPOLE ST ROCH CABESTANY;660790379;0.74;0.74;;;5;5;;;;;M9999
PCAMEDURG_P;2024;660790387;POLYCL MEDIPOLE ST ROCH CABESTANY;660790379;5.58;5.58;;;;;;;;;N1200
PCAMEDURG_P;2024;660790387;POLYCL MEDIPOLE ST ROCH CABESTANY;660790379;1.1;1.1;;;;;;;;;N2120
PCAMEDURG_P;2024;660790387;POLYCL MEDIPOLE ST ROCH CABESTANY;660790379;6.11;6.11;;;;;;;;;N2500
PCAMEDURG_P;2024;660790387;POLYCL MEDIPOLE ST ROCH CABESTANY;660790379;29.99;29.99;;;;;;;;;N9999
PCAMEDURG_P;2024;660790387;POLYCL MEDIPOLE ST ROCH CABESTANY;660790379;17.2;17.2;;;;;;;;;NIDE
PCAMEDURG_P;2024;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;670780055;4.43;1.5;1;1.93;;;;;;;N1200
PCAMEDURG_P;2024;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;670780055;38.68;;;38.68;;;;;;;N1230
