"FI";"FI_EJ";"RS_ET";"AN";"LIT_MED";"LIT_CHI";"LIT_OBS";"LIT_MCO";"SEJHC_MED";"SEJHC_CHI";"SEJHC_OBS";"SEJHC_MCO";"JOU_MED";"JOU_CHI";"JOU_OBS";"JOU_MCO";"PLA_MED";"PLA_CHI";"PLA_OBS";"PLA_MCO";"SEJHP_MED";"SEJHP_CHI";"SEJHP_OBS";"SEJHP_MCO";"SEANCES_MED";"SPED";"UGER";"UNV";"USURV";"CAP_HC_GEN";"CAP_HC_INF";"CAP_HC_PEN";"CAP_HC_TOT";"SEJ_HTP_GEN";"SEJ_HTP_INF";"SEJ_HTP_PEN";"SEJ_HTP_TOT";"CAP_HDJ_GEN";"CAP_HDJ_INF";"CAP_HDJ_PEN";"CAP_HDJ_TOT";"VEN_HDJ_GEN";"VEN_HDJ_INF";"VEN_HDJ_PEN";"VEN_HDJ_TOT";"CAP_HDN_GEN";"CAP_HDN_INF";"CAP_HDN_TOT";"VEN_HDN_GEN";"VEN_HDN_INF";"VEN_HDN_TOT";"NB_CATTP_GEN";"NB_CATTP_INF";"NB_CATTP_TOT";"ACT_CATTP_GEN";"ACT_CATTP_INF";"ACT_CATTP_TOT";"NB_CMP_CONSULT_GEN";"NB_CMP_CONSULT_INF";"NB_CMP_CONSULT_TOT";"ACT_CMP_CONSULT_GEN";"ACT_CMP_CONSULT_INF";"ACT_CMP_CONSULT_TOT";"FIL_AMB_GEN";"FIL_AMB_INF";"FIL_AMB_PEN";"FIL_AMB_TOT";"FIL_TOT_GEN";"FIL_TOT_INF";"FIL_TOT_PEN";"FIL_TOT_TOT";"NB_USMP_1";"ACT_PEN";"NB_UHSA";"NB_SMPR";"NB_USMP_2";"LIT_SSR";"SEJHC_SSR";"JOUHC_SSR";"PLA_SSR";"JOUHP_SSR";"LIT_USLD";"ENT";"JOU_USLD";"PLATOT_HAD";"SEJ_HAD";"JOU_HAD";"FIL_HAD";"AUTGEN";"PASSU_GEN";"AUTPED";"PASSU_PED";"GEN";"PED";"ANT";"SAMU";"REA";"SEJ_REASI";"SEJ_SURV";"CPPR";"TYPE1";"SEJACC";"TYPE2";"SEJ_NEO";"TYPE3";"SEJ_REA";"TRT_HEMO_CENTRE";"SEAN_HEMO_CENTRE";"TRT_INSUFF_REN";"SEM_TRT_INSUFF_REN";"CHIMIO";"SEAN_CHIMIO";"RTH";"SEAN_RADIO";"CHIRCAR";"CARDIO_INT";"NEUROCHIR";"NEURO_INT";"GREFFE";"AMP";"PRIS";"EFFSAL_SPEMED";"EFFSAL_DT_MEDGEN";"EFFSAL_DT_URG";"EFFSAL_DT_ANESTREA";"EFFSAL_SPECHI";"EFFSAL_DT_GYNOBS";"EFFSAL_PSY";"EFFSAL_ODON";"EFFSAL_PHARMA";"EFFSAL_AUT";"EFFSAL_TOT";"EFFLIB_SPEMED";"EFFLIB_DT_MEDGEN";"EFFLIB_DT_URG";"EFFLIB_DT_ANESTREA";"EFFLIB_SPECHI";"EFFLIB_DT_GYNOBS";"EFFLIB_PSY";"EFFLIB_ODON";"EFFLIB_PHARMA";"EFFLIB_AUT";"EFFLIB_TOT";"ETPSAL_SPEMED";"ETPSAL_DT_MEDGEN";"ETPSAL_DT_URG";"ETPSAL_DT_ANESTREA";"ETPSAL_SPECHI";"ETPSAL_DT_GYNOBS";"ETPSAL_PSY";"ETPSAL_ODON";"ETPSAL_PHARMA";"ETPSAL_AUT";"ETPSAL_TOT";"EFF_INT";"ETP_INT";"EFFPNM_SAG";"EFFPNM_CAD";"EFFPNM_INFAVECSPE";"EFFPNM_INFSANSSPE";"EFFPNM_AID";"EFFPNM_ASH";"EFFPNM_PSYCHO";"EFFPNM_REEDU";"EFFPNM_SOINS";"EFFPNM_DIR";"EFFPNM_DIRSOI";"EFFPNM_AUTADM";"EFFPNM_EDU";"EFFPNM_DTSOC";"EFFPNM_PERSPHARMA";"EFFPNM_PERSLABO";"EFFPNM_PERSRADIO";"EFFPNM_AUTMEDTEC";"EFFPNM_TEC";"EFFPNM_TOT_HORS_SOINS";"EFFPNM_TOT_PNM";"ETPPNM_SAG";"ETPPNM_CAD";"ETPPNM_INFAVECSPE";"ETPPNM_INFSANSSPE";"ETPPNM_AID";"ETPPNM_ASH";"ETPPNM_PSYCHO";"ETPPNM_REEDU";"ETPPNM_SOINS";"ETPPNM_DIR";"ETPPNM_DIRSOI";"ETPPNM_AUTADM";"ETPPNM_EDU";"ETPPNM_DTSOC";"ETPPNM_PERSPHARMA";"ETPPNM_PERSLABO";"ETPPNM_PERSRADIO";"ETPPNM_AUTMEDTEC";"ETPPNM_TEC";"ETPPNM_TOT_HORS_SOINS";"ETPPNM_TOT_PNM";"BIOGENSPE";"MICROBIO";"HEMATO";"IMMUNO";"GENE";"ASSISTMED";"ANOTO";"PHARMA_A7";"PHARMA_B7";"PHARMA_C7";"PHARMA_D7";"PHARMA_E7";"PHARMA_A11";"PHARMA_A20";"PHARMA_A26";"NB_SCAN";"NB_IRM";"NB_CAM";"NB_TOMO";"NB_MAMM";"NB_LITHO";"NB_RADIO";"NB_VASC";"ACT_SCAN";"ACT_IRM";"ACT_CAM";"ACT_TOMO";"ACT_MAMM";"ACT_LITHO";"ACT_RADIO";"ACT_VASC";"SAL_INTERV";"SALTOT24";"SALAMBU";"ACT_BLOCS";"SURV_TOT";"POST_REVEIL"
"120000096";"120780101";"CHIC ESPALION ST LAURENT D'OLT";"2024";13;;;13;9;0;0;9;363;0;0;363;;;;;0;0;0;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;85;408;16394;10;1987;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;3;2;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1,8;1,5;0;0;0;0;0;0;0;0;1,8;;;0;3;0;22;22;17;3;22;89;0;0;17;6;1;4;0;1;0;28;56;145;0;2,87;0;20,66;20,13;16,75;0,75;19,85;81,01;0;0;16,4;5,7;1;3,78;0;1;0;25,64;52,52;133,53;;;;;;;;13;;85;;150;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;;;;;;
"140000373";"140000159";"CH DE VIRE";"2024";68;0;0;68;4571;0;0;4571;23382;0;0;23382;6;0;0;6;1652;0;0;1652;144;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;20;391;6682;0;0;30;42;9485;20;217;5760;171;1;12314;0;;1;0;0;0;0;;;1;0;0;0;0;0;0;;;;;1;144;0;0;0;0;0;0;0;0;1;32;6;8;1;1;0;0;0;4;5;42;2;0;0;0;1;0;0;0;0;0;3;24,8;6,6;4;1;0,02;0;0;0;3,7;2,5;31,02;1;1,25;3;8;1;89;96;40;6;9;252;0;0;55;7;5;10;0;5;1;59;137;389;2,6;6,41;0,86;83,32;85,69;37,19;3,83;7,04;226,94;0;0;50,88;5,02;4,77;9,05;0;4,35;1;55,67;125,97;352,91;;;;;;;;116;0;20;30;170;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;;;194;0;0
"140026410";"140026279";"CH COTE FLEURIE - SITE DE CRICQUEBOEUF";"2024";76;;;76;4076;0;0;4076;20732;0;0;20732;;;;;0;0;0;0;;;0;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;56;676;12223;20;4623;;;;;;;;1;14612;0;;1;0;0;0;0;;364;1;0;0;0;0;0;0;;;;;0;;0;;0;0;0;0;0;0;1;39;5;16;1;2;2;0;0;2;0;43;0;0;0;0;0;0;0;0;0;0;0;25,56;3,49;10,89;0,3;1,3;1,3;0;0;1,8;0;29,66;10;7,87;4;8;0;85;73;25;5;7;207;1;0;44;9;4;5;0;0;1;56;116;323;3,36;7,87;0;79,07;64,53;25,34;2,22;5,25;187,64;0,43;0;42,3;5,75;2,44;4,18;0;0;0,2;51,17;104,03;291,67;;;;;;;;76;;96;30;250;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"150780120";"330050899";"CLINIQUE DU HAUT CANTAL";"2024";10;0;0;10;464;0;0;464;1001;0;0;1001;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;50;294;10688;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;;;0;0;0;8;13;5;0;0;26;1;1;3;2;1;0;0;1;0;5;13;39;0;0;0;8,32;13;4,6;0;0;25,92;1;1;3;1,4;0,4;0;0;0,4;0;5;11,8;37,72;;;;;;;;10;0;140;0;46;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;
"150000024";"150780047";"CH DE CONDAT EN FENIERS";"2024";15;0;0;15;191;0;0;191;3081;0;0;3081;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;1;1;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0,5;0;1,5;;;0;2;0;7;6;14;1;5;35;1;0;7;1;1;0;0;0;0;9;18;53;0;1,3;0;6,3;6;13,2;0,2;1,7;28,7;0,2;0;6;0,5;0,5;0;0;0;0;9;15,7;44,4;;;;;;;;15;;;;84;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"150000164";"150780468";"CH DE MAURIAC";"2024";34;;;34;2024;0;0;2024;11975;0;0;11975;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;282;6263;0;0;27;25;9534;;;;;1;8092;0;;1;0;0;0;0;;;1;0;0;0;0;0;0;;;;;0;;0;;0;0;0;0;0;0;1;19;6;10;0;0;0;0;0;3;0;22;0;0;0;0;0;0;0;0;0;0;0;13,05;4,05;7,8;0;0;0;0;0;1,32;0;14,37;;;2;3;3;38;54;14;2;4;120;0;0;23;2;2;3;0;5;0;22;55;175;2;3;3;36,77;52,66;12,56;0,95;3,4;114,34;0;0;21,98;0,9;0,9;2,66;0;4,06;0;20,31;49,91;164,25;;;;;;;;34;;18;27;63;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;;;52;0;0
"150000180";"150780500";"CH DE MURAT";"2024";25;;;25;384;0;0;384;6155;0;0;6155;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;236;8347;0;0;30;29;8911;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;7;4;0;0;1;1;0;0;2;0;10;0;0;0;0;0;0;0;0;0;0;0;2,75;1,55;0;0;0,2;0,2;0;0;1;0;3,95;2;1,46;0;2;0;20;37;14;0;3;76;1;1;12;1;1;2;0;2;1;34;54;130;0;2;0;17,21;37,35;15,99;0;2,1;74,65;1;1;12,45;1;1;2;0;0,2;1;27,33;45,98;120,63;;;;;;;;25;;40;30;110;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;
"160000188";"160000121";"CH DE LA ROCHEFOUCAULD";"2024";12;;;12;522;0;0;522;3999;0;0;3999;3;;;3;380;0;0;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;49;509;16400;7;1907;53;57;16520;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;5;5;0;0;0;0;0;0;2;0;7;0;0;0;0;0;0;0;0;0;0;0;5,04;5,04;0;0;0;0;0;0;1,3;0;6,34;6;;0;7;0;38;65;26;3;15;154;1;0;20;1;1;3;0;0;0;45;70;224;0;4,44;0;33,91;63,32;24,9;1,68;9,78;138,03;0,86;0;16,91;0,95;0,95;1,95;0;0;0;42,06;62,73;200,76;;;;;;;;12;;49;53;270;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"160000311";"160000485";"CH CONFOLENS";"2024";27;;;27;2632;0;0;2632;7967;0;0;7967;2;;;2;156;0;0;156;;;0;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;25;247;7014;0;0;30;38;10042;;;;;1;10567;0;;1;0;0;0;0;;18;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;23;0;13;0;0;0;0;0;1;0;24;0;0;0;0;0;0;0;0;0;0;0;15,56;0,27;9,99;0;0,1;0;0;0;1,43;0;19,09;4;1,8;0;2;1;39;69;21;1;6;139;0;0;31;3;1;4;0;6;2;27;73;212;0;1,86;1;34,02;60,97;20,05;0,2;4;122,1;0;0;28,5;2,12;0,85;3,56;0;5,87;2;25,82;67,87;189,97;;;;;;;;27;;25;30;120;1;1;0;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;;;;;;
"160000337";"160000493";"CH DE RUFFEC";"2024";29;0;0;29;2077;0;0;2077;7637;0;0;7637;2;0;0;2;16;0;0;16;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;20;221;5794;0;0;;;;;;;;1;10897;0;;1;0;0;0;0;;535;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;14;8;1;0;1;0;0;0;1;0;16;0;0;0;0;0;0;0;0;0;0;0;10,89;7,48;0,12;0;0,7;0;0;0;1;0;12,59;5;5,54;0;2;3;43;42;26;3;5;124;0;0;25;3;2;4;0;8;0;13;53;177;0;1,17;2,25;40,14;40,56;24,48;2,5;4,54;115,64;0;0;24,96;3;2;3,63;0;7,71;0;13,18;52,48;168,12;;;;;;;;34;;35;;63;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;2;;;46;1;2
"160000303";"160006037";"CH HÔPITAUX SUD-CHARENTE";"2024";53;;;53;2288;0;0;2288;13781;0;0;13781;6;;;6;395;0;0;395;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;102;792;21966;6;1308;80;25;28677;;;;;1;10211;0;;1;0;0;0;0;;618;1;0;;0;0;0;;;;;;0;;0;;0;0;0;0;0;0;0;33;7;10;0;0;0;0;0;3;1;37;0;0;0;0;0;0;0;0;0;0;0;25,5;4,91;9,07;0;0;0;0;0;2,15;0,9;28,55;6;1,49;0;6;0;104;150;68;7;30;365;4;2;58;4;4;6;7;7;0;59;147;512;0;6,63;0;91,59;147,06;61,32;4;25,53;336,13;4,01;1,25;49,62;4,07;4,07;5,51;6,95;7,26;0;56,41;135,08;471,21;;;;;;;;53;;112;80;146;1;1;0;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;2;;;152;2;3
"160000360";"160014411";"CH DE CHATEAUNEUF";"2024";10;;;10;155;0;0;155;2403;0;0;2403;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;6;60;1690;0;0;51;38;16713;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;5;4;0;0;0;0;0;0;1;0;6;0;0;0;0;0;0;0;0;0;0;0;2,76;2,29;0;0;0;0;0;0;0,51;0;3,27;;;0;1;0;15;36;15;3;5;75;0;0;3;2;0;1;0;0;0;11;17;92;0;1,01;0;21,61;35,75;16,67;2,05;2,99;80,08;0,4;0;2,89;1,62;0,81;0,62;0;0;0;7,43;12,96;93,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"170000079";"170780142";"CH ST-PIERRE D'OLERON";"2024";11;;;11;54;0;0;54;1043;0;0;1043;1;;;1;0;0;0;0;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;15;128;4163;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;3;3;0;0;0;0;0;0;1;1;5;7;7;0;0;0;0;0;0;0;0;7;0,9;0,9;0;0;0;0;0;0;0,6;0,2;1,7;;;0;1;0;8;14;2;0;2;27;0;0;10;0;0;1;0;0;0;22;33;60;0;1;0;7,3;12,3;2;0;1,5;24,1;0;0;8,8;0;0;1;0;0;0;19,5;29,3;53,4;;;;;;;;11;0;15;;163;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"170000129";"170780191";"CENTRE HOSPITALIER ROYAN-ATLANTIQUE";"2024";83;;;83;3317;;;3317;29929;;;29929;10;;;10;529;;;529;3289;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;60;634;21487;0;0;;;;;;;;;;;;1;0;0;0;0;;262;;;;;;;;;;;;1;3289;0;0;0;0;0;0;0;;;51;14;9;6;4;0;0;0;3;3;61;0;0;0;0;0;0;0;0;0;0;0;29,91;8,92;5,99;1,82;0,51;0;0;0;3,06;3;39,48;7;7,87;0;9;3;135;126;47;3;9;332;2;1;77;4;4;6;14;10;1;68;183;515;0;8,64;2,63;127,67;126,38;44,13;1,63;7,94;319,02;1,79;1;72,21;3,92;3,92;6,09;13,84;10,37;1;64,09;174,31;493,33;;;;;;;;83;;60;50;75;1;1;0;1;1;0;0;1;0;3;0;0;0;0;0;0;0;0;0;3;;;808;1;5
"170000178";"170780266";"CH BOSCAMNANT";"2024";10;;;10;304;0;0;304;3340;0;0;3340;1;;;1;23;0;0;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;70;666;20196;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;4;4;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;4;;;0;1;0;22;54;25;1;6;109;1;1;10;3;1;2;0;1;0;25;43;152;0;1;0;19,67;52,13;23,83;1;4,03;101,66;0,34;0,67;9,59;2,42;0,75;2;0;0,86;0;25,07;40,95;142,61;;;;;;;;10;;70;;119;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;
"190000034";"190000067";"HL DE BORT LES ORGUES";"2024";15;;;15;221;0;0;221;3817;0;0;3817;1;;;1;9;0;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;20;192;5366;0;0;30;14;9491;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;2;1;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;1,53;0,53;0;0;0;0;0;0;1,78;0;3,31;1;0,17;0;1;0;25;34;14;1;3;78;1;0;10;0;0;2;0;0;0;20;33;111;0;0,52;0;22,75;29,18;12,27;0,7;2,3;67,72;1;0;9,09;0,27;0,27;1,5;0;0;0;17,62;29,48;97,2;;;;;;;;15;;20;30;80;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"210987665";"210012142";"CH HCO SITE DE CHATILLON SUR SEINE";"2024";46;;;46;2109;0;0;2109;10192;0;0;10192;2;;1;3;51;0;44;95;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;30;290;9982;1;145;;;;;;;;1;11958;0;;1;0;0;0;0;;354;1;0;0;0;0;0;0;;;;;0;;0;;0;0;0;0;0;0;1;14;2;6;2;2;1;0;0;3;4;23;0;0;0;0;0;0;0;0;0;0;0;10,47;1,59;7,15;0,56;0,15;0,1;0;0;2,5;2,81;15,93;5;2,84;2;4;0;47;46;24;1;3;127;0;0;17;3;1;8;0;7;0;19;54;181;1,86;3,8;0;45,29;45,23;21,63;0,9;3,46;122,17;0;0;15,56;2,32;1;8;0;7,79;0;19,22;52,89;175,06;;;;;;;;68;0;75;30;429;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;;;;;;
"210987673";"210012142";"CH HCO SITE DE MONTBARD";"2024";17;;;17;435;0;0;435;4598;0;0;4598;2;;;2;215;0;0;215;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;47;584;13711;8;2264;30;15;9798;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;6;3;0;0;1;0;0;0;1;6;14;0;0;0;0;0;0;0;0;0;0;0;4,2;1,8;0;0;0,08;0;0;0;1;3,45;8,73;1;2,04;0;1;0;31;58;15;1;6;112;2;0;24;3;0;0;0;1;1;32;63;175;0,28;2,54;0,5;34,22;53,63;17,17;1,91;6,11;116,36;0,79;0;27;4,31;0;0;0;0,59;1;31,92;65,61;181,97;;;;;;;;;;;;;;;;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;;
"210987681";"210012142";"CH HCO SITE DE SAULIEU";"2024";25;;;25;591;0;0;591;6431;0;0;6431;2;;;2;13;0;0;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;42;393;12102;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;2;0;0;0;0;0;0;0;0;5;7;0;0;0;0;0;0;0;0;0;0;0;0,46;0,11;0;0;0,03;0;0;0;0;2,14;2,63;2;3,05;0;1;0;18;26;14;1;2;62;0;0;7;1;0;0;0;1;0;6;15;77;0;0,86;0;17,07;26,38;10,73;0,08;1,64;56,76;0;0;6,34;1,13;0;0;0;0,87;0;5,67;14,01;70,77;;;;;;;;;;;;;;;;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;;;;;;
"210987574";"210012175";"CH ARNAY LE DUC";"2024";8;;;8;127;0;0;127;1995;0;0;1995;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;30;14;7694;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;;;0;1;0;9;17;6;0;0;33;0;0;3;0;0;0;0;0;0;12;15;48;0;0,86;0;8,02;17,23;6,08;0;0;32,19;0;0;2,86;0;0;0;0;0;0;12,32;15,18;47,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"210987616";"210012175";"CH SEURRE";"2024";9;;;9;93;0;0;93;1706;0;0;1706;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;9;9;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;;;0;1;0;6;4;1;0;0;12;0;0;2;0;0;0;0;0;0;11;13;25;0;0,2;0;3,61;3,38;1;0;0;8,19;0;0;2;0;0;0;0;0;0;10,91;12,91;21,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"210987582";"210780631";"CENTRE HOSPITALIER D'IS-SUR-TILLE";"2024";8;;;8;122;0;0;122;1829;0;0;1829;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;120;3661;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;5;1;0;0;0;0;0;0;0;0;5;5;5;0;0;0;0;0;0;0;0;5;1;0,78;0;0;0;0;0;0;0;0;1;;0;0;3;0;7;8;23;1;2;44;1;0;8;5;2;0;0;0;0;3;17;61;0;0,79;0;5,82;9,06;4,1;0,2;0,69;20,66;0,12;0;1,09;1,92;0,33;0;0;0;0;0,57;3,7;24,36;;;;;;;;8;0;12;0;97;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"210987640";"210780672";"CH D'AUXONNE";"2024";10;;;10;110;0;0;110;2192;0;0;2192;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;20;173;6750;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0,8;0,8;0;0;0;0;0;0;0;0;0,8;;;0;1;0;9;12;0;1;1;24;0;0;1;1;1;2;0;0;0;15;19;43;0;1;0;9;12;0;0,2;0,2;22,4;0;0;1;0,75;0,75;1,8;0;0;0;15;18,55;40,95;;;;;;;;;;20;;148;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"220000541";"220000020";"CH PAIMPOL";"2024";90;;;90;5167;0;0;5167;28037;0;0;28037;10;;;10;1348;0;0;1348;1210;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;65;1306;14971;22;5205;;;;25;164;5153;132;1;16107;0;;1;0;0;0;0;;;1;0;0;0;0;0;0;;;;;1;1210;0;0;0;0;0;0;0;0;1;38;19;4;1;0;0;0;0;6;0;44;0;0;0;0;0;0;0;0;0;0;0;23,51;11,96;2,96;0,09;0,53;0,1;0;0;3,95;0,05;28,54;12;5,67;2;6;1;127;128;44;5;23;336;0;0;68;6;3;9;17;11;2;68;181;517;2;4,74;1;103,96;106,58;38,12;3,2;20,02;279,62;0;0;61,28;4,21;2,86;7,51;13,44;10,39;1,5;60,99;159,32;438,94;;;;;;;;100;;87;;298;1;1;0;1;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;1;;;1407;1;3
"220001259";"220000020";"CH TREGUIER";"2024";30;;;30;542;0;0;542;9075;0;0;9075;5;;;5;349;0;0;349;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;30;312;9225;10;2304;60;64;18487;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;11;3;0;0;0;0;0;0;3;1;15;0;0;0;0;0;0;0;0;0;0;0;6,8;1,99;0;0;0;0;0;0;2,25;0,05;9,1;1;0,16;0;5;0;53;93;25;9;16;201;0;0;40;5;3;10;0;3;1;78;137;338;0;1,99;0;42,69;76,26;17,22;3,71;9,3;151,17;0;0;29,84;3,87;2,2;9,64;0;1,51;0,5;71,52;116,88;268,05;;;;;;;;30;;30;60;380;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;;
"220000236";"220017974";"CH PLOUGUERNÉVEL";"2024";6;;;6;114;0;0;114;809;0;0;809;;;;;0;0;0;0;;;;;;155;0;;155;1135;;;1135;;;;;;;;;7;;7;66;;66;;;;;;;4;1;5;1056;247;1303;1321;20;;1341;2198;93;;2291;0;;0;0;0;31;256;8358;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;7;6;0;0;1;0;7;0;3;0;18;0;0;0;0;0;0;0;0;0;0;0;6,23;6,03;0;0;0,08;0;8,06;0;1,51;0;15,88;1;0,75;0;18;0;166;80;64;14;21;363;9;1;85;29;11;8;0;0;0;69;201;564;0;14,4;0;148,9;58,2;48,05;5,96;13,58;289,09;6,16;0,94;67,42;16,74;4,14;5,59;0;0;0;63,43;160,28;449,37;;;;;;;;6;139;31;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;
