BOR;AN;FI;RS;FI_EJ;UNI;LIT;JLI;SEJ;PAS;PAS0;JOU;pctEXT;IGC2med;SEJ80;UNIT;ETPSAL_MED;EFFLIB_MED;ETPSAL_INFSP;EFFLIB_INFSP;ETPSAL_INFNS;EFFLIB_INFNS;ETPSAL_AID;EFFLIB_AID;ETPSAL_KINE;EFFLIB_KINE;ETPSAL_APNM;EFFLIB_APNM
REA;2024;590008041;POLYCLINIQUE VAUBAN;590008033;AUTSIADU;0;0;852;;;2705;;;;;;;;;;;;;;;;
REA;2024;590008041;POLYCLINIQUE VAUBAN;590008033;SIADU;21;7665;1700;;;5446;;;;;;46;;;19.67;;7.27;;;2;3.2;
REA;2024;590008041;POLYCLINIQUE VAUBAN;590008033;SITOT;21;7665;1700;;;5446;;;;;;;;;;;;;;;;
REA;2024;590008041;POLYCLINIQUE VAUBAN;590008033;USICADU;13;4745;600;;;1972;;;;;;;;;;;;;;;;
REA;2024;590008041;POLYCLINIQUE VAUBAN;590008033;USIPADU;8;2920;248;;;769;;;;;;;;;;;;;;;;
REA;2024;590780268;HOPITAL PRIVÉ LE BOIS;590053955;AUTSIADU;22;8030;678;;;4252;;;;;;;;;;;;;;;;
REA;2024;590780268;HOPITAL PRIVÉ LE BOIS;590053955;REAADU;10;3650;1486;1519;38;5019;8;25;122;;;;;;17;;10;;;;;
REA;2024;590780268;HOPITAL PRIVÉ LE BOIS;590053955;SIADU;38;13870;1822;;;7897;;;;;;;;;47.5;;25.7;;;;1;
REA;2024;590780268;HOPITAL PRIVÉ LE BOIS;590053955;SITOT;38;13870;1822;;;7897;;;;;;;;;;;;;;;;
REA;2024;590780268;HOPITAL PRIVÉ LE BOIS;590053955;USICADU;16;5840;1144;;;3645;;;;;;;;;;;;;;;;
REA;2024;590780284;GCS GHICL HÔPITAL ST PHILIBERT;590051801;REAADU;12;4380;515;528;12;3474;35;48;97;;9.62;;;;32.18;;21.53;;;;2.03;
REA;2024;590780284;GCS GHICL HÔPITAL ST PHILIBERT;590051801;SIADU;24;7118;1742;;;5721;;;;;3.3;;;;17.07;;12.04;;;;;
REA;2024;590780284;GCS GHICL HÔPITAL ST PHILIBERT;590051801;SITOT;24;7118;1742;;;5721;;;;;;;;;;;;;;;;
REA;2024;590780284;GCS GHICL HÔPITAL ST PHILIBERT;590051801;USICADU;12;4380;1068;;;3450;;;;;;;;;;;;;;;;
REA;2024;590780284;GCS GHICL HÔPITAL ST PHILIBERT;590051801;USINVADU;6;2190;572;;;1927;;;;;;;;;;;;;;;;
REA;2024;590780284;GCS GHICL HÔPITAL ST PHILIBERT;590051801;USIPADU;6;548;102;;;344;;;;;;;;;;;;;;;;
REA;2024;590780383;HOPITAL PRIVE LA LOUVIERE;590000204;AUTSIADU;6;2196;196;;;937;;;;;;;;;;;;;;;;
REA;2024;590780383;HOPITAL PRIVE LA LOUVIERE;590000204;SIADU;6;2196;199;;;951;;;;;;17;;;9.4;;7.34;;;;1.2;
REA;2024;590780383;HOPITAL PRIVE LA LOUVIERE;590000204;SITOT;6;2196;199;;;951;;;;;;;;;;;;;;;;
REA;2024;590780383;HOPITAL PRIVE LA LOUVIERE;590000204;USICADU;0;0;3;;;14;;;;;;;;;;;;;;;;
REA;2024;590782298;POLYCLINIQUE DU PARC;590000675;SIADU;4;324;2;;;23;;;;;;67;;;1.2;;1.2;;;4;0.65;
REA;2024;590782298;POLYCLINIQUE DU PARC;590000675;SITOT;4;324;2;;;23;;;;;;;;;;;;;;;;
REA;2024;590782298;POLYCLINIQUE DU PARC;590000675;USIPADU;4;324;2;;;23;;;;;;;;;;;;;;;;
REA;2024;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;AUTSIADU;6;2190;364;;;1409;;;;;;;;;;;;;;;;
REA;2024;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;SIADU;18;6570;1362;;;5144;;;;;;37;;;36.5;;25;;;6;;
REA;2024;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;SITOT;18;6570;1362;;;5144;;;;;;;;;;;;;;;;
REA;2024;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;USICADU;12;4380;956;;;3586;;;;;;;;;;;;;;;;
REA;2024;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;USIPADU;;;42;;;149;;;;;;;;;;;;;;;;
REA;2024;590787586;INSTITUT COEUR POUMON CHU LILLE;590780193;AUTSIADU;;;850;;;2137;;;;;;;;;;;;;;;;
REA;2024;590787586;INSTITUT COEUR POUMON CHU LILLE;590780193;REAADU;20;7320;1155;1203;53;6416;25;32;58;;5.86;;;;55.21;;31.26;;2;;9.67;
REA;2024;590787586;INSTITUT COEUR POUMON CHU LILLE;590780193;SIADU;44;22690;4512;;;10563;;;;;4.29;;;;58.41;;47.24;;3.2;;11.19;
REA;2024;590787586;INSTITUT COEUR POUMON CHU LILLE;590780193;SITOT;44;22690;4512;;;10563;;;;;;;;;;;;;;;;
REA;2024;590787586;INSTITUT COEUR POUMON CHU LILLE;590780193;USICADU;20;7318;3363;;;7520;;;;;;;;;;;;;;;;
REA;2024;590787586;INSTITUT COEUR POUMON CHU LILLE;590780193;USIPADU;24;15372;299;;;906;;;;;;;;;;;;;;;;
REA;2024;590796975;HÔPITAL SALENGRO CHU LILLE;590780193;AUTSIADU;;;5965;;;4157;;;;;;;;;;;;;;;;
REA;2024;590796975;HÔPITAL SALENGRO CHU LILLE;590780193;REAADU;68;24888;1981;2044;53;21216;41;44;69;;22.29;;0;;164.94;;108.77;;7.29;;24.27;
REA;2024;590796975;HÔPITAL SALENGRO CHU LILLE;590780193;SIADU;80;29280;9241;;;12116;;;;;13.59;;0.91;;118.62;;81.4;;3.98;;17.59;
REA;2024;590796975;HÔPITAL SALENGRO CHU LILLE;590780193;SITOT;80;29280;9241;;;12116;;;;;;;;;;;;;;;;
REA;2024;590796975;HÔPITAL SALENGRO CHU LILLE;590780193;USINVADU;16;5856;1410;;;5054;;;;;;;;;;;;;;;;
REA;2024;590796975;HÔPITAL SALENGRO CHU LILLE;590780193;USIPADU;64;23424;1866;;;2905;;;;;;;;;;;;;;;;
REA;2024;590797353;GCS GHICL HOPITAL SAINT VINCENT -;590051801;SIADU;14;2920;391;;;3406;;;;;0.75;;;;2.78;;2.09;;;;0.26;
REA;2024;590797353;GCS GHICL HOPITAL SAINT VINCENT -;590051801;SIPED;;548;179;;;511;;;;;;;;;;;;;;;;
REA;2024;590797353;GCS GHICL HOPITAL SAINT VINCENT -;590051801;SITOT;14;3468;570;;;3917;;;;;;;;;;;;;;;;
REA;2024;590797353;GCS GHICL HOPITAL SAINT VINCENT -;590051801;USIHADU;6;2190;226;;;2905;;;;;;;;;;;;;;;;
REA;2024;590797353;GCS GHICL HOPITAL SAINT VINCENT -;590051801;USIPADU;8;730;165;;;501;;;;;;;;;;;;;;;;
REA;2024;590797353;GCS GHICL HOPITAL SAINT VINCENT -;590051801;USIPPED;;548;179;;;511;;;;;;;;;;;;;;;;
REA;2024;590801106;HOPITAL VICTOR PROVO;590782421;REAADU;20;7300;800;830;40;5819;3;43;73;;9.36;;;;47.78;;31.6;;;;9.18;
REA;2024;590801106;HOPITAL VICTOR PROVO;590782421;SIADU;29;10585;1646;;;6155;;;;;1;;;;15.99;;12.17;;;;1.8;
REA;2024;590801106;HOPITAL VICTOR PROVO;590782421;SIPED;4;1460;118;;;325;;;;;;;;;;;;;;;;
REA;2024;590801106;HOPITAL VICTOR PROVO;590782421;SITOT;33;12045;1764;;;6480;;;;;;;;;;;;;;;;
REA;2024;590801106;HOPITAL VICTOR PROVO;590782421;USICADU;13;4745;915;;;3458;;;;;;;;;;;;;;;;
REA;2024;590801106;HOPITAL VICTOR PROVO;590782421;USIHADU;4;1460;112;;;1004;;;;;;;;;;;;;;;;
REA;2024;590801106;HOPITAL VICTOR PROVO;590782421;USINVADU;6;2190;493;;;1331;;;;;;;;;;;;;;;;
REA;2024;590801106;HOPITAL VICTOR PROVO;590782421;USIPADU;6;2190;126;;;362;;;;;;;;;;;;;;;;
REA;2024;590801106;HOPITAL VICTOR PROVO;590782421;USIPPED;4;1460;118;;;325;;;;;;;;;;;;;;;;
REA;2024;590804696;CENTRE HOSPITALIER DE TOURCOING;590781902;REAADU;14;5008;583;610;32;4103;11;35;78;;6;;;;33.24;;27.79;;;;9.37;
REA;2024;590804696;CENTRE HOSPITALIER DE TOURCOING;590781902;SIADU;14;3462;579;;;2650;;;;;2.6;;;;4.89;;5.76;;;;0.5;
REA;2024;590804696;CENTRE HOSPITALIER DE TOURCOING;590781902;SITOT;14;3462;579;;;2650;;;;;;;;;;;;;;;;
REA;2024;590804696;CENTRE HOSPITALIER DE TOURCOING;590781902;USICADU;4;1464;163;;;979;;;;;;;;;;;;;;;;
REA;2024;590804696;CENTRE HOSPITALIER DE TOURCOING;590781902;USINVADU;4;1464;314;;;1291;;;;;;;;;;;;;;;;
REA;2024;590804696;CENTRE HOSPITALIER DE TOURCOING;590781902;USIPADU;6;534;102;;;380;;;;;;;;;;;;;;;;
REA;2024;590811279;HOP CLAUDE HURIEZ CHU LILLE;590780193;AUTSIADU;;;758;;;4783;;;;;;;;;;;;;;;;
REA;2024;590811279;HOP CLAUDE HURIEZ CHU LILLE;590780193;REAADU;28;10104;1273;1483;80;9060;29;30;67;;7.24;;1.92;;80.79;;59.72;;;;8.27;
REA;2024;590811279;HOP CLAUDE HURIEZ CHU LILLE;590780193;SIADU;87;31346;1580;;;13237;;;;;9.15;;;;99.68;;71.57;;;;13.87;
REA;2024;590811279;HOP CLAUDE HURIEZ CHU LILLE;590780193;SITOT;87;31346;1580;;;13237;;;;;;;;;;;;;;;;
REA;2024;590811279;HOP CLAUDE HURIEZ CHU LILLE;590780193;USIHADU;37;13357;402;;;6199;;;;;;;;;;;;;;;;
REA;2024;590811279;HOP CLAUDE HURIEZ CHU LILLE;590780193;USIPADU;50;17989;420;;;2255;;;;;;;;;;;;;;;;
REA;2024;590816310;CLINIQUE SAINT AME;590000048;SIADU;8;2920;72;;;503;;;;;;6;0.1;;6.68;;7.33;;;1;0.1;
REA;2024;590816310;CLINIQUE SAINT AME;590000048;SITOT;8;2920;72;;;503;;;;;;;;;;;;;;;;
REA;2024;590816310;CLINIQUE SAINT AME;590000048;USIPADU;8;2920;72;;;503;;;;;;;;;;;;;;;;
REA;2024;600000194;CH BEAUVAIS;600100713;REAADU;12;4392;506;517;39;3811;14;49;44;;6.88;;0.8;;27.55;;18.38;;;;3.38;
REA;2024;600000194;CH BEAUVAIS;600100713;SIADU;12;4392;1013;;;3287;;;;;0.9;;0.3;;6.59;;7.41;;;;0.63;
REA;2024;600000194;CH BEAUVAIS;600100713;SIPED;4;244;38;;;143;;;;;;;;;;;;;;;;
REA;2024;600000194;CH BEAUVAIS;600100713;SITOT;16;4636;1051;;;3430;;;;;;;;;;;;;;;;
REA;2024;600000194;CH BEAUVAIS;600100713;USICADU;8;2928;625;;;2379;;;;;;;;;;;;;;;;
REA;2024;600000194;CH BEAUVAIS;600100713;USINVADU;4;1464;372;;;879;;;;;;;;;;;;;;;;
REA;2024;600000194;CH BEAUVAIS;600100713;USIPADU;;;16;;;29;;;;;;;;;;;;;;;;
REA;2024;600000194;CH BEAUVAIS;600100713;USIPPED;4;244;38;;;143;;;;;;;;;;;;;;;;
REA;2024;600000467;CH GHPSO CREIL;600101984;REAADU;15;5490;427;432;24;4016;4;71;47;;3.47;;1;;32.1;;28.89;;;;3.62;
REA;2024;600000467;CH GHPSO CREIL;600101984;SIADU;18;4392;811;;;3336;;;;;6.88;;0.41;;12.89;;12.68;;;;1.8;
REA;2024;600000467;CH GHPSO CREIL;600101984;SIPED;8;736;80;;;341;;;;;1.72;;0.15;;5.02;;5.14;;;;1;
REA;2024;600000467;CH GHPSO CREIL;600101984;SITOT;26;5128;891;;;3677;;;;;;;;;;;;;;;;
REA;2024;600000467;CH GHPSO CREIL;600101984;USICADU;8;2928;602;;;2382;;;;;;;;;;;;;;;;
REA;2024;600000467;CH GHPSO CREIL;600101984;USINVADU;4;1464;209;;;954;;;;;;;;;;;;;;;;
REA;2024;600000467;CH GHPSO CREIL;600101984;USIPADU;6;0;0;;;0;;;;;;;;;;;;;;;;
REA;2024;600000467;CH GHPSO CREIL;600101984;USIPPED;8;736;80;;;341;;;;;;;;;;;;;;;;
REA;2024;600100754;POLYCLINIQUE SAINT CÔME;600000228;AUTSIADU;;2400;313;;;1511;;;;;;;;;;;;;;;;
REA;2024;600100754;POLYCLINIQUE SAINT CÔME;600000228;SIADU;12;6780;427;;;2027;;;;;;11;;;9.07;;7.01;;;1;1.28;
REA;2024;600100754;POLYCLINIQUE SAINT CÔME;600000228;SITOT;12;6780;427;;;2027;;;;;;;;;;;;;;;;
REA;2024;600100754;POLYCLINIQUE SAINT CÔME;600000228;USIPADU;12;4380;114;;;516;;;;;;;;;;;;;;;;
REA;2024;600113476;CH CHICN COMPIÈGNE;600100721;REAADU;15;5270;469;479;16;4028;13;51;52;;7.4;;1;;23.14;;18.33;;;;3.43;
REA;2024;600113476;CH CHICN COMPIÈGNE;600100721;SIADU;19;6954;1321;;;4327;;;;;2.43;;0.32;;9.21;;6.64;;;;1.85;
REA;2024;600113476;CH CHICN COMPIÈGNE;600100721;SITOT;19;6954;1321;;;4327;;;;;;;;;;;;;;;;
REA;2024;600113476;CH CHICN COMPIÈGNE;600100721;USICADU;7;2562;579;;;2010;;;;;;;;;;;;;;;;
REA;2024;600113476;CH CHICN COMPIÈGNE;600100721;USIHADU;2;732;64;;;637;;;;;;;;;;;;;;;;
REA;2024;600113476;CH CHICN COMPIÈGNE;600100721;USINVADU;5;1830;522;;;1151;;;;;;;;;;;;;;;;
REA;2024;600113476;CH CHICN COMPIÈGNE;600100721;USIPADU;5;1830;156;;;529;;;;;;;;;;;;;;;;
REA;2024;610000051;CHICAM - SITE ALENCON;610780082;REAADU;8;2920;368;379;20;2234;14;42;59;;6.32;;;;22.75;;18.57;;;;4.15;
REA;2024;610000051;CHICAM - SITE ALENCON;610780082;SIADU;12;4380;941;;;3206;;;;;;;;;11.08;;14.23;;;;3.84;
REA;2024;610000051;CHICAM - SITE ALENCON;610780082;SITOT;12;4380;941;;;3206;;;;;;;;;;;;;;;;
REA;2024;610000051;CHICAM - SITE ALENCON;610780082;USICADU;8;2920;698;;;2205;;;;;;;;;;;;;;;;
REA;2024;610000051;CHICAM - SITE ALENCON;610780082;USINVADU;4;1460;243;;;1001;;;;;;;;;;;;;;;;
REA;2024;610000119;CH JACQUES MONOD - FLERS;610780165;REAADU;8;2928;269;270;9;2248;32;42;52;;3.78;;0.86;;20.57;;16.93;;;;1.09;
REA;2024;610000119;CH JACQUES MONOD - FLERS;610780165;SIADU;4;488;67;;;244;;;;;;;;;;;;;;;;
REA;2024;610000119;CH JACQUES MONOD - FLERS;610780165;SITOT;4;488;67;;;244;;;;;;;;;;;;;;;;
REA;2024;610000119;CH JACQUES MONOD - FLERS;610780165;USIPADU;4;488;67;;;244;;;;;;;;;;;;;;;;
REA;2024;620000026;ETAB HOPALE CTRE CALOT/HELIO;620003814;REAADU;12;4392;129;131;1;3740;65;26;4;;5.18;;;;19.55;;12.92;;2.08;;3;
REA;2024;620000034;CH ARRAS;620100057;AUTSIADU;;;29;;;496;;;;;;;;;;;;;;;;
REA;2024;620000034;CH ARRAS;620100057;REAADU;15;5154;770;784;39;4296;10;43;61;;3.78;;;;35.53;;20.48;;;;4.35;
REA;2024;620000034;CH ARRAS;620100057;SIADU;22;5594;1096;;;4405;;;;;1.7;;;;15.43;;9.15;;;;0.35;
REA;2024;620000034;CH ARRAS;620100057;SIPED;12;869;237;;;717;;;;;;;;;;;;;;;;
REA;2024;620000034;CH ARRAS;620100057;SITOT;34;6463;1333;;;5122;;;;;;;;;;;;;;;;
REA;2024;620000034;CH ARRAS;620100057;USICADU;8;2920;492;;;2377;;;;;;;;;;;;;;;;
REA;2024;620000034;CH ARRAS;620100057;USINVADU;6;1908;448;;;1072;;;;;;;;;;;;;;;;
REA;2024;620000034;CH ARRAS;620100057;USIPADU;8;766;127;;;460;;;;;;;;;;;;;;;;
REA;2024;620000034;CH ARRAS;620100057;USIPPED;12;869;237;;;717;;;;;;;;;;;;;;;;
REA;2024;620000224;CH BETHUNE;620100651;AUTSIADU;;;305;;;2198;;;;;;;;;;;;;;;;
REA;2024;620000224;CH BETHUNE;620100651;REAADU;11;4005;467;477;18;3133;19;39;31;;3.71;;1;;33.58;;23.98;;0.66;;2.38;
REA;2024;620000224;CH BETHUNE;620100651;SIADU;6;;811;;;4120;;;;;1;;;;;;;;;;;
REA;2024;620000224;CH BETHUNE;620100651;SITOT;6;;811;;;4120;;;;;;;;;;;;;;;;
REA;2024;620000224;CH BETHUNE;620100651;USINVADU;6;;452;;;1734;;;;;;;;;;;;;;;;
REA;2024;620000224;CH BETHUNE;620100651;USIPADU;;;54;;;188;;;;;;;;;;;;;;;;
REA;2024;620000257;CH LENS;620100685;REAADU;18;6588;970;1003;37;5224;8;33;115;;5.41;;0.81;;37.78;;25.59;;;;4.01;
REA;2024;620000257;CH LENS;620100685;SIADU;42;11217;2178;;;8682;;;;;6.8;;1;;24.07;;11.91;;;;;
REA;2024;620000257;CH LENS;620100685;SIPED;8;712;200;;;547;;;;;;;2.92;;2.71;;4.86;;;;;
REA;2024;620000257;CH LENS;620100685;SITOT;50;11929;2378;;;9229;;;;;;;;;;;;;;;;
REA;2024;620000257;CH LENS;620100685;USICADU;16;5856;1272;;;4750;;;;;;;;;;;;;;;;
REA;2024;620000257;CH LENS;620100685;USIHADU;4;1464;68;;;1210;;;;;;;;;;;;;;;;
REA;2024;620000257;CH LENS;620100685;USINVADU;7;2562;642;;;1881;;;;;;;;;;;;;;;;
REA;2024;620000257;CH LENS;620100685;USIPADU;15;1335;196;;;841;;;;;;;;;;;;;;;;
REA;2024;620000257;CH LENS;620100685;USIPPED;8;712;200;;;547;;;;;;;;;;;;;;;;
REA;2024;620000323;CH CALAIS;620101337;AUTSIADU;4;1108;366;;;1451;;;;;;;;;;;;;;;;
REA;2024;620000323;CH CALAIS;620101337;REAADU;12;3838;363;373;24;2318;12;48;39;;5.5;;;;25.77;;16.28;;0.35;;6.12;
REA;2024;620000323;CH CALAIS;620101337;SIADU;26;6390;1386;;;6773;;;;;1.61;;;;12.73;;8.82;;;;0.81;
REA;2024;620000323;CH CALAIS;620101337;SIPED;4;;144;;;306;;;;;1.82;;3.15;;1.45;;0.29;;;;2.04;
REA;2024;620000323;CH CALAIS;620101337;SITOT;30;6390;1530;;;7079;;;;;;;;;;;;;;;;
REA;2024;620000323;CH CALAIS;620101337;USICADU;8;2374;465;;;2998;;;;;;;;;;;;;;;;
REA;2024;620000323;CH CALAIS;620101337;USINVADU;6;2196;435;;;1851;;;;;;;;;;;;;;;;
REA;2024;620000323;CH CALAIS;620101337;USIPADU;8;712;120;;;473;;;;;;;;;;;;;;;;
REA;2024;620000323;CH CALAIS;620101337;USIPPED;4;;144;;;306;;;;;;;;;;;;;;;;
REA;2024;620000349;CH REGION DE ST OMER;620101360;REAADU;8;2928;326;333;7;2361;6;46;37;;5.35;;0;;27.89;;16.34;;0.44;;4.9;
REA;2024;620000349;CH REGION DE ST OMER;620101360;SIADU;12;2196;527;;;1917;;;;;1.03;;0;;8.5;;6.37;;0;;0.78;
REA;2024;620000349;CH REGION DE ST OMER;620101360;SITOT;12;2196;527;;;1917;;;;;;;;;;;;;;;;
REA;2024;620000349;CH REGION DE ST OMER;620101360;USICADU;6;1668;469;;;1613;;;;;;;;;;;;;;;;
REA;2024;620000349;CH REGION DE ST OMER;620101360;USIPADU;6;528;58;;;304;;;;;;;;;;;;;;;;
REA;2024;620000653;CH BOULOGNE-SUR-MER;620103440;REAADU;10;3650;398;409;20;2334;8;46;38;;5.19;;1;;26.12;;17.41;;;;5.73;
REA;2024;620000653;CH BOULOGNE-SUR-MER;620103440;SIADU;15;5475;1916;;;6448;;;;;4.43;;;;;;;;;;;
REA;2024;620000653;CH BOULOGNE-SUR-MER;620103440;SIPED;0;0;296;;;814;;;;;;;;;;;;;;;;
REA;2024;620000653;CH BOULOGNE-SUR-MER;620103440;SITOT;15;5475;2212;;;7262;;;;;;;;;;;;;;;;
REA;2024;620000653;CH BOULOGNE-SUR-MER;620103440;USICADU;9;3285;879;;;3321;;;;;;;;;;;;;;;;
REA;2024;620000653;CH BOULOGNE-SUR-MER;620103440;USINVADU;6;2190;757;;;2335;;;;;;;;;;;;;;;;
REA;2024;620000653;CH BOULOGNE-SUR-MER;620103440;USIPADU;0;0;280;;;792;;;;;;;;;;;;;;;;
REA;2024;620000653;CH BOULOGNE-SUR-MER;620103440;USIPPED;0;0;296;;;814;;;;;;;;;;;;;;;;
REA;2024;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;REAADU;8;2928;310;312;15;1966;7;50;47;;4.13;;;;19.55;;11.28;;;;2;
REA;2024;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;SIADU;;;74;;;220;;;;;;;;;;;;;;;;
REA;2024;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;SITOT;;;74;;;220;;;;;;;;;;;;;;;;
REA;2024;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;USIPADU;;;74;;;220;;;;;;;;;;;;;;;;
REA;2024;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;SIADU;;;115;;;602;;;;;;;;;;;;;;;;
REA;2024;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;SITOT;;;115;;;602;;;;;;;;;;;;;;;;
REA;2024;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;USIPADU;;;115;;;602;;;;;;;;;;;;;;;;
REA;2024;620025346;POLYCLINIQUE DE LA  CLARENCE;620001834;SIADU;;;103;;;469;;;;;1.91;;;;11.35;;8.58;;0.6;;1.29;
REA;2024;620025346;POLYCLINIQUE DE LA  CLARENCE;620001834;SITOT;;;103;;;469;;;;;;;;;;;;;;;;
REA;2024;620025346;POLYCLINIQUE DE LA  CLARENCE;620001834;USIPADU;;;103;;;469;;;;;;;;;;;;;;;;
REA;2024;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620014779;AUTSIADU;;;510;;;1694;;;;;;;;;;;;;;;;
REA;2024;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620014779;SIADU;12;2737;698;;;2395;;;;;;33;;;8.6;;2.88;;;5;;
REA;2024;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620014779;SITOT;12;2737;698;;;2395;;;;;;;;;;;;;;;;
REA;2024;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620014779;USIPADU;12;2737;188;;;701;;;;;;;;;;;;;;;;
REA;2024;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;AUTSIADU;6;2196;368;;;1727;;;;;;;;;;;;;;;;
REA;2024;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;REAADU;3;1098;378;391;3;850;10;27;67;;;3;;;;;;;;;;
REA;2024;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;SIADU;42;8700;1647;;;6655;;;;;1;37;;;41;;24.5;;;1;2.3;
REA;2024;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;SITOT;42;8700;1647;;;6655;;;;;;;;;;;;;;;;
REA;2024;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;USICADU;12;4392;1011;;;3602;;;;;;;;;;;;;;;;
REA;2024;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;USIPADU;24;2112;268;;;1326;;;;;;;;;;;;;;;;
REA;2024;620118513;CENTRE MCO COTE D'OPALE;620002915;SIADU;16;5840;1456;;;4299;;;;;;7;;;14.59;;3.64;;;5;1;
REA;2024;620118513;CENTRE MCO COTE D'OPALE;620002915;SITOT;16;5840;1456;;;4299;;;;;;;;;;;;;;;;
REA;2024;620118513;CENTRE MCO COTE D'OPALE;620002915;USICADU;8;2920;700;;;2052;;;;;;;;;;;;;;;;
REA;2024;620118513;CENTRE MCO COTE D'OPALE;620002915;USIPADU;8;2920;756;;;2247;;;;;;;;;;;;;;;;
REA;2024;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;AUTSIADU;8;2904;667;;;1937;;;;;;;;;;;;;;;;
REA;2024;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;REAADU;52;18802;2690;2929;345;15440;20;41;242;;21.9;;7.22;;143.5;;75.81;;;;23.04;
REA;2024;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;SIADU;36;13128;4045;;;10520;;;;;;;;;38.89;;32.81;;;;8.36;
REA;2024;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;SITOT;36;13128;4045;;;10520;;;;;;;;;;;;;;;;
REA;2024;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;USICADU;20;7296;2690;;;5999;;;;;;;;;;;;;;;;
REA;2024;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;USINVADU;8;2928;675;;;2548;;;;;;;;;;;;;;;;
REA;2024;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;USIPADU;;;13;;;36;;;;;;;;;;;;;;;;
REA;2024;630000479;CENTRE LUTTE CONTRE LE CANCER J.PERRIN;630781110;REAADU;10;3660;492;511;11;3134;18;44;49;;5.62;;2;;20;;14.2;;0.66;;1.91;
REA;2024;630780211;POLE SANTE REPUBLIQUE;630000107;SIADU;6;2196;718;;;1833;;;;;;28;0.2;;8.6;;2.65;;;;;
REA;2024;630780211;POLE SANTE REPUBLIQUE;630000107;SITOT;6;2196;718;;;1833;;;;;;;;;;;;;;;;
REA;2024;630780211;POLE SANTE REPUBLIQUE;630000107;USICADU;6;2196;718;;;1833;;;;;;;;;;;;;;;;
REA;2024;630781268;HOPITAL ESTAING - CHU63;630780989;REAADU;15;5490;561;583;39;4652;50;44;48;;11.97;;0.44;;39.98;;24.46;;;;9.59;
REA;2024;630781268;HOPITAL ESTAING - CHU63;630780989;REAENF;6;2196;352;396;36;1953;15;;;;9.9;;7.8;;7.26;;6.68;;;;4.74;
REA;2024;630781268;HOPITAL ESTAING - CHU63;630780989;SIADU;14;5124;212;;;5024;;;;;0.58;;;;12.52;;7.77;;;;3.72;
REA;2024;630781268;HOPITAL ESTAING - CHU63;630780989;SIPED;;;10;;;12;;;;;;;;;;;;;;;;
REA;2024;630781268;HOPITAL ESTAING - CHU63;630780989;SITOT;14;5124;222;;;5036;;;;;;;;;;;;;;;;
REA;2024;630781268;HOPITAL ESTAING - CHU63;630780989;USIHADU;14;5124;205;;;5016;;;;;;;;;;;;;;;;
REA;2024;630781268;HOPITAL ESTAING - CHU63;630780989;USIHPED;;;2;;;2;;;;;;;;;;;;;;;;
REA;2024;630781268;HOPITAL ESTAING - CHU63;630780989;USIPADU;;;7;;;8;;;;;;;;;;;;;;;;
REA;2024;630781268;HOPITAL ESTAING - CHU63;630780989;USIPPED;;;8;;;10;;;;;;;;;;;;;;;;
REA;2024;640000162;CH COTE BASQUE;640780417;REAADU;15;5490;680;693;31;4527;13;45;54;;9.52;;1.07;;41.13;;26.98;;1;;1;
REA;2024;640000162;CH COTE BASQUE;640780417;SIADU;16;5856;1134;;;5648;;;;;0.9;;;;10.18;;9.29;;1;;2.8;
REA;2024;640000162;CH COTE BASQUE;640780417;SITOT;16;5856;1134;;;5648;;;;;;;;;;;;;;;;
REA;2024;640000162;CH COTE BASQUE;640780417;USIHADU;8;2928;137;;;2774;;;;;;;;;;;;;;;;
REA;2024;640000162;CH COTE BASQUE;640780417;USINVADU;8;2928;997;;;2874;;;;;;;;;;;;;;;;
