BOR;AN;FI;RS;FI_EJ;PERSO;ETPS;NBLIB_MOY
HAD_P;2024;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;N2210;13.6;
HAD_P;2024;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;N2710;0.25;
HAD_P;2024;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;N3120;0.5;
HAD_P;2024;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;N9999;21.3;
HAD_P;2024;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;NAUT;4.95;
HAD_P;2024;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;NCOOR;1;
HAD_P;2024;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;M9999;0.67;
HAD_P;2024;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;MAUT;0.67;
HAD_P;2024;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;N3120;1;
HAD_P;2024;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;N9999;2;
HAD_P;2024;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;NAUT;1;
HAD_P;2024;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;M3050;0.1;
HAD_P;2024;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;M9999;3;
HAD_P;2024;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;MAUT;1.5;
HAD_P;2024;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;MCOOR;0.4;
HAD_P;2024;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;N2120;1.1;
HAD_P;2024;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;N2210;10.18;
HAD_P;2024;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;N2800;1;
HAD_P;2024;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;N9999;12.47;
HAD_P;2024;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;NAUT;1.19;
HAD_P;2024;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;M9999;4;
HAD_P;2024;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;MCOOR;2.8;
HAD_P;2024;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;N2120;1;
HAD_P;2024;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;N2210;21.71;40
HAD_P;2024;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;N2450;0.7;
HAD_P;2024;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;N2510;6.67;
HAD_P;2024;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;N2710;0.49;
HAD_P;2024;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;N2800;1.2;
HAD_P;2024;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;N3120;0.5;
HAD_P;2024;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;N9999;42.89;40
HAD_P;2024;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;NAUT;6.53;
HAD_P;2024;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;NCOOR;5.29;
HAD_P;2024;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;M3050;0.29;0
HAD_P;2024;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;M9999;1.65;0
HAD_P;2024;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;MCOOR;1.36;0
HAD_P;2024;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;N2120;2.5;
HAD_P;2024;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;N2210;2.73;32
HAD_P;2024;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;N2510;6.24;
HAD_P;2024;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;N2710;1.32;0
HAD_P;2024;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;N3120;0.09;
HAD_P;2024;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;N9999;23.88;32
HAD_P;2024;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;NAUT;5.49;0
HAD_P;2024;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;NCOOR;4.64;
HAD_P;2024;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;NLIAI;0.87;
HAD_P;2024;590025128;HAD DU HAINAUT;620001834;M3050;0.08;
HAD_P;2024;590025128;HAD DU HAINAUT;620001834;M9999;2.46;
HAD_P;2024;590025128;HAD DU HAINAUT;620001834;MCOOR;2.38;
HAD_P;2024;590025128;HAD DU HAINAUT;620001834;N2120;0.81;
HAD_P;2024;590025128;HAD DU HAINAUT;620001834;N2210;22.98;
HAD_P;2024;590025128;HAD DU HAINAUT;620001834;N2510;12.22;
HAD_P;2024;590025128;HAD DU HAINAUT;620001834;N2710;0.41;
HAD_P;2024;590025128;HAD DU HAINAUT;620001834;N3120;1.04;
HAD_P;2024;590025128;HAD DU HAINAUT;620001834;N9999;50.13;
HAD_P;2024;590025128;HAD DU HAINAUT;620001834;NCOOR;12.67;
HAD_P;2024;590025458;HAD DU CH D'HAZEBROUCK;590782652;M9999;3.38;86
HAD_P;2024;590025458;HAD DU CH D'HAZEBROUCK;590782652;MAUT;;86
HAD_P;2024;590025458;HAD DU CH D'HAZEBROUCK;590782652;MCOOR;0.4;
HAD_P;2024;590025458;HAD DU CH D'HAZEBROUCK;590782652;N2120;1;
HAD_P;2024;590025458;HAD DU CH D'HAZEBROUCK;590782652;N2210;21.47;49
HAD_P;2024;590025458;HAD DU CH D'HAZEBROUCK;590782652;N2410;0.04;17
HAD_P;2024;590025458;HAD DU CH D'HAZEBROUCK;590782652;N2450;0.3;
HAD_P;2024;590025458;HAD DU CH D'HAZEBROUCK;590782652;N2460;1.33;
HAD_P;2024;590025458;HAD DU CH D'HAZEBROUCK;590782652;N2510;9.8;
HAD_P;2024;590025458;HAD DU CH D'HAZEBROUCK;590782652;N2710;0.39;
HAD_P;2024;590025458;HAD DU CH D'HAZEBROUCK;590782652;N2800;2.98;
HAD_P;2024;590025458;HAD DU CH D'HAZEBROUCK;590782652;N3120;0.72;
HAD_P;2024;590025458;HAD DU CH D'HAZEBROUCK;590782652;N9999;39.05;68
HAD_P;2024;590025458;HAD DU CH D'HAZEBROUCK;590782652;NAUT;4;2
HAD_P;2024;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;M3050;0.5;
HAD_P;2024;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;M9999;1.5;
HAD_P;2024;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;MCOOR;1;
HAD_P;2024;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;N2120;1;
HAD_P;2024;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;N2210;23.32;
HAD_P;2024;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;N2510;17.23;
HAD_P;2024;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;N2710;0.4;
HAD_P;2024;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;N3120;1;
HAD_P;2024;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;N9999;46.9;
HAD_P;2024;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;NCOOR;3;
HAD_P;2024;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;NLIAI;0.95;
HAD_P;2024;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;M3050;0.5;
HAD_P;2024;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;M9999;0.9;
HAD_P;2024;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;MCOOR;0.4;
HAD_P;2024;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;N2120;0.76;
HAD_P;2024;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;N2210;17.72;
HAD_P;2024;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;N2510;10.18;
HAD_P;2024;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;N2710;0.4;
HAD_P;2024;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;N3120;0.8;
HAD_P;2024;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;N9999;32.66;
HAD_P;2024;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;NCOOR;2.8;
HAD_P;2024;590035838;HAD SAMBRE AVESNOIS;590000485;M3050;0.32;
HAD_P;2024;590035838;HAD SAMBRE AVESNOIS;590000485;M9999;1.32;
HAD_P;2024;590035838;HAD SAMBRE AVESNOIS;590000485;MCOOR;1;
HAD_P;2024;590035838;HAD SAMBRE AVESNOIS;590000485;N2210;4.34;20
HAD_P;2024;590035838;HAD SAMBRE AVESNOIS;590000485;N2410;;1
HAD_P;2024;590035838;HAD SAMBRE AVESNOIS;590000485;N2510;9.49;
HAD_P;2024;590035838;HAD SAMBRE AVESNOIS;590000485;N2710;0.37;
HAD_P;2024;590035838;HAD SAMBRE AVESNOIS;590000485;N3120;0.5;
HAD_P;2024;590035838;HAD SAMBRE AVESNOIS;590000485;N9999;20.27;21
HAD_P;2024;590035838;HAD SAMBRE AVESNOIS;590000485;NAUT;3.1;
HAD_P;2024;590035838;HAD SAMBRE AVESNOIS;590000485;NCOOR;2.47;
HAD_P;2024;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;M3050;0.5;
HAD_P;2024;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;M9999;2.04;
HAD_P;2024;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;MCOOR;1.54;
HAD_P;2024;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;N2120;1;
HAD_P;2024;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;N2210;29.89;
HAD_P;2024;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;N2510;20.91;
HAD_P;2024;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;N2710;0.5;
HAD_P;2024;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;N3120;0.99;
HAD_P;2024;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;N9999;59.18;
HAD_P;2024;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;NCOOR;4;
HAD_P;2024;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;NLIAI;1.89;
HAD_P;2024;590045407;HAD CHU LILLE;590780193;M9999;1.45;
HAD_P;2024;590045407;HAD CHU LILLE;590780193;MCOOR;1.45;
HAD_P;2024;590045407;HAD CHU LILLE;590780193;N2120;1.27;
HAD_P;2024;590045407;HAD CHU LILLE;590780193;N2210;20.41;
HAD_P;2024;590045407;HAD CHU LILLE;590780193;N2460;2.15;
HAD_P;2024;590045407;HAD CHU LILLE;590780193;N2510;6.58;
HAD_P;2024;590045407;HAD CHU LILLE;590780193;N2710;0.6;
HAD_P;2024;590045407;HAD CHU LILLE;590780193;N9999;47.86;
HAD_P;2024;590045407;HAD CHU LILLE;590780193;NAUT;16.85;
HAD_P;2024;590048476;GCS GHICL HAD SYNERGIE RÉÉDUC-RÉADAPTA;590051801;M9999;2;
HAD_P;2024;590048476;GCS GHICL HAD SYNERGIE RÉÉDUC-RÉADAPTA;590051801;MCOOR;2;
HAD_P;2024;590048476;GCS GHICL HAD SYNERGIE RÉÉDUC-RÉADAPTA;590051801;N2120;2.03;
HAD_P;2024;590048476;GCS GHICL HAD SYNERGIE RÉÉDUC-RÉADAPTA;590051801;N2210;26.77;
HAD_P;2024;590048476;GCS GHICL HAD SYNERGIE RÉÉDUC-RÉADAPTA;590051801;N2410;0.48;
HAD_P;2024;590048476;GCS GHICL HAD SYNERGIE RÉÉDUC-RÉADAPTA;590051801;N2460;1.05;
HAD_P;2024;590048476;GCS GHICL HAD SYNERGIE RÉÉDUC-RÉADAPTA;590051801;N2510;6.23;
HAD_P;2024;590048476;GCS GHICL HAD SYNERGIE RÉÉDUC-RÉADAPTA;590051801;N2710;0.42;
HAD_P;2024;590048476;GCS GHICL HAD SYNERGIE RÉÉDUC-RÉADAPTA;590051801;N3120;0.8;
HAD_P;2024;590048476;GCS GHICL HAD SYNERGIE RÉÉDUC-RÉADAPTA;590051801;N9999;37.78;
HAD_P;2024;590812509;SANTELYS HAD LILLE METROPOLE;590799995;M3050;1;
HAD_P;2024;590812509;SANTELYS HAD LILLE METROPOLE;590799995;M9999;6.8;
HAD_P;2024;590812509;SANTELYS HAD LILLE METROPOLE;590799995;MCOOR;5.8;
HAD_P;2024;590812509;SANTELYS HAD LILLE METROPOLE;590799995;N2120;10;
HAD_P;2024;590812509;SANTELYS HAD LILLE METROPOLE;590799995;N2210;70.4;135
HAD_P;2024;590812509;SANTELYS HAD LILLE METROPOLE;590799995;N2410;2;78
HAD_P;2024;590812509;SANTELYS HAD LILLE METROPOLE;590799995;N2510;33.2;
HAD_P;2024;590812509;SANTELYS HAD LILLE METROPOLE;590799995;N2710;1.5;
HAD_P;2024;590812509;SANTELYS HAD LILLE METROPOLE;590799995;N3120;2.5;
HAD_P;2024;590812509;SANTELYS HAD LILLE METROPOLE;590799995;N9999;150.9;213
HAD_P;2024;590812509;SANTELYS HAD LILLE METROPOLE;590799995;NAUT;2.3;
HAD_P;2024;590812509;SANTELYS HAD LILLE METROPOLE;590799995;NCOOR;29;
HAD_P;2024;600000194;CH BEAUVAIS;600100713;M9999;1.83;
HAD_P;2024;600000194;CH BEAUVAIS;600100713;MAUT;1.83;
HAD_P;2024;600000194;CH BEAUVAIS;600100713;N2120;0.9;
HAD_P;2024;600000194;CH BEAUVAIS;600100713;N2210;9.66;
HAD_P;2024;600000194;CH BEAUVAIS;600100713;N2450;0.1;
HAD_P;2024;600000194;CH BEAUVAIS;600100713;N2510;8.8;
HAD_P;2024;600000194;CH BEAUVAIS;600100713;N2710;0.5;
HAD_P;2024;600000194;CH BEAUVAIS;600100713;N9999;22.31;
HAD_P;2024;600000194;CH BEAUVAIS;600100713;NAUT;2.35;
HAD_P;2024;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;M3050;0.8;
HAD_P;2024;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;M9999;3.5;
HAD_P;2024;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;MCOOR;2.2;
HAD_P;2024;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;N2120;1;
HAD_P;2024;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;N2210;9;
HAD_P;2024;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;N2410;1;
HAD_P;2024;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;N2460;1;
HAD_P;2024;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;N2510;16.3;
HAD_P;2024;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;N2710;1;
HAD_P;2024;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;N2800;0.5;
HAD_P;2024;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;N3120;1;
HAD_P;2024;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;N9999;65.73;
HAD_P;2024;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;NAUT;28.43;
HAD_P;2024;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;NCOOR;7;
HAD_P;2024;600010102;HAD CHICN COMPIÈGNE;600100721;M9999;0.64;
HAD_P;2024;600010102;HAD CHICN COMPIÈGNE;600100721;MAUT;0.64;
HAD_P;2024;600010102;HAD CHICN COMPIÈGNE;600100721;N2120;1;
HAD_P;2024;600010102;HAD CHICN COMPIÈGNE;600100721;N2210;10.36;
HAD_P;2024;600010102;HAD CHICN COMPIÈGNE;600100721;N2510;9.17;
HAD_P;2024;600010102;HAD CHICN COMPIÈGNE;600100721;N9999;20.7;
HAD_P;2024;600010102;HAD CHICN COMPIÈGNE;600100721;NAUT;0.17;
HAD_P;2024;610004269;HAD ARGENTAN;610787038;M9999;0.25;
HAD_P;2024;610004269;HAD ARGENTAN;610787038;MCOOR;0.25;
HAD_P;2024;610004269;HAD ARGENTAN;610787038;N2210;2.8;31
HAD_P;2024;610004269;HAD ARGENTAN;610787038;N2510;6.73;
HAD_P;2024;610004269;HAD ARGENTAN;610787038;N3120;0.2;
HAD_P;2024;610004269;HAD ARGENTAN;610787038;N9999;10.98;31
HAD_P;2024;610004269;HAD ARGENTAN;610787038;NCOOR;1.25;
HAD_P;2024;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;M9999;0.29;
HAD_P;2024;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;MCOOR;0.29;
HAD_P;2024;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;N2120;0.8;
HAD_P;2024;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;N2210;0;15
HAD_P;2024;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;N2460;0.31;0
HAD_P;2024;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;N2510;7.16;
HAD_P;2024;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;N2710;0;1
HAD_P;2024;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;N3120;0.6;
HAD_P;2024;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;N9999;11.87;16
HAD_P;2024;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;NAUT;0.1;0
HAD_P;2024;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;NCOOR;2.9;
HAD_P;2024;610006256;HAD ORNE-EST;610006769;M9999;0.26;
HAD_P;2024;610006256;HAD ORNE-EST;610006769;MCOOR;0.26;
HAD_P;2024;610006256;HAD ORNE-EST;610006769;N2120;2.87;
HAD_P;2024;610006256;HAD ORNE-EST;610006769;N2510;6.7;
HAD_P;2024;610006256;HAD ORNE-EST;610006769;N2710;0.13;
HAD_P;2024;610006256;HAD ORNE-EST;610006769;N3120;0.44;
HAD_P;2024;610006256;HAD ORNE-EST;610006769;N9999;10.14;
HAD_P;2024;610006777;HAD ORNE EST SITE DE L'AIGLE;610006769;M9999;0.08;
HAD_P;2024;610006777;HAD ORNE EST SITE DE L'AIGLE;610006769;MCOOR;0.08;
HAD_P;2024;610006777;HAD ORNE EST SITE DE L'AIGLE;610006769;N2120;1;
HAD_P;2024;610006777;HAD ORNE EST SITE DE L'AIGLE;610006769;N2510;3.3;
HAD_P;2024;610006777;HAD ORNE EST SITE DE L'AIGLE;610006769;N2710;0.06;
HAD_P;2024;610006777;HAD ORNE EST SITE DE L'AIGLE;610006769;N3120;0.2;
HAD_P;2024;610006777;HAD ORNE EST SITE DE L'AIGLE;610006769;N9999;5.37;
HAD_P;2024;610006777;HAD ORNE EST SITE DE L'AIGLE;610006769;NAUT;0.81;
HAD_P;2024;610007155;HAD ALENCON SITE FERTE MACE;610787285;M9999;0.2;
HAD_P;2024;610007155;HAD ALENCON SITE FERTE MACE;610787285;MCOOR;0.2;
HAD_P;2024;610007155;HAD ALENCON SITE FERTE MACE;610787285;N2120;0.2;
HAD_P;2024;610007155;HAD ALENCON SITE FERTE MACE;610787285;N2510;1.99;
HAD_P;2024;610007155;HAD ALENCON SITE FERTE MACE;610787285;N3120;0.1;
HAD_P;2024;610007155;HAD ALENCON SITE FERTE MACE;610787285;N9999;4.04;
HAD_P;2024;610007155;HAD ALENCON SITE FERTE MACE;610787285;NAUT;0.75;
HAD_P;2024;610007155;HAD ALENCON SITE FERTE MACE;610787285;NCOOR;1;
HAD_P;2024;610007312;HAD DU CH DE VIRE - SITE DE FLERS;140000159;M9999;0.2;
HAD_P;2024;610007312;HAD DU CH DE VIRE - SITE DE FLERS;140000159;MCOOR;0.2;
HAD_P;2024;610007312;HAD DU CH DE VIRE - SITE DE FLERS;140000159;N2120;0.3;
HAD_P;2024;610007312;HAD DU CH DE VIRE - SITE DE FLERS;140000159;N2210;4.36;
HAD_P;2024;610007312;HAD DU CH DE VIRE - SITE DE FLERS;140000159;N2510;3;
HAD_P;2024;610007312;HAD DU CH DE VIRE - SITE DE FLERS;140000159;N9999;8.46;
HAD_P;2024;610007312;HAD DU CH DE VIRE - SITE DE FLERS;140000159;NAUT;0.2;
HAD_P;2024;610007312;HAD DU CH DE VIRE - SITE DE FLERS;140000159;NCOOR;0.6;
HAD_P;2024;620010348;HAD CALAIS - SAINT OMER;590024469;M3050;0.5;
HAD_P;2024;620010348;HAD CALAIS - SAINT OMER;590024469;M9999;1.7;
HAD_P;2024;620010348;HAD CALAIS - SAINT OMER;590024469;MCOOR;1.2;
HAD_P;2024;620010348;HAD CALAIS - SAINT OMER;590024469;N2120;2;
HAD_P;2024;620010348;HAD CALAIS - SAINT OMER;590024469;N2210;30.93;
HAD_P;2024;620010348;HAD CALAIS - SAINT OMER;590024469;N2510;24.81;
HAD_P;2024;620010348;HAD CALAIS - SAINT OMER;590024469;N2710;0.64;
HAD_P;2024;620010348;HAD CALAIS - SAINT OMER;590024469;N3120;1.8;
HAD_P;2024;620010348;HAD CALAIS - SAINT OMER;590024469;N9999;65.9;
HAD_P;2024;620010348;HAD CALAIS - SAINT OMER;590024469;NCOOR;4;
HAD_P;2024;620010348;HAD CALAIS - SAINT OMER;590024469;NLIAI;1.72;
HAD_P;2024;620010389;SANTELYS HAD ARTOIS ET TERNOIS;590799995;M3050;0.5;
HAD_P;2024;620010389;SANTELYS HAD ARTOIS ET TERNOIS;590799995;M9999;3.05;
HAD_P;2024;620010389;SANTELYS HAD ARTOIS ET TERNOIS;590799995;MCOOR;2.55;
HAD_P;2024;620010389;SANTELYS HAD ARTOIS ET TERNOIS;590799995;N2120;5.8;
HAD_P;2024;620010389;SANTELYS HAD ARTOIS ET TERNOIS;590799995;N2210;41.5;120
HAD_P;2024;620010389;SANTELYS HAD ARTOIS ET TERNOIS;590799995;N2410;;42
HAD_P;2024;620010389;SANTELYS HAD ARTOIS ET TERNOIS;590799995;N2450;;1
HAD_P;2024;620010389;SANTELYS HAD ARTOIS ET TERNOIS;590799995;N2510;19.2;
HAD_P;2024;620010389;SANTELYS HAD ARTOIS ET TERNOIS;590799995;N2710;0.8;
HAD_P;2024;620010389;SANTELYS HAD ARTOIS ET TERNOIS;590799995;N3120;1.8;
HAD_P;2024;620010389;SANTELYS HAD ARTOIS ET TERNOIS;590799995;N9999;89.9;163
HAD_P;2024;620010389;SANTELYS HAD ARTOIS ET TERNOIS;590799995;NCOOR;18.8;
HAD_P;2024;620010389;SANTELYS HAD ARTOIS ET TERNOIS;590799995;NLIAI;2;
HAD_P;2024;620013649;HAD DU LITTORAL BOULOGNE MONTREUIL;620013599;M3050;1;
HAD_P;2024;620013649;HAD DU LITTORAL BOULOGNE MONTREUIL;620013599;M9999;2.88;
HAD_P;2024;620013649;HAD DU LITTORAL BOULOGNE MONTREUIL;620013599;MCOOR;1.88;
HAD_P;2024;620013649;HAD DU LITTORAL BOULOGNE MONTREUIL;620013599;N2120;1;
HAD_P;2024;620013649;HAD DU LITTORAL BOULOGNE MONTREUIL;620013599;N2210;23.64;
HAD_P;2024;620013649;HAD DU LITTORAL BOULOGNE MONTREUIL;620013599;N2510;21.83;
HAD_P;2024;620013649;HAD DU LITTORAL BOULOGNE MONTREUIL;620013599;N2710;0.99;
HAD_P;2024;620013649;HAD DU LITTORAL BOULOGNE MONTREUIL;620013599;N3120;1.75;
HAD_P;2024;620013649;HAD DU LITTORAL BOULOGNE MONTREUIL;620013599;N9999;69.48;
HAD_P;2024;620013649;HAD DU LITTORAL BOULOGNE MONTREUIL;620013599;NAUT;13.53;
HAD_P;2024;620013649;HAD DU LITTORAL BOULOGNE MONTREUIL;620013599;NCOOR;5.74;
HAD_P;2024;620013649;HAD DU LITTORAL BOULOGNE MONTREUIL;620013599;NLIAI;1;
HAD_P;2024;620105981;HOPITAL A DOMICILE REGION DE LENS;620000968;M3050;2;
HAD_P;2024;620105981;HOPITAL A DOMICILE REGION DE LENS;620000968;M9999;5.9;
HAD_P;2024;620105981;HOPITAL A DOMICILE REGION DE LENS;620000968;MCOOR;3.9;
HAD_P;2024;620105981;HOPITAL A DOMICILE REGION DE LENS;620000968;N2120;1;
HAD_P;2024;620105981;HOPITAL A DOMICILE REGION DE LENS;620000968;N2210;38.7;
HAD_P;2024;620105981;HOPITAL A DOMICILE REGION DE LENS;620000968;N2450;1.5;
HAD_P;2024;620105981;HOPITAL A DOMICILE REGION DE LENS;620000968;N2510;57.93;
HAD_P;2024;620105981;HOPITAL A DOMICILE REGION DE LENS;620000968;N2710;0.73;
HAD_P;2024;620105981;HOPITAL A DOMICILE REGION DE LENS;620000968;N3120;4;
HAD_P;2024;620105981;HOPITAL A DOMICILE REGION DE LENS;620000968;N9999;133.44;
HAD_P;2024;620105981;HOPITAL A DOMICILE REGION DE LENS;620000968;NAUT;7.58;
HAD_P;2024;620105981;HOPITAL A DOMICILE REGION DE LENS;620000968;NCOOR;17;
HAD_P;2024;620105981;HOPITAL A DOMICILE REGION DE LENS;620000968;NLIAI;5;
HAD_P;2024;630008118;HAD CLERMONT-FERRAND;630011153;M3050;1;1
HAD_P;2024;630008118;HAD CLERMONT-FERRAND;630011153;M9999;4.2;27
HAD_P;2024;630008118;HAD CLERMONT-FERRAND;630011153;MAUT;0.2;0
HAD_P;2024;630008118;HAD CLERMONT-FERRAND;630011153;MCOOR;2;25
HAD_P;2024;630008118;HAD CLERMONT-FERRAND;630011153;N2120;1;
HAD_P;2024;630008118;HAD CLERMONT-FERRAND;630011153;N2210;11;35
HAD_P;2024;630008118;HAD CLERMONT-FERRAND;630011153;N2410;1;8
HAD_P;2024;630008118;HAD CLERMONT-FERRAND;630011153;N2460;0.6;1
HAD_P;2024;630008118;HAD CLERMONT-FERRAND;630011153;N2510;5;
HAD_P;2024;630008118;HAD CLERMONT-FERRAND;630011153;N2710;0.48;
HAD_P;2024;630008118;HAD CLERMONT-FERRAND;630011153;N2800;1;1
HAD_P;2024;630008118;HAD CLERMONT-FERRAND;630011153;N3120;1;
HAD_P;2024;630008118;HAD CLERMONT-FERRAND;630011153;N9999;31.08;44
HAD_P;2024;630008118;HAD CLERMONT-FERRAND;630011153;NAUT;5;
HAD_P;2024;630008118;HAD CLERMONT-FERRAND;630011153;NCOOR;5;
HAD_P;2024;630008118;HAD CLERMONT-FERRAND;630011153;NLIAI;1;
HAD_P;2024;630010296;HAD 63 - SERVICE HAD;630001188;M3050;2.04;0
HAD_P;2024;630010296;HAD 63 - SERVICE HAD;630001188;M9999;5.37;0
HAD_P;2024;630010296;HAD 63 - SERVICE HAD;630001188;MCOOR;3.33;0
HAD_P;2024;630010296;HAD 63 - SERVICE HAD;630001188;N2120;2.79;
HAD_P;2024;630010296;HAD 63 - SERVICE HAD;630001188;N2210;12.52;
HAD_P;2024;630010296;HAD 63 - SERVICE HAD;630001188;N2410;3.49;
HAD_P;2024;630010296;HAD 63 - SERVICE HAD;630001188;N2450;0.12;
HAD_P;2024;630010296;HAD 63 - SERVICE HAD;630001188;N2460;1.14;
