BOR;AN;FI;RS;FI_EJ;DIM_A1;DIM_A2;DIM_A3;DIM_A4;DIM_A5;DIM_A6;DIM_A7;DIM_A8;DIM_A9;DIM_A10;DIM_A11;DIM_A12;DIM_A13;DIM_A14;DIM_A15;DIM_A16;DIM_A17;DIM_A26;DIM_A27;DIM_A18;DIM_A19;DIM_A20;DIM_A28;DIM_A29;DIM_A30;DIM_A21;DIM_A22;DIM_A23;DIM_A24;DIM_A31;DIM_A25;DIM_A32
INFOMED;2024;590008041;POLYCLINIQUE VAUBAN;590008033;;1;;;;;;;1;;;;0;0;0;0;0;0;0;0;;;;;;;0;;1.24;;0.13;
INFOMED;2024;590016408;CLINIQUE LAUTREAMONT;920030269;;;;;;;;;;;1;;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;920030269;0.3;;0.1;
INFOMED;2024;590025128;HAD DU HAINAUT;620001834;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;;0;;0.1;
INFOMED;2024;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;;;;0;0;1;;;;;;;0;0;0;0;1;0;0;0;;;;;;0;;;0.31;0.31;0;
INFOMED;2024;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;;;;0;0;1;;;;;;;0;0;0;0;1;0;0;0;;;;;;0;0;;0.31;0.31;0;
INFOMED;2024;590034732;CRF LA ROUGEVILLE;590000675;;;;;;;;1;;;;;0;0;0;0;0;;;1;1;0;0;0;0;0;0;;0.17;;;
INFOMED;2024;590040267;SSR MONTS DE FLANDRE EPSM FLANDRES;590782678;;;;;;;1;0;0;;;;;;;;;;;1;1;1;0;1;;;1;;;;;
INFOMED;2024;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;;;;0;0;1;;;;;;;0;0;0;0;1;0;0;0;;;;;;0;0;;0.31;0.31;0;
INFOMED;2024;590044665;CLINIQUE FSEF VILLENEUVE D'ASCQ;750720575;;;;;;;;;;;1;;0;0;0;0;0;0;0;0;0;0;;;;0;0;;;;;
INFOMED;2024;590045407;HAD CHU LILLE;590780193;0;0;1;1;0;0;;;;;;;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;;;;;
INFOMED;2024;590049565;MAISON MEDICALE JEAN XXIII;780020715;;;1;0;0;0;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;;0;0;0;;0.1;;0.3;
INFOMED;2024;590052056;GCS GHICL CLINIQUE STE MARIE;590051801;0;0;1;;;;;;;;;;0;0;0;0;0;1;1;0;;;;;;0;1;590780284;2;;0.1;
INFOMED;2024;590053955;SAS HPM NORD;590053955;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;;;;1;0;;0.8;0.8;0.1;0.1
INFOMED;2024;590056479;CLINIQUE DE L'EPINOY;920039708;;;;;;;;;;;1;;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;920030269;0.3;;0.1;
INFOMED;2024;590067047;CENTRE PSYPRO LILLE;690051461;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.2;;;
INFOMED;2024;590780060;INSTITUT OPHTALMIQUE;590000022;;;1;;;;;;1;;;;0;0;0;0;0;;;0;0;;;;;0;0;;1.3;;0.1;
INFOMED;2024;590780094;CENTRE LEONARD DE VINCI;590000055;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;;1;1;;
INFOMED;2024;590780128;CRF HELENE BOREL;590000063;;;;;;;;;1;;;;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;;0.1;0;0.2;0
INFOMED;2024;590780250;CLINIQUE LILLE SUD;590053955;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;1;0;;1.5;1.5;0.1;0.1
INFOMED;2024;590780268;HOPITAL PRIVÉ LE BOIS;590053955;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;1;0;;3.6;3.6;0.1;0.1
INFOMED;2024;590780284;GCS GHICL HÔPITAL ST PHILIBERT;590051801;1;;;;;;1;;;;;;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;;5.16;;1.4;
INFOMED;2024;590780342;CLINIQUE AMBROISE PARE;590053955;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;1;0;;0.2;0.2;0.1;0.1
INFOMED;2024;590780383;HOPITAL PRIVE LA LOUVIERE;590000204;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;;;1;0;;3.4;3.4;0.1;0.1
INFOMED;2024;590781571;CLINIQUE DU CAMBRESIS;590000402;0;0;1;;;;;;;;;;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;;0.7;;0.1;
INFOMED;2024;590781951;CLINIQUE DU SPORT ET D'ORTHOPEDIE;590053955;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;;;1;0;;0.8;0.8;0.1;0.1
INFOMED;2024;590782256;NOUVELLE CLINIQUE DES DENTELLIERES;590000659;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
INFOMED;2024;590782280;CLINIQUE SAINT-ROCH;590004552;;;;;;;;;1;;;;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;;0.5;0.5;0.1;0.1
INFOMED;2024;590782298;POLYCLINIQUE DU PARC;590000675;0;0;1;;;;0;0;1;;;;0;0;0;0;0;;;1;1;0;0;0;0;0;0;;0.97;;;
INFOMED;2024;590782546;SAS CLINIQUE LES PEUPLIERS;590000733;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;1;1;1;1;1;0;1;0;;1;1;0.1;0.1
INFOMED;2024;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;1;0;;2;2;0.1;0.1
INFOMED;2024;590782611;SSR PEDIATRIQUE MARC SAUTELET;750719239;;;;;;;1;;;;;;1;1;1;1;1;0;0;0;0;0;1;0;0;1;0;;;;;
INFOMED;2024;590783171;CENTRE DE SSR LES ABEILLES;930019484;;;;;;;;1;;;;;0;0;1;1;1;0;0;1;1;1;1;1;1;0;0;;0.5;0.5;0;0
INFOMED;2024;590783189;UNITE GERONTOLOGIE ET SOINS DE SUITE;590004552;;;;;;;;;1;;;;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;;0.48;0.48;0.2;0.2
INFOMED;2024;590784484;NEPHROCARE MAUBEUGE;590001467;;;1;;;;;;;;;;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;690780499;0;0;0.06;
INFOMED;2024;590784864;HOP CALMETTE CHU LILLE;590780193;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;;;;;
INFOMED;2024;590784898;HÔPITAL SWYNGHEDAUW CHU LILLE;590780193;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;;;;;
INFOMED;2024;590785341;HOPITAL DE JOUR DE LA M.G.E.N.;750005068;;;;;;;;;;;;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;;0.15;;0.05;
INFOMED;2024;590785374;CLINIQUE TEISSIER;620001834;0;0;1;0;1;0;0;0;1;;;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;1;;0.1;0.1
INFOMED;2024;590785424;CENTRE L'ADAPT DE CAMBRAI;930019484;;;;;;;0;0;1;;;;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;;0.5;0.5;0.1;0.1
INFOMED;2024;590786984;SSR FILIERIS ESCAUDAIN BOIS DE LA LOGE;750050759;;;;;;;;;1;;;;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;;0.39;;0.09;
INFOMED;2024;590787586;INSTITUT COEUR POUMON CHU LILLE;590780193;0;0;1;;;;1;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;;;;;
INFOMED;2024;590788964;SARL CLINIQUE DU PARC;590001756;1;;;;;;;;;;;;1;1;1;1;0;;;0;0;0;0;0;0;0;0;;1;1;0;0
INFOMED;2024;590790473;SSR FILIERIS LALLAING PLAINE DE SCARPE;750050759;;;;;;;0;1;0;;;;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;;0.79;;0.09;
INFOMED;2024;590790655;SAINT ROCH CHIRURGIE;440052041;0;1;0;;;;;;;;;;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;;1;;0.14;
INFOMED;2024;590791091;CSPA LES BATELIERS CHU LILLE;590780193;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;;;;;
INFOMED;2024;590791653;USN FONTAN - LINQUETTE CHR LILLE;590780193;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;;;;;
INFOMED;2024;590796975;HÔPITAL SALENGRO CHU LILLE;590780193;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;;60.5;49.6;7;0
INFOMED;2024;590797346;SSR FILIERIS FRESNES JARDINS DU TEMPS;750050759;;;;;;;;;1;;;;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;;0.32;;0.06;
INFOMED;2024;590797353;GCS GHICL HOPITAL SAINT VINCENT -;590051801;1;;;;;;1;;;1;;;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;;2.07;;1.4;
INFOMED;2024;590797387;CRF L'ESPOIR DE LILLE HELLEMMES;590805628;;;;;;;1;;;;;;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;;2.01;;0.72;
INFOMED;2024;590801106;HOPITAL VICTOR PROVO;590782421;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;;;;;;;0;;9;9;1.6;1.6
INFOMED;2024;590804696;CENTRE HOSPITALIER DE TOURCOING;590781902;;;1;;;;;;1;;;;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;4.94;;1.68;
INFOMED;2024;590806360;CLINIQUE DE LA MITTERIE;590003596;;;1;;;;;;1;;;;0;0;0;0;0;1;1;1;1;1;1;;1;1;1;590782546;1.5;;;
INFOMED;2024;590809703;CLINIQUE SAINT-ROCH;590004552;;;;;;;;;1;;;;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;;1.17;1.17;0.3;0.3
INFOMED;2024;590810784;CLINIQUE ST-ROCH CONVALESCENCE;440052041;0;1;0;0;0;;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;;1.4;;0.14;
INFOMED;2024;590811279;HOP CLAUDE HURIEZ CHU LILLE;590780193;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;;;;;
INFOMED;2024;590813176;CLINIQUE DES HETRES;590005278;;1;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.5;0.5;0.17;0.09
INFOMED;2024;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;
INFOMED;2024;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;;;1;;;1;;;1;;;;1;1;1;1;1;0;0;1;1;1;0;0;0;0;0;;1.25;;0;0
INFOMED;2024;590815056;CLINIQUE DE FLANDRE;590005492;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;1;1;;
INFOMED;2024;590816310;CLINIQUE SAINT AME;590000048;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1.21;0;0.16;0
INFOMED;2024;590816427;CLINIQUE DES HAUTS-DE-FRANCE;920030962;;;;;;;;;;;1;;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;920030269;0.3;;0.1;
INFOMED;2024;590817458;CLINIQUE DE LA VICTOIRE;590053955;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;1;0;;1;1;0.1;0.1
INFOMED;2024;590817839;CLINIQUE DU VAL DE LYS;590053955;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;;;1;0;;0.8;0.8;0.1;0.1
INFOMED;2024;600000012;CHI EPSM DE L'OISE - SITE DE CLERMONT;600100028;;;;;;;;;;1;1;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;0;;3.13;;1;
INFOMED;2024;600000020;HL CRÉPY-EN-VALOIS;600100085;;;;;;;;;1;;;;1;0;0;1;1;;;1;1;0;0;0;0;0;1;600100721;0.01;0;0.01;0.01
INFOMED;2024;600000046;CH PONT-SAINTE-MAXENCE;600100127;;;;;;;;;1;;;;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;;0.2;;0.5;
INFOMED;2024;600000053;CH GHPSO SENLIS;600101984;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1.8;1.8;1;1
INFOMED;2024;600000152;CH CHAUMONT-EN-VEXIN;600100572;0;0;1;0;0;0;0;0;1;;;;0;0;0;0;0;0;0;0;;;;;;0;1;600100713;0.4;0;0;0
INFOMED;2024;600000186;CH CLERMONT;600100648;0;0;1;;;;0;0;1;;;;0;0;0;0;1;0;0;0;;;;;;0;1;600000194;0.65;;0.1;
INFOMED;2024;600000194;CH BEAUVAIS;600100713;0;0;1;1;0;0;0;1;0;;;;0;0;0;0;0;;;;;;;;;0;;;6.61;;0.63;
INFOMED;2024;600000467;CH GHPSO CREIL;600101984;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3.8;3.8;1;1
INFOMED;2024;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;;;;;1;;;;;;;;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;;0;0;0.2;0
INFOMED;2024;600010862;SAS CENTRE CHIRURGICAL DE CHANTILLY;600010854;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;;1;;0;
INFOMED;2024;600013981;SSR MONCHY ST ÉLOI;750720609;;;;;;;;1;;;;;0;0;1;1;1;0;0;0;;;;;;0;0;;0.5;;;
INFOMED;2024;600013999;CENTRE CHIRURGICAL;600008635;;;1;;;;;;;;;;1;1;1;1;1;;;0;;;;;;;0;;0.2;;0.1;
INFOMED;2024;600100101;CH AP-HP LIANCOURT;750712184;;;1;;;;;1;;;;;0;0;0;0;0;;;1;1;1;0;0;0;0;0;;0.4;0.4;0.3;0.3
INFOMED;2024;600100168;CENTRE MÉDICO-CHIRURGICAL DES JOCKEYS;600106629;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;;1;;;
INFOMED;2024;600100184;CLINIQUE DU VALOIS;920033198;;1;;;;;;1;;;;;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;920030269;0.3;;0.1;
INFOMED;2024;600100275;LE CHATEAU DU TILLET;750034589;0;0;0;0;0;;0;1;0;0;0;0;1;0;1;1;1;0;0;1;1;1;0;0;0;1;0;;0.5;0.5;0.1;0.1
INFOMED;2024;600100283;CLINIQUE DE RÉÉDUCATION A DE ROTHSCHIL;750710428;;;;;;;0;1;0;;;;1;0;0;1;1;0;0;1;0;1;0;0;0;0;0;;0.75;;0.1;
INFOMED;2024;600100671;SSR BTP SAINT-OMER-EN-CHAUSSÉE;750034589;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;0;0;0.05;0
INFOMED;2024;600100754;POLYCLINIQUE SAINT CÔME;600000228;0;0;1;;;;0;0;1;;;;0;0;0;0;0;0;0;;0;0;0;0;0;1;0;;4;4;1;1
INFOMED;2024;600100796;CTRE RÉÉDUC & RÉADAPT FONCTIONELLE;750720609;;;;;;;;;1;;;;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;;0.4;;;
INFOMED;2024;600100861;SSR LNA BRETEUIL;440052041;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;1;0;;2.24;;0.2;
INFOMED;2024;600101679;SSR UGECAM BEAUVAIS;590039863;;;;;;;;1;;;;;0;0;0;0;0;0;0;0;;;;;;1;0;;1;;0.35;
INFOMED;2024;600101687;PAVILLON DE LA CHAUSSÉE;600106561;;;;;;;;1;;;;;0;0;1;1;1;0;0;0;1;1;0;0;0;0;0;;0.18;;0.05;
INFOMED;2024;600101943;CTRE PRÉVENTION RÉADAPTATION CARDIO.;750720609;;;;;;;;1;;;;;0;0;1;1;1;0;0;0;;;1;;;1;0;;1;;;
INFOMED;2024;600107049;ASSOCIATION LA NOUVELLE FORGE;600107049;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;;1;0.6;0.6;0.6
INFOMED;2024;600110175;CLINIQUE DU PARC SAINT-LAZARE;600001234;;1;1;;;;;;;;;;1;0;1;1;1;0;0;0;;;;;;1;0;;1;;;
INFOMED;2024;600111124;SSR CONDÉ CHANTILLY;600106611;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;;0.2;;0.1;0
INFOMED;2024;600113476;CH CHICN COMPIÈGNE;600100721;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;0;1;600100085;7.91;;0.9;
INFOMED;2024;610000028;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610780025;0;0;0;0;0;0;0;0;0;0;;1;0;0;0;0;0;0;0;0;0;;0;1;1;0;0;;0.8;;0;0
INFOMED;2024;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;0;1;0;;;;0;1;0;;;;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;;2;;0.2;
INFOMED;2024;610000051;CHICAM - SITE ALENCON;610780082;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;;4.91;4;2.45;1.94
INFOMED;2024;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;0;0;1;0;0;;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;0;1;1;1;1;1;140000118;1.45;1.45;0.6;0.6
INFOMED;2024;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;0;0;1;;;;0;0;1;;;;0;0;0;0;0;1;0;1;0;0;;1;1;0;0;;0.88;0.88;0.1;0.1
INFOMED;2024;610000085;CH BELLEME;610780132;;;;;;;;1;;;;;0;0;1;0;1;0;0;0;;;;;;1;1;610780082;0.6;0.2;0.01;0.01
INFOMED;2024;610000093;CENTRE HOSPITALIER - SEES;610780140;0;0;1;;;;0;0;1;;;;0;0;0;0;0;1;1;1;0;1;1;1;0;0;0;;0.5;0.5;;
INFOMED;2024;610000101;CH - VIMOUTIERS;610780157;;;;;;;;;1;;;;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0
INFOMED;2024;610000119;CH JACQUES MONOD - FLERS;610780165;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;3;3;0.6;0
INFOMED;2024;610004269;HAD ARGENTAN;610787038;;;;0;0;1;;;;;;;0;0;0;0;0;0;0;0;;;;;;;0;;0.1;0.1;0.1;0.1
INFOMED;2024;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;;;;;1;;;;;;;;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;;0.04;;;0.08
INFOMED;2024;610006256;HAD ORNE-EST;610006769;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;;0.2;0;0.02;0
INFOMED;2024;610006421;CLINIQUE D'ALENCON;610006413;;;1;;;;;;1;;1;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0;;2;;0.2;
INFOMED;2024;610006777;HAD ORNE EST SITE DE L'AIGLE;610006769;;;;;;1;;;;;;;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;;0.2;0.2;0.02;0.02
INFOMED;2024;610007155;HAD ALENCON SITE FERTE MACE;610787285;;;;;1;;;;;;;;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;;0.04;;0.08;0.08
INFOMED;2024;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;;;;;;0;1;610780165;3;;0.4;
INFOMED;2024;610780371;CSMR LE PARC;760025734;;;;;;;;;1;;;;0;0;0;1;0;1;1;0;;;;;;0;0;;0.7;0.7;0.07;0.07
INFOMED;2024;610780389;CMPR LA CLAIRIERE FLERS;610787764;;;;;;;;1;;;;;0;0;0;1;1;1;1;1;0;1;1;0;0;0;0;;0.4;0.4;0.1;0.1
INFOMED;2024;610784423;CMPR DE BAGNOLES DE L'ORNE;610787285;;;;;;;1;;;;;;0;0;1;1;1;0;1;1;1;1;;;;0;0;;1;;0.1;
INFOMED;2024;620000026;ETAB HOPALE CTRE CALOT/HELIO;620003814;0;0;1;;;;0;0;1;;;;1;1;0;0;0;0;0;1;0;1;0;1;1;0;0;;8;8;1;1
INFOMED;2024;620000034;CH ARRAS;620100057;1;;;;;;1;;;1;;;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;;5.77;;0.5;0.5
INFOMED;2024;620000059;CH BAPAUME;620100073;;;;;;;1;;;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.23;0.23;0.25;0.25
INFOMED;2024;620000067;CENTRE HOSPITALIER DU TERNOIS;620100081;;;;;;;1;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;0.2;0.2;0.25;0.25
INFOMED;2024;620000224;CH BETHUNE;620100651;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;;11.6;;1;
INFOMED;2024;620000240;CH HENIN BEAUMONT;620100677;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;620100651;2;;0.32;
INFOMED;2024;620000257;CH LENS;620100685;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;12.32;;2.1;2.1
INFOMED;2024;620000281;EPSM VAL DE LYS ARTOIS;620101287;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;;2.6;;;
INFOMED;2024;620000299;CH AIRE SUR LA LYS;620101295;;;;;;;;;1;;;;0;0;0;0;0;;;1;1;0;;;;;0;;;;;
INFOMED;2024;620000323;CH CALAIS;620101337;0;0;1;;;;0;1;0;0;1;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;620103440;6.01;;1.04;
INFOMED;2024;620000349;CH REGION DE ST OMER;620101360;;1;;0;0;0;;1;;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;;5.8;;0.89;
INFOMED;2024;620000653;CH BOULOGNE-SUR-MER;620103440;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;;6.91;;1.85;0.8
INFOMED;2024;620001834;GROUPE AHNAC;620001834;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.8;;0.05;
INFOMED;2024;620002154;INSTITUT ALBERT CALMETTE A CAMIERS;620112607;;;;;;;;;;0;1;0;0;0;0;0;0;0;0;0;;;;;;;1;620000653;0.2;;0.1;
INFOMED;2024;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;1;1;0;0;;;0;0;;5.3;;1;
INFOMED;2024;620003350;HOPITAL DE RIAUMONT;620001834;1;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1.72;;0.06;
INFOMED;2024;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;0;1;0;;;;;;;;;;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;;3.28;;0.4;
INFOMED;2024;620006049;CLINIQUE CHIRURGICALE DE SAINT-OMER;620000331;0;1;0;;;;0;1;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0
INFOMED;2024;620010348;HAD CALAIS - SAINT OMER;590024469;;;;0;0;1;;;;;;;0;0;0;0;1;0;0;0;;;;;;0;0;;0.31;0.31;0;
INFOMED;2024;620013649;HAD DU LITTORAL BOULOGNE MONTREUIL;620013599;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0;1;0;0;1;0;;1;;0.15;
INFOMED;2024;620024208;NEPHROCARE HELFAUT;620002352;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;1;0;1;0;0;0;1;690780499;0.01;;;
INFOMED;2024;620024349;CLINIQUE DU VIRVAL;920039724;;;;;;;;;;;1;;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;920030269;0.3;;0.1;
INFOMED;2024;620025346;POLYCLINIQUE DE LA  CLARENCE;620001834;;1;;;;;;1;;;;;0;0;0;0;0;;;0;0;0;;;;0;0;;2.07;1.87;0.06;
INFOMED;2024;620025387;CLINIQUE DU LITTORAL;920039716;;;;;;;;;;;1;;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;920030269;0.3;;0.1;
INFOMED;2024;620026690;GCS CENTRE JOLIOT CURIE;620027839;0;1;0;;;;;;;;;;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;;0.2;;0;
INFOMED;2024;620030726;CLINIQUE DES OYATS-CENTRE DE POST-CURE;920039658;;;;;;;;;;;1;;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;920030269;0.3;;0.1;
INFOMED;2024;620033712;INSTITUT D'ADDICTOLOGIE DU LITTORAL;920039732;;;;;;;;1;;;;;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;920030269;0.3;;0.1;
INFOMED;2024;620034926;CLINIQUE DE LA CHENAIE;690053335;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
INFOMED;2024;620037408;CENTRE REEDUCATION HOPALE ARRAS;620024158;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;;;;;;0;0;;0.1;0.1;0.1;0
INFOMED;2024;620100016;HOP MARITIME DE BERCK;750712184;;;;;;;1;;;;;;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;;0.5;0;0.1;0
INFOMED;2024;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620014779;0;0;1;;;;0;0;1;;;;0;0;0;0;0;0;0;1;1;1;0;1;1;0;0;;2.95;;0.22;
INFOMED;2024;620100487;CLINIQUE DES ACACIAS;620000125;;1;;;;;;1;;;;;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;;3.25;3.25;0.2;0.2
INFOMED;2024;620100495;CLINIQUE LES DRAGS;620000133;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;;0.3;0.3;0.03;0.03
INFOMED;2024;620100735;CLINIQUE ANNE ARTOIS;620000265;0;0;1;0;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;;2;2;0.2;0.2
