BOR;AN;FI;RS;FI_EJ;DIS;PART;NB_SECT;NB_DIF;INT;CAP_HTP;CAP_PFT;CAP_AAT;CAP_ACP;CAP_CCU;JLI_HTP;CAP_HDJ;CAP_HDN;NB_AT;SEJ_HTP;JOU_HTP;JOU_PFT;JOU_AAT;JOU_ACP;JOU_CCU;VEN_HDJ;VEN_HDN;VEN_AT;NB_CMP_SEUL;NB_CONSULT_SEUL;NB_CATTP;ACT_CMP_SEUL;ACT_CONSULT_SEUL;ACT_CATTP;ACT_AD;ACT_EMS;ACT_UHS;ACT_EME;FIL_TOT;FIL_AMB;EFFLIB_PKT;ETPSAL_PKT;EFFLIB_MED;ETPSAL_MED;GAR_SEN;AST_SEN;EFFLIB_PNM;ETPSAL_PNM;ETP_INF;ETP_AID;ETP_PSY;ETP_REE;ETP_EDU
PSY;2024;510000284;CLINIQUE DES SACRES;920035599;TOT;0;;;0;90;;;;;32940;;1;;884;28775;;;;;;10;;;;;;;;;;;;689;;2;1.6;;1.93;;;;58.35;28.81;9.03;3.34;3.48;1.76
PSY;2024;510000813;CENTRE DE POST-CURE L'AMITIÉ;510000854;GEN;;;;;;;;30;;;;;;;;;;10132;;;;;;;;;;;;;;;42;;;0.2;;0.04;0;0;;17.23;11.05;;0.8;;2.49
PSY;2024;510000813;CENTRE DE POST-CURE L'AMITIÉ;510000854;TOT;0;;;0;;;;30;;;;;;;;;;10132;;;;;;;;;;;;;;;42;;;0.2;;0.04;;;;17.23;11.05;;0.8;;2.49
PSY;2024;510002447;HOPITAL ROBERT DEBRE CHU REIMS;510000029;INF;;1;;;12;10;;;;4380;4;;1;286;3692;298;;;;382;;1667;4;1;2;30556;3466;5943;1208;170;3213;210;4578;4457;;9.98;;0.75;0;1;0;118.49;40.86;1.08;21.03;10.82;20.75
PSY;2024;510002447;HOPITAL ROBERT DEBRE CHU REIMS;510000029;TOT;1;;0;0;12;10;;;;4380;4;;1;286;3692;298;;;;382;;1667;4;1;2;30556;3466;5943;1208;170;3213;210;4578;4457;;9.98;;0.75;;;0;118.49;40.86;1.08;21.03;10.82;20.75
PSY;2024;510002470;AMERICAN MEMORIAL HOSPITAL CHU REIMS;510000029;INF;;1;;;4;;;;;1464;;;;302;971;;;;;;;;;;;;;;;;;;182;;;;;;;;0;14.35;12.04;0;0.5;0;0
PSY;2024;510002470;AMERICAN MEMORIAL HOSPITAL CHU REIMS;510000029;TOT;1;;0;0;4;;;;;1464;;;;302;971;;;;;;;;;;;;;;;;;;182;;;;;;;;0;14.35;12.04;0;0.5;0;0
PSY;2024;510025471;CLINIQUE FSEF VITRY-LE-FRANCOIS;750720575;GEN;;1;;;20;;;;;7320;2;;;125;5247;;;;;8;;;;;;;;;;;;;34;;;2.75;;;0;0;;10.55;5.7;2.3;0.8;1;0.75
PSY;2024;510025471;CLINIQUE FSEF VITRY-LE-FRANCOIS;750720575;INF;;1;;;60;;;;;21960;3;;;150;7727;;;;;15;;;;;;;;;;;;;78;;;;;;0;0;;40.45;24.15;9.2;3.1;2;2
PSY;2024;510025471;CLINIQUE FSEF VITRY-LE-FRANCOIS;750720575;TOT;1;;;0;80;;;;;29280;5;;;275;12974;;;;;23;;;;;;;;;;;;;86;;;2.75;;;;;;51;29.85;11.5;3.9;3;2.75
PSY;2024;510025703;CENTRE PSYPRO REIMS;690044979;GEN;;;;;;;;;;;40;0;;;;;;;;8480;0;;;;;;;;;;;;534;;3;;;;0;0;5;10;3.72;0.58;4.3;1.2;0.2
PSY;2024;510025703;CENTRE PSYPRO REIMS;690044979;TOT;0;;;0;;;;;;;40;0;;;;;;;;8480;0;;;;;;;;;;;;534;;3;;;;;;5;10;3.72;0.58;4.3;1.2;0.2
PSY;2024;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;520780081;GEN;;4;;;114;5;4;;;41692;85;3;1;707;39707;71;0;;;3787;0;674;11;6;10;19731;4171;5412;5093;1630;2728;0;3756;3149;;10.43;;;0;1;;235.71;146.57;38.8;10.07;;9.93
PSY;2024;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;520780081;INF;;1;;;5;4;;;;1830;71;;;58;1056;0;;;;4237;;;10;2;10;8784;100;8792;75;23;144;104;1287;1062;;2.77;;;0;;;83.19;45.18;4.04;10.73;2.83;9.46
PSY;2024;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;520780081;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;157;157;;;;;;;;1;;;1;;
PSY;2024;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;520780081;TOT;1;;;1;119;9;4;;;43522;156;3;1;765;40763;71;0;;;8024;0;674;21;8;20;28515;4271;14204;6168;1653;2872;104;4827;4079;;13.2;;;;;;319.9;191.75;42.84;21.8;2.83;19.39
PSY;2024;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;GEN;;1;;;25;0;0;0;0;9150;15;0;0;243;9578;0;0;0;0;6461;0;0;5;1;1;16154;53;3355;868;653;3173;0;2305;1901;;7.61;;0.2;;;;86.63;51.48;15.9;3;1;3.45
PSY;2024;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;INF;;0;;;0;0;;;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;65;;;;;;;;;;;;;
PSY;2024;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;TOT;1;;;0;25;0;0;0;0;9150;15;0;0;243;9578;0;0;0;0;6461;0;0;5;1;1;16154;53;3355;868;653;3173;0;2305;1966;;7.61;;0.2;;;;86.63;51.48;15.9;3;1;3.45
PSY;2024;530000173;CH DU NORD MAYENNE;530000074;GEN;;1;;;67;0;0;0;0;24522;45;0;0;331;20073;0;0;0;0;7318;0;0;3;1;1;19580;2191;7795;4471;597;2248;0;2627;1471;;0.72;;1.93;0;1;;174.55;78.8;52.94;6.37;7.89;5.12
PSY;2024;530000173;CH DU NORD MAYENNE;530000074;TOT;1;;0;0;67;0;0;0;0;24522;45;0;0;331;20073;0;0;0;0;7318;0;0;3;1;1;19580;2191;7795;4471;597;2248;0;2627;1471;;0.72;;1.93;;;;174.55;78.8;52.94;6.37;7.89;5.12
PSY;2024;530000249;CLINIQUE DE CHANGE NOTRE DAME DE PRITZ;530000249;GEN;;;;;62;;;;;22692;12;;;231;12242;;;;;1069;;;;;;;;;;;;;197;;1;;;;0;0;;29.87;12.65;8.96;1.34;0.24;0.93
PSY;2024;530000249;CLINIQUE DE CHANGE NOTRE DAME DE PRITZ;530000249;TOT;0;;;0;62;;;;;22692;12;;;231;12242;;;;;1069;;;;;;;;;;;;;197;;1;;;;;;;29.87;12.65;8.96;1.34;0.24;0.93
PSY;2024;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;GEN;;2;;;60;15;;;;21900;40;;;598;20873;995;;;;5860;;;3;4;1;18610;1590;4370;853;;4216;;2836;2328;;3.84;;;0;1;;128.8;100.59;10.85;10.87;4.49;2
PSY;2024;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;INF;;1;;;4;;;;;1460;27;;;116;1422;;;;;2278;;;5;3;2;23503;2715;4039;333;;;;1095;954;;3.15;;;0;0;;80.04;49.51;5.39;14.48;10.53;0.13
PSY;2024;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;143;;;;78;;;;;;;;;0;0;0;0;0;0
PSY;2024;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;TOT;1;;2;1;64;15;;;;23360;67;;;714;22295;995;;;;8138;;;8;7;3;42113;4305;8409;1329;;4216;;4009;3282;;6.99;;;;;;208.84;150.1;16.24;25.35;15.02;2.13
PSY;2024;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;GEN;;1;;;30;;;;;10980;;;;454;6008;;;;;;;;;;;;;;;;;;283;;;0.86;;;0;1;;26.59;12.59;6.55;0.05;;1
PSY;2024;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;INF;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2024;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;TOT;1;;;0;30;;;;;10980;;;;454;6008;;;;;;;;;;;;;;;;;;283;;;0.86;;;;;;26.59;12.59;6.55;0.05;;1
PSY;2024;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;GEN;;1;;;12;;2;;;5124;;;2;264;4085;;185;;;;;3420;;;;;;;;;;;209;;;1.45;;;;;;17.8;6.5;11.3;;;
PSY;2024;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;TOT;1;;;0;12;;2;;;5124;;;2;264;4085;;185;;;;;3420;;;;;;;;;;;209;;;1.45;;;;;;17.8;6.5;11.3;;;
PSY;2024;540006830;CMP CATTP HJ ENF DU CH BRIEY A BRIEY;540000767;GEN;;1;;;;;;;;;6;0;0;;;;;;;2134;0;0;1;1;1;10646;259;914;523;81;774;0;1681;1632;;0.1;;;0;1;;13.98;7.83;;2.27;;2.08
PSY;2024;540006830;CMP CATTP HJ ENF DU CH BRIEY A BRIEY;540000767;INF;;2;;;;;;;;;8;0;0;;;;;;;329;0;0;3;1;1;10180;62;158;68;1;142;7;1125;1124;;1;;;0;0;;31.95;11.5;;7.44;3.07;5.8
PSY;2024;540006830;CMP CATTP HJ ENF DU CH BRIEY A BRIEY;540000767;TOT;1;;;0;;;;;;;14;0;0;;;;;;;2463;0;0;4;2;2;20826;321;1072;591;82;916;7;2789;2739;;1.1;;;;;;45.93;19.33;;9.71;3.07;7.88
PSY;2024;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY;540000056;GEN;;7;;;206;24;0;11;20;82490;58;5;;2727;68238;5062;0;1267;1861;7302;186;0;9;12;14;70607;22543;28812;8736;3028;7035;52;16381;13479;;53.48;;9.16;1;1;;688.5;460.3;107.5;58.8;27;33.9
PSY;2024;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY;540000056;INF;;3;;;28;6;;;;10220;84;;;544;8184;361;;;0;4741;0;0;13;3;10;44705;4803;7915;1014;203;4014;120;7982;7387;;13.12;;;;1;;208.1;133.6;0;34.3;16.4;23.8
PSY;2024;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY;540000056;PEN;;;;;40;;;;;14600;;;;354;10645;;;;;0;;0;;;;;;;16012;;;;2543;2237;;6.83;;0.5;;;;75.5;55;12;5.7;0.8;2
PSY;2024;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY;540000056;TOT;1;;1;1;274;30;0;11;20;107310;142;5;;3625;87067;5423;0;1267;1861;12043;186;0;22;15;24;115312;27346;36727;25762;3231;11049;172;26238;22664;;73.43;;9.66;;;;972.1;648.9;119.5;98.8;44.2;59.7
PSY;2024;540023884;CLINIQUE DES BOUCLES DE LA MOSELLE;920038627;GEN;;;;;76;;;;8;27816;20;;;470;20350;;;;3963;1330;;;;;;;;;;;;;485;;0;5.36;0;3.65;0;0;;51.83;22.5;12.61;2.9;3.46;0.96
PSY;2024;540023884;CLINIQUE DES BOUCLES DE LA MOSELLE;920038627;TOT;0;;;0;76;;;;8;27816;20;;;470;20350;;;;3963;1330;;;;;;;;;;;;;485;;0;5.36;0;3.65;;;;51.83;22.5;12.61;2.9;3.46;0.96
PSY;2024;550000186;CH VERDUN/ST MIHIEL-UNITE D'HOSP. ADOS;550006795;GEN;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2024;550000186;CH VERDUN/ST MIHIEL-UNITE D'HOSP. ADOS;550006795;INF;;1;;;8;;;;;2928;32;;;195;1690;;;;;3956;;;3;;;5719;;;327;66;287;80;793;745;;4;;;0;1;0;53.42;32;2;6.19;1.75;5.48
PSY;2024;550000186;CH VERDUN/ST MIHIEL-UNITE D'HOSP. ADOS;550006795;TOT;1;;1;0;8;;;;;2928;32;;;195;1690;;;;;3956;;;3;;;5719;;;327;66;287;80;793;745;;4;;;;;0;53.42;32;2;6.19;1.75;5.48
PSY;2024;550000251;CH BLD FV SITE FV;550003354;GEN;;1;;;126;10;0;0;0;46116;43;9;0;560;31596;2905;;;;8937;219;;5;;4;14469;;2610;897;1316;749;6;3502;2766;;3.97;;1.8;1;0;;191.14;81.21;55.73;6.92;2.43;6.49
PSY;2024;550000251;CH BLD FV SITE FV;550003354;INF;;1;;;0;0;;;;0;26;0;;0;0;0;;;;4191;;;5;;3;10716;;628;123;17;6;72;810;810;;2.1;;0.5;0;0;;40.39;18.87;1.33;7.48;3.19;3.2
PSY;2024;550000251;CH BLD FV SITE FV;550003354;PEN;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;569;569;;0.3;;;;;;2.9;1.8;;1.1;;
PSY;2024;550000251;CH BLD FV SITE FV;550003354;TOT;1;;;1;126;10;0;0;0;46116;69;9;0;560;31596;2905;;;;13128;219;;10;;7;25185;;3238;1020;1333;755;78;4271;3708;;6.37;;2.3;;;;234.43;101.88;57.06;15.5;5.62;9.69
PSY;2024;550003362;CH VERDUN/ST MIHIEL - HOP DESANDROUINS;550006795;GEN;;1;;;52;;4;;;19336;38;;;485;15003;;1638;;;2450;;;4;;;6882;76;;2034;467;168;1;2102;1947;;2.23;;;0;1;;93.84;59;19.3;6.54;;3
PSY;2024;550003362;CH VERDUN/ST MIHIEL - HOP DESANDROUINS;550006795;INF;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2024;550003362;CH VERDUN/ST MIHIEL - HOP DESANDROUINS;550006795;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2046;;;;773;689;;;;;;;;;;;;;
PSY;2024;550003362;CH VERDUN/ST MIHIEL - HOP DESANDROUINS;550006795;TOT;1;;;1;52;;4;;;19336;38;;;485;15003;;1638;;;2450;;;4;;;6882;76;;4080;467;168;1;2102;1947;;2.23;;;;;;93.84;59;19.3;6.54;;3
PSY;2024;560000242;CPCR BILLIERS;560022246;GEN;;;;;;;;92;;;;;;;;;;24631;;;;;;;;;;;;;;;129;;;3.26;;0.58;0;0;0;83.5;11.7;14.38;0.4;2.45;48.86
PSY;2024;560000242;CPCR BILLIERS;560022246;TOT;0;;;0;;;;92;;;;;;;;;;24631;;;;;;;;;;;;;;;129;;;3.26;;0.58;;;0;83.5;11.7;14.38;0.4;2.45;48.86
PSY;2024;560000382;ETABLISSEMENT PUBLIC DE SANTE MENTALE;560002032;GEN;;6;;;218;;17;;;85775;203;14;;2436;77574;;4394;;;14919;3324;;8;11;17;66202;11122;36420;15976;3456;8274;112;15189;12829;;20.16;;5.75;0;1;;598.38;364.64;129.64;23.09;7.36;21.92
PSY;2024;560000382;ETABLISSEMENT PUBLIC DE SANTE MENTALE;560002032;INF;;1;;;12;;;;;4380;90;;;239;2812;;;;;7364;;;7;2;7;21468;3076;654;452;;2263;96;2627;2178;;8.25;;2.14;0;1;;146.86;96.07;;26.72;13.44;6.9
PSY;2024;560000382;ETABLISSEMENT PUBLIC DE SANTE MENTALE;560002032;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;205;187;;;;;;;;;;;;;
PSY;2024;560000382;ETABLISSEMENT PUBLIC DE SANTE MENTALE;560002032;TOT;1;;11;1;230;;17;;;90155;293;14;;2675;80386;;4394;;;22283;3324;;15;13;24;87670;14198;37074;16428;3456;10537;208;17972;15163;;28.41;;7.89;;;;745.24;460.71;129.64;49.81;20.8;28.82
PSY;2024;560000697;EPSM JEAN-MARTIN CHARCOT;560002677;GEN;;3;;;153;2;12;0;0;56603;115;3;;1607;49347;473;3026;;;9434;8;;4;13;10;49718;12460;11655;7529;1895;8246;4;8914;7539;;19.68;;7.17;1;1;;343.59;299.93;19.7;11.72;2.6;9.64
PSY;2024;560000697;EPSM JEAN-MARTIN CHARCOT;560002677;INF;;1;;;8;0;;;0;2928;78;0;;104;2442;;;;;3715;;;6;2;7;18821;4662;6904;672;111;1532;1131;2521;2215;;6.25;;1.08;1;1;;108.14;70.47;;12.3;9.92;15.45
PSY;2024;560000697;EPSM JEAN-MARTIN CHARCOT;560002677;PEN;;;;;0;;;;;0;0;;;;;;;;;;;;;;;;;;5525;;;;719;690;;0.75;;;;;;5.13;3.43;;1.7;;
PSY;2024;560000697;EPSM JEAN-MARTIN CHARCOT;560002677;TOT;1;;3;1;161;2;12;0;0;59531;193;3;;1711;51789;473;3026;;;13149;8;;10;15;17;68539;17122;18559;13726;2006;9778;1135;12005;10355;;26.68;;8.25;;;;456.86;373.83;19.7;25.72;12.52;25.09
PSY;2024;560002081;CLINIQUE DU GOLFE;560000416;GEN;;;;;78;;;;;23284;12;;;579;23284;;;;;2838;;;;;;;;;;;;;451;;3;;1;;;1;;50.3;22.41;7.94;1;;1.5
PSY;2024;560002081;CLINIQUE DU GOLFE;560000416;TOT;0;;;0;78;;;;;23284;12;;;579;23284;;;;;2838;;;;;;;;;;;;;451;;3;;1;;;;;50.3;22.41;7.94;1;;1.5
PSY;2024;560002123;CLINIQUE SAINT VINCENT;920030269;GEN;;;;;76;;;;;27816;12;;;837;26478;;;;;4455;;;;;;;;;;;;;814;;6;0.4;0;0.24;0;0;;69.19;27.7;4.44;2.2;5.77;0.25
PSY;2024;560002123;CLINIQUE SAINT VINCENT;920030269;TOT;0;;;0;76;;;;;27816;12;;;837;26478;;;;;4455;;;;;;;;;;;;;814;;6;0.4;0;0.24;;;;69.19;27.7;4.44;2.2;5.77;0.25
PSY;2024;560002685;ETABLISSEMENT SPECIALISE KER JOIE;750043713;GEN;;;;;53;;;;;19398;8;;;363;11382;;;;;1679;;;;1;;;572;;;;;;381;77;;3.37;;0.28;0;0;;29.43;10;17.62;1.1;;0.71
PSY;2024;560002685;ETABLISSEMENT SPECIALISE KER JOIE;750043713;TOT;0;;;0;53;;;;;19398;8;;;363;11382;;;;;1679;;;;1;;;572;;;;;;381;77;;3.37;;0.28;;;;29.43;10;17.62;1.1;;0.71
PSY;2024;560004277;CENTRE DE POST CURE HOVIA;750721029;GEN;;;;;12;;0;;;2868;18;;;573;2162;;;;;2973;;;;;;;;;;;;;57;;;0.35;;;0;1;;12.4;5.4;;1;2;4
PSY;2024;560004277;CENTRE DE POST CURE HOVIA;750721029;TOT;0;;;0;12;;0;;;2868;18;;;573;2162;;;;;2973;;;;;;;;;;;;;43;;;0.35;;;;;;12.4;5.4;;1;2;4
PSY;2024;560006991;HOP DE JOUR CMP ENFANTS ADO PONTIVY;220017974;GEN;;1;;;21;;;;;7686;26;;;337;6564;;;;;4121;;;5;3;4;22167;1816;979;1219;45;4795;0;4500;3793;;6.76;;;;;;77.97;43.35;4.12;7.57;2.2;4.4
PSY;2024;560006991;HOP DE JOUR CMP ENFANTS ADO PONTIVY;220017974;INF;;1;;;;;;;;;15;;;;;;;;;1144;;;2;2;2;6767;89;241;7;0;936;9;758;726;;3.03;;;;;;27.45;11.71;;5.5;2.95;3.49
PSY;2024;560006991;HOP DE JOUR CMP ENFANTS ADO PONTIVY;220017974;TOT;1;;1;0;21;;;;;7686;41;;;337;6564;;;;;5265;;;7;5;6;28934;1905;1220;1226;45;5731;9;5193;4464;;9.79;;;;;;105.42;55.06;4.12;13.07;5.15;7.89
PSY;2024;570000281;HOPITAL D'HAYANGE - CHR;570005165;GEN;;2;;;44;;;;;16104;;;;611;15005;;;;;;;;;;;;;;;;;;387;;;2.92;;;0;1;;50.38;31.88;14.51;0.66;1.61;
PSY;2024;570000281;HOPITAL D'HAYANGE - CHR;570005165;TOT;1;;0;0;44;;;;;16104;;;;611;15005;;;;;;;;;;;;;;;;;;387;;;2.92;;;;;;50.38;31.88;14.51;0.66;1.61;
PSY;2024;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;GEN;;0;;;;;;;5;;;;;;;;;;1532;;;;;;;;;;;;;;285;;;1.59;;1.62;0;1;;21.62;16.63;3;1;;
PSY;2024;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;TOT;1;;1;0;;;;;5;;;;;;;;;;1532;;;;;;;;;;;;;;285;;;1.59;;1.62;;;;21.62;16.63;3;1;;
PSY;2024;570000596;HOP INSTRUC DES ARMEES LEGOUEST;750821092;GEN;;;;;20;;;;;7300;4;;1;304;3505;;;;;622;;622;;1;;;3505;;;;;;722;;;4;;;0;1;;20.5;8;9.5;1;2;
PSY;2024;570000596;HOP INSTRUC DES ARMEES LEGOUEST;750821092;TOT;0;;;0;20;;;;;7300;4;;1;304;3505;;;;;622;;622;;1;;;3505;;;;;;722;;;4;;;;;;20.5;8;9.5;1;2;
PSY;2024;570000885;CENTRE HOSPITALIER DE LORQUIN;570000133;GEN;;3;;;127;23;10;;;44286;72;6;;972;41712;2524;2953;;;10044;0;;8;12;7;32413;2026;3064;3624;809;3055;2;5450;5344;1;16.75;0;4.37;0;1;0;308.97;175.71;50.14;11.39;6.09;12.85
PSY;2024;570000885;CENTRE HOSPITALIER DE LORQUIN;570000133;INF;;1;;;;;;;;;42;;;1;1;;;;;2836;;;4;3;3;13755;360;2330;63;8;704;9;2132;2132;0;2.27;0;0;0;0;0;36.74;17.7;0;11.44;1.86;5.74
PSY;2024;570000885;CENTRE HOSPITALIER DE LORQUIN;570000133;PEN;;;;;;;;;;;24;;;;;;;;;2374;;0;;;;;;;6713;;;;1161;1160;0;3.03;0;0;;;0;13.42;9.41;0.08;2.93;0;1
PSY;2024;570000885;CENTRE HOSPITALIER DE LORQUIN;570000133;TOT;1;;2;1;127;23;10;;;44286;138;6;;973;41713;2524;2953;;;15254;0;0;12;15;10;46168;2386;5394;10400;817;3759;11;8657;8551;1;22.05;0;4.37;;;0;359.13;202.82;50.22;25.76;7.95;19.59
PSY;2024;570000893;CHS DE SARREGUEMINES;570000141;GEN;;2;;;417;14;;;;152622;34;3;;1918;95392;551;;;;9845;4;;7;24;5;24706;13371;6302;3692;409;2977;0;7103;5449;;21.94;;4.93;0;1;;562.54;400.02;91.89;14.85;7.59;13.28
PSY;2024;570000893;CHS DE SARREGUEMINES;570000141;INF;;1;;;0;6;;;;;25;;;;;997;;;;2272;;;4;5;2;10199;2461;3423;690;13;591;85;1835;1778;;3.75;;;0;1;;64.03;35.05;0.5;7.25;3.85;10.05
PSY;2024;570000893;CHS DE SARREGUEMINES;570000141;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4629;;;;303;287;;0.4;;;;;;;;;;;
PSY;2024;570000893;CHS DE SARREGUEMINES;570000141;TOT;1;;1;1;417;20;;;;152622;59;3;;1918;95392;1548;;;;12117;4;;11;29;7;34905;15832;9725;9011;422;3568;85;9095;7387;;26.09;;4.93;;;;626.57;435.07;92.39;22.1;11.44;23.33
PSY;2024;570001016;EPSM METZ-JURY;570000513;GEN;;6;;;129;5;;;;47214;18;;;1609;47667;978;;;;2669;;;10;1;5;49812;8809;2781;14236;623;4320;1;8812;7590;0;11.42;0;0;0;0;0;145.89;105.53;8.74;12.91;2.36;16.36
PSY;2024;570001016;EPSM METZ-JURY;570000513;INF;;2;;;9;;;;;3294;27;;;89;2108;;;;;3805;;;5;1;3;15703;389;740;136;15;1797;7;2862;2736;0;11.08;0;0;0;0;0;40.34;25.22;0;9.54;3;2.58
PSY;2024;570001016;EPSM METZ-JURY;570000513;TOT;1;;7;0;138;5;;;;50508;45;;;1698;49775;978;;;;6474;;;15;2;8;65515;9198;3521;14372;638;6117;8;11503;10160;0;22.5;0;0;;;0;186.23;130.75;8.74;22.45;5.36;18.94
PSY;2024;570001057;HOPITAL BELLE-ISLE DE METZ - HPM;570023630;GEN;;;;;35;;;;;12230;3;;;395;9515;;;;;303;;;;1;;;6452;;;;;;2409;1929;;4;;4;;;;17.81;15.34;8.17;;;
PSY;2024;570001057;HOPITAL BELLE-ISLE DE METZ - HPM;570023630;TOT;0;;;0;35;;;;;12230;3;;;395;9515;;;;;303;;;;1;;;6452;;;;;;2409;1929;;4;;4;;;;17.81;15.34;8.17;;;
PSY;2024;570002287;MAISON DE SANTE STE MARGUERITE NOVEANT;570001230;GEN;;;;;80;;;;;29280;;;;739;28432;;;;;;;;;;;;;;;;;;698;;2;2;;0.53;0;0;;33.02;23.1;7.3;0.5;;2.12
PSY;2024;570002287;MAISON DE SANTE STE MARGUERITE NOVEANT;570001230;TOT;0;;;0;80;;;;;29280;;;;739;28432;;;;;;;;;;;;;;;;;;698;;2;2;;0.53;;;;33.02;23.1;7.3;0.5;;2.12
PSY;2024;570010181;ASSOCIATION GROUPE SOS SANTE;570010181;GEN;;1;;;;;;;;;;;;;;;;;;;;;3;3;2;17614;9166;3420;3747;179;1335;0;2059;2037;0;1.46;0;0;0;1;0;16.41;7.8;2;2.74;0;3.87
PSY;2024;570010181;ASSOCIATION GROUPE SOS SANTE;570010181;TOT;1;;0;0;;;;;;;;;;;;;;;;;;;3;3;2;17614;9166;3420;3747;179;1335;0;2059;2037;0;1.46;0;0;;;0;16.41;7.8;2;2.74;0;3.87
PSY;2024;570015750;HOPITAL DE JOUR ENFANTS DE YUTZ;570005165;GEN;;2;;;;;;;;;;;;;;;;;;;;;2;2;;22801;944;0;2867;22;2645;1;3216;2765;;1.45;;0;0;1;;18.33;10.84;;1.8;;3.6
PSY;2024;570015750;HOPITAL DE JOUR ENFANTS DE YUTZ;570005165;INF;;1;;;;;;;;;12;;;;;;;;;790;;;3;1;1;12352;290;2284;27;40;765;59;1337;1299;;2.75;;0.8;0;1;;37.22;11.13;0.67;9.02;0.32;10.02
PSY;2024;570015750;HOPITAL DE JOUR ENFANTS DE YUTZ;570005165;TOT;1;;;0;;;;;;;12;;;;;;;;;790;;;5;3;1;35153;1234;2284;2894;62;3410;60;4553;4515;;4.2;;0.8;;;;55.55;21.97;0.67;10.82;0.32;13.62
PSY;2024;570023309;CENTRE MATHILDE SALOMON DE PHALSBOURG;670014604;INF;;;;;20;0;;;0;6600;5;0;0;186;5425;;;;;555;;;;;;;;;;;;;57;;;0.73;;;0;1;;20.35;11.45;3.4;2.13;0.5;2.87
PSY;2024;570023309;CENTRE MATHILDE SALOMON DE PHALSBOURG;670014604;TOT;0;;;0;20;0;0;0;0;6600;5;0;0;186;5425;;;;;555;;;;;;;;;;;;;57;;;0.73;;;;;;20.35;11.45;3.4;2.13;0.5;2.87
PSY;2024;570027441;CLINIQUE CENTRE DE SOINS DU GRAND EST;920030269;GEN;;1;;;33;;;;;12045;10;;;425;23449;;;;;1660;;;;;;;;;;;;;430;;;5.13;;2.78;1;1;;39.84;18.9;6.64;2.17;3.74;2.52
PSY;2024;570027441;CLINIQUE CENTRE DE SOINS DU GRAND EST;920030269;INF;;;;;32;;;;;11712;5;;;99;3991;;;;;59;;;;;;;;;;;;;98;;;1.9;;1.04;1;1;;14.73;7;2.45;0.8;1.38;0.92
PSY;2024;570027441;CLINIQUE CENTRE DE SOINS DU GRAND EST;920030269;TOT;1;;;0;65;;;;;23757;15;;;524;27440;;;;;1719;;;;;;;;;;;;;517;;;7.03;;3.82;;;;54.57;25.9;9.09;2.97;5.12;3.44
PSY;2024;570027631;CNPA ST AVOLD;570029504;GEN;;;;;;;;;;;20;;1;;;;;;;2216;;2216;;;;;;;;;;;115;;;1.45;;;0;0;0;7.33;5.33;0;2;0;0
PSY;2024;570027631;CNPA ST AVOLD;570029504;TOT;0;;;0;;;;;;;20;;1;;;;;;;2216;;2216;;;;;;;;;;;115;;;1.45;;;;;0;7.33;5.33;0;2;0;0
PSY;2024;570028498;CENTRE PSYPRO METZ;690044987;GEN;;;;;;;;;;;30;;;;;;;;;4812;;;;;;;;;;;;;332;;2;;;;0;0;3;8.28;3.57;1;1.51;2;0.2
