BOR;AN;FI;RS;FI_EJ;EMGER;EVALIH;EVALEH;FILACT;ETP;UGER;LIT_GER;PLA_GER;SEJHC_GER;SEJHP_GER;JOU_GER;EFFLIB_PM;EFFLIB_GER;ETPSAL_PM;ETPSAL_GER;GAR_PM;GAR_GER;AST_PM;AST_GER;EFFLIB_INF;EFFLIB_AID;EFFLIB_ERG;EFFLIB_PMT;EFFLIB_APNM;ETPSAL_INF;ETPSAL_AID;ETPSAL_ERG;ETPSAL_PMT;ETPSAL_APNM
MCOGER;2024;590787586;INSTITUT COEUR POUMON CHU LILLE;590780193;1;;;;;1;60;;1406;0;18122;;;4.93;0.58;;;;;;;;;;29.59;33.07;;;13.8
MCOGER;2024;590791091;CSPA LES BATELIERS CHU LILLE;590780193;1;1908;;1554;3.4;1;;7;0;770;0;;;1.03;;;;;;;;;;;4.6;5.27;0.14;;5.79
MCOGER;2024;590797353;GCS GHICL HOPITAL SAINT VINCENT -;590051801;1;;;;2;1;37;1;1248;407;11728;;;7.64;;;;;;;;;;;17.76;15.91;;;1.49
MCOGER;2024;590801106;HOPITAL VICTOR PROVO;590782421;1;1462;;1417;6.25;1;42;2;1237;325;16618;;;5.26;3.52;;;;;;;;;;28.08;33.61;;;16.38
MCOGER;2024;590804696;CENTRE HOSPITALIER DE TOURCOING;590781902;1;618;76;403;3;1;22;1;714;116;7336;;;5.8;5.8;1;0;1;1;;;;;;13.72;12.39;;;7.3
MCOGER;2024;600000053;CH GHPSO SENLIS;600101984;1;285;276;267;1.8;1;30;2;824;406;10796;;;7.94;7.94;0;0;0;0;;;;;;14.48;19.4;;;14.61
MCOGER;2024;600000194;CH BEAUVAIS;600100713;1;;;;;1;46;4;1108;370;10589;;;5.96;5.79;;;;;;;;;;14.44;16.68;;;6.41
MCOGER;2024;600000467;CH GHPSO CREIL;600101984;1;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2024;600100101;CH AP-HP LIANCOURT;750712184;0;;;;;1;29;2;827;87;9901;;;4;;1;0;1;0;;;;;;9;15;0.2;0.2;
MCOGER;2024;600113476;CH CHICN COMPIÈGNE;600100721;1;649;0;550;3.4;1;27;;910;0;14184;;;9.22;6.72;;;;;;;;;;14.72;18.46;0.02;;4.99
MCOGER;2024;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;0;;;;;1;20;0;862;0;11733;0;0;3.17;2.03;0;0;;;0;0;0;0;0;11.18;12.77;0.2;0;6.58
MCOGER;2024;610000051;CHICAM - SITE ALENCON;610780082;1;256;147;407;4.05;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2024;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;0;;;;;1;24;1;645;2;9133;;;1.47;;0;0;0;0;;;;;;11.09;17.23;;;5.13
MCOGER;2024;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;1;24;46;67;1.4;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2024;610000119;CH JACQUES MONOD - FLERS;610780165;1;1842;320;493;5.3;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2024;620000034;CH ARRAS;620100057;1;1123;;798;4.2;1;48;4;1503;530;17062;;;5.81;5.81;0;0;0;0;;;;;;25.68;30.78;1;0;8.48
MCOGER;2024;620000224;CH BETHUNE;620100651;1;1096;305;768;3.1;1;29;2;1058;300;10656;;;3.7;3.7;;;;;;;;;;;;;;
MCOGER;2024;620000240;CH HENIN BEAUMONT;620100677;0;;;;;1;24;0;415;0;7391;;;2.77;2.77;0;0;0;0;;;;;;9.72;14.44;;;7.94
MCOGER;2024;620000257;CH LENS;620100685;0;;;;;1;22;3;679;645;7435;;;4.83;3.21;0;0;1;1;;;;;;16.48;14.55;0.47;;7.32
MCOGER;2024;620000323;CH CALAIS;620101337;1;1374;0;1214;3.09;1;30;1;782;2;9953;;;3.53;3;0;0;0;0;;;;;;14.68;25.68;;;2.13
MCOGER;2024;620000349;CH REGION DE ST OMER;620101360;1;551;157;610;1.3;1;21;0;671;115;7427;;;4.58;3.75;0;0;0;0;;;;;;14.64;11.37;0;0;4.73
MCOGER;2024;620000653;CH BOULOGNE-SUR-MER;620103440;1;;;;;1;30;1;827;65;11153;;;5.9;2;0;0;1;0;;;;;;19.73;21.84;0.2;;5.69
MCOGER;2024;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;1;1239;0;963;;1;26;3;734;45;8509;;;3;1;0;0;;1;;;;;;10.94;14.91;;;0.96
MCOGER;2024;620003350;HOPITAL DE RIAUMONT;620001834;1;;;;;1;60;;1545;0;18388;;;6.1;2.83;0;0;1;0;;;;;;21.18;23.72;2.69;;12.39
MCOGER;2024;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;1;;;;0.63;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2024;620025346;POLYCLINIQUE DE LA  CLARENCE;620001834;0;;;;;1;24;;820;0;8574;;;;;;;;;;;;;;14.87;18.48;0.5;;0.49
MCOGER;2024;620100735;CLINIQUE ANNE ARTOIS;620000265;0;;;;;1;24;5;1897;663;11600;;;3.33;1.2;0;0;0;0;;;;;;8.9;9.3;0;0;2.9
MCOGER;2024;630000420;CH PAUL ARDIER ISSOIRE;630781003;0;;;;;1;0;;219;0;2958;;;0.64;0.28;;;;;;;;;;3.47;6.15;;;1.88
MCOGER;2024;630000438;CH DE RIOM;630781011;0;;;;;1;75;2;1858;81;27450;;;6.3;;0;0;;;;;;;;33.16;32.33;1;;10
MCOGER;2024;630000446;CH DE THIERS;630781029;1;23;116;90;0.6;1;22;0;702;0;7178;0;0;3.44;1.52;0;0;0;0;0;0;0;0;0;9.64;12.11;0.05;0;13.47
MCOGER;2024;630781821;CLINIQUE PSYCHIATRIQUE LE GRAND PRE;920030269;0;;;;;1;30;;535;0;8038;;;5.5;;0;0;0;0;;;;;;7.5;6.34;0.2;;0.5
MCOGER;2024;630783538;HOPITAL LOUISE MICHEL - CHU63;630780989;1;771;243;1067;5.6;1;14;;89;0;2068;;;0.91;;0;;1;;;;;;;3.65;2.8;;;2.22
MCOGER;2024;640000162;CH COTE BASQUE;640780417;1;546;1758;1476;8.3;1;44;0;1563;0;16275;;;11.54;10.66;0;0;1;1;;;;;;26.4;31.18;;;12.23
MCOGER;2024;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;1;78;171;213;1;1;24;0;752;0;8161;;;3.34;1;;;;;;;;;;12.72;11.1;0.1;;
MCOGER;2024;640000410;CENTRE HOSPITALIER OLORON;640780821;1;150;508;350;3.2;1;20;1;482;28;7256;;;3.88;3.88;;;;;;;;;;10.92;16.13;0;0;7.07
MCOGER;2024;640000600;CENTRE HOSPITALIER DE PAU;640781290;1;452;241;526;7.44;1;52;2;1788;698;19406;;;4;4;0;0;1;1;;;;;;30.63;27.1;0.69;0.86;23.07
MCOGER;2024;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;1;135;253;295;2;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2024;640020715;EPS GARAZI;640020707;0;;;;;1;14;2;311;13;3883;;;1.65;0.16;0;0;1;0;;;;;;8.51;7.36;;;4.16
MCOGER;2024;650000045;CH TARBES LOURDES SITE LOURDES;650783160;1;301;398;263;0.2;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2024;650000052;CH BAGNERES DE BIGORRE;650780166;1;322;157;447;0.7;1;20;2;583;325;6395;;;2;2;1;1;1;1;;;;;;17.23;13.19;;;2.8
MCOGER;2024;650000417;CH TARBES LOURDES GESPE SITE TARBES;650783160;1;77;1017;422;4.1;1;22;0;711;2;7122;;;6.8;;;;1;;;;;;;19.19;20.31;0.4;;8.59
MCOGER;2024;650780182;CH TARBES LOURDES FOURCADE SITE VIC;650783160;1;54;605;293;1.19;1;5;2;156;207;2448;;;1;;;;;;;;;;;0.26;1;;;0.26
MCOGER;2024;650784218;CMC HOPITAUX DE LANNEMEZAN;650780174;1;95;504;422;;1;4;3;155;360;1266;;;0.72;;0;0;1;1;;;;;;0.75;0.5;;;1.79
MCOGER;2024;660000084;CH PERPIGNAN;660780180;1;1028;642;1670;6.3;1;40;5;1227;1316;14989;;;10.51;10.51;;;;;;;;;;23.88;21.74;0;0;5.15
MCOGER;2024;660000167;CH PRADES;660780271;1;0;127;122;2.04;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2024;660009689;GCS POLE SANITAIRE CERDAN ERR;660010059;1;41;46;70;1.7;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2024;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;670780055;1;1254;950;1566;9.7;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2024;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;1;993;254;1096;7.63;1;25;2;745;6;8839;;;3;3;0;0;1;1;;;;;;10.71;20.11;1.49;0;6.72
MCOGER;2024;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;0;;;;;1;0;4;0;531;0;;;0.7;0.7;0;0;1;1;;;;;;1.66;;;;2.11
MCOGER;2024;670000272;CH INTERCOMMUNAL DE LA LAUTER;670780543;0;;;;;1;24;4;692;130;8466;;;3.91;1.56;0;0;1;1;;;;;;11.75;12.63;0.17;;5.78
MCOGER;2024;670000306;CENTRE HOSPITALIER DÉPARTEMENTAL;670780584;1;140;218;358;6;1;36;8;342;872;4398;;;1.5;0.5;1;1;0;0;;;;;;8.47;15.34;;;2.59
MCOGER;2024;670014042;UGECAM-HDJ DU CTRE READAPTATION COLMAR;670013754;0;;;;;1;0;4;0;418;0;0;;0.17;;0;;0;;;;;;;0.18;0.3;0.3;;0.18
MCOGER;2024;670780188;CLINIQUE SAINTE-BARBE;670014604;0;;;;;1;30;;949;0;12249;;;;;;;;;;;;;;15.9;22.3;;;
MCOGER;2024;670783133;HOP ROBERTSAU/PAVILLON SCHUTZENBERGER;670780055;0;;;;;1;;12;;1933;;;;8.79;;1;;1;;;;;;;6.33;4.41;0.27;;14.74
MCOGER;2024;670797539;CLINIQUE DE LA TOUSSAINT;670014604;1;;;;;1;;3;0;1672;0;;;1;;;;;;;;;;;1.75;;1.4;;
MCOGER;2024;670798636;CLINIQUE SAINT-LUC;670014604;0;;;;;1;;2;0;457;0;;;;;;;;;;;;;;1.2;2;0.3;;
MCOGER;2024;680000122;HOPITAL DE CERNAY;680020336;0;;;;;1;;10;0;1236;0;;;0.4;0.4;;;;;;;;;;0.77;0.7;;;2.85
MCOGER;2024;680000544;CENTRE HOSPITALIER D'ALTKIRCH;680020336;0;;;;;1;10;5;229;60;3849;;;2.07;0.07;;;;;;;;;;4.56;8.47;0.24;;3.02
MCOGER;2024;680000577;CENTRE HOSPITALIER DE PFASTATT;680000411;0;;;;;1;;6;0;1210;0;;;1;;0;0;;;;;;;;3.1;0.6;0.5;0.5;3.57
MCOGER;2024;680000700;CENTRE HOSPITALIER DE GUEBWILLER;680001005;0;;;;;1;;4;0;309;0;;;0.4;;0;0;0;0;;;;;;0.92;0.1;0.33;;1.52
MCOGER;2024;680000882;CLINIQUE DU DIACONAT COLMAR;680000643;0;;;;;1;36;7;630;664;10129;;;4.01;;;;;;;;;;;8.72;10.74;;;11.45
MCOGER;2024;680004546;HOPITAL EMILE MULLER;680020336;0;;;;;1;25;;451;0;9586;;;;;;;;;;;;;;11.75;12.52;;;3.62
MCOGER;2024;680004553;MAISON MEDICALE POUR PERSONNES AGEES;680020336;1;274;427;708;6.15;1;12;6;611;1057;2274;;;15.08;1.13;;;;;;;;;;7.84;4.78;;;7.54
MCOGER;2024;680004579;CENTRE POUR PERSONNES AGEES;680000973;1;3122;862;2053;9.2;1;25;10;496;1735;8007;;;2.8;2.8;;;;;;;;;;11.17;12.32;1.3;0;10.3
MCOGER;2024;690000013;CH MONTGELAS;690780036;0;;;;;1;17;;387;0;5492;0;0;1.54;1.54;0;0;0;0;0;0;0;0;0;6.62;9.32;0;0;7.39
MCOGER;2024;690000021;CH DE SAINTE FOY LES LYON;690780044;0;;;;;1;22;1;770;25;7415;2;;1.39;;0;0;1;1;;;;;;11.42;8.73;;0.07;7.31
MCOGER;2024;690000245;HOPITAL DE FOURVIERE;690780432;1;285;746;241;7.94;1;58;2;1397;339;13165;0;0;19.45;15.05;1;1;1;1;0;0;0;0;0;27.37;40.55;0.1;0;41.32
MCOGER;2024;690000427;CTRE MEDICO-CHIR READAPT. LES MASSUES;750721334;0;;;;;1;44;;711;0;7891;;;5.02;3.02;0;0;1;1;;;;;;12.89;14.67;0.12;0;10.55
MCOGER;2024;690000575;CH NORD OUEST - VILLEFRANCHE;690782222;1;444;300;601;6.17;1;33;;1155;0;11971;;;3.13;2.23;0;0;1;1;;;;;;16.19;14.36;0.3;;7.68
MCOGER;2024;690000773;CH DU MONT D'OR;690782925;1;86;119;158;3.1;1;14;;419;0;5538;;;1.48;0.75;1;;1;;;;;;;1.35;2.3;;;0.74
MCOGER;2024;690041132;MEDIPOLE HOPITAL MUTUALISTE;690006598;1;1341;;974;3.2;1;30;2;1012;761;10730;;;4.08;4.08;0;0;0;0;;;;;;9.48;14.07;1;1;1.16
MCOGER;2024;690052212;HNO TAG CSG - EHPAD LA CLAIRIERE;690782271;0;;;;;1;12;0;263;0;3630;0;;1.36;0;0;;1;;;;;;;5.71;8.64;;0.2;2
MCOGER;2024;690054721;HOPITAL LES PORTES DU SUD;690054697;0;;;;;1;30;0;863;;9352;;;2.91;2.91;0;0;1;0;;;;;;7.69;8.98;;;
MCOGER;2024;690780150;HOPITAL DE L'ARBRESLE LE RAVATEL;690000104;0;;;;;1;15;0;341;0;3710;0;0;1.84;0;1;0;0;0;0;0;0;0;0;4.78;6.65;0;0;3
MCOGER;2024;690783154;HOPITAL EDOUARD HERRIOT - HCL;690781810;1;78;;73;;1;86;4;2436;540;30223;;;9.14;2.71;0;0;0;0;;;;;;47.98;54.47;2.81;0.05;23.34
MCOGER;2024;690784137;HOPITAL LYON SUD - HCL;690781810;1;841;440;1188;4.35;1;74;5;632;1317;11739;;;5.65;3.42;0;0;;0;;;;;;21.3;25.3;2.68;;18.58
MCOGER;2024;690784152;HOPITAL CROIX-ROUSSE - HCL;690781810;0;;;;;1;40;1;437;0;7635;;;2.51;1.26;0;0;1;1;;;;;;11.52;13.54;;0.05;2.67
MCOGER;2024;690784178;HOPITAL PIERRE WERTHEIMER - HCL;690781810;1;2240;;1796;;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2024;690784194;HOPITAL DES CHARPENNES - HCL;690781810;0;;;;;1;62;8;1029;1227;15534;;;9.14;7.68;0;1;1;1;;;;;;26.07;25.73;0.12;0.02;21.64
MCOGER;2024;690787429;HOPITAL DR FREDERIC DUGOUJON - HCL;690781810;1;542;0;509;1.9;1;2;5;35;729;411;;;4.09;3.04;0;0;0;0;;;;;;2.69;1.74;0.15;;5.16
MCOGER;2024;690787478;HOPITAL PIERRE GARRAUD - HCL;690781810;0;;;;;1;6;0;358;0;3328;;;0.4;0.4;0;0;1;1;;;;;;0.3;1.75;;;1.73
MCOGER;2024;700000011;GH HAUTE SAONE SITE GRAY;700004591;1;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2024;700000029;GH HAUTE SAONE SITE VESOUL;700004591;1;523;1889;1622;7.4;1;22;12;430;3272;8082;1;1;4.6;2.9;;;1;1;;;;;;7.64;11.7;;;2.2
MCOGER;2024;700780059;GH HAUTE SAONE SITE LUXEUIL;700004591;1;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2024;700780208;GH HAUTE SAONE SITE LURE;700004591;1;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2024;710010067;CH DU PAYS CHAROLAIS BRIONNAIS;710780644;1;221;592;229;2.57;1;51;0;2527;0;18339;;;5.2;;;;;;;;;;;28.64;26.42;;;4.02
MCOGER;2024;710010786;CH AUTUN SITE PARPAS;710781451;1;710;9;559;;1;12;0;338;0;4101;;;2;1;;;;;;;;;;3.44;3.42;;;
MCOGER;2024;710978123;CH PAYS CHAROLAIS BRIONNAIS LA CLAYETT;710780644;0;;;;;1;15;;403;0;4660;;;0.8;;;;;;;;;;;8.26;5.86;0.1;;1.29
MCOGER;2024;710978255;CH ALIGRE BOURBON LANCY;710781568;0;;;;;1;22;;410;0;6349;;;0;;;;;;;;;;;;;;;
MCOGER;2024;710978263;CH WILLIAM MOREY CHALON SUR SAONE;710780958;1;692;121;866;5.6;1;21;0;776;0;7697;;;1.84;1.84;0;0;0;0;;;;;;9.27;11.51;;;1.4
MCOGER;2024;710978289;CH LES CHANAUX MACON;710780263;1;21;237;174;4.32;1;26;0;630;0;9532;;;3.3;3;0;0;1;1;;;;;;8.8;9.54;;;6.54
MCOGER;2024;710978313;CENTRE HOSPITALIER DE MONTCEAU;710976705;1;0;51;45;0.3;1;24;1;748;37;9198;0;0;0.95;0.5;0;0;1;1;0;0;0;0;0;9.42;12.32;0;0;6.65
MCOGER;2024;710978347;HOTEL DIEU DU CREUSOT;570010181;0;;;;;1;15;1;773;570;7850;;;2;1;;;1;;;;;;;7.4;11.1;;;3.8
MCOGER;2024;720000033;CENTRE HOSPITALIER DU MANS;720000025;1;1472;255;1332;8.3;1;70;1;1991;9;25438;0;0;5.41;4.61;1;0;1;1;;;;;;25.9;32.17;;;3.76
MCOGER;2024;720000470;CENTRE HOSPITALIER MAMERS;610780082;0;;;;;1;17;;382;0;4219;;;4.7;;;;;;;;;;;8.8;12.36;;0.32;3.18
MCOGER;2024;730000031;CHMS - SITE CHAMBERY MCO;730000015;1;962;337;993;8.01;1;25;4;664;458;7949;;;3.15;3.15;;;;;;;;;;11.21;13.17;1.2;0.9;2.02
MCOGER;2024;730000049;CH DE MOUTIERS;730002839;1;463;0;201;1.47;1;2;0;51;0;740;0;0;0.86;0.86;0;0;1;0;0;0;0;0;0;0;0;0;0;0.61
MCOGER;2024;730000080;CH DE SAINT JEAN DE MAURIENNE;730780103;1;24;0;21;1.8;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2024;730000098;CHMS - SITE AIX GRAND PORT;730000015;0;;;;;1;18;0;438;0;5967;;;2.98;2.98;;;;;;;;;;8.06;11.69;;;5.02
MCOGER;2024;730000262;CH D'ALBERTVILLE;730002839;1;;;;0.48;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2024;740000237;CH ANNECY-GENEVOIS SITE ANNECY;740781133;1;1269;208;1238;7.46;1;20;5;229;711;6551;;;5.44;2.96;0;0;1;1;;;;;;10.17;9.98;2.31;;9.34
MCOGER;2024;740000302;CH ANNECY-GENEVOIS SITE ST JULIEN EN G;740781133;0;;;;;1;20;;146;0;2964;;;2.08;1.38;1;1;1;1;;;;;;4.42;6.53;0.31;;4.03
MCOGER;2024;740000328;HOPITAUX DU LEMAN;740790381;1;1776;156;899;4.21;1;24;;648;0;8805;;;3.67;;0;;0;;;;;;;8.26;14.67;;;4.1
MCOGER;2024;740781141;CH ALPES LEMAN;740790258;1;1185;180;645;1.7;1;23;1;687;88;7735;;;4.49;3.72;0;;0;;;;;;;5.38;6.5;0;0;1.4
MCOGER;2024;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;740001839;1;398;68;451;2.7;1;25;1;466;248;9105;;;2.3;1.5;0;0;1;1;;;;;;11.02;16.26;;;5.56
MCOGER;2024;750041543;GHU APHP NUP SITE BRETONNEAU;750712184;1;328;711;752;7;1;31;9;785;1227;10588;;;8.6;7.7;0;0;1;1;;;;;;16.8;25.25;0.5;0.2;11.77
MCOGER;2024;750100042;GHU APHP NUP SITE LARIBOISIERE;750712184;1;1435;1189;1689;4.25;1;20;4;615;860;7286;;;3.3;3.3;0;0;0;0;;;;;;8.1;16.2;;;0.6
MCOGER;2024;750100083;GHU APHP SUN SITE ROTHSCHILD;750712184;1;0;393;269;1.5;1;42;4;785;590;10549;;;4.92;4.92;0;0;0;0;;;;;;9.95;19.8;1;;1.2
MCOGER;2024;750100091;GHU APHP SUN SITE ST ANTOINE;750712184;1;1540;;1168;3.2;1;38;;1035;0;13447;;;4.88;4.88;0;0;0;0;;;;;;20.18;24.76;;;1
MCOGER;2024;750100125;GHU APHP SUN SITE PITIE SALPETRIERE;750712184;1;1553;130;1550;7.5;1;30;4;790;380;10334;;;5.5;;0;0;0;0;;;;;;14.8;20.63;;;5.6
MCOGER;2024;750100166;GHU APHP CUP SITE COCHIN PORT ROYAL;750712184;1;2077;83;1877;1.95;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2024;750100232;GHU APHP NUP SITE BICHAT C BERNARD;750712184;1;1674;0;1093;1.8;1;25;0;582;0;8863;;;3;3;0;0;0;0;;;;;;12.7;12.4;;;5.51
MCOGER;2024;750100273;GHU APHP SUN SITE TENON;750712184;1;832;;501;2;1;34;;898;0;12598;;;4;4;0;0;0;0;;;;;;12.79;20.53;;;1.54
MCOGER;2024;750100299;GHU APHP UPS SITE SAINTE PERINE;750712184;1;;628;628;1.5;1;29;2;695;311;9921;;;4.9;;;;;;;;;;;14.32;19.43;0.4;0.7;3.1
MCOGER;2024;750150104;INSTITUT MUTUALISTE MONTSOURIS;750720476;1;220;;670;1;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2024;750150146;HOPITAL LEOPOLD BELLAN;750720609;1;1217;25;1242;1.82;1;58;6;1594;1103;16396;;;7.72;6.58;0;0;1;1;;;;;;17.43;19.8;0.4;0.25;18.02
MCOGER;2024;750150237;HOPITAL CROIX SAINT SIMON;750006728;1;1520;429;1497;1;1;16;0;452;0;5475;;;3.63;3.63;0;0;0;0;;;;;;10.16;10.69;;;5.09
MCOGER;2024;750150377;HOPITAL HENRY DUNANT;750721334;0;;;;;1;24;;539;;7404;;;4.99;2.87;1;;0;;;;;;;8.34;11;0.02;0.32;11.84
MCOGER;2024;750160012;CLCC INSTITUT CURIE;750813321;1;1014;0;602;4.3;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2024;750301145;CLINIQUE DU MONT LOUIS;750001042;0;;;;;1;42;0;24;0;203;;;3.5;3.5;1;0;1;0;;;;;;11.04;7.44;;;5.5
MCOGER;2024;750801441;GHU APHP CUP SITE BROCA;750712184;1;1911;45;1752;1.8;1;49;17;1376;3682;17063;;;6.67;6.67;1;1;0;0;;;;;;36.01;39.86;1.5;0.2;18.5
MCOGER;2024;750803447;GHU APHP CUP SITE G POMPIDOU HEGP;750712184;1;1527;1527;542;2.6;1;28;10;987;781;10195;;;11.71;11.71;1;1;0;0;;;;;;19.71;14.13;;;5.6
MCOGER;2024;760000018;CH DIEPPE;760780023;1;202;286;;2.16;1;30;0;784;0;11016;;;6.9;6.9;0;0;1;1;;;;;;13.55;14.73;;;5.72
MCOGER;2024;760000141;HOPITAL SAINT JULIEN CHU ROUEN;760780239;0;;;;;1;40;0;1925;0;21036;;;4;1;0;;1;;;;;;;12.37;18.8;;;10.19
MCOGER;2024;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;1;;;;;1;30;0;1320;0;10801;;;9.61;4;0;0;0;0;;;;;;15.14;17.13;;;4.81
MCOGER;2024;760000364;CHI DU PAYS DES HAUTES FALAISES FECAMP;760780734;1;434;99;420;1.87;1;20;;383;0;4181;;;2.59;;;;;;;;;;;12.35;16.46;;;1.28
MCOGER;2024;760000372;CH LILLEBONNE CHI CAUX VALLEE DE SEINE;760780742;1;35;0;32;1;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2024;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;1;603;0;603;1.25;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2024;760021329;HOPITAL PRIVE DE L'ESTUAIRE;760000448;0;;;;;1;;;211;3;1966;;;1.96;;;;;;;;;;;7.3;7.52;;;0.75
MCOGER;2024;760783522;HOPITAL DE BOIS-GUILLAUME CHU ROUEN;760780239;1;613;231;812;;1;30;3;970;633;10585;;;2;1;0;;1;;;;;;;;;;;
MCOGER;2024;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;1;242;76;357;1;1;28;0;548;0;9908;;;3.42;0.5;;;;;;;;;;13.21;13.13;0.03;;5.27
MCOGER;2024;770000131;CH DE COULOMMIERS;770021145;1;2176;35;653;3.43;1;30;0;844;0;10052;;;7.85;1;;;1;1;;;;;;10.97;16.25;;;1.78
MCOGER;2024;770000149;CH SUD SEINE ET MARNE FONTAINEBLEAU;770021152;1;726;0;720;1.75;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2024;770000156;CH DE MELUN SITE SANTEPOLE;770110054;1;1027;265;216;1.8;1;36;;878;0;13106;0;0;10.6;7.82;0;;0;;0;0;;;0;16.9;17.3;;;0.15
MCOGER;2024;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;1;952;0;;2.8;1;30;1;955;122;10500;;;5.84;;1;1;1;1;;;;;;11.3;15;;;3.36
MCOGER;2024;770000172;CH DE PROVINS LEON BINET;770110070;1;1278;126;780;4.6;1;31;1;868;28;10491;;;7.29;7.29;;;;;;;;;;10.83;9.73;;;1.14
MCOGER;2024;770000180;CH DE BRIE COMTE ROBERT;770110054;0;;;;;1;30;;528;0;9050;0;0;5.9;1;0;0;1;0;11;17;1;;;10.46;16.43;0.5;;0.29
MCOGER;2024;770000214;CH SUD SEINE ET MARNE SITE DE NEMOURS;770021152;1;615;0;612;1.75;1;30;0;930;0;10780;;;3.44;;;;;;;;;;;12.29;15.1;;;3
MCOGER;2024;770000446;CH DE MEAUX SITE SAINT FARON;770021145;1;963;249;1212;2.95;1;30;1;1253;25;10554;;;6.84;3;;;;;;;;;;11.63;17.35;;;3.23
MCOGER;2024;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;1;768;196;853;3.29;1;20;1;538;489;7196;;;4.63;1.24;0;;1;;;;;;;10.08;11.25;;;4.85
MCOGER;2024;780000287;CH FRANCOIS QUESNAY MANTES;780110011;1;1560;0;838;2;1;22;0;304;0;6209;;;2.98;;;;;;;;;;;9.84;10.38;;;6.51
MCOGER;2024;780000295;CHI DE MEULAN LES MUREAUX;780002697;1;;;;;1;28;1;780;54;8366;;;7;6;;;;;;;;;;17.57;25.39;0;1;8.25
MCOGER;2024;780000303;CENTRE HOSPITALIER DE PLAISIR;780024113;1;;200;116;2.3;1;52;5;1153;531;15060;;;7.47;;;;;;;;;;;20.02;35.32;1.25;0.34;15.09
MCOGER;2024;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;1;2106;422;721;1.07;1;21;0;371;417;4842;;;6.54;4.03;0;0;0;0;;;;;;2.82;;;;0.24
MCOGER;2024;780000329;CH DE RAMBOUILLET;780110052;1;1402;639;539;36.44;1;29;1;666;229;10045;;;3.04;3.04;0;0;0;0;;;;;;8.83;15.68;1;0;7.89
MCOGER;2024;780000345;CH DE VERSAILLES SITE RICHAUD;780110078;0;;;;;1;;3;0;301;0;;;0.52;0.52;0;0;1;1;;;;;;;;;;
MCOGER;2024;780140018;INSTITUT MGEN DE LA VERRIERE;750005068;0;;;;;1;25;;488;0;6462;;;4.82;4.81;1;;1;;;;;;;17.26;19.99;0.9;0;6.15
MCOGER;2024;780150066;HOPITAL LA PORTE VERTE;780808614;1;457;;105;1.02;1;110;5;4786;714;38328;;;14.39;10.26;1;1;0;0;;;;;;37.14;40.21;;;33.81
MCOGER;2024;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;1;2447;1177;2760;6.5;1;24;0;1077;0;7526;;;6.2;6.2;0;;1;;;;;;;10.36;14.3;;;2.6
