BOR;AN;FI;RS;FI_EJ;GDE;AUT;LIT;JLI;PLA;SEJHC;JOUHC;JOUHP;EMSSR
SSR;2024;500000195;CH CARENTAN;500000039;SSR_TOT;;30;10950;;251;9104;0;0
SSR;2024;500000229;CRF LE NORMANDY;500000567;SSR_A;;194;70810;156;1269;55482;31739;
SSR;2024;500000229;CRF LE NORMANDY;500000567;SSR_A50;1;5;;5;;0;0;
SSR;2024;500000229;CRF LE NORMANDY;500000567;SSR_A51;1;107;;70;;29396;16767;
SSR;2024;500000229;CRF LE NORMANDY;500000567;SSR_A52;1;76;;75;;25993;13313;
SSR;2024;500000229;CRF LE NORMANDY;500000567;SSR_A57;1;1;;1;;93;74;
SSR;2024;500000229;CRF LE NORMANDY;500000567;SSR_A59;1;5;;5;;0;1585;
SSR;2024;500000229;CRF LE NORMANDY;500000567;SSR_TOT;;194;70810;156;1269;55482;31739;
SSR;2024;500000260;HOPITAUX DU SUD MANCHE;500000054;SSR_A;;30;12680;;512;15594;0;
SSR;2024;500000260;HOPITAUX DU SUD MANCHE;500000054;SSR_A50;1;20;;;;13999;0;
SSR;2024;500000260;HOPITAUX DU SUD MANCHE;500000054;SSR_A59;1;10;;;;1595;0;
SSR;2024;500000260;HOPITAUX DU SUD MANCHE;500000054;SSR_TOT;;30;12680;;512;15594;0;0
SSR;2024;500000278;SMR BEAUREGARD LA GLACERIE;500010384;SSR_A;;21;7665;;107;5670;0;
SSR;2024;500000278;SMR BEAUREGARD LA GLACERIE;500010384;SSR_A58;1;21;;;;5670;0;
SSR;2024;500000278;SMR BEAUREGARD LA GLACERIE;500010384;SSR_TOT;;21;7665;;107;5670;0;0
SSR;2024;500000302;CH MORTAIN;500000062;SSR_A;;30;10950;;242;8438;0;
SSR;2024;500000302;CH MORTAIN;500000062;SSR_A50;1;30;;;;8438;0;
SSR;2024;500000302;CH MORTAIN;500000062;SSR_TOT;;30;10950;;242;8438;0;0
SSR;2024;500000419;CRF SIOUVILLE;310021084;SSR_A;;114;42370;44;886;37587;7899;
SSR;2024;500000419;CRF SIOUVILLE;310021084;SSR_A50;1;5;;0;;879;0;
SSR;2024;500000419;CRF SIOUVILLE;310021084;SSR_A51;1;64;;36;;22753;5266;
SSR;2024;500000419;CRF SIOUVILLE;310021084;SSR_A52;1;45;;8;;13955;2633;
SSR;2024;500000419;CRF SIOUVILLE;310021084;SSR_TOT;;114;42370;44;886;37587;7899;0
SSR;2024;500000427;CH DE SAINT HILAIRE DU HARCOUET;500000096;SSR_A;;32;11616;;413;10842;0;
SSR;2024;500000427;CH DE SAINT HILAIRE DU HARCOUET;500000096;SSR_A50;1;32;;;;10842;0;
SSR;2024;500000427;CH DE SAINT HILAIRE DU HARCOUET;500000096;SSR_TOT;;32;11616;;413;10842;0;0
SSR;2024;500000435;HOPITAL SAINT JAMES;500000104;SSR_A;;30;10980;;347;9822;0;
SSR;2024;500000435;HOPITAL SAINT JAMES;500000104;SSR_A50;1;30;;;;9822;0;
SSR;2024;500000435;HOPITAL SAINT JAMES;500000104;SSR_TOT;;30;10980;;347;9822;0;0
SSR;2024;500000450;CH - SAINT-LO;500000112;SSR_A;;30;10980;;267;10210;0;
SSR;2024;500000450;CH - SAINT-LO;500000112;SSR_A50;1;4;;;;2795;0;
SSR;2024;500000450;CH - SAINT-LO;500000112;SSR_A59;1;26;;;;7415;0;
SSR;2024;500000450;CH - SAINT-LO;500000112;SSR_TOT;;30;10980;;267;10210;0;0
SSR;2024;500000468;CHPC - SITE VALOGNES;500000013;SSR_A;;90;32940;;751;32038;0;
SSR;2024;500000468;CHPC - SITE VALOGNES;500000013;SSR_A50;1;3;;;;1092;0;
SSR;2024;500000468;CHPC - SITE VALOGNES;500000013;SSR_A59;1;87;;;;30946;0;
SSR;2024;500000468;CHPC - SITE VALOGNES;500000013;SSR_TOT;;90;32940;;751;32038;0;0
SSR;2024;500000476;HOPITAUX DU SUD MANCHE;500000054;SSR_A;;18;6570;;352;5568;0;
SSR;2024;500000476;HOPITAUX DU SUD MANCHE;500000054;SSR_A50;1;18;;;;5568;0;
SSR;2024;500000476;HOPITAUX DU SUD MANCHE;500000054;SSR_TOT;;18;6570;;352;5568;0;0
SSR;2024;500000575;CH DE L'ESTRAN;500000245;SSR_A;;18;6336;;163;4886;0;
SSR;2024;500000575;CH DE L'ESTRAN;500000245;SSR_A50;1;8;;;;1221;0;
SSR;2024;500000575;CH DE L'ESTRAN;500000245;SSR_A58;1;2;;;;612;0;
SSR;2024;500000575;CH DE L'ESTRAN;500000245;SSR_A59;1;8;;;;3053;0;
SSR;2024;500000575;CH DE L'ESTRAN;500000245;SSR_TOT;;18;6336;;163;4886;0;
SSR;2024;500000591;CENTRE HOSPITALIER DE COUTANCES;500000393;SSR_A;;35;12810;;243;11884;0;
SSR;2024;500000591;CENTRE HOSPITALIER DE COUTANCES;500000393;SSR_A50;1;11;;;;3306;0;
SSR;2024;500000591;CENTRE HOSPITALIER DE COUTANCES;500000393;SSR_A59;1;24;;;;8578;0;
SSR;2024;500000591;CENTRE HOSPITALIER DE COUTANCES;500000393;SSR_TOT;;35;12810;;243;11884;0;0
SSR;2024;500002357;POLYCLINIQUE DU COTENTIN;500002233;SSR_A;;20;7300;;272;4279;0;
SSR;2024;500002357;POLYCLINIQUE DU COTENTIN;500002233;SSR_A50;1;20;;;;4279;0;
SSR;2024;500002357;POLYCLINIQUE DU COTENTIN;500002233;SSR_TOT;;20;7300;;272;4279;0;0
SSR;2024;500012687;CLINIQUE W HARVEY;310021118;SSR_A;;80;29609;10;992;20574;7550;
SSR;2024;500012687;CLINIQUE W HARVEY;310021118;SSR_A50;1;;;;;0;0;
SSR;2024;500012687;CLINIQUE W HARVEY;310021118;SSR_A53;1;80;;10;;20574;7550;
SSR;2024;500012687;CLINIQUE W HARVEY;310021118;SSR_TOT;;80;29609;10;992;20574;7550;0
SSR;2024;500012968;MECS GOUVILLE SUR MER;750826307;SSR_E;;56;3946;;304;3488;0;
SSR;2024;500012968;MECS GOUVILLE SUR MER;750826307;SSR_E50;1;56;;;;3488;0;
SSR;2024;500012968;MECS GOUVILLE SUR MER;750826307;SSR_TOT;;56;3946;;304;3488;0;0
SSR;2024;500021423;CRF LE NORMANDY II;500000567;SSR_A;;91;32850;5;469;26402;2406;
SSR;2024;500021423;CRF LE NORMANDY II;500000567;SSR_A50;1;5;;;;0;0;
SSR;2024;500021423;CRF LE NORMANDY II;500000567;SSR_A51;1;1;;;;55;0;
SSR;2024;500021423;CRF LE NORMANDY II;500000567;SSR_A52;1;60;;5;;26343;2406;
SSR;2024;500021423;CRF LE NORMANDY II;500000567;SSR_A54;1;20;;;;0;0;
SSR;2024;500021423;CRF LE NORMANDY II;500000567;SSR_A59;1;5;;;;4;0;
SSR;2024;500021423;CRF LE NORMANDY II;500000567;SSR_TOT;;91;32850;5;469;26402;2406;0
SSR;2024;500024336;CRF SIOUVILLE SITE CHERBOURG;310021084;SSR_A;;20;7091;5;214;6530;2493;
SSR;2024;500024336;CRF SIOUVILLE SITE CHERBOURG;310021084;SSR_A54;1;20;;5;;6530;2493;
SSR;2024;500024336;CRF SIOUVILLE SITE CHERBOURG;310021084;SSR_TOT;;20;7091;5;214;6530;2493;0
SSR;2024;500026307;HOPITAL PRIVE DE LA MANCHE;500026299;SSR_A;;30;4639;;124;3382;0;
SSR;2024;500026307;HOPITAL PRIVE DE LA MANCHE;500026299;SSR_A50;1;30;;;;3382;0;
SSR;2024;500026307;HOPITAL PRIVE DE LA MANCHE;500026299;SSR_TOT;;30;4639;;124;3382;0;0
SSR;2024;510000169;CENTRE HOSPITALIER LEON BOURGEOIS;510000037;SSR_A;;78;25778;20;676;20472;2977;
SSR;2024;510000169;CENTRE HOSPITALIER LEON BOURGEOIS;510000037;SSR_A50;1;10;;;;1568;0;
SSR;2024;510000169;CENTRE HOSPITALIER LEON BOURGEOIS;510000037;SSR_A51;1;15;;5;;3075;1105;
SSR;2024;510000169;CENTRE HOSPITALIER LEON BOURGEOIS;510000037;SSR_A52;1;8;;5;;3402;1429;
SSR;2024;510000169;CENTRE HOSPITALIER LEON BOURGEOIS;510000037;SSR_A54;1;;;10;;0;443;
SSR;2024;510000169;CENTRE HOSPITALIER LEON BOURGEOIS;510000037;SSR_A59;1;45;;;;12427;0;
SSR;2024;510000169;CENTRE HOSPITALIER LEON BOURGEOIS;510000037;SSR_TOT;;78;25778;20;676;20472;2977;
SSR;2024;510000177;CENTRE HOSPITALIER DE SEZANNE;100006279;SSR_A;;17;6205;;170;3144;0;
SSR;2024;510000177;CENTRE HOSPITALIER DE SEZANNE;100006279;SSR_A50;1;17;;;;3144;0;
SSR;2024;510000177;CENTRE HOSPITALIER DE SEZANNE;100006279;SSR_TOT;;17;6205;;170;3144;0;0
SSR;2024;510000201;RESIDENCE MEDICALE JEAN D'ORBAIS;750034589;SSR_A;;30;10950;;231;10266;0;
SSR;2024;510000201;RESIDENCE MEDICALE JEAN D'ORBAIS;750034589;SSR_A50;1;30;;;;10266;0;
SSR;2024;510000201;RESIDENCE MEDICALE JEAN D'ORBAIS;750034589;SSR_TOT;;30;10950;;231;10266;0;0
SSR;2024;510000219;ETABT PUBLIC DE SANTE MENTALE MARNE;510000052;SSR_A;;20;6260;1;171;4547;125;
SSR;2024;510000219;ETABT PUBLIC DE SANTE MENTALE MARNE;510000052;SSR_A58;1;20;;1;;4547;125;
SSR;2024;510000219;ETABT PUBLIC DE SANTE MENTALE MARNE;510000052;SSR_TOT;;20;6260;1;171;4547;125;0
SSR;2024;510000250;CENTRE HOSPITALIER VITRY LE FRANCOIS;510000078;SSR_A;;47;17202;4;362;15719;703;
SSR;2024;510000250;CENTRE HOSPITALIER VITRY LE FRANCOIS;510000078;SSR_A50;1;47;;;;15719;0;
SSR;2024;510000250;CENTRE HOSPITALIER VITRY LE FRANCOIS;510000078;SSR_A53;1;;;4;;0;703;
SSR;2024;510000250;CENTRE HOSPITALIER VITRY LE FRANCOIS;510000078;SSR_TOT;;47;17202;4;362;15719;703;0
SSR;2024;510000292;EHSSR STE MARTHE;750720534;SSR_A;;60;21960;8;596;19989;1531;
SSR;2024;510000292;EHSSR STE MARTHE;750720534;SSR_A50;1;20;;3;;5553;266;
SSR;2024;510000292;EHSSR STE MARTHE;750720534;SSR_A59;1;40;;5;;14436;1265;
SSR;2024;510000292;EHSSR STE MARTHE;750720534;SSR_TOT;;60;21960;8;596;19989;1531;
SSR;2024;510000359;HOPITAL LOCAL DE MONTMIRAIL;510000086;SSR_A;;40;14640;;341;13346;0;
SSR;2024;510000359;HOPITAL LOCAL DE MONTMIRAIL;510000086;SSR_A50;1;40;;;;13346;0;
SSR;2024;510000359;HOPITAL LOCAL DE MONTMIRAIL;510000086;SSR_TOT;;40;14640;;341;13346;0;0
SSR;2024;510000466;CENTRE HOSPITALIER DE SAINTE-MENEHOULD;510000102;SSR_A;;13;4758;;108;1994;0;
SSR;2024;510000466;CENTRE HOSPITALIER DE SAINTE-MENEHOULD;510000102;SSR_A50;1;13;;;;1994;0;
SSR;2024;510000466;CENTRE HOSPITALIER DE SAINTE-MENEHOULD;510000102;SSR_TOT;;13;4758;;108;1994;0;0
SSR;2024;510002447;HOPITAL ROBERT DEBRE CHU REIMS;510000029;SSR_A;;15;5490;18;197;4098;5245;
SSR;2024;510002447;HOPITAL ROBERT DEBRE CHU REIMS;510000029;SSR_A53;1;15;;18;;4098;5245;
SSR;2024;510002447;HOPITAL ROBERT DEBRE CHU REIMS;510000029;SSR_TOT;;15;5490;18;197;4098;5245;0
SSR;2024;510002454;HOPITAL SEBASTOPOL CHU REIMS;510000029;SSR_A;;206;75396;29;1409;68862;6465;
SSR;2024;510002454;HOPITAL SEBASTOPOL CHU REIMS;510000029;SSR_A50;1;30;;;;9307;0;
SSR;2024;510002454;HOPITAL SEBASTOPOL CHU REIMS;510000029;SSR_A51;1;30;;;;10468;0;
SSR;2024;510002454;HOPITAL SEBASTOPOL CHU REIMS;510000029;SSR_A52;1;30;;16;;10700;5210;
SSR;2024;510002454;HOPITAL SEBASTOPOL CHU REIMS;510000029;SSR_A54;1;;;8;;0;1106;
SSR;2024;510002454;HOPITAL SEBASTOPOL CHU REIMS;510000029;SSR_A55;1;25;;;;8090;0;
SSR;2024;510002454;HOPITAL SEBASTOPOL CHU REIMS;510000029;SSR_A59;1;91;;5;;30297;149;
SSR;2024;510002454;HOPITAL SEBASTOPOL CHU REIMS;510000029;SSR_TOT;;206;75396;29;1409;68862;6465;1
SSR;2024;510002470;AMERICAN MEMORIAL HOSPITAL CHU REIMS;510000029;SSR_E;;4;1464;5;35;599;1489;
SSR;2024;510002470;AMERICAN MEMORIAL HOSPITAL CHU REIMS;510000029;SSR_E51;1;2;;3;;;1489;
SSR;2024;510002470;AMERICAN MEMORIAL HOSPITAL CHU REIMS;510000029;SSR_E52;1;2;;2;;599;0;
SSR;2024;510002470;AMERICAN MEMORIAL HOSPITAL CHU REIMS;510000029;SSR_TOT;;4;1464;5;35;599;1489;0
SSR;2024;510012040;POLYCLINIQUE DES BLEUETS;510000532;SSR_A;;108;42456;160;1237;39751;31835;
SSR;2024;510012040;POLYCLINIQUE DES BLEUETS;510000532;SSR_A50;1;39;;65;;14193;13527;
SSR;2024;510012040;POLYCLINIQUE DES BLEUETS;510000532;SSR_A51;1;18;;20;;5107;3972;
SSR;2024;510012040;POLYCLINIQUE DES BLEUETS;510000532;SSR_A52;1;7;;25;;3451;6600;
SSR;2024;510012040;POLYCLINIQUE DES BLEUETS;510000532;SSR_A53;1;;;25;;0;5440;
SSR;2024;510012040;POLYCLINIQUE DES BLEUETS;510000532;SSR_A54;1;;;15;;0;2138;
SSR;2024;510012040;POLYCLINIQUE DES BLEUETS;510000532;SSR_A59;1;44;;10;;17000;158;
SSR;2024;510012040;POLYCLINIQUE DES BLEUETS;510000532;SSR_TOT;;108;42456;160;1237;39751;31835;0
SSR;2024;510024359;CLINIQUE TERRE DE FRANCE CLINEA;920030269;SSR_A;;83;30378;10;733;29948;3986;
SSR;2024;510024359;CLINIQUE TERRE DE FRANCE CLINEA;920030269;SSR_A50;1;83;;;;29948;0;
SSR;2024;510024359;CLINIQUE TERRE DE FRANCE CLINEA;920030269;SSR_A53;1;;;10;;0;3986;
SSR;2024;510024359;CLINIQUE TERRE DE FRANCE CLINEA;920030269;SSR_TOT;;83;30378;10;733;29948;3986;0
SSR;2024;510024466;CENTRE HOSPITALIER DE FISMES;510000128;SSR_A;;30;10980;;208;5732;0;
SSR;2024;510024466;CENTRE HOSPITALIER DE FISMES;510000128;SSR_A50;1;30;;;;5732;0;
SSR;2024;510024466;CENTRE HOSPITALIER DE FISMES;510000128;SSR_TOT;;30;10980;;208;5732;0;0
SSR;2024;520000019;C H DE BOURBONNE-LES-BAINS;520780024;SSR_A;;43;15738;10;344;14290;2557;
SSR;2024;520000019;C H DE BOURBONNE-LES-BAINS;520780024;SSR_A50;1;11;;1;;1114;80;
SSR;2024;520000019;C H DE BOURBONNE-LES-BAINS;520780024;SSR_A51;1;20;;5;;8996;1799;
SSR;2024;520000019;C H DE BOURBONNE-LES-BAINS;520780024;SSR_A52;1;12;;4;;4180;678;
SSR;2024;520000019;C H DE BOURBONNE-LES-BAINS;520780024;SSR_TOT;;43;15738;10;344;14290;2557;1
SSR;2024;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;SSR_A;;24;8760;15;156;7441;7273;
SSR;2024;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;SSR_A50;1;0;;0;;0;0;
SSR;2024;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;SSR_A51;1;0;;5;;0;5147;
SSR;2024;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;SSR_A52;1;0;;10;;0;2126;
SSR;2024;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;SSR_A59;1;24;;0;;7441;0;
SSR;2024;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;SSR_TOT;;24;8760;15;156;7441;7273;0
SSR;2024;520000035;HOPITAL DE JOINVILLE;520780040;SSR_A;;25;9125;0;328;8231;0;
SSR;2024;520000035;HOPITAL DE JOINVILLE;520780040;SSR_A50;1;25;;0;;8231;0;
SSR;2024;520000035;HOPITAL DE JOINVILLE;520780040;SSR_TOT;;25;9125;0;328;8231;0;0
SSR;2024;520000043;CENTRE HOSPITALIER DE LANGRES;520780057;SSR_A;;12;4392;6;136;4274;1053;
SSR;2024;520000043;CENTRE HOSPITALIER DE LANGRES;520780057;SSR_A50;1;12;;;;4274;0;
SSR;2024;520000043;CENTRE HOSPITALIER DE LANGRES;520780057;SSR_A53;1;0;;4;;0;945;
SSR;2024;520000043;CENTRE HOSPITALIER DE LANGRES;520780057;SSR_A54;1;0;;2;;0;108;
SSR;2024;520000043;CENTRE HOSPITALIER DE LANGRES;520780057;SSR_TOT;;12;4392;6;136;4274;1053;0
SSR;2024;520000050;CENTRE HOSPITALIER DE MONTIER-EN-DER;520780065;SSR_A;;22;8052;;292;8388;0;
SSR;2024;520000050;CENTRE HOSPITALIER DE MONTIER-EN-DER;520780065;SSR_A50;1;22;;;;8388;0;
SSR;2024;520000050;CENTRE HOSPITALIER DE MONTIER-EN-DER;520780065;SSR_TOT;;22;8052;;292;8388;0;
SSR;2024;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;520780081;SSR_A;;48;17520;4;571;15863;620;
SSR;2024;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;520780081;SSR_A50;1;10;;;;5251;0;
SSR;2024;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;520780081;SSR_A51;1;20;;3;;6176;493;
SSR;2024;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;520780081;SSR_A58;1;6;;1;;422;127;
SSR;2024;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;520780081;SSR_A59;1;12;;;;4014;0;
SSR;2024;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;520780081;SSR_TOT;;48;17520;4;571;15863;620;1
SSR;2024;520780156;CLINIQUE DE LA COMPASSION;520000092;SSR_A;;15;5475;;167;2722;0;
SSR;2024;520780156;CLINIQUE DE LA COMPASSION;520000092;SSR_A50;1;15;;;;2722;0;
SSR;2024;520780156;CLINIQUE DE LA COMPASSION;520000092;SSR_TOT;;15;5475;;167;2722;0;0
SSR;2024;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;SSR_A;;20;7320;6;260;6800;589;
SSR;2024;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;SSR_A50;1;20;;3;;6800;369;
SSR;2024;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;SSR_A53;1;0;;3;;0;220;
SSR;2024;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;SSR_TOT;;20;7320;6;260;6800;589;0
SSR;2024;530000132;HOPITAL S.O. MAYENNAIS :SITE DE CRAON;530007202;SSR_A;;20;7320;;150;3995;0;
SSR;2024;530000132;HOPITAL S.O. MAYENNAIS :SITE DE CRAON;530007202;SSR_A50;1;20;;;;3995;0;
SSR;2024;530000132;HOPITAL S.O. MAYENNAIS :SITE DE CRAON;530007202;SSR_TOT;;20;7320;;150;3995;0;0
SSR;2024;530000140;CH ERNEE;530000058;SSR_A;;63;17040;;407;15366;0;
SSR;2024;530000140;CH ERNEE;530000058;SSR_A50;1;63;;;;15366;0;
SSR;2024;530000140;CH ERNEE;530000058;SSR_TOT;;63;17040;;407;15366;0;0
SSR;2024;530000165;HOPITAL LOCAL EVRON;530000066;SSR_A;;35;12775;;264;9303;0;
SSR;2024;530000165;HOPITAL LOCAL EVRON;530000066;SSR_A50;1;35;;;;9303;0;
SSR;2024;530000165;HOPITAL LOCAL EVRON;530000066;SSR_TOT;;35;12775;;264;9303;0;0
SSR;2024;530000173;CH DU NORD MAYENNE;530000074;SSR_A;;24;8784;10;212;7370;1341;
SSR;2024;530000173;CH DU NORD MAYENNE;530000074;SSR_A50;1;24;;;;7370;0;
SSR;2024;530000173;CH DU NORD MAYENNE;530000074;SSR_A53;1;;;10;;0;1341;
SSR;2024;530000173;CH DU NORD MAYENNE;530000074;SSR_TOT;;24;8784;10;212;7370;1341;0
SSR;2024;530000181;HOPITAL S.O. MAYENNAIS :SITE DE RENAZE;530007202;SSR_A;;15;5490;;78;2096;0;
SSR;2024;530000181;HOPITAL S.O. MAYENNAIS :SITE DE RENAZE;530007202;SSR_A50;1;15;;;;2096;0;
SSR;2024;530000181;HOPITAL S.O. MAYENNAIS :SITE DE RENAZE;530007202;SSR_TOT;;15;5490;;78;2096;0;0
SSR;2024;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;SSR_A;;67;24455;35;506;23376;8029;
SSR;2024;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;SSR_A50;1;20;;;;7157;0;
SSR;2024;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;SSR_A51;1;6;;10;;1927;2149;
SSR;2024;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;SSR_A52;1;18;;15;;5912;3691;
SSR;2024;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;SSR_A53;1;;;10;;0;2189;
SSR;2024;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;SSR_A59;1;23;;;;8380;0;
SSR;2024;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;SSR_TOT;;67;24455;35;506;23376;8029;1
SSR;2024;530000611;HOPITAL LOCAL VILLAINES LA JUHEL;530002591;SSR_A;;28;10248;;120;6116;0;
SSR;2024;530000611;HOPITAL LOCAL VILLAINES LA JUHEL;530002591;SSR_A50;1;28;;;;6116;0;
SSR;2024;530000611;HOPITAL LOCAL VILLAINES LA JUHEL;530002591;SSR_TOT;;28;10248;;120;6116;0;0
SSR;2024;530031509;CENTRE DE SOINS DE LA BREHONNIERE;530000868;SSR_A;;40;14600;8;400;12985;2607;
SSR;2024;530031509;CENTRE DE SOINS DE LA BREHONNIERE;530000868;SSR_A58;1;40;;8;;12985;2607;
SSR;2024;530031509;CENTRE DE SOINS DE LA BREHONNIERE;530000868;SSR_TOT;;40;14600;8;400;12985;2607;0
SSR;2024;530031962;POLYCLINIQUE DU MAINE;530000975;SSR_A;;30;10980;;199;5662;0;
SSR;2024;530031962;POLYCLINIQUE DU MAINE;530000975;SSR_A50;1;30;;;;5662;0;
SSR;2024;530031962;POLYCLINIQUE DU MAINE;530000975;SSR_TOT;;30;10980;;199;5662;0;0
SSR;2024;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;540000049;SSR_A;;20;7320;;177;5923;0;
SSR;2024;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;540000049;SSR_A50;1;20;;;;5923;0;
SSR;2024;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;540000049;SSR_TOT;;20;7320;;177;5923;0;0
SSR;2024;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;SSR_A;;;;8;0;0;2197;
SSR;2024;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;SSR_A53;1;;;8;;0;2197;
SSR;2024;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;SSR_TOT;;;;8;0;0;2197;0
SSR;2024;540000270;HOPITAL LOCAL DE POMPEY;540003399;SSR_A;;20;7900;;188;6515;0;
SSR;2024;540000270;HOPITAL LOCAL DE POMPEY;540003399;SSR_A50;1;20;;;;6515;0;
SSR;2024;540000270;HOPITAL LOCAL DE POMPEY;540003399;SSR_TOT;;20;7900;;188;6515;0;0
SSR;2024;540000288;LES ELIEUX SOINS DE SUITE READAPTATION;540018710;SSR_A;;83;27450;20;596;23242;4047;
SSR;2024;540000288;LES ELIEUX SOINS DE SUITE READAPTATION;540018710;SSR_A50;1;83;;20;;23242;4047;
SSR;2024;540000288;LES ELIEUX SOINS DE SUITE READAPTATION;540018710;SSR_TOT;;83;27450;20;596;23242;4047;0
SSR;2024;540000296;CENTRE HOSPITALIER DE PONT A MOUSSON;540000106;SSR_A;;21;11929;;221;7625;0;
SSR;2024;540000296;CENTRE HOSPITALIER DE PONT A MOUSSON;540000106;SSR_A50;1;21;;;;7625;0;
SSR;2024;540000296;CENTRE HOSPITALIER DE PONT A MOUSSON;540000106;SSR_TOT;;21;11929;;221;7625;0;0
SSR;2024;540000312;CENTRE HOSPITALIER ST NICOLAS DE PORT;540000114;SSR_A;;76;26556;5;651;22738;1207;
SSR;2024;540000312;CENTRE HOSPITALIER ST NICOLAS DE PORT;540000114;SSR_A50;1;76;;5;;22738;1207;
SSR;2024;540000312;CENTRE HOSPITALIER ST NICOLAS DE PORT;540000114;SSR_TOT;;76;26556;5;651;22738;1207;0
SSR;2024;540000395;LES MAISONS HOSPITALI. SITE NANCY;540000122;SSR_A;;50;18300;0;228;9589;0;
SSR;2024;540000395;LES MAISONS HOSPITALI. SITE NANCY;540000122;SSR_A59;1;50;;;;9589;0;
SSR;2024;540000395;LES MAISONS HOSPITALI. SITE NANCY;540000122;SSR_TOT;;50;18300;0;228;9589;0;0
SSR;2024;540000478;CLINIQUE LOUIS PASTEUR;540027547;SSR_A;;;;40;0;0;15192;
SSR;2024;540000478;CLINIQUE LOUIS PASTEUR;540027547;SSR_A50;1;;;20;;0;8661;
SSR;2024;540000478;CLINIQUE LOUIS PASTEUR;540027547;SSR_A53;1;;;20;;0;6531;
SSR;2024;540000478;CLINIQUE LOUIS PASTEUR;540027547;SSR_TOT;;;;40;0;0;15192;0
SSR;2024;540000585;SSR DE FLAVIGNY - OHS;540006707;SSR_A;;70;25550;;310;18717;0;
SSR;2024;540000585;SSR DE FLAVIGNY - OHS;540006707;SSR_A50;1;70;;;;18717;0;
SSR;2024;540000585;SSR DE FLAVIGNY - OHS;540006707;SSR_TOT;;70;25550;;310;18717;0;
SSR;2024;540000668;CTRE JACQUES PARISOT BAINVILLE S MADON;540006707;SSR_A;;110;40150;12;414;27503;428;
SSR;2024;540000668;CTRE JACQUES PARISOT BAINVILLE S MADON;540006707;SSR_A50;1;30;;2;;7196;99;
SSR;2024;540000668;CTRE JACQUES PARISOT BAINVILLE S MADON;540006707;SSR_A52;1;20;;5;;7019;198;
SSR;2024;540000668;CTRE JACQUES PARISOT BAINVILLE S MADON;540006707;SSR_A59;1;60;;5;;13288;131;
SSR;2024;540000668;CTRE JACQUES PARISOT BAINVILLE S MADON;540006707;SSR_TOT;;110;40150;12;414;27503;428;0
SSR;2024;540000726;CTRE SANIT  LES R. DU CHATEAU  BLAMONT;750721334;SSR_E;;21;7665;;36;4891;0;
SSR;2024;540000726;CTRE SANIT  LES R. DU CHATEAU  BLAMONT;750721334;SSR_E50;1;21;;;;4891;0;
SSR;2024;540000726;CTRE SANIT  LES R. DU CHATEAU  BLAMONT;750721334;SSR_TOT;;21;7665;;36;4891;0;
SSR;2024;540000858;LES MAISONS HOSPITALI. SITE N. MAISONS;540000122;SSR_A;;30;10980;0;0;0;0;
SSR;2024;540000858;LES MAISONS HOSPITALI. SITE N. MAISONS;540000122;SSR_A50;1;30;;0;;0;0;
SSR;2024;540000858;LES MAISONS HOSPITALI. SITE N. MAISONS;540000122;SSR_TOT;;30;10980;0;0;0;0;0
SSR;2024;540000973;CTRE D'OBSERVATION ET DE CURE FLAVIGNY;540006707;SSR_E;;24;5040;4;605;1371;1968;
SSR;2024;540000973;CTRE D'OBSERVATION ET DE CURE FLAVIGNY;540006707;SSR_E50;1;24;;4;;1371;1968;
SSR;2024;540000973;CTRE D'OBSERVATION ET DE CURE FLAVIGNY;540006707;SSR_TOT;;24;5040;4;605;1371;1968;0
SSR;2024;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;SSR_A;;20;7320;;142;6413;0;
