BOR;AN;FI;RS;FI_EJ;PSY_A45;PSY_A46;PSY_B45;PSY_B46;PSY_C45;PSY_C46;PSY_D45;PSY_D46;PSY_E45;PSY_E46;PSY_C22;PSY_C23;PSY_C24;PSY_C25;PSY_C26;PSY_C27;PSY_C28;PSY_D22;PSY_D23;PSY_D24;PSY_D25;PSY_D26;PSY_D27;PSY_D28;PSY_E22;PSY_E23;PSY_E24;PSY_E25;PSY_E26;PSY_E27;PSY_E28;PSY_A38;PSY_B38;PSY_A41;PSY_B41;PSY_A42;PSY_B42;PSY_A43;PSY_A44;PSY_A47;PSY_B47;PSY_A48;PSY_B48;PSY_A49;PSY_B49
PSY2;2024;480000058;CHS FRANCOIS TOSQUELLES ST ALBAN;480780147;0;0;0;0;0;0;0;0;;;18470;826;0;0;0;1437;561;6192;2;0;0;0;94;0;41247;612;0;0;0;1667;435;1;0.4;0;;0;;0;0;0;;1;6;0;0
PSY2;2024;490000106;CESAME CHS STE GEMMES SUR LOIRE;490000163;0;0;0;0;0;0;0;0;1578;2223;62268;5853;1823;21;434;9653;8451;8360;173;311;0;0;61;28;174670;1877;431;0;1;370;347;1;;0;;0;;0;0;1;3;1;11;1;2084
PSY2;2024;490000247;CLINIQUE SAINT DIDIER;490000130;;;;;;;;;;;11854;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;490000635;CH DE CHOLET;490000676;;;;;;;;;;;8908;127;;;;2279;;8039;;;;;270;;56935;9;;;;29;;1;0;0;;0;;0;0;1;5;1;3;1;3498
PSY2;2024;490001765;CH DE SAUMUR;490528452;;;;;;;;;;;5222;1021;;;;723;;1849;118;;;;21;;17375;292;;;;68;;1;0.62;0;;0;;0;0;;;;;1;
PSY2;2024;490002979;INSTITUT PSYCHOTHERAPIQUE;490535705;;;;;;;;;;;17605;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;0;1;1;1;1;0;
PSY2;2024;500000575;CH DE L'ESTRAN;500000245;;;;;;;;;;;21507;841;;1838;;1367;1838;14158;140;;;;;369;73531;74;10;;;164;209;1;;0;;0;;;0;0;;1;4;1;
PSY2;2024;500010384;FONDATION BON SAUVEUR DE LA MANCHE;500010384;;;;;;;;;;;59802;4864;1063;36;86;8807;2588;19679;169;132;0;0;179;45;157738;775;132;50;1;790;250;1;0.85;0;;0;;0;0;0;;1;8;0;
PSY2;2024;510000219;ETABT PUBLIC DE SANTE MENTALE MARNE;510000052;;;;;;;;;96;62;62410;24003;2323;0;726;21024;5371;15054;462;0;0;20;258;48;225348;2689;178;0;2;1245;249;0;;1;97.62;1;13.88;0;0;1;8;1;39;1;13193
PSY2;2024;510000284;CLINIQUE DES SACRES;920035599;;;;;;;;;;;28775;;;;;;;10;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;510000813;CENTRE DE POST-CURE L'AMITIÉ;510000854;;;;;;;;;;;10132;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;0;1;1;0;;0;
PSY2;2024;510002447;HOPITAL ROBERT DEBRE CHU REIMS;510000029;;4;;1;;2;0;106;0;7181;3990;;;;;;;382;;;;;;;44766;;;;;;;0;;0;;0;;0;0;;;;;0;
PSY2;2024;510002470;AMERICAN MEMORIAL HOSPITAL CHU REIMS;510000029;;;;;;;;;;;971;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;0;;;;;;
PSY2;2024;510025471;CLINIQUE FSEF VITRY-LE-FRANCOIS;750720575;;;;;;;;;;;12974;;;;;;;45;;;;;;;;;;;;;;;;0;;0;;0;0;;;;;;
PSY2;2024;510025703;CENTRE PSYPRO REIMS;690044979;;;;;;;;;;;;;;;;;;8480;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;520780081;;;;;;;;;;;25573;124;53;0;18;6327;3952;7819;251;21;;;365;238;54317;581;91;33;18;1829;910;;;0;;0;;0;0;1;3;1;3;;
PSY2;2024;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;0;0;0;0;0;0;0;0;0;0;5986;1659;0;0;0;970;963;3799;809;0;0;0;1587;266;21831;492;0;0;0;1423;510;1;;0;;0;;0;0;0;;1;;0;
PSY2;2024;530000173;CH DU NORD MAYENNE;530000074;0;0;0;0;0;0;0;0;0;0;15892;1355;329;0;0;2051;446;6715;157;0;0;0;286;160;22636;1080;0;0;0;1235;1569;1;0.32;0;;0;;0;0;0;;1;1;0;
PSY2;2024;530000249;CLINIQUE DE CHANGE NOTRE DAME DE PRITZ;530000249;;;;;;;;;;;12242;;;;;;;1069;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;;;;;;;;;;;14439;1120;708;;;3329;2699;5861;;;;;;;18020;177;14;;18;313;68;0;;0;;0;;0;0;1;3;1;2;0;
PSY2;2024;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;;;;;;;;;;;5969;;;;;39;;;;;;;;;;;;;;;;1;0.86;0;;0;;0;0;1;1;0;;0;
PSY2;2024;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0.9;0;;;;0;0;;;;;0;
PSY2;2024;540006830;CMP CATTP HJ ENF DU CH BRIEY A BRIEY;540000767;;;;;;;;;;;;;;;;;;3613;;;;;51;;30842;;;;;238;;;;0;;0;;0;0;0;;0;;;
PSY2;2024;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY;540000056;;;0;0;5;;179;;;3167;61632;4365;735;0;6410;11560;11000;12582;131;11;0;0;215;29;216134;1591;200;0;139;3086;1047;1;6.44;0;;0;;1;0;1;6;1;9;1;
PSY2;2024;540023884;CLINIQUE DES BOUCLES DE LA MOSELLE;920038627;;;;;;;;;;;22715;;;;;1423;175;1316;;;;;13;0;;;;;;;;0;;0;;0;;0;0;1;2;0;;0;
PSY2;2024;550000186;CH VERDUN/ST MIHIEL-UNITE D'HOSP. ADOS;550006795;;;;;;;;;;;1690;0;;;;;0;3956;470;;;;;1;4780;6;;;;;3;;;0;;0;;0;0;;;;;;
PSY2;2024;550000251;CH BLD FV SITE FV;550003354;;;;;;;;;;;23475;1740;0;0;14;7155;2270;9316;36;0;0;0;1377;51;33007;183;0;0;63;1510;277;1;0.25;0;;0;;0;0;0;;1;1;0;
PSY2;2024;550003362;CH VERDUN/ST MIHIEL - HOP DESANDROUINS;550006795;;;;;;;;;;;9561;1744;366;404;8;2880;256;1374;;;268;;554;75;11616;120;;8;1085;158;77;;;0;;0;;0;0;;;;;;
PSY2;2024;560000242;CPCR BILLIERS;560022246;;;;;;;;;;;24631;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;560000382;ETABLISSEMENT PUBLIC DE SANTE MENTALE;560002032;;;;;;;;;1730;1696;47255;2876;2133;0;39;25019;4758;16157;124;469;0;0;1070;410;143653;733;918;0;7;4326;1196;1;1;0;;0;;0;0;1;2;1;5;1;728
PSY2;2024;560000697;EPSM JEAN-MARTIN CHARCOT;560002677;0;0;0;0;0;0;0;0;22;2246;37853;4560;1513;0;99;7557;3730;12421;177;41;0;0;456;63;129072;732;297;0;0;2257;1035;1;1.63;0;;0;;0;0;1;5;1;5;1;2374
PSY2;2024;560002081;CLINIQUE DU GOLFE;560000416;;;;;;;;;;;22284;;;;;;;2836;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;560002123;CLINIQUE SAINT VINCENT;920030269;;;;;;;;;;;26478;;;;;;;4455;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;560002685;ETABLISSEMENT SPECIALISE KER JOIE;750043713;;;;;;;;;;;11382;;;;;;;1679;;;;;;;572;;;;;;;0;;0;;0;;0;0;1;2;0;;0;
PSY2;2024;560004277;CENTRE DE POST CURE HOVIA;750721029;;;;;;;;;;;2162;;;;;;;2973;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;560006991;HOP DE JOUR CMP ENFANTS ADO PONTIVY;220017974;;;;;;;;;;;6561;;;;;3;;5265;;;;;;;39864;33;;;;51;22;1;0.85;0;;0;;0;0;1;1;0;;0;
PSY2;2024;570000281;HOPITAL D'HAYANGE - CHR;570005165;;;;;;;;;;;8366;;;;;6066;573;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY2;2024;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;;;;;;;;;;;1480;;;;;52;;;;;;;;;;;;;;;;1;1.25;;;;;;;;;;;;
PSY2;2024;570000885;CENTRE HOSPITALIER DE LORQUIN;570000133;;;;;;;;;;;30518;2074;;;;6849;2754;15054;146;;;;5;49;76063;590;;;;579;155;1;4.51;0;;1;19.17;;0;0;1;0;2;0;
PSY2;2024;570000893;CHS DE SARREGUEMINES;570000141;;;;;;;;;31;12;34231;40015;8050;;1521;6222;6901;11659;230;70;;;77;85;71878;925;67;;41;397;240;1;0.62;1;330.01;0;;0;0;1;21;1;5;0;
PSY2;2024;570001016;EPSM METZ-JURY;570000513;;;;;;;;;848;549;21591;6933;1202;;1;12478;6592;6354;1;;;;119;;127199;2533;80;;29;4607;2221;1;1.8;0;;0;;0;0;0;;0;;1;5206
PSY2;2024;570001057;HOPITAL BELLE-ISLE DE METZ - HPM;570023630;;;;;;;;;;;9515;;;;;;;303;;;;;;;6452;;;;;;;0;;0;;0;;0;0;;;;;1;70
PSY2;2024;570002287;MAISON DE SANTE STE MARGUERITE NOVEANT;570001230;;;;;;;;;;;28432;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;0;1;1;;;0;
PSY2;2024;570010181;ASSOCIATION GROUPE SOS SANTE;570010181;0;0;0;0;0;0;0;0;0;0;1828;851;0;0;0;539;867;0;0;0;0;0;0;0;16639;67;0;0;0;686;222;1;;0;;0;;0;0;1;2;1;2;0;
PSY2;2024;570015750;HOPITAL DE JOUR ENFANTS DE YUTZ;570005165;;;;;;;;;;;;;;;;;;790;;;;;;;45097;;;;;;;;;0;;0;;0;0;;;;;;
PSY2;2024;570023309;CENTRE MATHILDE SALOMON DE PHALSBOURG;670014604;;;;;;;;;;;5425;;;;;;;555;;;;;;;;;;;;;;0;;0;;0;;0;0;;;;;0;
PSY2;2024;570027441;CLINIQUE CENTRE DE SOINS DU GRAND EST;920030269;;;;;;;;;;;21730;;;;;4727;983;1720;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;570027631;CNPA ST AVOLD;570029504;;;;;;;;;;;;;;;;;;2216;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;570028498;CENTRE PSYPRO METZ;690044987;;;;;;;;;;;;;;;;;;4812;;;;;;;;;;;;;;0;;0;;0;;0;0;;;;;0;
PSY2;2024;580780237;CLINIQUE DU CHATEAU DU TREMBLAY;580000099;0;0;0;0;0;0;0;0;0;0;34817;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;0;1;1;0;;0;
PSY2;2024;580972636;CENTRE HOSPITALIER PIERRE LÔO;580780971;;;;;;;;;;;28782;2379;454;;58;5570;4775;8182;242;;;;893;608;62714;610;87;;;1169;1899;1;;0;;0;;0;0;1;4;1;7;0;
PSY2;2024;580972693;HOPITAL PIERRE BEREGOVOY;580780039;;;;;;;;;;;;;;;;;;1743;;;;;;;19242;;;;;;;1;;0;;0;;0;0;0;;0;;0;
PSY2;2024;590000014;CH SOMAIN;590780052;0;0;;;;;;;;;5654;580;;;;1789;518;3185;;;;;;;17558;64;;;;145;17;0;;0;;0;;0;0;1;1;1;1;0;
PSY2;2024;590000105;CHR LILLE;590780193;4;4;1047;1122;3;3;663;410;;;23414;2190;0;0;5467;2306;1114;7598;0;;;;;;43356;1416;;;1;6;0;;;0;;1;220;1;1;;;;;1;342
PSY2;2024;590000428;CH CAMBRAI;590781605;;;;;;;;;;;14635;2239;;;17;7754;386;4049;;;;;188;;55755;116;;;;430;12;1;;0;;0;;0;0;1;1;1;5;0;
PSY2;2024;590000469;CH FOURMIES;590781662;0;0;0;0;0;0;0;0;0;0;4002;155;0;0;0;169;1;1659;0;0;0;0;0;0;4602;0;0;0;0;0;0;1;2;0;;0;;0;0;1;1;1;1;0;
PSY2;2024;590000535;CH DE MAUBEUGE MCO;590781803;;;;;;;;;;;15768;436;50;;50;3385;246;4843;;;;;;;26527;;;;;;;1;;0;;0;;0;0;1;2;1;4;0;
PSY2;2024;590000592;CH DENAIN;590782165;;;;;;;;;;;7160;527;;;4;3079;13;8052;198;;;;;;30401;71;199;;;263;16;1;;0;;0;;0;0;1;1;1;4;0;
PSY2;2024;590000600;CH SAINT- AMAND LES EAUX;590782207;;;;;;;;;;;14875;;;;;345;54;3451;;;;;122;;16476;;;;;1;8;0;;0;;0;;0;0;;;;;0;
PSY2;2024;590000618;CH VALENCIENNES;590782215;;;;;;;;;;;26190;1336;0;0;42;9744;168;10828;0;0;46;0;0;0;86704;161;24;0;1;14;5;;;0;;0;;0;0;1;5;1;11;;
PSY2;2024;590000782;EPSM LILLE METROPOLE;590782660;;;;;;5;;366;;2820;40833;3125;1142;;68;7836;7206;21768;41;;;;203;226;278632;972;189;;7;4388;3310;1;0.5;0;;0;;0;0;1;9;1;7;1;1979
PSY2;2024;590000790;EPSM DES FLANDRES;590782678;;;;;;;;;;;40135;3030;631;0;21;4457;3092;11828;49;;;;120;119;140390;1171;158;15;28;1580;204;1;;0;;0;;0;0;;;;;0;
PSY2;2024;590001004;CH DOUAI DECHY;590783239;;;;;;;;;523;51;8388;1912;;;;3278;322;5319;154;;;;231;;71783;407;;;2;369;;1;1;0;;0;;0;0;;;;;0;
PSY2;2024;590001418;EPSM AGGL LILLOISE ST-ANDRE;590034740;;;;;;;;;;;61265;3743;;38;265;12199;11626;12183;33;;;;292;148;196497;832;;;;1953;1209;0;;0;;0;;0;0;;;0;;0;
PSY2;2024;590002317;CENTRE CHATEAU MAINTENON;590799912;;;;;;;;;;;;;;;;;;2611;;;;;;;;;;;;;;0;;0;;0;;0;0;;;;;0;
PSY2;2024;590005245;S.A CLINIQUE DE L'ESCREBIEUX;590005245;;;;;;;;;;;35596;;;;;;;4043;;;;;;;;;;;;;;0;;;;0;;0;0;;;;;;
PSY2;2024;590016408;CLINIQUE LAUTREAMONT;920030269;;;;;;;;;;;30317;;;;;;;2719;;;;;;;;;;;;;;0;;0;;0;;0;0;1;2;0;;0;
PSY2;2024;590053955;SAS HPM NORD;590053955;;;;;;;;;;;41619;;;;;;;15164;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;590056479;CLINIQUE DE L'EPINOY;920039708;;;;;;;;;;;29583;;;;;;;3890;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;590067047;CENTRE PSYPRO LILLE;690051461;;;;;;;;;;;;;;;;;;6009;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;590785341;HOPITAL DE JOUR DE LA M.G.E.N.;750005068;;;;;;;;;;;;;;;;;;7709;;;;;;;4020;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;590797353;GCS GHICL HOPITAL SAINT VINCENT -;590051801;;;;;;;;;;;4294;;;;;;;869;;;;;;;18692;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;590816427;CLINIQUE DES HAUTS-DE-FRANCE;920030962;;;;;;;;;;;42472;;;;;;;8141;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;600000012;CHI EPSM DE L'OISE - SITE DE CLERMONT;600100028;;;;;;;;;38;70;99810;9381;965;49;802;37794;18318;15600;245;;;;965;292;175639;1144;285;2;120;2407;1140;1;5.3;0;;0;;0;0;1;14;1;11;1;572
PSY2;2024;600009054;CLINIQUE EUGENIE;600000798;0;0;0;0;0;0;0;0;0;0;22720;0;0;0;0;0;0;289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;600107049;ASSOCIATION LA NOUVELLE FORGE;600107049;;;;;;;;;;;662;;;;;;;4799;;;;;;;11575;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;610000028;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610780025;0;0;0;0;0;0;0;0;0;0;29245;1323;329;;53;5969;3623;5132;185;;;;179;221;119166;16;1;;259;780;19;1;0.81;0;;0;;0;0;1;6;1;4;0;
PSY2;2024;610788325;CENTRE MAUBERT (61G03) - CH FLERS;610780165;;;;;;;;;;;6213;;;;;681;166;1677;;;;;155;2;14819;130;;;;686;;1;1;0;;0;;0;0;;;;;1;2398
PSY2;2024;620000034;CH ARRAS;620100057;0;0;0;0;0;0;0;0;478;0;16934;1211;0;0;147;5125;1326;7005;96;0;0;0;204;94;44393;823;0;0;0;2426;0;1;1;0;;0;;0;1;;;1;2;;
PSY2;2024;620000059;CH BAPAUME;620100073;;;;;;;;;;;7566;;;;;;;1312;;;;;;;2342;;;;;58;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;620000240;CH HENIN BEAUMONT;620100677;;;;;;;;;;;18113;1770;210;0;78;4639;3041;3552;150;;;;158;83;43764;161;;;5;261;264;0;;0;;0;;0;0;;;;;;
PSY2;2024;620000257;CH LENS;620100685;;;;;;;;;1635;;;;;;;;;372;;;;;;;17391;;;;;;;;;0;;0;;0;0;;;;;;
PSY2;2024;620000281;EPSM VAL DE LYS ARTOIS;620101287;;;;;;;;;;;38223;1217;1780;0;92;6016;2568;15662;159;24;0;0;15;87;174820;166;22;0;0;132;205;1;;0;;0;;0;0;1;9;1;8;1;683
PSY2;2024;620000323;CH CALAIS;620101337;;;;;;;;;;;12256;227;;;23;3066;99;5496;136;;;;;;46664;578;;;;420;11;1;2.2;0;;0;;0;0;1;2;1;4;0;
PSY2;2024;620000638;ASSOC REGIONALE ESPOIR ET VIE;620000638;;;;;;;;;;;9019;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;620000653;CH BOULOGNE-SUR-MER;620103440;;;;;;;;;;;22573;1322;;;;3354;;1628;0;;;;16;;33190;375;;;;352;;1;;;;;;;0;;;;;0;
PSY2;2024;620001834;GROUPE AHNAC;620001834;;;;;;;;;;;14721;33;;;;891;547;4878;;;;;29;;8926;;;;;340;150;0;;0;;0;;0;0;1;1;1;3;0;
PSY2;2024;620002154;INSTITUT ALBERT CALMETTE A CAMIERS;620112607;;;;;;;;;;;11232;;;;;;;6909;;;;;;;35551;;;;;;;1;7.04;0;;0;;0;0;0;;0;;0;
PSY2;2024;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;;;;;;;;;;;12942;366;;;;99;;11135;80;;;;275;;;;;;;;;0;;0;;0;;0;0;;;;;0;
PSY2;2024;620018143;CENTRE DE SOINS PSY ROGER MISES;620100057;;;;;;;;;;;3047;;;;;;;861;;;;;;;4028;;;;;;;1;0.1;0;;0;;0;0;;;;;;
PSY2;2024;620024349;CLINIQUE DU VIRVAL;920039724;;;;;;;;;;;27665;;;;;;;5227;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;620025387;CLINIQUE DU LITTORAL;920039716;;;;;;;;;;;21997;;;;;;;7176;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;620026252;CENTRE DE SANTE MENTALE  JB PUSSIN;620100685;;;;;;;;;;;15258;1371;292;0;0;1759;1321;7717;148;41;0;0;15;0;24844;19;57;0;0;19;14;1;;0;;0;;0;0;0;;1;2;0;
PSY2;2024;620030726;CLINIQUE DES OYATS-CENTRE DE POST-CURE;920039658;;;;;;;;;;;21295;;;;;;;782;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;630000412;CH D'AMBERT;630780997;;;;;;;;;;;1426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;
PSY2;2024;630000446;CH DE THIERS;630781029;0;0;0;0;0;0;0;0;0;0;8801;423;14;0;0;3529;438;2958;104;0;0;0;357;0;15285;218;0;0;0;450;64;1;;0;;0;;0;0;0;;1;2;0;
PSY2;2024;630780195;CHS TC PG INTRA-MUROS;630786754;;;;;;;;;135;2;47128;5340;1091;;182;10204;6838;7962;80;82;;;87;50;137993;730;301;4;3;598;147;0;;0;;0;;0;0;1;7;1;11;1;1262
PSY2;2024;630780401;CLINIQUE PSYCHIATRIQUE DE L AUZON;630000172;;;;;;;;;;;35953;;;;;;;8800;;;;;;;;;;;;;;;;0;;0;;0;0;;;;;;
PSY2;2024;630781268;HOPITAL ESTAING - CHU63;630780989;;;;;;;;;42;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY2;2024;630781417;CLINIQUE PSYCHIATRIQUE LES QUEYRIAUX;630000578;;;;;;;;;;;23606;;;;;;;4753;;;;;;;;;;;;;;1;;0;;0;;0;0;1;;0;;0;
PSY2;2024;630781771;CHU PSYCHIATRIE;630780989;;;;;;;;;;;35460;;;;;6853;1454;12270;32;;;;404;;53854;2;;;;10;1;1;1.3;0;;0;;0;0;1;3;1;4;1;1455
PSY2;2024;630781821;CLINIQUE PSYCHIATRIQUE LE GRAND PRE;920030269;;;;;;;;;;;56587;;;;;;;6340;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;640000162;CH COTE BASQUE;640780417;;;;;;;;;;;24127;3668;;165;88;11470;1613;6054;38;;0;0;169;19;78301;1217;;3;2117;4573;697;1;0.3;0;;0;;0;0;0;;1;3;0;
PSY2;2024;640000436;CENTRE HOSPITALIER DES PYRENEES;640780862;0;0;0;0;0;0;0;0;0;0;48800;5198;527;27;521;22001;6509;23992;149;26;0;0;1254;267;163067;1456;117;8;0;6159;1462;1;0.48;1;29.85;0;;0;0;1;;1;11;1;205
PSY2;2024;640018255;CLINIQUE CHATEAU CARADOC;640007019;;;;;;;;356;;;35600;;;;;;;20808;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;640018818;CENTRE DE SOINS LA NOUVELLE AQUITAINE;920030269;;;;;;;;;;;40814;;;;;;;5022;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;640780334;CLINIQUE D'AMADE;640017893;;;;;;;;;;;23314;;;;;;;9235;;;;;;;;;;;;;;0;;0;;0;;;0;;;;;0;
PSY2;2024;640780409;CLINIQUE MIRAMBEAU;640000154;;;;;;;;;;;19188;;;;;;;881116;;;;;;;5000;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;650000060;CH LANNEMEZAN;650780174;;;;;;;;;62;;43748;3493;883;6;37;14761;8787;13605;243;0;0;0;661;0;138086;1528;46;28;341;5254;8614;1;0.1;0;;0;;0;0;1;1;1;11;0;
PSY2;2024;650780729;CL REPUBLIQUE;650000276;;;;;;;;;;;12807;;;;;;;1154;;;;;;;;;;;;;;0;;0;;0;;0;0;;;;;0;
PSY2;2024;650780737;CL PIETAT BARBAZAN DEBAT;650000284;0;0;0;0;0;0;0;0;0;0;13147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;660000092;CHS LEON JEAN GREGORY THUIR;660780198;0;0;0;0;0;0;0;0;1879;0;37753;5495;1189;0;628;12864;10913;19108;441;44;0;8;859;839;158183;1125;65;0;11;3132;1953;1;18.43;0;;1;15.9;0;0;1;6;1;9;1;
PSY2;2024;660000142;SA CL DU PRE;660000142;;;;;;;;;;;43554;;;;;;;7965;;;;;;;;;;;;;;0;;0;;0;;0;0;1;1;0;;0;
PSY2;2024;660780735;CL DU ROUSSILLON PERPIGNAN;920030269;;;;;;;;;;;51849;;;;;;;5364;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;670780055;;;1126;966;;;209;224;34;13;16003;872;0;0;3;1818;1821;8524;0;0;0;0;6;1;44569;46;1;0;0;98;87;1;1.32;0;;0;;0;0;;;;;0;
PSY2;2024;670000058;EPSAN BRUMATH;670013366;4;5;1265;1109;6;7;957;933;901;786;80581;7037;2734;0;177;16193;20309;56628;681;358;0;0;641;237;164003;5094;1058;0;502;5444;6312;1;3.2;0;;1;17.24;0;0;;;;;1;
PSY2;2024;670000603;CENTRE HOSPITALIER D'ERSTEIN;670781152;;;;;2;;6;;4894;;46715;2430;1915;0;82;6323;4970;22703;297;247;0;0;118;121;108522;1586;652;0;6;2222;915;1;1.55;0;;0;;0;0;1;4;1;9;1;4167
PSY2;2024;670013754;UGECAM ALSACE;670013754;;;;;;;;;;;11252;410;;;;976;736;1813;;;;;95;;6967;79;;;;227;26;0;;0;;0;;0;0;;;;;0;
PSY2;2024;670019983;POLE MEDICAL DE L'ILL EUROPSY;920034139;;;;;;;;;;;;;;;;;;889;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;680000627;HOPITAL DU HASENRAIN;680020336;5;5;1432;1696;;;;;3896;1633;15859;2388;;;22;2870;2355;13390;2;;;;;;62434;330;;;;62;;1;4.54;0;;0;;0;0;1;3;1;2;;3061
PSY2;2024;680000684;HOPITAL LOUIS PASTEUR;680000973;;;;;;;;;;;9027;371;;;;267;609;11450;53;;;;52;5;31975;296;;;;157;101;1;5;0;;0;;0;0;0;;1;3;0;
PSY2;2024;680000874;CENTRE HOSPITALIER DE ROUFFACH;680001179;;;;;;;;;;;50563;7369;2658;0;82;20339;7896;18229;76;4;0;0;256;46;111576;1813;831;0;38;1962;283;1;1.4;0;;0;;0;0;1;3;1;6;1;159
PSY2;2024;680001294;CLINIQUE KORIAN SOLISANA;680000890;;;;;;;;;;;18115;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;0;1;1;0;;0;
PSY2;2024;690000088;LE VINATIER PSY UNIV LYON METROPOLE;690780101;5;5;1171;1165;3;4;902;1193;2;20;70014;19057;8317;;10100;28907;11685;22215;1313;196;;52;1483;797;340171;3402;1326;;5;7105;3242;1;0;1;146.73;1;37.57;1;1;1;3;1;29;1;1373
PSY2;2024;690000096;CHS DE SAINT CYR AU MONT D'OR;690780119;;;;;;;;;;;30044;3190;1098;0;59;8840;8715;7566;67;28;0;0;87;65;106369;302;88;0;0;926;557;1;1.43;0;;0;;0;0;;;;;;
PSY2;2024;690000310;CLINIQUE MON REPOS;690000310;;;;;;;;;;;48841;;;;;;;10914;;;;;;;;;;;;;;0;;0;;0;;0;0;;;;;0;
PSY2;2024;690000336;CLINIQUE DE L'OUEST LYONNAIS;690780564;;;;;;;;;;;10828;;;;;;;2336;;;;;;;2827;;;;;;;;;0;;0;;0;0;0;;0;;;
PSY2;2024;690002092;CLINIQUE NOTRE DAME;010783009;;;;;;;;;;;26289;;;;;;;3872;;;;;;;1461;;;;;;;0;;0;;0;;0;0;;;;;0;
PSY2;2024;690007539;HOPITAL FEMME MERE ENFANT - HCL;690781810;;;;;;;;;;;5661;;;;;;;;;;;;;;;;;;;;;1;16;0;;0;;0;0;1;1;0;;0;
PSY2;2024;690022959;HOPITAL PRIVE NATECIA;690000732;4;4;689;689;5;5;1177;1177;;;669;;;;;;;1177;;;;;;;131;;;;;;;0;;0;;0;;0;0;0;;0;;0;
