BOR;AN;FI;RS;FI_EJ;DIALY;UDM;NBUDM;PATUM;CAPA;NBPAT;SEAN;SEA_HOS;PREPLI;SEM;NVPAT;NVPERIT;DIALYSE_AA100;DIALYSE_AA101
DIALYSE;2024;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;122AX;;;;1;0;;;;16;;;;
DIALYSE;2024;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;122BX;;;;3;0;;;;45;;;;
DIALYSE;2024;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;TOT;0;;;;;;1023;3;;47;3;1;1
DIALYSE;2024;570004002;ASA-UNITE DE DIALYSE-FREYMINGMERLEBACH;570013797;1130X;;;;6;15;2361;;;;;;;
DIALYSE;2024;570004002;ASA-UNITE DE DIALYSE-FREYMINGMERLEBACH;570013797;1140X;;;;2;0;0;;;;;;;
DIALYSE;2024;570010082;ASA PREVENTION MRC - DIALYSE EN UNITE;570013797;112AX;;;;4;11;1819;;;;;;;
DIALYSE;2024;570010082;ASA PREVENTION MRC - DIALYSE EN UNITE;570013797;1130X;;;;32;155;23362;;;;;;;
DIALYSE;2024;570010082;ASA PREVENTION MRC - DIALYSE EN UNITE;570013797;1140X;;;;12;15;2345;;;;;;;
DIALYSE;2024;570010082;ASA PREVENTION MRC - DIALYSE EN UNITE;570013797;1150A;;;;9;9;1892;;;;;;;
DIALYSE;2024;570010082;ASA PREVENTION MRC - DIALYSE EN UNITE;570013797;1210;;;;;29;;;;1534;;;;
DIALYSE;2024;570010082;ASA PREVENTION MRC - DIALYSE EN UNITE;570013797;121AX;;;;;17;;;;855;;;;
DIALYSE;2024;570010082;ASA PREVENTION MRC - DIALYSE EN UNITE;570013797;121CX;;;;12;12;;;;679;;;;
DIALYSE;2024;570010082;ASA PREVENTION MRC - DIALYSE EN UNITE;570013797;122AX;;;;2;1;;;;91;;;;
DIALYSE;2024;570010082;ASA PREVENTION MRC - DIALYSE EN UNITE;570013797;TOT;0;;;;;;0;2;;32;13;0;1
DIALYSE;2024;570011635;CTRE AUTODIALYSE UDM THIONVILLE-ALTIR;540001112;1130X;;;;8;25;3855;;;;;;;
DIALYSE;2024;570011635;CTRE AUTODIALYSE UDM THIONVILLE-ALTIR;540001112;1140X;;;;1;0;9;;;;;;;
DIALYSE;2024;570015636;ASA - UNITE DE DIALYSE - TALANGE;570013797;1130X;;;;10;20;3269;;;;;;;
DIALYSE;2024;570015636;ASA - UNITE DE DIALYSE - TALANGE;570013797;1140X;;;;2;1;144;;;;;;;
DIALYSE;2024;570022830;CTRE AUTODIALYSE DE SARREBOURG - ALTIR;540001112;1140X;;;;1;1;210;;;;;;;
DIALYSE;2024;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;112BA;;;;36;115;15793;;;;;;;
DIALYSE;2024;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;122BX;;;;7;1;;;;45;;;;
DIALYSE;2024;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;TOT;0;;;;;;2087;;;;;1;1
DIALYSE;2024;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;112AX;;;;1;;163;;;;;;;
DIALYSE;2024;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;112BA;;;;20;102;10741;;;;;;;
DIALYSE;2024;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;1210;;;;;;;;;18;;;;
DIALYSE;2024;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;121CX;;;;12;;;;;18;;;;
DIALYSE;2024;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;122AX;;;;1;;;;;55;;;;
DIALYSE;2024;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;122BX;;;;3;;;;;15;;;;
DIALYSE;2024;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;TOT;0;;;;;;1019;2;;81;2;1;1
DIALYSE;2024;570027029;CTRE AUTODIAL UDM SARREGUEMINES -ALTIR;540001112;1130X;;;;8;23;3480;;;;;;;
DIALYSE;2024;570027029;CTRE AUTODIAL UDM SARREGUEMINES -ALTIR;540001112;TOT;1;1;23;;;;;;;;;0;0
DIALYSE;2024;570027045;ASA - UNITE DE DIALYSE - SAINT-AVOLD;570013797;1130X;;;;8;32;4733;;;;;;;
DIALYSE;2024;570027045;ASA - UNITE DE DIALYSE - SAINT-AVOLD;570013797;TOT;0;;;;;;0;0;;1;0;0;0
DIALYSE;2024;570027680;CTRE AUTODIALYSE PELTRE ALTIR;540001112;1130X;;;;16;64;9234;;;;;;;
DIALYSE;2024;570027680;CTRE AUTODIALYSE PELTRE ALTIR;540001112;1140X;;;;8;8;822;;;;;;;
DIALYSE;2024;580004588;DIALYSE AURA NEVERS;630000990;1130X;;;;12;20;4487;;;;;;;
DIALYSE;2024;580004588;DIALYSE AURA NEVERS;630000990;1140X;;;;6;5;140;;;;;;;
DIALYSE;2024;580004588;DIALYSE AURA NEVERS;630000990;1150A;;;;1;;167;;;;;;;
DIALYSE;2024;580004588;DIALYSE AURA NEVERS;630000990;1210;;;;;13;;;;766;;;;
DIALYSE;2024;580004588;DIALYSE AURA NEVERS;630000990;121AX;;;;;2;;;;207;;;;
DIALYSE;2024;580004588;DIALYSE AURA NEVERS;630000990;121CX;;;;9;11;;;;559;;;;
DIALYSE;2024;580004588;DIALYSE AURA NEVERS;630000990;TOT;0;;;;;;;;;13;5;0;1
DIALYSE;2024;580004638;DIALYSE AURA DECIZE;630000990;1140X;;;;8;13;1969;;;;;;;
DIALYSE;2024;580004638;DIALYSE AURA DECIZE;630000990;TOT;0;;;;;;;;;3;;0;0
DIALYSE;2024;580006807;AURA SANTE COSNE COURS SUR LOIRE;630000990;112AX;;;;1;;;;;;;;;
DIALYSE;2024;580006807;AURA SANTE COSNE COURS SUR LOIRE;630000990;1130X;;;;6;12;1880;;;;;;;
DIALYSE;2024;580006807;AURA SANTE COSNE COURS SUR LOIRE;630000990;1140X;;;;1;2;81;;;;;;;
DIALYSE;2024;580006807;AURA SANTE COSNE COURS SUR LOIRE;630000990;TOT;0;;;;;;;;;10;;0;0
DIALYSE;2024;580972693;HOPITAL PIERRE BEREGOVOY;580780039;112AX;;;;2;4;587;;;;;;;
DIALYSE;2024;580972693;HOPITAL PIERRE BEREGOVOY;580780039;112BA;;;;28;105;13973;;;;;;;
DIALYSE;2024;580972693;HOPITAL PIERRE BEREGOVOY;580780039;1150A;;;;1;1;17;;;;;;;
DIALYSE;2024;580972693;HOPITAL PIERRE BEREGOVOY;580780039;1210;;;;;12;;;;764;;;;
DIALYSE;2024;580972693;HOPITAL PIERRE BEREGOVOY;580780039;121AX;;;;;2;;;;209;;;;
DIALYSE;2024;580972693;HOPITAL PIERRE BEREGOVOY;580780039;121CX;;;;10;10;;;;555;;;;
DIALYSE;2024;580972693;HOPITAL PIERRE BEREGOVOY;580780039;122AX;;;;2;;;;;29;;;;
DIALYSE;2024;580972693;HOPITAL PIERRE BEREGOVOY;580780039;122BX;;;;2;;;;;32;;;;
DIALYSE;2024;580972693;HOPITAL PIERRE BEREGOVOY;580780039;TOT;0;;;;;;1179;;;53;5;1;1
DIALYSE;2024;590000337;CH DUNKERQUE;590781415;112BA;;;;20;237;10903;;;;;;;
DIALYSE;2024;590000337;CH DUNKERQUE;590781415;1210;;;;;;;;;1524;;;;
DIALYSE;2024;590000337;CH DUNKERQUE;590781415;121AX;;;;;;;;;1524;;;;
DIALYSE;2024;590000337;CH DUNKERQUE;590781415;122AX;;;;1;;;;;192;;;;
DIALYSE;2024;590000337;CH DUNKERQUE;590781415;122BX;;;;1;;;;;439;;;;
DIALYSE;2024;590000337;CH DUNKERQUE;590781415;TOT;0;;;;;;1447;4;;56;16;1;1
DIALYSE;2024;590000428;CH CAMBRAI;590781605;112BA;;;;14;170;8192;;;;;;;
DIALYSE;2024;590000428;CH CAMBRAI;590781605;122AX;;;;1;2;;;;2;;;;
DIALYSE;2024;590000428;CH CAMBRAI;590781605;122BX;;;;2;1;;;;132;;;;
DIALYSE;2024;590000428;CH CAMBRAI;590781605;TOT;0;;;;;;835;;;;1;1;1
DIALYSE;2024;590000469;CH FOURMIES;590781662;112BA;;;;8;35;4985;;;;;;;
DIALYSE;2024;590000469;CH FOURMIES;590781662;TOT;0;;;;;;105;;;12;0;1;0
DIALYSE;2024;590000618;CH VALENCIENNES;590782215;112AX;;;;3;3;207;;;;;;;
DIALYSE;2024;590000618;CH VALENCIENNES;590782215;112BA;;;;32;140;18264;;;;;;;
DIALYSE;2024;590000618;CH VALENCIENNES;590782215;1130X;;;;12;46;6364;;;;;;;
DIALYSE;2024;590000618;CH VALENCIENNES;590782215;1210;;;;;36;;;;1746;;;;
DIALYSE;2024;590000618;CH VALENCIENNES;590782215;121AX;;;;;26;;;;1090;;;;
DIALYSE;2024;590000618;CH VALENCIENNES;590782215;121CX;;;;0;10;;;;656;;;;
DIALYSE;2024;590000618;CH VALENCIENNES;590782215;122AX;;;;2;2;;;;489;;;;
DIALYSE;2024;590000618;CH VALENCIENNES;590782215;122BX;;;;3;1;;;;76;;;;
DIALYSE;2024;590000618;CH VALENCIENNES;590782215;TOT;0;;;;;;1760;;;61;18;1;1
DIALYSE;2024;590001004;CH DOUAI DECHY;590783239;112AX;;;;2;2;184;;;;;;;
DIALYSE;2024;590001004;CH DOUAI DECHY;590783239;112BA;;;;23;80;12292;;;;;;;
DIALYSE;2024;590001004;CH DOUAI DECHY;590783239;1130X;;;;16;12;1593;;;;;;;
DIALYSE;2024;590001004;CH DOUAI DECHY;590783239;1150A;;;;0;1;;;;;;;;
DIALYSE;2024;590001004;CH DOUAI DECHY;590783239;1210;;;;;2;;;;;;;;
DIALYSE;2024;590001004;CH DOUAI DECHY;590783239;121AX;;;;;2;;;;;;;;
DIALYSE;2024;590001004;CH DOUAI DECHY;590783239;TOT;0;;;;;;801;2;;44;5;1;1
DIALYSE;2024;590006607;HOP JEANNE DE FLANDRE CHU LILLE;590780193;112BA;;;;0;;74;;;;;;;
DIALYSE;2024;590006607;HOP JEANNE DE FLANDRE CHU LILLE;590780193;112BE;;;;6;5;1007;;;;;;;
DIALYSE;2024;590006607;HOP JEANNE DE FLANDRE CHU LILLE;590780193;1210;;;;;6;;;;239;;;;
DIALYSE;2024;590006607;HOP JEANNE DE FLANDRE CHU LILLE;590780193;121CX;;;;2;6;;;;239;;;;
DIALYSE;2024;590006607;HOP JEANNE DE FLANDRE CHU LILLE;590780193;122AX;;;;2;;;;;16;;;;
DIALYSE;2024;590006607;HOP JEANNE DE FLANDRE CHU LILLE;590780193;122BX;;;;2;1;;;;89;;;;
DIALYSE;2024;590006607;HOP JEANNE DE FLANDRE CHU LILLE;590780193;TOT;0;;;;;;96;;;4;3;1;1
DIALYSE;2024;590008041;POLYCLINIQUE VAUBAN;590008033;112AX;;;;1;0;1;;;;;;;
DIALYSE;2024;590008041;POLYCLINIQUE VAUBAN;590008033;112BA;;;;16;63;9129;;;;;;;
DIALYSE;2024;590008041;POLYCLINIQUE VAUBAN;590008033;1130X;;;;16;13;2004;;;;;;;
DIALYSE;2024;590008041;POLYCLINIQUE VAUBAN;590008033;1140X;;;;2;0;;;;;;;;
DIALYSE;2024;590008041;POLYCLINIQUE VAUBAN;590008033;1150A;;;;1;1;310;;;;;;;
DIALYSE;2024;590008041;POLYCLINIQUE VAUBAN;590008033;1210;;;;;14;;;;184;;;;
DIALYSE;2024;590008041;POLYCLINIQUE VAUBAN;590008033;121AX;;;;;14;;;;178;;;;
DIALYSE;2024;590008041;POLYCLINIQUE VAUBAN;590008033;121CX;;;;1;0;;;;6;;;;
DIALYSE;2024;590008041;POLYCLINIQUE VAUBAN;590008033;122AX;;;;1;0;;;;11;;;;
DIALYSE;2024;590008041;POLYCLINIQUE VAUBAN;590008033;122BX;;;;1;1;;;;53;;;;
DIALYSE;2024;590008041;POLYCLINIQUE VAUBAN;590008033;TOT;0;;;;;;632;1;;16;1;1;1
DIALYSE;2024;590008041;POLYCLINIQUE VAUBAN;590008033;VACAN;;;;1;;21;;;;;;;
DIALYSE;2024;590008306;CENTRE D'AUTODIALYSE ADH DE SOMAIN;620112581;1140X;;;;12;25;3777;;;;;;;
DIALYSE;2024;590008306;CENTRE D'AUTODIALYSE ADH DE SOMAIN;620112581;TOT;0;;;;;;;2;;7;;0;0
DIALYSE;2024;590015418;UNITE DE DIALYSE DE CAUDRY;590799995;1140X;;;;6;13;1890;;;;;;;
DIALYSE;2024;590023438;UNITE DIALYSE DE COUDEKERQUE BRANCHE;590799995;1130X;;;;23;87;14002;;;;;;;
DIALYSE;2024;590023438;UNITE DIALYSE DE COUDEKERQUE BRANCHE;590799995;1140X;;;;9;35;5621;;;;;;;
DIALYSE;2024;590024618;UNITE DE DIALYSE DE ROUBAIX GRAND RUE;590799995;1140X;;;;18;45;6575;;;;;;;
DIALYSE;2024;590024659;UNITE DE DIALYSE DE ROUBAIX DELORY;590799995;1130X;;;;8;24;3608;;;;;;;
DIALYSE;2024;590024659;UNITE DE DIALYSE DE ROUBAIX DELORY;590799995;1140X;;;;12;30;4709;;;;;;;
DIALYSE;2024;590031738;UNITE DE DIALYSE DE LOOS;590799995;1140X;;;;24;43;6804;;;;;;;
DIALYSE;2024;590034815;CTRE D'AUTODIALYSE PONT/SAMBRE;590001467;1140X;;;;8;10;1764;;;;;;;
DIALYSE;2024;590035200;UNITE DE DIALYSE DE FACHES-THUMESNIL;590799995;1140X;;;;6;20;3034;;;;;;;
DIALYSE;2024;590035390;SANTELYS UNITE DE DIALYSE LAMBERSART;590799995;1140X;;;;6;12;1726;;;;;;;
DIALYSE;2024;590040317;UNITE DE DIALYSE D'IWUY;590799995;1140X;;;;6;11;1662;;;;;;;
DIALYSE;2024;590040325;UNITE DE DIALYSE DE LA BASSEE;590799995;1140X;;;;6;18;2667;;;;;;;
DIALYSE;2024;590041471;AUTODIALYSE ADH BRUAY-SUR-L'ESCAUT;620112581;1140X;;;;12;17;2463;;;;;;;
DIALYSE;2024;590041471;AUTODIALYSE ADH BRUAY-SUR-L'ESCAUT;620112581;TOT;0;;;;;;;2;;5;;0;0
DIALYSE;2024;590044640;UNITE DE DIALYSE DE LILLE;590799995;1140X;;;;12;34;6376;;;;;;;
DIALYSE;2024;590045514;UNITE DE DIALYSE DE TOURCOING;590799995;1140X;;;;18;45;7621;;;;;;;
DIALYSE;2024;590045951;UNITE DE DIALYSE DE MÉRIGNIES;590799995;1140X;;;;12;40;6522;;;;;;;
DIALYSE;2024;590046579;CENTRE D'AUTODIALYSE MARLY;620112581;1140X;;;;10;24;3362;;;;;;;
DIALYSE;2024;590046579;CENTRE D'AUTODIALYSE MARLY;620112581;TOT;0;;;;;;;2;;4;;0;0
DIALYSE;2024;590046744;UNITE D'AUTODIALYSE D'HAZEBROUCK;590799995;1140X;;;;6;23;3646;;;;;;;
DIALYSE;2024;590046751;UNITE DIALYSE DE DOURLERS;590799995;1140X;;;;12;23;2959;;;;;;;
DIALYSE;2024;590046769;UNITE DE DIALYSE DE HOUPLINES;590799995;1130X;;;;16;44;7501;;;;;;;
DIALYSE;2024;590046769;UNITE DE DIALYSE DE HOUPLINES;590799995;1140X;;;;4;7;1184;;;;;;;
DIALYSE;2024;590047361;UNITE D'AUTODIALYSE DE FLERS;590799995;1140X;;;;6;22;3452;;;;;;;
DIALYSE;2024;590047866;UNITE DE DIALYSE DE GRAVELINES;590799995;1140X;;;;6;22;3495;;;;;;;
DIALYSE;2024;590047874;UNITÉ DE DIALYSE MÉDICALISÉE PROVILLE;590799995;1130X;;;;8;33;4730;;;;;;;
DIALYSE;2024;590056990;CENTRE ADH D'AUTODIALYSE A DENAIN;620112581;1130X;;;;8;13;2028;;;;;;;
DIALYSE;2024;590056990;CENTRE ADH D'AUTODIALYSE A DENAIN;620112581;1140X;;;;10;9;1364;;;;;;;
DIALYSE;2024;590056990;CENTRE ADH D'AUTODIALYSE A DENAIN;620112581;TOT;1;1;13;;;;;2;;4;;0;0
DIALYSE;2024;590060455;UNITÉ DE DIALYSE MÉDICALISÉE;590053955;1130X;;;;12;117;6005;;;;;;;
DIALYSE;2024;590060596;UNITE DE DIALYSE DE TOURCOING DRON;590799995;1130X;;;;12;39;6669;;;;;;;
DIALYSE;2024;590060596;UNITE DE DIALYSE DE TOURCOING DRON;590799995;1140X;;;;4;12;1777;;;;;;;
DIALYSE;2024;590060901;SANTELYS SITE CHU LILLE;590780193;1130X;;;;12;;5082;;;;;;;
DIALYSE;2024;590064812;CTRE D'AUTODIALYSE ADH DE ST AMAND;620112581;1130X;;;;12;19;2745;;;;;;;
DIALYSE;2024;590064812;CTRE D'AUTODIALYSE ADH DE ST AMAND;620112581;TOT;1;1;19;;;;;2;;6;;0;0
DIALYSE;2024;590065462;SANTELYS DIALYSE À DOMICILE CH DUNKERQ;590799995;1150A;;;;1;1;155;;;;;;;
DIALYSE;2024;590065462;SANTELYS DIALYSE À DOMICILE CH DUNKERQ;590799995;1210;;;;;31;;;;1702;;;;
DIALYSE;2024;590065462;SANTELYS DIALYSE À DOMICILE CH DUNKERQ;590799995;121AX;;;;;27;;;;1439;;;;
DIALYSE;2024;590065462;SANTELYS DIALYSE À DOMICILE CH DUNKERQ;590799995;121CX;;;;4;4;;;;263;;;;
DIALYSE;2024;590065462;SANTELYS DIALYSE À DOMICILE CH DUNKERQ;590799995;TOT;0;;;;;;;;;;;0;1
DIALYSE;2024;590065470;SANTELYS DIALYSE À DOMICILE MAUBEUGE;590799995;1150A;;;;1;1;222;;;;;;;
DIALYSE;2024;590065488;SANTELYS DIALYSE À DOMICILE IWUY;590799995;1150A;;;;8;8;2353;;;;;;;
DIALYSE;2024;590065744;UNITE D'AUTODIALYSE ASSISTEE BAILLEUL;590799995;1140X;;;;6;34;4866;;;;;;;
DIALYSE;2024;590780268;HOPITAL PRIVÉ LE BOIS;590053955;112AX;;;;1;;168;;;;;;;
DIALYSE;2024;590780268;HOPITAL PRIVÉ LE BOIS;590053955;112BA;;;;26;;21015;;;;;;;
DIALYSE;2024;590780268;HOPITAL PRIVÉ LE BOIS;590053955;1130X;;;;18;;7984;;;;;;;
DIALYSE;2024;590780268;HOPITAL PRIVÉ LE BOIS;590053955;122AX;;;;33;13;;;;472;;;;
DIALYSE;2024;590780268;HOPITAL PRIVÉ LE BOIS;590053955;TOT;0;;;;;;2375;4;;116;20;1;1
DIALYSE;2024;590780383;HOPITAL PRIVE LA LOUVIERE;590000204;112AX;;;;2;;857;;;;;;;
DIALYSE;2024;590780383;HOPITAL PRIVE LA LOUVIERE;590000204;112BA;;;;36;141;14248;;;;;;;
DIALYSE;2024;590780383;HOPITAL PRIVE LA LOUVIERE;590000204;1130X;;;;24;76;11141;;;;;;;
DIALYSE;2024;590780383;HOPITAL PRIVE LA LOUVIERE;590000204;1150A;;;;;;7;;;;;;;
DIALYSE;2024;590780383;HOPITAL PRIVE LA LOUVIERE;590000204;122AX;;;;;3;;;;122;;;;
DIALYSE;2024;590780383;HOPITAL PRIVE LA LOUVIERE;590000204;TOT;0;;;;;;1503;14;;64;2;1;1
DIALYSE;2024;590784484;NEPHROCARE MAUBEUGE;590001467;112AX;;;;2;;1002;;;;;;;
DIALYSE;2024;590784484;NEPHROCARE MAUBEUGE;590001467;112BA;;;;24;92;13353;;;;;;;
DIALYSE;2024;590784484;NEPHROCARE MAUBEUGE;590001467;1130X;;;;20;70;9358;;;;;;;
DIALYSE;2024;590784484;NEPHROCARE MAUBEUGE;590001467;TOT;0;;;;;;0;2;;49;;1;0
DIALYSE;2024;590784914;DIALYSE A DOMICILE DE LOOS;590799995;1150A;;;;16;16;3703;;;;;;;
DIALYSE;2024;590784914;DIALYSE A DOMICILE DE LOOS;590799995;1210;;;;;86;;;;4565;;;;
DIALYSE;2024;590784914;DIALYSE A DOMICILE DE LOOS;590799995;121AX;;;;;48;;;;2824;;;;
DIALYSE;2024;590784914;DIALYSE A DOMICILE DE LOOS;590799995;121CX;;;;38;38;;;;1741;;;;
DIALYSE;2024;590784914;DIALYSE A DOMICILE DE LOOS;590799995;122AX;;;;3;0;;;;42;;;;
DIALYSE;2024;590784914;DIALYSE A DOMICILE DE LOOS;590799995;TOT;0;;;;;;;;;;;0;1
DIALYSE;2024;590796975;HÔPITAL SALENGRO CHU LILLE;590780193;TOT;0;;;;;;207;;;;;0;0
DIALYSE;2024;590801106;HOPITAL VICTOR PROVO;590782421;112AX;;;;1;6;164;;;;;;;
DIALYSE;2024;590801106;HOPITAL VICTOR PROVO;590782421;112BA;;;;32;128;16324;;;;;;;
DIALYSE;2024;590801106;HOPITAL VICTOR PROVO;590782421;1150A;;;;;6;1153;;;;;;;
DIALYSE;2024;590801106;HOPITAL VICTOR PROVO;590782421;1210;;;;;11;;;;529;;;;
DIALYSE;2024;590801106;HOPITAL VICTOR PROVO;590782421;121AX;;;;;4;;;;208;;;;
DIALYSE;2024;590801106;HOPITAL VICTOR PROVO;590782421;121CX;;;;1;7;;;;321;;;;
DIALYSE;2024;590801106;HOPITAL VICTOR PROVO;590782421;122AX;;;;4;1;;;;44;;;;
DIALYSE;2024;590801106;HOPITAL VICTOR PROVO;590782421;122BX;;;;4;1;;;;23;;;;
DIALYSE;2024;590801106;HOPITAL VICTOR PROVO;590782421;TOT;0;;;;;;1641;4;;47;6;1;1
DIALYSE;2024;590804696;CENTRE HOSPITALIER DE TOURCOING;590781902;TOT;0;;;;;;6;;;;;0;0
DIALYSE;2024;590806428;CTRE D'AUTODIALYSE ADH DE DOUAI;620112581;1140X;;;;20;32;5362;;;;;;;
DIALYSE;2024;590806428;CTRE D'AUTODIALYSE ADH DE DOUAI;620112581;TOT;0;;;;;;;2;;7;;0;0
DIALYSE;2024;590810099;CENTRE D'AUTODIALYSE ADH DE CAMBRAI;620112581;1140X;;;;9;20;2565;;;;;;;
DIALYSE;2024;590810099;CENTRE D'AUTODIALYSE ADH DE CAMBRAI;620112581;TOT;0;;;;;;;2;;6;;0;0
DIALYSE;2024;590810941;NEPHOCARE MAUBEUGE, DIALYSE À DOMICILE;590001467;1150A;;;;4;2;368;;;;;;;
DIALYSE;2024;590810941;NEPHOCARE MAUBEUGE, DIALYSE À DOMICILE;590001467;1210;;;;;8;;;;356;;;;
DIALYSE;2024;590810941;NEPHOCARE MAUBEUGE, DIALYSE À DOMICILE;590001467;121AX;;;;;3;;;;169;;;;
DIALYSE;2024;590810941;NEPHOCARE MAUBEUGE, DIALYSE À DOMICILE;590001467;121CX;;;;5;5;;;;187;;;;
DIALYSE;2024;590810941;NEPHOCARE MAUBEUGE, DIALYSE À DOMICILE;590001467;122AX;;;;1;;;;;24;;;;
DIALYSE;2024;590810941;NEPHOCARE MAUBEUGE, DIALYSE À DOMICILE;590001467;TOT;0;;;;;;;2;;3;3;0;1
DIALYSE;2024;590811006;CTRE D'AUTODIALYSE MAUBEUGE;590001467;1140X;;;;8;12;1767;;;;;;;
DIALYSE;2024;590811279;HOP CLAUDE HURIEZ CHU LILLE;590780193;112AX;;;;2;;0;;;;;;;
DIALYSE;2024;590811279;HOP CLAUDE HURIEZ CHU LILLE;590780193;112BA;;;;26;107;10641;;;;;;;
DIALYSE;2024;590811279;HOP CLAUDE HURIEZ CHU LILLE;590780193;1130X;;;;12;35;5082;;;;;;;
DIALYSE;2024;590811279;HOP CLAUDE HURIEZ CHU LILLE;590780193;122AX;;;;2;2;;;;37;;;;
DIALYSE;2024;590811279;HOP CLAUDE HURIEZ CHU LILLE;590780193;122BX;;;;3;8;;;;447;;;;
DIALYSE;2024;590811279;HOP CLAUDE HURIEZ CHU LILLE;590780193;TOT;0;;;;;;2142;;;67;17;1;1
DIALYSE;2024;590813341;UNITE DE DIALYSE DE MONS EN BAROEUL;590799995;1140X;;;;6;11;1704;;;;;;;
DIALYSE;2024;590813747;CTRE D'AUTODIALYSE FOURMIES;590001467;1140X;;;;8;10;1670;;;;;;;
DIALYSE;2024;590815007;CTRE D'AUTODIALYSE ADH LA SENTINELLE;620112581;1140X;;;;9;14;2009;;;;;;;
DIALYSE;2024;590815007;CTRE D'AUTODIALYSE ADH LA SENTINELLE;620112581;TOT;0;;;;;;;2;;4;;0;0
DIALYSE;2024;600000194;CH BEAUVAIS;600100713;112AX;;;;1;7;66;;;;;;;
DIALYSE;2024;600000194;CH BEAUVAIS;600100713;112BA;;;;24;279;13097;;;;;;;
DIALYSE;2024;600000194;CH BEAUVAIS;600100713;1140X;;;;6;12;598;;;;;;;
DIALYSE;2024;600000194;CH BEAUVAIS;600100713;122AX;;;;1;;;;;6;;;;
DIALYSE;2024;600000194;CH BEAUVAIS;600100713;TOT;0;;;;;;859;;;;;1;1
DIALYSE;2024;600000467;CH GHPSO CREIL;600101984;112AX;;;;1;;0;;;;;;;
DIALYSE;2024;600000467;CH GHPSO CREIL;600101984;112BA;;;;27;117;16785;;;;;;;
DIALYSE;2024;600000467;CH GHPSO CREIL;600101984;1150A;;;;;1;560;;;;;;;
DIALYSE;2024;600000467;CH GHPSO CREIL;600101984;1210;;;;;3;;;;233;;;;
DIALYSE;2024;600000467;CH GHPSO CREIL;600101984;121AX;;;;;2;;;;104;;;;
DIALYSE;2024;600000467;CH GHPSO CREIL;600101984;121CX;;;;;1;;;;129;;;;
DIALYSE;2024;600000467;CH GHPSO CREIL;600101984;122AX;;;;2;;;;;0;;;;
DIALYSE;2024;600000467;CH GHPSO CREIL;600101984;122BX;;;;;;;;;3;;;;
DIALYSE;2024;600000467;CH GHPSO CREIL;600101984;TOT;0;;;;;;785;1;;40;1;1;1
DIALYSE;2024;600002067;UNITÉ DE DIALYSE DE SENLIS;590799995;1130X;;;;8;24;3626;;;;;;;
DIALYSE;2024;600002067;UNITÉ DE DIALYSE DE SENLIS;590799995;1140X;;;;6;12;1701;;;;;;;
DIALYSE;2024;600008734;UNITÉ DE DIALYSE DE FLEURINES;590799995;1140X;;;;12;21;3169;;;;;;;
DIALYSE;2024;600014419;SANTELYS DIALYSE À DOMICILE CREIL;590799995;1150A;;;;2;1;550;;;;;;;
DIALYSE;2024;600014419;SANTELYS DIALYSE À DOMICILE CREIL;590799995;1210;;;;;4;;;;296;;;;
DIALYSE;2024;600014419;SANTELYS DIALYSE À DOMICILE CREIL;590799995;121AX;;;;;3;;;;155;;;;
DIALYSE;2024;600014419;SANTELYS DIALYSE À DOMICILE CREIL;590799995;121CX;;;;1;1;;;;141;;;;
DIALYSE;2024;600014419;SANTELYS DIALYSE À DOMICILE CREIL;590799995;TOT;0;;;;;;;;;;;0;1
DIALYSE;2024;600014542;CENTRE DE DIALYSE POLE SANTE DU VALOIS;600010201;1130X;;;;12;20;2385;;;;;;;
DIALYSE;2024;600015820;SANTELYS DIALYSE À DOMICILE BEAUVAIS;590799995;1150A;;;;3;3;909;;;;;;;
DIALYSE;2024;600015820;SANTELYS DIALYSE À DOMICILE BEAUVAIS;590799995;1210;;;;;5;;;;378;;;;
DIALYSE;2024;600015820;SANTELYS DIALYSE À DOMICILE BEAUVAIS;590799995;121AX;;;;;4;;;;318;;;;
DIALYSE;2024;600015820;SANTELYS DIALYSE À DOMICILE BEAUVAIS;590799995;121CX;;;;1;1;;;;60;;;;
DIALYSE;2024;600015820;SANTELYS DIALYSE À DOMICILE BEAUVAIS;590799995;TOT;0;;;;;;;;;;;0;1
DIALYSE;2024;600100754;POLYCLINIQUE SAINT CÔME;600000228;112BA;;;;28;104;15023;;;;;;;
DIALYSE;2024;600100754;POLYCLINIQUE SAINT CÔME;600000228;122BX;;;;1;0;;;;30;;;;
DIALYSE;2024;600100754;POLYCLINIQUE SAINT CÔME;600000228;TOT;0;;;;;;1160;1;;;;1;1
