BOR;AN;FI;RS;FI_EJ;ORG_A1;ORG_B1;ORG_C1;ORG_A2;ORG_B2;ORG_C2;ORG_A24;ORG_B24;ORG_C24;ORG_A3;ORG_B3;ORG_C3;ORG_A6;ORG_B6;ORG_C6;ORG_A7;ORG_B7;ORG_C7;ORG_A8;ORG_B8;ORG_C8;ORG_A10;ORG_B10;ORG_C10;ORG_A11;ORG_B11;ORG_C11;ORG_A25;ORG_A26;ORG_A27;ORG_A17;ORG_A18;ORG_A19;ORG_A20;ORG_A21;ORG_A22;ORG_A23
ORG;2024;580972628;MOYEN SEJOUR PIGNELIN;580780039;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;;;;;;;
ORG;2024;580972636;CENTRE HOSPITALIER PIERRE LÔO;580780971;1;B;;;;;;;;;;;3;B;A;;;;;;;200;C;;;;;1;1;1;0;;;;;;
ORG;2024;580972669;CH CLAMECY;580780070;2;B;B;;;;;;;;;;2;D;;;;;;;;22;B;C;2;B;B;0;1;2;;;;;;;
ORG;2024;580972685;CH DECIZE;580780096;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;0;;;;;;;;
ORG;2024;580972693;HOPITAL PIERRE BEREGOVOY;580780039;1;;;3;A;B;;;;;;;2;A;;1;D;;3;C;;378;C;D;;;;0;1;1;;;;;;;
ORG;2024;590000014;CH SOMAIN;590780052;;;;1;D;;;;;;;;1;;;;;;;;;51;;;1;G;;0;1;1;;;;;;;
ORG;2024;590000097;CH LA BASSEE;590780185;;;;2;A;;;;;;;;4;B;A;;;;;;;;;;;;;0;1;2;;;;;;;
ORG;2024;590000105;CHR LILLE;590780193;;;;;;;;;;;;;1;E;;;;;;;;;;;2;C;E;0;1;1;;;;;;;
ORG;2024;590000113;GROUPE HOSPITALIER LOOS HAUBOURDIN;590053120;;;;4;A;D;;;;;;;3;B;;;;;;;;130;C;A;10;A;C;1;0;;;;;;;;
ORG;2024;590000121;CH SECLIN;590780227;;;;3;A;C;;;;;;;;;;1;D;;;;;241;C;A;;;;0;1;1;;;;;;;
ORG;2024;590000188;CLCC OSCAR LAMBRET LILLE;590780334;;;;4;A;E;;;;;;;2;E;B;;;;;;;;;;;;;0;1;2;0;;;;;;
ORG;2024;590000337;CH DUNKERQUE;590781415;0;;;1;A;;0;;;5;D;A;1;B;;1;D;;1;C;;190;C;A;1;G;;1;1;2;;;;;;;
ORG;2024;590000428;CH CAMBRAI;590781605;;;;1;C;D;1;C;D;;;;0;;;0;;;4;C;C;147;C;D;;;;1;0;;;;;;;;
ORG;2024;590000436;CH LE CATEAU;590781621;1;C;;2;C;D;;;;;;;3;B;;;;;;;;151;C;;;;;1;1;1;1;1;CAMBRÉSIS;;;;
ORG;2024;590000451;CH HAUTMONT;590781647;;;;1;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;
ORG;2024;590000469;CH FOURMIES;590781662;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;;;;;;;
ORG;2024;590000477;CH LE QUESNOY;590781670;;;;4;;;;;;;;;2;B;;;;;;;;83;;;;;;0;0;;1;1;HAINAUT-CAMBRÉSIS;;;;
ORG;2024;590000527;CH AVESNES;590781795;;;;4;A;D;;;;;;;3;B;A;;;;;;;4;C;G;2;C;;1;0;;;;;;;;
ORG;2024;590000535;CH DE MAUBEUGE MCO;590781803;;;;11;A;D;;;;;;;5;B;;;;;1;C;;51;C;D;;;;;1;1;0;;;;;;
ORG;2024;590000543;CH FELLERIES-LIESSIES;590781811;;;;1;C;;;;;1;A;;;;;;;;;;;;;;;;;1;1;1;;;;;;;
ORG;2024;590000592;CH DENAIN;590782165;1;D;;4;A;D;;;;;;;2;B;;;;;;;;73;C;D;;;;1;1;1;;;;;;;
ORG;2024;590000600;CH SAINT- AMAND LES EAUX;590782207;;;;2;C;A;;;;;;;1;A;;1;D;;;;;6;C;;2;G;;0;0;;1;1;CAMBRÉSIS;;;;
ORG;2024;590000618;CH VALENCIENNES;590782215;0;;;6;C;D;0;;;2;D;A;1;F;;1;F;;1;C;;700;C;A;;;;0;0;;;;;;;;
ORG;2024;590000691;CH WATTRELOS;590782439;2;D;A;;;;;;;;;;3;B;A;;;;;;;24;C;D;3;A;B;1;1;2;1;1;LILLE MÉTROPOLE FLANDRE INTÉRIEURE;;;;
ORG;2024;590000758;CH ARMENTIERES;590782637;;;;2;D;A;;;;;;;1;B;;1;D;;2;C;D;18;B;A;;;;1;1;1;;;;;;;
ORG;2024;590000766;CH BAILLEUL;590782645;;;;3;C;;;;;;;;2;B;;;;;1;D;;;;;1;C;;1;1;1;;;;;;;
ORG;2024;590000774;CH HAZEBROUCK;590782652;;;;4;D;C;;;;;;;3;B;A;;;;;;;13;C;;;;;1;1;2;;;;;;;
ORG;2024;590000782;EPSM LILLE METROPOLE;590782660;;;;3;A;E;;;;;;;2;A;B;;;;;;;359;;;;;;0;0;;;;;;;;
ORG;2024;590000790;EPSM DES FLANDRES;590782678;;;;;;;;;;;;;;;;;;;;;;68;A;C;;;;0;0;;;;;;;;
ORG;2024;590001004;CH DOUAI DECHY;590783239;;;;6;C;A;;;;;;;3;B;E;1;D;;;;;9;C;;;;;0;1;1;;;;;;;
ORG;2024;590001418;EPSM AGGL LILLOISE ST-ANDRE;590034740;0;;;1;D;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;0;;0;;;;;;
ORG;2024;590001442;HÔPITAL MARITIME VANCAUWENBERGHE;590784245;;;;4;A;B;;;;;;;1;B;;;;;;;;9;C;D;;;;0;1;2;;;;;;;
ORG;2024;590001582;CH INTERCOMMUNAL WASQUEHAL;590785663;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;;;
ORG;2024;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;;;;1;A;;;;;;;;;;;;;;;;;70;A;C;;;;1;1;1;1;1;DUNKERQUOIS ET AUDOMAROIS;;;;
ORG;2024;590005245;S.A CLINIQUE DE L'ESCREBIEUX;590005245;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;0;;;;;;
ORG;2024;590006607;HOP JEANNE DE FLANDRE CHU LILLE;590780193;;;;;;;;;;;;;;;;;;;;;;2;C;D;;;;0;1;1;;;;;;;
ORG;2024;590006896;POLYCLINIQUE DE LA THIÉRACHE;590000519;;;;1;C;;;;;;;;;;;;;;;;;25;C;D;;;;1;1;2;0;;;;;;
ORG;2024;590008041;POLYCLINIQUE VAUBAN;590008033;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;0;;;;;;
ORG;2024;590008306;CENTRE D'AUTODIALYSE ADH DE SOMAIN;620112581;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;1;2;0;;;;;;
ORG;2024;590016408;CLINIQUE LAUTREAMONT;920030269;;;;;;;;;;;;;;;;;;;;;;22;C;D;;;;0;;;0;;;;;;
ORG;2024;590025128;HAD DU HAINAUT;620001834;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;0;;;;;;
ORG;2024;590025458;HAD DU CH D'HAZEBROUCK;590782652;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;;;;
ORG;2024;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;1;1;DOUAISIS;;;;
ORG;2024;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;1;1;CAMBRÉSIS;;;;
ORG;2024;590033429;SMR GUY TALPAERT;590782421;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;;;;;;;
ORG;2024;590034732;CRF LA ROUGEVILLE;590000675;;;;;;;;;;;;;;;;;;;;;;15;C;D;;;;0;1;1;0;;;;;;
ORG;2024;590034815;CTRE D'AUTODIALYSE PONT/SAMBRE;590001467;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;0;;;;;;
ORG;2024;590035838;HAD SAMBRE AVESNOIS;590000485;;;;;;;;;;;;;;;;;;;8;C;D;;;;;;;1;0;;0;;;;;;
ORG;2024;590040267;SSR MONTS DE FLANDRE EPSM FLANDRES;590782678;;;;;;;;;;;;;;;;;;;;;;13;C;A;;;;0;0;;;;;;;;
ORG;2024;590041471;AUTODIALYSE ADH BRUAY-SUR-L'ESCAUT;620112581;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;1;1;2;0;;;;;;
ORG;2024;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;1;1;DUNKERQUOIS ET AUDOMAROIS;;;;
ORG;2024;590044665;CLINIQUE FSEF VILLENEUVE D'ASCQ;750720575;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;0;;;;;;
ORG;2024;590045407;HAD CHU LILLE;590780193;;;;;;;;;;;;;;;;;;;;;;303;;;2;;;1;0;;0;;;;;;
ORG;2024;590046579;CENTRE D'AUTODIALYSE MARLY;620112581;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;1;1;2;0;;;;;;
ORG;2024;590052049;CALIVAL;590006268;;;;1;A;;;;;;;;;;;2;A;;;;;3;C;D;;;;0;0;;0;;;;;;
ORG;2024;590053955;SAS HPM NORD;590053955;;;;;;;;;;;;;;;;;;;;;;;;;8;C;A;0;1;2;0;;;;;;
ORG;2024;590055570;SCM DES DOCTEURS CHOSSIERE ET WAGNER;590055562;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;0;;;;;;
ORG;2024;590056479;CLINIQUE DE L'EPINOY;920039708;;;;;;;;;;;;;;;;;;;;;;9;C;;;;;1;0;;0;;;;;;
ORG;2024;590056990;CENTRE ADH D'AUTODIALYSE A DENAIN;620112581;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;1;1;2;0;;;;;;
ORG;2024;590060455;UNITÉ DE DIALYSE MÉDICALISÉE;590053955;;;;;;;;;;;;;;;;;;;;;;3;C;;;;;0;1;1;0;;;;;;
ORG;2024;590060851;CENTRE LEONARD DE VINCI;590008629;;;;1;C;;;;;;;;;;;3;D;;;;;;;;;;;0;0;;1;1;DOUAISIS;;;;
ORG;2024;590064416;INSTITUT DE SSR JEAN STABLINSKI;590782215;0;;;0;;;0;;;0;;;0;;;0;;;0;;;40;A;D;0;;;0;0;;;;;;;;
ORG;2024;590064812;CTRE D'AUTODIALYSE ADH DE ST AMAND;620112581;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;1;1;2;0;;;;;;
ORG;2024;590067047;CENTRE PSYPRO LILLE;690051461;;;;;;;;;;;;;;;;1;A;B;;;;10;;;;;;1;0;;0;;;;;;
ORG;2024;590780060;INSTITUT OPHTALMIQUE;590000022;;;;;;;;;;;;;;;;;;;;;;11;A;;;;;0;;;0;;;;;;
ORG;2024;590780094;CENTRE LEONARD DE VINCI;590000055;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;1;1;DOUAISIS;;;;
ORG;2024;590780250;CLINIQUE LILLE SUD;590053955;;;;;;;;;;1;C;D;;;;;;;;;;12;C;;;;;0;1;2;1;1;LILLE MÉTROPOLE FLANDRE INTÉRIEURE;;;;
ORG;2024;590780268;HOPITAL PRIVÉ LE BOIS;590053955;;;;1;D;;;;;;;;;;;;;;;;;145;C;;;;;0;1;1;0;;;;;;
ORG;2024;590780342;CLINIQUE AMBROISE PARE;590053955;;;;;;;;;;;;;;;;;;;;;;18;C;;;;;0;1;1;0;;;;;;
ORG;2024;590780383;HOPITAL PRIVE LA LOUVIERE;590000204;;;;1;D;;;;;;;;;;;;;;;;;65;C;;;;;0;1;1;0;;;;;;
ORG;2024;590781571;CLINIQUE DU CAMBRESIS;590000402;;;;;;;;;;;;;;;;;;;;;;26;;;;;;1;0;;0;;;;;;
ORG;2024;590781951;CLINIQUE DU SPORT ET D'ORTHOPEDIE;590053955;;;;;;;;;;;;;;;;;;;;;;27;C;;;;;0;1;1;0;;;;;;
ORG;2024;590782181;CRF LE VAL BLEU DE VALENCIENNES;590039863;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;1;0;;0;;;;;;
ORG;2024;590782256;NOUVELLE CLINIQUE DES DENTELLIERES;590000659;;;;1;A;;;;;;;;;;;2;A;;;;;18;C;D;;;;0;0;;0;;;;;;
ORG;2024;590782280;CLINIQUE SAINT-ROCH;590004552;0;;;2;C;;;;;;;;1;B;;;;;;;;19;D;C;2;A;C;0;0;;1;1;HAINAUT-CAMBRÉSIS;;;;
ORG;2024;590782298;POLYCLINIQUE DU PARC;590000675;;;;;;;;;;;;;;;;;;;;;;40;C;D;;;;;1;1;0;;;;;;
ORG;2024;590782546;SAS CLINIQUE LES PEUPLIERS;590000733;;;;;;;;;;;;;;;;;;;;;;3;;;1;B;;0;0;;0;;;;;;
ORG;2024;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;;;;1;D;;;;;;;;;;;;;;;;;35;C;;;;;0;1;1;0;;;;;;
ORG;2024;590782611;SSR PEDIATRIQUE MARC SAUTELET;750719239;;;;1;C;E;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;;;;;
ORG;2024;590782694;CTRE DE CONVALESCENCE PONT BERTIN;750034589;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;1;1;LILLE MÉTROPOLE FLANDRE INTÉRIEURE;;;;
ORG;2024;590783171;CENTRE DE SSR LES ABEILLES;930019484;;;;;;;;;;;;;;;;;;;;;;3;D;;;;;1;1;2;0;;;;;;
ORG;2024;590783189;UNITE GERONTOLOGIE ET SOINS DE SUITE;590004552;0;;;1;C;;;;;;;;1;B;;;;;;;;18;C;D;2;A;C;0;0;;1;1;DOUAISIS;;;;
ORG;2024;590784484;NEPHROCARE MAUBEUGE;590001467;;;;;;;;;;;;;;;;;;;;;;13;C;D;;;;1;0;;0;;;;;;
ORG;2024;590784898;HÔPITAL SWYNGHEDAUW CHU LILLE;590780193;;;;1;C;E;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;
ORG;2024;590785341;HOPITAL DE JOUR DE LA M.G.E.N.;750005068;;;;1;E;;;;;;;;;;;;;;;;;1;E;;;;;0;0;;0;;;;;;
ORG;2024;590785374;CLINIQUE TEISSIER;620001834;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;0;;;;;;
ORG;2024;590785424;CENTRE L'ADAPT DE CAMBRAI;930019484;0;;;0;;;0;;;0;;;0;;;0;;;0;;;3;C;D;0;;;1;1;2;0;;;;;;
ORG;2024;590786984;SSR FILIERIS ESCAUDAIN BOIS DE LA LOGE;750050759;1;G;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;0;;;;;;
ORG;2024;590787586;INSTITUT COEUR POUMON CHU LILLE;590780193;;;;;;;;;;;;;;;;;;;1;C;E;;;;;;;0;1;1;;;;;;;
ORG;2024;590788865;SMR JARDINS DU VELODROME;590782421;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;;;;;;;
ORG;2024;590788964;SARL CLINIQUE DU PARC;590001756;;;;2;;C;;;;;;;;;;;;;;;;;;;8;A;B;1;1;2;0;;;;;;
ORG;2024;590790473;SSR FILIERIS LALLAING PLAINE DE SCARPE;750050759;;;;1;G;;;;;;;;;;;;;;;;;10;C;;9;A;;0;1;1;0;;;;;;
ORG;2024;590790655;SAINT ROCH CHIRURGIE;440052041;;;;;;;;;;;;;;;;;;;;;;36;C;;;;;1;1;2;0;;;;;;
ORG;2024;590791323;CTRE CONVALESCENCE SSR CH ARMENTIÈRES;590782637;;;;;;;;;;;;;;;;;;;;;;3;A;C;;;;1;1;1;;;;;;;
ORG;2024;590791729;RESIDENCE MALATRAY CH TOURCOING;590781902;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;;;;;;;
ORG;2024;590796975;HÔPITAL SALENGRO CHU LILLE;590780193;;;;5;C;E;1;C;E;;;;3;B;E;;;;1;D;E;1;C;;5;A;E;0;1;1;;;;;;;
ORG;2024;590797346;SSR FILIERIS FRESNES JARDINS DU TEMPS;750050759;1;C;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;0;;;;;;
ORG;2024;590797387;CRF L'ESPOIR DE LILLE HELLEMMES;590805628;;;;;;;;;;;;;;;;;;;;;;7;C;D;;;;0;0;;0;;;;;;
ORG;2024;590801106;HOPITAL VICTOR PROVO;590782421;;;;8;A;B;;;;;;;3;B;;3;D;B;3;C;;142;C;D;2;D;;0;1;1;0;;;;;;
ORG;2024;590804696;CENTRE HOSPITALIER DE TOURCOING;590781902;;;;3;D;;;;;;;;1;B;;1;D;;4;E;;350;B;C;;;;0;1;1;;;;;;;
ORG;2024;590806360;CLINIQUE DE LA MITTERIE;590003596;;;;1;B;;;;;;;;;;;;;;;;;4;B;C;1;B;;1;1;2;0;;;;;;
ORG;2024;590806428;CTRE D'AUTODIALYSE ADH DE DOUAI;620112581;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;0;1;2;0;;;;;;
ORG;2024;590809703;CLINIQUE SAINT-ROCH;590004552;;;;1;C;;;;;;;;1;B;;;;;;;;23;C;D;2;A;C;1;1;2;1;1;HAINAUT-CAMBRÉSIS;;;;
ORG;2024;590810099;CENTRE D'AUTODIALYSE ADH DE CAMBRAI;620112581;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;1;2;0;;;;;;
ORG;2024;590810784;CLINIQUE ST-ROCH CONVALESCENCE;440052041;;;;;;;;;;;;;;;;;;;;;;40;C;;;;;;1;1;0;;;;;;
ORG;2024;590810941;NEPHOCARE MAUBEUGE, DIALYSE À DOMICILE;590001467;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;0;;;;;;
ORG;2024;590811006;CTRE D'AUTODIALYSE MAUBEUGE;590001467;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;0;;;;;;
ORG;2024;590812186;SERVICE D'ADDICTOLOGIE;590782421;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;0;1;1;0;;;;;;
ORG;2024;590812509;SANTELYS HAD LILLE METROPOLE;590799995;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;1;1;LILLE MÉTROPOLE FLANDRE INTÉRIEURE;;;;
ORG;2024;590813176;CLINIQUE DES HETRES;590005278;;;;3;C;;;;;;;;;;;1;A;;;;;44;C;;;;;1;1;1;1;1;CAMBRÉSIS;;;;
ORG;2024;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;0;;;;;;
ORG;2024;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;;;;;;;;;;;;;;;;;;;30;C;D;;;;;;;1;1;2;0;;;;;;
ORG;2024;590813747;CTRE D'AUTODIALYSE FOURMIES;590001467;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;0;;;;;;
ORG;2024;590815007;CTRE D'AUTODIALYSE ADH LA SENTINELLE;620112581;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;1;1;2;0;;;;;;
ORG;2024;590815056;CLINIQUE DE FLANDRE;590005492;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;0;;;;;;
ORG;2024;590816310;CLINIQUE SAINT AME;590000048;;;;;;;;;;;;;;;;;;;;;;8;C;D;;;;1;1;1;0;;;;;;
ORG;2024;590816427;CLINIQUE DES HAUTS-DE-FRANCE;920030962;;;;;;;;;;;;;;;;;;;;;;23;C;C;;;;0;;;0;;;;;;
ORG;2024;590817441;ETAB HOPALE - CENTRE CLAIR SEJOUR;620003814;;;;;;;;;;;;;;;;;;;;;;19;C;A;;;;0;0;;0;;;;;;
ORG;2024;590817458;CLINIQUE DE LA VICTOIRE;590053955;;;;;;;;;;;;;;;;;;;;;;44;C;;;;;0;1;1;0;;;;;;
ORG;2024;590817839;CLINIQUE DU VAL DE LYS;590053955;;;;;;;;;;;;;;;;;;;;;;27;C;;;;;0;1;1;0;;;;;;
ORG;2024;600000012;CHI EPSM DE L'OISE - SITE DE CLERMONT;600100028;;;;3;A;C;;;;;;;;;;;;;;;;;;;;;;;1;2;0;;;;;;
ORG;2024;600000020;HL CRÉPY-EN-VALOIS;600100085;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;1;1;OISE NORD EST (ONE);;;;
ORG;2024;600000046;CH PONT-SAINTE-MAXENCE;600100127;;;;1;A;;;;;;;;1;G;;;;;;;;2;C;;;;;0;0;;;;;;;;
ORG;2024;600000053;CH GHPSO SENLIS;600101984;;;;2;A;B;;;;;;;1;B;;1;D;;;;;219;A;C;;;;0;1;1;1;1;OISE SUD;;;;
ORG;2024;600000152;CH CHAUMONT-EN-VEXIN;600100572;0;;;4;A;B;0;;;0;;;1;B;;0;;;0;;;120;C;A;0;;;1;1;2;1;1;OISE OUEST ET VEXIN;;;;
ORG;2024;600000186;CH CLERMONT;600100648;;;;2;A;A;;;;;;;;;;;;;1;C;;;;;;;;1;1;1;;;;;;;
ORG;2024;600000194;CH BEAUVAIS;600100713;;;;4;A;;;;;;;;1;B;;1;D;;;;;;;;;;;1;1;1;;;;;;;
ORG;2024;600000467;CH GHPSO CREIL;600101984;;;;2;A;B;;;;;;;1;B;;2;D;;;;;248;A;C;;;;0;1;1;0;;;;;;
ORG;2024;600001184;USLD HL GRANDVILLIERS;600108948;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;1;1;OISE OUEST ET VEXIN;;;;
ORG;2024;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;0;;;0;;;0;;;0;;;1;B;;0;;;0;;;64;;;0;;;1;0;;1;1;OISE SUD;OISE NORD EST (ONE);;;
ORG;2024;600010094;SSR HL CRÈVECOEUR-LE-GRAND;600100580;;;;2;A;;;;;;;;;;;;;;1;C;;129;A;C;;;;0;0;;;;;;;;
ORG;2024;600010862;SAS CENTRE CHIRURGICAL DE CHANTILLY;600010854;;;;;;;1;C;D;;;;;;;;;;;;;;;;;;;1;1;1;1;1;OISE SUD;;;;
ORG;2024;600013981;SSR MONCHY ST ÉLOI;750720609;;;;;;;;;;;;;;;;;;;;;;17;;;;;;0;1;1;1;3;OISE NORD EST (ONE);OISE SUD;OISE OUEST ET VEXIN;;
ORG;2024;600013999;CENTRE CHIRURGICAL;600008635;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;1;0;;0;;;;;;
ORG;2024;600100101;CH AP-HP LIANCOURT;750712184;;;;1;A;;;;;;;;;;;;;;;;;27;C;D;;;;0;1;1;;;;;;;
ORG;2024;600100168;CENTRE MÉDICO-CHIRURGICAL DES JOCKEYS;600106629;;;;1;C;D;;;;;;;;;;1;D;;;;;;;;;;;0;1;1;1;1;OISE SUD;;;;
ORG;2024;600100184;CLINIQUE DU VALOIS;920033198;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;1;1;OISE SUD;;;;
ORG;2024;600100275;LE CHATEAU DU TILLET;750034589;0;;;0;;;0;;;0;;;0;;;0;;;0;;;38;;;0;;;0;1;2;1;1;OISE SUD;;;;
ORG;2024;600100283;CLINIQUE DE RÉÉDUCATION A DE ROTHSCHIL;750710428;;;;;;;;;;;;;;;;;;;;;;19;C;D;;;;0;1;1;1;1;OISE SUD;;;;
ORG;2024;600100671;SSR BTP SAINT-OMER-EN-CHAUSSÉE;750034589;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;1;1;OISE OUEST ET VEXIN;;;;
ORG;2024;600100754;POLYCLINIQUE SAINT CÔME;600000228;;;;;;;;;;;;;1;B;;1;D;;;;;2;C;;;;;1;1;1;0;;;;;;
ORG;2024;600100796;CTRE RÉÉDUC & RÉADAPT FONCTIONELLE;750720609;;;;1;B;;;;;;;;;;;;;;;;;;;;;;;0;0;;1;1;OISE OUEST ET VEXIN;;;;
ORG;2024;600100861;SSR LNA BRETEUIL;440052041;;;;1;;;;;;;;;;;;;;;;;;48;C;;;;;0;1;2;0;;;;;;
ORG;2024;600101679;SSR UGECAM BEAUVAIS;590039863;;;;1;A;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;OISE OUEST ET VEXIN;;;;
ORG;2024;600101687;PAVILLON DE LA CHAUSSÉE;600106561;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;1;1;OISE SUD;;;;
ORG;2024;600101943;CTRE PRÉVENTION RÉADAPTATION CARDIO.;750720609;;;;;;;;;;;;;;;;;;;;;;17;;;;;;0;1;1;1;3;OISE NORD EST (ONE);OISE SUD;OISE OUEST ET VEXIN;;
ORG;2024;600105381;USLD CONDÉ CHANTILLY;600106611;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;1;1;OISE SUD;;;;
ORG;2024;600107049;ASSOCIATION LA NOUVELLE FORGE;600107049;;;;;;;;;;;;;1;;;;;;;;;;;;;;;0;0;;0;;;;;;
ORG;2024;600110175;CLINIQUE DU PARC SAINT-LAZARE;600001234;;;;;;;;;;;;;;;;;;;;;;32;;;;;;;;;0;;;;;;
ORG;2024;600111124;SSR CONDÉ CHANTILLY;600106611;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;1;1;OISE SUD;;;;
ORG;2024;600113476;CH CHICN COMPIÈGNE;600100721;;;;5;A;B;;;;;;;2;B;;2;D;;;;;115;C;A;;;;0;1;1;;;;;;;
ORG;2024;610000028;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610780025;;;;1;A;;;;;;;;1;B;;;;;;;;1;D;;;;;1;0;;1;1;ORNE-PERCHE-SAOSNOIS;;;;
ORG;2024;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;;;;2;A;;;;;;;;;;;;;;1;D;;157;C;A;;;;1;1;1;0;;;;;;
ORG;2024;610000051;CHICAM - SITE ALENCON;610780082;;;;;;;1;A;;;;;3;B;;;;;;;;24;C;D;3;D;;1;1;1;0;;;;;;
ORG;2024;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;;;;2;A;D;;;;2;C;E;;;;;;;2;C;;23;C;;;;;0;1;2;;;;;;;
ORG;2024;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;;;;1;D;B;;;;;;;;;;1;A;;;;;175;C;;;;;1;1;2;0;;;;;;
ORG;2024;610000085;CH BELLEME;610780132;;;;3;C;A;;;;;;;1;A;;;;;;;;68;A;C;;;;1;0;;1;1;ORNE-PERCHE-SAOSNOIS;;;;
ORG;2024;610000093;CENTRE HOSPITALIER - SEES;610780140;;;;1;A;;;;;;;;;;;;;;;;;22;C;D;;;;1;1;2;1;1;ORNE-PERCHE-SAOSNOIS;;;;
ORG;2024;610000119;CH JACQUES MONOD - FLERS;610780165;;;;;;;4;A;E;;;;6;A;;;;;;;;139;C;D;;;;;1;1;;;;;;;
ORG;2024;610004269;HAD ARGENTAN;610787038;0;;;0;;;0;;;0;;;0;;;0;;;0;;;60;;;0;;;0;0;;1;1;ORNE-PERCHE-SAOSNOIS;;;;
ORG;2024;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;;;;;;;;;;;;;;;;;;;;;;3;C;;;;;1;1;2;1;2;ORNE-PERCHE-SAOSNOIS;LES COLLINES DE NORMANDIE;;;
ORG;2024;610006256;HAD ORNE-EST;610006769;;;;;;;;;;;;;;;;;;;;;;14;;;;;;1;0;;1;1;ORNE-PERCHE-SAOSNOIS;;;;
ORG;2024;610006421;CLINIQUE D'ALENCON;610006413;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;1;1;ORNE-PERCHE-SAOSNOIS;;;;
ORG;2024;610006728;ANIDER - ALENCON;140000852;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;0;;0;;;;;;
ORG;2024;610006736;ANIDER - FLERS;140000852;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;0;;0;;;;;;
