BOR;AN;FI;RS;GRP;FI_ET;RS_ET
ST;2024;540000056;CENTRE PSYCHOTHERAPIQUE NANCY;02;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY
ST;2024;540000080;CENTRE HOSPITALIER DE LUNEVILLE;02;540000155;CENTRE HOSPITALIER DE LUNEVILLE
ST;2024;540000106;CENTRE HOSPITALIER DE PONT A MOUSSON;02;540000296;CENTRE HOSPITALIER DE PONT A MOUSSON
ST;2024;540000114;CENTRE HOSPITALIER ST NICOLAS DE PORT;02;540000312;CENTRE HOSPITALIER ST NICOLAS DE PORT
ST;2024;540000767;CENTRE HOSPITALIER DE BRIEY;02;540001070;CH DE BRIEY - HOPITAL MAILLOT
ST;2024;540000767;CENTRE HOSPITALIER DE BRIEY;02;540006830;CMP CATTP HJ ENF DU CH BRIEY A BRIEY
ST;2024;540001112;ALTIR- ASS LOR TRAITEMENT INSUF RENALE;06;540000981;CTRE D'EDUC-AUTODIAL MEDIC CHRU ALTIR
ST;2024;540001112;ALTIR- ASS LOR TRAITEMENT INSUF RENALE;06;540008380;CTRE D'AUTODIAL ET DIAL MEDIC BRABOIS
ST;2024;540001112;ALTIR- ASS LOR TRAITEMENT INSUF RENALE;06;550002885;CENTRE D'AUTODIALYSE A VERDUN (ALTIR)
ST;2024;540001112;ALTIR- ASS LOR TRAITEMENT INSUF RENALE;06;550005219;CTRE AUTODIAL-UDM A BAR LE DUC (ALTIR)
ST;2024;540001112;ALTIR- ASS LOR TRAITEMENT INSUF RENALE;06;570011635;CTRE AUTODIALYSE UDM THIONVILLE-ALTIR
ST;2024;540001112;ALTIR- ASS LOR TRAITEMENT INSUF RENALE;06;570022830;CTRE AUTODIALYSE DE SARREBOURG - ALTIR
ST;2024;540001112;ALTIR- ASS LOR TRAITEMENT INSUF RENALE;06;570027029;CTRE AUTODIAL UDM SARREGUEMINES -ALTIR
ST;2024;540001112;ALTIR- ASS LOR TRAITEMENT INSUF RENALE;06;570027680;CTRE AUTODIALYSE PELTRE ALTIR
ST;2024;540001112;ALTIR- ASS LOR TRAITEMENT INSUF RENALE;06;880001458;CENTRE D'AUTODIALYSE GERARDMER (ALTIR)
ST;2024;540001112;ALTIR- ASS LOR TRAITEMENT INSUF RENALE;06;880001730;CENTRE D'AUTODIALYSE DE VITTEL (ALTIR)
ST;2024;540001112;ALTIR- ASS LOR TRAITEMENT INSUF RENALE;06;880007653;CENTRE UDM ET AUTODIALYSE EPINAL
ST;2024;540001112;ALTIR- ASS LOR TRAITEMENT INSUF RENALE;06;880785548;CENTRE D'AUTODIALYSE DE ST DIE (ALTIR)
ST;2024;540003019;INSTITUT DE CANCEROLOGIE DE LORRAINE;08;540001286;INSTITUT DE CANCEROLOGIE DE LORRAINE
ST;2024;540003399;HL INTERCOM POMPEY LAY ST CHRISTOPHE;02;540000270;HOPITAL LOCAL DE POMPEY
ST;2024;540003928;SAS SOCIETE NOUVELLE CLQ JEANNE D'ARC;06;540023744;UDM SITE CH LUNEVILLE(SAS CLQ J D'ARC)
ST;2024;540019007;CENTRE HOSPITALIER 3H SANTE;02;540005410;USLD CIREY/VEZOUZE CH 3H SANTE
ST;2024;540020963;SAS ILC GENTILLY;08;540023256;CENTRE D'ONCOLOGIE DE GENTILLY
ST;2024;540023264;CHRU DE NANCY;02;540000015;CHRU NANCY - MATERNITE
ST;2024;540023264;CHRU DE NANCY;02;540000163;CHRU NANCY - CENTRE EMILE GALLE
ST;2024;540023264;CHRU DE NANCY;02;540001138;CHRU NANCY - HOPITAL CENTRAL
ST;2024;540023264;CHRU DE NANCY;02;540002698;CHRU NANCY - HOPITAUX DE BRABOIS
ST;2024;540023264;CHRU DE NANCY;02;540003043;CHRU NANCY - HOPITAL SAINT JULIEN
ST;2024;540023264;CHRU DE NANCY;02;540006459;CHRU NANCY - USLD ST JULIEN
ST;2024;540023264;CHRU DE NANCY;02;540013232;CHRU NANCY - USLD ST STANISLAS
ST;2024;540023264;CHRU DE NANCY;02;540022811;CHRU NANCY - HJ SSR CTRE BASSE VISION
ST;2024;540023264;CHRU DE NANCY;02;540026994;SSRS AFFECTIONS ONCO-HEMATOLOGIQUES
ST;2024;550000046;CENTRE HOSPITALIER ST-CHARLES COMMERCY;02;550000038;CENTRE HOSPITALIER ST-CHARLES COMMERCY
ST;2024;550003354;CH DE BAR-LE-DUC FAINS-VEEL;02;550000251;CH BLD FV SITE FV
ST;2024;550003354;CH DE BAR-LE-DUC FAINS-VEEL;02;550000434;CH BLD FV SITE BLD
ST;2024;550006795;CENTRE HOSPITALIER VERDUN/SAINT MIHIEL;02;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS
ST;2024;550006795;CENTRE HOSPITALIER VERDUN/SAINT MIHIEL;02;550000186;CH VERDUN/ST MIHIEL-UNITE D'HOSP. ADOS
ST;2024;550006795;CENTRE HOSPITALIER VERDUN/SAINT MIHIEL;02;550000202;CENTRE HOSPITALIER STE-ANNE ST-MIHIEL
ST;2024;550006795;CENTRE HOSPITALIER VERDUN/SAINT MIHIEL;02;550003362;CH VERDUN/ST MIHIEL - HOP DESANDROUINS
ST;2024;550006795;CENTRE HOSPITALIER VERDUN/SAINT MIHIEL;02;550003370;USLD DU CH VERDUN/ST MIHIEL
ST;2024;560000044;CENTRE HOSPITALIER DE PLOERMEL;02;560000192;CENTRE HOSPITALIER DE PLOERMEL
ST;2024;560000077;CENTRE HOSPITALIER DE JOSSELIN;02;560027641;USLD CH JOSSELIN
ST;2024;560000085;HOPITAL DE BELLE ILE EN MER;02;560000291;CENTRE HOSPITALIER DE BELLE ILE EN MER
ST;2024;560000259;CH GUEMENE/SCORFF;02;560000366;CENTRE HOSPITALIER GUEMENE SUR SCORFF
ST;2024;560002032;EPSM MORBIHAN;02;560000382;ETABLISSEMENT PUBLIC DE SANTE MENTALE
ST;2024;560002032;EPSM MORBIHAN;02;560010092;USLD UHR EPSM MORBIHAN
ST;2024;560002222;CH DE BASSE-VILAINE;02;560000499;CENTRE HOSPITALIER DE BASSE-VILAINE
ST;2024;560002677;EPSM JEAN-MARTIN CHARCOT;02;560000697;EPSM JEAN-MARTIN CHARCOT
ST;2024;560002677;EPSM JEAN-MARTIN CHARCOT;02;560012122;LONG SEJOUR - CHS CAUDAN
ST;2024;560005746;GROUPE HOSPITALIER BRETAGNE SUD;02;290000934;GHBS - HOPITAL LA VILLENEUVE
ST;2024;560005746;GROUPE HOSPITALIER BRETAGNE SUD;02;290003995;GHBS - HOPITAL KERGLANCHARD
ST;2024;560005746;GROUPE HOSPITALIER BRETAGNE SUD;02;290014687;GHBS USLD BOIS JOLY
ST;2024;560005746;GROUPE HOSPITALIER BRETAGNE SUD;02;290034610;GHBS - HOPITAL BOIS JOLY
ST;2024;560005746;GROUPE HOSPITALIER BRETAGNE SUD;02;560000135;GHBS- HÔPITAL DU SCORFF
ST;2024;560005746;GROUPE HOSPITALIER BRETAGNE SUD;02;560000275;GHBS - HOPITAL DE KERLIVIO
ST;2024;560005746;GROUPE HOSPITALIER BRETAGNE SUD;02;560000465;GHBS - HOPITAL LE FAOUET
ST;2024;560005746;GROUPE HOSPITALIER BRETAGNE SUD;02;560003980;GHBS - HOPITAL DE KERBERNES
ST;2024;560005746;GROUPE HOSPITALIER BRETAGNE SUD;02;560015422;GHBS SITE DE KERDURAND RIANTEC
ST;2024;560005746;GROUPE HOSPITALIER BRETAGNE SUD;02;560030165;GHBS - HÔPITAL SITE CLINIQUE DU TER
ST;2024;560014748;CH DU CENTRE BRETAGNE;02;220000194;CHCB SITE PLEMET
ST;2024;560014748;CH DU CENTRE BRETAGNE;02;220000483;CHCB SITE LOUDEAC
ST;2024;560014748;CH DU CENTRE BRETAGNE;02;560000143;CHCB SITE KERIO
ST;2024;560014748;CH DU CENTRE BRETAGNE;02;560014219;CHCB SITE SSR PONTIVY
ST;2024;560023178;SELARL CENTRE D'ONCOLOGIE ST YVES;08;560018038;CENTRE SAINT YVES - SITE CHBA
ST;2024;560023178;SELARL CENTRE D'ONCOLOGIE ST YVES;08;560023228;CENTRE D'ONCOLOGIE SAINT-YVES
ST;2024;560023210;CH BRETAGNE ATLANTIQUE;02;560000127;CHBA SITE DE VANNES
ST;2024;560023210;CH BRETAGNE ATLANTIQUE;02;560000200;CHBA SITE D'AURAY
ST;2024;570000034;CRS SAINT LUC;02;570000109;NIDERVILLER - CRS SAINT LUC
ST;2024;570000034;CRS SAINT LUC;02;570000380;ABRESCHVILLER - CRS SAINT LUC
ST;2024;570000133;CH DE LORQUIN;02;570000885;CENTRE HOSPITALIER DE LORQUIN
ST;2024;570000141;CHS DE SARREGUEMINES;02;570000893;CHS DE SARREGUEMINES
ST;2024;570000158;CH DE SARREGUEMINES;02;570000661;HOPITAL SAINT JOSEPH DE BITCHE
ST;2024;570000158;CH DE SARREGUEMINES;02;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES
ST;2024;570000430;CH LE SECQ DE CREPY DE BOULAY;02;570000968;CH LE SECQ DE CREPY DE BOULAY
ST;2024;570000497;HOPITAL  SAINT JACQUES;02;570000992;HOPITAL SAINT JACQUES DE DIEUZE
ST;2024;570000513;EPSM METZ-JURY;02;570001016;EPSM METZ-JURY
ST;2024;570005165;CHR METZ-THIONVILLE;02;570000281;HOPITAL D'HAYANGE - CHR
ST;2024;570005165;CHR METZ-THIONVILLE;02;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR
ST;2024;570005165;CHR METZ-THIONVILLE;02;570005215;CENTRE FELIX MARECHAL DE METZ - CHR
ST;2024;570005165;CHR METZ-THIONVILLE;02;570015750;HOPITAL DE JOUR ENFANTS DE YUTZ
ST;2024;570005165;CHR METZ-THIONVILLE;02;570026575;HOPITAL DE JOUR CENTRE BASSE AUDITION
ST;2024;570005165;CHR METZ-THIONVILLE;02;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE
ST;2024;570005165;CHR METZ-THIONVILLE;02;570029801;CHR METZ-THIONVILLE SITE LEGOUEST
ST;2024;570011387;ET PUBLIC DEPARTEMENTAL DE SANTE GORZE;02;570012369;CMS DE GORZE
ST;2024;570013797;ASSOCIATION SAINT ANDRE (ASA);06;570004002;ASA-UNITE DE DIALYSE-FREYMINGMERLEBACH
ST;2024;570013797;ASSOCIATION SAINT ANDRE (ASA);06;570010082;ASA PREVENTION MRC - DIALYSE EN UNITE
ST;2024;570013797;ASSOCIATION SAINT ANDRE (ASA);06;570015636;ASA - UNITE DE DIALYSE - TALANGE
ST;2024;570013797;ASSOCIATION SAINT ANDRE (ASA);06;570027045;ASA - UNITE DE DIALYSE - SAINT-AVOLD
ST;2024;570015099;CH DE SARREBOURG;02;570000117;CH SAINT-NICOLAS DE SARREBOURG
ST;2024;570025254;CHIC UNISANTE+;02;570000059;CH MARIE-MADELEINE DE FORBACH
ST;2024;570025254;CHIC UNISANTE+;02;570000687;CH LEMIRE DE SAINT-AVOLD
ST;2024;580780039;CHI AGGLOMERATION DE NEVERS;02;580004836;CENTRE COLBERT MEDECINE ET SSR
ST;2024;580780039;CHI AGGLOMERATION DE NEVERS;02;580972628;MOYEN SEJOUR PIGNELIN
ST;2024;580780039;CHI AGGLOMERATION DE NEVERS;02;580972693;HOPITAL PIERRE BEREGOVOY
ST;2024;580780047;CH CHATEAU-CHINON;02;580972651;CH CHATEAU-CHINON
ST;2024;580780054;CENTRE HOSPITALIER LES CYGNES;02;580972610;HOPITAL LOCAL LES CYGNES LORMES
ST;2024;580780070;CH CLAMECY;02;580972669;CH CLAMECY
ST;2024;580780088;CH COSNE COURS SUR LOIRE;02;580972677;CH COSNE COURS SUR LOIRE
ST;2024;580780096;CH DECIZE;02;580972685;CH DECIZE
ST;2024;580780971;CH PIERRE LÔO EPSM DE LA NIÈVRE;02;180004533;HOPITAL DE JOUR ADULTES AUGY
ST;2024;580780971;CH PIERRE LÔO EPSM DE LA NIÈVRE;02;580972636;CENTRE HOSPITALIER PIERRE LÔO
ST;2024;580781136;CH HENRI DUNANT;02;580972644;CH HENRI DUNANT LA CHARITE-SUR-LOIRE
ST;2024;590001467;SAS NEPHROCARE MAUBEUGE;06;590034815;CTRE D'AUTODIALYSE PONT/SAMBRE
ST;2024;590001467;SAS NEPHROCARE MAUBEUGE;06;590784484;NEPHROCARE MAUBEUGE
ST;2024;590001467;SAS NEPHROCARE MAUBEUGE;06;590810941;NEPHOCARE MAUBEUGE, DIALYSE À DOMICILE
ST;2024;590001467;SAS NEPHROCARE MAUBEUGE;06;590811006;CTRE D'AUTODIALYSE MAUBEUGE
ST;2024;590001467;SAS NEPHROCARE MAUBEUGE;06;590813747;CTRE D'AUTODIALYSE FOURMIES
ST;2024;590003281;CENTRE GRAY;08;590804712;CENTRE RADIOTHERAPIE ONCOLOGIE GRAY
ST;2024;590006268;SAS CALIVAL;08;590052049;CALIVAL
ST;2024;590008249;SCM BOURGOGNE;08;590008298;CTRE RADIOTHERAPIE BOURGOGNE
ST;2024;590008629;SELARL GR IMAG ET CANCERO PT ST VAAST;08;590047957;CENTRE D'ONCOL ET DE RADIOTH GALILEE
ST;2024;590008629;SELARL GR IMAG ET CANCERO PT ST VAAST;08;590060851;CENTRE LEONARD DE VINCI
ST;2024;590034740;ESPM DE L'AGGLOMERATION LILLOISE;02;590001418;EPSM AGGL LILLOISE ST-ANDRE
ST;2024;590053120;GROUPE HOSPITALIER LOOS HAUBOURDIN;02;590000113;GROUPE HOSPITALIER LOOS HAUBOURDIN
ST;2024;590055562;SCM DES DOCTEURS CHOSSIERE ET WAGNER;08;590055570;SCM DES DOCTEURS CHOSSIERE ET WAGNER
ST;2024;590780052;CH SOMAIN;02;590000014;CH SOMAIN
ST;2024;590780052;CH SOMAIN;02;590047718;HOPITAL DE JOUR ALCOOLOGIE
ST;2024;590780185;EPS LES ERABLES (CH LA BASSEE);02;590000097;CH LA BASSEE
ST;2024;590780193;CHU DE LILLE;02;590000105;CHR LILLE
ST;2024;590780193;CHU DE LILLE;02;590006607;HOP JEANNE DE FLANDRE CHU LILLE
ST;2024;590780193;CHU DE LILLE;02;590045407;HAD CHU LILLE
ST;2024;590780193;CHU DE LILLE;02;590060901;SANTELYS SITE CHU LILLE
ST;2024;590780193;CHU DE LILLE;02;590784864;HOP CALMETTE CHU LILLE
ST;2024;590780193;CHU DE LILLE;02;590784898;HÔPITAL SWYNGHEDAUW CHU LILLE
ST;2024;590780193;CHU DE LILLE;02;590787586;INSTITUT COEUR POUMON CHU LILLE
ST;2024;590780193;CHU DE LILLE;02;590791091;CSPA LES BATELIERS CHU LILLE
ST;2024;590780193;CHU DE LILLE;02;590791653;USN FONTAN - LINQUETTE CHR LILLE
ST;2024;590780193;CHU DE LILLE;02;590796975;HÔPITAL SALENGRO CHU LILLE
ST;2024;590780193;CHU DE LILLE;02;590811279;HOP CLAUDE HURIEZ CHU LILLE
ST;2024;590780227;GROUPE HOSPITALIER SECLIN CARVIN;02;590000121;CH SECLIN
ST;2024;590780227;GROUPE HOSPITALIER SECLIN CARVIN;02;620000232;CH CARVIN
ST;2024;590780334;CLCC OSCAR LAMBRET LILLE;08;590000188;CLCC OSCAR LAMBRET LILLE
ST;2024;590781415;CH DE DUNKERQUE;02;590000337;CH DUNKERQUE
ST;2024;590781605;CH CAMBRAI;02;590000428;CH CAMBRAI
ST;2024;590781621;CH LE CATEAU-CAMBRESIS;02;590000436;CH LE CATEAU
ST;2024;590781639;CH JEUMONT;02;590000444;CH JEUMONT
ST;2024;590781647;HOPITAL D'HAUTMONT;02;590000451;CH HAUTMONT
ST;2024;590781662;CH FOURMIES;02;590000469;CH FOURMIES
ST;2024;590781670;CH LE QUESNOY;02;590000477;CH LE QUESNOY
ST;2024;590781795;CH AVESNES SUR HELPE;02;590000527;CH AVESNES
ST;2024;590781803;CH DE MAUBEUGE;02;590000535;CH DE MAUBEUGE MCO
ST;2024;590781811;CH FELLERIES-LIESSIES;02;590000543;CH FELLERIES-LIESSIES
ST;2024;590781902;CH TOURCOING;02;590791729;RESIDENCE MALATRAY CH TOURCOING
ST;2024;590781902;CH TOURCOING;02;590804696;CENTRE HOSPITALIER DE TOURCOING
ST;2024;590782165;CH DENAIN;02;590000592;CH DENAIN
ST;2024;590782207;CH SAINT- AMAND-LES-EAUX;02;590000600;CH SAINT- AMAND LES EAUX
ST;2024;590782215;CH DE VALENCIENNES;02;590000618;CH VALENCIENNES
ST;2024;590782215;CH DE VALENCIENNES;02;590064416;INSTITUT DE SSR JEAN STABLINSKI
ST;2024;590782215;CH DE VALENCIENNES;02;590812749;USLD CH VALENCIENNES
ST;2024;590782421;C.H DE ROUBAIX;02;590033429;SMR GUY TALPAERT
ST;2024;590782421;C.H DE ROUBAIX;02;590044632;USLD ISABEAU DE ROUBAIX CH ROUBAIX
ST;2024;590782421;C.H DE ROUBAIX;02;590788865;SMR JARDINS DU VELODROME
ST;2024;590782421;C.H DE ROUBAIX;02;590801106;HOPITAL VICTOR PROVO
ST;2024;590782421;C.H DE ROUBAIX;02;590812186;SERVICE D'ADDICTOLOGIE
ST;2024;590782439;CH WATTRELOS;02;590000691;CH WATTRELOS
ST;2024;590782637;CH ARMENTIERES;02;590000758;CH ARMENTIERES
ST;2024;590782637;CH ARMENTIERES;02;590791323;CTRE CONVALESCENCE SSR CH ARMENTIÈRES
ST;2024;590782645;HOPITAL GENERAL. DE BAILLEUL;02;590000766;CH BAILLEUL
ST;2024;590782652;CH D'HAZEBROUCK;02;590000774;CH HAZEBROUCK
ST;2024;590782652;CH D'HAZEBROUCK;02;590025458;HAD DU CH D'HAZEBROUCK
ST;2024;590782660;EPSM LILLE METROPOLE;02;590000782;EPSM LILLE METROPOLE
ST;2024;590782678;EPSM DES FLANDRES;02;590000790;EPSM DES FLANDRES
ST;2024;590782678;EPSM DES FLANDRES;02;590040267;SSR MONTS DE FLANDRE EPSM FLANDRES
ST;2024;590783239;CH DE DOUAI;02;590001004;CH DOUAI DECHY
ST;2024;590784245;CENTRE HOSPITALIER ZUYDCOOTE;02;590001442;HÔPITAL MARITIME VANCAUWENBERGHE
ST;2024;590785663;CH INTERCOMMUNAL WASQUEHAL;02;590001582;CH INTERCOMMUNAL WASQUEHAL
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;020001772;UNITE DE DIALYSE DE CHAUNY
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;020001913;UNITE DE DIALYSE DE LAON
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;020006441;UNITE DIALYSE DE COURMELLES
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;020012860;UNITE DE DIALYSE DE SAINT-QUENTIN
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;020016242;UNITE DE DIALYSE DE GUISE
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;020017075;UNITE DE DIALYSE DE CHATEAU-THIERRY
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;020018453;SANTELYS DIALYSE À DOMICILE CH SOISSON
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;020018545;SANTELYS UNITÉ DE DIALYSE DE VERVINS
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;590015418;UNITE DE DIALYSE DE CAUDRY
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;590023438;UNITE DIALYSE DE COUDEKERQUE BRANCHE
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;590024618;UNITE DE DIALYSE DE ROUBAIX GRAND RUE
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;590024659;UNITE DE DIALYSE DE ROUBAIX DELORY
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;590031738;UNITE DE DIALYSE DE LOOS
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;590035200;UNITE DE DIALYSE DE FACHES-THUMESNIL
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;590035390;SANTELYS UNITE DE DIALYSE LAMBERSART
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;590040317;UNITE DE DIALYSE D'IWUY
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;590040325;UNITE DE DIALYSE DE LA BASSEE
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;590044640;UNITE DE DIALYSE DE LILLE
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;590045514;UNITE DE DIALYSE DE TOURCOING
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;590045951;UNITE DE DIALYSE DE MÉRIGNIES
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;590046744;UNITE D'AUTODIALYSE D'HAZEBROUCK
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;590046751;UNITE DIALYSE DE DOURLERS
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;590046769;UNITE DE DIALYSE DE HOUPLINES
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;590047361;UNITE D'AUTODIALYSE DE FLERS
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;590047866;UNITE DE DIALYSE DE GRAVELINES
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;590047874;UNITÉ DE DIALYSE MÉDICALISÉE PROVILLE
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;590060596;UNITE DE DIALYSE DE TOURCOING DRON
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;590065462;SANTELYS DIALYSE À DOMICILE CH DUNKERQ
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;590065470;SANTELYS DIALYSE À DOMICILE MAUBEUGE
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;590065488;SANTELYS DIALYSE À DOMICILE IWUY
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;590065744;UNITE D'AUTODIALYSE ASSISTEE BAILLEUL
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;590784914;DIALYSE A DOMICILE DE LOOS
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;590813341;UNITE DE DIALYSE DE MONS EN BAROEUL
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;600002067;UNITÉ DE DIALYSE DE SENLIS
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;600008734;UNITÉ DE DIALYSE DE FLEURINES
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;600015820;SANTELYS DIALYSE À DOMICILE BEAUVAIS
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;600109748;UNITE DE DIALYSE DE BEAUVAIS
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;620010058;UNITE DE DIALYSE DE COQUELLES
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;620011338;UNITE DE DIALYSE DE BERCK
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;620026997;UNITE DE DIALYSE DE SAINT-LEONARD
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;800010159;UNITE DE DIALYSE DE CORBIE
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;800010324;UNITE DE DIALYSE D'AMIENS
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;800021164;SANTELYS UNITÉ DE DIALYSE DE DOULLENS
ST;2024;590799995;SANTELYS ASSOCIATION LOOS;06;800021172;SANTELYS UNITÉ DE DIALYSE DE PÉRONNE
ST;2024;600010201;SAS LA DIALOISE;06;600014542;CENTRE DE DIALYSE POLE SANTE DU VALOIS
ST;2024;600010201;SAS LA DIALOISE;06;600110399;AUTODIALYSE LA DIALOISE NOYON
ST;2024;600010201;SAS LA DIALOISE;06;600112460;AUTODIALYSE LA DIALOISE COMPIÈGNE
ST;2024;600014005;SNC CROM;08;600002158;IRSO
ST;2024;600100028;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;02;600000012;CHI EPSM DE L'OISE - SITE DE CLERMONT
ST;2024;600100085;HOPITAL LOCAL DE CRÉPY-EN-VALOIS;02;600000020;HL CRÉPY-EN-VALOIS
ST;2024;600100127;CENTRE HOSPITALIER GEORGES DECROZE;02;600000046;CH PONT-SAINTE-MAXENCE
ST;2024;600100572;CENTRE HOSPITALIER BERTINOT JUEL;02;600000152;CH CHAUMONT-EN-VEXIN
ST;2024;600100580;HÔPITAL LOCAL DE CRÈVECOEUR-LE-GRAND;02;600010094;SSR HL CRÈVECOEUR-LE-GRAND
ST;2024;600100648;CENTRE HOSPITALIER DE CLERMONT;02;600000186;CH CLERMONT
ST;2024;600100713;CENTRE HOSPITALIER DE BEAUVAIS;02;600000194;CH BEAUVAIS
ST;2024;600100713;CENTRE HOSPITALIER DE BEAUVAIS;02;600107494;USLD CH BEAUVAIS
ST;2024;600100721;CH INTERCOMMUNAL COMPIÈGNE-NOYON;02;600000285;CH CHICN NOYON
ST;2024;600100721;CH INTERCOMMUNAL COMPIÈGNE-NOYON;02;600010102;HAD CHICN COMPIÈGNE
ST;2024;600100721;CH INTERCOMMUNAL COMPIÈGNE-NOYON;02;600107668;USLD CHICN COMPIÈGNE
ST;2024;600100721;CH INTERCOMMUNAL COMPIÈGNE-NOYON;02;600113476;CH CHICN COMPIÈGNE
ST;2024;600101984;GHPSO;02;600000053;CH GHPSO SENLIS
ST;2024;600101984;GHPSO;02;600000467;CH GHPSO CREIL
ST;2024;600108948;HÔPITAL LOCAL DE GRANDVILLIERS;02;600001184;USLD HL GRANDVILLIERS
ST;2024;610780025;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;02;610000028;CENTRE PSYCHOTHERAPIQUE DE L'ORNE
ST;2024;610780074;CH L'AIGLE;02;610000044;CENTRE HOSPITALIER DE L'AIGLE
ST;2024;610780082;CHIC ALENCON MAMERS;02;610000051;CHICAM - SITE ALENCON
ST;2024;610780082;CHIC ALENCON MAMERS;02;610784050;USLD  LES PASTELS  - CH ALENCON
ST;2024;610780082;CHIC ALENCON MAMERS;02;610787822;SOINS DE SUITE ET RÉADAPTATION
ST;2024;610780082;CHIC ALENCON MAMERS;02;720000470;CENTRE HOSPITALIER MAMERS
ST;2024;610780090;CH ARGENTAN;02;610000069;CENTRE HOSPITALIER D'ARGENTAN
ST;2024;610780124;CH MORTAGNE AU PERCHE;02;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE
ST;2024;610780132;CH BELLEME;02;610000085;CH BELLEME
ST;2024;610780140;CH SEES;02;610000093;CENTRE HOSPITALIER - SEES
ST;2024;610780157;CH VIMOUTIERS;02;610000101;CH - VIMOUTIERS
ST;2024;610780165;CH FLERS;02;610000119;CH JACQUES MONOD - FLERS
ST;2024;610780165;CH FLERS;02;610008815;CH JACQUES MONOD - SSR - FLERS
ST;2024;610780165;CH FLERS;02;610788325;CENTRE MAUBERT (61G03) - CH FLERS
ST;2024;610790594;CHIC DES ANDAINES;02;610780108;CHIC DES ANDAINES - DOMFRONT
ST;2024;610790594;CHIC DES ANDAINES;02;610780116;CHIC DES ANDAINES - LA FERTE MACE
ST;2024;620002352;NEPHROCARE HELFAUT;06;620024208;NEPHROCARE HELFAUT
ST;2024;620035964;INSTITUT CANCÉROLOGIE DES HDF;08;620035972;CENTRE MARIE CURIE
ST;2024;620035964;INSTITUT CANCÉROLOGIE DES HDF;08;620035980;CENTRE PIERRE CURIE
ST;2024;620100057;CH D'ARRAS;02;620000034;CH ARRAS
ST;2024;620100057;CH D'ARRAS;02;620018143;CENTRE DE SOINS PSY ROGER MISES
ST;2024;620100057;CH D'ARRAS;02;620034058;SSR CH ARRAS
ST;2024;620100057;CH D'ARRAS;02;620111195;USLD CH ARRAS
ST;2024;620100073;CH BAPAUME;02;620000059;CH BAPAUME
ST;2024;620100081;CENTRE HOSPITALIER DU TERNOIS;02;620000067;CENTRE HOSPITALIER DU TERNOIS
