"GHT_LIBC";"GHT_CODE";"GHT_LIB";"LIT_MED";"LIT_CHI";"LIT_OBS";"LIT_MCO";"SEJHC_MED";"SEJHC_CHI";"SEJHC_OBS";"SEJHC_MCO";"JOU_MED";"JOU_CHI";"JOU_OBS";"JOU_MCO";"PLA_MED";"PLA_CHI";"PLA_OBS";"PLA_MCO";"SEJHP_MED";"SEJHP_CHI";"SEJHP_OBS";"SEJHP_MCO";"SEANCES_MED";"SPED";"UGER";"UNV";"USURV";"CAP_HC_GEN";"CAP_HC_INF";"CAP_HC_PEN";"CAP_HC_TOT";"SEJ_HTP_GEN";"SEJ_HTP_INF";"SEJ_HTP_PEN";"SEJ_HTP_TOT";"CAP_HDJ_GEN";"CAP_HDJ_INF";"CAP_HDJ_PEN";"CAP_HDJ_TOT";"VEN_HDJ_GEN";"VEN_HDJ_INF";"VEN_HDJ_PEN";"VEN_HDJ_TOT";"CAP_HDN_GEN";"CAP_HDN_INF";"CAP_HDN_TOT";"VEN_HDN_GEN";"VEN_HDN_INF";"VEN_HDN_TOT";"NB_CATTP_GEN";"NB_CATTP_INF";"NB_CATTP_TOT";"ACT_CATTP_GEN";"ACT_CATTP_INF";"ACT_CATTP_TOT";"NB_CMP_CONSULT_GEN";"NB_CMP_CONSULT_INF";"NB_CMP_CONSULT_TOT";"ACT_CMP_CONSULT_GEN";"ACT_CMP_CONSULT_INF";"ACT_CMP_CONSULT_TOT";"FIL_AMB_GEN";"FIL_AMB_INF";"FIL_AMB_PEN";"FIL_AMB_TOT";"FIL_TOT_GEN";"FIL_TOT_INF";"FIL_TOT_PEN";"FIL_TOT_TOT";"NB_USMP_1";"ACT_PEN";"NB_UHSA";"NB_SMPR";"NB_USMP_2";"LIT_SSR";"SEJHC_SSR";"JOUHC_SSR";"PLA_SSR";"JOUHP_SSR";"LIT_USLD";"ENT";"JOU_USLD";"PLATOT_HAD";"SEJ_HAD";"JOU_HAD";"FIL_HAD";"AUTGEN";"PASSU_GEN";"AUTPED";"PASSU_PED";"GEN";"PED";"ANT";"SAMU";"REA";"SEJ_REASI";"SEJ_SURV";"CPPR";"TYPE1";"SEJACC";"TYPE2";"SEJ_NEO";"TYPE3";"SEJ_REA";"TRT_HEMO_CENTRE";"SEAN_HEMO_CENTRE";"TRT_INSUFF_REN";"SEM_TRT_INSUFF_REN";"CHIMIO";"SEAN_CHIMIO";"RTH";"SEAN_RADIO";"CHIRCAR";"CARDIO_INT";"NEUROCHIR";"NEURO_INT";"GREFFE";"AMP";"PRIS";"EFFSAL_SPEMED";"EFFSAL_DT_MEDGEN";"EFFSAL_DT_URG";"EFFSAL_DT_ANESTREA";"EFFSAL_SPECHI";"EFFSAL_DT_GYNOBS";"EFFSAL_PSY";"EFFSAL_ODON";"EFFSAL_PHARMA";"EFFSAL_AUT";"EFFSAL_TOT";"EFFLIB_SPEMED";"EFFLIB_DT_MEDGEN";"EFFLIB_DT_URG";"EFFLIB_DT_ANESTREA";"EFFLIB_SPECHI";"EFFLIB_DT_GYNOBS";"EFFLIB_PSY";"EFFLIB_ODON";"EFFLIB_PHARMA";"EFFLIB_AUT";"EFFLIB_TOT";"ETPSAL_SPEMED";"ETPSAL_DT_MEDGEN";"ETPSAL_DT_URG";"ETPSAL_DT_ANESTREA";"ETPSAL_SPECHI";"ETPSAL_DT_GYNOBS";"ETPSAL_PSY";"ETPSAL_ODON";"ETPSAL_PHARMA";"ETPSAL_AUT";"ETPSAL_TOT";"EFF_INT";"ETP_INT";"EFFPNM_SAG";"EFFPNM_CAD";"EFFPNM_INFAVECSPE";"EFFPNM_INFSANSSPE";"EFFPNM_AID";"EFFPNM_ASH";"EFFPNM_PSYCHO";"EFFPNM_REEDU";"EFFPNM_SOINS";"EFFPNM_DIR";"EFFPNM_DIRSOI";"EFFPNM_AUTADM";"EFFPNM_EDU";"EFFPNM_DTSOC";"EFFPNM_PERSPHARMA";"EFFPNM_PERSLABO";"EFFPNM_PERSRADIO";"EFFPNM_AUTMEDTEC";"EFFPNM_TEC";"EFFPNM_TOT_HORS_SOINS";"EFFPNM_TOT_PNM";"ETPPNM_SAG";"ETPPNM_CAD";"ETPPNM_INFAVECSPE";"ETPPNM_INFSANSSPE";"ETPPNM_AID";"ETPPNM_ASH";"ETPPNM_PSYCHO";"ETPPNM_REEDU";"ETPPNM_SOINS";"ETPPNM_DIR";"ETPPNM_DIRSOI";"ETPPNM_AUTADM";"ETPPNM_EDU";"ETPPNM_DTSOC";"ETPPNM_PERSPHARMA";"ETPPNM_PERSLABO";"ETPPNM_PERSRADIO";"ETPPNM_AUTMEDTEC";"ETPPNM_TEC";"ETPPNM_TOT_HORS_SOINS";"ETPPNM_TOT_PNM";"PHARMA_A7";"PHARMA_B7";"PHARMA_C7";"PHARMA_D7";"PHARMA_E7";"PHARMA_A11";"PHARMA_A20";"PHARMA_A26";"NB_SCAN";"NB_IRM";"NB_CAM";"NB_TOMO";"NB_MAMM";"NB_LITHO";"NB_RADIO";"NB_VASC";"ACT_SCAN";"ACT_IRM";"ACT_CAM";"ACT_TOMO";"ACT_MAMM";"ACT_LITHO";"ACT_RADIO";"ACT_VASC";"SAL_INTERV";"SALTOT24";"SALAMBU";"ACT_BLOCS";"SURV_TOT";"POST_REVEIL";"NB_ET";"NB_CH";"NB_CHU";"NB_CHS";"NB_AUT"
"GE-09";"44109";"Cour Grand Est";432;93;59;584;22507;4970;3473;30950;137212;22804;13344;173360;35;32;6;73;5585;4897;803;11285;19927;2;4;2;3;315;17;0;332;1752;253;0;2005;166;129;0;295;15174;12384;0;27558;12;0;12;219;0;219;14;13;27;8022;9420;17442;26;20;46;45329;25319;70648;7862;2617;1415;10479;9360;2890;1499;11993;3;3251;0;0;0;333;3032;94721;48;13071;143;99;41767;210;1473;59411;972;4;85928;0;0;4;0;0;1;3;1704;678;2;0;1624;2;386;0;0;1;12406;1;1238;3;7483;0;0;0;0;0;0;0;0;4;289;75;44;30;56;20;36;3;32;14;430;10;3;0;0;0;0;0;0;0;0;10;198,37;56,06;34,31;24,06;35,58;13,57;31,45;1,83;29,25;10,85;309,33;149;81,46;57;78;62;1207;844;263;86;110;2707;23;3;597;76;31;76;73;40;7;583;1478;4185;51,1;67,9;62,98;1149,16;810,67;248,92;65,09;83,24;2539,06;20,48;2,8;568,25;68,36;25,73;68,72;71,07;39,63;6,71;574,76;1420,78;3959,84;649;481;403;178;1229;7;7;2;5;7;0;0;2;0;9;0;2;0;0;0;0;0;1;0;24;4;0;14406;3;26;12;10;;1;1
"GE-10";"44110";"Sud Lorraine";1111;443;91;1645;63391;25421;6815;95627;352423;122700;25583;500706;161;63;9;233;34946;29413;4167;68526;25955;3;2;1;6;470;43;40;553;5729;694;354;6777;110;130;0;240;13888;8949;0;22837;11;0;11;198;0;198;20;10;30;39901;7915;47816;43;28;71;156656;74276;230932;24355;10909;2739;36960;27444;11536;3045;40785;3;1221;1;0;0;260;2815;72701;29;11244;234;151;78300;50;629;18129;419;4;112221;2;26516;4;2;0;1;4;9195;4267;2;2;3593;0;1665;1;405;1;12167;1;43;3;13191;1;0;1;1;2;2;1;1;4;834;148;75;103;203;47;132;60;118;86;1433;37;5;0;2;8;0;0;0;0;0;45;533,57;103,71;58,92;81,16;125,27;30,34;95,68;24,26;89,86;62,06;946,89;722;681,62;148;288;421;3380;2227;1108;247;229;8048;58;7;1502;220;96;176;316;229;53;1668;4229;12277;137,61;271,58;409,81;3190,61;2146,95;1030,93;230,28;197,89;7615,66;50,53;7,58;1406,04;203,24;90,98;163,83;298,14;225,34;53,44;1600,8;4008,94;11624,6;1693;544;272;234;1270;9;10;1;10;12;5;4;4;0;28;6;2;0;0;0;0;0;3;2;71;21;3;85261;11;101;20;7;7;2;4
"GE-11";"44111";"Vosges";555;124;68;747;32544;7022;4535;44101;180387;32648;12662;225697;76;49;0;125;8805;8878;176;17859;16427;4;4;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2482;0;0;0;487;6267;167071;62;24449;169;172;49075;50;472;16777;347;5;111024;0;0;4;0;2;1;1;1727;1897;1;3;2504;1;570;0;0;0;0;0;0;4;7191;1;9236;0;0;0;0;0;0;4;347;73;52;36;81;25;0;4;43;12;487;32;13;0;0;0;0;0;1;0;0;33;253,93;53,41;46,37;28,37;68,23;20,21;0;3,1;39,54;9,51;386,91;179;147,17;92;76;133;1137;1153;537;40;131;3299;24;4;629;54;26;86;85;102;7;572;1563;4862;85,83;63,48;122,63;1045,49;1019,74;460;24,46;98,9;2920,53;20,52;2,79;579,5;40,15;22,29;74;81,2;89,42;5,25;506,8;1399,63;4320,16;984;0;526;139;2433;9;8;3;5;5;0;0;6;0;15;0;3;0;0;0;0;0;1;0;29;0;0;26652;5;46;17;15;;;2
"GUA-01";"01101";"ile du nord";26;17;17;60;2849;922;811;4582;11957;3730;2860;18547;5;5;2;12;1149;1070;123;2342;1022;1;0;0;1;12;0;0;12;145;19;0;164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;4863;2435;7298;561;252;0;813;784;285;0;1069;0;0;0;0;0;7;17;275;0;0;0;0;0;0;0;0;0;1;15168;0;0;1;0;0;0;0;0;118;0;0;450;1;474;0;0;0;0;0;0;1;1022;0;0;0;0;0;0;0;0;1;25;2;9;4;7;2;4;1;2;9;48;0;0;0;0;0;0;0;0;0;0;0;16,07;2;7,86;3,62;5,81;1,69;2,9;0,03;2,32;6,83;37,01;5;2,37;18;8;29;115;84;51;5;2;312;6;1;60;4;3;5;1;4;1;47;129;441;18,03;7,55;27,22;111,22;79,64;47,16;4,86;1,83;297,51;6,13;0,89;56,74;3,52;2,35;4,04;0,33;4;0,91;45,48;122,04;419,55;86;12;7;0;0;2;2;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;7;3;3;4132;2;12;3;3;;;
"GUA-02";"01102";"GHT de la Guadeloupe";483;145;77;705;20253;8077;4507;32837;138531;39458;18406;196395;93;34;9;136;8764;6061;2155;16980;24845;2;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2401;0;0;0;244;1809;71093;51;6985;128;39;42959;120;509;35722;439;3;80613;1;25023;2;0;1;1;2;3922;1390;1;0;2637;0;543;2;170;1;6354;0;0;2;9732;1;8695;0;2;1;0;0;1;3;445;114;46;65;85;25;1;5;40;39;615;0;0;0;0;0;0;0;5;0;0;5;356,09;87,04;45,72;54,24;74,27;19,91;1;4,5;31,95;33,05;506,19;268;282,41;107;84;240;1276;1195;545;37;124;3608;24;4;654;59;34;69;139;113;16;756;1834;5442;103,37;79,14;219,17;1152,7;1060,97;477,68;30,32;97,76;3221,11;19,82;3,5;625,86;51,68;30,91;57,54;129,57;100,42;14,58;657,15;1660,12;4881,23;795;204;244;165;297;6;5;1;6;3;2;1;3;0;8;1;1;0;0;0;0;0;1;1;22;2;1;26829;3;19;8;6;2;;
"GUY-01";"03101";"GHT de la Guyane";369;112;185;666;20474;5362;11568;37404;116826;29687;57252;203765;56;22;4;82;5123;1730;278;7131;27034;3;0;1;3;65;6;0;71;681;83;0;764;15;27;0;42;2380;495;0;2875;0;0;0;0;0;0;2;2;4;4723;270;4993;5;5;10;17925;13099;31024;11572;7047;1399;20018;12153;7130;1399;20682;1;1365;0;0;0;26;216;8376;10;1711;30;5;9722;0;0;0;0;3;110405;0;0;3;0;0;1;3;2778;1664;0;0;6617;2;1651;1;351;2;24220;0;0;3;2814;0;0;0;1;0;0;0;0;3;405;169;47;36;72;28;18;7;19;29;550;1;0;0;0;0;0;0;0;0;0;1;387,76;188,13;45,96;31,27;62,27;24,22;13,05;6,59;17,06;21,8;520,74;147;145,35;173;76;117;1058;937;432;42;64;2899;14;3;670;74;37;49;82;45;25;468;1430;4329;153,59;59,27;116,06;987,84;898,05;404,42;43,74;50,22;2713,19;14,44;3,87;636,56;65,77;29,37;46,33;83,53;36,27;22,57;439,64;1348,98;4062,17;610;109;26;30;116;1;3;3;3;3;0;0;3;0;7;1;1;0;0;0;0;0;0;0;16;8;1;16299;4;27;4;4;;;
"HF-01";"32101";"Aisne Nord";753;130;64;947;44188;7921;4258;56367;217730;29982;13990;261702;84;69;2;155;9314;10009;1730;21053;86582;2;4;1;3;15;0;0;15;317;0;0;317;41;5;0;46;9611;1239;0;10850;0;0;0;231;0;231;7;1;8;12868;688;13556;8;4;12;45646;13152;58798;4436;1197;0;5847;4480;1212;0;5896;1;0;0;0;0;517;5784;172843;32;15670;247;101;64493;50;565;17610;405;5;109319;2;29024;4;1;1;1;3;3731;355;3;1;2660;2;858;0;0;2;22954;0;0;5;13523;1;15655;0;1;0;0;0;0;4;438;85;58;42;89;35;11;1;27;24;590;4;0;0;0;2;0;0;0;1;3;10;334,36;65,41;48,47;35,8;73,53;27,69;8,71;1;24,9;15,19;463,56;184;191,94;77;95;145;1500;1282;630;72;128;3929;19;3;728;76;37;72;73;94;7;742;1814;5743;68,97;84,34;126,55;1426,26;1231,21;561,52;57,92;101,57;3658,34;18,54;3,17;671,48;58,2;28,44;63,76;70,03;88,89;6,66;714,06;1694,79;5353,13;997;51;680;173;1253;9;9;0;7;2;0;0;3;0;17;3;1;0;0;0;0;0;1;1;34;15;1;39288;5;46;20;18;;;2
"HF-02";"32102";"Aisne Sud- saphir";335;53;35;423;18154;3348;2192;23694;110613;14436;8533;133582;12;25;2;39;3558;4230;1188;8976;14747;2;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;736;0;0;0;60;718;19134;0;0;50;48;10806;0;0;0;0;2;69569;1;12150;2;0;0;0;2;2088;307;0;0;1394;2;482;0;0;1;9888;0;0;2;4859;1;0;0;1;0;0;0;0;2;179;36;18;25;55;16;0;1;11;10;256;11;0;0;0;6;0;0;0;0;0;17;154,83;33,7;15,39;21,27;43,52;12,13;0;0,9;10,24;7,94;218,61;57;67,13;39;27;64;470;429;218;13;12;1272;7;0;230;16;9;18;44;32;9;276;632;1904;36,01;22,5;59,42;447,19;395,37;209,39;7,86;10,55;1188,29;6,78;0,17;222,22;11,81;6,77;17,96;41,41;29,15;6,82;265,16;601,48;1789,77;433;0;47;50;477;2;2;2;5;4;0;0;1;0;5;0;2;0;0;0;0;0;1;0;14;4;0;15124;2;14;3;2;;;1
"HF-03";"32103";"Artois";643;165;67;875;43972;7853;4683;56508;203391;36912;18923;259226;88;60;12;160;17769;10838;2360;30967;35972;2;3;2;2;185;0;0;185;1798;0;0;1798;70;39;0;109;10008;2220;0;12228;4;0;4;8;0;8;3;4;7;10153;3411;13564;13;11;24;26463;28406;54869;5584;3647;167;9355;6811;3792;167;10710;2;299;0;0;0;187;1368;52698;30;7614;120;80;38117;0;0;0;0;2;106149;1;17287;2;0;0;0;2;4626;1555;0;0;3314;1;900;1;256;2;15947;1;427;2;14337;1;2729;1;1;0;0;0;1;2;332;38;38;55;71;25;31;3;45;7;489;9;0;0;0;0;0;0;2;0;0;11;286,24;30,06;36,96;49,05;57,5;20,35;23,48;1,98;38,56;6,46;417,05;209;191,87;92;102;246;1487;1230;473;98;114;3842;19;4;559;92;50;65;88;93;16;461;1397;5239;86,27;98,28;227,77;1405,3;1122,49;423,11;78,52;90,38;3532,12;16,97;4,6;525,11;80,21;44,15;60,49;82,05;90,02;16,13;432,01;1307,59;4839,71;1093;171;192;320;203;3;3;1;4;5;2;1;1;0;11;3;2;0;0;0;0;0;1;1;24;0;0;38554;4;23;5;5;;;
"HF-04";"32104";"Artois-Ternois";297;30;45;372;17674;2743;3402;23819;86667;11279;14099;112045;55;15;1;71;6007;3905;176;10088;20460;1;1;1;1;130;12;0;142;1180;539;0;1719;36;10;0;46;5106;861;0;5967;8;0;8;328;0;328;3;2;5;7629;1516;9145;3;6;9;37319;12615;49934;4266;1105;249;5620;5240;1368;268;6876;1;1199;0;0;1;100;3605;34754;6;20276;140;140;49463;0;0;0;0;1;45782;0;0;1;0;0;1;1;2103;993;0;0;2653;0;996;1;230;1;12372;1;118;1;6994;0;0;0;0;0;0;0;0;1;191;21;40;23;50;28;16;0;27;22;306;0;0;0;0;0;0;0;0;0;0;0;148,89;25,07;36,89;15,77;41,67;22,66;11,76;0;21,56;11,22;235,1;116;115,07;68;48;133;743;629;183;48;53;1905;10;2;359;60;21;46;47;29;5;346;904;2809;66,1;45,05;123,07;686;588,05;170,69;39,41;43,01;1761,38;6,58;1,5;346,97;48,93;19,3;32,16;46,1;26,03;6,11;328,26;842,64;2604,02;365;136;126;140;585;3;3;0;2;3;0;0;1;0;3;1;0;0;0;0;0;0;0;0;16;4;0;14993;1;15;6;4;;;2
"HF-05";"32105";"Douaisis";327;74;28;429;17074;3724;2345;23143;92653;19739;7698;120090;33;16;2;51;5156;4801;245;10202;15593;1;2;0;1;99;0;0;99;980;0;0;980;40;15;0;55;6196;1854;0;8050;0;0;0;0;0;0;3;0;3;7397;0;7397;9;7;16;36408;16653;53061;5897;2160;849;8822;6491;2408;856;9649;1;623;0;0;0;53;622;17260;5;1747;78;75;30086;0;0;0;0;1;68930;1;17315;1;0;0;0;1;1253;763;0;0;1501;1;297;0;0;1;12292;1;0;1;1524;0;0;0;0;0;0;0;1;1;165;42;13;18;32;13;23;0;16;22;258;0;0;0;0;0;0;0;0;0;0;0;114,64;28,84;11,01;14,11;27,81;10,86;20,67;0;14,5;15,85;199,5;85;92,97;40;41;76;718;528;119;67;56;1645;7;1;279;57;29;43;37;42;5;238;709;2354;35,68;35,09;67,47;681,86;494,54;111,31;52,2;36,92;1515,07;5,33;0,79;255,81;42,62;26,36;39,49;32,64;41,93;5,32;227,02;650,95;2166,02;419;90;53;88;264;2;2;1;2;2;0;0;0;1;7;0;1;0;0;0;0;0;1;0;15;2;0;11833;1;12;3;3;;;
"HF-06";"32106";"Hainaut-Cambrésis";1171;300;135;1606;65415;15501;9019;89935;341998;63232;34897;440127;104;64;11;179;17770;17539;2481;37790;40975;2;7;2;4;346;10;0;356;3743;22;0;3765;154;60;0;214;20754;7249;0;28003;3;0;3;263;0;263;15;5;20;18289;5528;23817;24;13;37;73936;32612;106548;16458;4057;636;21008;18665;4148;663;23298;2;556;0;0;0;595;5927;183490;148;40444;290;125;99393;0;0;0;0;4;180166;1;33587;3;0;0;0;3;6616;2383;0;2;5635;1;1797;1;203;2;23249;1;1822;3;11155;0;0;1;1;1;0;0;0;4;712;157;66;88;151;43;51;17;82;36;1049;18;0;0;1;3;0;0;0;0;0;21;545,64;122,17;59,91;76,2;119,91;31,99;42,75;11,85;76,94;24,41;833,42;362;283,09;128;158;276;2299;2024;728;144;242;5999;30;1;973;142;77;100;162;170;20;923;2521;8520;110,35;146,84;252,15;2167,62;1932,09;657,64;126,1;204,58;5597,37;27,57;0,8;903,85;127,86;69,14;91,4;153,54;162,45;18,84;883,84;2370,15;7967,52;1758;445;494;250;1689;9;9;3;10;7;5;3;6;0;16;6;1;0;0;0;0;0;1;1;52;13;3;68837;7;72;12;11;;;1
"HF-07";"32107";"Lille Métropole Flandre Intérieure";2276;790;313;3379;130493;41720;20089;192302;638574;171856;78583;889013;393;221;50;664;62475;48965;9541;120981;74950;7;7;3;9;62;15;60;137;1013;202;542;1757;26;25;20;71;2279;1671;3648;7598;0;0;0;0;0;0;1;1;2;696;144;840;7;10;17;10464;7804;18268;3870;1300;2331;7444;5085;1535;2785;9279;1;7163;1;1;1;788;7115;225517;65;20766;458;212;133533;95;4143;53695;1889;6;267242;2;49817;4;1;0;1;8;25678;6671;0;1;12565;4;2791;1;664;3;28046;3;1327;11;34303;1;0;1;2;1;1;4;1;5;1608;195;127;278;403;116;74;93;201;141;2520;114;86;0;14;14;0;0;0;0;0;128;1155,42;136,27;110,31;223,15;289,79;90,68;61;31,58;161,21;101,37;1824,42;1282;1197,85;362;340;1076;4869;4781;1150;286;498;13362;86;6;2384;230;122;192;631;413;44;3072;7058;20420;326,85;328,64;987,27;4506,35;4505,92;1095,59;199,78;410,04;12360,44;83,65;4,45;2224,52;196,21;109,33;174,53;594,49;386,81;41,71;2898,67;6605,04;18965,48;3401;208;713;338;1968;10;10;5;17;18;6;3;5;1;40;6;6;1;0;0;0;1;3;3;139;22;2;150703;25;214;28;16;11;;1
"HF-08";"32108";"Dunkerquois et Audomarois";486;144;60;690;31584;8935;3731;44250;147175;37701;13539;198415;64;42;12;118;9302;9763;2337;21402;22594;2;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1580;0;0;0;306;4925;83665;92;23862;80;85;26635;0;0;0;0;2;111523;0;0;2;0;0;0;2;3687;1030;0;0;2623;2;2126;0;0;1;10903;1;1963;2;11691;0;0;0;1;0;0;0;0;2;281;35;43;39;65;22;2;1;37;4;390;30;0;0;2;1;0;0;0;0;0;31;226,86;22,27;38,75;33,36;62,5;19,61;1,8;1;34,69;5,17;339,02;137;132,46;70;67;157;1025;848;287;34;114;2602;16;2;474;53;25;60;75;70;28;413;1191;3793;62,85;66,5;140,89;975,5;818;276,43;27,76;103,23;2471,16;12,74;2,88;432,04;45,38;22,73;55,89;71,16;72,26;26,22;378,88;1097,45;3568,61;716;0;300;80;512;4;4;1;4;4;1;1;1;1;5;1;1;0;0;0;0;0;0;0;19;4;0;29560;3;29;4;4;;;
"HF-09";"32109";"Côte d'Opale";536;138;72;746;29061;8359;4678;42098;153580;36288;19136;209004;76;53;9;138;8524;10213;1309;20046;42787;2;2;2;2;208;10;0;218;1757;535;0;2292;35;65;0;100;3552;7874;0;11426;0;2;2;0;26;26;2;1;3;6176;1271;7447;3;9;12;31555;44473;76028;6180;6908;0;13088;6929;7252;0;14181;0;0;0;0;0;176;1347;50817;25;7821;90;63;29679;0;0;0;0;2;95896;2;22567;2;0;0;0;2;4503;1412;0;0;3027;1;1135;1;243;3;29070;1;592;2;12564;0;0;0;1;1;0;0;1;2;319;60;29;36;87;36;33;12;30;21;502;1;0;0;0;0;0;0;0;0;0;1;250,11;40,47;24,71;30,97;78,7;33,6;30,03;6,18;26,94;13,22;409,18;149;134,7;92;76;217;1391;1253;514;82;133;3758;11;2;514;102;22;56;78;115;4;519;1401;5159;71,61;69,19;197,52;1270,92;1079,42;371,98;66,05;97,53;3224,22;9,19;1,8;459,26;89,01;18,4;50,32;72,16;101,95;4,25;474,86;1262,8;4487,02;877;200;180;90;757;2;3;1;5;6;2;2;2;1;11;2;0;0;0;0;0;0;0;0;24;4;0;30453;3;26;5;4;;1;
"HF-10";"32110";"Oise Ouest et Vexin";361;64;43;468;17700;3719;2706;24125;114441;17338;10487;142266;28;21;3;52;3063;4471;783;8317;32854;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;540;0;0;0;73;1022;28382;0;0;307;151;108036;35;558;11311;430;2;79419;1;18672;2;0;0;1;1;1557;147;1;0;1805;1;400;0;0;1;13097;1;0;1;8148;1;10893;0;1;0;0;0;0;2;233;31;45;24;60;18;0;0;17;15;325;2;0;0;0;2;0;0;0;0;0;4;186,96;26,8;39,96;20,19;40,39;11,09;0;0,67;13,99;10,65;252,66;122;106,38;39;46;69;601;602;253;23;37;1670;13;1;390;24;12;36;59;62;9;401;995;2665;37,33;39,91;65,59;571,96;584,72;233,53;17,14;29,23;1579,41;9,01;0,57;358,17;19,27;10,87;36,4;58,19;55,49;5,85;370,89;913,84;2493,25;470;0;92;307;912;4;4;1;3;3;2;1;2;0;8;1;1;0;0;0;0;0;0;0;14;5;0;15694;2;18;6;4;;;2
"HF-11";"32111";"Oise Sud";300;46;52;398;14417;3077;4353;21847;94404;12479;13607;120490;19;23;1;43;2623;4552;991;8166;22951;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1129;0;0;0;71;739;24141;0;0;103;79;36718;0;0;0;0;1;40748;1;22441;2;0;0;0;1;1318;191;0;0;2459;0;585;1;189;1;16785;1;236;1;5606;0;0;0;1;0;0;0;1;2;181;45;9;21;45;19;0;0;14;6;246;6;0;0;0;2;0;0;0;0;0;8;151,14;33,99;7,04;17,65;37,77;16,22;0;0;11,86;7,12;208,89;99;92,87;46;27;76;581;569;256;21;26;1602;7;2;244;15;10;22;54;20;5;212;581;2183;41,74;31,04;71,05;560,08;555,27;248,37;16,63;20,2;1544,38;7,01;2;235,24;12,16;8,62;19,84;52,56;21,12;4,86;204,62;559,41;2103,79;398;0;71;103;175;3;3;1;3;4;0;0;1;1;6;1;0;0;0;0;0;1;0;1;8;2;0;13299;2;20;3;3;;;
"HF-12";"32112";"Oise Nord Est (ONE)";331;76;24;431;14091;3944;2168;20203;105079;16309;8248;129636;39;25;1;65;3214;3868;373;7455;6799;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;753;21279;3;1785;150;119;50748;33;496;9225;316;2;57953;1;16695;2;0;0;0;1;1790;469;1;0;1465;1;429;0;0;0;0;0;0;2;6799;0;0;0;1;0;0;0;0;1;175;17;7;16;33;12;0;0;15;8;231;0;0;0;0;0;0;0;0;0;0;0;139,13;11,51;6,48;14,36;26,53;9,42;0;0;12,4;5,89;185,95;81;78,87;33;30;47;515;594;181;22;39;1461;13;0;234;20;13;33;46;22;3;249;620;2081;31,32;28,87;38,82;488,57;573,57;174,51;13,58;27,17;1376,41;12,08;0,67;216,66;15,7;9,89;26,96;44,48;21,28;2,05;243;582,88;1959,29;479;0;89;120;401;2;2;1;3;1;0;0;1;0;5;1;0;0;0;0;0;0;0;0;14;3;0;13349;1;20;5;4;;;1
"HF-13";"32113";"PSY Nord pas de Calais";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;895;29;0;924;12504;552;0;13056;337;163;0;500;43090;15505;0;58595;1;0;1;259;0;259;35;17;52;68902;10934;79836;80;38;118;380482;145391;525873;57295;19090;2625;77500;66980;19827;2655;87779;0;0;0;0;0;15;151;4619;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;48;0;0;0;0;216;2;15;8;296;0;0;0;0;0;0;0;0;0;0;0;36,02;32,63;0;0;0;0;187,47;0,4;13,55;5,92;243,36;109;88,4;0;162;30;2106;339;342;282;174;3435;17;4;598;298;115;28;1;1;0;590;1537;4972;0;153,59;25,4;1983,28;334,57;336,97;255,41;155,62;3244,84;16,59;3,9;561,4;250,6;106,73;26,35;1;1;0;564,73;1425,57;4670,41;7;1005;15;0;360;4;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;;5;
