BOR;AN;FI;RS;FI_EJ;STATUT;HEB_MED;HEB_CHIR;HEB_PERINAT;HEB_PSY;HEB_SSR;HEB_SLD;RTH;CHIMIO;IRC;IVGAMP;CPP;HAD;URG;SMURSAMU;BLOC;IMAG;ACTINTER;MEDNUC;BIO;ANEST;MEDIC;STERIL;DIM;TELEMED;EMSP;DOULEUR;PALIA;CARDIO_INT;REA;CHIRCANCER;NEUROCHIR;NEURO_INT;GREFFE;BRULE;CHIRCAR
FILTRE;2024;550000186;CH VERDUN/ST MIHIEL-UNITE D'HOSP. ADOS;550006795;INIT;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;550000202;CENTRE HOSPITALIER STE-ANNE ST-MIHIEL;550006795;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;;;;;;
FILTRE;2024;550000202;CENTRE HOSPITALIER STE-ANNE ST-MIHIEL;550006795;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;550000251;CH BLD FV SITE FV;550003354;DECLA;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;
FILTRE;2024;550000251;CH BLD FV SITE FV;550003354;INIT;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;550000434;CH BLD FV SITE BLD;550003354;DECLA;1;1;1;0;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;0;1;0;1;0;0;0;0;0;0
FILTRE;2024;550000434;CH BLD FV SITE BLD;550003354;INIT;1;1;0;1;1;1;0;1;0;0;0;1;1;1;1;;;0;;;;;;;;;;0;0;0;0;;0;0;0
FILTRE;2024;550002885;CENTRE D'AUTODIALYSE A VERDUN (ALTIR);540001112;DECLA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2024;550002885;CENTRE D'AUTODIALYSE A VERDUN (ALTIR);540001112;INIT;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;550003362;CH VERDUN/ST MIHIEL - HOP DESANDROUINS;550006795;DECLA;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2024;550003362;CH VERDUN/ST MIHIEL - HOP DESANDROUINS;550006795;INIT;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;550003370;USLD DU CH VERDUN/ST MIHIEL;550006795;DECLA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2024;550003370;USLD DU CH VERDUN/ST MIHIEL;550006795;INIT;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;550005219;CTRE AUTODIAL-UDM A BAR LE DUC (ALTIR);540001112;DECLA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;
FILTRE;2024;550005219;CTRE AUTODIAL-UDM A BAR LE DUC (ALTIR);540001112;INIT;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;560000127;CHBA SITE DE VANNES;560023210;DECLA;1;1;1;0;1;1;0;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0
FILTRE;2024;560000127;CHBA SITE DE VANNES;560023210;INIT;1;1;1;0;1;1;0;1;1;1;0;0;1;1;1;;;0;;;;;;;;;;1;1;1;0;1;0;0;0
FILTRE;2024;560000135;GHBS- HÔPITAL DU SCORFF;560005746;DECLA;1;1;1;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;1;1;1;0;0;0;0;0
FILTRE;2024;560000135;GHBS- HÔPITAL DU SCORFF;560005746;INIT;1;1;1;0;0;0;1;1;1;1;0;0;1;1;1;;;0;;;;;;;;;;1;1;1;0;;0;0;0
FILTRE;2024;560000143;CHCB SITE KERIO;560014748;DECLA;1;1;1;0;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;0;1;1;1;1;1;0;1;1;0;0;0;0;0
FILTRE;2024;560000143;CHCB SITE KERIO;560014748;INIT;1;1;1;0;1;0;0;1;1;1;0;0;1;1;1;;;0;;;;;;;;;;0;0;1;0;;0;0;0
FILTRE;2024;560000184;CLINIQUE DES AUGUSTINES;560006017;DECLA;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0
FILTRE;2024;560000184;CLINIQUE DES AUGUSTINES;560006017;INIT;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;0;0;0;0;;0;0;0
FILTRE;2024;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;DECLA;1;1;1;0;1;0;0;1;0;1;0;1;1;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0
FILTRE;2024;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;INIT;1;1;1;0;1;0;0;0;0;1;0;1;1;0;1;;;0;;;;;;;;;;0;0;1;0;;0;0;0
FILTRE;2024;560000200;CHBA SITE D'AURAY;560023210;DECLA;1;0;1;0;1;1;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FILTRE;2024;560000200;CHBA SITE D'AURAY;560023210;INIT;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;;;0;;;;;;;;;;0;0;0;0;;0;0;0
FILTRE;2024;560000242;CPCR BILLIERS;560022246;DECLA;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;;;;;;
FILTRE;2024;560000242;CPCR BILLIERS;560022246;INIT;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;560000275;GHBS - HOPITAL DE KERLIVIO;560005746;DECLA;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2024;560000275;GHBS - HOPITAL DE KERLIVIO;560005746;INIT;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;560000291;CENTRE HOSPITALIER DE BELLE ILE EN MER;560000085;DECLA;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
FILTRE;2024;560000291;CENTRE HOSPITALIER DE BELLE ILE EN MER;560000085;INIT;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;0;0;0;0;;0;0;0
FILTRE;2024;560000366;CENTRE HOSPITALIER GUEMENE SUR SCORFF;560000259;DECLA;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
FILTRE;2024;560000366;CENTRE HOSPITALIER GUEMENE SUR SCORFF;560000259;INIT;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;0;0;0;0;;0;0;0
FILTRE;2024;560000382;ETABLISSEMENT PUBLIC DE SANTE MENTALE;560002032;DECLA;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;;;;;;;;
FILTRE;2024;560000382;ETABLISSEMENT PUBLIC DE SANTE MENTALE;560002032;INIT;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;560000390;CENTRE DE POSTCURE LE PHARE;560006074;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2024;560000390;CENTRE DE POSTCURE LE PHARE;560006074;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;560000465;GHBS - HOPITAL LE FAOUET;560005746;DECLA;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FILTRE;2024;560000465;GHBS - HOPITAL LE FAOUET;560005746;INIT;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;0;0;0;0;;0;0;0
FILTRE;2024;560000473;CHIRC SITE CARENTOIR;350000048;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2024;560000473;CHIRC SITE CARENTOIR;350000048;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;560000499;CENTRE HOSPITALIER DE BASSE-VILAINE;560002222;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;;;;;;;;
FILTRE;2024;560000499;CENTRE HOSPITALIER DE BASSE-VILAINE;560002222;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;560000697;EPSM JEAN-MARTIN CHARCOT;560002677;DECLA;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;0;;;;;;;;
FILTRE;2024;560000697;EPSM JEAN-MARTIN CHARCOT;560002677;INIT;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;560002024;CTRE DE REED.FONCTIONNELLE DE KERPAPE;560006074;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;;;;;;;;
FILTRE;2024;560002024;CTRE DE REED.FONCTIONNELLE DE KERPAPE;560006074;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;560002081;CLINIQUE DU GOLFE;560000416;DECLA;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;
FILTRE;2024;560002081;CLINIQUE DU GOLFE;560000416;INIT;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;560002123;CLINIQUE SAINT VINCENT;920030269;DECLA;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;
FILTRE;2024;560002123;CLINIQUE SAINT VINCENT;920030269;INIT;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;560002685;ETABLISSEMENT SPECIALISE KER JOIE;750043713;DECLA;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;;;;;;
FILTRE;2024;560002685;ETABLISSEMENT SPECIALISE KER JOIE;750043713;INIT;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;560002933;CLINIQUE MUTUALISTE PORTE DE L'ORIENT;560026965;DECLA;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;1;1;1;0;1;0;0;0;1;0;0;0;0;0
FILTRE;2024;560002933;CLINIQUE MUTUALISTE PORTE DE L'ORIENT;560026965;INIT;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;;;0;;;;;;;;;;0;0;1;0;;0;0;0
FILTRE;2024;560002974;ETABLISSEMENT DE SANTE LE DIVIT;830013678;DECLA;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0
FILTRE;2024;560002974;ETABLISSEMENT DE SANTE LE DIVIT;830013678;INIT;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;0;0;0;0;;0;0;0
FILTRE;2024;560003055;CENTRE DE SOINS DE SUITE KORN-ER-HOUET;440042844;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;;;;;;;;
FILTRE;2024;560003055;CENTRE DE SOINS DE SUITE KORN-ER-HOUET;440042844;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;560003980;GHBS - HOPITAL DE KERBERNES;560005746;DECLA;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2024;560003980;GHBS - HOPITAL DE KERBERNES;560005746;INIT;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;560004004;UNITE DIALYSE LORIENT AUB SANTE;350000626;DECLA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2024;560004004;UNITE DIALYSE LORIENT AUB SANTE;350000626;INIT;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;560004277;CENTRE DE POST CURE HOVIA;750721029;DECLA;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;
FILTRE;2024;560004277;CENTRE DE POST CURE HOVIA;750721029;INIT;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;560006348;UNITE DIALYSE KERIO PONTIVY AUB;350000626;DECLA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2024;560006348;UNITE DIALYSE KERIO PONTIVY AUB;350000626;INIT;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;560006991;HOP DE JOUR CMP ENFANTS ADO PONTIVY;220017974;DECLA;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;;;;;;;;
FILTRE;2024;560006991;HOP DE JOUR CMP ENFANTS ADO PONTIVY;220017974;INIT;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;560007510;POLYCLINIQUE DE KERIO;560001307;DECLA;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0
FILTRE;2024;560007510;POLYCLINIQUE DE KERIO;560001307;INIT;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;;;0;;;;;;;;;;0;0;1;0;;0;0;0
FILTRE;2024;560008799;HÔPITAL PRIVÉ OCÉANE;560013989;DECLA;1;1;1;0;1;0;0;1;0;1;0;1;0;0;1;1;0;0;0;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;0
FILTRE;2024;560008799;HÔPITAL PRIVÉ OCÉANE;560013989;INIT;1;1;1;0;1;0;0;1;0;1;0;1;0;0;1;;;0;;;;;;;;;;0;0;1;0;;0;0;0
FILTRE;2024;560009490;UNITE AUTODIALYSE BELLE-ÎLE - ECHO;440002590;DECLA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;
FILTRE;2024;560009490;UNITE AUTODIALYSE BELLE-ÎLE - ECHO;440002590;INIT;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;560009508;UNITE AUTODIALYSE ECHO SITE CH AURAY;440002590;DECLA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;
FILTRE;2024;560009508;UNITE AUTODIALYSE ECHO SITE CH AURAY;440002590;INIT;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;560009524;UNITE AUTODIALYSE VANNES - ECHO;440002590;DECLA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;
FILTRE;2024;560009524;UNITE AUTODIALYSE VANNES - ECHO;440002590;INIT;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;560010092;USLD UHR EPSM MORBIHAN;560002032;DECLA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;;;;;;;;
FILTRE;2024;560010092;USLD UHR EPSM MORBIHAN;560002032;INIT;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;560012122;LONG SEJOUR - CHS CAUDAN;560002677;DECLA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2024;560012122;LONG SEJOUR - CHS CAUDAN;560002677;INIT;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;560014078;UNITE AUTODIALYSE MUZILLAC - ECHO;440002590;DECLA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2024;560014078;UNITE AUTODIALYSE MUZILLAC - ECHO;440002590;INIT;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;560014128;UNITE AUTODIALYSE PLOERMEL - ECHO;440002590;DECLA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2024;560014128;UNITE AUTODIALYSE PLOERMEL - ECHO;440002590;INIT;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;560014219;CHCB SITE SSR PONTIVY;560014748;DECLA;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2024;560014219;CHCB SITE SSR PONTIVY;560014748;INIT;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;560015422;GHBS SITE DE KERDURAND RIANTEC;560005746;DECLA;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
FILTRE;2024;560015422;GHBS SITE DE KERDURAND RIANTEC;560005746;INIT;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;0;0;0;0;;0;0;0
FILTRE;2024;560018038;CENTRE SAINT YVES - SITE CHBA;560023178;DECLA;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;
FILTRE;2024;560018038;CENTRE SAINT YVES - SITE CHBA;560023178;INIT;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;560018509;HAD DE L'AVEN A ETEL;560018459;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;
FILTRE;2024;560018509;HAD DE L'AVEN A ETEL;560018459;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;560022188;HAD CENTRE BRETAGNE;350000626;DECLA;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2024;560022188;HAD CENTRE BRETAGNE;350000626;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;560023152;CTRE DIALYSE AMBULATOIRE VANNES ECHO;440002590;DECLA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;
FILTRE;2024;560023152;CTRE DIALYSE AMBULATOIRE VANNES ECHO;440002590;INIT;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;560023228;CENTRE D'ONCOLOGIE SAINT-YVES;560023178;DECLA;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;
FILTRE;2024;560023228;CENTRE D'ONCOLOGIE SAINT-YVES;560023178;INIT;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;560023848;UNITE DIALYSE KERFRICHANT LORIENT AUB;350000626;DECLA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2024;560023848;UNITE DIALYSE KERFRICHANT LORIENT AUB;350000626;INIT;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;560027377;ASS DES AUGUSTINES SITE CH MALESTROIT;560006017;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;;;;;;;;
FILTRE;2024;560027377;ASS DES AUGUSTINES SITE CH MALESTROIT;560006017;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;560027641;USLD CH JOSSELIN;560000077;DECLA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2024;560027641;USLD CH JOSSELIN;560000077;INIT;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;560029068;GCS CLINIQUE DU TER;560029050;DECLA;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0
FILTRE;2024;560029068;GCS CLINIQUE DU TER;560029050;INIT;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;;;0;;;;;;;;;;0;0;1;0;;0;0;0
FILTRE;2024;560030165;GHBS - HÔPITAL SITE CLINIQUE DU TER;560005746;DECLA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FILTRE;2024;560030165;GHBS - HÔPITAL SITE CLINIQUE DU TER;560005746;INIT;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;0;0;0;0;;0;0;0
FILTRE;2024;570000026;HOPITAL SAINT JOSEPH DE SARRALBE;570024794;DECLA;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
FILTRE;2024;570000026;HOPITAL SAINT JOSEPH DE SARRALBE;570024794;INIT;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;0;0;0;0;;0;0;0
FILTRE;2024;570000059;CH MARIE-MADELEINE DE FORBACH;570025254;DECLA;1;1;1;0;0;0;0;1;0;1;0;0;1;1;1;1;0;0;1;1;1;1;1;1;0;0;1;0;1;1;0;0;0;0;0
FILTRE;2024;570000059;CH MARIE-MADELEINE DE FORBACH;570025254;INIT;1;1;1;0;0;0;0;1;0;1;0;0;1;1;1;;;0;;;;;;;;;;0;0;1;0;;0;0;0
FILTRE;2024;570000083;CLINIQUE SAINT NABOR DE SAINT AVOLD;570000729;DECLA;1;1;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0
FILTRE;2024;570000083;CLINIQUE SAINT NABOR DE SAINT AVOLD;570000729;INIT;1;1;1;0;0;0;0;0;0;1;0;0;0;0;1;;;0;;;;;;;;;;0;0;1;0;;0;0;0
FILTRE;2024;570000091;HOPITAL FILIERIS DE FREYMING-MERLEBACH;750050759;DECLA;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;;;;;;;;
FILTRE;2024;570000091;HOPITAL FILIERIS DE FREYMING-MERLEBACH;750050759;INIT;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;570000109;NIDERVILLER - CRS SAINT LUC;570000034;DECLA;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;;;;;;;;
FILTRE;2024;570000109;NIDERVILLER - CRS SAINT LUC;570000034;INIT;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;
FILTRE;2024;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;DECLA;1;1;1;0;0;0;0;1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0
FILTRE;2024;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;INIT;1;1;1;0;0;0;0;1;0;1;0;1;1;1;1;;;0;;;;;;;;;;0;0;0;0;;0;0;0
FILTRE;2024;570000166;CTRE DE GERIATRIE FORBACH - SOS SANTE;570010181;DECLA;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FILTRE;2024;570000166;CTRE DE GERIATRIE FORBACH - SOS SANTE;570010181;INIT;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;0;0;0;0;;0;0;0
FILTRE;2024;570000216;HOPITAL DE SAINT AVOLD - SOS SANTE;570010181;DECLA;1;1;0;0;0;0;0;1;1;0;0;0;1;0;1;1;0;0;0;1;1;1;1;0;0;0;1;0;1;1;0;0;0;0;0
FILTRE;2024;570000216;HOPITAL DE SAINT AVOLD - SOS SANTE;570010181;INIT;1;1;0;0;0;0;0;1;1;0;0;0;1;0;1;;;0;;;;;;;;;;0;1;1;0;;0;0;0
FILTRE;2024;570000281;HOPITAL D'HAYANGE - CHR;570005165;DECLA;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0
FILTRE;2024;570000281;HOPITAL D'HAYANGE - CHR;570005165;INIT;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;0;0;0;0;;0;0;0
FILTRE;2024;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;DECLA;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;1;1;1;1;0;1;1;0;0;1;1;1;1;0;0;0;0;0
FILTRE;2024;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;INIT;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;;;0;;;;;;;;;;1;1;1;0;;0;0;0
