BOR;AN;FI;RS;FI_EJ;STRUCTURE;CONS_PSY_INT;ACT_INF_INT;CONS_MED_INT_HORSPSY;CONS_MED_INT_PSY;CONS_IDE_INT;CONS_TOT_INT;CAS_RSP_INT;FILACT_INT;dt_NOUV_INT;CONS_PSY_EXT;ACT_INF_EXT;CONS_MED_EXT_HORSPSY;CONS_MED_EXT_PSY;CONS_IDE_EXT;CONS_TOT_EXT;CAS_RSP_EXT;FILACT_EXT;dt_NOUV_EXT;CONS_PSY18;ACT_INF18;CONS_MED18_HORSPSY;CONS_MED18_PSY;CONS_IDE18;CONS_TOT18;CAS_RSP18;FILACT18;dt_NOUV18;SEJ;HOSP;CAS_RCP;EFFPL_PM;EFFPL_PMDOU;EFFPL_IDE;EFFPL_IDEDOU;EFFPL_PSY;EFFPL_PNMAUT;EFFPA_PM;EFFPA_PMDOU;EFFPA_IDE;EFFPA_IDEDOU;EFFPA_PSY;EFFPA_PNMAUT;EFFPA1_PM;EFFPA1_PMDOU;EFFPA1_IDE;EFFPA1_IDEDOU;EFFPA1_PSY;EFFPA1_PNMAUT;EFFPA2_PM;EFFPA2_PMDOU;EFFPA2_IDE;EFFPA2_IDEDOU;EFFPA2_PSY;EFFPA2_PNMAUT;EFFPA3_PM;EFFPA3_PMDOU;EFFPA3_IDE;EFFPA3_IDEDOU;EFFPA3_PSY;EFFPA3_PNMAUT;ETPSAL_PM;ETPSAL_PMDOU;ETPSAL_IDE;ETPSAL_IDEDOU;ETPSAL_PSY;ETPSAL_PNMAUT
DOULEUR;2024;590797353;GCS GHICL HOPITAL SAINT VINCENT -;590051801;Centre;146;;20;;127;293;;209;;221;;1474;;264;1959;;687;;18;;15;;55;88;;;;60;46;;6;;2;1;;1;;;;;2;;;;;;;;;;;;;;;;;;2;;3.2;;2;1;1;0.5
DOULEUR;2024;590801106;HOPITAL VICTOR PROVO;590782421;Consultation;;;;;;;;;;536;352;1272;;;1808;100;1053;;;;;;;;;;;145;;100;;;;;;;4;4;1;;3;3;2;2;;;;;1;1;;;;1;1;1;1;;3;2;0.92;0.92;0.4;;1.95;1.03
DOULEUR;2024;590811279;HOP CLAUDE HURIEZ CHU LILLE;590780193;Centre;;;;;;;;;;1692;622;5754;;3081;10527;276;3370;1263;;;;;;;;;;1353;580;208;1;1;2;2;1;3;8;7;1;1;1;5;5;4;;;;;;;;;;4;3;3;1;1;1;1;3.59;3.54;2.8;2.8;1.6;5.49
DOULEUR;2024;600000053;CH GHPSO SENLIS;600101984;Consultation;;;134;;;134;;97;97;1244;14;1357;;750;3351;133;665;431;;;;;;;;;;303;138;10;;;;;1;;6;;3;;;2;3;;;;;;2;;1;;;;1;0;2;;;2;1.45;;1.25;;1;0.95
DOULEUR;2024;600000194;CH BEAUVAIS;600100713;Consultation;;10;64;;10;74;;46;44;1030;1295;1050;;1316;3396;282;559;312;3;10;6;;10;19;3;5;3;163;127;1;1;;2;;;;3;;;;2;3;1;;;;;;1;;;;;1;1;;;;2;2;1.87;;2;;1;1.28
DOULEUR;2024;600100101;CH AP-HP LIANCOURT;750712184;Consultation;;106;;;106;106;;;;;71;85;;71;156;;85;;;177;;;177;177;;;;;;;;;;;;;1;1;;2;;;;;;;;;1;1;;2;;;;;;;;;0.2;0.2;;0.6;;
DOULEUR;2024;600113476;CH CHICN COMPIÈGNE;600100721;Centre;;;;;;;;;;;;443;;;443;;;;;;;;;;;;;72;34;1957;;;1;;;1;3;;3;;2;1;2;;;;;1;1;;1;;1;;;;2;;1;;0.47;;2.8;;0.81;1.05
DOULEUR;2024;610000051;CHICAM - SITE ALENCON;610780082;Consultation;0;7;10;0;7;17;0;0;0;427;451;1187;28;280;1922;60;641;254;0;2;4;0;2;6;0;0;0;233;144;0;;;;;1;;;;1;1;;1;;;;;;;;;;;;;;;1;1;;1;;;0.78;0.78;1;0.8
DOULEUR;2024;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;Consultation;0;1;50;0;25;75;;;;0;820;401;0;1135;1536;95;171;71;0;0;7;0;0;7;;2;2;130;53;8;;;;;;;1;1;1;1;;2;;;;;;1;;;;;;;1;1;1;1;;1;0.5;0.5;0.7;0.7;;0.5
DOULEUR;2024;610000119;CH JACQUES MONOD - FLERS;610780165;Consultation;;68;;0;92;92;;;;636;331;881;0;599;2116;67;391;187;;;;;;;;;;;;67;0;;1;;;;5;2;1;;1;1;4;1;;;;;1;1;1;;;;;;;;1;1;0.6;0.2;1.3;;0.4;0.7
DOULEUR;2024;620000026;ETAB HOPALE CTRE CALOT/HELIO;620003814;Centre;;;105;;70;175;70;65;51;974;;5619;;30;6623;750;3301;2551;40;;60;;7;107;40;51;40;3279;1826;65;5;5;11;11;3;14;;;;;1;1;;;;;;;;;;;;;;;;;1;1;5;5;11;11;3.5;14.5
DOULEUR;2024;620000034;CH ARRAS;620100057;Consultation;;;;;120;120;;;;390;348;1493;;702;2585;221;673;266;;;;;;;;;;292;170;89;1;1;;;1;;3;;2;1;1;1;1;;;;;;;;;;;;2;;2;1;1;1;1.97;1.6;1.8;0.8;0.64;0.5
DOULEUR;2024;620000224;CH BETHUNE;620100651;Centre;6;;153;1;576;736;183;115;46;646;1300;3673;329;804;5452;0;1825;816;0;6;13;5;;18;0;7;6;1355;672;137;1;1;2;2;;;6;4;;;;;1;1;;;;;3;1;;;;;2;2;;;;;2.65;2.25;2;2;;
DOULEUR;2024;620000257;CH LENS;620100685;Consultation;;;;;;;;;;376;;3013;;773;4162;;1855;1160;;;;;;;;;;955;375;;1;1;;;;;5;2;;;;;3;1;;;;;;;;;;;2;1;;;;;2.26;1.56;;;;
DOULEUR;2024;620000349;CH REGION DE ST OMER;620101360;Consultation;2;8;50;0;42;94;0;40;32;335;147;199;0;37;571;25;164;120;;;;;;;;;;97;77;51;;;;;;;2;2;1;;1;1;1;1;;;;;1;1;1;;1;;;;;;;1;0.6;0.6;0.4;0;0.4;0.5
DOULEUR;2024;620000653;CH BOULOGNE-SUR-MER;620103440;Consultation;18;319;20;0;183;221;;17;16;552;305;1730;0;457;2739;;721;408;7;5;70;0;8;85;;54;33;640;199;;;;1;1;;;3;3;;;2;1;1;1;;;1;;1;1;;;;;1;1;;;1;1;0.78;0.78;1;1;0.6;0.5
DOULEUR;2024;620025346;POLYCLINIQUE DE LA  CLARENCE;620001834;Consultation;;;;;;;;;;;;789;;;789;;311;166;;;12;;;12;;6;6;828;282;;;;0;;;;;;2;1;;;;;;;;;;;1;1;;;;;1;;;;;;1.03;0.23;;
DOULEUR;2024;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620014779;Consultation;;;;0;0;0;;;;145;1695;1009;0;276;1430;44;1009;317;;;;;;;;;;1787;434;0;0;0;0;0;0;0;3;3;4;4;1;0;3;3;0;0;0;0;0;0;1;1;1;0;0;0;3;3;0;0;1.5;1.5;2.5;2.5;0.4;0
DOULEUR;2024;620100735;CLINIQUE ANNE ARTOIS;620000265;Consultation;;;;;;;;;;15;56;41;0;41;97;;;;;;;;;;;;;;;;0;;1;;2;;2;2;;;;;;;;;;;2;2;;;;;;;;;2;;;;;;0.2;
DOULEUR;2024;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;Centre;;;;;;;;;;822;;3691;135;665;5313;;1585;695;;;;;;;;;;1316;503;65;6;3;2;;;1;2;;;;1;4;;;;;;;1;;;;;2;1;;;;1;2;4;1.8;2;;0.8;3.38
DOULEUR;2024;630000420;CH PAUL ARDIER ISSOIRE;630781003;Consultation;;;;;;;;;;121;;1151;;478;1750;;581;206;;;0;;;0;;0;0;50;33;0;;;;;;;1;1;1;;1;1;;;;;;;;;;;1;;1;1;1;;;1;0.4;0.4;0.4;0.4;0.25;0.5
DOULEUR;2024;630000446;CH DE THIERS;630781029;Consultation;;;;;;;;;;;;594;0;0;594;;246;;;;;;;;;;;143;82;;0;0;0;0;0;0;1;1;1;0;1;7;0;0;0;0;1;3;0;0;1;0;0;1;1;1;0;0;0;3;0.6;0.6;0.2;0;0.1;1.14
DOULEUR;2024;630000479;CENTRE LUTTE CONTRE LE CANCER J.PERRIN;630781110;Consultation;172;584;465;12;334;983;35;129;89;335;307;1451;;306;2092;40;390;216;;;;;;;;;;305;94;284;1;1;1;1;;;2;2;;;;;;;;;;;;;;;;;2;2;;;;;2.05;2.05;1;1;;
DOULEUR;2024;640000162;CH COTE BASQUE;640780417;Consultation;;;;;;;;;;158;0;735;;977;1870;112;352;252;2;0;12;;13;27;2;6;6;0;0;63;1;;1;;;1;1;;;;1;2;;;;;;;1;;;;1;;;;;;;2;1.2;;1;;0.3;0.9
DOULEUR;2024;640000600;CENTRE HOSPITALIER DE PAU;640781290;Consultation;;;6;;;6;;;;409;;1158;;1056;2623;171;663;158;;;;;;;;;;;;13;;;1;;;1;4;;;;1;;1;;;;;;;;;;;;3;;;;1;;1.9;;1;;0.5;1
DOULEUR;2024;640780672;CLINIQUE MARIENIA;640000337;Consultation;159;490;;;50;209;129;0;;78;193;900;;473;1451;5;686;434;0;0;0;0;0;0;0;0;0;157;86;20;0;0;1;1;;;3;2;;;1;1;1;0;;;;;2;2;;;;;0;0;;;1;1;0.7;0.6;1;1;0.5;0.5
DOULEUR;2024;650780141;CH TARBES LOURDES SITE AYGUEROTE;650783160;Consultation;;;;;2;2;;2;;117;;375;131;305;928;;320;157;;;1;;3;4;;2;2;0;0;1;;;;;;;3;;1;;;1;3;;1;;;1;;;;;;;;;;;;;0.13;;0.43;;;0.87
DOULEUR;2024;660000084;CH PERPIGNAN;660780180;Consultation;;;35;0;;35;;;;758;1789;2403;0;1789;4950;276;897;208;13;2;4;0;2;19;2;2;;;;215;1;1;2;;;;;;;;2;1;;;;;;;;;;;1;;;;;;1;1;1;1;1.66;;0.72;1.59
DOULEUR;2024;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;Consultation;2;;54;;8;64;;;;600;;963;;538;2101;253;623;276;;;;;;;;;;363;170;0;;;;;;1;4;1;1;1;1;4;1;;;;;1;;;;;;;3;1;1;1;1;3;1.63;0.6;0.8;0.8;0.5;1.14
DOULEUR;2024;670783273;HOPITAL DE HAUTEPIERRE;670780055;Centre;;;58;5;;63;;;;683;;3146;1255;;5084;;;851;;;;12;;12;;;;3633;538;;4;3;2;2;;3;4;2;2;;2;;;;;;;;2;;;;1;;2;2;2;;1;;6.28;4.15;2.47;2;0.57;3
DOULEUR;2024;670797539;CLINIQUE DE LA TOUSSAINT;670014604;Consultation;;;;;;;;;;;;1657;450;;2107;;;;;;;;;;;;;297;171;;;;;;;;5;;;;;;1;;;;;;2;;;;;;2;;;;;;2.9;;;;;
DOULEUR;2024;680000601;HOPITAL DE THANN;680020336;Consultation;;;;;;;;;;;;128;;;128;;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DOULEUR;2024;680000684;HOPITAL LOUIS PASTEUR;680000973;Centre;9;656;746;0;656;1411;;340;143;354;416;2834;0;416;3604;;1197;707;0;2;53;0;2;55;;17;11;676;309;94;1;1;;;;1;2;2;2;0;1;1;;;;;;;;;;;;;2;2;2;0;1;1;2.4;2.4;0.9;0;0.5;1.8
DOULEUR;2024;680001195;HOPITAL ALBERT SCHWEITZER;680000643;Consultation;5;8;12;;5;22;2;12;12;69;85;1453;;5;1527;40;538;257;;;;;;;;;;60;56;7;1;1;1;1;;;;;4;;1;1;;;3;;;;;;;;;;;;1;;1;1;1;1;2.3;1;0.5;1
DOULEUR;2024;680004546;HOPITAL EMILE MULLER;680020336;Centre;;;;;;;;;;97;603;2438;;;2535;;840;;;;;;;;;;;;;15;;;2;1;;4;3;;2;1;1;;1;;;;;;;;;;;;2;;2;1;1;;0.93;;1.63;1.17;0.28;1.46
DOULEUR;2024;690000880;CENTRE LEON BERARD;690783220;Centre;421;222;752;;397;1570;;469;98;105;;1498;;1930;3533;;690;54;;;;;;;;;;677;445;435;;;3;;;;5;5;;;1;1;1;1;;;;;2;2;;;;1;2;2;;;1;;1.6;1.6;3;;0.5;0.2
DOULEUR;2024;690041132;MEDIPOLE HOPITAL MUTUALISTE;690006598;Centre;87;12;503;29;165;784;47;493;387;280;0;3743;63;336;4422;67;2478;919;;;6;;;6;;6;6;3;3;368;;;;;;1;7;6;1;1;1;;1;;;;;;2;2;1;1;1;;4;4;;;;;2.6;2.5;0.3;0.3;0.35;1
DOULEUR;2024;690780390;POLYCLINIQUE LYON NORD;690000229;Consultation;240;59;104;0;464;808;;;;;;;;;;;;;;;;;;;;;;104;;245;1;1;;;;;1;1;1;;;;;;;;;;;;;;;;1;1;1;;;;1;1;0.7;;;
DOULEUR;2024;690784137;HOPITAL LYON SUD - HCL;690781810;Consultation;1;0;4;6;85;96;1238;11;;356;80;76;256;249;937;254;451;;;0;;3;0;3;0;8;;;;722;;;;;;;4;1;1;;1;;1;;;;;;;;;;;;3;1;1;;1;;1.4;0.4;0.5;;0.8;
DOULEUR;2024;690784152;HOPITAL CROIX-ROUSSE - HCL;690781810;Centre;28;27;80;25;10;143;30;103;53;849;445;1848;475;848;4020;660;1013;345;1;0;2;0;2;5;2;3;1;1151;351;124;0;0;1;1;0;1;7;5;3;3;4;6;2;0;;;2;2;3;3;1;1;1;2;2;2;2;2;1;2;0.34;0.44;0.56;0.56;0.33;0.37
DOULEUR;2024;690784178;HOPITAL PIERRE WERTHEIMER - HCL;690781810;Centre;4;1136;20;1;5;30;;80;66;768;80;4236;1015;673;6692;400;3008;1196;86;78;319;0;0;405;5;2798;115;14;62;130;1;;3;;;5;9;;1;;3;2;2;;;;;;3;;;;2;;4;;1;;1;2;3.4;;4.09;;1.14;6.16
DOULEUR;2024;690805361;CH ST JOSEPH ST LUC;690805353;Consultation;;;;;;;;;;439;;1016;210;935;2600;;916;331;;;;;;;;;;;;11;;;;;;;5;;1;1;1;1;3;;;;;;1;;;;1;;1;;1;1;;1;0.95;;0.56;0.56;0.3;0.57
DOULEUR;2024;700000029;GH HAUTE SAONE SITE VESOUL;700004591;Consultation;36;157;442;0;16;494;73;156;4;266;0;411;0;1220;1897;;371;38;;;2;;;2;;2;2;0;0;;;;1;1;;;1;0;;;;3;;;;;;2;;;;;;;1;;;;;1;0.9;;1;1;;0.77
DOULEUR;2024;710978263;CH WILLIAM MOREY CHALON SUR SAONE;710780958;Consultation;0;0;33;0;;33;0;0;0;689;92;1110;193;92;2084;34;688;285;0;0;4;0;0;4;0;4;0;0;0;1;;;;2;1;2;2;;;;;;;;;;;;1;;;;;;1;;;;;;1;;;1.2;0.4;1.1
DOULEUR;2024;710978289;CH LES CHANAUX MACON;710780263;Consultation;6;20;49;0;;55;;;;254;;2856;;74;3184;21;962;207;;;;;;;;;;926;444;26;;;1;;1;3;3;;1;;;;;;;;;;1;;;;;;2;;1;;;;1.1;;1.2;;0.3;1.2
DOULEUR;2024;720000033;CENTRE HOSPITALIER DU MANS;720000025;Consultation;;12;29;0;12;41;8;16;20;392;1293;3167;0;1258;4817;124;882;393;;;83;0;4;87;;70;;351;147;85;;;1;;;1;6;2;;;1;3;2;;;;;3;2;;;;1;;2;2;;;;;2.04;1.37;1;;0.4;1.35
DOULEUR;2024;720000249;CLINIQUE VICTOR HUGO;720000645;Consultation;;;;0;;0;;;;25;396;403;0;361;789;10;185;96;;;;;;;;;;195;88;30;;;;;;;1;1;2;1;2;3;;;0;;2;3;1;1;2;1;;;;;;;;;0.2;0.2;0.4;0.2;0.2;0.3
DOULEUR;2024;720000389;CENTRE MEDICAL GEORGES COULON;720012749;Consultation;;;;;;;;;;;;139;;;139;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;1;;1;;;;;;;;;;;;;;;;0.01;;0.08;;;
DOULEUR;2024;720016179;POLE SANTE SARTHE ET LOIR;720016724;Consultation;;;;;;;;;;221;280;714;0;448;1383;;;;18;;2;;5;25;;;;;;;0;;;;;;2;;;;;;1;;;;;;;;;;;;1;;;;;;0.55;;;;;
DOULEUR;2024;720017748;CENTRE MEDICO CHIRURGICAL DU MANS;720000561;Consultation;;;;;;;;;;1032;3099;2552;;444;4028;5;1588;239;;;;;;;;;;1070;444;24;;;1;;1;1;7;;4;;;2;5;;1;;;;2;;;;;;;;3;;;2;1.35;;3.47;;1;2.3
DOULEUR;2024;730000031;CHMS - SITE CHAMBERY MCO;730000015;Centre;;;10;;;10;;;;458;1353;1523;76;1649;3706;433;767;338;;;;;;;;;;321;139;97;;;;;;;5;5;4;4;2;4;1;1;;;;1;2;2;;;1;1;2;2;4;4;1;2;1.6;1.6;2.15;2.15;0.67;1.77
DOULEUR;2024;730000262;CH D'ALBERTVILLE;730002839;Consultation;0;0;0;0;0;0;0;0;0;146;70;0;0;300;446;72;146;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0.18;0;0;0;0.13;0.19
DOULEUR;2024;730783644;CHMS - SITE AIX REINE HORTENSE;730000015;Centre;;;;;;;;;;432;;1309;16;544;2301;;;71;;;;;;;;;;381;315;35;;;5;;;4;8;;4;;3;4;4;;;;;;2;;1;;3;1;2;;3;;;3;2.36;;6.96;;1.15;6.64
DOULEUR;2024;740000237;CH ANNECY-GENEVOIS SITE ANNECY;740781133;Centre;;;;;;;;;;271;1124;5203;;;5474;;1669;;;78;370;;;370;;101;;335;168;69;0;0;2;;;;3;3;0;;;2;1;1;;;;;1;1;;;;;1;1;0;;;2;2.29;2.29;2.01;;0.4;2.46
DOULEUR;2024;740000328;HOPITAUX DU LEMAN;740790381;Consultation;20;70;79;0;178;277;1;41;15;411;262;458;0;666;1535;42;193;145;11;;10;0;15;36;3;5;3;0;0;5;;;;;;;1;;2;;1;;;;;;;;1;;1;;;;;;1;;1;;0.2;;1;;0.5;
DOULEUR;2024;740014691;CENTRE CANCEROLOGIE LES PRAZ DE L'ARVE;740780168;Consultation;0;87;26;0;0;26;;44;18;5;70;788;0;258;1051;;327;152;0;0;0;0;0;0;;0;0;85;30;10;;;;;;4;2;2;2;1;1;1;1;1;1;;;;;;;;1;;1;1;1;1;;1;0.52;0.52;0.44;0.44;0.07;0.43
DOULEUR;2024;740781141;CH ALPES LEMAN;740790258;Consultation;;;;;;;;;;140;114;1531;0;440;2111;137;618;343;0;0;0;0;0;0;0;0;0;107;47;30;;;;;;;2;2;1;;1;;;;1;;;;1;1;;;1;;1;1;;;;;1;1;0.16;;0.2;
DOULEUR;2024;750000499;CH SAINTE ANNE;750062036;Consultation;;187;;;;;;;;825;100;1082;7;250;2164;;596;;;;;;;;;;;154;67;;;;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;;0.5;;;;;
DOULEUR;2024;750000523;GH PARIS SITE SAINT JOSEPH;750150120;Centre;141;;784;;143;1068;50;714;165;330;;3099;;1206;4635;;2063;710;;;41;;10;51;;21;9;863;370;275;;;1;1;;;11;3;3;;3;3;4;1;1;;;3;1;;2;;2;;6;2;0;;1;;4.3;1.4;1.9;1;1;0.3
DOULEUR;2024;750000549;HOPITAL FONDATION A DE ROTHSCHILD;750150229;Centre;;;227;10;;237;86;95;29;204;0;2495;643;112;3454;131;1059;111;;;4;3;;7;;3;1;1486;613;392;3;2;2;;;2;7;;0;;1;2;;;;;;;3;;;;;;4;;;;1;2;4.64;1.04;1.11;;0.17;3.28
DOULEUR;2024;750100042;GHU APHP NUP SITE LARIBOISIERE;750712184;Centre;0;391;131;0;14;145;0;0;0;665;0;2835;0;152;3652;145;1456;601;0;0;1;0;0;1;0;1;1;915;261;119;2;2;2;2;1;3;6;5;;;;;5;5;;;;;1;0;;;;;0;;;;;;2.55;2.35;2;2;1;1.8
DOULEUR;2024;750100075;GHU APHP NUP SITE SAINT LOUIS;750712184;Consultation;;9;1344;;;1344;;;;68;460;2412;283;;2763;;;;;;;;;;;;;272;159;;2;;2;;;;3;;;;;;1;;;;;;2;;;;;;;;;;;;2.5;;2;;1;0.5
DOULEUR;2024;750100083;GHU APHP SUN SITE ROTHSCHILD;750712184;Consultation;;;;;;;;;;;222;277;;222;499;;102;55;;;;;;;;;;144;82;;;;1;1;;;;;;;;1;;;;;;;;;;;;;;;;;;1;;;1;1;;0.5
DOULEUR;2024;750100091;GHU APHP SUN SITE ST ANTOINE;750712184;Centre;2000;262;1542;;262;3804;;1542;1542;432;923;3144;;923;4499;270;1854;392;;;;;;;;;;542;278;250;1;;3;2;1;3;3;;;;1;1;;;;;;;3;;;;1;1;;;;;;;4.2;;2.4;2;2.2;3.9
DOULEUR;2024;750100109;GHU APHP SUN SITE TROUSSEAU;750712184;Centre;6;;333;6;479;824;;;;492;200;787;125;267;1671;;832;575;498;200;1120;131;746;2495;;832;575;182;117;220;2;2;2;2;2;3;5;2;;;6;;1;1;;;1;;2;1;;;2;;2;;;;3;;6.3;2.3;2;2;4.5;3
DOULEUR;2024;750100125;GHU APHP SUN SITE PITIE SALPETRIERE;750712184;Centre;;44;339;;44;383;;339;339;315;206;4202;;206;4723;100;2731;892;;;;;;;;;;1065;417;19;2;2;1;1;;;1;1;;;1;2;;;;;;;;;;;;;1;1;;;1;2;2.8;2.8;1;1;0.5;1.5
DOULEUR;2024;750100166;GHU APHP CUP SITE COCHIN PORT ROYAL;750712184;Centre;1008;234;200;;597;1805;;200;1341;1002;75;4723;;420;6145;;2403;1496;0;0;20;;0;20;;14;13;1767;745;90;3;2;1;1;1;3;6;;;;;;2;;;;;;1;;;;;;3;;;;;;3.4;2;1;1;1;3
DOULEUR;2024;750100208;GHU CUP SITE NECKER ENFANTS MALADES;750712184;Consultation;100;60;4693;0;3482;8275;374;845;486;956;202;2900;0;392;4248;0;787;447;823;160;4108;0;2120;7051;343;696;577;12;12;374;;;;;;;8;6;5;5;2;2;;;;;;;;6;;;;;8;;5;5;2;2;3.7;2.7;2.5;2.5;1;1
DOULEUR;2024;750100232;GHU APHP NUP SITE BICHAT C BERNARD;750712184;Consultation;;;;;;;;;;;;154;;;154;;103;26;;;;;;;;;;;;;1;1;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;1;1;0;0;0.25;0
DOULEUR;2024;750100273;GHU APHP SUN SITE TENON;750712184;Consultation;;;;;;;;;;684;132;1423;;132;2239;15;753;493;;;;;;;;;;;;15;;;1;1;1;1;2;;;;;;;;;;;;2;;;;;;;;;;;;0.9;;1;1;1;1
DOULEUR;2024;750160012;CLCC INSTITUT CURIE;750813321;Consultation;20;310;30;134;;184;;;;21;40;1112;135;;1268;;;309;;;;;;;;;;0;4;18;1;1;;;;;1;1;1;1;1;2;;;;;;;;;;;1;;1;1;1;1;;2;0.7;0.7;0.95;0.75;0.2;1.4
DOULEUR;2024;750300071;HOPITAL PRIVE GEOFFROY SAINT HILAIRE;750000598;Consultation;;;;;;;;;;;;;;;;;;;;;;;;;;;;382;168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4;;;;;
DOULEUR;2024;750300857;CLINIQUE REMUSAT;750062218;Consultation;;92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;
DOULEUR;2024;750803447;GHU APHP CUP SITE G POMPIDOU HEGP;750712184;Consultation;;54;2078;;;2078;;1061;;331;87;3438;164;447;4380;189;1154;295;;;;;;;;;;391;127;370;11;1;;;;1;4;4;2;1;1;;;;;;;;2;2;;;;;2;2;2;1;1;;3.1;3.1;1.75;1;0.5;1
DOULEUR;2024;750803454;GHU APHP NUP SITE ROBERT DEBRE;750712184;Consultation;267;1456;103;0;3;373;0;99;88;610;196;741;0;177;1528;0;530;316;876;1645;821;0;173;1870;0;598;0;;;40;2;2;2;2;1;2;4;4;;;2;;3;3;;;;;1;1;;;;;;;;;2;;1.6;1.6;2;2;1.9;0.9
DOULEUR;2024;760000018;CH DIEPPE;760780023;Consultation;0;551;315;0;67;382;0;228;;218;;1937;0;1932;4087;154;1207;414;0;0;4;0;3;7;0;6;;0;0;0;2;;;;;;;;3;;1;2;;;0;;;;;;1;;;;;;2;;1;2;1.43;;1.17;;0.27;0.67
DOULEUR;2024;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;Centre;1;19;143;0;26;170;30;117;;647;787;4047;207;1400;6301;270;2319;906;;;23;1;9;33;;19;;15;15;300;5;;2;;2;2;2;;1;;;;1;;;;;;;;;;;;1;;1;;;;3.1;;2.2;;1.26;1.42
DOULEUR;2024;760000166;CLCC H BECQUEREL;760780247;Consultation;148;;1229;29;39;1445;;340;282;250;;2089;52;289;2680;;722;433;0;0;0;0;0;0;0;0;0;0;0;;;;2;2;3;;5;2;1;1;1;;3;;;;;;1;;;;;;1;2;1;1;1;;1;1;2.8;2.8;3.6;
DOULEUR;2024;760000356;HOPITAL GUSTAVE FLAUBERT CH LE HAVRE;760780726;Consultation;;;;;;;;;;960;996;2396;143;;3499;;;;;;;;;;;;;644;290;;;;2;;1;;5;1;;;;3;3;;;;;1;;;;;;2;2;1;;;;;1.6;0.7;1.47;;1;1.21
DOULEUR;2024;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;Consultation;0;0;;0;;0;;;;0;0;698;0;181;879;4;367;174;;;;;;;;;;;;;;;;;;;1;;1;1;;1;;;;;;;;;1;1;;;1;;;;;1;0.5;;0.3;0.3;;0.58
DOULEUR;2024;760921809;CLINIQUE DE L'EUROPE;760000273;Consultation;;663;;;2314;2314;;;;24;;1047;;280;1351;12;424;187;;;;;;;;;;663;213;0;;;1;1;;;5;;2;2;;;1;;;;;;1;;;;;;3;;2;2;;;2.5;;2;2;;
DOULEUR;2024;770000214;CH SUD SEINE ET MARNE SITE DE NEMOURS;770021152;Centre;;;1661;;;1661;;;;178;343;4567;;343;5088;192;1368;410;;;;;;;;;;1886;1886;43;7;;16;;1;5;;;;;;;;;;;;;;;;;;;;;;;;;2.8;;15.8;;1;4.4
DOULEUR;2024;770000446;CH DE MEAUX SITE SAINT FARON;770021145;Consultation;;;;;;;;;;158;69;502;;;660;;;;;;;;;;;;;73;35;;;;1;;;1;1;;;;1;;;;;;;;;;;;1;;1;;;;;;0.9;;0.84;;0.24;0.5
DOULEUR;2024;780000287;CH FRANCOIS QUESNAY MANTES;780110011;Consultation;;;2;;;2;;;;173;1084;1342;0;1136;2651;91;599;470;;;;;;;;;;297;140;35;;;1;1;;1;3;3;1;1;1;1;1;1;;;;;;;;;1;1;2;2;1;1;;;0.92;0.92;1.8;1.8;0.3;1
DOULEUR;2024;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;Consultation;;;;;;;;;;241;106;1319;92;244;1896;81;603;220;;;;;;;;;;106;98;133;;;;;;;4;4;1;1;1;;;;;;;;4;4;;;;;;;1;1;1;;1;1;0.5;0.5;0.5;
DOULEUR;2024;780000329;CH DE RAMBOUILLET;780110052;Consultation;;;;;;;;;;338;729;4101;140;672;5251;576;868;362;;;;;;;;;;;;120;2;1;3;1;;1;4;;1;1;1;5;1;;;;;;2;;;;;4;1;;1;1;1;1;2.75;1;2.69;0.96;0.39;1.82
DOULEUR;2024;780000428;CHI MEULAN (SITE DE BECHEVILLE);780002697;Consultation;;;2174;;1498;3672;;;;349;;2174;;1498;4021;474;875;;;;19;;10;29;;;;633;318;;3;3;2;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;2.6;2.6;2;;1;1
DOULEUR;2024;780300414;CH PRIVE DE L EUROPE;780000675;Consultation;;;;;;;;;;;700;700;;700;1400;;;;;;;;;;;;;400;600;;;;2;1;;;1;1;;;3;1;;;;;1;;;;;;;;1;1;;;2;1;0.6;0.6;2;1;2;0.6
