BOR;AN;FI;RS;FI_EJ;LIT_MED;JLI_MED;SEJHC_MED;SEJ0_MED;JOU_MED;LIT_CHI;JLI_CHI;SEJHC_CHI;SEJ0_CHI;JOU_CHI;LIT_OBS;JLI_OBS;SEJHC_OBS;SEJ0_OBS;JOU_OBS;LIT_MCO;JLI_MCO;SEJHC_MCO;SEJ0_MCO;JOU_MCO;PLA_MED;SEJHP_MED;PLAN_MED;SEJN_MED;SEA_MED;PLA_CHI;SEJHP_CHI;PLA_OBS;SEJHP_OBS;PLAN_OBS;SEJN_OBS;PLA_MCO;SEJHP_MCO;PLAN_MCO;SEJN_MCO;SEA_MCO
MCO;2024;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;550006795;142;50327;6872;867;43382;51;18666;2303;105;10830;35;12810;2001;239;8123;228;81803;11176;1211;62335;12;1039;;;16887;20;2774;2;124;;;34;3937;;;16887
MCO;2024;550000038;CENTRE HOSPITALIER ST-CHARLES COMMERCY;550000046;32;11680;591;5;9993;;;0;0;0;;;0;0;0;32;11680;591;5;9993;;0;;;0;;0;;0;;;;0;;;0
MCO;2024;550000178;POLYCLINIQUE DU PARC;550000293;5;1830;162;6;297;38;13908;1878;52;8370;;;0;0;0;43;15738;2040;58;8667;;0;;;291;41;9712;1;1;;;42;9713;;;291
MCO;2024;550000434;CH BLD FV SITE BLD;550003354;129;47214;6279;561;44208;;;0;0;0;0;0;0;0;0;129;47214;6279;561;44208;5;3087;;;3822;4;128;4;679;;;13;3894;;;3822
MCO;2024;560000127;CHBA SITE DE VANNES;560023210;391;141834;21665;1197;136714;117;42822;7652;320;35085;38;13908;2307;54;10464;546;198564;31624;1571;182263;73;6567;2;147;28345;37;6414;3;342;;;113;13323;2;147;28345
MCO;2024;560000135;GHBS- HÔPITAL DU SCORFF;560005746;429;152112;26727;4693;144479;74;25260;5104;486;22150;46;16836;4205;486;14302;549;194208;36036;5665;180931;85;7137;;;51970;43;8178;9;807;;;137;16122;;;51970
MCO;2024;560000143;CHCB SITE KERIO;560014748;185;68634;9182;284;63556;38;13188;1758;0;8671;15;5490;1133;5;4484;238;87312;12073;289;76711;10;2125;4;398;13221;12;1720;3;597;;;25;4442;4;398;13221
MCO;2024;560000184;CLINIQUE DES AUGUSTINES;560006017;58;21170;1578;3;20716;0;;0;0;0;0;;0;0;0;58;21170;1578;3;20716;5;2019;0;0;18;0;0;0;0;;;5;2019;0;0;18
MCO;2024;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;109;39785;4835;496;33472;26;9490;1532;379;4491;16;5840;654;39;2210;151;55115;7021;914;40173;10;893;1;0;1363;10;2891;;0;;;20;3784;1;0;1363
MCO;2024;560000200;CHBA SITE D'AURAY;560023210;80;29280;2120;4;27269;;;;;;;;;;;80;29280;2120;4;27269;6;229;;;1608;;;1;33;;;7;262;;;1608
MCO;2024;560000275;GHBS - HOPITAL DE KERLIVIO;560005746;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;4;984;;;0;;0;;0;;;4;984;;;0
MCO;2024;560000291;CENTRE HOSPITALIER DE BELLE ILE EN MER;560000085;12;4392;875;368;3377;;;0;0;0;;;0;0;0;12;4392;875;368;3377;;0;;;67;;0;;0;;;;0;;;67
MCO;2024;560000366;CENTRE HOSPITALIER GUEMENE SUR SCORFF;560000259;15;5490;218;1;3516;;;0;0;0;;;0;0;0;15;5490;218;1;3516;;0;;;0;;0;;0;;;;0;;;0
MCO;2024;560000465;GHBS - HOPITAL LE FAOUET;560005746;15;5475;37;1;787;;;0;0;0;;;0;0;0;15;5475;37;1;787;;0;;;0;;0;;0;;;;0;;;0
MCO;2024;560002933;CLINIQUE MUTUALISTE PORTE DE L'ORIENT;560026965;8;2758;207;17;1566;128;36921;5933;5;19559;;;0;0;0;136;39679;6140;22;21125;;0;;;112;38;11710;;0;;;38;11710;;;112
MCO;2024;560002974;ETABLISSEMENT DE SANTE LE DIVIT;830013678;10;3660;170;0;3131;0;;0;0;0;0;;0;0;0;10;3660;170;0;3131;0;0;;;0;0;0;0;0;;;0;0;;;0
MCO;2024;560007510;POLYCLINIQUE DE KERIO;560001307;;;58;2;97;35;11574;1470;62;3280;;;6;1;8;35;11574;1534;65;3385;;1351;;;96;28;4798;;9;;;28;6158;;;96
MCO;2024;560008799;HÔPITAL PRIVÉ OCÉANE;560013989;78;28470;2914;10;16498;82;29930;6079;33;14619;20;7300;1062;29;4461;180;65700;10055;72;35578;8;8426;;;10961;57;21952;;0;;;65;30378;;;10961
MCO;2024;560015422;GHBS SITE DE KERDURAND RIANTEC;560005746;12;4380;222;2;4220;;;0;0;0;;;0;0;0;12;4380;222;2;4220;;0;;;0;;0;;0;;;;0;;;0
MCO;2024;560029068;GCS CLINIQUE DU TER;560029050;8;2920;321;0;1599;33;12045;1989;0;3832;;;0;0;0;41;14965;2310;0;5431;;0;;;40;43;11492;;0;;;43;11492;;;40
MCO;2024;560030165;GHBS - HÔPITAL SITE CLINIQUE DU TER;560005746;18;6570;547;3;6645;;;0;0;0;;;0;0;0;18;6570;547;3;6645;;0;;;0;;0;;0;;;;0;;;0
MCO;2024;570000026;HOPITAL SAINT JOSEPH DE SARRALBE;570024794;7;2555;326;8;3377;;;0;0;0;;;0;0;0;7;2555;326;8;3377;;0;;;0;;0;;0;;;;0;;;0
MCO;2024;570000059;CH MARIE-MADELEINE DE FORBACH;570025254;189;69174;7763;774;48023;28;10248;1104;93;6412;24;8784;1437;122;5345;241;88206;10304;989;59780;5;1302;;;2095;8;1710;1;138;;;14;3150;;;2095
MCO;2024;570000083;CLINIQUE SAINT NABOR DE SAINT AVOLD;570000729;15;5475;1029;136;3180;45;16425;1919;49;5204;28;10220;1211;335;3109;88;32120;4159;520;11493;0;0;;;238;34;7705;0;0;;;34;7705;;;238
MCO;2024;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;114;40067;5382;990;34947;22;8052;1425;126;5400;15;5490;594;224;1349;151;53609;7401;1340;41696;4;54;;;1818;14;2715;;0;;;18;2769;;;1818
MCO;2024;570000166;CTRE DE GERIATRIE FORBACH - SOS SANTE;570010181;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;5;762;;;0;;0;;0;;;5;762;;;0
MCO;2024;570000216;HOPITAL DE SAINT AVOLD - SOS SANTE;570010181;154;56364;9680;3185;51224;30;10980;1649;30;7991;;;0;0;0;184;67344;11329;3215;59215;10;3175;;;20667;12;2681;;0;;;22;5856;;;20667
MCO;2024;570000281;HOPITAL D'HAYANGE - CHR;570005165;42;15372;694;20;14399;;;0;0;0;;;0;0;0;42;15372;694;20;14399;;0;;;0;;0;;0;;;;0;;;0
MCO;2024;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;265;96284;13810;1185;91784;75;27450;4281;105;21988;43;15512;3486;105;14466;383;139246;21577;1395;128238;23;2172;;;22656;19;4105;6;611;;;48;6888;;;22656
MCO;2024;570000356;CLINIQUE AMBROISE PARE DE THIONVILLE;570000919;10;3660;245;3;1050;106;35040;2339;432;5818;;;0;0;0;116;38700;2584;435;6868;;0;;;449;45;10177;;0;;;45;10177;;;449
MCO;2024;570000364;CLINIQUE NOTRE DAME DE THIONVILLE;570011569;;;0;0;0;37;9065;882;104;1475;;;0;0;0;37;9065;882;104;1475;;0;;;32;37;8098;;0;;;37;8098;;;32
MCO;2024;570000455;HOPITAL DE CHATEAU-SALINS - SOS SANTE;570010181;23;8395;551;3;4710;;;0;0;0;;;0;0;0;23;8395;551;3;4710;5;399;;;111;;0;;0;;;5;399;;;111
MCO;2024;570000562;HOPITAL ST FRANCOIS - MARANGE-SILVANGE;570030395;32;11680;1127;4;9528;;;0;0;0;;;0;0;0;32;11680;1127;4;9528;2;1607;;;13;;0;;0;;;2;1607;;;13
MCO;2024;570000596;HOP INSTRUC DES ARMEES LEGOUEST;750821092;38;13870;3340;2013;11024;;;0;0;0;;;0;0;0;38;13870;3340;2013;11024;6;378;;;993;;0;;0;;;6;378;;;993
MCO;2024;570000646;HOPITAL-CLINIQUE CLAUDE BERNARD;570001115;80;29200;10704;5746;20641;64;23360;4155;241;15493;18;6570;1180;3;4519;162;59130;16039;5990;40653;0;2;;;12020;18;24235;0;274;;;18;24511;;;12020
MCO;2024;570000661;HOPITAL SAINT JOSEPH DE BITCHE;570000158;26;8570;626;8;5428;;;0;0;0;;;0;0;0;26;8570;626;8;5428;;0;;;31;;0;;0;;;;0;;;31
MCO;2024;570000687;CH LEMIRE DE SAINT-AVOLD;570025254;20;7320;168;2;3431;;;0;0;0;;;0;0;0;20;7320;168;2;3431;5;1032;;;0;;0;;0;;;5;1032;;;0
MCO;2024;570000893;CHS DE SARREGUEMINES;570000141;30;10980;343;3;7222;;;0;0;0;;;0;0;0;30;10980;343;3;7222;0;0;;;0;;0;;0;;;0;0;;;0
MCO;2024;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;163;59230;7776;1433;45185;53;18797;2796;33;11860;17;6222;840;329;1817;233;84249;11412;1795;58862;18;718;;;4161;29;5503;;0;;;47;6221;;;4161
MCO;2024;570000950;CLINIQUE STE ELISABETH DE YUTZ;570030395;62;22630;2672;7;17213;;;0;0;0;;;0;0;0;62;22630;2672;7;17213;2;1299;;;117;;0;;0;;;2;1299;;;117
MCO;2024;570000968;CH LE SECQ DE CREPY DE BOULAY;570000430;20;7320;293;3;4187;;;0;0;0;;;0;0;0;20;7320;293;3;4187;;0;;;0;;0;;0;;;;0;;;0
MCO;2024;570000992;HOPITAL SAINT JACQUES DE DIEUZE;570000497;9;3285;165;0;2941;;;0;0;0;;;0;0;0;9;3285;165;0;2941;;0;;;0;;0;;0;;;;0;;;0
MCO;2024;570001016;EPSM METZ-JURY;570000513;10;3660;201;4;2316;;;0;0;0;;;0;0;0;10;3660;201;4;2316;7;515;;;0;;0;;0;;;7;515;;;0
MCO;2024;570001057;HOPITAL BELLE-ISLE DE METZ - HPM;570023630;42;12768;1386;8;10695;4;1464;117;1;117;;;0;0;0;46;14232;1503;9;10812;10;5908;;;1;21;3646;;0;;;31;9554;;;1
MCO;2024;570003079;CENTRE DE GERIATRIE LE KEM - SOS SANTE;570010181;46;16193;1782;15;13380;;;0;0;0;;;0;0;0;46;16193;1782;15;13380;6;1310;;;31;;0;;0;;;6;1310;;;31
MCO;2024;570005215;CENTRE FELIX MARECHAL DE METZ - CHR;570005165;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;5;335;;;7;;0;;0;;;5;335;;;7
MCO;2024;570009670;HOPITAL ST MAURICE ASSPO;570027995;19;6954;415;2;4266;;;0;0;0;;;0;0;0;19;6954;415;2;4266;;0;;;0;;0;;0;;;;0;;;0
MCO;2024;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;187;59160;8037;62;53018;199;67580;9031;118;40046;;;0;0;0;386;126740;17068;180;93064;57;5815;;;37429;37;7684;;0;;;94;13499;;;37429
MCO;2024;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;415;147872;24913;2123;131771;131;47781;7541;296;36914;72;26352;5153;214;20823;618;222005;37607;2633;189508;37;5664;;;60635;34;8941;7;2306;;;78;16911;;;60635
MCO;2024;580004836;CENTRE COLBERT MEDECINE ET SSR;580780039;23;8418;849;7;8264;;;0;0;0;;;0;0;0;23;8418;849;7;8264;5;266;;;1;;0;;0;;;5;266;;;1
MCO;2024;580780138;POLYCLINIQUE DU VAL DE LOIRE;580000024;24;8760;757;10;5142;45;16470;1943;5;6668;;;0;0;0;69;25230;2700;15;11810;0;0;;;7757;37;11116;;0;;;37;11116;;;7757
MCO;2024;580780187;MAISON CONVALESC. LUZY CLIN. DU MORVAN;580000057;10;3650;207;0;2053;0;0;0;0;0;0;0;0;0;0;10;3650;207;0;2053;0;0;;;0;0;0;0;0;;;0;0;;;0
MCO;2024;580972610;HOPITAL LOCAL LES CYGNES LORMES;580780054;15;5490;188;0;1567;;;0;0;0;;;0;0;0;15;5490;188;0;1567;;0;;;0;;0;;0;;;;0;;;0
MCO;2024;580972651;CH CHATEAU-CHINON;580780047;16;5856;88;1;1166;0;0;0;0;0;0;0;0;0;0;16;5856;88;1;1166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MCO;2024;580972669;CH CLAMECY;580780070;36;12700;1646;357;12042;;;0;0;0;;;0;0;0;36;12700;1646;357;12042;2;118;;;35;;0;;0;;;2;118;;;35
MCO;2024;580972677;CH COSNE COURS SUR LOIRE;580780088;28;10248;1882;369;10849;;;0;0;0;;;0;0;0;28;10248;1882;369;10849;3;24;;;257;;0;;0;;;3;24;;;257
MCO;2024;580972685;CH DECIZE;580780096;75;23451;2924;318;20306;0;;0;0;0;0;;70;70;0;75;23451;2994;388;20306;8;48;;;196;8;2613;;0;;;16;2661;;;196
MCO;2024;580972693;HOPITAL PIERRE BEREGOVOY;580780039;204;78245;11781;973;72391;65;23532;3208;42;20191;24;8784;1598;88;6388;293;110561;16587;1103;98970;23;917;;;20736;12;2197;1;100;;;36;3214;;;20736
MCO;2024;590000014;CH SOMAIN;590780052;42;15372;753;9;8258;;;0;0;0;;;0;0;0;42;15372;753;9;8258;2;1;2;1;0;;0;;0;;;2;1;2;1;0
MCO;2024;590000121;CH SECLIN;590780227;162;58546;10436;2542;49998;35;13950;2609;1;9225;41;14892;2381;16;9238;238;87388;15426;2559;68461;19;3130;;;3151;18;3876;3;1132;;;40;8138;;;3151
MCO;2024;590000188;CLCC OSCAR LAMBRET LILLE;590780334;101;31506;4460;1110;17008;44;16058;1960;131;9185;0;0;0;0;0;145;47564;6420;1241;26193;11;6796;0;0;71970;15;3027;0;0;0;0;26;9823;0;0;71970
MCO;2024;590000337;CH DUNKERQUE;590781415;298;107778;21069;2735;90518;88;32193;6091;441;24007;31;11346;2137;30;7944;417;151317;29297;3206;122469;36;4185;;;23709;34;7617;8;1364;;;78;13166;;;23709
MCO;2024;590000428;CH CAMBRAI;590781605;213;76747;10695;1387;61774;66;24090;3124;141;16418;18;6570;771;53;2619;297;107407;14590;1581;80811;12;1118;;;10620;50;6255;2;296;;;64;7669;;;10620
MCO;2024;590000436;CH LE CATEAU;590781621;51;18615;4926;2178;15600;0;;0;0;0;15;5475;671;156;1981;66;24090;5597;2334;17581;20;3075;;;227;;0;;0;;;20;3075;;;227
MCO;2024;590000469;CH FOURMIES;590781662;60;21900;2982;480;16044;15;5475;687;37;2907;14;5110;677;79;2189;89;32485;4346;596;21140;0;0;0;0;5028;6;586;0;0;0;0;6;586;0;0;5028
MCO;2024;590000477;CH LE QUESNOY;590781670;45;16425;1506;95;14810;;;0;0;0;;;0;0;0;45;16425;1506;95;14810;9;253;;;283;;0;;0;;;9;253;;;283
MCO;2024;590000527;CH AVESNES;590781795;72;25219;1192;15;15842;;;0;0;0;;;0;0;0;72;25219;1192;15;15842;10;256;;;0;;0;;0;;;10;256;;;0
MCO;2024;590000535;CH DE MAUBEUGE MCO;590781803;214;75467;15938;4819;69824;30;10898;1865;84;8535;22;8052;1744;211;6371;266;94417;19547;5114;84730;12;3159;;;1449;6;1313;;0;;;18;4472;;;1449
MCO;2024;590000543;CH FELLERIES-LIESSIES;590781811;10;3650;230;0;2713;;;0;0;0;;;0;0;0;10;3650;230;0;2713;;0;;;0;;0;;0;;;;0;;;0
MCO;2024;590000592;CH DENAIN;590782165;131;47946;7785;1742;44117;57;20862;2278;0;10609;22;8052;1183;7;4440;210;76860;11246;1749;59166;9;1122;;;2879;23;4454;4;419;;;36;5995;;;2879
MCO;2024;590000600;CH SAINT- AMAND LES EAUX;590782207;48;17520;1277;6;11195;;;0;0;0;;;0;0;0;48;17520;1277;6;11195;2;353;;;94;;0;;0;;;2;353;;;94
MCO;2024;590000618;CH VALENCIENNES;590782215;591;208257;34505;7400;167453;198;70010;10671;1017;41181;77;28105;5415;139;21897;866;306372;50591;8556;230531;62;12627;;;42849;29;11186;7;2062;;;98;25875;;;42849
MCO;2024;590000691;CH WATTRELOS;590782439;22;8052;1456;268;6714;;;0;0;0;;;0;0;0;22;8052;1456;268;6714;4;484;;;51;;0;;0;;;4;484;;;51
MCO;2024;590000758;CH ARMENTIERES;590782637;134;48816;9553;2762;39824;37;13542;2136;55;9570;23;8418;1429;68;5457;194;70776;13118;2885;54851;14;4103;1;194;2161;14;5036;2;299;;;30;9438;1;194;2161
MCO;2024;590000766;CH BAILLEUL;590782645;24;8760;534;5;6862;;;0;0;0;;;0;0;0;24;8760;534;5;6862;4;20;;;40;;0;;0;;;4;20;;;40
MCO;2024;590000774;CH HAZEBROUCK;590782652;56;19820;5865;2747;17928;15;5490;815;21;3291;23;8418;1225;47;4334;94;33728;7905;2815;25553;4;3916;3;281;2175;6;3473;;5;;;10;7394;3;281;2175
MCO;2024;590001004;CH DOUAI DECHY;590783239;285;102282;16321;1162;84395;74;26695;3724;178;19739;28;10248;2345;537;7698;387;139225;22390;1877;111832;21;3556;;;17045;16;4801;2;245;;;39;8602;;;17045
MCO;2024;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;76;27740;3066;141;21137;;;0;0;0;;;0;0;0;76;27740;3066;141;21137;17;1653;;;1214;;0;;0;;;17;1653;;;1214
MCO;2024;590006607;HOP JEANNE DE FLANDRE CHU LILLE;590780193;182;65419;6709;572;47384;29;10558;1184;89;4284;123;43812;7569;215;33493;334;119789;15462;876;85161;22;4316;;;5106;18;3350;34;5832;;;74;13498;;;5106
MCO;2024;590006896;POLYCLINIQUE DE LA THIÉRACHE;590000519;6;2052;53;0;136;30;10260;1392;19;3964;;;0;0;0;36;12312;1445;19;4100;2;1222;;;151;28;4850;;0;;;30;6072;;;151
MCO;2024;590008041;POLYCLINIQUE VAUBAN;590008033;110;40150;5214;601;24254;68;24820;3395;0;12075;;;0;0;0;178;64970;8609;601;36329;39;4632;;;12537;39;10945;;0;;;78;15577;;;12537
MCO;2024;590047718;HOPITAL DE JOUR ALCOOLOGIE;590780052;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;10;1599;;;0;;0;;0;;;10;1599;;;0
MCO;2024;590049565;MAISON MEDICALE JEAN XXIII;780020715;20;7320;228;3;5848;;;0;0;0;;;0;0;0;20;7320;228;3;5848;0;0;;;0;;0;;0;;;0;0;;;0
MCO;2024;590052056;GCS GHICL CLINIQUE STE MARIE;590051801;40;14600;1582;2;5432;36;13140;1273;0;3448;22;8030;595;7;2282;98;35770;3450;9;11162;27;5158;;;4026;24;4368;1;12;;;52;9538;;;4026
MCO;2024;590780060;INSTITUT OPHTALMIQUE;590000022;0;0;0;0;0;17;2652;442;0;447;0;0;0;0;0;17;2652;442;0;447;0;0;0;0;0;14;9682;;0;0;0;14;9682;0;0;0
MCO;2024;590780094;CENTRE LEONARD DE VINCI;590000055;9;2709;671;0;2072;;;0;0;0;;;0;0;0;9;2709;671;0;2072;21;1594;0;0;10963;;0;;0;;;21;1594;0;0;10963
MCO;2024;590780250;CLINIQUE LILLE SUD;590053955;;;0;0;0;43;15695;1224;15;2919;;;0;0;0;43;15695;1224;15;2919;;0;;;9;27;23806;;0;;;27;23806;;;9
MCO;2024;590780268;HOPITAL PRIVÉ LE BOIS;590053955;84;30660;6186;395;33575;126;45990;7659;79;18709;65;23725;1561;16;6369;275;100375;15406;490;58653;0;0;;;36081;33;24685;;0;;;33;24685;;;36081
MCO;2024;590780284;GCS GHICL HÔPITAL ST PHILIBERT;590051801;196;71450;13709;2542;60299;106;38690;4307;191;22291;;;0;0;0;302;110140;18016;2733;82590;42;8500;;;1723;12;3570;;0;;;54;12070;;;1723
MCO;2024;590780342;CLINIQUE AMBROISE PARE;590053955;;;0;0;0;4;1460;66;0;67;;;0;0;0;4;1460;66;0;67;;0;;;0;14;8808;;0;;;14;8808;;;0
MCO;2024;590780383;HOPITAL PRIVE LA LOUVIERE;590000204;43;15695;4301;37;11522;71;25915;4240;152;9368;;;0;0;0;114;41610;8541;189;20890;34;6040;;;30644;55;20420;;0;;;89;26460;;;30644
MCO;2024;590781571;CLINIQUE DU CAMBRESIS;590000402;;;0;0;0;32;11296;1294;0;3398;;;0;0;0;32;11296;1294;0;3398;;0;;;89;11;2560;;0;;;11;2560;;;89
MCO;2024;590781951;CLINIQUE DU SPORT ET D'ORTHOPEDIE;590053955;16;5475;0;0;0;61;22265;2972;7;10319;;;0;0;0;77;27740;2972;7;10319;11;2186;;;44;19;4535;;0;;;30;6721;;;44
MCO;2024;590782256;NOUVELLE CLINIQUE DES DENTELLIERES;590000659;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;24;1120;;;11143;;0;;0;;;24;1120;;;11143
MCO;2024;590782298;POLYCLINIQUE DU PARC;590000675;10;3650;474;5;2079;95;34675;3338;0;8378;0;0;537;0;1976;105;38325;4349;5;12433;4;2900;;;51;23;11935;0;;;;27;14835;;;51
MCO;2024;590782546;SAS CLINIQUE LES PEUPLIERS;590000733;13;4758;260;1;3547;;;1;0;3;;;0;0;0;13;4758;261;1;3550;4;1436;4;1464;0;8;2873;;0;;;12;4309;4;1464;0
MCO;2024;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;52;18980;3920;510;11627;59;21535;3133;349;7859;37;13505;1460;47;5579;148;54020;8513;906;25065;11;44;;;3218;63;19634;;0;;;74;19678;;;3218
MCO;2024;590784864;HOP CALMETTE CHU LILLE;590780193;40;14622;1440;23;13527;;;0;0;0;;;0;0;0;40;14622;1440;23;13527;0;159;;;83;;0;;0;;;0;159;;;83
MCO;2024;590785374;CLINIQUE TEISSIER;620001834;65;21900;2320;20;12983;;;0;0;0;;;0;0;0;65;21900;2320;20;12983;20;2021;;;4159;;0;;0;;;20;2021;;;4159
MCO;2024;590787586;INSTITUT COEUR POUMON CHU LILLE;590780193;303;111448;13122;1209;75730;91;32166;3180;121;19707;;;0;0;0;394;143614;16302;1330;95437;73;13933;;;4103;;0;;0;;;73;13933;;;4103
MCO;2024;590788964;SARL CLINIQUE DU PARC;590001756;14;4858;768;3;2428;20;6940;260;2;659;0;0;0;0;0;34;11798;1028;5;3087;10;203;0;0;5299;27;5881;;0;;;37;6084;0;0;5299
MCO;2024;590790655;SAINT ROCH CHIRURGIE;440052041;;;0;0;0;24;9950;3194;22;4884;;;0;0;0;24;9950;3194;22;4884;;0;;;23;5;5043;;0;;;5;5043;;;23
MCO;2024;590791091;CSPA LES BATELIERS CHU LILLE;590780193;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;7;748;;;22;;0;;0;;;7;748;;;22
MCO;2024;590796975;HÔPITAL SALENGRO CHU LILLE;590780193;325;114427;31611;9508;90827;285;100145;14464;3053;56549;;;0;0;0;610;214572;46075;12561;147376;46;3875;;;10927;56;11330;;0;;;102;15205;;;10927
MCO;2024;590797353;GCS GHICL HOPITAL SAINT VINCENT -;590051801;263;95995;17246;3538;77396;44;16060;2285;237;8430;31;11315;2829;95;10996;338;123370;22360;3870;96822;97;15781;;;11451;23;5321;1;80;;;121;21182;;;11451
MCO;2024;590801106;HOPITAL VICTOR PROVO;590782421;403;145327;20998;2959;110320;101;36865;5613;623;21860;66;24090;4425;283;18056;570;206282;31036;3865;150236;43;6769;;;28648;26;4898;11;2273;;;80;13940;;;28648
MCO;2024;590804696;CENTRE HOSPITALIER DE TOURCOING;590781902;230;83393;15000;3681;74075;56;20101;3978;1015;14701;37;13196;3060;867;8005;323;116690;22038;5563;96781;30;5372;;;4466;5;1414;;0;;;35;6786;;;4466
MCO;2024;590806360;CLINIQUE DE LA MITTERIE;590003596;14;5124;1257;14;3068;;;0;0;0;;;0;0;0;14;5124;1257;14;3068;14;4238;;;0;;0;;0;;;14;4238;;;0
MCO;2024;590811279;HOP CLAUDE HURIEZ CHU LILLE;590780193;377;132128;13369;927;100902;141;50462;7741;403;32669;;;0;0;0;518;182590;21110;1330;133571;113;13488;;;36914;78;15588;;0;;;191;29076;;;36914
MCO;2024;590812186;SERVICE D'ADDICTOLOGIE;590782421;18;6570;400;2;4483;;;0;0;0;;;0;0;0;18;6570;400;2;4483;14;2162;;;0;;0;;0;;;14;2162;;;0
MCO;2024;590813176;CLINIQUE DES HETRES;590005278;1;365;0;0;0;39;14235;902;0;3930;0;0;0;0;0;40;14600;902;0;3930;4;0;0;0;0;20;3668;;0;;;24;3668;0;0;0
MCO;2024;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;4;1416;4;0;33;32;11328;1017;6;3329;;;0;0;0;36;12744;1021;6;3362;;0;;;7;27;3159;;0;;;27;3159;;;7
MCO;2024;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;33;11286;265;31;1279;101;34542;1414;141;4081;0;;0;0;0;134;45828;1679;172;5360;10;83;0;0;45;7;4083;0;0;;;17;4166;0;0;45
MCO;2024;590815056;CLINIQUE DE FLANDRE;590005492;28;9744;1429;11;8637;28;10080;1586;28;3510;0;;0;0;0;56;19824;3015;39;12147;13;3022;;;5267;28;10062;;0;;;41;13084;;;5267
MCO;2024;590816310;CLINIQUE SAINT AME;590000048;18;6570;1327;276;5462;40;14600;2237;65;5974;25;9125;962;26;3395;83;30295;4526;367;14831;15;940;;;746;39;10237;0;0;;;54;11177;;;746
MCO;2024;590817458;CLINIQUE DE LA VICTOIRE;590053955;23;8395;456;0;6972;33;12045;1053;1;2214;;;0;0;0;56;20440;1509;1;9186;;;;;2756;15;9823;;0;;;15;9823;;;2756
MCO;2024;590817839;CLINIQUE DU VAL DE LYS;590053955;10;3650;47;0;458;;;0;0;0;;;0;0;0;10;3650;47;0;458;5;10;;;0;;0;;0;;;5;10;;;0
MCO;2024;600000053;CH GHPSO SENLIS;600101984;103;37387;2944;22;31211;0;;6;0;8;52;18514;4123;522;13605;155;55901;7073;544;44824;4;1041;;;257;7;1396;1;991;;;12;3428;;;257
MCO;2024;600000152;CH CHAUMONT-EN-VEXIN;600100572;20;7320;366;0;5946;0;0;0;0;0;0;0;0;0;0;20;7320;366;0;5946;2;23;0;0;0;0;0;0;0;0;;2;23;0;0;0
MCO;2024;600000186;CH CLERMONT;600100648;40;12444;3554;789;15106;15;5490;785;1;3039;;;0;0;0;55;17934;4339;790;18145;6;690;;;325;7;1087;1;82;;;14;1859;;;325
MCO;2024;600000194;CH BEAUVAIS;600100713;301;105225;13780;425;93389;49;19705;2934;58;14299;43;15738;2706;110;10487;393;140668;19420;593;118175;20;2350;;;34854;14;3384;2;701;;;36;6435;;;34854
MCO;2024;600000285;CH CHICN NOYON;600100721;33;12078;1750;129;11584;0;0;0;0;0;0;0;0;0;0;33;12078;1750;129;11584;0;23;0;0;17;;0;;0;;;0;23;0;0;17
MCO;2024;600000467;CH GHPSO CREIL;600101984;197;71420;11473;914;63193;46;16815;3071;112;12471;;;230;229;2;243;88235;14774;1255;75666;15;1582;;;25141;16;3156;0;0;;;31;4738;;;25141
MCO;2024;600010862;SAS CENTRE CHIRURGICAL DE CHANTILLY;600010854;0;;1;0;1;30;10980;810;72;1527;0;;0;0;0;30;10980;811;72;1528;0;0;;;0;20;6595;0;0;;;20;6595;;;0
MCO;2024;600013999;CENTRE CHIRURGICAL;600008635;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;0;;;0;5;4369;0;0;;;5;4369;;;0
MCO;2024;600100101;CH AP-HP LIANCOURT;750712184;29;10614;827;3;9901;;;0;0;0;;;0;0;0;29;10614;827;3;9901;2;87;;;4;;0;;0;;;2;87;;;4
MCO;2024;600100168;CENTRE MÉDICO-CHIRURGICAL DES JOCKEYS;600106629;31;12775;1760;5;7513;21;7665;958;18;2484;0;;0;0;0;52;20440;2718;23;9997;8;3125;;;2023;6;979;;0;;;14;4104;;;2023
