date,service,lits_total,lits_occupes,lits_disponibles,taux_occupation,personnel_total,personnel_disponible,personnel_occupe
2022-12-17,Neurologie,100,81,19,81.7,180,154,145
2022-12-17,Maladies Infectieuses,80,82,0,102.6,140,132,93
2022-12-17,Pédiatrie,60,59,1,98.4,120,110,78
2022-12-17,Réanimation,104,102,2,98.8,312,269,214
2022-12-18,Urgences,50,55,0,110.0,150,127,95
2022-12-18,Cardiologie,120,107,13,89.4,200,178,129
2022-12-18,Neurologie,100,89,11,89.8,180,160,115
2022-12-18,Maladies Infectieuses,80,85,0,107.0,140,120,110
2022-12-18,Pédiatrie,60,54,6,90.8,120,112,102
2022-12-18,Réanimation,104,106,0,102.4,312,276,225
2022-12-19,Urgences,50,55,0,110.0,150,128,89
2022-12-19,Cardiologie,120,107,13,89.4,200,180,141
2022-12-19,Neurologie,100,79,21,79.9,180,165,155
2022-12-19,Maladies Infectieuses,80,78,2,98.3,140,124,106
2022-12-19,Pédiatrie,60,60,0,100.9,120,112,93
2022-12-19,Réanimation,104,114,0,110.0,312,287,239
2022-12-20,Urgences,50,55,0,110.0,150,133,116
2022-12-20,Cardiologie,120,106,14,88.6,200,177,143
2022-12-20,Neurologie,100,83,17,83.1,180,157,126
2022-12-20,Maladies Infectieuses,80,82,0,103.7,140,119,94
2022-12-20,Pédiatrie,60,56,4,93.7,120,108,91
2022-12-20,Réanimation,104,103,1,99.1,312,295,266
2022-12-21,Urgences,50,55,0,110.0,150,139,127
2022-12-21,Cardiologie,120,122,0,102.1,200,185,162
2022-12-21,Neurologie,100,89,11,89.2,180,156,114
2022-12-21,Maladies Infectieuses,80,76,4,96.1,140,132,103
2022-12-21,Pédiatrie,60,62,0,104.3,120,102,72
2022-12-21,Réanimation,104,105,0,101.6,312,292,229
2022-12-22,Urgences,50,52,0,105.9,150,135,121
2022-12-22,Cardiologie,120,112,8,93.7,200,186,160
2022-12-22,Neurologie,100,88,12,88.7,180,166,143
2022-12-22,Maladies Infectieuses,80,84,0,106.1,140,125,90
2022-12-22,Pédiatrie,60,55,5,91.8,120,107,99
2022-12-22,Réanimation,104,106,0,102.3,312,274,204
2022-12-23,Urgences,50,55,0,110.0,150,139,101
2022-12-23,Cardiologie,120,104,16,87.0,200,183,154
2022-12-23,Neurologie,100,89,11,89.8,180,164,132
2022-12-23,Maladies Infectieuses,80,84,0,106.2,140,125,97
2022-12-23,Pédiatrie,60,52,8,88.0,120,111,93
2022-12-23,Réanimation,104,101,3,97.8,312,289,213
2022-12-24,Urgences,50,51,0,102.0,150,130,121
2022-12-24,Cardiologie,120,114,6,95.2,200,178,141
2022-12-24,Neurologie,100,77,23,77.6,180,162,121
2022-12-24,Maladies Infectieuses,80,77,3,96.6,140,125,114
2022-12-24,Pédiatrie,60,61,0,102.3,120,113,99
2022-12-24,Réanimation,104,105,0,101.4,312,291,265
2022-12-25,Urgences,50,55,0,110.0,150,141,119
2022-12-25,Cardiologie,120,103,17,86.6,200,170,129
2022-12-25,Neurologie,100,90,10,90.7,180,168,147
2022-12-25,Maladies Infectieuses,80,78,2,98.1,140,125,97
2022-12-25,Pédiatrie,60,51,9,86.0,120,109,84
2022-12-25,Réanimation,104,106,0,102.7,312,286,268
2022-12-26,Urgences,50,55,0,110.0,150,133,118
2022-12-26,Cardiologie,120,108,12,90.3,200,184,136
2022-12-26,Neurologie,100,84,16,84.6,180,170,152
2022-12-26,Maladies Infectieuses,80,85,0,107.1,140,131,96
2022-12-26,Pédiatrie,60,60,0,101.0,120,107,92
2022-12-26,Réanimation,104,106,0,102.7,312,287,224
2022-12-27,Urgences,50,55,0,110.0,150,142,104
2022-12-27,Cardiologie,120,100,20,83.5,200,178,148
2022-12-27,Neurologie,100,85,15,86.0,180,162,130
2022-12-27,Maladies Infectieuses,80,81,0,101.3,140,128,110
2022-12-27,Pédiatrie,60,57,3,95.9,120,112,92
2022-12-27,Réanimation,104,102,2,98.8,312,293,217
2022-12-28,Urgences,50,55,0,110.0,150,130,108
2022-12-28,Cardiologie,120,97,23,81.5,200,180,158
2022-12-28,Neurologie,100,75,25,75.7,180,169,127
2022-12-28,Maladies Infectieuses,80,76,4,96.1,140,132,109
2022-12-28,Pédiatrie,60,53,7,89.7,120,104,93
2022-12-28,Réanimation,104,100,4,96.9,312,265,239
2022-12-29,Urgences,50,55,0,110.0,150,130,117
2022-12-29,Cardiologie,120,105,15,87.6,200,177,156
2022-12-29,Neurologie,100,80,20,80.2,180,159,121
2022-12-29,Maladies Infectieuses,80,80,0,100.8,140,125,90
2022-12-29,Pédiatrie,60,53,7,88.9,120,105,94
2022-12-29,Réanimation,104,107,0,103.3,312,282,223
2022-12-30,Urgences,50,55,0,110.0,150,136,123
2022-12-30,Cardiologie,120,110,10,92.0,200,172,139
2022-12-30,Neurologie,100,81,19,81.6,180,153,110
2022-12-30,Maladies Infectieuses,80,79,1,99.2,140,129,118
2022-12-30,Pédiatrie,60,58,2,96.8,120,110,81
2022-12-30,Réanimation,104,99,5,95.9,312,280,221
2022-12-31,Urgences,50,55,0,110.0,150,130,108
2022-12-31,Cardiologie,120,107,13,89.9,200,174,156
2022-12-31,Neurologie,100,92,8,92.3,180,164,152
2022-12-31,Maladies Infectieuses,80,77,3,97.0,140,124,105
2022-12-31,Pédiatrie,60,58,2,98.0,120,102,87
2022-12-31,Réanimation,104,110,0,106.2,312,286,212
2023-01-01,Urgences,50,54,0,109.8,150,131,114
2023-01-01,Cardiologie,120,108,12,90.2,200,176,132
2023-01-01,Neurologie,100,92,8,92.8,180,170,152
2023-01-01,Maladies Infectieuses,80,83,0,104.0,140,120,84
2023-01-01,Pédiatrie,60,57,3,95.3,120,105,93
2023-01-01,Réanimation,104,103,1,99.8,312,266,192
2023-01-02,Urgences,50,55,0,110.0,150,138,120
2023-01-02,Cardiologie,120,111,9,92.5,200,175,136
2023-01-02,Neurologie,100,73,27,73.7,180,155,119
2023-01-02,Maladies Infectieuses,80,86,0,108.5,140,119,86
2023-01-02,Pédiatrie,60,53,7,89.8,120,103,86
2023-01-02,Réanimation,104,102,2,98.9,312,287,231
2023-01-03,Urgences,50,52,0,104.6,150,128,108
2023-01-03,Cardiologie,120,105,15,88.1,200,188,168
2023-01-03,Neurologie,100,79,21,79.8,180,165,119
2023-01-03,Maladies Infectieuses,80,88,0,110.0,140,131,106
2023-01-03,Pédiatrie,60,61,0,102.5,120,105,83
2023-01-03,Réanimation,104,111,0,107.6,312,265,230
2023-01-04,Urgences,50,55,0,110.0,150,142,123
2023-01-04,Cardiologie,120,107,13,89.6,200,173,155
2023-01-04,Neurologie,100,75,25,75.5,180,164,124
2023-01-04,Maladies Infectieuses,80,82,0,103.2,140,119,89
2023-01-04,Pédiatrie,60,57,3,96.6,120,102,79
2023-01-04,Réanimation,104,99,5,95.7,312,279,253
2023-01-05,Urgences,50,55,0,110.0,150,131,117
2023-01-05,Cardiologie,120,116,4,97.1,200,187,168
2023-01-05,Neurologie,100,86,14,86.3,180,162,124
2023-01-05,Maladies Infectieuses,80,85,0,106.5,140,123,114
2023-01-05,Pédiatrie,60,56,4,94.4,120,108,89
2023-01-05,Réanimation,104,110,0,106.2,312,284,235
2023-01-06,Urgences,50,55,0,110.0,150,140,114
2023-01-06,Cardiologie,120,112,8,93.7,200,175,138
2023-01-06,Neurologie,100,82,18,82.5,180,157,127
2023-01-06,Maladies Infectieuses,80,84,0,106.0,140,120,86
2023-01-06,Pédiatrie,60,60,0,100.9,120,112,94
2023-01-06,Réanimation,104,114,0,110.0,312,266,220
2023-01-07,Urgences,50,55,0,110.0,150,133,120
2023-01-07,Cardiologie,120,111,9,92.8,200,182,156
2023-01-07,Neurologie,100,88,12,88.6,180,164,122
2023-01-07,Maladies Infectieuses,80,82,0,103.3,140,122,98
2023-01-07,Pédiatrie,60,53,7,88.6,120,105,74
2023-01-07,Réanimation,104,100,4,96.4,312,292,253
2023-01-08,Urgences,50,55,0,110.0,150,134,118
2023-01-08,Cardiologie,120,103,17,86.4,200,186,161
2023-01-08,Neurologie,100,87,13,87.0,180,154,113
2023-01-08,Maladies Infectieuses,80,87,0,109.6,140,131,98
2023-01-08,Pédiatrie,60,48,12,80.9,120,107,92
2023-01-08,Réanimation,104,105,0,101.9,312,284,255
2023-01-09,Urgences,50,55,0,110.0,150,133,104
2023-01-09,Cardiologie,120,107,13,89.9,200,170,156
2023-01-09,Neurologie,100,75,25,75.6,180,158,112
2023-01-09,Maladies Infectieuses,80,84,0,105.8,140,126,102
2023-01-09,Pédiatrie,60,57,3,95.1,120,106,91
2023-01-09,Réanimation,104,110,0,106.5,312,267,197
2023-01-10,Urgences,50,55,0,110.0,150,141,118
2023-01-10,Cardiologie,120,97,23,81.3,200,177,166
2023-01-10,Neurologie,100,83,17,83.9,180,154,134
2023-01-10,Maladies Infectieuses,80,77,3,96.8,140,121,98
2023-01-10,Pédiatrie,60,54,6,91.6,120,112,81
2023-01-10,Réanimation,104,102,2,98.7,312,284,219
2023-01-11,Urgences,50,55,0,110.0,150,136,129
2023-01-11,Cardiologie,120,120,0,100.3,200,183,158
2023-01-11,Neurologie,100,81,19,81.6,180,167,123
2023-01-11,Maladies Infectieuses,80,80,0,101.2,140,130,116
2023-01-11,Pédiatrie,60,53,7,89.4,120,113,101
2023-01-11,Réanimation,104,102,2,98.7,312,268,220
2023-01-12,Urgences,50,55,0,110.0,150,131,112
2023-01-12,Cardiologie,120,107,13,89.9,200,188,145
2023-01-12,Neurologie,100,88,12,88.6,180,168,155
2023-01-12,Maladies Infectieuses,80,82,0,102.7,140,122,100
2023-01-12,Pédiatrie,60,56,4,93.9,120,108,87
2023-01-12,Réanimation,104,106,0,102.6,312,287,220
2023-01-13,Urgences,50,55,0,110.0,150,127,104
2023-01-13,Cardiologie,120,106,14,88.4,200,172,138
2023-01-13,Neurologie,100,77,23,77.1,180,160,127
2023-01-13,Maladies Infectieuses,80,84,0,105.5,140,120,106
2023-01-13,Pédiatrie,60,58,2,97.5,120,102,72
2023-01-13,Réanimation,104,106,0,101.9,312,282,210
2023-01-14,Urgences,50,55,0,110.0,150,139,105
2023-01-14,Cardiologie,120,106,14,89.1,200,175,164
2023-01-14,Neurologie,100,83,17,83.5,180,167,151
2023-01-14,Maladies Infectieuses,80,74,6,92.8,140,121,88
2023-01-14,Pédiatrie,60,53,7,89.5,120,107,84
2023-01-14,Réanimation,104,98,6,95.1,312,287,253
2023-01-15,Urgences,50,55,0,110.0,150,131,100
2023-01-15,Cardiologie,120,109,11,91.3,200,185,166
2023-01-15,Neurologie,100,80,20,80.4,180,161,148
2023-01-15,Maladies Infectieuses,80,86,0,107.8,140,131,116
2023-01-15,Pédiatrie,60,53,7,89.6,120,106,96
2023-01-15,Réanimation,104,107,0,103.2,312,276,240
2023-01-16,Urgences,50,52,0,104.5,150,138,122
2023-01-16,Cardiologie,120,112,8,93.9,200,185,141
2023-01-16,Neurologie,100,73,27,73.4,180,160,131
2023-01-16,Maladies Infectieuses,80,78,2,98.4,140,119,99
2023-01-16,Pédiatrie,60,53,7,89.1,120,102,80
2023-01-16,Réanimation,104,110,0,106.5,312,282,252
2023-01-17,Urgences,50,55,0,110.0,150,134,113
2023-01-17,Cardiologie,120,118,2,98.4,200,182,151
2023-01-17,Neurologie,100,72,28,72.3,180,157,145
2023-01-17,Maladies Infectieuses,80,82,0,103.7,140,120,89
2023-01-17,Pédiatrie,60,55,5,92.3,120,106,96
2023-01-17,Réanimation,104,104,0,100.9,312,269,208
2023-01-18,Urgences,50,55,0,110.0,150,137,106
2023-01-18,Cardiologie,120,108,12,90.6,200,183,169
2023-01-18,Neurologie,100,82,18,83.0,180,168,142
2023-01-18,Maladies Infectieuses,80,87,0,109.5,140,123,102
2023-01-18,Pédiatrie,60,56,4,93.7,120,112,89
2023-01-18,Réanimation,104,104,0,100.4,312,294,251
2023-01-19,Urgences,50,55,0,110.0,150,128,113
2023-01-19,Cardiologie,120,101,19,84.8,200,182,133
2023-01-19,Neurologie,100,78,22,79.0,180,160,148
2023-01-19,Maladies Infectieuses,80,80,0,100.4,140,124,105
2023-01-19,Pédiatrie,60,62,0,104.0,120,104,82
2023-01-19,Réanimation,104,107,0,103.8,312,276,253
2023-01-20,Urgences,50,55,0,110.0,150,134,106
2023-01-20,Cardiologie,120,113,7,94.9,200,187,140
2023-01-20,Neurologie,100,82,18,82.3,180,162,126
2023-01-20,Maladies Infectieuses,80,74,6,92.6,140,129,105
2023-01-20,Pédiatrie,60,50,10,84.1,120,110,96
2023-01-20,Réanimation,104,101,3,97.5,312,274,193
2023-01-21,Urgences,50,55,0,110.0,150,135,124
2023-01-21,Cardiologie,120,103,17,86.6,200,171,123
2023-01-21,Neurologie,100,80,20,80.7,180,169,118
2023-01-21,Maladies Infectieuses,80,75,5,94.0,140,122,92
2023-01-21,Pédiatrie,60,55,5,92.0,120,109,78
2023-01-21,Réanimation,104,105,0,101.2,312,272,196
2023-01-22,Urgences,50,55,0,110.0,150,136,127
2023-01-22,Cardiologie,120,107,13,89.4,200,188,171
2023-01-22,Neurologie,100,81,19,81.9,180,167,151
2023-01-22,Maladies Infectieuses,80,72,8,90.4,140,131,107
2023-01-22,Pédiatrie,60,58,2,97.3,120,104,77
2023-01-22,Réanimation,104,104,0,100.3,312,268,249
2023-01-23,Urgences,50,55,0,110.0,150,133,118
2023-01-23,Cardiologie,120,112,8,93.8,200,171,158
2023-01-23,Neurologie,100,87,13,87.0,180,154,109
2023-01-23,Maladies Infectieuses,80,80,0,100.2,140,121,109
2023-01-23,Pédiatrie,60,58,2,96.8,120,111,92
2023-01-23,Réanimation,104,102,2,98.9,312,273,211
2023-01-24,Urgences,50,55,0,110.0,150,137,120
2023-01-24,Cardiologie,120,112,8,93.3,200,179,160
2023-01-24,Neurologie,100,81,19,82.0,180,162,147
2023-01-24,Maladies Infectieuses,80,73,7,91.4,140,120,85
2023-01-24,Pédiatrie,60,54,6,90.7,120,105,95
2023-01-24,Réanimation,104,114,0,109.9,312,283,250
2023-01-25,Urgences,50,55,0,110.0,150,131,92
2023-01-25,Cardiologie,120,107,13,89.7,200,179,170
2023-01-25,Neurologie,100,84,16,84.2,180,170,133
2023-01-25,Maladies Infectieuses,80,84,0,105.5,140,121,96
2023-01-25,Pédiatrie,60,48,12,80.2,120,112,99
2023-01-25,Réanimation,104,109,0,104.9,312,285,245
2023-01-26,Urgences,50,55,0,110.0,150,140,126
2023-01-26,Cardiologie,120,107,13,89.4,200,179,164
2023-01-26,Neurologie,100,82,18,82.8,180,156,113
2023-01-26,Maladies Infectieuses,80,80,0,100.7,140,126,100
2023-01-26,Pédiatrie,60,58,2,96.8,120,105,93
2023-01-26,Réanimation,104,109,0,105.8,312,274,240
2023-01-27,Urgences,50,55,0,110.0,150,133,116
2023-01-27,Cardiologie,120,119,1,99.2,200,178,133
2023-01-27,Neurologie,100,73,27,73.5,180,168,130
2023-01-27,Maladies Infectieuses,80,85,0,106.3,140,123,95
2023-01-27,Pédiatrie,60,59,1,99.8,120,103,79
2023-01-27,Réanimation,104,98,6,94.7,312,287,237
2023-01-28,Urgences,50,55,0,110.0,150,140,131
2023-01-28,Cardiologie,120,117,3,97.9,200,188,142
2023-01-28,Neurologie,100,91,9,91.1,180,169,121
2023-01-28,Maladies Infectieuses,80,77,3,96.8,140,129,101
2023-01-28,Pédiatrie,60,54,6,91.1,120,109,99
2023-01-28,Réanimation,104,114,0,110.0,312,281,243
2023-01-29,Urgences,50,46,4,92.1,150,127,95
2023-01-29,Cardiologie,120,91,29,75.9,200,173,155
2023-01-29,Neurologie,100,71,29,71.5,180,167,137
2023-01-29,Maladies Infectieuses,80,55,25,70.0,140,124,114
2023-01-29,Pédiatrie,60,34,26,57.0,120,109,92
2023-01-29,Réanimation,104,98,6,94.8,312,278,235
2023-01-30,Urgences,50,49,1,98.6,150,132,118
2023-01-30,Cardiologie,120,85,35,71.5,200,182,130
2023-01-30,Neurologie,100,75,25,75.5,180,156,114
2023-01-30,Maladies Infectieuses,80,57,23,71.3,140,128,92
2023-01-30,Pédiatrie,60,40,20,67.9,120,110,92
2023-01-30,Réanimation,104,82,22,79.5,312,295,277
2023-01-31,Urgences,50,47,3,95.3,150,132,93
2023-01-31,Cardiologie,120,94,26,78.5,200,172,158
2023-01-31,Neurologie,100,64,36,64.3,180,165,140
2023-01-31,Maladies Infectieuses,80,51,29,64.3,140,123,91
2023-01-31,Pédiatrie,60,34,26,57.6,120,113,99
2023-01-31,Réanimation,104,88,16,85.2,312,289,209
2023-02-01,Urgences,50,53,0,106.9,150,129,106
2023-02-01,Cardiologie,120,89,31,74.6,200,184,129
2023-02-01,Neurologie,100,72,28,72.3,180,153,127
2023-02-01,Maladies Infectieuses,80,56,24,70.7,140,126,119
2023-02-01,Pédiatrie,60,38,22,64.5,120,109,98
2023-02-01,Réanimation,104,93,11,89.9,312,284,205
2023-02-02,Urgences,50,48,2,97.7,150,135,111
2023-02-02,Cardiologie,120,100,20,84.1,200,179,145
2023-02-02,Neurologie,100,70,30,70.6,180,156,113
2023-02-02,Maladies Infectieuses,80,48,32,60.8,140,122,114
2023-02-02,Pédiatrie,60,32,28,54.5,120,112,100
2023-02-02,Réanimation,104,91,13,87.7,312,293,224
2023-02-03,Urgences,50,44,6,88.4,150,139,97
2023-02-03,Cardiologie,120,91,29,76.6,200,171,146
2023-02-03,Neurologie,100,60,40,60.4,180,166,128
2023-02-03,Maladies Infectieuses,80,59,21,74.1,140,129,103
2023-02-03,Pédiatrie,60,35,25,58.7,120,102,72
2023-02-03,Réanimation,104,82,22,79.6,312,273,245
2023-02-04,Urgences,50,47,3,95.9,150,130,105
2023-02-04,Cardiologie,120,97,23,81.2,200,179,153
2023-02-04,Neurologie,100,71,29,71.9,180,163,135
2023-02-04,Maladies Infectieuses,80,50,30,62.5,140,120,97
2023-02-04,Pédiatrie,60,39,21,65.4,120,113,89
2023-02-04,Réanimation,104,81,23,78.0,312,284,223
2023-02-05,Urgences,50,42,8,85.0,150,142,99
2023-02-05,Cardiologie,120,86,34,72.1,200,189,173
2023-02-05,Neurologie,100,73,27,73.2,180,165,135
2023-02-05,Maladies Infectieuses,80,49,31,61.9,140,130,101
2023-02-05,Pédiatrie,60,40,20,67.4,120,110,94
2023-02-05,Réanimation,104,90,14,87.0,312,276,226
2023-02-06,Urgences,50,50,0,100.7,150,139,120
2023-02-06,Cardiologie,120,85,35,70.9,200,181,144
2023-02-06,Neurologie,100,71,29,71.5,180,153,116
2023-02-06,Maladies Infectieuses,80,48,32,60.1,140,120,94
2023-02-06,Pédiatrie,60,39,21,65.6,120,102,75
2023-02-06,Réanimation,104,91,13,87.6,312,270,190
2023-02-07,Urgences,50,43,7,87.0,150,137,130
2023-02-07,Cardiologie,120,78,42,65.7,200,172,158
2023-02-07,Neurologie,100,65,35,65.0,180,168,152
2023-02-07,Maladies Infectieuses,80,53,27,66.5,140,120,105
2023-02-07,Pédiatrie,60,37,23,62.3,120,112,102
2023-02-07,Réanimation,104,86,18,83.1,312,282,213
2023-02-08,Urgences,50,47,3,94.9,150,138,99
2023-02-08,Cardiologie,120,98,22,82.2,200,179,163
2023-02-08,Neurologie,100,76,24,76.2,180,167,135
2023-02-08,Maladies Infectieuses,80,49,31,62.5,140,123,87
2023-02-08,Pédiatrie,60,33,27,56.4,120,104,94
2023-02-08,Réanimation,104,86,18,83.3,312,287,201
2023-02-09,Urgences,50,44,6,89.2,150,139,113
2023-02-09,Cardiologie,120,100,20,83.5,200,186,136
2023-02-09,Neurologie,100,69,31,69.5,180,164,144
2023-02-09,Maladies Infectieuses,80,57,23,71.5,140,131,103
2023-02-09,Pédiatrie,60,33,27,55.2,120,105,85
2023-02-09,Réanimation,104,80,24,77.5,312,281,200
2023-02-10,Urgences,50,45,5,90.8,150,130,101
2023-02-10,Cardiologie,120,88,32,74.1,200,180,130
2023-02-10,Neurologie,100,65,35,65.6,180,164,121
2023-02-10,Maladies Infectieuses,80,48,32,61.0,140,126,100
2023-02-10,Pédiatrie,60,38,22,64.0,120,108,83
2023-02-10,Réanimation,104,96,8,92.4,312,289,220
2023-02-11,Urgences,50,45,5,90.3,150,136,119
2023-02-11,Cardiologie,120,92,28,76.8,200,176,135
2023-02-11,Neurologie,100,72,28,72.0,180,154,138
2023-02-11,Maladies Infectieuses,80,49,31,61.9,140,126,118
2023-02-11,Pédiatrie,60,31,29,52.5,120,112,90
2023-02-11,Réanimation,104,85,19,82.6,312,280,227
2023-02-12,Urgences,50,47,3,94.2,150,133,100
2023-02-12,Cardiologie,120,85,35,71.5,200,179,139
2023-02-12,Neurologie,100,58,42,58.2,180,169,135
2023-02-12,Maladies Infectieuses,80,51,29,64.1,140,129,95
2023-02-12,Pédiatrie,60,32,28,53.6,120,109,94
2023-02-12,Réanimation,104,80,24,77.5,312,265,238
2023-02-13,Urgences,50,50,0,100.4,150,141,133
2023-02-13,Cardiologie,120,82,38,68.9,200,174,140
2023-02-13,Neurologie,100,71,29,71.3,180,154,142
2023-02-13,Maladies Infectieuses,80,51,29,64.9,140,120,110
2023-02-13,Pédiatrie,60,33,27,55.1,120,103,84
2023-02-13,Réanimation,104,94,10,91.0,312,289,261
2023-02-14,Urgences,50,49,1,98.9,150,133,115
2023-02-14,Cardiologie,120,83,37,70.0,200,187,134
2023-02-14,Neurologie,100,71,29,71.6,180,163,143
2023-02-14,Maladies Infectieuses,80,51,29,64.1,140,129,119
2023-02-14,Pédiatrie,60,38,22,64.8,120,105,74
2023-02-14,Réanimation,104,78,26,75.3,312,287,201
2023-02-15,Urgences,50,48,2,97.5,150,130,115
2023-02-15,Cardiologie,120,96,24,80.2,200,182,131
2023-02-15,Neurologie,100,84,16,84.6,180,165,120
2023-02-15,Maladies Infectieuses,80,53,27,67.0,140,120,103
2023-02-15,Pédiatrie,60,36,24,60.7,120,109,91
2023-02-15,Réanimation,104,97,7,94.2,312,279,251
2023-02-16,Urgences,50,43,7,87.0,150,141,124
2023-02-16,Cardiologie,120,87,33,73.2,200,177,130
2023-02-16,Neurologie,100,69,31,69.8,180,165,145
2023-02-16,Maladies Infectieuses,80,47,33,59.6,140,121,101
2023-02-16,Pédiatrie,60,38,22,64.5,120,107,89
2023-02-16,Réanimation,104,86,18,83.3,312,292,254
2023-02-17,Urgences,50,45,5,91.9,150,136,121
2023-02-17,Cardiologie,120,99,21,82.9,200,178,140
2023-02-17,Neurologie,100,70,30,70.5,180,168,128
2023-02-17,Maladies Infectieuses,80,53,27,66.6,140,124,117
2023-02-17,Pédiatrie,60,35,25,59.4,120,104,80
2023-02-17,Réanimation,104,82,22,79.3,312,276,259
2023-02-18,Urgences,50,46,4,93.6,150,138,111
2023-02-18,Cardiologie,120,100,20,83.9,200,188,152
2023-02-18,Neurologie,100,70,30,70.7,180,164,118
2023-02-18,Maladies Infectieuses,80,55,25,69.6,140,121,96
2023-02-18,Pédiatrie,60,36,24,60.5,120,104,97
2023-02-18,Réanimation,104,91,13,88.3,312,287,236
2023-02-19,Urgences,50,46,4,92.8,150,139,127
2023-02-19,Cardiologie,120,96,24,80.3,200,175,137
2023-02-19,Neurologie,100,78,22,78.8,180,162,145
2023-02-19,Maladies Infectieuses,80,53,27,67.4,140,125,99
2023-02-19,Pédiatrie,60,35,25,59.2,120,111,87
2023-02-19,Réanimation,104,80,24,77.4,312,283,254
2023-02-20,Urgences,50,44,6,89.8,150,141,122
2023-02-20,Cardiologie,120,88,32,73.8,200,176,142
2023-02-20,Neurologie,100,67,33,67.6,180,156,141
2023-02-20,Maladies Infectieuses,80,50,30,63.7,140,126,96
2023-02-20,Pédiatrie,60,39,21,65.1,120,105,92
2023-02-20,Réanimation,104,81,23,78.1,312,288,213
2023-02-21,Urgences,50,43,7,87.7,150,139,116
2023-02-21,Cardiologie,120,87,33,72.9,200,188,134
2023-02-21,Neurologie,100,76,24,76.4,180,158,122
2023-02-21,Maladies Infectieuses,80,51,29,64.7,140,122,110
2023-02-21,Pédiatrie,60,30,30,51.6,120,107,83
2023-02-21,Réanimation,104,86,18,83.4,312,283,242
2023-02-22,Urgences,50,47,3,94.7,150,135,123
2023-02-22,Cardiologie,120,95,25,79.2,200,171,148
2023-02-22,Neurologie,100,76,24,76.5,180,153,135
2023-02-22,Maladies Infectieuses,80,55,25,68.9,140,128,92
2023-02-22,Pédiatrie,60,41,19,68.8,120,102,88
2023-02-22,Réanimation,104,91,13,88.4,312,278,200
2023-02-23,Urgences,50,43,7,87.8,150,128,108
2023-02-23,Cardiologie,120,94,26,78.6,200,174,155
2023-02-23,Neurologie,100,63,37,63.4,180,164,140
2023-02-23,Maladies Infectieuses,80,46,34,58.6,140,123,103
2023-02-23,Pédiatrie,60,38,22,63.5,120,104,95
2023-02-23,Réanimation,104,92,12,89.3,312,292,222
2023-02-24,Urgences,50,49,1,100.0,150,131,108
2023-02-24,Cardiologie,120,85,35,71.2,200,174,150
2023-02-24,Neurologie,100,69,31,69.5,180,167,118
2023-02-24,Maladies Infectieuses,80,51,29,64.3,140,129,109
2023-02-24,Pédiatrie,60,38,22,64.3,120,103,77
2023-02-24,Réanimation,104,86,18,83.3,312,293,272
2023-02-25,Urgences,50,46,4,93.8,150,141,114
2023-02-25,Cardiologie,120,88,32,73.7,200,186,154
2023-02-25,Neurologie,100,67,33,68.0,180,155,111
2023-02-25,Maladies Infectieuses,80,58,22,73.5,140,119,112
2023-02-25,Pédiatrie,60,38,22,64.2,120,109,86
2023-02-25,Réanimation,104,86,18,83.4,312,277,236
2023-02-26,Urgences,50,45,5,90.6,150,137,102
2023-02-26,Cardiologie,120,77,43,64.9,200,185,146
2023-02-26,Neurologie,100,79,21,79.5,180,162,131
2023-02-26,Maladies Infectieuses,80,55,25,69.4,140,126,95
2023-02-26,Pédiatrie,60,37,23,62.5,120,108,78
2023-02-26,Réanimation,104,82,22,79.6,312,276,228
2023-02-27,Urgences,50,43,7,87.7,150,135,107
2023-02-27,Cardiologie,120,84,36,70.7,200,178,153
2023-02-27,Neurologie,100,68,32,68.8,180,164,129
2023-02-27,Maladies Infectieuses,80,43,37,54.8,140,127,105
2023-02-27,Pédiatrie,60,37,23,62.8,120,103,80
2023-02-27,Réanimation,104,88,16,84.8,312,276,217
2023-02-28,Urgences,50,49,1,98.4,150,133,110
2023-02-28,Cardiologie,120,86,34,72.0,200,180,158
2023-02-28,Neurologie,100,68,32,68.8,180,163,153
2023-02-28,Maladies Infectieuses,80,46,34,58.5,140,119,91
2023-02-28,Pédiatrie,60,40,20,67.7,120,108,85
2023-02-28,Réanimation,104,77,27,74.1,312,266,222
2023-03-01,Urgences,50,44,6,88.2,150,128,109
2023-03-01,Cardiologie,120,73,47,61.4,200,188,144
2023-03-01,Neurologie,100,67,33,68.0,180,170,154
2023-03-01,Maladies Infectieuses,80,46,34,58.6,140,128,91
2023-03-01,Pédiatrie,60,43,17,72.5,120,113,88
2023-03-01,Réanimation,104,96,8,92.6,312,277,216
2023-03-02,Urgences,50,45,5,90.9,150,139,116
2023-03-02,Cardiologie,120,90,30,75.1,200,174,148
2023-03-02,Neurologie,100,61,39,62.0,180,155,108
2023-03-02,Maladies Infectieuses,80,56,24,70.0,140,123,112
2023-03-02,Pédiatrie,60,35,25,59.5,120,106,77
2023-03-02,Réanimation,104,84,20,81.6,312,268,193
2023-03-03,Urgences,50,48,2,96.8,150,138,119
2023-03-03,Cardiologie,120,85,35,71.1,200,182,156
2023-03-03,Neurologie,100,59,41,59.8,180,164,155
2023-03-03,Maladies Infectieuses,80,45,35,57.0,140,128,109
2023-03-03,Pédiatrie,60,30,30,50.7,120,102,96
2023-03-03,Réanimation,104,89,15,85.6,312,269,191
2023-03-04,Urgences,50,46,4,92.9,150,129,100
2023-03-04,Cardiologie,120,87,33,72.9,200,174,137
