BOR;AN;FI;RS;FI_EJ;DIALY;UDM;NBUDM;PATUM;CAPA;NBPAT;SEAN;SEA_HOS;PREPLI;SEM;NVPAT;NVPERIT
DIALYSE;2022;590780383;HOPITAL PRIVE LA LOUVIERE;590000204;1130X;;;;36;216;12809;;;;;
DIALYSE;2022;590780383;HOPITAL PRIVE LA LOUVIERE;590000204;122AX;;;;1;;;;;1;;
DIALYSE;2022;590780383;HOPITAL PRIVE LA LOUVIERE;590000204;122BX;;;;1;;;;;127;;
DIALYSE;2022;590780383;HOPITAL PRIVE LA LOUVIERE;590000204;TOT;0;;;;;;1445;;;;
DIALYSE;2022;590784484;NEPHROCARE MAUBEUGE;590001467;112AX;;;;2;1;409;;;;;
DIALYSE;2022;590784484;NEPHROCARE MAUBEUGE;590001467;112BA;;;;24;103;13872;;;;;
DIALYSE;2022;590784484;NEPHROCARE MAUBEUGE;590001467;1130X;;;;20;61;8177;;;;;
DIALYSE;2022;590784484;NEPHROCARE MAUBEUGE;590001467;TOT;0;;;;;;1;2;;102;4
DIALYSE;2022;590784864;HOP CALMETTE CHR LILLE;590780193;TOT;0;;;;;;13;;;;
DIALYSE;2022;590784914;DIALYSE A DOMICILE DE LOOS;590799995;1150A;;;;5;5;1550;;;;;
DIALYSE;2022;590784914;DIALYSE A DOMICILE DE LOOS;590799995;1210;;;;;76;;;;4376;;
DIALYSE;2022;590784914;DIALYSE A DOMICILE DE LOOS;590799995;121AX;;;;;46;;;;2567;;
DIALYSE;2022;590784914;DIALYSE A DOMICILE DE LOOS;590799995;121CX;;;;30;30;;;;1809;;
DIALYSE;2022;590784914;DIALYSE A DOMICILE DE LOOS;590799995;122AX;;;;1;0;;;;3;;
DIALYSE;2022;590784914;DIALYSE A DOMICILE DE LOOS;590799995;TOT;0;;;;;;;;;;
DIALYSE;2022;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;TOT;0;;;;;;170;;;;
DIALYSE;2022;590801106;HOPITAL VICTOR PROVO;590782421;112AX;;;;1;1;7;;;;;
DIALYSE;2022;590801106;HOPITAL VICTOR PROVO;590782421;112BA;;;;30;99;13458;;;;;
DIALYSE;2022;590801106;HOPITAL VICTOR PROVO;590782421;1210;;;;;10;;;;294;;
DIALYSE;2022;590801106;HOPITAL VICTOR PROVO;590782421;121AX;;;;;7;;;;180;;
DIALYSE;2022;590801106;HOPITAL VICTOR PROVO;590782421;121CX;;;;1;3;;;;114;;
DIALYSE;2022;590801106;HOPITAL VICTOR PROVO;590782421;122AX;;;;4;0;;;;21;;
DIALYSE;2022;590801106;HOPITAL VICTOR PROVO;590782421;122BX;;;;4;0;;;;11;;
DIALYSE;2022;590801106;HOPITAL VICTOR PROVO;590782421;TOT;0;;;;;;1659;4;;62;3
DIALYSE;2022;590801106;HOPITAL VICTOR PROVO;590782421;VACAN;;;;;10;;;;;;
DIALYSE;2022;590806428;CTRE D'AUTODIALYSE ADH DE DOUAI;620112581;1140X;;;;20;49;5694;;;;;
DIALYSE;2022;590806428;CTRE D'AUTODIALYSE ADH DE DOUAI;620112581;TOT;0;;;;;;;2;;;
DIALYSE;2022;590810099;CENTRE D'AUTODIALYSE ADH DE CAMBRAI;620112581;1140X;;;;8;23;2905;;;;;
DIALYSE;2022;590810099;CENTRE D'AUTODIALYSE ADH DE CAMBRAI;620112581;TOT;0;;;;;;;2;;;
DIALYSE;2022;590810941;NEPHOCARE MAUBEUGE, DIALYSE À DOMICILE;590001467;1210;;;;;10;;;;387;;
DIALYSE;2022;590810941;NEPHOCARE MAUBEUGE, DIALYSE À DOMICILE;590001467;121AX;;;;;3;;;;89;;
DIALYSE;2022;590810941;NEPHOCARE MAUBEUGE, DIALYSE À DOMICILE;590001467;121CX;;;;7;7;;;;298;;
DIALYSE;2022;590810941;NEPHOCARE MAUBEUGE, DIALYSE À DOMICILE;590001467;122AX;;;;1;0;;;;6;;
DIALYSE;2022;590810941;NEPHOCARE MAUBEUGE, DIALYSE À DOMICILE;590001467;122BX;;;;1;0;;;;1;;
DIALYSE;2022;590810941;NEPHOCARE MAUBEUGE, DIALYSE À DOMICILE;590001467;TOT;0;;;;;;;;;;
DIALYSE;2022;590811006;CTRE D'AUTODIALYSE MAUBEUGE;590001467;1140X;;;;8;11;1498;;;;;
DIALYSE;2022;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;112AX;;;;2;0;0;;;;;
DIALYSE;2022;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;112BA;;;;26;119;11083;;;;;
DIALYSE;2022;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;112BE;;;;6;;45;;;;;
DIALYSE;2022;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;122AX;;;;2;0;;;;52;;
DIALYSE;2022;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;122BX;;;;3;1;;;;320;;
DIALYSE;2022;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;TOT;0;;;;;;1969;0;;65;6
DIALYSE;2022;590813341;UNITE DE DIALYSE DE MONS EN BAROEUL;590799995;1140X;;;;6;12;1542;;;;;
DIALYSE;2022;590813747;CTRE D'AUTODIALYSE FOURMIES;590001467;1140X;;;;8;12;1808;;;;;
DIALYSE;2022;590815007;CTRE D'AUTODIALYSE ADH LA SENTINELLE;620112581;1140X;;;;8;19;1982;;;;;
DIALYSE;2022;590815007;CTRE D'AUTODIALYSE ADH LA SENTINELLE;620112581;TOT;0;;;;;;;2;;;
DIALYSE;2022;600000194;CH BEAUVAIS;600100713;112AX;;;;1;1;38;;;;;
DIALYSE;2022;600000194;CH BEAUVAIS;600100713;112BA;;;;22;102;13566;;;;;
DIALYSE;2022;600000194;CH BEAUVAIS;600100713;1140X;;;;;6;977;;;;;
DIALYSE;2022;600000194;CH BEAUVAIS;600100713;122AX;;;;1;;;;;14;;
DIALYSE;2022;600000194;CH BEAUVAIS;600100713;TOT;0;;;;;;871;1;;29;
DIALYSE;2022;600000467;CH GHPSO CREIL;600101984;112AX;;;;1;0;8;;;;;
DIALYSE;2022;600000467;CH GHPSO CREIL;600101984;112BA;;;;27;117;16097;;;;;
DIALYSE;2022;600000467;CH GHPSO CREIL;600101984;1150A;;;;;1;312;;;;;
DIALYSE;2022;600000467;CH GHPSO CREIL;600101984;1210;;;;;5;;;;266;;
DIALYSE;2022;600000467;CH GHPSO CREIL;600101984;121AX;;;;;0;;;;60;;
DIALYSE;2022;600000467;CH GHPSO CREIL;600101984;121CX;;;;;5;;;;206;;
DIALYSE;2022;600000467;CH GHPSO CREIL;600101984;122AX;;;;2;0;;;;54;;
DIALYSE;2022;600000467;CH GHPSO CREIL;600101984;122BX;;;;;;;;;1;;
DIALYSE;2022;600000467;CH GHPSO CREIL;600101984;TOT;0;;;;;;492;1;;39;2
DIALYSE;2022;600002067;UNITÉ DE DIALYSE DE SENLIS;590799995;1130X;;;;8;22;3521;;;;;
DIALYSE;2022;600002067;UNITÉ DE DIALYSE DE SENLIS;590799995;1140X;;;;6;11;1644;;;;;
DIALYSE;2022;600008734;UNITÉ DE DIALYSE DE FLEURINES;590799995;1140X;;;;12;21;3054;;;;;
DIALYSE;2022;600014419;SANTELYS ASSOCIATION SITE DE CREIL;590799995;1150A;;;;1;1;314;;;;;
DIALYSE;2022;600014419;SANTELYS ASSOCIATION SITE DE CREIL;590799995;1210;;;;;6;;;;325;;
DIALYSE;2022;600014419;SANTELYS ASSOCIATION SITE DE CREIL;590799995;121AX;;;;;1;;;;169;;
DIALYSE;2022;600014419;SANTELYS ASSOCIATION SITE DE CREIL;590799995;121CX;;;;5;5;;;;156;;
DIALYSE;2022;600014419;SANTELYS ASSOCIATION SITE DE CREIL;590799995;TOT;0;;;;;;;;;;
DIALYSE;2022;600015820;SANTELYS DIALYSE À DOMICILE BEAUVAIS;590799995;1150A;;;;2;2;432;;;;;
DIALYSE;2022;600015820;SANTELYS DIALYSE À DOMICILE BEAUVAIS;590799995;1210;;;;;7;;;;365;;
DIALYSE;2022;600015820;SANTELYS DIALYSE À DOMICILE BEAUVAIS;590799995;121AX;;;;;4;;;;225;;
DIALYSE;2022;600015820;SANTELYS DIALYSE À DOMICILE BEAUVAIS;590799995;121CX;;;;3;3;;;;140;;
DIALYSE;2022;600015820;SANTELYS DIALYSE À DOMICILE BEAUVAIS;590799995;TOT;0;;;;;;;;;;
DIALYSE;2022;600100754;POLYCLINIQUE SAINT CÔME;600000228;112BA;;;;28;101;14964;;;;;
DIALYSE;2022;600100754;POLYCLINIQUE SAINT CÔME;600000228;122AX;;;;1;1;;;;6;;
DIALYSE;2022;600100754;POLYCLINIQUE SAINT CÔME;600000228;TOT;0;;;;;;916;1;;40;
DIALYSE;2022;600109748;UNITE DE DIALYSE DE BEAUVAIS;590799995;112AX;;;;1;;23;;;;;
DIALYSE;2022;600109748;UNITE DE DIALYSE DE BEAUVAIS;590799995;1130X;;;;8;27;4261;;;;;
DIALYSE;2022;600109748;UNITE DE DIALYSE DE BEAUVAIS;590799995;1140X;;;;6;21;3333;;;;;
DIALYSE;2022;600110399;AUTODIALYSE LA DIALOISE NOYON;600010201;112AX;;;;1;0;0;;;;;
DIALYSE;2022;600110399;AUTODIALYSE LA DIALOISE NOYON;600010201;1130X;;;;7;27;3746;;;;;
DIALYSE;2022;600110399;AUTODIALYSE LA DIALOISE NOYON;600010201;1140X;;;;1;0;0;;;;;
DIALYSE;2022;600112460;AUTODIALYSE LA DIALOISE COMPIÈGNE;600010201;112AX;;;;2;0;6;;;;;
DIALYSE;2022;600112460;AUTODIALYSE LA DIALOISE COMPIÈGNE;600010201;1130X;;;;25;60;8729;;;;;
DIALYSE;2022;600112460;AUTODIALYSE LA DIALOISE COMPIÈGNE;600010201;1140X;;;;7;8;1346;;;;;
DIALYSE;2022;600112460;AUTODIALYSE LA DIALOISE COMPIÈGNE;600010201;1150A;;;;1;0;0;;;;;
DIALYSE;2022;600112460;AUTODIALYSE LA DIALOISE COMPIÈGNE;600010201;1210;;;;;6;;;;247;;
DIALYSE;2022;600112460;AUTODIALYSE LA DIALOISE COMPIÈGNE;600010201;121AX;;;;;3;;;;148;;
DIALYSE;2022;600112460;AUTODIALYSE LA DIALOISE COMPIÈGNE;600010201;121CX;;;;3;3;;;;99;;
DIALYSE;2022;600112460;AUTODIALYSE LA DIALOISE COMPIÈGNE;600010201;122AX;;;;1;0;;;;38;;
DIALYSE;2022;600112460;AUTODIALYSE LA DIALOISE COMPIÈGNE;600010201;TOT;0;;;;;;;;;;
DIALYSE;2022;610000051;CHICAM - SITE ALENCON;610780082;112AX;;;;1;0;9;;;;;
DIALYSE;2022;610000051;CHICAM - SITE ALENCON;610780082;112BA;;;;17;17;7497;;;;;
DIALYSE;2022;610000051;CHICAM - SITE ALENCON;610780082;1150A;;;;1;0;0;;;;;
DIALYSE;2022;610000051;CHICAM - SITE ALENCON;610780082;1210;;;;;6;;;;363;;
DIALYSE;2022;610000051;CHICAM - SITE ALENCON;610780082;121AX;;;;;4;;;;166;;
DIALYSE;2022;610000051;CHICAM - SITE ALENCON;610780082;121CX;;;;1;2;;;;197;;
DIALYSE;2022;610000051;CHICAM - SITE ALENCON;610780082;122AX;;;;1;1;;;;14;;
DIALYSE;2022;610000051;CHICAM - SITE ALENCON;610780082;122BX;;;;1;1;;;;150;;
DIALYSE;2022;610000051;CHICAM - SITE ALENCON;610780082;TOT;0;;;;;;589;1;;21;3
DIALYSE;2022;610000119;CH  JACQUES MONOD  - FLERS;610780165;112AX;;;;1;;42;;;;;
DIALYSE;2022;610000119;CH  JACQUES MONOD  - FLERS;610780165;112BA;;;;11;;4293;;;;;
DIALYSE;2022;610000119;CH  JACQUES MONOD  - FLERS;610780165;122AX;;;;1;;;;;19;;
DIALYSE;2022;610000119;CH  JACQUES MONOD  - FLERS;610780165;TOT;0;;;;;;467;;;;
DIALYSE;2022;610006710;ANIDER - ARGENTAN;140000852;1140X;;;;4;6;936;;;;;
DIALYSE;2022;610006728;ANIDER - ALENCON;140000852;1130X;;;;12;45;7008;;;;;
DIALYSE;2022;610006728;ANIDER - ALENCON;140000852;1150A;;;;3;3;769;;;;;
DIALYSE;2022;610006728;ANIDER - ALENCON;140000852;1210;;;;;7;;;;322;;
DIALYSE;2022;610006728;ANIDER - ALENCON;140000852;121AX;;;;;4;;;;191;;
DIALYSE;2022;610006728;ANIDER - ALENCON;140000852;121CX;;;;3;3;;;;131;;
DIALYSE;2022;610006728;ANIDER - ALENCON;140000852;TOT;0;;;;;;;;;;
DIALYSE;2022;610006736;ANIDER - FLERS;140000852;1130X;;;;8;31;4781;;;;;
DIALYSE;2022;610006736;ANIDER - FLERS;140000852;1140X;;;;4;9;1342;;;;;
DIALYSE;2022;610006736;ANIDER - FLERS;140000852;1150A;;;;1;1;324;;;;;
DIALYSE;2022;610006736;ANIDER - FLERS;140000852;1210;;;;;17;;;;858;;
DIALYSE;2022;610006736;ANIDER - FLERS;140000852;121AX;;;;;13;;;;652;;
DIALYSE;2022;610006736;ANIDER - FLERS;140000852;121CX;;;;4;4;;;;206;;
DIALYSE;2022;610006736;ANIDER - FLERS;140000852;TOT;0;;;;;;;;;;
DIALYSE;2022;620000034;CH ARRAS;620100057;112AX;;;;1;1;10;;;;;
DIALYSE;2022;620000034;CH ARRAS;620100057;112BA;;;;20;20;13104;;;;;
DIALYSE;2022;620000034;CH ARRAS;620100057;1130X;;;;8;8;1248;;;;;
DIALYSE;2022;620000034;CH ARRAS;620100057;1140X;;;;7;39;;;;;;
DIALYSE;2022;620000034;CH ARRAS;620100057;1150A;;;;2;2;;;;;;
DIALYSE;2022;620000034;CH ARRAS;620100057;1210;;;;;6;;;;40;;
DIALYSE;2022;620000034;CH ARRAS;620100057;121AX;;;;;3;;;;30;;
DIALYSE;2022;620000034;CH ARRAS;620100057;121CX;;;;1;3;;;;10;;
DIALYSE;2022;620000034;CH ARRAS;620100057;122AX;;;;1;1;;;;12;;
DIALYSE;2022;620000034;CH ARRAS;620100057;122BX;;;;1;40;;;;544;;
DIALYSE;2022;620000034;CH ARRAS;620100057;TOT;1;1;8;;;;1205;2;;59;1
DIALYSE;2022;620000034;CH ARRAS;620100057;VACAN;;;;;2;18;;;;;
DIALYSE;2022;620000224;CH BETHUNE;620100651;112AX;;;;2;;216;;;;;
DIALYSE;2022;620000224;CH BETHUNE;620100651;112BA;;;;22;;12129;;;;;
DIALYSE;2022;620000224;CH BETHUNE;620100651;122AX;;;;2;;;;;30;;
DIALYSE;2022;620000224;CH BETHUNE;620100651;122BX;;;;2;;;;;728;;
DIALYSE;2022;620000224;CH BETHUNE;620100651;TOT;0;;;;;;1150;;;;
DIALYSE;2022;620000257;CH LENS;620100685;112AX;;;;1;;0;;;;;
DIALYSE;2022;620000257;CH LENS;620100685;112BA;;;;9;21;5245;;;;;
DIALYSE;2022;620000257;CH LENS;620100685;1130X;;;;8;23;5138;;;;;
DIALYSE;2022;620000257;CH LENS;620100685;TOT;0;;;;;;217;;;;
DIALYSE;2022;620000653;CH BOULOGNE-SUR-MER;620103440;112AX;;;;2;;252;;;;;
DIALYSE;2022;620000653;CH BOULOGNE-SUR-MER;620103440;112BA;;;;21;;16881;;;;;
DIALYSE;2022;620000653;CH BOULOGNE-SUR-MER;620103440;1130X;;;;6;;1203;;;;;
DIALYSE;2022;620000653;CH BOULOGNE-SUR-MER;620103440;122AX;;;;4;0;;;;50;;
DIALYSE;2022;620000653;CH BOULOGNE-SUR-MER;620103440;122BX;;;;4;3;;;;381;;
DIALYSE;2022;620000653;CH BOULOGNE-SUR-MER;620103440;TOT;1;2;;;;;1570;;;115;21
DIALYSE;2022;620010058;UNITE DE DIALYSE DE COQUELLES;590799995;1130X;;;;4;15;2407;;;;;
DIALYSE;2022;620010058;UNITE DE DIALYSE DE COQUELLES;590799995;1140X;;;;10;35;5513;;;;;
DIALYSE;2022;620011338;UNITE DE DIALYSE DE BERCK;590799995;1130X;;;;9;25;3575;;;;;
DIALYSE;2022;620011338;UNITE DE DIALYSE DE BERCK;590799995;1140X;;;;3;11;3041;;;;;
DIALYSE;2022;620011338;UNITE DE DIALYSE DE BERCK;590799995;VACAN;;;;6;1;767;;;;;
DIALYSE;2022;620018705;CTRE DE DIALYSE A DOMICILE ADH HENIN B;620112581;1150A;;;;10;16;3934;;;;;
DIALYSE;2022;620018705;CTRE DE DIALYSE A DOMICILE ADH HENIN B;620112581;1210;;;;;109;;;;5250;;
DIALYSE;2022;620018705;CTRE DE DIALYSE A DOMICILE ADH HENIN B;620112581;121AX;;;;;73;;;;3435;;
DIALYSE;2022;620018705;CTRE DE DIALYSE A DOMICILE ADH HENIN B;620112581;121CX;;;;36;36;;;;1815;;
DIALYSE;2022;620018705;CTRE DE DIALYSE A DOMICILE ADH HENIN B;620112581;TOT;0;;;;;;;;;;
DIALYSE;2022;620020636;CTRE D'AUTODIALYSE ADH DE ST-POL;620112581;1130X;;;;8;27;2757;;;;;
DIALYSE;2022;620020636;CTRE D'AUTODIALYSE ADH DE ST-POL;620112581;1140X;;;;8;0;0;;;;;
DIALYSE;2022;620020636;CTRE D'AUTODIALYSE ADH DE ST-POL;620112581;TOT;1;1;27;;;;;2;;;
DIALYSE;2022;620024208;NEPHROCARE HELFAUT;620002352;112AX;;;;2;0;630;;;;;
DIALYSE;2022;620024208;NEPHROCARE HELFAUT;620002352;112BA;;;;16;62;9138;;;;;
DIALYSE;2022;620024208;NEPHROCARE HELFAUT;620002352;1130X;;;;12;31;4448;;;;;
DIALYSE;2022;620024208;NEPHROCARE HELFAUT;620002352;1140X;;;;12;5;867;;;;;
DIALYSE;2022;620024208;NEPHROCARE HELFAUT;620002352;122AX;;;;2;0;;;;0;;
DIALYSE;2022;620024208;NEPHROCARE HELFAUT;620002352;TOT;0;;;;;;329;2;;27;0
DIALYSE;2022;620025494;CTRE AUTODIALYSE & UNITE DIALY MED ADH;620112581;1130X;;;;10;48;6611;;;;;
DIALYSE;2022;620025494;CTRE AUTODIALYSE & UNITE DIALY MED ADH;620112581;1140X;;;;12;39;5236;;;;;
DIALYSE;2022;620025494;CTRE AUTODIALYSE & UNITE DIALY MED ADH;620112581;TOT;1;1;48;;;;;2;;;
DIALYSE;2022;620026997;UNITE DE DIALYSE DE SAINT-LEONARD;590799995;1140X;;;;12;32;5161;;;;;
DIALYSE;2022;620031096;CENTRE D'AUTODIALYSE ADH DE OIGNIES;620112581;1130X;;;;10;37;3500;;;;;
DIALYSE;2022;620031096;CENTRE D'AUTODIALYSE ADH DE OIGNIES;620112581;TOT;1;1;37;;;;;2;;;
DIALYSE;2022;620032706;CENTRE D'AUTODIALYSE ADH DE ST VENANT;620112581;1140X;;;;10;24;2764;;;;;
DIALYSE;2022;620032706;CENTRE D'AUTODIALYSE ADH DE ST VENANT;620112581;TOT;0;;;;;;;2;;;
DIALYSE;2022;620033753;ETABLISSEMENT SITE CHAM;620103440;112BA;;;;12;40;6370;;;;;
DIALYSE;2022;620033753;ETABLISSEMENT SITE CHAM;620103440;TOT;0;;;;;;;1;;;
DIALYSE;2022;620033795;SANTELYS - SITE CH BOULOGNE SUR MER;590799995;1150A;;;;4;4;1449;;;;;
DIALYSE;2022;620033795;SANTELYS - SITE CH BOULOGNE SUR MER;590799995;1210;;;;;24;;;;1073;;
DIALYSE;2022;620033795;SANTELYS - SITE CH BOULOGNE SUR MER;590799995;121AX;;;;;18;;;;741;;
DIALYSE;2022;620033795;SANTELYS - SITE CH BOULOGNE SUR MER;590799995;121CX;;;;6;6;;;;332;;
DIALYSE;2022;620033795;SANTELYS - SITE CH BOULOGNE SUR MER;590799995;TOT;0;;;;;;;;;;
DIALYSE;2022;620033829;HEMODIALYSE SITE CH CALAIS;620103440;112BA;;;;12;48;7391;;;;;
DIALYSE;2022;620033829;HEMODIALYSE SITE CH CALAIS;620103440;TOT;0;;;;;;;1;;;
DIALYSE;2022;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;112AX;;;;1;;35;;;;;
DIALYSE;2022;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;112BA;;;;42;119;22700;;;;;
DIALYSE;2022;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;1130X;;;;42;24;6541;;;;;
DIALYSE;2022;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;1210;;;;;1;;;;15;;
DIALYSE;2022;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;121AX;;;;;0;;;;8;;
DIALYSE;2022;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;121CX;;;;2;1;;;;7;;
DIALYSE;2022;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;122AX;;;;2;5;;;;158;;
DIALYSE;2022;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;122BX;;;;2;1;;;;15;;
DIALYSE;2022;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;TOT;0;;;;;;1133;;;11;11
DIALYSE;2022;620115170;CTRE D'ENTRAIN AUTODIALYSE ST-NICOLAS;620112581;1140X;;;;12;65;7230;;;;;
DIALYSE;2022;620115170;CTRE D'ENTRAIN AUTODIALYSE ST-NICOLAS;620112581;TOT;0;;;;;;;2;;;
DIALYSE;2022;620115410;CENTRE D'AUTODIALYSE ADH DE LENS;620112581;1140X;;;;10;44;5748;;;;;
DIALYSE;2022;620115410;CENTRE D'AUTODIALYSE ADH DE LENS;620112581;TOT;0;;;;;;;2;;;
DIALYSE;2022;620117309;CTRE D'AUTODIALYSE ADH SITE ECOPAC;620112581;1140X;;;;10;28;2891;;;;;
DIALYSE;2022;620117309;CTRE D'AUTODIALYSE ADH SITE ECOPAC;620112581;TOT;0;;;;;;;2;;;
DIALYSE;2022;620117325;CENTRE D'AUTODIALYSE ADH DE DIVION;620112581;1130X;;;;8;36;4600;;;;;
DIALYSE;2022;620117325;CENTRE D'AUTODIALYSE ADH DE DIVION;620112581;1140X;;;;10;36;5149;;;;;
DIALYSE;2022;620117325;CENTRE D'AUTODIALYSE ADH DE DIVION;620112581;TOT;1;1;36;;;;;2;;;
DIALYSE;2022;620117812;CTRE D'AUTODIALYSE ADH DE LIEVIN;620112581;1140X;;;;10;47;5331;;;;;
DIALYSE;2022;620117812;CTRE D'AUTODIALYSE ADH DE LIEVIN;620112581;TOT;0;;;;;;;2;;;
DIALYSE;2022;620120063;CENTRE AUTODIALYSE AIRE/LA LYS;620112581;1140X;;;;8;7;1066;;;;;
DIALYSE;2022;620120063;CENTRE AUTODIALYSE AIRE/LA LYS;620112581;TOT;0;;;;;;;1;;;
DIALYSE;2022;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;112BA;;;;24;97;13716;;;;;
DIALYSE;2022;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;TOT;0;;;;;;1710;;;;
DIALYSE;2022;630005668;CTRE D'HEMODIALYSE AURA ARCHE;630000990;112BA;;;;23;94;13455;;;;;
DIALYSE;2022;630005668;CTRE D'HEMODIALYSE AURA ARCHE;630000990;TOT;0;;;;;;;;;68;
DIALYSE;2022;630007698;UNITE DE DIALYSE D'AMBERT;630000990;112AX;;;;1;;81;;;;;
DIALYSE;2022;630007698;UNITE DE DIALYSE D'AMBERT;630000990;1130X;;;;4;9;125;;;;;
DIALYSE;2022;630007698;UNITE DE DIALYSE D'AMBERT;630000990;1140X;;;;3;19;2669;;;;;
DIALYSE;2022;630007698;UNITE DE DIALYSE D'AMBERT;630000990;TOT;0;;;;;;;;;1;0
DIALYSE;2022;630007748;UNITE DE DIALYSE D'ISSOIRE;630000990;112AX;;;;1;;114;;;;;
DIALYSE;2022;630007748;UNITE DE DIALYSE D'ISSOIRE;630000990;1130X;;;;6;22;3389;;;;;
DIALYSE;2022;630007748;UNITE DE DIALYSE D'ISSOIRE;630000990;1140X;;;;1;;4;;;;;
DIALYSE;2022;630007748;UNITE DE DIALYSE D'ISSOIRE;630000990;TOT;0;;;;;;;;;4;0
DIALYSE;2022;630007789;UNITE DE DIALYSE DU MONT-DORE;630000990;112AX;;;;1;;33;;;;;
DIALYSE;2022;630007789;UNITE DE DIALYSE DU MONT-DORE;630000990;1140X;;;;4;6;966;;;;;
DIALYSE;2022;630007839;UNITE DE DIALYSE DE RIOM;630000990;112AX;;;;1;;14;;;;;
DIALYSE;2022;630007839;UNITE DE DIALYSE DE RIOM;630000990;1130X;;;;4;31;4544;;;;;
DIALYSE;2022;630007839;UNITE DE DIALYSE DE RIOM;630000990;1140X;;;;3;;53;;;;;
DIALYSE;2022;630007839;UNITE DE DIALYSE DE RIOM;630000990;TOT;0;;;;;;;;;1;0
DIALYSE;2022;630007888;UNITE DE DIALYSE DE THIERS;630000990;112AX;;;;1;;36;;;;;
DIALYSE;2022;630007888;UNITE DE DIALYSE DE THIERS;630000990;1130X;;;;4;21;3260;;;;;
DIALYSE;2022;630007888;UNITE DE DIALYSE DE THIERS;630000990;1140X;;;;3;;36;;;;;
DIALYSE;2022;630007888;UNITE DE DIALYSE DE THIERS;630000990;TOT;0;;;;;;;;;2;0
DIALYSE;2022;630781268;HOPITAL ESTAING - CHU63;630780989;112BE;;;;1;;0;;;;;
DIALYSE;2022;630781268;HOPITAL ESTAING - CHU63;630780989;TOT;0;;;;;;188;;;;
DIALYSE;2022;630784742;AURASANTE CHAMALIERES;630000990;112AX;;;;5;10;1167;;;;;
DIALYSE;2022;630784742;AURASANTE CHAMALIERES;630000990;1130X;;;;13;102;14209;;;;;
DIALYSE;2022;630784742;AURASANTE CHAMALIERES;630000990;1140X;;;;9;17;2008;;;;;
DIALYSE;2022;630784742;AURASANTE CHAMALIERES;630000990;1150A;;;;1;1;238;;;;;
DIALYSE;2022;630784742;AURASANTE CHAMALIERES;630000990;1210;;;;;28;;;;1517;;
DIALYSE;2022;630784742;AURASANTE CHAMALIERES;630000990;121AX;;;;;16;;;;835;;
DIALYSE;2022;630784742;AURASANTE CHAMALIERES;630000990;121CX;;;;18;12;;;;682;;
DIALYSE;2022;630784742;AURASANTE CHAMALIERES;630000990;122AX;;;;1;6;;;;276;;
DIALYSE;2022;630784742;AURASANTE CHAMALIERES;630000990;TOT;0;;;;;;;;;15;10
DIALYSE;2022;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;112AX;;;;3;;759;;;;;
DIALYSE;2022;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;112BA;;;;15;;9194;;;;;
DIALYSE;2022;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;112BE;;;;1;;7;;;;;
DIALYSE;2022;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;TOT;0;;;;;;923;;;;
DIALYSE;2022;640000600;CENTRE HOSPITALIER DE PAU;640781290;TOT;0;;;;;;36;;;;
DIALYSE;2022;640005302;ANTENNE AUTODIALYSE AURAD ANGLET;330000266;1140X;;;;12;34;5455;;;;;
DIALYSE;2022;640005302;ANTENNE AUTODIALYSE AURAD ANGLET;330000266;TOT;0;;;;;;;1;;;
DIALYSE;2022;640005310;ANTENNE AUTODIALYSE AURAD ST JEAN LUZ;330000266;1140X;;;;6;15;2056;;;;;
DIALYSE;2022;640005310;ANTENNE AUTODIALYSE AURAD ST JEAN LUZ;330000266;TOT;0;;;;;;;1;;;
DIALYSE;2022;640005336;ANT. AUTODIALYSE NEPHROCARE - ORTHEZ;640017612;112AX;;;;1;;33;;;;;
DIALYSE;2022;640005336;ANT. AUTODIALYSE NEPHROCARE - ORTHEZ;640017612;1130X;;;;16;25;3650;;;;;
DIALYSE;2022;640005336;ANT. AUTODIALYSE NEPHROCARE - ORTHEZ;640017612;1140X;;;;6;15;1667;;;;;
DIALYSE;2022;640005336;ANT. AUTODIALYSE NEPHROCARE - ORTHEZ;640017612;TOT;0;;;;;;0;;;9;
