BOR;AN;FI;RS;FI_EJ;SPED;UPED;LIT_CHI_PED;LIT_MED_PED;PLA_CHI_PED;PLA_MED_PED;SEJHP_MED_PED;SEJHP_CHI_PED;SEJHC_MED_PED;SEJHC_CHI_PED;JOU_CHI_PED;JOU_MED_PED;EFFLIB_PM;EFFLIB_PED;EFFLIB_CHIPED;ETPSAL_PM;ETPSAL_PED;ETPSAL_CHIPED;GAR_PM;GAR_PED;GAR_CHIPED;AST_CHIPED;AST_PM;AST_PED;EFFLIB_INFNS;EFFLIB_PUE;EFFLIB_AUX;EFFLIB_KINE;EFFLIB_PSY;EFFLIB_APNM;ETPSAL_INFNS;ETPSAL_PUE;ETPSAL_AUX;ETPSAL_KINE;ETPSAL_PSY;ETPSAL_APNM
MCOPED;2022;830000345;CHITS CH SAINTE MUSSE;830100616;1;1;11;20;;1;479;0;2664;1456;4331;4974;;;;18.73;17.23;1.5;1;;;;;;13;19;23;;2;17;5.23;14.58;17.99;;0.79;13.56
MCOPED;2022;830100558;HOPITAL RENEE SABRAN HYERES;690781810;1;0;;2;;2;226;0;7;0;0;29;;;;0.2;0.2;;1;0;0;0;0;0;;;;;;;;;;;;
MCOPED;2022;840000418;CHI DE CAVAILLON LAURIS;840004659;1;0;;1;;;0;0;7;0;0;4;;;;1.57;1.57;;0;0;0;1;1;1;;;;;;;;;;;;0.27
MCOPED;2022;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;1;1;14;52;0;1;729;0;6094;492;1360;12153;;;;3.76;2.17;1.44;1;1;;;;;;;;;;;0.41;33.24;24.35;0.56;1.6;19.83
MCOPED;2022;850000142;CHD SITE LA ROCHE SUR YON;850000019;1;1;;23;;3;761;0;3951;0;0;7935;;;;9.57;9.19;;0;0;;;1;1;;;;;;;16.47;9.37;19.71;;0.27;9.56
MCOPED;2022;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;850000084;1;;0;7;0;0;83;0;521;0;0;1489;;;;2.27;2.27;0;0;0;0;0;1;1;;;;;;;5.15;1.89;1.7;0;0;3.18
MCOPED;2022;850009630;CH FONTENAY SITE POLE SANTE SUD VENDEE;850000035;1;0;;10;;;0;0;802;0;0;1370;;;;3.1;3.1;;;;;;;;;;;;;;4.7;2;4.69;;;1.32
MCOPED;2022;860000223;CHU LA MILETRIE;860014208;1;1;;37;;3;854;0;3888;0;0;11806;;;;25.88;23.43;2.45;0;0;0;1;1;1;;;;;;;18.22;8.65;19.53;2;0;7.45
MCOPED;2022;870014859;HOPITAL DE LA MERE ET DE L'ENFANT;870000015;1;1;6;29;7;12;2196;1269;3502;1137;2338;9806;;;;34.87;19.51;5.56;1;1;;;1;1;0;0;0;0;0;0;79.6;63.62;42.89;6.85;1.3;75.41
MCOPED;2022;880000021;CHI E.DURKHEIM - PLATEAU DE LA JUSTICE;880007059;1;1;0;17;0;0;0;0;1420;0;0;2696;0;0;0;9.1;9;0.1;1;;;;;;;;;;;;19.8;14.46;22.3;;;11.26
MCOPED;2022;880000047;CHI HMV - SITE SAINT DIE DES VOSGES;880009147;1;1;0;10;;;0;0;874;84;152;1948;;;;1.96;0.83;;;;;;;;;;;;;;4.5;8.4;10.92;;;0.92
MCOPED;2022;880000054;CHI L'OUEST VOSGIEN SITE NEUFCHATEAU;880007299;1;0;0;4;0;1;326;0;708;0;0;1555;;;;3.6;3.6;0;0;0;0;0;1;1;;;;;;;;6.59;;;0.43;8.2
MCOPED;2022;880000062;CENTRE HOSPITALIER DE REMIREMONT;880780093;1;1;3;7;2;3;379;297;683;212;312;1531;;;;;;;;;;;;;;;;;;;7.73;1.93;;;1.18;15.03
MCOPED;2022;890975527;CH AUXERRE;890000037;1;1;;18;;2;304;0;1734;0;0;4205;;;;4.79;4.68;;1;1;0;0;0;0;;;;;;;18.07;9.75;12.37;;;8.82
MCOPED;2022;890975550;CH SENS;890970569;1;1;;22;;2;161;0;1244;0;0;3382;;0;0;5;5;0;0;0;0;0;1;1;;;;;;;7.07;3.54;6.86;;0.55;3.62
MCOPED;2022;900003039;HNFC SITE TREVENANS;900000365;1;1;;19;;3;507;1;2261;0;0;4754;0;0;0;11.26;9.25;0;1;;;;0;;0;0;0;0;0;0;0;0;81.12;21.5;9.41;0
MCOPED;2022;910000272;CH D ARPAJON;910110014;1;1;;13;;2;218;0;1577;0;0;3074;;;;9.8;9.8;;1;;;;0;;;;;;;;10.65;3.24;4.3;0.13;;5.28
MCOPED;2022;910000280;CH DOURDAN ETAMPES SITE DOURDAN;910019447;1;1;;14;;2;45;0;767;0;0;1684;;;;5.89;5.89;;;;;;;;;;;;;;10.59;2.36;11.94;;;4.74
MCOPED;2022;910000298;CH DES DEUX VALLEES SITE LONGJUMEAU;910110055;1;1;;22;;4;681;0;2128;0;0;5412;;;;9.82;5.01;;;;;;;;;;;;;;5.01;0.49;11.15;;;3.01
MCOPED;2022;910000306;CH D ORSAY;910110055;1;1;;1;;2;814;0;93;0;0;0;;;;3.18;;;;;;;;;;;;;;;2;;1;;0.27;1.04
MCOPED;2022;910001973;CH DOURDAN ETAMPES SITE ETAMPES;910019447;1;;0;0;0;2;35;0;0;0;0;0;;;;0.25;;;;;;;;;;;;;;;;0.25;;;;0.25
MCOPED;2022;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;910002773;1;1;;34;;6;1424;0;3199;0;0;9982;0;0;0;12.55;12.55;0;1;1;0;0;0;0;0;0;0;0;0;0;20.21;8.67;14.87;0;2.8;15.17
MCOPED;2022;920000585;CH RIVES DE SEINE SITE NEUILLY S/SEINE;920026374;1;0;;18;;1;341;0;2386;0;0;4494;;;;14.59;14.59;;1;1;;;0;0;;;;;;;7.04;1.7;12.22;;1.78;7.75
MCOPED;2022;920000684;HOPITAL MARIE LANNELONGUE;750150120;1;0;16;38;0;1;204;1;1672;251;2791;10083;;;;115.51;0;0;1;0;;0;1;0;;;;;;;198.91;12.6;33.65;4.84;2.47;342.34
MCOPED;2022;920100013;HU OUEST SITE AMBROISE PARE APHP;750712184;1;1;;30;;8;954;0;1912;0;0;6012;;;;8.21;8.21;;1;1;;;1;1;;;;;;;17.12;1.6;8.94;;1.45;11.79
MCOPED;2022;920100021;HU PARIS SUD SITE ANTOINE BECLERE APHP;750712184;1;1;;33;;4;649;0;3728;0;0;7288;;;;7.58;7.58;;1;1;;;0;0;;;;;;;22.66;7.86;16.86;;2;13.57
MCOPED;2022;920100047;HU PARIS NORD SITE LOUIS MOURIER APHP;750712184;1;1;;24;;6;1222;0;3185;0;0;6990;;;;18.82;15.33;;1;1;;;1;1;;;;;;;40;6;37;0;1;15
MCOPED;2022;920100054;HU PARIS SITE RAYMOND POINCARE APHP;750712184;1;0;;31;;5;2516;0;581;0;0;3952;;;;8.77;8.77;;;;;;;;;;;;;;26.75;2;11.84;;4.71;27.99
MCOPED;2022;920300191;CLINIQUE MARCEL SEMBAT CCBB;920000767;1;0;14;;15;;0;4614;7;437;577;15;;;;;;;0;;;;1;;;;;;;;;;;;;
MCOPED;2022;920300787;HOPITAL AMERICAIN;920000981;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2022;930000286;GHI LE RAINCY MONTFERMEIL;930021480;1;;0;18;0;0;0;3905;957;0;0;2953;;;;5.6;2.72;0;;;;;;;;;;;;;8.65;4;11.9;;0.31;6.86
MCOPED;2022;930000302;CHI ANDRE GREGOIRE;930110036;1;;;17;;3;414;0;1659;0;0;3859;;;;11.63;10.98;;1;1;;;0;0;;;;;;;11.35;1;9.17;;0.8;5.9
MCOPED;2022;930000328;CH GENERAL DELAFONTAINE;930110051;1;1;10;30;4;2;786;384;3583;373;1320;8410;;;;8.91;;;;;;;;;;;;;;;23.79;5.35;18.97;;1.29;
MCOPED;2022;930000336;CHI ROBERT BALLANGER;930110069;1;0;13;33;4;4;658;1292;3273;84;174;7723;;;;17.19;12.35;4.84;0;0;0;0;0;0;;;;;;;10.22;5.44;20.52;;;10.56
MCOPED;2022;930100045;HU PARIS SITE JEAN VERDIER APHP;750712184;1;1;;24;;8;2951;0;2547;0;0;8614;;;;22.01;21.69;;1;1;0;0;0;0;;;;;;;56.79;7.92;16.14;;1.65;37.49
MCOPED;2022;940000573;CHI DE CRETEIL;940110018;1;1;16;35;;5;2295;0;3604;2199;4469;9488;;;;264.44;26.8;4.42;;;;;;;27;3;16;0;3;18;26.92;3;16;0;2.8;17.77
MCOPED;2022;940000599;CHI LUCIE ET RAYMOND AUBRAC;940110042;1;1;0;51;0;7;1045;0;3806;0;0;10174;;;;206.2;17.84;7.04;;;;;;;46;8;31;0;2;60;46.15;7.96;27.89;0;1.87;53.44
MCOPED;2022;940000649;HOPITAL SAINT CAMILLE;940150014;1;1;10;28;5;3;519;717;2863;309;779;5697;;;;9.85;6.95;1.31;;;;;;;;;;;;;17.12;6.73;17.91;;;9.48
MCOPED;2022;940000664;INSTITUT GUSTAVE ROUSSY;940160013;1;0;;32;;8;3186;0;981;0;0;4634;;;;17.77;17.77;;1;;;;1;;;;;;;;47.42;7.56;2.07;;3.77;47.66
MCOPED;2022;940100043;HU PARIS SUD SITE KREMLIN BICETRE APHP;750712184;1;1;16;104;0;22;4759;368;5862;902;3319;25110;;;;28.88;28.88;;1;1;;;0;0;;;;;;;75.62;10.13;38.28;;8.39;88.87
MCOPED;2022;940300551;HOPITAL PRIVE DE VITRY SITE NORIETS;940000912;1;0;0;1;;;0;0;22;0;0;62;2;2;;2;2;;1;;;;0;;;;;;;;;;;;;
MCOPED;2022;950000307;CH VICTOR DUPOUY;950110015;1;1;0;21;0;4;940;0;2608;0;0;4746;;;;9.68;8.92;;1;1;;;0;0;;;;;;;13.67;0.44;9.4;0.1;1.48;7.3
MCOPED;2022;950000315;GH CARNELLE PORTES OISE SITE BEAUMONT;950001370;1;1;0;8;0;1;96;0;609;0;0;1885;;;;;1.1;;;;;;;;;;;;;;7.69;3.07;3.26;;0.5;5.22
MCOPED;2022;950000323;GHEM SIMONE VEIL SITE EAUBONNE;950013870;1;1;;25;;5;407;0;4422;0;0;8810;;;;8.25;7.15;0.1;1;1;0;0;1;1;;;;;;;7.4;6.42;12.79;;0.91;6.58
MCOPED;2022;950000331;CH GENERAL DE GONESSE;950110049;1;1;2;46;1;3;884;111;4439;1;6;12087;;;;21.11;5.46;;;;;;;;;;;;;;78.72;19.69;34.81;;1.2;4.23
MCOPED;2022;950000364;CH RENE DUBOS;950110080;1;1;9;37;0;5;171;206;4199;424;938;9966;;;;16.52;16.52;;1;;;;1;;;;;;;;;;;;;2
MCOPED;2022;970100392;CENTRE HOSPITALIER DE LA BASSE -TERRE;970100178;1;1;2;10;0;3;431;0;735;34;69;2075;0;0;;3.37;3.12;;1;1;0;0;0;0;0;0;0;0;0;0;7.18;0.11;0.9;0;0;11.49
MCOPED;2022;970100400;C.H. LOUIS CONSTANT FLEMING;970100186;1;;17;16;;;0;0;470;0;0;917;0;0;;2;0;;0;0;0;;;;0;0;0;0;0;0;6;12;6;0;0;0
MCOPED;2022;970100442;C.H.U. DE POINTE-A-PITRE/ABYMES;970100228;1;1;10;20;4;4;1327;519;2443;668;1771;8505;0;0;0;20.6;15;5.6;1;1;0;1;1;0;;;;0;0;0;13;5;16.8;0;1;0.5
MCOPED;2022;970211223;CHU DE MARTINIQUE SITE DE TRINITE;970211207;1;;;11;;;0;0;435;0;0;1217;;;;1.06;;;;;;;;;;;;;;;9;;5.58;;;6.43
MCOPED;2022;970211256;CHU DE MARTINIQUE SITE MERE ENFANT;970211207;1;;10;59;4;8;1313;282;3761;727;2188;12346;;;;14.27;3.8;;1;1;1;;;;;;;;;;18.76;8.01;;;;28.89
MCOPED;2022;970300026;CENTRE HOSPITALIER DE CAYENNE;970302022;1;1;6;35;1;3;776;3;2075;300;1128;10024;0;0;;23.6;11.56;1;1;1;;0;0;0;0;0;0;0;0;0;28.35;5.66;36.65;0;1;11.68
MCOPED;2022;970300083;CENTRE HOSPITALIER  FRANCK-JOLY;970302121;1;0;;15;;4;288;0;1130;0;0;4667;;;;7.64;7.64;;1;1;;;0;0;;;;;;;7.75;3.94;5.73;;;13.78
MCOPED;2022;970305637;CENTRE HOSPITALIER INTERCOM DE KOUROU;970305629;1;0;0;11;0;0;0;0;596;0;0;1853;0;0;0;1.54;1.54;0;0;0;0;0;1;1;0;0;0;0;0;0;3.63;1.8;6.68;0;0;3.56
MCOPED;2022;970400024;CHU SITE FELIX GUYON (SAINT DENIS);970408589;1;1;15;50;;12;3603;0;3560;909;3846;12583;;;;9.65;9.65;;;;;;;;;;;;;;29.33;3.39;28.07;;2.7;5
MCOPED;2022;970400057;CHU SITE SUD (SAINT PIERRE);970408589;1;1;8;44;;10;1274;0;4311;631;2178;12987;;;;24.83;18.67;3.6;1;1;;;;;;;;;;;19.45;22.68;34.6;1.5;3.8;18.3
MCOPED;2022;970400065;CH OUEST REUNION;970421038;1;1;;20;;;0;0;4289;0;0;6940;;;;4.5;4.5;;1;1;0;0;0;0;;;;;;;10.05;6.27;12.93;;;2
MCOPED;2022;970400073;GHER (SAINT-BENOIT);970403606;1;0;;8;;3;133;0;872;0;0;1985;0;0;;4.3;4.3;;;;;;;;0;0;0;0;0;0;10.71;5.24;14.24;0.31;0;3.54
MCOPED;2022;980500011;CHM;980500003;1;1;;;;;845;0;1990;0;0;14487;;;;1.8;1.5;0.3;1;1;1;0;0;0;;;;;;;;;;;;
