BOR;AN;FI;RS;FI_EJ;PHARMA_A1;PHARMA_A2;PHARMA_A3;PHARMA_A4;PHARMA_A5;PHARMA_A6;PHARMA_A37;PHARMA_A7;PHARMA_B7;PHARMA_C7;PHARMA_D7;PHARMA_E7;PHARMA_A36;PHARMA_F8;PHARMA_G8;PHARMA_E8;PHARMA_H8;PHARMA_F9;PHARMA_G9;PHARMA_H9;PHARMA_E9;PHARMA_A20;PHARMA_A11;PHARMA_B14;PHARMA_C14;PHARMA_A16;PHARMA_A38;PHARMA_A17;PHARMA_A18;PHARMA_A39;PHARMA_A40;PHARMA_A41;PHARMA_A42;PHARMA_A21;PHARMA_A22;PHARMA_A23;PHARMA_A24;PHARMA_A43;PHARMA_A44;PHARMA_A45;PHARMA_A46;PHARMA_A47;PHARMA_A25;PHARMA_A26;PHARMA_A48;PHARMA_A49;PHARMA_A50;PHARMA_F29;PHARMA_F30;PHARMA_F31;PHARMA_F32;PHARMA_F33;PHARMA_F34;PHARMA_F35;PHARMA_G29;PHARMA_G30;PHARMA_G31;PHARMA_G32;PHARMA_G33;PHARMA_G34;PHARMA_G35;PHARMA_D29;PHARMA_E29
PHARMA;2022;500000021;CHAG - SITE AVRANCHES;500000054;1;4;0;3;1;;1;320;;93;120;476;1;0;0;0;0;0;0;1;0;1;1;;;1;1;0;0;1;1;39708;4743;1;1;30;;;0;0;1;0;1;1;3;1;3;7.15;0.55;0.7;0.79;18.39;11.52;1.8;;;;;;;;0;1
PHARMA;2022;500000146;HOPITAL PRIVÉ DE LA BAIE;500000500;0;;;;;0;;72;;41;;;0;;;;;;;;;1;1;41;;1;0;0;0;1;1;65342;144;1;0;;;;0;0;0;0;1;1;2;0;3;1.96;0.2;0.5;;4;;;;;;;;;;0;0
PHARMA;2022;500000187;CHPC - SITE CHERBOURG;500000013;0;;;;1;0;0;460;;90;347;;1;0;0;0;0;0;1;0;0;1;1;40;;1;1;0;0;1;1;;;1;1;38;;80;0;0;0;0;1;1;2;0;3;6.08;0.2;;0.38;15.66;6.64;3;;;;;;;;0;1
PHARMA;2022;500000195;CENTRE HOSPITALIER DE CARENTAN;500000039;0;;;;1;0;0;30;;10;;;0;;;;;;;;;0;0;54;230;0;0;0;0;1;0;10661;85;1;0;;;;0;0;0;0;0;0;;;;1;;;;2.7;;;;;;;;;;0;0
PHARMA;2022;500000203;POLYCLINIQUE DE LA MANCHE - SAINT-LO;500000542;0;;;;;;;52;;30;;;0;;;;;;;;;1;1;30;;0;0;0;0;1;0;;;0;0;;;;0;1;0;1;0;0;;;;1;;;;1;0.29;;;;;;;;;0;0
PHARMA;2022;500000229;CRF  LE NORMANDY  - GRANVILLE;500000567;0;;;;0;1;0;;;301;;;0;;;;;;;;;1;1;301;;0;0;0;0;0;0;7585;295;0;0;;;;0;0;0;0;0;0;;;;1.6;;;;5.73;;0.1;;;;;;;;0;0
PHARMA;2022;500000278;CENTRE POST CURE BEAUREGARD/LA GLACERI;500010384;0;;;;1;0;0;0;;21;0;;1;0;0;0;1;0;0;0;0;1;1;21;;0;0;0;0;1;0;2825;168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.2;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0
PHARMA;2022;500000401;CLINIQUE HENRI GUILLARD - COUTANCES;500000609;0;;;;;;;26;0;0;0;0;1;1;0;0;0;1;0;1;0;1;1;26;;0;0;0;0;1;1;20;0;0;0;;;;0;0;0;0;1;0;1;0;1;0.5;0.1;0;0;1;0;0;;;;;;;;0;0
PHARMA;2022;500000419;CRF - SIOUVILLE;310021084;0;;;;1;0;0;;;114;;;0;;;;;;;;;1;1;114;;0;0;0;0;0;0;;;0;0;;;;0;0;0;0;0;0;;;;0.85;;;;1;;;;;;;;;;0;0
PHARMA;2022;500000427;CH DE SAINT HILAIRE DU HARCOUET;500000096;0;;;;1;0;0;34;;32;;136;1;0;0;0;1;0;0;0;0;1;1;32;136;0;0;0;0;0;0;16276;14008;1;0;;;;0;0;0;0;0;0;;;;1.54;;;;3.66;0.25;4.22;;;;;;;;0;0
PHARMA;2022;500000435;HOPITAL SAINT JAMES;500000104;0;;;;1;0;0;;;30;;238;0;;;;;;;;;1;1;30;158;0;0;0;0;0;0;1977;313;0;0;;;;0;0;0;0;0;0;;;;0.6;;;;2;;1.5;;;;;;;;0;0
PHARMA;2022;500000450;CH MEMORIAL - SAINT-LO;500000112;1;4;0;;1;0;0;359;;30;35;60;0;;;;;;;;;1;1;424;60;1;1;0;0;0;0;;;1;1;45;2;;1;0;0;0;0;0;;;;7.4;;;1.38;14.98;4.12;3.48;;;;;;;;0;1
PHARMA;2022;500000575;CENTRE HOSPITALIER DE L'ESTRAN;500000245;1;4;0;;1;0;0;;118;26;;262;0;;;;;;;;;1;1;;;0;1;0;0;0;0;22924;1631;1;0;;;;0;0;0;0;0;0;;;;1.7;;;0.89;4.94;1.8;;;;;;;;;0;0
PHARMA;2022;500000591;CENTRE HOSPITALIER DE COUTANCES;500000393;0;;;;;;;70;;41;60;209;0;;;;;;;;;1;1;171;209;0;0;0;0;1;0;;;1;0;;;;0;0;0;0;0;0;;;;2;;;;6.5;1.03;1;2;;;;;;;0;1
PHARMA;2022;500002357;POLYCLINIQUE DU COTENTIN;500002233;0;;;;;;;62;;20;;;0;;;;;;;;;1;1;30;;0;0;0;0;0;0;;;0;0;;;;0;0;0;0;1;0;2;;3;1;;;;1;0.72;1;;;;;;;;0;0
PHARMA;2022;500010384;FONDATION BON SAUVEUR DE LA MANCHE;500010384;0;;;;1;0;0;0;272;;0;290;1;0;0;0;1;0;0;0;0;1;1;272;290;0;0;0;0;1;0;186658;56057;0;1;18;0;0;0;0;0;0;0;0;0;0;0;4.2;0;0;0;8;1;0;;;;;;;;0;0
PHARMA;2022;500012687;CRF CARDIO VASCULAIRE W.HARVEY;310021118;0;;;;1;0;0;;;71;;;0;;;;;;;;;1;1;71;;0;0;0;0;0;0;;;0;0;;;;0;0;0;0;0;0;;;;1;;;;0.7;;;;;;;;;;0;0
PHARMA;2022;510000169;CENTRE HOSPITALIER DE CHALONS;510000037;0;;;;1;;0;244;0;78;30;226;0;;;;;;;;;1;1;170;226;1;1;0;0;1;1;62513;7403;1;1;;;266;0;0;0;0;1;0;2;0;3;5.42;0.6;;;9.28;5.89;3;;;;;;;;0;1
PHARMA;2022;510000185;POLYCLINIQUE DE COURLANCY;510000532;0;;;;0;0;;181;;;;;0;;;;;;;;;1;1;;;1;0;0;0;1;1;7177;12698;1;0;;;;0;0;0;0;0;0;0;0;0;2.98;;1;;10.64;1.02;;;;;;;;;0;0
PHARMA;2022;510000201;RESIDENCE MEDICALE JEAN D'ORBAIS;750034589;0;;;;;;;;;30;;;0;;;;;;;;;1;1;30;;0;0;0;0;1;1;240;;1;0;;;;0;1;0;0;0;0;;;;0.5;;;;0.5;;;;;;;;;;0;0
PHARMA;2022;510000219;ETABT PUBLIC DE SANTE MENTALE MARNE;510000052;1;4;0;;1;;;30;334;20;0;48;0;;;;;;;;;1;1;384;48;0;0;0;0;1;0;31947;1271;0;0;;;;0;1;0;1;0;0;;;;3;;;0.1;5;;0.5;;;;;;;;0;1
PHARMA;2022;510000235;CENTRE HOSPITALIER D'EPERNAY;510000060;0;;;;;;;171;;;30;325;0;;;;;;;;;1;1;201;325;1;1;0;0;1;1;;;1;1;30;0;0;0;0;0;0;1;0;2;0;2;3.1;0.12;;0.67;7.3;5.32;1;;;;;;;;0;1
PHARMA;2022;510000243;CLINIQUE D'EPERNAY;510000573;0;;;;;;;64;;10;;;0;;;;;;;;;1;1;64;;0;0;0;0;1;0;4354;1193;0;0;;;;0;0;0;1;1;0;2;0;1;1.8;;;0;3;3;0;;;;;;;;0;0
PHARMA;2022;510000250;CENTRE HOSPITALIER VITRY LE FRANCOIS;510000078;0;;;;0;0;0;53;30;36;;140;1;0;0;0;0;0;0;0;1;1;1;119;140;0;1;0;0;0;0;;;1;1;30;0;0;1;1;1;1;0;0;;;;2;;;3.91;5;;;;;;;;;;0;1
PHARMA;2022;510000284;MAISON DE SANTE;920035599;0;;;;0;0;0;;90;;;;0;;;;;;;;;1;1;90;;0;0;0;0;1;1;;;0;0;;;;0;0;0;0;0;0;;;;1.04;;;;0.96;;;;;;;;;;0;0
PHARMA;2022;510000292;EHSSR STE MARTHE;750720534;0;;;;0;0;0;;;60;;;0;;;;;;;;;1;1;60;;0;0;0;0;1;0;630;;0;0;;;;0;0;0;0;0;0;;;;0.85;;;;1.41;;;;;;;;;;0;0
PHARMA;2022;510000359;HOPITAL LOCAL DE MONTMIRAIL;510000086;0;;;;1;1;0;;;40;;;0;;;;;;;;;1;1;;;0;0;0;0;0;0;;;1;0;;;;0;0;0;0;0;0;;;;1;;;;1.01;;;;;;;;;;0;0
PHARMA;2022;510000466;CENTRE HOSPITALIER DE SAINTE-MENEHOULD;510000102;0;;;;1;;;17;;13;30;157;0;;;;;;;;;1;1;60;157;0;0;0;0;1;0;2226;;1;0;;;;0;0;0;0;0;0;;;;0.41;;;;0.61;;;;;;;;;;0;0
PHARMA;2022;510000516;INSTITUT GODINOT;510000136;0;;;;;;;78;;;;;0;;;;;;;;;1;1;6;;1;0;0;0;1;1;81216;255;1;0;;;;0;0;0;0;0;0;;;;5;;;0.2;10.8;;1;;;;;;;;0;1
PHARMA;2022;510002447;HOPITAL ROBERT DEBRE CHU REIMS;510000029;0;;;;1;1;0;881;16;225;120;806;0;;;;;;;;;1;1;1497;806;1;1;1;0;1;1;39962;10906;1;1;;;112;0;0;0;0;1;1;6;0;5;20.25;1;2;0.9;43.02;18.07;10.74;;;;0;0;0;0;0;1
PHARMA;2022;510004302;HOPITAL MAISON BLANCHE CHU REIMS;510000029;0;;;;1;1;0;881;16;225;120;806;1;0;1;0;0;0;0;0;0;1;1;1497;806;1;1;1;0;1;1;39962;10906;1;1;;;112;0;0;0;0;1;1;6;0;5;20.25;1;3;4;45.33;58.1;13.4;0;0;0;0;0;0;0;0;1
PHARMA;2022;510009491;UNITE DE DIALYSE MEDICALISEE;510000953;0;;;;1;0;0;166;;;;;0;;;;;;;;;1;1;29;;0;0;0;0;0;0;246;15;0;1;;114;;0;0;0;0;0;0;;;;1.73;;;2.78;2.29;5.29;13.25;;;;;;;;0;0
PHARMA;2022;510012040;POLYCLINIQUE DES BLEUETS;510000532;0;;;;0;0;0;0;;94;;;0;;;;;;;;;1;1;;;0;0;0;0;0;0;;;0;0;;;;0;0;0;0;0;0;;;;1;;;;1.77;;;;;;;;;;0;0
PHARMA;2022;510024359;CLINIQUE TERRE DE FRANCE CLINEA;920030269;0;;;;0;0;0;;;83;;;0;;;;;;;;;1;1;83;;0;0;0;0;1;1;26384;3688;0;0;;;;0;0;0;0;0;0;;;;1.03;;;;0.88;;;;;;;;;;0;0
PHARMA;2022;510024466;CENTRE HOSPITALIER DE FISMES;510000128;0;;;;;;;;;30;30;168;1;0;0;1;0;0;0;0;0;1;1;;;0;0;0;0;0;0;;;0;0;;;;0;0;0;0;1;1;;;;1;;;;1.2;;;;;;;;;;0;0
PHARMA;2022;510024979;POLYCLINIQUE REIMS - BEZANNES;510000532;0;;;;0;0;0;302;;;;;0;;;;;;;;;1;1;;;0;0;0;0;0;0;16080;1157;0;0;;;;0;0;0;0;0;0;;;;1.86;;;;12.31;2.02;0.69;;;;;;;;0;0
PHARMA;2022;510025471;CLINIQUE FSEF VITRY-LE-FRANCOIS;750720575;0;;;;;0;;;;;;;0;;;;;;;;;1;1;;;0;0;0;0;0;1;1855;129;1;1;30;0;0;1;0;0;0;0;0;;;;0.1;;;;0.5;;;;;;;;;;0;0
PHARMA;2022;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;1;1;1;;1;1;;340;0;49;40;80;0;;;;;;;;;1;1;65;80;1;1;0;0;1;1;29250;3820;1;1;45;0;62;0;0;0;0;1;1;2;0;3;2;0.2;;;7.58;7.33;1.05;;;;;;;;0;1
PHARMA;2022;520000043;CENTRE HOSPITALIER DE LANGRES;520780057;1;1;1;;1;1;;98;;79;32;260;0;;;;;;;;;1;1;79;260;0;0;0;0;1;1;;;1;0;;0;0;0;0;0;0;0;0;;;;1.8;;;;5.66;1;0.75;;;;;;;;0;1
PHARMA;2022;520000050;CENTRE HOSPITALIER DE MONTIER-EN-DER;520780065;1;3;0;;0;0;0;;;;;;0;;;;;;;;;1;1;30;122;0;0;0;0;1;0;4035;;0;0;;;;0;0;0;0;0;0;;;;0.5;;;;;1.4;0.2;;;;;;;;0;1
PHARMA;2022;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;520780073;1;1;1;;1;1;1;178;145;87;35;244;0;;;;;;;;;1;1;123;62;1;1;0;0;1;0;;;0;1;15;;;0;0;0;0;1;1;2;0;3;6.6;0.25;;1.5;17.8;9.4;4.6;;;;;;;;0;1
PHARMA;2022;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;520780081;1;1;1;;1;1;1;;154;52;35;109;0;;;;;;;;;1;1;123;62;1;1;0;0;1;0;;;0;0;;;;0;0;0;0;1;1;2;0;3;2.1;;;;2.32;0.54;1.31;;;;;;;;0;1
PHARMA;2022;520000084;HOPITAL SAINT-CHARLES;520780099;1;4;0;5;1;0;0;5;0;20;0;160;0;;;;;;;;;1;1;25;160;0;0;0;0;1;0;4295;557;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;1.7;0;0.4;0;0;0;0;0;0;0;0;0
PHARMA;2022;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;0;;;;1;0;0;181;25;45;56;234;0;;;;;;;;;1;1;11;;0;0;0;0;1;1;8500;1909;1;1;11;0;0;0;0;0;0;1;1;2;0;2;4.17;;;;8.15;5.98;2.98;;;;;;;;0;1
PHARMA;2022;530000124;CLINIQUE NOTRE DAME DE PRITZ;530000249;0;;;;0;0;;;62;;;;0;;;;;;;;;1;1;;;0;0;0;0;0;0;;;0;0;;;;0;0;0;0;0;0;;;;0.8;;;;;;;1;;;;;;;0;0
PHARMA;2022;530000132;HOPITAL S.O. MAYENNAIS :SITE DE CRAON;530007202;0;;;;1;;;20;;20;30;135;0;;;;;;;;;1;1;;;0;0;0;0;1;0;;;1;0;;;;0;0;0;0;0;0;;;;0.3;;;;0.88;0.2;;;;;;;;;0;0
PHARMA;2022;530000140;HOPITAL LOCAL ERNEE;530000058;1;4;0;;1;0;0;27;0;63;0;164;0;;;;;;;;;1;1;;;0;0;0;0;1;0;;;1;0;;;;0;0;0;0;0;0;;;;0.89;;;0;4.04;;0.64;;;;;;;;0;0
PHARMA;2022;530000165;HOPITAL LOCAL EVRON;530000066;0;;;;;;;15;;35;;172;0;;;;;;;;;1;1;50;172;0;0;0;0;0;0;;;0;0;;;;0;0;0;0;0;0;;;;0.6;;;;3;;;;;;;;;;0;0
PHARMA;2022;530000173;CH DU NORD MAYENNE;530000074;0;;;;;;;139;83;24;47;119;0;;;;;;;;;1;1;119;0;0;0;0;0;1;0;;190;1;0;;;;0;0;0;0;1;1;2;0;3;2.91;0.2;;1;10.25;7.98;1.85;;;;;;;;0;1
PHARMA;2022;530000181;HOPITAL S.O. MAYENNAIS :SITE DE RENAZE;530007202;0;;;;1;;;15;;15;;83;0;;;;;;;;;1;1;;;0;0;0;0;1;0;;;1;0;;;;0;0;0;0;0;0;;;;0.2;;;;0.59;0.14;;;;;;;;;0;0
PHARMA;2022;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;0;;;;;;;;;;;;0;;;;;;;;;1;1;428;520;0;1;0;0;1;0;20250;1980;1;1;19;11;68;0;0;0;0;1;1;2;;3;6.67;;;1;21.47;12.38;1;0;;;0;0;0;0;0;1
PHARMA;2022;530008119;DIALYSE DIAVERUM CHATEAU GONTIER;690049853;0;;;;0;0;0;16;;;;;0;;;;;;;;;1;1;16;;0;0;0;0;1;1;587;;0;0;;;;0;0;0;0;0;0;;;;0;;;;;;;;;;;;;;0;0
PHARMA;2022;530031962;POLYCLINIQUE DU MAINE;530000975;0;;;;;;;135;;30;;;0;;;;;;;;;1;1;;;1;0;0;0;0;0;;;0;0;;;;0;0;0;0;1;1;2;0;3;1.45;0.2;0.2;;7.37;7.9;;;;;;;;;0;0
PHARMA;2022;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;540000049;0;;;;0;0;0;83;;20;36;160;0;;;;;;;;;1;1;;;0;0;0;0;1;1;;;1;0;;;;0;0;0;0;0;0;;;;2.16;;;0.33;4.65;;0.5;;;;;;;;0;1
PHARMA;2022;540000072;MAISON HOSPITALIERE DE BACCARAT;540014081;0;;;;;;;11;;;43;109;0;;;;;;;;;1;1;;;0;0;0;0;1;0;;;0;0;;;;0;0;0;0;0;0;;;;1;;;;;;;;;;;;;;0;0
PHARMA;2022;540000148;CH 3H SANTE SITE DE CIREY SUR VEZOUZE;540019007;0;;;;1;0;0;;;20;20;150;1;0;0;0;0;0;0;0;0;1;1;20;150;0;0;0;0;1;0;3756;377;0;0;;;;0;0;0;0;0;0;;;;1.12;0;0;0;2.82;;;;;;;;;;0;0
PHARMA;2022;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;0;;;;;;;134;;;30;222;1;0;0;0;1;0;1;0;1;1;1;200;220;1;1;0;0;1;1;45900;5150;1;1;50;;;0;1;1;0;0;0;;;;10.8;;0.5;1;22;;;;;;;;;;0;1
PHARMA;2022;540000296;CENTRE HOSPITALIER DE PONT A MOUSSON;540000106;0;;;;1;0;0;44;;45;;80;0;;;;;;;;;1;1;89;;0;0;0;0;1;0;;600;1;0;;;;0;0;0;0;0;0;;;;1.6;;;0.1;2.6;;;;;;;;;;0;0
PHARMA;2022;540000312;CENTRE HOSPITALIER ST NICOLAS DE PORT;540000114;0;;;;1;0;0;;;90;30;214;1;0;1;0;0;0;0;0;0;1;1;120;214;0;0;0;0;1;1;18398;333;0;0;;;;0;0;0;0;0;0;;;;1.9;;;;5.14;;;;;;;;;;0;0
PHARMA;2022;540000361;CLINIQUE JEANNE D'ARC;540003928;0;;;;;;;62;;;;;0;;;;;;;;;1;1;62;;0;0;0;0;1;0;18923;808;0;0;;;;0;0;0;0;1;1;2;0;2;1;0.1;;;2;0.2;0.1;;;;;;;;0;1
PHARMA;2022;540000395;LES MAISONS HOSPITALI. SITE NANCY;540000122;0;;;;1;1;0;20;;80;60;117;0;;;;;;;;;1;1;160;117;0;0;0;0;1;0;9200;;1;0;;;;0;0;0;0;0;0;;;;1.49;;;;3;;;;;;;;;;0;0
PHARMA;2022;540000445;CLINIQUE AMBROISE PARE;540000890;0;;;;;0;;68;;;;;0;;;;;;;;;1;1;;;0;0;0;0;0;0;;;0;0;;;;0;0;0;0;1;1;2;0;1;0.5;;;;3;0.5;;;;;;;;;0;1
PHARMA;2022;540000452;CLINIQUE SAINT ANDRE;540000908;1;3;0;;0;0;0;97;;;;;0;;;;;;;;;1;1;;32;0;0;0;0;1;0;23333;757;0;0;;;;0;0;0;0;1;0;4;0;2;1;0.2;0;0;3;1;0;0;0;0;0;0;0;0;0;1
PHARMA;2022;540000478;CLINIQUE LOUIS PASTEUR;540003449;0;;;;0;0;0;198;;;;;0;;;;;;;;;1;1;83;;1;1;1;0;1;1;12;6;0;0;;;;0;0;0;0;1;1;3;1;7;2.04;0.2;0.5;1;6.72;22.56;1.02;;;;;;;;0;0
PHARMA;2022;540000486;POLYCLINIQUE DE GENTILLY;540000932;0;;;;;0;;;;;;;0;;;;;;;;;1;1;;;1;1;0;1;1;1;;;1;0;;;;0;0;0;0;1;1;;;;3.3;;1.8;;13;3;;;;;;;;;0;1
PHARMA;2022;540000585;SSR DE FLAVIGNY - OHS;540006707;0;;;;0;1;0;;;94;;485;0;;;;;;;;;1;1;94;148;0;0;0;0;0;0;;;0;0;;;;0;0;0;0;0;0;;;;0.54;;;;4.18;;;;;;;;;;1;1
PHARMA;2022;540000668;CTRE JACQUES PARISOT BAINVILLE S MADON;540006707;0;;;;1;1;0;;;170;56;164;0;;;;;;;;;1;1;;164;0;0;0;0;0;0;45428;139;0;1;55;0;0;0;0;0;0;0;0;0;0;0;1.25;;;;6.83;;;;;;;;;;0;0
PHARMA;2022;540000973;CTRE D'OBSERVATION ET DE CURE FLAVIGNY;540006707;0;;;;0;1;0;;;94;;485;0;;;;;;;;;1;1;94;148;0;0;0;0;0;0;;;0;0;;;;0;0;0;0;0;0;;;;0.54;;;;4.18;;;;;;;;;;1;1
PHARMA;2022;540000981;CTRE D'EDUC-AUTODIAL MEDIC CHRU ALTIR;540001112;0;;;;1;;;312;;;;;0;;;;;;;;;1;1;158;;0;0;0;0;1;1;206;1;0;1;0;128;0;0;0;0;0;0;0;;;;1.82;;;;;4.71;;;;;;;;;0;0
PHARMA;2022;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;1;4;0;6;1;;0;110;30;10;0;139;1;0;1;0;1;0;0;0;0;1;1;95;139;0;0;0;0;1;1;91609;2404;1;1;20;0;0;0;0;0;0;1;0;0;0;3;2.62;;;0.75;6.16;5.08;1;;;;;;;;0;1
PHARMA;2022;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;0;;;;1;1;;171;25;30;30;;1;0;1;0;0;0;0;0;0;1;1;94;;0;0;0;0;0;0;50826;;1;1;30;0;0;0;0;0;0;1;1;2;0;2;2.33;0.3;0;0;6.8;3;1;0;;;;;;;0;1
PHARMA;2022;540001104;HOPITAL DE JOEUF (ASSPO);570027995;0;;;;1;0;0;;;;;;0;;;;;;;;;1;1;42;;0;0;0;0;0;0;;;0;0;;;;0;0;0;0;0;0;;;;0.52;;;;0.54;;;;;;;;;;0;0
PHARMA;2022;540001286;INSTITUT DE CANCEROLOGIE DE LORRAINE;540003019;0;;;;;;;82;;;;;0;;;;;;;;;1;1;58;;1;1;0;0;1;1;122617;7216;1;0;;;;0;0;0;0;0;0;;;;5.64;0.15;2;0.5;18.58;;0.38;;;;;;;;0;1
PHARMA;2022;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;0;;;;1;;1;1329;;60;106;;1;0;0;0;0;0;0;1;0;1;1;674;;1;1;1;1;1;1;1374;0;1;1;;0;693;1;0;0;0;1;1;14;4;14;24.96;1;;2.82;87.27;37.65;10.03;;;;;;;;1;1
PHARMA;2022;540009412;CTRE DE READAPTATION LAY ST CHRISTOPHE;540019726;0;;;;1;;;;;60;;;0;;;;;;;;;1;1;60;;0;0;0;0;1;0;7;;0;0;;;;0;0;0;0;0;0;;;;4;;;;5;;;;;;;;;;0;0
PHARMA;2022;540009701;INST REGIONAL DE READAPTATION NANCY;540019726;0;;;;1;;;;;90;;;0;;;;;;;;;1;1;90;;0;0;0;0;1;0;35;;0;0;;;;0;0;0;0;0;0;;;;0.99;;;;1.5;;;;;;;;;;0;0
PHARMA;2022;540013224;POLYCLINIQUE MAJORELLE;540000536;0;;;;;;;108;0;0;0;0;0;;;;;;;;;1;1;108;;0;0;0;0;1;0;130726;1936;0;0;;;;0;0;0;0;1;1;2;0;1;1.3;;;;3.8;5;;;;;;;;;0;0
PHARMA;2022;540013737;IRR CTRE DE READAPTATION POUR ENFANTS;540019726;0;;;;1;;;;;60;;;0;;;;;;;;;1;1;60;;0;0;0;0;1;0;1;;0;0;;;;0;0;0;0;0;0;;;;1.22;;;;1.84;;;;;;;;;;0;0
PHARMA;2022;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY;540000056;1;1;0;;1;;0;;358;;;56;0;;;;;;;;;1;1;358;56;0;0;0;0;1;1;36586;2184;1;0;;;;0;0;0;1;0;0;;;;3;;;0.87;9.61;1.8;2.83;;;;;;;;0;1
PHARMA;2022;540022837;CLINIQUE BELLEFONTAINE CLINEA;920030269;0;;;;0;0;0;;;125;;;0;;;;;;;;;1;1;125;;0;0;0;0;1;0;;;0;0;;;;0;0;0;0;0;0;;;;1.17;;;;2;;;;;;;;;;0;0
PHARMA;2022;540026895;HOPITAL PRIVE NANCY LORRAINE;540026739;0;;;;;0;;;;;;;0;;;;;;;;;1;1;;;1;1;0;1;1;1;;;1;1;;0;0;0;0;0;0;1;1;4;1;4;3.8;;1.8;;14.32;2.97;;;;;;;;;0;1
PHARMA;2022;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;550006795;1;1;;;1;;;264;64;85;48;202;0;;;;;;;;;1;1;;;1;1;0;0;;;;;1;1;30;25;;;;;;1;1;;;;8;0.52;0.1;0.81;18.28;;5.26;8;3;1;;;;;0;1
PHARMA;2022;550000038;CENTRE HOSPITALIER ST-CHARLES COMMERCY;550000046;0;;;;;;;32;;20;32;165;0;;;;;;;;;0;0;84;165;0;1;0;0;0;0;;;1;0;;;;0;0;0;0;0;0;;;;1.11;;;;2;;;;;;;;;;0;0
PHARMA;2022;550000178;POLYCLINIQUE DU PARC;550000293;1;1;1;;1;;;75;;;;;0;;;;;;;;;1;1;;;1;1;0;0;1;0;5200;;1;1;65;0;75;0;1;0;0;1;0;2;0;2;5.6;0.5;0.6;1;16.4;4;1;;;;;;;;0;0
PHARMA;2022;550000202;CENTRE HOSPITALIER STE-ANNE ST-MIHIEL;550006795;1;1;0;;0;0;0;;;30;;129;1;0;0;0;0;0;0;0;0;1;1;30;129;0;0;0;0;0;0;2199;239;1;0;;;;0;0;0;0;0;0;;;;0.5;;;;1;;;1;;;;2;;;0;1
PHARMA;2022;550000251;CH BLD FV SITE FV;550003354;1;1;1;;1;;;15;124;0;30;80;0;;;;;;;;;1;1;169;80;1;1;0;0;1;0;7540;216;1;1;65;0;75;0;1;0;0;1;0;2;0;2;1.6;;;;1.9;;;;;;;;;;0;1
PHARMA;2022;550000434;CH BLD FV SITE BLD;550003354;1;1;1;;1;;;129;0;90;30;60;0;;;;;;;;;1;1;293;0;1;1;0;0;1;0;16000;2500;1;1;65;0;75;0;1;0;0;1;0;2;0;2;4.87;0.4;0.7;0.75;14.91;5.3;1;;;;;;;;0;1
PHARMA;2022;560000127;CHBA SITE DE VANNES;560023210;1;4;0;6;1;0;1;664;0;217;105;435;1;0;0;0;0;0;1;1;0;1;1;0;0;1;1;0;0;1;1;;;1;1;0;0;50;0;0;0;0;1;1;4;1;5;11.32;0.7;0.76;1.33;30.93;28.21;4.08;;;;;;;;0;1
PHARMA;2022;560000135;GHBS- HÔPITAL DU SCORFF;560005746;1;4;1;;1;0;0;715;70;248;145;870;1;0;1;0;0;0;1;1;0;1;1;248;1015;1;1;0;0;1;1;;;1;1;;;327;0;1;1;1;1;1;3;1;4;11.55;0.7;0.8;2;29.01;20.05;7.27;;;;;;;;0;1
PHARMA;2022;560000143;CHCB- SITE KÉRIO;560014748;1;4;1;;1;;1;295;;140;30;550;0;;;;;;;;;1;1;170;524;1;1;0;0;1;1;53230;5225;1;0;;;;0;1;0;1;0;0;;;;5.1;0;0.8;0.7;7.94;9.69;0.93;;;;;;;;0;1
PHARMA;2022;560000184;CLINIQUE DES AUGUSTINES;560006017;0;;;;1;0;0;48;;66;;;0;;;;;;;;;1;1;76;;0;1;0;0;0;0;6252;116;1;0;;;;0;0;0;0;0;0;;;;1.45;;;;1.8;;;;;;;;;;0;0
PHARMA;2022;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;1;4;0;5;1;0;0;145;;30;;177;0;;;;;;;;;1;1;56;;0;0;0;0;0;0;3244;1210;1;1;30;;;0;1;0;0;1;0;2;0;2;4.9;0.5;;1.18;9.63;6;1.52;;;;;;;;0;1
PHARMA;2022;560000242;CPCR BILLIERS;560022246;0;;;;0;0;0;;92;;;;0;;;;;;;;;0;1;92;;0;0;0;0;0;0;;;0;0;;;;0;0;0;0;0;0;;;;0.5;;;;;;;;;;;;;;0;0
