BOR;AN;FI;RS;FI_EJ;SMUR;GEN;SAIS;PED;ANT;FIAUTOR;ANTSAIS;SAMU;HMED;HIDE;HAMB;AMBLCE;VEHLEG;MOYAER;MOYMAR;SORTER1;SORTER2;dtTIH;SORAER1;SORAER2;SORMAR;SORTIES;SORTNM;PATDC;PATLSP;PATTSP;PATTRANM;TRAN;TRAN18;TRAN80;TRANSIEG;TRANAUT;APP;APR15;APD;APMIN;DR;DRM;DRMLIB;HMR;HMRAMU;HMRAM;ARM;NRML;NBLIB;NBSAL;CAR;SAMUSDIS
SMURSAMU;2022;510000169;CENTRE HOSPITALIER DE CHALONS;510000037;1;1;0;0;0;;0;0;168;168;168;1;1;0;0;731;59;0;0;0;0;790;241;90;5;49;94;644;47;157;501;143;;;;;;;;;;;;;;;;
SMURSAMU;2022;510000235;CENTRE HOSPITALIER D'EPERNAY;510000060;1;1;0;0;0;;0;0;168;168;168;1;1;;;584;67;;;;;651;217;105;;32;63;434;31;166;285;149;;;;;;;;;;;;;;;;
SMURSAMU;2022;510000250;CENTRE HOSPITALIER VITRY LE FRANCOIS;510000078;1;1;0;0;0;;0;0;168;168;168;0;1;0;0;442;73;;;;;515;90;64;3;23;0;345;17;81;238;107;;;;;;;;;;;;;;;;
SMURSAMU;2022;510004302;HOPITAL MAISON BLANCHE CHU REIMS;510000029;1;1;0;1;0;;0;1;631;336;420;4;2;1;0;2115;1089;240;63;280;0;3787;793;269;23;169;332;1495;126;256;1222;273;273327;19812;247350;222324;124554;112622;36963;;;;444;0;0;0;1952;0
SMURSAMU;2022;510023914;ANTENNE DE SMUR - CH CHALONS;510000037;1;0;0;0;1;510000037;0;0;168;168;168;1;0;0;0;163;21;0;0;0;0;184;72;28;3;7;32;123;10;39;13;110;;;;;;;;;;;;;;;;
SMURSAMU;2022;510023922;ANTENNE DE SMUR - GHAM;100006279;1;0;0;0;1;100006279;0;0;168;168;84;0;1;0;0;335;16;;;;;351;374;46;0;79;201;267;28;97;6;261;;;;;;;;;;;;;;;;
SMURSAMU;2022;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;1;1;0;0;0;;0;1;294;336;336;3;3;0;0;788;383;160;0;0;0;1331;420;98;6;83;205;368;16;62;297;71;114912;7202;104202;94533;58180;58180;0;185;78;;336;0;0;0;545;1
SMURSAMU;2022;520000043;CENTRE HOSPITALIER DE LANGRES;520780057;1;1;0;0;0;;0;0;96;168;168;;1;;;495;21;0;0;0;0;516;368;94;0;150;203;366;16;73;266;100;;;;;;;;;;;;;;;;
SMURSAMU;2022;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;520780073;1;1;0;0;0;;0;0;168;168;168;0;2;0;0;668;31;0;0;0;0;699;417;139;48;57;230;475;49;148;385;90;;;;;;;;;;;;;;;;
SMURSAMU;2022;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;1;1;0;0;0;;0;0;168;168;0;0;1;0;0;538;35;14;;;;587;77;64;;13;;461;47;100;236;225;;;;;;;;;;;;;;;;
SMURSAMU;2022;530000173;CH DU NORD MAYENNE;530000074;1;1;0;0;0;;0;0;168;168;84;0;1;0;0;601;10;0;0;0;0;611;258;31;17;0;210;493;55;101;338;155;;;;;;;;;;;;;;;;
SMURSAMU;2022;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;1;1;0;0;0;;0;1;336;221;202;2;2;;;1002;247;335;10;37;0;1631;526;137;7;111;271;537;32;77;464;73;193167;;173512;;116925;115390;61845;276;168;108;444;1;0;;728;0
SMURSAMU;2022;540000015;CHRU NANCY - MATERNITE;540023264;1;0;0;1;0;;0;0;209;63;0;;;;;6;355;282;1;85;0;729;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2022;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;540000049;1;1;0;0;0;;0;0;168;168;168;;1;;;463;30;;;;;493;173;64;0;15;94;321;30;74;138;183;;;;;;;;;;;;;;;;
SMURSAMU;2022;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;1;1;0;0;0;;0;0;168;168;168;;1;;;443;44;;;;;487;229;39;1;14;175;242;14;45;124;118;;;;;;;;;;;;;;;;
SMURSAMU;2022;540000296;CENTRE HOSPITALIER DE PONT A MOUSSON;540000106;1;1;0;0;0;;0;0;35;35;35;;1;;;326;22;;;;;348;;41;1;24;34;282;19;58;128;154;;;;;;;;;;;;;;;;
SMURSAMU;2022;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;1;1;0;0;0;;0;0;168;182;160;1;1;0;0;486;82;0;3;0;0;571;88;70;4;14;0;398;26;75;265;133;;;;;;;;;;;;;;;;
SMURSAMU;2022;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;1;1;0;0;0;;0;0;168;168;168;0;2;0;0;541;190;0;3;23;0;757;168;75;0;21;168;220;24;94;122;98;;;;;;;;;;;;;;;;
SMURSAMU;2022;540001138;CHRU NANCY - HOPITAL CENTRAL;540023264;1;1;0;0;0;;0;1;336;504;504;2;4;1;0;2306;821;1074;121;475;0;4797;400;253;13;78;56;2040;122;475;1511;529;318918;3051;305431;282877;178903;143755;28012;412;336;76;714;1;0;0;3988;0
SMURSAMU;2022;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;1;0;0;1;0;;0;0;170;168;0;;;;;0;18;348;17;53;0;436;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2022;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;550006795;1;1;0;0;0;;0;1;168;168;168;0;2;0;0;769;70;93;0;0;0;932;374;91;22;11;250;567;60;66;496;71;95942;4703;89980;85617;54577;46412;8766;188;168;20;336;1;13;;3902;0
SMURSAMU;2022;550000434;CH BLD FV SITE BLD;550003354;1;1;0;0;0;;0;0;168;168;168;0;2;0;;533;146;0;0;0;0;679;261;64;7;18;172;444;50;100;303;141;;;;;;;;;;;;;;;;
SMURSAMU;2022;560000127;CHBA SITE DE VANNES;560023210;1;1;0;0;0;;0;1;406;168;504;4;5;0;0;1391;409;403;119;19;3;2344;710;211;4;61;434;824;36;110;767;57;349751;9239;337620;286791;265819;185727;89612;168;168;73;681;1;25;0;1005;0
SMURSAMU;2022;560000135;GHBS- HÔPITAL DU SCORFF;560005746;1;1;0;0;0;;0;0;170;168;168;;1;;;1120;65;;111;13;8;1317;115;162;6;37;2;1021;102;129;964;57;;;;;;;;;;;;;;;;
SMURSAMU;2022;560000143;CHCB- SITE KÉRIO;560014748;1;1;0;0;0;;0;0;168;168;168;1;2;;;841;48;;11;2;;902;484;117;12;41;295;728;120;147;496;232;;;;;;;;;;;;;;;;
SMURSAMU;2022;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;1;1;0;0;0;;0;0;168;168;168;;1;;;530;21;;7;;;558;309;71;0;31;207;487;34;53;266;221;;;;;;;;;;;;;;;;
SMURSAMU;2022;560000200;CHBA SITE D'AURAY;560023210;1;1;0;0;0;;0;0;168;168;168;0;1;0;0;967;23;0;8;1;0;999;536;108;6;69;353;456;12;77;6;450;;;;;;;;;;;;;;;;
SMURSAMU;2022;570000059;CH MARIE-MADELEINE DE FORBACH;570025254;1;1;0;0;0;;0;0;252;252;336;1;1;0;0;1268;558;;;;;1826;750;209;23;28;490;1240;27;72;544;696;;;;;;;;;;;;;;;;
SMURSAMU;2022;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;1;1;0;0;0;;0;0;168;168;168;1;1;0;0;454;244;0;0;0;0;698;145;100;0;13;0;691;29;153;569;122;;;;;;;;;;;;;;;;
SMURSAMU;2022;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;1;1;0;0;0;;0;0;336;336;672;1;2;;;1401;147;960;;;;2508;658;277;25;72;284;743;51;140;536;207;;;;;;;;;;;;;;;;
SMURSAMU;2022;570000661;HOPITAL SAINT JOSEPH DE BITCHE;570000158;1;0;0;0;1;570000158;0;0;168;168;168;1;1;;;251;40;0;;;;291;125;46;3;5;71;124;9;50;76;48;;;;;;;;;;;;;;;;
SMURSAMU;2022;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;1;1;0;0;0;;0;0;168;168;168;1;1;;;477;182;0;;;;659;187;82;6;14;85;292;26;88;195;97;;;;;;;;;;;;;;;;
SMURSAMU;2022;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;1;1;0;0;0;;0;1;336;336;504;1;2;0;0;2094;201;186;0;0;0;2481;984;426;25;124;373;1146;62;162;782;364;659391;104350;538163;479412;349182;262258;165965;724;336;388;1320;0;0;0;11255;0
SMURSAMU;2022;580972669;CH CLAMECY;580780070;1;1;0;0;0;;0;0;168;168;168;;1;;;347;1;0;;;;348;165;58;3;33;71;268;20;54;190;78;;;;;;;;;;;;;;;;
SMURSAMU;2022;580972677;CH COSNE COURS SUR LOIRE;580780088;1;1;0;0;0;;0;0;168;168;168;;1;;;534;57;0;0;0;0;591;129;92;37;298;177;268;44;146;68;200;;;;;;;;;;;;;;;;
SMURSAMU;2022;580972685;CH DECIZE;580780096;1;1;0;0;0;;0;0;168;168;168;;1;;;381;12;0;0;0;0;393;306;117;12;19;156;321;13;68;286;35;;;;;;;;;;;;;;;;
SMURSAMU;2022;580972693;HOPITAL PIERRE BEREGOVOY;580780039;1;1;0;0;0;;0;0;336;252;252;3;2;1;;1165;130;;95;196;;1586;637;174;6;69;388;520;35;94;483;37;;;;;;;;;;;;;;;;
SMURSAMU;2022;590000337;CH DUNKERQUE;590781415;1;1;0;0;0;;0;0;336;336;336;1;3;;;2498;288;59;;;;2845;1265;253;14;105;893;1187;;;1080;107;;;;;;;;;;;;;;;;
SMURSAMU;2022;590000428;CH CAMBRAI;590781605;1;1;0;0;0;;0;0;168;168;168;;1;;;1545;56;;;;;1601;;169;4;256;387;1225;;;772;453;;;;;;;;;;;;;;;;
SMURSAMU;2022;590000469;CH FOURMIES;590781662;1;1;0;0;0;;0;0;168;168;168;0;1;0;0;454;22;0;0;0;0;476;35;18;6;11;0;419;22;87;282;137;;;;;;;;;;;;;;;;
SMURSAMU;2022;590000535;CH DE MAUBEUGE MCO;590781803;1;1;0;0;0;;0;0;336;385;391;1;2;;;1876;442;26;;;;2344;712;184;23;93;412;990;79;332;788;202;;;;;;;;;;;;;;;;
SMURSAMU;2022;590000618;CH VALENCIENNES;590782215;1;1;0;0;0;;0;0;318;336;336;1;3;;;3683;885;;;;;4568;801;343;286;;;2884;229;;2114;770;;;;;;;;;;;;;;;;
SMURSAMU;2022;590000758;CH ARMENTIERES;590782637;1;1;0;0;0;;0;0;168;168;168;;2;;;1430;82;;;;;1512;626;153;6;44;423;839;;;405;434;;;;;;;;;;;;;;;;
SMURSAMU;2022;590001004;CH DOUAI DECHY;590783239;1;1;0;0;0;;0;0;168;168;168;;3;;;1984;82;;;;;2066;;212;148;;;1348;;;1000;348;;;;;;;;;;;;;;;;
SMURSAMU;2022;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;1;1;0;1;0;;0;1;756;756;672;8;10;1;0;5911;4664;;100;559;0;11234;3315;635;147;428;2105;5045;479;849;2670;2375;1174779;30277;1110951;1062817;611043;611043;267152;1095;605;490;1584;1;0;0;8178;0
SMURSAMU;2022;590801106;HOPITAL VICTOR PROVO;590782421;1;1;0;0;0;;0;0;168;168;168;;;;;1765;65;;;;;1830;770;169;12;96;493;1061;137;287;760;301;;;;;;;;;;;;;;;;
SMURSAMU;2022;590804696;CENTRE HOPITALIER DE TOURCOING;590781902;1;1;0;0;0;;0;0;168;168;168;0;3;0;0;1714;80;;;;;1794;804;108;9;112;497;918;52;148;447;471;;;;;;;;;;;;;;;;
SMURSAMU;2022;600000186;CH CLERMONT;600100648;1;1;0;0;0;;0;0;168;168;168;1;;;;1276;138;;23;;;1437;320;100;4;79;;1107;91;229;210;897;;;;;;;;;;;;;;;;
SMURSAMU;2022;600000194;CH BEAUVAIS;600100713;1;1;0;0;0;;0;1;336;420;396;5;4;;;2167;257;422;3;4;;2853;1124;230;26;123;747;1157;90;164;1000;157;359448;;359349;;182406;175197;64246;509;303;206;868;0;0;0;14573;0
SMURSAMU;2022;600000285;CH CHICN NOYON;600100721;1;1;0;0;0;;0;0;44;384;83;1;0;0;0;595;61;47;;;;703;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2022;600000467;CH GHPSO CREIL;600101984;1;1;0;0;0;;0;0;168;336;336;2;1;;;1724;133;178;18;19;;2072;900;175;30;117;514;890;88;146;734;156;;;;;;;;;;;;;;;;
SMURSAMU;2022;600113476;CH CHICN COMPIÈGNE;600100721;1;1;0;0;0;;0;0;257;384;660;3;1;;;1441;204;159;;;;1804;650;60;15;64;511;593;;;500;93;;;;;;;;;;;;;;;;
SMURSAMU;2022;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;1;1;0;0;0;;0;0;168;80;168;;1;;;529;;;;;;529;294;102;0;29;163;235;49;146;163;72;;;;;;;;;;;;;;;;
SMURSAMU;2022;610000051;CHICAM - SITE ALENCON;610780082;1;1;0;0;0;;0;1;504;336;336;2;2;1;0;898;472;208;40;328;0;1946;280;125;7;54;94;712;96;132;637;75;384903;0;214811;;120950;62387;58617;276;168;108;444;0;0;;352;
SMURSAMU;2022;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;1;1;0;0;0;;0;0;168;168;168;2;1;;;499;14;;;;;513;152;84;6;29;33;325;;;256;69;;;;;;;;;;;;;;;;
SMURSAMU;2022;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;1;1;0;0;0;;0;0;168;168;168;0;1;0;0;387;3;;;;;390;259;78;3;40;138;131;7;35;62;69;;;;;;;;;;;;;;;;
SMURSAMU;2022;610000119;CH  JACQUES MONOD  - FLERS;610780165;1;1;0;0;0;;0;0;168;168;168;2;2;0;0;548;17;;;;;565;136;97;2;35;2;437;;;397;40;;;;;;;;;;;;;;;;
SMURSAMU;2022;610780108;CHIC DES ANDAINES - DOMFRONT;610790594;1;0;0;0;1;610790594;0;0;168;168;168;;1;;;257;8;;;;;265;72;48;5;19;87;190;17;44;0;190;;;;;;;;;;;;;;;;
SMURSAMU;2022;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;1;1;0;0;0;;0;0;168;168;168;;1;;;257;8;;;;;265;72;48;5;19;87;190;17;44;0;190;;;;;;;;;;;;;;;;
SMURSAMU;2022;620000034;CH ARRAS;620100057;1;1;0;0;0;;0;1;504;525;525;4;3;1;0;3651;2533;208;116;455;0;6963;2002;320;52;358;1249;2075;183;312;1231;854;1112880;333124;779756;660813;588454;437356;131065;1347;1347;896;1720;1;1;;13841;0
SMURSAMU;2022;620000224;CH BETHUNE;620100651;1;1;0;0;0;;0;0;172;218;218;1;2;;;2472;92;318;;;;2882;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2022;620000257;CH LENS;620100685;1;1;0;0;0;;0;0;172;252;252;2;2;;;3377;55;845;;;;4277;1350;317;17;277;739;2615;166;398;1316;1299;;;;;;;;;;;;;;;;
SMURSAMU;2022;620000323;CH CALAIS;620101337;1;1;0;0;0;;0;0;287;220;0;;2;;;1637;80;0;;;;1717;760;184;29;78;469;877;160;293;640;237;;;;;;;;;;;;;;;;
SMURSAMU;2022;620000349;CH REGION DE ST OMER;620101360;1;1;0;0;0;;0;0;168;168;168;;2;;;1327;73;17;;;;1417;730;127;9;98;660;1169;;;850;319;;;;;;;;;;;;;;;;
SMURSAMU;2022;620000653;CH BOULOGNE-SUR-MER;620103440;1;1;0;0;0;;0;0;168;168;168;1;2;;;1780;83;130;;;;1993;244;192;97;147;396;992;130;300;831;161;;;;;;;;;;;;;;;;
SMURSAMU;2022;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;1;1;0;0;0;;0;0;168;168;168;;2;;;1300;68;;;;;1368;;185;;171;646;1166;113;366;1045;121;;;;;;;;;;;;;;;;
SMURSAMU;2022;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;1;1;0;0;0;;0;1;540;550;540;3;2;2;;4129;1761;17;991;637;0;7535;538;343;21;772;443;3664;358;463;2727;937;345125;24877;308703;263493;173284;166784;99669;532;218;314;696;0;9;0;4121;1
SMURSAMU;2022;630000412;CH D'AMBERT;630780997;1;1;0;0;0;;0;0;168;40;168;;;;;424;17;17;0;0;;458;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2022;630000420;CH PAUL ARDIER ISSOIRE;630781003;1;1;0;0;0;;0;0;168;168;168;0;1;0;0;948;11;13;0;2;0;974;221;99;0;122;;753;128;176;486;267;;;;;;;;;;;;;;;;
SMURSAMU;2022;630000438;CH DE RIOM;630781011;1;1;0;0;0;;0;0;168;168;168;0;2;0;0;1446;0;0;0;0;0;1446;601;98;4;306;145;844;;;373;471;;;;;;;;;;;;;;;;
SMURSAMU;2022;630000446;CH DE THIERS;630781029;1;1;0;0;0;;0;0;168;168;168;;1;;;710;17;0;8;0;0;735;359;72;0;148;105;425;34;62;258;167;;;;;;;;;;;;;;;;
SMURSAMU;2022;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;1;1;0;1;0;;0;1;420;420;420;4;3;1;0;2835;563;364;198;260;4;4224;703;340;3;0;360;2334;193;272;2028;306;254475;41058;202602;173899;110014;110014;47101;296;168;168;588;0;5;0;2481;0
SMURSAMU;2022;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;1;1;0;0;0;;0;0;168;168;168;0;1;0;0;514;0;0;0;0;0;514;342;78;17;35;221;170;19;30;61;109;;;;;;;;;;;;;;;;
SMURSAMU;2022;640000410;CENTRE HOSPITALIER OLORON;640780821;1;1;0;0;0;;0;0;168;168;168;0;2;0;0;478;3;0;0;0;0;481;288;67;0;33;188;363;39;111;202;161;;;;;;;;;;;;;;;;
SMURSAMU;2022;640000600;CENTRE HOSPITALIER DE PAU;640781290;1;1;0;1;0;;0;1;420;420;420;3;3;0;0;2694;591;70;293;117;0;3765;943;224;10;97;582;1973;386;510;1520;453;339703;;291473;;126539;102264;28987;244;168;76;456;1;3;;1567;0
SMURSAMU;2022;650000045;CH LOURDES;650780158;1;1;0;0;0;;0;0;168;168;168;;2;;;398;4;0;0;0;0;402;225;45;0;17;161;223;20;33;148;75;;;;;;;;;;;;;;;;
SMURSAMU;2022;650000417;CH BIGORRE SITE GESPE TARBES;650783160;1;1;0;0;0;;0;1;406;336;504;3;3;0;0;1787;653;158;646;5;0;3249;1350;204;11;154;795;1847;163;260;1621;226;127456;65;127391;;80772;74110;18770;216;168;48;360;1;0;0;2222;0
SMURSAMU;2022;650005606;CENTRE HOSP BIGORRE - ANTENNE BAGNERES;650783160;1;0;0;0;1;650783160;0;0;84;110;110;;1;;;147;3;0;0;0;0;150;97;15;2;9;69;83;3;14;18;65;;;;;;;;;;;;;;;;
SMURSAMU;2022;650784218;CMC HOPITAUX DE LANNEMEZAN;650780174;1;1;0;0;0;;0;0;168;168;168;;1;;;413;0;0;;;;413;230;67;1;37;125;176;13;30;89;87;;;;;;;;;;;;;;;;
SMURSAMU;2022;660000084;CH PERPIGNAN;660780180;1;1;0;0;0;;0;0;504;336;336;2;7;2;0;3357;586;89;521;182;0;4735;1291;442;56;180;613;2587;187;394;1731;856;;;;;;;;;;;;;;;;
SMURSAMU;2022;660008947;PLATE FORME SAMU SDIS 66;660780180;0;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;258044;;210362;177005;189124;143422;42837;284;168;116;840;0;13;;2056;1
SMURSAMU;2022;660010117;CH PERPIGNAN ANTENNE SMUR CH PUIGCERDA;660780180;1;0;0;0;1;660780180;0;0;168;168;168;;;2;;393;24;;;;;417;207;18;65;94;30;186;44;47;71;115;;;;;;;;;;;;;;;;
SMURSAMU;2022;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;670780055;1;1;0;0;0;;0;1;1072;870;623;2;7;1;0;8534;1520;58;526;193;;10831;6239;637;63;216;3907;2887;109;583;2533;354;715654;125184;556969;470691;268573;235180;55150;377;336;233;1050;1;;6;11867;0
SMURSAMU;2022;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;1;1;0;0;0;;0;0;168;168;168;1;1;;;1557;252;;;;;1809;992;154;8;137;693;1278;97;231;1099;179;;;;;;;;;;;;;;;;
SMURSAMU;2022;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;1;1;0;0;0;;0;0;168;168;168;;;;;1280;154;;;;;1434;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2022;670000272;CH INTERCOMMUNAL DE LA LAUTER;670780543;1;1;0;0;0;;0;0;168;168;168;0;1;0;0;713;145;0;0;0;0;858;436;72;50;47;267;439;14;69;288;151;;;;;;;;;;;;;;;;
SMURSAMU;2022;670000397;CENTRE HOSPITALIER DE SELESTAT;670017755;1;1;0;0;0;;0;0;172;172;172;1;1;0;0;1452;399;0;0;0;0;1851;926;114;18;26;603;530;39;121;288;242;;;;;;;;;;;;;;;;
SMURSAMU;2022;670783273;HOPITAL DE HAUTEPIERRE;670780055;1;0;0;1;0;;0;0;113;96;623;;;;;0;570;285;;;;855;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2022;680000684;HOPITAL LOUIS PASTEUR;680000973;1;1;0;0;0;;0;0;336;336;336;1;2;;;1931;818;52;;34;;2835;1032;235;;118;679;889;61;174;684;205;;;;;;;;;;;;;;;;
SMURSAMU;2022;680004546;HOPITAL EMILE MULLER;680020336;1;1;0;0;0;;0;1;218;504;504;1;3;1;;3510;322;257;312;195;;4596;2204;430;39;228;1507;3058;251;562;2024;1034;469525;18673;403229;383068;232517;203374;54456;372;213;159;868;0;0;0;2877;0
SMURSAMU;2022;690000575;CH NORD OUEST - VILLEFRANCHE;690782222;1;1;0;0;0;;0;0;168;168;0;;3;;;1309;32;;;;;1341;214;167;;47;;1094;157;161;841;253;;;;;;;;;;;;;;;;
SMURSAMU;2022;690000625;CH DE TARARE;690782271;1;1;0;0;0;;0;0;80;168;0;1;;;;542;71;;;;;613;116;36;0;3;;426;66;61;139;287;;;;;;;;;;;;;;;;
SMURSAMU;2022;690041108;ANTENNE SMUR BRON - HCL;690781810;1;0;0;0;1;690781810;0;0;126;126;84;1;0;2;0;0;0;0;1115;409;0;1524;77;57;0;10;20;1038;126;90;821;217;;;;;;;;;;;;;;;;
SMURSAMU;2022;690783154;HOPITAL EDOUARD HERRIOT - HCL;690781810;1;1;0;0;0;;0;1;691;443;708;5;5;;;5014;2412;256;170;169;;8021;987;306;5;101;575;4200;917;567;3314;886;825956;96363;702059;632394;607845;518709;289435;984;494;470;1530;1;0;0;2415;0
SMURSAMU;2022;690784137;HOPITAL LYON SUD - HCL;690781810;1;1;0;0;0;;0;0;232;232;232;1;1;;;2291;686;;16;11;;3004;952;137;9;177;629;1355;223;168;432;923;;;;;;;;;;;;;;;;
SMURSAMU;2022;690784152;HOPITAL CROIX-ROUSSE - HCL;690781810;1;1;0;0;0;;0;0;84;84;84;1;1;0;0;1192;112;0;0;0;0;1304;473;130;0;70;273;719;127;112;249;470;;;;;;;;;;;;;;;;
SMURSAMU;2022;700000011;GH HAUTE SAONE SITE GRAY;700004591;1;1;0;0;0;;0;0;168;168;168;0;1;0;0;547;137;0;14;1;0;699;273;63;3;26;181;455;48;114;231;224;;;;;;;;;;;;;;;;
SMURSAMU;2022;700000029;GH HAUTE SAONE SITE VESOUL;700004591;1;1;0;0;0;;0;0;168;168;168;0;2;0;0;1105;129;;;;;1234;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2022;700780208;GH HAUTE SAONE SITE LURE;700004591;1;1;0;0;0;;0;0;168;168;168;;;;;972;48;;;;;1020;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2022;710010067;CH DU PAYS CHAROLAIS BRIONNAIS;710780644;1;1;0;0;0;;0;0;168;168;205;;2;;;529;8;;;;;537;529;100;49;;;137;;;;137;;;;;;;;;;;;;;;;
SMURSAMU;2022;710010786;CH AUTUN SITE PARPAS;710781451;1;1;0;0;0;;0;0;168;168;168;;;;;329;74;30;;;;433;172;50;2;9;114;266;23;70;234;32;;;;;;;;;;;;;;;;
SMURSAMU;2022;710978263;CH WILLIAM MOREY CHALON SUR SAONE;710780958;1;1;0;0;0;;0;1;336;336;336;3;4;1;;1275;472;0;205;594;;2546;461;116;10;136;34;652;85;145;441;211;316845;;300202;274884;185869;165480;22490;346;168;178;612;0;0;0;2847;0
SMURSAMU;2022;710978289;CH LES CHANAUX MACON;710780263;1;1;0;0;0;;0;0;168;168;168;;2;;;1140;101;;;;;1241;239;140;5;82;;910;98;123;855;55;;;;;;;;;;;;;;;;
SMURSAMU;2022;710978313;CENTRE HOSPITALIER JEAN BOUVERI;710976705;1;1;0;0;0;;0;0;122;172;168;0;1;0;0;487;27;0;0;0;0;514;113;87;0;26;0;388;37;93;283;105;;;;;;;;;;;;;;;;
SMURSAMU;2022;710978347;HOTEL DIEU DU CREUSOT;570010181;1;1;0;0;0;;0;0;168;182;0;;1;;;341;5;;;;;346;95;64;1;27;3;249;15;50;194;55;;;;;;;;;;;;;;;;
SMURSAMU;2022;720000033;CENTRE HOSPITALIER DU MANS;720000025;1;1;0;0;0;;0;1;392;420;420;4;2;0;0;2478;377;368;0;0;0;3223;1403;436;10;41;916;1075;110;93;838;237;441701;29168;379175;255190;320946;217136;89277;388;218;170;690;1;0;0;1517;0
SMURSAMU;2022;720000470;CENTRE HOSPITALIER MAMERS;610780082;1;0;0;0;1;610780082;0;0;168;168;168;0;1;0;0;245;0;0;0;0;0;245;99;50;1;9;39;185;17;34;61;124;;;;;;;;;;;;;;;;
SMURSAMU;2022;720016179;POLE SANTE SARTHE ET LOIR;720016724;1;1;0;0;0;;0;0;10;84;84;;1;;;87;3;;;;;90;43;14;1;2;26;69;5;18;21;48;;;;;;;;;;;;;;;;
SMURSAMU;2022;730000031;CHMS CHAMBERY NH;730000015;1;1;0;0;0;;0;1;192;360;504;4;3;1;0;1622;476;794;172;132;0;3196;626;180;18;81;312;1168;118;163;1041;127;248455;4894;239414;227164;148391;140572;80543;470;238;232;786;0;100;0;2803;0
SMURSAMU;2022;730000080;CH DE SAINT JEAN DE MAURIENNE;730780103;1;1;0;0;0;;0;0;189;189;0;;;;;284;9;;;;;293;60;38;22;0;0;221;30;37;161;60;;;;;;;;;;;;;;;;
SMURSAMU;2022;730000098;CHMS AIX GRAND PORT;730000015;1;1;0;0;0;;0;0;168;168;168;1;1;0;0;877;265;0;1;2;0;1145;417;114;8;45;236;461;48;89;76;385;;;;;;;;;;;;;;;;
SMURSAMU;2022;730000247;CH DE BOURG ST MAURICE;730780525;1;1;0;0;0;;0;0;168;168;0;1;1;;;190;3;;;;;193;42;30;1;4;2;148;8;12;116;32;;;;;;;;;;;;;;;;
SMURSAMU;2022;730000262;CH D'ALBERTVILLE;730002839;1;1;0;0;0;;0;0;168;168;0;;1;;;380;11;;;;;391;155;56;0;22;91;207;28;63;130;77;;;;;;;;;;;;;;;;
SMURSAMU;2022;730010477;ANTENNE SMUR MODANE;730780103;1;0;0;0;1;730780103;0;0;168;0;0;;;;;71;1;0;489;31;0;592;71;35;;36;;475;;;258;217;;;;;;;;;;;;;;;;
SMURSAMU;2022;730012176;ANTENNE SMUR COURCHEVEL;730002839;1;0;0;0;1;730002839;1;0;57;0;0;;;2;;0;0;0;624;9;0;633;46;22;0;6;9;584;78;5;177;407;;;;;;;;;;;;;;;;
SMURSAMU;2022;730012440;ANTENNE SMUR MOUTIERS;730002839;1;0;0;0;1;730002839;0;0;168;168;0;;1;;;389;71;;;;;460;181;40;0;35;115;204;42;62;2;202;;;;;;;;;;;;;;;;
