BOR;AN;FI;RS;FI_EJ;URG;HMED;HIDE;SAO;ACC;PASSU;dt80;dt18;dtMCO;dtMCO80;dtMCO18;dtLS;dtLS80;dtLS18;dtHAD;dtHAD80;dtHAD18;dtEXT;dtEXT80;dtEXT18;dtHOSP;LIT_UHCD;JLI_UHCD;SEJ_UHCD;SEJ0_UHCD;JOU_UHCD;STAP;RMM
URGENCES2;2022;490014909;CLINIQUE DE L'ANJOU;490008109;GEN;322;603;1;IAO;32578;;;4816;;;;;;;;;;;;;7;2555;1342;1036;307;1;1
URGENCES2;2022;500000021;CHAG - SITE AVRANCHES;500000054;GEN;238;336;1;IAO;27831;4257;1867;5590;2470;39;;;;;;;388;53;17;;4;1460;3413;580;3401;1;1
URGENCES2;2022;500000187;CHPC - SITE CHERBOURG;500000013;GEN;627;1632;1;IAO;53611;6753;15885;15463;4383;1909;8;7;0;2;1;0;49;0;39;;12;4380;6257;3182;3553;1;0
URGENCES2;2022;500000260;CHAG - SITE GRANVILLE;500000054;GEN;168;168;1;IAO;15844;2621;2471;3474;1388;59;30;30;;;;;108;25;1;;4;1460;2279;627;1877;1;1
URGENCES2;2022;500000427;CH DE SAINT HILAIRE DU HARCOUET;500000096;GEN;104;205;1;IAO;7457;1566;1177;581;;;18;;;;;;10;;;;2;730;1063;501;648;;
URGENCES2;2022;500000450;CH MEMORIAL - SAINT-LO;500000112;GEN;168;472;1;IAO;47737;5245;14216;11535;3130;1685;177;125;;86;27;;1767;582;44;;9;3285;3786;2303;1532;1;1
URGENCES2;2022;500000591;CENTRE HOSPITALIER DE COUTANCES;500000393;GEN;168;420;;;15539;2510;2502;;;;;;;;;;;;;;5;;1213;616;642;1;1
URGENCES2;2022;510000169;CENTRE HOSPITALIER DE CHALONS;510000037;GEN;386;672;1;IAOMAO;30929;3412;6617;4507;885;1097;23;10;0;0;0;0;774;155;45;;6;1492;1835;750;1154;1;1
URGENCES2;2022;510000185;POLYCLINIQUE DE COURLANCY;510000532;GEN;26;60;1;IAO;2069;179;118;;;;;;;;;;;;;;8;;267;165;104;;
URGENCES2;2022;510000235;CENTRE HOSPITALIER D'EPERNAY;510000060;GEN;193;511;1;IAO;19757;3687;4085;5072;1585;572;;;;;;;;;;;3;1095;1641;937;1088;1;1
URGENCES2;2022;510000250;CENTRE HOSPITALIER VITRY LE FRANCOIS;510000078;GEN;168;168;0;;13262;1716;2293;2391;884;73;;;;;;;;;;;4;1460;1962;955;1100;;
URGENCES2;2022;510002470;AMERICAN MEMORIAL HOSPITAL CHU REIMS;510000029;PED;266;914;1;IAO;31407;;;;;;;;;;;;;;;3910;8;2920;3247;680;2748;;
URGENCES2;2022;510004302;HOPITAL MAISON BLANCHE CHU REIMS;510000029;GEN;587;1582;1;IAOMAO;54600;7343;738;9517;3290;36;57;29;1;;;;1242;81;15;;12;4380;3480;602;3883;1;1
URGENCES2;2022;510024979;POLYCLINIQUE REIMS - BEZANNES;510000532;GEN;252;469;1;IAO;18261;;;;;;;;;;;;;;;;6;1926;3882;2688;1296;;
URGENCES2;2022;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;GEN;44;651;1;IAO;18778;2498;4126;4199;1484;478;;;;;;;1641;483;40;;4;1460;2917;681;2788;;1
URGENCES2;2022;520000043;CENTRE HOSPITALIER DE LANGRES;520780057;GEN;96;284;0;;14097;2010;2671;2909;1201;28;;;;;;;;;;;4;1460;1713;605;1261;1;0
URGENCES2;2022;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;520780073;GEN;238;588;1;IAOMAO;27855;3354;7381;6210;1824;934;;;;;;;;;;;5;2217;3092;1542;2009;1;1
URGENCES2;2022;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;GEN;336;420;1;IAO;19734;3765;3218;6156;2549;134;153;10;4;0;;;61;43;;;1;365;2921;1101;1869;;
URGENCES2;2022;530000173;CH DU NORD MAYENNE;530000074;GEN;385;588;1;IAO;22022;3514;3314;4264;1862;35;175;12;6;0;0;0;373;94;34;;6;2190;1980;206;2236;1;1
URGENCES2;2022;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;GEN;420;945;1;IAO;39795;4516;14995;5186;1520;1048;78;2;;10;4;;317;96;26;;10;3650;3082;464;3206;;
URGENCES2;2022;540000015;CHRU NANCY - MATERNITE;540023264;PED;209;84;0;MAO;314;;;;;;;;;;;;;;;261;;;;;;;
URGENCES2;2022;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;540000049;GEN;406;469;1;IAO;15765;1829;2714;1041;378;11;1;1;0;;;;771;277;21;;4;1460;1948;341;2130;1;1
URGENCES2;2022;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;GEN;218;252;0;IAO;17359;2656;3308;5378;1805;320;;;;;;;422;35;65;;4;1460;2127;931;1252;1;1
URGENCES2;2022;540000296;CENTRE HOSPITALIER DE PONT A MOUSSON;540000106;GEN;39;35;0;;13725;2256;1912;1915;1023;0;;15;0;;;0;;219;63;;3;1095;1581;331;1721;1;0
URGENCES2;2022;540000486;POLYCLINIQUE DE GENTILLY;540000932;GEN;252;576;1;IAO;10931;1717;141;4896;901;5;;;;;;;;;;;8;2920;2606;1586;1266;1;1
URGENCES2;2022;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;GEN;168;406;1;IAO;25486;2480;6987;2770;530;448;200;4;0;0;0;0;756;;;;4;1460;2035;628;1786;;
URGENCES2;2022;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;GEN;217;504;1;IAO;17990;2731;2838;1296;684;97;352;127;3;16;10;0;362;310;2;;7;2555;2726;2668;71;0;1
URGENCES2;2022;540001138;CHRU NANCY - HOPITAL CENTRAL;540023264;GEN;574;1344;1;IAOMAO;58868;6705;769;12475;3267;44;17;13;0;0;0;0;1801;187;39;;16;5840;11457;4232;9403;1;1
URGENCES2;2022;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;PED;251;672;1;IAO;27761;;;;;;;;;;;;;;;5650;8;2920;5520;3256;2677;;
URGENCES2;2022;540026895;HOPITAL PRIVE NANCY LORRAINE;540026739;GEN;252;576;1;IAO;3600;853;2;313;111;0;;;;;;;;;;;8;736;739;316;538;1;1
URGENCES2;2022;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;550006795;GEN;218;756;1;IAO;26549;3292;6174;6344;1555;794;314;34;3;0;0;0;257;38;45;;6;2190;1868;524;1398;1;1
URGENCES2;2022;550000434;CH BLD FV SITE BLD;550003354;GEN;381;581;1;IAO;12791;1402;2137;3404;1290;8;142;15;1;0;0;0;762;;;;4;1460;2365;514;2168;1;1
URGENCES2;2022;560000127;CHBA SITE DE VANNES;560023210;GEN;621;1492;1;IAOMAO;69194;9617;18251;19766;5803;2502;2;1;0;;;;1300;173;43;;8;2920;5292;1174;4324;1;0
URGENCES2;2022;560000135;GHBS- HÔPITAL DU SCORFF;560005746;GEN;664;1200;1;IAOMAO;59625;7314;18242;17679;5297;2215;;;;;;;3;2;;;14;3740;7020;2510;4920;0;1
URGENCES2;2022;560000143;CHCB- SITE KÉRIO;560014748;GEN;319;840;1;IAO;33321;4752;6837;8341;2904;746;286;82;0;0;0;0;584;58;47;;12;4380;2945;305;3219;1;1
URGENCES2;2022;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;GEN;168;308;1;IAO;19222;3303;2952;4763;2002;35;;;;;;;244;26;57;;6;2190;2478;587;2013;0;1
URGENCES2;2022;570000059;CH MARIE-MADELEINE DE FORBACH;570025254;GEN;414;672;1;IAO;49761;3350;22167;6065;1061;1636;470;290;;;;;920;145;36;;8;2920;2583;608;2065;1;1
URGENCES2;2022;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;GEN;168;504;1;IAO;23407;3052;4838;4320;1483;496;;;;;;;587;75;;;4;1460;2083;721;1502;1;1
URGENCES2;2022;570000216;HOPITAL DE SAINT AVOLD - SOS SANTE;570010181;GEN;406;756;1;IAO;23583;;;;;;;;;;;;;;;;4;1460;3806;3313;545;;
URGENCES2;2022;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;GEN;588;1988;1;IAO;59040;6418;21918;11977;3464;2147;533;6;;1;;;2834;1155;78;;15;5475;5902;1596;6790;1;1
URGENCES2;2022;570000596;HIA LEGOUEST;750821092;GEN;219;375;1;IAO;26544;1076;2394;288;103;0;32;0;0;;;;644;103;5;;6;2190;1683;1002;785;1;1
URGENCES2;2022;570000646;HOPITAL-CLINIQUE CLAUDE BERNARD;570001115;GEN;168;336;1;IAO;18094;1702;2525;;;;;;;;;;;;;;5;1825;5934;3956;2005;1;1
URGENCES2;2022;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;GEN;336;637;1;IAO;32043;4287;8875;7716;1986;1039;;;;;;;;;;;5;1825;2124;1122;1065;1;1
URGENCES2;2022;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;GEN;840;2072;1;IAOMAO;76770;7767;27477;14822;4119;2993;4;;;;;;4366;1111;141;;20;7300;7273;1896;7529;1;1
URGENCES2;2022;580972669;CH CLAMECY;580780070;GEN;168;168;0;;10222;1559;1652;1444;589;6;;;;;;;284;52;48;;2;730;701;448;282;1;0
URGENCES2;2022;580972677;CH COSNE COURS SUR LOIRE;580780088;GEN;168;252;1;IAO;12276;2009;2050;1661;;;0;0;0;0;0;0;450;;;;2;730;1273;443;1047;0;1
URGENCES2;2022;580972685;CH DECIZE;580780096;GEN;168;168;;;13767;1900;2709;;;;;;;;;;;;;;2;730;1254;366;1269;;
URGENCES2;2022;580972693;HOPITAL PIERRE BEREGOVOY;580780039;GEN;644;1037;1;IAO;43622;5342;13983;9195;3016;1274;34;27;;;;;472;100;22;;10;3650;3524;890;2778;1;1
URGENCES2;2022;590000121;CH SECLIN;590780227;GEN;503;877;1;IAO;43502;3693;15201;6048;1789;1213;12;4;0;;;;247;24;11;;8;2920;3075;861;2403;0;1
URGENCES2;2022;590000337;CH DUNKERQUE;590781415;GEN;506;2198;1;IAO;64368;6637;17007;12536;2500;2861;;;;;;;1675;493;87;;15;5475;6303;1562;5881;1;1
URGENCES2;2022;590000428;CH CAMBRAI;590781605;GEN;238;721;1;IAO;36086;3853;10419;10948;;;;;;;;;;;;;10;3650;8645;4057;4977;;
URGENCES2;2022;590000436;CH LE CATEAU;590781621;GEN;336;420;1;IAO;17073;1794;3508;861;524;;;;;;;;879;180;73;;5;1825;4038;2370;1846;1;1
URGENCES2;2022;590000469;CH FOURMIES;590781662;GEN;203;406;1;IAO;16195;1811;3575;2837;;;197;;;0;;;246;;;;12;4380;1517;797;948;0;0
URGENCES2;2022;590000535;CH DE MAUBEUGE MCO;590781803;GEN;504;1131;1;IAO;51428;4201;16585;5791;1276;1425;652;2;41;;;;1278;509;41;;8;2920;6524;2925;3884;1;1
URGENCES2;2022;590000592;CH DENAIN;590782165;GEN;329;658;1;IAO;29362;2497;6471;6963;1417;84;138;2;16;;;;447;110;218;;6;2190;3136;1617;1561;1;1
URGENCES2;2022;590000618;CH VALENCIENNES;590782215;GEN;634;1700;;IAOMAO;73714;9331;2063;10982;2021;145;;;;;;;;;;;12;4380;10534;4744;6629;1;1
URGENCES2;2022;590000618;CH VALENCIENNES;590782215;PED;266;332;1;IAO;34496;;;;;;;;;;;;;;;5670;8;2920;2968;1253;1730;;
URGENCES2;2022;590000758;CH ARMENTIERES;590782637;GEN;391;695;1;IAO;37742;2794;13857;9245;1873;2198;;;;;;;961;;;;8;2920;7500;4822;2822;1;1
URGENCES2;2022;590000774;CH HAZEBROUCK;590782652;GEN;238;420;1;IAO;19064;2278;2957;4633;1489;113;;;;;;;4;1;0;;2;730;2747;1797;963;0;0
URGENCES2;2022;590001004;CH DOUAI DECHY;590783239;GEN;1022;1503;1;IAOMAO;65918;6560;21124;14143;3650;2169;384;3;31;;;;;;;;11;4015;5737;882;5932;1;1
URGENCES2;2022;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;GEN;157;252;1;IAO;13285;1280;2751;1241;636;6;;;;;;;;;;;2;730;274;193;83;1;1
URGENCES2;2022;590008041;POLYCLINIQUE VAUBAN;590008033;GEN;168;420;1;IAOMAO;13985;641;2645;473;442;31;;;;;;;22;17;5;;11;4015;1186;297;1024;1;1
URGENCES2;2022;590780284;GCS GHICL HÔPITAL ST PHILIBERT;590051801;GEN;420;504;1;IAO;25307;4946;1797;8482;2994;129;;;;;;;;;;;7;2555;4889;2640;2360;0;0
URGENCES2;2022;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;GEN;913;2072;1;IAO;71390;6506;2766;13287;2656;219;329;60;57;2;;;2550;450;94;;13;4602;17753;8446;9319;1;1
URGENCES2;2022;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;PED;357;504;1;IAO;27788;;;;;;;;;;;;;;;3067;10;3650;5388;2566;2885;;
URGENCES2;2022;590797353;GCS GHICL HOPITAL SAINT VINCENT -;590051801;GEN;420;504;1;IAO;43002;3267;3550;9319;2034;420;;;;;;;;;;;7;2555;5583;1960;4105;0;0
URGENCES2;2022;590797353;GCS GHICL HOPITAL SAINT VINCENT -;590051801;PED;420;336;0;;23235;;;;;;;;;;;;;;;3392;5;1825;1647;590;1092;;
URGENCES2;2022;590801106;HOPITAL VICTOR PROVO;590782421;GEN;592;1590;1;IAO;47078;;;;;;;;;;;;;;;;12;4380;4096;1814;2323;;
URGENCES2;2022;590801106;HOPITAL VICTOR PROVO;590782421;PED;143;403;1;IAO;28000;;;;;;;;;;;;;;;3500;3;1095;899;737;163;;
URGENCES2;2022;590804696;CENTRE HOPITALIER DE TOURCOING;590781902;GEN;567;1036;1;IAO;50106;4409;13595;8093;2113;1330;;;;;;;851;416;38;;8;2920;4929;2519;2503;1;1
URGENCES2;2022;590816310;CLINIQUE SAINT AME;590000048;GEN;168;336;1;IAO;16550;1129;3210;;;;;;;;;;;;;;3;1095;682;531;156;1;1
URGENCES2;2022;600000186;CH CLERMONT;600100648;GEN;168;168;1;IAO;33726;2582;6433;3601;1086;63;;;;;;;1569;259;209;;8;2920;2196;678;1854;1;1
URGENCES2;2022;600000194;CH BEAUVAIS;600100713;GEN;504;1176;1;IAO;46323;6180;5080;9183;3057;124;;;;;;;;;;;15;5475;3296;801;3987;1;1
URGENCES2;2022;600000194;CH BEAUVAIS;600100713;PED;156;300;1;IAO;21333;;;;;;;;;;;;;;;2357;4;1460;262;56;262;;
URGENCES2;2022;600000285;CH CHICN NOYON;600100721;GEN;78;752;0;;14756;1555;3041;1597;644;21;0;0;0;0;0;0;;;;;3;1092;915;213;798;0;1
URGENCES2;2022;600000467;CH GHPSO CREIL;600101984;GEN;526;1179;1;IAOMAO;39671;5266;3751;5560;1814;61;;;;;;;712;383;4;;10;3380;1816;130;3903;0;1
URGENCES2;2022;600000467;CH GHPSO CREIL;600101984;PED;168;734;1;IAO;23754;;;;;;;;;;;;;;;4079;6;2190;1187;291;1111;;
URGENCES2;2022;600100754;POLYCLINIQUE SAINT CÔME;600000228;GEN;189;451;1;IAO;25084;2291;3902;2589;;;;;;;;;;;;;5;1825;3342;3103;242;1;1
URGENCES2;2022;600113476;CH CHICN COMPIÈGNE;600100721;GEN;457;1413;1;IAO;41524;6104;5322;9057;3188;134;2;1;0;0;0;0;;;;;12;4278;2670;126;3370;0;1
URGENCES2;2022;600113476;CH CHICN COMPIÈGNE;600100721;PED;0;256;0;;18701;;;;;;;;;;;;;;;1600;0;0;0;0;0;;
URGENCES2;2022;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;GEN;168;387;1;IAO;16515;2136;3622;2025;903;50;;;;;;;;;;;4;1460;2618;1374;1374;1;
URGENCES2;2022;610000051;CHICAM - SITE ALENCON;610780082;GEN;420;1008;1;IAO;39492;4454;10536;7846;2691;1114;226;177;1;16;6;0;967;388;8;;8;2920;604;94;1150;0;1
URGENCES2;2022;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;GEN;376;818;1;IAO;26267;3102;3777;6195;2036;455;;;;;;;231;32;16;;6;1825;6067;4519;1595;1;1
URGENCES2;2022;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;GEN;168;168;1;IAO;7442;1362;1381;1226;611;7;10;3;0;0;0;0;329;61;69;;2;730;641;151;538;0;0
URGENCES2;2022;610000119;CH  JACQUES MONOD  - FLERS;610780165;GEN;420;624;1;IAO;33219;3738;11281;6665;1381;1586;492;147;1;;;;1208;545;72;;6;2190;5865;2927;3412;0;
URGENCES2;2022;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;GEN;168;504;1;IAO;10313;1661;1429;2266;872;24;39;27;;;;;45;11;5;;3;1095;1742;722;1179;0;0
URGENCES2;2022;620000034;CH ARRAS;620100057;GEN;420;1092;1;IAOMAO;45233;6139;4896;8414;2996;104;607;310;11;0;0;0;1261;483;18;;8;2920;3780;1603;2326;1;1
URGENCES2;2022;620000034;CH ARRAS;620100057;PED;168;223;1;IAOMAO;14361;;;;;;;;;;;;;;;1996;3;1095;649;243;408;;
URGENCES2;2022;620000224;CH BETHUNE;620100651;GEN;476;1103;1;IAO;47205;4997;10711;12811;2841;1257;297;206;;;;;2154;453;133;;6;2190;3017;2960;57;1;1
URGENCES2;2022;620000257;CH LENS;620100685;GEN;604;1313;1;IAO;53495;5416;6682;14152;3642;362;;;;;;;;;;;12;4380;7481;3013;4914;1;0
URGENCES2;2022;620000257;CH LENS;620100685;PED;;;0;;18046;;;;;;;;;;;;;;;2312;;;0;0;0;;
URGENCES2;2022;620000323;CH CALAIS;620101337;GEN;574;1525;1;IAO;35740;3969;1979;5986;1841;84;598;12;55;0;0;0;395;45;10;;12;4380;6291;1439;5409;1;1
URGENCES2;2022;620000323;CH CALAIS;620101337;PED;168;419;1;IAO;15022;;;;;;;;;;;;;;;2173;0;0;34;26;8;;
URGENCES2;2022;620000349;CH REGION DE ST OMER;620101360;GEN;348;1092;1;IAO;42387;4362;12041;7071;1940;1376;11;4;0;0;0;0;1086;139;96;;11;4015;5991;475;6505;1;0
URGENCES2;2022;620000653;CH BOULOGNE-SUR-MER;620103440;GEN;504;1057;1;IAO;53266;5673;8838;9828;2550;383;598;23;30;;;;274;65;14;;10;3650;4033;1826;2559;0;1
URGENCES2;2022;620000653;CH BOULOGNE-SUR-MER;620103440;PED;168;1057;;;7924;;;;;;;;;;;;;;;1607;4;1460;167;121;50;;
URGENCES2;2022;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;GEN;336;481;1;IAO;33080;5930;6538;;3226;1736;;;;;;;;;;;6;;3840;1035;3053;1;
URGENCES2;2022;620003350;HOPITAL DE RIAUMONT;620001834;GEN;399;504;1;IAO;19899;2559;3732;;;;;;;;;;;;;;7;2555;1114;1110;4;0;1
URGENCES2;2022;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;GEN;440;756;1;IAO;27771;2728;4770;;;;;;;;;;;;;;6;2190;3141;2692;509;1;0
URGENCES2;2022;620025346;POLYCLINIQUE DE LA  CLARENCE;620001834;GEN;429;771;;IAO;27945;3210;5292;;;;;;;;;;;;;;7;2555;3145;1943;1330;;1
URGENCES2;2022;620100735;CLINIQUE ANNE ARTOIS;620000265;GEN;168;280;1;IAO;15502;960;3414;;;;;;;;;;;;;;6;;1061;831;231;1;1
URGENCES2;2022;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;GEN;781;1260;1;IAO;58929;7552;2279;15840;4741;193;295;6;24;0;0;0;912;219;10;;20;7300;8276;2170;6625;1;0
URGENCES2;2022;630000412;CH D'AMBERT;630780997;GEN;168;252;1;IAOMAO;9783;1381;2158;1579;;;;;;;;;;;;;4;1460;998;263;881;;
URGENCES2;2022;630000420;CH PAUL ARDIER ISSOIRE;630781003;GEN;168;168;1;IAO;19250;2793;3029;3996;1597;20;0;0;0;0;0;0;480;74;59;;2;710;690;421;290;1;
URGENCES2;2022;630000438;CH DE RIOM;630781011;GEN;168;259;1;IAO;17245;4175;1004;;;;;;;;;;;;;;10;;1985;354;2226;1;1
URGENCES2;2022;630000446;CH DE THIERS;630781029;GEN;168;168;1;IAO;13984;2108;2113;2892;1129;31;;;;;;;;;;;4;1460;1719;329;1847;0;0
URGENCES2;2022;630780211;POLE SANTE REPUBLIQUE;630000107;GEN;224;397;1;IAO;19401;914;1318;1608;390;22;;;;;;;6;;;;2;730;972;893;80;1;0
URGENCES2;2022;630781268;HOPITAL ESTAING - CHU63;630780989;PED;245;1680;1;IAO;33839;;;;;;;;;;;;;;;3384;6;1924;1375;521;903;;
URGENCES2;2022;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;GEN;910;1256;1;IAO;61909;5771;18842;19487;3942;4567;657;11;74;0;0;0;;;;;8;2920;6659;2854;4264;1;1
URGENCES2;2022;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;GEN;168;336;0;;11908;2566;2040;1588;851;2;0;0;0;0;0;0;260;0;0;;4;1460;1384;332;1177;0;0
URGENCES2;2022;640000410;CENTRE HOSPITALIER OLORON;640780821;GEN;168;252;1;IAO;10560;2421;1764;2986;1466;99;;;;;;;18;3;1;;2;730;1115;724;402;0;0
URGENCES2;2022;640000600;CENTRE HOSPITALIER DE PAU;640781290;GEN;987;1662;1;IAO;66737;7430;23178;10032;3195;1985;;;;;;;;;;;13;4745;11964;6331;6073;1;1
URGENCES2;2022;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;GEN;168;168;1;IAO;10686;1496;2205;2771;894;88;0;;;0;;;;;;;4;1460;1624;790;1065;0;0
URGENCES2;2022;640018206;CLINIQUE BELHARRA;640012209;GEN;238;359;1;IAO;17863;1829;2299;6973;;;;;;;;;;;;;4;1460;4153;3306;929;1;1
URGENCES2;2022;640780490;CAPIO CLINIQUE AGUILERA;640000212;GEN;252;232;1;IAO;21991;2192;3011;1590;860;33;;;;;;;;;;;4;1460;1769;1278;503;1;1
URGENCES2;2022;640780748;POLYCLINIQUE CÔTE BASQUE SUD;640000360;GEN;252;393;1;IAO;14379;2115;2407;5377;1561;182;;;;;;;33;;10;;9;3285;5192;3561;1711;1;1
URGENCES2;2022;640780938;POLYCLINIQUE MARZET;640000451;GEN;168;168;0;;11886;2130;989;1388;;;;;;;;;;;;;2;730;1226;1057;169;;
URGENCES2;2022;650000045;CH LOURDES;650780158;GEN;336;562;1;IAO;21314;3030;3871;1886;1020;33;37;23;0;;;;537;93;54;;6;2190;2090;735;1420;1;0
URGENCES2;2022;650000052;CH BAGNERES DE BIGORRE;650780166;GEN;168;168;;;4903;681;959;161;129;;12;9;;;;;;;;;2;730;410;405;5;;
URGENCES2;2022;650000417;CH BIGORRE SITE GESPE TARBES;650783160;GEN;366;1116;1;IAO;49514;6522;14168;7059;2092;1263;73;54;;;;;1233;348;34;;4;1460;4555;2337;2368;1;1
URGENCES2;2022;650784218;CMC HOPITAUX DE LANNEMEZAN;650780174;GEN;168;252;1;IAO;14124;1958;2682;2245;759;91;479;83;36;;;;525;112;64;;2;730;1060;677;390;1;1
URGENCES2;2022;660000084;CH PERPIGNAN;660780180;GEN;630;1442;1;IAO;59493;7786;6167;14150;4457;306;33;21;;35;5;;;;;;11;4015;4692;1991;3637;0;
URGENCES2;2022;660000084;CH PERPIGNAN;660780180;PED;168;336;1;IAO;27001;;;;;;;;;;;;;;;2293;5;1825;83;52;31;;
URGENCES2;2022;660780628;CL DU VALLESPIR;660000282;GEN;168;168;1;IAO;11177;1297;2024;867;463;9;;;;;;;;;;;2;730;296;213;83;1;1
URGENCES2;2022;660780776;CL ST MICHEL;660000399;GEN;168;252;1;IAO;9167;995;1927;755;301;8;;;;;;;252;58;25;;4;1460;672;537;137;1;1
URGENCES2;2022;660780784;CL ST PIERRE;660000407;GEN;322;448;1;IAO;27255;2068;4019;3635;717;89;;;;;;;64;8;8;;2;730;2293;1603;722;1;1
URGENCES2;2022;660790387;POLYCL MEDIPOLE ST ROCH;660790379;GEN;252;567;1;IAO;42616;3800;7851;4078;805;58;;;;35;15;1;804;357;9;;10;3650;615;454;161;1;1
URGENCES2;2022;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;670780055;GEN;601;1453;1;IAOMAO;30555;5226;620;7934;2538;9;123;18;;;;;1402;462;6;;15;5110;17974;6645;15597;1;1
URGENCES2;2022;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;GEN;496;1239;1;IAO;48802;5278;15197;8793;3083;1080;234;187;0;;;;577;377;3;;14;5110;4039;379;5164;1;0
URGENCES2;2022;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;GEN;242;869;;;21896;1158;7386;;;;;;;;;;;;;;6;;3072;1013;2152;;
URGENCES2;2022;670000272;CH INTERCOMMUNAL DE LA LAUTER;670780543;GEN;240;175;1;IAO;12335;1622;2389;2392;904;21;6;2;0;0;0;0;391;39;72;;2;730;464;94;401;1;1
URGENCES2;2022;670000397;CENTRE HOSPITALIER DE SELESTAT;670017755;GEN;424;770;1;IAO;32891;4377;7936;7187;2860;993;0;0;0;0;0;0;968;173;104;;8;2920;3190;313;3236;1;1
URGENCES2;2022;670018068;CLINIQUE RHENA GCS ES;670017847;GEN;252;672;1;IAO;43954;1504;6262;9292;648;306;0;0;0;0;0;0;825;177;51;;8;2920;3639;2469;1228;1;1
URGENCES2;2022;670780212;CLINIQUE SAINTE-ANNE;670014604;GEN;168;35;1;IAO;18295;1206;3679;4667;676;101;;;;;;;;;;;5;1825;4654;3183;1480;0;0
URGENCES2;2022;670783273;HOPITAL DE HAUTEPIERRE;670780055;GEN;595;1680;1;IAOMAO;58144;6983;169;5407;1522;11;66;11;1;;;;2452;995;1;;14;5110;17139;8672;10886;1;1
URGENCES2;2022;670783273;HOPITAL DE HAUTEPIERRE;670780055;PED;532;753;1;IAO;44018;;;;;;;;;;;;;;;4382;8;2920;4382;2334;2456;;
URGENCES2;2022;680000320;CLINIQUE DIACONAT FONDERIE;680000643;GEN;244;571;;;27733;;;;;;;;;;;;;;;;4;1460;6463;5266;1238;1;1
URGENCES2;2022;680000544;CENTRE HOSPITALIER D'ALTKIRCH;680020336;GEN;91;182;1;IAO;8907;1116;1441;833;370;5;;;;;;;;;;;2;156;107;104;5;1;0
URGENCES2;2022;680000684;HOPITAL LOUIS PASTEUR;680000973;GEN;1008;1936;1;IAO;72323;10724;20364;16010;;;244;;;;;;1142;;;;22;8030;6664;1915;5454;1;1
URGENCES2;2022;680000700;CENTRE HOSPITALIER DE GUEBWILLER;680001005;GEN;216;336;1;IAO;12396;992;2599;1222;399;5;;;0;;;;596;;;;3;1095;980;582;402;1;0
URGENCES2;2022;680004546;HOPITAL EMILE MULLER;680020336;GEN;799;1932;1;IAO;91223;8700;33005;16839;4007;4279;;;;;;;;;;;21;7665;5421;578;6453;1;1
URGENCES2;2022;680020096;POLE PUBLIC SAINT-LOUIS - GHRMSA;680020336;GEN;168;420;1;IAO;16146;1480;2520;804;325;4;;;;;;;;;;;4;1460;590;44;641;1;0
URGENCES2;2022;690000013;CH MONTGELAS;690780036;GEN;322;336;1;IAO;14198;1352;2470;1691;697;10;;;;;;;;;;;3;1095;1048;414;673;1;1
URGENCES2;2022;690000575;CH NORD OUEST - VILLEFRANCHE;690782222;GEN;994;1871;1;IAOMAO;72930;6933;33312;15798;4391;7252;;;;;;;;;;;15;5475;6012;1354;5153;1;1
URGENCES2;2022;690000625;CH DE TARARE;690782271;GEN;322;420;1;IAO;20307;1565;2865;3383;1360;8;127;94;0;;;;1181;480;7;;8;2920;2488;739;1810;1;1
URGENCES2;2022;690007539;HOPITAL FEMME MERE ENFANT - HCL;690781810;PED;476;1680;1;IAO;84264;;;;;;;;;;;;;;;6791;18;6479;4114;1020;4236;;
