BOR;AN;FI;RS;FI_EJ;ANTGEO;NB_ANT;FI1;FI2;FI3;POP;EMSP;EQDOU;TELESUR;TELECONS;INDOM;ASTR;CONVPER;CONV;AUTMED;AUTOBS;AUTSSR;AUTCAN;PLATOT;SEJ_HAD;SEJ_PER;SEJ_PAL;SEJ_CAN;JOU_HAD;JOU_PER;JOU_PAL;JOU_CAN;FIL_HAD;FIL_PER;FIL_PAL;FIL_CAN;P80_HAD;P80_PAL;P80_CAN;PMS_HAD;PMS_PER;PMS_PAL;PMS_CAN
HAD;2022;830012498;HOSPITALISATION A DOMICILE ST ANTOINE;830014049;1;1;830012498;;;200000;1;1;0;0;1;0;1;0;1;0;0;0;100;511;0;264;11;18695;0;9407;355;419;0;229;9;180;115;1;51;0;23;1
HAD;2022;830019600;HAD CAP DOMICILE;830000063;1;2;830019600;;;310000;0;0;0;0;1;0;1;0;1;0;0;1;110;1210;0;551;259;41561;0;22906;1361;708;0;420;51;334;202;6;86;0;17;1
HAD;2022;830100392;POLYCLINIQUE NOTRE DAME;830000154;0;0;;;;120000;1;0;0;1;1;1;0;0;1;0;0;0;70;484;0;302;9;21913;0;12913;393;388;0;248;9;175;142;2;24;0;18;0
HAD;2022;830207114;HAD SANTE ET SOLIDARITE DU VAR;830001855;1;4;830207114;;;800000;0;0;0;0;1;0;1;0;1;0;0;0;400;2510;0;621;39;135019;0;24588;1633;1905;0;537;30;998;323;5;412;0;79;1
HAD;2022;840011340;HADAR;840003164;0;;;;;68000;;;;;;;;;1;0;0;0;150;1101;0;321;139;41354;0;13711;1052;649;0;251;43;250;114;15;129;0;33;1
HAD;2022;850006008;HAD DE VENDEE;850005968;0;0;;;;666000;1;0;0;1;1;0;1;0;1;1;1;1;250;2765;16;1131;143;86624;313;46879;925;1902;13;929;35;559;378;3;198;0;112;0
HAD;2022;860000223;CHU LA MILETRIE;860014208;1;1;860000025;;;437368;1;0;1;0;1;1;1;1;1;0;0;0;80;2214;0;333;1325;19628;0;5886;3096;845;0;279;192;303;178;33;191;0;128;0
HAD;2022;860008929;H.A.D. DE POITIERS;860008879;1;1;86008929;;;187575;0;0;0;0;;1;;;1;1;1;0;120;844;53;229;6;35226;1023;6390;128;605;47;183;6;206;109;0;80;0;47;0
HAD;2022;870003514;HOPITAL JEAN REBEYROL LIMOGES;870000015;1;1;870000270;;;401724;1;1;0;0;1;0;1;0;1;0;0;0;74;1057;0;141;435;21343;0;3518;1512;442;0;124;70;123;60;15;14;0;4;0
HAD;2022;870004231;H A D SANTE SERVICE LIMOUSIN LIMOGES;870004074;1;3;870004231;870004231;870004231;372000;1;1;0;0;1;1;;;1;0;0;0;60;717;0;143;367;20286;0;6020;1201;293;0;124;52;114;68;8;16;0;4;0
HAD;2022;880000039;CHI HMV - SITE GERARDMER;880009147;1;1;880000047;;;168729;;;;;;;;;1;0;0;0;30;366;74;165;2;12376;1086;6668;57;269;65;113;2;50;37;0;0;0;0;0
HAD;2022;880006606;HAD KORIAN PAYS DES IMAGES;750056335;0;;;;;;1;0;0;0;1;1;;;1;0;0;0;40;446;1;175;31;14293;9;6187;1146;291;1;139;11;113;64;2;71;0;33;0
HAD;2022;880006721;HAD NEUFCHATEAU;750056335;0;;;;;75000;1;0;0;0;1;1;;;1;0;0;0;60;639;1;270;6;16919;23;7795;36;477;1;219;1;264;131;0;223;0;97;0
HAD;2022;890009178;HAD SUD YONNE ET BOURGOGNE NIVERNAISE;750047367;0;;;;;235000;1;0;0;0;1;1;;;1;0;0;0;46;532;0;241;21;16923;0;6957;391;373;0;191;13;122;80;2;25;0;13;0
HAD;2022;890975543;CH JOIGNY;890000417;1;2;890975543;890975543;;167185;1;1;0;0;1;0;0;0;1;0;0;0;50;515;0;247;45;10178;0;2561;839;379;0;234;30;187;164;2;132;0;124;0
HAD;2022;910025410;HAD KORIAN ESSONNE;310021233;0;;;;;1315000;0;0;0;0;1;1;;;1;0;0;0;60;497;2;104;18;15503;38;2836;596;402;2;91;11;227;53;2;211;0;36;0
HAD;2022;920300043;HOPITAL PRIVE D ANTONY;920001526;0;;;;;;;;;;;;;;0;1;0;0;6;48;48;0;0;390;390;0;0;42;42;0;0;0;0;0;0;0;0;0
HAD;2022;920813623;HAD SANTE SERVICE;920029097;0;;;;;12278210;0;0;0;0;1;1;0;0;1;1;1;1;1927;38966;4324;2874;21294;656021;53070;127631;104226;15652;3890;2155;3258;2431;807;501;445;0;145;11
HAD;2022;930000286;GHI LE RAINCY MONTFERMEIL;930021480;0;;;;;196000;1;1;0;0;1;0;0;0;1;0;0;0;20;294;0;76;93;5482;0;1760;1112;181;0;66;41;67;38;4;21;0;11;1
HAD;2022;930000328;CH GENERAL DELAFONTAINE;930110051;0;;;;;;;0;0;0;0;1;1;0;0;0;1;0;20;94;0;0;0;4827;0;0;0;72;0;0;0;15;0;0;0;0;0;0
HAD;2022;950000323;GHEM SIMONE VEIL SITE EAUBONNE;950013870;0;;;;;592302;1;1;0;0;1;1;;;1;0;0;0;40;546;0;255;0;7210;0;1676;0;470;0;248;0;339;207;0;332;0;224;0
HAD;2022;970100020;CENTRE MEDICO SOCIAL;970100152;0;;;;;75976;0;0;0;1;1;1;;;1;0;0;0;70;354;0;205;4;28304;0;13856;84;282;0;168;4;136;91;2;18;0;13;0
HAD;2022;970100418;CENTRE HOSPITALIER L-D. BEAUPERTHUY;970100194;1;2;970100418;0;0;61000;0;0;0;0;1;1;0;0;1;0;0;0;50;142;0;73;4;13982;0;5442;289;119;0;66;4;63;35;0;0;0;0;0
HAD;2022;970102596;CLINIQUE DE CHOISY;970100491;1;2;970111563;970115002;;131024;0;0;0;0;1;1;;;1;0;0;0;104;405;0;238;7;33982;0;16089;354;338;0;218;7;165;129;1;18;0;14;0
HAD;2022;970103099;CLINIQUE LES NOUVELLES EAUX MARINES;970100525;0;;;;;71493;0;0;0;0;1;1;;;1;;1;1;60;289;0;129;7;13945;0;5412;175;215;0;107;4;122;69;1;16;0;6;0
HAD;2022;970111217;H.A.D. DE MARIE-GALANTE;970111209;0;;;;;;0;0;0;0;1;1;;;1;0;0;0;20;65;0;45;1;5876;0;4415;59;50;0;35;1;18;15;0;0;0;0;0
HAD;2022;970111365;HAD NORD BASSE TERRE;970111969;0;;;;;97036;0;0;0;0;1;1;;;1;0;0;0;70;330;0;186;20;21642;0;11162;994;249;0;159;11;115;82;3;11;0;9;0
HAD;2022;970111563;HAD ILES DU NORD;970100491;0;;;;;34065;0;0;0;0;;;;;1;0;0;0;82;257;1;152;9;27931;14;18170;539;184;1;106;7;51;41;0;0;0;0;0
HAD;2022;970112033;C.H.G. JACQUES SALIN;970100210;0;;;;;;0;0;0;0;1;1;0;0;1;0;0;0;20;120;0;36;1;10759;0;987;227;90;0;34;1;59;26;1;4;0;0;0
HAD;2022;970112884;C H U DE POINTE A PITRE- SSR;970100228;0;;;;;141382;0;1;0;0;1;1;0;0;1;0;0;1;45;230;32;57;5;13709;507;3498;192;185;27;46;4;66;24;0;0;0;0;0
HAD;2022;970115002;CLINIQUE DE CHOISY HAD ST BARTHELEMY;970100491;0;;;;;1160;0;0;0;0;1;0;0;0;1;0;0;0;30;105;0;57;3;9366;0;4476;80;55;0;31;2;30;22;0;6;0;5;0
HAD;2022;970212833;CLINIQUE DE LA TOUR HOSP. A DOMICILE;970212825;0;;;;;376453;0;0;0;0;1;1;;;1;0;0;0;190;1270;1;528;45;67901;15;19908;2400;931;1;441;35;369;230;12;61;0;19;0
HAD;2022;970303608;HAD GUYANE ANTENNE DE KOUROU;970303590;0;;;;;31200;0;0;0;0;;;;;1;1;0;0;50;242;101;25;3;11088;2941;1162;112;185;85;17;3;25;2;0;0;0;0;0
HAD;2022;970303640;HAD GUYANE ANTENNE DE CAYENNE;970303590;0;;;;;140000;0;0;0;0;1;1;0;0;1;1;0;0;100;579;207;101;1;25157;5188;4212;15;463;188;78;1;55;26;0;0;0;0;0
HAD;2022;970303657;HAD GUYANE - ANTENNE DE SAINT-LAURENT;970303590;0;;;;;76734;0;0;0;0;1;1;0;0;1;1;0;0;80;296;91;42;6;12903;1977;2104;149;237;81;31;5;16;5;0;0;0;0;0
HAD;2022;970304614;H.A.D DE LA CLINIQUE ST PAUL;970304739;0;;;;;;0;0;0;0;1;1;;;1;0;0;0;65;121;0;11;3;12972;0;1074;559;95;0;10;3;57;6;0;0;0;0;0
HAD;2022;970403119;HAD SUD (ST PIERRE) ASDR;970463600;1;4;970404851;970406625;970410783;860000;0;0;0;0;1;1;;;1;0;0;0;50;438;0;269;11;17455;0;9875;440;338;0;227;10;110;87;1;3;0;0;0
HAD;2022;970404711;ARAR HAD NORD;970400396;1;4;970407318;970405395;970407656;181901;1;0;1;1;1;1;;;1;0;0;0;40;468;0;172;5;16931;0;6119;102;243;0;116;3;83;53;0;31;0;11;0
HAD;2022;970404851;HAD EST (ST-ANDRE) ASDR;970463600;1;4;970406625;970403119;970410783;860000;0;0;0;0;1;1;0;0;1;0;0;0;50;327;0;208;13;18418;0;12803;217;199;0;134;3;75;59;0;2;0;2;0
HAD;2022;970405395;ARAR HAD SUD;970400396;1;4;970407318;970407656;970404711;298934;1;0;1;1;1;1;;;1;0;0;0;55;678;8;213;8;21764;112;6587;231;377;8;166;4;108;80;0;21;0;12;0
HAD;2022;970406625;HAD OUEST (LA POSSESSION) ASDR;970463600;1;4;970404851;970410783;970403119;860000;0;0;0;0;1;1;;;1;0;0;0;50;377;0;223;4;14826;0;7892;137;273;0;175;2;103;74;0;22;0;13;0
HAD;2022;970407318;ARAR HAD OUEST;970400396;1;4;970404711;970407656;970405395;228969;1;0;1;1;1;1;;;1;0;0;0;60;595;0;237;8;17449;0;6345;113;323;0;138;4;95;65;0;5;0;3;0
HAD;2022;970407656;ARAR HAD EST;970400396;1;4;970404711;970407318;970405395;151092;1;0;1;1;1;1;;;1;0;0;0;35;316;1;125;16;14616;6;5195;533;197;1;88;7;47;29;1;2;0;1;0
HAD;2022;970410783;HAD NORD (STE CLOTILDE) ASDR;970463600;1;4;970404851;970406625;970403119;860000;0;0;0;0;1;1;;;1;0;0;0;60;318;0;228;0;15050;0;10270;0;242;0;180;0;112;103;0;4;0;4;0
HAD;2022;980500011;CHM;980500003;0;;;;;300000;1;0;0;0;1;0;1;0;1;1;0;0;60;291;129;27;13;20717;3919;2342;2401;46;37;1;1;0;0;0;0;0;0;0
HAD;2022;980502298;SAS MDZHADE;980502280;0;;;;;;;;;;;;;;1;0;0;0;40;97;0;46;2;3660;0;1426;32;81;0;40;1;13;7;0;0;0;0;0
