BOR;AN;FI;RS;FI_EJ;DIS;PART;NB_SECT;NB_DIF;INT;CAP_HTP;CAP_PFT;CAP_AAT;CAP_ACP;CAP_CCU;CAP_HAD;JLI_HTP;CAP_HDJ;CAP_HDN;NB_AT;SEJ_HTP;JOU_HTP;JOU_PFT;JOU_AAT;JOU_ACP;JOU_CCU;JOU_HAD;JOU_ST;VEN_HDJ;VEN_HDN;VEN_AT;NB_CMP_SEUL_PA;NB_CMP_SEUL_PL;NB_CONSULT_SEUL;NB_CATTP;ACT_CMP_SEUL;ACT_CONSULT_SEUL;ACT_CATTP;ACT_AD;ACT_EMS;ACT_UHS;ACT_EME;FIL_TOT;FIL_AMB;EFFLIB_PKT;ETPSAL_PKT;EFFLIB_MED;ETPSAL_MED;GAR_SEN;AST_SEN;EFFLIB_PNM;ETPSAL_PNM;ETP_INF;ETP_AID;ETP_PSY;ETP_REE;ETP_EDU;HPLEFFLIB_PKT;HPLETPSAL_PKT;HPLEFFLIB_MED;HPLETPSAL_MED;HPLEFFLIB_PNM;HPLETPSAL_PNM;HPLETP_INF;HPLETP_AID;HPLETP_PSY;HPLETP_REE;HPLETP_EDU
PSY;2022;590053955;SAS HPM NORD;590053955;TOT;0;;;0;120;;;;;;43800;40;;;849;40650;;;;;;;11066;;;;;;;;;;;;;;906;;15;;4;;;;;110.3;42.6;29.3;20.8;16;1.6;11;;4;;;87;39;26.3;12;8.1;1.6
PSY;2022;590067047;CENTRE PSYPRO LILLE;690051461;GEN;;0;;;;;;;;;;20;0;;;;;;;;;;2114;;;;;;;;;;;;;;107;;2;;;;;;9;5.52;1;;0.5;0.86;1;;;;;;;;;;;
PSY;2022;590067047;CENTRE PSYPRO LILLE;690051461;TOT;0;;0;0;;;;;;;;20;0;;;;;;;;;;2114;;;;;;;;;;;;;;107;;2;;;;;;9;5.52;1;;0.5;0.86;1;;;;;;;;;;;
PSY;2022;590785341;HOPITAL DE JOUR DE LA M.G.E.N.;750005068;GEN;;;;;;;;;;;;33;;;;;;;;;;;6694;;;;;1;;;3468;;;;;;594;586;;3.07;;0.24;0;0;;12.76;9.4;0.8;1.97;;0.5;;;;;;;;;;;
PSY;2022;590785341;HOPITAL DE JOUR DE LA M.G.E.N.;750005068;TOT;0;;;0;;;;;;;;33;;;;;;;;;;;6694;;;;;1;;;3468;;;;;;594;586;;3.07;;0.24;;;;12.76;9.4;0.8;1.97;;0.5;;;;;;;;;;;
PSY;2022;590797353;GCS GHICL HOPITAL SAINT VINCENT -;590051801;GEN;;;;;15;;;;;;5475;;;;110;3431;;;;;;;;;;;;1;;;2639;;;;9200;;619;539;;5.75;;;0;0;;34.3;18.2;3.07;11.04;1.45;;;;;;;;;;;;
PSY;2022;590797353;GCS GHICL HOPITAL SAINT VINCENT -;590051801;INF;;;;;7;;;;;;2555;5;;;123;511;;;;;;;959;;;;;1;;;712;;;;2432;;499;358;;5.37;;;0;0;;18.6;5.9;4.5;11.04;1.45;2.56;;;;;;;;;;;
PSY;2022;590797353;GCS GHICL HOPITAL SAINT VINCENT -;590051801;TOT;0;;;0;22;;;;;;8030;5;;;233;3942;;;;;;;959;;;;;2;;;3351;;;;11632;;1118;897;;11.12;;;;;;52.9;24.1;7.57;22.08;2.9;2.56;;;;;;;;;;;
PSY;2022;600000012;CHI EPSM DE L'OISE - SITE DE CLERMONT;600100028;GEN;;10;;;575;30;0;34;2;0;215403;192;21;;3584;154868;8406;;8776;468;0;187;13332;92;;;17;57;15;86104;25804;28605;12844;1940;6519;77;14188;11695;;54.59;;14.4;1;0;;1173.35;660.96;258.22;43.3;6.63;43.41;;31.32;;8.47;;751.22;399.27;214.66;9.93;0.51;20.94
PSY;2022;600000012;CHI EPSM DE L'OISE - SITE DE CLERMONT;600100028;INF;;2;;;21;24;;;0;;6675;65;0;;86;2168;891;;;;;;5884;;;;8;13;8;15769;1157;5451;13;67;706;223;2191;2102;;6.54;;0.4;1;0;;201.2;87.07;16.68;27.58;3.06;43.76;;3.46;;0.4;;59.04;30.49;10.83;1.28;0.49;9.48
PSY;2022;600000012;CHI EPSM DE L'OISE - SITE DE CLERMONT;600100028;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;168;34301;;;;2047;2047;;1.52;;;;;;19.29;10.43;;6.9;;1.54;;;;;;;;;;;
PSY;2022;600000012;CHI EPSM DE L'OISE - SITE DE CLERMONT;600100028;TOT;1;;12;1;596;54;0;34;2;0;222078;257;21;;3670;157036;9297;;8776;468;0;187;19216;92;;;25;70;25;101873;26961;34224;47158;2007;7225;300;18427;15844;;62.65;;14.8;;;;1393.84;758.46;274.9;77.78;9.69;88.71;;34.78;;8.87;;810.26;429.76;225.49;11.21;1;30.42
PSY;2022;600009054;CLINIQUE EUGENIE;600000798;GEN;;;;;70;0;0;0;0;0;25550;0;0;0;564;23444;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;436;0;4;0;0;0;0;1;0;27.12;11.54;2.38;0.74;0;0.82;4;0;0;0;;;;;;;
PSY;2022;600009054;CLINIQUE EUGENIE;600000798;TOT;0;;;0;70;0;0;0;0;0;25550;0;0;0;564;23444;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;436;0;4;0;0;0;;;;27.12;11.54;2.38;0.74;0;0.82;4;0;0;0;;;;;;;
PSY;2022;600107049;ASSOCIATION LA NOUVELLE FORGE;600107049;INF;;1;;;0;15;;;0;0;0;45;0;0;;;1094;;;;;118;5410;0;;;4;4;3;8694;197;1407;188;32;1151;43;1821;1807;;1.76;;;;0;;60.45;5.66;0;20.67;3.64;21.85;;;;;;;;;;;
PSY;2022;600107049;ASSOCIATION LA NOUVELLE FORGE;600107049;TOT;1;;;0;0;15;;;0;0;0;45;0;0;;;1094;;;;;118;5410;0;;;4;4;3;8694;197;1407;188;32;1151;43;1821;1807;;1.76;;;;;;60.45;5.66;0;20.67;3.64;21.85;;;;;;;;;;;
PSY;2022;610000028;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610780025;GEN;;2;;;109;20;;;;;39785;56;;;885;35841;3216;;;;;;4887;;0;1;7;1;6;43170;5821;4930;10317;932;3043;3;8406;7771;;14.33;;5.84;0;1;;295.64;150.43;65.55;14.93;2.93;10.98;;4.15;;3.41;;167.15;75.76;58.93;1.54;;2.38
PSY;2022;610000028;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610780025;INF;;1;;;5;2;;;;;1825;5;;;69;1148;1251;;;;;;197;;;2;7;1;12;23276;1361;4836;500;10;405;331;2905;2858;;4.21;;0.31;0;1;;111.59;36.27;8.95;17.92;12.86;25.29;;1.08;;0.04;;15.67;6.87;7.33;0.4;;0.1
PSY;2022;610000028;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610780025;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;2;545;;538;3354;;;;794;777;;0.24;;0.12;;;;7.04;4.12;;2.92;;;;;;;;;;;;;
PSY;2022;610000028;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610780025;TOT;1;;1;1;114;22;;;;;41610;61;;;954;36989;4467;;;;;;5084;;0;3;15;2;20;66991;7182;10304;14171;942;3448;334;10796;10036;;18.78;;6.27;;;;414.27;190.82;74.5;35.77;15.79;36.27;;5.23;;3.45;;182.82;82.63;66.26;1.94;;2.48
PSY;2022;610788325;CENTRE MAUBERT (61G03) - CH FLERS;610780165;GEN;;1;;;32;;;;;;11910;20;;;357;10664;;;;;;;1818;;;;2;3;1;13097;4022;192;1199;241;2904;1;2739;2709;;6;;;0;1;;107.57;62.17;18.33;5.52;2;2.34;;6;;;;;;;;;
PSY;2022;610788325;CENTRE MAUBERT (61G03) - CH FLERS;610780165;TOT;1;;0;0;32;;;;;;11910;20;;;357;10664;;;;;;;1818;;;;2;3;1;13097;4022;192;1199;241;2904;1;2739;2709;;6;;;;;;107.57;62.17;18.33;5.52;2;2.34;;6;;;;;;;;;
PSY;2022;620000034;CH ARRAS;620100057;GEN;;3;;;90;10;;;8;;35770;36;8;;1324;29025;935;;;1151;;;5090;0;;;1;1;1;17528;443;4564;19615;1227;3245;0;4862;3954;;5.39;;;0;1;;153.8;113.95;13.88;5.94;1;7.51;;3.85;;;;123.15;90.01;13.88;2.74;1;7.51
PSY;2022;620000034;CH ARRAS;620100057;INF;;1;;;;;;;;;;;;;;;;;;;;;;;;;3;1;1;9636;2;724;122;0;3;77;979;963;;1.25;;;0;0;;17.12;1;;5.25;3.09;4.08;;;;;;;;;;;
PSY;2022;620000034;CH ARRAS;620100057;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1110;795;;;;241;263;;0.7;;;;;;1.93;1.09;;0.5;;0.33;;;;;;;;;;;
PSY;2022;620000034;CH ARRAS;620100057;TOT;1;;1;1;90;10;;;8;;35770;36;8;;1324;29025;935;;;1151;;;5090;0;;;4;2;3;27164;445;6398;20532;1227;3248;77;6015;5099;;7.34;;;;;;172.85;116.04;13.88;11.69;4.09;11.92;;3.85;;;;123.15;90.01;13.88;2.74;1;7.51
PSY;2022;620000059;CH BAPAUME;620100073;GEN;;1;;;20;2;;;;;7300;;;1;27;7151;730;;;;;;;;1755;;1;;1;1746;;1789;1335;133;0;;349;318;;2;;2;0;0;;34;12.8;7.5;0;0.6;4;;0.6;;0.6;;28;8.1;7.5;0;0.3;3
PSY;2022;620000059;CH BAPAUME;620100073;TOT;1;;0;0;20;2;;;;;7300;;;1;27;7151;730;;;;;;;;1755;;1;;1;1746;;1789;1335;133;0;;349;318;;2;;2;;;;34;12.8;7.5;0;0.6;4;;0.6;;0.6;;28;8.1;7.5;0;0.3;3
PSY;2022;620000240;CH HENIN BEAUMONT;620100677;GEN;;2;;;79;;12;;;;28365;20;6;;830;24101;;2774;;;;;4040;0;;;2;7;1;11871;3330;4450;4706;314;925;2;4629;3950;;7.31;;0.55;;;;154.58;113.49;11.2;8.43;0.53;4.53;;;;;;101.42;71.27;10.06;2.36;0;2.49
PSY;2022;620000240;CH HENIN BEAUMONT;620100677;INF;;1;;;;;;;;;;15;;;;;;;;;;;2925;;;;4;2;2;13637;296;930;635;32;;62;2169;2088;;6.48;;;;;;41.75;16.27;0.8;8.52;9.5;5.67;;;;;;0;0;0;0;0;0
PSY;2022;620000240;CH HENIN BEAUMONT;620100677;TOT;1;;1;0;79;;12;;;;28365;35;6;;830;24101;;2774;;;;;6965;0;;;6;9;3;25508;3626;5380;5341;346;925;64;6669;5940;;13.79;;0.55;;;;196.33;129.76;12;16.95;10.03;10.2;;;;;;101.42;71.27;10.06;2.36;0;2.49
PSY;2022;620000257;CH LENS;620100685;INF;;1;;;;;;;;;;16;;;;;;;;;;;347;;;;2;;2;15293;;1685;50;55;428;5;1389;1337;;3.29;;;0;0;;42.33;14.12;;9.5;5.65;12.05;;;;;;;;;;;
PSY;2022;620000257;CH LENS;620100685;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4;;;;;;;;;;;;;;;;;;;;;;
PSY;2022;620000257;CH LENS;620100685;TOT;1;;;0;;;;;;;;16;;;;;;;;;;;347;;;;2;;2;15293;;1685;50;55;428;5;1389;1337;;3.69;;;;;;42.33;14.12;;9.5;5.65;12.05;;;;;;;;;;;
PSY;2022;620000281;EPSM VAL DE LYS ARTOIS;620101287;GEN;;7;;;192;0;0;0;0;0;69519;110;0;0;2760;52483;0;0;0;0;0;63;12069;0;0;0;8;8;8;61863;1666;17550;12615;2751;6434;202;14401;12285;;24.5;;3.25;0;0;;521.49;351.69;60.32;20.83;8.2;12.96;;14.41;;2.75;;357.43;220.64;49.95;4.37;6.4;10.22
PSY;2022;620000281;EPSM VAL DE LYS ARTOIS;620101287;INF;;2;;;10;0;;;0;0;3650;30;0;0;122;2696;0;;;0;0;66;3983;0;0;0;7;1;9;34134;629;6447;1599;12;216;413;6039;5860;;7.61;;;0;0;;129.71;67.06;8.25;10.74;13.61;17.89;;1.15;;;;33.24;18.68;2.62;0.5;0.33;0.6
PSY;2022;620000281;EPSM VAL DE LYS ARTOIS;620101287;PEN;;;;;0;;;;;;0;0;;0;0;0;;;;;;;0;;0;0;2;;2;14423;;1500;;;;;2097;2057;;2.67;;;;;;14.06;9.57;0;3.5;0;1;;;;;;390.67;239.32;52.57;4.87;6.73;10.82
PSY;2022;620000281;EPSM VAL DE LYS ARTOIS;620101287;TOT;1;;5;1;202;0;0;0;0;0;73169;140;0;0;2882;55179;0;0;0;0;0;129;16052;0;0;0;17;9;19;110420;2295;25497;14214;2763;6650;615;21707;19479;;34.78;;3.25;;;;665.26;428.32;68.57;35.07;21.81;31.85;;15.56;;2.75;;781.34;478.64;105.14;9.74;13.46;21.64
PSY;2022;620000323;CH CALAIS;620101337;GEN;;2;;;66;1;4;;;;24090;15;;1;886;13433;297;1679;;;;79;2131;;2345;;1;;1;25027;;1770;3068;;2694;;2827;2411;;8.1;;;1;1;;121.34;96.47;2.2;4.89;5.57;3.41;;5.71;;;;89.48;72.09;2.2;3.33;4.07;1.8
PSY;2022;620000323;CH CALAIS;620101337;INF;;1;;;;;;;;;;15;;1;;;;;;;;1;1100;;728;;2;;1;13251;;1454;90;;4728;508;4989;4615;;2.11;;;;;;20.25;11.14;;3.88;0.27;2;;;;;;;;;;;
PSY;2022;620000323;CH CALAIS;620101337;TOT;1;;0;0;66;1;4;;;;24090;30;;2;886;13433;297;1679;;;;80;3231;;3073;;3;;2;38278;;3224;3158;;7422;508;7816;7026;;10.21;;;;;;141.59;107.61;2.2;8.77;5.84;5.41;;5.71;;;;89.48;72.09;2.2;3.33;4.07;1.8
PSY;2022;620000638;ASSOC REGIONALE ESPOIR ET VIE;620000638;GEN;;;;;48;;;;;;17520;;;;72;9945;;;;;;;;;;;;;;;;;;;;;81;9;;1.5;;;0;0;;33.8;10;3;0.5;;12;;;;;;;;;;;
PSY;2022;620000638;ASSOC REGIONALE ESPOIR ET VIE;620000638;TOT;0;;;0;48;;;;;;17520;;;;72;9945;;;;;;;;;;;;;;;;;;;;;81;9;;1.5;;;;;;33.8;10;3;0.5;;12;;;;;;;;;;;
PSY;2022;620000653;CH BOULOGNE-SUR-MER;620103440;GEN;;2;;;80;12;17;;;;29200;20;;;802;23878;4010;9050;;;;;1594;;;2;;1;1;18253;36;6748;8781;1095;1224;4;3322;3207;;10.34;;;;;;142.29;98.49;2.95;6;6.64;3.71;;;;;;99.1;72.69;2.95;1.5;5.74;2.38
PSY;2022;620000653;CH BOULOGNE-SUR-MER;620103440;TOT;1;;2;0;80;12;17;;;;29200;20;;;802;23878;4010;9050;;;;;1594;;;2;;1;1;18253;36;6748;8781;1095;1224;4;3322;3207;;10.34;;;;;;142.29;98.49;2.95;6;6.64;3.71;;;;;;99.1;72.69;2.95;1.5;5.74;2.38
PSY;2022;620001834;ASSO GROUPE AHNAC;620001834;GEN;;1;;;44;;18;13;;;16060;20;;;311;7535;;2084;3551;;;;3940;;;;1;;1;9524;;341;2595;;659;;2224;1930;;4.97;;;0;0;;82.65;55.99;15.86;3.21;;6.28;;;;;;;;;;;
PSY;2022;620001834;ASSO GROUPE AHNAC;620001834;TOT;1;;1;0;44;;18;13;;;16060;20;;;311;7535;;2084;3551;;;;3940;;;;1;;1;9524;;341;2595;;659;;2224;1930;;4.97;;;;;;82.65;55.99;15.86;3.21;;6.28;;;;;;;;;;;
PSY;2022;620002154;INSTITUT ALBERT CALMETTE A CAMIERS;620112607;GEN;;;;;30;;;;;;10950;;;;47;9667;;;;;;;;;;;;;;;;;;;;;31;;4;0.39;;;0;0;;29.16;13.8;13.8;0.26;0;0.8;;;;;;29.16;13.8;13.8;0.26;0;0.8
PSY;2022;620002154;INSTITUT ALBERT CALMETTE A CAMIERS;620112607;INF;;2;;;5;;;;5;;3650;50;2;;997;682;;;;1223;;;7325;8;;1;7;;;29224;;;162;36;247;262;2937;2831;;6.26;;;0;1;;104.8;38.5;11;14.4;13.7;21.4;;0.78;;;;25.3;14.5;7;1;0.5;1.8
PSY;2022;620002154;INSTITUT ALBERT CALMETTE A CAMIERS;620112607;TOT;1;;4;0;35;;;;5;;14600;50;2;;1044;10349;;;;1223;;;7325;8;;1;7;;;29224;;;162;36;247;262;2968;2831;4;6.65;;;;;;133.96;52.3;24.8;14.66;13.7;22.2;;0.78;;;;54.46;28.3;20.8;1.26;0.5;2.6
PSY;2022;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;GEN;;1;;;45;;;;;;16425;50;;;612;14048;;;;;;;10502;;;4;;;1;7287;;1991;;;;;1380;1112;;5.31;;1.42;0;1;;87.74;61.55;9.94;4.62;1.93;3.07;;;;;;;;;;;
PSY;2022;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;TOT;1;;;0;45;;;;;;16425;50;;;612;14048;;;;;;;10502;;;4;;;1;7287;;1991;;;;;1380;1112;;5.31;;1.42;;;;87.74;61.55;9.94;4.62;1.93;3.07;;;;;;;;;;;
PSY;2022;620018143;CENTRE DE SOINS PSY ROGER MISES;620100057;INF;;1;;;6;;;;6;;2190;10;;;342;1176;;;;1434;;;716;;;;1;;1;3760;;706;4;;155;5;581;410;;2.94;;;0;0;;41.05;23.61;2.02;2.43;1.11;5.19;;2.14;;;;24.84;18.07;2.02;2.1;;1.72
PSY;2022;620018143;CENTRE DE SOINS PSY ROGER MISES;620100057;TOT;1;;1;0;6;;;;6;;2190;10;;;342;1176;;;;1434;;;716;;;;1;;1;3760;;706;4;;155;5;581;410;;2.94;;;;;;41.05;23.61;2.02;2.43;1.11;5.19;;2.14;;;;24.84;18.07;2.02;2.1;;1.72
PSY;2022;620024349;SAS CLINIQUE DU VIRVAL;920030269;GEN;;;;;126;;;62;8;;47815;40;0;;1807;44003;;;19905;3268;;;12496;0;;;;;;;;;;;;;1999;;9;2.06;3;;0;0;;137.84;66.84;42.44;9.36;2.83;4.33;;;;;;;;;;;
PSY;2022;620024349;SAS CLINIQUE DU VIRVAL;920030269;INF;;;;;8;;;;;;2920;;;;79;1802;;;;;;;;;;;;;;;;;;;;;66;;;0.07;;;0;0;;8.78;2.2;1.4;0.3;0.1;0.14;;;;;;;;;;;
PSY;2022;620024349;SAS CLINIQUE DU VIRVAL;920030269;TOT;0;;;0;134;;;62;8;;50735;40;0;;1886;45805;;;19905;3268;;;12496;0;;;;;;;;;;;;;2055;;9;2.13;3;;;;;146.62;69.04;43.84;9.66;2.93;4.47;;;;;;;;;;;
PSY;2022;620026252;CENTRE DE SANTE MENTALE  JB PUSSIN;620100685;GEN;;2;;;96;;;;;;35040;50;2;;1125;24568;;;;;;;6756;0;;;2;1;2;10405;131;3491;6328;195;748;0;2740;2131;;7.64;;;0;1;;107.58;86.63;16.24;1.7;2.8;;;;;;;;;;;;
PSY;2022;620026252;CENTRE DE SANTE MENTALE  JB PUSSIN;620100685;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;499;;;;145;142;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2022;620026252;CENTRE DE SANTE MENTALE  JB PUSSIN;620100685;TOT;1;;;1;96;;;;;;35040;50;2;;1125;24568;;;;;;;6756;0;;;2;1;2;10405;131;3491;6827;195;748;0;2885;2273;;7.64;;;;;;107.58;86.63;16.24;1.7;2.8;;;;;;;;;;;;
PSY;2022;620100347;CLINIQUE PSYCHIATRIQUE  LE RYONVAL;590039863;GEN;;;;;85;;;;;;31025;15;0;;469;21964;;;;;;;3491;;;;;;;;;;;;;;516;;;4.45;;1.55;0;0;;79.19;40.99;6.5;2.83;1;3;;;;;;;;;;;
PSY;2022;620100347;CLINIQUE PSYCHIATRIQUE  LE RYONVAL;590039863;TOT;0;;;0;85;;;;;;31025;15;0;;469;21964;;;;;;;3491;;;;;;;;;;;;;;516;;;4.45;;1.55;;;;79.19;40.99;6.5;2.83;1;3;;;;;;;;;;;
PSY;2022;620105973;CTRE ANTOINE DE SAINT EXUPERY;590039863;GEN;;;;;30;;;;;;10950;;;;110;9578;;;;;;;;;;;;;;;;;;;;;39;;2;1;;0.07;;1;;29.95;13.63;12.88;0.84;0.4;2.2;;;;;;;;;;;
PSY;2022;620105973;CTRE ANTOINE DE SAINT EXUPERY;590039863;TOT;0;;;0;30;;;;;;10950;;;;110;9578;;;;;;;;;;;;;;;;;;;;;39;;2;1;;0.07;;;;29.95;13.63;12.88;0.84;0.4;2.2;;;;;;;;;;;
PSY;2022;630000412;CH D'AMBERT;630780997;GEN;;1;;;;;;;;;;5;;;;;;;;;;;1395;;;;1;1;;1280;1;;;;;;453;46;;0.8;;0.1;0;0;;;7.4;;2;;0.17;;;;;;;;;;;
PSY;2022;630000412;CH D'AMBERT;630780997;INF;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;
PSY;2022;630000412;CH D'AMBERT;630780997;TOT;0;;;0;;;;;;;;5;;;;;;;;;;;1395;;;;1;1;;1280;1;;;;;;453;46;;0.8;;0.1;;;;;7.4;;2;;0.17;;;;;;;;;;;
PSY;2022;630000446;CH DE THIERS;630781029;GEN;;1;;;31;;;;;;12146;15;;;429;8950;;;;;;;3196;;;;1;1;1;5625;3196;;;;;;2311;615;0;3.7;0;0;0;1;0;49.2;23.3;5.8;2.6;3;2;0;0;0;0;0;0;0;0;0;0;0
PSY;2022;630000446;CH DE THIERS;630781029;INF;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;501;;0;0.4;;0;0;0;0;4;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0
PSY;2022;630000446;CH DE THIERS;630781029;TOT;1;;;0;31;;;;;;12146;15;;;429;8950;;;;;;;3196;;;;1;1;1;5625;3196;;;;;;2812;615;0;4.1;0;0;;;0;53.2;23.3;5.8;5.6;3;3;0;0;0;0;0;0;0;0;0;0;0
PSY;2022;630780195;CHS SAINTE-MARIE CLERMONT-FERRAND;630786754;GEN;;3;;;239;;;;;;87235;297;;1;1935;86541;;;;;;30;16111;;2758;2;30;19;;33275;21346;;8844;2494;306;11;6281;2871;;30.14;;8.31;;;;476.2;326.71;111.25;10.66;3;24.58;;;;;;;;;;;
PSY;2022;630780195;CHS SAINTE-MARIE CLERMONT-FERRAND;630786754;INF;;1;;;16;;;;;;5220;36;;;200;3138;;;;;;;3141;;;0;7;2;;7506;849;;46;8;1;280;1204;939;;4.75;;2.19;;;;64.27;41.73;0;5.29;4.37;12.88;;;;;;;;;;;
PSY;2022;630780195;CHS SAINTE-MARIE CLERMONT-FERRAND;630786754;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;405;;;18921;;;;891;740;;1.53;;0;;;;7.26;4.16;0;3.1;0;0;;;;;;;;;;;
PSY;2022;630780195;CHS SAINTE-MARIE CLERMONT-FERRAND;630786754;TOT;1;;11;1;255;;;;;;92455;333;;1;2135;89679;;;;;;30;19252;;2758;2;38;21;;41186;22195;;27811;2502;307;291;8239;4516;;36.42;;10.5;;;;547.73;372.6;111.25;19.05;7.37;37.46;;;;;;;;;;;
PSY;2022;630780401;CLINIQUE PSYCHIATRIQUE DE L AUZON;630000172;GEN;;;;;116;;;;;;42340;20;12;;1023;36862;;;;;;;4246;2016;;;;;;;;;;;;;713;;8;0.05;3;0.34;0;0;;;30.46;17.82;2.32;1.53;0.57;8;0.05;3;0.34;;;;;;;
PSY;2022;630780401;CLINIQUE PSYCHIATRIQUE DE L AUZON;630000172;TOT;0;;;0;116;;;;;;42340;20;12;;1023;36862;;;;;;;4246;2016;;;;;;;;;;;;;713;;8;0.05;3;0.34;;;;;30.46;17.82;2.32;1.53;0.57;8;0.05;3;0.34;;;;;;;
PSY;2022;630781417;CLINIQUE PSYCHIATRIQUE LES QUEYRIAUX;630000578;GEN;;;;;68;;;;;;23900;20;;;545;23406;;;;;;;4417;;;;;;;;;;;;;;510;;6;0.5;;0.19;;;;30.3;22;7;1;;0.3;5;;;0.19;;26.8;19.5;6;1;;0.3
PSY;2022;630781417;CLINIQUE PSYCHIATRIQUE LES QUEYRIAUX;630000578;TOT;0;;;0;68;;;;;;23900;20;;;545;23406;;;;;;;4417;;;;;;;;;;;;;;510;;6;0.5;;0.19;;;;30.3;22;7;1;;0.3;5;;;0.19;;26.8;19.5;6;1;;0.3
PSY;2022;630781771;CHU PSYCHIATRIE;630780989;GEN;;5;;;156;;;;;;56227;46;;;1653;45896;;;;;;;7088;;;;3;14;4;2482;20684;2546;1993;259;5694;4;7031;5602;;24.65;;2.2;0;1;;224.86;110.12;59.78;16.36;6.15;8.85;;1.8;;;;117.9;53.77;36.79;2.13;;2.8
PSY;2022;630781771;CHU PSYCHIATRIE;630780989;INF;;3;;;12;;;;;;4380;34;;;116;2684;;;;;;40;2171;;;1;2;7;3;1836;11637;2864;98;13;451;209;2091;1887;;6.39;;0.38;0;1;;63.12;24.62;7.4;8.18;2.45;15.71;;0.45;;0.09;;21.99;10.89;4.8;0.4;0.3;2.8
PSY;2022;630781771;CHU PSYCHIATRIE;630780989;TOT;1;;;0;168;;;;;;60607;80;;;1769;48580;;;;;;40;9259;;;1;5;21;7;4318;32321;5410;2091;272;6145;213;8846;7315;;31.04;;2.58;;;;287.98;134.74;67.18;24.54;8.6;24.56;;2.25;;0.09;;139.89;64.66;41.59;2.53;0.3;5.6
PSY;2022;630781821;CLINIQUE PSYCHIATRIQUE LE GRAND PRE;920030269;GEN;;;;;161;;;;;;58765;20;;;1555;57390;;;;;;;8366;;;;;;;;;;;;;;1170;;14;0.56;;0.56;0;0;;87.66;38.55;21;2.41;2.76;5.81;14;0.5;;0.5;;77.97;34.3;21;2.14;2.45;5.16
PSY;2022;630781821;CLINIQUE PSYCHIATRIQUE LE GRAND PRE;920030269;TOT;0;;;0;161;;;;;;58765;20;;;1555;57390;;;;;;;8366;;;;;;;;;;;;;;1170;;14;0.56;;0.56;;;;87.66;38.55;21;2.41;2.76;5.81;;0.5;;0.5;;77.97;34.3;21;2.14;2.45;5.16
PSY;2022;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;GEN;;3;;;107;0;;;8;0;41661;40;10;;1033;34947;;;;2394;;126;3206;0;;;10;5;5;33617;5058;3616;5030;1583;3611;89;5476;4135;;19.26;;1.76;;;;264.9;193.96;13.12;11.52;4.59;9.13;;;;;;;;;;;
PSY;2022;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;INF;;1;;;8;;;;;;2920;32;0;;190;2034;;;;;;23;2930;;;;4;3;3;13114;1949;4041;428;101;872;305;1624;1409;;9.49;;;;;;77.93;31.63;;12.63;10.69;16.98;;;;;;;;;;;
PSY;2022;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2134;;;;394;386;;0.26;;0.95;;;;5.3;4.3;;1;;;;;;;;;;;;;
PSY;2022;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;TOT;1;;2;1;115;0;;;8;0;44581;72;10;;1223;36981;;;;2394;;149;6136;0;;;14;8;8;46731;7007;7657;7592;1684;4483;394;7410;5943;;29.01;;2.71;;;;348.13;229.89;13.12;25.15;15.28;26.11;;;;;;;;;;;
PSY;2022;640000436;CENTRE HOSPITALIER DES PYRENEES;640780862;GEN;;4;;;269;;;;18;;92405;182;30;1;1903;77640;0;;;4365;;0;18006;4073;534;1;9;40;21;44890;11295;18935;14971;20160;5664;141;10573;8415;;30.98;;9.65;1;0;;631.13;394.67;113.42;17.03;9.65;20.17;;10.03;;0.33;;318.98;168.75;85.09;2.56;2.49;9.76
