BOR;AN;FI;RS;FI_EJ;PSY_A22;PSY_A23;PSY_A24;PSY_A25;PSY_A26;PSY_A27;PSY_A28;PSY_B23;PSY_B24;PSY_B25;PSY_B26;PSY_B27;PSY_B28;PSY_C22;PSY_C23;PSY_C24;PSY_C25;PSY_C26;PSY_C27;PSY_C28;PSY_D22;PSY_D23;PSY_D24;PSY_D25;PSY_D26;PSY_D27;PSY_D28;PSY_E22;PSY_E23;PSY_E24;PSY_E25;PSY_E26;PSY_E27;PSY_E28;PSY_A38;PSY_B38;PSY_A39;PSY_B39;PSY_A40;PSY_B40;PSY_A41;PSY_B41;PSY_A42;PSY_B42;PSY_A43;PSY_A44
PSY2;2022;430000026;CHS SAINTE MARIE LE PUY;630786754;8121;37;6;;8;223;60;45;9;;9;377;88;33323;1121;488;;19;11863;3223;16387;149;91;;858;215;17700;74725;540;140;;8;1902;282;1;1.24;1;69.74;1;92.91;0;;0;;0;0
PSY2;2022;440000180;CHS EPSYLAN BLAIN;440000263;8147;44;7;;6;307;102;45;7;;6;306;105;46032;1504;354;;58;8858;3086;10960;29;99;;;933;166;76342;686;137;;;2647;728;0;;1;;1;;0;;0;;0;0
PSY2;2022;440000800;CLINIQUE DU PARC;440001246;691;;;;;;;;;;;;;21050;;;;;;;5167;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;
PSY2;2022;440001972;CH GEORGES DAUMEZON;440003309;8509;42;6;8;3;286;77;59;10;7;4;259;72;27193;1396;541;78;30;6852;1779;12350;103;40;10;0;672;119;76666;517;132;77;0;2972;380;0;;1;15;1;18;0;;0;;0;0
PSY2;2022;440003390;LNA ES - SITE GUERANDE;440052041;964;;;;;;;;;;;;;23953;;;;;;;5116;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;440007482;PSY'ACTIV;440007482;422;;;;;;;;;;;;;15516;;;;;;;2687;;;;;;;943;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;440007607;CH ST NAZAIRE HEINLEX;440000057;7269;36;;3;1;274;91;31;;1;1;356;89;25659;1100;;0;;8521;2490;7480;375;;0;;2094;526;71136;699;;5;9;2362;622;1;21.7;0;;1;11.4;0;;0;;0;0
PSY2;2022;440018729;LES APSYADES;440018729;1894;;;;;;;;;;;;;4208;;;;;;;2029;;;;;;;30914;;;;;;;0;;0;;1;2.62;0;;0;;0;0
PSY2;2022;440021392;HOP PSY STJACQUES CHU NANTES;440000289;21023;153;0;0;0;458;246;3274;0;0;0;2943;3321;60158;4969;0;0;0;8764;5807;13716;198;0;0;0;205;20;117402;984;0;0;0;1843;548;1;1.46;1;13.48;1;20.5;0;;1;23.63;0;1
PSY2;2022;450000062;CH AGGLOMERATION MONTARGOISE;450000104;2909;11;1;;;63;20;13;1;;;114;34;7944;370;365;;;30;904;3580;18;;;;216;2;33794;118;14;;;125;12;1;;0;;0;;0;;0;;0;0
PSY2;2022;450000252;CLINIQUE BELLE ALLEE;450000559;619;;;;;;;;;;;;;31848;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;450000930;EPSM DU LOIRET G. DAUMEZON;450002423;17437;189;10;;132;389;195;221;16;;175;467;215;53574;5095;1334;;3856;10611;3030;14227;225;216;;3;86;26;132779;2071;95;;76;1283;334;1;2.26;1;31.74;1;36.86;0;;1;20.99;1;1
PSY2;2022;450011507;AIDAPHI;450011507;52;;;;;;;;;;;;;;;;;;;;3436;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;450018924;CLINIQUE DU PONT DE GIEN;450015409;302;;;;;;;;;;;;;27994;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;460785090;INSTITUT CAMILLE MIRET;460785090;7257;41;2;2;0;112;256;42;2;2;0;121;288;21330;1891;730;16;0;5513;8205;10251;154;0;0;0;286;696;68243;429;0;0;0;526;2075;1;0.46;1;73.53;1;36.34;0;;0;;0;0
PSY2;2022;470000563;CH DEPARTEMENTAL DE LA CANDELIE;470000381;11652;199;3;3;37;180;299;242;6;3;46;186;341;45310;10026;84;20;284;7780;6612;17048;629;14;14;;258;308;117403;3194;56;2;182;789;1195;1;0.2;1;31.74;1;69.82;0;;0;;0;0
PSY2;2022;480000058;CHS FRANCOIS TOSQUELLES;480780147;3834;28;0;0;0;68;37;28;0;0;0;73;38;19571;789;0;0;0;2246;909;5787;81;0;0;0;131;0;45071;252;0;0;0;751;108;1;0.4;1;32.66;1;23.9;0;;0;;0;0
PSY2;2022;490000106;CESAME CHS STE GEMMES SUR LOIRE;490000163;15683;138;17;2;38;355;290;141;12;2;58;418;325;73284;5936;1360;259;514;12427;7004;5975;198;154;0;0;110;7;163651;1231;139;6;5;252;354;1;0;1;2.05;1;31.5;0;;0;;0;0
PSY2;2022;490000247;CLINIQUE SAINT-DIDIER;490000130;287;;;;;;;;;;;;;11850;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;0
PSY2;2022;490000635;CH DE CHOLET;490000676;5491;18;;;;141;1;28;;;;278;1;14303;1391;;;;4747;;4618;35;;;;1089;;55304;6;;;;52;1;1;0.32;1;12.56;1;8.24;0;;0;;0;0
PSY2;2022;490001765;CH DE SAUMUR;490528452;2525;33;;;;35;;13;;;;28;;4533;1108;;;;553;;1679;93;;;;18;;15743;167;;;;82;;1;0.45;1;1.1;1;2.72;0;;0;;0;0
PSY2;2022;490002979;INSTITUT PSYCHOTHERAPIQUE;490535705;146;;;;;;;;;;;;;16992;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;500000575;CENTRE HOSPITALIER DE L'ESTRAN;500000245;7179;12;;;;50;60;4;;;;42;41;20019;1099;;;;3186;2235;18480;117;;;;87;299;59635;72;;;;153;171;1;;1;;1;4.85;0;;0;;0;0
PSY2;2022;500010384;FONDATION BON SAUVEUR DE LA MANCHE;500010384;21004;93;21;1;9;253;118;125;32;1;11;383;128;83467;4505;956;33;95;6150;2130;21760;273;123;0;0;262;158;147220;944;231;8;1;775;292;1;1.27;;;1;19.14;0;;0;;0;0
PSY2;2022;510000219;ETABT PUBLIC DE SANTE MENTALE MARNE;510000052;16791;209;15;;21;354;97;312;5;;33;322;83;65796;19821;1891;;313;20678;3303;13182;325;;;;299;199;236983;2219;161;;9;1598;240;1;0.76;1;50.85;1;14.25;1;87.93;1;10.2;0;0
PSY2;2022;510000284;MAISON DE SANTE;920035599;544;;;;;;;;;;;;;22063;;;;;;;;;;;;;;;;;;;;;0;;1;;0;;0;;0;;0;0
PSY2;2022;510000813;CENTRE DE POST-CURE L'AMITIÉ;510000854;52;;;;;;;;;;;;;9508;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;510002447;HOPITAL ROBERT DEBRE CHU REIMS;510000029;3861;;;;;;;;;;;;;4023;;;;;;;1726;;;;;;;39685;;;;;;;0;;0;;1;;0;;0;;0;0
PSY2;2022;510002470;AMERICAN MEMORIAL HOSPITAL CHU REIMS;510000029;91;;;;;;;;;;;;;494;;;;;;;0;;;;;;;0;;;;;;;0;;0;;1;;0;;0;;0;0
PSY2;2022;510025471;CLINIQUE FSEF VITRY-LE-FRANCOIS;750720575;75;;;;;;;;;;;;;9812;;;;;;;22;;;;;;;;;;;;;;0;;0;;1;43.74;0;;0;;0;0
PSY2;2022;510025703;CENTRE PSYPRO REIMS;690044979;320;;;;;;;;;;;;;;;;;;;;3358;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;520780081;4973;34;5;2;4;116;107;34;5;2;5;125;118;30510;1850;498;45;35;5632;3346;7120;185;43;;;294;153;56682;640;44;30;5;1241;1150;;;;;1;81.97;0;;0;;0;0
PSY2;2022;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;2112;111;;;;140;31;11;;;;39;12;5460;669;;;;1558;572;2862;792;;;;1258;103;15044;343;;;;970;379;1;;0;;0;;0;;0;;0;0
PSY2;2022;530000124;CLINIQUE NOTRE DAME DE PRITZ;530000249;416;;;;;;;;;;;;;22418;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;530000173;CH DU NORD MAYENNE;530000074;2798;22;0;0;0;53;23;22;0;0;0;53;23;21442;2302;0;0;0;2304;673;7906;270;0;0;0;178;318;24421;1674;0;0;0;992;969;1;0.63;0;;0;;0;;0;;0;0
PSY2;2022;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;6964;32;10;;;108;26;17;0;;;88;21;13163;824;269;;;2257;370;3997;;;;;;;56130;173;6;;;224;38;1;0.9;0;;0;;0;;0;;0;
PSY2;2022;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;292;;;;;;;;;;;;;5593;;;;;;;;;;;;;;;;;;;;;1;1;0;;0;;0;;0;;0;0
PSY2;2022;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;173;19;;;;60;29;19;;;;60;29;2178;739;;;;920;279;;;;;;;;;;;;;;;1;0.9;0;;1;0.3;0;;0;;0;0
PSY2;2022;540006830;CMP CATTP HJ ENF DU CH BRIEY A BRIEY;540000767;2736;;;;;;;;;;;;;;;;;;;;3329;;;;;;;25706;;;;;;;;;;;;;0;;0;;0;0
PSY2;2022;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY;540000056;26045;190;9;0;138;591;435;123;6;0;151;448;487;63589;4129;908;0;3708;15090;12722;11578;89;13;0;0;177;82;226152;2597;201;0;135;6625;2238;1;6.54;1;45.93;1;70.28;0;;0;;1;0
PSY2;2022;540023884;CLINIQUE DES BOUCLES DE LA MOSELLE;920038627;61;;;;;;;;;;;;;2035;;;;;;;299;;;;;;;;;;;;;;0;;0;;1;;0;;0;;0;0
PSY2;2022;550000186;CH VERDUN/ST MIHIEL-UNITE D'HOSP. ADOS;550006795;865;;;1;;;;;;;;;;1712;;;;;;;3897;;;;;;;9677;;;1;;;;1;0.4;0;;1;4;0;;0;;0;
PSY2;2022;550000251;CH BLD FV SITE FV;550003354;4208;29;0;3;15;156;46;29;0;3;15;156;46;23805;2529;0;207;34;7909;1239;8255;121;0;0;0;1381;32;31533;247;0;5;120;1125;324;1;0.11;1;0.8;1;1.5;0;;0;;0;0
PSY2;2022;550003362;CH VERDUN/ST MIHIEL - HOP DESANDROUINS;550006795;2568;33;;;19;148;37;44;;;77;157;41;8059;2122;;0;0;2664;625;1010;65;;0;0;725;7;;;;;77;;;1;0.3;1;3;0;;0;;0;;0;0
PSY2;2022;560000242;CPCR BILLIERS;560022246;188;;;;;;;;;;;;;22451;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;560000382;ETABLISSEMENT PUBLIC DE SANTE MENTALE;560002032;17664;86;17;1;12;495;196;42;10;1;9;347;155;48165;5030;2028;6;76;32708;4421;16964;504;297;;;1335;101;139964;1303;266;;;4575;1315;1;1;1;83.57;1;45.43;0;;0;;0;0
PSY2;2022;560000697;EPSM JEAN-MARTIN CHARCOT;560002677;10159;62;9;0;21;230;100;65;9;0;23;241;112;43861;3087;1212;0;100;8659;2924;12582;33;8;0;0;326;133;92878;695;271;0;0;1998;712;1;0.2;1;20.32;1;11.68;0;0;0;0;0;0
PSY2;2022;560002081;CLINIQUE DU GOLFE;560000416;614;;;;;;;;;;;;;26708;;;;;;;2828;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;560002123;CLINIQUE SAINT VINCENT;920030269;737;;;;;;;;;;;;;26904;;;;;;;4993;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;560002685;ETABLISSEMENT SPECIALISE KER JOIE;750043713;437;;;;;;;;;;;;;12383;;;;;;;1283;;;;;;;560;;;;;;;0;;0;;0;;;;0;;0;0
PSY2;2022;560004277;CENTRE DE POST CURE HOVIA;750721029;41;;;;;;;;;;;;;2117;;;;;;;2343;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;560006991;HOP DE JOUR CMP ENFANTS ADO PONTIVY;220017974;5042;2;;;;6;3;2;;;;6;3;6063;;;;;50;28;5081;;;;;;;45328;3;;;;6;2;1;0.53;0;;1;3.69;0;;0;;0;0
PSY2;2022;570000281;HOPITAL D'HAYANGE - CHR;570005165;156;;;;;148;13;;;;;247;16;6905;;;;;7410;565;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;301;1;;;;19;4;1;;;;20;4;1153;6;;;;53;5;;;;;;;;;;;;;;;1;1.31;0;;0;;0;;0;;0;0
PSY2;2022;570000596;HIA LEGOUEST;750821092;211;;;;;;;;;;;;;4248;;;;;;;400;;;;;;;5224;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;570000885;CENTRE HOSPITALIER DE LORQUIN;570000133;8357;36;;;0;242;98;16;;;;167;78;34492;1712;;;;7601;2560;13749;46;;;;28;110;69336;501;;;;820;245;1;4.81;1;4.25;1;3.98;0;;1;19.08;0;0
PSY2;2022;570000893;CHS DE SARREGUEMINES;570000141;8212;265;43;;19;149;283;266;43;;20;160;318;35309;41203;9740;;1343;4336;6065;10121;128;46;;;36;69;67090;917;216;;29;470;687;1;0.62;0;;1;;1;;0;;0;0
PSY2;2022;570001016;CHS DE JURY;570000513;1623;90;5;2;2;287;377;82;1;2;2;288;219;25848;4002;806;37;2;11451;9825;6092;;;;;;;130841;1643;121;1;0;5993;3460;0;3.2;1;8.21;1;37.33;0;;0;;0;0
PSY2;2022;570001057;HOPITAL BELLE-ISLE DE METZ - HPM;570023630;277;;;;;;;;;;;;;8070;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;570002287;MAISON DE SANTE STE MARGUERITE NOVEANT;570001230;750;;;;;;;;;;;;;28095;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;570010181;ASSOCIATION GROUPE SOS SANTE;570010181;1662;11;;;;52;9;11;;;;52;9;0;0;;;;0;0;;;;;;;;17876;176;;;;689;50;1;0.9;0;;1;0.3;0;;0;;0;0
PSY2;2022;570015750;HOPITAL DE JOUR ENFANTS DE YUTZ;570005165;3852;;;;;;;;;;;;;;;;;;;;671;;;;;;;45585;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;570023309;CENTRE MATHILDE SALOMON DE PHALSBOURG;670014604;50;;;;;;;;;;;;;5036;;;;;;;523;;;;;;;;;;;;;;0;;0;;1;;0;;0;;0;0
PSY2;2022;570027441;CLINIQUE CENTRE DE SOINS DU GRAND EST;920030269;378;;;;;;;;;;;;;17235;;;;;;;1693;;;;;;;;;;;;;;0;;0;;1;;0;;0;;0;0
PSY2;2022;570027631;CNPA ST AVOLD;570029504;92;;;;;;;;;;;;;2658;;;;;;;2346;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;580780237;CLINIQUE DU CHATEAU DU TREMBLAY;580000099;440;;;1;;;;;;1;;;;33250;;;28;;;;;;;;;;;;;;;;;;0;;0;;1;20.93;0;;0;;0;0
PSY2;2022;580972636;CENTRE HOSPITALIER PIERRE LÔO;580780971;6589;57;3;;2;120;159;57;3;;2;123;165;31755;2741;787;;4;6024;4139;5635;318;29;;;720;798;59731;803;6;;;1530;1538;1;;1;2;0;;0;;0;;0;0
PSY2;2022;580972693;HOPITAL PIERRE BEREGOVOY;580780039;1383;;;;;;;;;;;;;;;;;;;;2056;;;;;;;19257;;;;;;;1;0.5;0;;1;18.99;0;;0;;0;0
PSY2;2022;590000014;CH SOMAIN;590780052;2184;8;3;;;52;16;29;3;;;69;16;6985;714;553;;;2476;395;3184;;;;;47;;14951;85;12;;;118;14;0;;0;;0;;0;;0;;0;0
PSY2;2022;590000105;CHR LILLE;590780193;9986;79;;;;47;10;57;;;;45;10;31856;1240;;;;978;419;7383;;;;;;;43551;90;;;;12;;1;4;1;47.51;1;12.5;0;;1;62.74;1;1
PSY2;2022;590000428;CH CAMBRAI;590781605;594;16;;;1;142;20;16;3;;2;170;21;17721;2440;;;4;6403;1178;5829;;;;;261;;37769;;;;;162;;1;;0;;1;4.06;0;;0;;0;0
PSY2;2022;590000469;CH FOURMIES;590781662;195;6;;;;22;3;18;;;;24;3;4166;587;;;;276;98;1390;30;;;;30;0;4368;41;;;;21;0;;;;;;;0;;0;;0;
PSY2;2022;590000535;CH DE MAUBEUGE MCO;590781803;617;13;6;;3;109;7;40;8;;3;136;7;13484;1168;1515;;8;3659;124;2082;94;;;;7;;39687;;;;;;;1;4.22;0;;0;;0;;0;;0;0
PSY2;2022;590000592;CH DENAIN;590782165;269;13;4;0;2;66;6;59;2;0;2;62;9;5605;642;3;0;11;1102;167;2435;17;155;0;0;0;0;28472;209;145;0;0;176;1;1;0.5;0;;1;3.86;0;;0;;0;0
PSY2;2022;590000600;CH SAINT- AMAND LES EAUX;590782207;2566;5;;;;27;5;7;;;;42;6;13805;304;;;;2137;474;2988;;;;;;;17080;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;590000618;CH VALENCIENNES;590782215;10610;21;4;2;12;206;56;21;4;2;13;245;62;20326;1061;1456;758;126;8713;1443;7621;730;;;;;;89611;218;49;1;19;43;3;;;;;;;0;;0;;0;0
PSY2;2022;590000782;EPSM LILLE METROPOLE;590782660;24513;143;6;2;32;633;356;154;3;2;25;510;396;45004;3091;470;13;120;7462;5234;24136;108;7;;;338;184;256545;1388;23;12;33;5793;2059;1;0.5;1;8.2;1;73.45;0;;0;;0;0
PSY2;2022;590000790;EPSM DES FLANDRES;590782678;15368;38;4;3;9;276;95;239;4;3;8;282;74;43108;2565;729;24;28;6802;2270;10973;119;20;0;0;122;139;143557;923;130;0;110;1565;0;1;;1;;0;;;;0;;0;0
PSY2;2022;590001004;CH DOUAI DECHY;590783239;7576;45;;1;8;132;18;27;;0;10;126;13;10571;1354;;12;101;2428;284;5196;78;;;;161;;74152;373;;;3;273;;1;1;0;;0;;0;;0;;0;0
PSY2;2022;590001418;EPSM AGGL LILLOISE ST-ANDRE;590034740;22423;152;;2;27;411;383;186;;1;27;465;505;64116;4943;;18;294;11339;10519;13101;148;;0;0;521;112;219718;1450;;6;21;2447;1060;0;;0;;1;45.67;0;;0;;0;0
PSY2;2022;590002317;CENTRE CHATEAU MAINTENON;590799912;31;;;;;;;;;;;;;;;;;;;;2598;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;590005245;S.A CLINIQUE DE L'ESCREBIEUX;590005245;596;;;;;;;;;;;;;33612;;;;;;;4000;;;;;;;;;;;;;;0;;1;13.64;0;;0;;0;;0;0
PSY2;2022;590016408;CLINIQUE LAUTREAMONT LOOS;920030269;1285;;;;;;;;;;;;;61553;;;;;;;6710;;;;;;;;;;;;;;0;;1;;1;;0;;0;;0;0
PSY2;2022;590044665;CLINIQUE FSEF VILLENEUVE D'ASCQ;750720575;488;;;;;;;;;;;;;8390;;;;;;;5700;;;;;;;;;;;;;;0;;0;;1;52.11;0;;0;;0;0
PSY2;2022;590053955;SAS HPM NORD;590053955;906;;;;;;;;;;;;;40650;;;;;;;11066;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;590067047;CENTRE PSYPRO LILLE;690051461;107;;;;;;;;;;;;;;;;;;;;2114;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;590785341;HOPITAL DE JOUR DE LA M.G.E.N.;750005068;594;;;;;;;;;;;;;;;;;;;;6694;;;;;;;3468;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;590797353;GCS GHICL HOPITAL SAINT VINCENT -;590051801;3546;;;;;;;;;;;;;3931;;;;;;;892;;;;;;;15037;;;;;;;0;;0;;1;12.98;0;;0;;0;0
PSY2;2022;600000012;CHI EPSM DE L'OISE - SITE DE CLERMONT;600100028;18647;171;9;;38;694;373;181;9;;54;775;415;92593;11376;1439;;518;41392;19483;17150;801;52;;;923;198;210446;2076;200;;861;3757;1733;1;5.3;1;65.77;1;64.62;0;;0;;0;0
PSY2;2022;600009054;CLINIQUE EUGENIE;600000798;436;0;0;0;0;0;0;0;0;0;0;0;0;23444;0;0;0;0;0;0;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;600107049;ASSOCIATION LA NOUVELLE FORGE;600107049;1821;;;;;;;;;;;;;1212;;;;;;;5410;;;;;;;11712;;;;;;;0;;0;;1;1.22;0;;0;;0;0
PSY2;2022;610000028;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610780025;10624;46;2;3;27;328;62;28;2;3;19;90;34;25575;3100;29;3;110;5765;2407;4685;248;;;;110;41;99895;324;2;18;323;2701;98;1;0.9;0;;1;27.7;0;;0;;0;0
PSY2;2022;610788325;CENTRE MAUBERT (61G03) - CH FLERS;610780165;246;4;1;;;34;5;4;1;;;42;5;9280;111;195;;;912;166;1818;0;;;;0;;21107;91;;;;370;;1;0.88;0;;0;;0;;0;;0;0
PSY2;2022;620000034;CH ARRAS;620100057;5953;20;;;14;146;9;;;;;;;29710;1482;;;187;6260;1120;4651;238;;;;188;11;54731;1654;;;;1670;79;1;1;1;1.5;0;;0;;0;;0;0
PSY2;2022;620000059;CH BAPAUME;620100073;504;7;;;;;;7;;;;;;7151;;;;;;;;;;;;;;5003;7;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;620000240;CH HENIN BEAUMONT;620100677;5238;14;;;;95;57;25;;;;116;68;18755;2353;;;;4347;1489;5645;111;;;;186;169;43180;253;;;;173;213;0;;0;;1;9;0;;0;;0;0
PSY2;2022;620000257;CH LENS;620100685;;;;;;;;;;;;;;;;;;;;;347;;;;;;;17516;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;620000281;EPSM VAL DE LYS ARTOIS;620101287;21174;59;12;0;36;647;250;24;12;0;8;383;185;38742;1293;2413;0;85;8478;4297;15527;221;116;0;0;83;105;166506;675;52;0;368;3983;1223;1;1.3;0;;0;;0;;0;;0;0
PSY2;2022;620000323;CH CALAIS;620101337;676;9;;;1;98;14;9;;;1;98;14;11769;970;;;2;2470;157;6082;153;;;;94;;54399;628;181;;;923;;1;2.08;0;;1;19.12;0;;0;;0;0
PSY2;2022;620000638;ASSOC REGIONALE ESPOIR ET VIE;620000638;81;;;;;;;;;;;;;9945;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;620000653;CH BOULOGNE-SUR-MER;620103440;3285;17;;;;90;;17;;;;90;;17786;1904;;;;4188;;168;0;;;;0;;35009;563;;;;569;;1;4;0;;0;;;;;;;
PSY2;2022;620001834;ASSO GROUPE AHNAC;620001834;317;4;;;;39;12;3;;;;45;20;13120;153;;;;1072;137;1124;;;;;25;;12721;1;;;;265;126;0;;0;;0;;0;;0;;0;0
PSY2;2022;620002154;INSTITUT ALBERT CALMETTE A CAMIERS;620112607;2968;;;;;;;;;;;;;11572;;;;;;;7325;;;;;;;29931;;;;;;;1;6.65;0;;1;13.65;0;;0;;0;0
PSY2;2022;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;407;2;;;;2;;2;;;;2;;13528;371;;;;149;;;;;;;;;;;;;;;;0;;0;;0;;0;;;;0;
PSY2;2022;620018143;CENTRE DE SOINS PSY ROGER MISES;620100057;581;1;;;;;;1;;;;;;2509;365;;;;;;1014;;;;;;;4630;;;;;;;1;0.1;0;;1;44;0;;0;;0;0
PSY2;2022;620024349;SAS CLINIQUE DU VIRVAL;920030269;2055;;;;;;;;;;;;;68978;;;;;;;12496;;;;;;;;;;;;;;0;;0;;1;11;0;;0;;0;0
PSY2;2022;620026252;CENTRE DE SANTE MENTALE  JB PUSSIN;620100685;2860;11;2;;1;133;50;14;2;0;1;133;50;20874;703;365;;3;2920;771;7541;356;98;;;222;;22034;20;48;;;28;7;1;0.6;0;;0;;0;;0;;0;0
PSY2;2022;620100347;CLINIQUE PSYCHIATRIQUE  LE RYONVAL;590039863;516;;;;;;;;;;;;;21964;;;;;;;3491;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;620105973;CTRE ANTOINE DE SAINT EXUPERY;590039863;39;;;;;;;;;;;;;9578;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;630000412;CH D'AMBERT;630780997;453;;;;;;;;;;;;;3837;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;630000446;CH DE THIERS;630781029;336;9;;;;61;12;9;;;;61;12;7270;185;;;;1251;246;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;630780195;CHS SAINTE-MARIE CLERMONT-FERRAND;630786754;8192;116;18;1;24;255;161;84;8;1;35;287;170;62102;5492;1553;;339;11868;8347;21753;115;62;;;64;24;92514;736;260;19;5;230;77;0;;1;;1;;0;;0;;0;0
PSY2;2022;630780401;CLINIQUE PSYCHIATRIQUE DE L AUZON;630000172;765;;;;;;;;;;;;;36862;;;;;;;6262;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;630781417;CLINIQUE PSYCHIATRIQUE LES QUEYRIAUX;630000578;510;;;;;;;;;;;;;23406;;;;;;;4417;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;630781771;CHU PSYCHIATRIE;630780989;8807;3;1;1;;202;29;4;1;1;;278;41;41657;;0;62;;6324;577;9146;1;;;;112;;51459;2;;;;1;;1;1.13;1;1.99;1;4.79;0;;0;;0;0
PSY2;2022;630781821;CLINIQUE PSYCHIATRIQUE LE GRAND PRE;920030269;1170;;;;;;;;;;;;;57390;;;;;;;8366;;;;;;;;;;;;;;0;;1;;0;;0;;0;;0;0
PSY2;2022;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;7251;50;;6;;318;68;22;;6;;208;58;24068;2873;;134;;10473;1976;6136;;;0;;72;6;75548;;;53;;3984;628;1;0.3;0;;1;7.61;0;;0;;0;0
PSY2;2022;640000436;CENTRE HOSPITALIER DES PYRENEES;640780862;13629;101;3;6;30;521;107;101;3;6;38;571;111;53312;6236;0;65;321;23602;3934;24613;490;327;0;0;2019;85;155594;1861;441;7;0;7576;947;1;0.49;1;65.54;1;67.25;1;28.76;0;;0;0
PSY2;2022;640018255;CLINIQUE CHATEAU CARADOC;640007019;2966;;;;;;;;;;;;;35630;;;;;;;18506;;;;;;;;;;;;;;1;14;0;;1;2;0;;0;;0;0
PSY2;2022;640018818;CENTRE DE SOINS LA NOUVELLE AQUITAINE;920030269;1244;;;;;;;;;;;;;40877;;;;;;;6525;;;;;;;;;;;;;;0;;1;2.7;1;4.5;0;;0;;0;0
PSY2;2022;640780334;CLINIQUE D'AMADE;640017893;761;33;;;;;;33;;;;;;21762;0;;;;;;5532;375;;;;;;;;;;;;;0;;1;2.5;0;;0;;0;;0;0
PSY2;2022;640780409;CLINIQUE MIRAMBEAU;640000154;1225;;;;;;;;;;;;;19441;;;;;;;8070;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2022;650000060;CH LANNEMEZAN;650780174;11236;64;3;2;9;375;428;48;8;2;10;297;374;46280;4350;0;12;66;9305;12321;15969;469;0;0;0;720;1202;130378;1191;27;20;133;5803;5431;1;0.1;1;16.96;1;27.19;0;;0;;0;0
PSY2;2022;650780729;CL REPUBLIQUE;650000276;270;;;;;;;;;;;;;15105;;;;;;;1186;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
