BOR;AN;FI;RS;FI_EJ;CANCERO_A1;CANCERO_A2;CANCERO_A3;CANCERO_A4;CANCERO_B4;CANCERO_A5;CANCERO_A6;CANCERO_B6;CANCERO_A7;CANCERO_A8;CANCERO_B8;CANCERO_C8;CANCERO_A9;CANCERO_B9;CANCERO_C9;CANCERO_A10;CANCERO_A11;CANCERO_B11;CANCERO_C11;CANCERO_D11;CANCERO_A12;CANCERO_B12;CANCERO_A13;CANCERO_A14;CANCERO_A15;CANCERO_B15;CANCERO_A16;CANCERO_B16;CANCERO_A17;CANCERO_A18;CANCERO_B17;CANCERO_D19;CANCERO_D20;CANCERO_D21;CANCERO_D22;CANCERO_D23;CANCERO_E19;CANCERO_E20;CANCERO_E21;CANCERO_E22;CANCERO_E23;CANCERO_A24;CANCERO_A25;CANCERO_A26;CANCERO_A27;CANCERO_B24;CANCERO_B25;CANCERO_B26;CANCERO_B27;CANCERO_C24;CANCERO_C25;CANCERO_C26;CANCERO_C27;CANCERO_D24;CANCERO_D26;CANCERO_D28;CANCERO_D29;CANCERO_D30;CANCERO_D31;CANCERO_D32;CANCERO_D33;CANCERO_D34;CANCERO_E24;CANCERO_E26;CANCERO_E28;CANCERO_E29;CANCERO_E30;CANCERO_E31;CANCERO_E32;CANCERO_E33;CANCERO_E34
CANCERO;2022;590000592;CH DENAIN;590782165;1;0;1;1130;0;987;1937;0;1;;;;980;0;0;961;109;0;0;0;;;;;;;;;;;;;;;;;;;;;;;2;;;0;958;0;0;0;0;0;0;0;0;0.3;0.5;2;2;0.1;0.1;0.2;0;0;;;;;;;
CANCERO;2022;590000618;CH VALENCIENNES;590782215;1;0;1;11781;0;10193;9882;0;1;;;;10089;0;241;9514;974;0;24;0;;;;;;;;;;;;;;;;;;;;;;11;11;;;283;4587;0;0;0;0;0;0;2587;0;3.46;2.33;16.5;8.95;1.45;0.67;0.24;0;0;;;;;;;
CANCERO;2022;590000758;CH ARMENTIERES;590782637;1;0;1;1401;0;1207;1375;0;0;590780193;;;1217;0;0;1197;134;0;6;0;;;;;;;;;;;;;;;;;;;;;;;5;;;0;993;0;0;0;0;0;0;0;0;0.9;;0.12;;0.36;;1.28;0;0;;;;;;;
CANCERO;2022;590000774;CH HAZEBROUCK;590782652;1;0;1;1091;0;1048;99;0;1;;;;1043;0;1;1042;122;0;0;0;;;;;;;;;;;;;;;;;;;;;;;2;;;0;1042;0;0;0;0;0;0;0;0;0.3;;;;;;;0;0;;;;;;;
CANCERO;2022;590001004;CH DOUAI DECHY;590783239;1;0;0;1448;0;1290;1617;0;1;;;;1279;0;1;1255;153;0;7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;590006607;HOP JEANNE DE FLANDRE CHR LILLE;590780193;1;0;0;1826;0;1251;3445;0;1;;;;1181;0;136;923;7;0;132;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;590006896;POLYCLINIQUE DE LA THIÉRACHE;590000519;0;0;0;356;0;253;318;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;590008041;POLYCLINIQUE VAUBAN;590008033;1;0;0;770;0;342;3424;0;0;590782256;;;204;0;8;187;41;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;590008298;CTRE RADIOTHERAPIE BOURGOGNE;590008249;0;1;0;23342;;22060;;;;;;;;;;;;;;;2;1;1;1282;21895;229;165;72;1052;53;;3;3;8.67;1;13.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;590025128;HAD DU HAINAUT;620001834;1;0;0;0;21;0;0;348;1;;;;0;21;0;0;0;7;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;590025458;HAD DU CH D'HAZEBROUCK;590782652;1;0;0;0;62;0;0;527;0;590000774;;;0;62;0;0;0;12;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;590045407;HAD CHRU LILLE;590780193;1;0;0;0;1145;0;0;2958;1;;;;0;1145;0;0;0;179;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;590047957;CENTRE D'ONCOL ET DE RADIOTH GALILEE;590008629;0;1;0;14094;;13396;0;;;;;;;;;;;;;;2;1;;698;13396;;;;609;;;;2;8;2;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;590048476;GCS GHICL HAD SYNERGIE RÉÉDUC-RÉADAPTA;590051801;1;0;0;0;143;0;0;741;0;590797353;;;0;143;0;0;0;23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;590052049;CALIVAL;590006268;0;1;0;39083;;36983;0;;;;;;;;;;;;;;3;0;0;2100;36983;;0;;1797;;;;5;17;2;21;6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;590052056;GCS GHICL CLINIQUE STE MARIE;590051801;1;0;1;3198;0;2869;2243;0;1;;;;2828;0;36;2749;321;0;0;0;;;;;;;;;;;;;;;;;;;;;;;12;;;0;3555;0;0;0;0;0;0;0;0;0.69;;5.19;0.06;;;;0;0;2;;;;;;
CANCERO;2022;590055570;SCM DES DOCTEURS CHOSSIERE ET WAGNER;590055562;0;1;0;24580;;23580;;;;;;;;;;;;;;;2;0;;1000;23580;;;;950;;;3;3;10;1;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;590060851;CENTRE LEONARD DE VINCI;590008629;0;1;0;28333;;26601;0;;;;;;;;;;;;;;5;;;1732;26601;;;;1532;;;;6.3;17.8;5;1;8;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;590780060;INSTITUT OPHTALMIQUE;590000022;0;0;0;43;0;42;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;590780094;CENTRE LEONARD DE VINCI;590000055;1;0;1;10196;0;9598;1198;0;1;;;;10196;0;585;9588;1063;0;0;0;;;;;;;;;;;;;;;;;;;;;;10;20;;;796;10691;0;0;0;0;0;0;1630;0;;;13;4;0.5;0.5;0.5;0;0;5;2;;;;;
CANCERO;2022;590780268;HOPITAL PRIVÉ LE BOIS;590053955;1;1;1;6637;0;5668;4897;0;1;;;;5353;0;23;5314;657;0;0;0;2;1;1;0;0;4;0;67;3;66;0;3;3;8.67;1;13.32;;;;;;11;9;;;461;5205;0;0;0;0;0;0;3192;0;;;10.7;7.6;;0.4;0.8;0;0;9;;;;;;
CANCERO;2022;590780284;GCS GHICL HÔPITAL ST PHILIBERT;590051801;1;0;0;804;0;387;3337;0;0;590797353;;;418;0;1;341;123;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;590780383;HOPITAL PRIVE LA LOUVIERE;590000204;1;0;1;3860;0;3083;3063;0;1;;;;3045;0;38;2994;473;0;0;0;;;;;;;;;;;;;;;;;;;;;;;10;;;0;2831;0;0;0;0;0;0;0;0;;0.3;6.5;;1.6;0.5;0.1;0;0;5;;;;;;
CANCERO;2022;590782256;NOUVELLE CLINIQUE DES DENTELLIERES;590000659;1;0;1;9648;0;9648;9648;0;1;;;;9648;0;0;9648;1027;0;0;0;;;;;;;;;;;;;;;;;;;;;;;20;;;0;10588;0;0;0;0;0;0;0;0;;;;;;;;0;0;4;;;;;;
CANCERO;2022;590782298;POLYCLINIQUE DU PARC;590000675;0;0;0;259;0;101;1343;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;1;0;1;3169;0;2794;2283;0;1;;;;2617;0;0;2617;311;0;0;0;;;;;;;;;;;;;;;;;;;;;;;12;;;0;2646;0;0;0;0;0;0;0;0;;;3.7;;0.7;0.2;0.1;0;0;2;3;;;;;
CANCERO;2022;590785374;CLINIQUE TEISSIER;620001834;1;0;1;2922;0;2890;593;0;1;;;;2917;0;2;2890;355;0;0;0;;;;;;;;;;;;;;;;;;;;;;;20;;;0;2918;0;0;0;0;0;0;0;0;0.2;3.8;5;5;0.1;0.1;;0;0;;;;;;;
CANCERO;2022;590787586;HOP CARDIOLOGIQUE CHR LILLE;590780193;1;0;0;3666;;3118;3621;;1;;;;3180;;7;3107;415;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;590788964;SARL CLINIQUE DU PARC;590001756;1;0;1;3793;0;3700;716;0;1;;;;3632;0;0;3689;425;0;0;0;;;;;;;;;;;;;;;;;;;;;;;15;;;0;3582;0;0;0;0;0;0;0;0;;1;3.8;1;0.6;0;1;0;0;2;;;;;;
CANCERO;2022;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;1;1;0;3061;0;1566;8605;0;1;;;;1436;0;1;1533;246;0;2;0;;;;0;0;543;0;458;514;379;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;590797353;GCS GHICL HOPITAL SAINT VINCENT -;590051801;1;0;1;7635;0;7161;4659;0;1;;;;7032;0;94;6693;798;0;1;0;;;;;;;;;;;;;;;;;;;;;;15;20;;;164;8657;0;0;0;9;0;0;1802;0;10.88;;21.69;6.58;;;0.65;0;0;;;;;;;
CANCERO;2022;590801106;HOPITAL VICTOR PROVO;590782421;1;0;1;7368;0;6386;7534;0;1;;;;6836;0;416;6216;824;0;16;0;;;;;;;;;;;;;;;;;;;;;;12;10;;;553;3899;0;0;0;0;0;0;2738;0;4.1;1.2;11.84;8.56;0.85;;6.43;0;0;;;;;;;
CANCERO;2022;590804696;CENTRE HOPITALIER DE TOURCOING;590781902;1;0;1;1498;0;1338;1640;0;1;;;;1359;0;0;1320;195;0;0;0;;;;;;;;;;;;;;;;;;;;;;0;13;;;1;1492;0;0;0;0;0;0;1;0;2;1;;4.37;0.5;;3.8;0;0;;;;;;;
CANCERO;2022;590804712;CENTRE RADIOTHERAPIE ONCOLOGIE GRAY;590003281;0;1;0;13651;;12601;;;;;;;;;;;;;;;2;0;;1050;12601;;;;591;;;;2;6.8;1.5;11;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;1;1;1;21679;0;17520;35161;0;1;;;;18519;0;1047;15615;2470;0;3;0;;0;;0;0;0;0;0;0;0;0;;;;;;;;;;;10;14;;;528;6143;399;118;0;0;0;0;3196;567;2.46;1.76;16.83;13.45;0;0;4;0;0;;;;;;;
CANCERO;2022;590813176;CLINIQUE DES HETRES;590005278;0;0;0;61;0;24;390;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;0;0;0;149;0;36;680;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;0;0;0;249;0;146;304;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;590815056;CLINIQUE DE FLANDRE;590005492;1;0;1;5141;0;4818;1621;0;1;;;;4828;0;1;4783;503;0;0;0;;;;;;;;;;;;;;;;;;;;;;;13;;;0;4801;0;0;0;1;0;0;0;0;;0.5;11.45;3.34;;;2.51;0;0;2;;;;;;
CANCERO;2022;590816310;CLINIQUE SAINT AME;590000048;0;0;0;669;0;321;1727;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;590817458;CLINIQUE DE LA VICTOIRE;590053955;1;0;1;2712;0;2391;1263;0;1;;;;2209;0;0;2204;246;0;0;0;;;;;;;;;;;;;;;;;;;;;;;3;;;0;2129;0;0;0;0;0;0;0;0;;;2;;;0.5;0.1;0;0;7;;;;;;
CANCERO;2022;600000194;CH BEAUVAIS;600100713;1;1;1;19885;25;19191;7386;460;1;;;;7108;25;119;6868;787;7;1;1;2;;;511;11664;57;0;0;501;0;0;3;2.7;7.48;;2.93;;;;;;20;20;;;691;7980;0;0;0;0;0;0;6135;0;0.6;3.4;21.18;15.94;1.2;;8.67;0;0;;;;;;;
CANCERO;2022;600000467;CH GHPSO CREIL;600101984;1;0;1;5247;0;5003;2173;0;1;;;;5063;0;18;4992;599;0;2;0;;;;;;;;;;;;;;;;;;;;;;15;18;;;428;8464;0;0;0;5;0;0;5298;0;6.38;;17.5;12.41;0.6;;7.42;0;0;;;;;;;
CANCERO;2022;600002158;IRSO;600014005;0;1;0;14155;;13157;0;;;;;;;;;;;;;;2;0;0;998;13157;0;0;0;640;0;0;0;2.95;8.7;0;0.5;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;600010102;HAD CHICN COMPIÈGNE;600100721;1;0;0;0;16;0;0;382;1;;;;0;16;0;0;0;9;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;600012330;SNC CROME DE COMPIEGNE;600014005;0;1;0;18425;;17439;;;;;;;;;;;;;;;2;0;0;986;17439;;0;;806;0;0;;3;9.8;1;8.5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;600100168;CENTRE MÉDICO-CHIRURGICAL DES JOCKEYS;600106629;1;0;0;1692;0;1503;1107;0;1;;;;1434;0;10;1417;170;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;600100754;POLYCLINIQUE SAINT CÔME;600000228;1;0;1;6304;0;5583;5881;0;1;;;;5483;0;78;5289;593;0;0;0;;;;;;;;;;;;;;;;;;;;;;;22;;;0;5290;0;0;0;0;0;0;0;0;;;14;11.74;0.6;;1.01;0;0;2;1;;;;;
CANCERO;2022;600110175;CLINIQUE DU PARC SAINT-LAZARE;600001234;0;0;0;250;0;93;788;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;600113476;CH CHICN COMPIÈGNE;600100721;1;0;1;6557;0;5622;7518;0;1;;;;6128;0;408;5509;675;0;3;0;;;;;;;;;;;;;;;;;;;;;;25;13;;;874;5925;0;0;0;8;0;0;6293;0;2.17;2.67;15.5;18.15;0.1;;2.8;0;0;;;;;;;
CANCERO;2022;610000051;CHICAM - SITE ALENCON;610780082;1;0;1;1585;0;1342;2232;0;1;;;;1344;0;31;1313;149;0;2;0;;;;;;;;;;;;;;;;;;;;;;8;12;;;59;1953;0;0;0;0;0;0;100;0;0.2;;8.88;4.02;;;6.97;0;0;;;;;;;
CANCERO;2022;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;1;0;0;1668;0;1535;1590;0;0;140000639;;;1570;0;14;1521;202;0;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;610000119;CH  JACQUES MONOD  - FLERS;610780165;1;0;0;2317;0;2126;1737;0;1;;;;2051;0;1;2012;250;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;610006421;CLINIQUE D'ALENCON;610006413;0;0;0;232;0;158;240;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;620000034;CH ARRAS;620100057;1;0;1;6649;0;6119;3243;0;1;;;;6193;0;119;5888;580;0;12;0;;;;;;;;;;;;;;;;;;;;;;7;15;;;38;2964;0;0;0;0;0;0;106;0;1;;15.18;13.89;0.99;0;2;0;0;;;;;;;
CANCERO;2022;620000224;CH BETHUNE;620100651;1;0;1;3817;0;3649;1890;0;1;;;;3636;0;2;3610;390;0;0;0;;;;;;;;;;;;;;;;;;;;;;;10;;;0;3610;0;0;0;0;0;0;0;0;;2.7;;;;;;0;0;;;;;;;
CANCERO;2022;620000257;CH LENS;620100685;1;1;1;12192;0;11576;6122;0;1;;;;8691;0;74;8390;975;0;18;0;1;0;;117;2637;8;0;0;130;0;0;;;4.11;;0.98;;;;;;;10;;;0;5164;0;0;0;0;0;0;0;0;0.2;;24.66;11.39;0.9;0.2;6.24;0;0;;;;;;;
CANCERO;2022;620000323;CH CALAIS;620101337;1;0;1;3676;0;3441;1522;0;1;;;;3302;0;1;3280;362;0;9;0;;;;;;;;;;;;;;;;;;;;;;;10;;;0;3267;0;0;0;0;0;0;0;0;2.57;;2;;;;1;0;0;;;;;;;
CANCERO;2022;620000349;CH REGION DE ST OMER;620101360;1;0;1;2838;0;2667;1625;0;1;;;;2639;0;15;2556;277;0;0;0;;;;;;;;;;;;;;;;;;;;;;8;10;;;345;2868;0;0;0;0;0;0;2240;0;2.42;1.75;13.31;7.77;0.5;;3.57;0;0;;;;;;;
CANCERO;2022;620000653;CH BOULOGNE-SUR-MER;620103440;1;0;1;10840;0;9587;8090;0;1;;;;9837;0;456;9228;1007;0;4;0;;;;;;;;;;;;;;;;;;;;;;20;;;;812;;0;0;0;0;0;0;5262;0;1.9;6.51;18.26;12.3;0.99;0.3;7.37;0;0;;;;;;;
CANCERO;2022;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;1;0;1;2484;0;2296;1313;0;1;;;;2260;0;14;2244;238;0;0;0;;;;;;;;;;;;;;;;;;;;;;;3;;;0;2147;0;0;0;0;0;0;0;0;;;4.84;2;0.25;;1.01;0;0;2;;;;;;
CANCERO;2022;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;0;0;0;923;0;313;3180;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;620003889;SANTELYS HAD DU BÉTHUNOIS;590799995;1;0;0;0;65;0;0;1078;0;620000257;;;0;65;0;0;0;24;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;620006049;CLINIQUE CHIRURGICALE DE SAINT-OMER;620000331;1;0;0;580;0;399;911;0;0;620006049;;;114;0;0;114;16;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;620013649;HAD DU LITTORAL BOULOGNE MONTREUIL;620013599;1;0;0;0;61;0;0;555;1;;;;0;61;0;0;0;15;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;620025346;POLYCLINIQUE DE LA  CLARENCE;620001834;1;0;0;265;0;75;1608;0;1;;;;35;0;0;31;13;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;620026690;GCS CENTRE JOLIOT CURIE;620027839;0;1;0;34406;0;32624;0;0;;;;;;;;;;;;;4;0;0;1782;32624;39;0;0;1695;0;0;4;2.8;13.85;2;13;5;3;14;2;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;620033779;CTRE CANCÉROLOGIE ARTOIS SITE CH LENS;620026898;1;1;0;;;;;;1;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;620035972;CENTRE MARIE CURIE;620035964;0;1;0;20216;;19393;;;;;;;;;;;;;;;3;0;;823;19393;;;;766;;;;3;11.6;1.8;17.26;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;620035980;CENTRE PIERRE CURIE;620035964;0;1;0;18219;;17217;;;;;;;;;;;;;;;2;;;1002;17217;;;;945;;;;2;11.4;2.11;10.61;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620014779;1;0;1;9132;0;8083;5568;0;1;;;;8021;0;226;7728;863;0;0;0;;;;;;;;;;;;;;;;;;;;;;25;32;;;1085;8057;0;0;0;7;0;0;6532;0;;;7.31;;0.5;;;0;0;5;4;;;;;
CANCERO;2022;620100487;CLINIQUE DES ACACIAS;620000125;0;0;0;57;0;27;328;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;620100735;CLINIQUE ANNE ARTOIS;620000265;1;0;1;3649;0;3322;1632;0;1;;;;3131;0;0;3151;363;0;0;0;;;;;;;;;;;;;;;;;;;;;;;16;;;0;3127;0;0;0;0;0;0;0;0;;;;;;;;0;0;3;;;;;;
CANCERO;2022;620100750;CLINIQUE AMBROISE PARE;620000273;1;0;1;4456;0;4220;1935;0;1;;;;3359;0;2;4172;463;0;0;0;;;;;;;;;;;;;;;;;;;;;;;10;;;0;2787;0;0;0;0;0;0;0;0;;0.5;3.68;;0.1;;;0;0;4;1;;;;;
CANCERO;2022;620101311;CLINIQUE DES 2 CAPS;620027763;1;0;1;3361;0;3071;1341;0;1;;;;3075;0;20;2982;286;0;1;0;;;;;;;;;;;;;;;;;;;;;;;21;;;0;2976;0;0;0;2;0;0;0;0;;;2;;0.25;0.2;0.1;0;0;6;2;;;;;
CANCERO;2022;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;1;0;0;439;0;185;1804;0;0;620100099;;;130;0;0;130;23;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;620105981;HOPITAL A DOMICILE REGION DE LENS;620000968;1;0;0;0;205;0;0;1105;0;620000257;;;0;205;0;0;0;34;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;620118513;CENTRE MCO COTE D'OPALE;620002915;1;0;1;5737;0;5136;4455;0;1;;;;5230;0;54;5056;601;0;0;0;;;;;;;;;;;;;;;;;;;;;;;19;;;0;5047;0;0;0;0;0;0;0;0;;;;;;;;0;0;4;;;;;;
CANCERO;2022;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;1;0;1;8377;0;7200;9323;0;1;;;;7516;0;133;7135;824;0;0;0;;;;;;;;;;;;;;;;;;;;;;24;15;;;769;7502;0;0;0;0;0;0;6566;0;0.62;7.06;29.08;18.32;;;5.87;0;0;;;;;;;
CANCERO;2022;630000412;CH D'AMBERT;630780997;1;0;1;374;0;373;12;0;1;630000404;;;374;0;0;373;34;0;0;0;;;;;;;;;;;;;;;;;;;;;;;2;;;0;642;0;0;0;0;0;0;0;0;0.8;;2.6;0.7;;;0.8;0;0;;;;;;;
CANCERO;2022;630000438;CH DE RIOM;630781011;1;0;0;902;0;863;685;0;0;630000404;;;886;0;4;854;93;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;630000446;CH DE THIERS;630781029;1;0;0;553;0;469;697;0;0;630000404;;;466;0;2;454;54;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;630000479;CENTRE LUTTE CONTRE LE CANCER J.PERRIN;630781110;1;1;1;57156;0;54242;19005;0;1;;;;19603;0;582;17721;2362;0;0;0;4;;7;2434;32242;554;225;422;2088;364;2;9.89;3.88;34.07;0;11.48;;;;;;45;38;47;7;1514;20060;3085;2250;0;0;9;4;14718;11848;9.79;6.94;84.85;42.28;3.23;2;7.25;0;36;;;;;;;
CANCERO;2022;630009546;UNITE DE RADIOTHERAPIE;630011831;0;1;0;18013;;16891;0;;;;;;;;;;;;;;2;0;0;1122;16891;;0;;953;0;;;4;9.4;1;6;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;630010296;HAD 63 - SERVICE HAD;630001188;1;0;0;0;408;0;0;1831;0;630000404;;;0;408;0;0;0;59;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;630780211;POLE SANTE REPUBLIQUE;630000107;1;0;1;11375;0;10281;4692;0;1;;;;10019;0;10;9972;928;0;0;0;;;;;;;;;;;;;;;;;;;;;;;23;;;0;10307;0;0;0;0;0;0;0;0;;;6.84;;0.4;0.2;5;0;0;4;;;;;;
CANCERO;2022;630780369;CLINIQUE DE LA PLAINE;630000164;0;0;0;580;0;502;621;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;630781268;HOPITAL ESTAING - CHU63;630780989;1;0;1;15795;0;13573;26344;0;1;;;;13035;0;564;11332;1501;0;71;0;;;;;;;;;;;;;;;;;;;;;;55;40;;;960;16308;0;0;1;3029;0;0;9582;0;;16.66;96.8;41.61;1;;26.95;1;0;0;0;;;;;
CANCERO;2022;630781839;HOPITAL PRIVE LA CHATAIGNERAIE;630000826;1;0;1;1268;0;512;2969;0;1;;;;338;0;0;334;56;0;0;0;;;;;;;;;;;;;;;;;;;;;;;4;;;0;322;0;0;0;0;0;0;0;0;;;;;;;;0;0;;;;;;;
CANCERO;2022;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;1;0;1;20061;0;18040;14447;0;1;;;;18911;0;587;17738;1994;0;22;0;;;;;;;;;;;;;;;;;;;;;;13;33;;;1014;20985;0;0;0;0;0;0;4514;0;6.14;1.74;28.22;16.59;0.6;0.5;9.43;0;0;;;;;;;
CANCERO;2022;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;1;0;1;1087;12;1025;635;281;0;640000600;;;1001;12;1;950;98;12;0;0;;;;;;;;;;;;;;;;;;;;;;6;0;0;0;205;0;0;0;0;0;0;0;1854;0;2;;3.5;2.03;;;;0;0;;;;;;;
CANCERO;2022;640000410;CENTRE HOSPITALIER OLORON;640780821;1;0;0;840;0;772;658;0;0;640781290;;;756;0;12;720;87;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;640000600;CENTRE HOSPITALIER DE PAU;640781290;1;0;1;10527;398;9324;8468;506;1;;;;9411;398;370;8817;1050;47;13;0;;;;;;;;;;;;;;;;;;;;;;13;15;;;554;156;0;0;0;0;0;0;3991;0;4.32;1.3;11.16;7.7;1.8;0.11;5.24;0;0;;;;;;;
CANCERO;2022;640005393;GROUPE RADIOTHER. ET ONCO. TARBES-PAU;650789068;0;1;0;30564;;28637;;;;;;;;;;;;;;;3;;0;1927;28637;;;;1589;;;3.2;3.8;13.73;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
