BOR;AN;FI;RS;FI_EJ;SITES;SALCHIR;SAL24CHIR;SALOBS;SAL24OBS;SALINT;SAL24INT;SALHYB;SAL24HYB;SALEND;SALEND24;SALAUT;SALAUT24;SALTOT;SALTOT24;SALAMBU;SURV;SURV24;SURVAMBU;POST;POST24;POSTAMBU;BLOCS_A10;BLOCS_B10;BLOCS_C10;BLOCS_D10;BLOCS_E10;BLOCS_A11;BLOCS_B11;BLOCS_C11;BLOCS_D11;BLOCS_E11;BLOCS_A12;BLOCS_B12;BLOCS_C12;BLOCS_D12;BLOCS_E12;BLOCS_A13;BLOCS_B13;BLOCS_C13;BLOCS_D13;BLOCS_E13;BLOCS_A14;BLOCS_B14;BLOCS_C14;BLOCS_D14;BLOCS_E14;BLOCS_A15;BLOCS_B15;BLOCS_C15;BLOCS_D15;BLOCS_E15
BLOCS;2022;590006607;HOP JEANNE DE FLANDRE CHR LILLE;590780193;3;7;;2;2;;;;;;;;;9;2;;3;;;11;;;4428;5251;9679;8408;;3730;823;4553;1760;;28;0;28;17;;19;0;19;10;;1082;1481;2563;1531;;38;83;121;17;
BLOCS;2022;590006896;POLYCLINIQUE DE LA THIÉRACHE;590000519;1;5;;0;;0;;0;;1;;0;;6;;;1;;;12;;;1754;3743;5497;4021;;2;0;2;2;;0;0;0;0;;10;44;54;8;;426;2788;3214;2038;;9;77;86;2;
BLOCS;2022;590008041;POLYCLINIQUE VAUBAN;590008033;1;12;;;;2;1;;;1;1;;;15;2;;2;;;19;;;3114;5581;8695;7236;;0;0;0;0;;1388;138;1526;364;;1167;594;1761;1103;;1850;6585;8435;4946;;12;134;146;139;
BLOCS;2022;590052056;GCS GHICL CLINIQUE STE MARIE;590051801;3;6;;1;;;;;;;;;;7;;2;2;;1;9;;4;1916;3377;5293;3845;;424;29;453;169;;0;0;0;0;;1;20;21;0;;752;5500;6252;3917;;14;10;24;2;
BLOCS;2022;590780060;INSTITUT OPHTALMIQUE;590000022;1;4;0;0;0;0;0;0;0;0;0;2;0;6;0;0;1;0;0;7;0;0;320;11030;11350;10847;;0;0;0;0;;0;0;0;0;;0;0;0;0;;1;58;59;0;;1;118;119;0;
BLOCS;2022;590780250;CLINIQUE LILLE SUD;590053955;1;9;;;;;;;;;;;;9;;;1;;;14;;;1890;33212;35102;28302;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;28;28;10;;0;18;18;0;
BLOCS;2022;590780268;HOPITAL PRIVÉ LE BOIS;590053955;3;16;;3;;2;;;;3;;;;24;;;3;;;36;;;11691;8392;20083;17494;;642;182;824;548;;1928;44;1972;1546;;292;368;660;323;;1765;16322;18087;10778;;17;387;404;263;
BLOCS;2022;590780284;GCS GHICL HÔPITAL ST PHILIBERT;590051801;1;8;;;;3;;2;;3;;;;16;;;1;;;18;;;3427;2145;5572;4592;;0;0;0;0;;1863;121;1984;633;;423;616;1039;379;;2230;1970;4200;2825;;17;132;149;43;
BLOCS;2022;590780342;CLINIQUE AMBROISE PARE;590053955;1;4;;;;;;;;;;;;4;;;1;;;6;;;74;8694;8768;8578;;0;0;0;0;;0;0;0;0;;0;151;151;0;;0;0;0;0;;0;1;1;0;
BLOCS;2022;590780383;HOPITAL PRIVE LA LOUVIERE;590000204;5;10;;;;1;;;;2;;1;;14;;;2;;3;14;;14;5232;11277;16509;15111;;0;0;0;0;;626;197;823;38;;305;301;606;199;;2325;9710;12035;7615;;1;329;330;158;
BLOCS;2022;590781571;CLINIQUE DU CAMBRESIS;590000402;1;4;1;0;0;0;0;0;0;0;0;0;0;4;1;0;1;1;0;7;7;0;1585;2323;3908;3634;0;0;0;0;0;0;0;0;0;0;0;16;853;869;0;0;2;6;8;8;0;0;2;2;1;0
BLOCS;2022;590781951;CLINIQUE DU SPORT ET D'ORTHOPEDIE;590053955;1;8;;;;;;;;;;;;8;;;1;;;14;;;4292;4886;9178;9026;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;1;1;0;
BLOCS;2022;590782298;POLYCLINIQUE DU PARC;590000675;1;11;;1;;;;;;1;;;;13;;;1;;;23;;;4359;7774;12133;11103;;386;45;431;388;;0;0;0;0;;0;0;0;0;;188;4883;5071;2835;;2;34;36;13;
BLOCS;2022;590782546;SAS CLINIQUE DES PEUPLIERS;590000733;1;;;;;;;;;;;;;;;2;;;1;;;4;0;477;477;405;;0;0;0;0;;0;0;0;0;;8;1107;1115;0;;36;1515;1551;677;;0;18;18;12;
BLOCS;2022;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;3;8;;1;;1;;;;3;;;;13;;;2;;;21;;;3944;6922;10866;10026;;576;102;678;479;;416;33;449;327;;1598;220;1818;1606;;870;14865;15735;9332;;3;53;56;14;
BLOCS;2022;590784864;HOP CALMETTE CHR LILLE;590780193;;;;;;;;;;;;;;;;;;;;;;;25;0;25;11;;0;0;0;0;;0;0;0;0;;4;0;4;0;;132;0;132;41;;0;0;0;0;
BLOCS;2022;590785374;CLINIQUE TEISSIER;620001834;1;;;;;;;;;1;1;;;1;1;;;;;;;;1;0;1;0;;0;0;0;0;;0;0;0;0;;1;0;1;0;;149;243;392;0;;0;0;0;0;
BLOCS;2022;590787586;HOP CARDIOLOGIQUE CHR LILLE;590780193;1;9;;;;5;;2;;;;;;16;;;1;;;12;;;4333;256;4589;3854;;1;0;1;1;;3129;508;3637;991;;814;180;994;616;;902;528;1430;574;;0;13;13;0;
BLOCS;2022;590788964;SARL CLINIQUE DU PARC;590001756;1;2;;0;;0;;0;;1;;1;;4;;;1;;;8;;;474;2826;3300;2987;;0;0;0;0;;3;0;3;0;;0;0;0;0;;252;3954;4206;2331;;0;620;620;0;
BLOCS;2022;590790655;SAINT ROCH CHIRURGIE;440052041;1;5;;;;;;;;;;;;5;;0;1;;;8;;;1420;2101;3521;2627;;0;0;0;0;;0;0;0;0;;3;99;102;0;;8;109;117;9;;242;11;253;0;
BLOCS;2022;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;8;41;6;;;3;;;;;;;;44;6;;7;;;53;;;15410;12559;27969;21800;;12;0;12;12;;13;8;21;13;;436;93;529;248;;2063;267;2330;430;;2;77;79;16;
BLOCS;2022;590797353;GCS GHICL HOPITAL SAINT VINCENT -;590051801;1;7;;1;;;;;;1;;;;9;;;4;;;13;;;2805;5930;8735;6910;;1301;115;1416;510;;71;3;74;2;;2;58;60;0;;1085;3404;4489;2187;;7;57;64;1;
BLOCS;2022;590801106;HOPITAL VICTOR PROVO;590782421;1;6;2;2;2;2;1;;;1;0;;0;11;5;2;1;1;;24;24;;5484;5144;10628;7958;8837;1951;468;2419;919;22;882;3;885;2;13;316;76;392;135;268;2778;3410;6188;3581;7432;8;136;144;98;328
BLOCS;2022;590804696;CENTRE HOPITALIER DE TOURCOING;590781902;2;7;2;1;1;0;0;0;0;0;0;0;0;8;3;;1;1;;9;1;;4916;2812;7728;6125;744;883;206;1089;400;36;210;2;212;0;;233;197;430;206;0;1987;1976;3963;2075;1335;18;36;54;24;643
BLOCS;2022;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;5;25;;;;2;;;;4;;;;31;;;5;;;42;;;9571;5660;15231;11254;;0;0;0;0;;8;1;9;5;;746;190;936;482;;5355;5765;11120;5756;;150;208;358;38;
BLOCS;2022;590813176;CLINIQUE DES HETRES;590005278;1;5;1;0;0;0;0;0;0;1;1;0;0;6;2;;1;1;;9;2;;973;1340;2313;1700;;4;5;9;8;;0;0;0;0;;0;18;18;0;;72;2153;2225;1226;;0;4;4;3;
BLOCS;2022;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;1;6;0;1;;;;;;;;;;7;0;;1;;;12;;;1259;1648;2907;2524;;274;9;283;147;;0;0;0;0;;0;0;0;0;;369;317;686;591;;9;17;26;14;
BLOCS;2022;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;8;7;;;;;;;;1;;;;8;;;1;;;12;;;1474;3778;5252;3730;;0;11;11;11;;12;0;12;0;;65;67;132;96;;350;1645;1995;1200;;4;35;39;34;
BLOCS;2022;590815056;CLINIQUE DE FLANDRE;590005492;1;6;0;0;0;0;0;0;0;1;0;1;0;8;0;;1;;;11;;;2025;6254;8279;7817;;0;0;0;0;;0;0;0;0;;155;61;216;151;;292;6927;7219;4630;;2;17;19;15;
BLOCS;2022;590816310;CLINIQUE SAINT AME;590000048;2;6;1;1;1;0;0;0;0;3;0;0;0;10;2;0;2;2;0;20;20;0;2653;4568;7221;6520;;252;78;330;322;;0;0;0;0;;10;383;393;0;;826;8135;8961;5449;;1;41;42;8;
BLOCS;2022;590817458;CLINIQUE DE LA VICTOIRE;590053955;1;6;;;;4;;;;1;;;;11;;;1;;;9;;;947;4456;5403;4625;;0;1;1;1;;0;0;0;0;;0;0;0;0;;598;6126;6724;3786;;0;15;15;2;
BLOCS;2022;600000053;CH GHPSO SENLIS;600101984;1;2;1;1;;;;;;;;;;3;1;;1;;;8;;;616;996;1612;1449;653;1901;69;1970;699;36;22;0;22;2;;0;0;0;0;;161;778;939;586;268;0;17;17;0;122
BLOCS;2022;600000186;CH CLERMONT;600100648;1;2;2;;;;;;;1;;;;3;2;;1;;;4;;;755;778;1533;1297;238;0;0;0;0;;0;0;0;0;;0;0;0;0;;165;252;417;251;39;1;0;1;0;
BLOCS;2022;600000194;CH BEAUVAIS;600100713;1;8;1;1;1;;;;;2;1;;;11;3;;1;1;;14;14;;3264;3595;6859;5085;;1309;211;1520;692;;798;18;816;2;;35;0;35;2;;1940;911;2851;1617;;23;2;25;0;
BLOCS;2022;600000285;CH CHICN NOYON;600100721;1;0;;;;;;;;;;;;0;;0;;;0;;;0;1;0;1;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;8;4;12;0;;0;0;0;0;
BLOCS;2022;600000467;CH GHPSO CREIL;600101984;1;3;1;;;1;;;;1;;;;5;1;;1;;;12;;;2344;2030;4374;3672;3018;2;0;2;2;7;942;27;969;120;2;49;19;68;6;1;2186;863;3049;1350;1657;0;2;2;2;344
BLOCS;2022;600010862;SAS CENTRE CHIRURGICAL DE CHANTILLY;600010854;1;6;;;;;;;;;;2;;8;;;1;;;11;;;779;4532;5311;4921;;0;0;0;0;;0;0;0;0;;0;0;0;0;;177;2595;2772;1886;;0;0;0;0;
BLOCS;2022;600013999;CENTRE CHIRURGICAL;600008635;1;0;;0;;0;;0;;2;;0;;2;;2;1;;1;5;;5;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;5537;5537;3423;;0;0;0;0;
BLOCS;2022;600100168;CENTRE MÉDICO-CHIRURGICAL DES JOCKEYS;600106629;1;6;;;;;;;;2;;;;8;;;1;;;11;;;697;1076;1773;1507;;0;0;0;0;;0;0;0;0;;0;2;2;0;;339;171;510;399;;3;5;8;5;
BLOCS;2022;600100754;POLYCLINIQUE SAINT CÔME;600000228;1;6;6;1;1;;;;;3;2;;;10;9;4;1;1;1;16;4;2;5016;12939;17955;16429;;372;33;405;224;;0;0;0;0;;520;431;951;300;;2647;7817;10464;7265;4292;67;108;175;105;
BLOCS;2022;600110175;CLINIQUE DU PARC SAINT-LAZARE;600001234;1;7;;;;;;;;1;;;;8;;;1;;;14;;;1610;4320;5930;5081;;0;1;1;1;;0;0;0;0;;100;280;380;84;;835;6040;6875;4923;;2;34;36;29;
BLOCS;2022;600113476;CH CHICN COMPIÈGNE;600100721;1;5;5;1;1;2;2;;;1;1;0;0;9;9;0;1;0;0;12;0;0;4438;2712;7150;6069;;1205;134;1339;576;;916;2;918;122;;19;143;162;2;;2747;1216;3963;2032;;3;7;10;2;
BLOCS;2022;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;1;3;1;;;;;;;1;;;;4;1;;1;;;7;;;874;606;1480;1230;185;259;52;311;168;;1;0;1;0;;0;0;0;0;;177;529;706;459;126;4;4;8;1;
BLOCS;2022;610000051;CHICAM - SITE ALENCON;610780082;1;4;;1;;;;;;1;;1;;7;;;1;;;7;;;2897;1822;4719;3367;3891;601;73;674;314;15;76;0;76;14;1;4;311;315;1;1;1501;1276;2777;1671;1139;5;6;11;2;143
BLOCS;2022;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;1;5;;;;;;;;1;;;;6;;;1;;;9;;;1690;2105;3795;2633;1133;394;11;405;136;0;27;1;28;6;0;0;0;0;0;0;685;609;1294;709;2000;1;5;6;0;133
BLOCS;2022;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;1;1;;0;;0;;0;;1;;0;;2;;0;1;;;2;;;23;4;27;1;;0;0;0;0;;0;0;0;0;;0;0;0;0;;62;1;63;1;;0;0;0;0;
BLOCS;2022;610000119;CH  JACQUES MONOD  - FLERS;610780165;1;5;1;1;;0;;0;;2;;0;;8;1;;1;;;12;;;2689;1632;4321;3803;;602;61;663;282;;33;0;33;23;;2;1;3;0;;902;1883;2785;1758;;8;34;42;1;
BLOCS;2022;610006421;CLINIQUE D'ALENCON;610006413;1;6;;0;;0;;0;;1;;0;;7;;;1;;;10;;;748;2373;3121;2744;359;4;0;4;4;0;0;0;0;0;0;0;92;92;0;0;120;2348;2468;2072;952;0;55;55;50;1
BLOCS;2022;620000026;ETAB HOPALE CTRE CALOT/HELIO;620003814;2;8;;;;;;;;1;;;;9;;;2;;;15;;;4476;2696;7172;6865;;0;0;0;0;;0;0;0;0;;1;1;2;0;;204;671;875;399;;3;104;107;2;
BLOCS;2022;620000034;CH ARRAS;620100057;2;7;2;1;1;0;0;1;1;7;0;0;0;16;4;;1;1;;15;15;;3283;2824;6107;4823;;1646;274;1920;784;;324;79;403;2;;356;259;615;313;;2378;2337;4715;2573;;2;11;13;0;
BLOCS;2022;620000224;CH BETHUNE;620100651;2;3;;1;;;;;;1;;;;5;;;1;;;6;;;2844;1410;4254;3000;;666;163;829;319;;4;0;4;3;;144;36;180;48;;2673;2322;4995;2561;;2;25;27;15;
BLOCS;2022;620000257;CH LENS;620100685;5;9;1;2;2;4;;;;1;;1;;17;3;;3;;;13;;;5534;8516;14050;9562;;1636;546;2182;946;;1885;527;2412;538;;478;316;794;324;;2503;2104;4607;2742;;26;82;108;64;
BLOCS;2022;620000323;CH CALAIS;620101337;2;6;1;1;1;;;;;2;0;;;9;2;0;2;0;0;15;0;0;2717;2633;5350;4283;185;1441;217;1658;687;;33;1;34;0;2;11;2;13;11;;1249;1608;2857;1508;828;9;116;125;45;
BLOCS;2022;620000349;CH REGION DE ST OMER;620101360;1;5;1;1;1;0;;0;;0;;0;;6;2;;1;1;;9;1;;2680;2086;4766;3775;;696;73;769;266;;104;0;104;0;;5;100;105;0;;1397;1367;2764;1101;;9;57;66;26;
BLOCS;2022;620000653;CH BOULOGNE-SUR-MER;620103440;1;12;;1;1;2;1;;;;;;;15;2;;1;;;11;;;6217;4954;11171;8467;228;725;137;862;360;0;734;73;807;6;0;296;101;397;288;;3102;1347;4449;2123;179;14;103;117;91;0
BLOCS;2022;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;2;5;;1;;;;;;2;;;;8;;;1;;;10;;;2557;1529;4086;3113;;563;129;692;385;;1;0;1;1;;444;161;605;426;;1173;2150;3323;1751;;3;28;31;1;
BLOCS;2022;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;1;10;2;0;0;;;;;2;0;0;0;12;2;;2;1;;20;10;;3865;4650;8515;7437;;1;0;1;1;;39;0;39;1;;1;103;104;0;;1678;5470;7148;4832;;2;112;114;105;
BLOCS;2022;620006049;CLINIQUE CHIRURGICALE DE SAINT-OMER;620000331;1;8;0;0;0;0;0;0;0;1;0;0;0;9;0;;1;;;16;;;4169;5490;9659;8610;;0;0;0;0;;0;0;0;0;;0;0;0;0;;629;4563;5192;3085;;2;73;75;70;
BLOCS;2022;620025346;POLYCLINIQUE DE LA  CLARENCE;620001834;1;7;;1;;;;;;1;;;;9;;;1;;;14;;;2464;3587;6051;5480;;360;59;419;236;;52;0;52;1;;4;379;383;0;;1273;2545;3818;2226;;12;110;122;36;
BLOCS;2022;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620014779;1;12;2;1;1;;;;;3;;;;16;3;;1;;;23;;;5360;8602;13962;12670;;252;31;283;278;;0;0;0;0;;3;66;69;0;;1305;6539;7844;5565;;5;66;71;15;
BLOCS;2022;620100487;CLINIQUE DES ACACIAS;620000125;1;4;4;;;;;;;;;;;4;4;;1;1;;8;8;;1038;1507;2545;2243;;0;0;0;0;;0;0;0;0;;2;43;45;0;;223;2703;2926;1740;;0;0;0;0;
BLOCS;2022;620100735;CLINIQUE ANNE ARTOIS;620000265;1;8;8;1;1;;;;;1;1;1;1;11;11;;1;;;18;;;2416;4905;7321;6404;;96;18;114;114;;75;1;76;0;;5;189;194;8;;458;4868;5326;3279;;6;178;184;64;
BLOCS;2022;620100750;CLINIQUE AMBROISE PARE;620000273;1;5;;;;;;;;1;;;;6;;;1;;;9;;;1763;2747;4510;3721;;0;0;0;0;;3;1;4;0;;195;275;470;345;;473;2801;3274;1648;;8;8;16;1;
BLOCS;2022;620101311;CLINIQUE DES 2 CAPS;620027763;1;8;;;;;;;;1;;;;9;;;2;;;16;;;2253;10527;12780;10806;;0;0;0;0;;9;0;9;0;;2;352;354;0;;784;4036;4820;3138;;7;75;82;80;
BLOCS;2022;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;1;11;0;0;0;1;0;0;0;1;0;0;0;13;0;;1;0;;21;0;;4588;6442;11030;9879;;0;0;0;0;;1745;138;1883;1420;;360;797;1157;443;;1069;3724;4793;3013;;5;119;124;112;
BLOCS;2022;620116046;CLINIQUE DES 7 VALLEES;620035303;1;;;;;;;;;;;;;;;3;;;1;;;4;0;1743;1743;1614;;0;0;0;0;;0;0;0;0;;0;98;98;0;;0;1534;1534;902;;0;5;5;2;
BLOCS;2022;620118513;CENTRE MCO COTE D'OPALE;620002915;1;6;;1;;2;;;;2;;;;11;;;1;;;16;;;4121;4954;9075;7496;;374;18;392;208;;761;4;765;604;;797;503;1300;1003;;944;3777;4721;2786;;3;84;87;2;
BLOCS;2022;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;1;19;1;;;12;;;;1;;2;;34;1;;3;1;;30;6;;12968;4775;17743;12950;4678;5;0;5;5;;4472;477;4949;1340;10;1214;313;1527;1117;6;2682;637;3319;1976;6895;139;1008;1147;9;627
BLOCS;2022;630000412;CH D'AMBERT;630780997;1;1;;;;;;;;1;;;;2;;;1;;;2;;;14;4;18;4;;0;0;0;0;;0;0;0;0;;2;0;2;0;;177;482;659;389;;0;0;0;0;
BLOCS;2022;630000420;CH PAUL ARDIER ISSOIRE;630781003;1;2;;1;;0;;0;;1;;1;;5;;;1;;;6;;;1127;961;2088;1922;50;388;52;440;172;;2;0;2;0;;7;34;41;0;;490;1653;2143;1292;381;4;0;4;0;
BLOCS;2022;630000438;CH DE RIOM;630781011;1;3;0;0;0;;0;0;0;1;0;0;0;4;0;;1;0;;7;0;;749;1290;2039;1129;;0;0;0;0;;19;0;19;1;;4;0;4;1;;380;1209;1589;908;;4;19;23;19;
BLOCS;2022;630000446;CH DE THIERS;630781029;1;1;1;1;;;;;;1;;;;3;1;1;1;;1;5;;5;836;450;1286;1074;;285;31;316;135;;1;0;1;0;;0;0;0;0;;489;1198;1687;1138;;0;0;0;0;
BLOCS;2022;630000479;CENTRE LUTTE CONTRE LE CANCER J.PERRIN;630781110;1;5;;;;1;;;;;;1;;7;;0;1;;;11;;;4868;2543;7411;4968;1382;0;0;0;0;0;4;0;4;3;0;14;0;14;12;0;465;294;759;337;437;62;7;69;9;0
BLOCS;2022;630780211;POLE SANTE REPUBLIQUE;630000107;1;12;1;;;;;;;2;;;;14;1;;3;1;;29;17;;6412;5430;11842;9581;;0;0;0;0;;2589;95;2684;2313;;598;526;1124;568;;1333;5683;7016;5007;;19;372;391;20;
BLOCS;2022;630780369;CLINIQUE DE LA PLAINE;630000164;2;4;0;0;;0;;0;;3;0;0;;7;0;;2;;;13;;;1134;6412;7546;5789;;0;0;0;0;;0;0;0;0;;1;365;366;0;;471;9460;9931;6624;;0;27;27;5;
BLOCS;2022;630781268;HOPITAL ESTAING - CHU63;630780989;1;11;2;3;2;1;0;;;3;0;;;18;4;;4;1;1;21;4;8;7932;3242;11174;8333;4924;2945;619;3564;1531;286;11;0;11;6;;385;1;386;109;;3142;3579;6721;4229;2107;65;26;91;0;360
BLOCS;2022;630781839;HOPITAL PRIVE LA CHATAIGNERAIE;630000826;3;9;;1;;1;;1;;2;;;;14;;11;1;;2;22;;17;11696;32449;44145;41320;;1183;142;1325;553;;0;0;0;0;;420;818;1238;348;;1763;3783;5546;4612;;51;531;582;19;
BLOCS;2022;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;1;12;1;1;1;1;1;0;;2;;0;;16;3;;2;;;24;;;7627;3578;11205;8517;4514;1509;388;1897;823;88;25;4;29;14;;631;205;836;384;;3283;3473;6756;4358;1885;60;37;97;3;25
BLOCS;2022;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;1;3;1;0;0;1;0;0;0;1;0;0;0;5;1;0;1;1;0;8;8;0;657;1616;2273;1792;353;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;280;759;1039;728;0;0;1;1;0;0
BLOCS;2022;640000410;CENTRE HOSPITALIER OLORON;640780821;1;3;1;0;;0;;;;2;0;;;5;1;;1;;;5;;;1021;1343;2364;1847;1649;0;0;0;0;;29;0;29;2;;0;4;4;0;;253;1051;1304;794;1114;0;4;4;1;2
BLOCS;2022;640000600;CENTRE HOSPITALIER DE PAU;640781290;3;12;2;1;1;3;0;1;0;2;0;4;0;23;3;0;2;0;0;27;;0;7083;5703;12786;8376;3807;1128;331;1459;769;6;1459;589;2048;353;2;627;171;798;561;7;2012;1687;3699;2045;2832;62;37;99;10;481
BLOCS;2022;640016580;CENTRE DE CARDIOLOGIE DU PAYS BASQUE;640010658;1;0;;;;3;1;;;;;;;3;1;;1;;;5;;;225;9;234;18;;0;0;0;0;;3468;52;3520;2847;;448;2;450;429;;29;0;29;5;;6;3;9;0;
BLOCS;2022;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;1;1;1;1;0;1;0;0;0;1;0;0;0;4;1;0;1;0;0;6;0;0;603;1822;2425;1057;0;207;12;219;91;0;0;0;0;0;0;1;31;32;0;0;104;873;977;587;0;0;1;1;0;0
BLOCS;2022;640018206;CLINIQUE BELHARRA;640012209;1;13;;1;;1;;;;3;;;;18;;0;4;;;40;;;10185;9399;19584;16460;;274;113;387;365;;5;1;6;6;;687;544;1231;650;;3019;11189;14208;8961;;56;377;433;47;
BLOCS;2022;640019220;POLYCLINIQUE MARZET - SITE DE NAVARRE;640000451;1;17;2;;;;;;;2;2;;;19;4;;2;;;27;;;2746;3833;6579;5937;;0;0;0;0;;0;0;0;0;;239;486;725;274;;1648;3714;5362;4034;;1;27;28;12;
BLOCS;2022;640780268;CLINIQUE DELAY;640000113;1;5;1;;;;;;;;;1;;6;1;;1;;;10;;;764;8778;9542;8498;;0;0;0;0;;0;0;0;0;;3;3;6;0;;1;0;1;1;;0;7;7;0;
BLOCS;2022;640780490;CAPIO CLINIQUE AGUILERA;640000212;1;8;;;;;;;;1;;1;;10;;;1;;;19;;;4108;14972;19080;16027;;0;0;0;0;;2;0;2;2;;1;640;641;0;;357;2234;2591;1490;;1;7;8;5;
BLOCS;2022;640780557;CENTRE MEDICAL TOKI EDER;640000238;1;;;;;;;;;1;;3;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;12;;;;;;;
BLOCS;2022;640780748;POLYCLINIQUE CÔTE BASQUE SUD;640000360;2;8;5;;;;;;;1;1;;;9;6;3;2;1;2;15;12;9;2304;7180;9484;4859;;0;1;1;1;;20;2;22;0;;1;83;84;1;;698;2995;3693;2307;;0;22;22;1;
BLOCS;2022;640780946;POLYCLINIQUE DE NAVARRE;640000469;1;17;2;1;;0;;;;2;;;;20;2;;2;;;27;27;;5830;8934;14764;13080;;869;105;974;466;;0;0;0;0;;35;57;92;40;;2256;3750;6006;4724;;22;1353;1375;36;
BLOCS;2022;640781225;CLINIQUE MEDICALE CARDIOLOGIQUE ARESSY;640000568;1;1;;;;2;2;2;2;;;;;5;4;;1;;;3;;;102;48;150;4;;0;0;0;0;;987;3;990;724;;36;0;36;35;;9;3;12;4;;0;0;0;0;
BLOCS;2022;650000045;CH LOURDES;650780158;2;5;;;;;;;;2;;;;7;;2;1;;0;4;;0;767;671;1438;1204;1873;0;0;0;0;0;1;0;1;0;0;0;25;25;0;0;149;708;857;501;473;0;20;20;0;2
BLOCS;2022;650000417;CH BIGORRE SITE GESPE TARBES;650783160;4;9;;1;;4;;0;;2;;0;;16;;;1;;;12;;;3603;4197;7800;4506;1553;561;129;690;400;3;513;241;754;23;8;2;0;2;0;0;1133;2109;3242;1758;2009;1;42;43;1;222
BLOCS;2022;650002579;POLYCL DE L'ORMEAU SITE PYRENEES;650000243;1;8;3;;;;;;;1;;;;9;3;;1;1;;14;10;;2893;7988;10881;8470;;0;0;0;0;;0;0;0;0;;321;356;677;420;;1565;2341;3906;3046;;8;97;105;102;
BLOCS;2022;650780679;POLYCL DE L'ORMEAU SITE CENTRE;650000243;1;3;3;1;;1;;1;;1;;;;7;3;;1;1;;7;2;;1015;706;1721;1288;;535;36;571;239;;1045;54;1099;897;;36;11;47;38;;140;278;418;209;;27;30;57;0;
BLOCS;2022;650784218;CMC HOPITAUX DE LANNEMEZAN;650780174;1;3;3;0;;;;;;1;1;;;4;4;;1;1;;5;5;;946;2058;3004;2841;351;0;0;0;0;;0;0;0;0;;0;94;94;0;;165;890;1055;617;120;0;15;15;1;0
BLOCS;2022;660000084;CH PERPIGNAN;660780180;7;13;2;1;1;2;1;;;1;;1;;18;4;16;1;1;0;18;4;0;7025;2894;9919;6992;;1697;403;2100;1084;;1979;66;2045;1683;;515;34;549;243;;4746;2008;6754;3206;;175;33;208;9;
BLOCS;2022;660006305;CL MUTUALISTE CATALANE;340028901;1;12;;0;;0;;0;;2;;;;14;;;1;;;21;;;3616;13367;16983;16276;;0;0;0;0;;0;0;0;0;;0;64;64;0;;638;5524;6162;3673;;15;281;296;44;
BLOCS;2022;660780628;CL DU VALLESPIR;660000282;1;2;0;0;0;0;0;0;0;1;0;0;0;3;0;;1;0;;5;0;;454;2061;2515;2191;1348;0;0;0;0;;0;0;0;0;;0;0;0;0;;128;1319;1447;781;;1;19;20;0;
BLOCS;2022;660780669;POLYCL MEDITERRANEE;660000324;1;5;5;1;1;;;;;;;;;6;6;;1;1;;8;8;;1400;1747;3147;2525;;1448;145;1593;601;;0;0;0;0;;0;0;0;0;;10;77;87;79;;2;33;35;2;
BLOCS;2022;660780776;CL ST MICHEL;660000399;1;3;3;0;0;0;0;0;0;1;1;0;0;4;4;;1;1;;5;5;;710;1107;1817;1338;;0;0;0;0;;0;0;0;0;;0;0;0;0;;140;800;940;517;;1;7;8;1;
BLOCS;2022;660780784;CL ST PIERRE;660000407;3;10;;;;3;;1;;2;;2;;18;;;3;;;24;;;6996;4970;11966;8656;;10;85;95;94;;3046;93;3139;2634;;703;259;962;848;;1865;7907;9772;5331;;2;54;56;7;
BLOCS;2022;660790387;POLYCL MEDIPOLE ST ROCH;660790379;3;19;10;;;;;;;2;2;1;;22;12;;3;1;;28;5;;5023;13326;18349;15934;;1;0;1;1;;31;0;31;1;;8;0;8;6;;3620;5642;9262;6336;;15;127;142;87;
