BOR;AN;FI;RS;FI_EJ;LIT_MED;JLI_MED;SEJHC_MED;SEJ0_MED;JOU_MED;LIT_CHI;JLI_CHI;SEJHC_CHI;SEJ0_CHI;JOU_CHI;LIT_OBS;JLI_OBS;SEJHC_OBS;SEJ0_OBS;JOU_OBS;LIT_MCO;JLI_MCO;SEJHC_MCO;SEJ0_MCO;JOU_MCO;PLA_MED;SEJHP_MED;PLAN_MED;SEJN_MED;SEA_MED;PLA_CHI;SEJHP_CHI;PLA_OBS;SEJHP_OBS;PLAN_OBS;SEJN_OBS;PLA_MCO;SEJHP_MCO;PLAN_MCO;SEJN_MCO;SEA_MCO;PCAR;PDER;PEND;PGAS;PNEU;PPED;PPNE;PRHU;POPH;DEND;DNEU;DPED;DOPH;ACTCLI_PM;ACTCLI_SAG;ACTTEC_PM;ACTTEC_DEN;ACTTEC_SAG;ACTTEC_PNM
MCO;2022;510012040;POLYCLINIQUE DES BLEUETS;510000532;5;1825;1;0;1;;;0;0;0;;;0;0;0;5;1825;1;0;1;15;386;;;0;;0;;0;;;15;386;;;0;;;;;;;;;;;;;;;;;;;
MCO;2022;510024979;POLYCLINIQUE REIMS - BEZANNES;510000532;91;33215;13325;2983;35709;156;56940;8324;311;28938;55;20075;3453;53;14783;302;110230;25102;3347;79430;0;0;;;219;65;30398;;0;;;65;30398;;;219;;;;;;;;;;;;;;;1654;;;;
MCO;2022;510026339;HOSPITALISATION RÉMOISE - USCAR;510000052;15;5475;220;3;3754;;;0;0;0;;;0;0;0;15;5475;220;3;3754;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2022;520000019;C H DE BOURBONNE-LES-BAINS;520780024;5;1825;61;1;1221;0;0;0;0;0;0;0;0;0;0;5;1825;61;1;1221;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;166;;224;;;
MCO;2022;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;104;37960;5171;686;29710;0;0;0;0;0;17;6205;820;33;2937;121;44165;5991;719;32647;8;110;0;0;298;0;112;4;418;0;0;12;640;0;0;298;1;1;1;0;1;1;1;1;1;114;;35;;11937;673;20059;85;980;40
MCO;2022;520000035;HOPITAL DE JOINVILLE;520780040;4;1460;39;0;386;0;0;0;0;0;0;0;0;0;0;4;1460;39;0;386;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2022;520000043;CENTRE HOSPITALIER DE LANGRES;520780057;72;26280;3244;523;22676;0;;0;0;0;0;;0;0;0;72;26280;3244;523;22676;4;268;0;0;444;0;0;0;0;0;0;4;268;0;0;444;1;1;1;1;1;0;1;0;0;97;70;;;6117;1850;6350;0;1684;505
MCO;2022;520000050;CENTRE HOSPITALIER DE MONTIER-EN-DER;520780065;8;2920;123;1;1136;;;0;0;0;;;0;0;0;8;2920;123;1;1136;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2022;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;520780073;117;42580;6274;999;35028;42;15385;2582;166;12245;24;8760;1671;221;5301;183;66725;10527;1386;52574;12;1027;;;1971;8;1498;;0;;;20;2525;;;1971;1;1;1;1;1;1;1;1;1;;;;;35427;3668;34542;0;4489;12716
MCO;2022;520000084;HOPITAL SAINT-CHARLES;520780099;5;1825;24;0;200;;;0;0;0;;;0;0;0;5;1825;24;0;200;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2022;520004680;GCS POLE DE SANTE SUD 52 - CH CHAUMONT;520004664;6;2190;251;1;1707;30;10950;1321;26;5588;;;0;0;0;36;13140;1572;27;7295;;0;;;0;17;2254;;0;;;17;2254;;;0;;;;;;;;;;;;;;;;;;;
MCO;2022;520004714;GCS POL SANT SUD 52 - CLINIQ COMPASSIO;520004664;6;2190;264;8;1586;46;16790;755;8;3638;;;0;0;0;52;18980;1019;16;5224;;0;;;0;5;1793;;0;;;5;1793;;;0;;;;;;;;;;;;;;;;;;;
MCO;2022;520780156;CLINIQUE DE LA COMPASSION;520000092;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;5;703;;;0;5;2;;0;;;10;705;;;0;;;;;;;;;;;;;;;;;;;
MCO;2022;520780180;CLINIQUE FRANCOIS 1ER;520000100;4;1460;249;0;1514;25;9125;857;9;2254;;;0;0;0;29;10585;1106;9;3768;;1767;;;1465;20;2075;;0;;;20;3842;;;1465;;;;;;;;;;;;;;;;;;;
MCO;2022;520780214;CENTRE MEDICO-CHIRURGICAL DE CHAUMONT;520000118;26;9490;1716;622;8647;;;0;0;0;;;0;0;0;26;9490;1716;622;8647;5;26;;;21120;;0;;0;;;5;26;;;21120;;;;;;;;;;;;;;;;;;;
MCO;2022;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;65;23725;5624;1385;26301;47;13215;1658;87;7070;23;8395;1160;158;3859;135;45335;8442;1630;37230;6;1769;;;714;20;1920;0;0;;;26;3689;;;714;1;;1;1;1;1;1;1;1;;45;8;130;31096;4176;36105;266;2230;800
MCO;2022;530000132;HOPITAL S.O. MAYENNAIS :SITE DE CRAON;530007202;20;7300;89;2;1839;;;0;0;0;;;0;0;0;20;7300;89;2;1839;;0;;;1;;0;;0;;;;0;;;1;0;0;0;0;0;0;1;0;0;;;;;32;;;;;
MCO;2022;530000140;HOPITAL LOCAL ERNEE;530000058;27;9364;390;2;9299;;;0;0;0;;;0;0;0;27;9364;390;2;9299;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2022;530000165;HOPITAL LOCAL EVRON;530000066;15;5475;121;4;2728;;;0;0;0;;;0;0;0;15;5475;121;4;2728;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2022;530000173;CH DU NORD MAYENNE;530000074;102;37230;4100;192;31703;20;7300;1026;35;4900;17;6205;854;140;2628;139;50735;5980;367;39231;3;566;;;277;14;2087;1;21;;;18;2674;;;277;1;0;1;1;1;1;1;0;0;;;;;20676;1936;27887;183;1487;1606
MCO;2022;530000181;HOPITAL S.O. MAYENNAIS :SITE DE RENAZE;530007202;15;5475;213;7;3410;;;0;0;0;;;0;0;0;15;5475;213;7;3410;;0;;;13;;0;;0;;;;0;;;13;0;0;0;0;0;0;1;0;0;;;;;51;;;;;
MCO;2022;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;220;77612;11902;924;67866;32;11680;2103;562;9725;23;8395;1459;18;6156;275;97687;15464;1504;83747;8;2451;;;8445;14;3367;2;465;;;24;6283;;;8445;1;0;1;1;1;1;1;1;1;99;133;84;52;50214;6152;60997;13;1463;17576
MCO;2022;530008119;DIALYSE DIAVERUM CHATEAU GONTIER;690049853;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;2517;;0;;0;;;;0;;;2517;;;;;;;;;;;;;;;;;;;
MCO;2022;530008671;UNITÉ CHIMIO CH LAVAL SITE POLYCL DU M;530000371;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;2330;;0;;0;;;;0;;;2330;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2022;530031962;POLYCLINIQUE DU MAINE;530000975;25;9125;1721;132;8414;52;18980;3095;125;8291;;;0;0;0;77;28105;4816;257;16705;15;259;;;6584;32;7514;;0;;;47;7773;;;6584;;;;;;;;;;;;;;;;;;;
MCO;2022;540000015;CHRU NANCY - MATERNITE;540023264;60;21788;1286;77;17369;;;26;26;0;62;22630;5356;153;20480;122;44418;6668;256;37849;0;221;;;528;8;1655;8;2642;;;16;4518;;;528;0;0;0;0;0;1;0;0;0;;;;;39235;10406;30011;;6557;15249
MCO;2022;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;540000049;49;17006;2459;281;16322;19;6935;1149;75;4978;13;5475;777;115;2259;81;29416;4385;471;23559;6;227;;;263;15;3173;2;482;;;23;3882;;;263;0;0;0;0;1;1;0;1;1;;25;8;34;28043;2104;26594;617;1031;11248
MCO;2022;540000072;MAISON HOSPITALIERE DE BACCARAT;540014081;11;4015;183;3;3434;;;0;0;0;;;0;0;0;11;4015;183;3;3434;3;35;;;0;;0;;0;;;3;35;;;0;0;0;0;0;0;0;0;0;0;;;;;56;;80;;;
MCO;2022;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;93;30369;5559;1019;33239;29;10459;1379;32;7713;14;5110;1053;264;2551;136;45938;7991;1315;43503;8;391;;;2344;5;1298;;0;;;13;1689;;;2344;1;0;0;1;1;1;1;1;1;;120;20;90;22892;2494;17172;;2548;5379
MCO;2022;540000163;CHRU NANCY - CENTRE EMILE GALLE;540023264;5;1825;91;1;760;65;23725;3244;177;12490;;;0;0;0;70;25550;3335;178;13250;;1;;;29;12;5017;;0;;;12;5018;;;29;0;0;0;0;0;0;0;0;0;;;;;38874;;34859;;;7598
MCO;2022;540000296;CENTRE HOSPITALIER DE PONT A MOUSSON;540000106;41;14965;1919;314;13903;;;0;0;0;;;39;39;0;41;14965;1958;353;13903;;0;;;8;;0;;0;;;;0;;;8;1;0;0;1;0;0;0;0;0;;;;;702;1142;4876;;;2262
MCO;2022;540000361;CLINIQUE JEANNE D'ARC;540003928;0;0;119;0;334;62;20358;1264;41;3131;;;0;0;0;62;20358;1383;41;3465;;0;;;234;28;6096;;0;;;28;6096;;;234;;;;;;;;;;;;;;;;;;;
MCO;2022;540000395;LES MAISONS HOSPITALI. SITE NANCY;540000122;20;7320;249;3;5347;;;0;0;0;;;0;0;0;20;7320;249;3;5347;5;334;0;0;1;;0;;0;;;5;334;0;0;1;0;0;0;0;1;0;0;0;0;;15;;;;;;;;
MCO;2022;540000445;CLINIQUE AMBROISE PARE;540000890;;10950;4729;1944;7059;;10950;239;4;1077;;;0;0;0;;21900;4968;1948;8136;;0;;;0;10;753;;0;;;10;753;;;0;;;;;;;;;;;;;;;;;;;
MCO;2022;540000452;CLINIQUE SAINT ANDRE;540000908;8;2920;1122;28;2159;44;16060;2213;48;5983;0;0;0;0;0;52;18980;3335;76;8142;0;0;0;0;55;79;11072;0;0;0;0;79;11072;0;0;55;;;;;;;;;;;;;;;;;;;
MCO;2022;540000478;CLINIQUE LOUIS PASTEUR;540003449;76;27740;7477;92;20253;122;44530;6232;12;19603;0;0;0;0;0;198;72270;13709;104;39856;59;98;;;20720;74;26992;;0;;;133;27090;;;20720;;;;;;;;;;;;;;;;;;;
MCO;2022;540000486;POLYCLINIQUE DE GENTILLY;540000932;;18615;3963;1141;20269;;32850;13642;8944;19569;;;0;0;0;;51465;17605;10085;39838;4;1163;;;25203;0;0;;0;;;4;1163;;;25203;;;;;;;;;;;;;;;;;;;
MCO;2022;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;78;33931;3975;608;30694;14;4691;667;12;4026;18;6570;1148;310;3202;110;45192;5790;930;37922;6;414;;;212;13;1027;;0;;;19;1441;;;212;1;1;0;1;0;1;0;1;0;;;45;;24184;5506;32795;;1183;686
MCO;2022;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;31;11315;7286;2778;16291;18;6570;1066;56;5309;20;7300;800;99;2459;69;25185;9152;2933;24059;11;2507;;;8628;8;3492;0;793;;;19;6792;;;8628;1;0;0;1;0;1;1;1;1;;;;;25756;3237;27347;;2702;3283
MCO;2022;540001104;HOPITAL DE JOEUF (ASSPO);570027995;20;7300;372;4;5651;;;0;0;0;;;0;0;0;20;7300;372;4;5651;6;464;;;335;;0;;0;;;6;464;;;335;0;0;0;0;0;0;0;1;0;;;;;;;;;;
MCO;2022;540001138;CHRU NANCY - HOPITAL CENTRAL;540023264;203;73284;17026;4155;67601;120;42494;5396;152;37110;;;0;0;0;323;115778;22422;4307;104711;16;4870;;;5036;6;1650;;0;;;22;6520;;;5036;0;0;0;0;1;0;0;0;0;;90;;;50980;23;57285;253;;49145
MCO;2022;540001286;INSTITUT DE CANCEROLOGIE DE LORRAINE;540003019;58;19938;2583;156;14858;24;8760;1213;50;5550;;;0;0;0;82;28698;3796;206;20408;13;788;;;58459;7;4672;;0;;;20;5460;;;58459;1;1;0;1;0;0;1;0;0;;;;;41696;;23657;232;;3341
MCO;2022;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;582;215702;29377;2612;182063;217;77837;12545;1346;56441;;;0;0;0;799;293539;41922;3958;238504;115;19862;;;31219;14;10327;;0;;;129;30189;;;31219;1;1;1;1;0;1;1;1;1;80;;;90;198815;;195135;9102;0;81707
MCO;2022;540003043;CHRU NANCY - HOPITAL SAINT JULIEN;540023264;15;5475;378;19;3612;;;0;0;0;;;0;0;0;15;5475;378;19;3612;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;1;;;
MCO;2022;540013224;POLYCLINIQUE MAJORELLE;540000536;12;4380;366;4;3636;49;17885;3066;508;5889;47;17155;2814;362;9469;108;39420;6246;874;18994;;0;;;118;15;4277;3;895;;;18;5172;;;118;;;;;;;;;;;;;;815;1539;1318;;;
MCO;2022;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY;540000056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;2730;0;0;0;0;0;0;0;;;12;2730;0;0;0;;;;;;;;;;;;;;916;;;;;
MCO;2022;540026895;HOPITAL PRIVE NANCY LORRAINE;540026739;81;7452;1060;337;3527;120;11040;952;47;3208;;;0;0;0;201;18492;2012;384;6735;4;3499;;;2808;74;1754;;0;;;78;5253;;;2808;;;;;;;;;;;;;;;;;;;
MCO;2022;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;550006795;152;56917;7125;1144;44950;65;17809;2802;150;12990;35;12775;2160;280;7828;252;87501;12087;1574;65768;12;719;;;16236;20;2504;2;156;;;34;3379;;;16236;;;1;;1;1;;1;1;120;90;30;180;36353;1485;38742;467;1416;9425
MCO;2022;550000038;CENTRE HOSPITALIER ST-CHARLES COMMERCY;550000046;32;11680;586;3;9299;;;0;0;0;;;0;0;0;32;11680;586;3;9299;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;1;0;0;1;;;;60;15899;1384;35036;;828;
MCO;2022;550000178;POLYCLINIQUE DU PARC;550000293;10;3650;890;464;1609;65;23725;1826;34;8059;;;4;4;0;75;27375;2720;502;9668;;0;;;280;10;8823;;0;;;10;8823;;;280;;;;;;;;;;;;;;;;;;;
MCO;2022;550000251;CH BLD FV SITE FV;550003354;15;5475;153;0;2755;;;0;0;0;;;0;0;0;15;5475;153;0;2755;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2022;550000434;CH BLD FV SITE BLD;550003354;129;47085;6288;481;40438;;;0;0;0;;;0;0;0;129;47085;6288;481;40438;5;2766;;;3458;0;100;8;698;;;13;3564;;;3458;1;1;1;1;1;1;1;1;0;143;100;;;19709;1005;26212;;285;4799
MCO;2022;560000127;CHBA SITE DE VANNES;560023210;417;145061;22479;1460;136935;117;42705;7403;377;32923;38;13870;2451;61;10918;572;201636;32333;1898;180776;60;5343;2;94;26105;16;5817;3;271;;;79;11431;2;94;26105;1;0;1;1;1;1;1;1;1;;;;;117268;3615;178078;3723;5933;34479
MCO;2022;560000135;GHBS- HÔPITAL DU SCORFF;560005746;444;156749;24507;3451;147658;75;27375;5020;488;23146;53;19345;4316;297;15359;572;203469;33843;4236;186163;80;5316;;;51996;33;6883;4;917;;;117;13116;;;51996;1;1;1;1;1;1;1;1;1;;;;;105051;15133;101638;860;6646;27642
MCO;2022;560000143;CHCB- SITE KÉRIO;560014748;192;69040;9423;275;65499;38;13140;1815;1;8625;15;5475;1357;3;5118;245;87655;12595;279;79242;11;1196;4;300;14390;11;1877;3;586;;;25;3659;4;300;14390;1;1;1;1;1;1;1;0;0;25;90;20;;45863;5865;50594;970;7597;6646
MCO;2022;560000184;CLINIQUE DES AUGUSTINES;560006017;58;17520;1018;4;16244;;;0;0;0;;;0;0;0;58;17520;1018;4;16244;5;1003;;;2;;0;;0;;;5;1003;;;2;1;0;0;0;0;0;1;0;0;;;;;3923;0;4429;0;0;2088
MCO;2022;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;109;39785;4992;523;33920;20;8242;1270;102;4978;16;5840;796;50;2576;145;53867;7058;675;41474;10;944;1;174;1134;10;3198;;0;;;20;4142;1;174;1134;1;0;0;1;0;1;1;1;0;;;;;25507;2843;28750;;2278;310
MCO;2022;560000200;CHBA SITE D'AURAY;560023210;80;29200;2103;9;27076;;;0;0;0;;;0;0;0;80;29200;2103;9;27076;;15;;;1;;0;1;42;;;1;57;;;1;0;0;0;1;0;0;0;0;0;;;;;6365;2091;26069;0;2639;2202
MCO;2022;560000275;GHBS - HOPITAL DE KERLIVIO;560005746;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;10;962;;;0;;0;;0;;;10;962;;;0;0;0;0;0;0;0;0;0;0;;;;;562;;2;;;
MCO;2022;560000291;CENTRE HOSPITALIER DE BELLE ILE EN MER;560000085;12;4380;577;111;3065;;;0;0;0;;;0;0;0;12;4380;577;111;3065;;0;;;87;;0;;0;;;;0;;;87;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2022;560000366;CENTRE HOSPITALIER GUEMENE SUR SCORFF;560000259;15;5475;187;1;3231;;;0;0;0;;;0;0;0;15;5475;187;1;3231;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2022;560000465;GHBS - HOPITAL LE FAOUET;560005746;15;5475;90;3;2371;;;0;0;0;;;0;0;0;15;5475;90;3;2371;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2022;560002933;CLINIQUE MUTUALISTE PORTE DE L'ORIENT;560026965;8;2754;143;9;1576;128;36692;5915;13;19379;;;0;0;0;136;39446;6058;22;20955;;0;;;145;38;10085;;0;;;38;10085;;;145;1;0;0;1;0;0;0;0;0;;;;;56705;;11859;;;1956
MCO;2022;560002974;ETABLISSEMENT DE SANTE LE DIVIT;830013678;10;3650;139;1;3313;;;0;0;0;;;0;0;0;10;3650;139;1;3313;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;0;0;;;;
MCO;2022;560004004;UNITE DIALYSE LORIENT AUB SANTE;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;5650;;0;;0;;;;0;;;5650;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2022;560006348;UNITE DIALYSE KERIO PONTIVY AUB;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;5149;;0;;0;;;;0;;;5149;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2022;560007510;POLYCLINIQUE DE KERIO;560001307;;;120;8;208;40;13655;1572;100;4041;;;13;3;18;40;13655;1705;111;4267;;1598;;;99;18;4570;;34;;;18;6202;;;99;;;;;;;;;;;;;;4098;;;;;
MCO;2022;560008799;HÔPITAL PRIVÉ OCÉANE;560013989;82;29930;3166;30;20125;89;32485;6413;37;16034;30;10950;1428;170;5098;201;73365;11007;237;41257;5;1559;0;0;9591;57;24559;0;0;0;0;62;26118;0;0;9591;;;;;;;;;;;;;;;;;;;
MCO;2022;560015422;GHBS SITE DE KERDURAND RIANTEC;560005746;12;4380;227;1;4095;;;0;0;0;;;0;0;0;12;4380;227;1;4095;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2022;560023848;UNITE DIALYSE KERFRICHANT LORIENT AUB;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;16687;;0;;0;;;;0;;;16687;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2022;560029068;GCS CLINIQUE DU TER;560029050;8;2920;211;0;935;33;12045;1786;2;3598;;;0;0;0;41;14965;1997;2;4533;;0;;;68;43;9514;;0;;;43;9514;;;68;;;;;;;;;;;;;;127;0;6843;0;0;0
MCO;2022;560030165;GHBS - HÔPITAL SITE CLINIQUE DU TER;560005746;18;6570;470;3;6472;;;0;0;0;;;0;0;0;18;6570;470;3;6472;;0;;;0;;0;;0;;;;0;;;0;0;0;0;1;1;0;0;0;0;;;;;787;;243;;;
MCO;2022;570000026;HOPITAL SAINT JOSEPH DE SARRALBE;570024794;7;2555;319;5;3369;;;0;0;0;;;0;0;0;7;2555;319;5;3369;;0;;;0;;0;;0;;;;0;;;0;1;;;;;;1;;;;;;;70;;113;;;
MCO;2022;570000059;CH MARIE-MADELEINE DE FORBACH;570025254;181;63982;7364;743;47333;28;10124;1203;35;6542;24;9125;1580;95;5684;233;83231;10147;873;59559;5;1328;;;1707;8;1782;1;162;;;14;3272;;;1707;1;0;1;1;1;1;1;0;0;;130;49;;36171;1215;51728;;1725;10164
MCO;2022;570000083;CLINIQUE SAINT NABOR DE SAINT AVOLD;570000729;15;5475;980;96;3179;45;16425;1703;51;4967;28;10220;1210;330;2985;88;32120;3893;477;11131;;0;;;148;34;7395;;0;;;34;7395;;;148;;;;;;;;;;;;;;;;;;;
MCO;2022;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;92;33580;4805;777;28261;28;10220;1523;57;6708;15;5475;604;190;1410;135;49275;6932;1024;36379;4;42;0;0;1616;14;2510;;0;;;18;2552;0;0;1616;1;0;1;1;0;1;1;0;0;;;;;17941;2086;28675;;2345;4280
MCO;2022;570000166;CTRE DE GERIATRIE FORBACH - SOS SANTE;570010181;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;5;723;;;0;;0;;0;;;5;723;;;0;;;;;;;;;;;;;;;;;;;
MCO;2022;570000216;HOPITAL DE SAINT AVOLD - SOS SANTE;570010181;158;57670;9600;3276;48864;30;10950;1681;43;7961;;;0;0;0;188;68620;11281;3319;56825;8;3473;;;18675;12;2737;;0;;;20;6210;;;18675;;;;;;;;;;;;;;24797;;37756;;;
MCO;2022;570000281;HOPITAL D'HAYANGE - CHR;570005165;42;15330;769;13;13944;;;0;0;0;;;0;0;0;42;15330;769;13;13944;;0;;;0;;0;;0;;;;0;;;0;1;0;0;0;0;0;0;0;0;;;;;11925;;2056;;;
MCO;2022;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;260;98294;13739;1730;92951;68;24579;4303;541;21262;43;15695;3812;186;14175;371;138568;21854;2457;128388;20;1905;;;24201;19;3460;6;505;;;45;5870;;;24201;1;1;1;1;1;1;1;1;1;80;130;120;15;99958;4920;93835;8009;10097;6186
MCO;2022;570000356;CLINIQUE AMBROISE PARE DE THIONVILLE;570000919;10;3650;269;0;1477;106;35040;2154;312;5456;;;0;0;0;116;38690;2423;312;6933;0;0;0;;445;45;9821;;0;;;45;9821;0;;445;0;1;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2022;570000364;CLINIQUE NOTRE DAME DE THIONVILLE;570011569;;;0;0;0;37;9065;912;161;1333;;;0;0;0;37;9065;912;161;1333;;0;;;61;37;6762;;0;;;37;6762;;;61;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2022;570000455;HOPITAL DE CHATEAU-SALINS - SOS SANTE;570010181;23;8395;378;5;4742;;;0;0;0;;;0;0;0;23;8395;378;5;4742;5;272;;;42;;0;;0;;;5;272;;;42;1;0;0;1;0;0;1;0;0;;;;;;;;;;
MCO;2022;570000562;HOPITAL ST FRANCOIS - MARANGE-SILVANGE;570011353;32;11680;1061;8;10669;;;0;0;0;;;0;0;0;32;11680;1061;8;10669;2;1410;;;11;;0;;0;;;2;1410;;;11;0;0;0;0;0;0;0;0;0;;;;;0;;2;;;
MCO;2022;570000596;HIA LEGOUEST;750821092;52;18980;2260;947;12386;;;0;0;0;;;0;0;0;52;18980;2260;947;12386;6;268;;;776;;0;;0;;;6;268;;;776;1;0;0;0;0;0;0;1;1;;;;10;6955;;16358;1147;;10560
MCO;2022;570000646;HOPITAL-CLINIQUE CLAUDE BERNARD;570001115;80;29200;9466;3867;23036;64;23360;3739;85;14439;25;9125;1410;1;5303;169;61685;14615;3953;42778;0;1;;;12815;20;21943;0;381;;;20;22325;;;12815;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2022;570000661;HOPITAL SAINT JOSEPH DE BITCHE;570000158;26;9490;620;9;6041;;;0;0;0;;;0;0;0;26;9490;620;9;6041;;0;;;2;;0;;0;;;;0;;;2;1;0;0;1;0;0;1;0;0;;;;;6188;434;7647;0;1098;3883
MCO;2022;570000687;CH LEMIRE DE SAINT-AVOLD;570025254;20;7300;470;3;6371;;;0;0;0;;;0;0;0;20;7300;470;3;6371;5;1079;;;0;;0;;0;;;5;1079;;;0;1;0;0;0;0;0;0;0;0;;;;;5433;0;3314;;;33
MCO;2022;570000893;CHS DE SARREGUEMINES;570000141;30;10950;384;4;7728;;;0;0;0;;;0;0;0;30;10950;384;4;7728;5;44;0;0;0;;0;;0;;;5;44;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2022;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;163;59495;7665;1204;43832;53;19345;2911;49;11875;17;6205;1156;371;2614;233;85045;11732;1624;58321;18;852;;;3730;29;5407;;0;;;47;6259;;;3730;1;0;0;1;0;1;1;0;0;;;21;;34374;1154;40026;286;4728;3514
MCO;2022;570000950;CLINIQUE STE ELISABETH DE YUTZ;570000398;54;19710;1829;315;14639;;;0;0;0;;;0;0;0;54;19710;1829;315;14639;0;0;;;93;;0;;0;;;0;0;;;93;1;0;1;0;0;0;1;0;0;90;;;;1505;;641;;;
MCO;2022;570000968;CH LE SECQ DE CREPY DE BOULAY;570000430;20;7300;364;8;6657;0;0;0;0;0;0;0;0;0;0;20;7300;364;8;6657;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;;0;10;;;;98;;3080;;;
MCO;2022;570000992;HOPITAL SAINT JACQUES DE DIEUZE;570000497;9;2555;158;3;2736;;;0;0;0;;;0;0;0;9;2555;158;3;2736;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2022;570001016;CHS DE JURY;570000513;10;3650;208;3;2413;;;0;0;0;;;0;0;0;10;3650;208;3;2413;7;695;;;0;;0;;0;;;7;695;;;0;;;;;;;;;;;;;;;;;;;
MCO;2022;570001057;HOPITAL BELLE-ISLE DE METZ - HPM;570023630;47;17155;1388;7;11387;4;1460;96;0;100;;;0;0;0;51;18615;1484;7;11487;6;3121;;;2;8;2230;;0;;;14;5351;;;2;0;0;0;0;0;0;0;0;0;;;;;6671;;2154;;;135
MCO;2022;570003079;CENTRE DE GERIATRIE LE KEM - SOS SANTE;570010181;46;16390;1850;12;13108;;;0;0;0;;;0;0;0;46;16390;1850;12;13108;2;1151;;;12;;0;;0;;;2;1151;;;12;;;;;;;;;;;;;;;;;;;
MCO;2022;570005215;CENTRE FELIX MARECHAL DE METZ - CHR;570005165;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;5;364;;;0;;0;;0;;;5;364;;;0;0;0;0;0;0;0;0;0;0;;;;;454;;41;;;
MCO;2022;570009670;HOPITAL ST MAURICE ASSPO;570027995;31;11315;452;1;5938;;;0;0;0;;;0;0;0;31;11315;452;1;5938;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
