BOR;AN;FI;RS;FI_EJ;PERSO;EFFSALPLH;EFFSALPLF;EFFSALPAH;EFFSALPAF;EFFLIBPLH;EFFLIBPLF;EFFLIBPAH;EFFLIBPAF;ETPSALH;ETPSALF;ETP_PU;ETP_PH;ETP_AS;ETP_HU;ETP_AT;ETP_AU;EFFSAL;ETPSAL;EFFLIB
Q20;2022;590806428;;620112581;M9999;;;7;5;;;3;2;0.7;0.5;;;;;;;12;1.2;5
Q20;2022;590809703;CLINIQUE SAINT-ROCH;590004552;M1010;;;1;1;;;;;0.53;0.5;;;;;;;2;1.03;
Q20;2022;590809703;CLINIQUE SAINT-ROCH;590004552;M1040;;;;;;;1;;;;;;;;;;;;1
Q20;2022;590809703;CLINIQUE SAINT-ROCH;590004552;M1050;;;;;;;;1;;;;;;;;;;;1
Q20;2022;590809703;CLINIQUE SAINT-ROCH;590004552;M1090;;;;;;;1;;;;;;;;;;;;1
Q20;2022;590809703;CLINIQUE SAINT-ROCH;590004552;M1120;;;;;;;;;0.13;;;;;;;;;0.13;
Q20;2022;590809703;CLINIQUE SAINT-ROCH;590004552;M1150;;;;;;;1;;;;;;;;;;;;1
Q20;2022;590809703;CLINIQUE SAINT-ROCH;590004552;M1160;;;;;;;1;;;;;;;;;;;;1
Q20;2022;590809703;CLINIQUE SAINT-ROCH;590004552;M1180;2;;3;;;;;;4.04;0.02;;;;;;;5;4.06;
Q20;2022;590809703;CLINIQUE SAINT-ROCH;590004552;M1320;2;;;;;;;;2.4;0.14;;;;;;;2;2.54;
Q20;2022;590809703;CLINIQUE SAINT-ROCH;590004552;M3011;;;;;;;1;;;;;;;;;;;;1
Q20;2022;590809703;CLINIQUE SAINT-ROCH;590004552;M3040;;;1;;;;;;0.3;;;;;;;;1;0.3;
Q20;2022;590809703;CLINIQUE SAINT-ROCH;590004552;M3050;;1;;;;;;;;1.11;;;;;;;1;1.11;
Q20;2022;590809703;;590004552;M9999;4;1;5;1;;;5;1;7.4;1.77;;;;;;;11;9.17;6
Q20;2022;590810099;CENTRE D'AUTODIALYSE ADH DE CAMBRAI;620112581;M1110;;;2;1;;;;;0.04;0.02;;;;;;;3;0.06;
Q20;2022;590810099;;620112581;M9999;;;2;1;;;;;0.04;0.02;;;;;;;3;0.06;
Q20;2022;590810784;CLINIQUE ST-ROCH CONVALESCENCE;440052041;M1010;0;;;3;;;;;1;1.86;;;;;;;3;2.86;
Q20;2022;590810784;CLINIQUE ST-ROCH CONVALESCENCE;440052041;M1040;;;;;;;1;;;;;;;;;;;;1
Q20;2022;590810784;CLINIQUE ST-ROCH CONVALESCENCE;440052041;M1070;;;;;;;;1;;;;;;;;;;;1
Q20;2022;590810784;CLINIQUE ST-ROCH CONVALESCENCE;440052041;M1150;;;;;;;1;2;;;;;;;;;;;3
Q20;2022;590810784;CLINIQUE ST-ROCH CONVALESCENCE;440052041;M1180;2;;1;1;;;;;2.07;0.8;;;;;;;4;2.87;
Q20;2022;590810784;CLINIQUE ST-ROCH CONVALESCENCE;440052041;M1200;;;;;;;;2;;;;;;;;;;;2
Q20;2022;590810784;CLINIQUE ST-ROCH CONVALESCENCE;440052041;M1320;1;;;;;;;;1;;;;;;;;1;1;
Q20;2022;590810784;CLINIQUE ST-ROCH CONVALESCENCE;440052041;M3050;1;1;;;;;;;;0.08;;;;;;;2;0.08;
Q20;2022;590810784;;440052041;M9999;4;1;1;4;;;2;5;4.07;2.74;;;;;;;10;6.81;7
Q20;2022;590810941;NEPHOCARE MAUBEUGE, DIALYSE À DOMICILE;590001467;M1110;;;;;4;;2;;;;;;;;;;;;6
Q20;2022;590810941;;590001467;M9999;;;;;4;;2;;;;;;;;;;;;6
Q20;2022;590811006;CTRE D'AUTODIALYSE MAUBEUGE;590001467;M1110;;;;;;;2;;;;;;;;;;;;2
Q20;2022;590811006;;590001467;M9999;;;;;;;2;;;;;;;;;;;;2
Q20;2022;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M1010;5;8;4;2;;;;;6.87;7.79;;9.4;;;5.09;0.17;19;14.66;
Q20;2022;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M1030;17;22;4;1;;;;;16.9;22.6;1.38;27.47;4.13;1.66;4.67;0.19;44;39.5;
Q20;2022;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M1031;;;;;;;;;;0.67;;;0.67;;;;;0.67;
Q20;2022;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M1040;;1;;;;;;;;0.16;;;;;;0.16;1;0.16;
Q20;2022;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M1050;5;4;4;9;;;;;2.5;5.14;0.99;3.83;;1.71;1.08;0.03;22;7.64;
Q20;2022;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M1070;5;12;;6;;;;;2.67;11.38;1.8;8.92;;1.92;1.32;0.09;23;14.05;
Q20;2022;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M1090;10;7;5;2;;;;;7.26;5.01;2.55;6.51;;1.09;1.93;0.19;24;12.27;
Q20;2022;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M1100;10;7;;1;;;;;4.91;3.77;3.43;3.16;0.18;1.49;0.13;0.29;18;8.68;
Q20;2022;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M1110;8;8;;2;;;;;5.44;6.6;1.61;5.66;2.67;1.47;0.31;0.32;18;12.04;
Q20;2022;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M1120;1;;;;;;;;1.1;;;0.1;;;1;;1;1.1;
Q20;2022;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M1130;3;1;;1;;;;;1.16;1.4;0.37;0.9;;0.83;0.35;0.11;5;2.56;
Q20;2022;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M1140;;;;;;;;;0.03;0.55;0.08;0.5;;;;;;0.58;
Q20;2022;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M1160;7;2;3;;;;;;6.01;2.84;0.7;5.58;0.38;1.61;0.51;0.07;12;8.85;
Q20;2022;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M1180;;;;1;;;;;0.22;1.15;0.06;1.24;0.05;;;0.02;1;1.37;
Q20;2022;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M1210;4;2;3;1;;;;;3.37;1.7;0.49;3.1;;0.58;0.89;0.01;10;5.07;
Q20;2022;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M1330;10;5;;1;;;;;6.26;3.94;2.43;5.59;;1.08;0.42;0.68;16;10.2;
Q20;2022;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M2010;23;7;1;1;;;;;19.76;5.77;3.21;8.21;3.61;4.9;4.87;0.73;32;25.53;
Q20;2022;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M2020;;;;;;;;;0.11;;0.05;0.06;;;;;;0.11;
Q20;2022;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M2040;;;1;;;;;;0.23;0.26;0.19;0.1;;;0.2;;1;0.49;
Q20;2022;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M2070;2;7;4;3;;;;;2.7;7.15;0.94;3.11;2.81;1.45;1.29;0.25;16;9.85;
Q20;2022;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M2080;8;1;1;1;;;;;5.19;1.48;0.55;3.48;0.93;0.5;1.12;0.09;11;6.67;
Q20;2022;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M2100;8;1;1;;;;;;6.06;0.8;0.51;2.85;2.4;1;0.1;;10;6.86;
Q20;2022;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M2120;5;5;;;;;;;3.08;2.28;1.03;0.2;1.97;1.16;0.84;0.16;10;5.36;
Q20;2022;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M2130;;;;;;;;;0.56;;0.06;;;0.5;;;;0.56;
Q20;2022;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M2140;;;1;;;;;;0.05;0.2;;0.2;;;0.05;;1;0.25;
Q20;2022;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M3011;;;;1;;;;;0.2;0.94;0.2;0.94;;;;;1;1.14;
Q20;2022;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M3012;1;1;;1;;;;;1;1.34;;1.15;;;1.19;;3;2.34;
Q20;2022;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M3020;3;2;;1;;;;;3.1;1.47;0.5;2.81;0.57;0.5;0.05;0.14;6;4.57;
Q20;2022;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M3040;;1;;;;;;;;0.5;;0.5;;;;;1;0.5;
Q20;2022;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M3050;;;;;;;;;;0.85;;0.01;0.84;;;;;0.85;
Q20;2022;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M3060;;;;;;;;;0.03;;;;;;;0.03;;0.03;
Q20;2022;590811279;;590780193;M9999;135;104;32;35;;;;;106.77;97.74;23.13;105.58;21.21;23.45;27.41;3.73;306;204.51;
Q20;2022;590812186;HOP LA FRATERNITE CH ROUBAIX;590782421;M1010;;;5;11;;;;;1;3.06;4.06;;;;;;16;4.06;
Q20;2022;590812186;HOP LA FRATERNITE CH ROUBAIX;590782421;M1320;;;;1;;;;;;0.7;;;;;0.5;0.2;1;0.7;
Q20;2022;590812186;;590782421;M9999;;;5;12;;;;;1;3.76;4.06;;;;0.5;0.2;17;4.76;
Q20;2022;590812509;SANTELYS HAD LILLE METROPOLE;590799995;M1010;2;1;1;;;;;;2.5;1;;;;;;;4;3.5;
Q20;2022;590812509;SANTELYS HAD LILLE METROPOLE;590799995;M3050;;;;1;;;;;;0.5;;;;;;;1;0.5;
Q20;2022;590812509;;590799995;M9999;2;1;1;1;;;;;2.5;1.5;;;;;;;5;4;
Q20;2022;590812749;USLD CH VALENCIENNES;590782215;M1320;;1;;;;;;;;1;;1;;;;;1;1;
Q20;2022;590812749;;590782215;M9999;;1;;;;;;;;1;;1;;;;;1;1;
Q20;2022;590813176;CLINIQUE DES HETRES;590005278;M1030;;;;;;;6;6;;;;;;;;;;;12
Q20;2022;590813176;CLINIQUE DES HETRES;590005278;M1090;;;;;1;;;;;;;;;;;;;;1
Q20;2022;590813176;CLINIQUE DES HETRES;590005278;M1150;;;;;;;;1;;;;;;;;;;;1
Q20;2022;590813176;CLINIQUE DES HETRES;590005278;M1200;;;;;;;2;0;;;;;;;;;;;2
Q20;2022;590813176;CLINIQUE DES HETRES;590005278;M2020;;;;;;;1;1;;;;;;;;;;;2
Q20;2022;590813176;CLINIQUE DES HETRES;590005278;M2030;;;;;1;;3;;;;;;;;;;;;4
Q20;2022;590813176;CLINIQUE DES HETRES;590005278;M2050;;;;;;;;1;;;;;;;;;;;1
Q20;2022;590813176;CLINIQUE DES HETRES;590005278;M2080;;;;;;;1;;;;;;;;;;;;1
Q20;2022;590813176;CLINIQUE DES HETRES;590005278;M2120;;;;;1;;1;2;;;;;;;;;;;4
Q20;2022;590813176;CLINIQUE DES HETRES;590005278;M3040;;;1;;;;;;0.06;;;;;;;;1;0.06;
Q20;2022;590813176;CLINIQUE DES HETRES;590005278;M3050;1;;;1;;;;;1;0.09;;;;;;;2;1.09;
Q20;2022;590813176;;590005278;M9999;1;;1;1;3;;14;11;1.06;0.09;;;;;;;3;1.15;28
Q20;2022;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;M1030;;;;;;;3;;;;;;;;;;;;3
Q20;2022;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;M1140;;;;;;;;2;0.73;;;;;;;;;0.73;2
Q20;2022;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;M2020;;;;;;;3;;;;;;;;;;;;3
Q20;2022;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;M2030;;;;;2;;;;;;;;;;;;;;2
Q20;2022;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;M2040;;;;;;;1;;;;;;;;;;;;1
Q20;2022;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;M2050;;;;;2;1;;;0.25;;;;;;;;;0.25;3
Q20;2022;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;M2060;;;;;1;;;;;;;;;;;;;;1
Q20;2022;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;M2080;;;;;1;;;;;;;;;;;;;;1
Q20;2022;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;M2100;;;;;2;;;;;;;;;;;;;;2
Q20;2022;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;M2120;;;;;;;1;;;;;;;;;;;;1
Q20;2022;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;M3050;;;;1;;;;;;0.89;;;;;;;1;0.89;
Q20;2022;590813382;;590000386;M9999;;;;1;8;1;8;2;0.98;0.89;;;;;;;1;1.87;19
Q20;2022;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M1010;1;;;;;;;;1.03;;;;;;;;1;1.03;
Q20;2022;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M1030;;;;;1;;2;;;;;;;;;;;;3
Q20;2022;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M1040;;;;;1;;3;;;;;;;;;;;;4
Q20;2022;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M1070;;;;;;;;1;;;;;;;;;;;1
Q20;2022;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M1090;;;;;;;;1;;;;;;;;;;;1
Q20;2022;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M1140;;;;;;;;1;;;;;;;;;;;1
Q20;2022;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M1160;;;;;;;5;1;;;;;;;;;;;6
Q20;2022;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M1180;1;;;;;;;;1.03;;;;;;;;1;1.03;
Q20;2022;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M2020;;;;;;;3;;;;;;;;;;;;3
Q20;2022;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M2030;;;;;;;2;;;;;;;;;;;;2
Q20;2022;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M2040;;;;;;;2;;;;;;;;;;;;2
Q20;2022;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M2050;;;;;;;1;;;;;;;;;;;;1
Q20;2022;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M2070;;;;;;;1;;;;;;;;;;;;1
Q20;2022;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M2080;;;;;;;2;;;;;;;;;;;;2
Q20;2022;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M2100;;;;;2;;1;;;;;;;;;;;;3
Q20;2022;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M2120;;;;;;;1;;;;;;;;;;;;1
Q20;2022;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M2130;;;;;;;1;;;;;;;;;;;;1
Q20;2022;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M2140;;;;;;;1;;;;;;;;;;;;1
Q20;2022;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M3050;;1;;;;;;;;1.03;;;;;;;1;1.03;
Q20;2022;590813507;;590000485;M9999;2;1;;;4;;25;4;2.06;1.03;;;;;;;3;3.09;33
Q20;2022;590813747;CTRE D'AUTODIALYSE FOURMIES;590001467;M1110;;;;;;;2;;;;;;;;;;;;2
Q20;2022;590813747;;590001467;M9999;;;;;;;2;;;;;;;;;;;;2
Q20;2022;590815056;CLINIQUE DE FLANDRE;590005492;M1010;;;1;1;;;;;1.7;0.4;;;;;;;2;2.1;
Q20;2022;590815056;CLINIQUE DE FLANDRE;590005492;M1030;;;;;2;;5;;;;;;;;;;;;7
Q20;2022;590815056;CLINIQUE DE FLANDRE;590005492;M1200;;;;;1;;;;;;;;;;;;;;1
Q20;2022;590815056;CLINIQUE DE FLANDRE;590005492;M2010;;;;;;1;;;;;;;;;;;;;1
Q20;2022;590815056;CLINIQUE DE FLANDRE;590005492;M2020;;;;;;;2;;;;;;;;;;;;2
Q20;2022;590815056;CLINIQUE DE FLANDRE;590005492;M2030;;;;;2;;;;;;;;;;;;;;2
Q20;2022;590815056;CLINIQUE DE FLANDRE;590005492;M2070;;;;;6;5;;;;;;;;;;;;;11
Q20;2022;590815056;CLINIQUE DE FLANDRE;590005492;M2080;;;;;1;;;;;;;;;;;;;;1
Q20;2022;590815056;CLINIQUE DE FLANDRE;590005492;M2120;;;;;2;;1;;;;;;;;;;;;3
Q20;2022;590815056;CLINIQUE DE FLANDRE;590005492;M2130;;;;;1;;;;;;;;;;;;;;1
Q20;2022;590815056;CLINIQUE DE FLANDRE;590005492;M3050;;1;;1;;;;;;1.5;;;;;;;2;1.5;
Q20;2022;590815056;;590005492;M9999;;1;1;2;15;6;8;;1.7;1.9;;;;;;;4;3.6;29
Q20;2022;590816310;CLINIQUE SAINT AME;590000048;M1010;;;2;3;;;;;0.17;0.89;;;;;;;5;1.06;
Q20;2022;590816310;CLINIQUE SAINT AME;590000048;M1030;;;;;2;2;1;1;;;;;;;;;;;6
Q20;2022;590816310;CLINIQUE SAINT AME;590000048;M1040;;;;;;;2;;;;;;;;;;;;2
Q20;2022;590816310;CLINIQUE SAINT AME;590000048;M1090;;;;;4;2;;;;;;;;;;;;;6
Q20;2022;590816310;CLINIQUE SAINT AME;590000048;M1110;;;;;;;1;;;;;;;;;;;;1
Q20;2022;590816310;CLINIQUE SAINT AME;590000048;M1140;;;1;;;;1;;0.5;;;;;;;;1;0.5;1
Q20;2022;590816310;CLINIQUE SAINT AME;590000048;M1150;;;;;;;3;;;;;;;;;;;;3
Q20;2022;590816310;CLINIQUE SAINT AME;590000048;M1160;;;;;;;11;1;;;;;;;;;;;12
Q20;2022;590816310;CLINIQUE SAINT AME;590000048;M1200;;;;;;;1;;;;;;;;;;;;1
Q20;2022;590816310;CLINIQUE SAINT AME;590000048;M1310;;;;1;;;;;;0.05;;;;;;;1;0.05;
Q20;2022;590816310;CLINIQUE SAINT AME;590000048;M1340;;;;;;;10;4;;;;;;;;;;;14
Q20;2022;590816310;CLINIQUE SAINT AME;590000048;M2020;;;;;;;4;;;;;;;;;;;;4
Q20;2022;590816310;CLINIQUE SAINT AME;590000048;M2030;;;;;2;;;;;;;;;;;;;;2
Q20;2022;590816310;CLINIQUE SAINT AME;590000048;M2040;;;;;1;;;;;;;;;;;;;;1
Q20;2022;590816310;CLINIQUE SAINT AME;590000048;M2050;;;;1;6;;;;;0.7;;;;;;;1;0.7;6
Q20;2022;590816310;CLINIQUE SAINT AME;590000048;M2070;;;;;1;;;;;;;;;;;;;;1
Q20;2022;590816310;CLINIQUE SAINT AME;590000048;M2080;;;;;;;4;;;;;;;;;;;;4
Q20;2022;590816310;CLINIQUE SAINT AME;590000048;M2100;;;;;;;4;;;;;;;;;;;;4
Q20;2022;590816310;CLINIQUE SAINT AME;590000048;M2120;;;;;3;;;;;;;;;;;;;;3
Q20;2022;590816310;CLINIQUE SAINT AME;590000048;M2130;;;;;;;2;;;;;;;;;;;;2
Q20;2022;590816310;CLINIQUE SAINT AME;590000048;M3050;1;;;;;;;;0.98;;;;;;;;1;0.98;
Q20;2022;590816310;;590000048;M9999;1;;3;5;19;4;44;6;1.65;1.64;;;;;;;9;3.29;73
Q20;2022;590817441;ETAB HOPALE - CENTRE CLAIR SEJOUR;620003814;M1010;3;;;1;;;;;2.35;0.8;;;;;;;4;3.15;
Q20;2022;590817441;ETAB HOPALE - CENTRE CLAIR SEJOUR;620003814;M1180;;;1;1;;;;;0.5;0.25;;;;;;;2;0.75;
Q20;2022;590817441;ETAB HOPALE - CENTRE CLAIR SEJOUR;620003814;M3020;;;;;;;;;;0.03;;;;;;;;0.03;
Q20;2022;590817441;ETAB HOPALE - CENTRE CLAIR SEJOUR;620003814;M3050;;;;2;;;;;;0.76;;;;;;;2;0.76;
Q20;2022;590817441;;620003814;M9999;3;;1;4;;;;;2.85;1.84;;;;;;;8;4.69;
Q20;2022;590817458;CLINIQUE DE LA VICTOIRE;590053955;M1010;;1;;;;;1;;;1;;;;;;;1;1;1
Q20;2022;590817458;CLINIQUE DE LA VICTOIRE;590053955;M1030;;;;;;;8;;;;;;;;;;;;8
Q20;2022;590817458;CLINIQUE DE LA VICTOIRE;590053955;M1040;;;;;;;1;;;;;;;;;;;;1
Q20;2022;590817458;CLINIQUE DE LA VICTOIRE;590053955;M1090;;;;;1;2;1;;;;;;;;;;;;4
Q20;2022;590817458;CLINIQUE DE LA VICTOIRE;590053955;M1110;;;;;;;;1;;;;;;;;;;;1
Q20;2022;590817458;CLINIQUE DE LA VICTOIRE;590053955;M1130;;;;;;1;1;1;;;;;;;;;;;3
Q20;2022;590817458;CLINIQUE DE LA VICTOIRE;590053955;M1150;;;;;1;1;;;;;;;;;;;;;2
Q20;2022;590817458;CLINIQUE DE LA VICTOIRE;590053955;M1160;;;;;;;17;9;;;;;;;;;;;26
Q20;2022;590817458;CLINIQUE DE LA VICTOIRE;590053955;M1170;;;;;;;2;2;;;;;;;;;;;4
Q20;2022;590817458;CLINIQUE DE LA VICTOIRE;590053955;M1200;;;;;1;;;;;;;;;;;;;;1
Q20;2022;590817458;CLINIQUE DE LA VICTOIRE;590053955;M1320;1;1;;;;;;;1;1;;;;;;;2;2;
Q20;2022;590817458;CLINIQUE DE LA VICTOIRE;590053955;M2020;;;;;3;2;1;1;;;;;;;;;;;7
Q20;2022;590817458;CLINIQUE DE LA VICTOIRE;590053955;M2030;;;;;;;3;;;;;;;;;;;;3
Q20;2022;590817458;CLINIQUE DE LA VICTOIRE;590053955;M2040;;;;;;;2;1;;;;;;;;;;;3
Q20;2022;590817458;CLINIQUE DE LA VICTOIRE;590053955;M2050;;;;;1;1;1;1;;;;;;;;;;;4
Q20;2022;590817458;CLINIQUE DE LA VICTOIRE;590053955;M2070;;;;;;2;4;;;;;;;;;;;;6
Q20;2022;590817458;CLINIQUE DE LA VICTOIRE;590053955;M2080;;;;;;1;;;;;;;;;;;;;1
Q20;2022;590817458;CLINIQUE DE LA VICTOIRE;590053955;M2100;;;;;;;2;;;;;;;;;;;;2
Q20;2022;590817458;CLINIQUE DE LA VICTOIRE;590053955;M2120;;;;;;1;1;;;;;;;;;;;;2
Q20;2022;590817458;CLINIQUE DE LA VICTOIRE;590053955;M3040;;;1;;;;;;0.1;;;;;;;;1;0.1;
Q20;2022;590817458;CLINIQUE DE LA VICTOIRE;590053955;M3070;;;;1;;;;;;0.05;;;;;;;1;0.05;
Q20;2022;590817458;;590053955;M9999;1;2;1;1;7;11;45;16;1.1;2.05;;;;;;;5;3.15;79
Q20;2022;590817839;CLINIQUE DU VAL DE LYS;590053955;M1010;;;;;;;1;2;;;;;;;;;;;3
Q20;2022;590817839;CLINIQUE DU VAL DE LYS;590053955;M1160;;;;;;;8;;;;;;;;;;;;8
Q20;2022;590817839;CLINIQUE DU VAL DE LYS;590053955;M1200;;;;;;;1;1;;;;;;;;;;;2
Q20;2022;590817839;CLINIQUE DU VAL DE LYS;590053955;M1320;1;3;;;;;;;1;3;;;;;;;4;4;
Q20;2022;590817839;CLINIQUE DU VAL DE LYS;590053955;M3040;;;1;;;;;;0.1;;;;;;;;1;0.1;
Q20;2022;590817839;CLINIQUE DU VAL DE LYS;590053955;M3070;;;;1;;;;;;0.13;;;;;;;1;0.13;
Q20;2022;590817839;;590053955;M9999;1;3;1;1;;;10;3;1.1;3.13;;;;;;;6;4.23;13
Q20;2022;600000012;CHI EPSM DE L'OISE - SITE DE CLERMONT;600100028;M1010;7;5;;;;;;;6.67;4.96;;9.5;;;0.5;1.63;12;11.63;
Q20;2022;600000012;CHI EPSM DE L'OISE - SITE DE CLERMONT;600100028;M1040;;1;;;;;;;;1;;;;;;1;1;1;
Q20;2022;600000012;CHI EPSM DE L'OISE - SITE DE CLERMONT;600100028;M1320;;4;;;;;;;;3.42;;3.42;;;;;4;3.42;
Q20;2022;600000012;CHI EPSM DE L'OISE - SITE DE CLERMONT;600100028;M2070;;;;1;;;;;;0.13;;;;;0.13;;1;0.13;
Q20;2022;600000012;CHI EPSM DE L'OISE - SITE DE CLERMONT;600100028;M3020;34;27;9;5;;;;;38.53;27.4;;45.67;;0.5;19.23;0.53;75;65.93;
Q20;2022;600000012;CHI EPSM DE L'OISE - SITE DE CLERMONT;600100028;M3030;;;1;1;;;;;0.07;0.07;;;;;0.14;;2;0.14;
Q20;2022;600000012;CHI EPSM DE L'OISE - SITE DE CLERMONT;600100028;M3050;1;2;;2;;;;;1;3.3;;4.3;;;;;5;4.3;
Q20;2022;600000012;CHI EPSM DE L'OISE - SITE DE CLERMONT;600100028;M3060;;1;;;;;;;;1;;1;;;;;1;1;
Q20;2022;600000012;;600100028;M9999;42;40;10;9;;;;;46.27;41.28;;63.89;;0.5;20;3.16;101;87.55;
Q20;2022;600000020;HL CRÉPY-EN-VALOIS;600100085;M1010;;;;1;;;;;;0.2;;;;;;0.2;1;0.2;
Q20;2022;600000020;HL CRÉPY-EN-VALOIS;600100085;M1180;2;;2;;;;;;2.4;;;;;;1.02;1.38;4;2.4;
Q20;2022;600000020;HL CRÉPY-EN-VALOIS;600100085;M3050;;;;2;;;;;;1.3;;0.72;;;0.05;0.53;2;1.3;
Q20;2022;600000020;;600100085;M9999;2;;2;3;;;;;2.4;1.5;;0.72;;;1.07;2.11;7;3.9;
Q20;2022;600000046;CH PONT-SAINTE-MAXENCE;600100127;M1320;1;;3;3;;;;;2.25;1.57;;;;;;3.82;7;3.82;
Q20;2022;600000046;CH PONT-SAINTE-MAXENCE;600100127;M3050;1;;;2;;;;;1;0.12;;;;;;1.12;3;1.12;
Q20;2022;600000046;;600100127;M9999;2;;3;5;;;;;3.25;1.69;;;;;;4.94;10;4.94;
Q20;2022;600000053;CH GHPSO SENLIS;600101984;M1010;1;6;4;1;;;;;4.06;6.71;;7.01;;;3.56;0.2;12;10.77;
Q20;2022;600000053;CH GHPSO SENLIS;600101984;M1030;2;1;2;;;;;;3.18;0.6;;3.78;;;;;5;3.78;
Q20;2022;600000053;CH GHPSO SENLIS;600101984;M1040;2;;;;;;;;1.26;;;1;;;0.26;;2;1.26;
Q20;2022;600000053;CH GHPSO SENLIS;600101984;M1050;;;;;;;;;;0.84;;;0.84;;;;;0.84;
Q20;2022;600000053;CH GHPSO SENLIS;600101984;M1070;1;;;;;;;;1;;;1;;;;;1;1;
Q20;2022;600000053;CH GHPSO SENLIS;600101984;M1090;;;;;;;;;0.08;;;0.08;;;;;;0.08;
Q20;2022;600000053;CH GHPSO SENLIS;600101984;M1100;;1;;;;;;;;1;;0.5;;;;0.5;1;1;
Q20;2022;600000053;CH GHPSO SENLIS;600101984;M1120;;1;;;;;;;;1;;;;;1;;1;1;
Q20;2022;600000053;CH GHPSO SENLIS;600101984;M1140;5;1;2;1;;;;;6.01;0.58;;1.81;;;4.1;0.68;9;6.59;
Q20;2022;600000053;CH GHPSO SENLIS;600101984;M1150;;2;;;;;;;;2;;1;;;1;;2;2;
Q20;2022;600000053;CH GHPSO SENLIS;600101984;M1160;1;;;;;;;;1;;;1;;;;;1;1;
Q20;2022;600000053;CH GHPSO SENLIS;600101984;M1320;2;7;3;3;;;;;3.5;7.87;;7.66;;;3.62;0.09;15;11.37;
Q20;2022;600000053;CH GHPSO SENLIS;600101984;M2040;;;1;;;;;;0.45;;;;;;0.45;;1;0.45;
