BOR;AN;FI;RS;FI_EJ;PERSO;ETPSAL;EFFLIB;GAR;AST;GARDED;ASTDED
PERINAT_P;2022;590001004;CH DOUAI DECHY;590783239;N2200;6.81;;;;;
PERINAT_P;2022;590001004;CH DOUAI DECHY;590783239;N2340;12.65;;;;;
PERINAT_P;2022;590001004;CH DOUAI DECHY;590783239;N2530;15.7;;;;;
PERINAT_P;2022;590001004;CH DOUAI DECHY;590783239;N2800;33.7;;;;;
PERINAT_P;2022;590001004;CH DOUAI DECHY;590783239;NAUT;9.38;;;;;
PERINAT_P;2022;590006607;HOP JEANNE DE FLANDRE CHR LILLE;590780193;M1030;;;1;0;1;0
PERINAT_P;2022;590006607;HOP JEANNE DE FLANDRE CHR LILLE;590780193;M1140;15.49;;1;0;;
PERINAT_P;2022;590006607;HOP JEANNE DE FLANDRE CHR LILLE;590780193;M2050;13.73;;1;0;;
PERINAT_P;2022;590006607;HOP JEANNE DE FLANDRE CHR LILLE;590780193;MAUT;1.03;;;;;
PERINAT_P;2022;590006607;HOP JEANNE DE FLANDRE CHR LILLE;590780193;N2200;39.58;;;;;
PERINAT_P;2022;590006607;HOP JEANNE DE FLANDRE CHR LILLE;590780193;N2340;129.29;;;;;
PERINAT_P;2022;590006607;HOP JEANNE DE FLANDRE CHR LILLE;590780193;N2530;36.76;;;;;
PERINAT_P;2022;590006607;HOP JEANNE DE FLANDRE CHR LILLE;590780193;N2700;1.14;;;;;
PERINAT_P;2022;590006607;HOP JEANNE DE FLANDRE CHR LILLE;590780193;N2800;52.97;;;;;
PERINAT_P;2022;590006607;HOP JEANNE DE FLANDRE CHR LILLE;590780193;N280H;35.55;;;;;
PERINAT_P;2022;590006607;HOP JEANNE DE FLANDRE CHR LILLE;590780193;NAUT;103.33;;;;;
PERINAT_P;2022;590052056;GCS GHICL CLINIQUE STE MARIE;590051801;M1140;;3;0;0;;
PERINAT_P;2022;590052056;GCS GHICL CLINIQUE STE MARIE;590051801;M2050;2.72;4;0;0;;
PERINAT_P;2022;590052056;GCS GHICL CLINIQUE STE MARIE;590051801;N2200;8.17;;;;;
PERINAT_P;2022;590052056;GCS GHICL CLINIQUE STE MARIE;590051801;N2340;2.9;;;;;
PERINAT_P;2022;590052056;GCS GHICL CLINIQUE STE MARIE;590051801;N2530;6.26;;;;;
PERINAT_P;2022;590052056;GCS GHICL CLINIQUE STE MARIE;590051801;N2800;1.51;;;;;
PERINAT_P;2022;590052056;GCS GHICL CLINIQUE STE MARIE;590051801;NAUT;1.62;;;;;
PERINAT_P;2022;590780268;HOPITAL PRIVÉ LE BOIS;590053955;M1030;;4;1;0;1;0
PERINAT_P;2022;590780268;HOPITAL PRIVÉ LE BOIS;590053955;M1140;1;3;0;1;;
PERINAT_P;2022;590780268;HOPITAL PRIVÉ LE BOIS;590053955;M2050;;14;1;0;;
PERINAT_P;2022;590780268;HOPITAL PRIVÉ LE BOIS;590053955;MAUT;1;;;;;
PERINAT_P;2022;590780268;HOPITAL PRIVÉ LE BOIS;590053955;N2200;9.4;;;;;
PERINAT_P;2022;590780268;HOPITAL PRIVÉ LE BOIS;590053955;N2340;9;;;;;
PERINAT_P;2022;590780268;HOPITAL PRIVÉ LE BOIS;590053955;N2530;18;;;;;
PERINAT_P;2022;590780268;HOPITAL PRIVÉ LE BOIS;590053955;N2700;0.8;;;;;
PERINAT_P;2022;590780268;HOPITAL PRIVÉ LE BOIS;590053955;N2800;17.6;;;;;
PERINAT_P;2022;590780268;HOPITAL PRIVÉ LE BOIS;590053955;N280H;14.3;;;;;
PERINAT_P;2022;590780268;HOPITAL PRIVÉ LE BOIS;590053955;NAUT;2.5;;;;;
PERINAT_P;2022;590782298;POLYCLINIQUE DU PARC;590000675;M1030;;;;1;;0
PERINAT_P;2022;590782298;POLYCLINIQUE DU PARC;590000675;M1140;0.77;4;;1;;
PERINAT_P;2022;590782298;POLYCLINIQUE DU PARC;590000675;M2050;;9;;1;;
PERINAT_P;2022;590782298;POLYCLINIQUE DU PARC;590000675;N2200;5.64;;;;;
PERINAT_P;2022;590782298;POLYCLINIQUE DU PARC;590000675;N2530;10.66;;;;;
PERINAT_P;2022;590782298;POLYCLINIQUE DU PARC;590000675;N2800;10.67;;;;;
PERINAT_P;2022;590782298;POLYCLINIQUE DU PARC;590000675;NAUT;3.32;;;;;
PERINAT_P;2022;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;M1030;;13;1;0;1;0
PERINAT_P;2022;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;M1140;0.3;5;0;1;;
PERINAT_P;2022;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;M2050;;6;1;0;;
PERINAT_P;2022;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;MAUT;1;;;;;
PERINAT_P;2022;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;N2340;2;;;;;
PERINAT_P;2022;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;N2530;24;;;;;
PERINAT_P;2022;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;N2700;0.3;;;;;
PERINAT_P;2022;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;N2800;21;;;;;
PERINAT_P;2022;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;N280H;21;;;;;
PERINAT_P;2022;590797353;GCS GHICL HOPITAL SAINT VINCENT -;590051801;M1030;15.08;;;;;
PERINAT_P;2022;590797353;GCS GHICL HOPITAL SAINT VINCENT -;590051801;M1140;13.9;;;;;
PERINAT_P;2022;590797353;GCS GHICL HOPITAL SAINT VINCENT -;590051801;M2050;10;;;;;
PERINAT_P;2022;590797353;GCS GHICL HOPITAL SAINT VINCENT -;590051801;N2200;5.72;;;;;
PERINAT_P;2022;590797353;GCS GHICL HOPITAL SAINT VINCENT -;590051801;N2340;21.93;;;;;
PERINAT_P;2022;590797353;GCS GHICL HOPITAL SAINT VINCENT -;590051801;N2530;25.02;;;;;
PERINAT_P;2022;590797353;GCS GHICL HOPITAL SAINT VINCENT -;590051801;N2800;36.14;;;;;
PERINAT_P;2022;590797353;GCS GHICL HOPITAL SAINT VINCENT -;590051801;NAUT;2.85;;;;;
PERINAT_P;2022;590801106;HOPITAL VICTOR PROVO;590782421;M1140;7.97;;1;0;;
PERINAT_P;2022;590801106;HOPITAL VICTOR PROVO;590782421;M2050;16.96;;1;1;;
PERINAT_P;2022;590801106;HOPITAL VICTOR PROVO;590782421;N2200;14.64;;;;;
PERINAT_P;2022;590801106;HOPITAL VICTOR PROVO;590782421;N2340;38.07;;;;;
PERINAT_P;2022;590801106;HOPITAL VICTOR PROVO;590782421;N2530;34.84;;;;;
PERINAT_P;2022;590801106;HOPITAL VICTOR PROVO;590782421;N2700;1.27;;;;;
PERINAT_P;2022;590801106;HOPITAL VICTOR PROVO;590782421;N2800;56.14;;;;;
PERINAT_P;2022;590801106;HOPITAL VICTOR PROVO;590782421;N280H;48.1;;;;;
PERINAT_P;2022;590801106;HOPITAL VICTOR PROVO;590782421;NAUT;66.79;;;;;
PERINAT_P;2022;590804696;CENTRE HOPITALIER DE TOURCOING;590781902;M1030;0.8;;1;1;0;1
PERINAT_P;2022;590804696;CENTRE HOPITALIER DE TOURCOING;590781902;M1140;1;;0;1;;
PERINAT_P;2022;590804696;CENTRE HOPITALIER DE TOURCOING;590781902;M2050;10.09;;1;0;;
PERINAT_P;2022;590804696;CENTRE HOPITALIER DE TOURCOING;590781902;MIVG;1.08;;;;;
PERINAT_P;2022;590804696;CENTRE HOPITALIER DE TOURCOING;590781902;N2200;2.57;;;;;
PERINAT_P;2022;590804696;CENTRE HOPITALIER DE TOURCOING;590781902;N2340;10.39;;;;;
PERINAT_P;2022;590804696;CENTRE HOPITALIER DE TOURCOING;590781902;N2530;29.58;;;;;
PERINAT_P;2022;590804696;CENTRE HOPITALIER DE TOURCOING;590781902;N2700;0.25;;;;;
PERINAT_P;2022;590804696;CENTRE HOPITALIER DE TOURCOING;590781902;N2800;26.12;;;;;
PERINAT_P;2022;590804696;CENTRE HOPITALIER DE TOURCOING;590781902;N280H;16.82;;;;;
PERINAT_P;2022;590804696;CENTRE HOPITALIER DE TOURCOING;590781902;NAUT;10.19;;;;;
PERINAT_P;2022;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;M1030;;3;0;1;0;0
PERINAT_P;2022;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;M1140;0.73;2;0;1;;
PERINAT_P;2022;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;M2050;0.25;3;0;1;;
PERINAT_P;2022;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;N2340;1.4;;;;;
PERINAT_P;2022;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;N2530;13.2;;;;;
PERINAT_P;2022;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;N2800;7.98;;;;;
PERINAT_P;2022;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M1140;;1;0;0;;
PERINAT_P;2022;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M2050;;1;0;0;;
PERINAT_P;2022;590816310;CLINIQUE SAINT AME;590000048;M1030;;6;0;0;;
PERINAT_P;2022;590816310;CLINIQUE SAINT AME;590000048;M1140;0.5;1;0;0;;
PERINAT_P;2022;590816310;CLINIQUE SAINT AME;590000048;M2050;0.7;6;0;0;;
PERINAT_P;2022;590816310;CLINIQUE SAINT AME;590000048;N2340;1;;;;;
PERINAT_P;2022;590816310;CLINIQUE SAINT AME;590000048;N2530;10.56;;;;;
PERINAT_P;2022;590816310;CLINIQUE SAINT AME;590000048;N2700;0.1;;;;;
PERINAT_P;2022;590816310;CLINIQUE SAINT AME;590000048;N2800;12.25;;;;;
PERINAT_P;2022;590816310;CLINIQUE SAINT AME;590000048;NAUT;1.48;;;;;
PERINAT_P;2022;600000053;CH GHPSO SENLIS;600101984;M1030;2.09;;1;1;1;0
PERINAT_P;2022;600000053;CH GHPSO SENLIS;600101984;M1140;5.58;;1;1;;
PERINAT_P;2022;600000053;CH GHPSO SENLIS;600101984;M2050;11.09;;1;0;;
PERINAT_P;2022;600000053;CH GHPSO SENLIS;600101984;MIVG;0.2;;;;;
PERINAT_P;2022;600000053;CH GHPSO SENLIS;600101984;N2200;38.4;;;;;
PERINAT_P;2022;600000053;CH GHPSO SENLIS;600101984;N2340;23.18;;;;;
PERINAT_P;2022;600000053;CH GHPSO SENLIS;600101984;N2530;47.91;;;;;
PERINAT_P;2022;600000053;CH GHPSO SENLIS;600101984;N2700;1.5;;;;;
PERINAT_P;2022;600000053;CH GHPSO SENLIS;600101984;N2800;40.77;;;;;
PERINAT_P;2022;600000053;CH GHPSO SENLIS;600101984;N280H;23.02;;;;;
PERINAT_P;2022;600000053;CH GHPSO SENLIS;600101984;NAUT;38.77;;;;;
PERINAT_P;2022;600000186;CH CLERMONT;600100648;M1140;0.7;;0;0;;
PERINAT_P;2022;600000186;CH CLERMONT;600100648;M2050;0.4;;;;;
PERINAT_P;2022;600000186;CH CLERMONT;600100648;N2530;2.8;;;;;
PERINAT_P;2022;600000186;CH CLERMONT;600100648;N2700;0.25;;;;;
PERINAT_P;2022;600000186;CH CLERMONT;600100648;N2800;2.8;;;;;
PERINAT_P;2022;600000186;CH CLERMONT;600100648;NAUT;1;;;;;
PERINAT_P;2022;600000194;CH BEAUVAIS;600100713;M1140;2.49;;;;;
PERINAT_P;2022;600000194;CH BEAUVAIS;600100713;M2050;2.08;;;;;
PERINAT_P;2022;600000194;CH BEAUVAIS;600100713;MIVG;0.05;;;;;
PERINAT_P;2022;600000194;CH BEAUVAIS;600100713;N2200;8.19;;;;;
PERINAT_P;2022;600000194;CH BEAUVAIS;600100713;N2340;11.55;;;;;
PERINAT_P;2022;600000194;CH BEAUVAIS;600100713;N2530;36.22;;;;;
PERINAT_P;2022;600000194;CH BEAUVAIS;600100713;N2800;31.37;;;;;
PERINAT_P;2022;600000194;CH BEAUVAIS;600100713;N280H;31.37;;;;;
PERINAT_P;2022;600000194;CH BEAUVAIS;600100713;NAUT;27.47;;;;;
PERINAT_P;2022;600000285;CH CHICN NOYON;600100721;M1140;0.35;;;;;
PERINAT_P;2022;600000285;CH CHICN NOYON;600100721;M2050;0.93;;;;;
PERINAT_P;2022;600000285;CH CHICN NOYON;600100721;N2800;0.76;;;;;
PERINAT_P;2022;600000285;CH CHICN NOYON;600100721;N280H;0.76;;;;;
PERINAT_P;2022;600000285;CH CHICN NOYON;600100721;NAUT;2.1;;;;;
PERINAT_P;2022;600000467;CH GHPSO CREIL;600101984;M2050;2.49;;0;1;;
PERINAT_P;2022;600000467;CH GHPSO CREIL;600101984;N2530;0.25;;;;;
PERINAT_P;2022;600000467;CH GHPSO CREIL;600101984;N2800;1;;;;;
PERINAT_P;2022;600000467;CH GHPSO CREIL;600101984;NAUT;0.25;;;;;
PERINAT_P;2022;600100754;POLYCLINIQUE SAINT CÔME;600000228;M1030;;11;0;1;0;0
PERINAT_P;2022;600100754;POLYCLINIQUE SAINT CÔME;600000228;M1140;;3;0;1;;
PERINAT_P;2022;600100754;POLYCLINIQUE SAINT CÔME;600000228;M2050;;7;0;1;;
PERINAT_P;2022;600100754;POLYCLINIQUE SAINT CÔME;600000228;N2200;3.35;;;;;
PERINAT_P;2022;600100754;POLYCLINIQUE SAINT CÔME;600000228;N2340;0.08;;;;;
PERINAT_P;2022;600100754;POLYCLINIQUE SAINT CÔME;600000228;N2530;15.14;;;;;
PERINAT_P;2022;600100754;POLYCLINIQUE SAINT CÔME;600000228;N2700;0.3;;;;;
PERINAT_P;2022;600100754;POLYCLINIQUE SAINT CÔME;600000228;N2800;12.46;;;;;
PERINAT_P;2022;600100754;POLYCLINIQUE SAINT CÔME;600000228;N280H;6.99;;;;;
PERINAT_P;2022;600100754;POLYCLINIQUE SAINT CÔME;600000228;NAUT;4.38;;;;;
PERINAT_P;2022;600113476;CH CHICN COMPIÈGNE;600100721;M1140;3.43;;;;;
PERINAT_P;2022;600113476;CH CHICN COMPIÈGNE;600100721;M2050;6.93;;;;;
PERINAT_P;2022;600113476;CH CHICN COMPIÈGNE;600100721;MAUT;0.43;;;;;
PERINAT_P;2022;600113476;CH CHICN COMPIÈGNE;600100721;MIVG;0.3;;;;;
PERINAT_P;2022;600113476;CH CHICN COMPIÈGNE;600100721;N2200;20.85;;;;;
PERINAT_P;2022;600113476;CH CHICN COMPIÈGNE;600100721;N2340;5.07;;;;;
PERINAT_P;2022;600113476;CH CHICN COMPIÈGNE;600100721;N2530;16.81;;;;;
PERINAT_P;2022;600113476;CH CHICN COMPIÈGNE;600100721;N2700;0.77;;;;;
PERINAT_P;2022;600113476;CH CHICN COMPIÈGNE;600100721;N2800;28.34;;;;;
PERINAT_P;2022;600113476;CH CHICN COMPIÈGNE;600100721;N280H;28.34;;;;;
PERINAT_P;2022;600113476;CH CHICN COMPIÈGNE;600100721;NAUT;22;;;;;
PERINAT_P;2022;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;M1030;2.92;0;0;1;;
PERINAT_P;2022;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;M1140;1.67;0;0;1;;
PERINAT_P;2022;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;M2050;2.35;0;0;1;;
PERINAT_P;2022;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;N2200;3.5;0;;;;
PERINAT_P;2022;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;N2340;1;0;;;;
PERINAT_P;2022;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;N2530;4;0;;;;
PERINAT_P;2022;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;N2800;8.8;0;;;;
PERINAT_P;2022;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;N280H;8.8;0;;;;
PERINAT_P;2022;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;NAUT;12.99;0;;;;
PERINAT_P;2022;610000051;CHICAM - SITE ALENCON;610780082;M1140;7.38;;;;;
PERINAT_P;2022;610000051;CHICAM - SITE ALENCON;610780082;M2050;6.7;;;;;
PERINAT_P;2022;610000051;CHICAM - SITE ALENCON;610780082;N2200;1.78;;;;;
PERINAT_P;2022;610000051;CHICAM - SITE ALENCON;610780082;N2340;0.4;;;;;
PERINAT_P;2022;610000051;CHICAM - SITE ALENCON;610780082;N2530;14.81;;;;;
PERINAT_P;2022;610000051;CHICAM - SITE ALENCON;610780082;N2800;15.68;;;;;
PERINAT_P;2022;610000051;CHICAM - SITE ALENCON;610780082;NAUT;17.12;;;;;
PERINAT_P;2022;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;M1030;0.14;;1;0;0;
PERINAT_P;2022;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;M1140;0.22;;0;1;;
PERINAT_P;2022;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;M2050;3.8;;0;1;;
PERINAT_P;2022;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;MIVG;3.8;;;;;
PERINAT_P;2022;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;N2200;6.6;;;;;
PERINAT_P;2022;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;N2530;2.83;;;;;
PERINAT_P;2022;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;N2700;0.3;;;;;
PERINAT_P;2022;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;N2800;12.78;;;;;
PERINAT_P;2022;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;N280H;6;;;;;
PERINAT_P;2022;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;NAUT;14.62;;;;;
PERINAT_P;2022;610000119;CH  JACQUES MONOD  - FLERS;610780165;M1140;6.28;;;;;
PERINAT_P;2022;610000119;CH  JACQUES MONOD  - FLERS;610780165;M2050;2.49;;;;;
PERINAT_P;2022;610000119;CH  JACQUES MONOD  - FLERS;610780165;MAUT;0.7;;;;;
PERINAT_P;2022;610000119;CH  JACQUES MONOD  - FLERS;610780165;N2340;0.02;;;;;
PERINAT_P;2022;610000119;CH  JACQUES MONOD  - FLERS;610780165;N2530;8.24;;;;;
PERINAT_P;2022;610000119;CH  JACQUES MONOD  - FLERS;610780165;N2700;0.25;;;;;
PERINAT_P;2022;610000119;CH  JACQUES MONOD  - FLERS;610780165;N2800;16.55;;;;;
PERINAT_P;2022;610000119;CH  JACQUES MONOD  - FLERS;610780165;N280H;16.55;;;;;
PERINAT_P;2022;610000119;CH  JACQUES MONOD  - FLERS;610780165;NAUT;14.63;;;;;
PERINAT_P;2022;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;M1140;1;;0;0;;
PERINAT_P;2022;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;MAUT;0.4;;;;;
PERINAT_P;2022;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;N2800;1.15;;;;;
PERINAT_P;2022;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;NAUT;1.3;;;;;
PERINAT_P;2022;620000034;CH ARRAS;620100057;M1030;0;;1;1;1;0
PERINAT_P;2022;620000034;CH ARRAS;620100057;M1140;8.9;;1;0;;
PERINAT_P;2022;620000034;CH ARRAS;620100057;M2050;10.45;;1;0;;
PERINAT_P;2022;620000034;CH ARRAS;620100057;N2200;41.66;;;;;
PERINAT_P;2022;620000034;CH ARRAS;620100057;N2340;51.73;;;;;
PERINAT_P;2022;620000034;CH ARRAS;620100057;N2530;49;;;;;
PERINAT_P;2022;620000034;CH ARRAS;620100057;N2700;2.14;;;;;
PERINAT_P;2022;620000034;CH ARRAS;620100057;N2800;53.64;;;;;
PERINAT_P;2022;620000034;CH ARRAS;620100057;N280H;19.21;;;;;
PERINAT_P;2022;620000034;CH ARRAS;620100057;NAUT;39.23;;;;;
PERINAT_P;2022;620000224;CH BETHUNE;620100651;M1140;5;;;1;;
PERINAT_P;2022;620000224;CH BETHUNE;620100651;M2050;6.67;;1;;;
PERINAT_P;2022;620000224;CH BETHUNE;620100651;MIVG;6.8;;;;;
PERINAT_P;2022;620000224;CH BETHUNE;620100651;N2200;3.6;;;;;
PERINAT_P;2022;620000224;CH BETHUNE;620100651;N2340;4.32;;;;;
PERINAT_P;2022;620000224;CH BETHUNE;620100651;N2530;4.29;;;;;
PERINAT_P;2022;620000224;CH BETHUNE;620100651;N2800;17.5;;;;;
PERINAT_P;2022;620000224;CH BETHUNE;620100651;NAUT;21.55;;;;;
PERINAT_P;2022;620000257;CH LENS;620100685;M1030;3.1;;1;;1;
PERINAT_P;2022;620000257;CH LENS;620100685;M1140;6.49;;1;;;
PERINAT_P;2022;620000257;CH LENS;620100685;M2050;8.64;;1;;;
PERINAT_P;2022;620000257;CH LENS;620100685;MIVG;0.78;;;;;
PERINAT_P;2022;620000257;CH LENS;620100685;N2200;20.37;;;;;
PERINAT_P;2022;620000257;CH LENS;620100685;N2340;48.89;;;;;
PERINAT_P;2022;620000257;CH LENS;620100685;N2530;12.07;;;;;
PERINAT_P;2022;620000257;CH LENS;620100685;N2700;0.87;;;;;
PERINAT_P;2022;620000257;CH LENS;620100685;N2800;53.26;;;;;
PERINAT_P;2022;620000257;CH LENS;620100685;NAUT;54.24;;;;;
PERINAT_P;2022;620000323;CH CALAIS;620101337;M1140;11.4;;1;1;;
PERINAT_P;2022;620000323;CH CALAIS;620101337;M2050;15.22;;1;1;;
PERINAT_P;2022;620000323;CH CALAIS;620101337;MIVG;1.55;;;;;
PERINAT_P;2022;620000323;CH CALAIS;620101337;N2200;6.93;;;;;
PERINAT_P;2022;620000323;CH CALAIS;620101337;N2340;39.72;;;;;
PERINAT_P;2022;620000323;CH CALAIS;620101337;N2530;19.06;;;;;
PERINAT_P;2022;620000323;CH CALAIS;620101337;N2700;0.26;;;;;
PERINAT_P;2022;620000323;CH CALAIS;620101337;N2800;26.12;;;;;
PERINAT_P;2022;620000323;CH CALAIS;620101337;NAUT;22.71;;;;;
PERINAT_P;2022;620000349;CH REGION DE ST OMER;620101360;M1030;4.38;;1;0;0;
PERINAT_P;2022;620000349;CH REGION DE ST OMER;620101360;M1140;0.73;;0;1;;
PERINAT_P;2022;620000349;CH REGION DE ST OMER;620101360;M2050;3.68;;1;0;;
PERINAT_P;2022;620000349;CH REGION DE ST OMER;620101360;MIVG;0.18;;;;;
PERINAT_P;2022;620000349;CH REGION DE ST OMER;620101360;N2200;3.21;;;;;
PERINAT_P;2022;620000349;CH REGION DE ST OMER;620101360;N2340;9.95;;;;;
PERINAT_P;2022;620000349;CH REGION DE ST OMER;620101360;N2530;18.33;;;;;
PERINAT_P;2022;620000349;CH REGION DE ST OMER;620101360;N2800;20.15;;;;;
PERINAT_P;2022;620000349;CH REGION DE ST OMER;620101360;NAUT;10.23;;;;;
PERINAT_P;2022;620000653;CH BOULOGNE-SUR-MER;620103440;M1030;1;;;;;
PERINAT_P;2022;620000653;CH BOULOGNE-SUR-MER;620103440;M1140;0.8;;;;;
PERINAT_P;2022;620000653;CH BOULOGNE-SUR-MER;620103440;M2050;11.4;;;;;
PERINAT_P;2022;620000653;CH BOULOGNE-SUR-MER;620103440;MAUT;0.16;;;;;
PERINAT_P;2022;620000653;CH BOULOGNE-SUR-MER;620103440;MIVG;0.4;;;;;
PERINAT_P;2022;620000653;CH BOULOGNE-SUR-MER;620103440;N2200;8.93;;;;;
PERINAT_P;2022;620000653;CH BOULOGNE-SUR-MER;620103440;N2340;15.47;;;;;
PERINAT_P;2022;620000653;CH BOULOGNE-SUR-MER;620103440;N2530;12.7;;;;;
PERINAT_P;2022;620000653;CH BOULOGNE-SUR-MER;620103440;N2800;22.54;;;;;
PERINAT_P;2022;620000653;CH BOULOGNE-SUR-MER;620103440;N280H;22.54;;;;;
PERINAT_P;2022;620000653;CH BOULOGNE-SUR-MER;620103440;NAUT;26.5;;;;;
PERINAT_P;2022;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;M1030;;;1;0;0;0
PERINAT_P;2022;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;M1140;;;0;1;;
PERINAT_P;2022;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;M2050;6.38;;0;1;;
PERINAT_P;2022;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;MIVG;0.2;;;;;
PERINAT_P;2022;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;N2200;3.13;;;;;
PERINAT_P;2022;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;N2340;5.6;;;;;
PERINAT_P;2022;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;N2530;9.32;;;;;
PERINAT_P;2022;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;N2700;0.25;;;;;
PERINAT_P;2022;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;N2800;15.32;;;;;
PERINAT_P;2022;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;N280H;15.32;;;;;
PERINAT_P;2022;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;NAUT;11.26;;;;;
PERINAT_P;2022;620025346;POLYCLINIQUE DE LA  CLARENCE;620001834;M1140;0.85;;;;;
PERINAT_P;2022;620025346;POLYCLINIQUE DE LA  CLARENCE;620001834;M2050;5.07;;;;;
PERINAT_P;2022;620025346;POLYCLINIQUE DE LA  CLARENCE;620001834;MAUT;0.1;;;;;
PERINAT_P;2022;620025346;POLYCLINIQUE DE LA  CLARENCE;620001834;N2200;0.12;;;;;
PERINAT_P;2022;620025346;POLYCLINIQUE DE LA  CLARENCE;620001834;N2340;2.46;;;;;
PERINAT_P;2022;620025346;POLYCLINIQUE DE LA  CLARENCE;620001834;N2530;10.82;;;;;
PERINAT_P;2022;620025346;POLYCLINIQUE DE LA  CLARENCE;620001834;N2700;0.37;;;;;
PERINAT_P;2022;620025346;POLYCLINIQUE DE LA  CLARENCE;620001834;N2800;16.44;;;;;
PERINAT_P;2022;620025346;POLYCLINIQUE DE LA  CLARENCE;620001834;N280H;1.11;;;;;
PERINAT_P;2022;620025346;POLYCLINIQUE DE LA  CLARENCE;620001834;NAUT;12.7;;;;;
PERINAT_P;2022;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620014779;M1030;;5;0;1;0;0
PERINAT_P;2022;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620014779;M1140;0.55;;0;1;;
PERINAT_P;2022;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620014779;M2050;;3;0;1;;
PERINAT_P;2022;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620014779;N2200;1.27;;;;;
PERINAT_P;2022;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620014779;N2530;11.21;;;;;
PERINAT_P;2022;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620014779;N2700;0.33;;;;;
PERINAT_P;2022;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620014779;N2800;9.08;;;;;
PERINAT_P;2022;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620014779;NAUT;3.34;;;;;
PERINAT_P;2022;620100735;CLINIQUE ANNE ARTOIS;620000265;M1140;0;1;;;;
PERINAT_P;2022;620118513;CENTRE MCO COTE D'OPALE;620002915;M1030;;7;;;;
PERINAT_P;2022;620118513;CENTRE MCO COTE D'OPALE;620002915;M1140;2.81;;;;;
PERINAT_P;2022;620118513;CENTRE MCO COTE D'OPALE;620002915;M2050;;5;;;;
PERINAT_P;2022;620118513;CENTRE MCO COTE D'OPALE;620002915;N2200;5.54;;;;;
