BOR;AN;FI;RS;FI_EJ;UNI;LIT;LIT_PROXI;JLI;SEJ;PAS;PAS0;JOU;pctEXT;IGC2med;SEJ80;ETPSAL_MED;EFFLIB_MED;ETPSAL_INFSP;EFFLIB_INFSP;ETPSAL_INFNS;EFFLIB_INFNS;ETPSAL_AID;EFFLIB_AID;ETPSAL_KINE;EFFLIB_KINE;ETPSAL_APNM;EFFLIB_APNM
REA;2022;590816310;CLINIQUE SAINT AME;590000048;SURVADU;8;0;2920;392;;;2125;;;;;6;;;7.4;;5.3;;;;;
REA;2022;590817458;CLINIQUE DE LA VICTOIRE;590053955;SURVADU;6;;2190;123;;;318;;;;;8;;;8.35;;;;;;;
REA;2022;600000194;CH BEAUVAIS;600100713;REAADU;12;;4321;542;558;41;4215;12;42;33;7.64;;0.51;;27.84;;17.84;;;;3.28;
REA;2022;600000194;CH BEAUVAIS;600100713;SITOT;12;;4380;1006;;;3226;;;;;;;;;;;;;;;
REA;2022;600000194;CH BEAUVAIS;600100713;SIUNV;4;;1460;349;;;786;;;;0.77;;;;0.54;;;;;;0.33;
REA;2022;600000194;CH BEAUVAIS;600100713;SURVADU;6;;2190;187;;;559;;;;;;;;6.69;;3.3;;;;0.33;
REA;2022;600000194;CH BEAUVAIS;600100713;USIC;8;;2920;657;;;2440;;;;0.5;;0.3;;2.65;;8.11;;;;0.5;
REA;2022;600000467;CH GHPSO CREIL;600101984;REAADU;15;;6033;439;449;17;4831;7;68;42;4.71;;0.4;;34.64;;30.45;;;;4.87;
REA;2022;600000467;CH GHPSO CREIL;600101984;SITOT;12;0;4380;752;;;4132;;;;;;;;;;;;;;;
REA;2022;600000467;CH GHPSO CREIL;600101984;SIUNV;4;0;1460;147;;;1011;;;;1.12;;0.11;;3.14;;2.41;;;;0.83;
REA;2022;600000467;CH GHPSO CREIL;600101984;SURVADU;6;6;696;60;;;236;;;;3.58;;0.4;;5.88;;2.5;;;;0.51;
REA;2022;600000467;CH GHPSO CREIL;600101984;SURVENF;4;0;1460;326;;;1644;;;;1.14;;0.03;;3.85;;1.75;;;;3.4;
REA;2022;600000467;CH GHPSO CREIL;600101984;USIC;8;0;2920;605;;;3121;;;;2.2;;0.2;;3.99;;8.87;;;;1.06;
REA;2022;600100168;CENTRE MÉDICO-CHIRURGICAL DES JOCKEYS;600106629;SURVADU;4;;1460;39;;;242;;;;4.5;;;;2;;2;;1;;;
REA;2022;600100754;POLYCLINIQUE SAINT CÔME;600000228;AUTSI;8;;2920;393;;;1782;;;;0;10;1;;8.81;;6;;;1;1.78;
REA;2022;600100754;POLYCLINIQUE SAINT CÔME;600000228;SITOT;8;;2920;393;;;1782;;;;;;;;;;;;;;;
REA;2022;600100754;POLYCLINIQUE SAINT CÔME;600000228;SURVADU;12;;4380;880;;;8732;;;;0;10;1;;13.49;;11.74;;;1;2;
REA;2022;600110175;CLINIQUE DU PARC SAINT-LAZARE;600001234;SURVADU;6;;2190;146;;;775;;;;;3;;;;;;;;;;
REA;2022;600113476;CH CHICN COMPIÈGNE;600100721;AUTSI;2;;730;29;;;249;;;;0;;;;;;;;;;;
REA;2022;600113476;CH CHICN COMPIÈGNE;600100721;REAADU;15;;5262;473;485;14;4173;10;47;60;6;;1;;28.92;;18.01;;;;3.61;
REA;2022;600113476;CH CHICN COMPIÈGNE;600100721;SITOT;14;;5110;1156;;;3568;;;;;;;;;;;;;;;
REA;2022;600113476;CH CHICN COMPIÈGNE;600100721;SIUNV;5;;1825;551;;;1213;;;;1.21;;;;;;;;;;;
REA;2022;600113476;CH CHICN COMPIÈGNE;600100721;SURVADU;6;;2190;138;;;451;;;;0;;;;;;;;;;;
REA;2022;600113476;CH CHICN COMPIÈGNE;600100721;USIC;7;;2555;576;;;2106;;;;2.38;;;;;;;;;;;
REA;2022;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;SURVADU;5;0;1825;134;;;847;;;;0;0;0;0;5.98;0;5.93;0;0;0;0;0
REA;2022;610000051;CHICAM - SITE ALENCON;610780082;REAADU;8;;2920;294;301;15;2485;13;38;50;7.99;;;;26.88;;20.8;;;;5.97;
REA;2022;610000051;CHICAM - SITE ALENCON;610780082;SITOT;12;;4644;967;;;3660;;;;;;;;;;;;;;;
REA;2022;610000051;CHICAM - SITE ALENCON;610780082;SIUNV;4;;1948;299;;;1268;;;;1.1;;;;;;;;;;;
REA;2022;610000051;CHICAM - SITE ALENCON;610780082;SURVADU;0;;1076;181;;;887;;;;1;;;;1;;1;;;;;
REA;2022;610000051;CHICAM - SITE ALENCON;610780082;USIC;8;;2696;668;;;2392;;;;8.06;;;;9.93;;9.79;;;;3.58;
REA;2022;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;SURVADU;4;;1460;485;;;617;;;;0.25;;3.59;;;;2.53;;;;1;
REA;2022;610000119;CH  JACQUES MONOD  - FLERS;610780165;REAADU;8;;2920;237;238;3;2467;27;38;48;3.68;;0.8;;20.69;;15.33;;0;;0.8;
REA;2022;610000119;CH  JACQUES MONOD  - FLERS;610780165;SURVADU;4;4;1095;157;;;645;;;;0;;;;;;;;;;;
REA;2022;610006421;CLINIQUE D'ALENCON;610006413;SURVADU;4;;1460;11;;;39;;;;;1;;;1;;1;;;;;
REA;2022;620000026;ETAB HOPALE CTRE CALOT/HELIO;620003814;REAADU;12;;4380;126;127;0;3709;76;24;7;4.94;;;;18.52;;13.74;;1.97;;2.98;
REA;2022;620000034;CH ARRAS;620100057;AUTSI;5;5;1771;80;;;1366;;;;;;;;7.28;7;5.53;5;;;0.58;1
REA;2022;620000034;CH ARRAS;620100057;REAADU;15;;5826;752;778;39;4601;14;48;72;4.57;;1;;30.55;31;20.2;26;;;2.1;3
REA;2022;620000034;CH ARRAS;620100057;SITOT;18;18;6516;1127;;;4924;;;;;;;;;;;;;;;
REA;2022;620000034;CH ARRAS;620100057;SIUNV;5;5;1825;458;;;1092;;;;1.2;;;;13.19;14;12.8;13;;;;
REA;2022;620000034;CH ARRAS;620100057;SURVADU;10;10;2595;750;;;2854;;;;3.2;;;;20.23;23;7.27;7;;;0.1;1
REA;2022;620000034;CH ARRAS;620100057;SURVENF;12;0;3994;848;;;2519;;;;;;3;3;2;2;3.39;4;;;;
REA;2022;620000034;CH ARRAS;620100057;USIC;8;8;2920;589;;;2466;;;;0.62;;;;8.9;11;2.73;3;;;;
REA;2022;620000224;CH BETHUNE;620100651;AUTSI;6;;2190;307;;;2729;;;;;;0.25;;4.59;;2.17;;;;;
REA;2022;620000224;CH BETHUNE;620100651;REAADU;11;;4192;405;415;21;3276;28;42;26;3;;0.97;;39.89;;24.17;;0.95;;1.65;
REA;2022;620000224;CH BETHUNE;620100651;SITOT;12;;4380;748;;;4373;;;;;;;;;;;;;;;
REA;2022;620000224;CH BETHUNE;620100651;SIUNV;6;;2190;441;;;1644;;;;;;1.85;;7.53;;5.95;;0.24;;0.3;
REA;2022;620000224;CH BETHUNE;620100651;SURVADU;8;;2586;401;;;1449;;;;1;;0.22;;3;;3.27;;0.81;;0.1;
REA;2022;620000257;CH LENS;620100685;AUTSI;4;;1460;69;;;1179;;;;0;1;0.46;;;;13;4;15.55;10;8.87;
REA;2022;620000257;CH LENS;620100685;REAADU;21;;7381;957;993;44;4854;7;32;93;4.23;;1.98;;35.7;;20.47;;;;3.92;
REA;2022;620000257;CH LENS;620100685;SITOT;27;;9855;1993;;;8168;;;;;;;;;;;;;;;
REA;2022;620000257;CH LENS;620100685;SIUNV;7;;2555;691;;;1919;;;;2;;0.48;;6.48;;9.22;;;;;
REA;2022;620000257;CH LENS;620100685;SURVADU;18;;6570;1094;;;5093;;;;1.3;;0.98;;17.86;;11.47;;;;0.98;
REA;2022;620000257;CH LENS;620100685;SURVENF;6;;2190;620;;;1831;;;;;;2.84;;2.47;;4.19;;;;;
REA;2022;620000257;CH LENS;620100685;USIC;16;;5840;1233;;;5070;;;;4.8;;1;;23.78;;11.18;;;;;
REA;2022;620000323;CH CALAIS;620101337;AUTSI;4;4;1460;460;;;1928;;;;2.42;;14.24;;9.13;;4.06;;;;0.65;
REA;2022;620000323;CH CALAIS;620101337;REAADU;10;;3650;309;315;11;2375;13;40;16;4.77;;;;28.76;;21.14;;0.35;;5.65;
REA;2022;620000323;CH CALAIS;620101337;SITOT;16;16;5840;1290;;;6340;;;;;;;;;;;;;;;
REA;2022;620000323;CH CALAIS;620101337;SIUNV;6;6;2190;379;;;1771;;;;0.85;;;;7.53;;5.43;;2.2;;0.1;
REA;2022;620000323;CH CALAIS;620101337;SURVADU;4;4;1460;86;;;252;;;;1.24;;;;6.42;;6.62;;0.35;;0.7;
REA;2022;620000323;CH CALAIS;620101337;SURVENF;4;0;1460;544;;;1292;;;;2.04;;1.99;;1.24;;;;;;0.2;
REA;2022;620000323;CH CALAIS;620101337;USIC;6;6;2190;451;;;2641;;;;1.68;;;;7.51;;5.57;;;;0.19;
REA;2022;620000349;CH REGION DE ST OMER;620101360;REAADU;8;;3050;260;264;10;2558;3;56;21;5.75;;;;22.08;;11.54;;;;2.79;
REA;2022;620000349;CH REGION DE ST OMER;620101360;SITOT;6;;2190;443;;;1507;;;;;;;;;;;;;;;
REA;2022;620000349;CH REGION DE ST OMER;620101360;SURVADU;6;0;1384;175;;;1053;;;;1.88;;;;6.49;;5.28;;;;1.33;
REA;2022;620000349;CH REGION DE ST OMER;620101360;USIC;6;;2190;443;;;1507;;;;1;;;;8.62;;7.83;;;;0.8;
REA;2022;620000653;CH BOULOGNE-SUR-MER;620103440;AUTSI;12;;4199;267;;;1717;;;;;;;;;;;;;;;
REA;2022;620000653;CH BOULOGNE-SUR-MER;620103440;REAADU;10;;3650;360;365;18;2353;11;50;46;3.9;;0.67;;24.41;;14.32;;;;5.15;
REA;2022;620000653;CH BOULOGNE-SUR-MER;620103440;SITOT;27;;9674;1835;;;6619;;;;;;;;;;;;;;;
REA;2022;620000653;CH BOULOGNE-SUR-MER;620103440;SIUNV;6;;2190;682;;;1746;;;;0.98;;;;;;;;;;;
REA;2022;620000653;CH BOULOGNE-SUR-MER;620103440;SURVADU;6;;2130;387;;;1089;;;;1;;;;;;;;;;;
REA;2022;620000653;CH BOULOGNE-SUR-MER;620103440;SURVENF;4;;1460;544;;;1546;;;;;;;;;;;;;;;
REA;2022;620000653;CH BOULOGNE-SUR-MER;620103440;USIC;9;;3285;886;;;3156;;;;0.61;;;;;;;;;;;
REA;2022;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;REAADU;8;;2920;320;328;17;2106;6;53;41;3.02;;1;;37.31;;10.02;;;;1.05;
REA;2022;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;SURVADU;6;;2190;154;;;550;;;;0.6;;;;6;;6;;;;;
REA;2022;620003350;HOPITAL DE RIAUMONT;620001834;SURVADU;10;;3650;633;;;1382;;;;1.8;;0.2;;5.37;;3.4;;0.2;;2.86;
REA;2022;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;AUTSI;10;;3650;631;;;2802;;;;3.46;;;;13.14;;8.4;;0.2;;1.74;
REA;2022;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;SITOT;10;;3650;631;;;2802;;;;;;;;;;;;;;;
REA;2022;620006049;CLINIQUE CHIRURGICALE DE SAINT-OMER;620000331;SURVADU;6;0;2190;36;;;289;;;;0;6;;;;;;;;;;
REA;2022;620025346;POLYCLINIQUE DE LA  CLARENCE;620001834;SURVADU;9;;3285;486;;;2128;;;;0.89;;;;7.97;;6.18;;;;0.86;
REA;2022;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620014779;AUTSI;6;;2190;568;;;2247;;;;0;;;;6.61;;3.37;;;;;
REA;2022;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620014779;SITOT;6;;2190;568;;;2247;;;;;;;;;;;;;;;
REA;2022;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620014779;SURVADU;6;;2190;255;;;1208;;;;;;;;6.61;;3.37;;;;;
REA;2022;620100487;CLINIQUE DES ACACIAS;620000125;SURVADU;6;;2190;53;;;346;;;;2;;;;;;;;;1;0.4;
REA;2022;620100735;CLINIQUE ANNE ARTOIS;620000265;SURVADU;6;;2190;372;;;1997;;;;0;8;4;;4;;;;;;;
REA;2022;620100750;CLINIQUE AMBROISE PARE;620000273;SURVADU;6;;2190;440;;;1879;;;;0;8;;;2;;1;;;5;0.2;
REA;2022;620101311;CLINIQUE DES 2 CAPS;620027763;REAADU;0;;0;1;1;0;1;0;18;0;0;;;;;;;;;;;
REA;2022;620101311;CLINIQUE DES 2 CAPS;620027763;SURVADU;6;0;2190;516;;;2502;;;;;6;;;7.2;;7.2;;;4;2;
REA;2022;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;AUTSI;6;;2190;418;;;2123;;;;;6;;;11;;4.8;;;;;
REA;2022;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;REAADU;3;;1095;362;377;0;1005;13;27;51;;4;;;;;;;;;;
REA;2022;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;SITOT;18;;6570;1399;;;5836;;;;;;;;;;;;;;;
REA;2022;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;SURVADU;18;;6570;1146;;;5737;;;;1;20;;;13.5;;6.4;;;;;
REA;2022;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;USIC;12;;4380;981;;;3713;;;;;15;;;12.6;;8.5;;;;;
REA;2022;620118513;CENTRE MCO COTE D'OPALE;620002915;AUTSI;6;;2190;660;;;1813;;;;;7;;;10.45;;4.23;;;;;
REA;2022;620118513;CENTRE MCO COTE D'OPALE;620002915;REAADU;0;;;133;134;0;443;4;15;12;0;;;;;;;;;;;
REA;2022;620118513;CENTRE MCO COTE D'OPALE;620002915;SITOT;16;;5840;1607;;;5012;;;;;;;;;;;;;;;
REA;2022;620118513;CENTRE MCO COTE D'OPALE;620002915;SURVADU;6;;2190;209;;;1066;;;;;7;;;;;;;;;;
REA;2022;620118513;CENTRE MCO COTE D'OPALE;620002915;USIC;10;;3650;947;;;3199;;;;;13;;;9.61;;7.67;;;;;
REA;2022;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;AUTSI;8;;2920;672;;;1596;;;;0.85;;;;13.83;;8.43;;;;3.11;
REA;2022;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;REAADU;52;;18969;2877;3110;464;15978;7;40;229;20.13;;6.01;;142.8;;82.08;;;;21.5;
REA;2022;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;SITOT;36;;13056;3767;;;9792;;;;;;;;;;;;;;;
REA;2022;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;SIUNV;8;;2920;670;;;2519;;;;0.07;;;;12.55;;6.83;;;;0.62;
REA;2022;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;SURVADU;28;0;9924;1585;;;8807;;;;0.4;;;;14.64;;12.58;;0.28;;0.53;
REA;2022;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;USIC;20;;7216;2425;;;5677;;;;1.45;;;;27.25;;23.47;;;;5.95;
REA;2022;630000420;CH PAUL ARDIER ISSOIRE;630781003;SURVADU;4;;1340;237;;;998;;;;4.36;;;;6.62;;5.46;;;;0.55;
REA;2022;630000438;CH DE RIOM;630781011;SURVADU;6;0;2190;532;;;1657;;;;2;;;;;;;;;;;
REA;2022;630000446;CH DE THIERS;630781029;SURVADU;6;;2190;293;;;1520;;;;4.1;0;0;0;9.9;0;8.5;0;0;0;1;0
REA;2022;630000479;CENTRE LUTTE CONTRE LE CANCER J.PERRIN;630781110;REAADU;10;;3650;462;474;17;3056;18;39;36;5.31;;0.57;;21.91;;14;;1.16;;0.74;
REA;2022;630000479;CENTRE LUTTE CONTRE LE CANCER J.PERRIN;630781110;SURVADU;5;;1675;389;;;1525;;;;1.2;;0.38;;5.92;;2.53;;;;0.74;
REA;2022;630780211;POLE SANTE REPUBLIQUE;630000107;SITOT;6;;2190;828;;;1853;;;;;;;;;;;;;;;
REA;2022;630780211;POLE SANTE REPUBLIQUE;630000107;SURVADU;8;;2920;619;;;2054;;;;;13;0.2;;8.22;;5.33;;;;;
REA;2022;630780211;POLE SANTE REPUBLIQUE;630000107;USIC;6;;2190;828;;;1853;;;;;24;0.2;;9.27;;2;;;;;
REA;2022;630780369;CLINIQUE DE LA PLAINE;630000164;SURVADU;4;;1376;176;;;625;;;;1;;;;;;;;;;;
REA;2022;630781268;HOPITAL ESTAING - CHU63;630780989;AUTSI;14;;5110;207;;;5082;;;;0.7;0;;;13.4;;6.81;;;;4.13;
REA;2022;630781268;HOPITAL ESTAING - CHU63;630780989;REAADU;15;;5475;550;576;50;4636;26;45;44;6.43;0;1.69;;41.27;;23.96;;;;8.12;
REA;2022;630781268;HOPITAL ESTAING - CHU63;630780989;REAENF;4;;1460;350;378;20;1730;13;;;8.52;0;4.59;;4.8;;2.8;;;;1.53;
REA;2022;630781268;HOPITAL ESTAING - CHU63;630780989;SITOT;14;;5110;207;;;5082;;;;;;;;;;;;;;;
REA;2022;630781268;HOPITAL ESTAING - CHU63;630780989;SURVADU;8;;2772;589;;;2278;;;;0;0;;;11.58;;9.58;;;;;
REA;2022;630781268;HOPITAL ESTAING - CHU63;630780989;SURVENF;18;;5328;1038;;;3949;;;;4.04;0;11.17;;8.64;;13;;;;8.97;
REA;2022;630781839;HOPITAL PRIVE LA CHATAIGNERAIE;630000826;SURVADU;7;;2555;497;;;1157;;;;;;;;7.2;;2.4;;;;;
REA;2022;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;AUTSI;7;0;2439;127;;;2325;;;;;;;;;;;;;;;
REA;2022;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;REAADU;17;;6203;725;741;27;5260;8;40;53;8.56;;1;;35.91;;22.42;;0.74;;1;
REA;2022;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;SITOT;15;0;5359;1153;;;5096;;;;;;;;;;;;;;;
REA;2022;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;SIUNV;8;0;2920;1026;;;2771;;;;0.99;;;;8.63;;8.9;;1;;2.5;
REA;2022;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;SURVADU;7;;2494;635;;;1457;;;;0.88;;;;12.12;;6;;;;;
REA;2022;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;SURVENF;5;;1825;651;;;2336;;;;1.05;;5.17;;1.03;;5.84;;;;0.13;
REA;2022;640000410;CENTRE HOSPITALIER OLORON;640780821;SURVADU;6;;2422;285;;;1535;;;;6;;0;;9;;5;;0;;2.5;
REA;2022;640000600;CENTRE HOSPITALIER DE PAU;640781290;REAADU;20;;7300;759;771;21;5578;17;42;86;7.22;;1.52;;43;;25.47;;0.64;;3.23;
REA;2022;640000600;CENTRE HOSPITALIER DE PAU;640781290;REAENF;2;;730;132;135;11;388;14;;;2.47;;3.21;;;;0.76;;;;0.19;
REA;2022;640000600;CENTRE HOSPITALIER DE PAU;640781290;SITOT;14;;5110;1961;;;3285;;;;;;;;;;;;;;;
REA;2022;640000600;CENTRE HOSPITALIER DE PAU;640781290;SIUNV;6;;2190;660;;;1790;;;;0.61;;;;1;;1;;;;0.15;
REA;2022;640000600;CENTRE HOSPITALIER DE PAU;640781290;SURVADU;5;5;1825;389;;;1147;;;;1.7;;0.42;;11.18;;10.99;;0.1;;1.16;
REA;2022;640000600;CENTRE HOSPITALIER DE PAU;640781290;SURVENF;4;;1460;428;;;1123;;;;1;;3.39;;;;2.02;;;;1.73;
REA;2022;640000600;CENTRE HOSPITALIER DE PAU;640781290;USIC;8;;2920;1301;;;1495;;;;0.85;;;;13.07;;11.39;;;;1.27;
REA;2022;640016580;CENTRE DE CARDIOLOGIE DU PAYS BASQUE;640010658;SITOT;16;;5840;1777;;;4869;;;;;;;;;;;;;;;
REA;2022;640016580;CENTRE DE CARDIOLOGIE DU PAYS BASQUE;640010658;USIC;16;;5840;1777;;;4869;;;;;;;;14.58;;10.76;;;;;
REA;2022;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;SURVADU;4;0;1460;557;;;1014;;;;0.1;;0.45;;5.53;;3;;;;;
REA;2022;640018206;CLINIQUE BELHARRA;640012209;SURVADU;18;;6570;1111;;;4885;;;;;55;;;18.42;;14.5;;;;2.01;
REA;2022;640019220;POLYCLINIQUE MARZET - SITE DE NAVARRE;640000451;AUTSI;;;;0;;;0;;;;0;16;;;6.16;;2.5;;;;;
REA;2022;640019220;POLYCLINIQUE MARZET - SITE DE NAVARRE;640000451;SURVADU;6;;2190;410;;;1151;;;;;32;;;6;;2.56;;;;;
REA;2022;640780490;CAPIO CLINIQUE AGUILERA;640000212;SURVADU;6;;2190;288;;;1574;;;;;;;;4.1;;3.97;;;;;
REA;2022;640780946;POLYCLINIQUE DE NAVARRE;640000469;AUTSI;6;;2190;524;;;1437;;;;;16;0.4;;6.88;;6.37;;;;1;
REA;2022;640780946;POLYCLINIQUE DE NAVARRE;640000469;SITOT;6;;2190;524;;;1437;;;;;;;;;;;;;;;
REA;2022;640780946;POLYCLINIQUE DE NAVARRE;640000469;SURVADU;6;;2190;572;;;2040;;;;;32;0.4;;6;;6;;;;1;
REA;2022;640781225;CLINIQUE MEDICALE CARDIOLOGIQUE ARESSY;640000568;SITOT;8;;2920;1330;;;2514;;;;;;;;;;;;;;;
REA;2022;640781225;CLINIQUE MEDICALE CARDIOLOGIQUE ARESSY;640000568;SURVADU;6;;2190;227;;;1995;;;;;;;;5.14;;6.41;;;;;
REA;2022;640781225;CLINIQUE MEDICALE CARDIOLOGIQUE ARESSY;640000568;USIC;8;;2920;1330;;;2514;;;;;;;;10.34;;5;;;;1.33;
REA;2022;650000045;CH LOURDES;650780158;SURVADU;10;;3650;539;;;1862;;;;1.5;;0.69;;11.39;;5.17;;;;0;
REA;2022;650000417;CH BIGORRE SITE GESPE TARBES;650783160;REAADU;12;;4380;356;366;16;3118;7;48;33;15.4;;0.9;;31.44;;20.46;;;;4.11;
REA;2022;650000417;CH BIGORRE SITE GESPE TARBES;650783160;SITOT;14;;5110;1155;;;2964;;;;;;;;;;;;;;;
REA;2022;650000417;CH BIGORRE SITE GESPE TARBES;650783160;SIUNV;4;;1460;219;;;605;;;;0.3;;;;;;;;;;;
REA;2022;650000417;CH BIGORRE SITE GESPE TARBES;650783160;SURVADU;4;;1460;211;;;954;;;;22.9;;;;3.24;;4.24;;;;0.84;
REA;2022;650000417;CH BIGORRE SITE GESPE TARBES;650783160;USIC;10;;3650;936;;;2359;;;;5.2;;0.96;;17.23;;10.41;;;;1.67;
REA;2022;650002579;POLYCL DE L'ORMEAU SITE PYRENEES;650000243;SURVADU;6;;2190;294;;;1426;;;;;5;0;;5.45;;3.94;;;;1.72;
REA;2022;650780679;POLYCL DE L'ORMEAU SITE CENTRE;650000243;SITOT;8;;2920;610;;;2223;;;;;;;;;;;;;;;
REA;2022;650780679;POLYCL DE L'ORMEAU SITE CENTRE;650000243;SURVADU;8;;2920;193;;;1881;;;;;5;0.5;;4;;7;;;1;2;
REA;2022;650780679;POLYCL DE L'ORMEAU SITE CENTRE;650000243;USIC;8;;2920;610;;;2223;;;;;15;0.5;;2.5;;5;;;1;2;
REA;2022;650784218;CMC HOPITAUX DE LANNEMEZAN;650780174;SURVADU;5;0;1825;366;;;1354;;;;;;0.25;;6.43;;6.71;;;;;
REA;2022;660000084;CH PERPIGNAN;660780180;AUTSI;8;;2920;445;;;3740;;;;2.5;;;;;;;;;;;
REA;2022;660000084;CH PERPIGNAN;660780180;REAADU;24;;8760;1086;1122;74;8450;13;40;53;15.73;;2.67;;74.02;;50.76;;;;5.25;
REA;2022;660000084;CH PERPIGNAN;660780180;SITOT;28;;9232;2294;;;9155;;;;;;;;;;;;;;;
REA;2022;660000084;CH PERPIGNAN;660780180;SIUNV;12;;3392;1015;;;2838;;;;3.5;;0.83;;14.75;;13.4;;;;0.75;
REA;2022;660000084;CH PERPIGNAN;660780180;SURVADU;16;;5840;614;;;2637;;;;4.7;;;;;;;;;;;
REA;2022;660000084;CH PERPIGNAN;660780180;USIC;8;;2920;834;;;2577;;;;3.5;;0.97;;11.46;;6.5;;;;;
REA;2022;660780784;CL ST PIERRE;660000407;REAADU;10;;3164;500;516;11;2590;8;30;43;;12;1;;18.67;;9.34;;;2;3;
REA;2022;660780784;CL ST PIERRE;660000407;SITOT;8;;2920;1277;;;2877;;;;;;;;;;;;;;;
REA;2022;660780784;CL ST PIERRE;660000407;SURVADU;12;12;4380;778;;;3946;;;;;12;1;;9.46;;9.46;;;2;2;
REA;2022;660780784;CL ST PIERRE;660000407;USIC;8;;2920;1277;;;2877;;;;;10;1;;9.07;;4;;;2;2;
REA;2022;660790387;POLYCL MEDIPOLE ST ROCH;660790379;SURVADU;11;;4015;669;;;1829;;;;;;1;;12.83;;2.08;;;;;
REA;2022;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;670780055;AUTSI;6;6;2184;582;;;1996;;;;1;0;0.67;;14.84;;3.44;;;;2.13;
REA;2022;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;670780055;REAADU;48;;16708;2336;2477;81;14859;3;42;201;17.1;0;3.99;;123.55;;52.65;;0.09;;4.51;
REA;2022;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;670780055;SITOT;26;26;9509;3041;;;8038;;;;;;;;;;;;;;;
REA;2022;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;670780055;SURVADU;30;30;10949;1588;;;8307;;;;3.16;0;0.62;;49.29;;14.99;;0.45;;12.14;
REA;2022;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;670780055;USIC;20;20;7325;2459;;;6042;;;;2.24;0;1.07;;33.94;;14.45;;;;9.29;
REA;2022;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;REAADU;17;;6083;573;584;32;4394;7;47;102;8;;;;33.32;;11.33;;0.29;;7.45;
REA;2022;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;SITOT;18;;5298;1587;;;4378;;;;;;;;;;;;;;;
REA;2022;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;SIUNV;4;;188;40;;;116;;;;0.13;;;;0.75;;0.48;;0.03;;0.32;
REA;2022;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;SURVADU;;;;167;;;355;;;;1;;;;5.88;;2.64;;0.09;;2.45;
REA;2022;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;SURVENF;4;;1404;394;;;1315;;;;0.74;;3.91;;2.61;;2.03;;0.02;;3.78;
REA;2022;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;USIC;14;;5110;1547;;;4262;;;;3;;;;26.7;;8.7;;0.05;;4.7;
REA;2022;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;REAADU;8;;3072;299;307;19;2009;15;50;64;4.2;;;;;;;;;;;
REA;2022;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;SURVADU;2;;744;118;;;355;;;;;;;;;;;;;;;
REA;2022;670000272;CH INTERCOMMUNAL DE LA LAUTER;670780543;SURVADU;8;;2920;423;;;1764;;;;4.13;;0.37;;12.63;;;;0.5;;0.5;
REA;2022;670000397;CENTRE HOSPITALIER DE SELESTAT;670017755;SURVADU;8;;2920;390;;;2398;;;;1.62;;;;13.53;;4;;;;3.84;
REA;2022;670018068;CLINIQUE RHENA GCS ES;670017847;REAADU;0;;0;12;12;0;95;50;28;2;;;;;;;;;;;;
REA;2022;670018068;CLINIQUE RHENA GCS ES;670017847;SITOT;12;0;4380;1275;;;3402;;;;;;;;;;;;;;;
