BOR;AN;FI;RS;FI_EJ;ORG_A1;ORG_B1;ORG_C1;ORG_A2;ORG_B2;ORG_C2;ORG_A24;ORG_B24;ORG_C24;ORG_A3;ORG_B3;ORG_C3;ORG_A6;ORG_B6;ORG_C6;ORG_A7;ORG_B7;ORG_C7;ORG_A8;ORG_B8;ORG_C8;ORG_A10;ORG_B10;ORG_C10;ORG_A11;ORG_B11;ORG_C11;ORG_A17;ORG_A18;ORG_A19;ORG_A20;ORG_A21;ORG_A22;ORG_A23
ORG;2022;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;;;;3;D;D;;;;;;;;;;1;D;;;;;;;;;;;;;;;;;
ORG;2022;540000270;HOPITAL LOCAL DE POMPEY;540003399;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;
ORG;2022;540000288;LES ELIEUX SOINS DE SUITE READAPTATION;540018710;;;;;;;;;;;;;;;;;;;;;;9;;C;;;;0;;;;;;
ORG;2022;540000296;CENTRE HOSPITALIER DE PONT A MOUSSON;540000106;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2022;540000312;CENTRE HOSPITALIER ST NICOLAS DE PORT;540000114;;;;1;A;;;;;;;;;;;;;;;;;9;A;;;;;0;;;;;;
ORG;2022;540000361;CLINIQUE JEANNE D'ARC;540003928;;;;;;;;;;;;;;;;;;;;;;47;C;A;;;;0;;;;;;
ORG;2022;540000395;LES MAISONS HOSPITALI. SITE NANCY;540000122;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;SUD LORRAINE;;;;
ORG;2022;540000452;CLINIQUE SAINT ANDRE;540000908;;;;;;;;;;;;;;;;;;;;;;36;C;C;;;;0;;;;;;
ORG;2022;540000478;CLINIQUE LOUIS PASTEUR;540003449;;;;;;;;;;;;;;;;;;;;;;70;C;D;;;;0;;;;;;
ORG;2022;540000585;SSR DE FLAVIGNY - OHS;540006707;;;;;;;;;;;;;;;;;;;;;;;;;1;C;B;0;;;;;;
ORG;2022;540000858;LES MAISONS HOSPITALI. SITE N. MAISONS;540000122;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;SUD LORRAINE;;;;
ORG;2022;540000981;CTRE D'EDUC-AUTODIAL MEDIC CHRU ALTIR;540001112;;;;;;;;;;;;;;;;;;;;;;2;A;C;;;;0;;;;;;
ORG;2022;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;;;;2;A;;;;;;;;;;;1;D;;2;C;;13;C;;;;;;;;;;;
ORG;2022;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;;;;;;;;;;;;;;;;1;D;;;;;68;C;D;;;;0;;;;;;
ORG;2022;540001286;INSTITUT DE CANCEROLOGIE DE LORRAINE;540003019;;;;4;C;;;;;;;;1;A;;1;A;;1;C;;33;C;;3;A;;1;4;SUD LORRAINE;VOSGES;CŒUR GRAND EST;MOSELLE EST;
ORG;2022;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;;;;14;A;E;;;;;;;1;A;;2;D;E;10;C;D;97;C;D;;;;;;;;;;
ORG;2022;540005196;ETB SOINS DE SUITE LE CHATEAU BACCARAT;540008398;;;;;;;;;;;;;;;;;;;;;;10;C;A;;;;0;;;;;;
ORG;2022;540008380;CTRE D'AUTODIAL ET DIAL MEDIC BRABOIS;540001112;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2022;540009412;CTRE DE READAPTATION LAY ST CHRISTOPHE;540019726;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;SUD LORRAINE;;;;
ORG;2022;540009701;INST REGIONAL DE READAPTATION NANCY;540019726;;;;2;C;;;;;;;;;;;;;;;;;3;C;;;;;1;1;SUD LORRAINE;;;;
ORG;2022;540010568;HAD HADAN AGGLOMERATION NANCEIENNE;540010519;;;;1;B;;;;;;;;;;;;;;;;;106;C;D;;;;1;1;SUD LORRAINE;;;;
ORG;2022;540013224;POLYCLINIQUE MAJORELLE;540000536;;;;;;;;;;;;;;;;;;;;;;35;C;D;;;;0;;;;;;
ORG;2022;540013737;IRR CTRE DE READAPTATION POUR ENFANTS;540019726;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;1;1;SUD LORRAINE;;;;
ORG;2022;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY;540000056;;;;;;;;;;3;A;E;3;B;A;;;;;;;;;;;;;1;1;SUD LORRAINE;;;;
ORG;2022;540022837;CLINIQUE BELLEFONTAINE CLINEA;920030269;;;;;;;;;;;;;;;;;;;;;;20;C;D;;;;1;1;SUD LORRAINE;;;;
ORG;2022;540023744;UDM SITE CH LUNEVILLE(SAS CLQ J D'ARC);540003928;;;;;;;;;;;;;;;;;;;;;;3;C;A;;;;0;;;;;;
ORG;2022;540023884;CLINIQUE DES BOUCLES DE LA MOSELLE;920038627;1;C;;;;;;;;;;;;;;;;;;;;3;C;C;;;;0;;;;;;
ORG;2022;540025046;HAD HADAN SITE JOEUF;540010519;;;;1;B;;;;;;;;;;;;;;;;;12;C;D;;;;1;1;LORRAINE NORD;;;;
ORG;2022;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;550006795;;;;;;;1;C;;;;;;;;1;D;;;;;550;A;;;;;;;;;;;
ORG;2022;550000178;POLYCLINIQUE DU PARC;550000293;;;;2;D;A;;;;;;;;;;;;;;;;;;;;;;1;1;CŒUR GRAND EST;;;;
ORG;2022;550000434;CH BLD FV SITE BLD;550003354;;;;1;C;;;;;;;;;;;1;D;;;;;488;C;A;;;;;;;;;;
ORG;2022;550002885;CENTRE D'AUTODIALYSE A VERDUN (ALTIR);540001112;;;;;;;;;;;;;;;;;;;;;;2;A;C;;;;0;;;;;;
ORG;2022;550005219;CTRE AUTODIAL-UDM A BAR LE DUC (ALTIR);540001112;;;;;;;;;;;;;;;;;;;;;;1;A;;;;;0;;;;;;
ORG;2022;560000127;CHBA SITE DE VANNES;560023210;;;;1;A;;;;;;;;2;A;B;;;;2;C;D;1000;C;D;100;;;;;;;;;
ORG;2022;560000135;GHBS- HÔPITAL DU SCORFF;560005746;1;C;;5;C;;;;;;;;3;A;B;;;;1;C;;770;C;A;;;;;;;;;;
ORG;2022;560000143;CHCB- SITE KÉRIO;560014748;;;;6;D;;;;;;;;2;A;;;;;1;D;;129;C;;;;;;;;;;;
ORG;2022;560000184;CLINIQUE DES AUGUSTINES;560006017;;;;;;;;;;;;;;;;;;;;;;77;A;C;;;;1;1;BROCÉLIANDE ATLANTIQUE;;;;
ORG;2022;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;;;;3;C;A;;;;;;;2;B;A;;;;1;C;;155;;;;;;1;1;BROCÉLIANDE ATLANTIQUE;;;;
ORG;2022;560000242;CPCR BILLIERS;560022246;;;;1;A;;;;;;;;;;;;;;;;;;;;1;G;;0;;;;;;
ORG;2022;560000291;CENTRE HOSPITALIER DE BELLE ILE EN MER;560000085;;;;3;G;C;;;;;;;2;A;B;;;;;;;;;;;;;0;;;;;;
ORG;2022;560000382;ETABLISSEMENT PUBLIC DE SANTE MENTALE;560002032;;;;4;B;A;;;;;;;2;B;A;;;;1;C;;;;;1;E;;;;;;;;
ORG;2022;560000390;CENTRE DE POSTCURE LE PHARE;560006074;;;;;;;;;;;;;1;B;;;;;;;;;;;;;;0;;;;;;
ORG;2022;560000499;CENTRE HOSPITALIER DE BASSE-VILAINE;560002222;;;;2;;;;;;;;;2;;;;;;;;;;;;;;;1;1;BROCÉLIANDE ATLANTIQUE;;;;
ORG;2022;560000697;EPSM JEAN-MARTIN CHARCOT;560002677;;;;4;C;A;;;;;;;6;A;;;;;;;;123;C;A;;;;1;1;GROUPE HOSPITALIER SUD BRETAGNE;;;;
ORG;2022;560002024;CTRE DE REED.FONCTIONNELLE DE KERPAPE;560006074;;;;;;;;;;;;;2;B;A;1;B;;;;;36;C;;;;;0;;;;;;
ORG;2022;560002123;CLINIQUE SAINT VINCENT;920030269;;;;;;;;;;;;;;;;;;;;;;9;C;D;;;;0;;;;;;
ORG;2022;560002685;ETABLISSEMENT SPECIALISE KER JOIE;750043713;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;1;1;CENTRE BRETAGNE;;;;
ORG;2022;560002933;CLINIQUE MUTUALISTE PORTE DE L'ORIENT;560026965;;;;;;;;;;;;;;;;1;A;B;;;;2;C;D;;;;0;;;;;;
ORG;2022;560002974;ETABLISSEMENT DE SANTE LE DIVIT;830013678;;;;;;;;;;;;;1;A;;;;;;;;;;;;;;1;1;GROUPE HOSPITALIER SUD BRETAGNE;;;;
ORG;2022;560003006;CENTRE DE POST-CURE KERDUDO;560000770;;;;;;;;;;;;;1;B;;;;;;;;;;;;;;0;;;;;;
ORG;2022;560003055;CENTRE DE SOINS DE SUITE KORN-ER-HOUET;440042844;;;;1;A;;;;;;;;1;A;;;;;;;;10;D;C;;;;1;1;BROCÉLIANDE ATLANTIQUE;;;;
ORG;2022;560004277;CENTRE DE POST CURE HOVIA;750721029;;;;;;;;;;;;;;;;;;;;;;;;;1;A;B;0;;;;;;
ORG;2022;560006991;HOP DE JOUR CMP ENFANTS ADO PONTIVY;220017974;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;CENTRE BRETAGNE;;;;
ORG;2022;560007510;POLYCLINIQUE DE KERIO;560001307;;;;1;A;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2022;560012122;LONG SEJOUR - CHS CAUDAN;560002677;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;1;1;GROUPE HOSPITALIER SUD BRETAGNE;;;;
ORG;2022;560018509;HAD DE L'AVEN A ETEL;560018459;;;;;;;;;;;;;;;;;;;;;;3;C;A;;;;0;;;;;;
ORG;2022;560023228;CENTRE D'ONCOLOGIE SAINT-YVES;560023178;;;;;;;;;;;;;;;;;;;0;;;1;;C;;;;0;;;;;;
ORG;2022;560027377;ASS DES AUGUSTINES SITE CH MALESTROIT;560006017;;;;;;;;;;;;;;;;;;;;;;7;A;C;;;;1;1;BROCÉLIANDE ATLANTIQUE;;;;
ORG;2022;560027641;USLD CH JOSSELIN;560000077;;;;3;A;B;;;;;;;2;A;B;;;;;;;;;;;;;;;;;;;
ORG;2022;560029068;GCS CLINIQUE DU TER;560029050;;;;;;;;;;;;;1;A;;;;;;;;;;;;;;0;;;;;;
ORG;2022;570000059;CH MARIE-MADELEINE DE FORBACH;570025254;;;;;;;;;;;;;;;;;;;;;;50;C;B;;;;0;;;;;;
ORG;2022;570000083;CLINIQUE SAINT NABOR DE SAINT AVOLD;570000729;;;;;;;;;;;;;;;;;;;;;;13;C;D;;;;0;;;;;;
ORG;2022;570000091;HOPITAL FILIERIS DE FREYMING-MERLEBACH;750050759;;;;;;;;;;;;;;;;;;;;;;20;D;C;;;;0;;;;;;
ORG;2022;570000109;NIDERVILLER - CRS SAINT LUC;570000034;0;;;1;A;;0;;;0;;;0;;;0;;;0;;;1;D;;0;;;0;;;;;;
ORG;2022;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;;;;2;A;D;;;;;;;;;;;;;;;;2;D;;;;;0;;;;;;
ORG;2022;570000281;HOPITAL D'HAYANGE - CHR;570005165;;;;7;E;A;;;;;;;;;;;;;9;C;D;58;C;D;1;G;;;;;;;;
ORG;2022;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;;;;7;E;A;;;;;;;;;;;;;9;C;D;58;C;D;1;G;;;;;;;;
ORG;2022;570000364;CLINIQUE NOTRE DAME DE THIONVILLE;570011569;;;;;;;;;;;;;;;;;;;;;;29;A;C;;;;0;;;;;;
ORG;2022;570000380;ABRESCHVILLER - CRS SAINT LUC;570000034;0;;;1;A;;0;;;0;;;0;;;0;;;0;;;1;D;;0;;;0;;;;;;
ORG;2022;570000596;HIA LEGOUEST;750821092;;;;1;A;;;;;;;;1;B;;;;;;;;98;C;;;;;1;1;LORRAINE NORD;;;;
ORG;2022;570000646;HOPITAL-CLINIQUE CLAUDE BERNARD;570001115;;;;;;;;;;;;;;;;;;;;;;61;A;C;;;;0;;;;;;
ORG;2022;570000687;CH LEMIRE DE SAINT-AVOLD;570025254;;;;;;;;;;;;;;;;;;;;;;5;A;C;;;;0;;;;;;
ORG;2022;570000794;CENTRE L'ADAPT MOSELLE DE THIONVILLE;930019484;;;;;;;;;;;;;;;;;;;;;;32;A;C;1;A;;0;;;;;;
ORG;2022;570000893;CHS DE SARREGUEMINES;570000141;;;;1;A;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2022;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;;;;1;A;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2022;570000950;CLINIQUE STE ELISABETH DE YUTZ;570000398;;;;;;;;;;;;;;;;;;;;;;30;B;C;;;;0;;;;;;
ORG;2022;570000968;CH LE SECQ DE CREPY DE BOULAY;570000430;;;;2;A;A;;;;;;;;;;;;;;;;3;A;B;;;;;;;;;;
ORG;2022;570001016;CHS DE JURY;570000513;;;;;;;;;;;;;1;B;;;;;;;;;;;;;;;;;;;;
ORG;2022;570001057;HOPITAL BELLE-ISLE DE METZ - HPM;570023630;2;B;E;;;;1;D;;;;;;;;;;;;;;934;C;D;;;;0;;;;;;
ORG;2022;570002287;MAISON DE SANTE STE MARGUERITE NOVEANT;570001230;;;;;;;;;;;;;;;;;;;;;;2;C;D;3;C;;0;;;;;;
ORG;2022;570003079;CENTRE DE GERIATRIE LE KEM - SOS SANTE;570010181;;;;;;;;;;;;;;;;;;;;;;37;C;D;;;;0;;;;;;
ORG;2022;570003947;USLD HOPITAL STE BLANDINE DE METZ;570023630;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2022;570005215;CENTRE FELIX MARECHAL DE METZ - CHR;570005165;;;;7;E;A;;;;;;;;;;;;;9;C;D;;;;1;G;;;;;;;;
ORG;2022;570011635;CTRE AUTODIALYSE UDM THIONVILLE-ALTIR;540001112;;;;;;;;;;;;;;;;;;;;;;2;A;C;;;;0;;;;;;
ORG;2022;570012369;CMS DE GORZE;570011387;;;;5;A;;;;;;;;1;A;;1;A;;;;;5;C;B;;;;;;;;;;
ORG;2022;570015248;INSTITUT PRIVE DE RADIOTHERAPIE METZ;950044412;;;;;;;;;;;;;;;;;;;;;;;;;2;A;C;0;;;;;;
ORG;2022;570015750;HOPITAL DE JOUR ENFANTS DE YUTZ;570005165;;;;7;E;A;;;;;;;;;;;;;9;C;D;58;C;D;1;G;;;;;;;;
ORG;2022;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;2;B;E;;;;1;D;;;;;;;;;;;;;;934;C;D;;;;0;;;;;;
ORG;2022;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;;;;7;E;A;;;;;;;;;;;;;9;C;D;58;C;D;1;G;;;;;;;;
ORG;2022;570027441;CLINIQUE CENTRE DE SOINS DU GRAND EST;920030269;;;;;;;;;;;;;;;;;;;;;;3;C;D;;;;0;;;;;;
ORG;2022;570027631;CNPA ST AVOLD;570029504;13;G;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2022;570027680;CTRE AUTODIALYSE PELTRE ALTIR;540001112;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2022;570029801;CHR METZ-THIONVILLE SITE LEGOUEST;570005165;;;;7;E;A;;;;;;;;;;;;;9;C;D;58;C;D;1;G;;;;;;;;
ORG;2022;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;;;;;;;;;;;;;;;;;;;;;;70;C;;1;G;;1;1;NIÈVRE;;;;
ORG;2022;580006286;CLINEA LES PORTES DU NIVERNAIS;920030269;;;;;;;;;;;;;;;;;;;;;;15;C;;;;;0;;;;;;
ORG;2022;580780138;POLYCLINIQUE DU VAL DE LOIRE;580000024;;;;;;;;;;;;;;;;2;A;B;;;;22;C;A;;;;0;;;;;;
ORG;2022;580780187;MAISON CONVALESC. LUZY CLIN. DU MORVAN;580000057;3;C;;;;;;;;;;;1;A;;;;;;;;3;A;D;;;;0;;;;;;
ORG;2022;580971349;SOINS DE SUITE & RÉADAPT LE RECONFORT;580002129;;;;1;B;;;;;;;;;;;;;;;;;21;C;D;;;;0;;;;;;
ORG;2022;580972008;CRF PASORI - COSNE;580000628;;;;;;;;;;;;;;;;;;;;;;29;C;D;;;;0;;;;;;
ORG;2022;580972610;HOPITAL LOCAL LES CYGNES LORMES;580780054;;;;3;A;A;;;;;;;2;B;A;;;;;;;23;A;C;;;;1;1;NIÈVRE;;;;
ORG;2022;580972636;CENTRE HOSPITALIER PIERRE LÔO;580780971;1;B;;;;;;;;;;;3;B;A;;;;;;;205;C;B;;;;;;;;;;
ORG;2022;580972669;CH CLAMECY;580780070;;;;;;;;;;;;;2;D;A;;;;;;;23;B;C;7;C;D;;;;;;;
ORG;2022;580972685;CH DECIZE;580780096;;;;;;;;;;;;;;;;;;;;;;2;C;A;;;;;;;;;;
ORG;2022;580972693;HOPITAL PIERRE BEREGOVOY;580780039;1;;;3;A;B;;;;;;;2;A;;1;D;;2;C;;351;C;D;;;;0;;;;;;
ORG;2022;580972701;USLD CENTRE LUZY;580970978;;;;;;;;;;;;;1;A;;;;;;;;;;;;;;;;;;;;
ORG;2022;590000014;CH SOMAIN;590780052;;;;1;D;;;;;;;;;;;;;;;;;41;C;D;1;G;;1;1;DOUAISIS;;;;
ORG;2022;590000097;CH LA BASSEE;590780185;;;;4;A;;;;;;;;3;A;;;;;;;;;;;;;;;;;;;;
ORG;2022;590000105;CHR LILLE;590780193;;;;;;;;;;;;;1;E;;;;;;;;;;;1;C;E;;;;;;;
ORG;2022;590000113;GROUPE HOSPITALIER LOOS HAUBOURDIN;590053120;;;;4;A;D;;;;;;;3;B;;;;;;;;90;C;A;10;A;C;1;1;LILLE MÉTROPOLE FLANDRE INTÉRIEURE;;;;
ORG;2022;590000121;CH SECLIN;590780227;;;;3;C;A;;;;;;;;;;1;D;;;;;309;;;;;;;;;;;;
ORG;2022;590000188;CLCC OSCAR LAMBRET LILLE;590780334;;;;4;A;E;;;;;;;2;E;B;;;;;;;;;;;;;0;;;;;;
ORG;2022;590000337;CH DUNKERQUE;590781415;0;;;1;A;;0;;;5;D;A;1;B;;1;D;;1;C;;180;C;A;1;G;;0;;;;;;
ORG;2022;590000428;CH CAMBRAI;590781605;;;;2;D;D;;;;;;;1;B;;;;;4;C;C;;;;;;;1;1;HAINAUT-CAMBRÉSIS;;;;
ORG;2022;590000436;CH LE CATEAU;590781621;3;C;A;;;;;;;1;C;A;3;B;;;;;;;;137;A;C;;;;;;;;;;
ORG;2022;590000444;CH JEUMONT;590781639;;;;1;C;;;;;;;;1;A;;;;;;;;13;C;A;;;;;;;;;;
ORG;2022;590000451;CH HAUTMONT;590781647;;;;1;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2022;590000469;CH FOURMIES;590781662;;;;;;;;;;1;D;;;;;;;;;;;;;;;;;;;;;;;
ORG;2022;590000477;CH LE QUESNOY;590781670;;;;4;;;;;;;;;2;B;;;;;;;;67;;;;;;1;1;HAINAUT-CAMBRÉSIS;;;;
ORG;2022;590000527;CH AVESNES;590781795;;;;3;A;B;;;;;;;3;B;A;;;;;;;3;C;G;2;C;;;;;;;;
ORG;2022;590000535;CH DE MAUBEUGE MCO;590781803;;;;11;A;D;;;;;;;5;B;;;;;1;C;;51;C;D;;;;1;1;HAINAUT-CAMBRÉSIS;;;;
ORG;2022;590000543;CH FELLERIES-LIESSIES;590781811;;;;1;C;;;;;1;A;;;;;;;;;;;;;;;;;;;;;;;
ORG;2022;590000592;CH DENAIN;590782165;1;D;;3;A;;;;;0;;;2;B;E;;;;;;;32;D;C;15;A;;;;;;;;
ORG;2022;590000600;CH SAINT- AMAND LES EAUX;590782207;;;;2;C;A;;;;;;;1;A;;1;D;;;;;6;C;;2;G;;1;1;HAINAUT-CAMBRÉSIS;;;;
ORG;2022;590000618;CH VALENCIENNES;590782215;0;;;6;C;D;0;;;2;D;A;1;F;;1;F;;1;C;;650;C;A;0;;;;;;;;;
ORG;2022;590000691;CH WATTRELOS;590782439;;;;;;;;;;;;;2;B;;;;;;;;40;C;A;1;;;;;;;;;
ORG;2022;590000758;CH ARMENTIERES;590782637;;;;1;D;;;;;0;;;1;B;;1;D;;2;C;D;15;C;E;;;;;;;;;;
ORG;2022;590000766;CH BAILLEUL;590782645;;;;3;C;;;;;;;;2;B;;;;;1;D;;2;C;;1;C;;;;;;;;
ORG;2022;590000774;CH HAZEBROUCK;590782652;;;;3;C;D;;;;;;;2;A;B;;;;;;;11;;;;;;;;;;;;
ORG;2022;590000782;EPSM LILLE METROPOLE;590782660;;;;4;A;E;;;;;;;2;A;B;;;;;;;362;A;C;;;;;;;;;;
ORG;2022;590000790;EPSM DES FLANDRES;590782678;;;;6;A;;;;;;;;;;;;;;;;;66;C;A;;;;1;3;LILLE MÉTROPOLE FLANDRE INTÉRIEURE;PSY NORD PAS-DE-CALAIS;ARTOIS-TERNOIS;;
ORG;2022;590001004;CH DOUAI DECHY;590783239;;;;6;B;C;;;;;;;3;;;2;B;B;;;;8;C;D;14;;;0;;;;;;
ORG;2022;590001418;EPSM AGGL LILLOISE ST-ANDRE;590034740;;;;1;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2022;590001442;CH ZUYDCOOTE;590784245;0;;;4;A;B;0;;;0;;;1;B;;0;;;0;;;8;C;D;0;;;;;;;;;
ORG;2022;590001582;CH INTERCOMMUNAL WASQUEHAL;590785663;;;;;;;;;;;;;;;;;;;;;;134;A;C;;;;;;;;;;
ORG;2022;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;;;;1;A;;;;;;;;;;;;;;;;;59;A;C;;;;1;1;DUNKERQUOIS ET AUDOMAROIS;;;;
ORG;2022;590005245;S.A CLINIQUE DE L'ESCREBIEUX;590005245;;;;;;;;;;;;;;;;;;;;;;5;C;;;;;0;;;;;;
ORG;2022;590006607;HOP JEANNE DE FLANDRE CHR LILLE;590780193;;;;;;;;;;;;;;;;;;;;;;2;C;D;;;;;;;;;;
ORG;2022;590006896;POLYCLINIQUE DE LA THIÉRACHE;590000519;;;;1;C;;;;;;;;;;;;;;;;;25;C;;;;;1;1;77 NORD;;;;
ORG;2022;590008041;POLYCLINIQUE VAUBAN;590008033;;;;;;;;;;1;C;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2022;590008306;CENTRE D'AUTODIALYSE ADH DE SOMAIN;620112581;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2022;590025128;HAD DU HAINAUT;620001834;;;;1;F;;;;;;;;;;;1;B;;;;;;;;;;;0;;;;;;
ORG;2022;590025458;HAD DU CH D'HAZEBROUCK;590782652;;;;;;;;;;;;;;;;;;;;;;46;C;;;;;;;;;;;
ORG;2022;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;;;;1;C;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2022;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;;;;;;;;;;;;;;;;;;;;;;22;C;;;;;0;;;;;;
ORG;2022;590034732;CRF LA ROUGEVILLE;590000675;;;;;;;;;;;;;;;;;;;;;;15;C;D;;;;0;;;;;;
ORG;2022;590035390;CTRE D'AUTODIALYSE ADH DE LAMBERSART;620112581;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2022;590035838;HAD SAMBRE AVESNOIS;590000485;;;;;;;;;;;;;;;;;;;8;C;D;;;;;;;0;;;;;;
ORG;2022;590040267;SSR MONTS DE FLANDRE EPSM FLANDRES;590782678;;;;;;;;;;;;;;;;;;;;;;13;C;A;;;;1;2;PSY NORD PAS-DE-CALAIS;LILLE MÉTROPOLE FLANDRE INTÉRIEURE;;;
ORG;2022;590041471;AUTODIALYSE ADH BRUAY-SUR-L'ESCAUT;620112581;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2022;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;;;;;;;;;;;;;;;;;;;;;;29;C;;;;;0;;;;;;
ORG;2022;590045407;HAD CHRU LILLE;590780193;;;;;;;;;;;;;;;;;;;;;;288;C;C;;;;0;;;;;;
ORG;2022;590046124;SANTELYS HAD ROUBAIX ET ENVIRONS;590799995;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;LILLE MÉTROPOLE FLANDRE INTÉRIEURE;;;;
ORG;2022;590046579;CENTRE D'AUTODIALYSE MARLY;620112581;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;0;;;;;;
ORG;2022;590047957;CENTRE D'ONCOL ET DE RADIOTH GALILEE;590008629;;;;1;C;D;;;;;;;;;;3;C;;;;;;;;;;;0;;;;;;
ORG;2022;590052049;CALIVAL;590006268;;;;1;A;;;;;;;;;;;2;A;;;;;7;C;;;;;0;;;;;;
ORG;2022;590053955;SAS HPM NORD;590053955;;;;;;;;;;;;;;;;;;;;;;;;;8;C;A;0;;;;;;
ORG;2022;590056990;CENTRE ADH D'AUTODIALYSE A DENAIN;620112581;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2022;590060455;UNITÉ DE DIALYSE MÉDICALISÉE;590053955;;;;;;;;;;;;;;;;;;;;;;3;C;;;;;0;;;;;;
ORG;2022;590060851;CENTRE LEONARD DE VINCI;590008629;;;;1;C;D;;;;;;;;;;3;C;;;;;;;;;;;0;;;;;;
ORG;2022;590064416;INSTITUT DE SSR JEAN STABLINSKI;590782215;0;;;0;;;0;;;0;;;0;;;0;;;0;;;40;A;D;0;;;;;;;;;
ORG;2022;590064812;CTRE D'AUTODIALYSE ADH DE ST AMAND;620112581;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2022;590067047;CENTRE PSYPRO LILLE;690051461;;;;;;;;;;;;;;;;1;A;B;;;;4;C;D;;;;0;;;;;;
ORG;2022;590780060;INSTITUT OPHTALMIQUE;590000022;;;;;;;;;;;;;;;;;;;;;;1;A;;;;;0;;;;;;
ORG;2022;590780094;CENTRE LEONARD DE VINCI;590000055;;;;1;;;;;;;;;;;;3;;;;;;;;;;;;0;;;;;;
ORG;2022;590780250;CLINIQUE LILLE SUD;590053955;;;;;;;1;C;D;;;;;;;;;;;;;14;C;;;;;0;;;;;;
ORG;2022;590780268;HOPITAL PRIVÉ LE BOIS;590053955;;;;1;D;;;;;;;;;;;;;;;;;143;C;;;;;0;;;;;;
ORG;2022;590780342;CLINIQUE AMBROISE PARE;590053955;;;;;;;;;;;;;;;;;;;;;;18;C;;;;;0;;;;;;
ORG;2022;590780383;HOPITAL PRIVE LA LOUVIERE;590000204;;;;1;D;;;;;;;;;;;;;;;;;62;C;;;;;0;;;;;;
ORG;2022;590781951;CLINIQUE DU SPORT ET D'ORTHOPEDIE;590053955;;;;;;;;;;;;;;;;;;;;;;27;C;;;;;0;;;;;;
ORG;2022;590782181;CRF LE VAL BLEU DE VALENCIENNES;590039863;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2022;590782256;NOUVELLE CLINIQUE DES DENTELLIERES;590000659;;;;1;A;;;;;;;;;;;2;A;;;;;7;C;;;;;0;;;;;;
ORG;2022;590782280;CLINIQUE SAINT-ROCH;590004552;;;;1;C;;;;;;;;1;B;;;;;;;;40;C;D;2;A;C;1;1;HAINAUT-CAMBRÉSIS;;;;
ORG;2022;590782298;POLYCLINIQUE DU PARC;590000675;;;;;;;;;;;;;;;;;;;;;;43;C;D;;;;0;;;;;;
