BOR;AN;FI;GRP;RS;FI_ET;RS_ET;FI_EJ
STB;2019;590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590805800;CMP ADULTES GD CHEMIN EPSM AGG LILLOIS;590034740
STB;2019;590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590805818;CMP ADULT-ENF WATTRELOS EPSM AGLOM;590034740
STB;2019;590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590805826;CMP ADULTES FAUB DE ROUBAIX EPSM AG;590034740
STB;2019;590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590805834;CMP ADULTES PARIS 2 EPSM AGGL LILLOISE;590034740
STB;2019;590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590805933;CMP ADULT VILL ASCQ EPSM AGGLO LILLOIS;590034740
STB;2019;590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590805982;CMP ENF LA MADELEINE EPSM LILLE METROP;590034740
STB;2019;590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590805990;CMP ENF MONS EPSM AGGLO LILLOISE;590034740
STB;2019;590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590806022;CMP ENFANTS PARIS 2 EPSM AGGL LILLOISE;590034740
STB;2019;590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590806030;CMP ENFANTS L BLANC EPSM AGGL LILLOISE;590034740
STB;2019;590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590806048;CMP ENFANTS LECLERC EPSM AGGL LILLOISE;590034740
STB;2019;590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590806121;CMP ENF COMICES EPSM AGGLOM LILLOISE;590034740
STB;2019;590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590806451;CMP ENFANTS LAMBERSART EPSM AGG LILLOI;590034740
STB;2019;590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590806691;CMP ENFANTS LOMME EPSM AGGLO LILLOISE;590034740
STB;2019;590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590810487;CL PSY ADUL JEAN VARLET EPSM AGGL LILL;590034740
STB;2019;590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590811311;CMP ADULT CAMIL CLAUDEL EPSM AGGL LILL;590034740
STB;2019;590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590814539;CCAP ILOT PSY EPSM AGGL LILLOISE;590034740
STB;2019;590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590815205;CMP ENFANTS DE LILLE EPSM AGGL LILLOIS;590034740
STB;2019;590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590816138;CMP ENFANTS MOTTE EPSM AGGL LILLOISE;590034740
STB;2019;590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590817177;HJ PSY ENFANT ARC EN CIEL EPSM AGGL LI;590034740
STB;2019;590001442;04;CH ZUYDCOOTE;;;590784245
STB;2019;590001582;04;CH INTERCOMMUNAL WASQUEHAL;590811485;CTRE SLD LE MOLINEL WASQUEHAL;590785663
STB;2019;590001749;09;POLYCLINIQUE DE GRANDE SYNTHE;;;590788956
STB;2019;590002317;15;CENTRE CHATEAU MAINTENON;;;590799912
STB;2019;590005245;05;S.A CLINIQUE DE L'ESCREBIEUX;590047791;HOPITAL DE JOUR;590005245
STB;2019;590005245;05;S.A CLINIQUE DE L'ESCREBIEUX;590813069;CLINIQUE DE L'ESCREBIEUX;590005245
STB;2019;590006607;04;HOP JEANNE DE FLANDRE CHR LILLE;;;590780193
STB;2019;590006896;09;POLYCLINIQUE DE LA THIÉRACHE;;;590000519
STB;2019;590008041;09;POLYCLINIQUE VAUBAN;;;590008033
STB;2019;590009148;15;CLINIQUE ROBERT SCHUMAN;;;810002519
STB;2019;590016408;15;CLINIQUE LAUTREAMONT LOOS;;;590016358
STB;2019;590025128;09;HAD DU HAINAUT;;;620001834
STB;2019;590025458;04;HAD DU CH D'HAZEBROUCK;;;590782652
STB;2019;590032108;09;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;;;590024469
STB;2019;590032199;09;HOPITAL A DOMICILE DU CAMBRESIS;;;590024469
STB;2019;590033429;04;CENTRE GUY TALPAERT CH ROUBAIX;;;590782421
STB;2019;590034732;09;CRF LA ROUGEVILLE;;;590000675
STB;2019;590035838;09;HAD SAMBRE AVESNOIS;;;590000485
STB;2019;590040267;04;SSR MONTS DE FLANDRE EPSM FLANDRES;;;590782678
STB;2019;590043469;09;HOPITAL A DOMICILE DE FLANDRE MARITIME;;;590024469
STB;2019;590044632;04;USLD ISABEAU DE ROUBAIX CH ROUBAIX;;;590782421
STB;2019;590044665;15;CLINIQUE DES 4 CANTONS;;;750720575
STB;2019;590045407;04;HAD CHRU LILLE;;;590780193
STB;2019;590046124;09;SANTELYS HAD ROUBAIX ET ENVIRONS;;;590799995
STB;2019;590047718;04;HOPITAL DE JOUR ALCOOLOGIE;;;590780052
STB;2019;590048476;09;HAD SYNERGIE RÉÉDUC-RÉADAPTATION;;;590051801
STB;2019;590049060;15;CLINIQUE MARIE SAVOIE;;;920030269
STB;2019;590049565;09;MAISON MEDICALE JEAN XXIII;;;780020715
STB;2019;590052056;09;GCS GHICL CLINIQUE STE MARIE;;;590051801
STB;2019;590053955;05;HPM NORD;590008579;CLINIQUE PSY ADULTES AVENUE SALOMON;590053955
STB;2019;590053955;05;HPM NORD;590780235;CLINIQUE PSY LA MAISON FLEURIE;590053955
STB;2019;590056479;15;CLINIQUE DE L'EPINOY;;;590062238
STB;2019;590060455;09;UNITÉ DE DIALYSE MÉDICALISÉE;;;590053955
STB;2019;590780060;09;INSTITUT OPHTALMIQUE;;;590000022
STB;2019;590780094;09;CENTRE LEONARD DE VINCI;;;590000055
STB;2019;590780128;09;CRF HELENE BOREL;;;590000063
STB;2019;590780250;09;CLINIQUE LILLE SUD;;;590053955
STB;2019;590780268;09;HOPITAL PRIVÉ LE BOIS;;;590053955
STB;2019;590780284;09;GPT HOPITAUX INSTITUT CATHOLIQUE LILLE;;;590051801
STB;2019;590780342;09;CLINIQUE AMBROISE PARE;;;590053955
STB;2019;590780383;09;HOPITAL PRIVE LA LOUVIERE;;;590000204
STB;2019;590781571;09;CLINIQUE DU CAMBRESIS;;;590000402
STB;2019;590781951;09;CLINIQUE DU SPORT ET D'ORTHOPEDIE;;;590053955
STB;2019;590782181;09;CRF LE VAL BLEU DE VALENCIENNES;;;590039863
STB;2019;590782256;09;NOUVELLE CLINIQUE DES DENTELLIERES;;;590000659
STB;2019;590782280;09;CLINIQUE SAINT-ROCH;;;590004552
STB;2019;590782298;09;POLYCLINIQUE DU PARC;;;590000675
STB;2019;590782546;09;SAS CLINIQUE DE VILLENEUVE D'ASCQ;;;590000733
STB;2019;590782553;09;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;;;590000741
STB;2019;590782611;09;SSR PEDIATRIQUE MARC SAUTELET;;;750719239
STB;2019;590782694;09;CTRE DE CONVALESCENCE PONT BERTIN;;;750034589
STB;2019;590783171;09;CENTRE DE SSR LES ABEILLES;;;590000980
STB;2019;590783189;09;UNITE GERONTOLOGIE ET SOINS DE SUITE;;;590004552
STB;2019;590784864;04;HOP CALMETTE CHR LILLE;;;590780193
STB;2019;590784898;04;HOP SWYNGHEDAUW CHR LILLE;;;590780193
STB;2019;590785341;15;HOPITAL DE JOUR DE LA M.G.E.N.;;;750005068
STB;2019;590785374;09;CLINIQUE TEISSIER;;;620001834
STB;2019;590785424;09;CENTRE L'ADAPT DE CAMBRAI;;;930019484
STB;2019;590786984;09;UNITE LOCALE DE SOINS ESCAUDAIN;;;620020859
STB;2019;590787529;14;CENTRE DE PSYCHIATRIE DE ST SAULVE;590007001;ANT CMP 59I09 ENF ST-AMAND CH VALENCIE;590782215
STB;2019;590787529;14;CENTRE DE PSYCHIATRIE DE ST SAULVE;590007027;CATTP 59G31 & 59G32 CH VALENCIENNES;590782215
STB;2019;590787529;14;CENTRE DE PSYCHIATRIE DE ST SAULVE;590041422;AT FRESNES SUR ESCAUT CH VALENCIENNES;590782215
STB;2019;590787529;14;CENTRE DE PSYCHIATRIE DE ST SAULVE;590046728;CENTRE DE JOUR BRUAY SUR ESCAUT 59G31;590782215
STB;2019;590787529;14;CENTRE DE PSYCHIATRIE DE ST SAULVE;590046736;CENTRE PEDOPSYCHIATRIQUE DE JOUR 59I09;590782215
STB;2019;590787529;14;CENTRE DE PSYCHIATRIE DE ST SAULVE;590805891;CMP 59G30 ONNAING CH VALENCIENNES;590782215
STB;2019;590787529;14;CENTRE DE PSYCHIATRIE DE ST SAULVE;590805941;CMP 59G31 & 59G32 ADUL CH VALENCIENNES;590782215
STB;2019;590787529;14;CENTRE DE PSYCHIATRIE DE ST SAULVE;590806063;CMP 59I09 ENFANTS CH VALENCIENNES;590782215
STB;2019;590787529;14;CENTRE DE PSYCHIATRIE DE ST SAULVE;590806725;CATTP DE MONACO CH VALENCIENNES;590782215
STB;2019;590787529;14;CENTRE DE PSYCHIATRIE DE ST SAULVE;590808416;HJ PSY ENFANTS DENAIN CH VALENCIENNES;590782215
STB;2019;590787529;14;CENTRE DE PSYCHIATRIE DE ST SAULVE;590808424;HJ PSY ADUL 59G30 CH VALENCIENNES;590782215
STB;2019;590787529;14;CENTRE DE PSYCHIATRIE DE ST SAULVE;590815213;CMP 59G30 CONDÉ/ESCAU CH VALENCIENNES;590782215
STB;2019;590787586;04;HOP CARDIOLOGIQUE CHR LILLE;;;590780193
STB;2019;590788865;04;CTRE CURE VERT PRE CH ROUBAIX;590804480;USLD VERT PRE CH ROUBAIX;590782421
STB;2019;590788964;09;SARL CLINIQUE DU PARC;;;590001756
STB;2019;590790473;09;LA PLAINE DE SCARPE;;;620020859
STB;2019;590790655;09;SAINT ROCH CHIRURGIE;;;590002218
STB;2019;590791091;04;CSPA LES BATELIERS CHRU LILLE;590804449;USLD LES BATELIERS CHR LILLE;590780193
STB;2019;590791109;09;CLINIQUE LES BRUYERES;;;590002234
STB;2019;590791323;04;CTRE CONVALESCENCE SSR CH ARMENTIÈRES;590804274;USLD CH ARMENTIERES;590782637
STB;2019;590791729;04;RESIDENCE MALATRAY CH TOURCOING;;;590781902
STB;2019;590796975;04;HOP SALENGRO - HOPITAL B CHR LILLE;;;590780193
STB;2019;590797346;09;UNITE LOC DE SOINS FRESNES SUR ESCAUT;;;620020859
STB;2019;590797353;09;HOPITAL SAINT VINCENT - SAINT ANTOINE;;;590051801
STB;2019;590797387;09;CRF L'ESPOIR DE LILLE HELLEMMES;;;590805628
STB;2019;590801106;04;HOPITAL VICTOR PROVO;;;590782421
STB;2019;590804340;09;USLD POLYCLINIQUE DE GRANDE SYNTHE;;;590788956
STB;2019;590804696;04;HOPITAL GUY CHATILIEZ CH TOURCOING;590035366;USLD RESIDENCE MAHAUT DE GUISNES;590781902
STB;2019;590806360;09;CLINIQUE DE LA MITTERIE;;;590003596
STB;2019;590809703;09;CLINIQUE SAINT-ROCH;;;590004552
STB;2019;590810784;09;CLINIQUE ST-ROCH CONVALESCENCE;;;590004685
STB;2019;590811279;04;HOP CLAUDE HURIEZ CHR LILLE;;;590780193
STB;2019;590812186;04;HOP LA FRATERNITE CH ROUBAIX;590043162;USLD FRATERNITÉ CH ROUBAIX;590782421
STB;2019;590812509;09;SANTELYS HAD LILLE METROPOLE;;;590799995
STB;2019;590812749;04;USLD CH VALENCIENNES;;;590782215
STB;2019;590813176;09;CLINIQUE DES HETRES;;;590005278
STB;2019;590813382;09;NOUVELLE CLINIQUE VILLETTE SA;;;590000386
STB;2019;590813507;09;POLYCLINIQUE DU VAL DE SAMBRE;;;590000485
STB;2019;590815056;09;CLINIQUE DE FLANDRE;;;590005492
STB;2019;590816310;09;CLINIQUE SAINT AME;;;590000048
STB;2019;590816427;15;CLINIQUE DES HAUTS-DE-FRANCE;;;590781829
STB;2019;590817441;09;ETAB HOPALE - CENTRE CLAIR SEJOUR;;;620003814
STB;2019;590817458;09;CLINIQUE DE LA VICTOIRE;;;590053955
STB;2019;590817839;09;CLINIQUE DU VAL DE LYS;;;590053955
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600001911;ATELIER THERAPEUTIQUE CHS CLERMONT;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600006399;HOPITAL DE JOUR;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600008247;CMP CHI CLERMONT BEAUVAIS ADULTE;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600008270;CMP CHI CLERMONT ST-JUST-EN-CHAUSSÉE;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600008296;CMP CHI CLERMONT BRETEUIL ADULTE;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600008304;CMP CHI CLERMONT CREIL;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600008320;CMP CHI CLERMONT SENLIS;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600008346;CMP CHI CLERMONT CRÉPY-EN-VALOIS;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600008353;CMP CHI CLERMONT COMPIÈGNE ADULTE;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600008361;CMP CHI CLERMONT NOYON ADULTE;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600008387;CMP CHI CLERMONT MONTATAIRE;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600008395;CATTP CHI CLERMONT MONTATAIRE;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600008403;CMP CHI CLERMONT COMPIÈGNE ENFANT;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600008411;CATTP ENFANTS COMPIEGNE CHS CLERMONT;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600008437;CMP CHI CLERMONT NOYON ENFANT;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600008445;CMP CHI CLERMONT MÉRU ENFANT;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600008452;CMP CHI CLERMONT BRETEUIL ENFANT;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600008486;CMP CHI CLERMONT CHANTILLY FAISANDERIE;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600008494;CMP CHI CLERMONT CHANTILLY JOFFRE;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600008502;CMP CHI CLERMONT ENFANT;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600008510;FOYER ENFANTS ESTEREL CHS CLERMONT;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600008536;CATTP CHI CLERMONT NOYON ADULTE;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600008585;CTRE JOUR ADULTES ALOISE CHI CLERMONT;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600008593;CATTP CHI CLERMONT BEAUVAIS ADULTE;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600008601;CTRE POST CURE ADULTES COMPIEGNE;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600009567;HOP ECOLE EDOUARD SEGUIN CHS CLERMONT;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600009583;CMP CHI CLERMONT NOYON ADOLESCENT;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600009591;ATELIER THERAPEUTIQUE DE LA COUDRE;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600009617;DPT ACCUEIL FAMILIAL THERAPEUTIQUE;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600009625;CTRE ACC FAM THÉRA CHI CLERMONT COMPIÈ;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600009849;HOSPITALISATION SITE DE COMPIEGNE;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600009856;CMP CHI CLERMONT CHAMBLY;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600009930;AFT CHI CLERMONT BEAUVAIS;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600010235;HOPITAL DE JOUR CHI CLERMONT;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600011688;CATTP CHI CLERMONT ST-JUST-EN-CHAUSSÉE;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600011696;CATTP CHI CLERMONT BRETEUIL ADULTE;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600011704;CATTP CHI CLERMONT CREIL;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600011712;CATTP CHI CLERMONT SENLIS;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600011720;CATTP CHI CLERMONT CRÉPY-EN-VALOIS;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600011746;CATTP CHI CLERMONT COMPIÈGNE ENFANT;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600011753;CATTP CHI CLERMONT MÉRU ENFANT;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600011761;CATTP CHI CLERMONT BRETEUIL ENFANT;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600011779;CATTP CHI CLERMONT CHANTILLY;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600011787;CATTP CHI CLERMONT ENFANT;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600011795;CATTP CHI CLERMONT NOYON ADOLESCENT;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600011803;CATTP CHI CLERMONT PONT-SAINTE-MAXENCE;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600011811;CATTP CHI CLERMONT BEAUVAIS ENFANT;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600011829;CATTP CHI CLERMONT CHAUMONT-EN-VEXIN;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600011837;CATTP CHI CLERMONT ADULTE;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600011845;CATTP CHI CLERMONT MÉRU ADULTE;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600011852;CATTP CHI CLERMONT GRANDVILLIERS;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600101752;CTRE POST CURE L AVENIR CHS CLERMONT;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600105431;CHS CHI CLERMONT FITZ JAMES;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600106017;CTRE JOUR ENFANT BEAUVAIS CHS CLERMONT;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600106025;CENTRE JOUR ENFANTS MARIE NOEL;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600109540;CMP CHI CLERMONT PONT-SAINTE-MAXENCE;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600109599;HJ CHI CLERMONT NOYON;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600109607;CTRE DE PSYCHOTHÉRAPIE INSTITUTIONNELL;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600109904;CATTP CHI CLERMONT COMPIÈGNE ADULTE;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600109912;CMP CHI CLERMONT BEAUVAIS ENFANT;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600109920;CMP CHI CLERMONT CHAUMONT-EN-VEXIN;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600109938;CMP CHI CLERMONT ADULTE;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600109946;CMP CHI CLERMONT MÉRU ADULTE;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600110118;CMP CHI CLERMONT GRANDVILLIERS;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;920023587;CMP ADULTE CH COURBEVOIE NEUILLY;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;920023603;CATTP DU CH COURBEVOIE NEUILLY SEINE;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;920023611;CMP ADULTE CHS COURBEVOIE NEUILLY;600100028
STB;2019;600000012;14;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;920023637;CATTP ADULTES;600100028
STB;2019;600000020;04;HL CRÉPY-EN-VALOIS;600107890;USLD HL CRÉPY-EN-VALOIS;600100085
STB;2019;600000046;04;CH PONT-SAINTE-MAXENCE;600107510;USLD CH PONT-SAINTE-MAXENCE;600100127
STB;2019;600000053;04;CH GHPSO SENLIS;600107478;USLD GHPSO SENLIS;600101984
STB;2019;600000152;04;CH CHAUMONT-EN-VEXIN;600107536;USLD CH CHAUMONT-EN-VEXIN;600100572
STB;2019;600000186;04;CH CLERMONT;600107551;USLD CH CLERMONT;600100648
STB;2019;600000194;04;CH BEAUVAIS;;;600100713
STB;2019;600000285;04;CH CHICN NOYON;600110589;USLD CHICN NOYON;600100721
STB;2019;600000467;04;CH GHPSO CREIL;;;600101984
STB;2019;600001184;04;USLD HL GRANDVILLIERS;;;600108948
STB;2019;600003008;09;SERVICE HOSPITALISATION A DOMICILE;;;600113278
STB;2019;600008643;09;SARL AMBOISE;;;600008635
STB;2019;600009054;15;CLINIQUE EUGENIE;;;600000798
STB;2019;600010094;04;SSR HL CRÈVECOEUR-LE-GRAND;;;600100580
STB;2019;600010102;04;HAD CHICN COMPIÈGNE;;;600100721
STB;2019;600010862;09;SAS CENTRE CHIRURGICAL DE CHANTILLY;;;600010854
STB;2019;600012330;09;SNC CROME DE COMPIEGNE;;;600014005
STB;2019;600100101;03;CH AP-HP LIANCOURT;;;750712184
STB;2019;600100168;09;CENTRE MÉDICO-CHIRURGICAL DES JOCKEYS;;;600106629
STB;2019;600100184;09;CLINIQUE DU VALOIS;;;920033198
STB;2019;600100275;09;SSR BTP CIRES-LÈS-MELLO;;;750034589
STB;2019;600100283;09;CRAR;;;750710428
STB;2019;600100309;09;SSR CRF LAMORLAYE;;;750721334
STB;2019;600100671;09;SSR BTP SAINT-OMER-EN-CHAUSSÉE;;;750034589
STB;2019;600100754;09;POLYCLINIQUE SAINT CÔME;;;600000228
STB;2019;600100796;09;CTRE RÉÉDUC & RÉADAPT FONCTIONELLE;;;750720609
STB;2019;600100861;09;SSR LNA BRETEUIL;;;440052041
STB;2019;600101679;09;SSR UGECAM BEAUVAIS;;;590039863
STB;2019;600101687;09;SSR CGAS GOUVIEUX;;;600010037
STB;2019;600101943;09;CTRE PRÉVENTION RÉADAPTATION CARDIO.;;;750720609
STB;2019;600105381;09;USLD CONDÉ CHANTILLY;;;600106611
STB;2019;600107049;05;ASSOCIATION LA NOUVELLE FORGE;600005268;CATTP NOUVELLE FORGE CRÉPY-EN-VALOIS;600107049
STB;2019;600107049;05;ASSOCIATION LA NOUVELLE FORGE;600009393;CHS NOUVELLE FORGE CREIL;600107049
STB;2019;600107049;05;ASSOCIATION LA NOUVELLE FORGE;600009401;EPSM INSTITUT DECROLY;600107049
STB;2019;600107049;05;ASSOCIATION LA NOUVELLE FORGE;600009435;CMP NOUVELLE FORGE CREIL;600107049
STB;2019;600107049;05;ASSOCIATION LA NOUVELLE FORGE;600009443;CMP NOUVELLE FORGE CRÉPY-EN-VALOIS;600107049
STB;2019;600107049;05;ASSOCIATION LA NOUVELLE FORGE;600011860;CATTP NOUVELLE FORGE SENLIS;600107049
STB;2019;600107049;05;ASSOCIATION LA NOUVELLE FORGE;600101174;CHS NOUVELLE FORGE SENLIS;600107049
STB;2019;600107049;05;ASSOCIATION LA NOUVELLE FORGE;600109888;EPSM HOPITAL DE NUIT;600107049
STB;2019;600107494;04;USLD CH BEAUVAIS;;;600100713
STB;2019;600107668;04;USLD CHICN COMPIÈGNE;;;600100721
STB;2019;600110175;09;CLINIQUE DU PARC SAINT-LAZARE;;;600001234
STB;2019;600111124;09;SSR CONDÉ CHANTILLY;;;600106611
STB;2019;600113476;04;CH CHICN COMPIÈGNE;;;600100721
STB;2019;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610002545;ART ATELIERS - CH L'AIGLE;610780025
STB;2019;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610002578;CATTP MORTAGNE (61G04)-CH L'AIGLE;610780025
STB;2019;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610003980;CATTP (61I01) - CPO ALENCON;610780025
STB;2019;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610004004;CATTP L'AIGLE (61I01) - CPO ALENCON;610780025
STB;2019;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610004012;CATTP BELLEME (61I01) - CPO ALENCON;610780025
STB;2019;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610004020;CATTP VIMOUTIERS (61I01) - CPO ALENCON;610780025
STB;2019;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610004046;CATTP FLERS (61I02) - CPO ALENCON;610780025
STB;2019;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610004053;CATTP ARGENTAN (61I02) - CPO ALENCON;610780025
STB;2019;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610004061;CATTP LA FERTE MACE 61I02- CPO ALENCON;610780025
STB;2019;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610005589;CMP PERSONNES ÂGÉES(61G01) - ALENCON;610780025
STB;2019;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610005639;CATTP (61G01) - BELLEME;610780025
STB;2019;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610007965;CMP - SÉES - CPO;610780025
STB;2019;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610007973;CATTP - ALENCON - CPO;610780025
STB;2019;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610008831;CPO PSYCHIATRIE SITE DE L'AIGLE;610780025
STB;2019;610000028;14;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610008856;CATTP ADULTES;610780025
