BOR;AN;FI;GRP;RS;FI_ET;RS_ET
ST;2019;530000025;02;CENTRE HOSPITALIER DU HAUT ANJOU;530000017;CENTRE HOSPITALIER DU HAUT ANJOU
ST;2019;530000025;02;CENTRE HOSPITALIER DU HAUT ANJOU;530032788;USLD CH HAUT ANJOU CHATEAU GONTIER
ST;2019;530000058;02;HOPITAL LOCAL ERNEE;530000140;HOPITAL LOCAL ERNEE
ST;2019;530000066;02;HOPITAL LOCAL EVRON;530000165;HOPITAL LOCAL EVRON
ST;2019;530000074;02;CENTRE HOSPITALIER DU NORD MAYENNE;530000173;CENTRE HOSPITALIER NORD MAYENNE
ST;2019;530000074;02;CENTRE HOSPITALIER DU NORD MAYENNE;530031384;USLD JARDIN D'ARCADIE
ST;2019;530000371;02;CENTRE HOSPITALIER DE LAVAL;530000264;CENTRE HOSPITALIER DE LAVAL
ST;2019;530000371;02;CENTRE HOSPITALIER DE LAVAL;530008671;UNITÉ CHIMIO CH LAVAL SITE POLYCL DU M
ST;2019;530002591;02;HOPITAL LOCAL VILLAINES LA JUHEL;530000611;HOPITAL LOCAL VILLAINES LA JUHEL
ST;2019;530007202;02;HOPITAL LOCAL DU SUD- OUEST MAYENNAIS;530000132;HOPITAL S.O. MAYENNAIS :SITE DE CRAON
ST;2019;530007202;02;HOPITAL LOCAL DU SUD- OUEST MAYENNAIS;530000181;HOPITAL S.O. MAYENNAIS :SITE DE RENAZE
ST;2019;540000049;02;CENTRE HOSPITALIER SAINT CHARLES TOUL;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL
ST;2019;540000049;02;CENTRE HOSPITALIER SAINT CHARLES TOUL;540008364;USLD CH TOUL
ST;2019;540000056;02;CENTRE PSYCHOTHERAPIQUE NANCY;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY
ST;2019;540000080;02;CENTRE HOSPITALIER DE LUNEVILLE;540000155;CENTRE HOSPITALIER DE LUNEVILLE
ST;2019;540000106;02;CENTRE HOSPITALIER DE PONT A MOUSSON;540000296;CENTRE HOSPITALIER DE PONT A MOUSSON
ST;2019;540000114;02;CENTRE HOSPITALIER ST NICOLAS DE PORT;540000312;CENTRE HOSPITALIER ST NICOLAS DE PORT
ST;2019;540000767;02;CENTRE HOSPITALIER DE BRIEY;540001070;CH DE BRIEY - HOPITAL MAILLOT
ST;2019;540000767;02;CENTRE HOSPITALIER DE BRIEY;540006830;CMP CATTP HJ ENF DU CH BRIEY A BRIEY
ST;2019;540001112;06;ALTIR- ASS LOR TRAITEMENT INSUF RENALE;540000981;CTRE D'EDUC-AUTODIAL MEDIC CHRU ALTIR
ST;2019;540001112;06;ALTIR- ASS LOR TRAITEMENT INSUF RENALE;540008380;CTRE D'AUTODIAL ET DIAL MEDIC BRABOIS
ST;2019;540001112;06;ALTIR- ASS LOR TRAITEMENT INSUF RENALE;550002885;CENTRE D'AUTODIALYSE A VERDUN (ALTIR)
ST;2019;540001112;06;ALTIR- ASS LOR TRAITEMENT INSUF RENALE;550005219;CTRE AUTODIAL-UDM A BAR LE DUC (ALTIR)
ST;2019;540001112;06;ALTIR- ASS LOR TRAITEMENT INSUF RENALE;570003905;CTRE AUTODIALYSE UDM DE METZ - ALTIR
ST;2019;540001112;06;ALTIR- ASS LOR TRAITEMENT INSUF RENALE;570011635;CTRE AUTODIALYSE UDM THIONVILLE-ALTIR
ST;2019;540001112;06;ALTIR- ASS LOR TRAITEMENT INSUF RENALE;570022830;CTRE AUTODIALYSE DE SARREBOURG - ALTIR
ST;2019;540001112;06;ALTIR- ASS LOR TRAITEMENT INSUF RENALE;570027029;CTRE AUTODIAL UDM SARREGUEMINES -ALTIR
ST;2019;540001112;06;ALTIR- ASS LOR TRAITEMENT INSUF RENALE;570027680;CTRE AUTODIALYSE PELTRE ALTIR
ST;2019;540001112;06;ALTIR- ASS LOR TRAITEMENT INSUF RENALE;880001458;CENTRE D'AUTODIALYSE GERARDMER (ALTIR)
ST;2019;540001112;06;ALTIR- ASS LOR TRAITEMENT INSUF RENALE;880001730;CENTRE D'AUTODIALYSE DE VITTEL (ALTIR)
ST;2019;540001112;06;ALTIR- ASS LOR TRAITEMENT INSUF RENALE;880007653;CENTRE D'AUTODIALYSE D'EPINAL (ALTIR)
ST;2019;540001112;06;ALTIR- ASS LOR TRAITEMENT INSUF RENALE;880785019;UNITE DE DIALYSE MEDIC EPINAL (ALTIR)
ST;2019;540001112;06;ALTIR- ASS LOR TRAITEMENT INSUF RENALE;880785548;CENTRE D'AUTODIALYSE DE ST DIE (ALTIR)
ST;2019;540003019;08;INSTITUT DE CANCEROLOGIE DE LORRAINE;540001286;INSTITUT DE CANCEROLOGIE DE LORRAINE
ST;2019;540003399;02;HL INTERCOM POMPEY LAY ST CHRISTOPHE;540000270;HOPITAL LOCAL DE POMPEY
ST;2019;540003928;06;SAS SOCIETE NOUVELLE CLQ JEANNE D'ARC;540023744;UDM SITE CH LUNEVILLE(SAS CLQ J D'ARC)
ST;2019;540019007;02;CENTRE HOSPITALIER 3H SANTE;540000148;CH 3H SANTE SITE DE CIREY SUR VEZOUZE
ST;2019;540019007;02;CENTRE HOSPITALIER 3H SANTE;540006665;USLD BLAMONT CH 3H SANTE
ST;2019;540020963;08;SEL DU CENTRE D'ONCOLOGIE DE GENTILLY;540023256;CENTRE D'ONCOLOGIE DE GENTILLY
ST;2019;540023264;02;CHRU DE NANCY;540000015;CHRU NANCY - MATERNITE
ST;2019;540023264;02;CHRU DE NANCY;540000163;CHRU NANCY - CENTRE EMILE GALLE
ST;2019;540023264;02;CHRU DE NANCY;540001138;CHRU NANCY - HOPITAL CENTRAL
ST;2019;540023264;02;CHRU DE NANCY;540002698;CHRU NANCY - HOPITAUX DE BRABOIS
ST;2019;540023264;02;CHRU DE NANCY;540003043;CHRU NANCY - HOPITAL SAINT JULIEN
ST;2019;540023264;02;CHRU DE NANCY;540006459;CHRU NANCY - USLD ST JULIEN
ST;2019;540023264;02;CHRU DE NANCY;540013232;CHRU NANCY - USLD ST STANISLAS
ST;2019;540023264;02;CHRU DE NANCY;540022811;CHRU NANCY - HJ SSR CTRE BASSE VISION
ST;2019;550000046;02;CENTRE HOSPITALIER ST-CHARLES COMMERCY;550000038;CENTRE HOSPITALIER ST-CHARLES COMMERCY
ST;2019;550000095;02;CHS DE FAINS VEEL;550000251;CHS DE FAINS-VEEL
ST;2019;550003354;02;CENTRE HOSPITALIER DE BAR LE DUC;550000434;CENTRE HOSPITALIER DE BAR-LE-DUC
ST;2019;550006795;02;CENTRE HOSPITALIER VERDUN/SAINT MIHIEL;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS
ST;2019;550006795;02;CENTRE HOSPITALIER VERDUN/SAINT MIHIEL;550000186;CH VERDUN/ST MIHIEL-UNITE D'HOSP. ADOS
ST;2019;550006795;02;CENTRE HOSPITALIER VERDUN/SAINT MIHIEL;550000202;CENTRE HOSPITALIER STE-ANNE ST-MIHIEL
ST;2019;550006795;02;CENTRE HOSPITALIER VERDUN/SAINT MIHIEL;550003362;CH VERDUN/ST MIHIEL - HOP DESANDROUINS
ST;2019;550006795;02;CENTRE HOSPITALIER VERDUN/SAINT MIHIEL;550003370;USLD DU CH VERDUN/ST MIHIEL
ST;2019;560000044;02;CENTRE HOSPITALIER DE PLOERMEL;560000192;CENTRE HOSPITALIER DE PLOERMEL
ST;2019;560000077;02;CENTRE HOSPITALIER DE JOSSELIN;560027641;USLD CH JOSSELIN
ST;2019;560000085;02;HOPITAL DE BELLE ILE EN MER;560000291;CENTRE HOSPITALIER DE BELLE ILE EN MER
ST;2019;560000259;02;CH GUEMENE/SCORFF;560000366;CENTRE HOSPITALIER GUEMENE SUR SCORFF
ST;2019;560002032;02;EPSM DU MORBIHAN;560000382;ETABLISSEMENT PUBLIC DE SANTE MENTALE
ST;2019;560002032;02;EPSM DU MORBIHAN;560010092;LONG SEJOUR - CHS ST AVE
ST;2019;560002222;02;CH DE BASSE-VILAINE;560000499;CENTRE HOSPITALIER DE BASSE-VILAINE
ST;2019;560002677;02;EPSM JEAN-MARTIN CHARCOT;560000697;EPSM JEAN-MARTIN CHARCOT
ST;2019;560002677;02;EPSM JEAN-MARTIN CHARCOT;560012122;LONG SEJOUR - CHS CAUDAN
ST;2019;560005746;02;GROUPE HOSPITALIER BRETAGNE SUD;290000934;GHBS - HOPITAL LA VILLENEUVE
ST;2019;560005746;02;GROUPE HOSPITALIER BRETAGNE SUD;290003995;GHBS - HOPITAL KERGLANCHARD
ST;2019;560005746;02;GROUPE HOSPITALIER BRETAGNE SUD;290014687;GHBS USLD BOIS JOLY
ST;2019;560005746;02;GROUPE HOSPITALIER BRETAGNE SUD;290034610;GHBS - HOPITAL BOIS JOLY
ST;2019;560005746;02;GROUPE HOSPITALIER BRETAGNE SUD;560000135;GHBS- HÔPITAL DU SCORFF
ST;2019;560005746;02;GROUPE HOSPITALIER BRETAGNE SUD;560000275;GHBS - HOPITAL DE KERLIVIO
ST;2019;560005746;02;GROUPE HOSPITALIER BRETAGNE SUD;560000465;GHBS - HOPITAL LE FAOUET
ST;2019;560005746;02;GROUPE HOSPITALIER BRETAGNE SUD;560003980;GHBS - HOPITAL DE KERBERNES
ST;2019;560005746;02;GROUPE HOSPITALIER BRETAGNE SUD;560015422;GHBS - HOPITAL PORT LOUIS - RIANTEC
ST;2019;560014748;02;CH DU CENTRE BRETAGNE;220000194;CHCB SITE PLEMET
ST;2019;560014748;02;CH DU CENTRE BRETAGNE;220000483;CHCB SITE LOUDEAC
ST;2019;560014748;02;CH DU CENTRE BRETAGNE;560000143;CHCB- SITE KÉRIO
ST;2019;560014748;02;CH DU CENTRE BRETAGNE;560014219;CHCB SITE SSR PONTIVY
ST;2019;560023178;08;SELARL CENTRE D'ONCOLOGIE ST YVES;560018038;CENTRE SAINT YVES - SITE CHBA
ST;2019;560023178;08;SELARL CENTRE D'ONCOLOGIE ST YVES;560023228;CENTRE D'ONCOLOGIE SAINT-YVES
ST;2019;560023210;02;CH BRETAGNE ATLANTIQUE;560000127;CHBA SITE DE VANNES
ST;2019;560023210;02;CH BRETAGNE ATLANTIQUE;560000200;CHBA SITE D'AURAY
ST;2019;570000034;02;CRS SAINT LUC;570000109;NIDERVILLER - CRS SAINT LUC
ST;2019;570000034;02;CRS SAINT LUC;570000380;ABRESCHVILLER - CRS SAINT LUC
ST;2019;570000133;02;CH DE LORQUIN;570000885;CENTRE HOSPITALIER DE LORQUIN
ST;2019;570000141;02;CHS DE SARREGUEMINES;570000893;CHS DE SARREGUEMINES
ST;2019;570000158;02;CH DE SARREGUEMINES;570000661;HOPITAL SAINT JOSEPH DE BITCHE
ST;2019;570000158;02;CH DE SARREGUEMINES;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES
ST;2019;570000430;02;CH LE SECQ DE CREPY DE BOULAY;570000968;CH LE SECQ DE CREPY DE BOULAY
ST;2019;570000497;02;HOPITAL -SAINT JACQUES-;570000992;HOPITAL SAINT JACQUES DE DIEUZE
ST;2019;570000513;02;CHS DE JURY;570001016;CHS DE JURY
ST;2019;570005165;02;CHR METZ-THIONVILLE;570000281;HOPITAL D'HAYANGE - CHR
ST;2019;570005165;02;CHR METZ-THIONVILLE;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR
ST;2019;570005165;02;CHR METZ-THIONVILLE;570005215;CENTRE FELIX MARECHAL DE METZ - CHR
ST;2019;570005165;02;CHR METZ-THIONVILLE;570015750;HOPITAL DE JOUR ENFANTS DE YUTZ
ST;2019;570005165;02;CHR METZ-THIONVILLE;570026575;HOPITAL DE JOUR CENTRE BASSE AUDITION
ST;2019;570005165;02;CHR METZ-THIONVILLE;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE
ST;2019;570011387;02;ETS PUBLIC DEPARTEMENTAL DE SANTE;570012369;CMS DE GORZE
ST;2019;570013797;06;ASSOCIATION SAINT ANDRE (ASA);570004002;CENTRE DE DIALYSE DE FREYMING (ASA)
ST;2019;570013797;06;ASSOCIATION SAINT ANDRE (ASA);570010082;CENTRE DE DIALYSE DE NOUILLY (ASA)
ST;2019;570013797;06;ASSOCIATION SAINT ANDRE (ASA);570015636;CENTRE DE DIALYSE DE TALANGE (ASA)
ST;2019;570013797;06;ASSOCIATION SAINT ANDRE (ASA);570027045;CENTRE DE DIALYSE DE ST AVOLD (ASA)
ST;2019;570015099;02;CH DE SARREBOURG;570000117;CH SAINT-NICOLAS DE SARREBOURG
ST;2019;570025254;02;CHIC UNISANTE+;570000059;CH MARIE-MADELEINE DE FORBACH
ST;2019;570025254;02;CHIC UNISANTE+;570000687;CH LEMIRE DE SAINT-AVOLD
ST;2019;580780039;02;CHI AGGLOMERATION DE NEVERS;580004836;CENTRE COLBERT MEDECINE ET SSR
ST;2019;580780039;02;CHI AGGLOMERATION DE NEVERS;580972628;MOYEN SEJOUR PIGNELIN
ST;2019;580780039;02;CHI AGGLOMERATION DE NEVERS;580972693;HOPITAL PIERRE BEREGOVOY
ST;2019;580780047;02;CH CHATEAU-CHINON;580972651;CH CHATEAU-CHINON
ST;2019;580780054;02;CENTRE HOSPITALIER LES CYGNES;580972610;HOPITAL LOCAL LES CYGNES LORMES
ST;2019;580780070;02;CH CLAMECY;580972669;CH CLAMECY
ST;2019;580780088;02;CH COSNE COURS SUR LOIRE;580972677;CH COSNE COURS SUR LOIRE
ST;2019;580780096;02;CH DECIZE;580972685;CH DECIZE
ST;2019;580780757;02;CENTRE LONG SEJOUR STPIERRE LE MOUTIER;580972719;CTRE LONG SEJOUR ST PIERRE LE MOUTIER
ST;2019;580780971;02;CH PIERRE LÔO EPSM DE LA NIEVRE;180004533;CHS CTRE READAP.SOCIO-PROFESSIONNEL
ST;2019;580780971;02;CH PIERRE LÔO EPSM DE LA NIEVRE;580972636;CENTRE HOSPITALIER PIERRE LÔO
ST;2019;580781136;02;CH HENRI DUNANT;580972644;CH HENRI DUNANT LA CHARITE-SUR-LOIRE
ST;2019;580970978;02;CENTRE DE LONG SÉJOUR;580972701;USLD CENTRE LUZY
ST;2019;590001467;06;SAS NEPHROCARE MAUBEUGE;590034815;CTRE D'AUTODIALYSE PONT/SAMBRE
ST;2019;590001467;06;SAS NEPHROCARE MAUBEUGE;590784484;NEPHROCARE MAUBEUGE
ST;2019;590001467;06;SAS NEPHROCARE MAUBEUGE;590811006;CTRE D'AUTODIALYSE MAUBEUGE
ST;2019;590001467;06;SAS NEPHROCARE MAUBEUGE;590813747;CTRE D'AUTODIALYSE FOURMIES
ST;2019;590003281;08;CENTRE GRAY;590804712;CENTRE RADIOTHERAPIE ONCOLOGIE GRAY
ST;2019;590006268;08;GROUPE MEDICAL DES DENTELLIERES;590052049;GROUPE MEDICAL DES DENTELLIERES
ST;2019;590008249;08;SCM BOURGOGNE;590008298;CTRE RADIOTHERAPIE BOURGOGNE
ST;2019;590008629;08;SELARL GR IMAG ET CANCERO PT ST VAAST;590047957;CENTRE D'ONCOL ET DE RADIOTH GALILEE
ST;2019;590008629;08;SELARL GR IMAG ET CANCERO PT ST VAAST;590060851;CENTRE LEONARD DE VINCI
ST;2019;590034740;02;EPSM AGGLOME LILLOISE LOMMELET;590001418;EPSM AGGL LILLOISE ST-ANDRE
ST;2019;590053120;02;GROUPE HOSPITALIER LOOS HAUBOURDIN;590000113;GROUPE HOSPITALIER LOOS HAUBOURDIN
ST;2019;590055562;08;SCM DES DOCTEURS CHOSSIERE ET WAGNER;590055570;SCM DES DOCTEURS CHOSSIERE ET WAGNER
ST;2019;590780052;02;CH SOMAIN;590000014;CH SOMAIN
ST;2019;590780052;02;CH SOMAIN;590047718;HOPITAL DE JOUR ALCOOLOGIE
ST;2019;590780185;02;EPS LES ERABLES (CH LA BASSEE);590000097;CH LA BASSEE
ST;2019;590780193;02;CHR LILLE;590000105;CHR LILLE
ST;2019;590780193;02;CHR LILLE;590006607;HOP JEANNE DE FLANDRE CHR LILLE
ST;2019;590780193;02;CHR LILLE;590045407;HAD CHRU LILLE
ST;2019;590780193;02;CHR LILLE;590784864;HOP CALMETTE CHR LILLE
ST;2019;590780193;02;CHR LILLE;590784898;HOP SWYNGHEDAUW CHR LILLE
ST;2019;590780193;02;CHR LILLE;590787586;HOP CARDIOLOGIQUE CHR LILLE
ST;2019;590780193;02;CHR LILLE;590791091;CSPA LES BATELIERS CHRU LILLE
ST;2019;590780193;02;CHR LILLE;590796975;HOP SALENGRO - HOPITAL B CHR LILLE
ST;2019;590780193;02;CHR LILLE;590811279;HOP CLAUDE HURIEZ CHR LILLE
ST;2019;590780227;02;GROUPE HOSPITALIER SECLIN CARVIN;590000121;CH SECLIN
ST;2019;590780227;02;GROUPE HOSPITALIER SECLIN CARVIN;620000232;CH CARVIN
ST;2019;590780334;08;CLCC OSCAR LAMBRET LILLE;590000188;CLCC OSCAR LAMBRET LILLE
ST;2019;590781415;02;CH DUNKERQUE;590000337;CH DUNKERQUE
ST;2019;590781605;02;CH CAMBRAI;590000428;CH CAMBRAI
ST;2019;590781621;02;CH LE CATEAU-CAMBRESIS;590000436;CH LE CATEAU
ST;2019;590781639;02;CH JEUMONT;590000444;CH JEUMONT
ST;2019;590781647;02;HOPITAL D'HAUTMONT;590000451;CH HAUTMONT
ST;2019;590781662;02;CH FOURMIES;590000469;CH FOURMIES
ST;2019;590781670;02;CH LE QUESNOY;590000477;CH LE QUESNOY
ST;2019;590781795;02;CH AVESNES SUR HELPE;590000527;CH AVESNES
ST;2019;590781803;02;CH DE SAMBRE AVESNOIS;590000535;CH SAMBRE AVESNOIS MAUBEUGE
ST;2019;590781811;02;CH FELLERIES-LIESSIES;590000543;CH FELLERIES-LIESSIES
ST;2019;590781902;02;CH TOURCOING;590791729;RESIDENCE MALATRAY CH TOURCOING
ST;2019;590781902;02;CH TOURCOING;590804696;HOPITAL GUY CHATILIEZ CH TOURCOING
ST;2019;590782165;02;CH DENAIN;590000592;CH DENAIN
ST;2019;590782207;02;CH SAINT- AMAND-LES-EAUX;590000600;CH SAINT- AMAND LES EAUX
ST;2019;590782215;02;CH DE VALENCIENNES;590000618;CH VALENCIENNES
ST;2019;590782215;02;CH DE VALENCIENNES;590787529;CENTRE DE PSYCHIATRIE DE ST SAULVE
ST;2019;590782215;02;CH DE VALENCIENNES;590812749;USLD CH VALENCIENNES
ST;2019;590782421;02;C.H DE ROUBAIX;590033429;CENTRE GUY TALPAERT CH ROUBAIX
ST;2019;590782421;02;C.H DE ROUBAIX;590044632;USLD ISABEAU DE ROUBAIX CH ROUBAIX
ST;2019;590782421;02;C.H DE ROUBAIX;590788865;CTRE CURE VERT PRE CH ROUBAIX
ST;2019;590782421;02;C.H DE ROUBAIX;590801106;HOPITAL VICTOR PROVO
ST;2019;590782421;02;C.H DE ROUBAIX;590812186;HOP LA FRATERNITE CH ROUBAIX
ST;2019;590782439;02;CH WATTRELOS;590000691;CH WATTRELOS
ST;2019;590782637;02;CH ARMENTIERES;590000758;CH ARMENTIERES
ST;2019;590782637;02;CH ARMENTIERES;590791323;CTRE CONVALESCENCE SSR CH ARMENTIÈRES
ST;2019;590782645;02;HOPITAL GENERAL. DE BAILLEUL;590000766;CH BAILLEUL
ST;2019;590782652;02;C.H. D'HAZEBROUCK;590000774;CH HAZEBROUCK
ST;2019;590782652;02;C.H. D'HAZEBROUCK;590025458;HAD DU CH D'HAZEBROUCK
ST;2019;590782660;02;EPSM LILLE METROPOLE;590000782;EPSM LILLE METROPOLE
ST;2019;590782678;02;EPSM DES FLANDRES;590000790;EPSM DES FLANDRES
ST;2019;590782678;02;EPSM DES FLANDRES;590040267;SSR MONTS DE FLANDRE EPSM FLANDRES
ST;2019;590783239;02;CH DOUAI;590001004;CH DOUAI DECHY
ST;2019;590784245;02;CH ZUYDCOOTE;590001442;CH ZUYDCOOTE
ST;2019;590785663;02;CH INTERCOMMUNAL WASQUEHAL;590001582;CH INTERCOMMUNAL WASQUEHAL
ST;2019;590799995;06;SANTELYS ASSOCIATION;020001772;UNITE DE DIALYSE DE CHAUNY
ST;2019;590799995;06;SANTELYS ASSOCIATION;020001913;UNITE DE DIALYSE DE LAON
ST;2019;590799995;06;SANTELYS ASSOCIATION;020006441;UNITE DIALYSE DE COURMELLES
ST;2019;590799995;06;SANTELYS ASSOCIATION;020012860;UNITE DE DIALYSE DE SAINT-QUENTIN
ST;2019;590799995;06;SANTELYS ASSOCIATION;020016242;UNITE DE DIALYSE DE GUISE
ST;2019;590799995;06;SANTELYS ASSOCIATION;020017075;UNITE DE DIALYSE DE CHATEAU-THIERRY
ST;2019;590799995;06;SANTELYS ASSOCIATION;590015418;UNITE DE DIALYSE DE CAUDRY
ST;2019;590799995;06;SANTELYS ASSOCIATION;590023438;UNITE DIALYSE DE COUDEKERQUE BRANCHE
ST;2019;590799995;06;SANTELYS ASSOCIATION;590024618;UNITE DE DIALYSE DE ROUBAIX GRAND RUE
ST;2019;590799995;06;SANTELYS ASSOCIATION;590024659;UNITE DE DIALYSE DE ROUBAIX DELORY
ST;2019;590799995;06;SANTELYS ASSOCIATION;590031738;UNITE DE DIALYSE DE LOOS
ST;2019;590799995;06;SANTELYS ASSOCIATION;590035200;UNITÉ DE DIALYSE DE FACHES-THUMESNIL
ST;2019;590799995;06;SANTELYS ASSOCIATION;590040317;UNITE DE DIALYSE D'IWUY
ST;2019;590799995;06;SANTELYS ASSOCIATION;590040325;UNITE DE DIALYSE DE LA BASSÉE
ST;2019;590799995;06;SANTELYS ASSOCIATION;590044640;UNITE DE DIALYSE DE LILLE
ST;2019;590799995;06;SANTELYS ASSOCIATION;590045514;UNITE DE DIALYSE DE TOURCOING
ST;2019;590799995;06;SANTELYS ASSOCIATION;590045951;UNITE DE DIALYSE DE MÉRIGNIES
ST;2019;590799995;06;SANTELYS ASSOCIATION;590046744;UNITE D'AUTODIALYSE D'HAZEBROUCK
ST;2019;590799995;06;SANTELYS ASSOCIATION;590046751;UNITE DIALYSE DE DOURLERS
ST;2019;590799995;06;SANTELYS ASSOCIATION;590046769;UNITE DE DIALYSE DE HOUPLINES
ST;2019;590799995;06;SANTELYS ASSOCIATION;590047361;UNITE D'AUTODIALYSE DE FLERS
ST;2019;590799995;06;SANTELYS ASSOCIATION;590047866;UNITE DE DIALYSE DE GRAVELINES
ST;2019;590799995;06;SANTELYS ASSOCIATION;590047874;UNITÉ DE DIALYSE MÉDICALISÉE PROVILLE
ST;2019;590799995;06;SANTELYS ASSOCIATION;590060596;UNITE DE DIALYSE DE TOURCOING DRON
ST;2019;590799995;06;SANTELYS ASSOCIATION;590784914;DIALYSE A DOMICILE DE LOOS
ST;2019;590799995;06;SANTELYS ASSOCIATION;590813341;UNITÉ DE DIALYSE DE MONS EN BAROEUL
ST;2019;590799995;06;SANTELYS ASSOCIATION;600002067;UNITÉ DE DIALYSE DE SENLIS
ST;2019;590799995;06;SANTELYS ASSOCIATION;600008734;UNITÉ DE DIALYSE DE FLEURINES
ST;2019;590799995;06;SANTELYS ASSOCIATION;600109748;UNITÉ DE DIALYSE DE BEAUVAIS
ST;2019;590799995;06;SANTELYS ASSOCIATION;620010058;UNITE DE DIALYSE DE COQUELLES
ST;2019;590799995;06;SANTELYS ASSOCIATION;620011338;UNITE DE DIALYSE DE BERCK
ST;2019;590799995;06;SANTELYS ASSOCIATION;620026997;UNITE DE DIALYSE DE SAINT-LEONARD
ST;2019;590799995;06;SANTELYS ASSOCIATION;800010159;UNITÉ DE DIALYSE DE CORBIE
ST;2019;590799995;06;SANTELYS ASSOCIATION;800010324;UNITÉ DE DIALYSE D'AMIENS
ST;2019;600010201;06;SAS LA DIALOISE;600110399;AUTODIALYSE LA DIALOISE NOYON
ST;2019;600010201;06;SAS LA DIALOISE;600112460;AUTODIALYSE LA DIALOISE COMPIÈGNE
ST;2019;600014005;08;SNC CROME;600002158;SNC CROM DE CREIL
ST;2019;600100028;02;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600000012;CTRE HOSPIT ISARIEN - EPSM DE L'OISE
ST;2019;600100085;02;HOPITAL LOCAL DE CRÉPY-EN-VALOIS;600000020;HL CRÉPY-EN-VALOIS
ST;2019;600100127;02;CENTRE HOSPITALIER GEORGES DECROZE;600000046;CH PONT-SAINTE-MAXENCE
ST;2019;600100572;02;CENTRE HOSPITALIER BERTINOT JUEL;600000152;CH CHAUMONT-EN-VEXIN
ST;2019;600100580;02;HÔPITAL LOCAL DE CRÈVECOEUR-LE-GRAND;600010094;SSR HL CRÈVECOEUR-LE-GRAND
ST;2019;600100648;02;CENTRE HOSPITALIER DE CLERMONT;600000186;CH CLERMONT
ST;2019;600100713;02;CENTRE HOSPITALIER DE BEAUVAIS;600000194;CH BEAUVAIS
ST;2019;600100713;02;CENTRE HOSPITALIER DE BEAUVAIS;600107494;USLD CH BEAUVAIS
ST;2019;600100721;02;CH INTERCOMMUNAL COMPIÈGNE-NOYON;600000285;CH CHICN NOYON
ST;2019;600100721;02;CH INTERCOMMUNAL COMPIÈGNE-NOYON;600010102;HAD CHICN COMPIÈGNE
ST;2019;600100721;02;CH INTERCOMMUNAL COMPIÈGNE-NOYON;600107668;USLD CHICN COMPIÈGNE
ST;2019;600100721;02;CH INTERCOMMUNAL COMPIÈGNE-NOYON;600113476;CH CHICN COMPIÈGNE
ST;2019;600101984;02;GHPSO;600000053;CH GHPSO SENLIS
ST;2019;600101984;02;GHPSO;600000467;CH GHPSO CREIL
ST;2019;600108948;02;HÔPITAL LOCAL DE GRANDVILLIERS;600001184;USLD HL GRANDVILLIERS
ST;2019;610780025;02;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610000028;CENTRE PSYCHOTHERAPIQUE DE L'ORNE
ST;2019;610780074;02;CH L'AIGLE;610000044;CENTRE HOSPITALIER DE L'AIGLE
ST;2019;610780082;02;C.H.I.C ALENCON-MAMERS;610000051;CHICAM - SITE ALENCON
ST;2019;610780082;02;C.H.I.C ALENCON-MAMERS;610784050;USLD -LES PASTELS- - CH ALENCON
ST;2019;610780082;02;C.H.I.C ALENCON-MAMERS;720000470;CENTRE HOSPITALIER MAMERS
ST;2019;610780090;02;CH ARGENTAN;610000069;CENTRE HOSPITALIER D'ARGENTAN
ST;2019;610780124;02;CH MARGUERITE DE LORRAINE-MORTAGNE;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE
ST;2019;610780132;02;HOPITAL LOCAL - BELLEME;610000085;HOPITAL LOCAL - BELLEME
ST;2019;610780140;02;HOPITAL LOCAL - SEES;610000093;HOPITAL LOCAL - SEES
ST;2019;610780157;02;HOPITAL LOCAL - VIMOUTIERS;610000101;HOPITAL LOCAL - VIMOUTIERS
ST;2019;610780165;02;CH JACQUES MONOD FLERS;610000119;CH -JACQUES MONOD- - FLERS
ST;2019;610780165;02;CH JACQUES MONOD FLERS;610008815;CH JACQUES MONOD - SSR - FLERS
ST;2019;610780165;02;CH JACQUES MONOD FLERS;610788325;CENTRE MAUBERT (61G03) - CH FLERS
ST;2019;610790594;02;CH INTERCOMMUNAL DES ANDAINES;610780108;CHIC DES ANDAINES - DOMFRONT
ST;2019;610790594;02;CH INTERCOMMUNAL DES ANDAINES;610780116;CHIC DES ANDAINES - LA FERTE MACE
ST;2019;620002352;06;NEPHROCARE HELFAUT;620024208;NEPHROCARE HELFAUT
ST;2019;620004515;08;SCP RADIOLOGIE ET IMAGERIE MEDICALE;620009738;CENTRE PIERRE CURIE ARTHERAD BEUVRY
ST;2019;620004515;08;SCP RADIOLOGIE ET IMAGERIE MEDICALE;620033860;ESPACE ARTOIS SANTE - ARRAS
ST;2019;620026898;08;GCS CENTRE DE CANCEROLOGIE DE L'ARTOIS;620033779;CTRE CANCÉROLOGIE ARTOIS SITE CH LENS
ST;2019;620100057;02;CH ARRAS;620000034;CH ARRAS
