BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPAS;ETP;GAR;AST
BLOCS_P;2019;130043664;130002157;NAUT;19;;19.12;;
BLOCS_P;2019;130044753;130810336;M1030;1;19;20;;1
BLOCS_P;2019;130044753;130810336;M200H;28;19;47;;1
BLOCS_P;2019;130044753;130810336;N2200;14;4;19.81;;
BLOCS_P;2019;130044753;130810336;N2510;1;1;3.03;;
BLOCS_P;2019;130044753;130810336;N4130;;;0.02;;
BLOCS_P;2019;130044753;130810336;NAUT;8;2;10.55;;
BLOCS_P;2019;130780521;130786049;M100H;1;1;0.95;1;
BLOCS_P;2019;130780521;130786049;M1030;25;17;31.21;1;
BLOCS_P;2019;130780521;130786049;M200H;2;56;13.77;1;
BLOCS_P;2019;130780521;130786049;N2200;78;13;82.79;1;
BLOCS_P;2019;130780521;130786049;N2310;57;29;75.8;1;
BLOCS_P;2019;130780521;130786049;N2320;34;16;42.2;1;
BLOCS_P;2019;130780521;130786049;N2510;55;8;59.36;1;
BLOCS_P;2019;130780521;130786049;N4160;1;;0.06;1;
BLOCS_P;2019;130780521;130786049;NAUT;86;25;95.53;1;
BLOCS_P;2019;130781289;130002447;M100H;;;5.03;;
BLOCS_P;2019;130781289;130002447;M200H;;;15.34;;
BLOCS_P;2019;130781289;130002447;N2320;;;4.69;;
BLOCS_P;2019;130781289;130002447;NAUT;;;1.32;;
BLOCS_P;2019;130781370;130000532;M1030;3;2;4;0;1
BLOCS_P;2019;130781370;130000532;M200H;10;7;13.5;0;1
BLOCS_P;2019;130781370;130000532;N2200;5;1;6.61;;1
BLOCS_P;2019;130781370;130000532;N2510;1;;1;;
BLOCS_P;2019;130781370;130000532;N4160;1;;1;;1
BLOCS_P;2019;130781479;130000599;M100H;37;93;83.5;0;1
BLOCS_P;2019;130781479;130000599;M1030;11;2;12;1;1
BLOCS_P;2019;130781479;130000599;M200H;15;22;26;0;1
BLOCS_P;2019;130781479;130000599;N2200;46;10;50.34;0;1
BLOCS_P;2019;130781479;130000599;N2320;1;;1;0;1
BLOCS_P;2019;130781479;130000599;N2510;2;;2;0;0
BLOCS_P;2019;130781479;130000599;N4130;;8;2.7;0;1
BLOCS_P;2019;130781479;130000599;N4160;4;;4;0;1
BLOCS_P;2019;130781479;130000599;NAUT;10;;10;0;1
BLOCS_P;2019;130781867;130000813;M100H;5;18;14;0;1
BLOCS_P;2019;130781867;130000813;M1030;5;5;7.5;0;1
BLOCS_P;2019;130781867;130000813;M200H;1;41;21.5;0;1
BLOCS_P;2019;130781867;130000813;N2200;13;2;14.89;0;1
BLOCS_P;2019;130781867;130000813;N2310;2;;1.51;0;1
BLOCS_P;2019;130781867;130000813;N2510;1;;1;0;0
BLOCS_P;2019;130781867;130000813;N4160;1;;1;0;1
BLOCS_P;2019;130781867;130000813;NAUT;;1;0.68;0;0
BLOCS_P;2019;130782071;130002454;M100H;;5;;0;1
BLOCS_P;2019;130782071;130002454;M1030;3;2;;0;1
BLOCS_P;2019;130782071;130002454;M200H;;36;;0;1
BLOCS_P;2019;130782071;130002454;N2200;11;4;14.13;0;1
BLOCS_P;2019;130782071;130002454;N2310;2;1;2.5;0;0
BLOCS_P;2019;130782071;130002454;N2510;1;;1;0;0
BLOCS_P;2019;130782071;130002454;N4160;1;;1;0;1
BLOCS_P;2019;130782071;130002454;NAUT;4;;4;0;0
BLOCS_P;2019;130782147;130000979;M100H;5;7;8;0;1
BLOCS_P;2019;130782147;130000979;M1030;4;4;6;0;1
BLOCS_P;2019;130782147;130000979;M200H;;27;18.5;0;1
BLOCS_P;2019;130782147;130000979;N2200;12;2;12.6;0;1
BLOCS_P;2019;130782147;130000979;N2310;3;;3;0;1
BLOCS_P;2019;130782147;130000979;N2510;1;;1;0;0
BLOCS_P;2019;130782147;130000979;N4130;1;3;1.5;1;0
BLOCS_P;2019;130782147;130000979;N4160;1;;1;0;1
BLOCS_P;2019;130782162;130000987;M100H;;13;3.28;;1
BLOCS_P;2019;130782162;130000987;M1030;4;;4;;1
BLOCS_P;2019;130782162;130000987;M200H;;26;5.32;;1
BLOCS_P;2019;130782162;130000987;N2200;12;2;11.68;;
BLOCS_P;2019;130782162;130000987;N2310;2;;2;;
BLOCS_P;2019;130782162;130000987;N2510;3;;3;;
BLOCS_P;2019;130782162;130000987;N4160;1;;1;;
BLOCS_P;2019;130782162;130000987;NAUT;;16;3.68;;
BLOCS_P;2019;130782675;130001233;M100H;0;14;;0;1
BLOCS_P;2019;130782675;130001233;M1030;4;;;0;1
BLOCS_P;2019;130782675;130001233;M200H;7;10;;0;1
BLOCS_P;2019;130782675;130001233;N2200;12;;11.63;0;0
BLOCS_P;2019;130782675;130001233;N2320;;;;0;1
BLOCS_P;2019;130782675;130001233;N2510;1;;1;0;0
BLOCS_P;2019;130782675;130001233;N4160;1;;1;0;0
BLOCS_P;2019;130783236;130786049;M1030;17;9;19.06;;
BLOCS_P;2019;130783236;130786049;M200H;4;32;10.41;;
BLOCS_P;2019;130783236;130786049;N2200;43;9;51.02;;
BLOCS_P;2019;130783236;130786049;N2310;40;5;42.46;;
BLOCS_P;2019;130783236;130786049;N2320;18;4;16.68;;
BLOCS_P;2019;130783236;130786049;N2510;29;6;31.3;;
BLOCS_P;2019;130783236;130786049;NAUT;51;17;57;;
BLOCS_P;2019;130783293;130786049;M100H;;2;0.83;;
BLOCS_P;2019;130783293;130786049;M1030;18;23;28.28;;
BLOCS_P;2019;130783293;130786049;M200H;3;27;8.5;;
BLOCS_P;2019;130783293;130786049;N2200;83;10;87.42;;
BLOCS_P;2019;130783293;130786049;N2310;72;21;88.21;1;
BLOCS_P;2019;130783293;130786049;N2320;55;4;56.99;1;
BLOCS_P;2019;130783293;130786049;N2510;50;8;55.3;;
BLOCS_P;2019;130783293;130786049;NAUT;24;1;28.06;;
BLOCS_P;2019;130783327;130001415;M100H;;57;11.4;0;
BLOCS_P;2019;130783327;130001415;M1030;;19;3.8;1;0
BLOCS_P;2019;130783327;130001415;M200H;;48;9.6;0;0
BLOCS_P;2019;130783327;130001415;N2200;14;11;21.42;0;1
BLOCS_P;2019;130783327;130001415;N2320;2;1;2.21;0;1
BLOCS_P;2019;130783327;130001415;N4130;;1;0.5;0;1
BLOCS_P;2019;130783327;130001415;N4160;1;;1;0;1
BLOCS_P;2019;130783665;130043722;M100H;;5;0.85;0;0
BLOCS_P;2019;130783665;130043722;M1030;1;4;4;0;0
BLOCS_P;2019;130783665;130043722;M200H;;33;5.4;0;0
BLOCS_P;2019;130783665;130043722;N2200;8;4;10.85;0;0
BLOCS_P;2019;130783665;130043722;N2510;1;;1;0;0
BLOCS_P;2019;130783665;130043722;N4160;2;;2;0;0
BLOCS_P;2019;130783665;130043722;NAUT;2;;1.6;0;0
BLOCS_P;2019;130783723;130001456;M1030;;21;11;;
BLOCS_P;2019;130783723;130001456;M200H;;70;34;;
BLOCS_P;2019;130783723;130001456;N2200;30;3;27.17;0;1
BLOCS_P;2019;130783723;130001456;N2510;3;;1.98;0;0
BLOCS_P;2019;130783723;130001456;N4160;3;;3.04;0;1
BLOCS_P;2019;130784051;130037823;M100H;6;6;8.2;;
BLOCS_P;2019;130784051;130037823;M1030;9;11;14.5;;
BLOCS_P;2019;130784051;130037823;M200H;17;16;20.4;;
BLOCS_P;2019;130784051;130037823;N2200;29;5;39.07;;
BLOCS_P;2019;130784051;130037823;N2320;1;1;2.29;;
BLOCS_P;2019;130784051;130037823;N2510;2;;2.12;;
BLOCS_P;2019;130784051;130037823;N4130;7;;6.97;;
BLOCS_P;2019;130784051;130037823;N4160;5;;5.12;;
BLOCS_P;2019;130784051;130037823;NAUT;10;;13.78;;
BLOCS_P;2019;130784234;130786049;M1030;3;;3.39;;
BLOCS_P;2019;130784234;130786049;M200H;;9;0.96;;
BLOCS_P;2019;130784234;130786049;N2200;6;;6.7;;
BLOCS_P;2019;130784234;130786049;N2310;5;2;6.78;;
BLOCS_P;2019;130784234;130786049;N2320;5;1;6.09;;
BLOCS_P;2019;130784234;130786049;N2510;6;;5.92;;
BLOCS_P;2019;130784234;130786049;NAUT;5;;4.74;;
BLOCS_P;2019;130784713;130038847;M100H;23;91;68.5;0;
BLOCS_P;2019;130784713;130038847;M1030;16;5;18.5;1;
BLOCS_P;2019;130784713;130038847;M200H;26;49;50.5;1;
BLOCS_P;2019;130784713;130038847;N2200;33;5;37.48;0;1
BLOCS_P;2019;130784713;130038847;N2310;6;;5.91;0;1
BLOCS_P;2019;130784713;130038847;N2320;;;0.56;0;1
BLOCS_P;2019;130784713;130038847;N2510;3;;4.18;0;0
BLOCS_P;2019;130784713;130038847;N4160;4;;4;0;1
BLOCS_P;2019;130784713;130038847;NAUT;4;;4.07;0;0
BLOCS_P;2019;130784903;130002041;M1030;;6;3.5;0;0
BLOCS_P;2019;130784903;130002041;M200H;;19;8.5;0;0
BLOCS_P;2019;130784903;130002041;N2200;5;5;8.73;0;0
BLOCS_P;2019;130784903;130002041;N2310;1;;1;0;0
BLOCS_P;2019;130784903;130002041;N2510;;1;0.5;0;0
BLOCS_P;2019;130784903;130002041;N4160;1;;1;0;1
BLOCS_P;2019;130784903;130002041;NAUT;2;2;3;0;0
BLOCS_P;2019;130785389;130002173;M100H;;50;12.5;1;1
BLOCS_P;2019;130785389;130002173;M1030;;10;6;1;0
BLOCS_P;2019;130785389;130002173;M200H;;44;20.25;1;1
BLOCS_P;2019;130785389;130002173;N2200;16;1;16.8;0;1
BLOCS_P;2019;130785389;130002173;N2310;1;;0.8;0;1
BLOCS_P;2019;130785389;130002173;N2510;2;;2;0;1
BLOCS_P;2019;130785389;130002173;N4160;1;;1;0;1
BLOCS_P;2019;130785652;130014228;M100H;3;23;15.6;1;1
BLOCS_P;2019;130785652;130014228;M1030;19;19;29;1;1
BLOCS_P;2019;130785652;130014228;M200H;4;88;40;1;1
BLOCS_P;2019;130785652;130014228;N2200;67;14;71.75;1;1
BLOCS_P;2019;130785652;130014228;N2310;20;3;15.86;1;1
BLOCS_P;2019;130785652;130014228;N2320;2;2;3.18;0;1
BLOCS_P;2019;130785652;130014228;N2510;8;;6.31;0;0
BLOCS_P;2019;130785652;130014228;N4130;;;;1;1
BLOCS_P;2019;130785652;130014228;N4160;3;;3.14;1;
BLOCS_P;2019;130785652;130014228;NAUT;34;3;28.24;0;0
BLOCS_P;2019;130785678;130002249;M100H;;63;31.5;0;1
BLOCS_P;2019;130785678;130002249;M1030;8;3;9.5;1;
BLOCS_P;2019;130785678;130002249;M200H;;22;11;0;1
BLOCS_P;2019;130785678;130002249;N2200;15;;13.58;0;1
BLOCS_P;2019;130785678;130002249;N2310;3;;2.02;0;1
BLOCS_P;2019;130785678;130002249;N2510;1;;1;0;0
BLOCS_P;2019;130785678;130002249;N4160;2;;2;0;1
BLOCS_P;2019;130785678;130002249;NAUT;3;;3.38;0;0
BLOCS_P;2019;130786361;130002447;M100H;17;;;;
BLOCS_P;2019;130786361;130002447;M1030;12;3;;;
BLOCS_P;2019;130786361;130002447;M200H;9;28;;;
BLOCS_P;2019;130786361;130002447;N2200;26;9;14.33;;
BLOCS_P;2019;130786361;130002447;N2310;;1;0.17;;
BLOCS_P;2019;130786361;130002447;N2320;2;1;2.12;;
BLOCS_P;2019;130786361;130002447;NAUT;11;1;6.64;;
BLOCS_P;2019;130786445;130002488;M1030;3;2;4;1;1
BLOCS_P;2019;130786445;130002488;M200H;7;4;8.5;1;1
BLOCS_P;2019;130786445;130002488;N2200;3;5;7.5;0;1
BLOCS_P;2019;130786445;130002488;N2310;;2;1;0;0
BLOCS_P;2019;130786445;130002488;N2320;1;;1;;0
BLOCS_P;2019;130786445;130002488;N4160;1;;1;0;0
BLOCS_P;2019;130786445;130002488;NAUT;2;;2;;
BLOCS_P;2019;130786742;750821092;M100H;15;14;14.99;;
BLOCS_P;2019;130786742;750821092;M1030;17;;10.45;;
BLOCS_P;2019;130786742;750821092;M200H;23;5;22.58;;
BLOCS_P;2019;130786742;750821092;N2310;24;0;18.04;1;0
BLOCS_P;2019;130786742;750821092;N2320;18;0;14.62;1;0
BLOCS_P;2019;130786742;750821092;N2510;5;0;3.8;1;0
BLOCS_P;2019;130786742;750821092;N4130;0;0;0;1;
BLOCS_P;2019;130786742;750821092;N4160;2;0;1.67;0;0
BLOCS_P;2019;130804297;130786049;M1030;3;8;7.2;;
BLOCS_P;2019;130804297;130786049;M200H;1;18;4.76;;
BLOCS_P;2019;130804297;130786049;N2200;1;0;1.68;;
BLOCS_P;2019;130804297;130786049;N2310;2;0;1.75;;
BLOCS_P;2019;130804297;130786049;N2320;1;0;0.33;;
BLOCS_P;2019;130804297;130786049;N2510;0;1;0.65;;
BLOCS_P;2019;130804297;130786049;NAUT;5;;3.16;;
BLOCS_P;2019;130810740;130007362;M1030;;21;;1;0
BLOCS_P;2019;130810740;130007362;M200H;;75;;0;0
BLOCS_P;2019;130810740;130007362;N2200;30;4;27;0;0
BLOCS_P;2019;130810740;130007362;N2510;8;0;8;0;0
BLOCS_P;2019;130810740;130007362;N4160;2;0;2;0;0
BLOCS_P;2019;130810740;130007362;NAUT;5;1;6.94;0;
BLOCS_P;2019;140000027;140000035;M100H;3;;0.4;;
BLOCS_P;2019;140000027;140000035;M200H;21;;3.5;;
BLOCS_P;2019;140000027;140000035;N2200;6;2;6.95;;
BLOCS_P;2019;140000027;140000035;N2310;9;3;11.32;;
BLOCS_P;2019;140000027;140000035;N2320;11;1;11.03;;
BLOCS_P;2019;140000027;140000035;N2510;6;1;7.4;;
BLOCS_P;2019;140000027;140000035;NAUT;4;0;2.47;;
BLOCS_P;2019;140000209;140000100;M100H;;;;1;1
BLOCS_P;2019;140000209;140000100;M1030;38;7;34.9;1;1
BLOCS_P;2019;140000209;140000100;M200H;;;;1;1
BLOCS_P;2019;140000209;140000100;N2200;59;17;70.97;0;0
BLOCS_P;2019;140000209;140000100;N2310;62;18;75.68;0;0
BLOCS_P;2019;140000209;140000100;N2320;44;14;52.03;0;0
BLOCS_P;2019;140000209;140000100;N2510;57;5;61.03;0;0
