BOR;AN;FI;RS;FI_EJ;COVID19_A1;COVID19_A36;COVID19_A2;COVID19_A3;COVID19_A4;COVID19_A5;COVID19_B1;COVID19_B36;COVID19_B2;COVID19_B3;COVID19_B4;COVID19_B5;COVID19_C1;COVID19_C36;COVID19_C2;COVID19_C3;COVID19_C4;COVID19_C5;COVID19_D1;COVID19_D36;COVID19_D2;COVID19_D3;COVID19_E1;COVID19_E2;COVID19_E3;COVID19_E4;COVID19_E5;COVID19_A6;COVID19_A7;COVID19_A8;COVID19_A9;COVID19_A10;COVID19_A37;COVID19_A11;COVID19_A12;COVID19_A13;COVID19_A14;COVID19_A15;COVID19_A16;COVID19_A17;COVID19_A18;COVID19_A19;COVID19_B10;COVID19_B37;COVID19_B11;COVID19_B12;COVID19_B13;COVID19_B14;COVID19_B15;COVID19_B16;COVID19_B17;COVID19_B18;COVID19_B19;COVID19_C10;COVID19_C37;COVID19_C11;COVID19_C12;COVID19_C13;COVID19_C14;COVID19_C15;COVID19_C16;COVID19_C17;COVID19_C18;COVID19_C19;COVID19_D10;COVID19_D37;COVID19_D11;COVID19_D12;COVID19_D13;COVID19_D14;COVID19_D15;COVID19_D16;COVID19_D17;COVID19_D18;COVID19_D19;COVID19_E10;COVID19_E37;COVID19_E11;COVID19_E12;COVID19_E13;COVID19_E14;COVID19_E15;COVID19_E16;COVID19_E17;COVID19_E18;COVID19_E19;COVID19_F12;COVID19_F13;COVID19_F14;COVID19_F15;COVID19_F16;COVID19_F17;COVID19_A20;COVID19_A21;COVID19_A22;COVID19_A23;COVID19_B20;COVID19_B21;COVID19_B22;COVID19_B23;COVID19_C20;COVID19_C21;COVID19_C22;COVID19_C23;COVID19_D20;COVID19_D21;COVID19_D22;COVID19_D23;COVID19_A24;COVID19_A25;COVID19_A26;COVID19_A27;COVID19_A28;COVID19_A29;COVID19_A30;COVID19_A31;COVID19_B24;COVID19_B25;COVID19_B26;COVID19_B27;COVID19_B28;COVID19_B29;COVID19_B30;COVID19_B31;COVID19_C24;COVID19_C25;COVID19_C26;COVID19_C27;COVID19_C28;COVID19_C29;COVID19_C30;COVID19_C31;COVID19_D24;COVID19_D25;COVID19_D26;COVID19_D27;COVID19_D28;COVID19_D29;COVID19_D30;COVID19_D31;COVID19_A32;COVID19_A33;COVID19_A34;COVID19_A35
COVID19;2020;440044451;SSR L'ESTUAIRE;440055952;;;;;;;;;;;;;6;novembre;84;2198;0;25;;;;;6;84;2198;0;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0.2;0.3;;;0.2;;;;0.4;;;;0.4;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;0
COVID19;2020;440048676;SSR DU CONFLUENT;750721334;;;;;;;;;;;;;8;mai;45;431;;0;;;;;8;45;431;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;440050458;SSR BEAUSEJOUR CHU NANTES;440000289;;;;;;;;;;;;;;;18;839;;0;;;;;;18;839;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;440050466;SSR PIRMIL CHU NANTES;440000289;;;;;;;;;;;;;;;15;309;;0;;;;;;15;309;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;440053387;SSR CMPR COTE D'AMOUR;440018661;;;;;;;;;;;;;6;;11;251;;37;;;;;6;11;251;;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;450000047;CH DEZARNAULDS - GIEN;450000096;12;;628;3936;;0;;;;;;;;;;;;;;;;;12;628;3936;;0;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;6;;2;300;44;1854;248;44;30;0;8;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;0.2;;0.01;;;;0.14;;;;0.43;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;450000062;CH AGGLOMERATION MONTARGOISE;450000104;40;mars;821;7145;;0;;;;;;;30;avril;81;1043;;0;;;;;70;902;8188;;0;;;0;0;18;mars;;644;84;4328;897;84;40;0;14;;;;0;0;0;0;0;0;0;0;4;mars;;478;28;1904;169;28;23;0;3;2;mars;;553;17;2520;96;17;12;0;1;;mars;;43;0;112;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
COVID19;2020;450000070;CH PITHIVIERS;450000112;11;octobre;62;433;;0;;;;;;;;;2;37;;0;;;;;11;64;470;;0;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;450000120;CH LOUR PICOU - BEAUGENCY;450000138;7;décembre;18;260;;0;;;;;;;4;décembre;11;95;;0;;;;;11;29;355;;0;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;1;1;;;;;0;0;1;1;;;;;1;1;1;1
COVID19;2020;450000211;CH PIERRE LEBRUN- NEUVILLE-AUX-BOIS;450000153;;;0;0;;0;;;;;;;2;;2;18;;0;;;;;2;2;18;;0;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;450000252;CLINIQUE BELLE ALLEE;450000559;;;;;;;9;octobre;1;10;;;;;;;;;;;;;9;1;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;450000260;CH SULLY-SUR-LOIRE;450000161;11;;39;475;;0;;;;;;;14;;5;72;;0;;;;;25;44;547;;0;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;450000286;MRC LES BUISSONNETS;920030269;;;;;;;;;;;;;35;mai;117;3430;;2;;;;;35;117;3430;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;450000294;ORELIANCE - REINE BLANCHE;450000591;30;;733;8007;;0;;;;;;;;;34;431;;0;;;;;30;767;8438;;0;;;59;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;11;juillet;;870;65;3640;353;65;40;0;4;9;avril;;699;49;3588;403;48;19;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;450000336;CH SAINT JEAN DE BRIARE;450000179;2;août;22;313;;0;;;;;;;1;;21;280;;0;;;;;3;43;593;;0;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;0.47;;;;1.15;;;;2;;;;1.59;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;1;1;0
COVID19;2020;450000526;CMPR L'A.D.A.P.T. LOIRET;930019484;;;;;;;;;;;;;6;;80;2240;;0;;;;;6;80;2240;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;450000930;EPSM DU LOIRET G. DAUMEZON;450002423;;;;;;;13;mai;7;46;;;;;;;;;;;;;13;7;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.67;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;
COVID19;2020;450002456;CRFA LE COTEAU;450018106;;;;;;;;;;;;;14;novembre;21;495;;82;;;;;14;21;495;;82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.21;;;;0.75;;;;0.67;;;;;0;;;0;;;;0;0;1;1;0;0;;;0;0;1;1;0;0;;;0;0;0;1;0;0;1;;;;;
COVID19;2020;450002613;CHR ORLÉANS - HÔPITAL DE LA SOURCE;450000088;182;avril;2390;20412;;5;;;;;;;10;;19;480;;260;;;;;192;2409;20892;;265;0;0;39;2;58;avril;70;1302;318;11893;4579;314;121;0;62;4;avril;;113;1;870;0;1;0;1;0;0;;;2503;65;10635;353;64;30;0;10;28;octobre;;2284;330;15244;2586;328;150;0;43;0;;;928;18;3325;98;18;0;18;1;1;0;0;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;450010079;ORELIANCE - LONGUES ALLEES;450000195;16;avril;100;644;;2;;;;;;;;mai;;;;;;;;;16;100;644;;2;;;0;0;10;avril;;69;12;356;89;12;5;1;3;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;6;mai;;842;16;3295;119;16;6;0;3;;;;0;0;0;0;0;0;0;0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;450011549;A.T.I.R.R.O. AUTODIALYSE JEAN MOULIN;450001201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;0;0;0;0;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;450012935;CENTRE D'HEMODIALYSE ARCHETTE;450001466;;;0;0;;0;;;;;;;;;;;;;;;;;;0;0;;0;;;43;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;450013081;MRC LA CIGOGNE;450001490;;;;;;;;;;;;;37;novembre;110;1826;0;0;;;;;37;110;1826;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;1;;;;1;;;;0;1;0;1;;;;;0;1;0;1;;;;;0;0;0;1;;;;;0;0;0;1;;;;;0;0;;
COVID19;2020;450014956;MRC LES SABLONS;450000849;;;;;;;;;;;;;32;avril;133;2480;;0;;;;;32;133;2480;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.23;;;;1.31;;;;1.59;;;;0.38;;;;0;0;0;1;;;;;0;0;1;1;;;;;0;0;0;1;;;;;0;0;0;0;;;;;0;0;;
COVID19;2020;450015144;MRC DOMAINE DE LONGUEVE;920030269;;;;;;;;;;;;;31;novembre;49;670;;0;;;;;31;49;670;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;450017694;A.T.I.R.R.O. AUTODIALYSE GUIGNEGAULT;450001201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;450018460;CENTRE DE NEPHROLOGIE AMILLY;920033610;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;146;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.52;;;;0.56;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;0;0;0;;;;;;;;;;;;;;;;
COVID19;2020;450018528;ASSAD HAD DU LOIRET;370001638;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;
COVID19;2020;450018536;HAD ORLEANS MONTARGIS;440052041;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.18;;;;6.29;;;;6.23;;;;3.37;;;;1;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;
COVID19;2020;450018924;CLINIQUE DU PONT DE GIEN;450015409;;;;;;;8;octobre;6;60;;;;;;;;;;;;;8;6;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;450020698;A.T.I.R.R.O. AUTODIALYSE BELLEGARDE;450001201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;460000045;CH FIGEAC SITE MAQUISARDS;460780083;10;;646;6282;;1;;;;;;;;;;;;;;;;;10;646;6282;;1;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;6;;;363;49;1184;195;48;20;0;3;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;0.7;;;;0.38;;;;;;;;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;1;0;;
COVID19;2020;460000052;CH ST JACQUES ST CERE;460780091;9;avril;116;670;11;0;;;;;;;0;;23;136;;0;;;;;9;139;806;11;0;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;460000060;CRF LA ROSERAIE;460780117;;;;;;;;;;;;;29;mai;76;1264;;0;;;;;29;76;1264;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.11;;;;0.83;;;;0.63;;;;0.93;;;;0;0;0;0;0;;;;0;0;0;0;0;;;;0;0;0;0;0;;;;0;0;0;0;0;;;;0;0;;
COVID19;2020;460000102;CH JEAN COULON GOURDON;460780208;10;novembre;641;4649;;0;;;;;;;;;;;;0;;;;;10;641;4649;;0;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;5.88;;;;21.73;;;;17.23;;;;;;;;0;0;0;1;;;;;0;0;0;0;;;;;0;0;0;1;;;;;0;0;0;0;;;;;1;1;1;1
COVID19;2020;460000110;CH JEAN ROUGIER CAHORS;460780216;31;avril;786;6361;;14;;;;;;;;;0;0;;43;;;;;31;786;6361;;57;;;0;0;33;avril;12;311;54;2377;740;54;24;0;12;;;;0;0;0;0;0;0;0;0;;;;454;25;1365;106;25;14;0;0;;;;147;7;418;11;7;3;0;0;;;;0;0;0;0;0;0;0;0;1;1;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;460006075;CL FONT REDONDE;460006067;2;décembre;2;9;;0;;;;;;;;;;;;;;;;;2;2;9;;0;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;0.5;;;;2;;;;2;;;;1;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;1;1;1;0
COVID19;2020;460006083;CSSR NOTRE DAME;460785090;;;;;;;;;;;;;10;avril;17;331;;0;;;;;10;17;331;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;;;;;;1;0;;;;;;;0;;;;;;;;;;;
COVID19;2020;460006109;CH FIGEAC SITE CLEMENCEAU;460780083;;;;;;;;;;;;;15;décembre;21;279;;0;;;;;15;21;279;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.5;;;;10;;;;11;;;;3;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;1;1;1;0
COVID19;2020;460006349;SSR BEAUSEJOUR;460000029;;;;;;;;;;;;;1;octobre;1;37;;0;;;;;1;1;37;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;;;;3;;;;3;;;;2;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
COVID19;2020;460007404;HAD 46;460007396;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.7;0.75;;;22.6;;;;17;;;;3;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;1;1;1;1
COVID19;2020;460780042;SSR CL DU QUERCY BELLEVUE;460000029;;;;;;;;;;;;;5;novembre;5;170;;0;;;;;5;5;170;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;;5;;;;7;;;;3;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;;
COVID19;2020;460785090;INSTITUT CAMILLE MIRET;460785090;;;;;;;12;novembre;107;744;;;;;;;;;;;;;12;107;744;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;470000027;CLINIQUE ESQUIROL-SAINT-HILAIRE;470014069;;;471;2473;;;;;;;;;20;;81;1000;;0;;;;;20;552;3473;;0;;;;;;;;19;1;252;2;1;1;0;0;;;;;;;;;;;;;;;935;32;3371;148;32;20;0;2;;;;843;15;3193;74;15;9;0;2;;;;;;;;;;;;;;;;;;;;;;1.04;;;;1.91;;;;0.79;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;
COVID19;2020;470000423;CH AGEN NERAC - HOPITAL SAINT-ESPRIT;470016171;30;novembre;1601;9374;;2;;;;;;;9;mars;22;387;;0;;;;;39;1623;9761;;2;;;0;0;12;novembre;13;521;204;4499;1907;197;94;1;43;;;;0;0;0;0;0;0;0;0;6;novembre;0;575;6;1790;25;6;4;0;1;6;novembre;;123;21;506;102;21;10;0;4;4;novembre;0;293;48;1003;171;47;0;47;0;1;0;0;1;0;0;2.66;;1;;10.89;;2.89;;11.93;;1.43;;4.91;;0.79;;0;;;;;;;;1;;;1;;;;;1;;1;1;;;;;0;;;;;;;;;1;1;1
COVID19;2020;470000431;CH VILLENEUVE -POLE SANTE VILLENEUVOIS;470000324;20;octobre;724;4369;;1;;;;;;;6;;14;69;;0;;;;;26;738;4438;;1;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;0.5;;;;3.33;;;;6.44;;;;1;;;;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;
COVID19;2020;470000480;CENTRE HOSPITALIER DE MARMANDE - CHIC;470001660;;;988;6076;;0;;;;;;;;;;;;;;;;;;988;6076;;0;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;571;36;1975;174;36;24;0;10;;;;0;0;0;0;0;0;0;0;;;;;;;1.07;;;;1.14;;;;0.38;;;;4.01;;;;0;1;0;0;;;;;0;1;1;0;;;;;0;0;0;0;;;;;0;0;0;1;;;;;;;;
COVID19;2020;470000522;CH AGEN NERAC - SITE DE NERAC;470016171;20;décembre;35;413;;0;;;;;;;20;décembre;8;135;;0;;;;;40;43;548;;0;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;0.1;;;;0.1;;;;0.29;;;;0.08;;;;;;;;;;;;;;;1;;;;;;;;1;;;;;;;;1;;;;;;;;
COVID19;2020;470000530;HOPITAL LOCAL DE CASTELJALOUX;470000357;;;;;;;;;;;;;;;101;883;;0;;;;;;101;883;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;470000548;HOPITAL LOCAL PENNE AGENAIS;470000365;;;;;;;;;;;;;;;27;331;;0;;;;;;27;331;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;
COVID19;2020;470000563;CH DEPARTEMENTAL DE LA CANDELIE;470000381;3;;9;18;;0;11;;15;35;;;;;;;;;;;;;14;24;53;;0;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;470009358;HOSPITALISATION A DOMICILE 47;470009309;;;;;;;;;;;;;;;;;;;;;;;;;;;;47;0;;;;;0;;;;;;;;;;;0;;;;;;;;;;;0;;;;;;;;;;;0;;;;;;;;;;;0;;;;;;;;;;;;;;;0.02;;;;0.39;;;;0.11;;;;0.03;;;;0;0;;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;;0;0;0;0;0;1;1;1;1
COVID19;2020;470016049;GCS POLE DE SANTE DU VILLENEUVOIS;470016023;3;;78;395;;2;;;;;;;;;;;;;;;;;3;78;395;;2;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;3;;;546;50;2540;243;48;25;0;2;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;480000017;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;33;novembre;1246;8129;;17;0;;;;;;0;;;;;;0;;;;33;1246;8129;;17;;;0;0;9;novembre;9;183;54;1146;427;54;27;0;15;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;3;;;118;16;316;60;16;7;0;2;;;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;480000033;CH FANNY RAMADIER;480780121;22;;41;949;;0;;;;;;;;;;;;;;;;;22;41;949;;0;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;480000041;CH DE FLORAC TROIS RIVIERES;480780139;6;décembre;14;316;0;0;;;;;;;2;décembre;7;154;;0;;;;;8;21;470;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;0.2;0.05;;;1;;;;1.5;;;;1.2;;;;1;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1
