BOR;AN;FI;RS;FI_EJ;ANTGEO;NB_ANT;FI1;FI2;FI3;POP;EMSP;EQDOU;TELESUR;TELECONS;INDOM;ASTR;CONVPER;CONV;AUTMED;AUTOBS;AUTSSR;AUTCAN;PLATOT;SEJ_HAD;SEJ_PER;SEJ_PAL;SEJ_CAN;JOU_HAD;JOU_PER;JOU_PAL;JOU_CAN;FIL_HAD;FIL_PER;FIL_PAL;FIL_CAN;P80_HAD;P80_PAL;P80_CAN;PMS_HAD;PMS_PER;PMS_PAL;PMS_CAN
HAD;2020;830012498;HOSPITALISATION A DOMICILE ST ANTOINE;830014049;0;;;;;;1;1;0;0;1;0;1;0;1;0;0;0;100;477;0;179;6;15208;0;4666;197;366;0;157;5;174;79;0;74;0;10;0
HAD;2020;830019600;HAD CAP DOMICILE;830000063;1;2;830019600;;;310000;0;0;0;0;1;0;1;0;1;0;0;0;90;587;2;399;2;23314;58;15573;33;459;2;313;2;220;148;0;61;0;14;0
HAD;2020;830100392;POLYCLINIQUE NOTRE DAME;830000154;0;;;;;120000;1;0;0;1;1;1;0;0;1;0;0;0;50;499;0;211;5;21608;0;10145;134;398;0;174;4;195;95;1;96;0;12;0
HAD;2020;830207114;HAD SANTE ET SOLIDARITE DU VAR;830001855;1;4;830207114;;;700000;0;0;0;0;1;0;1;0;1;0;0;0;310;2326;0;492;37;114301;0;20348;1484;1714;0;380;22;910;214;4;523;0;46;0
HAD;2020;840011340;HADAR;840003164;0;;;;;68000;1;1;0;0;1;0;1;0;1;0;0;0;150;1183;0;441;133;44703;0;17776;640;746;0;305;18;355;129;7;240;0;34;1
HAD;2020;850006008;HOPITAL A DOMICILE DE VENDEE;850005968;0;;;;;600000;0;0;0;1;1;0;1;0;1;0;1;0;250;2321;2;1032;148;75128;52;40466;579;1507;2;797;20;426;290;2;132;0;63;1
HAD;2020;860000223;CHU LA MILETRIE;860014208;1;1;860000223;860000025;;437398;1;0;1;0;1;1;1;1;1;0;0;0;107;2577;0;432;1455;26282;0;7762;3511;1069;0;346;222;412;186;39;250;0;118;1
HAD;2020;860008929;H.A.D. DE POITIERS;860008879;0;;;;;259068;0;0;0;0;;1;;;1;1;1;0;40;615;21;150;11;28761;357;6019;170;401;20;110;8;165;67;3;33;0;6;0
HAD;2020;870003514;HOPITAL JEAN REBEYROL LIMOGES;870000015;1;1;870000270;;;401724;1;1;0;0;1;0;1;0;1;0;1;1;76;1408;0;158;695;25135;0;3855;1305;510;0;134;76;158;56;22;21;0;4;1
HAD;2020;870004231;H A D SANTE SERVICE LIMOUSIN LIMOGES;870004074;1;3;870004231;870004231;870004231;35000;1;1;0;0;1;1;0;0;1;0;0;0;60;609;0;79;269;23932;0;2942;878;261;0;72;42;93;36;10;21;0;4;0
HAD;2020;880000039;CH DE GERARDMER CLAUDIUS REGAUD;880780069;0;;;;;168729;1;0;0;0;1;1;;;1;0;0;0;18;282;52;129;10;10790;937;5074;526;218;46;87;7;49;19;1;0;0;0;0
HAD;2020;880006606;HAD KORIAN PAYS DES IMAGES;750056335;0;;;;;;1;0;0;0;;;;;1;0;0;1;40;415;0;167;11;11960;0;5665;178;312;0;114;10;164;32;3;163;0;16;1
HAD;2020;880006721;HAD KORIAN PAYS DE LA PLAINE;750056335;0;;;;;75000;0;0;0;0;1;1;;;1;0;0;0;20;483;2;176;1;13940;35;5926;22;405;1;131;1;249;72;0;249;0;40;0
HAD;2020;890009178;HAD SUD YONNE;750047367;0;;;;;235000;1;0;0;0;1;1;;;1;0;0;0;42;490;0;256;13;15407;0;6460;188;324;0;185;8;122;82;0;59;0;34;0
HAD;2020;890975543;CH JOIGNY;890000417;1;2;890975543;890975550;;;1;1;0;0;1;1;;;1;0;0;0;50;485;0;275;56;8421;0;3621;1058;369;0;246;30;190;158;4;140;0;119;0
HAD;2020;920300043;HOPITAL PRIVE D ANTONY;920001526;0;;;;;1620000;0;0;0;0;1;1;0;0;0;1;0;0;6;53;53;0;0;356;356;0;0;49;49;0;0;0;0;0;0;0;0;0
HAD;2020;920813623;HAD SANTE SERVICE;920029097;0;;;;;12200000;0;0;0;0;1;1;;;0;0;0;0;1810;35845;4769;3085;17555;662509;48206;125146;101510;16018;4381;2262;2848;2459;740;406;568;0;134;10
HAD;2020;930000286;GHI LE RAINCY MONTFERMEIL;930021480;0;;;;;195700;1;1;0;0;1;0;0;0;1;0;0;0;20;317;0;114;67;6490;0;2243;896;216;0;89;35;90;49;8;43;0;22;0
HAD;2020;930000328;CH GENERAL DELAFONTAINE;930110051;0;;;;;;;0;0;0;0;1;1;0;0;0;1;0;20;91;0;0;0;4983;0;0;0;72;0;0;0;17;0;0;0;0;0;0
HAD;2020;950000323;GHEM SIMONE VEIL SITE EAUBONNE;950013870;0;;;;;591820;1;1;;;1;1;;;1;0;1;0;40;568;0;286;0;8224;0;2331;0;497;0;284;0;363;240;0;329;0;233;0
HAD;2020;970100020;CENTRE MEDICO SOCIAL;970100152;0;;;;;75976;;;;;;;;;1;0;0;0;62;271;0;172;11;22547;0;11496;432;200;0;132;10;100;78;1;19;0;14;0
HAD;2020;970100418;CENTRE HOSPITALIER L-D. BEAUPERTHUY;970100194;1;2;970100418;;;61000;0;0;0;0;1;1;0;0;1;0;0;0;50;109;0;49;0;13682;0;4071;0;96;0;43;0;48;23;0;0;0;0;0
HAD;2020;970102596;CLINIQUE DE CHOISY;970100491;1;2;970111563;970115002;;124700;0;0;0;0;1;1;;;1;0;0;0;100;521;0;273;5;33748;0;17434;63;355;0;231;4;151;116;1;24;0;21;0
HAD;2020;970103099;CLINIQUE LES NOUVELLES EAUX MARINES;970100525;0;;;;;71493;0;0;0;0;1;1;;;1;0;1;1;60;310;0;98;18;13482;0;2792;1011;238;0;92;13;137;57;5;15;0;6;0
HAD;2020;970111217;H.A.D. DE MARIE-GALANTE;970111209;0;;;;;;0;0;0;0;1;1;;;1;0;0;0;20;73;0;43;3;5946;0;4014;75;54;0;32;2;26;18;0;1;0;0;0
HAD;2020;970111365;HAD NORD BASSE TERRE;970111969;0;;;;;92846;0;0;0;0;1;1;;;1;0;0;0;60;281;0;109;20;17817;0;4290;431;210;0;96;14;88;48;4;8;0;7;0
HAD;2020;970111563;HAD ILES DU NORD;970100491;0;;;;;34065;0;0;0;0;1;0;1;1;1;0;0;0;52;267;4;63;12;15904;102;3548;289;196;4;46;6;27;11;0;5;0;2;0
HAD;2020;970112033;C.H.G. JACQUES SALIN;970100210;0;;;;;;0;0;0;0;1;1;;;1;0;0;0;20;93;0;39;4;10532;0;3127;254;69;0;33;3;33;15;1;2;0;1;0
HAD;2020;970112884;C H U DE POINTE A PITRE- SSR;970100228;0;;;;;141382;1;1;1;0;1;1;;;1;0;0;0;35;105;0;16;6;6785;0;1177;483;91;0;16;6;46;8;1;0;0;0;0
HAD;2020;970115002;CLINIQUE DE CHOISY HAD ST BARTHELEMY;970100491;0;;;;;1160;0;0;0;0;1;0;0;0;1;0;0;0;20;58;0;16;5;5102;0;1093;155;40;0;13;3;14;4;1;5;0;2;0
HAD;2020;970212833;CLINIQUE DE LA TOUR HOSP. A DOMICILE;970212825;0;;;;;376480;0;0;0;0;1;1;;;1;0;0;0;207;959;0;415;13;66446;0;22605;943;694;0;335;10;293;178;2;41;0;24;0
HAD;2020;970303608;HAD GUYANE ANTENNE DE KOUROU;970303590;0;;;;;31200;0;0;0;0;1;1;1;0;1;0;0;0;50;267;131;22;0;13315;4530;1503;0;221;117;20;0;24;10;0;0;0;0;0
HAD;2020;970303640;HAD GUYANE ANTENNE DE CAYENNE;970303590;0;;;;;140100;0;0;0;0;1;1;1;0;1;0;0;0;100;662;225;110;5;37764;10011;6011;188;532;115;86;5;71;22;1;3;0;0;0
HAD;2020;970303657;HAD GUYANE - ANTENNE DE SAINT-LAURENT;970303590;0;;;;;76734;0;0;0;0;1;1;1;0;1;0;0;0;80;437;165;39;0;21687;3051;2640;0;323;136;19;0;17;5;0;5;2;2;0
HAD;2020;970304614;H.A.D DE LA CLINIQUE ST PAUL;970304739;0;;;;;294000;0;0;0;0;1;1;;;1;0;0;0;65;215;1;37;6;17905;13;1961;270;166;1;33;4;66;14;0;0;0;0;0
HAD;2020;970403119;HAD SUD (ST PIERRE) ASDR;970463600;1;4;970404851;970406625;970410783;860000;0;0;0;0;1;1;;;1;0;0;0;50;399;0;236;6;16813;0;8703;346;308;0;190;3;102;80;0;1;0;0;0
HAD;2020;970404711;ARAR HAD NORD;970400396;1;4;970407318;970405395;970407656;181901;1;0;1;1;1;1;;;1;0;0;0;30;256;0;94;1;10567;0;4351;8;151;0;77;1;45;30;0;6;0;2;0
HAD;2020;970404851;HAD EST (ST-ANDRE) ASDR;970463600;1;4;970406625;970403119;970410783;860000;0;0;0;0;1;1;;;1;0;0;0;50;375;0;253;2;18521;0;12411;123;222;0;160;2;74;62;0;6;0;3;0
HAD;2020;970405395;ARAR HAD SUD;970400396;1;4;970407318;970407656;970404711;298934;1;0;1;1;1;1;;;1;0;0;0;56;460;0;176;8;18660;0;5921;160;322;0;145;4;80;56;0;11;0;3;0
HAD;2020;970406625;HAD OUEST (LA POSSESSION) ASDR;970463600;1;4;970404851;970410783;970403119;;0;0;0;0;1;1;;;1;0;0;0;50;372;0;207;11;15042;0;7285;246;264;0;159;5;91;63;1;24;0;14;0
HAD;2020;970407318;ARAR HAD OUEST;970400396;1;4;970404711;970407656;970405395;228969;1;0;1;1;1;1;;;1;0;0;0;44;311;0;112;0;14436;0;3694;0;231;0;94;0;73;40;0;13;0;6;0
HAD;2020;970407656;ARAR HAD EST;970400396;1;4;970404711;970407318;970405395;151092;1;0;1;1;1;1;;;1;0;0;0;30;208;0;92;2;9181;0;3553;120;137;0;75;1;36;30;1;5;0;2;0
HAD;2020;970410783;HAD NORD (STE CLOTILDE) ASDR;970463600;1;4;970404851;970406625;970403119;860000;0;0;0;0;1;1;;;1;0;0;0;60;352;0;217;1;15755;0;10342;42;204;0;142;1;78;64;0;6;0;4;0
