BOR;AN;FI;RS;FI_EJ;PERSO;EFFPL;EFFPA;ETP
SSR_P;2020;620100842;CRF LES HAUTOIS D'OIGNIES;620001834;N2450;1;1;1.85
SSR_P;2020;620100842;CRF LES HAUTOIS D'OIGNIES;620001834;N2460;7;2;7.69
SSR_P;2020;620100842;CRF LES HAUTOIS D'OIGNIES;620001834;N2470;1;1;1.68
SSR_P;2020;620100842;CRF LES HAUTOIS D'OIGNIES;620001834;N2500;27;10;29.97
SSR_P;2020;620100842;CRF LES HAUTOIS D'OIGNIES;620001834;N2710;1;3;2.79
SSR_P;2020;620100842;CRF LES HAUTOIS D'OIGNIES;620001834;N310H;6;;6.71
SSR_P;2020;620100842;CRF LES HAUTOIS D'OIGNIES;620001834;N3120;1;1;1.51
SSR_P;2020;620100842;CRF LES HAUTOIS D'OIGNIES;620001834;NAUT;5;;1.45
SSR_P;2020;620100842;CRF LES HAUTOIS D'OIGNIES;620001834;NCINF;29;10;35.6
SSR_P;2020;620101311;CLINIQUE DES 2 CAPS;620027763;M1010;1;;1
SSR_P;2020;620101311;CLINIQUE DES 2 CAPS;620027763;N241P;;10;1
SSR_P;2020;620101311;CLINIQUE DES 2 CAPS;620027763;N2450;;1;0.2
SSR_P;2020;620101311;CLINIQUE DES 2 CAPS;620027763;N2460;;1;0.6
SSR_P;2020;620101311;CLINIQUE DES 2 CAPS;620027763;N2500;6;2;7
SSR_P;2020;620101311;CLINIQUE DES 2 CAPS;620027763;N2710;;1;0.25
SSR_P;2020;620101311;CLINIQUE DES 2 CAPS;620027763;N310H;1;;1
SSR_P;2020;620101311;CLINIQUE DES 2 CAPS;620027763;N3120;;1;0.35
SSR_P;2020;620101311;CLINIQUE DES 2 CAPS;620027763;NAUT;2;1;2.2
SSR_P;2020;620101311;CLINIQUE DES 2 CAPS;620027763;NCINF;5;3;7
SSR_P;2020;620102954;UNIT SOINS ET CONVA-LE SURGEON-;750050759;M1010;1;;1.32
SSR_P;2020;620102954;UNIT SOINS ET CONVA-LE SURGEON-;750050759;M1320;;1;0.08
SSR_P;2020;620102954;UNIT SOINS ET CONVA-LE SURGEON-;750050759;MAUT;;2;1.03
SSR_P;2020;620102954;UNIT SOINS ET CONVA-LE SURGEON-;750050759;N241P;2;;2
SSR_P;2020;620102954;UNIT SOINS ET CONVA-LE SURGEON-;750050759;N2450;;1;0.12
SSR_P;2020;620102954;UNIT SOINS ET CONVA-LE SURGEON-;750050759;N2460;;1;0.49
SSR_P;2020;620102954;UNIT SOINS ET CONVA-LE SURGEON-;750050759;N2500;17;1;19.08
SSR_P;2020;620102954;UNIT SOINS ET CONVA-LE SURGEON-;750050759;N2710;;1;0.99
SSR_P;2020;620102954;UNIT SOINS ET CONVA-LE SURGEON-;750050759;N3120;1;;1.14
SSR_P;2020;620102954;UNIT SOINS ET CONVA-LE SURGEON-;750050759;NAUT;8;;9.04
SSR_P;2020;620102954;UNIT SOINS ET CONVA-LE SURGEON-;750050759;NCINF;13;3;14.81
SSR_P;2020;620105940;POLYCLINIQUE DU TERNOIS;620000950;M1010;;1;0.33
SSR_P;2020;620105940;POLYCLINIQUE DU TERNOIS;620000950;M1180;1;;1
SSR_P;2020;620105940;POLYCLINIQUE DU TERNOIS;620000950;M1320;1;;1
SSR_P;2020;620105940;POLYCLINIQUE DU TERNOIS;620000950;N241P;;7;4
SSR_P;2020;620105940;POLYCLINIQUE DU TERNOIS;620000950;N2450;;1;0.51
SSR_P;2020;620105940;POLYCLINIQUE DU TERNOIS;620000950;N2460;;1;0.33
SSR_P;2020;620105940;POLYCLINIQUE DU TERNOIS;620000950;N2500;12;8;17.41
SSR_P;2020;620105940;POLYCLINIQUE DU TERNOIS;620000950;N2710;1;;1
SSR_P;2020;620105940;POLYCLINIQUE DU TERNOIS;620000950;NAUT;5;5;10.1
SSR_P;2020;620105940;POLYCLINIQUE DU TERNOIS;620000950;NCINF;10;6;17.4
SSR_P;2020;620105973;CTRE ANTOINE DE SAINT EXUPERY;590039863;M1010;2;0;2
SSR_P;2020;620105973;CTRE ANTOINE DE SAINT EXUPERY;590039863;M1140;;1;0.2
SSR_P;2020;620105973;CTRE ANTOINE DE SAINT EXUPERY;590039863;M1180;2;1;1.73
SSR_P;2020;620106203;UNIT SOINS GERONTOLOGIE LA ROSERAIE;750050759;M1010;2;;2.37
SSR_P;2020;620106203;UNIT SOINS GERONTOLOGIE LA ROSERAIE;750050759;MAUT;;1;0.16
SSR_P;2020;620106203;UNIT SOINS GERONTOLOGIE LA ROSERAIE;750050759;N241P;3;;3.13
SSR_P;2020;620106203;UNIT SOINS GERONTOLOGIE LA ROSERAIE;750050759;N2450;;1;0.12
SSR_P;2020;620106203;UNIT SOINS GERONTOLOGIE LA ROSERAIE;750050759;N2460;;1;0.51
SSR_P;2020;620106203;UNIT SOINS GERONTOLOGIE LA ROSERAIE;750050759;N2500;15;4;19.16
SSR_P;2020;620106203;UNIT SOINS GERONTOLOGIE LA ROSERAIE;750050759;N2710;;1;0.5
SSR_P;2020;620106203;UNIT SOINS GERONTOLOGIE LA ROSERAIE;750050759;N3120;;1;0.44
SSR_P;2020;620106203;UNIT SOINS GERONTOLOGIE LA ROSERAIE;750050759;NAUT;4;2;6.61
SSR_P;2020;620106203;UNIT SOINS GERONTOLOGIE LA ROSERAIE;750050759;NCINF;11;6;14.7
SSR_P;2020;620117606;MAISON LA MANAIE CONVALESCENCE;750050759;M1010;;3;0.08
SSR_P;2020;620117606;MAISON LA MANAIE CONVALESCENCE;750050759;M1180;;2;1
SSR_P;2020;620117606;MAISON LA MANAIE CONVALESCENCE;750050759;M1320;;3;0.92
SSR_P;2020;620117606;MAISON LA MANAIE CONVALESCENCE;750050759;MAUT;;3;1.2
SSR_P;2020;620117606;MAISON LA MANAIE CONVALESCENCE;750050759;N241P;1;2;1.04
SSR_P;2020;620117606;MAISON LA MANAIE CONVALESCENCE;750050759;N2450;;1;0.26
SSR_P;2020;620117606;MAISON LA MANAIE CONVALESCENCE;750050759;N2500;13;12;16.12
SSR_P;2020;620117606;MAISON LA MANAIE CONVALESCENCE;750050759;N2710;;2;0.6
SSR_P;2020;620117606;MAISON LA MANAIE CONVALESCENCE;750050759;N3120;;2;1.4
SSR_P;2020;620117606;MAISON LA MANAIE CONVALESCENCE;750050759;NAUT;1;1;1.36
SSR_P;2020;620117606;MAISON LA MANAIE CONVALESCENCE;750050759;NCINF;6;14;9.06
SSR_P;2020;620118513;CENTRE MCO COTE D'OPALE;620002915;M1040;1;;1.33
SSR_P;2020;620118513;CENTRE MCO COTE D'OPALE;620002915;M1070;;1;0.5
SSR_P;2020;620118513;CENTRE MCO COTE D'OPALE;620002915;N241P;1;;1
SSR_P;2020;620118513;CENTRE MCO COTE D'OPALE;620002915;N2450;1;;1.16
SSR_P;2020;620118513;CENTRE MCO COTE D'OPALE;620002915;N2460;;1;0.47
SSR_P;2020;620118513;CENTRE MCO COTE D'OPALE;620002915;N2710;1;;1.05
SSR_P;2020;620118513;CENTRE MCO COTE D'OPALE;620002915;N3120;;1;0.15
SSR_P;2020;620118513;CENTRE MCO COTE D'OPALE;620002915;NAUT;2;1;2.46
SSR_P;2020;620118513;CENTRE MCO COTE D'OPALE;620002915;NCINF;7;;7.18
SSR_P;2020;630000016;CH DU MONT DORE;630180032;M1010;;4;1.1
SSR_P;2020;630000016;CH DU MONT DORE;630180032;M1180;;1;0.05
SSR_P;2020;630000016;CH DU MONT DORE;630180032;N241P;1;;1
SSR_P;2020;630000016;CH DU MONT DORE;630180032;N2500;8;25;15.71
SSR_P;2020;630000016;CH DU MONT DORE;630180032;N2710;;1;0.19
SSR_P;2020;630000016;CH DU MONT DORE;630180032;N3120;;1;0.5
SSR_P;2020;630000016;CH DU MONT DORE;630180032;NAUT;1;6;4.06
SSR_P;2020;630000016;CH DU MONT DORE;630180032;NCINF;9;12;15.6
SSR_P;2020;630000131;CLINIQUE MED CARDIO PNEUMOLOGIE DURTOL;630003168;M1010;1;2;0.76
SSR_P;2020;630000131;CLINIQUE MED CARDIO PNEUMOLOGIE DURTOL;630003168;M1040;5;1;3.7
SSR_P;2020;630000131;CLINIQUE MED CARDIO PNEUMOLOGIE DURTOL;630003168;M1150;1;;1.09
SSR_P;2020;630000131;CLINIQUE MED CARDIO PNEUMOLOGIE DURTOL;630003168;MAUT;;1;0.06
SSR_P;2020;630000131;CLINIQUE MED CARDIO PNEUMOLOGIE DURTOL;630003168;N241P;4;1;3.37
SSR_P;2020;630000131;CLINIQUE MED CARDIO PNEUMOLOGIE DURTOL;630003168;N2450;1;;1
SSR_P;2020;630000131;CLINIQUE MED CARDIO PNEUMOLOGIE DURTOL;630003168;N2500;10;10;15.92
SSR_P;2020;630000131;CLINIQUE MED CARDIO PNEUMOLOGIE DURTOL;630003168;N2710;;1;0.5
SSR_P;2020;630000131;CLINIQUE MED CARDIO PNEUMOLOGIE DURTOL;630003168;N310H;5;1;6.1
SSR_P;2020;630000131;CLINIQUE MED CARDIO PNEUMOLOGIE DURTOL;630003168;N3120;;1;0.6
SSR_P;2020;630000131;CLINIQUE MED CARDIO PNEUMOLOGIE DURTOL;630003168;NCINF;26;4;28.26
SSR_P;2020;630000149;CH ETIENNE CLEMENTEL;630780302;M1010;2;1;3
SSR_P;2020;630000149;CH ETIENNE CLEMENTEL;630780302;M1180;2;2;2.7
SSR_P;2020;630000149;CH ETIENNE CLEMENTEL;630780302;M3020;1;0;1
SSR_P;2020;630000149;CH ETIENNE CLEMENTEL;630780302;N241P;12;4;8.8
SSR_P;2020;630000149;CH ETIENNE CLEMENTEL;630780302;N2430;1;0;1
SSR_P;2020;630000149;CH ETIENNE CLEMENTEL;630780302;N2450;1;0;1
SSR_P;2020;630000149;CH ETIENNE CLEMENTEL;630780302;N2460;2;2;4.27
SSR_P;2020;630000149;CH ETIENNE CLEMENTEL;630780302;N2500;55;4;58.66
SSR_P;2020;630000149;CH ETIENNE CLEMENTEL;630780302;N2710;2;2;2
SSR_P;2020;630000149;CH ETIENNE CLEMENTEL;630780302;N310H;3;2;3.3
SSR_P;2020;630000149;CH ETIENNE CLEMENTEL;630780302;N3120;2;2;1.8
SSR_P;2020;630000149;CH ETIENNE CLEMENTEL;630780302;NAUT;76;26;89.51
SSR_P;2020;630000149;CH ETIENNE CLEMENTEL;630780302;NCINF;42;9;50.77
SSR_P;2020;630000412;CH D'AMBERT;630780997;M1010;2;1;1.45
SSR_P;2020;630000412;CH D'AMBERT;630780997;N241P;1;;0.8
SSR_P;2020;630000412;CH D'AMBERT;630780997;N2500;11;2;12.48
SSR_P;2020;630000412;CH D'AMBERT;630780997;N3120;;1;0.2
SSR_P;2020;630000412;CH D'AMBERT;630780997;NAUT;5;1;4.16
SSR_P;2020;630000412;CH D'AMBERT;630780997;NCINF;7;4;5.97
SSR_P;2020;630000446;CH DE THIERS;630781029;M1320;2;;2
SSR_P;2020;630000446;CH DE THIERS;630781029;N2500;10;3;12.89
SSR_P;2020;630000446;CH DE THIERS;630781029;N310H;;;0.2
SSR_P;2020;630000446;CH DE THIERS;630781029;NAUT;3;1;3.63
SSR_P;2020;630000446;CH DE THIERS;630781029;NCINF;5;3;7.59
SSR_P;2020;630000487;CENTRE DE REED.FONCT.NOTRE-DAME;630781136;M1180;2;3;2.6
SSR_P;2020;630000487;CENTRE DE REED.FONCT.NOTRE-DAME;630781136;MAUT;;1;0.98
SSR_P;2020;630000487;CENTRE DE REED.FONCT.NOTRE-DAME;630781136;N241P;7;5;8.52
SSR_P;2020;630000487;CENTRE DE REED.FONCT.NOTRE-DAME;630781136;N2430;;1;0.38
SSR_P;2020;630000487;CENTRE DE REED.FONCT.NOTRE-DAME;630781136;N2450;;1;0.19
SSR_P;2020;630000487;CENTRE DE REED.FONCT.NOTRE-DAME;630781136;N2460;2;1;2.84
SSR_P;2020;630000487;CENTRE DE REED.FONCT.NOTRE-DAME;630781136;N2500;7;7;12.38
SSR_P;2020;630000487;CENTRE DE REED.FONCT.NOTRE-DAME;630781136;N2710;;1;0.77
SSR_P;2020;630000487;CENTRE DE REED.FONCT.NOTRE-DAME;630781136;N3120;;1;0.47
SSR_P;2020;630000487;CENTRE DE REED.FONCT.NOTRE-DAME;630781136;NAUT;23;13;28.81
SSR_P;2020;630000487;CENTRE DE REED.FONCT.NOTRE-DAME;630781136;NCINF;11;2;12.91
SSR_P;2020;630000560;CH BILLOM;630781367;M1180;;1;0.4
SSR_P;2020;630010510;CLINIQUE DES 6 LACS;920030269;M1010;3;1;3.38
SSR_P;2020;630010510;CLINIQUE DES 6 LACS;920030269;M1180;1;;1
SSR_P;2020;630010510;CLINIQUE DES 6 LACS;920030269;MAUT;3;;1.05
SSR_P;2020;630010510;CLINIQUE DES 6 LACS;920030269;N2460;;1;0.45
SSR_P;2020;630010510;CLINIQUE DES 6 LACS;920030269;N2500;22;2;23.57
SSR_P;2020;630010510;CLINIQUE DES 6 LACS;920030269;N2710;;1;0.33
SSR_P;2020;630010510;CLINIQUE DES 6 LACS;920030269;N3120;;1;0.82
SSR_P;2020;630010510;CLINIQUE DES 6 LACS;920030269;NAUT;23;;22.13
SSR_P;2020;630010510;CLINIQUE DES 6 LACS;920030269;NCINF;20;3;20.5
SSR_P;2020;630011211;CENTRE REGIONAL BASSE VISION;690795331;MAUT;;2;0.09
SSR_P;2020;630011211;CENTRE REGIONAL BASSE VISION;690795331;N2710;;1;0.6
SSR_P;2020;630011211;CENTRE REGIONAL BASSE VISION;690795331;N3120;;1;0.8
SSR_P;2020;630011211;CENTRE REGIONAL BASSE VISION;690795331;NAUT;2;1;2.5
SSR_P;2020;630011823;UGECAM - SSR NUTRITION - OBESITE;870015336;M1010;;3;1.53
SSR_P;2020;630011823;UGECAM - SSR NUTRITION - OBESITE;870015336;N2450;1;1;1.5
SSR_P;2020;630011823;UGECAM - SSR NUTRITION - OBESITE;870015336;N2710;1;1;1.5
SSR_P;2020;630011823;UGECAM - SSR NUTRITION - OBESITE;870015336;N3120;;1;0.49
SSR_P;2020;630011823;UGECAM - SSR NUTRITION - OBESITE;870015336;NAUT;7;1;7.91
SSR_P;2020;630011823;UGECAM - SSR NUTRITION - OBESITE;870015336;NCINF;1;;1
SSR_P;2020;630780179;CTRE HOSPITALISATION DE CHANAT;630011534;M1010;3;;3
SSR_P;2020;630780179;CTRE HOSPITALISATION DE CHANAT;630011534;M1320;1;;1
SSR_P;2020;630780179;CTRE HOSPITALISATION DE CHANAT;630011534;MAUT;;1;0.94
SSR_P;2020;630780179;CTRE HOSPITALISATION DE CHANAT;630011534;N241P;1;1;1.25
SSR_P;2020;630780179;CTRE HOSPITALISATION DE CHANAT;630011534;N2450;;1;0.2
SSR_P;2020;630780179;CTRE HOSPITALISATION DE CHANAT;630011534;N2500;12;12;20.51
SSR_P;2020;630780179;CTRE HOSPITALISATION DE CHANAT;630011534;N2710;;1;0.25
SSR_P;2020;630780179;CTRE HOSPITALISATION DE CHANAT;630011534;N310H;1;;1
SSR_P;2020;630780179;CTRE HOSPITALISATION DE CHANAT;630011534;N3120;;1;0.8
SSR_P;2020;630780179;CTRE HOSPITALISATION DE CHANAT;630011534;NAUT;24;10;30.29
SSR_P;2020;630780179;CTRE HOSPITALISATION DE CHANAT;630011534;NCINF;13;8;18.64
SSR_P;2020;630780310;CLINEA - CLINIQUE LES SORBIERS;920030269;M1010;2;;2.1
SSR_P;2020;630780310;CLINEA - CLINIQUE LES SORBIERS;920030269;M1320;2;2;2.11
SSR_P;2020;630780310;CLINEA - CLINIQUE LES SORBIERS;920030269;MAUT;1;;0.52
SSR_P;2020;630780310;CLINEA - CLINIQUE LES SORBIERS;920030269;N241P;;4;3.5
SSR_P;2020;630780310;CLINEA - CLINIQUE LES SORBIERS;920030269;N2450;;1;0.1
SSR_P;2020;630780310;CLINEA - CLINIQUE LES SORBIERS;920030269;N2460;;1;0.69
SSR_P;2020;630780310;CLINEA - CLINIQUE LES SORBIERS;920030269;N2500;13;4;16.19
SSR_P;2020;630780310;CLINEA - CLINIQUE LES SORBIERS;920030269;N2710;;1;0.54
SSR_P;2020;630780310;CLINEA - CLINIQUE LES SORBIERS;920030269;N310H;;1;0.72
SSR_P;2020;630780310;CLINEA - CLINIQUE LES SORBIERS;920030269;N3120;;1;0.5
SSR_P;2020;630780310;CLINEA - CLINIQUE LES SORBIERS;920030269;NAUT;26;13;29.72
SSR_P;2020;630780310;CLINEA - CLINIQUE LES SORBIERS;920030269;NCINF;13;7;15.12
SSR_P;2020;630780526;ASSO. -LES SAPINS- - CENTRE MEDICAL;630009991;M1010;;5;2.79
SSR_P;2020;630780526;ASSO. -LES SAPINS- - CENTRE MEDICAL;630009991;M1320;;1;0.89
SSR_P;2020;630780526;ASSO. -LES SAPINS- - CENTRE MEDICAL;630009991;MAUT;;1;0.75
SSR_P;2020;630780526;ASSO. -LES SAPINS- - CENTRE MEDICAL;630009991;N241P;;3;1.06
SSR_P;2020;630780526;ASSO. -LES SAPINS- - CENTRE MEDICAL;630009991;N2500;18;;15.05
SSR_P;2020;630780526;ASSO. -LES SAPINS- - CENTRE MEDICAL;630009991;N3120;;1;0.58
SSR_P;2020;630780526;ASSO. -LES SAPINS- - CENTRE MEDICAL;630009991;NAUT;18;5;22.36
SSR_P;2020;630780526;ASSO. -LES SAPINS- - CENTRE MEDICAL;630009991;NCINF;22;2;23.29
SSR_P;2020;630780559;MECS TZA NOU UGECAM;870015336;MAUT;;0;0.02
SSR_P;2020;630780559;MECS TZA NOU UGECAM;870015336;N2450;;1;0.79
SSR_P;2020;630780559;MECS TZA NOU UGECAM;870015336;N2500;1;;1.13
SSR_P;2020;630780559;MECS TZA NOU UGECAM;870015336;N2710;;1;0.5
SSR_P;2020;630780559;MECS TZA NOU UGECAM;870015336;N310H;4;1;5.47
SSR_P;2020;630780559;MECS TZA NOU UGECAM;870015336;NAUT;10;5;15.19
SSR_P;2020;630780559;MECS TZA NOU UGECAM;870015336;NCINF;7;;5.69
SSR_P;2020;630781433;MECS L'ILE AUX ENFANTS;630000362;M1010;2;;2
SSR_P;2020;630781433;MECS L'ILE AUX ENFANTS;630000362;N310H;8;;8
SSR_P;2020;630781433;MECS L'ILE AUX ENFANTS;630000362;NAUT;7;;7
SSR_P;2020;630781433;MECS L'ILE AUX ENFANTS;630000362;NCINF;3;;3
SSR_P;2020;630781755;CENTRE MEDICAL INFANTILE DE ROMAGNAT;630011518;M1140;4;;2.34
SSR_P;2020;630781755;CENTRE MEDICAL INFANTILE DE ROMAGNAT;630011518;M1180;1;;1
SSR_P;2020;630781755;CENTRE MEDICAL INFANTILE DE ROMAGNAT;630011518;N241P;;7;3.43
SSR_P;2020;630781755;CENTRE MEDICAL INFANTILE DE ROMAGNAT;630011518;N2430;;1;0.24
SSR_P;2020;630781755;CENTRE MEDICAL INFANTILE DE ROMAGNAT;630011518;N2450;1;;1
SSR_P;2020;630781755;CENTRE MEDICAL INFANTILE DE ROMAGNAT;630011518;N2460;;4;2.19
SSR_P;2020;630781755;CENTRE MEDICAL INFANTILE DE ROMAGNAT;630011518;N2470;;4;2.61
SSR_P;2020;630781755;CENTRE MEDICAL INFANTILE DE ROMAGNAT;630011518;N2500;92;17;91.61
SSR_P;2020;630781755;CENTRE MEDICAL INFANTILE DE ROMAGNAT;630011518;N2710;;4;1.49
SSR_P;2020;630781755;CENTRE MEDICAL INFANTILE DE ROMAGNAT;630011518;N310H;8;2;7.69
SSR_P;2020;630781755;CENTRE MEDICAL INFANTILE DE ROMAGNAT;630011518;N3120;;2;0.56
SSR_P;2020;630781755;CENTRE MEDICAL INFANTILE DE ROMAGNAT;630011518;NAUT;;36;25.05
SSR_P;2020;630781755;CENTRE MEDICAL INFANTILE DE ROMAGNAT;630011518;NCINF;35;21;46.58
SSR_P;2020;630783348;CTRE REED FONCT M.GANTCHOULA;750050916;M1010;1;2;0.95
SSR_P;2020;630783348;CTRE REED FONCT M.GANTCHOULA;750050916;M1180;4;;4
SSR_P;2020;630783348;CTRE REED FONCT M.GANTCHOULA;750050916;N241P;4;7;8.6
SSR_P;2020;630783348;CTRE REED FONCT M.GANTCHOULA;750050916;N2430;;1;0.34
SSR_P;2020;630783348;CTRE REED FONCT M.GANTCHOULA;750050916;N2450;;1;0.2
SSR_P;2020;630783348;CTRE REED FONCT M.GANTCHOULA;750050916;N2460;4;3;4.92
SSR_P;2020;630783348;CTRE REED FONCT M.GANTCHOULA;750050916;N2500;23;24;29.4
SSR_P;2020;630783348;CTRE REED FONCT M.GANTCHOULA;750050916;N2710;;2;1.05
SSR_P;2020;630783348;CTRE REED FONCT M.GANTCHOULA;750050916;N310H;3;;3
SSR_P;2020;630783348;CTRE REED FONCT M.GANTCHOULA;750050916;N3120;;1;0.85
SSR_P;2020;630783348;CTRE REED FONCT M.GANTCHOULA;750050916;NAUT;16;25;37.42
SSR_P;2020;630783348;CTRE REED FONCT M.GANTCHOULA;750050916;NCINF;16;18;25.63
SSR_P;2020;630783538;HOPITAL LOUISE MICHEL - CHU63;630780989;M1040;;1;0.2
SSR_P;2020;630783538;HOPITAL LOUISE MICHEL - CHU63;630780989;M1180;4;;0.98
SSR_P;2020;630783538;HOPITAL LOUISE MICHEL - CHU63;630780989;MAUT;2;1;3.4
SSR_P;2020;630783538;HOPITAL LOUISE MICHEL - CHU63;630780989;N241P;7;5;8.82
SSR_P;2020;630783538;HOPITAL LOUISE MICHEL - CHU63;630780989;N2430;;2;0.26
SSR_P;2020;630783538;HOPITAL LOUISE MICHEL - CHU63;630780989;N2460;3;2;4.37
SSR_P;2020;630783538;HOPITAL LOUISE MICHEL - CHU63;630780989;N2470;;1;0.4
SSR_P;2020;630783538;HOPITAL LOUISE MICHEL - CHU63;630780989;N2500;28;5;25.14
SSR_P;2020;630783538;HOPITAL LOUISE MICHEL - CHU63;630780989;N2710;;2;0.7
SSR_P;2020;630783538;HOPITAL LOUISE MICHEL - CHU63;630780989;N310H;;1;0.5
SSR_P;2020;630783538;HOPITAL LOUISE MICHEL - CHU63;630780989;N3120;2;1;2.83
SSR_P;2020;630783538;HOPITAL LOUISE MICHEL - CHU63;630780989;NAUT;12;1;11.35
SSR_P;2020;630783538;HOPITAL LOUISE MICHEL - CHU63;630780989;NCINF;28;6;30.18
SSR_P;2020;630785756;CTRE REEDUCATION FONCT.M.BARBAT;630001188;M1010;2;2;3.17
SSR_P;2020;630785756;CTRE REEDUCATION FONCT.M.BARBAT;630001188;M1320;1;;1.36
SSR_P;2020;630785756;CTRE REEDUCATION FONCT.M.BARBAT;630001188;MAUT;1;;1.14
SSR_P;2020;630785756;CTRE REEDUCATION FONCT.M.BARBAT;630001188;N241P;11;3;11.24
SSR_P;2020;630785756;CTRE REEDUCATION FONCT.M.BARBAT;630001188;N2430;0;1;0.43
SSR_P;2020;630785756;CTRE REEDUCATION FONCT.M.BARBAT;630001188;N2450;0;1;0.7
SSR_P;2020;630785756;CTRE REEDUCATION FONCT.M.BARBAT;630001188;N2460;2;5;4.14
SSR_P;2020;630785756;CTRE REEDUCATION FONCT.M.BARBAT;630001188;N2500;30;8;34.89
SSR_P;2020;630785756;CTRE REEDUCATION FONCT.M.BARBAT;630001188;N2710;0;1;0.7
SSR_P;2020;630785756;CTRE REEDUCATION FONCT.M.BARBAT;630001188;N310H;1;1;0.99
SSR_P;2020;630785756;CTRE REEDUCATION FONCT.M.BARBAT;630001188;N3120;1;0;1
SSR_P;2020;630785756;CTRE REEDUCATION FONCT.M.BARBAT;630001188;NAUT;46;17;56.33
SSR_P;2020;630785756;CTRE REEDUCATION FONCT.M.BARBAT;630001188;NCINF;13;3;16.33
SSR_P;2020;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;M1010;1;;1
SSR_P;2020;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;M1180;1;;1
SSR_P;2020;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;M1320;1;;0.3
SSR_P;2020;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;N241P;3;;2.35
SSR_P;2020;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;N2430;;;0.41
SSR_P;2020;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;N2460;;1;0.8
SSR_P;2020;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;N2470;;1;0.1
SSR_P;2020;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;N2500;14;6;18.26
SSR_P;2020;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;N2710;;1;0.52
SSR_P;2020;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;NCINF;12;4;14.47
SSR_P;2020;640000410;CENTRE HOSPITALIER OLORON;640780821;M1010;;2;1
SSR_P;2020;640000410;CENTRE HOSPITALIER OLORON;640780821;N2500;7;3;9.43
SSR_P;2020;640000410;CENTRE HOSPITALIER OLORON;640780821;NAUT;1;1;1.38
SSR_P;2020;640000410;CENTRE HOSPITALIER OLORON;640780821;NCINF;3;1;4.62
SSR_P;2020;640000428;CENTRE HOSPITALIER DE MAULEON;640780839;M1010;;1;0.46
SSR_P;2020;640000428;CENTRE HOSPITALIER DE MAULEON;640780839;N241P;1;3;2
SSR_P;2020;640000428;CENTRE HOSPITALIER DE MAULEON;640780839;N2460;;2;0.23
SSR_P;2020;640000428;CENTRE HOSPITALIER DE MAULEON;640780839;N2500;9;6;11.5
SSR_P;2020;640000428;CENTRE HOSPITALIER DE MAULEON;640780839;N2710;;1;0.17
SSR_P;2020;640000428;CENTRE HOSPITALIER DE MAULEON;640780839;N3120;;1;0.86
SSR_P;2020;640000428;CENTRE HOSPITALIER DE MAULEON;640780839;NCINF;4;4;7.11
SSR_P;2020;640000600;CENTRE HOSPITALIER DE PAU;640781290;M1010;1;1;1.6
SSR_P;2020;640000600;CENTRE HOSPITALIER DE PAU;640781290;M1180;1;6;3.39
SSR_P;2020;640000600;CENTRE HOSPITALIER DE PAU;640781290;M1320;0;4;1.92
SSR_P;2020;640000600;CENTRE HOSPITALIER DE PAU;640781290;N241P;2;13;13.39
SSR_P;2020;640000600;CENTRE HOSPITALIER DE PAU;640781290;N2430;0;0;0.72
SSR_P;2020;640000600;CENTRE HOSPITALIER DE PAU;640781290;N2450;1;3;2.46
SSR_P;2020;640000600;CENTRE HOSPITALIER DE PAU;640781290;N2460;0;4;3.63
SSR_P;2020;640000600;CENTRE HOSPITALIER DE PAU;640781290;N2470;0;1;0.58
SSR_P;2020;640000600;CENTRE HOSPITALIER DE PAU;640781290;N2500;53;43;68.73
SSR_P;2020;640000600;CENTRE HOSPITALIER DE PAU;640781290;N2710;0;4;1.55
SSR_P;2020;640000600;CENTRE HOSPITALIER DE PAU;640781290;N3120;0;4;1.82
SSR_P;2020;640000600;CENTRE HOSPITALIER DE PAU;640781290;NAUT;18;14;21.88
SSR_P;2020;640000600;CENTRE HOSPITALIER DE PAU;640781290;NCINF;32;46;56.09
SSR_P;2020;640005591;LES JEUNES CHENES;920030269;M1010;2;;1.83
SSR_P;2020;640005591;LES JEUNES CHENES;920030269;M1320;;3;1.6
SSR_P;2020;640005591;LES JEUNES CHENES;920030269;MAUT;;1;0.58
SSR_P;2020;640005591;LES JEUNES CHENES;920030269;N2460;;1;0.16
SSR_P;2020;640005591;LES JEUNES CHENES;920030269;N2500;17;;14.92
SSR_P;2020;640005591;LES JEUNES CHENES;920030269;N2710;;1;0.18
SSR_P;2020;640005591;LES JEUNES CHENES;920030269;N310H;;1;0.2
SSR_P;2020;640005591;LES JEUNES CHENES;920030269;N3120;;1;0.74
SSR_P;2020;640005591;LES JEUNES CHENES;920030269;NAUT;32;;28.06
SSR_P;2020;640005591;LES JEUNES CHENES;920030269;NCINF;13;2;11.68
