BOR;AN;FI;RS;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST;DISU;DISHU
IMAGES_P;2020;570000356;CLINIQUE AMBROISE PARE DE THIONVILLE;570000919;NAUT;6;1;6.8;;;;
IMAGES_P;2020;570000380;ABRESCHVILLER - CRS SAINT LUC;570000034;N4130;1;1;1.91;0;0;;
IMAGES_P;2020;570000562;HOPITAL ST FRANCOIS - MARANGE-SILVANGE;570011353;N4130;1;;1;1;1;;
IMAGES_P;2020;570000562;HOPITAL ST FRANCOIS - MARANGE-SILVANGE;570011353;NAUT;2;;2;;;;
IMAGES_P;2020;570000596;HIA LEGOUEST;750821092;M1160;1;;0.8;1;1;0;0
IMAGES_P;2020;570000596;HIA LEGOUEST;750821092;N4130;10;1;10.5;1;0;;
IMAGES_P;2020;570000596;HIA LEGOUEST;750821092;N4160;;1;0.5;;;;
IMAGES_P;2020;570000661;HOPITAL SAINT JOSEPH DE BITCHE;570000158;M1160;;1;0.6;0;0;0;0
IMAGES_P;2020;570000661;HOPITAL SAINT JOSEPH DE BITCHE;570000158;N4130;1;;1.5;;;;
IMAGES_P;2020;570000661;HOPITAL SAINT JOSEPH DE BITCHE;570000158;NAUT;1;;1.5;;;;
IMAGES_P;2020;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;M1160;6;2;6.5;0;1;1;1
IMAGES_P;2020;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;M1210;1;;1;0;0;;
IMAGES_P;2020;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;N4130;22;15;30.6;1;;;
IMAGES_P;2020;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;N4160;1;;1;;;;
IMAGES_P;2020;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;NAUT;17;3;17.25;;;;
IMAGES_P;2020;570000950;CLINIQUE STE ELISABETH DE YUTZ;570000398;M1160;;2;0.15;0;0;0;0
IMAGES_P;2020;570000968;CH LE SECQ DE CREPY DE BOULAY;570000430;M1160;0;1;0.61;0;0;0;0
IMAGES_P;2020;570000968;CH LE SECQ DE CREPY DE BOULAY;570000430;N4130;1;1;1.86;0;0;;
IMAGES_P;2020;570000968;CH LE SECQ DE CREPY DE BOULAY;570000430;NAUT;0;1;0.8;;;;
IMAGES_P;2020;570001057;HOPITAL BELLE-ISLE DE METZ - HPM;570023630;M1160;;1;0.5;0;1;0;0
IMAGES_P;2020;570001057;HOPITAL BELLE-ISLE DE METZ - HPM;570023630;N4130;3;1;3.38;0;1;;
IMAGES_P;2020;570001057;HOPITAL BELLE-ISLE DE METZ - HPM;570023630;N4160;1;;1;;;;
IMAGES_P;2020;570001099;HOPITAL SAINTE-BLANDINE DE METZ - HPM;570023630;M1160;;;0.15;0;0;0;0
IMAGES_P;2020;570003079;CENTRE DE GERIATRIE LE KEM - SOS SANTE;570010181;N4130;;1;0.17;0;0;;
IMAGES_P;2020;570009670;HOPITAL ST MAURICE ASSPO;570027995;N4130;;1;0.2;0;0;;
IMAGES_P;2020;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;M1160;;5;3.54;0;1;0;0
IMAGES_P;2020;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;N4130;14;2;14.16;0;1;;
IMAGES_P;2020;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;N4160;1;;1;;;;
IMAGES_P;2020;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;NAUT;7;;5.73;;;;
IMAGES_P;2020;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;M1160;9;1;9.66;1;0;1;1
IMAGES_P;2020;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;M1210;5;0;5.33;0;0;;
IMAGES_P;2020;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;N4130;58;15;63.92;0;1;;
IMAGES_P;2020;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;N4160;1;;1.67;;;;
IMAGES_P;2020;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;NAUT;24;10;24.98;;;;
IMAGES_P;2020;580972644;CH HENRI DUNANT LA CHARITE-SUR-LOIRE;580781136;M1160;;2;0.6;0;0;0;0
IMAGES_P;2020;580972644;CH HENRI DUNANT LA CHARITE-SUR-LOIRE;580781136;N4130;1;;1;0;0;;
IMAGES_P;2020;580972651;CH CHATEAU-CHINON;580780047;N4130;1;;1;;;;
IMAGES_P;2020;580972669;CH CLAMECY;580780070;M1160;1;1;1.6;0;0;0;0
IMAGES_P;2020;580972669;CH CLAMECY;580780070;N4130;4;;4;1;1;;
IMAGES_P;2020;580972669;CH CLAMECY;580780070;NAUT;1;1;1.5;;;;
IMAGES_P;2020;580972677;CH COSNE COURS SUR LOIRE;580780088;M1160;1;;1.08;;;;
IMAGES_P;2020;580972677;CH COSNE COURS SUR LOIRE;580780088;N4130;;6;;;;;
IMAGES_P;2020;580972685;CH DECIZE;580780096;M1160;1;1;1.8;;1;0;0
IMAGES_P;2020;580972685;CH DECIZE;580780096;N4130;7;;6.89;;;;
IMAGES_P;2020;580972685;CH DECIZE;580780096;N4160;;1;0.6;;;;
IMAGES_P;2020;580972685;CH DECIZE;580780096;NAUT;;4;2.31;;;;
IMAGES_P;2020;580972693;HOPITAL PIERRE BEREGOVOY;580780039;M1160;2;1;4.27;0;1;0;0
IMAGES_P;2020;580972693;HOPITAL PIERRE BEREGOVOY;580780039;M1210;1;1;2.05;0;0;;
IMAGES_P;2020;580972693;HOPITAL PIERRE BEREGOVOY;580780039;N4130;22;8;24.99;;;;
IMAGES_P;2020;580972693;HOPITAL PIERRE BEREGOVOY;580780039;N4160;;1;0.9;;;;
IMAGES_P;2020;580972693;HOPITAL PIERRE BEREGOVOY;580780039;NAUT;28;17;33.48;;;;
IMAGES_P;2020;590000014;CH SOMAIN;590780052;M1160;;4;0.5;0;0;0;0
IMAGES_P;2020;590000014;CH SOMAIN;590780052;N4130;2;2;3.2;0;0;;
IMAGES_P;2020;590000014;CH SOMAIN;590780052;NAUT;1;;1;;;;
IMAGES_P;2020;590000121;CH SECLIN;590780227;M1160;2;8;4.87;0;1;0;0
IMAGES_P;2020;590000121;CH SECLIN;590780227;N4130;15;5;19.14;1;1;;
IMAGES_P;2020;590000121;CH SECLIN;590780227;N4160;1;;0.95;;;;
IMAGES_P;2020;590000121;CH SECLIN;590780227;NAUT;8;1;9.48;;;;
IMAGES_P;2020;590000188;CLCC OSCAR LAMBRET LILLE;590780334;M1160;7;6;10.17;0;0;0;0
IMAGES_P;2020;590000188;CLCC OSCAR LAMBRET LILLE;590780334;M1210;3;0;2.15;0;0;;
IMAGES_P;2020;590000188;CLCC OSCAR LAMBRET LILLE;590780334;N4130;28;3;28.9;0;1;;
IMAGES_P;2020;590000188;CLCC OSCAR LAMBRET LILLE;590780334;N4160;3;0;3;;;;
IMAGES_P;2020;590000188;CLCC OSCAR LAMBRET LILLE;590780334;NAUT;3;3;4.79;;;;
IMAGES_P;2020;590000337;CH DUNKERQUE;590781415;M1160;1;6;3.9;1;0;1;1
IMAGES_P;2020;590000337;CH DUNKERQUE;590781415;M1210;;2;0.2;0;0;;
IMAGES_P;2020;590000337;CH DUNKERQUE;590781415;N4130;28;13;39.22;0;1;;
IMAGES_P;2020;590000337;CH DUNKERQUE;590781415;N4160;2;;2;;;;
IMAGES_P;2020;590000337;CH DUNKERQUE;590781415;NAUT;11;7;13.14;;;;
IMAGES_P;2020;590000428;CH CAMBRAI;590781605;M1160;3;6;5.49;0;1;1;1
IMAGES_P;2020;590000428;CH CAMBRAI;590781605;N4130;16;2;16.02;0;0;;
IMAGES_P;2020;590000428;CH CAMBRAI;590781605;N4160;1;;1;;;;
IMAGES_P;2020;590000428;CH CAMBRAI;590781605;NAUT;6;2;7.12;;;;
IMAGES_P;2020;590000469;CH FOURMIES;590781662;M1160;2;3;2.8;;;;
IMAGES_P;2020;590000469;CH FOURMIES;590781662;N4130;7;0;5.54;;;;
IMAGES_P;2020;590000469;CH FOURMIES;590781662;NAUT;1;0;0.8;;;;
IMAGES_P;2020;590000477;CH LE QUESNOY;590781670;M1160;;3;1.4;0;1;;
IMAGES_P;2020;590000477;CH LE QUESNOY;590781670;N4130;4;2;5.83;0;1;;
IMAGES_P;2020;590000527;CH AVESNES;590781795;M1160;;4;1.4;;;;
IMAGES_P;2020;590000527;CH AVESNES;590781795;N4130;1;3;2.88;;;;
IMAGES_P;2020;590000527;CH AVESNES;590781795;NAUT;2;0;1.67;;;;
IMAGES_P;2020;590000535;CH SAMBRE AVESNOIS MAUBEUGE;590781803;M1160;3;3;4;0;1;0;0
IMAGES_P;2020;590000535;CH SAMBRE AVESNOIS MAUBEUGE;590781803;N4130;13;3;15.69;;1;;
IMAGES_P;2020;590000535;CH SAMBRE AVESNOIS MAUBEUGE;590781803;N4160;1;0;1;;;;
IMAGES_P;2020;590000535;CH SAMBRE AVESNOIS MAUBEUGE;590781803;NAUT;7;3;7.77;;;;
IMAGES_P;2020;590000543;CH FELLERIES-LIESSIES;590781811;M1160;;1;0.1;;;;
IMAGES_P;2020;590000543;CH FELLERIES-LIESSIES;590781811;N4130;;1;0.5;0;0;;
IMAGES_P;2020;590000592;CH DENAIN;590782165;M1160;2;4;3.31;0;1;1;0
IMAGES_P;2020;590000592;CH DENAIN;590782165;N4130;22;3;22.03;1;0;;
IMAGES_P;2020;590000592;CH DENAIN;590782165;N4160;;1;0.25;;;;
IMAGES_P;2020;590000592;CH DENAIN;590782165;NAUT;10;1;8.95;;;;
IMAGES_P;2020;590000600;CH SAINT- AMAND LES EAUX;590782207;N4130;0;0;0.33;0;0;;
IMAGES_P;2020;590000600;CH SAINT- AMAND LES EAUX;590782207;NAUT;1;0;1;;;;
IMAGES_P;2020;590000618;CH VALENCIENNES;590782215;M1160;41;17;31.66;1;1;0;0
IMAGES_P;2020;590000618;CH VALENCIENNES;590782215;M1210;8;6;3.96;0;0;;
IMAGES_P;2020;590000618;CH VALENCIENNES;590782215;N4130;75;25;89.2;1;1;;
IMAGES_P;2020;590000618;CH VALENCIENNES;590782215;N4160;4;0;4.77;;;;
IMAGES_P;2020;590000618;CH VALENCIENNES;590782215;NAUT;59;16;67.35;;;;
IMAGES_P;2020;590000691;CH WATTRELOS;590782439;M1160;;2;0.8;0;0;0;0
IMAGES_P;2020;590000691;CH WATTRELOS;590782439;N4130;3;2;4.68;;;;
IMAGES_P;2020;590000691;CH WATTRELOS;590782439;N4160;1;;1.08;;;;
IMAGES_P;2020;590000691;CH WATTRELOS;590782439;NAUT;2;1;2.15;;;;
IMAGES_P;2020;590000758;CH ARMENTIERES;590782637;M1160;;13;6.11;1;1;1;1
IMAGES_P;2020;590000758;CH ARMENTIERES;590782637;N4130;17;7;16.49;1;0;;
IMAGES_P;2020;590000758;CH ARMENTIERES;590782637;N4160;1;;1;;;;
IMAGES_P;2020;590000758;CH ARMENTIERES;590782637;NAUT;8;6;10.91;;;;
IMAGES_P;2020;590000766;CH BAILLEUL;590782645;M1160;;;;0;0;0;1
IMAGES_P;2020;590000766;CH BAILLEUL;590782645;N4130;1;1;1.9;0;0;;
IMAGES_P;2020;590000766;CH BAILLEUL;590782645;NAUT;1;;0.85;;;;
IMAGES_P;2020;590000774;CH HAZEBROUCK;590782652;N4130;5;5;8.48;;;;
IMAGES_P;2020;590000774;CH HAZEBROUCK;590782652;N4160;;;0.08;;;;
IMAGES_P;2020;590000774;CH HAZEBROUCK;590782652;NAUT;3;;2.33;;;;
IMAGES_P;2020;590001004;CH DOUAI DECHY;590783239;M1160;6;7;7.55;1;0;0;0
IMAGES_P;2020;590001004;CH DOUAI DECHY;590783239;N4130;30;4;32.35;1;0;;
IMAGES_P;2020;590001004;CH DOUAI DECHY;590783239;NAUT;13;1;14.22;;;;
IMAGES_P;2020;590001418;EPSM AGGL LILLOISE ST-ANDRE;590034740;N4130;1;0;1;0;0;;
IMAGES_P;2020;590001582;CH INTERCOMMUNAL WASQUEHAL;590785663;M1160;;1;0.1;0;0;0;0
IMAGES_P;2020;590001582;CH INTERCOMMUNAL WASQUEHAL;590785663;N4130;;1;0.4;0;0;;
IMAGES_P;2020;590001582;CH INTERCOMMUNAL WASQUEHAL;590785663;NAUT;1;;1;;;;
IMAGES_P;2020;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;M1160;2;2;2.9;;;0;0
IMAGES_P;2020;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;N4130;6;;6;;;;
IMAGES_P;2020;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;N4160;1;;1;;;;
IMAGES_P;2020;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;NAUT;4;3;5.91;;;;
IMAGES_P;2020;590006607;HOP JEANNE DE FLANDRE CHR LILLE;590780193;M1160;9;4;4.5;0;0;0;0
IMAGES_P;2020;590006607;HOP JEANNE DE FLANDRE CHR LILLE;590780193;MAUT;4;;3.2;;;;
IMAGES_P;2020;590006607;HOP JEANNE DE FLANDRE CHR LILLE;590780193;N4130;10;5;14.2;1;0;;
IMAGES_P;2020;590006607;HOP JEANNE DE FLANDRE CHR LILLE;590780193;N4160;1;0;1;;;;
IMAGES_P;2020;590006607;HOP JEANNE DE FLANDRE CHR LILLE;590780193;NAUT;7;4;7.92;;;;
IMAGES_P;2020;590006896;POLYCLINIQUE DE LA THIÉRACHE;590000519;M1160;9;;9;0;1;;
IMAGES_P;2020;590006896;POLYCLINIQUE DE LA THIÉRACHE;590000519;M1210;;;;0;1;;
IMAGES_P;2020;590006896;POLYCLINIQUE DE LA THIÉRACHE;590000519;N4130;5;;5;0;1;;
IMAGES_P;2020;590006896;POLYCLINIQUE DE LA THIÉRACHE;590000519;NAUT;2;;2;;;;
IMAGES_P;2020;590052049;GROUPE MEDICAL DES DENTELLIERES;590006268;M1160;10;3;12.5;0;0;0;0
IMAGES_P;2020;590052049;GROUPE MEDICAL DES DENTELLIERES;590006268;M1210;1;;1;0;0;;
IMAGES_P;2020;590052049;GROUPE MEDICAL DES DENTELLIERES;590006268;N4130;17;6;14.5;1;1;;
IMAGES_P;2020;590052049;GROUPE MEDICAL DES DENTELLIERES;590006268;N4160;1;;1;;;;
IMAGES_P;2020;590052049;GROUPE MEDICAL DES DENTELLIERES;590006268;NAUT;26;5;27;;;;
IMAGES_P;2020;590780250;CLINIQUE LILLE SUD;590053955;M1160;;7;;;;;
IMAGES_P;2020;590780268;HOPITAL PRIVÉ LE BOIS;590053955;M1160;;24;;0;1;;
IMAGES_P;2020;590780268;HOPITAL PRIVÉ LE BOIS;590053955;M1210;;6;;0;1;;
IMAGES_P;2020;590780284;GPT HOPITAUX INSTITUT CATHOLIQUE LILLE;590051801;M1160;9;1;8.58;;1;;
IMAGES_P;2020;590780284;GPT HOPITAUX INSTITUT CATHOLIQUE LILLE;590051801;N4130;28;4;28.47;;1;;
IMAGES_P;2020;590780284;GPT HOPITAUX INSTITUT CATHOLIQUE LILLE;590051801;N4160;2;;1.92;;;;
IMAGES_P;2020;590780284;GPT HOPITAUX INSTITUT CATHOLIQUE LILLE;590051801;NAUT;3;23;8.02;;;;
IMAGES_P;2020;590781571;CLINIQUE DU CAMBRESIS;590000402;M1160;;3;1;0;;0;0
IMAGES_P;2020;590781571;CLINIQUE DU CAMBRESIS;590000402;N4130;1;;1;0;0;;
IMAGES_P;2020;590781571;CLINIQUE DU CAMBRESIS;590000402;NAUT;1;;1;;;;
IMAGES_P;2020;590782546;SAS CLINIQUE DE VILLENEUVE D'ASCQ;590000733;M1160;;2;0.15;0;1;0;0
IMAGES_P;2020;590782546;SAS CLINIQUE DE VILLENEUVE D'ASCQ;590000733;N4130;;1;0.15;0;1;;
IMAGES_P;2020;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;M1160;20;8;;0;1;;
IMAGES_P;2020;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;N4130;20;2;21;0;1;;
IMAGES_P;2020;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;N4160;3;;3;;;;
IMAGES_P;2020;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;NAUT;26;3;27.5;;;;
IMAGES_P;2020;590784864;HOP CALMETTE CHR LILLE;590780193;M1160;6;1;3.82;0;0;0;0
IMAGES_P;2020;590784864;HOP CALMETTE CHR LILLE;590780193;N4130;13;5;15.44;1;1;;
IMAGES_P;2020;590784864;HOP CALMETTE CHR LILLE;590780193;N4160;1;0;1;;;;
IMAGES_P;2020;590784864;HOP CALMETTE CHR LILLE;590780193;NAUT;8;4;9.48;;;;
IMAGES_P;2020;590787586;HOP CARDIOLOGIQUE CHR LILLE;590780193;M1160;6;2;6.06;0;1;0;0
IMAGES_P;2020;590787586;HOP CARDIOLOGIQUE CHR LILLE;590780193;MAUT;13;4;10.76;;;;
IMAGES_P;2020;590787586;HOP CARDIOLOGIQUE CHR LILLE;590780193;N4130;23;2;22.63;0;1;;
IMAGES_P;2020;590787586;HOP CARDIOLOGIQUE CHR LILLE;590780193;N4160;1;1;1.15;;;;
IMAGES_P;2020;590787586;HOP CARDIOLOGIQUE CHR LILLE;590780193;NAUT;21;11;25.59;;;;
IMAGES_P;2020;590788964;SARL CLINIQUE DU PARC;590001756;M1160;9;;9;0;1;;
IMAGES_P;2020;590788964;SARL CLINIQUE DU PARC;590001756;M1210;;;;0;1;;
IMAGES_P;2020;590788964;SARL CLINIQUE DU PARC;590001756;N4130;12;;12;0;1;;
IMAGES_P;2020;590788964;SARL CLINIQUE DU PARC;590001756;NAUT;3;;3;;;;
IMAGES_P;2020;590791091;CSPA LES BATELIERS CHRU LILLE;590780193;N4130;;;0.4;0;0;;
IMAGES_P;2020;590791091;CSPA LES BATELIERS CHRU LILLE;590780193;NAUT;;;0.4;;;;
IMAGES_P;2020;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;M1160;30;6;27.57;1;1;1;1
IMAGES_P;2020;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;M1210;7;5;6.69;0;0;;
IMAGES_P;2020;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;MAUT;7;10;9.24;;;;
IMAGES_P;2020;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;N4130;103;20;114.97;1;1;;
IMAGES_P;2020;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;N4160;9;1;7.65;;;;
IMAGES_P;2020;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;NAUT;68;30;78.19;;;;
IMAGES_P;2020;590797353;HOPITAL SAINT VINCENT - SAINT ANTOINE;590051801;M1160;4;;2.22;;1;;
IMAGES_P;2020;590797353;HOPITAL SAINT VINCENT - SAINT ANTOINE;590051801;N4130;20;6;20.52;;;;
IMAGES_P;2020;590797353;HOPITAL SAINT VINCENT - SAINT ANTOINE;590051801;N4160;1;;1.02;;;;
IMAGES_P;2020;590797353;HOPITAL SAINT VINCENT - SAINT ANTOINE;590051801;NAUT;4;17;7.63;;;;
IMAGES_P;2020;590801106;HOPITAL VICTOR PROVO;590782421;M1160;9;7;11.6;0;1;;
IMAGES_P;2020;590801106;HOPITAL VICTOR PROVO;590782421;M1210;0;2;0.66;;;;
IMAGES_P;2020;590801106;HOPITAL VICTOR PROVO;590782421;N4130;34;10;44.3;0;1;;
IMAGES_P;2020;590801106;HOPITAL VICTOR PROVO;590782421;N4160;1;1;1.14;;;;
IMAGES_P;2020;590804696;HOPITAL GUY CHATILIEZ CH TOURCOING;590781902;M1160;4;2;5.77;0;1;1;0
IMAGES_P;2020;590804696;HOPITAL GUY CHATILIEZ CH TOURCOING;590781902;N4130;21;7;25.28;1;1;;
IMAGES_P;2020;590804696;HOPITAL GUY CHATILIEZ CH TOURCOING;590781902;N4160;1;;1;;;;
IMAGES_P;2020;590804696;HOPITAL GUY CHATILIEZ CH TOURCOING;590781902;NAUT;3;1;1.58;;;;
IMAGES_P;2020;590804712;CENTRE RADIOTHERAPIE ONCOLOGIE GRAY;590003281;N4130;1;;1;;;;
IMAGES_P;2020;590806360;CLINIQUE DE LA MITTERIE;590003596;M1160;;;;0;0;;1
IMAGES_P;2020;590806360;CLINIQUE DE LA MITTERIE;590003596;N4130;;1;0.45;0;0;;
IMAGES_P;2020;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M1160;15;3;8.81;0;0;0;0
IMAGES_P;2020;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;M1210;7;4;5.06;0;0;;
IMAGES_P;2020;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;MAUT;1;;1.68;;;;
IMAGES_P;2020;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;N4130;39;13;45.32;0;0;;
IMAGES_P;2020;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;N4160;3;1;3.2;;;;
IMAGES_P;2020;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;NAUT;28;11;31.06;;;;
IMAGES_P;2020;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M1160;9;;4.5;0;1;;
IMAGES_P;2020;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;M1210;;6;3;0;0;;
IMAGES_P;2020;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;N4130;2;;2;0;1;;
IMAGES_P;2020;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;N4160;1;;1;;;;
IMAGES_P;2020;590816310;CLINIQUE SAINT AME;590000048;M1160;0;11;9;0;1;0;0
IMAGES_P;2020;590816310;CLINIQUE SAINT AME;590000048;N4130;9;0;9;0;1;;
IMAGES_P;2020;590816310;CLINIQUE SAINT AME;590000048;N4160;;1;0.5;;;;
IMAGES_P;2020;590816310;CLINIQUE SAINT AME;590000048;NAUT;7;2;8;;;;
IMAGES_P;2020;590817458;CLINIQUE DE LA VICTOIRE;590053955;M1160;;26;;0;1;;
IMAGES_P;2020;590817839;CLINIQUE DU VAL DE LYS;590053955;M1160;;1;;0;1;0;0
IMAGES_P;2020;600000053;CH GHPSO SENLIS;600101984;M1160;1;1;1.1;0;0;0;0
IMAGES_P;2020;600000053;CH GHPSO SENLIS;600101984;N4130;6;1;6.5;0;0;;
IMAGES_P;2020;600000053;CH GHPSO SENLIS;600101984;N4160;;1;0.2;;;;
IMAGES_P;2020;600000053;CH GHPSO SENLIS;600101984;NAUT;3;4;4.67;;;;
IMAGES_P;2020;600000152;CH CHAUMONT-EN-VEXIN;600100572;M1160;0;2;1.2;;;;
IMAGES_P;2020;600000152;CH CHAUMONT-EN-VEXIN;600100572;N4130;2;1;2.6;0;0;;
IMAGES_P;2020;600000152;CH CHAUMONT-EN-VEXIN;600100572;NAUT;1;0;0.2;;;;
IMAGES_P;2020;600000186;CH CLERMONT;600100648;M1160;;;;0;0;1;0
IMAGES_P;2020;600000186;CH CLERMONT;600100648;N4130;4;5;8.1;0;0;;
IMAGES_P;2020;600000186;CH CLERMONT;600100648;N4160;;2;1;;;;
IMAGES_P;2020;600000194;CH BEAUVAIS;600100713;M1160;3;2;3.72;1;1;0;0
IMAGES_P;2020;600000194;CH BEAUVAIS;600100713;M1210;1;4;2.1;0;0;;
IMAGES_P;2020;600000194;CH BEAUVAIS;600100713;N4130;23;11;32.08;1;1;;
IMAGES_P;2020;600000194;CH BEAUVAIS;600100713;N4160;2;0;2;;;;
IMAGES_P;2020;600000194;CH BEAUVAIS;600100713;NAUT;18;5;20.91;;;;
IMAGES_P;2020;600000285;CH CHICN NOYON;600100721;N4130;5;2;5.53;;;;
IMAGES_P;2020;600000285;CH CHICN NOYON;600100721;NAUT;1;0;1;;;;
IMAGES_P;2020;600000467;CH GHPSO CREIL;600101984;M1160;4;3;5.51;1;0;0;0
IMAGES_P;2020;600000467;CH GHPSO CREIL;600101984;N4130;7;15;10.58;1;0;;
IMAGES_P;2020;600000467;CH GHPSO CREIL;600101984;N4160;;1;0.8;;;;
IMAGES_P;2020;600000467;CH GHPSO CREIL;600101984;NAUT;8;10;13.35;;;;
IMAGES_P;2020;600012330;SNC CROME DE COMPIEGNE;600014005;N4130;8;1;8.8;;;;
IMAGES_P;2020;600012330;SNC CROME DE COMPIEGNE;600014005;N4160;1;;1;;;;
IMAGES_P;2020;600012330;SNC CROME DE COMPIEGNE;600014005;NAUT;9;;9;;;;
IMAGES_P;2020;600100101;CH AP-HP LIANCOURT;750712184;N4130;2;;1.83;0;0;;
IMAGES_P;2020;600100101;CH AP-HP LIANCOURT;750712184;N4160;;1;0.1;;;;
IMAGES_P;2020;600100754;POLYCLINIQUE SAINT CÔME;600000228;M1160;4;9;10;0;1;;
IMAGES_P;2020;600100754;POLYCLINIQUE SAINT CÔME;600000228;N4130;16;;16;;1;;
IMAGES_P;2020;600100754;POLYCLINIQUE SAINT CÔME;600000228;N4160;1;;1;;;;
IMAGES_P;2020;600100754;POLYCLINIQUE SAINT CÔME;600000228;NAUT;23;;23;;;;
IMAGES_P;2020;600100796;CTRE RÉÉDUC & RÉADAPT FONCTIONELLE;750720609;N4130;;1;0.5;0;0;;
IMAGES_P;2020;600110175;CLINIQUE DU PARC SAINT-LAZARE;600001234;M1160;1;;2;;;;
IMAGES_P;2020;600113476;CH CHICN COMPIÈGNE;600100721;M1160;4;3;6.08;;;;
IMAGES_P;2020;600113476;CH CHICN COMPIÈGNE;600100721;MAUT;0;1;0.1;;;;
IMAGES_P;2020;600113476;CH CHICN COMPIÈGNE;600100721;N4130;22;5;25.83;;;;
IMAGES_P;2020;600113476;CH CHICN COMPIÈGNE;600100721;N4160;1;0;1;;;;
IMAGES_P;2020;600113476;CH CHICN COMPIÈGNE;600100721;NAUT;7;1;6.62;;;;
IMAGES_P;2020;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;M1160;1;0;1.68;0;1;0;0
IMAGES_P;2020;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;N4130;6;4;8.34;0;1;;
IMAGES_P;2020;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;NAUT;4;0;2.98;;;;
IMAGES_P;2020;610000051;CHICAM - SITE ALENCON;610780082;M1160;;3;0.93;0;1;0;0
IMAGES_P;2020;610000051;CHICAM - SITE ALENCON;610780082;N4130;18;5;18.77;1;0;;
IMAGES_P;2020;610000051;CHICAM - SITE ALENCON;610780082;N4160;;1;0.8;;;;
IMAGES_P;2020;610000051;CHICAM - SITE ALENCON;610780082;NAUT;10;1;11.75;;;;
IMAGES_P;2020;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;M1160;4;3;5.02;0;1;0;1
IMAGES_P;2020;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;N4130;7;6;10.64;0;1;;
IMAGES_P;2020;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;N4160;1;;1;;;;
IMAGES_P;2020;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;NAUT;4;2;4.03;;;;
IMAGES_P;2020;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;M1160;1;;1;1;1;0;0
IMAGES_P;2020;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;N4130;4;;4.33;1;1;;
IMAGES_P;2020;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;NAUT;2;1;2.28;;;;
IMAGES_P;2020;610000093;CENTRE HOSPITALIER - SEES;610780140;M1160;;3;0.28;0;0;0;1
IMAGES_P;2020;610000093;CENTRE HOSPITALIER - SEES;610780140;N4130;;2;1.18;0;0;;
