BOR;AN;FI;RS;FI_EJ;EQUIPIMA;NB;NBEXP;ACTET;ACTEXET;ACTEXEJ;ACTEX;ACTNUI;ACTINT
IMAGES;2020;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;IRM;1;1;270;;;2160;11;0
IMAGES;2020;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;RADIO;2;2;3795;;;16549;148;1
IMAGES;2020;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;SCAN;1;1;2173;;;3306;158;1
IMAGES;2020;570000216;HOPITAL DE SAINT AVOLD - SOS SANTE;570010181;IRM;2;2;246;6;0;8192;142;
IMAGES;2020;570000216;HOPITAL DE SAINT AVOLD - SOS SANTE;570010181;MAMM;1;1;;;;844;;
IMAGES;2020;570000216;HOPITAL DE SAINT AVOLD - SOS SANTE;570010181;RADIO;2;2;4227;27;9;13897;228;
IMAGES;2020;570000216;HOPITAL DE SAINT AVOLD - SOS SANTE;570010181;SCAN;1;1;7826;43;9;11523;371;
IMAGES;2020;570000281;HOPITAL D'HAYANGE - CHR;570005165;MAMM;1;1;;;;533;;
IMAGES;2020;570000281;HOPITAL D'HAYANGE - CHR;570005165;RADIO;2;2;442;0;0;2708;0;0
IMAGES;2020;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;CAM;2;2;302;26;96;3453;0;0
IMAGES;2020;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;IRM;2;2;1299;90;0;8158;10;0
IMAGES;2020;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;LITHO;1;1;79;0;0;0;1;1
IMAGES;2020;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;RADIO;4;4;6860;24;0;24616;678;0
IMAGES;2020;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;SCAN;2;2;4693;402;0;16028;492;0
IMAGES;2020;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;VASC;1;1;98;1;0;;80;0
IMAGES;2020;570000356;CLINIQUE AMBROISE PARE DE THIONVILLE;570000919;IRM;1;;;;;;;
IMAGES;2020;570000356;CLINIQUE AMBROISE PARE DE THIONVILLE;570000919;LITHO;1;1;42;;;;;
IMAGES;2020;570000356;CLINIQUE AMBROISE PARE DE THIONVILLE;570000919;RADIO;1;;;;;;;
IMAGES;2020;570000356;CLINIQUE AMBROISE PARE DE THIONVILLE;570000919;SCAN;1;;;;;;;
IMAGES;2020;570000364;CLINIQUE NOTRE DAME DE THIONVILLE;570011569;RADIO;1;;;;;;;
IMAGES;2020;570000380;ABRESCHVILLER - CRS SAINT LUC;570000034;RADIO;1;1;2056;;;;;0
IMAGES;2020;570000562;HOPITAL ST FRANCOIS - MARANGE-SILVANGE;570011353;RADIO;2;2;1285;;;;;0
IMAGES;2020;570000596;HIA LEGOUEST;750821092;IRM;1;1;660;;;4021;25;0
IMAGES;2020;570000596;HIA LEGOUEST;750821092;RADIO;3;3;2761;;;8519;99;1
IMAGES;2020;570000596;HIA LEGOUEST;750821092;SCAN;1;1;3083;;;2769;69;1
IMAGES;2020;570000646;HOPITAL-CLINIQUE CLAUDE BERNARD;570001115;IRM;1;0;;;;;;
IMAGES;2020;570000646;HOPITAL-CLINIQUE CLAUDE BERNARD;570001115;SCAN;2;0;;;;;28;
IMAGES;2020;570000661;HOPITAL SAINT JOSEPH DE BITCHE;570000158;RADIO;1;1;250;0;0;2453;0;0
IMAGES;2020;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;CAM;2;2;0;;;3717;;0
IMAGES;2020;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;IRM;2;2;443;0;0;8516;0;0
IMAGES;2020;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;RADIO;3;3;2927;;;13473;362;0
IMAGES;2020;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;SCAN;2;2;1971;0;0;18201;209;0
IMAGES;2020;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;TOMO;1;1;0;;;37;0;0
IMAGES;2020;570000950;CLINIQUE STE ELISABETH DE YUTZ;570000398;RADIO;1;1;1668;;;6441;;
IMAGES;2020;570000968;CH LE SECQ DE CREPY DE BOULAY;570000430;RADIO;2;2;941;;;;;
IMAGES;2020;570001057;HOPITAL BELLE-ISLE DE METZ - HPM;570023630;RADIO;2;2;7254;18;;3861;;
IMAGES;2020;570001099;HOPITAL SAINTE-BLANDINE DE METZ - HPM;570023630;RADIO;1;1;224;;;;;0
IMAGES;2020;570001099;HOPITAL SAINTE-BLANDINE DE METZ - HPM;570023630;VASC;1;0;;;;;;
IMAGES;2020;570003079;CENTRE DE GERIATRIE LE KEM - SOS SANTE;570010181;RADIO;1;1;330;;;;;
IMAGES;2020;570005215;CENTRE FELIX MARECHAL DE METZ - CHR;570005165;RADIO;1;1;18;0;0;1;0;0
IMAGES;2020;570009670;HOPITAL ST MAURICE ASSPO;570027995;RADIO;1;1;929;;;;;
IMAGES;2020;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;RADIO;3;3;11515;264;;6765;;1
IMAGES;2020;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;SCAN;1;1;2672;554;;3035;4;1
IMAGES;2020;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;CAM;4;4;191;2;24;4337;0;0
IMAGES;2020;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;IRM;2;2;1841;27;20;8536;19;0
IMAGES;2020;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;LITHO;1;1;163;2;0;0;1;1
IMAGES;2020;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;MAMM;2;2;;;;1572;;
IMAGES;2020;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;RADIO;4;4;13597;192;33;38085;771;0
IMAGES;2020;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;SCAN;2;2;6294;205;20;19003;575;1
IMAGES;2020;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;TOMO;1;1;126;10;14;4702;12;0
IMAGES;2020;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;VASC;2;2;7624;11;127;;80;1
IMAGES;2020;580972644;CH HENRI DUNANT LA CHARITE-SUR-LOIRE;580781136;RADIO;1;1;371;;;1137;;1
IMAGES;2020;580972651;CH CHATEAU-CHINON;580780047;RADIO;1;1;126;;;641;;
IMAGES;2020;580972669;CH CLAMECY;580780070;MAMM;1;1;;;;620;;
IMAGES;2020;580972669;CH CLAMECY;580780070;RADIO;1;1;176;;;5505;44;
IMAGES;2020;580972669;CH CLAMECY;580780070;SCAN;1;1;1484;;;2643;74;
IMAGES;2020;580972677;CH COSNE COURS SUR LOIRE;580780088;RADIO;1;1;472;0;0;3171;45;1
IMAGES;2020;580972677;CH COSNE COURS SUR LOIRE;580780088;SCAN;1;1;705;0;0;1830;48;1
IMAGES;2020;580972685;CH DECIZE;580780096;MAMM;1;1;;;;554;;
IMAGES;2020;580972685;CH DECIZE;580780096;RADIO;2;2;2011;;;6881;;
IMAGES;2020;580972685;CH DECIZE;580780096;SCAN;1;1;1639;;;2215;;
IMAGES;2020;580972693;HOPITAL PIERRE BEREGOVOY;580780039;CAM;2;2;;;;4890;;
IMAGES;2020;580972693;HOPITAL PIERRE BEREGOVOY;580780039;IRM;2;1;924;112;6;3927;;
IMAGES;2020;580972693;HOPITAL PIERRE BEREGOVOY;580780039;LITHO;1;1;18;;;;;
IMAGES;2020;580972693;HOPITAL PIERRE BEREGOVOY;580780039;MAMM;1;;;;;;;
IMAGES;2020;580972693;HOPITAL PIERRE BEREGOVOY;580780039;RADIO;4;4;10966;551;1;24714;491;1
IMAGES;2020;580972693;HOPITAL PIERRE BEREGOVOY;580780039;SCAN;1;1;5900;879;3;9184;127;1
IMAGES;2020;580972693;HOPITAL PIERRE BEREGOVOY;580780039;TOMO;1;1;399;10;;2734;;
IMAGES;2020;580972693;HOPITAL PIERRE BEREGOVOY;580780039;VASC;1;1;1103;;;;;1
IMAGES;2020;590000014;CH SOMAIN;590780052;RADIO;2;2;1239;;;3543;;
IMAGES;2020;590000121;CH SECLIN;590780227;IRM;2;2;505;;;4967;11;0
IMAGES;2020;590000121;CH SECLIN;590780227;RADIO;2;2;7966;;;14932;349;1
IMAGES;2020;590000121;CH SECLIN;590780227;SCAN;2;2;6263;;;8044;107;1
IMAGES;2020;590000188;CLCC OSCAR LAMBRET LILLE;590780334;CAM;2;2;996;0;9;1920;0;1
IMAGES;2020;590000188;CLCC OSCAR LAMBRET LILLE;590780334;IRM;2;2;749;0;5;6170;22;0
IMAGES;2020;590000188;CLCC OSCAR LAMBRET LILLE;590780334;MAMM;2;2;;;;5049;;
IMAGES;2020;590000188;CLCC OSCAR LAMBRET LILLE;590780334;RADIO;3;3;1729;0;6;1473;0;1
IMAGES;2020;590000188;CLCC OSCAR LAMBRET LILLE;590780334;SCAN;1;1;2278;0;18;7883;0;1
IMAGES;2020;590000188;CLCC OSCAR LAMBRET LILLE;590780334;TOMO;1;1;90;0;4;2970;0;0
IMAGES;2020;590000188;CLCC OSCAR LAMBRET LILLE;590780334;dtIRM2;1;1;370;0;4;4810;;0
IMAGES;2020;590000337;CH DUNKERQUE;590781415;CAM;1;1;2;;;7;;0
IMAGES;2020;590000337;CH DUNKERQUE;590781415;IRM;2;2;1516;;46;7931;;0
IMAGES;2020;590000337;CH DUNKERQUE;590781415;LITHO;1;1;168;;;;;0
IMAGES;2020;590000337;CH DUNKERQUE;590781415;RADIO;4;4;18619;;;28675;;0
IMAGES;2020;590000337;CH DUNKERQUE;590781415;SCAN;2;2;5319;;;12963;;1
IMAGES;2020;590000337;CH DUNKERQUE;590781415;TOMO;1;1;1;;;193;;0
IMAGES;2020;590000337;CH DUNKERQUE;590781415;VASC;1;1;1311;;;;9;1
IMAGES;2020;590000337;CH DUNKERQUE;590781415;dtIRM2;1;1;739;;16;3391;;0
IMAGES;2020;590000428;CH CAMBRAI;590781605;IRM;1;1;446;;;2627;184;
IMAGES;2020;590000428;CH CAMBRAI;590781605;RADIO;3;3;22641;;;8569;3431;
IMAGES;2020;590000428;CH CAMBRAI;590781605;SCAN;1;1;1891;;;5259;803;
IMAGES;2020;590000469;CH FOURMIES;590781662;IRM;1;1;336;;;;;
IMAGES;2020;590000469;CH FOURMIES;590781662;LITHO;1;1;0;;;;;
IMAGES;2020;590000469;CH FOURMIES;590781662;RADIO;2;2;1724;;;9831;;
IMAGES;2020;590000469;CH FOURMIES;590781662;SCAN;1;1;4079;0;0;12007;;0
IMAGES;2020;590000477;CH LE QUESNOY;590781670;MAMM;1;1;;;;431;;
IMAGES;2020;590000477;CH LE QUESNOY;590781670;RADIO;1;1;2011;;;8972;;
IMAGES;2020;590000477;CH LE QUESNOY;590781670;SCAN;1;1;1563;;;3480;;
IMAGES;2020;590000477;CH LE QUESNOY;590781670;VASC;1;1;180;;;7;;
IMAGES;2020;590000527;CH AVESNES;590781795;RADIO;1;1;886;;;1906;;1
IMAGES;2020;590000535;CH SAMBRE AVESNOIS MAUBEUGE;590781803;IRM;1;1;1344;;0;3356;10;0
IMAGES;2020;590000535;CH SAMBRE AVESNOIS MAUBEUGE;590781803;RADIO;3;3;8590;;0;22759;450;0
IMAGES;2020;590000535;CH SAMBRE AVESNOIS MAUBEUGE;590781803;SCAN;1;1;3929;;0;10419;262;0
IMAGES;2020;590000543;CH FELLERIES-LIESSIES;590781811;RADIO;1;;;;;;;
IMAGES;2020;590000592;CH DENAIN;590782165;IRM;1;1;466;3;0;4895;0;0
IMAGES;2020;590000592;CH DENAIN;590782165;MAMM;1;1;;;;675;;
IMAGES;2020;590000592;CH DENAIN;590782165;RADIO;2;2;3264;121;0;16060;262;1
IMAGES;2020;590000592;CH DENAIN;590782165;SCAN;1;1;3046;82;0;12167;159;1
IMAGES;2020;590000600;CH SAINT- AMAND LES EAUX;590782207;RADIO;1;1;1419;;;;;0
IMAGES;2020;590000600;CH SAINT- AMAND LES EAUX;590782207;SCAN;1;;;;;;;0
IMAGES;2020;590000618;CH VALENCIENNES;590782215;CAM;2;2;473;;;5930;;0
IMAGES;2020;590000618;CH VALENCIENNES;590782215;IRM;4;4;5859;;;8979;149;0
IMAGES;2020;590000618;CH VALENCIENNES;590782215;MAMM;1;1;;;;10530;;
IMAGES;2020;590000618;CH VALENCIENNES;590782215;RADIO;6;6;56338;;;50297;1580;0
IMAGES;2020;590000618;CH VALENCIENNES;590782215;SCAN;3;3;20063;;;8645;549;1
IMAGES;2020;590000618;CH VALENCIENNES;590782215;TOMO;2;2;535;;2380;3607;;0
IMAGES;2020;590000618;CH VALENCIENNES;590782215;VASC;4;4;4745;;113;677;15;1
IMAGES;2020;590000618;CH VALENCIENNES;590782215;dtIRM1;1;1;3;;;1227;;0
IMAGES;2020;590000618;CH VALENCIENNES;590782215;dtIRM2;1;1;684;;;3245;;0
IMAGES;2020;590000691;CH WATTRELOS;590782439;MAMM;1;1;;;;104;;
IMAGES;2020;590000691;CH WATTRELOS;590782439;RADIO;2;2;1550;;;6454;95;0
IMAGES;2020;590000758;CH ARMENTIERES;590782637;IRM;2;2;507;23;8;4509;19;0
IMAGES;2020;590000758;CH ARMENTIERES;590782637;LITHO;1;1;90;;;;;1
IMAGES;2020;590000758;CH ARMENTIERES;590782637;MAMM;1;1;;;;1525;;
IMAGES;2020;590000758;CH ARMENTIERES;590782637;RADIO;2;2;7987;99;10;16811;364;0
IMAGES;2020;590000758;CH ARMENTIERES;590782637;SCAN;1;1;6510;116;9;5038;155;0
IMAGES;2020;590000766;CH BAILLEUL;590782645;RADIO;1;1;432;;;4321;;1
IMAGES;2020;590000774;CH HAZEBROUCK;590782652;MAMM;1;1;;;;0;;
IMAGES;2020;590000774;CH HAZEBROUCK;590782652;RADIO;2;2;4105;;;11920;203;0
IMAGES;2020;590000774;CH HAZEBROUCK;590782652;SCAN;1;1;3085;0;21;4719;55;1
IMAGES;2020;590001004;CH DOUAI DECHY;590783239;IRM;1;1;3188;;;5434;112;0
IMAGES;2020;590001004;CH DOUAI DECHY;590783239;RADIO;4;4;21828;;;27865;913;1
IMAGES;2020;590001004;CH DOUAI DECHY;590783239;SCAN;2;2;10023;;;6655;427;1
IMAGES;2020;590001418;EPSM AGGL LILLOISE ST-ANDRE;590034740;RADIO;1;;;;;;;
IMAGES;2020;590001582;CH INTERCOMMUNAL WASQUEHAL;590785663;RADIO;1;;;;;;;
IMAGES;2020;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;MAMM;1;1;;;;1225;;
IMAGES;2020;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;RADIO;2;2;2078;;;17227;;
IMAGES;2020;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;SCAN;1;1;1329;;;4095;;
IMAGES;2020;590006607;HOP JEANNE DE FLANDRE CHR LILLE;590780193;MAMM;1;1;;;;2259;;
IMAGES;2020;590006607;HOP JEANNE DE FLANDRE CHR LILLE;590780193;RADIO;3;3;2598;;;12022;0;
IMAGES;2020;590006896;POLYCLINIQUE DE LA THIÉRACHE;590000519;MAMM;1;;;;;;;
IMAGES;2020;590006896;POLYCLINIQUE DE LA THIÉRACHE;590000519;RADIO;2;;;;;;;
IMAGES;2020;590006896;POLYCLINIQUE DE LA THIÉRACHE;590000519;SCAN;1;;;;;;;
IMAGES;2020;590052049;GROUPE MEDICAL DES DENTELLIERES;590006268;MAMM;2;2;;;;15739;;
IMAGES;2020;590052049;GROUPE MEDICAL DES DENTELLIERES;590006268;RADIO;13;13;5403;;;59831;;
IMAGES;2020;590780250;CLINIQUE LILLE SUD;590053955;IRM;1;;;;;;;
IMAGES;2020;590780250;CLINIQUE LILLE SUD;590053955;MAMM;1;;;;;;;
IMAGES;2020;590780250;CLINIQUE LILLE SUD;590053955;RADIO;3;;;;;;;
IMAGES;2020;590780250;CLINIQUE LILLE SUD;590053955;SCAN;1;;;;;;;
IMAGES;2020;590780250;CLINIQUE LILLE SUD;590053955;dtIRM1;1;;;;;;;
IMAGES;2020;590780268;HOPITAL PRIVÉ LE BOIS;590053955;CAM;3;;;;;;;
IMAGES;2020;590780268;HOPITAL PRIVÉ LE BOIS;590053955;IRM;2;;;;;;;
IMAGES;2020;590780268;HOPITAL PRIVÉ LE BOIS;590053955;MAMM;1;;;;;;;
IMAGES;2020;590780268;HOPITAL PRIVÉ LE BOIS;590053955;RADIO;2;;;;;;;
IMAGES;2020;590780268;HOPITAL PRIVÉ LE BOIS;590053955;SCAN;2;;;;;;;
IMAGES;2020;590780268;HOPITAL PRIVÉ LE BOIS;590053955;TOMO;1;;;;;;;
IMAGES;2020;590780268;HOPITAL PRIVÉ LE BOIS;590053955;VASC;2;;;;;;;
IMAGES;2020;590780284;GPT HOPITAUX INSTITUT CATHOLIQUE LILLE;590051801;IRM;2;2;2033;;;7607;;1
IMAGES;2020;590780284;GPT HOPITAUX INSTITUT CATHOLIQUE LILLE;590051801;RADIO;8;8;20453;;;12931;;
IMAGES;2020;590780284;GPT HOPITAUX INSTITUT CATHOLIQUE LILLE;590051801;SCAN;2;1;8870;;;4606;;
IMAGES;2020;590780284;GPT HOPITAUX INSTITUT CATHOLIQUE LILLE;590051801;VASC;1;1;;;;;;
IMAGES;2020;590780284;GPT HOPITAUX INSTITUT CATHOLIQUE LILLE;590051801;dtIRM2;1;1;1212;;;3812;;1
IMAGES;2020;590781571;CLINIQUE DU CAMBRESIS;590000402;RADIO;1;;;;;;;0
IMAGES;2020;590781571;CLINIQUE DU CAMBRESIS;590000402;VASC;1;;;;;;;0
IMAGES;2020;590782546;SAS CLINIQUE DE VILLENEUVE D'ASCQ;590000733;RADIO;1;1;352;;;;;1
IMAGES;2020;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;CAM;2;;;;;;;
IMAGES;2020;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;IRM;2;;;;;;;
IMAGES;2020;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;MAMM;1;;;;;;;
IMAGES;2020;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;RADIO;3;;;;;;;
IMAGES;2020;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;SCAN;2;;;;;;;
IMAGES;2020;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;dtIRM1;1;;;;;;;
IMAGES;2020;590784864;HOP CALMETTE CHR LILLE;590780193;RADIO;2;2;5486;;;2813;0;0
IMAGES;2020;590784864;HOP CALMETTE CHR LILLE;590780193;SCAN;1;1;6704;;;7362;0;
IMAGES;2020;590787586;HOP CARDIOLOGIQUE CHR LILLE;590780193;IRM;1;1;2159;;;2891;138;0
IMAGES;2020;590787586;HOP CARDIOLOGIQUE CHR LILLE;590780193;RADIO;1;1;5259;;;388;;0
IMAGES;2020;590787586;HOP CARDIOLOGIQUE CHR LILLE;590780193;SCAN;1;1;6958;;;3660;34;0
IMAGES;2020;590787586;HOP CARDIOLOGIQUE CHR LILLE;590780193;VASC;1;1;2409;;;;;1
IMAGES;2020;590788964;SARL CLINIQUE DU PARC;590001756;IRM;1;;;;;;;
IMAGES;2020;590788964;SARL CLINIQUE DU PARC;590001756;MAMM;1;;;;;;;
IMAGES;2020;590788964;SARL CLINIQUE DU PARC;590001756;RADIO;4;;;;;;;
IMAGES;2020;590788964;SARL CLINIQUE DU PARC;590001756;SCAN;2;;;;;;;
IMAGES;2020;590790655;SAINT ROCH CHIRURGIE;440052041;RADIO;1;0;;;;;;
IMAGES;2020;590791091;CSPA LES BATELIERS CHRU LILLE;590780193;RADIO;1;1;517;;;;;0
IMAGES;2020;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;CAM;4;4;2131;;;4185;0;0
IMAGES;2020;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;IRM;5;5;22305;;;14105;465;1
IMAGES;2020;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;RADIO;11;11;15106;;;46989;930;0
IMAGES;2020;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;SCAN;3;3;40479;;;14143;1414;1
IMAGES;2020;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;TOMO;1;1;1165;;;2624;0;0
IMAGES;2020;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;VASC;3;3;2472;;;0;39;1
IMAGES;2020;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;dtIRM1;1;1;50;;;3621;;0
IMAGES;2020;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;dtIRM2;1;1;4329;;;6160;;0
IMAGES;2020;590797353;HOPITAL SAINT VINCENT - SAINT ANTOINE;590051801;IRM;1;1;1560;;;4498;;
IMAGES;2020;590797353;HOPITAL SAINT VINCENT - SAINT ANTOINE;590051801;MAMM;1;1;;;;1404;;
IMAGES;2020;590797353;HOPITAL SAINT VINCENT - SAINT ANTOINE;590051801;RADIO;6;6;2259;;;18299;;
IMAGES;2020;590797353;HOPITAL SAINT VINCENT - SAINT ANTOINE;590051801;SCAN;1;1;7222;;;4697;;
IMAGES;2020;590801106;HOPITAL VICTOR PROVO;590782421;IRM;3;3;1275;;;13037;65;0
IMAGES;2020;590801106;HOPITAL VICTOR PROVO;590782421;RADIO;6;6;14028;;;33021;8295;
IMAGES;2020;590801106;HOPITAL VICTOR PROVO;590782421;SCAN;3;3;3890;;;19997;227;1
IMAGES;2020;590801106;HOPITAL VICTOR PROVO;590782421;dtIRM1;1;1;56;;;4665;;
IMAGES;2020;590801106;HOPITAL VICTOR PROVO;590782421;dtIRM2;1;1;651;;;3644;;
IMAGES;2020;590804696;HOPITAL GUY CHATILIEZ CH TOURCOING;590781902;IRM;1;1;1330;;;3217;34;0
IMAGES;2020;590804696;HOPITAL GUY CHATILIEZ CH TOURCOING;590781902;MAMM;1;1;;;;828;;
IMAGES;2020;590804696;HOPITAL GUY CHATILIEZ CH TOURCOING;590781902;RADIO;4;4;11309;;;17996;;1
IMAGES;2020;590804696;HOPITAL GUY CHATILIEZ CH TOURCOING;590781902;SCAN;2;2;7482;;;5817;295;1
IMAGES;2020;590804712;CENTRE RADIOTHERAPIE ONCOLOGIE GRAY;590003281;SCAN;1;1;1026;;;;;
IMAGES;2020;590806360;CLINIQUE DE LA MITTERIE;590003596;RADIO;1;1;2164;;;;;
IMAGES;2020;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;CAM;2;2;697;;;1997;0;0
IMAGES;2020;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;IRM;1;1;1789;;;10257;103;0
IMAGES;2020;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;RADIO;3;3;7684;;;1062;0;0
IMAGES;2020;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;SCAN;2;2;8605;;;12919;179;1
IMAGES;2020;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;TOMO;1;1;776;;;3492;0;0
IMAGES;2020;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;VASC;2;2;1279;;;399;0;1
IMAGES;2020;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;LITHO;1;1;;;;;;
IMAGES;2020;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;RADIO;2;;;;;;;
IMAGES;2020;590816310;CLINIQUE SAINT AME;590000048;IRM;1;1;116;;;13356;;0
IMAGES;2020;590816310;CLINIQUE SAINT AME;590000048;MAMM;1;1;;;;98;;
IMAGES;2020;590816310;CLINIQUE SAINT AME;590000048;RADIO;2;2;1658;;;13456;;1
IMAGES;2020;590816310;CLINIQUE SAINT AME;590000048;SCAN;1;1;1614;;;18110;;1
IMAGES;2020;590817458;CLINIQUE DE LA VICTOIRE;590053955;IRM;1;;;;;;;
IMAGES;2020;590817458;CLINIQUE DE LA VICTOIRE;590053955;RADIO;2;;;;;;;
IMAGES;2020;590817458;CLINIQUE DE LA VICTOIRE;590053955;SCAN;1;;;;;;;
IMAGES;2020;590817839;CLINIQUE DU VAL DE LYS;590053955;RADIO;2;;;;;;;
IMAGES;2020;590817839;CLINIQUE DU VAL DE LYS;590053955;VASC;1;;;;;;;
IMAGES;2020;600000053;CH GHPSO SENLIS;600101984;IRM;1;1;181;5;;20;;0
IMAGES;2020;600000053;CH GHPSO SENLIS;600101984;MAMM;1;1;;;;222;;
IMAGES;2020;600000053;CH GHPSO SENLIS;600101984;RADIO;3;3;2357;104;;6761;70;0
IMAGES;2020;600000053;CH GHPSO SENLIS;600101984;SCAN;1;1;905;47;;1242;54;0
IMAGES;2020;600000152;CH CHAUMONT-EN-VEXIN;600100572;MAMM;1;1;;;;809;;
IMAGES;2020;600000152;CH CHAUMONT-EN-VEXIN;600100572;RADIO;3;3;3135;;;;;0
IMAGES;2020;600000186;CH CLERMONT;600100648;RADIO;3;3;2286;;;16024;224;1
IMAGES;2020;600000186;CH CLERMONT;600100648;SCAN;1;1;2145;;;6968;317;1
IMAGES;2020;600000194;CH BEAUVAIS;600100713;CAM;1;1;332;0;0;6254;0;0
IMAGES;2020;600000194;CH BEAUVAIS;600100713;IRM;2;2;1279;;;9031;10;0
IMAGES;2020;600000194;CH BEAUVAIS;600100713;MAMM;1;1;;;;1803;;
IMAGES;2020;600000194;CH BEAUVAIS;600100713;RADIO;3;3;14108;;;33367;627;0
IMAGES;2020;600000194;CH BEAUVAIS;600100713;SCAN;2;2;9186;;;18961;286;
IMAGES;2020;600000194;CH BEAUVAIS;600100713;TOMO;;1;57;0;0;474;0;
IMAGES;2020;600000194;CH BEAUVAIS;600100713;VASC;1;1;1267;;;;6;1
IMAGES;2020;600000285;CH CHICN NOYON;600100721;RADIO;2;2;165;;;1916;;
IMAGES;2020;600000285;CH CHICN NOYON;600100721;SCAN;1;1;131;;;642;;
IMAGES;2020;600000467;CH GHPSO CREIL;600101984;IRM;3;3;1689;;;3225;;0
IMAGES;2020;600000467;CH GHPSO CREIL;600101984;LITHO;1;1;64;;;248;;1
IMAGES;2020;600000467;CH GHPSO CREIL;600101984;RADIO;3;3;5236;;;19280;602;0
IMAGES;2020;600000467;CH GHPSO CREIL;600101984;SCAN;2;2;3498;;;8139;204;0
IMAGES;2020;600000467;CH GHPSO CREIL;600101984;VASC;1;1;1466;;;;9;1
IMAGES;2020;600000467;CH GHPSO CREIL;600101984;dtIRM1;1;1;265;;;506;;0
IMAGES;2020;600012330;SNC CROME DE COMPIEGNE;600014005;SCAN;1;;;;;;;0
IMAGES;2020;600100101;CH AP-HP LIANCOURT;750712184;RADIO;1;1;1216;;19;;;
IMAGES;2020;600100754;POLYCLINIQUE SAINT CÔME;600000228;IRM;2;;;;;;;
IMAGES;2020;600100754;POLYCLINIQUE SAINT CÔME;600000228;MAMM;2;;;;;;;
IMAGES;2020;600100754;POLYCLINIQUE SAINT CÔME;600000228;RADIO;3;;;;;;;
IMAGES;2020;600100754;POLYCLINIQUE SAINT CÔME;600000228;SCAN;2;;;;;;;
IMAGES;2020;600100796;CTRE RÉÉDUC & RÉADAPT FONCTIONELLE;750720609;RADIO;1;1;1057;;;;;0
IMAGES;2020;600110175;CLINIQUE DU PARC SAINT-LAZARE;600001234;LITHO;1;1;36;;;;;
IMAGES;2020;600113476;CH CHICN COMPIÈGNE;600100721;IRM;1;1;911;;;4339;;
IMAGES;2020;600113476;CH CHICN COMPIÈGNE;600100721;MAMM;1;1;;;;938;;
IMAGES;2020;600113476;CH CHICN COMPIÈGNE;600100721;RADIO;3;3;5786;;;28081;;
