BOR;AN;FI;RS;FI_EJ;PERSO;EFFPLS;EFFPAS;ETPS;NBLIB
HAD_P;2020;550000434;CENTRE HOSPITALIER DE BAR-LE-DUC;550003354;N2210;12;6;14.58;
HAD_P;2020;550000434;CENTRE HOSPITALIER DE BAR-LE-DUC;550003354;N2510;;1;0.17;
HAD_P;2020;550000434;CENTRE HOSPITALIER DE BAR-LE-DUC;550003354;N3120;;;0.5;
HAD_P;2020;550000434;CENTRE HOSPITALIER DE BAR-LE-DUC;550003354;N9999;17;7;20.11;
HAD_P;2020;550000434;CENTRE HOSPITALIER DE BAR-LE-DUC;550003354;NAUT;4;;3.92;
HAD_P;2020;550000434;CENTRE HOSPITALIER DE BAR-LE-DUC;550003354;Ncoor;1;;0.94;
HAD_P;2020;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;M9999;2;1;1.5;
HAD_P;2020;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;Mcoor;2;1;1.5;
HAD_P;2020;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;N2510;9;1;9.76;
HAD_P;2020;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;N2710;;2;0.38;
HAD_P;2020;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;N3120;;1;0.34;
HAD_P;2020;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;N9999;21;5;21.72;
HAD_P;2020;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;NAUT;2;;1.13;
HAD_P;2020;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;Ncoor;10;1;10.11;
HAD_P;2020;560008799;H‘PITAL PRIV… OC…ANE;560013989;M3050;;1;0.8;
HAD_P;2020;560008799;H‘PITAL PRIV… OC…ANE;560013989;M9999;1;7;3.98;275
HAD_P;2020;560008799;H‘PITAL PRIV… OC…ANE;560013989;MAUT;;;;275
HAD_P;2020;560008799;H‘PITAL PRIV… OC…ANE;560013989;Mcoor;1;6;3.18;
HAD_P;2020;560008799;H‘PITAL PRIV… OC…ANE;560013989;N2120;1;;1;
HAD_P;2020;560008799;H‘PITAL PRIV… OC…ANE;560013989;N2210;40;10;37.4;
HAD_P;2020;560008799;H‘PITAL PRIV… OC…ANE;560013989;N2510;15;4;18.2;
HAD_P;2020;560008799;H‘PITAL PRIV… OC…ANE;560013989;N2710;;1;0.4;
HAD_P;2020;560008799;H‘PITAL PRIV… OC…ANE;560013989;N3120;;1;0.21;
HAD_P;2020;560008799;H‘PITAL PRIV… OC…ANE;560013989;N9999;65;20;68.61;
HAD_P;2020;560008799;H‘PITAL PRIV… OC…ANE;560013989;NAUT;;4;2.4;
HAD_P;2020;560008799;H‘PITAL PRIV… OC…ANE;560013989;Ncoor;9;;9;
HAD_P;2020;560018509;HAD DE L'AVEN A ETEL;560018459;M3050;0;1;0.19;112
HAD_P;2020;560018509;HAD DE L'AVEN A ETEL;560018459;M9999;3;4;5.33;226
HAD_P;2020;560018509;HAD DE L'AVEN A ETEL;560018459;MAUT;0;1;0.1;114
HAD_P;2020;560018509;HAD DE L'AVEN A ETEL;560018459;Mcoor;3;2;5.04;
HAD_P;2020;560018509;HAD DE L'AVEN A ETEL;560018459;N2120;3;0;3;
HAD_P;2020;560018509;HAD DE L'AVEN A ETEL;560018459;N2210;;;;609
HAD_P;2020;560018509;HAD DE L'AVEN A ETEL;560018459;N2410;2;;2;314
HAD_P;2020;560018509;HAD DE L'AVEN A ETEL;560018459;N2460;2;;2;2
HAD_P;2020;560018509;HAD DE L'AVEN A ETEL;560018459;N2710;2;3;2.93;
HAD_P;2020;560018509;HAD DE L'AVEN A ETEL;560018459;N3120;2;1;2.94;
HAD_P;2020;560018509;HAD DE L'AVEN A ETEL;560018459;N9999;60;24;70.17;1050
HAD_P;2020;560018509;HAD DE L'AVEN A ETEL;560018459;NAUT;21;14;25.63;125
HAD_P;2020;560018509;HAD DE L'AVEN A ETEL;560018459;Ncoor;28;6;31.67;
HAD_P;2020;560022188;HAD CENTRE BRETAGNE;350000626;M3050;;;0.2;
HAD_P;2020;560022188;HAD CENTRE BRETAGNE;350000626;M9999;;2;2.02;
HAD_P;2020;560022188;HAD CENTRE BRETAGNE;350000626;Mcoor;;2;1.82;
HAD_P;2020;560022188;HAD CENTRE BRETAGNE;350000626;N2120;;;0.28;
HAD_P;2020;560022188;HAD CENTRE BRETAGNE;350000626;N2210;7;;5.17;
HAD_P;2020;560022188;HAD CENTRE BRETAGNE;350000626;N2510;10;2;9.71;
HAD_P;2020;560022188;HAD CENTRE BRETAGNE;350000626;N2710;;;0.2;
HAD_P;2020;560022188;HAD CENTRE BRETAGNE;350000626;N3120;;;0.4;
HAD_P;2020;560022188;HAD CENTRE BRETAGNE;350000626;N9999;19;3;20.94;
HAD_P;2020;560022188;HAD CENTRE BRETAGNE;350000626;NAUT;1;1;4.18;
HAD_P;2020;560022188;HAD CENTRE BRETAGNE;350000626;Ncoor;1;;1;
HAD_P;2020;570000091;HOPITAL FILIERIS DE FREYMING-MERLEBACH;750050759;M3050;;1;0.2;
HAD_P;2020;570000091;HOPITAL FILIERIS DE FREYMING-MERLEBACH;750050759;M9999;2;1;2.2;
HAD_P;2020;570000091;HOPITAL FILIERIS DE FREYMING-MERLEBACH;750050759;Mcoor;2;;2;
HAD_P;2020;570000091;HOPITAL FILIERIS DE FREYMING-MERLEBACH;750050759;N2120;;1;0.5;
HAD_P;2020;570000091;HOPITAL FILIERIS DE FREYMING-MERLEBACH;750050759;N2410;1;;1;
HAD_P;2020;570000091;HOPITAL FILIERIS DE FREYMING-MERLEBACH;750050759;N2460;1;;1;
HAD_P;2020;570000091;HOPITAL FILIERIS DE FREYMING-MERLEBACH;750050759;N2510;;;1;
HAD_P;2020;570000091;HOPITAL FILIERIS DE FREYMING-MERLEBACH;750050759;N9999;16;4;18;
HAD_P;2020;570000091;HOPITAL FILIERIS DE FREYMING-MERLEBACH;750050759;NAUT;2;;1;
HAD_P;2020;570000091;HOPITAL FILIERIS DE FREYMING-MERLEBACH;750050759;Ncoor;12;3;13.5;
HAD_P;2020;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;M9999;2;;1.75;
HAD_P;2020;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;Mcoor;2;;1.75;
HAD_P;2020;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;N2210;9;3;10.8;
HAD_P;2020;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;N2710;;1;0.25;
HAD_P;2020;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;N3120;;1;0.19;
HAD_P;2020;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;N9999;9;5;11.24;
HAD_P;2020;570000281;HOPITAL D'HAYANGE - CHR;570005165;M9999;1;0;1;0
HAD_P;2020;570000281;HOPITAL D'HAYANGE - CHR;570005165;MAUT;1;0;1;0
HAD_P;2020;570000281;HOPITAL D'HAYANGE - CHR;570005165;N2120;;1;0.8;
HAD_P;2020;570000281;HOPITAL D'HAYANGE - CHR;570005165;N2210;7;2;8.27;
HAD_P;2020;570000281;HOPITAL D'HAYANGE - CHR;570005165;N2510;4;1;4.64;
HAD_P;2020;570000281;HOPITAL D'HAYANGE - CHR;570005165;N3120;;1;0.8;
HAD_P;2020;570000281;HOPITAL D'HAYANGE - CHR;570005165;N9999;15;5;18.51;
HAD_P;2020;570000281;HOPITAL D'HAYANGE - CHR;570005165;NAUT;4;;4;
HAD_P;2020;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;M9999;1;1;0.5;114
HAD_P;2020;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;MAUT;;;;114
HAD_P;2020;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;Mcoor;1;1;0.5;
HAD_P;2020;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;N2120;1;;0.73;
HAD_P;2020;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;N2210;5;6;10.98;284
HAD_P;2020;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;N2460;;;;1
HAD_P;2020;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;N2710;;;;2
HAD_P;2020;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;N9999;7;8;13.16;314
HAD_P;2020;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;NAUT;1;2;1.45;27
HAD_P;2020;570001099;HOPITAL SAINTE-BLANDINE DE METZ - HPM;570023630;M9999;;;1.66;
HAD_P;2020;570001099;HOPITAL SAINTE-BLANDINE DE METZ - HPM;570023630;Mcoor;;;1.66;
HAD_P;2020;570001099;HOPITAL SAINTE-BLANDINE DE METZ - HPM;570023630;N2120;;;1;
HAD_P;2020;570001099;HOPITAL SAINTE-BLANDINE DE METZ - HPM;570023630;N2210;;;15.73;
HAD_P;2020;570001099;HOPITAL SAINTE-BLANDINE DE METZ - HPM;570023630;N2510;;;2;
HAD_P;2020;570001099;HOPITAL SAINTE-BLANDINE DE METZ - HPM;570023630;N9999;;;26.38;
HAD_P;2020;570001099;HOPITAL SAINTE-BLANDINE DE METZ - HPM;570023630;NAUT;;;1;
HAD_P;2020;570001099;HOPITAL SAINTE-BLANDINE DE METZ - HPM;570023630;Ncoor;;;6.65;
HAD_P;2020;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;M3050;;;;70
HAD_P;2020;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;M9999;;1;0.25;115
HAD_P;2020;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;MAUT;;;;45
HAD_P;2020;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;Mcoor;;1;0.25;
HAD_P;2020;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;N2210;3;;3;143
HAD_P;2020;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;N2410;;;;38
HAD_P;2020;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;N2510;4;;4.27;
HAD_P;2020;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;N2710;1;;0.4;
HAD_P;2020;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;N3120;1;;0.7;
HAD_P;2020;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;N9999;10;;9.37;181
HAD_P;2020;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;Ncoor;1;;1;
HAD_P;2020;590025128;HAD DU HAINAUT;620001834;M3050;;1;0.2;
HAD_P;2020;590025128;HAD DU HAINAUT;620001834;M9999;1;2;1.31;
HAD_P;2020;590025128;HAD DU HAINAUT;620001834;Mcoor;1;1;1.11;
HAD_P;2020;590025128;HAD DU HAINAUT;620001834;N2120;1;;1;
HAD_P;2020;590025128;HAD DU HAINAUT;620001834;N2210;14;6;16.4;
HAD_P;2020;590025128;HAD DU HAINAUT;620001834;N2510;7;2;7.56;
HAD_P;2020;590025128;HAD DU HAINAUT;620001834;N2710;;1;0.5;
HAD_P;2020;590025128;HAD DU HAINAUT;620001834;N3120;;1;0.8;
HAD_P;2020;590025128;HAD DU HAINAUT;620001834;N9999;27;18;32;
HAD_P;2020;590025128;HAD DU HAINAUT;620001834;NAUT;1;8;2.78;
HAD_P;2020;590025128;HAD DU HAINAUT;620001834;Ncoor;4;;2.96;
HAD_P;2020;590025458;HAD DU CH D'HAZEBROUCK;590782652;M9999;;1;0.17;
HAD_P;2020;590025458;HAD DU CH D'HAZEBROUCK;590782652;MAUT;;1;0.17;
HAD_P;2020;590025458;HAD DU CH D'HAZEBROUCK;590782652;N2120;1;;0.92;
HAD_P;2020;590025458;HAD DU CH D'HAZEBROUCK;590782652;N2210;20;2;19.15;
HAD_P;2020;590025458;HAD DU CH D'HAZEBROUCK;590782652;N2510;8;;8;
HAD_P;2020;590025458;HAD DU CH D'HAZEBROUCK;590782652;N2710;;1;0.39;
HAD_P;2020;590025458;HAD DU CH D'HAZEBROUCK;590782652;N3120;;1;0.59;
HAD_P;2020;590025458;HAD DU CH D'HAZEBROUCK;590782652;N9999;32;6;33.75;
HAD_P;2020;590025458;HAD DU CH D'HAZEBROUCK;590782652;NAUT;2;1;2.74;
HAD_P;2020;590025458;HAD DU CH D'HAZEBROUCK;590782652;Ncoor;1;1;1.96;
HAD_P;2020;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;M3050;1;;0.5;
HAD_P;2020;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;M9999;1;1;0.97;
HAD_P;2020;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;Mcoor;;1;0.47;
HAD_P;2020;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;N2120;1;;1;
HAD_P;2020;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;N2210;27;3;28.11;56
HAD_P;2020;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;N2410;;;;45
HAD_P;2020;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;N2510;18;3;20.1;
HAD_P;2020;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;N2710;;1;0.4;
HAD_P;2020;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;N3120;1;;1;
HAD_P;2020;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;N9999;59;8;61.14;101
HAD_P;2020;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;NAUT;8;1;7.48;
HAD_P;2020;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;Ncoor;4;;3.05;
HAD_P;2020;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;M3050;;;0.5;
HAD_P;2020;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;M9999;;1;0.77;
HAD_P;2020;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;Mcoor;;1;0.27;
HAD_P;2020;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;N2120;1;;1;
HAD_P;2020;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;N2210;16;1;21.02;
HAD_P;2020;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;N2510;16;;12.13;
HAD_P;2020;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;N2710;;;0.4;
HAD_P;2020;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;N3120;1;;1;
HAD_P;2020;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;N9999;42;1;44.03;
HAD_P;2020;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;NAUT;5;;5.68;
HAD_P;2020;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;Ncoor;3;;2.8;
HAD_P;2020;590035838;HAD SAMBRE AVESNOIS;590000485;M3050;;1;0.33;
HAD_P;2020;590035838;HAD SAMBRE AVESNOIS;590000485;M9999;1;1;1.33;
HAD_P;2020;590035838;HAD SAMBRE AVESNOIS;590000485;Mcoor;1;;1;
HAD_P;2020;590035838;HAD SAMBRE AVESNOIS;590000485;N2120;;1;0.73;
HAD_P;2020;590035838;HAD SAMBRE AVESNOIS;590000485;N2210;11;;9.2;
HAD_P;2020;590035838;HAD SAMBRE AVESNOIS;590000485;N2510;11;2;9.65;
HAD_P;2020;590035838;HAD SAMBRE AVESNOIS;590000485;N2710;;1;0.5;
HAD_P;2020;590035838;HAD SAMBRE AVESNOIS;590000485;N3120;;1;0.6;
HAD_P;2020;590035838;HAD SAMBRE AVESNOIS;590000485;N9999;25;6;23.8;
HAD_P;2020;590035838;HAD SAMBRE AVESNOIS;590000485;NAUT;1;1;1.79;
HAD_P;2020;590035838;HAD SAMBRE AVESNOIS;590000485;Ncoor;2;;1.33;
HAD_P;2020;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;M3050;;;0.5;
HAD_P;2020;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;M9999;;3;1.55;
HAD_P;2020;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;Mcoor;;3;1.05;
HAD_P;2020;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;N2120;1;;1;
HAD_P;2020;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;N2210;38;;38.6;
HAD_P;2020;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;N2510;30;1;26.99;
HAD_P;2020;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;N2710;;1;0.5;
HAD_P;2020;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;N3120;1;;1.21;
HAD_P;2020;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;N9999;83;3;80.43;
HAD_P;2020;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;NAUT;9;1;8.13;
HAD_P;2020;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;Ncoor;4;;4;
HAD_P;2020;590045407;HAD CHRU LILLE;590780193;M9999;3;;1.77;
HAD_P;2020;590045407;HAD CHRU LILLE;590780193;Mcoor;3;;1.77;
HAD_P;2020;590045407;HAD CHRU LILLE;590780193;N2120;1;0;1;
HAD_P;2020;590045407;HAD CHRU LILLE;590780193;N2210;17;4;18.22;
HAD_P;2020;590045407;HAD CHRU LILLE;590780193;N2460;0;1;0.5;
HAD_P;2020;590045407;HAD CHRU LILLE;590780193;N2510;7;1;6.54;
HAD_P;2020;590045407;HAD CHRU LILLE;590780193;N2710;0;1;0.5;
HAD_P;2020;590045407;HAD CHRU LILLE;590780193;N9999;36;11;40.9;
HAD_P;2020;590045407;HAD CHRU LILLE;590780193;NAUT;11;4;14.14;
HAD_P;2020;590046124;SANTELYS HAD ROUBAIX ET ENVIRONS;590799995;M3050;;1;0.25;
HAD_P;2020;590046124;SANTELYS HAD ROUBAIX ET ENVIRONS;590799995;M9999;1;1;1.25;
HAD_P;2020;590046124;SANTELYS HAD ROUBAIX ET ENVIRONS;590799995;Mcoor;1;;1;
HAD_P;2020;590046124;SANTELYS HAD ROUBAIX ET ENVIRONS;590799995;N2120;2;;2;
HAD_P;2020;590046124;SANTELYS HAD ROUBAIX ET ENVIRONS;590799995;N2210;22;;21.5;120
HAD_P;2020;590046124;SANTELYS HAD ROUBAIX ET ENVIRONS;590799995;N2410;;;;76
HAD_P;2020;590046124;SANTELYS HAD ROUBAIX ET ENVIRONS;590799995;N2510;9;2;9.8;
HAD_P;2020;590046124;SANTELYS HAD ROUBAIX ET ENVIRONS;590799995;N2710;;1;0.5;
HAD_P;2020;590046124;SANTELYS HAD ROUBAIX ET ENVIRONS;590799995;N3120;1;;0.9;
HAD_P;2020;590046124;SANTELYS HAD ROUBAIX ET ENVIRONS;590799995;N9999;45;3;45.5;196
HAD_P;2020;590046124;SANTELYS HAD ROUBAIX ET ENVIRONS;590799995;NAUT;5;;4.8;
HAD_P;2020;590046124;SANTELYS HAD ROUBAIX ET ENVIRONS;590799995;Ncoor;6;;6;
HAD_P;2020;590048476;HAD SYNERGIE R……DUC-R…ADAPTATION;590051801;M9999;;2;1.19;
HAD_P;2020;590048476;HAD SYNERGIE R……DUC-R…ADAPTATION;590051801;Mcoor;;2;1.19;
HAD_P;2020;590048476;HAD SYNERGIE R……DUC-R…ADAPTATION;590051801;N2120;2;1;1.84;
HAD_P;2020;590048476;HAD SYNERGIE R……DUC-R…ADAPTATION;590051801;N2210;27;12;24.45;
HAD_P;2020;590048476;HAD SYNERGIE R……DUC-R…ADAPTATION;590051801;N2510;10;10;8.94;
HAD_P;2020;590048476;HAD SYNERGIE R……DUC-R…ADAPTATION;590051801;N3120;;1;0.5;
HAD_P;2020;590048476;HAD SYNERGIE R……DUC-R…ADAPTATION;590051801;N9999;48;29;43.08;
HAD_P;2020;590048476;HAD SYNERGIE R……DUC-R…ADAPTATION;590051801;NAUT;7;3;4.99;
HAD_P;2020;590048476;HAD SYNERGIE R……DUC-R…ADAPTATION;590051801;Ncoor;2;2;2.36;
HAD_P;2020;590812509;SANTELYS HAD LILLE METROPOLE;590799995;M3050;;1;0.5;
HAD_P;2020;590812509;SANTELYS HAD LILLE METROPOLE;590799995;M9999;4;3;5.5;
HAD_P;2020;590812509;SANTELYS HAD LILLE METROPOLE;590799995;Mcoor;4;2;5;
HAD_P;2020;590812509;SANTELYS HAD LILLE METROPOLE;590799995;N2120;8;;7.5;
HAD_P;2020;590812509;SANTELYS HAD LILLE METROPOLE;590799995;N2210;69;;64.6;260
HAD_P;2020;590812509;SANTELYS HAD LILLE METROPOLE;590799995;N2410;;;;138
HAD_P;2020;590812509;SANTELYS HAD LILLE METROPOLE;590799995;N2510;27;;25.1;
HAD_P;2020;590812509;SANTELYS HAD LILLE METROPOLE;590799995;N2710;1;;0.9;
HAD_P;2020;590812509;SANTELYS HAD LILLE METROPOLE;590799995;N3120;2;;1.2;
HAD_P;2020;590812509;SANTELYS HAD LILLE METROPOLE;590799995;N9999;150;;138.8;398
HAD_P;2020;590812509;SANTELYS HAD LILLE METROPOLE;590799995;NAUT;22;;21.3;
HAD_P;2020;590812509;SANTELYS HAD LILLE METROPOLE;590799995;Ncoor;21;;18.2;
HAD_P;2020;600000194;CH BEAUVAIS;600100713;M9999;0;2;0.46;
HAD_P;2020;600000194;CH BEAUVAIS;600100713;MAUT;0;2;0.46;
HAD_P;2020;600000194;CH BEAUVAIS;600100713;N2120;1;0;0.9;
HAD_P;2020;600000194;CH BEAUVAIS;600100713;N2210;12;0;11.3;
HAD_P;2020;600000194;CH BEAUVAIS;600100713;N2410;0;0;0;6
HAD_P;2020;600000194;CH BEAUVAIS;600100713;N2510;9;2;9.21;
HAD_P;2020;600000194;CH BEAUVAIS;600100713;N2710;0;1;0.4;
HAD_P;2020;600000194;CH BEAUVAIS;600100713;N9999;22;3;21.81;6
HAD_P;2020;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;M3050;;1;0.2;
HAD_P;2020;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;M9999;;6;1.5;
HAD_P;2020;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;Mcoor;;5;1.3;
HAD_P;2020;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;N2120;1;;1;
HAD_P;2020;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;N2210;11;;11;381
HAD_P;2020;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;N2410;;;0;59
HAD_P;2020;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;N2510;73;;20;
HAD_P;2020;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;N2710;1;;1;
HAD_P;2020;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;N3120;1;;1;
HAD_P;2020;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;N9999;125;;55.06;454
HAD_P;2020;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;NAUT;31;;12.84;14
HAD_P;2020;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;Ncoor;7;;8.22;
HAD_P;2020;600010102;HAD CHICN COMPI»GNE;600100721;M9999;0;2;0.8;0
HAD_P;2020;600010102;HAD CHICN COMPI»GNE;600100721;MAUT;0;2;0.8;0
HAD_P;2020;600010102;HAD CHICN COMPI»GNE;600100721;N2120;1;0;0.75;
HAD_P;2020;600010102;HAD CHICN COMPI»GNE;600100721;N2210;8;2;9.59;0
HAD_P;2020;600010102;HAD CHICN COMPI»GNE;600100721;N2510;9;2;8.53;
HAD_P;2020;600010102;HAD CHICN COMPI»GNE;600100721;N2710;0;1;0.44;0
HAD_P;2020;600010102;HAD CHICN COMPI»GNE;600100721;N9999;18;5;19.99;0
HAD_P;2020;600010102;HAD CHICN COMPI»GNE;600100721;NAUT;0;0;0.68;0
HAD_P;2020;610004269;SERVICE D'HOSPITALISATION ¿ DOMICILE;610787038;M3050;0;0;0;47
HAD_P;2020;610004269;SERVICE D'HOSPITALISATION ¿ DOMICILE;610787038;M9999;0;1;0.25;47
HAD_P;2020;610004269;SERVICE D'HOSPITALISATION ¿ DOMICILE;610787038;Mcoor;0;1;0.25;
HAD_P;2020;610004269;SERVICE D'HOSPITALISATION ¿ DOMICILE;610787038;N2210;10;2;2.66;17
HAD_P;2020;610004269;SERVICE D'HOSPITALISATION ¿ DOMICILE;610787038;N2510;10;3;8.58;
HAD_P;2020;610004269;SERVICE D'HOSPITALISATION ¿ DOMICILE;610787038;N3120;0;1;0.2;
HAD_P;2020;610004269;SERVICE D'HOSPITALISATION ¿ DOMICILE;610787038;N9999;25;10;15.11;17
HAD_P;2020;610004269;SERVICE D'HOSPITALISATION ¿ DOMICILE;610787038;NAUT;4;4;2.67;0
HAD_P;2020;610004269;SERVICE D'HOSPITALISATION ¿ DOMICILE;610787038;Ncoor;1;0;1;
HAD_P;2020;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;M3050;;;;24
HAD_P;2020;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;M9999;;1;0.2;70
HAD_P;2020;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;MAUT;;;;46
HAD_P;2020;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;Mcoor;;1;0.2;
HAD_P;2020;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;N2120;1;;0.67;
HAD_P;2020;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;N2210;;;;89
HAD_P;2020;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;N2410;;;;12
HAD_P;2020;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;N2510;1;6;4.24;
HAD_P;2020;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;N3120;;1;0.33;
HAD_P;2020;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;N9999;4;11;8.38;101
HAD_P;2020;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;NAUT;1;2;1.41;
HAD_P;2020;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;Ncoor;1;2;1.73;
HAD_P;2020;610006256;HAD ORNE-EST;610006769;M9999;;1;0.13;
HAD_P;2020;610006256;HAD ORNE-EST;610006769;Mcoor;;1;0.13;
HAD_P;2020;610006256;HAD ORNE-EST;610006769;N2120;;1;0.54;
HAD_P;2020;610006256;HAD ORNE-EST;610006769;N2510;8;2;6.34;
HAD_P;2020;610006256;HAD ORNE-EST;610006769;N2710;;1;0.11;
HAD_P;2020;610006256;HAD ORNE-EST;610006769;N3120;;1;0.29;
HAD_P;2020;610006256;HAD ORNE-EST;610006769;N9999;11;8;9.62;
HAD_P;2020;610006256;HAD ORNE-EST;610006769;NAUT;1;2;1.34;
HAD_P;2020;610006256;HAD ORNE-EST;610006769;Ncoor;2;1;1;
HAD_P;2020;610006777;HAD ORNE EST - SITE DE L'AIGLE;610006769;M9999;;1;0.07;
HAD_P;2020;610006777;HAD ORNE EST - SITE DE L'AIGLE;610006769;Mcoor;;1;0.07;
HAD_P;2020;610006777;HAD ORNE EST - SITE DE L'AIGLE;610006769;N2120;;1;0.26;
HAD_P;2020;610006777;HAD ORNE EST - SITE DE L'AIGLE;610006769;N2510;8;2;3.16;
HAD_P;2020;610006777;HAD ORNE EST - SITE DE L'AIGLE;610006769;N2710;;1;0.05;
HAD_P;2020;610006777;HAD ORNE EST - SITE DE L'AIGLE;610006769;N3120;;1;0.14;
