BOR;AN;FI;RS;FI_EJ;PERSO;EFFPL;EFFPA;ETP;MOD;COMSMUR
URGENCES_P;2020;590797353;HOPITAL SAINT VINCENT - SAINT ANTOINE;590051801;N9999;57;81;70.03;;
URGENCES_P;2020;590797353;HOPITAL SAINT VINCENT - SAINT ANTOINE;590051801;NINF;31;20;36.8;;
URGENCES_P;2020;590801106;HOPITAL VICTOR PROVO;590782421;M1140;0;4;1.8;;0
URGENCES_P;2020;590801106;HOPITAL VICTOR PROVO;590782421;M9999;18;12;23.15;2;1
URGENCES_P;2020;590801106;HOPITAL VICTOR PROVO;590782421;N1220;3;0;3;;
URGENCES_P;2020;590801106;HOPITAL VICTOR PROVO;590782421;N2120;2;0;2;2;1
URGENCES_P;2020;590801106;HOPITAL VICTOR PROVO;590782421;N2500;28;10;34.4;;
URGENCES_P;2020;590801106;HOPITAL VICTOR PROVO;590782421;N2620;4;0;4;;
URGENCES_P;2020;590801106;HOPITAL VICTOR PROVO;590782421;N9999;94;31;109.43;;
URGENCES_P;2020;590801106;HOPITAL VICTOR PROVO;590782421;NINF;55;21;64.43;2;1
URGENCES_P;2020;590804696;HOPITAL GUY CHATILIEZ CH TOURCOING;590781902;M9999;2;8;5.05;1;1
URGENCES_P;2020;590804696;HOPITAL GUY CHATILIEZ CH TOURCOING;590781902;N1220;3;;3;;0
URGENCES_P;2020;590804696;HOPITAL GUY CHATILIEZ CH TOURCOING;590781902;N2120;1;;1;;0
URGENCES_P;2020;590804696;HOPITAL GUY CHATILIEZ CH TOURCOING;590781902;N2500;32;6;36.79;;
URGENCES_P;2020;590804696;HOPITAL GUY CHATILIEZ CH TOURCOING;590781902;N2620;10;0;9.09;;0
URGENCES_P;2020;590804696;HOPITAL GUY CHATILIEZ CH TOURCOING;590781902;N9999;82;19;93.82;;
URGENCES_P;2020;590804696;HOPITAL GUY CHATILIEZ CH TOURCOING;590781902;NINF;36;12;43.94;1;1
URGENCES_P;2020;590816310;CLINIQUE SAINT AME;590000048;M9999;10;6;6;;0
URGENCES_P;2020;590816310;CLINIQUE SAINT AME;590000048;N1220;2;0;2;;0
URGENCES_P;2020;590816310;CLINIQUE SAINT AME;590000048;N2120;1;0;1;;0
URGENCES_P;2020;590816310;CLINIQUE SAINT AME;590000048;N2500;4;0;4.35;;
URGENCES_P;2020;590816310;CLINIQUE SAINT AME;590000048;N9999;13;2;17.08;;
URGENCES_P;2020;590816310;CLINIQUE SAINT AME;590000048;NINF;6;2;9.73;;0
URGENCES_P;2020;600000053;CH GHPSO SENLIS;600101984;M9999;1;13;7.18;3;1
URGENCES_P;2020;600000053;CH GHPSO SENLIS;600101984;N1220;1;1;1.8;3;1
URGENCES_P;2020;600000053;CH GHPSO SENLIS;600101984;N2120;;1;0.13;3;1
URGENCES_P;2020;600000053;CH GHPSO SENLIS;600101984;N2500;8;4;9.86;;
URGENCES_P;2020;600000053;CH GHPSO SENLIS;600101984;N2620;4;;4;3;1
URGENCES_P;2020;600000053;CH GHPSO SENLIS;600101984;N9999;31;15;38.6;;
URGENCES_P;2020;600000053;CH GHPSO SENLIS;600101984;NINF;17;9;21.82;3;1
URGENCES_P;2020;600000186;CH CLERMONT;600100648;M9999;;;;3;1
URGENCES_P;2020;600000186;CH CLERMONT;600100648;N1220;;1;0.95;;1
URGENCES_P;2020;600000186;CH CLERMONT;600100648;N2120;1;;1;;1
URGENCES_P;2020;600000186;CH CLERMONT;600100648;N2500;12;;12;;
URGENCES_P;2020;600000186;CH CLERMONT;600100648;N9999;39;3;33.93;;
URGENCES_P;2020;600000186;CH CLERMONT;600100648;NINF;26;2;19.98;;1
URGENCES_P;2020;600000194;CH BEAUVAIS;600100713;M1140;1;1;1.93;;
URGENCES_P;2020;600000194;CH BEAUVAIS;600100713;M9999;5;24;13.2;;
URGENCES_P;2020;600000194;CH BEAUVAIS;600100713;N1220;0;1;0.9;;
URGENCES_P;2020;600000194;CH BEAUVAIS;600100713;N2120;2;1;2.5;;
URGENCES_P;2020;600000194;CH BEAUVAIS;600100713;N2500;29;2;30.13;;
URGENCES_P;2020;600000194;CH BEAUVAIS;600100713;N9999;102;9;108.18;;
URGENCES_P;2020;600000194;CH BEAUVAIS;600100713;NINF;57;5;59.82;;
URGENCES_P;2020;600000285;CH CHICN NOYON;600100721;M9999;0;6;2.54;;
URGENCES_P;2020;600000285;CH CHICN NOYON;600100721;N1220;0;1;0.8;;
URGENCES_P;2020;600000285;CH CHICN NOYON;600100721;N2120;1;0;1;;
URGENCES_P;2020;600000285;CH CHICN NOYON;600100721;N2500;10;1;10.37;;
URGENCES_P;2020;600000285;CH CHICN NOYON;600100721;N9999;23;6;26.19;;
URGENCES_P;2020;600000285;CH CHICN NOYON;600100721;NINF;12;4;14.02;;
URGENCES_P;2020;600000467;CH GHPSO CREIL;600101984;M1140;;7;1.95;3;1
URGENCES_P;2020;600000467;CH GHPSO CREIL;600101984;M9999;6;33;15.05;3;1
URGENCES_P;2020;600000467;CH GHPSO CREIL;600101984;N1220;7;5;9.62;3;1
URGENCES_P;2020;600000467;CH GHPSO CREIL;600101984;N2120;;1;0.32;;1
URGENCES_P;2020;600000467;CH GHPSO CREIL;600101984;N2500;22;61;34.7;;
URGENCES_P;2020;600000467;CH GHPSO CREIL;600101984;N2620;9;5;11.22;3;0
URGENCES_P;2020;600000467;CH GHPSO CREIL;600101984;N9999;89;143;136.51;;
URGENCES_P;2020;600000467;CH GHPSO CREIL;600101984;NINF;43;57;69.03;3;1
URGENCES_P;2020;600100754;POLYCLINIQUE SAINT CÔME;600000228;M9999;6;;5.8;;
URGENCES_P;2020;600100754;POLYCLINIQUE SAINT CÔME;600000228;N1220;4;;4.04;;
URGENCES_P;2020;600100754;POLYCLINIQUE SAINT CÔME;600000228;N2120;1;;1;;
URGENCES_P;2020;600100754;POLYCLINIQUE SAINT CÔME;600000228;N2500;10;;8.36;;
URGENCES_P;2020;600100754;POLYCLINIQUE SAINT CÔME;600000228;N2620;1;;0.5;;
URGENCES_P;2020;600100754;POLYCLINIQUE SAINT CÔME;600000228;N9999;66;7;27.25;;
URGENCES_P;2020;600100754;POLYCLINIQUE SAINT CÔME;600000228;NINF;12;4;13.35;;
URGENCES_P;2020;600113476;CH CHICN COMPIÈGNE;600100721;M9999;14;10;11.17;;
URGENCES_P;2020;600113476;CH CHICN COMPIÈGNE;600100721;N1220;2;1;2.76;;
URGENCES_P;2020;600113476;CH CHICN COMPIÈGNE;600100721;N2120;1;1;2.44;;
URGENCES_P;2020;600113476;CH CHICN COMPIÈGNE;600100721;N2500;22;18;29.79;;
URGENCES_P;2020;600113476;CH CHICN COMPIÈGNE;600100721;N9999;59;54;78.27;;
URGENCES_P;2020;600113476;CH CHICN COMPIÈGNE;600100721;NINF;34;34;43.28;;
URGENCES_P;2020;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;M9999;1;7;2.82;2;1
URGENCES_P;2020;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;N1220;2;1;2.43;;
URGENCES_P;2020;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;N2120;0;1;0.6;;
URGENCES_P;2020;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;N2500;6;1;7.06;;
URGENCES_P;2020;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;N9999;8;20;20.68;;
URGENCES_P;2020;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;NINF;0;17;10.59;;
URGENCES_P;2020;610000051;CHICAM - SITE ALENCON;610780082;M9999;6;18;19.7;3;1
URGENCES_P;2020;610000051;CHICAM - SITE ALENCON;610780082;N1220;2;;2.9;;0
URGENCES_P;2020;610000051;CHICAM - SITE ALENCON;610780082;N2120;1;;0.9;;0
URGENCES_P;2020;610000051;CHICAM - SITE ALENCON;610780082;N2500;28;4;24.86;;
URGENCES_P;2020;610000051;CHICAM - SITE ALENCON;610780082;N9999;75;34;88.67;;
URGENCES_P;2020;610000051;CHICAM - SITE ALENCON;610780082;NINF;40;13;46.35;2;1
URGENCES_P;2020;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;M9999;5;8;10.54;3;1
URGENCES_P;2020;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;N1220;2;1;2.8;2;1
URGENCES_P;2020;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;N2120;;1;0.64;2;1
URGENCES_P;2020;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;N2500;7;2;7.49;;
URGENCES_P;2020;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;N9999;33;6;34.13;;
URGENCES_P;2020;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;NINF;22;2;21.16;1;1
URGENCES_P;2020;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;M9999;2;1;3.21;3;1
URGENCES_P;2020;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;N1220;1;3;2.2;2;1
URGENCES_P;2020;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;N2120;1;1;1.5;2;1
URGENCES_P;2020;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;N2500;6;2;7.33;;
URGENCES_P;2020;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;N9999;22;8;25.99;;
URGENCES_P;2020;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;NINF;11;2;12.01;3;1
URGENCES_P;2020;610000119;CH -JACQUES MONOD- - FLERS;610780165;M9999;7;2;3.07;;
URGENCES_P;2020;610000119;CH -JACQUES MONOD- - FLERS;610780165;N1220;2;2;2.83;;
URGENCES_P;2020;610000119;CH -JACQUES MONOD- - FLERS;610780165;N2120;1;;1;;
URGENCES_P;2020;610000119;CH -JACQUES MONOD- - FLERS;610780165;N2500;19;;16.26;;
URGENCES_P;2020;610000119;CH -JACQUES MONOD- - FLERS;610780165;N3120;1;;0.5;;
URGENCES_P;2020;610000119;CH -JACQUES MONOD- - FLERS;610780165;N9999;47;7;46.19;;
URGENCES_P;2020;610000119;CH -JACQUES MONOD- - FLERS;610780165;NINF;23;5;24.6;;
URGENCES_P;2020;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;M9999;3;4;4.17;2;1
URGENCES_P;2020;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;N1220;1;;1;;
URGENCES_P;2020;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;N2120;1;;0.75;2;1
URGENCES_P;2020;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;N2500;2;11;10.07;;
URGENCES_P;2020;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;N3120;;1;0.1;;
URGENCES_P;2020;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;N9999;6;23;21.7;;
URGENCES_P;2020;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;NINF;2;11;9.46;2;1
URGENCES_P;2020;620000034;CH ARRAS;620100057;M1140;;4;0.76;;0
URGENCES_P;2020;620000034;CH ARRAS;620100057;M9999;;42;13.08;1;1
URGENCES_P;2020;620000034;CH ARRAS;620100057;N1220;3;;3;;
URGENCES_P;2020;620000034;CH ARRAS;620100057;N2500;13;6;24.02;;
URGENCES_P;2020;620000034;CH ARRAS;620100057;N9999;53;10;76.85;;
URGENCES_P;2020;620000034;CH ARRAS;620100057;NINF;33;4;45.71;;0
URGENCES_P;2020;620000224;CH BETHUNE;620100651;M9999;;14;9.25;2;1
URGENCES_P;2020;620000224;CH BETHUNE;620100651;N1220;1;1;1.5;;0
URGENCES_P;2020;620000224;CH BETHUNE;620100651;N2120;3;;1.61;2;1
URGENCES_P;2020;620000224;CH BETHUNE;620100651;N2500;17;5;19.59;;
URGENCES_P;2020;620000224;CH BETHUNE;620100651;N2620;3;1;3.6;;1
URGENCES_P;2020;620000224;CH BETHUNE;620100651;N3120;;1;0.77;;
URGENCES_P;2020;620000224;CH BETHUNE;620100651;N9999;70;15;77.31;;
URGENCES_P;2020;620000224;CH BETHUNE;620100651;NINF;33;8;38.97;;0
URGENCES_P;2020;620000257;CH LENS;620100685;M1140;;2;;;
URGENCES_P;2020;620000257;CH LENS;620100685;M9999;;23;15.43;1;1
URGENCES_P;2020;620000257;CH LENS;620100685;N1220;2;0;2;1;0
URGENCES_P;2020;620000257;CH LENS;620100685;N2120;1;2;2.45;1;1
URGENCES_P;2020;620000257;CH LENS;620100685;N2500;29;2;23.11;;
URGENCES_P;2020;620000257;CH LENS;620100685;N2620;12;0;10.53;1;0
URGENCES_P;2020;620000257;CH LENS;620100685;N3120;0;1;0.4;;
URGENCES_P;2020;620000257;CH LENS;620100685;N9999;101;6;93.61;;
URGENCES_P;2020;620000257;CH LENS;620100685;NINF;51;3;50.09;;0
URGENCES_P;2020;620000323;CH CALAIS;620101337;M9999;3;65;19.45;2;1
URGENCES_P;2020;620000323;CH CALAIS;620101337;N1220;;3;2.16;3;1
URGENCES_P;2020;620000323;CH CALAIS;620101337;N2120;;3;0.74;2;1
URGENCES_P;2020;620000323;CH CALAIS;620101337;N2500;12;89;36.82;;
URGENCES_P;2020;620000323;CH CALAIS;620101337;N9999;26;292;102.47;;
URGENCES_P;2020;620000323;CH CALAIS;620101337;NINF;11;181;50.44;2;1
URGENCES_P;2020;620000349;CH REGION DE ST OMER;620101360;M9999;3;5;6.04;3;1
URGENCES_P;2020;620000349;CH REGION DE ST OMER;620101360;N1220;3;;3.5;;
URGENCES_P;2020;620000349;CH REGION DE ST OMER;620101360;N2120;5;0;3.75;;
URGENCES_P;2020;620000349;CH REGION DE ST OMER;620101360;N2500;25;2;24.23;;
URGENCES_P;2020;620000349;CH REGION DE ST OMER;620101360;N2620;6;1;6.78;;
URGENCES_P;2020;620000349;CH REGION DE ST OMER;620101360;N9999;67;15;72.18;;
URGENCES_P;2020;620000349;CH REGION DE ST OMER;620101360;NINF;28;12;33.92;;
URGENCES_P;2020;620000653;CH BOULOGNE-SUR-MER;620103440;M1140;;11;2.39;;
URGENCES_P;2020;620000653;CH BOULOGNE-SUR-MER;620103440;M9999;0;35;11.69;;
URGENCES_P;2020;620000653;CH BOULOGNE-SUR-MER;620103440;N1220;3;1;3.29;;
URGENCES_P;2020;620000653;CH BOULOGNE-SUR-MER;620103440;N2120;2;;2;;
URGENCES_P;2020;620000653;CH BOULOGNE-SUR-MER;620103440;N2500;28;7;28.91;;
URGENCES_P;2020;620000653;CH BOULOGNE-SUR-MER;620103440;N3120;;8;1.4;;
URGENCES_P;2020;620000653;CH BOULOGNE-SUR-MER;620103440;N9999;65;30;71.45;;
URGENCES_P;2020;620000653;CH BOULOGNE-SUR-MER;620103440;NINF;32;14;35.85;;
URGENCES_P;2020;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;M9999;7;2;8.72;;1
URGENCES_P;2020;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;N1220;1;1;1.86;;
URGENCES_P;2020;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;N2120;1;1;1.53;;
URGENCES_P;2020;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;N2500;12;3;13.55;;
URGENCES_P;2020;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;N9999;29;22;41.31;;
URGENCES_P;2020;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;NINF;15;17;24.37;;
URGENCES_P;2020;620003350;HOPITAL DE RIAUMONT;620001834;M9999;7;8;12.76;;
URGENCES_P;2020;620003350;HOPITAL DE RIAUMONT;620001834;N1220;4;1;3.85;;
URGENCES_P;2020;620003350;HOPITAL DE RIAUMONT;620001834;N2120;0;1;0.8;;
URGENCES_P;2020;620003350;HOPITAL DE RIAUMONT;620001834;N2500;6;2;9.56;;
URGENCES_P;2020;620003350;HOPITAL DE RIAUMONT;620001834;N2620;3;1;2.08;;
URGENCES_P;2020;620003350;HOPITAL DE RIAUMONT;620001834;N3120;0;1;0.2;;
URGENCES_P;2020;620003350;HOPITAL DE RIAUMONT;620001834;N9999;39;18;44.65;;
URGENCES_P;2020;620003350;HOPITAL DE RIAUMONT;620001834;NINF;22;3;18.66;;
URGENCES_P;2020;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;M9999;6;15;14.8;;
URGENCES_P;2020;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;N2120;1;0;1;;
URGENCES_P;2020;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;N2500;15;3;17.1;;
URGENCES_P;2020;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;N2620;8;3;10.4;;
URGENCES_P;2020;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;N9999;50;11;58.5;;
URGENCES_P;2020;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;NINF;26;5;30;;
URGENCES_P;2020;620025346;POLYCLINIQUE DE LA -CLARENCE-;620001834;M9999;8;17;12.91;;
URGENCES_P;2020;620025346;POLYCLINIQUE DE LA -CLARENCE-;620001834;N1220;1;;1;;
URGENCES_P;2020;620025346;POLYCLINIQUE DE LA -CLARENCE-;620001834;N2120;;1;0.75;;
URGENCES_P;2020;620025346;POLYCLINIQUE DE LA -CLARENCE-;620001834;N2500;12;1;9.64;;
URGENCES_P;2020;620025346;POLYCLINIQUE DE LA -CLARENCE-;620001834;N2620;2;;1.86;;
URGENCES_P;2020;620025346;POLYCLINIQUE DE LA -CLARENCE-;620001834;N9999;45;20;46.75;;
URGENCES_P;2020;620025346;POLYCLINIQUE DE LA -CLARENCE-;620001834;NINF;23;8;22.81;;
URGENCES_P;2020;620100735;CLINIQUE ANNE ARTOIS;620000265;M9999;7;;5;;
URGENCES_P;2020;620100735;CLINIQUE ANNE ARTOIS;620000265;N1220;2;;2;;
URGENCES_P;2020;620100735;CLINIQUE ANNE ARTOIS;620000265;N2120;1;;1;;
URGENCES_P;2020;620100735;CLINIQUE ANNE ARTOIS;620000265;N2500;7;;6.38;;
URGENCES_P;2020;620100735;CLINIQUE ANNE ARTOIS;620000265;N9999;20;;18.9;;
URGENCES_P;2020;620100735;CLINIQUE ANNE ARTOIS;620000265;NINF;10;;9.52;;
URGENCES_P;2020;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;M3020;1;;0.5;;
URGENCES_P;2020;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;M9999;30;9;25.24;3;1
URGENCES_P;2020;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;N1220;4;1;3.8;;0
URGENCES_P;2020;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;N2120;3;;3.04;;0
URGENCES_P;2020;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;N2500;31;16;40.96;;
URGENCES_P;2020;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;N9999;104;31;117.99;;
URGENCES_P;2020;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;NINF;51;14;58.65;;0
URGENCES_P;2020;630000412;CH D'AMBERT;630780997;M9999;;10;4.06;1;1
URGENCES_P;2020;630000412;CH D'AMBERT;630780997;N2120;;1;0.15;1;1
URGENCES_P;2020;630000412;CH D'AMBERT;630780997;N2620;1;1;1.3;;0
URGENCES_P;2020;630000412;CH D'AMBERT;630780997;N9999;7;8;12.25;;
URGENCES_P;2020;630000412;CH D'AMBERT;630780997;NINF;6;6;10.8;;0
URGENCES_P;2020;630000420;CH PAUL ARDIER ISSOIRE;630781003;M9999;5;11;10;2;1
URGENCES_P;2020;630000420;CH PAUL ARDIER ISSOIRE;630781003;N1220;1;;1;2;1
URGENCES_P;2020;630000420;CH PAUL ARDIER ISSOIRE;630781003;N2120;;1;0.5;2;1
URGENCES_P;2020;630000420;CH PAUL ARDIER ISSOIRE;630781003;N2620;0;0;0;3;0
URGENCES_P;2020;630000420;CH PAUL ARDIER ISSOIRE;630781003;N9999;12;6;16.6;;
URGENCES_P;2020;630000420;CH PAUL ARDIER ISSOIRE;630781003;NINF;11;5;15.1;2;1
URGENCES_P;2020;630000438;CH DE RIOM;630781011;M9999;4;6;6.8;;1
URGENCES_P;2020;630000438;CH DE RIOM;630781011;N1220;3;1;3.8;;
URGENCES_P;2020;630000438;CH DE RIOM;630781011;N2120;1;0;1;;0
URGENCES_P;2020;630000438;CH DE RIOM;630781011;N2500;12;;12;;
URGENCES_P;2020;630000438;CH DE RIOM;630781011;N9999;28;7;32.2;;
URGENCES_P;2020;630000438;CH DE RIOM;630781011;NINF;12;6;15.4;;
URGENCES_P;2020;630000446;CH DE THIERS;630781029;M9999;5;4;4.48;;1
URGENCES_P;2020;630000446;CH DE THIERS;630781029;N1220;1;1;1.27;;1
URGENCES_P;2020;630000446;CH DE THIERS;630781029;N2120;2;;0.55;;1
URGENCES_P;2020;630000446;CH DE THIERS;630781029;N2500;5;3;5.1;;
URGENCES_P;2020;630000446;CH DE THIERS;630781029;N9999;20;11;19.46;;
URGENCES_P;2020;630000446;CH DE THIERS;630781029;NINF;8;6;10.16;;0
URGENCES_P;2020;630780211;POLE SANTE REPUBLIQUE;630000107;M9999;2;7;6;;
URGENCES_P;2020;630780211;POLE SANTE REPUBLIQUE;630000107;N1220;;5;3;;
URGENCES_P;2020;630780211;POLE SANTE REPUBLIQUE;630000107;N2120;;1;0.5;;
URGENCES_P;2020;630780211;POLE SANTE REPUBLIQUE;630000107;N9999;7;6;10.65;;
URGENCES_P;2020;630780211;POLE SANTE REPUBLIQUE;630000107;NINF;7;;7.15;;
URGENCES_P;2020;630781268;HOPITAL ESTAING - CHU63;630780989;M1140;6;1;5.21;;0
URGENCES_P;2020;630781268;HOPITAL ESTAING - CHU63;630780989;M9999;7;1;5.41;;0
URGENCES_P;2020;630781268;HOPITAL ESTAING - CHU63;630780989;N1220;1;;0.85;;
URGENCES_P;2020;630781268;HOPITAL ESTAING - CHU63;630780989;N2120;1;;1;;
URGENCES_P;2020;630781268;HOPITAL ESTAING - CHU63;630780989;N2500;7;5;10.3;;
URGENCES_P;2020;630781268;HOPITAL ESTAING - CHU63;630780989;N9999;27;14;35.97;;
URGENCES_P;2020;630781268;HOPITAL ESTAING - CHU63;630780989;NINF;16;7;20.58;;
URGENCES_P;2020;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;M1140;0;2;0.8;;
URGENCES_P;2020;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;M9999;15;27;20.12;;
URGENCES_P;2020;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;N1220;3;0;3.13;;
URGENCES_P;2020;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;N2120;3;0;3.51;;
URGENCES_P;2020;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;N2500;31;5;30.62;;
URGENCES_P;2020;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;N9999;110;31;124.5;;
URGENCES_P;2020;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;NINF;50;16;60.08;;
URGENCES_P;2020;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;M9999;2;8;10.8;;
URGENCES_P;2020;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;N1220;;1;0.5;;
URGENCES_P;2020;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;N2120;;2;0.75;;
URGENCES_P;2020;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;N2500;5;;4.98;;
URGENCES_P;2020;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;N9999;17;6;17.97;;
URGENCES_P;2020;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;NINF;12;3;11.74;;
URGENCES_P;2020;640000410;CENTRE HOSPITALIER OLORON;640780821;M9999;;;5.52;2;1
URGENCES_P;2020;640000410;CENTRE HOSPITALIER OLORON;640780821;N1220;;;5.02;;0
URGENCES_P;2020;640000410;CENTRE HOSPITALIER OLORON;640780821;N2120;;;0.77;2;1
URGENCES_P;2020;640000410;CENTRE HOSPITALIER OLORON;640780821;N2500;;;6.71;;
URGENCES_P;2020;640000410;CENTRE HOSPITALIER OLORON;640780821;N2620;;;0.79;;0
URGENCES_P;2020;640000410;CENTRE HOSPITALIER OLORON;640780821;N9999;;;24.65;;
URGENCES_P;2020;640000410;CENTRE HOSPITALIER OLORON;640780821;NINF;;;11.36;;0
URGENCES_P;2020;640000600;CENTRE HOSPITALIER DE PAU;640781290;M9999;16;30;32.26;3;1
URGENCES_P;2020;640000600;CENTRE HOSPITALIER DE PAU;640781290;N1220;2;2;1.75;;
URGENCES_P;2020;640000600;CENTRE HOSPITALIER DE PAU;640781290;N2120;1;1;1.45;;
URGENCES_P;2020;640000600;CENTRE HOSPITALIER DE PAU;640781290;N2500;26;7;32.37;;
URGENCES_P;2020;640000600;CENTRE HOSPITALIER DE PAU;640781290;N3120;0;3;0.73;;
URGENCES_P;2020;640000600;CENTRE HOSPITALIER DE PAU;640781290;N9999;94;35;110.72;;
URGENCES_P;2020;640000600;CENTRE HOSPITALIER DE PAU;640781290;NINF;56;22;63.7;;
URGENCES_P;2020;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;M9999;2;3;5.3;;
URGENCES_P;2020;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;N2120;0;2;0.5;;
URGENCES_P;2020;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;N2500;6;0;5.92;;
URGENCES_P;2020;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;N9999;15;2;13.9;;
URGENCES_P;2020;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;NINF;9;0;7.48;;
URGENCES_P;2020;640018206;CAPIO CLINIQUE BELHARRA;640012209;M9999;;13;6.8;;
URGENCES_P;2020;640018206;CAPIO CLINIQUE BELHARRA;640012209;N1220;2;;2.74;;
URGENCES_P;2020;640018206;CAPIO CLINIQUE BELHARRA;640012209;N2120;1;;1;;
URGENCES_P;2020;640018206;CAPIO CLINIQUE BELHARRA;640012209;N2500;2;;2.6;;
URGENCES_P;2020;640018206;CAPIO CLINIQUE BELHARRA;640012209;N2620;2;;2.94;;
URGENCES_P;2020;640018206;CAPIO CLINIQUE BELHARRA;640012209;N9999;14;3;20.23;;
URGENCES_P;2020;640018206;CAPIO CLINIQUE BELHARRA;640012209;NINF;7;3;10.95;;
URGENCES_P;2020;640780490;CAPIO CLINIQUE AGUILERA;640000212;M9999;5;1;5.8;;0
URGENCES_P;2020;640780490;CAPIO CLINIQUE AGUILERA;640000212;N1220;2;1;2.35;;0
URGENCES_P;2020;640780490;CAPIO CLINIQUE AGUILERA;640000212;N2120;;1;0.16;;0
URGENCES_P;2020;640780490;CAPIO CLINIQUE AGUILERA;640000212;N2500;4;;5.44;;
URGENCES_P;2020;640780490;CAPIO CLINIQUE AGUILERA;640000212;N9999;16;2;20.68;;
URGENCES_P;2020;640780490;CAPIO CLINIQUE AGUILERA;640000212;NINF;10;;12.73;;0
URGENCES_P;2020;640780748;POLYCLINIQUE CÔTE BASQUE SUD;640000360;M9999;5;7;9.81;;
URGENCES_P;2020;640780748;POLYCLINIQUE CÔTE BASQUE SUD;640000360;N1220;2;2;3;;
URGENCES_P;2020;640780748;POLYCLINIQUE CÔTE BASQUE SUD;640000360;N2120;;1;0.4;;
URGENCES_P;2020;640780748;POLYCLINIQUE CÔTE BASQUE SUD;640000360;N2500;7;1;3.02;;
URGENCES_P;2020;640780748;POLYCLINIQUE CÔTE BASQUE SUD;640000360;N3120;1;;1;;
URGENCES_P;2020;640780748;POLYCLINIQUE CÔTE BASQUE SUD;640000360;N9999;37;4;24.32;;
