BOR;AN;FI;RS;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST;GARDED;ASTDED
PERINAT_P;2020;630000412;CH D'AMBERT;630780997;N2800;2;1;2;;;;
PERINAT_P;2020;630000412;CH D'AMBERT;630780997;NAUT;1;;0.1;;;;
PERINAT_P;2020;630000420;CH PAUL ARDIER ISSOIRE;630781003;M1030;;;;1;0;0;0
PERINAT_P;2020;630000420;CH PAUL ARDIER ISSOIRE;630781003;M1140;;2;1.05;0;1;;
PERINAT_P;2020;630000420;CH PAUL ARDIER ISSOIRE;630781003;M2050;6;1;5.77;0;1;;
PERINAT_P;2020;630000420;CH PAUL ARDIER ISSOIRE;630781003;N2700;;1;0.25;;;;
PERINAT_P;2020;630000420;CH PAUL ARDIER ISSOIRE;630781003;N2800;9;10;15.95;;;;
PERINAT_P;2020;630000420;CH PAUL ARDIER ISSOIRE;630781003;N280H;9;10;7.98;;;;
PERINAT_P;2020;630000446;CH DE THIERS;630781029;M1140;2;1;1.9;;;;
PERINAT_P;2020;630000446;CH DE THIERS;630781029;M2050;4;3;4.98;;;;
PERINAT_P;2020;630000446;CH DE THIERS;630781029;N2530;6;3;8.6;;;;
PERINAT_P;2020;630000446;CH DE THIERS;630781029;N2800;7;14;15.63;;;;
PERINAT_P;2020;630000446;CH DE THIERS;630781029;N280H;7;14;15.63;;;;
PERINAT_P;2020;630000446;CH DE THIERS;630781029;NAUT;6;3;5.51;;;;
PERINAT_P;2020;630781268;HOPITAL ESTAING - CHU63;630780989;M1140;1;3;2.51;1;1;;
PERINAT_P;2020;630781268;HOPITAL ESTAING - CHU63;630780989;M2050;2;0;2.18;;;;
PERINAT_P;2020;630781268;HOPITAL ESTAING - CHU63;630780989;MIVG;1;2;0.68;;;;
PERINAT_P;2020;630781268;HOPITAL ESTAING - CHU63;630780989;N2200;31;14;37.12;;;;
PERINAT_P;2020;630781268;HOPITAL ESTAING - CHU63;630780989;N2340;28;28;47.39;;;;
PERINAT_P;2020;630781268;HOPITAL ESTAING - CHU63;630780989;N2530;40;16;49.19;;;;
PERINAT_P;2020;630781268;HOPITAL ESTAING - CHU63;630780989;N2800;59;25;74.51;;;;
PERINAT_P;2020;630781268;HOPITAL ESTAING - CHU63;630780989;N280H;51;24;65.76;;;;
PERINAT_P;2020;630781268;HOPITAL ESTAING - CHU63;630780989;NAUT;42;18;52.89;;;;
PERINAT_P;2020;630781839;HOPITAL PRIVE LA CHATAIGNERAIE;630000826;M1030;15;4;1;1;;1;
PERINAT_P;2020;630781839;HOPITAL PRIVE LA CHATAIGNERAIE;630000826;M1140;2;1;2.5;0;1;;
PERINAT_P;2020;630781839;HOPITAL PRIVE LA CHATAIGNERAIE;630000826;M2050;14;;13;1;;;
PERINAT_P;2020;630781839;HOPITAL PRIVE LA CHATAIGNERAIE;630000826;N2700;;2;1;;;;
PERINAT_P;2020;630781839;HOPITAL PRIVE LA CHATAIGNERAIE;630000826;N2800;20;13;29.29;;;;
PERINAT_P;2020;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;M1030;0;0;0;1;0;;
PERINAT_P;2020;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;M1140;0;3;1.59;1;1;;
PERINAT_P;2020;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;M2050;5;9;6.82;1;0;;
PERINAT_P;2020;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;MIVG;0;3;0.31;;;;
PERINAT_P;2020;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;N2200;4;0;1.3;;;;
PERINAT_P;2020;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;N2340;22;8;10.65;;;;
PERINAT_P;2020;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;N2530;34;12;33.58;;;;
PERINAT_P;2020;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;N2700;0;4;1.17;;;;
PERINAT_P;2020;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;N2800;16;25;32.19;;;;
PERINAT_P;2020;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;N280H;16;25;32.19;;;;
PERINAT_P;2020;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;NAUT;19;9;20.7;;;;
PERINAT_P;2020;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;M1140;1;;0.5;;;;
PERINAT_P;2020;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;M2050;1;;1;;;;
PERINAT_P;2020;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;N2800;4;;3;;;;
PERINAT_P;2020;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;NAUT;2;;1.1;;;;
PERINAT_P;2020;640000410;CENTRE HOSPITALIER OLORON;640780821;M2050;;2;1;0;0;;
PERINAT_P;2020;640000410;CENTRE HOSPITALIER OLORON;640780821;N2800;1;3;3.45;;;;
PERINAT_P;2020;640000410;CENTRE HOSPITALIER OLORON;640780821;NAUT;;2;1.5;;;;
PERINAT_P;2020;640000600;CENTRE HOSPITALIER DE PAU;640781290;M1030;0;0;0;1;0;1;0
PERINAT_P;2020;640000600;CENTRE HOSPITALIER DE PAU;640781290;M1140;0;3;0.36;1;1;;
PERINAT_P;2020;640000600;CENTRE HOSPITALIER DE PAU;640781290;M2050;0;4;0.7;1;1;;
PERINAT_P;2020;640000600;CENTRE HOSPITALIER DE PAU;640781290;MAUT;0;6;1.16;;;;
PERINAT_P;2020;640000600;CENTRE HOSPITALIER DE PAU;640781290;N2200;3;0;2.7;;;;
PERINAT_P;2020;640000600;CENTRE HOSPITALIER DE PAU;640781290;N2340;23;7;27.1;;;;
PERINAT_P;2020;640000600;CENTRE HOSPITALIER DE PAU;640781290;N2530;10;16;18.06;;;;
PERINAT_P;2020;640000600;CENTRE HOSPITALIER DE PAU;640781290;N2700;0;1;0.5;;;;
PERINAT_P;2020;640000600;CENTRE HOSPITALIER DE PAU;640781290;N2800;4;31;15.99;;;;
PERINAT_P;2020;640000600;CENTRE HOSPITALIER DE PAU;640781290;N280H;4;31;15.99;;;;
PERINAT_P;2020;640000600;CENTRE HOSPITALIER DE PAU;640781290;NAUT;5;17;14.7;;;;
PERINAT_P;2020;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;M1030;0;0;0;;1;;0
PERINAT_P;2020;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;M1140;0;2;0.08;0;1;;
PERINAT_P;2020;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;M2050;4;2;2.77;0;1;;
PERINAT_P;2020;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;N2530;4;0;4.51;;;;
PERINAT_P;2020;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;N2800;4;6;7.59;;;;
PERINAT_P;2020;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;N280H;4;6;7.59;;;;
PERINAT_P;2020;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;NAUT;4;1;3.55;;;;
PERINAT_P;2020;640018206;CAPIO CLINIQUE BELHARRA;640012209;M1030;;14;3;;;;
PERINAT_P;2020;640018206;CAPIO CLINIQUE BELHARRA;640012209;M1140;;3;1;;;;
PERINAT_P;2020;640018206;CAPIO CLINIQUE BELHARRA;640012209;M2050;;7;1.5;;;;
PERINAT_P;2020;640018206;CAPIO CLINIQUE BELHARRA;640012209;N2200;;;0.06;;;;
PERINAT_P;2020;640018206;CAPIO CLINIQUE BELHARRA;640012209;N2530;8;5;12.64;;;;
PERINAT_P;2020;640018206;CAPIO CLINIQUE BELHARRA;640012209;N2700;;1;0.5;;;;
PERINAT_P;2020;640018206;CAPIO CLINIQUE BELHARRA;640012209;N2800;10;11;20.84;;;;
PERINAT_P;2020;640018206;CAPIO CLINIQUE BELHARRA;640012209;N280H;5;;5;;;;
PERINAT_P;2020;640780755;C.H.I.C. COTE BASQUE - ST JEAN DE LUZ;640780417;N2800;0;2;1.17;;;;
PERINAT_P;2020;640780755;C.H.I.C. COTE BASQUE - ST JEAN DE LUZ;640780417;N280H;0;2;1.17;;;;
PERINAT_P;2020;640780755;C.H.I.C. COTE BASQUE - ST JEAN DE LUZ;640780417;NAUT;0;1;0.5;;;;
PERINAT_P;2020;640780946;POLYCLINIQUE DE NAVARRE;640000469;M1030;4;;4;1;0;1;
PERINAT_P;2020;640780946;POLYCLINIQUE DE NAVARRE;640000469;M1140;2;2;3;0;1;;
PERINAT_P;2020;640780946;POLYCLINIQUE DE NAVARRE;640000469;M2050;7;2;7.8;0;0;;
PERINAT_P;2020;640780946;POLYCLINIQUE DE NAVARRE;640000469;MIVG;6;;0.7;;;;
PERINAT_P;2020;640780946;POLYCLINIQUE DE NAVARRE;640000469;N2200;6;2;6.84;;;;
PERINAT_P;2020;640780946;POLYCLINIQUE DE NAVARRE;640000469;N2340;3;4;4.25;;;;
PERINAT_P;2020;640780946;POLYCLINIQUE DE NAVARRE;640000469;N2530;10;2;10.21;;;;
PERINAT_P;2020;640780946;POLYCLINIQUE DE NAVARRE;640000469;N2700;1;;1;;;;
PERINAT_P;2020;640780946;POLYCLINIQUE DE NAVARRE;640000469;N2800;8;11;15.31;;;;
PERINAT_P;2020;640780946;POLYCLINIQUE DE NAVARRE;640000469;N280H;8;11;15.31;;;;
PERINAT_P;2020;640780946;POLYCLINIQUE DE NAVARRE;640000469;NAUT;1;2;2.6;;;;
PERINAT_P;2020;650000045;CH LOURDES;650780158;M2050;2;0;2;1;;;
PERINAT_P;2020;650000045;CH LOURDES;650780158;N2200;1;0;0.5;;;;
PERINAT_P;2020;650000045;CH LOURDES;650780158;NAUT;1;0;1.25;;;;
PERINAT_P;2020;650000417;CH BIGORRE SITE GESPE TARBES;650783160;M1030;8;2;9;0;1;;
PERINAT_P;2020;650000417;CH BIGORRE SITE GESPE TARBES;650783160;M1140;6;3;8.2;1;0;;
PERINAT_P;2020;650000417;CH BIGORRE SITE GESPE TARBES;650783160;M2050;2;0;2;0;1;;
PERINAT_P;2020;650000417;CH BIGORRE SITE GESPE TARBES;650783160;MIVG;0;1;0.4;;;;
PERINAT_P;2020;650000417;CH BIGORRE SITE GESPE TARBES;650783160;N2200;0;1;0.8;;;;
PERINAT_P;2020;650000417;CH BIGORRE SITE GESPE TARBES;650783160;N2340;4;1;4.8;;;;
PERINAT_P;2020;650000417;CH BIGORRE SITE GESPE TARBES;650783160;N2800;19;8;22.78;;;;
PERINAT_P;2020;650000417;CH BIGORRE SITE GESPE TARBES;650783160;NAUT;22;13;27.41;;;;
PERINAT_P;2020;650780679;POLYCL DE L'ORMEAU SITE CENTRE;650000243;M1030;2;;2;0;0;;
PERINAT_P;2020;650780679;POLYCL DE L'ORMEAU SITE CENTRE;650000243;M1140;;6;0.99;0;0;;
PERINAT_P;2020;650780679;POLYCL DE L'ORMEAU SITE CENTRE;650000243;M2050;5;;5;0;0;;
PERINAT_P;2020;650780679;POLYCL DE L'ORMEAU SITE CENTRE;650000243;N2200;3;;3;;;;
PERINAT_P;2020;650780679;POLYCL DE L'ORMEAU SITE CENTRE;650000243;N2340;1;2;2.11;;;;
PERINAT_P;2020;650780679;POLYCL DE L'ORMEAU SITE CENTRE;650000243;N2530;12;7;13.65;;;;
PERINAT_P;2020;650780679;POLYCL DE L'ORMEAU SITE CENTRE;650000243;N2800;6;12;9.74;;;;
PERINAT_P;2020;650780679;POLYCL DE L'ORMEAU SITE CENTRE;650000243;N280H;6;12;9.74;;;;
PERINAT_P;2020;650780679;POLYCL DE L'ORMEAU SITE CENTRE;650000243;NAUT;4;2;5;;;;
PERINAT_P;2020;650784218;CMC HOPITAUX DE LANNEMEZAN;650780174;M1140;;1;0.07;0;0;;
PERINAT_P;2020;650784218;CMC HOPITAUX DE LANNEMEZAN;650780174;M2050;1;;1;0;0;;
PERINAT_P;2020;650784218;CMC HOPITAUX DE LANNEMEZAN;650780174;N2800;2;1;2.04;;;;
PERINAT_P;2020;650784218;CMC HOPITAUX DE LANNEMEZAN;650780174;NAUT;;3;1.19;;;;
PERINAT_P;2020;660000084;CH PERPIGNAN;660780180;M1030;8;2;4.73;;;;
PERINAT_P;2020;660000084;CH PERPIGNAN;660780180;M1140;6;2;7.6;;;;
PERINAT_P;2020;660000084;CH PERPIGNAN;660780180;M2050;8;2;9;;;;
PERINAT_P;2020;660000084;CH PERPIGNAN;660780180;MIVG;;1;0.3;;;;
PERINAT_P;2020;660000084;CH PERPIGNAN;660780180;N2200;21;4;23.78;;;;
PERINAT_P;2020;660000084;CH PERPIGNAN;660780180;N2340;16;10;27.05;;;;
PERINAT_P;2020;660000084;CH PERPIGNAN;660780180;N2530;3;1;5.3;;;;
PERINAT_P;2020;660000084;CH PERPIGNAN;660780180;N2700;;1;0.54;;;;
PERINAT_P;2020;660000084;CH PERPIGNAN;660780180;N2800;33;12;41.83;;;;
PERINAT_P;2020;660000084;CH PERPIGNAN;660780180;N280H;33;12;41.83;;;;
PERINAT_P;2020;660000084;CH PERPIGNAN;660780180;NAUT;30;11;38.35;;;;
PERINAT_P;2020;660780669;POLYCL MEDITERRANEE;660000324;M1030;4;;4;1;1;1;0
PERINAT_P;2020;660780669;POLYCL MEDITERRANEE;660000324;M1140;;4;4;0;1;;
PERINAT_P;2020;660780669;POLYCL MEDITERRANEE;660000324;M2050;9;;9;1;1;;
PERINAT_P;2020;660780669;POLYCL MEDITERRANEE;660000324;N2340;7;1;6.7;;;;
PERINAT_P;2020;660780669;POLYCL MEDITERRANEE;660000324;N2700;1;;0.5;;;;
PERINAT_P;2020;660780669;POLYCL MEDITERRANEE;660000324;N2800;37;;28.32;;;;
PERINAT_P;2020;660780669;POLYCL MEDITERRANEE;660000324;N280H;37;;28.32;;;;
PERINAT_P;2020;660780669;POLYCL MEDITERRANEE;660000324;NAUT;22;1;23.62;;;;
PERINAT_P;2020;660780784;CL ST PIERRE;660000407;M2050;5;2;5.5;;;;
PERINAT_P;2020;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;M1030;0;1;0.21;1;0;;
PERINAT_P;2020;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;M1140;2;0;2;1;0;;
PERINAT_P;2020;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;M2050;4;7;5.13;1;0;;
PERINAT_P;2020;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;N2200;;14;3.09;;;;
PERINAT_P;2020;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;N2340;6;7;13.42;;;;
PERINAT_P;2020;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;N2700;;1;0.25;;;;
PERINAT_P;2020;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;N2800;25;9;32.84;;;;
PERINAT_P;2020;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;N280H;10;3;12.9;;;;
PERINAT_P;2020;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;NAUT;26;64;55.17;;;;
PERINAT_P;2020;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;M1030;;;;1;0;0;
PERINAT_P;2020;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;M1140;4;2;3.91;1;0;;
PERINAT_P;2020;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;M2050;5;1;1.27;0;1;;
PERINAT_P;2020;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;MIVG;1;;0.1;;;;
PERINAT_P;2020;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;N2340;4;13;8.95;;;;
PERINAT_P;2020;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;N2530;1;6;2.16;;;;
PERINAT_P;2020;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;N2700;;2;0.75;;;;
PERINAT_P;2020;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;N2800;2;4;2.68;;;;
PERINAT_P;2020;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;NAUT;16;11;7.2;;;;
PERINAT_P;2020;670000215;HOPITAL DU NEUENBERG;680000643;M1140;;1;0.2;;;;
PERINAT_P;2020;670000215;HOPITAL DU NEUENBERG;680000643;M2050;;1;0.2;;;;
PERINAT_P;2020;670000215;HOPITAL DU NEUENBERG;680000643;N2700;;1;0.05;;;;
PERINAT_P;2020;670000215;HOPITAL DU NEUENBERG;680000643;N2800;3;1;2.95;;;;
PERINAT_P;2020;670000272;CH INTERCOMMUNAL DE LA LAUTER;670780543;M1030;;6;0.1;1;0;0;0
PERINAT_P;2020;670000272;CH INTERCOMMUNAL DE LA LAUTER;670780543;M1140;;1;0.1;0;1;;
PERINAT_P;2020;670000272;CH INTERCOMMUNAL DE LA LAUTER;670780543;M2050;;3;1;0;1;;
PERINAT_P;2020;670000272;CH INTERCOMMUNAL DE LA LAUTER;670780543;N2340;;1;0.5;;;;
PERINAT_P;2020;670000272;CH INTERCOMMUNAL DE LA LAUTER;670780543;N2530;;1;0.1;;;;
PERINAT_P;2020;670000272;CH INTERCOMMUNAL DE LA LAUTER;670780543;N2700;;1;0.8;;;;
PERINAT_P;2020;670000272;CH INTERCOMMUNAL DE LA LAUTER;670780543;N2800;7;2;7;;;;
PERINAT_P;2020;670000272;CH INTERCOMMUNAL DE LA LAUTER;670780543;N280H;7;2;7;;;;
PERINAT_P;2020;670000272;CH INTERCOMMUNAL DE LA LAUTER;670780543;NAUT;;1;0.1;;;;
PERINAT_P;2020;670000397;CENTRE HOSPITALIER DE SELESTAT;670017755;M1140;;1;0.2;0;0;;
PERINAT_P;2020;670000397;CENTRE HOSPITALIER DE SELESTAT;670017755;M2050;;5;1.57;0;1;;
PERINAT_P;2020;670000397;CENTRE HOSPITALIER DE SELESTAT;670017755;N2530;12;5;15.87;;;;
PERINAT_P;2020;670000397;CENTRE HOSPITALIER DE SELESTAT;670017755;N2800;13;10;21.12;;;;
PERINAT_P;2020;670000397;CENTRE HOSPITALIER DE SELESTAT;670017755;N280H;6;3;8.44;;;;
PERINAT_P;2020;670000405;NOUVEL HOPITAL D'OBERNAI;670017755;N2800;1;1;1.5;;;;
PERINAT_P;2020;670000405;NOUVEL HOPITAL D'OBERNAI;670017755;NAUT;1;1;1.08;;;;
PERINAT_P;2020;670018068;CLINIQUE RHENA GCS ES;670017847;M1140;;5;5;;;;
PERINAT_P;2020;670018068;CLINIQUE RHENA GCS ES;670017847;M2050;;5;5;;;;
PERINAT_P;2020;670018068;CLINIQUE RHENA GCS ES;670017847;MIVG;;5;5;;;;
PERINAT_P;2020;670018068;CLINIQUE RHENA GCS ES;670017847;N2340;;2;0.86;;;;
PERINAT_P;2020;670018068;CLINIQUE RHENA GCS ES;670017847;N2530;5;3;5.77;;;;
PERINAT_P;2020;670018068;CLINIQUE RHENA GCS ES;670017847;N2800;12;12;16.31;;;;
PERINAT_P;2020;670018068;CLINIQUE RHENA GCS ES;670017847;N280H;12;12;16.31;;;;
PERINAT_P;2020;670018068;CLINIQUE RHENA GCS ES;670017847;NAUT;1;;0.84;;;;
PERINAT_P;2020;670780113;CMCO;670780055;M1030;2;;2.97;;;;
PERINAT_P;2020;670780113;CMCO;670780055;M1140;3;3;3.7;1;1;;
PERINAT_P;2020;670780113;CMCO;670780055;M2050;8;5;9.1;1;1;;
PERINAT_P;2020;670780113;CMCO;670780055;MIVG;8;;0.5;;;;
PERINAT_P;2020;670780113;CMCO;670780055;N2200;;2;0.46;;;;
PERINAT_P;2020;670780113;CMCO;670780055;N2340;;13;6.39;;;;
PERINAT_P;2020;670780113;CMCO;670780055;N2530;17;21;30.08;;;;
PERINAT_P;2020;670780113;CMCO;670780055;N2700;2;2;2.62;;;;
PERINAT_P;2020;670780113;CMCO;670780055;N2800;37;72;68.32;;;;
PERINAT_P;2020;670780113;CMCO;670780055;N280H;12;52;40.01;;;;
PERINAT_P;2020;670780113;CMCO;670780055;NAUT;18;18;31.36;;;;
PERINAT_P;2020;670780212;CLINIQUE SAINTE-ANNE;670014604;M1140;;12;6;0;1;;
PERINAT_P;2020;670780212;CLINIQUE SAINTE-ANNE;670014604;M2050;;23;11;1;;;
PERINAT_P;2020;670780212;CLINIQUE SAINTE-ANNE;670014604;N2340;8;2;7.92;;;;
PERINAT_P;2020;670780212;CLINIQUE SAINTE-ANNE;670014604;N2530;12;5;15.69;;;;
PERINAT_P;2020;670780212;CLINIQUE SAINTE-ANNE;670014604;N2700;1;1;1.5;;;;
PERINAT_P;2020;670780212;CLINIQUE SAINTE-ANNE;670014604;N2800;30;11;36.65;;;;
PERINAT_P;2020;670783273;HOPITAL DE HAUTEPIERRE;670780055;M1030;7;2;6.73;1;0;;
PERINAT_P;2020;670783273;HOPITAL DE HAUTEPIERRE;670780055;M1140;11;6;6.5;1;1;;
PERINAT_P;2020;670783273;HOPITAL DE HAUTEPIERRE;670780055;M2050;16;13;13.2;1;1;;
PERINAT_P;2020;670783273;HOPITAL DE HAUTEPIERRE;670780055;MIVG;14;1;0.8;;;;
PERINAT_P;2020;670783273;HOPITAL DE HAUTEPIERRE;670780055;N2200;14;21;28.05;;;;
PERINAT_P;2020;670783273;HOPITAL DE HAUTEPIERRE;670780055;N2340;47;55;81.04;;;;
PERINAT_P;2020;670783273;HOPITAL DE HAUTEPIERRE;670780055;N2530;29;21;42.37;;;;
PERINAT_P;2020;670783273;HOPITAL DE HAUTEPIERRE;670780055;N2700;1;6;3.8;;;;
PERINAT_P;2020;670783273;HOPITAL DE HAUTEPIERRE;670780055;N2800;55;43;68.65;;;;
PERINAT_P;2020;670783273;HOPITAL DE HAUTEPIERRE;670780055;N280H;12;31;29.24;;;;
PERINAT_P;2020;670783273;HOPITAL DE HAUTEPIERRE;670780055;NAUT;18;34;37.22;;;;
PERINAT_P;2020;670798636;CLINIQUE SAINT-LUC;670014604;M1140;;4;0.25;;;;
PERINAT_P;2020;670798636;CLINIQUE SAINT-LUC;670014604;M2050;;2;0.31;;;;
PERINAT_P;2020;670798636;CLINIQUE SAINT-LUC;670014604;N2700;1;;0.9;;;;
PERINAT_P;2020;670798636;CLINIQUE SAINT-LUC;670014604;N2800;2;1;2.9;;;;
PERINAT_P;2020;680000320;CLINIQUE DIACONAT FONDERIE;680000643;M1030;9;;9;1;;;
PERINAT_P;2020;680000320;CLINIQUE DIACONAT FONDERIE;680000643;M1140;8;;8;0;1;;
PERINAT_P;2020;680000320;CLINIQUE DIACONAT FONDERIE;680000643;M2050;17;;17;1;;;
PERINAT_P;2020;680000320;CLINIQUE DIACONAT FONDERIE;680000643;N2200;2;;2.06;;;;
PERINAT_P;2020;680000320;CLINIQUE DIACONAT FONDERIE;680000643;N2340;5;2;6;;;;
PERINAT_P;2020;680000320;CLINIQUE DIACONAT FONDERIE;680000643;N2530;18;3;19.42;;;;
PERINAT_P;2020;680000320;CLINIQUE DIACONAT FONDERIE;680000643;N2700;1;1;1.34;;;;
PERINAT_P;2020;680000320;CLINIQUE DIACONAT FONDERIE;680000643;N2800;20;18;30.07;;;;
PERINAT_P;2020;680000320;CLINIQUE DIACONAT FONDERIE;680000643;N280H;12;8;17.5;;;;
PERINAT_P;2020;680000320;CLINIQUE DIACONAT FONDERIE;680000643;NAUT;1;2;2.2;;;;
PERINAT_P;2020;680000494;CLINIQUE DIACONAT ROOSEVELT;680000643;M2050;;6;1.5;;;;
PERINAT_P;2020;680000494;CLINIQUE DIACONAT ROOSEVELT;680000643;MAUT;;2;0.6;;;;
PERINAT_P;2020;680000494;CLINIQUE DIACONAT ROOSEVELT;680000643;MIVG;1;;1;;;;
PERINAT_P;2020;680000494;CLINIQUE DIACONAT ROOSEVELT;680000643;NAUT;1;;1;;;;
PERINAT_P;2020;680000544;CENTRE HOSPITALIER D'ALTKIRCH;680020336;M1140;;3;0.43;0;0;;
PERINAT_P;2020;680000544;CENTRE HOSPITALIER D'ALTKIRCH;680020336;M2050;1;;1;0;0;;
PERINAT_P;2020;680000544;CENTRE HOSPITALIER D'ALTKIRCH;680020336;N2530;1;;1;;;;
PERINAT_P;2020;680000544;CENTRE HOSPITALIER D'ALTKIRCH;680020336;N2700;;1;0.1;;;;
PERINAT_P;2020;680000544;CENTRE HOSPITALIER D'ALTKIRCH;680020336;N2800;3;2;3.16;;;;
PERINAT_P;2020;680000544;CENTRE HOSPITALIER D'ALTKIRCH;680020336;NAUT;1;3;1.77;;;;
PERINAT_P;2020;680000601;HOPITAL DE THANN;680020336;M1030;;3;2.5;0;0;;
PERINAT_P;2020;680000601;HOPITAL DE THANN;680020336;M1140;;1;0.4;0;0;;
PERINAT_P;2020;680000601;HOPITAL DE THANN;680020336;M2050;1;3;2.4;0;0;;
PERINAT_P;2020;680000601;HOPITAL DE THANN;680020336;MIVG;;1;0.05;;;;
PERINAT_P;2020;680000601;HOPITAL DE THANN;680020336;N2530;;1;0.41;;;;
PERINAT_P;2020;680000601;HOPITAL DE THANN;680020336;N2700;;1;0.1;;;;
PERINAT_P;2020;680000601;HOPITAL DE THANN;680020336;N2800;2;3;3.3;;;;
PERINAT_P;2020;680000601;HOPITAL DE THANN;680020336;NAUT;5;1;5.69;;;;
PERINAT_P;2020;680000684;HOPITAL LOUIS PASTEUR;680000973;M1030;6;1;6.5;1;0;0;0
PERINAT_P;2020;680000684;HOPITAL LOUIS PASTEUR;680000973;M1140;12;9;1.9;1;0;;
PERINAT_P;2020;680000684;HOPITAL LOUIS PASTEUR;680000973;M2050;13;9;12.86;1;0;;
PERINAT_P;2020;680000684;HOPITAL LOUIS PASTEUR;680000973;N2200;4;3;5.43;;;;
PERINAT_P;2020;680000684;HOPITAL LOUIS PASTEUR;680000973;N2340;10;10;18.2;;;;
PERINAT_P;2020;680000684;HOPITAL LOUIS PASTEUR;680000973;N2530;14;13;22.8;;;;
PERINAT_P;2020;680000684;HOPITAL LOUIS PASTEUR;680000973;N2700;;3;1.75;;;;
PERINAT_P;2020;680000684;HOPITAL LOUIS PASTEUR;680000973;N2800;29;18;42.7;;;;
PERINAT_P;2020;680000684;HOPITAL LOUIS PASTEUR;680000973;NAUT;17;7;22.52;;;;
PERINAT_P;2020;680000700;CENTRE HOSPITALIER DE GUEBWILLER;680001005;M1140;;1;0.08;0;0;;
PERINAT_P;2020;680000700;CENTRE HOSPITALIER DE GUEBWILLER;680001005;M2050;;8;1.27;0;0;;
PERINAT_P;2020;680000700;CENTRE HOSPITALIER DE GUEBWILLER;680001005;N2700;;1;0.2;;;;
PERINAT_P;2020;680000700;CENTRE HOSPITALIER DE GUEBWILLER;680001005;N2800;3;;3;;;;
PERINAT_P;2020;680001195;HOPITAL ALBERT SCHWEITZER;680000643;M1140;1;2;1.28;;;;
PERINAT_P;2020;680001195;HOPITAL ALBERT SCHWEITZER;680000643;M2050;2;4;3.24;;;;
PERINAT_P;2020;680001195;HOPITAL ALBERT SCHWEITZER;680000643;MAUT;;1;0.08;;;;
PERINAT_P;2020;680001195;HOPITAL ALBERT SCHWEITZER;680000643;N2530;8;4;11.45;;;;
PERINAT_P;2020;680001195;HOPITAL ALBERT SCHWEITZER;680000643;N2700;;1;0.25;;;;
PERINAT_P;2020;680001195;HOPITAL ALBERT SCHWEITZER;680000643;N2800;15;3;16.65;;;;
PERINAT_P;2020;680001195;HOPITAL ALBERT SCHWEITZER;680000643;N280H;;;16.65;;;;
PERINAT_P;2020;680001195;HOPITAL ALBERT SCHWEITZER;680000643;NAUT;5;3;8.08;;;;
PERINAT_P;2020;680004546;HOPITAL EMILE MULLER;680020336;M1140;4;4;6.13;1;1;;
PERINAT_P;2020;680004546;HOPITAL EMILE MULLER;680020336;M2050;11;6;11.9;1;1;;
PERINAT_P;2020;680004546;HOPITAL EMILE MULLER;680020336;MIVG;;3;0.15;;;;
