BOR;AN;FI;RS;FI_EJ;PERSO;SMUR_EFFPL;SMUR_EFFPA;SMUR_ETP;SMUR_COMSU;SAMU_EFFPL;SAMU_EFFPA;SAMU_ETP
SMURSAMU_P;2020;510000169;CENTRE HOSPITALIER DE CHALONS;510000037;N2223;;20;5.86;;;;
SMURSAMU_P;2020;510000169;CENTRE HOSPITALIER DE CHALONS;510000037;N5140;;9;5.76;;;;
SMURSAMU_P;2020;510000169;CENTRE HOSPITALIER DE CHALONS;510000037;N9999;;30;11.82;;;;
SMURSAMU_P;2020;510000235;CENTRE HOSPITALIER D'EPERNAY;510000060;M9999;;7;3.1;1;;;
SMURSAMU_P;2020;510000235;CENTRE HOSPITALIER D'EPERNAY;510000060;N2120;;1;0.25;1;;;
SMURSAMU_P;2020;510000235;CENTRE HOSPITALIER D'EPERNAY;510000060;N2223;;18;5.31;1;;;
SMURSAMU_P;2020;510000235;CENTRE HOSPITALIER D'EPERNAY;510000060;N5140;;7;2.31;1;;;
SMURSAMU_P;2020;510000235;CENTRE HOSPITALIER D'EPERNAY;510000060;N9999;;27;7.95;;;;
SMURSAMU_P;2020;510000250;CENTRE HOSPITALIER VITRY LE FRANCOIS;510000078;M9999;;4;2.29;;;;
SMURSAMU_P;2020;510000250;CENTRE HOSPITALIER VITRY LE FRANCOIS;510000078;N2223;3;;4.33;;;;
SMURSAMU_P;2020;510000250;CENTRE HOSPITALIER VITRY LE FRANCOIS;510000078;N9999;3;;4.33;;;;
SMURSAMU_P;2020;510004302;HOPITAL MAISON BLANCHE CHU REIMS;510000029;M1140;3;1;0.35;0;;;
SMURSAMU_P;2020;510004302;HOPITAL MAISON BLANCHE CHU REIMS;510000029;M9999;19;3;8.43;0;20;2;5.87
SMURSAMU_P;2020;510004302;HOPITAL MAISON BLANCHE CHU REIMS;510000029;N1220;3;0;2;;12;0;9.78
SMURSAMU_P;2020;510004302;HOPITAL MAISON BLANCHE CHU REIMS;510000029;N2120;0;0;0.26;;0;0;0.11
SMURSAMU_P;2020;510004302;HOPITAL MAISON BLANCHE CHU REIMS;510000029;N2223;14;5;16.94;;1;0;1.08
SMURSAMU_P;2020;510004302;HOPITAL MAISON BLANCHE CHU REIMS;510000029;N2500;1;0;0.64;;1;0;0.16
SMURSAMU_P;2020;510004302;HOPITAL MAISON BLANCHE CHU REIMS;510000029;N5140;15;0;14.5;;0;0;0
SMURSAMU_P;2020;510004302;HOPITAL MAISON BLANCHE CHU REIMS;510000029;N9999;33;5;34.34;;20;0;16.18
SMURSAMU_P;2020;510023914;ANTENNE DE SMUR - CH CHALONS;510000037;M9999;;11;3.16;;;;
SMURSAMU_P;2020;510023914;ANTENNE DE SMUR - CH CHALONS;510000037;N2223;6;;6;;;;
SMURSAMU_P;2020;510023914;ANTENNE DE SMUR - CH CHALONS;510000037;N5140;3;;3;;;;
SMURSAMU_P;2020;510023914;ANTENNE DE SMUR - CH CHALONS;510000037;N9999;9;;9;;;;
SMURSAMU_P;2020;510023922;ANTENNE DE SMUR - GHAM;100006279;M9999;3;3;2.41;;;;
SMURSAMU_P;2020;510023922;ANTENNE DE SMUR - GHAM;100006279;N1220;2;;1.08;;;;
SMURSAMU_P;2020;510023922;ANTENNE DE SMUR - GHAM;100006279;N2120;1;;0.85;;;;
SMURSAMU_P;2020;510023922;ANTENNE DE SMUR - GHAM;100006279;N2223;8;;9.57;;;;
SMURSAMU_P;2020;510023922;ANTENNE DE SMUR - GHAM;100006279;N5140;5;;5;;;;
SMURSAMU_P;2020;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;M9999;0;14;4.96;1;0;8;2.78
SMURSAMU_P;2020;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;N1220;;;;0;11;0;10.28
SMURSAMU_P;2020;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;N2120;0;0;0.25;1;0;0;0.25
SMURSAMU_P;2020;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;N2223;9;4;12.8;1;;;
SMURSAMU_P;2020;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;N2500;;;;;1;0;0.92
SMURSAMU_P;2020;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;N5140;11;1;10.59;0;0;0;0.08
SMURSAMU_P;2020;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;N9999;20;5;23.64;1;12;0;11.52
SMURSAMU_P;2020;520000043;CENTRE HOSPITALIER DE LANGRES;520780057;M9999;0;8;4.5;1;;;
SMURSAMU_P;2020;520000043;CENTRE HOSPITALIER DE LANGRES;520780057;N2223;0;13;5.54;1;;;
SMURSAMU_P;2020;520000043;CENTRE HOSPITALIER DE LANGRES;520780057;N5140;6;0;5.99;;;;
SMURSAMU_P;2020;520000043;CENTRE HOSPITALIER DE LANGRES;520780057;N9999;6;13;11.53;;;;
SMURSAMU_P;2020;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;520780073;M9999;7;;2.31;1;;;
SMURSAMU_P;2020;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;520780073;N2223;5;;5.4;1;;;
SMURSAMU_P;2020;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;520780073;N2500;6;;6.77;;;;
SMURSAMU_P;2020;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;520780073;N9999;11;;12.17;;;;
SMURSAMU_P;2020;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;M9999;0;0;0.02;1;0;0;0
SMURSAMU_P;2020;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;MREG;7;6;5.25;1;0;0;0
SMURSAMU_P;2020;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;N2223;1;2;2.7;;0;0;0
SMURSAMU_P;2020;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;N9999;1;2;2.7;;0;0;0
SMURSAMU_P;2020;530000173;CENTRE HOSPITALIER NORD MAYENNE;530000074;M9999;4;3;2.75;1;;;
SMURSAMU_P;2020;530000173;CENTRE HOSPITALIER NORD MAYENNE;530000074;N2120;;;0.04;0;;;
SMURSAMU_P;2020;530000173;CENTRE HOSPITALIER NORD MAYENNE;530000074;N2223;17;;5.04;1;;;
SMURSAMU_P;2020;530000173;CENTRE HOSPITALIER NORD MAYENNE;530000074;N9999;17;;5.08;1;;;
SMURSAMU_P;2020;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;M9999;3;10;4;1;3;9;3.56
SMURSAMU_P;2020;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;N1220;;;;;15;2;16.77
SMURSAMU_P;2020;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;N2223;2;16;7.57;;;;
SMURSAMU_P;2020;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;N2500;1;;1;;1;;1
SMURSAMU_P;2020;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;N5140;7;;6.46;;;;
SMURSAMU_P;2020;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;N9999;10;16;15.03;;16;2;17.77
SMURSAMU_P;2020;540000015;CHRU NANCY - MATERNITE;540023264;M1140;5;1;0.85;1;;;
SMURSAMU_P;2020;540000015;CHRU NANCY - MATERNITE;540023264;M9999;5;1;0.85;1;;;
SMURSAMU_P;2020;540000015;CHRU NANCY - MATERNITE;540023264;MREG;;;;1;;;
SMURSAMU_P;2020;540000015;CHRU NANCY - MATERNITE;540023264;N1220;;;;1;;;
SMURSAMU_P;2020;540000015;CHRU NANCY - MATERNITE;540023264;N2120;;;;1;;;
SMURSAMU_P;2020;540000015;CHRU NANCY - MATERNITE;540023264;N2223;5;1;4.64;1;;;
SMURSAMU_P;2020;540000015;CHRU NANCY - MATERNITE;540023264;N9999;53;22;4.64;1;;;
SMURSAMU_P;2020;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;540000049;M9999;;17;4.5;1;;;
SMURSAMU_P;2020;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;540000049;N1220;;1;0.2;1;;;
SMURSAMU_P;2020;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;540000049;N2120;;1;0.2;1;;;
SMURSAMU_P;2020;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;540000049;N2223;;18;5.9;1;;;
SMURSAMU_P;2020;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;540000049;N2500;3;4;6.21;;;;
SMURSAMU_P;2020;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;540000049;N9999;3;24;12.51;1;;;
SMURSAMU_P;2020;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;M9999;;10;0.94;1;;;
SMURSAMU_P;2020;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;N2120;;1;0.4;1;;;
SMURSAMU_P;2020;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;N2223;11;6;12.22;1;;;
SMURSAMU_P;2020;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;N2500;7;;6.41;;;;
SMURSAMU_P;2020;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;N9999;18;7;19.04;1;;;
SMURSAMU_P;2020;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;M9999;;6;1.25;1;;;
SMURSAMU_P;2020;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;N1220;;1;0.02;1;;;
SMURSAMU_P;2020;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;N2120;;1;0.3;1;;;
SMURSAMU_P;2020;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;N2223;;23;6.42;1;;;
SMURSAMU_P;2020;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;N2500;;14;5.36;;;;
SMURSAMU_P;2020;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;N9999;;39;12.1;1;;;
SMURSAMU_P;2020;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;M9999;8;2;9.3;1;;;
SMURSAMU_P;2020;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;N1220;0;1;0.9;1;;;
SMURSAMU_P;2020;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;N2120;;1;0.2;1;;;
SMURSAMU_P;2020;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;N2223;6;0;6;1;;;
SMURSAMU_P;2020;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;N2500;6;0;6;;;;
SMURSAMU_P;2020;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;N9999;12;2;13.1;1;;;
SMURSAMU_P;2020;540001138;CHRU NANCY - HOPITAL CENTRAL;540023264;M9999;45;2;12.98;1;37;2;10.88
SMURSAMU_P;2020;540001138;CHRU NANCY - HOPITAL CENTRAL;540023264;MREG;45;2;12.98;1;37;2;10.88
SMURSAMU_P;2020;540001138;CHRU NANCY - HOPITAL CENTRAL;540023264;N1220;1;;1;0;28;6;27.06
SMURSAMU_P;2020;540001138;CHRU NANCY - HOPITAL CENTRAL;540023264;N2120;1;;0.5;1;1;;0.04
SMURSAMU_P;2020;540001138;CHRU NANCY - HOPITAL CENTRAL;540023264;N2223;21;3;17.13;1;;;0.34
SMURSAMU_P;2020;540001138;CHRU NANCY - HOPITAL CENTRAL;540023264;N2500;1;;1;;;;
SMURSAMU_P;2020;540001138;CHRU NANCY - HOPITAL CENTRAL;540023264;N5140;17;;17.42;0;;;
SMURSAMU_P;2020;540001138;CHRU NANCY - HOPITAL CENTRAL;540023264;N9999;43;4;39.85;;30;6;27.8
SMURSAMU_P;2020;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;M1140;3;;0.8;0;;;
SMURSAMU_P;2020;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;M9999;3;;0.8;0;;;
SMURSAMU_P;2020;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;N2223;33;10;5.9;0;;;
SMURSAMU_P;2020;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;N9999;33;10;5.9;0;;;
SMURSAMU_P;2020;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;550006795;M9999;15;1;5.2;1;15;2;5.25
SMURSAMU_P;2020;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;550006795;N1220;;;;;12;;12.1
SMURSAMU_P;2020;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;550006795;N2120;;;0.06;1;1;;0.06
SMURSAMU_P;2020;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;550006795;N2223;5;;3.89;1;;;0.71
SMURSAMU_P;2020;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;550006795;N2500;;;;;1;;1
SMURSAMU_P;2020;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;550006795;N5140;6;;5.99;0;;;
SMURSAMU_P;2020;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;550006795;N9999;11;;9.94;1;14;;13.87
SMURSAMU_P;2020;550000434;CENTRE HOSPITALIER DE BAR-LE-DUC;550003354;M9999;;3;0.81;1;;;
SMURSAMU_P;2020;550000434;CENTRE HOSPITALIER DE BAR-LE-DUC;550003354;N1220;;3;0.5;1;;;
SMURSAMU_P;2020;550000434;CENTRE HOSPITALIER DE BAR-LE-DUC;550003354;N2120;;1;0.3;1;;;
SMURSAMU_P;2020;550000434;CENTRE HOSPITALIER DE BAR-LE-DUC;550003354;N2223;;19;5.48;1;;;
SMURSAMU_P;2020;550000434;CENTRE HOSPITALIER DE BAR-LE-DUC;550003354;N5140;6;;6.17;1;;;
SMURSAMU_P;2020;550000434;CENTRE HOSPITALIER DE BAR-LE-DUC;550003354;N9999;7;26;12.45;;;;
SMURSAMU_P;2020;560000127;CHBA SITE DE VANNES;560023210;M9999;5;0;3.7;1;8;3;9.33
SMURSAMU_P;2020;560000127;CHBA SITE DE VANNES;560023210;MREG;5;0;3.7;1;8;3;9.33
SMURSAMU_P;2020;560000127;CHBA SITE DE VANNES;560023210;N1220;;;;0;25;4;24.64
SMURSAMU_P;2020;560000127;CHBA SITE DE VANNES;560023210;N2120;0;2;0.1;1;1;0;0.97
SMURSAMU_P;2020;560000127;CHBA SITE DE VANNES;560023210;N2223;0;6;0.07;1;;;0.17
SMURSAMU_P;2020;560000127;CHBA SITE DE VANNES;560023210;N5140;3;17;14.98;;;;
SMURSAMU_P;2020;560000127;CHBA SITE DE VANNES;560023210;N9999;3;25;15.26;1;27;4;26.78
SMURSAMU_P;2020;560000135;GHBS- HÔPITAL DU SCORFF;560005746;M9999;0;27;9.94;;;;
SMURSAMU_P;2020;560000135;GHBS- HÔPITAL DU SCORFF;560005746;N2120;;;0.2;1;;;
SMURSAMU_P;2020;560000135;GHBS- HÔPITAL DU SCORFF;560005746;N2223;6;;5.82;1;;;
SMURSAMU_P;2020;560000135;GHBS- HÔPITAL DU SCORFF;560005746;N2500;6;;5.82;;;;
SMURSAMU_P;2020;560000135;GHBS- HÔPITAL DU SCORFF;560005746;N9999;12;0;11.84;;;;
SMURSAMU_P;2020;560000143;CHCB- SITE KÉRIO;560014748;M9999;;;1.4;1;;;
SMURSAMU_P;2020;560000143;CHCB- SITE KÉRIO;560014748;N1220;;1;0.24;;;;
SMURSAMU_P;2020;560000143;CHCB- SITE KÉRIO;560014748;N2120;;1;0.15;;;;
SMURSAMU_P;2020;560000143;CHCB- SITE KÉRIO;560014748;N2500;;7;1.19;;;;
SMURSAMU_P;2020;560000143;CHCB- SITE KÉRIO;560014748;N5140;;1;0.27;;;;
SMURSAMU_P;2020;560000143;CHCB- SITE KÉRIO;560014748;N9999;;10;1.86;;;;
SMURSAMU_P;2020;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;M9999;2;14;9;1;;;
SMURSAMU_P;2020;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;N1220;2;;2;1;;;
SMURSAMU_P;2020;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;N2120;1;;0.6;1;;;
SMURSAMU_P;2020;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;N2223;17;5;18.89;1;;;
SMURSAMU_P;2020;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;N2500;12;1;13.53;;;;
SMURSAMU_P;2020;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;N9999;32;6;35.02;1;;;
SMURSAMU_P;2020;560000200;CHBA SITE D'AURAY;560023210;M9999;3;3;5.22;1;;;
SMURSAMU_P;2020;560000200;CHBA SITE D'AURAY;560023210;N2120;0;2;0.1;;;;
SMURSAMU_P;2020;560000200;CHBA SITE D'AURAY;560023210;N2223;0;68;15.29;;;;
SMURSAMU_P;2020;560000200;CHBA SITE D'AURAY;560023210;N5140;0;17;5.3;;;;
SMURSAMU_P;2020;560000200;CHBA SITE D'AURAY;560023210;N9999;0;87;20.69;;;;
SMURSAMU_P;2020;570000059;CH MARIE-MADELEINE DE FORBACH;570025254;M1140;5;3;0.1;1;;;
SMURSAMU_P;2020;570000059;CH MARIE-MADELEINE DE FORBACH;570025254;M9999;12;9;7.3;1;;;
SMURSAMU_P;2020;570000059;CH MARIE-MADELEINE DE FORBACH;570025254;N2223;11;2;12.8;1;;;
SMURSAMU_P;2020;570000059;CH MARIE-MADELEINE DE FORBACH;570025254;N5140;10;0;10;1;;;
SMURSAMU_P;2020;570000059;CH MARIE-MADELEINE DE FORBACH;570025254;N9999;21;2;22.8;1;;;
SMURSAMU_P;2020;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;M9999;7;13;4.27;1;;;
SMURSAMU_P;2020;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;MREG;1;0;1;;;;
SMURSAMU_P;2020;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;N1220;3;;0.2;1;;;
SMURSAMU_P;2020;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;N2120;1;0;0.2;1;;;
SMURSAMU_P;2020;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;N2223;27;;6.81;1;;;
SMURSAMU_P;2020;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;N2500;6;0;2.57;;;;
SMURSAMU_P;2020;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;N5140;0;0;0;1;;;
SMURSAMU_P;2020;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;N9999;37;0;9.87;;;;
SMURSAMU_P;2020;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;M9999;0;19;10.6;1;;;
SMURSAMU_P;2020;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;N1220;0;1;0.5;1;;;
SMURSAMU_P;2020;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;N2120;1;0;1;0;;;
SMURSAMU_P;2020;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;N2223;12;0;12;0;;;
SMURSAMU_P;2020;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;N5140;26;1;26.22;0;;;
SMURSAMU_P;2020;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;N9999;39;2;39.72;0;;;
SMURSAMU_P;2020;570000661;HOPITAL SAINT JOSEPH DE BITCHE;570000158;M9999;20;;2;1;;;
SMURSAMU_P;2020;570000661;HOPITAL SAINT JOSEPH DE BITCHE;570000158;N1220;;;1;1;;;
SMURSAMU_P;2020;570000661;HOPITAL SAINT JOSEPH DE BITCHE;570000158;N2223;6;;6.48;1;;;
SMURSAMU_P;2020;570000661;HOPITAL SAINT JOSEPH DE BITCHE;570000158;N2500;7;1;5.8;;;;
SMURSAMU_P;2020;570000661;HOPITAL SAINT JOSEPH DE BITCHE;570000158;N9999;13;1;13.28;;;;
SMURSAMU_P;2020;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;M9999;20;;4;1;;;
SMURSAMU_P;2020;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;N2120;;1;0.3;1;;;
SMURSAMU_P;2020;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;N2223;6;;4.98;1;;;
SMURSAMU_P;2020;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;N2500;7;1;7.74;;;;
SMURSAMU_P;2020;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;N9999;13;2;13.08;1;;;
SMURSAMU_P;2020;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;M9999;0;25;10.6;1;0;43;16.4
SMURSAMU_P;2020;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;MREG;0;0;0;0;0;43;16.4
SMURSAMU_P;2020;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;N1220;0;1;0.5;1;37;3;38.5
SMURSAMU_P;2020;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;N2120;0;0;0;1;1;0;1
SMURSAMU_P;2020;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;N2223;0;30;12;1;0;0;0
SMURSAMU_P;2020;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;N5140;14;0;14;0;0;0;0
SMURSAMU_P;2020;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;N9999;17;31;26.5;1;39;3;39.5
SMURSAMU_P;2020;580972669;CH CLAMECY;580780070;M9999;2;1;2.8;1;;;
SMURSAMU_P;2020;580972669;CH CLAMECY;580780070;N1220;1;;0.25;1;;;
SMURSAMU_P;2020;580972669;CH CLAMECY;580780070;N2120;;1;0.05;1;;;
SMURSAMU_P;2020;580972669;CH CLAMECY;580780070;N2223;1;1;1.85;1;;;
SMURSAMU_P;2020;580972669;CH CLAMECY;580780070;N9999;2;2;2.15;;;;
SMURSAMU_P;2020;580972677;CH COSNE COURS SUR LOIRE;580780088;M9999;9;1;10;1;0;0;0
SMURSAMU_P;2020;580972677;CH COSNE COURS SUR LOIRE;580780088;N1220;2;1;2.7;1;0;0;0
SMURSAMU_P;2020;580972677;CH COSNE COURS SUR LOIRE;580780088;N2120;1;0;1;1;0;0;0
SMURSAMU_P;2020;580972677;CH COSNE COURS SUR LOIRE;580780088;N2223;14;1;16.25;1;0;0;0
SMURSAMU_P;2020;580972677;CH COSNE COURS SUR LOIRE;580780088;N5140;6;0;6;1;0;0;0
SMURSAMU_P;2020;580972677;CH COSNE COURS SUR LOIRE;580780088;N9999;23;2;23.95;1;0;0;0
SMURSAMU_P;2020;580972685;CH DECIZE;580780096;M1140;;;;1;;;
SMURSAMU_P;2020;580972685;CH DECIZE;580780096;M9999;;7;5.93;1;;;
SMURSAMU_P;2020;580972685;CH DECIZE;580780096;MREG;;;;1;;;
SMURSAMU_P;2020;580972685;CH DECIZE;580780096;N1220;;;;1;;;
SMURSAMU_P;2020;580972685;CH DECIZE;580780096;N2120;;1;0.15;1;;;
SMURSAMU_P;2020;580972685;CH DECIZE;580780096;N2223;;18;6.15;1;;;
SMURSAMU_P;2020;580972685;CH DECIZE;580780096;N2500;;2;0.25;;;;
SMURSAMU_P;2020;580972685;CH DECIZE;580780096;N5140;;7;3.1;1;;;
SMURSAMU_P;2020;580972685;CH DECIZE;580780096;N9999;;28;9.65;1;;;
SMURSAMU_P;2020;580972693;HOPITAL PIERRE BEREGOVOY;580780039;M9999;;11;11;1;;;
SMURSAMU_P;2020;580972693;HOPITAL PIERRE BEREGOVOY;580780039;N1220;2;;1.67;;;;
SMURSAMU_P;2020;580972693;HOPITAL PIERRE BEREGOVOY;580780039;N2223;9;;8.72;;;;
SMURSAMU_P;2020;580972693;HOPITAL PIERRE BEREGOVOY;580780039;N5140;6;;7.67;;;;
SMURSAMU_P;2020;580972693;HOPITAL PIERRE BEREGOVOY;580780039;N9999;17;;18.63;;;;
SMURSAMU_P;2020;590000337;CH DUNKERQUE;590781415;M9999;29;;10;1;;;
SMURSAMU_P;2020;590000337;CH DUNKERQUE;590781415;N1220;;1;0.25;1;;;
SMURSAMU_P;2020;590000337;CH DUNKERQUE;590781415;N2120;;1;0.5;1;;;
SMURSAMU_P;2020;590000337;CH DUNKERQUE;590781415;N2223;;52;13.35;1;;;
SMURSAMU_P;2020;590000337;CH DUNKERQUE;590781415;N5140;13;2;12.98;1;;;
SMURSAMU_P;2020;590000337;CH DUNKERQUE;590781415;N9999;13;56;27.08;;;;
SMURSAMU_P;2020;590000428;CH CAMBRAI;590781605;M9999;3;1;3.6;1;;;
SMURSAMU_P;2020;590000428;CH CAMBRAI;590781605;N2120;;1;0.2;1;;;
SMURSAMU_P;2020;590000428;CH CAMBRAI;590781605;N2223;2;5;4.93;1;;;
SMURSAMU_P;2020;590000428;CH CAMBRAI;590781605;N2500;3;;3.93;;;;
SMURSAMU_P;2020;590000428;CH CAMBRAI;590781605;N9999;5;6;9.06;;;;
SMURSAMU_P;2020;590000469;CH FOURMIES;590781662;M9999;3;0;4.6;;0;0;0
SMURSAMU_P;2020;590000535;CH SAMBRE AVESNOIS MAUBEUGE;590781803;M9999;0;17;9.18;1;0;0;0
SMURSAMU_P;2020;590000535;CH SAMBRE AVESNOIS MAUBEUGE;590781803;N1220;1;0;0.83;;;;
SMURSAMU_P;2020;590000535;CH SAMBRE AVESNOIS MAUBEUGE;590781803;N2120;0;0;0.5;;;;
SMURSAMU_P;2020;590000535;CH SAMBRE AVESNOIS MAUBEUGE;590781803;N2223;10;1;11.63;;;;
SMURSAMU_P;2020;590000535;CH SAMBRE AVESNOIS MAUBEUGE;590781803;N2500;1;0;1;;;;
SMURSAMU_P;2020;590000535;CH SAMBRE AVESNOIS MAUBEUGE;590781803;N5140;12;0;11.83;;;;
SMURSAMU_P;2020;590000535;CH SAMBRE AVESNOIS MAUBEUGE;590781803;N9999;24;1;25.8;;;;
SMURSAMU_P;2020;590000618;CH VALENCIENNES;590782215;M9999;31;0;9.42;;;;
SMURSAMU_P;2020;590000618;CH VALENCIENNES;590782215;N2223;10;1;11.06;1;;;
SMURSAMU_P;2020;590000618;CH VALENCIENNES;590782215;N2500;11;1;11.72;;;;
SMURSAMU_P;2020;590000618;CH VALENCIENNES;590782215;N9999;21;2;22.77;1;;;
SMURSAMU_P;2020;590000758;CH ARMENTIERES;590782637;N1220;1;1;1.2;;;;
SMURSAMU_P;2020;590000758;CH ARMENTIERES;590782637;N2120;;;0.1;;;;
SMURSAMU_P;2020;590000758;CH ARMENTIERES;590782637;N2223;4;5;6.02;;;;
SMURSAMU_P;2020;590000758;CH ARMENTIERES;590782637;N2500;1;1;1.5;;;;
SMURSAMU_P;2020;590000758;CH ARMENTIERES;590782637;N5140;4;;4;;;;
SMURSAMU_P;2020;590000758;CH ARMENTIERES;590782637;N9999;10;8;13.52;;;;
SMURSAMU_P;2020;590001004;CH DOUAI DECHY;590783239;M9999;4;1;4.43;1;;;
SMURSAMU_P;2020;590001004;CH DOUAI DECHY;590783239;N1220;;;;1;;;
SMURSAMU_P;2020;590001004;CH DOUAI DECHY;590783239;N2120;1;;1;1;;;
SMURSAMU_P;2020;590001004;CH DOUAI DECHY;590783239;N2223;7;2;8.1;1;;;
SMURSAMU_P;2020;590001004;CH DOUAI DECHY;590783239;N2500;4;2;5.8;;;;
SMURSAMU_P;2020;590001004;CH DOUAI DECHY;590783239;N5140;11;1;1.91;0;;;
SMURSAMU_P;2020;590001004;CH DOUAI DECHY;590783239;N9999;23;5;17;1;;;
SMURSAMU_P;2020;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;M1140;4;;3.3;;;;
SMURSAMU_P;2020;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;M9999;17;1;17.13;1;23;;14.93
