BOR;AN;FI;RS;FI_EJ;UNI;LIT;JLI;SEJ;PAS;PAS0;JOU;pctEXT;IGC2med;SEJ80;EFFPL_MED;EFFPA_MED;ETP_MED;EFFPL_INFSP;EFFPA_INFSP;ETP_INFSP;EFFPL_INFNS;EFFPA_INFNS;ETP_INFNS;EFFPL_AID;EFFPA_AID;ETP_AID;EFFPL_KINE;EFFPA_KINE;ETP_KINE;EFFPL_APNM;EFFPA_APNM;ETP_APNM
REA;2020;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;SURVENF;2;730;435;;;2012;;;;3;;0.45;2;1;2.91;3;1;3.41;2;;2.45;;;;1;;0.61
REA;2020;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;USIC;16;5840;1512;;;4845;;;;1;1;0.41;;;;14;13;18.23;15;2;13.14;;;;8;;5.67
REA;2020;540013224;POLYCLINIQUE MAJORELLE;540000536;SURVADU;6;2190;120;;;144;;;;6;;7;;;;4;1;4.7;2;1;2.35;;;;;;
REA;2020;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;550006795;REAADU;8;2928;308;329;24;2210;8;42;79;12;3;6.11;1;;0.12;21;1;14.49;13;1;7.04;;;;3;;2.65
REA;2020;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;550006795;SITOT;6;2196;491;;;1265;;;;;;;;;;;;;;;;;;;;;
REA;2020;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;550006795;SURVADU;6;2184;326;;;1577;;;;;7;5.4;;;0.12;4;;3.19;5;;2.11;;;;1;;0.64
REA;2020;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;550006795;USIC;6;2196;491;;;1265;;;;;6;3.41;;;;7;2;8.03;7;1;7.47;;;;2;;1.02
REA;2020;550000434;CENTRE HOSPITALIER DE BAR-LE-DUC;550003354;SITOT;4;1464;367;;;1165;;;;;;;;;;;;;;;;;;;;;
REA;2020;550000434;CENTRE HOSPITALIER DE BAR-LE-DUC;550003354;SIUNV;4;1464;367;;;1165;;;;;4;1.71;;1;0.21;;10;4.29;1;6;2.33;;0;0.03;;7;2.17
REA;2020;550000434;CENTRE HOSPITALIER DE BAR-LE-DUC;550003354;SURVADU;6;2196;376;;;1606;;;;;7;1.48;;1;0.32;3;10;8.43;;5;4.25;;0;0.03;;5;2.24
REA;2020;560000127;CHBA SITE DE VANNES;560023210;REAADU;12;4392;979;1192;75;5703;6;39;89;9;;2.69;;1;0.48;40;8;33.28;22;;15.85;;1;0.02;4;1;4.05
REA;2020;560000127;CHBA SITE DE VANNES;560023210;SITOT;14;5124;1650;;;4143;;;;;;;;;;;;;;;;;;;;;
REA;2020;560000127;CHBA SITE DE VANNES;560023210;SIUNV;6;2196;689;;;1772;;;;3;;0.48;;1;0.2;;23;6.6;;24;5.29;;;;;2;0.36
REA;2020;560000127;CHBA SITE DE VANNES;560023210;SURVADU;8;2562;1092;;;8066;;;;9;;1.39;;1;0.32;26;7;7.37;19;;5.93;;;;4;2;3.17
REA;2020;560000127;CHBA SITE DE VANNES;560023210;SURVENF;4;1464;161;;;639;;;;12;;0.3;;;;;;;;;;;;;;;
REA;2020;560000127;CHBA SITE DE VANNES;560023210;USIC;8;2928;961;;;2371;;;;3;;0.9;;1;0.25;;28;10.96;;26;6.82;;;;;;
REA;2020;560000135;GHBS- HÔPITAL DU SCORFF;560005746;REAADU;10;3660;546;567;44;3631;16;39;50;;9;5.44;1;;0.69;26;4;24.18;17;3;15.09;;;;;;
REA;2020;560000135;GHBS- HÔPITAL DU SCORFF;560005746;SITOT;14;5124;1414;;;4561;;;;;;;;;;;;;;;;;;;;;
REA;2020;560000135;GHBS- HÔPITAL DU SCORFF;560005746;SIUNV;6;2196;609;;;2064;;;;;7;1.39;;;0.21;;;6.02;;;4.86;;;;;;
REA;2020;560000135;GHBS- HÔPITAL DU SCORFF;560005746;SURVADU;6;2196;626;;;2030;;;;;9;2.25;;;0.31;11;2;10.86;8;1;6.78;;;;;;
REA;2020;560000135;GHBS- HÔPITAL DU SCORFF;560005746;SURVENF;4;1464;97;;;377;;;;;9;0.72;;;;;;5.82;;;;;;;;;
REA;2020;560000135;GHBS- HÔPITAL DU SCORFF;560005746;USIC;8;2928;805;;;2497;;;;;6;1.32;1;;0.67;10;5;15.82;5;3;11.11;;;;;;
REA;2020;560000143;CHCB- SITE KÉRIO;560014748;REAADU;15;4200;24;24;1;196;8;31;3;;;;;;;;;;;;;;;;;;
REA;2020;560000143;CHCB- SITE KÉRIO;560014748;SITOT;4;1460;420;;;1464;;;;;;;;;;;;;;;;;;;;;
REA;2020;560000143;CHCB- SITE KÉRIO;560014748;SIUNV;4;1460;420;;;1464;;;;;;;;;;9;5;15.2;18;;18.29;;;;3;3;2.33
REA;2020;560000143;CHCB- SITE KÉRIO;560014748;SURVADU;6;2190;396;;;1242;;;;3;1;3.6;;1;0.45;5;7;10.74;3;;3.28;;;;;1;0.93
REA;2020;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;REAADU;6;1095;194;195;8;970;7;32;47;2;3;1.15;1;;0.31;4;3;6.9;3;2;5.58;;;;;1;0.34
REA;2020;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;SURVADU;6;2190;76;;;389;;;;1;1;0.33;;;0.09;1;1;1.95;1;1;1.57;;;;;;0.09
REA;2020;560002933;CLINIQUE MUTUALISTE PORTE DE L'ORIENT;560026965;SURVADU;8;2920;808;;;1549;;;;;12;0.8;;;;3;6;7.76;1;10;7.43;;;;;;
REA;2020;560008799;HÔPITAL PRIVÉ OCÉANE;560013989;REAADU;6;1620;12;12;0;175;33;36;3;;;;;1;0.5;;4;2.5;;4;2.5;;;;;;
REA;2020;560008799;HÔPITAL PRIVÉ OCÉANE;560013989;SURVADU;10;3650;586;;;3834;;;;2;;2;;;;9;1;9.9;9;1;9.8;;;;;;
REA;2020;560029068;GCS CLINIQUE DU TER;560029050;SURVADU;8;2920;321;;;1347;;;;4;;4;;;;;;;;;;;;;;;
REA;2020;570000059;CH MARIE-MADELEINE DE FORBACH;570025254;REAADU;6;834;96;99;6;713;6;41;29;6;1;1.6;1;0;0.25;5;0;1.69;0;6;1.73;0;0;0;0;11;2.26
REA;2020;570000059;CH MARIE-MADELEINE DE FORBACH;570025254;SITOT;12;4392;1025;;;3752;;;;;;;;;;;;;;;;;;;;;
REA;2020;570000059;CH MARIE-MADELEINE DE FORBACH;570025254;SIUNV;6;2196;521;;;1996;;;;5;1;2;1;0;0.45;9;6;12.07;2;2;1.53;0;1;0.11;1;2;0.39
REA;2020;570000059;CH MARIE-MADELEINE DE FORBACH;570025254;SURVADU;5;1861;239;;;1357;;;;6;1;3.5;1;0;1;11;6;13.82;3;1;3.59;0;1;0.2;8;1;8.16
REA;2020;570000059;CH MARIE-MADELEINE DE FORBACH;570025254;USIC;6;2196;504;;;1756;;;;7;1;3.5;1;0;0.45;10;3;10.42;7;2;7.14;0;0;0;5;3;3.57
REA;2020;570000083;CLINIQUE SAINT NABOR DE SAINT AVOLD;570000729;SURVADU;6;2196;407;;;631;;;;;10;5;5;2;6.5;;;;1;;1;;4;2;;;
REA;2020;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;REAADU;6;720;69;69;7;362;10;35;12;0;5;1.66;1;;0.16;11;2;4.39;6;0;2.08;1;1;0.02;2;3;1.43
REA;2020;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;SURVADU;8;2920;364;;;2160;;;;2;11;3.33;1;;0.34;11;2;8.78;6;0;4.15;1;1;0.04;2;3;2.86
REA;2020;570000216;HOPITAL DE SAINT AVOLD - SOS SANTE;570010181;REAADU;8;2928;546;557;22;3981;8;35;133;4;4;11.76;1;;0.7;18;10;32.49;12;1;18.94;;1;0.25;1;2;1.16
REA;2020;570000216;HOPITAL DE SAINT AVOLD - SOS SANTE;570010181;SURVADU;9;3294;723;;;2419;;;;1;;1.81;;;0.3;6;1;3.42;8;;3.42;;1;0.25;;2;0.64
REA;2020;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;REAADU;8;5428;508;557;27;4499;5;41;63;8;;7.63;;1;0.75;24;6;36;13;3;15.91;;;;1;;0.86
REA;2020;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;SITOT;8;2928;761;;;2335;;;;;;;;;;;;;;;;;;;;;
REA;2020;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;SURVADU;4;1440;316;;;1265;;;;1;;0.2;;;;11;2;10.57;8;2;1.83;;;;1;;0.16
REA;2020;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;USIC;8;2928;761;;;2335;;;;1;;0.1;;1;0.27;13;2;14.41;6;3;5.91;;;;1;;0.45
REA;2020;570000356;CLINIQUE AMBROISE PARE DE THIONVILLE;570000919;SURVADU;10;3660;326;;;1213;;;;;;;;1;0.5;7;1;7.6;7;1;7.6;;;;;;
REA;2020;570000646;HOPITAL-CLINIQUE CLAUDE BERNARD;570001115;REAADU;8;2928;609;640;11;2800;8;28;91;6;;6;;;;24;5;30.1;17;;17.57;;;;;;
REA;2020;570000646;HOPITAL-CLINIQUE CLAUDE BERNARD;570001115;REAENF;;;0;0;0;0;0;;;;;;1;;0.87;25;4;27.68;16;1;15.75;;;;1;;1
REA;2020;570000646;HOPITAL-CLINIQUE CLAUDE BERNARD;570001115;SITOT;8;2928;887;;;2504;;;;;;;;;;;;;;;;;;;;;
REA;2020;570000646;HOPITAL-CLINIQUE CLAUDE BERNARD;570001115;SURVADU;12;4392;360;;;1165;;;;7;;7;;;;9;3;10.26;5;1;5.79;;;;;;
REA;2020;570000646;HOPITAL-CLINIQUE CLAUDE BERNARD;570001115;USIC;8;2928;887;;;2504;;;;4;;4;;;;;;;;;;;;;;;
REA;2020;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;REAADU;8;2928;384;403;17;3278;7;42;53;3;;3;;1;0.27;13;11;18.61;8;3;9.43;;;;;9;4.11
REA;2020;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;SURVADU;6;2196;487;;;1037;;;;;;;;1;0.1;3;3;5.92;3;2;4.19;;;;;2;1.2
REA;2020;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;REAADU;16;5856;510;540;26;4934;18;47;70;24;3;23.12;26;8;30.31;49;5;51.52;23;7;27.92;;;;6;;6
REA;2020;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;SURVADU;12;4392;782;;;2557;;;;3;;3;;;;;;;;;;;;;;;
REA;2020;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;AUTSI;8;2928;97;;;2493;;;;3;0;0.47;;;;;;;;;;;;;1;;0.5
REA;2020;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;REAADU;32;13840;1701;1933;99;12320;7;37;228;19;2;15.41;0;1;2.01;82;8;73.93;41;4;36.99;;;;2;3;3.67
REA;2020;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;SITOT;28;10248;2812;;;8397;;;;;;;;;;;;;;;;;;;;;
REA;2020;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;SIUNV;8;2928;896;;;2414;;;;5;0;2.1;;0;0.16;14;3;5.29;14;4;5.13;;;;1;;1
REA;2020;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;SURVADU;8;2270;491;;;1921;;;;3;0;0.8;0;0;0.21;36;2;14.12;17;3;5.89;;;;1;;0.33
REA;2020;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;SURVENF;4;1464;209;;;750;;;;1;0;0.5;5;1;4.93;;;;4;;4;;;;;;
REA;2020;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;USIC;12;4392;1819;;;3490;;;;2;0;1.3;2;;1.5;14;5;16.1;5;6;8.51;;;;;1;0.77
REA;2020;580780138;POLYCLINIQUE DU VAL DE LOIRE;580000024;SURVADU;5;1825;147;;;992;;;;;1;0.5;;;;1;;1;1;;1;1;;1;;;1
REA;2020;580972669;CH CLAMECY;580780070;SURVADU;4;1464;242;;;1062;;;;2;1;2.84;;1;0.25;5;1;5.3;4;1;4.93;;;;2;;0.5
REA;2020;580972677;CH COSNE COURS SUR LOIRE;580780088;SURVADU;5;1825;223;;;1751;;;;;;;;;;;;;;;;;;;;;
REA;2020;580972685;CH DECIZE;580780096;SURVADU;4;1464;177;;;798;;;;;1;1;;1;0.4;1;17;4.62;;16;25.25;;;;;;
REA;2020;580972693;HOPITAL PIERRE BEREGOVOY;580780039;REAADU;12;4372;505;526;19;3491;10;37;108;3;3;7.52;1;;1.01;21;5;25.18;15;3;15.93;;;;;1;0.7
REA;2020;580972693;HOPITAL PIERRE BEREGOVOY;580780039;SITOT;18;6588;1185;;;4880;;;;;;;;;;;;;;;;;;;;;
REA;2020;580972693;HOPITAL PIERRE BEREGOVOY;580780039;SIUNV;2;732;110;;;427;;;;;4;1.1;;;;;;;;;;;;;;;
REA;2020;580972693;HOPITAL PIERRE BEREGOVOY;580780039;USIC;16;5856;1075;;;4453;;;;;4;2.62;1;0;1.07;27;0;27.99;11;2;15.02;;;;;;1.7
REA;2020;590000121;CH SECLIN;590780227;AUTSI;8;2844;483;;;1971;;;;4;;2.12;1;;0.66;18;2;12.01;12;1;6.25;1;;0.06;;;
REA;2020;590000121;CH SECLIN;590780227;SITOT;8;2844;483;;;1971;;;;;;;;;;;;;;;;;;;;;
REA;2020;590000121;CH SECLIN;590780227;SURVADU;6;2149;312;;;1743;;;;4;;1.88;1;;0.49;18;2;9.08;12;1;4.72;1;;0.04;;;
REA;2020;590000188;CLCC OSCAR LAMBRET LILLE;590780334;SURVADU;10;3650;538;;;2475;;;;;;1;0;1;0.8;10;0;10;3;0;2.87;;;;;;
REA;2020;590000337;CH DUNKERQUE;590781415;AUTSI;11;2460;236;;;1838;;;;6;2;1.83;;2;1;6;14;12;6;10;9.59;;;;;3;1.78
REA;2020;590000337;CH DUNKERQUE;590781415;REAADU;13;4758;625;644;23;4142;6;40;67;9;1;6.63;2;;1;55;;31.55;32;;18.35;;;;3;4;4.2
REA;2020;590000337;CH DUNKERQUE;590781415;SITOT;27;8316;1748;;;6847;;;;;;;;;;;;;;;;;;;;;
REA;2020;590000337;CH DUNKERQUE;590781415;SIUNV;6;2196;535;;;1628;;;;5;2;1.09;;1;0.38;;9;7.43;;6;5.72;;;;;1;1.13
REA;2020;590000337;CH DUNKERQUE;590781415;SURVADU;8;2928;1053;;;4681;;;;9;1;1.4;2;;1;55;;13.86;32;;9.44;;;;3;4;2.05
REA;2020;590000337;CH DUNKERQUE;590781415;SURVENF;4;1464;279;;;763;;;;7;8;1.1;;16;6.25;;;;;12;3.6;;;;;10;1.34
REA;2020;590000337;CH DUNKERQUE;590781415;USIC;10;3660;977;;;3381;;;;4;8;2;;1;0.63;;16;12.38;;11;9.53;;;;;3;1.88
REA;2020;590000428;CH CAMBRAI;590781605;REAADU;8;2920;337;345;13;3486;21;61;45;3;;3;;1;0.17;23;2;19.54;11;3;12.48;;;;1;1;1.2
REA;2020;590000428;CH CAMBRAI;590781605;SITOT;6;2190;400;;;1721;;;;;;;;;;;;;;;;;;;;;
REA;2020;590000428;CH CAMBRAI;590781605;SURVADU;6;2190;167;;;1225;;;;2;;2;;1;0.17;6;;5.5;7;2;7.8;;;;;;
REA;2020;590000428;CH CAMBRAI;590781605;SURVENF;4;1460;185;;;362;;;;1;;1;1;3;2.32;1;;1;;;;;;;;;
REA;2020;590000428;CH CAMBRAI;590781605;USIC;6;2190;400;;;1721;;;;1;;1;;1;0.31;4;1;4.8;3;;3;;;;;1;0.2
REA;2020;590000436;CH LE CATEAU;590781621;SURVADU;6;2190;342;;;1431;;;;2;0;3.21;0;0;0;9;2;8.46;6;0;6.08;0;0;0;0;6;1.05
REA;2020;590000469;CH FOURMIES;590781662;SURVADU;8;2920;333;;;1946;;;;2;2;2.76;0;0;0;8;0;8.83;9;0;7.07;0;0;0;0;0;0
REA;2020;590000535;CH SAMBRE AVESNOIS MAUBEUGE;590781803;REAADU;11;4011;393;406;9;3676;16;58;60;5;2;6;1;0;1;22;1;24.3;17;0;16.24;0;0;0;5;1;6.45
REA;2020;590000535;CH SAMBRE AVESNOIS MAUBEUGE;590781803;SITOT;12;4268;1123;;;3894;;;;;;;;;;;;;;;;;;;;;
REA;2020;590000535;CH SAMBRE AVESNOIS MAUBEUGE;590781803;SIUNV;4;1464;552;;;1233;;;;6;0;5.5;0;0;0;5;3;7.4;5;1;6.37;0;0;0;0;1;0.5
REA;2020;590000535;CH SAMBRE AVESNOIS MAUBEUGE;590781803;SURVADU;8;2710;1013;;;5512;;;;2;1;2.4;0;0;0.33;12;2;13.8;11;2;9.59;0;0;0;0;1;1
REA;2020;590000535;CH SAMBRE AVESNOIS MAUBEUGE;590781803;SURVENF;4;1140;448;;;1050;;;;0;0;0;3;0;3.07;3;1;3.43;6;1;6.8;0;0;0;2;0;2
REA;2020;590000535;CH SAMBRE AVESNOIS MAUBEUGE;590781803;USIC;8;2804;571;;;2661;;;;2;2;2.14;0;0;0;6;1;7.76;5;0;5.73;0;0;0;0;0;0
REA;2020;590000592;CH DENAIN;590782165;SURVADU;6;522;51;;;304;;;;1;6;1;;3;1.1;;7;2.16;;7;2.25;;;;;3;0.75
REA;2020;590000618;CH VALENCIENNES;590782215;AUTSI;18;6846;1204;;;5740;;;;;;;1;0;1;11;5;13.9;6;2;8.02;0;0;0;0;1;0.32
REA;2020;590000618;CH VALENCIENNES;590782215;REAADU;26;8970;856;882;26;8014;16;45;54;16;14;19.66;1;0;1;48;4;45.66;30;4;28.36;0;0;0;6;0;6.88
REA;2020;590000618;CH VALENCIENNES;590782215;SITOT;38;13984;3272;;;12009;;;;;;;;;;;;;;;;;;;;;
REA;2020;590000618;CH VALENCIENNES;590782215;SIUNV;8;2928;944;;;2350;;;;;;;1;0;0.5;9;8;8.17;12;6;7.37;0;0;0;4;1;1.49
REA;2020;590000618;CH VALENCIENNES;590782215;SURVADU;15;5490;1033;;;5238;;;;5;5;8.49;1;0;0.08;19;1;16.95;18;1;16.74;0;0;0;2;1;1.73
REA;2020;590000618;CH VALENCIENNES;590782215;SURVENF;9;3021;523;;;1217;;;;;;;0;2;1.6;0;0;0;1;0;1;0;0;0;0;0;0
REA;2020;590000618;CH VALENCIENNES;590782215;USIC;12;4210;1124;;;3919;;;;2;2;1.25;1;0;0.95;12;8;18.88;12;5;15.31;0;0;0;7;2;1.16
REA;2020;590000691;CH WATTRELOS;590782439;SURVADU;6;2196;421;;;2069;;;;2;1;1.3;;;;;2;2;4;;3.69;;;;;;
REA;2020;590000758;CH ARMENTIERES;590782637;REAADU;8;3350;297;305;11;2591;20;41;54;2;1;2.92;;1;0.57;19;;17.36;11;3;11.65;;;;;4;1.64
REA;2020;590000758;CH ARMENTIERES;590782637;SURVADU;6;1845;263;;;1341;;;;1;1;1.47;;1;0.24;6;;5.08;5;1;5.8;;;;;1;0.7
REA;2020;590001004;CH DOUAI DECHY;590783239;REAADU;15;4816;581;636;35;4019;13;42;99;6;0;6.09;2;0;1.12;27;1;26.07;14;1;14.61;0;0;0;0;0;0.41
REA;2020;590001004;CH DOUAI DECHY;590783239;SITOT;8;2187;654;;;1931;;;;;;;;;;;;;;;;;;;;;
REA;2020;590001004;CH DOUAI DECHY;590783239;SURVADU;8;2807;581;;;1516;;;;1;0;1;1;0;1;10;1;10.86;11;0;11.39;0;0;0;0;0;0.1
REA;2020;590001004;CH DOUAI DECHY;590783239;SURVENF;4;1464;227;;;552;;;;1;;0.5;6;0;6;;;;;;;;;;;;
REA;2020;590001004;CH DOUAI DECHY;590783239;USIC;8;2187;654;;;1931;;;;1;0;1;0;0;0.5;6;5;9.65;5;1;6.96;0;0;0;0;0;0
REA;2020;590006607;HOP JEANNE DE FLANDRE CHR LILLE;590780193;AUTSI;4;1464;48;;;1257;;;;;;0.75;3;1;4.43;1;5;4.78;3;2;4.87;0;0;0;0;1;0.7
REA;2020;590006607;HOP JEANNE DE FLANDRE CHR LILLE;590780193;REAENF;16;5719;706;726;48;3537;47;;;10;1;6.86;23;5;26.06;18;2;18.49;16;5;20.44;0;0;0;7;3;8.73
REA;2020;590006607;HOP JEANNE DE FLANDRE CHR LILLE;590780193;SITOT;4;1464;48;;;1257;;;;;;;;;;;;;;;;;;;;;
REA;2020;590006607;HOP JEANNE DE FLANDRE CHR LILLE;590780193;SURVENF;36;12970;1594;;;8748;;;;4;;4.6;16;7;18.87;16;4;18.92;22;10;28.46;0;0;0;5;1;3.8
REA;2020;590006896;POLYCLINIQUE DE LA THIÉRACHE;590000519;SURVADU;6;2196;37;;;191;;;;;;;;;;;;;;;;;;;;;
REA;2020;590008041;POLYCLINIQUE VAUBAN;590008033;AUTSI;0;;1019;;;3517;;;;10;;10;;;;;;;;;;;;;;;
REA;2020;590008041;POLYCLINIQUE VAUBAN;590008033;SITOT;8;2928;1706;;;5519;;;;;;;;;;;;;;;;;;;;;
REA;2020;590008041;POLYCLINIQUE VAUBAN;590008033;SURVADU;12;4392;393;;;3447;;;;12;;12;;;;;;;;;;;;;;;
REA;2020;590008041;POLYCLINIQUE VAUBAN;590008033;USIC;8;2928;687;;;2002;;;;12;;12;;;;;;;;;;;;;;;
REA;2020;590052056;GCS GHICL CLINIQUE STE MARIE;590051801;SURVADU;6;2190;200;;;1195;;;;;;;;;;;;;;;;;;;;;
REA;2020;590780268;HOPITAL PRIVÉ LE BOIS;590053955;AUTSI;20;7300;909;;;4241;;;;;;;1;;1;25;3;27.1;13;;13;;;;;;
REA;2020;590780268;HOPITAL PRIVÉ LE BOIS;590053955;REAADU;20;7300;1086;1102;10;3853;11;31;99;;;;1;;1;23;;23;11;;11;;;;;;
REA;2020;590780268;HOPITAL PRIVÉ LE BOIS;590053955;SITOT;32;11680;2147;;;8181;;;;;;;;;;;;;;;;;;;;;
REA;2020;590780268;HOPITAL PRIVÉ LE BOIS;590053955;SURVADU;16;5840;1313;;;5280;;;;;;;1;;1;12;1;12.8;9;2;10.6;;;;;;
REA;2020;590780268;HOPITAL PRIVÉ LE BOIS;590053955;USIC;12;4380;1238;;;3940;;;;;;;1;;1;11;3;13.1;9;1;9.8;;;;;;
REA;2020;590780284;GPT HOPITAUX INSTITUT CATHOLIQUE LILLE;590051801;REAADU;12;4380;436;470;15;4733;32;40;73;7;1;10.41;2;;2.06;21;17;30.88;12;25;20.1;;;;;;
REA;2020;590780284;GPT HOPITAUX INSTITUT CATHOLIQUE LILLE;590051801;SITOT;14;5110;1351;;;4912;;;;;;;;;;;;;;;;;;;;;
REA;2020;590780284;GPT HOPITAUX INSTITUT CATHOLIQUE LILLE;590051801;SIUNV;6;2190;569;;;2298;;;;;;;;;;;;;;;;;;;;;
REA;2020;590780284;GPT HOPITAUX INSTITUT CATHOLIQUE LILLE;590051801;SURVADU;6;2190;300;;;1142;;;;1;;1;;;;;;;;;;;;;;;
REA;2020;590780284;GPT HOPITAUX INSTITUT CATHOLIQUE LILLE;590051801;USIC;8;2920;782;;;2614;;;;2;;1.18;;;;;;;;;;;;;;;
REA;2020;590780383;HOPITAL PRIVE LA LOUVIERE;590000204;AUTSI;6;2190;247;;;1539;;;;;;;1;;1;;11;10.5;;6;5.3;;;;;;
REA;2020;590780383;HOPITAL PRIVE LA LOUVIERE;590000204;REAADU;0;;40;40;0;386;60;29;15;;;;;;;;;;;;;;;;;;
REA;2020;590780383;HOPITAL PRIVE LA LOUVIERE;590000204;SITOT;16;5840;823;;;4392;;;;;;;;;;;;;;;;;;;;;
REA;2020;590780383;HOPITAL PRIVE LA LOUVIERE;590000204;SURVADU;12;4380;448;;;3003;;;;;;;1;;1;;15;14.8;9;;9;;;;;;
REA;2020;590780383;HOPITAL PRIVE LA LOUVIERE;590000204;USIC;10;3650;576;;;2853;;;;;;;1;;1;5;18;22.3;17;;17;;;;;;
REA;2020;590781951;CLINIQUE DU SPORT ET D'ORTHOPEDIE;590053955;SURVADU;6;;;;;;;;;;;;;;;;;;;;;;;;;;
REA;2020;590782298;POLYCLINIQUE DU PARC;590000675;SURVADU;10;3650;323;;;3027;;;;;8;0.6;;;;7;;7;7;;7;;;;;;
REA;2020;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;AUTSI;6;2190;254;;;1413;;;;;;;1;;1;4;1;4.8;6;1;6.5;;;;;;
REA;2020;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;REAADU;;;46;46;1;285;78;24;14;;;;;;;;;;;;;;;;;;
REA;2020;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;SITOT;14;5110;957;;;3656;;;;;;;;;;;;;;;;;;;;;
REA;2020;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;SURVADU;8;2920;302;;;1431;;;;;;;1;;1;4;3;5.7;1;1;1.2;;;;;;
REA;2020;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;USIC;8;2920;703;;;2243;;;;;;;1;;1;8;2;8.8;5;3;6.2;;;;;;
REA;2020;590784864;HOP CALMETTE CHR LILLE;590780193;AUTSI;6;2028;421;;;1232;;;;;;1.16;0;0;0.6;9;7;13.09;4;4;6.48;0;0;0;0;0;0
REA;2020;590784864;HOP CALMETTE CHR LILLE;590780193;SITOT;6;2028;421;;;1232;;;;;;;;;;;;;;;;;;;;;
REA;2020;590784864;HOP CALMETTE CHR LILLE;590780193;SURVADU;6;2106;265;;;989;;;;;;;0;0;0;8;1;5.01;0;0;3.68;0;0;0;0;0;0
REA;2020;590787586;HOP CARDIOLOGIQUE CHR LILLE;590780193;AUTSI;9;3365;328;;;807;;;;;;0.76;1;0;1;14;0;13.58;6;1;7.05;0;0;0;1;0;1.5
REA;2020;590787586;HOP CARDIOLOGIQUE CHR LILLE;590780193;REAADU;15;5937;1370;1455;64;6258;28;18;110;;;3.13;0;0;0;35;7;40.29;21;4;22.38;2;0;2.2;6;0;5.78
REA;2020;590787586;HOP CARDIOLOGIQUE CHR LILLE;590780193;SITOT;29;10481;3552;;;8273;;;;;;;;;;;;;;;;;;;;;
REA;2020;590787586;HOP CARDIOLOGIQUE CHR LILLE;590780193;SURVADU;0;;5;;;2;;;;;;0.87;0;0;0;6;1;7.49;6;0;5.44;0;0;0;0;0;0
REA;2020;590787586;HOP CARDIOLOGIQUE CHR LILLE;590780193;USIC;20;7116;3224;;;7466;;;;7;;2.18;2;0;2.18;34;20;48.41;37;10;42.2;1;0;1.23;6;2;6.09
REA;2020;590788964;SARL CLINIQUE DU PARC;590001756;SURVADU;6;2190;131;;;1032;;;;2;;2;;;;;;;;;;;;;;;
REA;2020;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;AUTSI;28;11194;7194;;;5238;;;;1;;6.09;5;0;3.1;50;23;64.66;50;4;49.01;1;0;0.5;5;4;7.31
REA;2020;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;REAADU;68;24940;2666;3020;342;25324;35;39;145;30;1;17.21;8;1;10.3;150;43;173.94;107;25;122.05;6;2;7.28;18;4;21.4
REA;2020;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;SITOT;44;16582;8490;;;9809;;;;;;;;;;;;;;;;;;;;;
REA;2020;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;SIUNV;16;5388;1296;;;4571;;;;1;;1.75;1;0;1;7;2;9.29;9;1;9.49;0;1;0.64;1;1;2.44
