BOR;AN;FI;RS;FI_EJ;AUTOR;LACTA;LIT_KANG;LIT_OBS;LIT_NEO_HSI;LIT_SIN;LIT_REA;SALTRAV;SEJ_OBS;SEJ0_Obs;SEJ_NEO_HSI;SEJ0_NEO_HSI;SEJ_SIN;SEJ0_SIN;SEJ_REA;SEJ0_REA;SEJ_BAM;SEJ0_BAM;JOU_OBS;JOU_NEO_HSI;JOU_SIN;JOU_REA;JOU_BAM;SEJACC;JOUACC;SEJCES;JOUCES;FSUIV;ACCUN;ACCMU;ENFTR;TRANSDES;ENFANTS;CONSGYN;CONSSAG;CONSENTR;SORPREC;MUTHAD;PRIS;IVG;IVGN_1;IVGME;IVG1214;CONV;IMG;AMP;PAT_AMP
PERINAT;2020;360000038;CH LA TOUR BLANCHE - ISSOUDUN;360000046;CPPR;;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;691;1756;62;0;0;1;38;42;38;1;;0;0;0
PERINAT;2020;360000137;CH CHATEAUROUX;360000053;TYPE2;EXT;1;38;6;0;0;5;1767;140;242;17;0;0;0;0;1106;1;6849;1746;0;0;4051;1286;5877;264;1577;0;1263;23;11;0;1326;8334;5462;367;18;0;1;364;350;261;29;;1;0;0
PERINAT;2020;360000160;CH DU BLANC;360000053;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1180;1252;39;0;0;1;29;17;29;0;;0;0;0
PERINAT;2020;370000499;CHRU CLOCHEVILLE - TOURS;370000481;;;;;;;;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;9;0;0;0;0;0;0;0;0;;0;;;;0;0;0;0;0;0;0;;0;0;0
PERINAT;2020;370000531;CH DU CHINONAIS;370000606;TYPE1;;;12;0;0;0;3;711;46;0;0;0;0;0;0;605;5;2605;0;0;0;2198;592;2464;95;525;0;592;0;5;5;595;10527;1809;82;28;0;1;71;83;35;4;0;0;0;0
PERINAT;2020;370000861;CHRU BRETONNEAU - TOURS;370000481;TYPE3;EXT;;66;18;9;16;7;4570;412;477;16;202;3;388;15;2974;97;20085;5860;3092;5253;10390;3442;17233;703;5474;2;3358;84;90;;3575;5703;14656;88;230;3;1;1183;1113;361;63;;88;1;442
PERINAT;2020;370000879;CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ;370000564;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1089;1978;72;0;0;1;44;47;31;0;;0;0;0
PERINAT;2020;370000903;CH PAUL MARTINAIS - LOCHES;370000614;CPPR;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;480;544;76;;;1;34;31;26;0;0;0;0;
PERINAT;2020;370007569;PÔLE SANTÉ LÉONARD DE VINCI;370007528;TYPE2;;1;51;6;;;6;2705;237;211;4;0;0;0;0;1954;9;10045;1578;0;0;6781;2143;8848;479;2579;1;2118;25;13;;2168;;;;181;0;1;11;0;0;1;;20;1;188
PERINAT;2020;380000026;CH FABRICE MARCHIOL LA MURE;380780031;CPPR;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;661;786;9;;;1;23;16;23;0;;0;0;
PERINAT;2020;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;TYPE1;;;31;0;;;1;1807;194;0;0;0;0;0;0;1353;76;6697;0;0;0;4377;1321;5762;251;1534;2;1301;20;51;;1360;;;;84;0;1;606;385;457;22;;0;0;0
PERINAT;2020;380000042;CH YVES TOURAINE;380780056;CPPR;;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;215;0;0;0;0;0;0;0;0;;0;0;0
PERINAT;2020;380000067;HOPITAL NORD - CHU38;380780080;TYPE3;;;57;14;12;12;6;3769;423;369;38;385;18;324;7;2091;5;15739;3251;4229;4286;7888;2462;12618;464;3229;21;2391;71;2;;2589;4551;13402;13;128;1;1;1257;1257;387;94;22;65;1;342
PERINAT;2020;380000091;CH DE SAINT MARCELLIN;380780171;CPPR;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;0;;407;1279;102;;;1;24;11;24;0;0;0;0;
PERINAT;2020;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;TYPE2;;0;28;6;0;0;4;2013;151;91;3;0;0;0;0;1437;3;7534;757;0;0;4801;1483;6411;257;1592;2;1471;12;3;;1506;8314;12781;184;72;0;1;298;278;149;30;1;3;0;0
PERINAT;2020;380000406;HOPITAL DE VOIRON;380780080;TYPE2;;;23;6;;;4;1620;179;100;8;0;0;0;0;1189;4;5825;1081;0;0;4238;1239;5258;218;1266;4;1229;10;9;;1258;3034;1757;;88;0;1;215;312;102;7;;16;0;0
PERINAT;2020;380012658;GROUPE HOSPIT. MUTUALISTE DE GRENOBLE;380012609;TYPE1;;0;28;0;0;0;6;2105;196;0;0;0;0;0;0;1676;27;7447;0;0;0;6010;1671;6825;256;1332;0;1664;7;12;;1680;;;;152;0;1;276;260;195;5;;8;0;0
PERINAT;2020;380020123;CLINIQUE DES COTES DU RHONE;380021139;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;1786;35;0;0;0;0;0;0;0;;0;0;0
PERINAT;2020;380780197;CLINIQUE ST VINCENT DE PAUL BOURGOIN;380798173;TYPE2;;1;33;6;;;4;1640;240;131;3;0;0;0;0;1230;18;5608;1860;0;0;4290;1243;5123;243;1301;1;1235;8;19;0;1261;;;;41;0;0;0;0;0;0;;0;0;0
PERINAT;2020;380780288;NOUVELLE CLINIQUE DE CHARTREUSE;380019224;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;8;11;0;1;;0;0;0
PERINAT;2020;380785956;CLINIQUE DES CEDRES;380795211;TYPE1;;;31;;;;8;1157;81;0;0;0;0;0;0;924;10;4248;0;0;0;3439;923;3870;209;1050;0;916;7;10;0;930;;;;21;0;1;38;31;0;1;0;5;0;0
PERINAT;2020;380786442;CLINIQUE BELLEDONNE;380798025;TYPE2;;;39;6;;;5;2320;217;145;10;0;0;0;0;1784;5;10211;1239;0;0;7521;1871;9278;374;2349;6;1842;29;9;;1904;;;;40;0;1;6;17;0;0;;18;1;492
PERINAT;2020;390000040;CH LONS;390780146;TYPE2;;1;16;6;6;0;5;1331;94;135;5;35;12;0;0;912;3;4978;1175;112;0;2919;1024;4327;156;889;1;1012;12;7;;1048;7389;5583;639;105;0;1;288;263;231;10;;5;0;0
PERINAT;2020;390000065;CH LOUIS JAILLON SAINT CLAUDE;390780161;CPPR;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;2633;2337;78;0;0;1;36;47;36;0;;0;0;0
PERINAT;2020;390000222;CH LOUIS PASTEUR DOLE;390780609;TYPE2;;0;16;6;;;4;1120;123;188;16;0;0;0;0;742;3;3875;1375;0;0;2506;870;3617;132;761;1;863;7;9;0;878;5783;2017;60;42;0;1;199;205;131;19;1;7;0;0
PERINAT;2020;400000105;CENTRE HOSPITALIER DAX;400780193;TYPE2;;;17;4;;;3;1275;173;134;9;0;0;0;0;846;0;4591;868;0;0;3051;913;4134;197;1196;1;904;9;6;0;926;9304;4765;96;56;0;1;301;316;117;9;;2;0;0
PERINAT;2020;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;TYPE2;;1;16;6;3;0;4;1703;268;592;17;80;7;0;0;717;1;6113;2716;1051;0;2370;1248;5568;215;1315;3;1235;13;6;;1273;9237;9671;369;88;0;1;316;327;203;23;;12;0;0
PERINAT;2020;410000020;CH BLOIS SIMONE VEIL;410000087;TYPE2;;0;25;12;3;;4;1723;104;141;6;62;7;0;0;1180;6;6867;1887;352;0;4302;1246;5664;198;1322;12;1215;31;10;;1280;;;;43;0;1;585;608;334;25;;7;0;0
PERINAT;2020;410000046;CH ROMORANTIN-LANTHENAY;410000103;TYPE1;;;13;0;;;2;550;56;0;0;0;0;0;0;340;0;1994;0;0;0;1243;426;1860;74;387;0;425;1;3;0;427;3093;3173;10;20;0;1;56;71;47;3;0;3;0;0
PERINAT;2020;410000202;POLYCLINIQUE BLOIS;410000319;TYPE1;;;20;;;;5;874;63;0;0;0;0;0;0;718;11;3056;0;0;0;2525;718;2802;133;604;0;718;0;11;;718;;;;16;0;0;0;0;0;0;;3;0;0
PERINAT;2020;410004998;CLINIQUE DU SAINT COEUR - VENDOME;410000871;TYPE1;;0;19;;;;3;637;36;0;0;0;0;0;0;552;7;2115;0;0;0;1824;547;2035;87;417;0;546;1;7;;552;;;;63;0;1;57;37;54;0;0;1;0;0
PERINAT;2020;420000010;CH DE ROANNE;420780033;TYPE2;;0;31;6;3;;5;2109;200;229;16;87;6;0;0;1556;11;7775;1038;1446;0;5776;1629;6973;288;1638;2;1602;27;4;;1668;7117;14143;;88;0;1;276;291;193;15;;16;1;0
PERINAT;2020;420000226;CH DU FOREZ SITE DE MONTBRISON;420013831;TYPE1;;0;15;0;0;0;4;1143;172;0;0;0;0;0;0;0;0;3529;0;0;0;0;804;3152;158;765;0;802;2;10;;814;3886;3510;;51;0;1;165;143;125;4;0;2;0;0
PERINAT;2020;420000234;CH DE FIRMINY;420780652;TYPE1;;0;25;;;;4;1469;155;0;0;0;0;0;0;1140;23;4534;0;0;0;3547;1132;4114;171;776;0;1125;7;23;0;1144;7123;3675;158;134;1;1;256;267;176;16;1;5;0;0
PERINAT;2020;420000267;CH DU FOREZ SITE DE FEURS;420013831;CPPR;;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;244;3943;20;;;1;24;32;24;0;;0;0;
PERINAT;2020;420011413;HOPITAL PRIVE DE LA LOIRE;420011405;TYPE2;;;44;16;;;5;2221;207;342;15;0;0;0;0;1415;1;7852;2755;0;0;4593;1682;6847;418;2105;8;1654;28;14;;1714;;;;161;1;1;47;71;2;6;;15;0;0
PERINAT;2020;420780637;CH DU GIER - MCO;420002495;TYPE1;;0;19;0;0;0;3;936;89;0;0;0;0;0;0;666;7;2911;0;0;0;2163;659;2504;119;596;0;654;5;7;;668;11507;7285;;77;0;1;43;95;19;3;;0;0;0
PERINAT;2020;420782310;CLINIQUE DU RENAISON;420000853;;;;0;0;0;0;0;9;7;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;9;17;2;1;;0;0;0
PERINAT;2020;420785354;HOPITAL NORD - CHU42;420784878;TYPE3;;1;60;22;9;10;11;4190;762;850;1;38;0;358;14;2069;0;14629;7408;716;6145;7002;2793;12700;615;4151;41;2706;87;2;1;2925;9174;7136;219;190;0;1;664;710;401;78;10;57;1;295
PERINAT;2020;430000117;CH EMILE ROUX LE PUY;430000018;TYPE2;;;21;6;;;3;1365;149;173;9;0;0;0;0;843;1;4985;1427;0;0;2973;980;4349;231;1298;0;963;17;8;;1002;6676;2270;44;41;0;1;219;219;163;14;2;8;0;0
PERINAT;2020;430000190;CH DE BRIOUDE;430000034;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;174;1646;9;;;0;;;;;;;0;
PERINAT;2020;440000016;CH DE SAINT NAZAIRE;440000057;TYPE2;EXT;1;41;8;4;0;7;3399;589;287;39;231;41;0;0;2200;2;11114;2189;1378;0;7021;2408;10029;440;2498;3;2362;46;14;;2471;11056;11938;67;317;0;1;719;749;390;55;0;18;0;0
PERINAT;2020;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;TYPE3;EXT;1;73;18;21;18;11;5434;487;451;24;652;40;442;26;3316;37;25986;4686;8484;5967;12768;3964;22223;838;7082;20;3816;148;38;;4177;9542;9938;;240;1;1;1766;1837;766;89;;113;1;861
PERINAT;2020;440000396;CH ERDRE ET LOIRE;440053643;TYPE1;;0;15;;;;2;708;50;0;0;0;0;0;0;576;7;2765;0;0;0;2284;559;2513;97;533;1;559;0;7;;559;5545;5568;159;22;0;1;140;187;113;3;;0;0;0
PERINAT;2020;440000412;CLINIQUE BRETECHE VIAUD;440000941;TYPE1;;;33;;;;5;1713;162;0;0;0;0;0;0;1465;11;6364;0;0;0;5419;1435;6050;251;1324;15;1425;10;11;7;1455;;;;61;0;1;155;140;102;5;5;11;1;157
PERINAT;2020;440000503;CH CNP SITE CHATEAUBRIANT;440000313;TYPE2;;1;15;4;;;4;856;82;121;8;0;0;0;0;485;0;3269;974;0;0;1894;543;2657;111;733;0;539;4;4;;558;7544;5294;;11;0;1;174;118;113;3;;2;0;0
PERINAT;2020;440029338;CLINIQUE JULES VERNE;440053411;TYPE2;;0;50;6;;;9;3781;316;343;30;0;0;0;0;2950;18;13935;1599;0;0;10260;3242;13370;506;2822;3;3213;29;19;;3289;;;;403;0;1;770;804;198;35;1;33;1;224
PERINAT;2020;440033819;SANTE ATLANTIQUE;440006344;TYPE2;;1;89;6;;;12;5277;437;480;51;0;0;0;0;3782;2;20011;2871;0;0;13974;4141;18140;812;4517;11;4093;48;49;;4204;;;;156;0;0;0;0;0;0;;39;1;550
PERINAT;2020;450000047;CH DEZARNAULDS - GIEN;450000096;TYPE1;;0;20;;;;2;1101;132;0;0;0;0;0;0;742;9;3277;0;0;0;2521;743;2820;165;788;0;737;6;5;;749;6085;3096;6;91;1;1;166;155;88;4;;0;0;0
PERINAT;2020;450000062;CH AGGLOMERATION MONTARGOISE;450000104;TYPE2;;0;25;7;3;;3;1777;105;160;11;74;6;0;0;1126;0;6399;1176;653;0;3617;1294;5490;330;1867;2;1281;13;12;;1307;2088;4401;1186;116;7;1;325;310;289;14;;5;0;0
PERINAT;2020;450000070;CH PITHIVIERS;450000112;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2065;6324;;;;1;66;74;66;0;;0;0;
PERINAT;2020;450002613;CHR ORLÉANS - HÔPITAL DE LA SOURCE;450000088;TYPE3;EXT;1;87;13;9;14;8;6543;717;586;20;409;8;207;5;4285;7;25229;5041;3257;3790;14811;4781;21929;717;5097;31;4694;87;11;0;4938;20867;20527;0;343;66;1;1090;1188;588;100;5;45;1;267
PERINAT;2020;450010079;ORELIANCE - LONGUES ALLEES;450000195;TYPE2;;0;30;6;;;4;779;79;183;7;0;0;0;0;424;1;2952;621;0;0;1689;596;2716;154;793;0;592;4;5;;605;;;;4;0;0;0;0;0;0;;0;1;168
PERINAT;2020;460000045;CH FIGEAC SITE MAQUISARDS;460780083;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1907;1164;62;0;0;1;32;43;30;0;;0;0;0
PERINAT;2020;460000052;CH ST JACQUES ST CERE;460780091;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;252;1744;59;;;0;;0;;;;;0;
PERINAT;2020;460000102;CH JEAN COULON GOURDON;460780208;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;518;827;19;;;1;13;15;13;0;0;0;0;
PERINAT;2020;460000110;CH JEAN ROUGIER CAHORS;460780216;TYPE2;;;18;4;;;3;964;98;134;23;0;0;0;0;612;0;3471;704;0;0;2220;697;3134;141;833;0;686;11;6;;717;8036;5132;16;32;0;1;251;247;162;9;;3;0;0
PERINAT;2020;470000027;CLINIQUE ESQUIROL-SAINT-HILAIRE;470014069;TYPE1;;0;26;;;;4;669;50;0;0;0;0;0;0;477;6;2548;0;0;0;1821;474;2164;77;492;0;468;6;6;;480;;;;12;0;1;53;82;35;0;;2;0;0
PERINAT;2020;470000423;CH AGEN NERAC - HOPITAL SAINT-ESPRIT;470016171;TYPE2;EXT;0;20;9;3;;4;1735;328;184;3;153;10;0;0;1045;0;5890;2021;1254;0;3579;1174;5159;257;1677;24;1147;27;2;;1210;10104;8142;;67;1;1;241;317;115;23;;6;0;0
PERINAT;2020;470000431;CH VILLENEUVE -POLE SANTE VILLENEUVOIS;470000324;TYPE1;;;25;;;;4;887;71;0;0;0;0;0;0;635;4;2964;0;0;0;2043;675;2648;146;766;1;672;3;4;0;679;;7274;387;78;0;1;262;278;242;6;1;1;0;0
PERINAT;2020;470000480;CENTRE HOSPITALIER DE MARMANDE - CHIC;470001660;TYPE1;;;18;;;;4;871;83;0;0;0;0;0;0;593;2;2934;0;0;0;2039;622;2639;138;805;0;618;4;5;;628;;7625;;58;0;1;76;121;27;2;;10;0;0
PERINAT;2020;480000017;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;TYPE2;;1;7;4;;;2;545;53;84;8;0;0;0;0;336;1;1990;494;0;0;1088;388;1653;104;572;0;385;3;2;;393;1591;3614;28;43;0;1;145;136;124;4;0;3;0;0
PERINAT;2020;490000049;CHR ANGERS SITE LARREY;490000031;TYPE3;;1;73;17;8;15;11;4692;252;604;56;210;19;313;9;3190;7;20315;5442;1451;5730;11937;3634;17591;760;5434;52;3554;80;0;0;3750;2969;7065;472;239;0;1;1213;1238;669;77;1;78;1;371
PERINAT;2020;490000635;CH DE CHOLET;490000676;TYPE2;;1;30;10;3;;5;2474;117;211;16;174;26;0;0;1906;2;9332;1846;1509;0;6351;2043;8403;274;1626;0;2011;32;12;0;2095;15999;8275;282;126;0;1;398;359;235;26;0;19;0;0
PERINAT;2020;490001765;CH DE SAUMUR;490528452;TYPE2;;0;18;6;;;4;1259;70;152;13;0;0;0;0;919;1;4051;1058;0;0;2661;1021;3693;148;712;0;1014;7;7;0;1041;7139;4817;41;192;0;1;249;227;169;15;;2;0;0
PERINAT;2020;490002037;POLYCLINIQUE DU PARC;490000890;TYPE1;;;25;;;;4;681;60;0;0;0;0;0;0;565;12;2266;0;0;0;1873;562;2105;106;530;0;556;6;12;;568;;;;61;0;0;0;0;0;0;;2;0;0
PERINAT;2020;490014909;CLINIQUE DE L'ANJOU;490008109;TYPE2;;1;38;6;;;6;2278;186;260;16;0;0;0;0;1682;3;8908;1834;0;0;6009;1868;8124;421;2267;0;1839;29;12;;1897;;;;58;0;0;0;0;0;0;;11;0;0
PERINAT;2020;500000021;CHAG - SITE AVRANCHES;500000054;TYPE2;INT;0;24;4;6;;4;1335;82;195;17;99;13;0;0;985;0;5707;1635;384;0;3959;1071;5219;200;1218;4;1055;16;3;;1095;3623;3776;78;9;0;1;207;246;163;10;;5;0;0
PERINAT;2020;500000187;CHPC - SITE CHERBOURG;500000013;TYPE3;EXT;1;27;6;3;6;5;2148;109;316;14;135;18;166;22;1363;0;8426;1986;765;1300;4432;1643;7095;262;1736;12;1616;27;0;;1673;9873;8436;193;107;0;1;269;318;175;23;12;12;0;0
PERINAT;2020;500000260;CHAG - SITE GRANVILLE;500000054;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1006;2036;80;0;0;1;0;4;0;0;;0;0;0
PERINAT;2020;500000401;CLINIQUE HENRI GUILLARD - COUTANCES;500000609;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;32;43;32;0;;0;0;0
PERINAT;2020;500000450;CH MEMORIAL - SAINT-LO;500000112;TYPE2;;;22;9;;;4;1981;148;265;48;0;0;0;0;1390;2;7878;1426;0;0;5584;1569;7320;259;1599;1;1548;21;13;;1597;11861;6882;;24;0;1;310;305;226;14;;17;0;0
PERINAT;2020;500000468;CHPC - SITE VALOGNES;500000013;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3571;35;;;0;;;;;;;0;
PERINAT;2020;500002357;POLYCLINIQUE DU COTENTIN;500002233;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;;0;0;;;28;1;0
PERINAT;2020;510000169;CENTRE HOSPITALIER DE CHALONS;510000037;TYPE2;;;12;6;;;3;1279;286;148;12;0;0;0;0;751;7;3756;630;0;0;2647;828;3414;161;890;0;821;7;8;;840;6306;3270;65;17;0;1;212;258;162;17;;5;0;0
PERINAT;2020;510000185;POLYCLINIQUE DE COURLANCY;510000532;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;5;17;5;0;;0;0;0
PERINAT;2020;510000235;CENTRE HOSPITALIER D'EPERNAY;510000060;TYPE1;;;21;;;;3;779;103;0;0;0;0;0;0;497;2;2657;0;0;0;1818;532;2352;132;727;0;524;8;3;;541;;;;11;0;1;238;255;180;5;;1;0;0
PERINAT;2020;510000250;CENTRE HOSPITALIER VITRY LE FRANCOIS;510000078;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1132;852;127;0;0;1;21;19;20;0;;0;0;0
PERINAT;2020;510004302;HOPITAL MAISON BLANCHE CHU REIMS;510000029;TYPE3;INT;1;40;6;14;18;5;2720;145;51;21;505;6;427;23;1636;0;11493;113;5948;4572;5580;2035;9534;510;3238;55;1993;42;1;;2101;21804;4996;;116;0;1;541;633;236;62;1;58;1;210
PERINAT;2020;510024979;POLYCLINIQUE REIMS - BEZANNES;510000532;TYPE2;INT;1;56;12;3;0;9;3705;287;561;7;84;3;0;0;2577;2;14807;2397;608;0;9329;3016;13360;636;3368;3;2974;42;5;;3079;0;0;0;21;0;1;276;255;200;14;0;52;1;579
PERINAT;2020;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;TYPE2;;;17;4;;;4;870;127;102;6;0;0;0;0;463;1;2851;895;0;0;1530;540;2311;111;664;0;538;2;5;;547;;;;58;0;1;222;201;195;16;0;0;0;0
PERINAT;2020;520000043;CENTRE HOSPITALIER DE LANGRES;520780057;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;424;2386;31;;;0;;;;;;;0;
PERINAT;2020;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;520780073;TYPE2;;0;24;6;6;;3;1538;103;175;6;62;2;0;0;901;0;4846;1053;653;0;2625;1085;4098;222;1071;3;1075;10;1;;1095;6860;6417;108;181;0;1;179;191;168;1;2;5;0;0
PERINAT;2020;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;TYPE1;;0;22;;;;4;970;100;0;0;0;0;0;0;756;16;3565;0;0;0;2961;748;3306;146;774;0;741;7;16;;758;;;114;14;0;1;55;82;38;0;;0;0;0
PERINAT;2020;530000173;CENTRE HOSPITALIER NORD MAYENNE;530000074;TYPE1;;0;15;;;;2;816;61;0;0;0;0;0;0;674;7;2741;0;0;0;2348;672;2577;142;660;0;672;0;6;;675;2718;5284;201;36;0;1;107;140;73;3;;2;0;0
PERINAT;2020;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;TYPE2;;1;20;9;3;;5;1548;208;283;14;33;5;0;0;1000;0;5776;2266;238;0;3793;1151;5293;211;1258;4;1133;18;8;;1179;;;;20;0;1;331;289;206;22;;1;0;0
PERINAT;2020;540000015;CHRU NANCY - MATERNITE;540023264;TYPE3;EXT;1;62;18;18;20;7;5550;1606;1193;45;426;23;453;32;1543;2;16154;5087;5022;6128;4477;2769;12298;538;3376;103;2686;83;17;;2867;29612;8831;417;230;48;1;890;906;583;125;5;71;1;208
PERINAT;2020;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;540000049;TYPE1;;0;14;0;0;0;2;571;74;0;0;0;0;0;0;408;6;1728;0;0;0;1372;404;1581;42;194;0;402;2;6;0;410;;;;22;0;1;152;142;127;2;0;2;0;0
PERINAT;2020;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;TYPE1;;0;13;;;;2;733;103;0;0;0;0;0;0;412;7;2241;0;0;0;1264;561;2073;77;384;0;560;1;13;;562;2679;5967;59;47;2;1;146;117;114;5;;5;0;0
PERINAT;2020;540000296;CENTRE HOSPITALIER DE PONT A MOUSSON;540000106;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;17;11;17;0;;0;0;
PERINAT;2020;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;TYPE1;;0;16;;;;;1101;294;0;0;0;0;0;0;689;4;3156;0;0;0;2551;681;2892;97;573;0;679;2;4;;689;4782;2693;215;7;3;1;224;242;181;11;;4;0;0
PERINAT;2020;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;TYPE1;;0;21;0;0;0;2;1373;678;0;0;0;0;0;0;498;7;2636;0;0;0;1844;496;2172;118;668;1;493;3;7;;500;;;;5;0;1;199;175;179;5;0;0;0;0
PERINAT;2020;540013224;POLYCLINIQUE MAJORELLE;540000536;TYPE2;;;47;6;6;;9;3354;538;349;21;200;18;0;0;1956;1;10470;1843;1478;0;5802;2256;9026;480;2722;1;2219;37;10;;2307;;;;332;0;1;316;340;242;7;;18;1;198
PERINAT;2020;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;550006795;TYPE2;;;18;4;;;3;1374;225;167;35;0;0;0;0;720;2;4828;848;0;0;2257;854;3752;147;986;0;846;8;13;;862;33941;6121;705;121;2;1;89;134;81;1;;4;0;0
PERINAT;2020;550000038;CENTRE HOSPITALIER ST-CHARLES COMMERCY;550000046;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;733;1686;74;;;1;17;;17;0;;;0;
PERINAT;2020;550000178;POLYCLINIQUE DU PARC;550000293;;;;0;;;;;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;1;1;5;;;;0;0;0
PERINAT;2020;550000434;CENTRE HOSPITALIER DE BAR-LE-DUC;550003354;CPPR;;;0;;;;;280;280;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;1;5616;1981;68;0;0;1;162;167;122;4;0;0;0;0
PERINAT;2020;560000127;CHBA SITE DE VANNES;560023210;TYPE3;;1;38;8;10;6;5;2404;271;313;4;182;15;174;8;1547;2;9501;2751;1248;2789;5315;1803;8313;400;2534;10;1755;48;2;;1869;2694;4290;152;92;0;1;584;543;212;35;12;19;0;0
PERINAT;2020;560000135;GHBS- HÔPITAL DU SCORFF;560005746;TYPE2;;1;40;12;6;;7;3529;543;406;14;145;22;0;0;2232;3;12691;2980;868;0;8226;2491;11387;465;2887;1;2453;38;7;;2546;17054;15675;280;80;73;1;675;686;419;42;1;29;1;130
PERINAT;2020;560000143;CHCB- SITE KÉRIO;560014748;TYPE2;;0;24;4;;;5;1383;278;169;18;0;0;0;0;715;4;4329;963;0;0;2539;834;3663;185;1112;0;826;8;5;;846;;;;72;0;1;245;213;169;13;;12;0;0
PERINAT;2020;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;TYPE1;;0;16;;;;3;758;81;0;0;0;0;0;0;579;12;2421;0;0;0;1991;573;2225;116;539;0;569;4;11;0;580;9453;3550;200;25;1;1;114;112;62;9;0;0;0;0
PERINAT;2020;560000200;CHBA SITE D'AURAY;560023210;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1093;1895;206;;;1;24;25;24;0;0;0;0;
PERINAT;2020;560007510;POLYCLINIQUE DE KERIO;560001307;;;;0;;;;;10;9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;14;10;11;1;;0;0;0
PERINAT;2020;560008799;HÔPITAL PRIVÉ OCÉANE;560013989;TYPE2;;1;31;4;;;4;1561;254;407;11;0;0;0;0;740;6;5205;1421;0;0;2469;1131;4777;237;1243;0;1126;5;15;;1147;;;;62;3;0;5;0;0;0;;4;0;0
