BOR;AN;FI;RS;FI_EJ;ORG_A1;ORG_B1;ORG_C1;ORG_A2;ORG_B2;ORG_C2;ORG_A24;ORG_B24;ORG_C24;ORG_A3;ORG_B3;ORG_C3;ORG_A6;ORG_B6;ORG_C6;ORG_A7;ORG_B7;ORG_C7;ORG_A8;ORG_B8;ORG_C8;ORG_A10;ORG_B10;ORG_C10;ORG_A11;ORG_B11;ORG_C11;ORG_A17;ORG_A18;ORG_A19;ORG_A20;ORG_A21;ORG_A22;ORG_A23;ORG_A12;GCS_PM;GHT_PM;AUT_PM;GCS_PARA;GHT_PARA;AUT_PARA;GCS_ADMTECLOG;GHT_ADMTECLOG;AUT_ADMTECLOG
ORG;2020;590000428;CH CAMBRAI;590781605;;;;2;D;D;;;;;;;1;B;;;;;4;C;C;;;;;;;;;;;;;;;;;;;;0.44;;;0.5
ORG;2020;590000436;CH LE CATEAU;590781621;1;;;;;;;;;;;;;;;;;;1;;;1;;;;;;1;1;HAINAUT-CAMBRÉSIS;;;;;;;;;;;;;;
ORG;2020;590000444;CH JEUMONT;590781639;;;;1;A;;;;;;;;1;B;;;;;;;;13;A;;;;;1;1;HAINAUT-CAMBRÉSIS;;;;;;;;;;;;;;
ORG;2020;590000477;CH LE QUESNOY;590781670;;;;2;C;D;;;;1;B;;;;;;;;;;;41;;;;;;;;;;;;;0.2;;;;;;;;;
ORG;2020;590000527;CH AVESNES;590781795;;;;3;A;B;;;;;;;3;B;A;;;;;;;2;C;;2;C;;;;;;;;;0.1;;;;0.3;;;;0.1;
ORG;2020;590000535;CH SAMBRE AVESNOIS MAUBEUGE;590781803;;;;5;A;D;;;;;;;5;;;;;;1;C;;43;C;D;;;;1;1;HAINAUT-CAMBRÉSIS;;;;;;;;;;;;;;
ORG;2020;590000543;CH FELLERIES-LIESSIES;590781811;;;;1;C;C;;;;1;A;A;;;;;;;;;;;;;;;;;;;;;;;0.1;;;0.3;;;;;;
ORG;2020;590000592;CH DENAIN;590782165;;;;2;A;C;;;;;;;2;B;;;;;1;C;;37;D;C;16;A;;;;;;;;;;;;;;;;;0.05;
ORG;2020;590000600;CH SAINT- AMAND LES EAUX;590782207;;;;2;C;A;;;;;;;1;A;;1;D;;;;;;;;;;;1;1;HAINAUT-CAMBRÉSIS;;;;;;;;;;;;;;
ORG;2020;590000618;CH VALENCIENNES;590782215;0;;;5;C;D;0;;;2;D;A;1;F;;1;F;;1;C;;554;C;A;0;;;0;;;;;;;9.83;;;;0;0.05;5.91;2.5;2.6;5.71
ORG;2020;590000691;CH WATTRELOS;590782439;;;;;;;;;;;;;2;B;;;;;;;;40;C;A;1;;;1;1;LILLE MÉTROPOLE FLANDRE INTÉRIEURE;;;;;0.1;;0.5;0.2;;0.05;0;;0.5;0
ORG;2020;590000758;CH ARMENTIERES;590782637;;;;2;C;D;;;;;;;1;B;;1;D;;2;C;D;13;C;D;;;;;;;;;;;1;0.5;6.28;1.21;7.01;;2.18;;0.8;1.48
ORG;2020;590000766;CH BAILLEUL;590782645;;;;3;C;;;;;;;;2;B;;;;;1;D;;;;;;;;;;;;;;;;;;0.15;;;;;;
ORG;2020;590000774;CH HAZEBROUCK;590782652;;;;3;;;;;;;;;3;;;;;;;;;11;;;;;;;;;;;;;0.3;;0.3;0.07;;;;;;
ORG;2020;590000782;EPSM LILLE METROPOLE;590782660;;;;2;A;E;;;;;;;2;A;B;;;;;;;326;A;C;;;;;;;;;;;;2.5;1;;0.35;;;5.02;9.73;1.1
ORG;2020;590000790;EPSM DES FLANDRES;590782678;;;;6;A;B;;;;;;;;;;;;;;;;66;C;A;;;;;;;;;;;0.4;;2.33;;;;;;1.4;
ORG;2020;590001004;CH DOUAI DECHY;590783239;;;;6;B;C;;;;;;;3;;;2;B;D;;;;8;C;D;14;;;0;;;;;;;1;0.35;;7.33;;;1.12;;;0.2
ORG;2020;590001418;EPSM AGGL LILLOISE ST-ANDRE;590034740;;;;1;D;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;590001442;CH ZUYDCOOTE;590784245;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;DUNKERQUOIS ET AUDOMAROIS;;;;;;;;;;;;;;
ORG;2020;590001582;CH INTERCOMMUNAL WASQUEHAL;590785663;;;;;;;;;;;;;;;;;;;;;;134;A;C;;;;1;1;LILLE MÉTROPOLE FLANDRE INTÉRIEURE;;;;;1;;;;;;;;1;
ORG;2020;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;;;;1;C;;;;;;;;;;;;;;;;;54;A;C;;;;0;;;;;;;0.15;1.97;;;27.82;;;4.5;;
ORG;2020;590005245;S.A CLINIQUE DE L'ESCREBIEUX;590005245;;;;;;;;;;;;;;;;;;;;;;13;C;;1;A;B;0;;;;;;;0.01;;;;;;;;;1.45
ORG;2020;590006896;POLYCLINIQUE DE LA THIÉRACHE;590000519;;;;1;;;;;;;;;;;;;;;;;;25;;;;;;1;1;77 NORD;;;;;0.4;0;;0.1;0.2;;;0.1;;0.7
ORG;2020;590008041;POLYCLINIQUE VAUBAN;590008033;;;;;;;;;;1;C;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0.68;;
ORG;2020;590008306;CENTRE D'AUTODIALYSE ADH DE SOMAIN;620112581;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;590025128;HAD DU HAINAUT;620001834;;;;2;F;C;;;;;;;;;;1;B;;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;590025458;HAD DU CH D'HAZEBROUCK;590782652;;;;;;;;;;;;;;;;;;;;;;27;C;;;;;;;;;;;;;;;;;;;;;
ORG;2020;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;;;;1;;;;;;;;;;;;;;;;;;44;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;;;;;;;;;;;;;;;;;;;;;;22;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;590034732;CRF LA ROUGEVILLE;590000675;;;;;;;;;;;;;;;;;;;;;;15;C;D;;;;0;;;;;;;1;;;;;;;;;
ORG;2020;590035390;CTRE D'AUTODIALYSE ADH DE LAMBERSART;620112581;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;590035838;HAD SAMBRE AVESNOIS;590000485;;;;;;;;;;;;;;;;;;;;;;8;;;;;;0;;;;;;;0.05;;;;;;;;;
ORG;2020;590040267;SSR MONTS DE FLANDRE EPSM FLANDRES;590782678;;;;;;;;;;;;;;;;;;;;;;13;C;A;;;;;;;;;;;0.1;;;;;;;;;
ORG;2020;590041471;AUTODIALYSE ADH BRUAY-SUR-L'ESCAUT;620112581;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;;;;;;;;;;;;;;;;;;;;;;32;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;590045407;HAD CHRU LILLE;590780193;;;;;;;;;;;;;;;;;;;;;;462;C;C;;;;;;;;;;;;;;;;;;;;
ORG;2020;590046124;SANTELYS HAD ROUBAIX ET ENVIRONS;590799995;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;LILLE MÉTROPOLE FLANDRE INTÉRIEURE;;;;;;;;;;;;;;
ORG;2020;590046579;CENTRE D'AUTODIALYSE MARLY;620112581;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;590047957;CENTRE D'ONCOL ET DE RADIOTH GALILEE;590008629;;;;1;D;D;;;;;;;;;;1;D;D;;;;;;;;;;0;;;;;;;;;;;;;;3;;
ORG;2020;590049060;CLINIQUE MARIE SAVOIE;920030269;;;;;;;;;;;;;;;;;;;;;;2;;;;;;0;;;;;;;;;;1;;;;;;
ORG;2020;590052049;GROUPE MEDICAL DES DENTELLIERES;590006268;;;;1;;;;;;;;;;;;2;;;;;;14;;;;;;0;;;;;;;0.2;;;;;;;;;
ORG;2020;590053955;HPM NORD;590053955;;;;;;;;;;;;;;;;;;;;;;;;;9;C;A;0;;;;;;;0.1;;;;;;;;;
ORG;2020;590055570;SCM DES DOCTEURS CHOSSIERE ET WAGNER;590055562;3;C;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;;;;0;0;0;0;0;0;0;0;0;0
ORG;2020;590056479;CLINIQUE DE L'EPINOY;590062238;;;;;;;;;;;;;;;;;;;;;;1;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;590056990;CENTRE ADH D'AUTODIALYSE A DENAIN;620112581;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;590060851;CENTRE LEONARD DE VINCI;590008629;;;;1;D;D;;;;;;;;;;1;D;D;;;;;;;;;;0;;;;;;;;;;;;;;3;;
ORG;2020;590780060;INSTITUT OPHTALMIQUE;590000022;;;;;;;;;;;;;;;;;;;;;;1;A;;;;;0;;;;;;;0.2;0;;;0;;;0;;
ORG;2020;590780250;CLINIQUE LILLE SUD;590053955;;;;1;C;D;;;;;;;;;;;;;;;;15;C;;;;;0;;;;;;;0.1;;;;;;;;;
ORG;2020;590780268;HOPITAL PRIVÉ LE BOIS;590053955;;;;1;D;;;;;;;;;;;;;;;;;99;C;;;;;0;;;;;;;0.1;;;;;;;;;
ORG;2020;590780342;CLINIQUE AMBROISE PARE;590053955;;;;;;;;;;;;;;;;;;;;;;17;C;;;;;0;;;;;;;0.1;;;;;;;;;
ORG;2020;590780383;HOPITAL PRIVE LA LOUVIERE;590000204;;;;1;D;;;;;;;;;;;;;;;;;54;C;;;;;0;;;;;;;0.1;;;;;;;;;
ORG;2020;590781951;CLINIQUE DU SPORT ET D'ORTHOPEDIE;590053955;;;;;;;;;;;;;;;;;;;;;;30;C;;;;;0;;;;;;;0.1;;;;;;;;;
ORG;2020;590782181;CRF LE VAL BLEU DE VALENCIENNES;590039863;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;590782256;NOUVELLE CLINIQUE DES DENTELLIERES;590000659;;;;1;D;;;;;;;;;;;;;;;;;7;C;;;;;0;;;;;;;0.2;;;;;;;;;
ORG;2020;590782280;CLINIQUE SAINT-ROCH;590004552;;;;0;;;0;;;0;;;1;B;;0;;;0;;;41;C;D;1;C;;1;1;HAINAUT-CAMBRÉSIS;;;;;0.15;0.1;;;0.05;;;0.03;;
ORG;2020;590782298;POLYCLINIQUE DU PARC;590000675;;;;;;;;;;;;;;;;;;;;;;57;C;D;;;;0;;;;;;;1;;;;;;;;;
ORG;2020;590782546;SAS CLINIQUE DE VILLENEUVE D'ASCQ;590000733;0;;;0;;;0;;;0;;;0;;;0;;;0;;;3;;;1;B;;0;;;;;;;0.05;;;;;;;;;0.05
ORG;2020;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;;;;1;D;;;;;;;;;;;;;;;;;34;C;;;;;0;;;;;;;0.1;;;;;;;;;
ORG;2020;590782611;SSR PEDIATRIQUE MARC SAUTELET;750719239;;;;1;C;E;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0.04;0.08;;;;;;;;
ORG;2020;590782694;CTRE DE CONVALESCENCE PONT BERTIN;750034589;;;;1;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0.05;;;;;;;;;
ORG;2020;590783189;UNITE GERONTOLOGIE ET SOINS DE SUITE;590004552;0;;;1;C;;0;;;0;;;1;B;;0;;;0;;;41;C;D;0;;;1;1;DOUAISIS;;;;;0.15;0.08;;;0.06;;;0.04;;
ORG;2020;590784484;NEPHROCARE MAUBEUGE;590001467;;;;;;;;;;;;;;;;;;;;;;13;C;D;;;;0;;;;;;;;0;;;0;;;0;;
ORG;2020;590784898;HOP SWYNGHEDAUW CHR LILLE;590780193;;;;1;C;E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2020;590785341;HOPITAL DE JOUR DE LA M.G.E.N.;750005068;;;;1;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;590785374;CLINIQUE TEISSIER;620001834;;;;2;F;A;;;;;;;;;;1;B;;;;;;;;;;;0;;;;;;;0;;;;;;;;;
ORG;2020;590785424;CENTRE L'ADAPT DE CAMBRAI;930019484;;;;;;;;;;;;;;;;;;;;;;1;;C;;;;0;;;;;;;0;;;;;;;;;
ORG;2020;590786984;ETAB DE SANTÉ LE BOIS DE LA LOGE;750050759;1;G;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;590787586;HOP CARDIOLOGIQUE CHR LILLE;590780193;;;;;;;;;;;;;;;;;;;1;C;E;;;;;;;;;;;;;;;;;;;;;;;
ORG;2020;590788964;SARL CLINIQUE DU PARC;590001756;;;;3;B;D;;;;;;;;;;;;;;;;6;A;B;;;;0;;;;;;;1;;;;;;;0.4;;1.2
ORG;2020;590790473;LA PLAINE DE SCARPE;750050759;;;;1;G;;;;;;;;;;;;;;;;;10;C;;9;A;;0;;;;;;;;;;;;;;;;
ORG;2020;590790655;SAINT ROCH CHIRURGIE;440052041;;;;;;;;;;;;;;;;;;;;;;35;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;590791323;CTRE CONVALESCENCE SSR CH ARMENTIÈRES;590782637;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;;;;;;;;;;;;;;;;;
ORG;2020;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;;;;6;C;E;1;C;E;;;;2;B;;;;;;;;1;C;;2;G;;;;;;;;;5.8;;;;;;;;;
ORG;2020;590797387;CRF L'ESPOIR DE LILLE HELLEMMES;590805628;;;;;;;;;;;;;;;;;;;;;;7;C;D;;;;0;;;;;;;0.05;;;;;;;;;
ORG;2020;590801106;HOPITAL VICTOR PROVO;590782421;;;;8;A;B;;;;;;;3;B;;3;D;B;2;C;;142;C;D;2;D;;0;;;;;;;1;;;;;;;;;
ORG;2020;590804696;HOPITAL GUY CHATILIEZ CH TOURCOING;590781902;;;;3;;;;;;;;;1;B;;1;D;;4;E;;380;B;C;;;;0;;;;;;;0.5;0.6;;4.1;;;4.06;;1.8;2.5
ORG;2020;590806360;CLINIQUE DE LA MITTERIE;590003596;;;;1;B;;;;;;;;;;;;;;;;;4;B;C;1;B;;0;;;;;;;0.01;;;;;;;;;
ORG;2020;590806428;CTRE D'AUTODIALYSE ADH DE DOUAI;620112581;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;590809703;CLINIQUE SAINT-ROCH;590004552;;;G;1;C;;;;;;;;1;B;;;;;;;;78;C;D;1;C;;1;1;HAINAUT-CAMBRÉSIS;;;;;0.3;0.15;;;0.08;;;0.05;;
ORG;2020;590810099;CENTRE D'AUTODIALYSE ADH DE CAMBRAI;620112581;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;590810784;CLINIQUE ST-ROCH CONVALESCENCE;440052041;;;;;;;;;;;;;;;;;;;;;;35;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;590812509;SANTELYS HAD LILLE METROPOLE;590799995;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;LILLE MÉTROPOLE FLANDRE INTÉRIEURE;;;;;;;;;;;;;;
ORG;2020;590813176;CLINIQUE DES HETRES;590005278;;;;2;C;;;;;;;;;;;;;;;;;44;C;D;;;;0;;;;;;;0.04;5.8;;;5.8;;;;;
ORG;2020;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;;;;;;;;;;;;;;;;;;;;;;16;;;;;;0;;;;;;;0.05;;;;;;;;;
ORG;2020;590815007;CTRE D'AUTODIALYSE ADH LA SENTINELLE;620112581;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;590816310;CLINIQUE SAINT AME;590000048;;;;;;;;;;;;;;;;;;;;;;8;C;D;;;;0;;;;;;;0;0;0;0;0;0;0;0;0;0
ORG;2020;590817441;ETAB HOPALE - CENTRE CLAIR SEJOUR;620003814;;;;;;;;;;;;;;;;;;;;;;16;C;A;;;;0;;;;;;;0.1;;;0.02;;;;;;0.08
ORG;2020;590817458;CLINIQUE DE LA VICTOIRE;590053955;;;;;;;;;;;;;;;;;;;;;;43;C;;;;;0;;;;;;;0.1;;;;;;;;;
ORG;2020;590817839;CLINIQUE DU VAL DE LYS;590053955;;;;;;;;;;;;;;;;;;;;;;27;C;;;;;0;;;;;;;0.1;;;;;;;;;
ORG;2020;600000012;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600100028;;;;3;A;C;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;1.12;5.75;;0.25;82.04;;
ORG;2020;600000046;CH PONT-SAINTE-MAXENCE;600100127;;;;1;A;;;;;;;;;;;;;;;;;2;C;;;;;;;;;;;;0;0;;;0;;;0;;
ORG;2020;600000053;CH GHPSO SENLIS;600101984;;;;2;A;B;;;;;;;1;B;;1;D;;;;;197;G;;;;;1;1;OISE SUD;;;;;0.75;;;0;;;;;;0.92
ORG;2020;600000152;CH CHAUMONT-EN-VEXIN;600100572;0;;;4;A;B;0;;;0;;;1;B;;0;;;0;;;89;A;C;;;;1;1;OISE OUEST ET VEXIN;;;;;1;;;;;;;;;
ORG;2020;600000186;CH CLERMONT;600100648;1;D;;2;A;A;;;;;;;;;;;;;;;;5;D;C;;;;;;;;;;;;;;;;;;5;;
ORG;2020;600000194;CH BEAUVAIS;600100713;;;;6;A;B;;;;;;;;;;1;D;;;;;;;;;;;;;;;;;;;;;;6.25;;;4.43;4.66;
ORG;2020;600000285;CH CHICN NOYON;600100721;;;;6;;;;;;;;;2;;;2;;;;;;137;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0
ORG;2020;600000467;CH GHPSO CREIL;600101984;;;;2;A;B;;;;;;;1;B;;2;D;;;;;231;C;;;;;1;1;OISE SUD;;;;;0.13;;0.2;2.03;;;0.3;;1.5;1.22
ORG;2020;600001184;USLD HL GRANDVILLIERS;600108948;;;;2;;;;;;;;;1;;;;;;;;;;;;;;;1;1;OISE OUEST ET VEXIN;;;;;;;;;;;;;0.06;
ORG;2020;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;OISE SUD;;;;;0;;0;;;0;;;0;
ORG;2020;600010094;SSR HL CRÈVECOEUR-LE-GRAND;600100580;;;;2;A;;;;;;;;;;;;;;1;C;;67;A;C;;;;;;;;;;;0;;;;;;;;0.05;
ORG;2020;600010862;SAS CENTRE CHIRURGICAL DE CHANTILLY;600010854;;;;1;C;D;;;;;;;;;;1;D;;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;600013999;CENTRE CHIRURGICAL;600008635;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;0;;;;;;;;;
ORG;2020;600100101;CH AP-HP LIANCOURT;750712184;;;;2;;;;;;;;;;;;;;;;;;15;;;;;;0;;;;;;;2;;;;;0.5;;;;
ORG;2020;600100168;CENTRE MÉDICO-CHIRURGICAL DES JOCKEYS;600106629;;;;1;C;D;;;;;;;;;;1;D;;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;600100184;CLINIQUE DU VALOIS;920033198;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;1;OISE SUD;;;;;;;;;;;;;;
ORG;2020;600100275;LE CHATEAU DU TILLET;750034589;0;;;0;;;0;;;0;;;0;;;0;;;0;;;38;C;;0;;;1;1;OISE SUD;;;;;0.05;0;0;0;0;0;0;0;0;0
ORG;2020;600100283;CRAR;750710428;;;;;;;;;;;;;;;;;;;;;;19;C;D;;;;1;1;OISE SUD;;;;;;;;;;;;;;
ORG;2020;600100309;SSR CRF LAMORLAYE;750721334;;;;;;;;;;;;;;;;;;;;;;57;D;;;;;1;1;OISE SUD;;;;;0.01;;;0.2;;;0;;;
ORG;2020;600100671;SSR BTP SAINT-OMER-EN-CHAUSSÉE;750034589;1;D;;;;;;;;;;;;;;;;;;;;7;D;;;;;0;;;;;;;0;;;0.1;;;0;;;0
ORG;2020;600100754;POLYCLINIQUE SAINT CÔME;600000228;;;;;;;;;;;;;1;B;;1;D;;;;;2;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;600100796;CTRE RÉÉDUC & RÉADAPT FONCTIONELLE;750720609;;;;1;B;;;;;;;;;;;;;;;;;;;;;;;1;1;OISE OUEST ET VEXIN;;;;;;;;;;;;;;
ORG;2020;600100861;SSR LNA BRETEUIL;440052041;;;;;;;;;;;;;1;;;;;;;;;29;C;D;;;;0;;;;;;;1;;;;;;;;;
ORG;2020;600101679;SSR UGECAM BEAUVAIS;590039863;;;;1;A;;;;;;;;;;;;;;;;;;;;;;;1;1;OISE OUEST ET VEXIN;;;;;0.07;;;;;;;;;
ORG;2020;600101687;SSR CGAS GOUVIEUX;600010037;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;1;OISE SUD;;;;;0;0;0;0;0;0;0;0;0;0
ORG;2020;600101943;CTRE PRÉVENTION RÉADAPTATION CARDIO.;750720609;;;;;;;;;;;;;;;;;;;;;;11;;;;;;1;2;OISE NORD EST (ONE);OISE SUD;;;;;;;;;;;;;
ORG;2020;600107049;ASSOCIATION LA NOUVELLE FORGE;600107049;;;;;;;;;;1;B;;1;B;;;;;;;;1;C;;;;;0;;;;;;;1.5;;;;;;;;;
ORG;2020;600110175;CLINIQUE DU PARC SAINT-LAZARE;600001234;;;;;;;;;;;;;;;;;;;;;;32;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;600111124;SSR CONDÉ CHANTILLY;600106611;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;OISE SUD;;;;;;;;;;;;;;
ORG;2020;600113476;CH CHICN COMPIÈGNE;600100721;;;;6;;;;;;;;;2;;;2;;;;;;137;;;;;;;;;;;;;0.7;0;0.03;0;0;0;0;0;1.99;0
ORG;2020;610000028;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610780025;;;;2;A;G;;;;;;;1;B;;;;;;;;1;D;;;;;1;1;ORNE-PERCHE-SAOSNOIS;;;;;;;;;;;;3;2;
ORG;2020;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;;;;;;;;;;;;;;;;;;;;;;217;C;A;;;;0;;;;;;;;;;;;;1.23;;;0.43
ORG;2020;610000051;CHICAM - SITE ALENCON;610780082;;;;;;;1;A;A;;;;2;B;B;1;D;D;2;C;C;1;C;C;;;;0;;;;;;;1;4;3.53;;;;;11.84;;
ORG;2020;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;;;;2;A;C;;;;1;C;;;;;;;;2;C;;88;C;A;;;;1;1;NORMANDIE CENTRE;;;;;0.5;;;6.05;1.34;;3.46;1.88;0.84;3.62
ORG;2020;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;;;;1;D;B;;;;;;;;;;1;A;;1;C;;145;C;A;;;;;;;;;;;0;;0.2;;;;;4;0.3;
ORG;2020;610000085;HOPITAL LOCAL - BELLEME;610780132;;;;2;A;C;;;;;;;;;;;;;;;;23;C;A;;;;1;1;ORNE-PERCHE-SAOSNOIS;;;;;0.04;;;;;;;;;1.39
ORG;2020;610000093;CENTRE HOSPITALIER - SEES;610780140;;;;1;A;;;;;;;;;;;;;;;;;10;C;D;;;;;;;;;;;0.1;;;0.94;;;;1;0.4;0.5
ORG;2020;610000101;HOPITAL LOCAL - VIMOUTIERS;610780157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;0;;;0;;;0.15;
ORG;2020;610000119;CH -JACQUES MONOD- - FLERS;610780165;;;;3;B;A;;;;;;;1;A;;;;;;;;;;;;;;0;;;;;;;;;;;10.98;;;3.25;13.11;
ORG;2020;610004269;SERVICE D'HOSPITALISATION À DOMICILE;610787038;;;;;;;;;;;;;;;;;;;;;;15;A;C;;;;0;;;;;;;1;;;;;;;;;
ORG;2020;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;;;;;;;;;;;;;;;;;;;;;;6;C;A;;;;0;;;;;;;;;;;;;;;;
ORG;2020;610006421;CLINIQUE D'ALENCON;610006413;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;1;ORNE-PERCHE-SAOSNOIS;;;;;0;;;;;;;;;
ORG;2020;610006728;ANIDER - ALENCON;140000852;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;610006736;ANIDER - FLERS;140000852;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;610007155;HAD - LA FERTE MACE (ANTENNE ALENCON);610787285;;;;;;;;;;;;;;;;;;;;;;3;C;A;;;;0;;;;;;;;;;0;;;0;;;0
ORG;2020;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;;;;;;;;;;;;;1;B;;;;;1;C;;159;C;A;;;;;;;;;;;;;;;;;;;;
ORG;2020;610780371;CENTRE DE SOINS DE SUITE LE PARC;760025734;;;;1;B;;;;;;;;;;;;;;;;;2;C;C;;;;1;1;LES COLLINES DE NORMANDIE;;;;;;;;;;;;;;
ORG;2020;610780389;CMPR LA CLAIRIERE - FLERS;610787764;;;;;;;;;;;;;;;;;;;;;;36;C;D;1;A;;1;1;LES COLLINES DE NORMANDIE;;;;;;;;;;;;;;
ORG;2020;610784050;USLD -LES PASTELS- - CH ALENCON;610780082;;;;;;;1;A;;;;;2;B;D;1;D;;2;C;;1;C;;;;;;;;;;;;;;;;;;;;;
ORG;2020;610784423;CMPR DE BAGNOLES DE L'ORNE;610787285;;;;;;;;;;;;;;;;;;;;;;8;C;;;;;0;;;;;;;0.35;;;1.05;;;3.12;;;
ORG;2020;620000026;ETAB HOPALE CTRE CALOT/HELIO;620003814;;;;;;;;;;;;;;;;;;;;;;22;C;D;;;;0;;;;;;;0.5;;;1.5;;;;;;
ORG;2020;620000034;CH ARRAS;620100057;;;;6;A;C;;;;;;;5;A;B;3;B;D;;;;;;;3;C;;0;;;;;;;1.8;;7.1;3.4;;7.1;5.29;;6.6;0.15
ORG;2020;620000059;CH BAPAUME;620100073;;;;1;B;;;;;;;;;;;;;;;;;25;C;D;;;;0;;;;;;;0.1;;;;;;;;;
ORG;2020;620000067;CENTRE HOSPITALIER DU TERNOIS;620100081;4;A;C;1;A;;;;;;;;1;B;;;;;;;;13;A;C;;;;0;;;;;;;0.1;;2.35;;;3.1;;;1.32;
ORG;2020;620000117;CH D'HESDIN;620100461;;;;2;A;;;;;;;;;;;;;;;;;12;A;B;7;;;1;1;SOMME LITTORAL SUD;;;;;0.05;0;0;0;;;;;;
ORG;2020;620000224;CH BETHUNE;620100651;;;;4;A;;;;;;;;3;B;A;1;D;;;;;38;C;A;;;;0;;;;;;;0.3;;;;;1.13;5.68;;6.49;5.86
ORG;2020;620000240;CH HENIN BEAUMONT;620100677;;;;4;;;;;;;;;2;;;;;;;;;5;;;;;;0;;;;;;;;;;;;;3.11;;2;0.2
ORG;2020;620000257;CH LENS;620100685;;;;4;A;;;;;;;;3;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2020;620000281;EPSM VAL DE LYS ARTOIS;620101287;;;;1;;;;;;;;;4;;;;;;;;;200;;;1;;;0;;;;;;;;;;;;;;;;
