BOR;AN;FI;RS;FI_EJ;DIS;PART;NB_SECT;NB_DIF;INT;CAP_HTP;CAP_PFT;CAP_AAT;CAP_ACP;CAP_CCU;CAP_HAD;JLI_HTP;CAP_HDJ;CAP_HDN;NB_AT;SEJ_HTP;JOU_HTP;JOU_PFT;JOU_AAT;JOU_ACP;JOU_CCU;JOU_HAD;JOU_ST;VEN_HDJ;VEN_HDN;VEN_AT;NB_CMP_SEUL_PA;NB_CMP_SEUL_PL;NB_CONSULT_SEUL;NB_CATTP;ACT_CMP_SEUL;ACT_CONSULT_SEUL;ACT_CATTP;ACT_AD;ACT_EMS;ACT_UHS;ACT_EME;FIL_TOT;FIL_AMB;FIL_TPL;FIL_PLA;EFFPL_PKT;EFFPA_PKT;ETP_PKT;EFFPL_MED;EFFPA_MED;ETP_MED;GAR_SEN;AST_SEN;EFFPL_PNM;EFFPA_PNM;ETP_PNM;ETP_INF;ETP_AID;ETP_PSY;ETP_ASS;ETP_REE;ETP_EDU;HPLEFFPL_PKT;HPLEFFPA_PKT;HPLETP_PKT;HPLEFFPL_MED;HPLEFFPA_MED;HPLETP_MED;HPLEFFPL_PNM;HPLEFFPA_PNM;HPLETP_PNM;HPLETP_INF;HPLETP_AID;HPLETP_PSY;HPLETP_ASS;HPLETP_REE;HPLETP_EDU
PSY;2020;590000790;EPSM DES FLANDRES;590782678;GEN;;6;;;208;25;35;0;0;0;59621;55;11;0;3022;54004;3443;6493;;;0;0;4624;0;0;1;8;12;10;69149;11725;5094;14687;1968;2878;3;9632;8020;1517;153;16;12;24.49;5;7;7.53;0;1;417;87;459.34;356.86;55.98;17.22;;2.78;16.13;16;10;13.94;5;6;7.13;272;48;289.93;218.5;48.66;5.58;;1.29;6.02
PSY;2020;590000790;EPSM DES FLANDRES;590782678;INF;;2;;;0;2;;;0;0;0;35;;0;0;;0;;;;;0;3759;;0;0;10;6;2;24625;6915;615;103;120;842;319;4481;4378;0;0;4;4;7.04;;;;0;1;78;31;93.81;49.3;;13.02;;16.32;14.16;;;;;;;;;;;;;;;
PSY;2020;590000790;EPSM DES FLANDRES;590782678;PEN;;;;;0;;;;;;0;0;;0;3;11;;;;;;;0;;0;0;;;1;;;124;;;;;386;373;3;0;;;;;;;;;;1;3.69;2.06;0.1;1.53;;;;;;;;;;;;;;;;;;
PSY;2020;590000790;;590782678;TOT;1;;0;1;208;27;35;0;0;0;59621;90;11;0;3025;54015;3443;6493;;;0;0;8383;0;0;1;18;18;13;93774;18640;5833;14790;2088;3720;322;14399;12322;1520;153;20;16;31.53;5;7;7.53;;;495;119;556.84;408.22;56.08;31.77;;19.1;30.29;16;10;13.94;5;6;7.13;272;48;289.93;218.5;48.66;5.58;;1.29;6.02
PSY;2020;590001004;CH DOUAI DECHY;590783239;GEN;;2;;;60;10;8;;10;;16222;20;;2;706;10485;1304;2434;;1114;;;1669;;63;2;;3;2;29174;1769;4746;2554;674;2829;2;4461;3754;429;12;8;3;10.08;1;;1;0;;124;29;144.31;110.68;4.72;16.4;;;5.83;;;;;;;;;;;;;;;
PSY;2020;590001004;CH DOUAI DECHY;590783239;INF;;1;;;;;;;;;;15;;3;;;;;;;;;815;;431;;3;4;;15862;2449;;513;56;544;160;1929;1712;;;6;;4.53;;;;0;;28;30;47.39;12.94;0;11.88;;11.34;8.19;;;;;;;;;;;;;;;
PSY;2020;590001004;CH DOUAI DECHY;590783239;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;529;3312;;;;801;791;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2020;590001004;;590783239;TOT;1;;;1;60;10;8;;10;;16222;35;;5;706;10485;1304;2434;;1114;;;2484;;494;2;3;7;3;45036;4218;5275;6379;730;3373;162;7101;6188;429;12;14;3;14.61;1;;1;;;152;59;191.7;123.62;4.72;28.28;;11.34;14.02;;;;;;;;;;;;;;;
PSY;2020;590001418;EPSM AGGL LILLOISE ST-ANDRE;590034740;GEN;;8;;;275;6;12;;43;;100650;62;8;10;2581;75098;975;2197;;8416;;;6845;2253;942;;10;8;8;148874;11573;10238;13920;1027;5800;77;15989;13335;1602;69;53;2;52.25;9;6;9.03;0;0;617;141;705.08;485.75;77.46;33.34;;7.04;31.9;49;2;39.29;5;1;4.94;437;72;445.7;292.57;72.96;5.88;;3.42;11.23
PSY;2020;590001418;EPSM AGGL LILLOISE ST-ANDRE;590034740;INF;;3;;;9;3;;;;;3294;64;;;212;2508;472;;;;;;5210;;;;13;4;2;70845;2920;686;1439;437;195;1423;5826;5615;105;0;18;4;20.97;1;0;0.25;0;0;144;50;171.51;53.09;3.33;39.28;;37.01;28.73;2;0;2.18;0;0;0;26;2;25.5;15.05;0.15;1.84;;0;5.15
PSY;2020;590001418;;590034740;TOT;1;;3;0;284;9;12;;43;;103944;126;8;10;2793;77606;1447;2197;;8416;;;12055;2253;942;;23;12;10;219719;14493;10924;15359;1464;5995;1500;21730;18887;1704;69;71;6;73.22;9;6;9.28;;;761;191;876.59;538.84;80.79;72.62;;44.05;60.63;51;2;41.47;5;1;4.94;463;74;471.2;307.62;73.11;7.72;;3.42;16.38
PSY;2020;590002317;CENTRE CHATEAU MAINTENON;590799912;INF;;1;;;;;;;;;;15;;;;;;;;;;;1407;;;;;;;;;;;;;;24;;;;;1;0.4;;;;0;0;8;3;9.5;4;1;1;;1;2.5;;;;;;;;;;;;;;;
PSY;2020;590002317;;590799912;TOT;1;;;0;;;;;;;;15;;;;;;;;;;;1407;;;;;;;;;;;;;;24;;;;;1;0.4;;;;;;8;3;9.5;4;1;1;;1;2.5;;;;;;;;;;;;;;;
PSY;2020;590005245;S.A CLINIQUE DE L'ESCREBIEUX;590005245;GEN;;;;;107;;;;;;39055;12;;;717;33958;;;;;;;2353;;;;;;;;;;;;;;556;;;;0;5;3.32;1;1;1.54;0;1;50;13;44.94;26.92;11.24;3.75;;0;2.04;0;5;3.32;1;1;1.54;46;12;41.34;24.36;11.24;2.71;;0;2.04
PSY;2020;590005245;;590005245;TOT;0;;;0;107;;;;;;39055;12;;;717;33958;;;;;;;2353;;;;;;;;;;;;;;556;;;;0;5;3.32;1;1;1.54;;;50;13;44.94;26.92;11.24;3.75;;0;2.04;0;5;3.32;1;1;1.54;46;12;41.34;24.36;11.24;2.71;;0;2.04
PSY;2020;590016408;CLINIQUE LAUTREAMONT LOOS;590016358;GEN;;;;;30;;;;;;10980;12;5;;390;11617;;;;;;;1148;142;;;;;;;;;;;;;236;;207;;2;1;3.75;;5;3.85;0;1;25;11;;16.07;3.16;3.09;;2.45;3.06;2;;;;;;21;10;;13.53;3.16;2.1;;1.83;2.29
PSY;2020;590016408;CLINIQUE LAUTREAMONT LOOS;590016358;INF;;;;;11;;;;;;4026;3;;;243;3482;;;;;;;1331;;;;;;;;;;;;;;178;;130;;1;1;;;;;0;1;13;11;;9.46;1.9;0.8;;1.64;2.31;1;1;;;;;15;3;;9;1.9;0.8;;1.23;1.73
PSY;2020;590016408;;590016358;TOT;0;;;0;41;;;;;;15006;15;5;;633;15099;;;;;;;2479;142;;;;;;;;;;;;;387;;333;;3;2;3.75;;5;3.85;;;38;22;;25.53;5.06;3.89;;4.09;5.37;3;1;;;;;36;13;;22.53;5.06;2.9;;3.06;4.02
PSY;2020;590044665;CLINIQUE DES 4 CANTONS;750720575;GEN;;;;;25;;;;;;9150;25;;;183;4919;;;;;;;3369;;;;;;;;;;;;;;165;;;;2;3;4.29;0;1;0.33;0;1;24;13;32.58;20.38;1.2;4.46;;0.46;2.82;;;;;;;;;;;;;;;
PSY;2020;590044665;;750720575;TOT;0;;;0;25;;;;;;9150;25;;;183;4919;;;;;;;3369;;;;;;;;;;;;;;165;;;;2;3;4.29;;1;0.33;;;24;13;32.58;20.38;1.2;4.46;;0.46;2.82;;;;;;;;;;;;;;;
PSY;2020;590049060;CLINIQUE MARIE SAVOIE;920030269;GEN;;;;;;;;43;;;;;;;;;;;15261;;;;;;;;;;;;;;;;;;103;;;;2;1;2.06;;;;;;;;22.83;7.17;3.13;0.98;;0.58;2.49;2;1;2.06;;;;;;22.83;7.17;3.13;0.98;;0.58;2.49
PSY;2020;590049060;;920030269;TOT;0;;;0;;;;43;;;;;;;;;;;15261;;;;;;;;;;;;;;;;;;103;;;;2;1;2.06;;;;;;;;22.83;7.17;3.13;0.98;;0.58;2.49;2;1;2.06;;;;;;22.83;7.17;3.13;0.98;;0.58;2.49
PSY;2020;590053955;HPM NORD;590053955;GEN;;;;;120;;;;;;43800;40;;;740;35733;;;;;;;11043;;;;;;;;;;;;;;750;;555;1;;13;;;4;;;;75;58;115.2;48.3;29;19.5;;16;1.4;;9;;;4;;64;36;88.3;42.8;26.2;10.3;;7.6;1.4
PSY;2020;590053955;;590053955;TOT;0;;;0;120;;;;;;43800;40;;;740;35733;;;;;;;11043;;;;;;;;;;;;;;750;;555;1;;13;;;4;;;;75;58;115.2;48.3;29;19.5;;16;1.4;;9;;;4;;64;36;88.3;42.8;26.2;10.3;;7.6;1.4
PSY;2020;590056479;CLINIQUE DE L'EPINOY;590062238;GEN;;;;;91;;;;;;33306;20;5;;521;17138;;;;;;;1580;143;;;;;;;;;;;;;400;;353;;;;;;2;0.18;;;35;;29.39;15.17;9.23;2.67;;;2.31;;;;;;;;;;;;;;;
PSY;2020;590056479;;590062238;TOT;0;;;0;91;;;;;;33306;20;5;;521;17138;;;;;;;1580;143;;;;;;;;;;;;;400;;353;;;;;;2;0.18;;;35;;29.39;15.17;9.23;2.67;;;2.31;;;;;;;;;;;;;;;
PSY;2020;590785341;HOPITAL DE JOUR DE LA M.G.E.N.;750005068;GEN;;;;;;;;;;;;33;;;;;;;;;;;4158;;;;;1;;;5303;;;;;;478;477;;;3;1;3.27;;1;0.24;0;0;16;8;22.1;8.9;0.8;2.5;;;0.5;;;;;;;;;;;;;;;
PSY;2020;590785341;;750005068;TOT;0;;;0;;;;;;;;33;;;;;;;;;;;4158;;;;;1;;;5303;;;;;;478;477;;;3;1;3.27;;1;0.24;;;16;8;22.1;8.9;0.8;2.5;;;0.5;;;;;;;;;;;;;;;
PSY;2020;590797353;HOPITAL SAINT VINCENT - SAINT ANTOINE;590051801;GEN;;;;;15;;;;;;5490;;;;116;2440;;;;;;;;;;;;;;;;;;;;;116;;;;6;4;7.97;;;;;;14;49;32.98;18.03;3.07;11.54;;;0.34;;;;;;;;;;;;;;;
PSY;2020;590797353;HOPITAL SAINT VINCENT - SAINT ANTOINE;590051801;INF;;;;;7;;;;;;2562;5;;;34;890;;;;;;;645;;;;;;;;;;;;;;32;;;;1;4;3.68;;;;;;14;11;24.37;5.41;4.87;11.54;;;2.54;;;;;;;;;;;;;;;
PSY;2020;590797353;;590051801;TOT;0;;;0;22;;;;;;8052;5;;;150;3330;;;;;;;645;;;;;;;;;;;;;;148;;;;7;8;11.65;;;;;;28;60;57.35;23.44;7.94;23.08;;;2.88;;;;;;;;;;;;;;;
PSY;2020;600000012;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600100028;GEN;;10;;;596;30;;34;2;107;217540;192;33;;3264;161066;8813;;9480;484;14136;52;11041;128;;;17;36;14;96832;27891;34425;7616;1319;11354;60;14630;12041;2355;150;56;11;58.11;14;5;15.57;1;0;1194;109;1215.03;713.23;266.04;40.87;;7.57;41.58;41;8;32.47;9;2;7.92;806;61;788.16;438.31;226.19;9.15;;1.35;23.3
PSY;2020;600000012;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600100028;INF;;2;;;21;24;;;;;6675;65;0;;69;3068;1778;;;;;;3998;;;;7;14;8;12586;2681;3357;51;139;620;235;2324;2191;59;1;7;1;7.53;;2;0.4;1;0;202;30;223.4;98.01;15;29.21;;4.39;50.48;7;;4.41;2;;0.4;72;3;65.11;34.56;10;1.83;;0.86;11.21
PSY;2020;600000012;CTRE HOSPIT ISARIEN - EPSM DE L'OISE;600100028;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;924;37172;;;;1916;1916;;;;4;1.12;;;;;;18;3;19.6;11.05;0;7;;0;1.55;;;;;;;0;0;0;0;0;0;;0;0
PSY;2020;600000012;;600100028;TOT;1;;12;1;617;54;;34;2;107;224215;257;33;;3333;164134;10591;;9480;484;14136;52;15039;128;;;24;50;24;109418;30572;38706;44839;1458;11974;295;18606;15983;2410;152;63;16;66.76;14;7;15.97;;;1409;142;1458.03;822.29;281.04;77.08;;11.96;93.61;48;8;36.88;11;2;8.32;877;64;853.27;472.87;236.19;10.98;;2.21;34.51
PSY;2020;600009054;CLINIQUE EUGENIE;600000798;GEN;;;;;70;0;0;0;0;0;25620;0;0;0;354;20332;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;316;0;316;0;0;4;1.5;0;0;0;0;1;11;9;16.28;12.64;2.54;0.79;;0;0.31;0;;;0;0;0;;;;;;;;;
PSY;2020;600009054;;600000798;TOT;0;;;0;70;0;0;0;0;0;25620;0;0;0;354;20332;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;316;0;316;0;0;4;1.5;0;0;0;;;11;9;16.28;12.64;2.54;0.79;;0;0.31;0;;;0;0;0;;;;;;;;;
PSY;2020;600107049;ASSOCIATION LA NOUVELLE FORGE;600107049;INF;;1;;;0;15;;;0;0;0;45;8;0;;;1074;;;;;32;3933;509;;;4;4;3;8004;1419;338;;;;;1701;1687;;;3;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2020;600107049;;600107049;TOT;1;;;0;0;15;;;0;0;0;45;8;0;;;1074;;;;;32;3933;509;;;4;4;3;8004;1419;338;;;;;1701;1687;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2020;610000028;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610780025;GEN;;2;;;142;20;;;;;51972;72;;2;1178;43472;4861;0;0;0;0;0;5497;0;0;0;13;;15;46448;;4055;9313;695;2711;;7403;6601;708;27;10;2;6.65;8;1;9.7;;;310;40;329.43;182.19;67.35;11.84;;2.28;12.58;2;;1.4;6;;4.55;186;26;191.23;98.88;60.68;2.14;;0.45;3.15
PSY;2020;610000028;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610780025;INF;;2;;;5;2;;;;;1830;11;;;63;976;0;;;;;;392;;;0;8;;9;22386;;3532;507;111;471;338;2725;2541;41;;2;1;2.4;4;;2.83;;;122;15;122.95;39.07;8.8;19.56;;0;26.42;;;;1;;0.59;21;;15.64;7.24;;0.31;;;0.4
PSY;2020;610000028;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610780025;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4279;;;;776;758;18;;0;;;1;1;0.68;;;10;;4.46;;;4.46;;;;;;;;;;;;;;;;;;
PSY;2020;610000028;;610780025;TOT;1;;2;1;147;22;;;;;53802;83;;2;1241;44448;4861;0;0;0;0;0;5889;0;0;0;21;;24;68834;;7587;14099;806;3182;338;10154;9352;773;27;12;3;9.05;13;1;13.21;;;343;55;456.84;221.26;76.15;35.86;;2.28;39;2;;1.4;7;;5.14;193;26;206.87;106.12;60.68;2.45;;0.45;3.55
PSY;2020;610788325;CENTRE MAUBERT (61G03) - CH FLERS;610780165;GEN;;1;;;40;;;;;;14640;20;;;382;12073;;;;;;;1758;5;;;2;2;1;17291;5559;120;983;233;3583;34;2897;2661;235;1;3;1;4.16;;1;0.2;;;85;23;94.41;57.8;17.03;5.79;;1.96;2;;;;;;;;;;;;;;;
PSY;2020;610788325;;610780165;TOT;1;;0;0;40;;;;;;14640;20;;;382;12073;;;;;;;1758;5;;;2;2;1;17291;5559;120;983;233;3583;34;2897;2661;235;1;3;1;4.16;;1;0.2;;;85;23;94.41;57.8;17.03;5.79;;1.96;2;;;;;;;;;;;;;;;
PSY;2020;620000034;CH ARRAS;620100057;GEN;;3;;;90;10;0;0;8;0;30690;36;8;;1054;28262;932;0;0;996;0;0;4234;0;0;;1;;1;16314;;4234;18573;695;2240;0;4391;3446;881;15;4;4;6.6;;;;0;1;126;33;147.68;116.72;10.7;4.44;;1.21;4.32;4;4;5.9;;;;101;22;123.3;;;;;;
PSY;2020;620000034;CH ARRAS;620100057;INF;;1;;;;;;;;;;;;;0;0;0;;;0;0;0;0;0;0;;3;;1;7982;;424;58;0;1;80;912;903;0;0;1;2;1.3;;;;0;0;22;11;21.12;3.58;;6.26;;3.49;4.02;;;;;;;;;;;;;;;
PSY;2020;620000034;CH ARRAS;620100057;PEN;;;;;;;;;;;;;;;0;0;;;;;;;0;;0;;;;1;;;601;;;;;288;274;0;0;;1;0.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2020;620000034;;620100057;TOT;1;;1;1;90;10;0;0;8;0;30690;36;8;;1054;28262;932;0;0;996;0;0;4234;0;0;;4;;3;24296;;5259;18631;695;2241;80;5526;4574;881;15;5;7;8.6;;;;;;148;44;168.8;120.3;10.7;10.7;;4.7;8.34;4;4;5.9;;;;101;22;123.3;;;;;;
PSY;2020;620000059;CH BAPAUME;620100073;GEN;;1;;;20;2;;;;;7320;;;1;26;7355;366;;;;;;;;1726;;1;;1;1963;;1732;1241;153;8;;505;460;25;20;2;;2;;1;0.05;0;0;26;25;33.79;12.11;7.74;0.88;;0.17;4.66;;;0.6;;;0.05;19;21;24.27;7.31;7.44;0;;0.07;2.22
PSY;2020;620000059;;620100073;TOT;1;;;0;20;2;;;;;7320;;;1;26;7355;366;;;;;;;;1726;;1;;1;1963;;1732;1241;153;8;;505;460;25;20;2;;2;;1;0.05;;;25;24;33.79;12.11;7.74;0.88;;0.17;4.66;;;0.6;;;0.05;17;20;24.27;7.31;7.44;0;;0.07;2.22
PSY;2020;620000240;CH HENIN BEAUMONT;620100677;GEN;;2;;;79;;12;;;;28835;20;6;;805;23429;;3019;;;;;1366;0;;;2;6;1;12475;3976;3533;4643;245;977;4;3686;3091;595;15;;;;;;;;;147;41;163;123.81;11.54;7.18;;1.19;4.34;;;;;;;83;31;97.36;67.52;10.63;1.62;;0.16;2.34
PSY;2020;620000240;CH HENIN BEAUMONT;620100677;INF;;1;;;;;;;;;;15;;;;;;;;;;;852;;;;4;2;2;16245;1222;1261;580;20;3;26;1988;1937;;;;;;;;;;;28;21;39.06;12.37;0.8;7.92;;9.79;7.18;;;;;;;14;10;19.01;2.8;0.56;5.39;;7.71;2.3
PSY;2020;620000240;;620100677;TOT;1;;1;0;79;;12;;;;28835;35;6;;805;23429;;3019;;;;;2218;0;;;6;8;3;28720;5198;4794;5223;265;980;30;5617;4977;640;15;;;;;;;;;158;58;202.06;136.18;12.34;15.1;;10.98;11.52;;;;;;;97;41;116.37;70.32;11.19;7.01;;7.87;4.64
PSY;2020;620000281;EPSM VAL DE LYS ARTOIS;620101287;GEN;;7;;;218;0;0;0;0;0;78258;107;2;0;2609;60305;0;;;;;;7876;36;;;8;7;8;96873;4885;19262;18078;2119;6134;166;14310;12311;1778;57;20;9;23.82;15;4;14.73;;;415;153;506.33;337.59;59.11;20.81;;9.35;12.78;20;6;13.84;12;1;10.62;287;99;340.64;206.67;46.97;5.6;;5.93;10.64
PSY;2020;620000281;EPSM VAL DE LYS ARTOIS;620101287;INF;;2;;;10;0;;;0;0;3660;30;2;0;135;2147;;;;;;;3108;70;;;8;3;9;51216;1070;5548;1873;21;1212;522;5614;5439;108;;4;8;9.77;;;;;;98;55;127.5;66.83;7.34;12.23;;14.2;17.18;2;3;2.61;;;;41;11;35.1;20.46;2.71;0.86;;0.75;0.96
PSY;2020;620000281;EPSM VAL DE LYS ARTOIS;620101287;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;3;1.96;;;;;;13;2;10.28;7.6;;2.68;;;;;;;;;;;;;;;;;;
PSY;2020;620000281;;620101287;TOT;1;;4;1;228;0;0;0;0;0;81918;137;4;0;2744;62452;0;;;;;;10984;106;;;16;10;17;148089;5955;24810;19951;2140;7346;688;19697;17590;1881;57;26;20;35.55;15;4;14.73;;;526;210;644.11;412.02;66.45;35.72;;23.55;29.96;22;9;16.45;12;1;10.62;328;110;375.74;227.13;49.68;6.46;;6.68;11.6
PSY;2020;620000323;CH CALAIS;620101337;GEN;;2;;;66;4;7;;;;24090;30;;1;860;15309;882;1523;;;;0;3437;;3464;;2;;1;31038;;1647;2906;;4625;;3856;2915;627;1;2;25;8.76;;;;1;1;79;119;116.94;92.44;2;3.78;;5.57;4.3;2;11;6.03;;;;62;72;84.55;68.81;2;2.08;;4.07;1.66
PSY;2020;620000323;CH CALAIS;620101337;INF;;1;;;;;;;;0;;;;1;;;;;;;148;0;;;;;1;;1;3502;;1021;0;;3056;287;1865;1865;0;0;1;1;1.76;;;;;;10;15;18.23;11.24;;3.7;;;1.3;;;;;;;;;;;;;;;
PSY;2020;620000323;;620101337;TOT;1;;0;0;66;4;7;;;0;24090;30;;2;860;15309;882;1523;;;148;0;3437;;3464;;3;;2;34540;;2668;2906;;7681;287;5721;4780;627;1;3;26;10.52;;;;;;89;134;135.17;103.68;2;7.48;;5.57;5.6;2;11;6.03;;;;62;72;84.55;68.81;2;2.08;;4.07;1.66
PSY;2020;620000638;ASSOC REGIONALE ESPOIR ET VIE;620000638;GEN;;;;;48;;;;;;17568;;;;72;10238;;;;;;;;;;;;;;;;;;;;;94;22;72;;;3;1.5;;;;0;0;31;3;33.8;10;3;0.5;;;12.5;;;;;;;;;;;;;;;
PSY;2020;620000638;;620000638;TOT;0;;;0;48;;;;;;17568;;;;72;10238;;;;;;;;;;;;;;;;;;;;;94;22;72;;;3;1.5;;;;;;31;3;33.8;10;3;0.5;;;12.5;;;;;;;;;;;;;;;
PSY;2020;620000653;CH BOULOGNE-SUR-MER;620103440;GEN;;2;;;80;10;15;;;;29200;20;;;719;24794;2217;7298;;;;;1404;;0;2;;1;1;19285;44;4120;9066;1279;587;9;2888;2256;518;29;;9;7.95;;;;;;107;49;142.04;100.03;1.08;7.23;;6.41;3.56;;4;0.4;;;;;;;;;;;;
PSY;2020;620000653;;620103440;TOT;1;;2;0;80;10;15;;;;29200;20;;;719;24794;2217;7298;;;;;1404;;0;2;;1;1;19285;44;4120;9066;1279;587;9;2888;2256;518;29;;9;7.95;;;;;;107;49;142.04;100.03;1.08;7.23;;6.41;3.56;;4;0.4;;;;;;;;;;;;
PSY;2020;620001834;ASSO GROUPE AHNAC;620001834;GEN;;1;;;44;;18;13;;;16104;20;;;430;12396;;2562;3096;;;;2421;;;;1;;1;5430;;749;553;;623;;1489;1218;232;50;1;4;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2020;620001834;;620001834;TOT;1;;1;0;44;;18;13;;;16104;20;;;430;12396;;2562;3096;;;;2421;;;;1;;1;5430;;749;553;;623;;1489;1218;232;50;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2020;620002154;INSTITUT ALBERT CALMETTE A CAMIERS;620112607;GEN;;;;;30;;;;;;10980;;;;43;9548;;;;;;;;;;;;;;;;;;;;;32;;32;10;;4;0.4;;2;0.2;0;0;27;6;31.7;15.4;12.8;0.8;;0;1.7;;4;0.4;;2;0.2;27;6;31.8;14.6;12.9;0.8;;0;1.72
PSY;2020;620002154;INSTITUT ALBERT CALMETTE A CAMIERS;620112607;INF;;2;;;5;;;;5;;3660;50;2;;997;782;;;;1310;;;5356;39;;1;7;;;22892;15;;81;11;302;164;2473;2426;47;;5;5;7.9;;2;0.1;0;1;85;29;107.2;39.6;9.6;17.8;;10.4;24;;3;1;;2;0.1;23;4;25.6;14.8;6.8;0.5;;0.5;2
PSY;2020;620002154;;620112607;TOT;1;;4;0;35;;;;5;;14640;50;2;;1040;10330;;;;1310;;;5356;39;;1;7;;;22892;15;;81;11;302;164;2505;2426;79;10;5;9;8.3;;4;0.3;;;112;35;138.9;55;22.4;18.6;;10.4;25.7;;7;1.4;;4;0.3;50;10;57.4;29.4;19.7;1.3;;0.5;3.72
PSY;2020;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;GEN;;1;;;45;;;;;;16425;50;;;589;13288;;;;;;;6440;;;4;;;1;8491;;1957;;;;;1428;893;420;;4;3;5.73;2;2;1.77;0;1;70;25;85.07;61.64;8.9;2.3;;1.85;1.43;2;3;4.53;2;2;1.77;45;22;58.18;40.38;7.89;1;;1.85;0.93
PSY;2020;620003202;;620103432;TOT;1;;;0;45;;;;;;16425;50;;;589;13288;;;;;;;6440;;;4;;;1;8491;;1957;;;;;1428;893;420;;4;3;5.73;2;2;1.77;;;70;25;85.07;61.64;8.9;2.3;;1.85;1.43;2;3;4.53;2;2;1.77;45;22;58.18;40.38;7.89;1;;1.85;0.93
PSY;2020;620003475;CTRE TRAITEMENT DEPENDANCES CH LENS;620100685;GEN;;2;;;96;;;;;;35040;50;2;0;935;28872;;;;;;;6399;31;;;2;1;2;14319;82;2204;6802;191;1810;;3275;2625;650;73;5;4;7.9;1;;1;0;1;;;;;;;;;;5;3;4;1;;1;;;;;;;;;
PSY;2020;620003475;CTRE TRAITEMENT DEPENDANCES CH LENS;620100685;INF;;1;;;;;;;;;;16;;;;;;;;;;;672;;;;3;;2;16694;1;584;145;33;947;20;1111;1046;;;2;1;2.2;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2020;620003475;CTRE TRAITEMENT DEPENDANCES CH LENS;620100685;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;818;;;;118;118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2020;620003475;;620100685;TOT;1;;0;1;96;;;;;;35040;66;2;0;935;28872;;;;;;;7071;31;;;5;1;4;31014;83;2788;7765;224;2757;20;4477;3762;715;73;;;10.1;;;1;;;;;;;;;;;;;;4;;;1;;;;;;;;;
PSY;2020;620018143;CENTRE DE SOINS PSY ROGER MISES;620100057;INF;;1;;;6;;;;6;;2196;10;;;387;1063;0;;;218;0;0;937;;;;1;;1;2931;0;430;4;0;185;7;504;398;79;0;2;1;2.7;;;;0;0;;;;;;;;;;2;;1.9;;;;23;6;29.96;14.92;2;2.2;;1.18;3.91
PSY;2020;620018143;;620100057;TOT;1;;1;0;6;;;;6;;2196;10;;;387;1063;0;;;218;0;0;937;;;;1;;1;2931;0;430;4;0;185;7;504;398;79;0;2;1;2.7;;;;;;;;;;;;;;;2;;1.9;;;;23;6;29.96;14.92;2;2.2;;1.18;3.91
PSY;2020;620024349;SAS CLINIQUE DU VIRVAL;620024299;GEN;;;;;65;;;;;;23725;15;;;803;21737;;;;;;;6994;;;;;;;;;;;;;;813;;560;;0;8;4.08;;2;0.2;0;0;53;7;46.33;25.78;15.12;4.31;;1.12;;;8;3.08;;2;0.2;45;4;37.88;21.33;13.12;2.31;;1.12;
PSY;2020;620024349;SAS CLINIQUE DU VIRVAL;620024299;INF;;;;;15;;;;;;5475;;;;133;3946;;;;;;;;;;;;;;;;;;;;;97;;97;;0;8;0.72;;2;0.2;0;0;12;2;10.69;5.95;3.49;0.99;;0.26;;;8;0.72;;2;0.2;12;2;10.69;5.95;3.49;0.99;;0.26;
PSY;2020;620024349;;620024299;TOT;0;;;0;80;;;;;;29200;15;;;936;25683;;;;;;;6994;;;;;;;;;;;;;;910;;657;;;8;4.8;;2;0.4;;;65;9;57.02;31.73;18.61;5.3;;1.38;;;8;3.8;;2;0.4;57;6;48.57;27.28;16.61;3.3;;1.38;
PSY;2020;620025387;CLINIQUE DU LITTORAL;620025361;GEN;;;;;58;;;;;;21228;15;;;806;19640;;;;;;;8851;;;;;;;;;;;;;;793;;793;;;5;0.9;;5;0.9;0;0;38;11;44;25.2;13.2;3.8;;1.8;0.1;;5;0.9;;5;0.9;36;6;38.4;21.3;12.9;2.5;;1.8;0.1
