BOR;AN;FI;RS;FI_EJ;PN_A1;PN_A2;PN_A3;PN_A4;PN_A5;PN_A6;PN_A7;PN_A73;PN_A8;PN_A9;PN_A74;PN_A10;PN_A11;PN_A12;PN_A13;PN_A75;PN_A14;PN_A15;PN_A16;PN_A17;PN_A18;PN_A19;PN_A20;PN_A21;PN_A22;PN_A23;PN_A24;PN_A25;PN_B25;PN_A26;PN_A27;PN_A28;PN_A29;PN_A30;PN_A31;PN_A32;PN_A33;PN_A34;PN_B30;PN_B31;PN_B32;PN_B33;PN_B34;PN_C30;PN_C31;PN_C32;PN_C33;PN_C34;PN_A35;PN_A36;PN_A37;PN_A38;PN_A39;PN_A40;PN_A41;PN_A42;PN_A43;PN_A44;PN_A45;PN_A46;PN_A47;PN_A48;PN_A49;PN_A50;PN_A51;PN_A53;PN_A54;PN_A55;PN_A56;PN_A57;PN_A58;PN_A59;PN_A60;PN_A61;PN_A62;PN_A63;PN_A64;PN_A65;PN_A66
PN;2020;530000165;HOPITAL LOCAL EVRON;530000066;0.5;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;530000173;CENTRE HOSPITALIER NORD MAYENNE;530000074;2.61;0.22;394;1;1.29;84;0;1;0;0;;;;;;;;;;0;;;0;;;1;1;1;01/09/2012;278;220;0;25;1;0;;2;1;1;1;;0;;0.28;0.23;;1.73;1;0;;;;0;;;;0;;;;0;;;0;;1;1.22;385;115;1;3481;439;28;1.23;0;;;;
PN;2020;530000181;HOPITAL S.O. MAYENNAIS :SITE DE RENAZE;530007202;0.02;0.05;8;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;3.83;2.16;1999;1;3.09;533;0;0;0;1;;53;424;267;273;1012;267;217;1;0;;;0;;;1;1;1;17/08/2012;630;239;1;14;0;0;0;3;1;7;5;2;2;2;0.9;0.8;0.1;3.51;2.01;1;10;36;3611;0;;;;0;;;;1;21;1961;1;0.91;1;2.04;503;188;1;1558;503;;0.94;0;;;;
PN;2020;530000611;HOPITAL LOCAL VILLAINES LA JUHEL;530002591;0.07;0.15;;1;0.1;;0;0;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;530008119;DIAVERUM CHATEAU GONTIER;490011384;0.05;0.1;0;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;530031509;SSR LA BREHONNIERE;530000868;0.1;0.02;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;530031962;POLYCLINIQUE DU MAINE;530000975;0.75;0.2;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.27;0;;;;0;;;;;0;;;;
PN;2020;530032788;USLD CH HAUT ANJOU CHATEAU GONTIER;530000025;;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;1;13;6;4578;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;540000015;CHRU NANCY - MATERNITE;540023264;1.18;0;712;1;1;213;1;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;1;3;311;0;;0;;;;1;433;75;8;0.7;1;1512;;2.2;0.6
PN;2020;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;540000049;1.05;0.36;812;1;0.76;90;0;0;0;1;;696;3879;20;;;1034;852;1;0;;;0;;;1;1;1;01/04/2006;269;188;0;31;;;;;;2;;2;2;1;0.6;;0.6;0.55;0.35;0;;;;0;;;;0;;;;1;35;297;0;;0;;;;1;;;;0.2;0;;;;
PN;2020;540000072;MAISON HOSPITALIERE DE BACCARAT;540014081;0.35;0.23;;0;;;;;;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;540000148;CH 3H SANTE SITE DE CIREY SUR VEZOUZE;540019007;0.1;0;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;1;12;0;1;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;0.6;0.2;1118;1;1;29;0;0;0;0;;;;;;;;;;0;;;0;;;1;1;1;21/03/2006;392;227;0;22;;;;;;2;2;;2;1;0.3;0.3;;0.55;0.3;0;;;;0;;;;0;;;;1;3;392;0;;1;0.2;4;;1;192;80;12;0.4;0;;;;
PN;2020;540000163;CHRU NANCY - CENTRE EMILE GALLE;540023264;;;644;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;540000270;HOPITAL LOCAL DE POMPEY;540003399;1;0;0;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;540000288;LES ELIEUX SOINS DE SUITE READAPTATION;540018710;0.3;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;540000312;CENTRE HOSPITALIER ST NICOLAS DE PORT;540000114;1;0.25;;0;;;;;;0;;;;;;;;;;0;;;0;;;1;1;1;01/01/2013;65;40;1;30;;;;;;1;;;2;2;0.4;;;1.26;0.86;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;540000361;CLINIQUE JEANNE D'ARC;540003928;0.1;0.05;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.05;0;;;;0;;;;;0;;;;
PN;2020;540000395;LES MAISONS HOSPITALIERES SITE NANCY;540000122;0.6;0.1;0;0;;;;;0;0;;;;;;;;;0;0;;;0;;;1;1;1;01/09/2013;188;101;0;;;;;;;8;5;;;;4.2;3.4;0;0;0;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;540000445;CLINIQUE AMBROISE PARE;540000890;;0.5;;0;;;;;;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;540000452;CLINIQUE SAINT ANDRE;540000908;0.5;0.3;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;540000478;CLINIQUE LOUIS PASTEUR;540003449;2.9;0.7;1869;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.3;1;0.2;;0;1;;;3;0.2;0;;;;
PN;2020;540000486;POLYCLINIQUE DE GENTILLY;540000932;2.92;0.5;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;;0;;;;0;;;;;0;;;;
PN;2020;540000585;SSR DE FLAVIGNY - OHS;540006707;0.5;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;540000668;CTRE JACQUES PARISOT BAINVILLE S MADON;540006707;0.4;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;1;10;1;1;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;540000858;LES MAISONS HOSPITALI. SITE N. MAISONS;540000122;0.6;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;540000973;CTRE D'OBSERVATION ET DE CURE FLAVIGNY;540006707;0.05;0.05;0;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;2.08;0.45;357;1;0.95;33;0;0;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;1;7;166;0;;0;;;;1;127;47;7;0.4;0;;;;
PN;2020;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;1.5;0.4;;1;0.93;;0;0;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;1;40;392;1;1.5;0;;;;0;;;;;0;;;;
PN;2020;540001104;HOPITAL DE JOEUF (ASSPO);570027995;;0.4;;0;;;;;;0;;;;;;;;;;0;;;0;;;1;1;1;21/03/2016;276;151;0;;;;;;;3;3;;7;2;1.15;1.15;;5.22;1.06;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;540001138;CHRU NANCY - HOPITAL CENTRAL;540023264;0;0;2519;1;6.3;464;1;1;0;1;;692;2653;974;1809;4010;720;1364;;0;;;1;40;13;1;1;1;01/11/2003;101;34;0;;2;;1;2;1;;;;;;0.19;;0.03;0.21;0.17;0;;;;0;;;;0;;;;0;;;1;19;0;;;;0;;;;;0;;;;
PN;2020;540001286;INSTITUT DE CANCEROLOGIE DE LORRAINE;540003019;0.8;1;1463;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.5;0;;;;0;;;;;1;442;0;2.25;0.1
PN;2020;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;13.4;2.46;6088;0;;;;;;0;;;;;;;;;;1;397;1753;1;251;94;1;1;1;01/11/2003;1273;506;0;89;3;1;1;8;4;;;;;;0.71;0.05;0.15;5.01;2.72;0;;;;0;;;;0;;;;1;38;2786;1;;1;3.85;734;0;1;1432;373;20;2.02;1;7055;2348;5.17;0.9
PN;2020;540003043;CHRU NANCY - HOPITAL SAINT JULIEN;540023264;;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;1;12;71;4141;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;540005196;ETB SOINS DE SUITE LE CHATEAU BACCARAT;540008398;0.5;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;540006665;USLD BLAMONT CH 3H SANTE;540019007;0.05;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;540009412;CTRE DE READAPTATION LAY ST CHRISTOPHE;540019726;0.09;0.02;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;52;21;;0.05;0;;;;
PN;2020;540009701;INST REGIONAL DE READAPTATION NANCY;540019726;0.07;0.02;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;76;43;;0.05;0;;;;
PN;2020;540010568;HAD HADAN AGGLOMERATION NANCEIENNE;540010519;0.1;0.05;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;540013224;POLYCLINIQUE MAJORELLE;540000536;0.3;0.1;678;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.2;0;;;;1;;;;;0;;;;
PN;2020;540013232;CHRU NANCY - USLD ST STANISLAS;540023264;;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;1;16;21;5269;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;540013737;IRR CTRE DE READAPTATION POUR ENFANTS;540019726;0.05;0.02;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY;540000056;1;0.1;;1;1.65;140;0;1;1;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;1;1.77;846;;1;565;204;;4.38;0;;;;
PN;2020;540020146;CENTRE DE REEDUCATION FLORENTIN;540006707;0.5;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;540022837;CLINIQUE BELLEFONTAINE ( SAS CLINEA );920030269;1;0.2;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;550006795;2.13;0.4;1539;1;1.5;112;1;0;0;1;550000095;2;3445;687;21;607;1398;518;2;0;;;0;;;1;1;1;21/03/2006;199;57;0;90;;;;1;1;2;;;1;;0.2;;;1.75;1;0;;;;0;;;;0;;;;1;11;389;1;0.57;1;1.86;170;101;1;3219;507;8;0.56;0;;;;
PN;2020;550000038;CENTRE HOSPITALIER ST-CHARLES COMMERCY;550000046;0.5;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;550000178;POLYCLINIQUE DU PARC;550000293;0.95;1.35;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;1;0;;;;0;;;;;0;;;;
PN;2020;550000202;CENTRE HOSPITALIER STE-ANNE ST-MIHIEL;550006795;;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;1;8;0;1;0;;;0;;0;;;;1;6004;715;9;6.5;0;;;;
PN;2020;550000251;CHS DE FAINS-VEEL;550000095;1;0.4;;1;1;145;0;1;1;1;;;0;0;0;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;550000434;CENTRE HOSPITALIER DE BAR-LE-DUC;550003354;1.11;1.01;884;1;1.45;154;1;;0;1;;80;537;97;1377;3284;173;218;1;0;;;0;;;1;1;1;01/01/2006;216;75;0;;;;;;;2;1;1;1;;0.7;0.6;0.1;0.15;;0;;;;0;;;;0;;;;1;40;444;1;0.9;1;1.82;77;151;1;1297;228;2;2.38;0;;;;
PN;2020;560000127;CHBA SITE DE VANNES;560023210;4.32;0.5;1878;1;1.5;367;0;0;0;1;;71;952;516;254;0;278;112;2;0;;;0;;;1;3;1;27/01/2006;750;340;0;;4;;;0;0;0;;;1;1;0.61;;;0.8;0.8;0;;;;0;;;;0;;;;0;;;1;3.82;0;;;;1;1156;418;;1.8;1;1086;0;3.02;0.9
PN;2020;560000135;GHBS- HÔPITAL DU SCORFF;560005746;4.28;1.35;3480;1;1.81;794;1;0;0;1;560000697;227;3285;125;0;;945;605;1;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;1;18;541;0;;1;3.66;1865;958;1;2250;1150;28;3.18;1;185;;;0.06
PN;2020;560000143;CHCB- SITE KÉRIO;560014748;1.8;0.6;1861;1;1.91;177;0;0;0;0;;;;;;;;;1;0;;;0;;;1;1;1;25/04/2013;272;145;0;168;6;4;2;0;0;1;1;0;3;1;1.6;0.8;0.8;0.6;0.5;0;;;;0;;;;0;;;;1;6;337;0;;0;;;;1;406;105;13;1.07;0;;;;
PN;2020;560000184;CLINIQUE DES AUGUSTINES;560006017;0.33;0.09;54;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;1;01/04/2006;529;286;1;150;;;;;;4;4;0;13;2;1.5;1.5;;8.84;1;0;;;;0;;;;1;4;0;1;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;1;0.3;500;1;0.5;101;0;0;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;560000200;CHBA SITE D'AURAY;560023210;;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;866;496;;2.36;0;;;;
PN;2020;560000242;CPCR BILLIERS;560022246;0.11;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;560000275;GHBS - HOPITAL DE KERLIVIO;560005746;;;43;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;1;27/01/2006;299;103;1;;;;;2;;6;1;;1;1;0.35;0.11;0;0.82;0.43;1;10;69;3190;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;560000366;CENTRE HOSPITALIER GUEMENE SUR SCORFF;560000259;0.2;0.2;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;1;2;0;1;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;560000382;ETABLISSEMENT PUBLIC DE SANTE MENTALE;560002032;0.5;0.1;537;1;1.78;82;;;1;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;1;4.65;1399;949;1;3425;587;;1.15;0;;;;
PN;2020;560000390;CENTRE DE POSTCURE LE PHARE;560006074;0.1;0.1;31;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;560000424;ETABLISSEMENT DE SOINS KERALIGUEN;560006074;0.1;;7;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;1;6;0;1;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;560000465;GHBS - HOPITAL LE FAOUET;560005746;0.15;0.05;21;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;560000473;CHIRC SITE CARENTOIR;350000048;;0.1;;1;;;;;;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;560000499;CENTRE HOSPITALIER DE BASSE-VILAINE;560002222;0.3;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;560000697;EPSM JEAN-MARTIN CHARCOT;560002677;0.5;0.05;112;1;2;408;1;1;1;1;560000135;;0;0;361;6607;;670;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;560002024;CTRE DE REED.FONCTIONNELLE DE KERPAPE;560006074;0.75;0.1;214;0;;;;;;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;560002123;CLINIQUE SAINT VINCENT;920030269;0.3;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;560002685;ETABLISSEMENT SPECIALISE KER JOIE;750043713;0.1;0.1;52;0;;;;;0;0;;;;;;;;;0;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;560002933;CLINIQUE MUTUALISTE PORTE DE L'ORIENT;560026965;0.6;0.3;454;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;560002974;ETABLISSEMENT DE SANTE LE DIVIT;830013678;0.25;0.1;0;0;;;;;0;0;;;;;;;;;0;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;560003006;CENTRE DE POST-CURE KERDUDO;560000770;0.1;0.05;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;560003055;CENTRE DE SOINS DE SUITE KORN-ER-HOUET;440042844;0.2;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;560003980;GHBS - HOPITAL DE KERBERNES;560005746;;;2;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;560004277;CENTRE DE KERVILLARD;750721029;0.1;0;0;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;560006991;HOP DE JOUR CMP ENFANTS ADO PONTIVY;220017974;0.12;0.05;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;1;2.66;467;213;1;5479;442;10;6.27;0;;;;
PN;2020;560007510;POLYCLINIQUE DE KERIO;560001307;0.26;0.06;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;560008799;HÔPITAL PRIVÉ OCÉANE;560013989;1;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;1;0;;;;0;;;;;0;;;;
PN;2020;560010092;USLD UHR EPSM MORBIHAN;560002032;;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;1;14;5;5099;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;560015422;GHBS - HOPITAL PORT LOUIS - RIANTEC;560005746;0.12;0.05;4;0;;;;;;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;560018509;HAD DE L'AVEN A ETEL;560018459;0.5;;16;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;560027377;ASS DES AUGUSTINES SITE CH MALESTROIT;560006017;0.03;0.01;1;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;1;11;69;2479;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;560027641;USLD CH JOSSELIN;560000077;0.1;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;560029068;GCS CLINIQUE DU TER;560029050;;;401;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;570000026;HOPITAL SAINT JOSEPH DE SARRALBE;570024794;1;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;1;12;4;3942;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;570000059;CH MARIE-MADELEINE DE FORBACH;570025254;1;0.8;1889;1;0.8;137;0;0;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;1.9;0;;;;0;;;;;0;;;;
PN;2020;570000083;CLINIQUE SAINT NABOR DE SAINT AVOLD;570000729;0.5;0.35;655;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;570000091;HOPITAL FILIERIS DE FREYMING-MERLEBACH;750050759;1;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;570000109;NIDERVILLER - CRS SAINT LUC;570000034;0.2;0.15;;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;1;30/04/2013;200;116;0;40;;;;2;1;1;1;;;;0.5;0.5;;2;1;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;1;0;655;1;1.1;54;0;0;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;1;7;456;0;;0;;;;1;102;67;;0.4;0;;;;
PN;2020;570000166;CTRE DE GERIATRIE FORBACH - SOS SANTE;570010181;0.02;0.02;2;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
