BOR;AN;FI;RS;FI_EJ;CANCERO_A1;CANCERO_A2;CANCERO_A3;CANCERO_A4;CANCERO_B4;CANCERO_A5;CANCERO_A6;CANCERO_B6;CANCERO_A7;CANCERO_A8;CANCERO_B8;CANCERO_C8;CANCERO_A9;CANCERO_B9;CANCERO_C9;CANCERO_A10;CANCERO_B10;CANCERO_A11;CANCERO_B11;CANCERO_C11;CANCERO_D11;CANCERO_A12;CANCERO_B12;CANCERO_A13;CANCERO_A14;CANCERO_A15;CANCERO_B15;CANCERO_A16;CANCERO_B16;CANCERO_A17;CANCERO_B17;CANCERO_A18;CANCERO_A19;CANCERO_A20;CANCERO_A21;CANCERO_A22;CANCERO_A23;CANCERO_B19;CANCERO_B20;CANCERO_B21;CANCERO_B22;CANCERO_B23;CANCERO_C19;CANCERO_C20;CANCERO_C21;CANCERO_C22;CANCERO_C23;CANCERO_A24;CANCERO_A25;CANCERO_A26;CANCERO_A27;CANCERO_B24;CANCERO_B25;CANCERO_B26;CANCERO_B27;CANCERO_C24;CANCERO_C25;CANCERO_C26;CANCERO_C27;CANCERO_D24;CANCERO_D26;CANCERO_E24;CANCERO_E26;CANCERO_A28;CANCERO_A29;CANCERO_B28;CANCERO_B29;CANCERO_C28;CANCERO_C29;CANCERO_A30;CANCERO_A31;CANCERO_A32;CANCERO_A33;CANCERO_A34;CANCERO_B30;CANCERO_B31;CANCERO_B32;CANCERO_B33;CANCERO_B34;CANCERO_C30;CANCERO_C31;CANCERO_C32;CANCERO_C33;CANCERO_C34
CANCERO;2020;750300840;CLINIQUE DE LA MUETTE;750000903;0;0;0;240;0;148;199;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;750300881;CLINIQUE CHIRURGICALE DU TROCADERO;750000937;0;0;0;151;0;111;64;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;750300915;CLINIQUE INTERNATIONALE PARC MONCEAU;750065963;0;0;0;257;0;137;385;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;750301145;CLINIQUE DU MONT LOUIS;750001042;0;0;0;157;0;148;14;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;750803447;HU PARIS OUEST SITE G POMPIDOU APHP;750712184;1;1;1;42363;0;39540;24728;0;1;;;;14885;0;322;14124;0;1703;0;1;0;4;;3;1422;21917;206;96;17;1315;0;54;7;6;17;2;12;3;;7;;4;7.6;6;23.1;2;15.4;49;38;7;4;1706;14278;440;31;0;0;0;0;15167;783;0;0;25;2;3;;21.95;1.59;78;37;;;21;9;2;;;1;83.9;38.7;;;21.7
CANCERO;2020;750803454;HU ROBERT DEBRE APHP;750712184;1;0;1;1890;0;1371;8323;0;1;;;;1138;0;226;737;0;0;0;189;0;;;;;;;;;;;;;;;;;;;;;;;;;;;40;11;1;1;33;3599;11;23;33;3523;10;23;51;24;51;22;;15;;3;;16.07;70;29;4;1;5;7;5;;1;2;76;33;4;1.3;7
CANCERO;2020;750806226;HOSPITALISATION A DOMICILE APHP PARIS;750712184;1;0;0;0;5933;0;0;6298;0;750806226;;;0;5933;0;0;6298;0;989;0;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;760000018;CH DIEPPE;760780023;1;0;1;3526;0;3189;2960;0;1;;;;3250;0;49;3124;0;371;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;0;3488;0;0;0;0;0;0;0;0;0;0;1;;2;;1.3;;5;3;;1;2;1;;;;1;5.13;2.57;;0.15;0.92
CANCERO;2020;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;1;0;1;14621;0;11834;27579;0;1;;;;12073;0;358;11200;0;1614;0;109;0;;;;;;;;;;;;;;;;;;;;;;;;;;;8;26;;;361;15371;0;0;360;2038;0;0;1582;0;1570;0;;;1;;0.4;;28;14;1;;11;8;4;1;;1;34.37;17.06;1;;8.63
CANCERO;2020;760000166;CRLCC HENRI BECQUEREL ROUEN;760780247;1;1;1;65458;0;63287;22872;0;1;;;;20296;0;817;18364;0;2172;0;4;0;5;0;3;2361;40942;1369;0;219;2277;7;216;6;5;19;4;8;2;2;11;2;4;7.2;5.6;28.5;5.4;10.9;95;46;20;8;2239;23032;756;2047;5;28;2;4;20023;4260;15;5;10;11;3;6;10.07;11.06;125;58;1;2;48;30;12;2;0;10;143.39;64.06;2.5;2;56.61
CANCERO;2020;760000364;CHI DU PAYS DES HAUTES FALAISES FECAMP;760780734;1;0;0;1193;1;1180;335;2;0;760780791;;;1189;1;0;1180;2;81;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;760000372;CH LILLEBONNE CHI CAUX VALLEE DE SEINE;760780742;1;0;1;976;0;953;316;0;0;760780791;;;970;0;5;947;0;92;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;0;947;0;0;0;0;0;0;0;0;0;0;;;;1;;0.1;3;;;3;1;2;1;;1;;3.81;0.8;;2.15;1
CANCERO;2020;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;1;0;0;2899;21;2527;2942;32;1;;;;2515;21;9;2471;32;333;7;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;760020529;HAD DU CEDRE;760000257;1;0;0;0;6;0;0;6;0;760000257;;;0;6;0;0;6;0;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;760021329;HOPITAL PRIVE DE L'ESTUAIRE;760000448;1;0;1;7713;8;6945;6634;17;1;;;;6977;8;81;6757;17;726;5;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;;;0;6705;0;0;0;12;0;0;0;0;0;0;4;25;;;4;25;15;13;;1;3;9;1;2;;2;20.28;11.28;1.01;1;2.89
CANCERO;2020;760025312;CLINIQUE MATHILDE ROUEN;760000315;1;0;1;4299;0;3498;4148;0;1;;;;3001;0;38;2922;0;337;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;;;0;2922;0;0;0;0;0;0;0;0;0;0;;;1;1;0.8;1;11;4;1;;1;7;6;1;1;1;13.66;6.83;1.22;0.77;1.8
CANCERO;2020;760027292;CLINIQUE MEGIVAL;760027300;1;0;1;1964;0;1738;1213;0;1;;;;1578;0;1;1558;0;151;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;0;1541;0;0;0;0;0;0;0;0;0;0;;;2;;0.4;;5;6;;;3;3;;1;1;;7.01;3.79;0.25;0.15;2.88
CANCERO;2020;760028985;CENTRE GUILLAUME LE CONQUERANT SCM GRH;760012039;0;1;0;23321;;23321;0;;;;;;;;;;;;;;;2;0;0;0;23321;0;0;0;1050;0;0;2;2;12;2;4;1;1;1;;3;2.6;2.5;12.3;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;760028993;CENTRE FREDERIC JOLIOT;760921429;0;1;0;25411;;25411;0;;;;;;;;;;;;;;;3;0;0;0;25411;0;0;0;1061;0;0;3;4;15;2;9;1;0;1;1;1;3.8;4;15.8;2.8;9.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;760780205;CLINIQUE ST ANTOINE BOIS GUILLAUME;760000125;0;0;0;374;0;235;366;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;760780510;CLINIQUE DU CEDRE;760000257;1;0;1;2165;0;1217;5003;0;1;;;;1054;0;4;1042;0;133;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;0;937;0;0;0;0;0;0;0;0;0;0;0;10;;;;5;;;;;;;;;;;;;;;
CANCERO;2020;760780619;CLINIQUE SAINT-HILAIRE ROUEN;760000307;1;0;1;8400;0;7967;3940;0;1;;;;7623;0;12;7563;0;856;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;0;7454;0;0;0;0;0;0;0;0;0;0;4;2;;;4;2;15;13;1;;;2;1;;;;16.49;13.8;1;;
CANCERO;2020;760780783;CLINIQUE TOUS VENTS LILLEBONNE;760000406;0;0;0;103;0;44;514;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;760780791;CLINIQUE LES ORMEAUX-VAUBAN LE HAVRE;760000414;1;0;1;5768;0;5099;4045;0;1;;;;5112;0;144;4937;0;555;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;0;4898;0;0;0;0;0;0;0;0;0;0;2;;1;;2.5;;2;;;;;3;;2;1;;4;;1;0.8;
CANCERO;2020;760780825;CLINIQUE DE L'ABBAYE FECAMP;760000430;0;0;0;144;0;51;396;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;760783522;HOPITAL DE BOIS-GUILLAUME CHU ROUEN;760780239;1;0;0;8;0;5;73;0;1;;;;7;0;0;4;0;4;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;1;0;0;5967;0;5155;5806;0;1;;;;5399;0;312;4816;0;622;0;21;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;760921809;CLINIQUE DE L'EUROPE ROUEN;760000273;1;0;0;1421;0;898;2846;0;1;;;;799;0;0;793;0;91;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;770000131;CH DE COULOMMIERS;770021145;1;0;0;1113;0;861;1903;0;1;;;;1047;0;148;829;0;131;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;770000149;CH DE FONTAINEBLEAU;770021152;1;0;1;4034;0;3611;3284;0;1;;;;3531;0;86;3349;0;362;0;9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;20;20;;;734;36;0;0;2;0;0;0;6173;0;4;0;3;;;;3;;12;5;1;;1;1;;;;;15;6;0.62;;1
CANCERO;2020;770000156;CH DE MELUN SITE SANTEPOLE;770110054;1;0;1;2420;0;2321;1090;0;1;;;;2372;0;20;2298;0;281;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;;;10;805;0;0;0;0;0;0;14;0;0;0;1;0;2;0;1.14;0;;;;;;;;;;;;;;;
CANCERO;2020;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;1;0;0;1382;37;1314;763;105;1;;;;1329;37;3;1302;105;132;23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;770000172;CH DE PROVINS LEON BINET;770110070;1;0;1;1361;0;1194;2457;0;0;940100027;;;1140;0;0;1097;0;142;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;0;1097;0;0;0;0;0;0;0;0;0;0;3;1;;;2.2;0.5;2;1;1;;1;;;;;;0.7;0.5;0.5;;0.5
CANCERO;2020;770000446;CH DE MEAUX SITE SAINT FARON;770021145;1;0;1;3853;0;3139;7711;0;1;;;;3520;0;276;3098;0;410;0;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;0;1641;0;0;0;0;0;0;0;0;0;0;2;27;;3;1.8;11.48;22;14;1;;5;3;3;;;;27.57;17.55;0.5;0.2;5.34
CANCERO;2020;770003788;CTRE RADIOTHERAPIE SEINE ET MARNE ACT;770003739;0;1;0;72811;;15947;0;;;;;;;;;;;;;;;2;1;0;56864;15947;;0;;1012;;0;3;2;8;1;5;1;1;4;1;2;3.5;2.7;9.9;1.2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;770016475;HAD CENTRE 77 COULOMMIERS;770014207;1;0;0;0;9;0;0;16;0;770110013;;;0;9;0;0;16;0;6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;1;0;1;5471;0;5035;4228;0;1;;;;4934;0;7;4813;0;548;0;17;0;;;;;;;;;;;;;;;;;;;;;;;;;;;18;15;8;;528;4783;107;3;0;0;0;0;6154;1277;0;0;2;3;1;;1.9;3.07;23;16;0;1;5;1;3;0;0;0;24.61;18.33;0.5;0.7;4.2
CANCERO;2020;770020477;HOP FORCILLES FONDATION COGNACQ JAY;750720468;1;1;1;19581;0;19336;3001;0;1;;;;2857;0;60;2732;0;398;0;0;0;2;;;672;15802;179;0;0;788;0;0;5;3;11;3;4;;;1;;;5;3;10.8;3;4;23;12;;;706;2730;0;0;0;0;0;0;7341;0;0;0;2;;;;2;;53;45;2;2;9;2;2;1;;6;48.76;44.27;2.5;2;11
CANCERO;2020;770020949;INSTITUT CANCEROLOGIE SEINE ET MARNE;770015030;0;1;0;28919;0;27655;0;0;;;;;;;;;;;;;;3;0;0;1264;27655;0;0;0;1264;0;0;5;4;18;2;8;;;;;;5;4;18;2;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;770300010;HOPITAL PRIVE DE MARNE CHANTEREINE;770004299;1;0;1;1399;0;1210;1594;0;1;;;;1170;0;5;1148;0;143;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;0;1154;0;0;0;0;0;0;0;0;0;0;;;3;;2.5;;1;;;;;;;1;;;1;;0.4;;
CANCERO;2020;770300135;CLINIQUE MEDICO CHIRURG LES FONTAINES;770000289;1;0;1;260;0;78;972;0;1;;;;69;0;2;67;0;15;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;0;63;0;0;0;0;0;0;0;0;0;0;1;;;;0.25;;2;;;;1;1;;1;1;1;0.7;;0.07;0.02;0.35
CANCERO;2020;770300143;CLINIQUE SAINT JEAN L ERMITAGE;770000362;1;0;1;5861;0;5309;3411;0;1;;;;5170;0;0;5122;0;503;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;7;15;;;132;5122;;;;;;;1700;;;;0;;2;;2;;6;4;0;0;;2;0;1;0;6;5.11;3.68;0.5;0;3
CANCERO;2020;770300192;CLINIQUE SAINT BRICE;770000313;0;0;0;41;0;37;17;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;770790707;CLINIQUE DE TOURNAN;770000719;0;0;0;129;0;39;626;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;770813400;CLINIQUE MEDICO CHIRURGICALE ST FARON;770001014;1;0;1;2236;0;2015;639;0;1;;;;1813;0;2;1805;0;214;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;;;0;1877;0;0;0;0;0;0;0;0;0;0;1;;3;;1;;2;1;;;;;;;;;2;1;;;
CANCERO;2020;780000287;CH FRANCOIS QUESNAY MANTES;780110011;1;0;1;5810;0;5431;3427;0;1;;;;5528;0;75;5315;0;605;0;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;17;15;;;580;6375;0;0;0;219;0;0;5677;0;0;0;4;3;;3;2.85;3.77;12;7;;;6;7;3;1;1;;16.39;10.52;0.6;0.24;6.16
CANCERO;2020;780000295;CHI DE MEULAN LES MUREAUX;780002697;0;0;0;181;0;49;1067;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;1;1;0;491;0;170;2587;0;1;;;;100;0;2;78;0;16;0;11;0;2;;;0;0;8;0;0;7;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;780000329;CH DE RAMBOUILLET;780110052;1;0;1;2295;0;2155;1466;0;1;;;;2197;0;9;2128;0;232;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;0;2130;0;0;0;0;0;0;0;0;0;0;;;1;2;0.25;0.7;3;1;;;;2;1;1;1;3;4;1.5;0.1;0.1;1.3
CANCERO;2020;780000337;CHI POISSY ST GERMAIN SITE ST GERMAIN;780001236;1;1;1;26749;0;26334;2909;0;1;;;;4827;0;235;4467;0;605;0;0;0;2;;0;857;20923;72;0;0;892;0;0;;3;12;;5;;;2;;1;;3;13.09;;6;15;15;;;498;4334;0;0;0;0;0;0;3026;0;0;0;7;;1;;7.38;0.21;9;6;1;;2;;1;;;3;7.33;7.42;1;;3.4
CANCERO;2020;780018727;CLINIQUE SAINT GERMAIN;780018719;0;0;0;402;0;250;427;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;780022646;CTRE RADIOLOGIE ET TRAITEMENT TUMEURS;780024857;0;1;0;22742;;22742;;;;;;;;;;;;;;;;3;0;;;22742;0;;;947;;;1;2;8;1;1;3;;3;;1;3;2.84;11.33;1;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;780150066;HOPITAL LA PORTE VERTE;780808614;1;0;1;1196;0;1156;419;0;1;;;;1196;0;14;1156;0;156;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;10;6;;;273;1195;0;0;0;0;0;0;2698;0;0;0;2;1;1;;1.93;1;3;3;;;2;1;0;;;0;3.14;3.1;;;1.53
CANCERO;2020;780300125;POLYCLINIQUE REGION MANTAISE;780000535;0;0;0;376;0;95;2241;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;780300208;CLINIQUE SAINT LOUIS;780000576;0;0;0;209;0;111;541;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;780300323;HOPITAL PRIVE FRANCISCAINES;780003679;0;0;0;680;0;148;2634;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;780300406;HOPITAL PRIVE DE PARLY II;780018032;0;0;0;1440;0;1314;579;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;780300414;CH PRIVE DE L EUROPE;780000675;1;0;1;4519;0;4109;5154;0;1;;;;4141;0;61;3987;0;487;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;32;13;0;0;542;3979;0;0;0;0;0;0;17344;0;0;0;2;1;0;1;2;1;10;7;1;1;3;0;0;1;1;0;10;7;2;2;3
CANCERO;2020;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;1;0;1;3189;0;2861;3060;0;1;;;;2551;0;2;2531;0;290;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;0;2531;0;0;0;0;0;0;0;0;0;0;2;;;;2;;5;;;;;;;1;;;5.15;;0.4;;
CANCERO;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;1;0;1;8215;0;6841;14829;0;1;;;;7723;0;581;6738;0;1021;0;31;0;;;;;;;;;;;;;;;;;;;;;;;;;;;18;15;;;596;6128;0;0;5;31;0;0;4791;0;18;0;2;;;;2.7;;17;11;6;;;4;1;1;;;20.64;11.21;0.03;;
CANCERO;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;1;1;1;29555;75;28208;10263;125;1;;;;11377;75;403;10719;125;1235;18;0;0;3;0;;849;16366;176;0;0;752;0;0;4;4;15;;;1;;4;;;4.17;4;16.65;;;16;23;;;565;9167;0;0;0;0;0;0;4887;0;0;0;1;;1;3;1.5;;8;13;;;5;6;1;2;;6;12.02;13.31;1.16;0.29;7.98
CANCERO;2020;790009948;POLYCLINIQUE D'INKERMANN;790001242;1;0;0;533;0;202;2433;0;0;790000087;;;139;0;0;139;0;20;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;790019848;SITE HOSPITALIER FAYE L'ABBESSE;790006654;1;0;1;1341;0;1118;1583;0;1;;;;991;0;2;972;0;94;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;0;227;0;0;0;0;0;0;0;0;0;0;;;;1;;0.2;1;1;;;;2;;;;1;2.18;1;;;0.76
CANCERO;2020;800000143;CH ABBEVILLE;800000028;1;0;0;3563;0;3219;2551;0;1;;;;3323;0;73;3190;0;381;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;800000192;CHU AMIENS NORD;800000044;1;0;0;376;;362;894;;0;800006124;;;354;;5;297;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;800000226;CH DOULLENS;800000069;1;0;0;849;3;841;38;8;0;800006124;;;849;3;0;841;8;90;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;800000432;CH PÉRONNE;800000093;1;0;0;208;0;199;109;0;0;020000063;;;203;0;1;197;0;22;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;800002503;SA CLINIQUE SAINTE ISABELLE;800001141;0;0;0;352;0;139;871;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;800006124;CHU AMIENS SUD;800000044;1;1;1;39836;0;35797;32557;0;1;;;;18258;0;939;16485;0;2051;0;95;0;3;0;4;1168;16651;429;0;101;1148;1;79;4;2;17;1;6;1;;6;1;3;3.86;2;20.37;1.8;7.38;58;55;;;1685;20333;;;385;1463;;;11454;;1592;;3;4;5;13;3.37;9.16;57;33;;;16;11;1;;;3;64.17;35.49;;;21.66
CANCERO;2020;800009466;POLYCLINIQUE DE PICARDIE;800002982;0;0;0;530;0;167;2549;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;800009920;CLINIQUE VICTOR PAUCHET DE BUTLER;800003071;0;0;0;1006;0;215;3467;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;800010639;CTRE TRAITEMENT HAUTES ENERGIES;800010621;0;1;0;18406;;18406;0;;;;;;;;;;;;;;;2;0;0;;18406;0;0;0;873;0;0;2;3;13;3;;2;1;1;;;3.5;3.75;13.8;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;800013179;CLINIQUE DE L'EUROPE;800013138;1;0;1;9798;0;9539;1064;0;1;;;;9787;0;194;9539;0;1081;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;0;9239;0;0;0;0;0;0;0;0;0;0;3;3;1;2;3.4;4;5;;1;;;;;1;;;5;;1.34;;
CANCERO;2020;810000224;CL CLAUDE BERNARD;810000471;1;1;1;6414;0;5971;5291;0;1;;;;6019;0;18;5990;0;747;0;0;0;2;1;2;0;0;8;0;8;7;0;8;5;;;;;;;;;;5;;;;;;1;;;0;6008;0;0;0;0;0;0;0;0;0;0;3;1;;;3;1;5;7;1;3;;2;1;1;;;6.5;7.95;2.5;2.8;
CANCERO;2020;810000505;CH ALBI;810000331;1;0;1;3939;68;3677;2029;68;1;;;;3739;68;47;3572;68;358;15;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;0;3829;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0.66;0.17;4;0;0;0;1;1;1;1;0;1;2.99;0.23;0.27;0;1.24
CANCERO;2020;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;1;0;1;5186;0;4675;5405;0;1;;;;4476;0;65;4292;0;476;0;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;17;10;;;385;4382;0;0;0;45;0;0;3650;0;0;0;;1;3;;2.75;1;5;1;;1;;;1;;;;1.71;2.78;;0.09;
CANCERO;2020;810101170;CL TOULOUSE LAUTREC;810101162;0;0;0;802;0;291;2295;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;810101444;POLYCL DU SIDOBRE;810000992;1;0;0;405;0;178;1439;0;0;810000380;;;87;0;0;85;0;16;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;820000032;CH DE MONTAUBAN;820000016;1;0;0;3467;127;3193;2710;127;1;;;;3381;127;127;3158;127;368;28;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;820000040;CL CROIX ST MICHEL;820000081;0;0;0;161;0;73;508;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;820000057;CL DU PONT DE CHAUME;820000131;1;0;1;5866;0;4983;5651;0;1;;;;5135;0;163;4921;0;690;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;14;12;;;483;4886;;0;0;0;;0;3506;;0;;3;4;;;3;2;8;6;0;0;0;4;2;1;1;0;12.02;7.16;0.59;0.5;0.28
CANCERO;2020;820000065;CL DU DR HONORE CAVE;820000156;0;0;0;167;0;136;61;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
