BOR;AN;FI;RS;FI_EJ;PHARMA_A1;PHARMA_A2;PHARMA_A3;PHARMA_A4;PHARMA_A5;PHARMA_A6;PHARMA_A7;PHARMA_B7;PHARMA_C7;PHARMA_D7;PHARMA_E7;PHARMA_A36;PHARMA_A8;PHARMA_B8;PHARMA_C8;PHARMA_D8;PHARMA_E8;PHARMA_A9;PHARMA_B9;PHARMA_C9;PHARMA_D9;PHARMA_E9;PHARMA_A10;PHARMA_A11;PHARMA_A12;PHARMA_A13;PHARMA_A14;PHARMA_A16;PHARMA_A17;PHARMA_A18;PHARMA_A19;PHARMA_A20;PHARMA_A21;PHARMA_A22;PHARMA_A23;PHARMA_A24;PHARMA_A25;PHARMA_A26;PHARMA_A27;PHARMA_A28;PHARMA_A29;PHARMA_A30;PHARMA_A31;PHARMA_A32;PHARMA_A33;PHARMA_A34;PHARMA_A35;PHARMA_B29;PHARMA_B30;PHARMA_B31;PHARMA_B32;PHARMA_B33;PHARMA_B34;PHARMA_B35;PHARMA_C29;PHARMA_C30;PHARMA_C31;PHARMA_C32;PHARMA_C33;PHARMA_C34;PHARMA_C35;PHARMA_D29;PHARMA_E29
PHARMA;2020;620001834;ASSO GROUPE AHNAC;620001834;0;;;;1;0;;75;;;;0;;;;;;;;;;;51008;1;75;75;75;0;0;0;0;1;0;0;;;0;0;0;2;;;;;;;;1;;;;3;;;0.56;;;;2.49;;;0;1
PHARMA;2020;620002154;INSTITUT ALBERT CALMETTE A CAMIERS;620112607;1;4;0;;1;;;40;;;196;0;;;;;;;;;;;118400;1;286;286;286;0;0;0;0;1;0;0;;;0;0;0;;;;;;2;;;1;;;;;;;0.6;;;;2;;;0;0
PHARMA;2020;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;0;;;;1;0;201;45;40;30;517;0;;;;;;;;;;;3141537;1;224;224;0;1;0;0;1;1;1;0;;;1;0;0;0;4;;;;7;3;;2;1;;;2;1;1;4.86;0.1;;;8.12;3.75;0.92;0;1
PHARMA;2020;620003350;HOPITAL DE RIAUMONT;620001834;0;;;;;;112;0;110;88;40;0;;;;;;;;;;;905245;1;350;350;350;0;0;0;0;0;0;0;;;0;0;0;0;2;0;0;0;4;2;0;0;0;0;0;4;0;0;2.09;0;0;0;6.67;1.78;0;0;1
PHARMA;2020;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;0;;;;0;0;187;;;;;0;;;;;;;;;;;1679508;1;187;187;171;0;0;0;1;1;1;0;;;0;0;0;0;1;;;;5;2;;1;;;1;1;;1;1.8;;;0.5;6.8;2;0.8;0;1
PHARMA;2020;620003822;ETAB HOPALE - CENTRE SAINTE BARBE;620003814;0;;;;0;0;;;103;;;0;;;;;;;;;;;236534;1;103;103;103;0;0;0;0;0;0;0;;;0;0;0;0;;;;;;;;1;;;;3;;;0.9;;;;2.7;;;0;0
PHARMA;2020;620006049;CLINIQUE CHIRURGICALE DE SAINT-OMER;620000331;0;;;;;;86;;;;;0;;;;;;;;;;;623806;1;116;86;86;0;0;0;1;1;0;0;;;1;1;0;1;1;1;;;3;;;;;;;;;;0.8;0.2;;;2.8;;;0;0
PHARMA;2020;620024208;NEPHROCARE HELFAUT;620002352;0;;;;;;;;;;;0;;;;;;;;;;;96367;1;34;34;34;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;;1;;0.5;;;;;0.5;;0;0
PHARMA;2020;620025346;POLYCLINIQUE DE LA -CLARENCE-;620001834;0;;;;;;185;;30;;;0;;;;;;;;;;;737772;1;225;196;196;0;0;0;1;1;1;0;;;0;0;0;0;;;;;5;3;;2;;;;2;;;1.82;;;;5.91;1.69;;0;1
PHARMA;2020;620026401;HOPALE REEDUCATION-CENTRE ARRAS;620024158;0;;;;0;0;;;40;;;0;;;;;;;;;;;112514;1;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.3;;;;0.3;;;0;0
PHARMA;2020;620100016;HOP MARITIME DE BERCK;750712184;0;;;;0;0;;;200;;;0;;;;;;;;;;;300109;1;200;200;200;0;0;0;0;1;0;0;;;0;0;0;;1;;;;3;;;;;;;;;;1;;;;3;;;0;0
PHARMA;2020;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620014779;0;;;;;;266;;30;;;0;;;;;;;;;;;9387023;1;296;296;;1;0;0;1;1;1;0;;;1;1;0;1;4;1;1;;8;;;;;;;;2;1;3.25;1;1;;8;1.6;0.8;0;0
PHARMA;2020;620100487;CLINIQUE DES ACACIAS;620000125;0;;;;0;0;58;;41;;;0;;;;;;;;;;;379106;1;99;99;99;0;0;0;1;1;0;0;;;1;1;0;0;1;;;;;;;;;;;2;3;2;1;;;;1.6;0.6;0.2;0;0
PHARMA;2020;620100735;CLINIQUE ANNE ARTOIS;620000265;0;;;;1;1;161;;69;;;0;;;;;;;;;;;3073299;1;230;230;196;1;0;0;1;1;0;0;;;1;1;0;0;;;;;5;;;2;1;1;;1;;1;1.62;0.81;0.81;;4.93;;0.7;0;0
PHARMA;2020;620100750;CLINIQUE AMBROISE PARE;620000273;0;;;;;;;;;;;0;;;;;;;;;;;4269753;1;88;88;57;1;0;1;1;1;0;0;;;1;0;0;0;1;0;1;;3;4;;1;1;;;;;;1.85;0.4;1;;2.41;3.64;;0;1
PHARMA;2020;620100842;CRF LES HAUTOIS D'OIGNIES;620001834;0;;;;0;0;;;130;;;0;;;;;;;;;;;172695;1;130;130;130;0;0;0;0;1;0;0;;;0;0;0;0;1;0;0;0;3;0;0;1;;;;1;;;1.21;;;;3.77;;;0;1
PHARMA;2020;620101311;CLINIQUE DES 2 CAPS;620027763;0;;;;;;104;0;32;0;0;0;;;;;;;;;;;2258492;1;136;136;;0;0;0;1;1;0;0;;;0;0;0;0;1;;;;;;;;;;;4;1;;1;;;;2.75;0.6;;0;0
PHARMA;2020;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;1;1;0;1;;;296;;;;;0;;;;;;;;;;;1130059;1;267;267;160;0;0;0;1;1;0;0;;;1;1;0;1;2;;;;1;1;2;;;;;3;;;2;;;;3.3;1;2;0;1
PHARMA;2020;620102954;UNIT SOINS ET CONVA-LE SURGEON-;750050759;0;;;;;;;;;;;0;;;;;;;;;;;51634;1;60;60;60;0;0;0;0;1;0;0;;;0;0;0;0;;;;;1;;;1;;;;;;;0.87;;;;1;;;0;0
PHARMA;2020;620105973;CTRE ANTOINE DE SAINT EXUPERY;590039863;0;;;;0;1;;30;105;;72;0;;;;;;;;;;;189000;1;207;207;120;0;0;0;0;1;0;0;;;0;0;0;0;1;;;;2;;;1;;;;;;;1.02;;;;2;;;0;0
PHARMA;2020;620106625;MAISON SLD LA MANAIE AUCHEL;750050759;0;;;;0;0;;;;;;0;;;;;;;;;;;13776;1;40;40;40;0;0;0;0;0;0;0;;;0;0;0;0;;;;;;;;2;;;;;;;0.07;;;;;;;0;0
PHARMA;2020;620116046;CLINIQUE DES 7 VALLEES;800020570;0;;;;0;0;15;;;;;0;;;;;;;;;;;11542;1;15;15;15;0;0;0;1;1;0;0;;;1;1;1;1;;;;;;;;1;;;;;;;0.63;;;;;;;0;0
PHARMA;2020;620117309;CTRE D'AUTODIALYSE ADH SITE ECOPAC;620112581;0;;;;1;;;;;;;0;;;;;;;;;;;869000;1;207;207;207;0;0;0;0;1;0;1;;150;0;0;0;2;;;;;3;3;2;1;;;;;;;0.93;;;;3;3;2.23;0;0
PHARMA;2020;620117606;MAISON LA MANAIE CONVALESCENCE;750050759;0;;;;0;0;;;45;40;40;0;;;;;;;;;;;24764;1;45;45;45;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;2;;;;1;;;1.05;;;;0.37;;;0;0
PHARMA;2020;620118513;CENTRE MCO COTE D'OPALE;620002915;0;;;;;;210;;10;;;0;;;;;;;;;;;5589572;1;220;220;8;1;0;0;1;1;0;0;;;1;1;0;2;2;;;;1;8;;1;;;;5;3;;1.99;;;;4.03;8.61;;0;0
PHARMA;2020;630000016;CH DU MONT DORE;630180032;1;4;1;;;;20;0;30;30;30;0;;;;;;;;;;;124536;0;;110;90;0;0;0;0;1;1;0;;;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1.8;0;0;0;0
PHARMA;2020;630000131;CLINIQUE MED CARDIO PNEUMOLOGIE DURTOL;630003168;0;;;;;;;;100;;;0;;;;;;;;;;;186373;1;100;100;100;0;0;0;0;1;1;0;;;0;0;0;0;1;;;;1;;;1;;;;;;;1.11;;;;1.1;;;0;0
PHARMA;2020;630000149;CH ETIENNE CLEMENTEL;630780302;1;4;1;;;;;;151;;;0;;;;;;;;;;;170000;1;0;145;0;0;0;0;0;1;0;0;;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;1.54;0;0;0;0
PHARMA;2020;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;0;;;;1;;680;189;66;110;114;0;;;;;;;;;;;29110400;1;1044;241;0;1;1;1;1;1;1;0;;;1;1;1;1;19;1;1;3;33;52;13;4;;;;14;13;4;17.88;1.3;1.08;3;42.82;60.57;15.16;0;1
PHARMA;2020;630000412;CH D'AMBERT;630780997;0;;;;1;0;50;0;34;40;164;0;;;;;;;;;;;1005809;1;298;210;;1;0;0;1;1;1;1;10;;0;0;0;0;1;;;1;4;;;1;;;;3;;;1.2;;;0.6;5.9;;;0;0
PHARMA;2020;630000420;CH PAUL ARDIER ISSOIRE;630781003;0;;;;0;0;107;;;11;114;0;;;;;;;;;;;452119;1;218;232;206;0;0;0;1;1;1;0;;;1;0;0;0;1;;;;3;;1;1;;;;3;;;1.8;;;;4.84;;1;0;0
PHARMA;2020;630000438;CH DE RIOM;630781011;0;;;;;;;;;;;0;;;;;;;;;;;879672;0;;;;;;;1;1;1;0;;;1;0;1;;2;;;;5;;1;1;;;;1;;;2.9;;;;5.8;;1;0;0
PHARMA;2020;630000446;CH DE THIERS;630781029;1;4;0;;1;0;106;31;23;30;153;0;;;;;;;;;;;674186;1;343;60;243;0;0;;1;1;1;1;10;;1;0;0;2;1;;;;7;2;;1;;;;2;1;;1.89;;;;4.83;2.8;;0;0
PHARMA;2020;630000479;CENTRE LUTTE CONTRE LE CANCER J.PERRIN;630781110;0;;;;;;114;;;;;0;;;;;;;;;;;15198700;1;114;114;92;1;0;1;1;1;1;0;;;0;0;0;0;8;1;4;;20;3;1;1;;;1;1;;1;8.5;0.01;1.8;0.42;19.63;2.94;1.86;0;1
PHARMA;2020;630000487;CENTRE DE REED.FONCT.NOTRE-DAME;630781136;0;;;;;;;;47;;;0;;;;;;;;;;;88762;1;47;47;47;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.98;;;;0.72;;;0;0
PHARMA;2020;630000560;CH BILLOM;630781367;1;1;1;3;1;;15;;26;66;530;0;;;;;;;;;;;374490;1;637;637;637;0;0;0;0;0;1;0;;;0;0;0;0;2;0;0;0;4;1;0;0;0;0;0;0;0;0;2;0;0;0;4;1;0;0;0
PHARMA;2020;630008118;HAD CLINIDOM CLERMONT-FERRAND;630011153;0;;;;1;;150;;;;;0;;;;;;;;;;;228838;0;150;150;150;0;0;0;0;1;0;1;150;0;0;0;0;0;1;;;;1;;;0;;;;2;;;1;;;;2.17;;;0;0
PHARMA;2020;630010296;HAD 63 - SERVICE HAD;630001188;0;;;;1;;;;100;;;0;;;;;;;;;;;343680;1;100;100;100;0;0;0;0;1;0;0;;;0;0;0;1;1;;;0;4;2;;1;;;0;2;;;1.18;;;0;5.22;2.1;;0;0
PHARMA;2020;630010510;CLINIQUE DES 6 LACS;920030269;0;;;;;;;;102;;;0;;;;;;;;;;;201071;1;102;102;102;;;;0;0;0;0;;;0;0;0;;1;;;;1;;;;;;;;;;1.05;;;;0.71;;;0;0
PHARMA;2020;630780179;CTRE HOSPITALISATION DE CHANAT;630011534;0;;;;;;;;78;;;0;;;;;;;;;;;44241;1;78;78;78;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;2;;;0.94;;;;1.15;;;0;0
PHARMA;2020;630780195;CHS SAINTE-MARIE CLERMONT-FERRAND;630786754;0;;;;;;0;294;;0;0;0;;;;;;;;;;;435147;1;294;294;294;0;0;0;0;1;1;0;;;0;0;0;0;1;0;0;0;4;0;0;1;0;0;0;1;0;0;1.6;0;0;0;4.5;0;0;0;0
PHARMA;2020;630780211;POLE SANTE REPUBLIQUE;630000107;0;;;;;;209;;;;;0;;;;;;;;;;;9194213;1;255;165;90;1;0;0;1;1;0;0;;;1;1;0;0;1;;1;1;8;8;;1;1;;;1;;;2;0.5;1;0.81;7.28;7.11;;0;0
PHARMA;2020;630780310;CLINEA - CLINIQUE LES SORBIERS;920030269;0;;;;;;;;80;;;0;;;;;;;;;;;146045;0;80;80;80;0;0;0;0;1;0;0;;;0;0;0;2;1;;;;1;;;;;;;;;;0.52;;;;0.53;;;0;0
PHARMA;2020;630780369;CLINIQUE DE LA PLAINE;630000164;0;;;;;0;29;;;;;0;;;;;;;;;;;120110;1;29;18;0;0;0;0;1;1;0;0;;;0;0;0;0;;;;;;;;1;;;;1;1;;0.86;;;;0.85;0.5;;0;0
PHARMA;2020;630780401;CLINIQUE PSYCHIATRIQUE DE L AUZON;630000172;0;;;;;;;116;;;;0;;;;;;;;;;;110000;1;116;116;116;0;0;0;0;1;0;0;;;0;0;0;;;;;;;;;1;;;;1;;;0.55;;;;0.5;;;0;0
PHARMA;2020;630780526;ASSO. -LES SAPINS- - CENTRE MEDICAL;630009991;0;;;;;;;;60;;;0;;;;;;;;;;;344172;1;60;60;60;0;0;;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.75;;;;0.6;;;0;0
PHARMA;2020;630780559;MECS TZA NOU UGECAM;870015336;0;;;;0;0;;;52;;;0;;;;;;;;;;;1779;1;52;;52;0;0;0;0;0;0;0;;;0;0;0;0;;;;;;;;;;;;;;;0.02;;;;;;;0;0
PHARMA;2020;630781268;HOPITAL ESTAING - CHU63;630780989;0;;;;0;0;418;;;;;0;;;;;;;;;;;31280115;1;252;110;0;0;0;0;0;1;1;0;;;0;0;0;0;3;0;0;;5;3;;0;0;0;;3;;;1.8;0;0;;6.83;3;;0;0
PHARMA;2020;630781417;CLINIQUE PSYCHIATRIQUE LES QUEYRIAUX;630000578;0;;;;;;;68;;;;0;;;;;;;;;;;46900;1;68;68;68;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.5;;;;0.41;;;0;0
PHARMA;2020;630781755;CENTRE MEDICAL INFANTILE DE ROMAGNAT;630011518;0;;;;;;;;96;;45;0;;;;;;;;;;;282437;1;141;141;0;0;0;0;0;1;0;0;;;0;0;0;;;;;;;;;2;;;;1;1;;0.71;;;;0.85;0.4;;0;0
PHARMA;2020;630781821;CLINIQUE PSYCHIATRIQUE LE GRAND PRE;920030269;0;;;;;;30;142;;30;;0;;;;;;;;;;;179843;1;172;172;172;0;0;0;0;1;0;0;;;0;0;0;0;1;;;;1;;;1;;;;1;;;1.16;;;;1.06;;;0;0
PHARMA;2020;630781839;HOPITAL PRIVE LA CHATAIGNERAIE;630000826;0;;;;1;;291;;;;;0;;;;;;;;;;;564208;1;291;90;85;0;0;0;1;1;0;0;;;1;1;0;0;2;1;;;5;;;;;;;;;;2;1;;;5;;;0;0
PHARMA;2020;630783348;CTRE REED FONCT M.GANTCHOULA;750050916;0;;;;1;;;;81;;;0;;;;;;;;;;;205957;1;81;;81;0;0;0;0;1;0;0;;;0;0;0;;;;;;;;;1;;;;;;;0.7;;;;;;;0;0
PHARMA;2020;630785756;CTRE REEDUCATION FONCT.M.BARBAT;630001188;0;;;;1;;;;100;;;0;;;;;;;;;;;102674;1;100;100;100;0;0;0;0;1;0;0;;;0;0;0;1;1;;;;4;2;;1;;;;2;;;1.18;;;;5.22;2.1;;0;0
PHARMA;2020;630790384;CENTRE DE LONG SEJOUR;630786754;0;;;;0;0;;;;44;;0;;;;;;;;;;;28331;1;44;44;44;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0.2;0;0;0;0.6;0;0;0;0
PHARMA;2020;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;1;4;0;2;;;452;131;55;150;264;0;;;;;;;;;;;31800000;1;644;;;1;1;1;1;1;1;1;6;0;1;1;1;0;10;0;0;2;18;31;5;1;0;0;0;7;3;0;9.75;0;0;2;21.09;29.18;5;0;1
PHARMA;2020;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;1;4;0;5;;;64;0;38;55;110;1;1;1;1;1;1;0;0;0;0;0;656779;1;267;165;165;0;0;0;1;1;1;1;54;0;1;0;0;1;2;;;;3;;;1;;;1;2;2;1;2.42;;;0.3;4.16;1.06;0.5;0;0
PHARMA;2020;640000410;CENTRE HOSPITALIER OLORON;640780821;0;;;;1;;65;;10;37;111;0;;;;;;;;;;;2008174;1;112;223;223;1;0;0;1;1;1;1;30;0;1;0;0;0;2;1;1;;5;5;1;;;;1;3;2;1;2;0.2;0.4;0.3;7.2;6;1.75;0;1
PHARMA;2020;640000428;CENTRE HOSPITALIER DE MAULEON;640780839;1;4;0;5;;;5;0;25;;130;0;;;;;;;;;;;127874;1;160;160;160;0;0;0;0;1;0;1;30;0;0;0;0;0;1;;;;2;;;;;;;;;;1;;;;1.5;;;0;0
PHARMA;2020;640000436;CENTRE HOSPITALIER DES PYRENEES;640780862;0;;;;;;;320;;;;0;;;;;;;;;;;302214;1;320;320;320;0;0;0;0;1;0;0;;;0;0;0;0;;;;;2;;;3;;;1;4;1;1;2.25;;;0.1;5.5;0.8;0.5;0;1
PHARMA;2020;640000600;CENTRE HOSPITALIER DE PAU;640781290;0;;;;0;0;545;;131;80;;0;;;;;;;;;;;23448689;1;639;639;63;1;1;1;1;1;1;1;63;0;1;1;1;1;4;0;0;0;17;24;5;9;2;0;1;8;1;0;9.51;0.7;0;0.79;21.44;22.74;4.85;0;1
PHARMA;2020;640003836;USLD CLOS DE L'OUSSE;640791976;0;;;;1;0;;;;80;206;0;;;;;;;;;;;68586;1;80;80;80;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;2;;;;4;;;1;;;;2.7;;;0;0
PHARMA;2020;640005591;LES JEUNES CHENES;920030269;0;;;;0;0;;;;;;0;;;;;;;;;;;65563;1;78;78;78;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.58;;;;0.88;;;0;0
PHARMA;2020;640010518;CLINIQUE D'URSUYA;640010468;0;;;;;;;;76;;;0;;;;;;;;;;;98717;1;76;76;76;0;0;0;1;1;0;0;;;0;0;0;0;1;;;1;1;;;1;;;;1;;;1.11;;;1;1.11;;;0;0
PHARMA;2020;640016580;CENTRE DE CARDIOLOGIE DU PAYS BASQUE;640010658;0;;;;;;74;;;;;0;;;;;;;;;;;285000;1;74;74;;0;0;0;1;1;0;0;;;0;0;0;0;1;;;;3;;;;;;;;;;1.12;;;;2.38;;;0;0
PHARMA;2020;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;1;4;0;1;;;62;;;;;0;;;;;;;;;;;266180;1;54;54;35;0;0;0;1;1;1;0;;;1;0;1;0;1;1;0;0;1;0;0;0;0;0;0;1;6;0;1;0.1;0;0;1.61;2.38;0;0;0
PHARMA;2020;640018206;CAPIO CLINIQUE BELHARRA;640012209;0;;;;1;0;194;;;;;0;;;;;;;;;;;6520215;1;194;194;20;1;0;1;1;1;1;0;;;1;1;1;1;2;1;1;1;10;16;;0;;;;4;1;;2;1;1;1;11.87;18.47;0.42;0;0
PHARMA;2020;640018255;CLINIQUE CHATEAU CARADOC;640007019;0;;;;0;;;101;;;;0;;;;;;;;;;;87856;1;101;101;101;0;0;0;0;1;0;0;;;0;0;0;;;;;;;;;1;;;;;;;0.8;;;;0.72;;;0;0
PHARMA;2020;640018818;CENTRE DE SOINS LA NOUVELLE AQUITAINE;920030269;0;;;;0;;;;;;;0;;;;;;;;;;;137252;1;95;95;95;0;0;0;0;1;0;0;;;0;0;0;0;1;;;;;;;1;;;;1;;;1.12;;;;0.32;;;0;0
PHARMA;2020;640020715;EPS GARAZI;640020707;1;4;0;;0;0;14;;30;;;0;;;;;;;;;;;;0;;;;0;0;0;0;0;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.5;;;;0.5;;;0;0
PHARMA;2020;640780185;CTRE. READAP. FONCT. LES EMBRUNS;640000089;0;;;;;;;;80;;;0;;;;;;;;;;;166620;1;80;80;80;0;0;0;0;1;0;0;;;0;0;0;0;;;;1;;;;1;;;;1;;;0.93;;;1.01;0.86;;;0;0
PHARMA;2020;640780268;CLINIQUE DELAY;640000113;0;;;;1;0;28;;;;;0;;;;;;;;;;;685151;1;28;28;28;0;0;0;1;1;0;1;;2;1;0;0;1;1;;;;2;1;1;;;;;1;;;1.05;;;;3.25;0.75;0.95;0;1
PHARMA;2020;640780334;CLINIQUE D'AMADE;640017893;0;;;;0;0;;70;;;;0;;;;;;;;;;;35409;1;70;70;10;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;;;;0.9;;;;;;;0;0
PHARMA;2020;640780409;CLINIQUE MIRAMBEAU;640000154;0;;;;;;;54;;;;0;;;;;;;;;;;78500;1;54;54;54;0;0;0;0;0;0;0;;;0;0;0;0;;;;;;;;1;;;;;;2;0.6;;;;;;0.1;0;0
PHARMA;2020;640780490;CAPIO CLINIQUE AGUILERA;640000212;0;;;;1;;84;;;;;0;;;;;;;;;;;1397844;1;84;84;;1;0;0;1;1;1;0;;;1;1;0;1;1;;;;4;1;;;;;;;;;1.21;;;;3.75;0.33;;0;1
PHARMA;2020;640780557;CENTRE MEDICAL TOKI EDER;640000238;0;;;;0;0;7;;140;;;0;;;;;;;;;;;119960;1;147;147;147;0;1;1;0;1;0;0;;;0;0;0;0;1;;;;1;;;;;;;;;;1.11;;;;1.09;;;0;0
PHARMA;2020;640780581;CENTRE DE PNEUMOLOGIE LES TERRASSES;640000253;0;;;;0;0;;;65;;;0;;;;;;;;;;;100641;1;65;65;65;0;0;0;0;0;0;0;;;0;0;0;0;;;;;;;;1;;;;;;;0.8;;;;;;;0;0
PHARMA;2020;640780607;CLINIQUE LA MAISON BASQUE;330050899;0;;;;;;;;68;;;0;;;;;;;;;;;79587;1;68;68;68;0;0;0;0;0;0;0;;;0;0;0;0;;;;1;;;;1;;;;1;;1;0.71;;;1;0.8;;0.4;0;0
PHARMA;2020;640780623;CENTRE MEDICAL ANNIE ENIA;640000287;0;;;;;;15;;48;;;0;;;;;;;;;;;289300;1;63;63;63;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;1.03;;;;1.11;;;0;0
PHARMA;2020;640780631;CENTRE GRANCHER-CYRANO;640000295;0;;;;;;;;100;;;0;;;;;;;;;;;90930;1;100;100;100;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;1;;1;;;;;1;;0.9;;;;0.19;1.12;;0;0
PHARMA;2020;640780649;CENTRE MEDICAL LANDOUZY;640000303;0;;;;0;0;;;64;;;0;;;;;;;;;;;128757;1;64;64;64;0;0;0;0;1;0;0;;;0;0;0;0;1;;;;1;;;;;;;;;;0.88;;;;0.88;;;0;0
PHARMA;2020;640780672;CLINIQUE DE MEDECINE PHYSIQUE MARIENIA;640000337;0;;;;;;;;102;;;0;;;;;;;;;;;263125;1;102;102;102;0;0;0;0;1;0;0;;;0;0;0;0;1;;;;1;;;;;;;;;;1.17;;;;1.08;;;0;0
PHARMA;2020;640780714;SSR CONCHA BERRI;690795331;0;;;;;;;;50;;;0;;;;;;;;;;;55559;1;50;50;50;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;1.01;;;;0.75;;;0;0
PHARMA;2020;640780748;POLYCLINIQUE CÔTE BASQUE SUD;640000360;0;;;;0;0;74;0;0;0;0;0;;;;;;;;;;;2583147;1;74;74;0;1;0;0;1;1;0;0;;;1;1;0;0;2;1;1;;3;1;;;;;;1;;;2;0.5;0.5;;3.86;1;;0;1
PHARMA;2020;640780938;POLYCLINIQUE MARZET;640000451;0;;;;;;57;;30;;;0;;;;;;;;;;;9872587;1;87;87;87;1;0;0;0;1;0;0;;;0;0;0;0;1;;;;1;;;1;;;;8;1;;1.17;;;;3.41;0.4;;0;0
PHARMA;2020;640780946;POLYCLINIQUE DE NAVARRE;640000469;0;;;;0;0;177;;;;;0;;;;;;;;;;;1043788;1;177;177;0;0;0;0;1;1;0;0;;;1;0;0;2;1;;;;1;;;1;;;;4;;;1.39;;;;3.33;;;0;0
PHARMA;2020;640781225;CLINIQUE MEDICALE CARDIOLOGIQUE ARESSY;640000568;0;;;;0;0;88;;30;;;0;;;;;;;;;;;;1;118;118;118;0;0;0;1;1;0;0;;;0;0;0;0;;;;;1;;;1;;;;1;;;0.95;;;;1.75;;;0;0
PHARMA;2020;640781332;NEPHROCARE BEARN-CTRE DIALYSE DU BEARN;640017612;1;3;1;;1;;;;;;;0;;;;;;;;;;;293197;1;73;73;73;0;0;0;0;1;0;1;;10;0;0;0;1;1;;;;;1;;;;;;;;;1;;;;;1;;0;0
PHARMA;2020;640786281;USLD CLOS MONTREUIL;640791976;0;;;;1;0;;;;80;206;0;;;;;;;;;;;68586;1;80;80;80;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;2;;;;4;;;1;;;;2.4;;;0;0
PHARMA;2020;640787149;CRF EN MILIEU THERMAL;640001681;0;;;;;;;;60;;;0;;;;;;;;;;;43928;1;60;60;60;0;0;0;0;1;0;0;;;0;0;0;1;;;;;;;;1;;;;;;;0.64;;;;;;;0;0
PHARMA;2020;640787156;CLINIQUE DE LA FONDATION LURO;640001699;0;;;;;;14;;20;;;0;;;;;;;;;;;;1;;;;0;0;0;0;0;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.5;;;;0.5;;;0;0
PHARMA;2020;640789426;SOINS DE SUITE & READAPT. LES ACACIAS;640003497;0;;;;;;;;80;;;0;;;;;;;;;;;87607;1;80;80;80;0;0;0;0;1;0;0;;;0;0;0;;0;;;1;;;;1;;;;2;;;0.8;;;1;0.79;;;0;0
PHARMA;2020;640790150;HOPITAL MARIN VILLE PARIS;750712184;0;;;;;;;;320;;;0;;;;;;;;;;;196695;1;320;320;74;0;0;0;0;1;0;0;;;0;0;0;2;2;;;;3;;;1;;;;1;;;2.6;;;;3.8;;;0;0
PHARMA;2020;650000045;CH LOURDES;650780158;0;;;;1;0;103;0;50;33;139;0;;;;;;;;;;;995600;1;300;310;310;1;0;0;1;1;1;0;;;1;1;0;0;2;0;0;0;4;4;1;0;0;0;0;1;0;0;2.08;0;0;0;4.3;2.51;1;0;1
PHARMA;2020;650000052;CH BAGNERES DE BIGORRE;650780166;1;4;0;;1;1;20;;173;36;144;0;;;;;;;;;;;453787;1;373;373;373;0;0;0;0;1;1;0;;;0;0;0;0;2;;;;;;1;;;;;4;;;1.44;;;;3.3;;1;0;1
PHARMA;2020;650000060;CH LANNEMEZAN;650780174;1;4;0;4;1;1;54;238;18;42;170;0;;;;;;;;;;;969900;1;522;200;501;0;0;0;1;1;1;0;;;1;1;0;0;1;;;;8;3;1;4;;;1;6;1;;2.41;;;0.9;10.71;3.66;1;0;1
PHARMA;2020;650000078;CH LE MONTAIGU;650780190;0;;;;;;;;88;;;0;;;;;;;;;;;98848;1;88;88;88;0;0;0;0;1;0;0;;;0;0;0;0;1;;;;2;;1;;;;;;;;0.5;;;;2;;0.5;0;0
