BOR;AN;FI;RS;ORG_A1;ORG_B1;ORG_C1;ORG_A2;ORG_B2;ORG_C2;ORG_A3;ORG_B3;ORG_C3;ORG_A6;ORG_B6;ORG_C6;ORG_A7;ORG_B7;ORG_C7;ORG_A8;ORG_B8;ORG_C8;ORG_A10;ORG_B10;ORG_C10;ORG_A11;ORG_B11;ORG_C11;ORG_A17;ORG_A18;ORG_A19;ORG_A20;ORG_A21;ORG_A22;ORG_A23;ORG_A24;ORG_B24;ORG_C24;ORG_A25;ORG_A26;ORG_A27;FI_EJ;vide
ORG;2023;510000516;INSTITUT GODINOT;;;;2;C;D;1;C;;;;;1;D;;;;;;;;;;;0;;;;;;;;;;0;;;510000136;0
ORG;2023;510000813;CENTRE DE POST-CURE L'AMITIÉ;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;;;1;1;1;510000854;0
ORG;2023;510002298;HAD DE REIMS CROIX ROUGE FRANCAISE;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;1;2;750721334;0
ORG;2023;510002447;HOPITAL ROBERT DEBRE CHU REIMS;;;;;;;;;;;;;;;;5;C;;6;C;E;;;;;;;;;;;;;;0;1;1;510000029;0
ORG;2023;510002454;HOPITAL SEBASTOPOL CHU REIMS;;;;;;;;;;;;;;;;2;C;;;;;;;;;;;;;;;;;;0;1;1;510000029;0
ORG;2023;510002470;AMERICAN MEMORIAL HOSPITAL CHU REIMS;;;;;;;;;;;;;;;;2;C;;5;C;;;;;;;;;;;;;;;0;1;1;510000029;0
ORG;2023;510004302;HOPITAL MAISON BLANCHE CHU REIMS;;;;5;A;D;;;;3;A;B;1;B;;1;C;;11;C;;;;;;;;;;;;;;;0;1;1;510000029;0
ORG;2023;510009491;UNITE DE DIALYSE MEDICALISEE;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;;;;;0;;;0;0;;510000953;0
ORG;2023;510010184;UNITE D AUTODIALYSE DE CHALONS;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;;;;;0;;;0;0;;510000953;0
ORG;2023;510010754;UNITE D'AUTODIALYSE DE REIMS HOUZEAU;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;;;;;0;;;0;0;;510000953;0
ORG;2023;510011463;UNITE D AUTODIALYSE D'EPERNAY;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;;;;;0;;;0;0;;510000953;0
ORG;2023;510011679;RESIDENCE ROUX (USLD) CHU DE REIMS;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;1;1;510000029;0
ORG;2023;510012040;POLYCLINIQUE DES BLEUETS;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;1;1;2;510000532;0
ORG;2023;510020548;HAD CHALONS-EN-CHAMPAGNE;;;;;;;;;;;;;;;;;;;1;C;;;;;1;1;CHAMPAGNE;;;;;;;;0;0;;750047367;0
ORG;2023;510024359;CLINIQUE TERRE DE FRANCE CLINEA;;;;;;;;;;;;;;;;;;;8;C;D;;;;0;;;;;;;;;;0;0;;920030269;0
ORG;2023;510024466;CENTRE HOSPITALIER DE FISMES;;;;;;;;;;;;;;;;1;C;;10;C;E;;;;;;;;;;;;;;0;1;2;510000128;0
ORG;2023;510024490;ICONE;;;;;;;;;;;;;1;A;B;;;;1;C;;;;;0;;;;;;;;;;0;0;;510007081;0
ORG;2023;510024979;POLYCLINIQUE REIMS - BEZANNES;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;1;1;2;510000532;0
ORG;2023;510025091;HOSPITALISATION REMOISE-SITE 2-USCAR;;;;;;;;;;;;;;;;;;;;;;;;;1;1;CHAMPAGNE;;;;;;;;0;0;;510000052;0
ORG;2023;510025471;CLINIQUE FSEF VITRY-LE-FRANCOIS;;;;;;;;;;;;;;;;;;;;;;;;;1;1;CŒUR GRAND EST;;;;;;;;;;;750720575;0
ORG;2023;510025703;CENTRE PSYPRO REIMS;;;;;;;;;;;;;1;A;B;;;;4;;;;;;0;;;;;;;;;;0;0;;690044979;0
ORG;2023;520000019;C H DE BOURBONNE-LES-BAINS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;D;;0;0;;520780024;0
ORG;2023;520000027;CENTRE HOSPITALIER DE CHAUMONT;1;C;;2;D;;;;;;;;1;D;;;;;;;;;;;;;;;;;;;;;0;1;2;520780032;0
ORG;2023;520000035;HOPITAL DE JOINVILLE;;;;3;D;D;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;0;;520780040;0
ORG;2023;520000043;CENTRE HOSPITALIER DE LANGRES;1;C;;1;D;;;;;;;;1;D;;;;;;;;;;;;;;;;;;;;;0;1;2;520780057;0
ORG;2023;520000050;CENTRE HOSPITALIER DE MONTIER-EN-DER;1;C;;;;;;;;;;;;;;;;;14;C;;1;G;;;;;;;;;;;;1;1;2;520780065;0
ORG;2023;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;;;;3;A;A;;;;1;B;;1;D;;1;C;;235;A;C;;;;;;;;;;;;;;;;;520780073;0
ORG;2023;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;;;;;;;;;;;;;;;;;;;1;D;;;;;;;;;;;;;;;1;1;1;520780081;0
ORG;2023;520000753;UNITE D'AUTODIALYSE DE SAINT-DIZIER;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;;;;;0;;;0;0;;510000953;0
ORG;2023;520003823;HAD CHAUMONT LANGRES;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;;;0;0;;750047367;0
ORG;2023;520004052;UNITE DE DIALYSE MEDICALISEE;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;;;;;0;;;0;0;;510000953;0
ORG;2023;520004680;GCS POLE DE SANTE SUD 52 - CH CHAUMONT;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;1;2;520004664;0
ORG;2023;520004714;GCS POL SANT SUD 52 - CLINIQ COMPASSIO;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;1;2;520004664;0
ORG;2023;520004847;SELARL U2R SITE CTRE MED CHIR CHAUMONT;;;;;;;;;;;;;1;D;;;;;1;C;;;;;0;;;;;;;;;;0;0;;630011831;0
ORG;2023;520780156;CLINIQUE DE LA COMPASSION;1;D;;1;A;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;520000092;0
ORG;2023;520780180;CLINIQUE FRANCOIS 1ER;;;;2;C;D;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;1;2;520000100;0
ORG;2023;520780214;CENTRE MEDICO-CHIRURGICAL DE CHAUMONT;1;D;;1;A;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;0;;520000118;0
ORG;2023;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;;;;1;E;;;;;;;;1;D;;;;;;;;;;;0;;;;;;;;;;0;1;1;530000025;0
ORG;2023;530000124;CLINIQUE NOTRE DAME DE PRITZ;;;;;;;;;;;;;;;;;;;5;C;D;;;;0;;;;;;;;;;0;0;;530000249;0
ORG;2023;530000132;HOPITAL S.O. MAYENNAIS :SITE DE CRAON;;;;1;C;;;;;;;;;;;;;;8;C;;1;A;;;;;;;;;;;;1;1;2;530007202;0
ORG;2023;530000140;CH ERNEE;;;;;;;;;;;;;;;;;;;10;C;;;;;;;;;;;;;;;1;1;2;530000058;0
ORG;2023;530000165;HOPITAL LOCAL EVRON;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;530000066;0
ORG;2023;530000173;CH DU NORD MAYENNE;;;;1;D;;;;;;;;1;D;;1;C;;135;C;D;;;;;;;;;;;;;;0;1;2;530000074;0
ORG;2023;530000181;HOPITAL S.O. MAYENNAIS :SITE DE RENAZE;;;;1;C;;;;;;;;;;;;;;8;C;;1;A;;;;;;;;;;;;1;1;2;530007202;0
ORG;2023;530000264;CENTRE HOSPITALIER DE LAVAL;;;;2;D;C;;;;1;E;;1;D;;;;;;;;;;;0;;;;;;;;;;0;0;;530000371;0
ORG;2023;530000611;HOPITAL LOCAL VILLAINES LA JUHEL;;;;;;;;;;;;;;;;;;;4;A;D;;;;;;;;;;;;;;;;;530002591;0
ORG;2023;530031509;CENTRE DE SOINS DE LA BREHONNIERE;;;;;;;;;;;;;;;;;;;2;C;;;;;1;1;MAYENNE ET HAUT-ANJOU;;;;;;;;0;0;;530000868;0
ORG;2023;530031962;POLYCLINIQUE DU MAINE;;;;1;;;;;;;;;2;A;B;;;;;;;;;;0;;;;;;;;;;0;0;;530000975;0
ORG;2023;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;;;;4;;;;;;;;;;;;4;;;;;;1;;;;;;;;;;;;;0;0;;540000049;0
ORG;2023;540000072;MAISON HOSPITALIERE DE BACCARAT;0;;;0;;;0;;;0;;;0;;;0;;;4;D;C;0;;;0;;;;;;;0;;;0;1;1;540014081;0
ORG;2023;540000155;CENTRE HOSPITALIER DE LUNEVILLE;;;;3;D;A;;;;;;;1;D;;;;;;;;;;;;;;;;;;;;;0;1;2;540000080;0
ORG;2023;540000270;HOPITAL LOCAL DE POMPEY;;;;;;;;;;;;;;;;1;C;;2;C;D;;;;;;;;;;;;;;0;1;1;540003399;0
ORG;2023;540000288;LES ELIEUX SOINS DE SUITE READAPTATION;;;;;;;;;;;;;;;;;;;9;C;;;;;0;;;;;;;;;;0;1;2;540018710;0
ORG;2023;540000296;CENTRE HOSPITALIER DE PONT A MOUSSON;;;;4;A;D;;;;;;;;;;3;C;;22;A;C;;;;;;;;;;;;;;0;1;1;540000106;0
ORG;2023;540000312;CENTRE HOSPITALIER ST NICOLAS DE PORT;;;;1;A;;;;;;;;;;;;;;9;A;D;;;;;;;;;;;;;;0;1;1;540000114;0
ORG;2023;540000361;CLINIQUE JEANNE D'ARC;;;;;;;;;;;;;;;;;;;49;C;A;;;;0;;;;;;;;;;0;1;2;540003928;0
ORG;2023;540000395;LES MAISONS HOSPITALI. SITE NANCY;;;;;;;;;;;;;;;;;;;;;;;;;1;1;SUD LORRAINE;;;;;;;;1;1;2;540000122;0
ORG;2023;540000452;CLINIQUE SAINT ANDRE;;;;;;;;;;;;;;;;;;;32;C;D;;;;0;;;;;;;;;;0;1;1;540000908;0
ORG;2023;540000478;CLINIQUE LOUIS PASTEUR;;;;1;E;;;;;;;;;;;;;;70;C;;;;;0;;;;;;;;;;0;1;2;540003449;0
ORG;2023;540000585;SSR DE FLAVIGNY - OHS;;;;;;;;;;;;;;;;;;;;;;1;C;;0;;;;;;;;;;0;0;;540006707;0
ORG;2023;540000668;CTRE JACQUES PARISOT BAINVILLE S MADON;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;1;2;540006707;0
ORG;2023;540000726;CTRE SANIT  LES R. DU CHATEAU  BLAMONT;0;;;0;;;0;;;0;;;0;;;0;;;21;C;D;3;;;0;;;;;;;0;;;0;0;;750721334;0
ORG;2023;540000858;LES MAISONS HOSPITALI. SITE N. MAISONS;;;;;;;;;;;;;;;;;;;;;;;;;1;1;SUD LORRAINE;;;;;;;;1;1;2;540000122;0
ORG;2023;540000981;CTRE D'EDUC-AUTODIAL MEDIC CHRU ALTIR;;;;;;;;;;;;;;;;;;;2;A;C;;;;0;;;;;;;;;;0;0;;540001112;0
ORG;2023;540001070;CH DE BRIEY - HOPITAL MAILLOT;;;;2;A;;;;;;;;1;D;;2;C;;14;C;D;;;;;;;;;;;;;;1;0;;540000767;0
ORG;2023;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);;;;;;;;;;;;;1;D;;;;;68;;;;;;0;;;;;;;;;;0;0;;570010181;0
ORG;2023;540001286;INSTITUT DE CANCEROLOGIE DE LORRAINE;;;;4;C;;;;;1;A;;1;A;;2;C;;35;C;;3;A;;1;4;SUD LORRAINE;VOSGES;CŒUR GRAND EST;MOSELLE EST;;;;;1;1;2;540003019;0
ORG;2023;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;;;;15;D;A;;;;1;A;;2;D;E;10;C;D;96;C;A;;;;0;;;;;;;;;;0;1;1;540023264;0
ORG;2023;540005196;ETB SOINS DE SUITE LE CHATEAU BACCARAT;;;;;;;;;;;;;;;;;;;10;C;A;;;;0;;;;;;;;;;0;1;1;540008398;0
ORG;2023;540005410;USLD CIREY/VEZOUZE CH 3H SANTE;;;;1;A;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;1;1;540019007;0
ORG;2023;540008364;USLD CH TOUL;;;;4;;;;;;;;;;;;4;;;;;;1;;;;;;;;;;;;;0;0;;540000049;0
ORG;2023;540008380;CTRE D'AUTODIAL ET DIAL MEDIC BRABOIS;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;;;0;0;;540001112;0
ORG;2023;540009412;CTRE DE READAPTATION LAY ST CHRISTOPHE;;;;;;;;;;;;;;;;;;;;;;;;;1;1;SUD LORRAINE;;;;;;;;0;0;;540019726;0
ORG;2023;540009701;INST REGIONAL DE READAPTATION NANCY;;;;2;C;;;;;;;;;;;;;;3;C;;;;;1;1;SUD LORRAINE;;;;;;;;0;0;;540019726;0
ORG;2023;540010568;HAD HADAN AGGLOMERATION NANCEIENNE;;;;1;B;;;;;;;;;;;;;;111;C;D;;;;1;1;SUD LORRAINE;;;;;;;;1;0;;540010519;0
ORG;2023;540013224;POLYCLINIQUE MAJORELLE;;;;;;;;;;;;;;;;;;;40;C;D;;;;0;;;;;;;;;;1;1;1;540000536;0
ORG;2023;540013737;IRR CTRE DE READAPTATION POUR ENFANTS;;;;;;;;;;;;;;;;;;;2;C;;;;;1;1;SUD LORRAINE;;;;;;;;0;0;;540019726;0
ORG;2023;540020146;CENTRE DE REEDUCATION FLORENTIN;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;1;2;540006707;0
ORG;2023;540022837;CLINIQUE BELLEFONTAINE CLINEA;;;;;;;;;;;;;;;;;;;15;C;D;;;;1;1;SUD LORRAINE;;;;;;;;0;;;920030269;0
ORG;2023;540023744;UDM SITE CH LUNEVILLE(SAS CLQ J D'ARC);;;;;;;;;;;;;;;;;;;3;C;A;;;;0;;;;;;;;;;0;1;1;540003928;0
ORG;2023;540023884;CLINIQUE DES BOUCLES DE LA MOSELLE;;;;;;;;;;;;;;;;;;;9;D;C;;;;0;;;;;;;;;;0;1;1;920038627;0
ORG;2023;540025046;HAD HADAN SITE JOEUF;;;;1;B;;;;;;;;;;;;;;15;C;D;;;;1;1;LORRAINE NORD;;;;;;;;0;0;;540010519;0
ORG;2023;540026895;HOPITAL PRIVE NANCY LORRAINE;0;;;0;;;0;;;0;;;0;;;0;;;;;;;;;0;;;;;;;0;;;;1;1;540026739;0
ORG;2023;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;;;;;;;;;;;;;1;D;;;;;560;A;;;;;;;;;;;;1;C;;;;;550006795;0
ORG;2023;550000038;CENTRE HOSPITALIER ST-CHARLES COMMERCY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;550000046;0
ORG;2023;550000178;POLYCLINIQUE DU PARC;;;;2;D;A;;;;;;;;;;;;;;;;;;;1;1;CŒUR GRAND EST;;;;;;;;0;1;2;550000293;0
ORG;2023;550000434;CH BLD FV SITE BLD;;;;4;D;C;;;;2;B;;2;D;B;1;C;;351;C;D;;;;;;;;;;;;;;1;0;;550003354;0
ORG;2023;550002885;CENTRE D'AUTODIALYSE A VERDUN (ALTIR);;;;;;;;;;;;;;;;;;;2;A;C;;;;0;;;;;;;;;;0;0;;540001112;0
ORG;2023;550005219;CTRE AUTODIAL-UDM A BAR LE DUC (ALTIR);;;;;;;;;;;;;;;;;;;1;A;;;;;0;;;;;;;;;;0;0;;540001112;0
ORG;2023;560000127;CHBA SITE DE VANNES;;;;1;A;;;;;2;A;B;;;;2;C;D;1000;C;D;100;;;;;;;;;;;;;1;1;1;560023210;0
ORG;2023;560000135;GHBS- HÔPITAL DU SCORFF;1;C;;5;C;;;;;3;A;B;;;;1;C;;770;C;A;;;;;;;;;;;;;;1;1;1;560005746;0
ORG;2023;560000143;CHCB- SITE KÉRIO;;;;6;D;;;;;2;A;;;;;1;D;;129;C;;;;;;;;;;;;;;;0;0;;560014748;0
ORG;2023;560000184;CLINIQUE DES AUGUSTINES;;;;;;;;;;;;;;;;;;;77;A;C;;;;1;1;BROCÉLIANDE ATLANTIQUE;;;;;;;;1;1;2;560006017;0
ORG;2023;560000192;CENTRE HOSPITALIER DE PLOERMEL;;;;3;C;A;;;;2;B;A;;;;1;C;;155;C;D;;;;0;;;;;;;;;;;;;560000044;0
ORG;2023;560000200;CHBA SITE D'AURAY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;560023210;0
ORG;2023;560000242;CPCR BILLIERS;;;;14;C;;;;;;;;;;;;;;6;A;;1;;;0;;;;;;;1;A;;0;0;;560022246;0
ORG;2023;560000275;GHBS - HOPITAL DE KERLIVIO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;560005746;0
ORG;2023;560000291;CENTRE HOSPITALIER DE BELLE ILE EN MER;;;;4;A;;;;;3;A;B;;;;;;;;;;;;;1;1;BROCÉLIANDE ATLANTIQUE;;;;;;;;1;0;;560000085;0
ORG;2023;560000382;ETABLISSEMENT PUBLIC DE SANTE MENTALE;;;;4;B;A;;;;2;B;A;;;;1;C;;;;;1;E;;;;;;;;;;;;0;0;;560002032;0
ORG;2023;560000390;CENTRE DE POSTCURE LE PHARE;;;;;;;;;;1;B;;;;;;;;;;;;;;0;;;;;;;;;;0;0;;560006074;0
ORG;2023;560000473;CHIRC SITE CARENTOIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;350000048;0
ORG;2023;560000499;CENTRE HOSPITALIER DE BASSE-VILAINE;;;;;;;;;;2;B;A;;;;;;;;;;;;;1;1;BROCÉLIANDE ATLANTIQUE;;;;;;;;0;0;;560002222;0
ORG;2023;560000697;EPSM JEAN-MARTIN CHARCOT;;;;4;C;A;;;;6;A;;;;;;;;131;C;A;;;;;;;;;;;;;;1;0;;560002677;0
ORG;2023;560002024;CTRE DE REED.FONCTIONNELLE DE KERPAPE;;;;;;;;;;2;B;A;1;B;;;;;33;C;;;;;0;;;;;;;;;;0;0;;560006074;0
ORG;2023;560002081;CLINIQUE DU GOLFE;;;;;;;;;;;;;;;;;;;1;D;;;;;0;;;;;;;;;;1;1;2;560000416;0
ORG;2023;560002123;CLINIQUE SAINT VINCENT;;;;;;;;;;;;;;;;;;;9;C;D;;;;0;;;;;;;;;;0;;;920030269;0
ORG;2023;560002685;ETABLISSEMENT SPECIALISE KER JOIE;;;;;;;;;;;;;;;;;;;2;C;;;;;1;1;CENTRE BRETAGNE;;;;;;;;1;1;2;750043713;0
ORG;2023;560002933;CLINIQUE MUTUALISTE PORTE DE L'ORIENT;;;;;;;;;;1;B;;1;A;B;;;;6;C;D;;;;0;;;;;;;;;;0;1;1;560026965;0
ORG;2023;560002974;ETABLISSEMENT DE SANTE LE DIVIT;;;;;;;;;;1;A;;;;;;;;;;;;;;1;1;GROUPE HOSPITALIER SUD BRETAGNE;;;;;;;;1;1;1;830013678;0
ORG;2023;560003006;CENTRE DE POST-CURE KERDUDO;;;;;;;;;;1;B;;;;;;;;;;;;;;0;;;;;;;;;;0;;;560006074;0
ORG;2023;560003055;CENTRE DE SOINS DE SUITE KORN-ER-HOUET;;;;1;A;;;;;1;A;;;;;;;;10;C;D;;;;1;1;BROCÉLIANDE ATLANTIQUE;;;;;;;;1;1;2;440042844;0
ORG;2023;560003980;GHBS - HOPITAL DE KERBERNES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;560005746;0
ORG;2023;560004277;CENTRE DE POST CURE HOVIA;;;;;;;;;;;;;;;;;;;1;B;C;1;C;B;0;;;;;;;;;;0;1;1;750721029;0
ORG;2023;560006991;HOP DE JOUR CMP ENFANTS ADO PONTIVY;;;;2;A;C;;;;;;;;;;;;;;;;;;;1;1;CENTRE BRETAGNE;;;;;;;;;;;220017974;0
ORG;2023;560007510;POLYCLINIQUE DE KERIO;;;;1;A;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;0;;560001307;0
ORG;2023;560008799;HÔPITAL PRIVÉ OCÉANE;1;C;D;1;E;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;1;1;560013989;0
ORG;2023;560010092;USLD UHR EPSM MORBIHAN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;560002032;0
ORG;2023;560012122;LONG SEJOUR - CHS CAUDAN;;;;;;;;;;;;;;;;;;;3;C;;;;;;;;;;;;;;;1;0;;560002677;0
ORG;2023;560018509;HAD DE L'AVEN A ETEL;;;;;;;;;;;;;;;;;;;3;C;A;;;;0;;;;;;;;;;1;0;;560018459;0
ORG;2023;560022188;HAD CENTRE BRETAGNE;;;;;;;;;;;;;;;;;;;;;;;;;1;1;CENTRE BRETAGNE;;;;;;;;1;0;;350000626;0
ORG;2023;560023228;CENTRE D'ONCOLOGIE SAINT-YVES;;;;;;;;;;;;;;;;;;C;1;;;;;;0;;;;;;;;;;0;0;;560023178;0
ORG;2023;560027377;ASS DES AUGUSTINES SITE CH MALESTROIT;0;;;0;;;0;;;0;;;0;;;0;;;7;A;;;;;1;1;BROCÉLIANDE ATLANTIQUE;;;;;0;;;0;1;1;560006017;0
ORG;2023;560027641;USLD CH JOSSELIN;;;;3;A;B;;;;2;A;B;;;;;;;;;;;;;;;;;;;;;;;0;1;1;560000077;0
ORG;2023;560029068;GCS CLINIQUE DU TER;;;;;;;;;;1;A;;;;;;;;;;;;;;0;;;;;;;;;;;;;560029050;0
ORG;2023;570000026;HOPITAL SAINT JOSEPH DE SARRALBE;;;;;;;;;;;;;;;;;;;;;;;;;1;1;MOSELLE EST;;;;;;;;1;1;2;570024794;0
ORG;2023;570000059;CH MARIE-MADELEINE DE FORBACH;;;;;;;;;;;;;;;;;;;50;C;B;;;;;;;;;;;;;;;;;570025254;0
ORG;2023;570000083;CLINIQUE SAINT NABOR DE SAINT AVOLD;;;;;;;;;;;;;;;;;;;19;C;D;;;;0;;;;;;;;;;0;1;1;570000729;0
ORG;2023;570000091;HOPITAL FILIERIS DE FREYMING-MERLEBACH;;;;;;;;;;;;;;;;;;;1000;D;C;;;;0;;;;;;;;;;1;1;2;750050759;0
ORG;2023;570000109;NIDERVILLER - CRS SAINT LUC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;570000034;0
ORG;2023;570000117;CH SAINT-NICOLAS DE SARREBOURG;0;;;2;A;D;0;;;0;;;0;;;0;;;2;D;;0;;;;;;;;;;0;;;1;1;2;570015099;0
ORG;2023;570000281;HOPITAL D'HAYANGE - CHR;;;;7;E;A;;;;;;;;;;9;C;D;58;C;D;1;G;;;;;;;;;;;;;1;1;570005165;0
ORG;2023;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;;;;7;E;A;;;;;;;;;;9;C;D;58;C;D;1;G;;;;;;;;;;;;;1;1;570005165;0
ORG;2023;570000356;CLINIQUE AMBROISE PARE DE THIONVILLE;;;;;;;;;;;;;;;;;;;10;C;;;;;0;;;;;;;;;;0;1;2;570000919;0
ORG;2023;570000364;CLINIQUE NOTRE DAME DE THIONVILLE;;;;;;;;;;;;;;;;;;;29;A;C;;;;0;;;;;;;;;;1;1;1;570011569;0
ORG;2023;570000380;ABRESCHVILLER - CRS SAINT LUC;0;;;1;A;;0;;;0;;;0;;;0;;;1;D;;0;;;;;;;;;;0;;;1;1;2;570000034;0
ORG;2023;570000455;HOPITAL DE CHATEAU-SALINS - SOS SANTE;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;1;1;570010181;0
ORG;2023;570000562;HOPITAL ST FRANCOIS - MARANGE-SILVANGE;5;C;D;;;;;;;;;;;;;;;;20;C;D;;;;0;;;;;;;;;;0;1;1;570030395;0
ORG;2023;570000596;HIA LEGOUEST;;;;1;A;;;;;1;B;;;;;;;;89;C;;;;;1;1;LORRAINE NORD;;;;;;;;0;1;2;750821092;0
ORG;2023;570000646;HOPITAL-CLINIQUE CLAUDE BERNARD;;;;;;;;;;;;;;;;;;;61;A;C;;;;0;;;;;;;;;;1;1;1;570001115;0
ORG;2023;570000687;CH LEMIRE DE SAINT-AVOLD;;;;;;;;;;;;;;;;;;;5;A;C;;;;;;;;;;;;;;;;;570025254;0
ORG;2023;570000794;CENTRE L'ADAPT MOSELLE DE THIONVILLE;;;;;;;;;;;;;;;;;;;33;A;C;1;A;;0;;;;;;;;;;0;0;;930019484;0
ORG;2023;570000885;CENTRE HOSPITALIER DE LORQUIN;;;;1;A;;;;;1;B;;;;;;;;1;;;;;;0;;;;;;;;;;1;1;1;570000133;0
ORG;2023;570000893;CHS DE SARREGUEMINES;;;;1;A;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;570000141;0
ORG;2023;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;;;;1;A;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;570000158;0
ORG;2023;570000950;CLINIQUE STE ELISABETH DE YUTZ;;;;;;;;;;;;;;;;;;;30;B;C;;;;0;;;;;;;;;;1;1;2;570030395;0
ORG;2023;570000992;HOPITAL SAINT JACQUES DE DIEUZE;;;;1;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;570000497;0
ORG;2023;570001016;CHS DE JURY;;;;1;A;;;;;1;B;;;;;;;;;;;;;;0;;;;;;;;;;0;1;1;570000513;0
ORG;2023;570001057;HOPITAL BELLE-ISLE DE METZ - HPM;2;B;E;;;;;;;;;;;;;;;;839;C;D;;;;0;;;;;;;1;D;;0;1;2;570023630;0
ORG;2023;570002287;MAISON DE SANTE STE MARGUERITE NOVEANT;;;;;;;;;;;;;;;;;;;7;C;D;3;C;;0;;;;;;;;;;0;1;2;570001230;0
ORG;2023;570003079;CENTRE DE GERIATRIE LE KEM - SOS SANTE;;;;;;;;;;;;;;;;;;;38;C;D;;;;0;;;;;;;;;;1;1;2;570010181;0
ORG;2023;570003103;CRF LE HOHBERG DE SARREGUEMINES;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;;;;0;;;0;1;2;540019726;0
ORG;2023;570003947;USLD HOPITAL STE BLANDINE DE METZ;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;;;0;0;;570023630;0
ORG;2023;570005215;CENTRE FELIX MARECHAL DE METZ - CHR;;;;7;E;A;;;;;;;;;;9;C;D;58;C;D;1;G;;;;;;;;;;;;;1;1;570005165;0
ORG;2023;570011635;CTRE AUTODIALYSE UDM THIONVILLE-ALTIR;;;;;;;;;;;;;;;;;;;2;A;C;;;;0;;;;;;;;;;0;0;;540001112;0
ORG;2023;570012369;CMS DE GORZE;;;;4;A;;;;;2;A;;;;;;;;5;C;B;;;;;;;;;;;;;;;1;2;570011387;0
ORG;2023;570015248;INSTITUT PRIVE DE RADIOTHERAPIE METZ;;;;;;;;;;;;;;;;;;;;;;1;C;E;0;;;;;;;;;;1;0;;950044412;0
ORG;2023;570015750;HOPITAL DE JOUR ENFANTS DE YUTZ;;;;7;E;A;;;;;;;;;;9;C;D;58;C;D;1;G;;;;;;;;;;;;;1;1;570005165;0
ORG;2023;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;2;C;E;;;;;;;;;;;;;;;;839;C;D;;;;0;;;;;;;1;D;;0;1;2;570023630;0
