BOR;AN;FI;RS;FI_EJ;URG;HMED;HIDE;SAO;ACC;PASSU;dt80;dt18;dtMCO;dtMCO80;dtMCO18;dtLS;dtLS80;dtLS18;dtHAD;dtHAD80;dtHAD18;dtEXT;dtEXT80;dtEXT18;dtHOSP;LIT_UHCD;JLI_UHCD;SEJ_UHCD;SEJ0_UHCD;JOU_UHCD;STAP;RMM;GDE
URGENCES2;2023;490000049;CHR ANGERS SITE LARREY;490000031;PED;209;551;1;IAO;28412;;;;;;;;;;;;;;;3928;8;2920;3265;1653;1658;;;
URGENCES2;2023;490000635;CH DE CHOLET;490000676;GEN;456;1330;1;IAO;65515;6461;19954;12387;3482;1813;206;6;8;;;;;;;;8;2920;5969;1825;4913;0;1;
URGENCES2;2023;490001765;CH DE SAUMUR;490528452;GEN;238;564;1;IAOMAO;30114;3570;9873;3364;1353;544;45;1;0;;;;727;178;17;;8;2920;5855;2623;3639;0;1;
URGENCES2;2023;490014909;CLINIQUE DE L'ANJOU;490008109;GEN;322;603;1;IAO;32861;;;4859;;;;;;;;;;;;;7;2555;1594;1255;343;1;1;
URGENCES2;2023;500000021;CHAG - SITE AVRANCHES;500000054;GEN;238;336;1;IAO;26490;4220;2422;6756;2483;96;34;26;;3;3;;;;;;4;1460;4395;831;4344;1;1;
URGENCES2;2023;500000187;CHPC - SITE CHERBOURG;500000013;GEN;627;1632;1;IAO;50512;6320;13366;17705;4480;1729;0;0;0;0;0;0;50;1;47;;12;4380;8882;4938;4358;1;0;
URGENCES2;2023;500000260;CHAG - SITE GRANVILLE;500000054;GEN;168;168;1;IAO;12604;2344;1790;1192;1183;39;19;26;0;0;0;0;105;18;10;;4;1460;2087;636;1662;1;1;
URGENCES2;2023;500000427;CH DE SAINT HILAIRE DU HARCOUET;500000096;GEN;87;167;1;IAO;3896;743;520;862;;;8;;;;;;58;;;;2;730;609;407;242;;0;
URGENCES2;2023;500000450;CH MEMORIAL - SAINT-LO;500000112;GEN;168;472;1;IAO;40198;5094;7999;10432;2929;1118;174;119;0;70;18;1;1805;554;32;;7;2727;3826;1981;1949;1;1;
URGENCES2;2023;500000591;CENTRE HOSPITALIER DE COUTANCES;500000393;GEN;168;420;;;14962;2481;2348;2873;1275;33;0;0;0;;;;;;;;5;1825;1946;1128;883;1;1;
URGENCES2;2023;510000169;CENTRE HOSPITALIER LEON BOURGEOIS;510000037;GEN;386;672;1;IAOMAO;35544;3579;8678;4591;871;1069;26;14;0;0;0;0;857;126;39;;6;2132;2034;847;1256;1;1;
URGENCES2;2023;510000235;CENTRE HOSPITALIER D'EPERNAY;510000060;GEN;193;511;1;IAO;19701;3803;3736;4576;1432;458;;;;;;;;;;;3;1095;1112;238;1134;1;1;
URGENCES2;2023;510000250;CENTRE HOSPITALIER VITRY LE FRANCOIS;510000078;GEN;168;252;0;;13374;1763;2902;577;518;0;;;;;;;1080;76;87;;4;1460;1850;887;1089;1;1;
URGENCES2;2023;510002470;AMERICAN MEMORIAL HOSPITAL CHU REIMS;510000029;PED;337;966;1;IAO;28798;;;;;;;;;;;;;;;2322;8;2920;2981;734;2406;;;
URGENCES2;2023;510004302;HOPITAL MAISON BLANCHE CHU REIMS;510000029;GEN;507;1582;1;IAOMAO;53276;6606;712;;;;;;;;;;;;;;12;3216;3152;294;3973;1;1;
URGENCES2;2023;510024979;POLYCLINIQUE REIMS - BEZANNES;510000532;GEN;252;469;1;IAO;19683;;;;;;;;;;;;;;;;6;2154;5288;3820;1595;1;0;
URGENCES2;2023;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;GEN;44;1512;1;IAO;18150;2521;3703;3967;1397;456;;;;;;;;;;;4;1460;2849;640;2678;1;0;
URGENCES2;2023;520000043;CENTRE HOSPITALIER DE LANGRES;520780057;GEN;346;346;0;;13759;1970;2444;2669;1047;22;0;0;0;0;0;0;0;0;0;;4;1460;1760;511;1507;1;1;
URGENCES2;2023;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;520780073;GEN;238;588;1;IAO;27214;4373;6796;6059;;;;;;;;;43;;;;5;1874;3163;1407;2232;1;1;
URGENCES2;2023;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;GEN;336;504;1;IAO;19538;3575;2941;5854;2262;129;131;3;7;0;0;0;35;7;5;;1;365;2999;981;2087;0;1;
URGENCES2;2023;530000173;CH DU NORD MAYENNE;530000074;GEN;385;588;1;IAO;21847;3325;3106;4157;1716;32;163;10;4;0;0;0;480;147;20;;6;2190;2146;241;2366;1;1;
URGENCES2;2023;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;GEN;420;977;1;IAO;38572;4114;14179;4783;1303;1034;74;29;14;5;;3;172;46;38;;9;3285;3894;805;3957;0;0;
URGENCES2;2023;540000015;CHRU NANCY - MATERNITE;540023264;PED;208;168;0;MAO;312;;;;;;;;;;;;;;;228;;;;;;;;
URGENCES2;2023;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;540000049;GEN;406;469;1;IAO;16088;2025;2609;2937;956;28;0;0;0;0;0;0;;;;;4;1460;1912;400;1939;1;1;
URGENCES2;2023;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;GEN;218;406;1;IAO;17235;2539;3160;5425;1711;302;;;;;;;430;44;60;;6;1564;2070;877;1244;1;1;
URGENCES2;2023;540000296;CENTRE HOSPITALIER DE PONT A MOUSSON;540000106;GEN;252;1008;0;;13546;2014;2281;731;427;0;7;5;0;0;0;0;986;160;68;;3;1095;1505;313;1627;1;1;
URGENCES2;2023;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;GEN;168;406;1;IAOMAO;22571;2110;6092;2113;671;326;168;7;0;0;0;0;779;;;;4;1460;1894;661;1645;;;
URGENCES2;2023;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;GEN;217;504;1;IAO;16380;2731;2838;1296;684;97;352;127;3;16;10;;362;310;2;;7;2555;2513;2507;9;0;0;
URGENCES2;2023;540001138;CHRU NANCY - HOPITAL CENTRAL;540023264;GEN;574;1344;1;IAOMAO;65061;8839;686;12420;3350;60;18;3;;;;;945;231;16;;16;5840;13572;5573;10322;1;1;
URGENCES2;2023;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;PED;251;672;1;IAO;25147;;;;;;;;;;;;;;;5051;8;2920;5668;3377;2673;;;
URGENCES2;2023;540026895;HOPITAL PRIVE NANCY LORRAINE;540026739;GEN;;;1;IAO;1527;212;14;17;6;0;0;0;0;0;0;0;22;6;0;;8;2920;336;137;292;1;1;
URGENCES2;2023;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;550006795;GEN;218;756;1;IAO;26761;3248;6006;6398;2012;682;278;26;4;3;2;1;257;28;32;;6;2190;2151;744;1458;1;1;
URGENCES2;2023;550000434;CH BLD FV SITE BLD;550003354;GEN;381;581;1;IAO;16554;2560;2176;3445;1274;16;130;7;4;0;0;0;587;;;;4;1460;2507;633;2231;1;1;
URGENCES2;2023;560000127;CHBA SITE DE VANNES;560023210;GEN;749;1467;1;IAOMAO;66112;9449;16116;19149;5810;2311;7;5;0;;;;1423;191;57;;8;2920;5087;945;4521;1;0;
URGENCES2;2023;560000135;GHBS- HÔPITAL DU SCORFF;560005746;GEN;842;1200;1;IAOMAO;57180;7268;15908;10975;3509;1699;829;394;8;;;;2866;673;227;;9;3285;7519;2990;5002;0;1;
URGENCES2;2023;560000143;CHCB- SITE KÉRIO;560014748;GEN;282;969;1;IAO;29359;4826;5222;7521;2864;528;293;20;12;1;0;0;603;63;37;;12;4224;3411;270;3889;1;1;
URGENCES2;2023;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;GEN;168;308;1;IAO;19089;3070;2944;4507;1749;26;0;0;0;0;0;0;254;43;48;;6;2190;2211;584;1664;0;1;
URGENCES2;2023;570000059;CH MARIE-MADELEINE DE FORBACH;570025254;GEN;414;672;1;IAO;47321;3294;20393;7654;1449;1997;118;;;;;;691;176;22;;8;2920;2774;512;2407;1;1;
URGENCES2;2023;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;GEN;168;504;1;IAO;23815;3025;5168;4368;1516;485;;;;;;;456;79;50;;4;1460;2669;988;1981;1;1;
URGENCES2;2023;570000216;HOPITAL DE SAINT AVOLD - SOS SANTE;570010181;GEN;406;756;1;IAO;23218;;;;;;;;;;;;;;;;4;1460;3536;3171;430;;;
URGENCES2;2023;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;GEN;588;1988;1;IAO;49689;5393;17537;9105;2062;1828;310;3;0;0;0;0;2430;905;50;;15;5475;5589;1277;6233;1;1;
URGENCES2;2023;570000596;HIA LEGOUEST;750821092;GEN;245;588;1;IAO;24707;959;2038;278;106;0;16;0;0;0;0;0;503;114;5;;3;1095;1762;1140;734;1;1;
URGENCES2;2023;570000646;HOPITAL-CLINIQUE CLAUDE BERNARD;570001115;GEN;168;336;1;IAO;17792;1506;2150;;;;;;;;;;;;;;5;1825;5917;3754;2214;1;1;
URGENCES2;2023;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;GEN;336;637;1;IAO;30594;4282;7980;7523;1989;734;;;;;;;;;;;5;1825;2692;1226;1640;1;0;
URGENCES2;2023;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;GEN;840;2072;1;IAOMAO;70076;7826;22888;12533;2996;3008;4;0;0;0;0;0;3238;834;149;;10;6180;6695;1430;7239;1;1;
URGENCES2;2023;580972669;CH CLAMECY;580780070;GEN;168;151;0;;10689;2278;1854;994;435;3;;;;;;;400;96;28;;2;728;663;331;369;1;0;
URGENCES2;2023;580972677;CH COSNE COURS SUR LOIRE;580780088;GEN;297;490;1;IAO;12127;1797;1932;1617;;;0;;;0;;;823;;;;2;730;1264;427;1172;1;1;
URGENCES2;2023;580972685;CH DECIZE;580780096;GEN;168;168;;;14280;1863;2641;;;;;;;;;;;;;;2;730;1270;244;1542;0;;
URGENCES2;2023;580972693;HOPITAL PIERRE BEREGOVOY;580780039;GEN;644;1043;1;IAO;42587;4914;14044;12158;1719;1156;2;;;;;;305;156;5;;10;3650;6065;714;7493;1;0;
URGENCES2;2023;590000121;CH SECLIN;590780227;GEN;503;877;1;IAO;43308;3715;15276;6230;1807;1170;15;10;0;0;0;0;250;17;9;;8;2920;2790;412;2641;0;1;
URGENCES2;2023;590000337;CH DUNKERQUE;590781415;GEN;637;2198;1;IAO;64019;6713;16385;10494;1807;2384;;;;;;;1659;491;75;;15;5475;5664;1264;5372;1;0;
URGENCES2;2023;590000428;CH CAMBRAI;590781605;GEN;238;756;1;IAO;37505;2773;9192;10995;;;;;;;;;;;;;10;3650;8309;3670;5172;;;
URGENCES2;2023;590000436;CH LE CATEAU;590781621;GEN;336;420;1;IAO;16993;1870;3365;739;423;;;;;;;;1050;228;70;;5;;4032;2300;1917;1;1;
URGENCES2;2023;590000469;CH FOURMIES;590781662;GEN;203;406;1;IAO;17330;1970;3678;3063;;;76;;;0;;;257;;;;12;4380;1544;890;933;0;0;
URGENCES2;2023;590000535;CH DE MAUBEUGE MCO;590781803;GEN;504;1131;1;IAO;51325;4311;15974;6129;1309;1518;687;3;19;;;;1250;507;36;;8;2920;7167;3550;3911;1;1;
URGENCES2;2023;590000592;CH DENAIN;590782165;GEN;331;658;1;IAO;31256;2787;6824;7608;1467;54;165;1;14;;;;408;110;181;;6;2190;3503;1844;1718;1;1;
URGENCES2;2023;590000618;CH VALENCIENNES;590782215;GEN;652;1680;1;IAOMAO;75503;9444;1948;11009;2874;245;;;;;;;;;;;17;6205;11321;5684;6279;1;1;
URGENCES2;2023;590000618;CH VALENCIENNES;590782215;PED;266;332;1;IAO;32600;;;;;;;;;;;;;;;5474;8;2920;2765;1279;1502;;;
URGENCES2;2023;590000758;CH ARMENTIERES;590782637;GEN;588;749;1;IAO;37960;2942;13459;9712;1933;2058;;;;;;;1142;;;;8;;8083;5665;2563;1;1;
URGENCES2;2023;590000774;CH HAZEBROUCK;590782652;GEN;238;427;1;IAO;18070;2244;3168;2025;849;19;2;2;;;;;1077;289;83;;2;730;3119;2274;847;1;0;
URGENCES2;2023;590001004;CH DOUAI DECHY;590783239;GEN;1022;1764;1;IAOMAO;65918;6560;21124;14143;3650;2169;384;3;31;;;;;;;;11;4015;5013;774;5050;1;1;
URGENCES2;2023;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;GEN;105;252;1;IAO;11556;1057;2622;850;450;1;;;;;;;;;;;2;730;96;96;0;1;1;
URGENCES2;2023;590008041;POLYCLINIQUE VAUBAN;590008033;GEN;168;420;1;IAO;13811;1987;1554;2057;;;;;;;;;146;;;;10;3650;1142;522;657;1;1;
URGENCES2;2023;590780284;GCS GHICL HÔPITAL ST PHILIBERT;590051801;GEN;420;504;1;IAO;25714;4607;1522;9679;3022;112;;;;;;;;;;;7;2555;5329;3065;2415;0;0;
URGENCES2;2023;590796975;HÔPITAL SALENGRO CHU LILLE;590780193;GEN;709;1960;1;IAOMAO;74883;6253;2943;13326;2515;372;337;28;45;3;;;2079;353;55;;16;5723;17080;8466;8684;0;1;
URGENCES2;2023;590796975;HÔPITAL SALENGRO CHU LILLE;590780193;PED;357;546;1;IAO;25694;;;;;;;;;;;;;;;5126;10;3560;5121;2354;2859;;;
URGENCES2;2023;590797353;GCS GHICL HOPITAL SAINT VINCENT -;590051801;GEN;420;504;1;IAO;43313;2999;2252;11101;2026;325;;;;;;;;;;;7;2555;7266;3025;4719;0;0;
URGENCES2;2023;590797353;GCS GHICL HOPITAL SAINT VINCENT -;590051801;PED;420;336;0;;21939;;;;;;;;;;;;;;;3406;5;1825;1737;766;1010;;;
URGENCES2;2023;590801106;HOPITAL VICTOR PROVO;590782421;GEN;592;1590;;;46596;;;13359;;;;;;;;;;;;;12;4380;4176;1495;2742;;;
URGENCES2;2023;590801106;HOPITAL VICTOR PROVO;590782421;PED;143;403;1;IAO;25336;;;;;;;;;;;;;;;4227;3;1095;920;746;175;;;
URGENCES2;2023;590804696;CENTRE HOSPITALIER DE TOURCOING;590781902;GEN;567;1036;1;IAO;49206;4304;12483;7411;1850;1285;;;;;;;844;369;41;;8;2920;5042;2328;2812;1;1;
URGENCES2;2023;590816310;CLINIQUE SAINT AME;590000048;GEN;168;336;1;IAO;19097;1360;3398;1299;323;41;;;;;;;;;;;3;1095;190;129;62;1;1;
URGENCES2;2023;600000186;CH CLERMONT;600100648;GEN;168;168;1;IAO;33412;2474;7288;3670;1023;68;;;;;;;1315;250;210;;8;2920;2292;676;1791;1;1;
URGENCES2;2023;600000194;CH BEAUVAIS;600100713;GEN;504;1176;1;IAO;44495;4813;3694;9091;2332;68;;;;;;;;;;;15;5475;3501;927;4040;1;1;
URGENCES2;2023;600000194;CH BEAUVAIS;600100713;PED;156;300;1;IAO;17499;;;;;;;;;;;;;;;2313;4;1460;270;57;261;;;
URGENCES2;2023;600000285;CH CHICN NOYON;600100721;GEN;78;752;0;;15899;1607;3032;1717;652;13;;;;;;;;;;;3;1092;922;194;828;0;0;
URGENCES2;2023;600000467;CH GHPSO CREIL;600101984;GEN;598;1176;1;IAOMAO;39058;5317;3364;5811;1766;87;;;;;;;897;441;4;;10;3032;1736;434;2044;0;1;
URGENCES2;2023;600000467;CH GHPSO CREIL;600101984;PED;168;734;1;IAO;20522;;;;;;;;;;;;;;;2847;6;2190;882;259;721;;;
URGENCES2;2023;600100754;POLYCLINIQUE SAINT CÔME;600000228;GEN;189;451;1;IAO;25684;1324;3626;3097;;;;;;;;;;;;;5;1825;2543;2483;60;1;1;
URGENCES2;2023;600113476;CH CHICN COMPIÈGNE;600100721;GEN;457;1413;1;IAO;42447;6047;5137;8591;2929;96;1;1;;;;;;;;;12;4362;2433;118;2905;0;1;
URGENCES2;2023;600113476;CH CHICN COMPIÈGNE;600100721;PED;0;256;0;;16473;;;;;;;;;;;;;;;1527;0;0;0;0;0;;;
URGENCES2;2023;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;GEN;168;387;1;IAO;16476;2173;3281;2426;930;78;;;;;;;;;;;4;1460;2893;1476;1572;1;0;
URGENCES2;2023;610000051;CHICAM - SITE ALENCON;610780082;GEN;420;1008;1;IAO;37818;4705;8592;8020;2835;1014;205;177;1;14;6;0;1023;388;13;;8;2920;959;119;1810;0;1;
URGENCES2;2023;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;GEN;376;818;1;IAO;16860;2714;2312;6516;;;;;;;;;169;;;;6;2184;5201;3847;1394;;;
URGENCES2;2023;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;GEN;168;182;1;IAO;6930;1208;1123;1785;821;5;4;2;0;0;0;0;;;;;2;730;706;141;625;0;0;
URGENCES2;2023;610000119;CH  JACQUES MONOD  - FLERS;610780165;GEN;420;624;1;IAO;31872;3801;11004;2691;1413;499;381;95;1;0;0;0;1164;651;11;;6;2190;5931;3084;3458;;;
URGENCES2;2023;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;GEN;168;504;1;IAO;10094;1617;1291;748;466;0;7;1;0;0;0;0;477;159;11;;3;1095;1357;545;939;0;0;
URGENCES2;2023;620000034;CH ARRAS;620100057;GEN;504;1092;1;IAOMAO;44823;6038;4631;8268;2855;81;110;11;10;0;0;0;504;78;7;;8;2920;8219;4125;4333;1;1;
URGENCES2;2023;620000034;CH ARRAS;620100057;PED;168;251;1;IAO;13140;;;;;;;;;;;;;;;2290;3;1095;651;215;436;;;
URGENCES2;2023;620000224;CH BETHUNE;620100651;GEN;526;1103;1;IAO;47495;5096;10252;12029;2746;1233;298;217;;;;;2011;434;115;;6;2190;1904;1773;131;1;1;
URGENCES2;2023;620000257;CH LENS;620100685;GEN;584;1313;1;IAO;55260;5693;6724;14444;3738;351;;;;;;;;;;;10;3650;7573;2778;5088;1;0;
URGENCES2;2023;620000257;CH LENS;620100685;PED;;;0;;16222;;;;;;;;;;;;;;;2505;;;0;0;0;;;
URGENCES2;2023;620000323;CH CALAIS;620101337;GEN;574;1646;1;IAO;37640;4024;2091;5590;1636;82;577;7;50;;;;510;53;;;12;4380;6631;1532;5784;1;1;
URGENCES2;2023;620000323;CH CALAIS;620101337;PED;168;361;1;IAO;13779;;;;;;;;;;;;;;;2173;0;;125;105;20;;;
URGENCES2;2023;620000349;CH REGION DE ST OMER;620101360;GEN;381;924;1;IAO;43517;4335;11782;6706;1827;1031;17;10;0;0;0;0;1093;158;121;;11;4015;5338;456;5741;1;1;
URGENCES2;2023;620000653;CH BOULOGNE-SUR-MER;620103440;GEN;504;1057;;;54814;5458;9031;9388;2420;365;638;21;39;;;;284;73;14;;10;3650;6651;2815;4229;0;1;
URGENCES2;2023;620000653;CH BOULOGNE-SUR-MER;620103440;PED;168;1057;;;7604;;;;;;;;;;;;;;;1642;4;1460;165;114;57;;;
URGENCES2;2023;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;GEN;336;481;1;IAO;34571;5989;6398;;1219;1396;;;;;;;;;;;6;2190;3867;985;3034;1;;
URGENCES2;2023;620003350;HOPITAL DE RIAUMONT;620001834;GEN;407;683;1;IAO;19938;2586;3699;;;;;;;;;;;;;;7;2555;1107;1104;3;0;1;
URGENCES2;2023;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;GEN;431;756;1;IAO;29606;3801;3215;;;;;;;;;;;;;;6;2190;3642;3002;673;;;
URGENCES2;2023;620025346;POLYCLINIQUE DE LA  CLARENCE;620001834;GEN;429;828;1;IAO;28449;4004;6235;;;;;;;;;;;;;;7;2555;2065;755;1502;;1;
URGENCES2;2023;620100735;CLINIQUE ANNE ARTOIS;620000265;GEN;168;280;1;IAO;15114;888;3332;;;;;;;;;;;;;;6;2190;556;344;212;1;1;
URGENCES2;2023;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;GEN;781;1260;1;IAO;56484;7639;2149;16435;4720;222;219;5;16;;;;806;224;8;;20;7300;9349;2416;7463;1;0;
URGENCES2;2023;630000412;CH D'AMBERT;630780997;GEN;168;252;1;IAOMAO;9944;1355;1948;1205;;;;;;;;;;;;;4;1216;1005;262;943;0;0;
URGENCES2;2023;630000420;CH PAUL ARDIER ISSOIRE;630781003;GEN;168;168;1;IAO;18155;2396;2823;3525;1247;35;0;0;0;0;0;0;438;44;55;;2;650;1438;1061;391;1;0;
URGENCES2;2023;630000438;CH DE RIOM;630781011;GEN;168;259;1;IAO;16462;3893;920;4693;10;0;;;;;;;;;;;10;3650;1887;347;2062;1;1;
URGENCES2;2023;630000446;CH DE THIERS;630781029;GEN;168;168;1;IAO;13972;2311;1713;2798;1156;12;113;;;;;;284;;;;4;1460;1885;396;1700;0;0;
URGENCES2;2023;630780211;POLE SANTE REPUBLIQUE;630000107;GEN;211;241;1;IAO;13122;664;800;1088;336;8;;;;;;;;;;;2;730;896;811;89;1;0;
URGENCES2;2023;630781268;HOPITAL ESTAING - CHU63;630780989;PED;245;1680;1;IAO;30087;;;;;;;;;;;;;;;3117;6;2066;1363;593;829;;;
URGENCES2;2023;640000162;CH COTE BASQUE;640780417;GEN;910;1256;1;IAOMAO;59699;6190;17395;20489;4380;4270;614;14;63;0;0;0;;;;;8;2920;7175;3085;4663;1;1;
URGENCES2;2023;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;GEN;168;336;0;;11769;2650;1892;1569;879;0;0;0;0;0;0;0;257;1;0;;4;1460;1690;457;1504;0;0;
URGENCES2;2023;640000410;CENTRE HOSPITALIER OLORON;640780821;GEN;168;252;1;IAO;11325;2652;1692;3254;1630;55;1;;;;;;7;;;;2;730;1783;788;1106;0;0;
URGENCES2;2023;640000600;CENTRE HOSPITALIER DE PAU;640781290;GEN;987;1662;1;IAO;63042;7259;21177;10256;3101;1878;;;;;;;;;;;13;4745;11808;6040;6232;1;1;
URGENCES2;2023;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;GEN;168;168;1;IAO;10358;1542;2030;2456;845;41;0;0;0;0;0;0;124;21;22;;4;1460;1392;560;1141;0;0;
URGENCES2;2023;640018206;CLINIQUE BELHARRA;640012209;GEN;238;418;1;IAO;18280;1690;2288;3224;;;;;;;;;;;;;4;1460;4430;3442;1163;1;1;
URGENCES2;2023;640780490;CAPIO CLINIQUE AGUILERA;640000212;GEN;252;232;1;IAO;23849;2537;3139;1545;;;;;;;;;282;;;;4;1460;2227;1623;621;1;1;
URGENCES2;2023;640780748;POLYCLINIQUE CÔTE BASQUE SUD;640000360;GEN;252;393;1;IAO;13323;2115;2036;5099;1503;128;;;;;;;35;4;10;;9;3285;4893;3311;1650;1;1;
URGENCES2;2023;640780946;POLYCLINIQUE PAU PYRENEES SITE NAVARRE;640000469;GEN;224;459;1;IAO;14415;;651;2375;;35;;;;;;;942;;13;;3;1095;1092;811;314;1;1;
URGENCES2;2023;650000045;CH TARBES LOURDES SITE LOURDES;650783160;GEN;336;562;1;IAO;21052;2924;3532;3336;1225;97;63;36;0;;;;29;10;0;;6;2190;2019;688;1402;1;1;
URGENCES2;2023;650000052;CH BAGNERES DE BIGORRE;650780166;GEN;168;168;;;4963;460;766;146;113;0;1;;;;;;451;;;;2;730;409;401;14;0;0;
URGENCES2;2023;650000417;CH TARBES LOURDES GESPE SITE TARBES;650783160;GEN;366;1116;1;IAOMAO;49983;6272;13723;11209;3142;1483;39;31;0;;;;115;17;18;;4;1460;4625;2409;2441;1;1;
URGENCES2;2023;650784218;CMC HOPITAUX DE LANNEMEZAN;650780174;GEN;168;252;1;IAO;14309;1948;2650;2146;724;77;491;65;43;;;;455;101;56;;2;730;1096;591;515;1;1;
URGENCES2;2023;660000084;CH PERPIGNAN;660780180;GEN;630;1442;1;IAO;59235;6950;6267;13387;3837;309;28;14;;25;4;;0;;;;11;4015;3967;1977;2384;0;;
URGENCES2;2023;660000084;CH PERPIGNAN;660780180;PED;168;336;1;IAO;24054;;;;;;;;;;;;;;;3309;5;1825;1001;513;498;;;
URGENCES2;2023;660780628;CL DU VALLESPIR CERET;660000282;GEN;168;168;1;IAO;11828;1442;2029;1096;541;15;;;;;;;;;;;2;730;392;340;53;1;1;
URGENCES2;2023;660780776;CL ST MICHEL PRADES;660000399;GEN;168;252;1;IAO;9636;1609;1368;709;271;9;;;;;;;337;199;41;;4;730;692;565;131;1;1;
URGENCES2;2023;660780784;CL ST PIERRE PERPIGNAN;660000407;GEN;300;412;1;IAO;22810;3650;2050;3500;854;63;;;;;;;56;46;9;;4;;1446;1054;392;;;
URGENCES2;2023;660790387;POLYCL MEDIPOLE ST ROCH CABESTANY;660790379;GEN;252;567;1;IAO;41269;3285;8281;3589;946;107;0;0;0;20;13;0;397;52;43;;10;3650;538;447;92;1;1;
URGENCES2;2023;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;670780055;GEN;561;1260;1;IAOMAO;31223;4688;692;5675;1305;13;105;8;0;;;;2344;1131;1;;3;1095;15991;5637;13554;1;1;
URGENCES2;2023;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;GEN;636;1372;1;IAO;45731;5001;13494;9496;3070;1017;213;158;0;;;;664;350;3;;14;5110;4918;594;5769;1;0;
URGENCES2;2023;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;GEN;242;869;1;IAOMAO;26140;2783;9333;5058;1767;755;0;;;0;;;1368;525;;;6;2190;3211;977;2383;1;1;
URGENCES2;2023;670000272;CH INTERCOMMUNAL DE LA LAUTER;670780543;GEN;240;175;1;IAO;11727;1624;2139;2278;884;18;11;9;0;0;0;0;396;47;69;;2;730;898;224;724;1;1;
URGENCES2;2023;670000397;CENTRE HOSPITALIER DE SELESTAT;670017755;GEN;431;857;1;IAO;31962;4416;5640;6108;2323;435;0;0;0;0;0;0;1101;178;331;;8;3027;2827;250;2914;1;1;
URGENCES2;2023;670018068;CLINIQUE RHENA GCS ES;670017847;GEN;252;672;1;IAO;45536;1768;5361;9301;616;323;;;;;;;669;111;18;;8;2920;3687;2549;1195;1;1;
URGENCES2;2023;670780212;CLINIQUE SAINTE-ANNE;670014604;GEN;168;35;1;IAO;18717;1272;3580;5374;734;146;;;;;;;;;;;5;1825;5363;3770;1617;0;0;
URGENCES2;2023;670783273;HOPITAL DE HAUTEPIERRE;670780055;GEN;558;1505;1;IAOMAO;52022;6973;124;5483;1773;13;88;8;1;;;;1882;665;1;;11;4015;17318;8910;11530;1;1;
URGENCES2;2023;670783273;HOPITAL DE HAUTEPIERRE;670780055;PED;532;753;1;IAO;42707;;;;;;;;;;;;;;;4490;8;2920;4490;2420;2356;;;
URGENCES2;2023;680000320;CLINIQUE DIACONAT FONDERIE;680000643;GEN;252;735;1;IAO;29910;;;;;;;;;;;;;;;;4;1460;8642;6916;1767;1;1;
URGENCES2;2023;680000544;CENTRE HOSPITALIER D'ALTKIRCH;680020336;GEN;91;182;1;IAO;7900;1050;1335;802;365;3;;;;;;;;;;;2;118;98;95;4;1;0;
URGENCES2;2023;680000684;HOPITAL LOUIS PASTEUR;680000973;GEN;1008;1898;1;IAO;72803;10421;19526;15292;;2722;185;;;;;;1312;;;;22;8030;6184;1206;5711;1;1;
URGENCES2;2023;680000700;CENTRE HOSPITALIER DE GUEBWILLER;680001005;GEN;216;336;1;IAO;12513;1084;2463;1390;455;12;0;0;0;0;0;0;;;;;3;1095;1157;719;446;1;0;
URGENCES2;2023;680004546;HOPITAL EMILE MULLER;680020336;GEN;799;2016;1;IAOMAO;89897;9121;30208;15997;4113;3843;;;;;;;;;;;21;7665;5260;601;6168;1;1;
URGENCES2;2023;680020096;POLE PUBLIC SAINT-LOUIS - GHRMSA;680020336;GEN;168;357;1;IAO;14138;1627;1803;909;360;1;;;;;;;;;;;4;1360;521;47;592;0;0;
