BOR;AN;FI;RS;FI_EJ;SPED;UPED;LIT_CHI_PED;LIT_MED_PED;PLA_CHI_PED;PLA_MED_PED;SEJHP_MED_PED;SEJHP_CHI_PED;SEJHC_MED_PED;SEJHC_CHI_PED;JOU_CHI_PED;JOU_MED_PED;EFFLIB_PM;EFFLIB_PED;EFFLIB_CHIPED;ETPSAL_PM;ETPSAL_PED;ETPSAL_CHIPED;GAR_PM;GAR_PED;GAR_CHIPED;AST_CHIPED;AST_PM;AST_PED;EFFLIB_INFNS;EFFLIB_PUE;EFFLIB_AUX;EFFLIB_KINE;EFFLIB_PSY;EFFLIB_APNM;ETPSAL_INFNS;ETPSAL_PUE;ETPSAL_AUX;ETPSAL_KINE;ETPSAL_PSY;ETPSAL_APNM
MCOPED;2023;790000087;CENTRE HOSPITALIER DE NIORT;790000012;1;1;;19;;5;305;0;2378;0;0;4526;;;;11.35;11.29;;1;1;;;0;0;;;;;;;15.39;9.21;18.89;0.3;1.6;10.59
MCOPED;2023;790009948;POLYCLINIQUE D'INKERMANN;790001242;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2023;800000143;CH ABBEVILLE;800000028;1;1;;10;;1;297;0;1417;0;0;3207;;;;4.07;4.07;;0;0;0;0;1;1;;;;;;;9.62;1;4.2;;0.29;9.73
MCOPED;2023;800006124;CHU AMIENS SUD;800000044;1;1;24;69;8;10;2542;1596;5370;1514;4561;16839;;;;27.58;17.89;3.57;1;1;;;0;0;;;;;;;70.67;20.59;32.85;0.18;3.8;50.75
MCOPED;2023;810000505;CH ALBI;810000331;1;1;;12;;1;377;0;979;0;0;2535;;;;2.81;2.81;;0;0;0;;1;1;;;;;;;7.43;3.97;2.86;;;3.81
MCOPED;2023;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;1;;0;12;0;0;370;0;1234;0;0;2589;;;;5.63;5.63;;;;;;;;;;;;;;2.31;7.63;10.49;0.24;0.21;2.75
MCOPED;2023;820000032;CH MONTAUBAN;820000016;1;0;0;15;0;2;267;0;1366;0;0;2838;;;;5.25;5.09;;0;0;;;1;1;;;;;;;9.08;6.29;10.49;0.06;;13.69
MCOPED;2023;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;1;0;0;11;0;2;7;0;840;0;0;2420;;;;4.52;4.48;0.04;0;0;0;0;1;;;;;;;;2.95;8.18;4.67;0.05;0.79;6.85
MCOPED;2023;830000295;CH DE HYERES MARIE JOSEE TREFFOT;830100533;1;1;;20;;;0;0;1964;0;0;4109;;;;5.88;5.81;0.07;0;0;0;0;1;1;;;;;;;3.58;13.01;10.35;;;6
MCOPED;2023;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;1;0;;9;1;2;82;17;1328;0;0;2501;0;0;;0.81;0.81;0;0;0;0;0;1;1;;;;;;;6.08;10.56;16.07;;;8.72
MCOPED;2023;830000345;CHITS CH SAINTE MUSSE;830100616;1;1;11;20;;1;486;2;2735;1299;4106;4811;;;;17.42;16.42;1;;;;;;;;;;;;;6.28;20.86;24.45;0.05;0.8;13.66
MCOPED;2023;830100558;HOPITAL RENEE SABRAN HYERES;690781810;1;0;;2;;2;236;0;5;0;0;5;;;;0.33;0.33;;1;0;;;0;0;;;;;;;;;;;;
MCOPED;2023;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;1;1;14;44;0;1;827;0;6150;576;1356;11394;;;;5.73;4.33;1.12;1;1;;;;;;;;;;;7.77;27.48;22.47;0.56;1.59;22.23
MCOPED;2023;850000142;CHD SITE LA ROCHE SUR YON;850000019;1;1;0;23;;3;661;0;3971;0;0;8100;;;;9.66;8.93;0;1;1;0;0;0;0;;;;;;;17.67;8.62;20.85;;0.27;8.33
MCOPED;2023;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;850000084;1;;0;7;0;0;97;0;557;0;0;1384;;;;2.7;2.7;0;0;0;0;0;1;1;;;;;;;4.9;1;1.68;0;0;4.39
MCOPED;2023;850009630;CH FONTENAY SITE POLE SANTE SUD VENDEE;850000035;1;;;10;;;0;0;635;0;0;1062;;;;1.74;1.74;0;;;;;;;;;;;;;3.6;2.5;2.7;0;0;0
MCOPED;2023;860000223;CHU LA MILETRIE;860014208;1;1;;37;;3;887;0;3561;0;0;11692;;;;28.91;26.13;2.78;0;0;0;1;1;1;;;;;;;20.19;8.8;19.57;2;;7.61
MCOPED;2023;870000411;CLINIQUE EMAILLEURS-COLOMBIER LIMOGES;870017415;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2023;870014859;HOPITAL DE LA MERE ET DE L'ENFANT;870000015;1;1;12;29;7;12;2522;1235;3664;1096;2436;9333;;;;28.26;17.51;3.93;1;1;0;0;1;1;0;0;0;0;0;0;74.42;65.06;43.65;5.72;1.3;76.39
MCOPED;2023;880000021;CHI E.DURKHEIM - PLATEAU DE LA JUSTICE;880007059;1;0;0;17;0;0;0;0;1293;0;0;2313;0;0;0;9.75;9.75;0;1;1;;;0;0;0;0;0;0;0;0;14.05;9.31;18.44;0;0.18;8.46
MCOPED;2023;880000047;CHI HMV - SITE SAINT DIE DES VOSGES;880009147;1;;1;10;0;0;0;0;739;96;133;1587;;;;4.47;1.21;;1;1;;;1;1;;;;;;;6.23;7;11.66;;;0.68
MCOPED;2023;880000054;CHI L'OUEST VOSGIEN SITE NEUFCHATEAU;880007299;1;0;;4;;1;243;0;457;0;0;934;;;;2.7;2.7;0;0;0;;;1;1;;;;;;;0.15;5.77;;;;7.31
MCOPED;2023;880000062;CENTRE HOSPITALIER DE REMIREMONT;880780093;1;0;3;7;2;3;309;250;450;170;246;1339;0;0;0;3.39;2.39;0;0;0;;;1;1;;;;;;;6.92;1.95;0;;1.47;12.81
MCOPED;2023;890975527;CH AUXERRE;890000037;1;1;;18;;2;363;0;1550;0;0;3577;;;;5.23;5.01;;1;1;;;0;0;;;;;;;17.13;9.95;13.85;;;8.43
MCOPED;2023;890975550;CH SENS;890970569;1;1;;22;;2;201;0;1079;0;0;3075;;;;;;;0;0;0;0;1;1;;;;;;;8.94;2.18;6.74;;0.41;3.61
MCOPED;2023;900003039;HNFC SITE TREVENANS;900000365;1;1;;19;3;3;530;1;2107;0;0;4727;0;0;0;11.39;9.37;0;1;1;0;;;;;;;;;;0.85;0;82.36;20.7;12.99;0
MCOPED;2023;910000272;CH D ARPAJON;910110014;1;1;;13;;2;227;0;1314;0;0;2792;0;0;0;7.45;7.45;0;1;1;0;0;0;0;0;0;0;0;0;0;9.19;4.13;5.52;0.17;0;5.31
MCOPED;2023;910000280;CH DOURDAN ETAMPES SITE DOURDAN;910019447;1;1;0;14;0;2;17;0;773;0;0;2066;;;;6.01;6.01;;;;;;;;;;;;;;10.72;2;11.07;;;5.02
MCOPED;2023;910000298;CENTRE HOSPITALIER DE LONGJUMEAU;910110055;1;1;;22;;4;757;0;1837;0;0;5811;;;;13.22;4.55;;;;;;;;;;;;;;4.45;0.62;10.68;;;1.91
MCOPED;2023;910000306;CH D ORSAY;910110055;1;1;;1;;2;751;0;88;0;0;1;;;;3.29;;;;;;;;;;;;;;;1.32;;1;;;
MCOPED;2023;910001973;CH DOURDAN ETAMPES SITE ETAMPES;910019447;1;0;0;0;0;2;69;0;0;0;0;0;;;;1.18;1.18;;;;;;;;;;;;;;;0.5;0.5;;;0.5
MCOPED;2023;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;910002773;1;1;;34;;6;1771;0;3187;0;0;10952;0;0;0;12.19;12.19;0;1;1;0;0;0;0;;;;;;;22.83;1;16.22;;2.65;28.95
MCOPED;2023;920000585;CH RIVES DE SEINE SITE NEUILLY S/SEINE;920026374;1;1;0;18;0;1;525;0;2056;0;0;4195;;;;7.88;7.57;;1;1;0;0;0;0;;;;;;;5.93;1.78;12.1;0.2;1.33;9.7
MCOPED;2023;920000684;HOPITAL MARIE LANNELONGUE;750150120;1;0;16;38;;1;175;0;1848;165;1900;9799;0;;;126.6;10.8;6;1;0;0;0;1;0;;;;;;;220;14.2;38;5.4;2.1;331.4
MCOPED;2023;920100013;HU OUEST SITE AMBROISE PARE APHP;750712184;1;1;0;28;0;5;956;0;1835;0;0;6083;;;;8.21;8.21;;1;1;;;1;1;;;;;;;13.76;;11.45;;1.46;6.14
MCOPED;2023;920100021;HU PARIS SUD SITE ANTOINE BECLERE APHP;750712184;1;1;0;32;0;4;776;0;3841;0;0;7380;;;;6.85;6.85;;1;1;;;;;;;;;;;20.19;8.72;17.69;;1.9;10.86
MCOPED;2023;920100047;HU PARIS NORD SITE LOUIS MOURIER APHP;750712184;1;1;;29;;5;1191;0;3136;0;0;7011;;;;16.91;15.33;;1;1;0;1;1;1;;;;;;;43;8;37;0;2;14
MCOPED;2023;920100054;HU PARIS SITE RAYMOND POINCARE APHP;750712184;1;0;0;12;0;5;2412;0;581;0;0;3148;;;;10.02;10.02;;;;;;;;;;;;;;24.27;1.2;12.1;;2.44;10.99
MCOPED;2023;920300191;CLINIQUE MARCEL SEMBAT CCBB;920000767;1;0;14;4;15;0;0;1157;18;203;296;47;62;10;52;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1.85;1.43;2.84;1;0.8;0
MCOPED;2023;930000286;GHI LE RAINCY MONTFERMEIL;930021480;1;1;;18;0;2;0;4795;1003;0;0;3050;;;;5.16;3.56;;;;;;;;;;;;;;9.96;4.45;14.93;;0.83;5.2
MCOPED;2023;930000302;CHI ANDRE GREGOIRE;930110036;1;;;17;;3;419;0;1565;0;0;4169;;;;11.09;11.09;;1;1;0;0;0;0;;;;;;;11.18;0.49;9.2;;0.8;5.42
MCOPED;2023;930000328;CH GENERAL DELAFONTAINE;930110051;1;1;10;30;4;2;2338;0;1743;373;1394;6710;;;;16.31;7.76;4.15;;;;;;;;;;;;;22.45;3.68;21.06;;1;
MCOPED;2023;930000336;CHI ROBERT BALLANGER;930110069;1;;13;33;4;4;797;1377;3888;147;286;8339;;;;26.2;14.67;5.53;;;;;;;;;;;;;36.9;2.62;24;;;26.34
MCOPED;2023;930100045;HU PARIS SITE JEAN VERDIER APHP;750712184;1;1;;24;;8;2884;0;2463;0;0;8147;;;;22;21.7;;1;1;0;;;;;;;;;;57.5;8.67;22.58;0;1.45;34.59
MCOPED;2023;940000573;CHI DE CRETEIL;940110018;1;1;16;35;0;5;2514;0;3535;1960;4067;10101;;;;264.44;26.8;4.42;0;0;0;0;0;0;;;;;;;26.92;3;16;;2.8;17.77
MCOPED;2023;940000599;CHI LUCIE ET RAYMOND AUBRAC;940110042;1;1;10;51;7;7;1019;660;3061;648;1729;8665;;;;210.85;20.72;6.72;;;;;;;;;;;;;;;;;;
MCOPED;2023;940000649;HOPITAL SAINT CAMILLE;940150014;1;;10;28;5;3;659;834;2514;318;799;5854;;;;6.58;5.48;;;;;;;;;;;;;;10.25;2.81;10.88;;;4.06
MCOPED;2023;940100043;HU PARIS SUD SITE KREMLIN BICETRE APHP;750712184;1;1;16;106;0;28;5054;367;5480;824;3053;25031;;;;41.2;35.6;5.6;1;1;1;1;0;0;;;;;;;80.53;8.85;39.79;;5.38;89
MCOPED;2023;950000307;CH VICTOR DUPOUY;950110015;1;1;0;21;0;4;861;0;3021;0;0;4331;;;;8.69;7.69;;;;;;;;;;;;;;10.45;1.75;8.3;3.9;1.03;8.18
MCOPED;2023;950000315;HOPITAL NOVO SITE BEAUMONT SUR OISE;950110080;1;1;0;6;0;1;110;0;416;0;0;1493;;;;6.45;2.3;;;;;;;;;;;;;;7.15;3.69;2.97;;0.04;4.42
MCOPED;2023;950000323;GHEM SIMONE VEIL SITE EAUBONNE;950013870;1;1;;25;;5;548;0;4730;0;0;8855;;;;8.56;7.47;0.1;1;1;0;0;1;1;;;;;;;6.97;6.31;12.75;0;0.97;7.26
MCOPED;2023;950000331;CH GENERAL DE GONESSE;950110049;1;1;2;46;1;3;949;92;4399;1;5;12388;;;;20.9;5.8;;;;;;;;;;;;;;49.22;16.24;10.65;;1;0.46
MCOPED;2023;950000364;CH NOVO SITE RENE DUBOS;950110080;1;1;9;37;0;5;279;223;3972;418;1096;9793;;;;27.7;13.4;;;;;;;;;;;;;;33.07;4.28;23.8;;1.27;23.3
MCOPED;2023;970100392;CENTRE HOSPITALIER DE LA BASSE -TERRE;970100178;1;0;2;23;0;4;474;0;663;46;94;1705;0;0;;2.49;2.49;;1;1;0;0;0;0;0;0;0;0;0;0;7.19;0;0.9;0;0;11.72
MCOPED;2023;970100400;C.H. LOUIS CONSTANT FLEMING;970100186;1;0;0;8;;1;55;0;355;0;0;694;0;0;;2;0;;;;;;;;0;0;0;0;0;0;6;12;6;0;0;0
MCOPED;2023;970100442;C.H.U. DE POINTE-A-PITRE/ABYMES;970100228;1;1;10;52;4;4;1250;496;2179;793;2207;7159;;;;20.6;15;5.6;1;1;0;1;1;0;;;;;;;10.18;9.03;12.97;0;0.9;8.84
MCOPED;2023;970211223;CHU DE MARTINIQUE SITE DE TRINITE;970211207;1;1;;11;;;0;0;627;0;0;1873;;;;4.96;;;;;;;;;;;;;;;7;1.9;6.1;;;7
MCOPED;2023;970211256;CHU DE MARTINIQUE SITE MERE ENFANT;970211207;1;1;10;50;4;8;1235;400;3486;669;2342;12773;;;;11.43;3.67;0.96;;;;;;;;;;;;;20.95;10.63;16.48;;0.34;16.9
MCOPED;2023;970300026;CENTRE HOSPITALIER DE CAYENNE;970302022;1;1;5;35;1;4;859;2;2048;460;1665;9238;0;0;;1;0;;;;;;;;0;0;0;0;0;0;1;0;1.99;0;0;4.15
MCOPED;2023;970300083;CENTRE HOSPITALIER  FRANCK-JOLY;970302121;1;;;15;;4;304;0;1053;0;0;4269;0;0;0;7.86;7.86;0;1;1;0;0;0;0;0;0;0;0;0;0;6.48;5.4;10.36;0;0;12.67
MCOPED;2023;970305637;CENTRE HOSPITALIER INTERCOM DE KOUROU;970305629;1;0;0;11;7;0;0;274;656;0;0;1893;0;0;0;1.26;1.26;0;0;0;0;1;1;1;0;0;0;0;0;;4.6;1.23;6.02;0;0;3.13
MCOPED;2023;970400024;CHU SITE FELIX GUYON (SAINT DENIS);970408589;1;1;15;50;;12;3695;0;3621;1036;3854;13381;;;;9.65;9.65;;;;;;;;;;;;;;31;7;31;;1;
MCOPED;2023;970400057;CHU SITE SUD (SAINT PIERRE);970408589;1;1;8;44;;10;1432;1;3764;621;2156;12397;;;;26.45;18.36;3.99;1;1;;;;;;;;;;;30.2;15.2;32;1.5;3.8;18.3
MCOPED;2023;970400065;CH OUEST REUNION;970421038;1;1;;20;;;0;0;4190;0;0;6644;;;;4.5;4.5;;1;1;1;0;0;0;;;;;;;10.7;4.9;13.9;;;2
MCOPED;2023;970400073;GHER (SAINT-BENOIT);970403606;1;0;;8;;3;88;0;1205;0;0;2370;0;0;;4.61;4.61;;;;;;;;0;0;0;0;0;0;14.05;7.66;15.92;0.31;0;1.92
MCOPED;2023;980500011;CHM;980500003;1;1;;38;;4;761;0;1910;0;0;11953;;;;12.11;11.11;1;1;1;1;0;0;0;;;;;;;29.08;;8.71;;;49.15
