BOR;AN;FI;RS;FI_EJ;DIS;PART;NB_SECT;NB_DIF;INT;CAP_HTP;CAP_PFT;CAP_AAT;CAP_ACP;CAP_CCU;CAP_HAD;JLI_HTP;CAP_HDJ;CAP_HDN;NB_AT;SEJ_HTP;JOU_HTP;JOU_PFT;JOU_AAT;JOU_ACP;JOU_CCU;JOU_HAD;VEN_HDJ;VEN_HDN;VEN_AT;NB_CMP_SEUL;NB_CONSULT_SEUL;NB_CATTP;ACT_CMP_SEUL;ACT_CONSULT_SEUL;ACT_CATTP;ACT_AD;ACT_EMS;ACT_UHS;ACT_EME;FIL_TOT;FIL_AMB;EFFLIB_PKT;ETPSAL_PKT;EFFLIB_MED;ETPSAL_MED;GAR_SEN;AST_SEN;EFFLIB_PNM;ETPSAL_PNM;ETP_INF;ETP_AID;ETP_PSY;ETP_REE;ETP_EDU
PSY;2023;620000059;CH BAPAUME;620100073;TOT;1;;0;0;20;2;;;;;7300;;;1;24;7114;730;;;;;;;2407;1;;1;1140;;2409;1195;143;;;484;409;;1.65;;1.65;;;;31.57;12.23;7.32;1;0.6;4
PSY;2023;620000240;CH HENIN BEAUMONT;620100677;GEN;;2;;;79;;12;;;;28835;20;6;;925;23782;;2762;;;;2169;0;;2;7;1;12992;3831;5708;5510;498;1034;1;5027;4317;;5.88;;0.17;;;;166.96;124.31;12.11;9.9;1.2;4.35
PSY;2023;620000240;CH HENIN BEAUMONT;620100677;INF;;1;;;;;;;;;;23;;;;;;;;;;1708;;;4;3;2;15025;214;1295;637;21;;68;2152;2059;;5.89;;;;;;48.28;17.68;0.8;9.89;9.5;5.67
PSY;2023;620000240;CH HENIN BEAUMONT;620100677;TOT;1;;1;0;79;;12;;;;28835;43;6;;925;23782;;2762;;;;3877;0;;6;10;3;28017;4045;7003;6147;519;1034;69;7049;6265;;11.77;;0.17;;;;215.24;141.99;12.91;19.79;10.7;10.02
PSY;2023;620000257;CH LENS;620100685;INF;;1;;;;;;;;;;16;;;;;;;;;;409;;;2;;2;12582;;1397;84;1330;946;5;1651;1608;;4.21;;;0;0;;29.41;10.29;;7.54;4.67;6.52
PSY;2023;620000257;CH LENS;620100685;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.41;;;;;;;;;;;
PSY;2023;620000257;CH LENS;620100685;TOT;1;;;0;;;;;;;;16;;;;;;;;;;409;;;2;;2;12582;;1397;84;1330;946;5;1651;1608;;4.62;;;;;;29.41;10.29;;7.54;4.67;6.52
PSY;2023;620000281;EPSM VAL DE LYS ARTOIS;620101287;GEN;;7;;;176;0;0;0;0;0;65037;110;0;0;2848;49417;;;;;;13970;;;11;8;8;62045;1503;15451;22218;2975;6826;202;14967;12767;;22.69;;15.34;;;;534.03;354.58;62.52;22.27;10.45;14.83
PSY;2023;620000281;EPSM VAL DE LYS ARTOIS;620101287;INF;;2;;;10;0;;;0;0;3650;30;0;0;110;2826;;;;;;2941;;;7;1;9;32257;581;6597;3780;16;583;404;5699;5513;;7.33;;3.32;;;;131.91;68.94;5.81;12.29;14.09;18.11
PSY;2023;620000281;EPSM VAL DE LYS ARTOIS;620101287;PEN;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;17393;;;;2237;2209;;1.76;;2.96;;;;15.27;10.76;0;3.42;0.08;1
PSY;2023;620000281;EPSM VAL DE LYS ARTOIS;620101287;TOT;1;;1;1;186;0;0;0;0;0;68687;140;0;0;2958;52243;;;;;;16911;;;18;9;17;94302;2084;22048;43391;2991;7409;606;22048;19736;;31.78;;21.62;;;;681.21;434.28;68.33;37.98;24.62;33.94
PSY;2023;620000323;CH CALAIS;620101337;GEN;;2;;;66;1;4;;;;23955;15;;1;940;15193;65;1496;;;;1797;;2830;1;;1;12411;;309;2515;;3331;;3268;2667;;9.71;;;0;1;;121.79;101.92;2.14;3.3;6.49;2.24
PSY;2023;620000323;CH CALAIS;620101337;INF;;1;;;;;;;;;;15;;1;;;;;;;342;982;;1090;1;;1;13984;;1591;180;;4081;725;3773;3376;;2.05;;;0;0;;22.89;10.95;;4.46;0.85;2.21
PSY;2023;620000323;CH CALAIS;620101337;TOT;1;;;0;66;1;4;;;;23955;30;;2;940;15193;65;1496;;;342;2779;;3920;2;;2;26395;;1900;2695;;7412;725;7041;6043;;11.76;;;;;;144.68;112.87;2.14;7.76;7.34;4.45
PSY;2023;620000638;ASSOC REGIONALE ESPOIR ET VIE;620000638;GEN;;;;;48;;;;;;17520;;;;66;9090;;;;;;;;;;;;;;;;;;;81;15;;1.5;;;0;0;;34.3;10;3;0.5;;12
PSY;2023;620000638;ASSOC REGIONALE ESPOIR ET VIE;620000638;TOT;0;;;0;48;;;;;;17520;;;;66;9090;;;;;;;;;;;;;;;;;;;81;15;;1.5;;;;;;34.3;10;3;0.5;;12
PSY;2023;620000653;CH BOULOGNE-SUR-MER;620103440;GEN;;2;;;80;10;21;;;;29200;20;;;885;24297;3709;8269;;;;1987;;;1;1;1;18876;15;6469;7314;909;674;0;3410;3222;;11.04;;;;;;144.48;99.86;2.14;7.59;6.81;3.15
PSY;2023;620000653;CH BOULOGNE-SUR-MER;620103440;TOT;1;;2;0;80;10;21;;;;29200;20;;;885;24297;3709;8269;;;;1987;;;1;1;1;18876;15;6469;7314;909;674;0;3410;3222;;11.04;;;;;;144.48;99.86;2.14;7.59;6.81;3.15
PSY;2023;620001834;ASSO GROUPE AHNAC;620001834;GEN;;1;;;44;;18;13;;;16060;20;4;;438;8052;;2251;2855;;;3849;89;;1;;1;10780;;681;2545;;617;;2429;2077;;4.93;;1.04;0;1;;95.1;57.05;14.48;2.31;0.96;6.3
PSY;2023;620001834;ASSO GROUPE AHNAC;620001834;TOT;1;;1;0;44;;18;13;;;16060;20;4;;438;8052;;2251;2855;;;3849;89;;1;;1;10780;;681;2545;;617;;2429;2077;;4.93;;1.04;;;;95.1;57.05;14.48;2.31;0.96;6.3
PSY;2023;620002154;INSTITUT ALBERT CALMETTE A CAMIERS;620112607;GEN;;;;;30;;;;;;10950;;;;47;9458;;;;;;;;;;;;;;;;;;;35;0;;0.5;;;0;0;;29.7;12.8;13.8;0.8;0;1.8
PSY;2023;620002154;INSTITUT ALBERT CALMETTE A CAMIERS;620112607;INF;;2;;;5;;;;5;;1825;50;2;;575;924;;;;1131;;6839;3;;8;;;29831;;;295;8;285;311;3268;2978;;6.47;;;0;1;;103.5;38.3;11;12.2;13.6;22.4
PSY;2023;620002154;INSTITUT ALBERT CALMETTE A CAMIERS;620112607;TOT;1;;4;0;35;;;;5;;12775;50;2;;622;10382;;;;1131;;6839;3;;8;;;29831;;;295;8;285;311;3303;2978;;6.97;;;;;;133.2;51.1;24.8;13;13.6;24.2
PSY;2023;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;GEN;;1;;;45;;;;;;16425;60;;;678;13468;;;;;;11028;;;1;;1;7556;;2206;;;;;1606;1112;;4.55;;2;0;1;;80.75;58.48;10.02;2.82;1.8;2.37
PSY;2023;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;TOT;1;;;0;45;;;;;;16425;60;;;678;13468;;;;;;11028;;;1;;1;7556;;2206;;;;;1606;1112;;4.55;;2;;;;80.75;58.48;10.02;2.82;1.8;2.37
PSY;2023;620018143;CENTRE DE SOINS PSY ROGER MISES;620100057;INF;;1;;;6;;;;6;;2078;10;;;415;1115;;;;1196;;983;;;1;1;1;3530;16;562;13;3;166;4;602;404;;3.45;;;0;0;;42.37;23.96;2.12;2.86;1.04;5.9
PSY;2023;620018143;CENTRE DE SOINS PSY ROGER MISES;620100057;TOT;1;;1;0;6;;;;6;;2078;10;;;415;1115;;;;1196;;983;;;1;1;1;3530;16;562;13;3;166;4;602;404;;3.45;;;;;;42.37;23.96;2.12;2.86;1.04;5.9
PSY;2023;620024349;SAS CLINIQUE DU VIRVAL;920030269;GEN;;;;;116;;;62;18;;45990;40;1;;1517;41510;;;22249;5246;;11959;0;;;;;;;;;;;;1716;;;3.62;;0.02;0;1;;155.67;72.71;44.75;10.5;4.38;5.74
PSY;2023;620024349;SAS CLINIQUE DU VIRVAL;920030269;INF;;;;;8;;;;;;2920;;;;22;254;;;;186;;;;;;;;;;;;;;;16;;;;;;;;;;;;;;
PSY;2023;620024349;SAS CLINIQUE DU VIRVAL;920030269;TOT;0;;;0;124;;;62;18;;48910;40;1;;1539;41764;;;22249;5432;;11959;0;;;;;;;;;;;;1718;;;3.62;;0.02;;;;155.67;72.71;44.75;10.5;4.38;5.74
PSY;2023;620026252;CENTRE DE SANTE MENTALE  JB PUSSIN;620100685;GEN;;2;;;96;;;;;;35040;50;2;;990;22602;;;;;;7053;0;;2;1;2;11671;244;3632;4776;32;177;0;2884;2250;;5.78;;0.36;;;;58.01;41.76;6.08;4.63;1;
PSY;2023;620026252;CENTRE DE SANTE MENTALE  JB PUSSIN;620100685;INF;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2023;620026252;CENTRE DE SANTE MENTALE  JB PUSSIN;620100685;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;910;;;;174;174;;;;;;;;;;;;;
PSY;2023;620026252;CENTRE DE SANTE MENTALE  JB PUSSIN;620100685;TOT;1;;;1;96;;;;;;35040;50;2;;990;22602;;;;;;7053;0;;2;1;2;11671;244;3632;5686;32;177;0;3058;2424;;5.78;;0.36;;;;58.01;41.76;6.08;4.63;1;
PSY;2023;620100347;CLINIQUE PSYCHIATRIQUE  LE RYONVAL;590039863;GEN;;;;;85;;;;;;31025;15;;;487;19928;;;;;;3781;;;;;;;;;;;;;419;;;4.25;;1.65;0;0;;85.1;41.78;7.05;3.79;1;2.9
PSY;2023;620100347;CLINIQUE PSYCHIATRIQUE  LE RYONVAL;590039863;TOT;0;;;0;85;;;;;;31025;15;;;487;19928;;;;;;3781;;;;;;;;;;;;;419;;;4.25;;1.65;;;;85.1;41.78;7.05;3.79;1;2.9
PSY;2023;620105973;CTRE ANTOINE DE SAINT EXUPERY;590039863;GEN;;;;;30;0;0;0;0;0;10950;3;0;0;86;9893;0;0;0;0;0;66;0;0;;;;;;;;;;;42;1;2;1;0;0.06;0;1;;36.33;14.66;13.35;1;0;2.71
PSY;2023;620105973;CTRE ANTOINE DE SAINT EXUPERY;590039863;TOT;0;;;0;30;0;0;0;0;0;10950;3;0;0;86;9893;0;0;0;0;0;66;0;0;;;;;;;;;;;42;1;2;1;0;0.06;;;;36.33;14.66;13.35;1;0;2.71
PSY;2023;630000412;CH D'AMBERT;630780997;GEN;;1;;;;;;;;;;5;;;;;;;;;;1639;;;1;1;;1639;1;;;;;;511;43;;0.8;;0.1;0;0;;;6.9;;2;;0.17
PSY;2023;630000412;CH D'AMBERT;630780997;INF;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2023;630000412;CH D'AMBERT;630780997;TOT;1;;;0;;;;;;;;5;;;;;;;;;;1639;;;1;1;;1639;1;;;;;;511;43;;0.8;;0.1;;;;;6.9;;2;;0.17
PSY;2023;630000446;CH DE THIERS;630781029;GEN;;1;;;31;0;0;0;0;0;11315;15;0;0;537;8977;0;0;0;0;0;3430;0;0;1;1;1;9550;2246;17;1571;127;5;127;2307;514;;4.25;;;0;1;0;38.9;23.41;12.76;2.1;0;0.63
PSY;2023;630000446;CH DE THIERS;630781029;INF;;3;;;0;0;;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;3;;0;6805;;0;0;0;0;0;600;0;;0.16;;;0;0;0;10.14;0;0;4.51;2.4;3.23
PSY;2023;630000446;CH DE THIERS;630781029;TOT;1;;0;0;31;0;0;0;0;0;11315;15;0;0;537;8977;0;0;0;0;0;3430;0;0;4;1;1;16355;2246;17;1571;127;5;127;2584;514;;4.41;;;;;0;49.04;23.41;12.76;6.61;2.4;3.86
PSY;2023;630780195;CHS TC PG INTRA-MUROS;630786754;GEN;;3;;;220;;;;;;80689;234;;1;1785;72834;;;;;;14831;;2044;18;13;12;37038;6513;14655;7965;2387;248;1;5843;3165;;29.24;;7.95;1;;;483;321.59;108.85;17.96;5.68;28.92
PSY;2023;630780195;CHS TC PG INTRA-MUROS;630786754;INF;;1;;;16;;;;;;5180;32;;;573;3084;;;;;;2816;;;6;2;3;8701;645;908;245;45;;311;1352;1054;;2.79;;;1;;;56.89;39.49;0.92;2.56;1.59;12.33
PSY;2023;630780195;CHS TC PG INTRA-MUROS;630786754;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17901;;;;908;752;;0.75;;;;;;6.5;4.29;;2.21;;
PSY;2023;630780195;CHS TC PG INTRA-MUROS;630786754;TOT;1;;12;1;236;;;;;;85869;266;;1;2358;75918;;;;;;17647;;2044;24;15;15;45739;7158;15563;26111;2432;248;312;7890;4220;;32.78;;7.95;;;;546.39;365.37;109.77;22.73;7.27;41.25
PSY;2023;630780401;CLINIQUE PSYCHIATRIQUE DE L AUZON;630000172;GEN;;;;;116;;;;;;42340;20;12;;859;36906;;;;;;4703;2921;;;;;;;;;;;;889;;7;0;3;;0;1;;;30.74;17.29;2.4;;0.57
PSY;2023;630780401;CLINIQUE PSYCHIATRIQUE DE L AUZON;630000172;TOT;0;;;0;116;;;;;;42340;20;12;;859;36906;;;;;;4703;2921;;;;;;;;;;;;889;;7;0;3;;;;;;30.74;17.29;2.4;;0.57
PSY;2023;630781417;CLINIQUE PSYCHIATRIQUE LES QUEYRIAUX;630000578;GEN;;;;;68;;;;;;24060;20;;;586;23533;;;;;;4632;;;;;;;;;;;;;597;;6;0.5;;0.19;;;;30.3;22;7;1;;0.3
PSY;2023;630781417;CLINIQUE PSYCHIATRIQUE LES QUEYRIAUX;630000578;TOT;0;;;0;68;;;;;;24060;20;;;586;23533;;;;;;4632;;;;;;;;;;;;;597;;6;0.5;;0.19;;;;30.3;22;7;1;;0.3
PSY;2023;630781771;CHU PSYCHIATRIE;630780989;GEN;;5;;;146;;;;;;50985;52;;;1494;43040;;;;;;8292;;;2;13;2;3457;18737;2404;2624;142;5429;3;7128;5729;;23.93;;2.41;0;1;;250.05;113.12;58.11;19.55;7.56;8.12
PSY;2023;630781771;CHU PSYCHIATRIE;630780989;INF;;3;;;12;;;;;;4366;34;;;131;3010;;;;;;1710;;;1;6;3;2132;10361;3465;170;3;435;341;2187;1997;;7.43;;0.3;0;1;;70.32;27.51;6.5;9.2;2.53;15.57
PSY;2023;630781771;CHU PSYCHIATRIE;630780989;TOT;1;;;0;158;;;;;;55351;86;;;1625;46050;;;;;;10002;;;3;19;5;5589;29098;5869;2794;145;5864;344;9010;7313;;31.36;;2.71;;;;320.37;140.63;64.61;28.75;10.09;23.69
PSY;2023;630781821;CLINIQUE PSYCHIATRIQUE LE GRAND PRE;920030269;GEN;;;;;161;;;;;;58765;20;;;1529;57022;;;;;;7013;;;;;;;;;;;;;1112;;15;1;2;0.12;0;0;;88.98;37.02;23.45;2.86;4.11;3.76
PSY;2023;630781821;CLINIQUE PSYCHIATRIQUE LE GRAND PRE;920030269;TOT;0;;;0;161;;;;;;58765;20;;;1529;57022;;;;;;7013;;;;;;;;;;;;;1112;;15;1;2;0.12;;;;88.98;37.02;23.45;2.86;4.11;3.76
PSY;2023;640000162;CH COTE BASQUE;640780417;GEN;;3;;;107;0;0;0;8;0;44854;40;10;0;1044;37756;0;0;0;2414;0;2722;2;0;10;8;5;32217;4809;4360;5055;1381;3177;181;5638;4356;;20.31;;2.51;;1;;269.99;194.94;14.53;11.65;4.7;10.33
PSY;2023;640000162;CH COTE BASQUE;640780417;INF;;1;;;8;;;;0;0;2817;32;0;0;196;1952;0;;;0;0;3089;0;0;4;4;3;11645;1925;4052;507;37;1112;217;1754;1564;;8.57;;0.1;;1;;76.34;31.57;;11.64;10.58;16.85
PSY;2023;640000162;CH COTE BASQUE;640780417;PEN;;;;;;;;;;;0;0;;;0;0;;;;;;0;;0;;;;;;;2199;;;;369;357;;0.28;;0.92;;;;5.5;4.63;;0.87;;
PSY;2023;640000162;CH COTE BASQUE;640780417;TOT;1;;2;1;115;0;0;0;8;0;47671;72;10;0;1240;39708;0;0;0;2414;0;5811;2;0;14;12;8;43862;6734;8412;7761;1418;4289;398;7592;6131;;29.16;;3.53;;;;351.83;231.14;14.53;24.16;15.28;27.18
PSY;2023;640000436;CENTRE HOSPITALIER DES PYRENEES;640780862;GEN;;4;;;247;3;;;18;;90146;182;30;1;1752;77358;0;;;4387;;17079;3493;493;10;41;21;46600;11968;17588;15439;20969;4560;117;10562;8419;;27.54;;9.75;1;0;;639.37;404.31;108.48;17.53;10.13;20.82
PSY;2023;640000436;CENTRE HOSPITALIER DES PYRENEES;640780862;INF;;2;;;28;;;;;;9554;56;2;;279;5872;0;;;;;5155;;;10;10;3;25881;6940;3911;2344;171;1316;274;3179;2687;;10.89;;;0;0;;170.89;83.83;6;19.25;21.65;26.96
PSY;2023;640000436;CENTRE HOSPITALIER DES PYRENEES;640780862;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7613;;;;634;591;;0.61;;;;;;3;2.1;;0.9;;
PSY;2023;640000436;CENTRE HOSPITALIER DES PYRENEES;640780862;TOT;1;;6;1;275;3;;;18;;99700;238;32;1;2031;83230;0;;;4387;;22234;3493;493;20;51;24;72481;18908;21499;25396;21140;5876;391;13882;11428;;39.04;;9.75;;;;813.26;490.24;114.48;37.68;31.78;47.78
PSY;2023;640018255;CLINIQUE CHATEAU CARADOC;640007019;GEN;;;;;85;;;;8;;33945;30;8;;902;23386;;;;11840;;14627;314;;;;;;;;;;;;1698;;9;0.9;;1.15;0;1;10;69.06;34.62;15.73;8.27;7.59;2.85
PSY;2023;640018255;CLINIQUE CHATEAU CARADOC;640007019;INF;;;;;;;;;;;;15;;;;;;;;;;4207;;;;;;;;;;;;;248;;1;0.95;;;0;0;2;10.84;5;;4;1.34;0.5
PSY;2023;640018255;CLINIQUE CHATEAU CARADOC;640007019;TOT;0;;;0;85;;;;8;;33945;45;8;;902;23386;;;;11840;;18834;314;;;;;;;;;;;;1946;;10;1.85;;1.15;;;12;79.9;39.62;15.73;12.27;8.93;3.35
PSY;2023;640018818;CENTRE DE SOINS LA NOUVELLE AQUITAINE;920030269;GEN;;;;;95;;;20;;;34675;30;;;1135;36378;;;4598;;;3884;;;;;;;;;;;;;1073;;4;3;1;1.58;0;0;;61.21;31.77;6.48;4.96;3.76;1.97
PSY;2023;640018818;CENTRE DE SOINS LA NOUVELLE AQUITAINE;920030269;INF;;;;;;;;;;;;15;;;;;;;;;;1445;;;;;;;;;;;;;100;;;1.8;;;0;0;;;;;;;
PSY;2023;640018818;CENTRE DE SOINS LA NOUVELLE AQUITAINE;920030269;TOT;0;;;0;95;;;20;;;34675;45;;;1135;36378;;;4598;;;5329;;;;;;;;;;;;;1164;;4;4.8;1;1.58;;;;61.21;31.77;6.48;4.96;3.76;1.97
PSY;2023;640780334;CLINIQUE D'AMADE;640017893;GEN;;;;;70;;;;;;25550;10;;;676;23801;;;;;;7949;;;;;;;;;;;;;859;0;5;;;;0;0;;27.33;20;4.66;1.67;1;
PSY;2023;640780334;CLINIQUE D'AMADE;640017893;TOT;0;;;0;70;;;;;;25550;10;;;676;23801;;;;;;7949;;;;;;;;;;;;;859;0;5;;;;;;;27.33;20;4.66;1.67;1;
PSY;2023;640780409;CLINIQUE MIRAMBEAU;640000154;GEN;;;;;54;;;;;;19710;10;;;864;19564;;;;;;7787;;;;;;;;;;;;;1130;;5;;1;0.04;0;1;;;17.21;6;1.03;0.69;1.23
PSY;2023;640780409;CLINIQUE MIRAMBEAU;640000154;TOT;0;;;0;54;;;;;;19710;10;;;864;19564;;;;;;7787;;;;;;;;;;;;;1130;;5;;1;0.04;;;;;17.21;6;1.03;0.69;1.23
PSY;2023;650000060;CH LANNEMEZAN;650780174;GEN;;4;;;201;;;17;;19;73555;84;5;0;1954;59920;;;4551;;5708;9736;35;;11;3;6;74193;901;16599;13492;982;3968;1;9856;7849;;19.63;;3.48;1;1;;347.18;257.65;29.39;12.7;;11.89
PSY;2023;650000060;CH LANNEMEZAN;650780174;INF;;1;;;14;7;;;;;4256;69;;0;135;2865;539;;;;;6485;0;;6;2;6;15622;922;7733;747;119;583;85;1677;1481;;3.03;;1.67;1;1;;104.33;48.05;;14.59;4.54;23.57
PSY;2023;650000060;CH LANNEMEZAN;650780174;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;358;342;;0.3;;0.1;;;;1.8;1.34;;0.47;;
PSY;2023;650000060;CH LANNEMEZAN;650780174;TOT;1;;4;1;215;7;;17;;19;77811;153;5;0;2089;62785;539;;4551;;5708;16221;35;;17;5;12;89815;1823;24332;14239;1101;4551;86;11376;9602;;22.96;;5.25;;;;453.31;307.04;29.39;27.76;4.54;35.46
PSY;2023;650780729;CL REPUBLIQUE;650000276;GEN;;;;;49;;;;;;17885;12;;;335;14171;;;;;;1203;;;;;;;;;;;;;460;;4;;;;0;1;;14.8;3.2;;;1;
PSY;2023;650780729;CL REPUBLIQUE;650000276;TOT;0;;;0;49;;;;;;17885;12;;;335;14171;;;;;;1203;;;;;;;;;;;;;460;;4;;;;;;;14.8;3.2;;;1;
PSY;2023;650780737;CL LE PIETAT BARBAZAN DEBAT;650000284;GEN;;;;;43;0;0;0;0;0;15695;0;0;0;381;13977;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;306;0;2;0;0;2;0;1;0;21.75;9.19;10.71;0.85;0;1
PSY;2023;650780737;CL LE PIETAT BARBAZAN DEBAT;650000284;TOT;0;;;0;43;0;0;0;0;0;15695;0;0;0;381;13977;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;306;0;2;0;0;2;;;0;21.75;9.19;10.71;0.85;0;1
PSY;2023;660000092;CHS LEON JEAN GREGORY THUIR;660780198;GEN;;6;;;209;8;14;10;8;0;76285;141;0;0;1997;67259;0;2456;0;2633;0;16833;0;0;14;10;14;71106;3933;3976;3863;5574;8678;122;11239;9239;;39.14;;10.48;1;1;;556.58;341.57;75.39;17.35;2.44;26.89
PSY;2023;660000092;CHS LEON JEAN GREGORY THUIR;660780198;INF;;3;;;8;8;;;2;0;2920;50;0;0;175;2172;0;;;362;0;2269;0;0;8;5;8;27866;810;767;1036;32;453;304;4071;3750;;6.73;;1.8;0;1;;129.68;49.63;9.18;18.77;12.09;21.52
PSY;2023;660000092;CHS LEON JEAN GREGORY THUIR;660780198;PEN;;;;;0;;;;;;4745;13;;0;;;;;;;;3396;;;;;;;;;23004;;;;1344;1272;;2.39;;;;;;18.71;9.92;0;4.79;0;1
PSY;2023;660000092;CHS LEON JEAN GREGORY THUIR;660780198;TOT;1;;9;1;217;16;14;10;10;0;83950;204;0;0;2172;69431;0;2456;0;2995;0;22498;0;0;22;15;22;98972;4743;4743;27903;5606;9131;426;16713;14118;;48.26;;12.28;;;;704.97;401.12;84.57;40.91;14.53;49.41
PSY;2023;660000142;SA CL DU PRE;660000142;GEN;;;;;127;;;;;;46355;20;;;1441;43212;;;;;;15073;;;;;;;;;;;;;1014;;7;;3;;;;9;67.3;23.63;16.4;2.47;;3.13
PSY;2023;660000142;SA CL DU PRE;660000142;TOT;0;;;0;127;;;;;;46355;20;;;1441;43212;;;;;;15073;;;;;;;;;;;;;1014;;7;;3;;;;9;67.3;23.63;16.4;2.47;;3.13
PSY;2023;660780735;CL DU ROUSSILLON PERPIGNAN;920030269;GEN;;;;;84;;;60;;;30660;13;;;606;30632;;;20470;;;3419;;;;;;;;;;;;;800;;2;3.46;;2.41;0;0;1;81.46;33.01;15.83;4.75;2.46;9.4
PSY;2023;660780735;CL DU ROUSSILLON PERPIGNAN;920030269;INF;;;;;;;;;;;;15;;;;;;;;;;1909;;;;;;;;;;;;;58;;;;1;;0;0;;6.3;2;;;2;2.3
PSY;2023;660780735;CL DU ROUSSILLON PERPIGNAN;920030269;TOT;0;;;0;84;;;60;;;30660;28;;;606;30632;;;20470;;;5328;;;;;;;;;;;;;858;;2;3.46;1;2.41;;;1;87.76;35.01;15.83;4.75;4.46;11.7
PSY;2023;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;670780055;GEN;;1;;;50;;;;4;;18250;32;1;;1039;17721;0;0;0;0;0;2064;0;0;1;7;2;1488;2926;2050;1010;160;14639;0;7852;7034;0;20.72;;;1;0;;131.6;67.44;32.57;13.45;2.76;0.59
PSY;2023;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;670780055;INF;;1;;;14;;;;;;5110;55;;;236;4816;0;;;0;0;8600;0;0;3;5;3;7711;5924;2536;2006;14;596;12;2984;2538;;12.24;;;1;0;;89.28;28.6;17.89;14.69;9.75;8.01
PSY;2023;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;670780055;PEN;;;;;;;;;;;;;;;0;0;;;;;;;;0;;;;;;;3;;;;3;3;;;;;;;;;;;;;
PSY;2023;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;670780055;TOT;1;;1;0;64;;;;4;;23360;87;1;;1275;22537;0;0;0;0;0;10664;0;0;4;12;5;9199;8850;4586;3019;174;15235;12;10672;9490;0;32.96;;;;;;220.88;96.04;50.46;28.14;12.51;8.6
PSY;2023;670000058;EPSAN BRUMATH;670013366;GEN;;8;;;346;;;;;;134400;231;4;9;3868;125884;;;;;;36420;140;4790;25;23;;77221;8420;0;8131;3923;4129;0;13570;9943;;70.63;;;0;0;0;682.06;388.63;107;30.57;5.11;34.26
PSY;2023;670000058;EPSAN BRUMATH;670013366;INF;;2;;;9;;;;;;3285;90;1;11;152;2136;;;;;;9249;7;4626;9;8;;20920;633;0;1724;170;498;69;3593;2820;;15.13;;;;;0;139;56.7;3.98;13.68;10.81;42.81
PSY;2023;670000058;EPSAN BRUMATH;670013366;PEN;;;;;;;;;;;;12;;1;;;;;;;;2408;;58;;;;;;;44939;;;;1602;1553;;3.29;;;;;0;19.56;12.88;;2.88;;2.8
PSY;2023;670000058;EPSAN BRUMATH;670013366;TOT;1;;;1;355;;;;;;137685;333;5;21;4020;128020;;;;;;48077;147;9474;34;31;;98141;9053;0;54794;4093;4627;69;18354;13935;;89.05;;;;;0;840.62;458.21;110.98;47.13;15.92;79.87
PSY;2023;670000603;CENTRE HOSPITALIER D'ERSTEIN;670781152;GEN;;3;;;182;0;0;0;0;0;66430;104;0;0;1927;60159;0;0;0;0;0;12287;;;13;11;4;47770;1391;1950;3594;1758;573;20;6165;4555;0;13.31;0;5.58;1;1;0;312.04;189.34;48.96;14.12;3.34;14.94
PSY;2023;670000603;CENTRE HOSPITALIER D'ERSTEIN;670781152;INF;;1;;;8;0;;;0;0;2920;39;0;0;71;2158;0;;;0;0;4255;;;10;4;5;31959;234;1884;428;44;271;91;3218;2920;0;9.7;0;0.5;1;1;0;98.83;40.46;2.11;17.83;10.93;15.13
PSY;2023;670000603;CENTRE HOSPITALIER D'ERSTEIN;670781152;TOT;1;;8;0;190;0;0;0;0;0;69350;143;0;0;1998;62317;0;0;0;0;0;16542;;;23;15;9;79729;1625;3834;4022;1802;844;111;9226;7324;0;23.01;0;6.08;;;0;410.87;229.8;51.07;31.95;14.27;30.07
PSY;2023;670013754;UGECAM ALSACE;670013754;GEN;;1;;;50;;3;;;;19345;16;;;438;13573;;340;;;;3647;;;1;;1;5876;;2284;384;28;13;;1032;542;;4.29;;0.39;0;1;;49.2;38.63;4.49;3;0.08;3
PSY;2023;670013754;UGECAM ALSACE;670013754;TOT;1;;0;0;50;;3;;;;19345;16;;;438;13573;;340;;;;3647;;;1;;1;5876;;2284;384;28;13;;1032;542;;4.29;;0.39;;;;49.2;38.63;4.49;3;0.08;3
