BOR;AN;FI;RS;FI_EJ;LIT;JOU;ENT;DECES;URG_EJ;URG_EXT;MCO_EJ;MCO_EXT;GER_EJ;GER_EXT;SSR_EJ;SSR_EXT;PSY_EJ;PSY_EXT;HAD_EJ;HAD_EXT;DOMIC1;PEGER;EMGER;GERPSY;EMPAL;ALZ;EHPAD;VILHOS;RETR
USLD;2023;660000167;CH PRADES;660780271;40;14475;50;24;;;18;5;;;7;1;;;;;14;;;;;;13;;
USLD;2023;660007261;USLD GCS POLE SANITAIRE CERDAN ERR;660010059;15;2314;14;11;;;5;;;;8;1;;;;;;;;;;;;;
USLD;2023;660009341;USLD LES PATIOS D'ARGENT ARLES SUR T;110786324;60;18199;31;18;;;;12;;2;2;11;;1;;;3;;;;;;4;2;
USLD;2023;660781444;USLD LA MISERICORDE CH PERPIGNAN;660780180;200;68145;91;77;5;;25;;11;;23;;1;;1;;16;;;;;;5;3;
USLD;2023;670000041;HOPITAL LA GRAFENBOURG;670780071;30;8854;15;14;;;;;;;;;;;;;;;;;;;;;
USLD;2023;670000058;EPSAN BRUMATH;670013366;72;25202;17;16;;;;2;;;;1;8;;;;6;;;;;;;3;
USLD;2023;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;31;10522;13;13;;;1;;2;;8;1;;;;;1;;1;8;1;;;;
USLD;2023;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;30;9366;33;29;;;23;1;;;;7;;;;;2;;;4;;;1;4;
USLD;2023;670000215;HOPITAL DU NEUENBERG;680000643;45;15445;32;24;;;8;2;;;18;;;;;;;;;;;;;;
USLD;2023;670000306;CENTRE HOSPITALIER DÉPARTEMENTAL;670780584;104;21915;23;29;8;0;9;0;2;0;1;0;7;0;3;0;0;0;0;23;11;0;12;0;8
USLD;2023;670000348;HOPITAL LOCAL DE MOLSHEIM;670780642;30;10376;19;20;;2;;;;;7;6;;;;;4;;;;;;1;;
USLD;2023;670000397;CENTRE HOSPITALIER DE SELESTAT;670017755;45;15835;21;16;;;;;;;;;;;;;;;;;;;;;
USLD;2023;670000603;CENTRE HOSPITALIER D'ERSTEIN;670781152;40;13696;37;30;0;0;0;9;0;0;0;16;0;0;0;0;12;0;0;14;1;0;2;2;0
USLD;2023;670002278;CLINIQUE DU RIED;920030269;50;13592;66;17;;;;40;;;;;;;;;26;;;;;;6;14;
USLD;2023;670014992;MAISON DE SANTE AMRESO BETHEL;670780139;30;7476;15;19;;;;9;;;4;1;;;;;1;0;0;3;0;0;1;1;0
USLD;2023;670799550;HUS / USLD DE LA ROBERTSAU;670780055;124;39801;87;73;;;14;3;8;1;12;3;;3;;;14;;;15;;;5;;
USLD;2023;680000122;HOPITAL DE CERNAY;680020336;30;10689;20;18;;;16;;;;18;;;;;;7;;;;;;;3;
USLD;2023;680000312;SSR POLE DE GERONTOLOGIE SAINT DAMIEN;680015963;30;10666;16;16;;;;;;;;;;;;;;0;0;0;0;0;;;
USLD;2023;680000544;CENTRE HOSPITALIER D'ALTKIRCH;680020336;25;5080;10;10;;;11;;;;4;;;;;;4;;;;;;;2;
USLD;2023;680000627;HOPITAL DU HASENRAIN;680020336;30;6393;7;4;;;2;;;;2;;;;;;;;;;;;;;
USLD;2023;680000767;HOPITAL INTERCOM DE SOULTZ ISSENHEIM;680001088;48;16399;22;21;;;;;;;;;;;;;;;;;;;;;
USLD;2023;680000833;HOPITAL DE RIBEAUVILLE;680001138;46;16486;30;25;;;;2;;;22;;;;;;6;;;;;;5;;
USLD;2023;680000882;CLINIQUE DU DIACONAT COLMAR;680000643;30;11266;35;30;;;;4;16;;6;3;;;;;5;68;;;;;3;;
USLD;2023;680004553;MAISON MEDICALE POUR PERSONNES AGEES;680020336;108;37392;83;58;;;77;;;;43;;;;;;13;;;;;;;13;
USLD;2023;680020427;CENTRE DEPART. DE REPOS ET DE SOINS;680014495;80;27115;75;58;;;;17;;;14;13;;;;;31;;;;;;9;8;
USLD;2023;690000245;HOPITAL DE FOURVIERE;690780432;100;20986;33;28;0;0;0;0;29;0;0;1;0;0;0;0;3;0;0;0;0;0;1;0;0
USLD;2023;690000773;CH DU MONT D'OR;690782925;54;17481;36;28;;;1;;;;23;2;;;;;2;;;;;;;;
USLD;2023;690780150;HOPITAL DE L'ARBRESLE LE RAVATEL;690000104;30;9599;29;22;0;0;0;0;9;2;8;1;0;0;0;0;2;0;0;0;0;0;3;1;0
USLD;2023;690782420;CENTRE MEDICAL DE BAYERE;690793633;33;12045;18;15;;;;5;;;;6;;;;3;4;;;;;;2;1;
USLD;2023;690784194;HOPITAL DES CHARPENNES - HCL;690781810;54;13653;9;8;;;3;;;;6;;;;;;;;;;11;;;;
USLD;2023;690787429;HOPITAL DR FREDERIC DUGOUJON - HCL;690781810;47;16907;20;;;;7;;;;9;;;;;;2;;;5;2;;;;1
USLD;2023;690787478;HOPITAL PIERRE GARRAUD - HCL;690781810;305;83122;60;;;;2;;;;51;1;;1;;;5;;;129;22;;1;2;1
USLD;2023;690791132;USLD BELLECOMBE;310033550;60;20075;32;27;1;0;11;0;6;0;10;0;0;0;0;0;4;0;0;0;0;0;2;0;0
USLD;2023;690797873;LONG SEJOUR DE COURS;690043237;30;9271;38;23;;;1;24;0;;20;;0;;0;;17;0;0;0;;0;5;5;
USLD;2023;690801709;USLD LES ALTHEAS;690802715;60;20131;18;14;;;6;;9;;;;;;;;3;;1;3;;;11;;
USLD;2023;690802251;USLD CH DE VILLEFRANCHE;690782222;40;13434;34;34;;;5;1;9;;2;15;;;;;2;;;;4;;1;;
USLD;2023;690802913;USLD LES HIBISCUS;920039914;60;21709;25;25;0;0;0;6;0;3;0;7;0;3;1;0;5;;;;;;2;;
USLD;2023;690803093;USLD LA MALETIERE VAUGNERAY;690780564;30;10171;18;15;;;;;;;;2;;;;;2;;;;;;1;;
USLD;2023;700784341;USLD LA CHENAIE;700004096;30;10440;6;3;;;1;;;;;;2;;;;4;;;;;;;;
USLD;2023;710972365;USLD CH DU PAYS CHAROLAIS BRIONNAIS;710780644;44;16060;21;13;;;;;2;;;;;;;;;;;;;;;;
USLD;2023;710972423;USLD HOTEL DIEU CH LES CHANAUX;710780263;79;26469;33;14;;;12;;1;;2;;1;;1;;16;;;;;;10;;
USLD;2023;710978248;CH AUTUN SITE LATOUCHE;710781451;27;9306;28;22;;;3;6;;;11;1;;;;;7;;;;;;;;
USLD;2023;720000033;CENTRE HOSPITALIER DU MANS;720000025;64;22575;36;26;;;7;;14;;14;;;;;;1;;;;;;4;;
USLD;2023;720000124;CENTRE HOSPITALIER CHATEAU DU LOIR;720000066;30;9521;20;16;;;;;;;;;;;;;;;;;;;;;
USLD;2023;720000314;CH FRANÇOIS DE DAILLON;720000090;20;6606;14;4;;;;;;;;;;;;;;;;;;;;;
USLD;2023;720000470;CENTRE HOSPITALIER MAMERS;610780082;24;8448;8;8;;;3;;;;1;;;;;;4;;8;3;;;;;1
USLD;2023;720000520;CENTRE HOSPITALIER ST CALAIS;720000140;45;11294;12;10;0;0;0;0;0;0;6;2;0;0;0;0;2;0;0;0;1;0;0;0;0
USLD;2023;720000801;USLD PHGNS;720021963;30;10600;20;17;0;0;0;10;;;2;;;;;8;;;;;;;3;;
USLD;2023;720005909;USLD CH DROUET CTRE HOSP DU MANS;720000025;126;45990;70;57;;;16;;31;;15;;;;;;8;0;0;0;0;0;3;0;1
USLD;2023;730000049;CH DE MOUTIERS;730002839;30;10347;40;33;;;5;;8;;12;;;;;;15;;;1;16;;4;;
USLD;2023;730000080;CH DE SAINT JEAN DE MAURIENNE;730780103;30;10674;36;31;;;21;1;5;;7;;;;;;2;;;;41;;4;;
USLD;2023;730000098;CHMS AIX GRAND PORT;730000015;30;9954;31;;;;15;;;;2;;;;;;5;;;;;59;9;;
USLD;2023;730783552;CHMS CHAMBERY HOTEL DIEU;730000015;53;19345;30;;;;;;;;;;;;;;;;;;;;;;
USLD;2023;730785276;USLD CLAUDE LEGER;730002839;30;10834;16;10;;;2;1;5;;2;;;;;;6;;;;3;;2;;
USLD;2023;740000286;CH DUFRESNE SOMMEILLER;740781190;30;9118;28;24;;;;;;;;;;;;;;0;0;0;0;0;0;0;0
USLD;2023;740000401;CENTRE DE LONG SEJOUR DE REIGNIER;740781893;50;17246;24;21;;;;;;;;;;;;;4;;;;;;7;1;
USLD;2023;740001847;USLD LES PRAZ DE L'ARVE;740780168;40;8878;27;28;;;13;2;;;4;1;;;;;7;;;;2;;2;;
USLD;2023;740011481;ESIS SEYNOD;740781133;60;17201;30;15;0;0;6;0;1;0;13;0;1;1;0;0;12;0;0;0;0;0;10;5;0
USLD;2023;740788070;USLD LA LUMIERE DU LAC THONON;740790381;30;10235;21;18;;;5;1;7;;;5;;;;;3;0;0;0;0;0;4;0;0
USLD;2023;740789532;LONG SEJOUR RUMILLY;740781208;45;14911;28;28;;;;;;;;;;;;;;;;;;;;;
USLD;2023;750041543;HU PARIS NORD SITE BRETONNEAU APHP;750712184;30;10566;23;9;;;10;;;;13;;;;;;;;;;;;1;;
USLD;2023;750100042;HU SAINT LOUIS SITE LARIBOISIERE APHP;750712184;50;17613;42;23;;;4;3;;;35;;;;;;;;;;4;;5;4;
USLD;2023;750100216;HU PARIS OUEST SITE VAUGIRARD APHP;750712184;210;57914;115;55;;;;10;;;;100;;;;;5;;;;89;;10;4;
USLD;2023;750100299;HU PARIS IDF SITE SAINTE PERINE APHP;750712184;180;65700;72;83;0;;4;2;0;;32;6;;;;;4;;;;;;12;;0
USLD;2023;750150377;HOPITAL HENRY DUNANT;750721334;78;28470;34;25;;;1;;1;;;;;;;;32;;;;;;0;3;
USLD;2023;750801441;HU PARIS CENTRE SITE BROCA APHP;750712184;238;49451;92;82;;;5;1;;;72;7;;;;;7;;;;;;4;10;
USLD;2023;760000133;CH HOPITAL PASTEUR VALLERY RADOT;760780213;39;12942;27;22;;;;5;;;2;;;1;;;19;0;0;0;4;0;0;2;0
USLD;2023;760000141;HOPITAL SAINT JULIEN CHU ROUEN;760780239;145;49676;39;35;;;6;;1;;14;1;;6;;;11;;;2;;;;;
USLD;2023;760000356;HOPITAL GUSTAVE FLAUBERT CH LE HAVRE;760780726;154;41331;64;40;0;;20;;5;;9;;2;;3;;14;;;;;;5;1;0
USLD;2023;760000380;HL SAINT-ROMAIN-DE-COLBOSC;760780759;35;12745;31;26;;;;4;;;14;;;;13;;;;;;;;;;
USLD;2023;760023671;USLD ARCADIE BOUCICAUT CHU ROUEN;760780239;70;24977;23;20;;;2;;;;8;4;;;;;9;;;3;1;;;;
USLD;2023;760783530;HOPITAL DE OISSEL CHU ROUEN;760780239;90;32287;20;23;;;1;;1;;13;;;;;;5;;8;3;;;;;
USLD;2023;760800938;CENTRE DE JOUR WINNICOTT CH DIEPPE;760780023;130;42281;93;60;1;;13;;13;;11;;2;;1;;13;;;;;4;18;;4
USLD;2023;760806950;USLD DE L'EHPAD YVON LAMOUR FECAMP;760780734;40;13995;45;38;;;14;;;;14;;;;;;17;;;;;;;;
USLD;2023;770000156;CH DE MELUN SITE SANTEPOLE;770110054;41;14965;20;22;;;;;;;;;;;;;;;;;;;;;
USLD;2023;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;51;16265;20;18;;;;;;;;;;;;;;;;;;;;;
USLD;2023;770022473;CLINIQUE USLD FSEF NEUFMOUTIERS;750720575;12;3637;23;0;;;;1;;;4;5;;;;;7;0;0;0;0;0;0;0;0
USLD;2023;770023059;SSR POLE SANTE ORGEMONT;440056455;57;14478;36;35;;;;5;;;3;;;;;;27;;;;;;1;;
USLD;2023;770700011;CENTRE DE READAPTATION DE COUBERT;930027347;12;4074;5;1;;;;1;;;3;1;;;;;;;;;;;;;
USLD;2023;770813814;USLD CENTRE HOSPITALIER DE JOUARRE;770021145;88;27031;57;47;;;13;4;;;11;12;1;;;;16;;;;;;;;
USLD;2023;780000287;CH FRANCOIS QUESNAY MANTES;780110011;50;15544;26;17;;;2;;2;;10;2;;;5;5;;;;;;;1;;
USLD;2023;780000303;CENTRE HOSPITALIER DE PLAISIR;780024113;64;17828;37;30;;;;;;6;12;5;;;;;15;;;;31;;;;
USLD;2023;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;90;20778;19;22;1;;1;1;;;4;5;2;;;;5;;;;;;1;3;
USLD;2023;780000352;HOPITAL DU VESINET CENTRE;780110094;42;8556;5;3;;;;;;;;;;;;;;;;;;;;;
USLD;2023;780000360;USLD GERONTOLOGIQUE DE CHEVREUSE;780130019;40;13313;15;13;;;;6;;;;2;;;;;7;2;1;2;8;0;;3;0
USLD;2023;780000378;CH LOCAL DE HOUDAN;780130027;30;8220;35;22;0;;14;6;0;;0;;0;;0;1;14;;;;;;2;4;0
USLD;2023;780822748;USLD CHATELAIN GUILLET;780002697;32;10555;24;16;;;;1;;;11;1;;;;;8;;;;6;;5;0;0
USLD;2023;790000087;CENTRE HOSPITALIER DE NIORT;790000012;71;15207;27;23;1;;10;;6;;6;;1;;;;;124;;;;;2;;
USLD;2023;790000103;SITE HOSPITALIER DE PARTHENAY;790006654;50;16444;16;13;1;;3;;;;8;1;;;;;3;;;;;;1;2;
USLD;2023;790000111;CH HAUT VAL SEVRE & MELLOIS - ST MAIX.;790019491;35;8593;12;14;;;;;;;8;2;;;;;1;;;;;;1;;
USLD;2023;790000145;CTRE HOSPITALIER DE MAULEON;790000079;30;10602;32;23;;;;;;;19;9;;;;;3;;;;;;;;
USLD;2023;800000200;CH CORBIE;800000051;30;8785;36;30;0;;16;1;0;15;0;5;0;0;0;0;23;;;;;;;;
USLD;2023;800000226;CH DOULLENS;800000069;29;9643;11;13;;;;;2;;8;;;;;;1;;;;9;;1;;
USLD;2023;800000275;CH HAM;800000077;30;9955;12;10;;;;;;;10;;;;2;;;;;;;;1;;
USLD;2023;800000390;CH CHIMR MONTDIDIER;800000085;65;16887;22;25;0;0;3;5;0;;4;;0;;0;;10;;;;;;;;
USLD;2023;800000432;CH PÉRONNE;800000093;30;8535;5;6;0;0;0;0;0;0;5;0;0;0;0;;0;;;;;;0;0;0
USLD;2023;800000507;CH CHIBS SAINT-VALERY-SUR-SOMME;800000135;98;30053;95;72;;;25;35;;;15;6;;;;;14;;;;;;;;
USLD;2023;800000614;CHU AMIENS SAINT VICTOR;800000044;190;31177;64;63;;;9;;8;;24;;;;;;23;;;;;;4;;
USLD;2023;810000505;CH ALBI;810000331;74;20858;50;51;2;;7;1;6;;;14;;3;;;6;;;;;;5;;
USLD;2023;810000513;CH GAILLAC;810000349;30;10333;29;24;;;11;5;;;3;2;;;;;8;;;;;;;;
USLD;2023;810000562;CH LAVAUR SITE GUIRAUD;810000455;60;20077;23;26;;;2;;;;19;;;;;;8;18;0;0;26;0;;;
USLD;2023;810099838;CHIC CASTRES MAZAMET SITE MONGES CASTR;810000380;50;16191;28;26;;;;;;;;;;;;;;;;;;;;;
USLD;2023;810100370;USLD SITE MAZAMET CHIC CASTRES MAZAMET;810000380;70;23977;18;17;;;;;;;;;;;;;;;;;;;;;
USLD;2023;820000032;CH MONTAUBAN;820000016;30;10689;14;14;1;;5;;5;;1;;;;;1;1;;1;;;;1;;
USLD;2023;820000438;USLD CH CAUSSADE;820000214;35;11624;23;12;;;;2;;;;3;;;;;18;;;;;;;;
USLD;2023;820000461;CH DES DEUX RIVES VALENCE D'AGEN;820000248;25;9143;29;19;0;0;0;;0;;;;;;;;;0;0;0;0;0;0;0;0
USLD;2023;820009611;USLD CHI CASTELSARRASIN MOISSAC;820004950;30;10070;18;11;;;2;2;;;6;3;;;;;5;0;0;1;9;0;3;1;0
USLD;2023;830000337;CENTRE HOSPITALIER DE SAINT TROPEZ;830100590;40;14214;21;17;;;;;;;;;;;;;;;;;;;;;
USLD;2023;830009528;CHI FREJUS ST RAPAHEL GERONTO MED SSR;830100566;30;10285;14;8;;;;;1;;8;2;;;;;3;;;;;;2;;
USLD;2023;830013629;CENTRE PHOCEEN DE LONG SEJOUR;130002041;26;8988;7;4;;;;;;;;;;;;;7;;;;;;1;;
USLD;2023;830017372;MOYEN SEJOUR DU COS BEAUSEJOUR;750721235;100;34279;47;42;;;;;;1;31;;;;;;15;;;;3;;2;4;
USLD;2023;830100608;CHITS CH GEORGE SAND;830100616;14;4958;7;4;;;1;;;;4;;;;;;;;;;;;;;
USLD;2023;830100764;INSTITUT MEDICALISE DE MAR VIVO;440052041;40;14060;25;20;;;;5;;;9;5;;;;;6;;;;;;3;;
USLD;2023;830202743;CHITS HOPITAL GEORGES CLEMENCEAU;830100616;36;11862;33;21;;;3;1;;;22;1;;;;;5;;;;8;;3;;
USLD;2023;830206298;CH MOYEN SEJOUR LA SOURCE DE BRIGNOLES;830100517;46;14897;15;;;;;;;;;;;;;;;;;;;;;;
USLD;2023;830206983;CH DEPARTEMENTAL DU VAR AU LUC;830100517;30;9377;12;19;;;;;;;;;;;;;;;;;;;;;
USLD;2023;830212783;LE MONT D'AZUR SLD;830002432;23;6093;6;5;0;0;0;0;0;0;0;1;0;0;0;0;5;0;0;0;0;0;0;0;0
USLD;2023;830213989;CH DRAGUIGNAN USLD;830100525;35;12180;16;12;0;0;0;1;4;2;0;4;0;0;0;0;5;36;;;2;;3;0;0
USLD;2023;840000392;CENTRE HOSPITALIER DE CARPENTRAS;840000046;30;10682;26;22;0;;12;;2;;;6;;;;;6;;;;0;;6;;
USLD;2023;840000418;CHI DE CAVAILLON LAURIS;840004659;33;11053;101;27;;;;;;;;;;;;;33;;;;;;4;;
USLD;2023;840000483;CH LOUIS GIORGI D'ORANGE;840000087;30;10609;17;16;;;3;1;;;5;;;;;;7;;;;;;;;
USLD;2023;840000491;CHI SITE DE PERTUIS;130041916;50;15360;42;20;1;;26;1;;;6;;;;;;8;;;;;;;7;4
USLD;2023;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;67;24046;35;28;;;;;;;;;;;;;;;;;;;;;
USLD;2023;840007579;CENTRE HOSPITALIER DU PAYS D'APT SLD;840000012;40;12940;31;14;0;;3;1;2;;24;1;;;;;0;;;;;;12;;
USLD;2023;850000142;CHD SITE LA ROCHE SUR YON;850000019;80;13650;18;19;;;;;;;15;1;;;;;2;;2;;2;;4;;
USLD;2023;850000209;CHD-SITE DE LUCON;850000019;30;4425;2;3;;;1;;;;1;;;;;;;;;;;;;;
USLD;2023;850000233;HOPITAL DE ST-GILLES- CROIX- DE- VIE;850009010;30;9405;24;20;4;;3;;2;;12;;;;;;;1;2;2;5;;2;;2
USLD;2023;850000647;CH DES COLLINES VENDEENNES;850025867;27;8848;32;30;;;;;;;;;;;;;;0;0;2;18;0;;;
USLD;2023;850003377;USLD CH LVO AQUARELLE;850009010;30;10455;18;10;1;;6;;;;10;;;;;;;2;5;5;2;;4;;
USLD;2023;850021049;USLD LES MAISONNEES DE LUMIERE;850000084;60;21519;53;45;;;9;1;9;;25;;;;;;12;;;;;;1;;
USLD;2023;850021866;USLD CHS GEORGES MAZURELLE;850000092;25;9137;10;1;;;;;;;;;5;;;;5;;;33;;;6;;
USLD;2023;850022013;SSR HOPITAL NOIRMOUTIER;850000100;21;6456;12;10;;;;;;;7;1;;;;;4;;;;;;1;;
USLD;2023;860000025;CHU DE POITIERS - SITE CHATELLERAULT;860014208;60;21294;59;48;;;11;;6;;12;1;;1;;;28;;;;;;10;2;
USLD;2023;860000033;CHU DE POITIERS - SITE DE LOUDUN;860014208;30;10704;21;20;;;3;;;;16;;;;;;2;;;;;;1;1;
USLD;2023;860000058;CHU DE POITIERS - SITE DE MONTMORILLON;860014208;32;6914;27;19;;;11;;;;11;;;;;;5;;;;;;3;;
USLD;2023;860000223;CHU LA MILETRIE;860014208;55;19708;30;26;;;4;;4;;22;;;;;;;;;;;;1;1;
USLD;2023;860011014;CHU DE POITIERS - SITE DE LUSIGNAN;860014208;30;10246;20;17;;;2;1;6;;2;;;1;;;8;;;;;;;;
USLD;2023;870000270;CTRE HOSPITALIER J BOUTARD ST YRIEIX;870000031;40;13810;44;30;;;18;1;;;15;;;;;;10;;;;;;4;5;
USLD;2023;870000551;HOPITAL INTERCOMMUNAL DU HAUT LIMOUSIN;870014503;36;11135;32;18;;;7;0;;;2;13;;0;;;10;;;;;;2;1;
USLD;2023;870000601;HOPITAL DR RENE BARRIERE ST LEONARD;870014248;30;9990;42;28;;;;;;;;;;;;;;;;;;;;;
USLD;2023;870001567;HOPITAL INTERCOMMUNAL DU HAUT LIMOUSIN;870014503;45;14723;66;41;;2;16;2;;1;14;4;;3;;;24;;;;;;1;2;
USLD;2023;870003514;HOPITAL JEAN REBEYROL LIMOGES;870000015;80;29200;53;45;0;0;1;0;7;0;44;0;0;0;0;0;1;0;0;22;22;0;2;3;0
USLD;2023;870005931;UNITE SOINS LONGUE DUREE ST JUNIEN;870000023;60;9253;27;24;;;6;1;12;;;;;;;;8;;;;;;2;;
USLD;2023;870008042;USLD CHASTAINGT LIMOGES;870000015;168;61320;93;81;0;0;4;1;9;1;62;1;0;0;1;0;14;0;0;18;34;0;8;2;0
USLD;2023;880000039;CHI HMV - SITE GERARDMER;880009147;25;7323;38;15;;;3;;;;10;;;;;;7;;;;;;1;1;
USLD;2023;880000070;CHI DE L'OUEST VOSGIEN SITE DE VITTEL;880007299;30;10950;24;13;;;7;1;;2;11;;;;;;2;;;;271;;4;;
USLD;2023;880000104;HOPITAL DE L'AVISON - BRUYERES;880780259;30;4335;24;4;;;;;;7;11;;;;;;6;;;;4;;3;;
USLD;2023;880000336;CHI E. DURKHEIM - SITE DE GOLBEY;880007059;30;10057;19;20;0;0;0;0;0;0;16;0;0;0;0;0;3;0;0;0;17;0;0;0;0
USLD;2023;880786637;USLD DU CENTRE HOSPITALIER REMIREMONT;880780093;24;8307;17;16;0;0;11;0;0;0;4;1;0;0;0;0;1;50;0;3;6;0;2;0;0
USLD;2023;880786645;CHI HMV - USLD FOUCHARUPT;880009147;30;6165;41;14;;;;;;;;;;;;;;;;;;;;;
USLD;2023;890971583;USLD DU CH JOIGNY;890000417;64;20876;43;37;0;0;4;13;7;0;5;3;0;0;0;0;11;;0;;38;51;7;0;0
USLD;2023;890975527;CH AUXERRE;890000037;29;10251;12;12;;;1;1;;;1;3;;1;;;5;;;;;;;;
USLD;2023;900000647;CHSLD LE CHENOIS;900004698;123;44102;42;44;;0;;22;;0;;12;;0;;0;8;0;0;0;0;0;1;0;0
USLD;2023;910000272;CH D ARPAJON;910110014;48;17520;;20;;;;;;;;;;;;;;;;;;;;;
USLD;2023;910000280;CH DOURDAN ETAMPES SITE DOURDAN;910019447;26;8532;10;5;0;0;1;0;0;0;4;1;0;1;0;0;3;;;;;;;;
USLD;2023;910100015;HU HENRI MONDOR SITE CLEMENCEAU APHP;750712184;129;47422;66;38;;;4;;;;61;;1;;;;;;;;;;;;13
USLD;2023;910100031;HU HENRI MONDOR SITE DUPUYTREN APHP;750712184;54;19710;20;14;;;1;;;;19;;;;;;;;;;;;;;2
USLD;2023;910150069;HOP PRIVE GERIAT LES MAGNOLIAS;910000033;60;21191;31;26;;;19;3;;;2;1;;;;;7;;;;;;4;;
USLD;2023;920000577;CH DE NANTERRE;920110020;47;13226;5;13;0;;;2;;1;2;;;;;;;10;;;7;;;;
USLD;2023;920000593;CH RIVES DE SEINE SITE DE PUTEAUX;920026374;88;23785;37;33;;;;;15;9;2;1;;;;;5;;;;;;2;2;1
USLD;2023;920000619;CH DES QUATRE VILLES SITE ST CLOUD;920009909;70;24296;46;41;;;4;14;11;;5;;;;;;12;;;;;;4;;
USLD;2023;920001369;SSR FONDATION ROGUET;920710654;75;21980;34;41;0;0;0;24;7;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;0
USLD;2023;920024205;SSR LES ABONDANCES;920808037;110;29159;29;47;;;;;;;15;;;;;;;;;;;;;;
USLD;2023;920100047;HU PARIS NORD SITE LOUIS MOURIER APHP;750712184;31;8319;21;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;3;0;0;0;0
USLD;2023;930000294;CTRE D MOYEN ET LONG SEJOUR LES ORMES;930021480;41;15324;46;27;;;;;;;21;;;;;;25;;;;;;;;
USLD;2023;930100011;HU PARIS SSTDENIS SITE MURET APHP;750712184;65;23725;11;14;0;;2;;1;;7;;0;;0;;1;0;0;2;3;0;0;2;0
USLD;2023;930150057;MAISON SANTE MEDICALE LES FLORALIES;750034589;35;10068;20;13;;;;;19;;1;;;;;;;;;;;;;;
USLD;2023;930706239;CH SAINT DENIS HOPITAL CASANOVA;930110051;100;34424;29;30;;;;;;;;;;;;;;;;;;;;;
USLD;2023;930815501;GHU PARIS USLD LA ROSERAIE NEUILLY S/M;750062036;114;25139;3;10;;;;;;;2;1;;;;;;;;;;;0;0;0
USLD;2023;940000615;CHS LES MURETS;940140023;43;13508;14;4;;;;;;;;;7;6;;;1;;;48;;;;1;
USLD;2023;940100027;HU HENRI MONDOR SITE HENRI MONDOR APHP;750712184;24;8760;13;1;;;8;3;;;;;;;;;2;;;;;;;;
USLD;2023;940100035;HU PITIE SALPETRIERE- CHARLE FOIX APHP;750712184;101;35487;31;21;;;;;1;;29;;;;;;1;;;;;;3;;
USLD;2023;940100050;HU HENRI MONDOR SITE E ROUX APHP;750712184;240;87600;151;70;;;1;;;;147;;;;;;3;;;;;;;;46
USLD;2023;940100068;HU PARIS SUD SITE PAUL BROUSSE APHP;750712184;141;51465;42;33;;;43;;;;13;;;;;;;;;;;;4;;0
USLD;2023;940812506;USLD LES VIGNES;940110042;46;16790;12;7;0;0;0;0;0;0;4;5;1;0;0;0;2;0;0;0;0;0;0;0;0
USLD;2023;950000307;CH VICTOR DUPOUY;950110015;47;20115;0;17;;;;;;;;;;;;;;2;0;0;3;0;2;0;0
USLD;2023;950000323;GHEM SIMONE VEIL SITE EAUBONNE;950013870;96;18617;51;38;0;0;6;0;2;0;19;16;1;0;0;0;7;0;0;0;0;0;3;0;0
USLD;2023;950000331;CH GENERAL DE GONESSE;950110049;120;37709;44;34;0;0;6;0;3;0;20;6;0;0;0;0;7;0;0;0;14;0;0;0;0
USLD;2023;950000406;HOPITAL FONDATION CHANTEPIE MANCIER;950150037;40;13452;24;20;;;;;4;6;5;;;;;;9;;;;;;;;
USLD;2023;950016139;SSR HOPITAL NOVO SITE MARINES;950110080;40;14891;14;17;;;;;;1;7;;;;;;6;;;;;;2;;
USLD;2023;970100418;CENTRE HOSPITALIER L-D. BEAUPERTHUY;970100194;30;8849;9;8;0;0;0;0;0;0;5;1;0;0;0;0;2;0;0;0;0;0;0;0;0
USLD;2023;970100459;C.H. DE CAPESTERRE-BELLE-EAU (EX HL);970100244;15;5306;4;3;;;;;;;;;;;;;;;;;;;;;
USLD;2023;970112033;C.H.G. JACQUES SALIN;970100210;83;25653;40;30;0;;0;;0;;0;;0;;0;;40;0;0;0;0;0;1;0;0
USLD;2023;970211215;CHU DE MARTINIQUE SITE P.ZOBDA QUITMAN;970211207;90;24820;30;41;;;4;;3;;;;;;19;;10;;;;;;9;;
USLD;2023;970211223;CHU DE MARTINIQUE SITE DE TRINITE;970211207;13;5417;3;3;;;1;;;;;;;;2;;;;;;;;1;;
USLD;2023;970300026;CENTRE HOSPITALIER DE CAYENNE;970302022;30;10019;7;7;;;;;;4;;;;;;;1;0;0;5;8;0;0;0;0
USLD;2023;970400156;GHER-SSR (SAINT-ANDRE);970403606;42;11472;6;6;;;;;;;6;;;;;;;;;;;;2;;
USLD;2023;970463139;CHU SITE SUD - SSR (TAMPON);970408589;40;10581;9;10;;;;;;;;;;;;;;;;;;;;;
