BOR;AN;FI;RS;FI_EJ;SMUR;GEN;SAIS;PED;ANT;FIAUTOR;ANTSAIS;SAMU;HMED;HIDE;HAMB;AMBLCE;VEHLEG;MOYAER;MOYMAR;SORTER1;SORTER2;dtTIH;SORAER1;SORAER2;SORMAR;SORTIES;SORTNM;PATDC;PATLSP;PATTSP;PATTRANM;TRAN;TRAN18;TRAN80;TRANSIEG;TRANAUT;APP;APR15;APD;APMIN;DR;DRM;DRMLIB;HMR;HMRAMU;HMRAM;ARM;NRML;NBLIB;NBSAL;CAR;SAMUSDIS
SMURSAMU;2023;510000250;CENTRE HOSPITALIER VITRY LE FRANCOIS;510000078;1;1;0;0;0;;0;0;168;168;168;;1;;;401;89;;;;;490;88;52;4;31;1;313;14;65;202;111;;;;;;;;;;;;;;;;
SMURSAMU;2023;510004302;HOPITAL MAISON BLANCHE CHU REIMS;510000029;1;1;0;1;0;;0;1;631;336;420;4;2;1;0;2179;945;140;57;273;0;3594;924;278;11;131;504;1356;88;186;1112;244;251389;1759;226144;195384;117920;110308;42850;542;336;206;444;0;0;;1876;0
SMURSAMU;2023;510023914;ANTENNE DE SMUR - CH CHALONS;510000037;1;0;0;0;1;510000037;0;0;168;168;168;1;0;0;0;179;23;0;0;0;0;202;46;23;4;15;45;133;16;28;10;123;;;;;;;;;;;;;;;;
SMURSAMU;2023;510023922;ANTENNE DE SMUR - GHAM;100006279;1;0;0;0;1;100006279;0;0;168;168;84;0;1;0;0;347;14;;;;;361;245;40;1;64;140;150;9;50;7;143;;;;;;;;;;;;;;;;
SMURSAMU;2023;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;1;1;0;0;0;;0;1;294;336;336;3;3;0;0;717;269;211;0;0;;1197;351;102;8;57;181;527;49;103;417;110;107707;5354;102353;94533;58180;52994;5186;168;168;0;372;0;0;0;545;1
SMURSAMU;2023;520000043;CENTRE HOSPITALIER DE LANGRES;520780057;1;1;0;0;0;;0;0;168;168;168;0;1;0;0;500;34;0;0;0;0;534;365;113;0;165;200;360;36;67;246;114;;;;;;;;;;;;;;;;
SMURSAMU;2023;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;520780073;1;1;0;0;0;;0;0;168;168;168;;1;;;705;42;0;0;0;0;747;224;107;36;40;224;263;13;100;190;73;;;;;;;;;;;;;;;;
SMURSAMU;2023;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;1;1;0;0;0;;0;0;138;168;168;0;2;0;0;425;35;89;6;1;0;556;95;45;18;;32;368;46;91;179;189;;;;;;;;;;;;;;;;
SMURSAMU;2023;530000173;CH DU NORD MAYENNE;530000074;1;1;0;0;0;;0;0;168;168;84;0;1;0;0;607;15;0;0;0;0;622;264;57;17;0;173;508;35;134;313;195;;;;;;;;;;;;;;;;
SMURSAMU;2023;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;1;1;0;0;0;;0;1;336;221;202;2;2;0;0;944;224;402;16;14;;1600;591;133;10;127;321;498;40;63;454;44;207858;;167803;;127480;125736;57544;276;168;108;444;1;0;;728;0
SMURSAMU;2023;540000015;CHRU NANCY - MATERNITE;540023264;1;0;0;1;0;;0;0;168;63;0;;;;;1;480;97;0;48;;626;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2023;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;540000049;1;1;0;0;0;;0;0;168;168;168;;1;;;484;34;0;0;0;0;518;95;51;0;17;95;418;17;112;220;198;;;;;;;;;;;;;;;;
SMURSAMU;2023;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;1;1;0;0;0;;0;0;168;168;168;0;1;0;0;502;29;0;0;0;0;531;218;46;0;16;156;284;20;47;126;158;;;;;;;;;;;;;;;;
SMURSAMU;2023;540000296;CENTRE HOSPITALIER DE PONT A MOUSSON;540000106;1;1;0;0;0;;0;0;168;168;168;0;1;0;0;348;24;;;;;372;98;48;2;11;37;250;28;54;126;124;;;;;;;;;;;;;;;;
SMURSAMU;2023;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;1;1;0;0;0;;0;0;160;182;160;0;2;0;0;586;85;0;6;0;0;677;120;71;6;43;0;466;26;;330;136;;;;;;;;;;;;;;;;
SMURSAMU;2023;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;1;1;0;0;0;;0;0;168;168;168;;2;;;581;142;;2;5;;730;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2023;540001138;CHRU NANCY - HOPITAL CENTRAL;540023264;1;1;0;0;0;;0;1;336;504;504;2;3;1;0;2418;979;1077;123;449;0;5046;386;219;30;90;47;2135;137;502;1801;334;308571;3086;296228;274628;171079;136742;25919;412;336;76;746;1;0;;2630;0
SMURSAMU;2023;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;1;0;0;1;0;;0;0;170;168;0;1;0;1;0;0;45;387;20;46;;498;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2023;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;550006795;1;1;0;0;0;;0;1;168;168;168;;2;;;746;56;116;0;0;0;918;111;66;6;15;24;582;60;82;534;48;91734;5467;86262;81705;52550;43815;6196;188;168;20;336;1;13;;3070;0
SMURSAMU;2023;550000434;CH BLD FV SITE BLD;550003354;1;1;0;0;0;;0;0;168;168;168;0;2;0;;528;150;0;0;0;0;678;271;75;0;16;180;471;26;72;218;253;;;;;;;;;;;;;;;;
SMURSAMU;2023;560000127;CHBA SITE DE VANNES;560023210;1;1;0;0;0;;0;1;406;252;336;3;5;0;0;1451;381;339;113;31;3;2318;826;197;2;77;470;791;30;113;750;41;367286;9702;332834;282725;271117;184487;82090;520;266;254;1225;0;33;0;950;0
SMURSAMU;2023;560000135;GHBS- HÔPITAL DU SCORFF;560005746;1;1;0;0;0;;0;0;170;168;168;;1;;;1134;53;;82;8;6;1283;104;163;9;21;11;1019;84;138;978;41;;;;;;;;;;;;;;;;
SMURSAMU;2023;560000143;CHCB- SITE KÉRIO;560014748;1;1;0;0;0;;0;0;168;168;168;1;2;;;804;32;;12;1;;849;480;94;14;36;279;661;55;117;472;189;;;;;;;;;;;;;;;;
SMURSAMU;2023;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;1;1;0;0;0;;0;0;168;168;168;;1;;;573;13;3;0;;;589;211;54;1;33;272;422;39;74;285;137;;;;;;;;;;;;;;;;
SMURSAMU;2023;560000200;CHBA SITE D'AURAY;560023210;1;1;0;0;0;;0;0;168;168;168;0;1;0;0;1067;4;0;4;0;0;1075;656;105;4;82;424;470;16;75;0;470;;;;;;;;;;;;;;;;
SMURSAMU;2023;570000059;CH MARIE-MADELEINE DE FORBACH;570025254;1;1;0;0;0;;0;0;252;252;336;1;1;0;0;1170;520;4;;;;1694;660;196;12;24;428;455;24;72;233;222;;;;;;;;;;;;;;;;
SMURSAMU;2023;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;1;1;0;0;0;;0;0;168;168;168;1;1;0;0;403;244;0;0;0;0;647;148;73;0;4;0;251;10;89;176;75;;;;;;;;;;;;;;;;
SMURSAMU;2023;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;1;1;0;0;0;;0;0;252;336;672;1;2;0;0;1429;152;959;0;0;0;2540;687;236;25;116;310;742;33;122;529;213;;;;;;;;;;;;;;;;
SMURSAMU;2023;570000661;HOPITAL SAINT JOSEPH DE BITCHE;570000158;1;0;0;0;1;570000158;0;0;168;168;168;1;1;;;226;39;0;;;;265;110;21;5;10;74;116;12;34;79;37;;;;;;;;;;;;;;;;
SMURSAMU;2023;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;1;1;0;0;0;;0;0;168;168;168;1;2;;;535;153;0;;;;688;214;93;1;13;107;321;15;64;199;122;;;;;;;;;;;;;;;;
SMURSAMU;2023;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;1;1;0;0;0;;0;1;250;336;504;1;2;0;0;2125;203;270;0;0;0;2598;1075;343;21;107;604;1050;53;160;762;288;746917;123709;601004;522056;406889;287330;173530;704;336;368;1492;0;0;0;7826;0
SMURSAMU;2023;580972669;CH CLAMECY;580780070;1;1;0;0;0;;0;0;168;168;168;;1;;;358;6;0;;;;364;141;54;1;21;13;280;17;70;198;82;;;;;;;;;;;;;;;;
SMURSAMU;2023;580972677;CH COSNE COURS SUR LOIRE;580780088;1;1;0;0;0;;0;0;63;70;210;;1;;;606;72;4;0;0;0;682;138;101;35;0;212;491;32;180;244;247;;;;;;;;;;;;;;;;
SMURSAMU;2023;580972685;CH DECIZE;580780096;1;1;0;0;0;;0;0;168;168;168;;;;;482;0;;;;;482;316;101;13;34;166;362;18;83;303;59;;;;;;;;;;;;;;;;
SMURSAMU;2023;580972693;HOPITAL PIERRE BEREGOVOY;580780039;1;1;0;0;0;;0;0;336;252;252;3;2;1;0;851;110;58;115;213;0;1347;480;80;6;69;325;486;108;235;486;;;;;;;;;;;;;;;;;
SMURSAMU;2023;590000337;CH DUNKERQUE;590781415;1;1;0;0;0;;0;0;336;336;336;1;3;0;0;2370;342;62;;;;2774;1232;201;9;107;771;1037;;;916;121;;;;;;;;;;;;;;;;
SMURSAMU;2023;590000428;CH CAMBRAI;590781605;1;1;0;0;0;;0;0;168;168;168;;1;;;1396;74;;;;;1470;;129;1;210;293;1177;;;717;460;;;;;;;;;;;;;;;;
SMURSAMU;2023;590000469;CH FOURMIES;590781662;1;1;0;0;0;;0;0;168;168;168;0;1;0;0;409;18;0;0;0;0;427;55;48;1;6;0;372;19;78;282;90;;;;;;;;;;;;;;;;
SMURSAMU;2023;590000535;CH DE MAUBEUGE MCO;590781803;1;1;0;0;0;;0;0;336;313;344;1;2;;;1675;390;26;;;;2091;678;159;11;191;377;866;54;144;664;202;;;;;;;;;;;;;;;;
SMURSAMU;2023;590000618;CH VALENCIENNES;590782215;1;1;0;0;0;;0;0;293;336;336;1;2;;;3179;824;336;;;;4339;720;331;257;13;;2452;;;1807;645;;;;;;;;;;;;;;;;
SMURSAMU;2023;590000758;CH ARMENTIERES;590782637;1;1;0;0;0;;0;0;168;168;168;;2;;;1351;75;;;;;1426;521;124;6;30;361;808;;;431;377;;;;;;;;;;;;;;;;
SMURSAMU;2023;590001004;CH DOUAI DECHY;590783239;1;1;0;0;0;;0;0;168;168;168;;3;;;1736;82;;;;;1818;;196;132;;;1172;;;869;303;;;;;;;;;;;;;;;;
SMURSAMU;2023;590796975;HÔPITAL SALENGRO CHU LILLE;590780193;1;1;0;1;0;;0;1;756;756;672;8;10;1;;5446;4442;1347;180;661;;12076;3018;659;124;316;1919;4575;451;655;2293;2282;1181878;27663;1127935;1101650;576958;576958;245934;1158;606;552;1584;0;0;0;5141;0
SMURSAMU;2023;590801106;HOPITAL VICTOR PROVO;590782421;1;1;0;0;0;;0;0;168;168;168;;1;;;1612;85;;;;;1697;658;146;9;79;427;1018;157;475;707;311;;;;;;;;;;;;;;;;
SMURSAMU;2023;590804696;CENTRE HOSPITALIER DE TOURCOING;590781902;1;1;0;0;0;;0;0;168;168;168;0;3;0;0;1604;62;;;;;1666;799;136;11;112;504;812;30;83;394;418;;;;;;;;;;;;;;;;
SMURSAMU;2023;600000186;CH CLERMONT;600100648;1;1;0;0;0;;0;0;168;168;168;1;;;;1098;121;;0;0;0;1219;374;133;3;53;185;724;71;131;191;533;;;;;;;;;;;;;;;;
SMURSAMU;2023;600000194;CH BEAUVAIS;600100713;1;1;0;0;0;;0;1;336;432;396;5;4;;;2038;228;538;0;0;;2804;1083;234;23;148;688;1762;248;484;1507;255;366031;;365950;283680;167252;162585;59203;542;336;206;838;0;26;;11795;0
SMURSAMU;2023;600000285;CH CHICN NOYON;600100721;1;1;0;0;0;;0;0;44;384;83;1;;;;521;86;86;;;;693;;59;21;;128;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2023;600000467;CH GHPSO CREIL;600101984;1;1;0;0;0;;0;0;168;336;336;4;;;;1674;145;187;4;2;;2012;881;162;38;104;513;793;62;124;668;125;;;;;;;;;;;;;;;;
SMURSAMU;2023;600113476;CH CHICN COMPIÈGNE;600100721;1;1;0;0;0;;0;0;257;384;660;3;1;;;1687;277;168;;;;2132;808;113;19;67;609;663;;;545;118;;;;;;;;;;;;;;;;
SMURSAMU;2023;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;1;1;0;0;0;;0;0;168;80;168;;1;;;492;;;;;;492;272;92;7;11;162;382;36;109;272;110;;;;;;;;;;;;;;;;
SMURSAMU;2023;610000051;CHICAM - SITE ALENCON;610780082;1;1;0;0;0;;0;1;588;336;336;2;2;1;0;896;520;284;42;285;0;2027;328;137;7;52;132;610;60;112;498;112;386741;15895;221624;215786;129664;65121;64543;276;168;108;444;0;0;0;61;1
SMURSAMU;2023;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;1;1;0;0;0;;0;0;168;168;168;1;1;;;498;9;;;;;507;120;72;12;36;0;371;;;277;94;;;;;;;;;;;;;;;;
SMURSAMU;2023;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;1;1;0;0;0;;0;0;60;91;168;0;1;0;0;380;6;;0;0;0;386;266;78;3;51;134;147;5;20;60;87;;;;;;;;;;;;;;;;
SMURSAMU;2023;610000119;CH  JACQUES MONOD  - FLERS;610780165;1;1;0;0;0;;0;0;168;168;168;1;1;0;0;519;18;;;;;537;255;84;;51;125;264;16;49;237;27;;;;;;;;;;;;;;;;
SMURSAMU;2023;610780108;CHIC DES ANDAINES - DOMFRONT;610790594;1;0;0;0;1;610790594;0;0;168;168;168;0;1;0;0;141;5;;;;;146;58;17;0;10;31;112;4;16;0;112;;;;;;;;;;;;;;;;
SMURSAMU;2023;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;1;1;0;0;0;;0;0;168;168;168;0;1;0;0;354;23;;;;;377;142;74;1;18;49;262;18;64;122;140;;;;;;;;;;;;;;;;
SMURSAMU;2023;620000034;CH ARRAS;620100057;1;1;0;0;0;;0;1;504;525;525;4;3;1;0;3482;2466;188;121;386;0;6643;2130;376;64;559;1131;2058;193;315;1159;899;1154925;367994;786931;742493;574087;454125;122662;1643;913;730;1818;1;1;0;13229;0
SMURSAMU;2023;620000224;CH BETHUNE;620100651;1;1;0;0;0;;0;0;168;218;218;1;2;;;2315;152;208;;;;2675;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2023;620000257;CH LENS;620100685;1;1;0;0;0;;0;0;168;252;252;;;;;3103;233;597;;;;3933;1868;207;15;532;1125;1222;114;164;750;472;;;;;;;;;;;;;;;;
SMURSAMU;2023;620000323;CH CALAIS;620101337;1;1;0;0;0;;0;0;287;215;168;;2;;;1754;105;2;;;;1861;1046;175;11;48;534;708;90;88;538;170;;;;;;;;;;;;;;;;
SMURSAMU;2023;620000349;CH REGION DE ST OMER;620101360;1;1;0;0;0;;0;0;168;168;168;;2;;;1196;96;81;;;;1373;692;136;5;76;580;1040;;;763;277;;;;;;;;;;;;;;;;
SMURSAMU;2023;620000653;CH BOULOGNE-SUR-MER;620103440;1;1;0;0;0;;0;0;168;168;168;1;2;;;1565;87;124;;;;1776;165;171;11;154;362;852;134;286;699;153;;;;;;;;;;;;;;;;
SMURSAMU;2023;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;1;1;0;0;0;;0;0;168;168;168;;2;;;1538;62;;;;;1600;;152;0;182;524;1131;61;340;920;211;;;;;;;;;;;;;;;;
SMURSAMU;2023;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;1;1;0;0;0;;0;1;617;617;564;4;3;2;0;4112;1782;10;946;652;0;7502;526;342;21;744;18;3656;332;514;2663;993;360844;25599;326176;283278;182817;177360;104655;526;228;298;616;0;9;0;2765;1
SMURSAMU;2023;630000412;CH D'AMBERT;630780997;1;1;0;0;0;;0;0;168;40;168;;1;;;408;19;;;;;427;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2023;630000420;CH PAUL ARDIER ISSOIRE;630781003;1;1;0;0;0;;0;0;168;168;168;;1;;;854;23;14;0;3;0;894;290;77;0;101;112;705;103;133;453;252;;;;;;;;;;;;;;;;
SMURSAMU;2023;630000438;CH DE RIOM;630781011;1;1;0;0;0;;0;0;168;168;168;0;2;0;0;1255;45;0;0;0;0;1300;580;;4;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2023;630000446;CH DE THIERS;630781029;1;1;0;0;0;;0;0;168;168;168;0;1;0;0;748;16;0;8;0;0;772;304;73;;165;66;545;;;334;211;;;;;;;;;;;;;;;;
SMURSAMU;2023;640000162;CH COTE BASQUE;640780417;1;1;0;1;0;;0;1;420;420;420;4;3;1;0;2314;613;224;229;240;1;3621;1111;392;108;128;586;1541;161;194;1382;159;262979;47762;204646;180974;126573;87184;39782;332;168;164;672;0;8;0;1287;0
SMURSAMU;2023;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;1;1;0;0;0;;0;0;168;168;168;0;1;0;0;461;3;0;0;0;0;464;304;66;7;29;199;153;7;34;79;74;;;;;;;;;;;;;;;;
SMURSAMU;2023;640000410;CENTRE HOSPITALIER OLORON;640780821;1;1;0;0;0;;0;0;168;168;168;;2;;;463;0;0;0;0;0;463;294;71;0;26;197;374;44;105;205;169;;;;;;;;;;;;;;;;
SMURSAMU;2023;640000600;CENTRE HOSPITALIER DE PAU;640781290;1;1;0;1;0;;0;1;420;420;420;3;3;0;0;1955;646;148;208;119;0;3076;906;266;7;110;506;1864;360;531;1420;444;463926;;429845;;125331;114726;27575;244;168;76;456;1;3;;750;0
SMURSAMU;2023;650000045;CH TARBES LOURDES SITE LOURDES;650783160;1;1;0;0;0;;0;0;168;168;168;;2;;;397;3;0;5;0;0;405;255;55;2;13;140;223;18;27;144;79;;;;;;;;;;;;;;;;
SMURSAMU;2023;650000417;CH TARBES LOURDES GESPE SITE TARBES;650783160;1;1;0;0;0;;0;1;406;336;504;3;3;0;0;1546;575;197;617;3;0;2938;1229;130;3;136;607;1095;93;130;879;216;126577;60;124136;109898;79600;70714;18955;168;168;48;564;1;0;0;1559;0
SMURSAMU;2023;650005606;CENTRE HOSP BIGORRE - ANTENNE BAGNERES;650783160;1;0;0;0;1;650783160;0;0;84;110;110;;1;;;137;3;;5;;;145;103;20;;11;61;61;2;14;22;39;;;;;;;;;;;;;;;;
SMURSAMU;2023;650784218;CMC HOPITAUX DE LANNEMEZAN;650780174;1;1;0;0;0;;0;0;168;168;168;;1;;;382;6;0;;;;388;208;54;1;30;115;174;14;23;102;72;;;;;;;;;;;;;;;;
SMURSAMU;2023;660000084;CH PERPIGNAN;660780180;1;1;0;0;0;;0;0;504;336;336;2;8;2;0;3417;473;165;551;244;0;4850;1957;372;34;580;971;1869;100;514;1247;622;;;;;;;;;;;;;;;;
SMURSAMU;2023;660008947;PLATE FORME SAMU SDIS 66;660780180;0;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;236669;0;199275;169650;175169;136762;61967;284;168;116;840;0;13;0;1089;1
SMURSAMU;2023;660010117;CH PERPIGNAN ANTENNE SMUR CH PUIGCERDA;660780180;1;0;0;0;1;660780180;0;0;168;168;168;0;1;0;0;378;25;;;;;403;230;10;1;102;117;148;13;24;68;80;;;;;;;;;;;;;;;;
SMURSAMU;2023;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;670780055;1;1;0;0;0;;0;1;959;791;623;2;7;1;;8125;1341;291;480;127;;10364;5360;606;55;238;3744;3067;205;467;2617;450;698718;113986;557851;489157;255320;221943;83226;396;336;280;875;1;0;6;7618;0
SMURSAMU;2023;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;1;1;0;0;0;;0;0;168;168;168;1;1;;;1514;212;;;;;1726;959;166;9;131;653;1220;73;235;1056;164;;;;;;;;;;;;;;;;
SMURSAMU;2023;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;1;1;0;0;0;;0;0;168;168;168;1;1;;;1127;254;14;11;;0;1406;820;131;6;156;527;1132;85;200;663;469;;;;;;;;;;;;;;;;
SMURSAMU;2023;670000272;CH INTERCOMMUNAL DE LA LAUTER;670780543;1;1;0;0;0;;0;0;168;168;168;0;1;0;0;650;123;0;0;0;0;773;525;62;26;58;376;275;9;55;122;153;;;;;;;;;;;;;;;;
SMURSAMU;2023;670000397;CENTRE HOSPITALIER DE SELESTAT;670017755;1;1;0;0;0;;0;0;172;172;172;1;1;0;0;1290;363;0;0;0;0;1653;814;121;9;137;547;476;28;109;252;224;;;;;;;;;;;;;;;;
SMURSAMU;2023;670783273;HOPITAL DE HAUTEPIERRE;670780055;1;0;0;1;0;;0;0;113;96;623;;;;;0;288;291;;;;579;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2023;680000684;HOPITAL LOUIS PASTEUR;680000973;1;1;0;0;0;;0;0;336;336;336;1;2;;;1925;802;288;;41;;3056;1062;220;;141;701;911;71;163;687;224;;;;;;;;;;;;;;;;
SMURSAMU;2023;680004546;HOPITAL EMILE MULLER;680020336;1;1;0;0;0;;0;1;218;504;504;1;3;1;;3682;292;330;327;219;;4850;2300;434;33;322;1511;3204;122;531;2141;1063;504772;19552;421460;402916;239456;197488;46977;382;223;159;924;0;0;0;1292;0
SMURSAMU;2023;690000575;CH NORD OUEST - VILLEFRANCHE;690782222;1;1;0;0;0;;0;0;168;168;168;;3;;;1272;29;;;;;1301;217;159;;58;;991;116;140;836;155;;;;;;;;;;;;;;;;
SMURSAMU;2023;690000625;HNO DE TARARE;690782271;1;1;0;0;0;;0;0;80;168;0;1;2;;;448;79;;;;;527;170;46;16;7;;416;52;45;44;372;;;;;;;;;;;;;;;;
SMURSAMU;2023;690041108;ANTENNE SMUR BRON - HCL;690781810;1;0;0;0;1;690781810;0;0;126;126;84;1;0;2;;14;4;;1119;582;;1719;57;42;;5;10;1076;128;91;834;242;;;;;;;;;;;;;;;;
SMURSAMU;2023;690783154;HOPITAL EDOUARD HERRIOT - HCL;690781810;1;1;0;0;0;;0;1;566;756;756;5;5;;;6467;2993;743;34;138;;10375;1154;358;6;118;672;4924;1075;665;3885;1039;804653;106324;681325;641654;554536;501281;286569;984;494;470;1530;1;0;;2241;0
SMURSAMU;2023;690784137;HOPITAL LYON SUD - HCL;690781810;1;1;0;0;0;;0;0;168;168;168;1;1;;;1546;599;;26;18;;2189;644;92;6;119;427;928;152;114;295;633;;;;;;;;;;;;;;;;
SMURSAMU;2023;690784152;HOPITAL CROIX-ROUSSE - HCL;690781810;1;1;0;0;0;;0;0;84;84;84;1;1;0;0;886;181;;;;;1067;349;96;0;51;202;537;94;83;185;352;;;;;;;;;;;;;;;;
SMURSAMU;2023;700000011;GH HAUTE SAONE SITE GRAY;700004591;1;1;0;0;0;;0;0;168;168;168;;1;;;585;93;;;;;678;277;53;5;31;186;490;49;81;205;285;;;;;;;;;;;;;;;;
SMURSAMU;2023;700000029;GH HAUTE SAONE SITE VESOUL;700004591;1;1;0;0;0;;0;0;168;168;168;1;2;0;0;1132;102;0;0;0;0;1234;512;94;14;76;306;550;102;183;532;18;;;;;;;;;;;;;;;;
SMURSAMU;2023;700780208;GH HAUTE SAONE SITE LURE;700004591;1;1;0;0;0;;0;0;168;168;168;;1;;;923;38;;;;;961;505;72;3;98;333;445;91;158;429;16;;;;;;;;;;;;;;;;
SMURSAMU;2023;710010067;CH DU PAYS CHAROLAIS BRIONNAIS;710780644;1;1;0;0;0;;0;0;168;168;205;;2;;;514;7;;;;;521;514;83;39;;;112;;;;112;;;;;;;;;;;;;;;;
SMURSAMU;2023;710010786;CH AUTUN SITE PARPAS;710781451;1;1;0;0;0;;0;0;168;168;168;;;;;336;69;;;;;405;168;40;0;15;111;280;18;63;240;40;;;;;;;;;;;;;;;;
SMURSAMU;2023;710978263;CH WILLIAM MOREY CHALON SUR SAONE;710780958;1;1;0;0;0;;0;1;336;336;336;3;3;1;0;1272;454;0;186;665;0;2577;400;210;7;141;6;1013;80;148;508;505;334051;3867;253264;221483;195825;172379;88244;346;168;178;612;0;0;0;1869;0
SMURSAMU;2023;710978289;CH LES CHANAUX MACON;710780263;1;1;0;0;0;;0;0;168;168;168;;2;;;1096;96;;;;;1192;247;169;4;74;;864;68;111;825;39;;;;;;;;;;;;;;;;
SMURSAMU;2023;710978313;CENTRE HOSPITALIER JEAN BOUVERI;710976705;1;1;0;0;0;;0;0;122;172;168;0;1;0;0;444;1;0;0;0;0;445;110;89;21;;;335;16;93;258;77;;;;;;;;;;;;;;;;
SMURSAMU;2023;710978347;HOTEL DIEU DU CREUSOT;570010181;1;1;0;0;0;;0;0;168;182;0;;1;;;394;8;;;;;402;88;50;1;37;5;238;12;56;195;43;;;;;;;;;;;;;;;;
SMURSAMU;2023;720000033;CENTRE HOSPITALIER DU MANS;720000025;1;1;0;0;0;;0;1;392;420;420;4;2;0;0;2377;313;390;0;0;0;3080;1191;410;3;25;753;1186;107;123;947;239;443127;30422;388184;273362;328652;231352;83228;388;218;170;690;1;0;0;2127;0
SMURSAMU;2023;720000470;CENTRE HOSPITALIER MAMERS;610780082;1;0;0;0;1;610780082;0;0;168;168;168;;1;;;238;0;18;0;0;;256;90;41;0;4;45;149;12;67;44;105;;;;;;;;;;;;;;;;
SMURSAMU;2023;720016179;POLE SANTE SARTHE ET LOIR;720016724;1;1;0;0;0;;0;0;10;84;84;0;1;0;0;178;5;;;;;183;94;21;0;3;70;145;4;27;60;85;;;;;;;;;;;;;;;;
SMURSAMU;2023;730000031;CHMS CHAMBERY NH;730000015;1;1;1;0;0;;0;1;360;528;504;4;3;1;0;1523;504;832;210;137;0;3206;597;191;14;74;302;1136;156;158;979;157;227812;5565;217292;205481;143652;140454;82447;523;238;285;786;0;101;0;1650;0
SMURSAMU;2023;730000080;CH DE SAINT JEAN DE MAURIENNE;730780103;1;1;0;0;0;;0;0;189;189;0;;;;;265;16;;;;;281;59;40;;19;;217;18;54;136;81;;;;;;;;;;;;;;;;
SMURSAMU;2023;730000098;CHMS AIX GRAND PORT;730000015;1;1;0;0;0;;0;0;168;168;168;1;1;0;0;843;251;0;4;2;;1100;198;91;6;47;52;649;78;125;127;522;;;;;;;;;;;;;;;;
SMURSAMU;2023;730000247;CH DE BOURG ST MAURICE;730780525;1;1;0;0;0;;0;0;168;168;0;1;1;;;208;4;;;;;212;29;19;0;5;7;179;9;6;137;42;;;;;;;;;;;;;;;;
SMURSAMU;2023;730000262;CH D'ALBERTVILLE;730002839;1;1;0;0;0;;0;0;168;168;168;;1;;;422;21;0;0;0;0;443;202;57;1;54;92;229;40;57;143;86;;;;;;;;;;;;;;;;
SMURSAMU;2023;730010477;ANTENNE SMUR MODANE;730780103;1;0;0;0;1;730780103;0;0;168;0;0;;;;;86;1;0;576;6;0;669;97;31;0;66;0;545;16;118;292;253;;;;;;;;;;;;;;;;
SMURSAMU;2023;730012176;ANTENNE SMUR COURCHEVEL;730002839;1;0;0;0;1;730002839;1;0;58;0;0;;;2;;0;0;0;579;19;0;598;36;18;0;4;13;553;86;4;180;373;;;;;;;;;;;;;;;;
SMURSAMU;2023;730012440;ANTENNE SMUR MOUTIERS;730002839;1;0;0;0;1;730002839;0;0;168;168;0;;1;;;429;99;0;0;0;0;528;196;61;2;28;123;242;40;46;1;241;;;;;;;;;;;;;;;;
SMURSAMU;2023;740000237;CH ANNECY-GENEVOIS SITE ANNECY;740781133;1;1;0;0;0;;0;1;336;336;336;3;2;0;0;3014;640;17;27;5;0;3703;1612;340;0;552;720;1429;118;182;1387;42;400383;;400383;343336;255045;225698;116549;472;227;245;967;0;54;0;4274;1
