BOR;AN;FI;RS;FI_EJ;PERSO;ETPSAL;EFFLIB;MOD;COMSMUR
URGENCES_P;2023;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;540000049;N2500;6.1;;;
URGENCES_P;2023;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;540000049;N9999;27.28;;;
URGENCES_P;2023;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;540000049;NINF;19.65;;3;1
URGENCES_P;2023;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;M9999;7.53;;3;1
URGENCES_P;2023;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;N1220;2.8;;3;1
URGENCES_P;2023;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;N2120;0.4;;3;1
URGENCES_P;2023;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;N2500;9.07;;;
URGENCES_P;2023;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;N3120;0.2;;;
URGENCES_P;2023;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;N9999;26.36;;;
URGENCES_P;2023;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;NINF;13.89;;3;1
URGENCES_P;2023;540000296;CENTRE HOSPITALIER DE PONT A MOUSSON;540000106;M9999;0.94;;2;1
URGENCES_P;2023;540000296;CENTRE HOSPITALIER DE PONT A MOUSSON;540000106;N1220;1.8;;2;1
URGENCES_P;2023;540000296;CENTRE HOSPITALIER DE PONT A MOUSSON;540000106;N2120;0.4;;2;1
URGENCES_P;2023;540000296;CENTRE HOSPITALIER DE PONT A MOUSSON;540000106;N2500;1.91;;;
URGENCES_P;2023;540000296;CENTRE HOSPITALIER DE PONT A MOUSSON;540000106;N9999;7.75;;;
URGENCES_P;2023;540000296;CENTRE HOSPITALIER DE PONT A MOUSSON;540000106;NINF;3.64;;2;1
URGENCES_P;2023;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;M9999;2.61;;3;1
URGENCES_P;2023;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;N1220;0.98;;2;1
URGENCES_P;2023;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;N2120;0.84;;;
URGENCES_P;2023;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;N2500;5.93;;;
URGENCES_P;2023;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;N2620;3.46;;2;1
URGENCES_P;2023;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;N9999;25.08;;;
URGENCES_P;2023;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;NINF;13.87;;2;1
URGENCES_P;2023;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;M9999;11.4;;;1
URGENCES_P;2023;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;N1220;1.86;;;
URGENCES_P;2023;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;N2120;1;;;0
URGENCES_P;2023;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;N2500;13.8;;;
URGENCES_P;2023;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;N2620;1;;;
URGENCES_P;2023;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;N3120;0.5;;;
URGENCES_P;2023;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;N9999;37.76;;;
URGENCES_P;2023;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;NINF;19.6;;;1
URGENCES_P;2023;540001138;CHRU NANCY - HOPITAL CENTRAL;540023264;M9999;18.58;;2;1
URGENCES_P;2023;540001138;CHRU NANCY - HOPITAL CENTRAL;540023264;N1220;3.38;;3;1
URGENCES_P;2023;540001138;CHRU NANCY - HOPITAL CENTRAL;540023264;N2120;2;;3;1
URGENCES_P;2023;540001138;CHRU NANCY - HOPITAL CENTRAL;540023264;N2500;38.03;;;
URGENCES_P;2023;540001138;CHRU NANCY - HOPITAL CENTRAL;540023264;N2620;1.6;;;
URGENCES_P;2023;540001138;CHRU NANCY - HOPITAL CENTRAL;540023264;N3120;2;;;
URGENCES_P;2023;540001138;CHRU NANCY - HOPITAL CENTRAL;540023264;N9999;107.98;;;
URGENCES_P;2023;540001138;CHRU NANCY - HOPITAL CENTRAL;540023264;NINF;50.71;;2;1
URGENCES_P;2023;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;M1140;4.8;;;0
URGENCES_P;2023;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;M9999;8;;;0
URGENCES_P;2023;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;N1220;0.8;;;0
URGENCES_P;2023;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;N2120;1;;;0
URGENCES_P;2023;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;N2500;12.09;;;
URGENCES_P;2023;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;N9999;52;;;
URGENCES_P;2023;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;NINF;34.52;;;0
URGENCES_P;2023;540026895;HOPITAL PRIVE NANCY LORRAINE;540026739;N1220;0.88;;;
URGENCES_P;2023;540026895;HOPITAL PRIVE NANCY LORRAINE;540026739;N2120;1;;;
URGENCES_P;2023;540026895;HOPITAL PRIVE NANCY LORRAINE;540026739;N2500;0.99;;;
URGENCES_P;2023;540026895;HOPITAL PRIVE NANCY LORRAINE;540026739;N2620;2.06;;;
URGENCES_P;2023;540026895;HOPITAL PRIVE NANCY LORRAINE;540026739;N9999;7.17;;;
URGENCES_P;2023;540026895;HOPITAL PRIVE NANCY LORRAINE;540026739;NINF;2.24;;;
URGENCES_P;2023;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;550006795;M9999;15.94;;3;1
URGENCES_P;2023;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;550006795;N1220;6;;;
URGENCES_P;2023;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;550006795;N2120;1.18;;;
URGENCES_P;2023;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;550006795;N2500;10.1;;;
URGENCES_P;2023;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;550006795;N9999;44.63;;;
URGENCES_P;2023;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;550006795;NINF;25.04;;;
URGENCES_P;2023;550000434;CH BLD FV SITE BLD;550003354;M9999;11.28;;1;1
URGENCES_P;2023;550000434;CH BLD FV SITE BLD;550003354;N1220;2.4;;1;1
URGENCES_P;2023;550000434;CH BLD FV SITE BLD;550003354;N2120;0.6;;2;1
URGENCES_P;2023;550000434;CH BLD FV SITE BLD;550003354;N2500;0.46;;;
URGENCES_P;2023;550000434;CH BLD FV SITE BLD;550003354;N3120;0.05;;;
URGENCES_P;2023;550000434;CH BLD FV SITE BLD;550003354;N9999;23.27;;;
URGENCES_P;2023;550000434;CH BLD FV SITE BLD;550003354;NINF;16.76;;1;1
URGENCES_P;2023;560000127;CHBA SITE DE VANNES;560023210;M1140;1.45;;;0
URGENCES_P;2023;560000127;CHBA SITE DE VANNES;560023210;M9999;20.67;;;1
URGENCES_P;2023;560000127;CHBA SITE DE VANNES;560023210;N1220;5.47;;;
URGENCES_P;2023;560000127;CHBA SITE DE VANNES;560023210;N2120;2.8;;;1
URGENCES_P;2023;560000127;CHBA SITE DE VANNES;560023210;N2500;45.51;;;
URGENCES_P;2023;560000127;CHBA SITE DE VANNES;560023210;N3120;0.3;;;
URGENCES_P;2023;560000127;CHBA SITE DE VANNES;560023210;N9999;117.76;;;
URGENCES_P;2023;560000127;CHBA SITE DE VANNES;560023210;NINF;47.99;;1;1
URGENCES_P;2023;560000135;GHBS- HÔPITAL DU SCORFF;560005746;M1140;2.45;;;0
URGENCES_P;2023;560000135;GHBS- HÔPITAL DU SCORFF;560005746;M9999;24.63;;;1
URGENCES_P;2023;560000135;GHBS- HÔPITAL DU SCORFF;560005746;N1220;10.74;;3;1
URGENCES_P;2023;560000135;GHBS- HÔPITAL DU SCORFF;560005746;N2120;1.18;;2;1
URGENCES_P;2023;560000135;GHBS- HÔPITAL DU SCORFF;560005746;N2500;33.27;;;
URGENCES_P;2023;560000135;GHBS- HÔPITAL DU SCORFF;560005746;N3120;1.25;;;
URGENCES_P;2023;560000135;GHBS- HÔPITAL DU SCORFF;560005746;N9999;102.32;;;
URGENCES_P;2023;560000135;GHBS- HÔPITAL DU SCORFF;560005746;NINF;54.85;;1;1
URGENCES_P;2023;560000143;CHCB- SITE KÉRIO;560014748;M9999;9.86;;2;1
URGENCES_P;2023;560000143;CHCB- SITE KÉRIO;560014748;N1220;9.42;;2;1
URGENCES_P;2023;560000143;CHCB- SITE KÉRIO;560014748;N2120;1.21;;2;1
URGENCES_P;2023;560000143;CHCB- SITE KÉRIO;560014748;N2500;22.68;;;
URGENCES_P;2023;560000143;CHCB- SITE KÉRIO;560014748;N9999;64.13;;;
URGENCES_P;2023;560000143;CHCB- SITE KÉRIO;560014748;NINF;30.82;;2;1
URGENCES_P;2023;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;M9999;8.88;;2;1
URGENCES_P;2023;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;N1220;6.83;;2;1
URGENCES_P;2023;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;N2120;0.6;;2;1
URGENCES_P;2023;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;N2500;12.65;;;
URGENCES_P;2023;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;N2620;2;;2;1
URGENCES_P;2023;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;N9999;46;;;
URGENCES_P;2023;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;NINF;22.37;;2;1
URGENCES_P;2023;570000059;CH MARIE-MADELEINE DE FORBACH;570025254;M1140;2;;3;1
URGENCES_P;2023;570000059;CH MARIE-MADELEINE DE FORBACH;570025254;M9999;11.05;;3;1
URGENCES_P;2023;570000059;CH MARIE-MADELEINE DE FORBACH;570025254;N1220;6.62;;;
URGENCES_P;2023;570000059;CH MARIE-MADELEINE DE FORBACH;570025254;N2120;1;;;
URGENCES_P;2023;570000059;CH MARIE-MADELEINE DE FORBACH;570025254;N2500;14.26;;;
URGENCES_P;2023;570000059;CH MARIE-MADELEINE DE FORBACH;570025254;N3120;0.8;;;
URGENCES_P;2023;570000059;CH MARIE-MADELEINE DE FORBACH;570025254;N9999;67.4;;;
URGENCES_P;2023;570000059;CH MARIE-MADELEINE DE FORBACH;570025254;NINF;33.72;;3;1
URGENCES_P;2023;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;M9999;3.97;;2;
URGENCES_P;2023;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;N1220;2.43;;2;1
URGENCES_P;2023;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;N2120;0.5;;2;1
URGENCES_P;2023;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;N2500;2.43;;;
URGENCES_P;2023;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;N2620;;;2;
URGENCES_P;2023;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;N9999;24.17;;;
URGENCES_P;2023;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;NINF;18.71;;2;1
URGENCES_P;2023;570000216;HOPITAL DE SAINT AVOLD - SOS SANTE;570010181;M9999;13.44;;;
URGENCES_P;2023;570000216;HOPITAL DE SAINT AVOLD - SOS SANTE;570010181;N1220;3;;;
URGENCES_P;2023;570000216;HOPITAL DE SAINT AVOLD - SOS SANTE;570010181;N2120;1;;;
URGENCES_P;2023;570000216;HOPITAL DE SAINT AVOLD - SOS SANTE;570010181;N2500;10.16;;;
URGENCES_P;2023;570000216;HOPITAL DE SAINT AVOLD - SOS SANTE;570010181;N2620;2.5;;;
URGENCES_P;2023;570000216;HOPITAL DE SAINT AVOLD - SOS SANTE;570010181;N3120;0.18;;;
URGENCES_P;2023;570000216;HOPITAL DE SAINT AVOLD - SOS SANTE;570010181;N9999;45.24;;;
URGENCES_P;2023;570000216;HOPITAL DE SAINT AVOLD - SOS SANTE;570010181;NINF;28.4;;;
URGENCES_P;2023;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;M1140;3.5;0;;0
URGENCES_P;2023;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;M9999;15;1;2;1
URGENCES_P;2023;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;N1220;2.5;0;2;1
URGENCES_P;2023;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;N2120;3;0;;0
URGENCES_P;2023;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;N2500;39.9;0;;
URGENCES_P;2023;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;N2620;2;;;0
URGENCES_P;2023;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;N3120;0.8;0;;
URGENCES_P;2023;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;N9999;117.5;0;;
URGENCES_P;2023;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;NINF;69.3;0;;0
URGENCES_P;2023;570000596;HIA LEGOUEST;750821092;M9999;5.86;;;
URGENCES_P;2023;570000596;HIA LEGOUEST;750821092;N2120;1;;;
URGENCES_P;2023;570000596;HIA LEGOUEST;750821092;N2500;19;;;
URGENCES_P;2023;570000596;HIA LEGOUEST;750821092;N9999;36.96;;;
URGENCES_P;2023;570000596;HIA LEGOUEST;750821092;NINF;16.96;;;
URGENCES_P;2023;570000646;HOPITAL-CLINIQUE CLAUDE BERNARD;570001115;M9999;;8;;
URGENCES_P;2023;570000646;HOPITAL-CLINIQUE CLAUDE BERNARD;570001115;N2120;1;;;
URGENCES_P;2023;570000646;HOPITAL-CLINIQUE CLAUDE BERNARD;570001115;N2500;4.8;;;
URGENCES_P;2023;570000646;HOPITAL-CLINIQUE CLAUDE BERNARD;570001115;N9999;23.28;;;
URGENCES_P;2023;570000646;HOPITAL-CLINIQUE CLAUDE BERNARD;570001115;NINF;17.48;;;
URGENCES_P;2023;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;M9999;9.24;;1;1
URGENCES_P;2023;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;N1220;1.6;;;
URGENCES_P;2023;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;N2120;1.29;;;
URGENCES_P;2023;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;N2500;12.66;;;
URGENCES_P;2023;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;N9999;47.14;;;
URGENCES_P;2023;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;NINF;31.59;;;
URGENCES_P;2023;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;M1140;4.5;0;;0
URGENCES_P;2023;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;M9999;23;2;1;1
URGENCES_P;2023;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;N1220;1.8;0;2;1
URGENCES_P;2023;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;N2120;3;0;2;1
URGENCES_P;2023;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;N2500;39.9;0;;
URGENCES_P;2023;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;N2620;3;0;;0
URGENCES_P;2023;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;N3120;0.5;0;;
URGENCES_P;2023;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;N9999;120.8;0;;
URGENCES_P;2023;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;NINF;72.6;0;2;1
URGENCES_P;2023;580972669;CH CLAMECY;580780070;M9999;4.12;;;
URGENCES_P;2023;580972669;CH CLAMECY;580780070;N1220;0.5;;;
URGENCES_P;2023;580972669;CH CLAMECY;580780070;N2120;0.25;;;
URGENCES_P;2023;580972669;CH CLAMECY;580780070;N2500;9.5;;;
URGENCES_P;2023;580972669;CH CLAMECY;580780070;N9999;19.8;;;
URGENCES_P;2023;580972669;CH CLAMECY;580780070;NINF;9.55;;;
URGENCES_P;2023;580972677;CH COSNE COURS SUR LOIRE;580780088;M9999;9.3;;;1
URGENCES_P;2023;580972677;CH COSNE COURS SUR LOIRE;580780088;N1220;1;;;1
URGENCES_P;2023;580972677;CH COSNE COURS SUR LOIRE;580780088;N2120;0.5;;;1
URGENCES_P;2023;580972677;CH COSNE COURS SUR LOIRE;580780088;N2500;6.8;;;
URGENCES_P;2023;580972677;CH COSNE COURS SUR LOIRE;580780088;N9999;22;;;
URGENCES_P;2023;580972677;CH COSNE COURS SUR LOIRE;580780088;NINF;13.5;;;1
URGENCES_P;2023;580972685;CH DECIZE;580780096;M9999;4.32;;1;1
URGENCES_P;2023;580972685;CH DECIZE;580780096;N1220;1.48;;1;1
URGENCES_P;2023;580972685;CH DECIZE;580780096;N2120;0.33;;1;1
URGENCES_P;2023;580972685;CH DECIZE;580780096;N2500;3.72;;;
URGENCES_P;2023;580972685;CH DECIZE;580780096;N2620;0.7;;1;1
URGENCES_P;2023;580972685;CH DECIZE;580780096;N3120;0.07;;;
URGENCES_P;2023;580972685;CH DECIZE;580780096;N9999;12.8;;;
URGENCES_P;2023;580972685;CH DECIZE;580780096;NINF;6.5;;1;1
URGENCES_P;2023;580972693;HOPITAL PIERRE BEREGOVOY;580780039;M1140;3.51;;;
URGENCES_P;2023;580972693;HOPITAL PIERRE BEREGOVOY;580780039;M3020;0.5;;;
URGENCES_P;2023;580972693;HOPITAL PIERRE BEREGOVOY;580780039;M9999;20.01;;;
URGENCES_P;2023;580972693;HOPITAL PIERRE BEREGOVOY;580780039;N1220;2.97;;;
URGENCES_P;2023;580972693;HOPITAL PIERRE BEREGOVOY;580780039;N2120;2.4;;;
URGENCES_P;2023;580972693;HOPITAL PIERRE BEREGOVOY;580780039;N2500;33.85;;;
URGENCES_P;2023;580972693;HOPITAL PIERRE BEREGOVOY;580780039;N9999;84.91;;;
URGENCES_P;2023;580972693;HOPITAL PIERRE BEREGOVOY;580780039;NINF;41.35;;;
URGENCES_P;2023;590000121;CH SECLIN;590780227;M1140;1.55;;;
URGENCES_P;2023;590000121;CH SECLIN;590780227;M9999;9.91;;;
URGENCES_P;2023;590000121;CH SECLIN;590780227;N1220;1;;;
URGENCES_P;2023;590000121;CH SECLIN;590780227;N2120;1.4;;;
URGENCES_P;2023;590000121;CH SECLIN;590780227;N2500;21.36;;;
URGENCES_P;2023;590000121;CH SECLIN;590780227;N2620;6;;;
URGENCES_P;2023;590000121;CH SECLIN;590780227;N3120;0.23;;;
URGENCES_P;2023;590000121;CH SECLIN;590780227;N9999;66.04;;;
URGENCES_P;2023;590000121;CH SECLIN;590780227;NINF;35.59;;;
URGENCES_P;2023;590000337;CH DUNKERQUE;590781415;M1140;2.3;0;;0
URGENCES_P;2023;590000337;CH DUNKERQUE;590781415;M9999;18.8;0;3;1
URGENCES_P;2023;590000337;CH DUNKERQUE;590781415;N1220;2.99;;3;1
URGENCES_P;2023;590000337;CH DUNKERQUE;590781415;N2120;1.77;;3;1
URGENCES_P;2023;590000337;CH DUNKERQUE;590781415;N2500;35.35;;;
URGENCES_P;2023;590000337;CH DUNKERQUE;590781415;N3120;0.6;;;
URGENCES_P;2023;590000337;CH DUNKERQUE;590781415;N9999;108.29;;;
URGENCES_P;2023;590000337;CH DUNKERQUE;590781415;NINF;57.94;;3;1
URGENCES_P;2023;590000428;CH CAMBRAI;590781605;M9999;10.8;0;3;1
URGENCES_P;2023;590000428;CH CAMBRAI;590781605;N1220;1.6;;;1
URGENCES_P;2023;590000428;CH CAMBRAI;590781605;N2120;1.4;;;1
URGENCES_P;2023;590000428;CH CAMBRAI;590781605;N2500;25.97;;;
URGENCES_P;2023;590000428;CH CAMBRAI;590781605;N9999;57.43;;;
URGENCES_P;2023;590000428;CH CAMBRAI;590781605;NINF;28.46;;;1
URGENCES_P;2023;590000436;CH LE CATEAU;590781621;M9999;6.64;;;
URGENCES_P;2023;590000436;CH LE CATEAU;590781621;N2120;1.05;;;
URGENCES_P;2023;590000436;CH LE CATEAU;590781621;N2500;12.71;;;
URGENCES_P;2023;590000436;CH LE CATEAU;590781621;N3120;0.3;;;
URGENCES_P;2023;590000436;CH LE CATEAU;590781621;N9999;34.07;;;
URGENCES_P;2023;590000436;CH LE CATEAU;590781621;NINF;15.28;;;
URGENCES_P;2023;590000469;CH FOURMIES;590781662;M9999;4.96;0;;
URGENCES_P;2023;590000469;CH FOURMIES;590781662;N1220;2.96;0;;
URGENCES_P;2023;590000469;CH FOURMIES;590781662;N2500;12.8;0;;
URGENCES_P;2023;590000469;CH FOURMIES;590781662;N3120;0.25;0;;
URGENCES_P;2023;590000469;CH FOURMIES;590781662;N9999;33.53;0;;
URGENCES_P;2023;590000469;CH FOURMIES;590781662;NINF;17.52;0;;
URGENCES_P;2023;590000535;CH DE MAUBEUGE MCO;590781803;M1140;1;;;0
URGENCES_P;2023;590000535;CH DE MAUBEUGE MCO;590781803;M3020;1;;;
URGENCES_P;2023;590000535;CH DE MAUBEUGE MCO;590781803;M9999;17.65;;3;1
URGENCES_P;2023;590000535;CH DE MAUBEUGE MCO;590781803;N1220;0.53;;;
URGENCES_P;2023;590000535;CH DE MAUBEUGE MCO;590781803;N2120;0.58;;;
URGENCES_P;2023;590000535;CH DE MAUBEUGE MCO;590781803;N2500;22.71;;;
URGENCES_P;2023;590000535;CH DE MAUBEUGE MCO;590781803;N9999;68.83;;;
URGENCES_P;2023;590000535;CH DE MAUBEUGE MCO;590781803;NINF;33.63;;;
URGENCES_P;2023;590000592;CH DENAIN;590782165;M9999;9.71;;;
URGENCES_P;2023;590000592;CH DENAIN;590782165;N1220;1;;;
URGENCES_P;2023;590000592;CH DENAIN;590782165;N2120;1.2;;;
URGENCES_P;2023;590000592;CH DENAIN;590782165;N2500;11.43;;;
URGENCES_P;2023;590000592;CH DENAIN;590782165;N3120;0.77;;;
URGENCES_P;2023;590000592;CH DENAIN;590782165;N9999;48.58;;;
URGENCES_P;2023;590000592;CH DENAIN;590782165;NINF;24.4;;;
URGENCES_P;2023;590000618;CH VALENCIENNES;590782215;M1140;4.74;;;0
URGENCES_P;2023;590000618;CH VALENCIENNES;590782215;M3020;0.4;;;
URGENCES_P;2023;590000618;CH VALENCIENNES;590782215;M9999;19.34;;1;1
URGENCES_P;2023;590000618;CH VALENCIENNES;590782215;N1220;0.94;;2;1
URGENCES_P;2023;590000618;CH VALENCIENNES;590782215;N2120;2.5;;1;1
URGENCES_P;2023;590000618;CH VALENCIENNES;590782215;N2500;39.9;;;
URGENCES_P;2023;590000618;CH VALENCIENNES;590782215;N3120;0.82;;;
URGENCES_P;2023;590000618;CH VALENCIENNES;590782215;N9999;154.93;;;
URGENCES_P;2023;590000618;CH VALENCIENNES;590782215;NINF;79.09;;1;1
URGENCES_P;2023;590000758;CH ARMENTIERES;590782637;M9999;8.4;;2;1
URGENCES_P;2023;590000758;CH ARMENTIERES;590782637;N1220;1.18;;;0
URGENCES_P;2023;590000758;CH ARMENTIERES;590782637;N2120;0.46;;1;1
URGENCES_P;2023;590000758;CH ARMENTIERES;590782637;N2500;18.83;;;
URGENCES_P;2023;590000758;CH ARMENTIERES;590782637;N9999;44.21;;;
URGENCES_P;2023;590000758;CH ARMENTIERES;590782637;NINF;22.72;;;0
URGENCES_P;2023;590000774;CH HAZEBROUCK;590782652;M9999;6.92;;;
URGENCES_P;2023;590000774;CH HAZEBROUCK;590782652;N1220;1;;;
URGENCES_P;2023;590000774;CH HAZEBROUCK;590782652;N2120;0.95;;;
URGENCES_P;2023;590000774;CH HAZEBROUCK;590782652;N2500;7.33;;;
URGENCES_P;2023;590000774;CH HAZEBROUCK;590782652;N3120;0.13;;;
URGENCES_P;2023;590000774;CH HAZEBROUCK;590782652;N9999;28.6;;;
URGENCES_P;2023;590000774;CH HAZEBROUCK;590782652;NINF;14.56;;;
URGENCES_P;2023;590001004;CH DOUAI DECHY;590783239;M1140;0.11;;;0
URGENCES_P;2023;590001004;CH DOUAI DECHY;590783239;M9999;8.01;;;1
URGENCES_P;2023;590001004;CH DOUAI DECHY;590783239;N1220;1.8;;;0
URGENCES_P;2023;590001004;CH DOUAI DECHY;590783239;N2120;2;;;1
URGENCES_P;2023;590001004;CH DOUAI DECHY;590783239;N2500;34.8;;;
URGENCES_P;2023;590001004;CH DOUAI DECHY;590783239;N2620;13.8;;;0
URGENCES_P;2023;590001004;CH DOUAI DECHY;590783239;N3120;1;;;
URGENCES_P;2023;590001004;CH DOUAI DECHY;590783239;N9999;118.58;;;
URGENCES_P;2023;590001004;CH DOUAI DECHY;590783239;NINF;57.9;;;1
URGENCES_P;2023;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;M9999;3.33;1;;
URGENCES_P;2023;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;N1220;2.1;;;
URGENCES_P;2023;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;N2120;1;;;
URGENCES_P;2023;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;N2500;3;;;
URGENCES_P;2023;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;N2620;1;;;
URGENCES_P;2023;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;N3120;0.1;;;
URGENCES_P;2023;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;N9999;18.54;;;
URGENCES_P;2023;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;NINF;9.6;;;
URGENCES_P;2023;590008041;POLYCLINIQUE VAUBAN;590008033;M9999;;15;;
URGENCES_P;2023;590008041;POLYCLINIQUE VAUBAN;590008033;N2120;1;;;
URGENCES_P;2023;590008041;POLYCLINIQUE VAUBAN;590008033;N2500;4.24;;;
URGENCES_P;2023;590008041;POLYCLINIQUE VAUBAN;590008033;N9999;20.48;;;
URGENCES_P;2023;590008041;POLYCLINIQUE VAUBAN;590008033;NINF;15.24;;;
URGENCES_P;2023;590780284;GCS GHICL HÔPITAL ST PHILIBERT;590051801;M9999;9.37;;;
URGENCES_P;2023;590780284;GCS GHICL HÔPITAL ST PHILIBERT;590051801;N2120;1.03;;;
URGENCES_P;2023;590780284;GCS GHICL HÔPITAL ST PHILIBERT;590051801;N2500;9.51;;;
URGENCES_P;2023;590780284;GCS GHICL HÔPITAL ST PHILIBERT;590051801;N2620;10.52;;;
URGENCES_P;2023;590780284;GCS GHICL HÔPITAL ST PHILIBERT;590051801;N9999;41.55;;;
URGENCES_P;2023;590780284;GCS GHICL HÔPITAL ST PHILIBERT;590051801;NINF;20.49;;;
URGENCES_P;2023;590796975;HÔPITAL SALENGRO CHU LILLE;590780193;M1140;8.16;;;0
URGENCES_P;2023;590796975;HÔPITAL SALENGRO CHU LILLE;590780193;M3020;1;;;
URGENCES_P;2023;590796975;HÔPITAL SALENGRO CHU LILLE;590780193;M9999;28.69;;1;1
URGENCES_P;2023;590796975;HÔPITAL SALENGRO CHU LILLE;590780193;N1220;2.25;;;0
URGENCES_P;2023;590796975;HÔPITAL SALENGRO CHU LILLE;590780193;N2120;5.22;;;0
URGENCES_P;2023;590796975;HÔPITAL SALENGRO CHU LILLE;590780193;N2500;85.51;;;
URGENCES_P;2023;590796975;HÔPITAL SALENGRO CHU LILLE;590780193;N9999;206.73;;;
