BOR;AN;FI;RS;FI_EJ;INTMED;DOCJU_MED;INTPHA;DOCJU_PHA;INTODO;DOCJU_ODO;INTGEN;INTURG;DOCJU_URG;INT;DOCJU;FFI;dtSTAG
Q22;2023;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;;;;;;;4;1;;5;;17;1
Q22;2023;520000043;CENTRE HOSPITALIER DE LANGRES;520780057;;;;;;;1;0;;1;;0;0
Q22;2023;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;520780073;6;1;;;;;13;;;19;1;14;12
Q22;2023;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;520780081;;;;;;;;;;;;4;2
Q22;2023;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;2;2;;;;;17;;;19;2;12;
Q22;2023;530000132;HOPITAL S.O. MAYENNAIS :SITE DE CRAON;530007202;;;;;;;1;;;1;;;
Q22;2023;530000165;HOPITAL LOCAL EVRON;530000066;1;;;;;;;;;1;;;
Q22;2023;530000173;CH DU NORD MAYENNE;530000074;;;1;;;;8;7;;16;;2;2
Q22;2023;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;20;8;;1;;;30;;4;50;13;2;2
Q22;2023;540000015;CHRU NANCY - MATERNITE;540023264;41;9;;;;;6;;;47;9;6;2
Q22;2023;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;540000049;7;4;0;0;0;0;0;5;15;12;19;1;0
Q22;2023;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;8;1;1;1;;;3;3;;15;2;5;2
Q22;2023;540000163;CHRU NANCY - CENTRE EMILE GALLE;540023264;10;8;;;;;;;;10;8;0;
Q22;2023;540000296;CENTRE HOSPITALIER DE PONT A MOUSSON;540000106;;;;;;;0;;;0;;1;
Q22;2023;540000312;CENTRE HOSPITALIER ST NICOLAS DE PORT;540000114;1;;;;;;;;;1;;3;
Q22;2023;540000395;LES MAISONS HOSPITALI. SITE NANCY;540000122;6;;;;;;;;;6;;;
Q22;2023;540000478;CLINIQUE LOUIS PASTEUR;540003449;4;;;;;;;;;4;;;
Q22;2023;540000585;SSR DE FLAVIGNY - OHS;540006707;;;;;;;;;;;;1;
Q22;2023;540000668;CTRE JACQUES PARISOT BAINVILLE S MADON;540006707;;;;;;;1;;;1;;10;
Q22;2023;540000973;CTRE D'OBSERVATION ET DE CURE FLAVIGNY;540006707;;;;;;;1;;;1;;1;
Q22;2023;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;;;;;;;6;;;6;;23;22
Q22;2023;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;;;;;;;;;;;;3;
Q22;2023;540001138;CHRU NANCY - HOPITAL CENTRAL;540023264;78;22;8;;10;;12;6;;114;22;3;1
Q22;2023;540001286;INSTITUT DE CANCEROLOGIE DE LORRAINE;540003019;34;7;2;;0;;;;;36;7;;
Q22;2023;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;229;74;33;1;;;12;9;;283;75;23;8
Q22;2023;540003043;CHRU NANCY - HOPITAL SAINT JULIEN;540023264;2;;;;;;;;;2;;;
Q22;2023;540006459;CHRU NANCY - USLD ST JULIEN;540023264;;;;;;;2;;;2;;;
Q22;2023;540009412;CTRE DE READAPTATION LAY ST CHRISTOPHE;540019726;6;4;;;;;;;;6;4;;
Q22;2023;540009701;INST REGIONAL DE READAPTATION NANCY;540019726;9;4;;;;;;;;9;4;;
Q22;2023;540013737;IRR CTRE DE READAPTATION POUR ENFANTS;540019726;5;2;;;;;;;;5;2;;
Q22;2023;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY;540000056;31;8;1;;;;2;;;34;8;2;2
Q22;2023;540020146;CENTRE DE REEDUCATION FLORENTIN;540006707;2;;;;;;3;;;5;;;
Q22;2023;540022811;CHRU NANCY - HJ SSR CTRE BASSE VISION;540023264;1;;;;;;;;;1;;;
Q22;2023;540026895;HOPITAL PRIVE NANCY LORRAINE;540026739;;;;;;;10;;;10;;;
Q22;2023;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;550006795;49;;3;;;;;22;1;74;1;30;19
Q22;2023;550000038;CENTRE HOSPITALIER ST-CHARLES COMMERCY;550000046;;;;;;;;;;;;1;
Q22;2023;550000434;CH BLD FV SITE BLD;550003354;;1;;;;;17;;;17;1;;
Q22;2023;550003362;CH VERDUN/ST MIHIEL - HOP DESANDROUINS;550006795;;;;;;;;;;;;;3
Q22;2023;560000127;CHBA SITE DE VANNES;560023210;43;17;1;1;;;29;6;3;79;21;6;5
Q22;2023;560000135;GHBS- HÔPITAL DU SCORFF;560005746;39;14;1;1;;;29;10;1;79;16;2;
Q22;2023;560000143;CHCB- SITE KÉRIO;560014748;;;;;;;13;;;13;;4;
Q22;2023;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;;;;;;;5;5;;10;;1;
Q22;2023;560000200;CHBA SITE D'AURAY;560023210;;;;;;;2;;;2;;;
Q22;2023;560000382;ETABLISSEMENT PUBLIC DE SANTE MENTALE;560002032;6;1;;;;;;;;6;1;2;
Q22;2023;560000697;EPSM JEAN-MARTIN CHARCOT;560002677;3;;;;;;2;;;5;;;
Q22;2023;560002024;CTRE DE REED.FONCTIONNELLE DE KERPAPE;560006074;6;;;;;;;;;6;;;
Q22;2023;560006991;HOP DE JOUR CMP ENFANTS ADO PONTIVY;220017974;;;;;;;;;;;;2;
Q22;2023;560018509;HAD DE L'AVEN A ETEL;560018459;;;;;;;1;;;1;;;
Q22;2023;560023228;CENTRE D'ONCOLOGIE SAINT-YVES;560023178;;1;;;;;;;;;1;;
Q22;2023;570000059;CH MARIE-MADELEINE DE FORBACH;570025254;2;;;;;;10;;;12;;14;9
Q22;2023;570000109;NIDERVILLER - CRS SAINT LUC;570000034;;;;;;;;;;;;1;
Q22;2023;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;;;;;;;;;;;;25;17
Q22;2023;570000216;HOPITAL DE SAINT AVOLD - SOS SANTE;570010181;;;;;;;;;;;;3;
Q22;2023;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;59;8;1;;;;;;;60;8;27;
Q22;2023;570000380;ABRESCHVILLER - CRS SAINT LUC;570000034;;;;;;;;;;;;1;1
Q22;2023;570000596;HIA LEGOUEST;750821092;10;1;;;;;7;4;;21;1;;
Q22;2023;570000661;HOPITAL SAINT JOSEPH DE BITCHE;570000158;;;;;;;1;;;1;;;
Q22;2023;570000687;CH LEMIRE DE SAINT-AVOLD;570025254;;;;;;;;;;;;2;0
Q22;2023;570000885;CENTRE HOSPITALIER DE LORQUIN;570000133;3;0;0;0;0;0;0;0;0;3;0;8;8
Q22;2023;570000893;CHS DE SARREGUEMINES;570000141;3;1;;;;;;;;3;1;7;5
Q22;2023;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;;;;;;;16;;;16;;8;4
Q22;2023;570000950;CLINIQUE STE ELISABETH DE YUTZ;570030395;2;;;;;;;;;2;;;
Q22;2023;570001016;CHS DE JURY;570000513;8;1;0;0;0;0;0;0;0;8;1;5;0
Q22;2023;570003079;CENTRE DE GERIATRIE LE KEM - SOS SANTE;570010181;;;;;;;3;;;3;;;
Q22;2023;570010181;ASSOCIATION GROUPE SOS SANTE;570010181;;;;;;;;;;;;5;
Q22;2023;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;33;;1;;;;4;;;38;;;
Q22;2023;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;133;27;;3;;1;;;;133;31;23;
Q22;2023;580004836;CENTRE COLBERT MEDECINE ET SSR;580780039;1;;;;;;;1;;2;;2;2
Q22;2023;580972008;CRF PASORI - COSNE;580000628;1;0;;;;;;;;1;0;2;1
Q22;2023;580972636;CENTRE HOSPITALIER PIERRE LÔO;580780971;;;;;;;;;;;;1;
Q22;2023;580972669;CH CLAMECY;580780070;;;;;;;;;;;;3;3
Q22;2023;580972677;CH COSNE COURS SUR LOIRE;580780088;;;;;;;1;;;1;;;
Q22;2023;580972693;HOPITAL PIERRE BEREGOVOY;580780039;5;;;;12;;2;5;1;24;1;36;3
Q22;2023;590000014;CH SOMAIN;590780052;1;1;;;;;2;;;3;1;;
Q22;2023;590000105;CHR LILLE;590780193;59;10;;;;;4;;;63;10;;
Q22;2023;590000113;GROUPE HOSPITALIER LOOS HAUBOURDIN;590053120;;;;;;;1;;;1;;1;
Q22;2023;590000121;CH SECLIN;590780227;19;6;2;;;;18;4;;43;6;2;1
Q22;2023;590000188;CLCC OSCAR LAMBRET LILLE;590780334;45;10;6;0;;;0;;;51;10;3;
Q22;2023;590000337;CH DUNKERQUE;590781415;26;11;5;0;0;0;17;4;2;52;13;29;11
Q22;2023;590000428;CH CAMBRAI;590781605;7;1;2;0;0;0;21;0;;30;1;0;
Q22;2023;590000436;CH LE CATEAU;590781621;;;;;;;11;;;11;;19;
Q22;2023;590000451;CH HAUTMONT;590781647;;;;;;;3;;;3;;3;
Q22;2023;590000469;CH FOURMIES;590781662;0;0;0;0;0;0;0;0;0;0;0;4;0
Q22;2023;590000477;CH LE QUESNOY;590781670;;;;;;;1;;;1;;1;
Q22;2023;590000527;CH AVESNES;590781795;;;;;;;1;;;1;;1;2
Q22;2023;590000535;CH DE MAUBEUGE MCO;590781803;;;;;;;13;1;1;14;1;10;6
Q22;2023;590000543;CH FELLERIES-LIESSIES;590781811;;;;;;;;;;;;4;4
Q22;2023;590000592;CH DENAIN;590782165;3;1;;;;;6;;;9;1;5;
Q22;2023;590000600;CH SAINT- AMAND LES EAUX;590782207;1;0;0;0;0;0;1;0;0;2;0;1;0
Q22;2023;590000618;CH VALENCIENNES;590782215;86;30;12;3;0;0;21;2;2;121;35;60;27
Q22;2023;590000691;CH WATTRELOS;590782439;;;;;;;1;;;1;;;
Q22;2023;590000758;CH ARMENTIERES;590782637;6;2;2;1;0;;14;2;;24;3;7;6
Q22;2023;590000766;CH BAILLEUL;590782645;;;;;;;2;;;2;;;
Q22;2023;590000774;CH HAZEBROUCK;590782652;;;;;;;6;;;6;;6;3
Q22;2023;590000782;EPSM LILLE METROPOLE;590782660;16;5;;;;;5;;;21;5;4;
Q22;2023;590000790;EPSM DES FLANDRES;590782678;15;3;;;;;3;;;18;3;4;2
Q22;2023;590001004;CH DOUAI DECHY;590783239;22;8;2;1;1;;20;3;;48;9;32;17
Q22;2023;590001418;EPSM AGGL LILLOISE ST-ANDRE;590034740;14;8;1;;;;6;;;21;8;;
Q22;2023;590001442;HÔPITAL MARITIME VANCAUWENBERGHE;590784245;;2;;;;;;;;;2;3;2
Q22;2023;590001582;CH INTERCOMMUNAL WASQUEHAL;590785663;2;;;;;;;;;2;;;
Q22;2023;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;;;;;;;1;;;1;;;
Q22;2023;590006607;HOP JEANNE DE FLANDRE CHU LILLE;590780193;102;27;;;;;10;;;112;27;6;2
Q22;2023;590025458;HAD DU CH D'HAZEBROUCK;590782652;;;;;;;;;;;;1;
Q22;2023;590044665;CLINIQUE FSEF VILLENEUVE D'ASCQ;750720575;;1;;;;;;;;;1;;
Q22;2023;590049565;MAISON MEDICALE JEAN XXIII;780020715;;;;;;;2;;;2;;;
Q22;2023;590780060;INSTITUT OPHTALMIQUE;590000022;0;1;;;;;;;;0;1;;
Q22;2023;590780284;GCS GHICL HÔPITAL ST PHILIBERT;590051801;40;12;3;1;;;9;1;;53;13;2;
Q22;2023;590782256;NOUVELLE CLINIQUE DES DENTELLIERES;590000659;1;;;;;;;;;1;;;
Q22;2023;590782611;SSR PEDIATRIQUE MARC SAUTELET;750719239;1;2;;;;;;;;1;2;;
Q22;2023;590784864;HOP CALMETTE CHU LILLE;590780193;3;5;;;;;3;2;;8;5;;
Q22;2023;590784898;HÔPITAL SWYNGHEDAUW CHU LILLE;590780193;15;;;;;;;;;15;;1;
Q22;2023;590785341;HOPITAL DE JOUR DE LA M.G.E.N.;750005068;;1;;;;;;;;;1;;
Q22;2023;590785374;CLINIQUE TEISSIER;620001834;1;1;;;;;;;;1;1;0;
Q22;2023;590785424;CENTRE L'ADAPT DE CAMBRAI;930019484;1;;;;;;;;;1;;;
Q22;2023;590787586;INSTITUT COEUR POUMON CHU LILLE;590780193;98;17;1;;;;2;3;;104;17;7;1
Q22;2023;590791091;CSPA LES BATELIERS CHU LILLE;590780193;5;6;;;;;1;;;6;6;;
Q22;2023;590791653;USN FONTAN - LINQUETTE CHR LILLE;590780193;10;2;;;;;3;;;13;2;;
Q22;2023;590796975;HÔPITAL SALENGRO CHU LILLE;590780193;199;50;46;9;18;;12;16;9;291;68;9;1
Q22;2023;590797353;GCS GHICL HOPITAL SAINT VINCENT -;590051801;37;8;3;;;;33;2;;75;8;1;
Q22;2023;590797387;CRF L'ESPOIR DE LILLE HELLEMMES;590805628;;;;;;;2;;;2;;;
Q22;2023;590801106;HOPITAL VICTOR PROVO;590782421;72;21;1;;;;3;7;;83;21;3;2
Q22;2023;590804696;CENTRE HOSPITALIER DE TOURCOING;590781902;31;9;;1;;;18;2;1;51;11;3;3
Q22;2023;590806360;CLINIQUE DE LA MITTERIE;590003596;1;;;;;;;;;1;;;
Q22;2023;590811279;HOP CLAUDE HURIEZ CHU LILLE;590780193;150;47;;;;;1;;;151;47;6;1
Q22;2023;600000012;CHI EPSM DE L'OISE - SITE DE CLERMONT;600100028;;2;;;;;3;;;3;2;3;3
Q22;2023;600000053;CH GHPSO SENLIS;600101984;4;1;;;;;4;;;8;1;13;10
Q22;2023;600000152;CH CHAUMONT-EN-VEXIN;600100572;0;0;0;0;0;0;1;0;0;1;0;3;2
Q22;2023;600000186;CH CLERMONT;600100648;;;;;;;7;;;7;;1;
Q22;2023;600000194;CH BEAUVAIS;600100713;30;;;2;;;37;;;67;2;26;
Q22;2023;600000285;CH CHICN NOYON;600100721;;;;;;;3;;;3;;1;
Q22;2023;600000467;CH GHPSO CREIL;600101984;10;3;;;;;7;;;17;3;49;32
Q22;2023;600002158;IRSO;600014005;1;;;;;;;;;1;;;
Q22;2023;600100101;CH AP-HP LIANCOURT;750712184;0;0;0;0;0;0;0;0;0;0;0;2;2
Q22;2023;600100168;CENTRE MÉDICO-CHIRURGICAL DES JOCKEYS;600106629;;1;;;;;;;;;1;;
Q22;2023;600100796;CTRE RÉÉDUC & RÉADAPT FONCTIONELLE;750720609;0;1;;;;;;;;0;1;;
Q22;2023;600113476;CH CHICN COMPIÈGNE;600100721;22;8;2;;;;16;;;40;8;23;
Q22;2023;610000028;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610780025;;1;;;;;;;;;1;8;
Q22;2023;610000051;CHICAM - SITE ALENCON;610780082;4;;1;;;;39;;;44;;21;21
Q22;2023;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;9;;1;;;;2;4;;16;;9;4
Q22;2023;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;;;;;;;0;;;0;;1;
Q22;2023;610000119;CH  JACQUES MONOD  - FLERS;610780165;1;1;;;;;14;;;15;1;30;
Q22;2023;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;;;;;;;2;;;2;;4;
Q22;2023;610784423;CMPR DE BAGNOLES DE L'ORNE;610787285;2;;;;;;;;;2;;0;
Q22;2023;610788325;CENTRE MAUBERT (61G03) - CH FLERS;610780165;;;;;;;;;;;;3;
Q22;2023;620000026;ETAB HOPALE CTRE CALOT/HELIO;620003814;;;;;;;;;;;;1;
Q22;2023;620000034;CH ARRAS;620100057;30;14;2;1;;;32;11;4;75;19;27;18
Q22;2023;620000059;CH BAPAUME;620100073;;;;;;;;;;;;1;1
Q22;2023;620000224;CH BETHUNE;620100651;10;5;4;;;;21;1;1;36;6;18;15
Q22;2023;620000240;CH HENIN BEAUMONT;620100677;3;1;;;;;;;;3;1;1;1
Q22;2023;620000257;CH LENS;620100685;50;20;6;1;;;23;1;2;80;23;22;14
Q22;2023;620000281;EPSM VAL DE LYS ARTOIS;620101287;8;1;;;;;;;;8;1;;
Q22;2023;620000323;CH CALAIS;620101337;21;4;3;1;;;;7;;31;5;49;
Q22;2023;620000349;CH REGION DE ST OMER;620101360;1;;;;;;12;1;;14;;25;13
Q22;2023;620000653;CH BOULOGNE-SUR-MER;620103440;26;10;0;0;0;0;16;3;0;45;10;10;7
Q22;2023;620001834;ASSO GROUPE AHNAC;620001834;1;;;;;;;;;1;;;
Q22;2023;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;13;4;1;;;;15;;;29;4;1;
Q22;2023;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;1;;;;;;;3;;4;;;
Q22;2023;620006049;CLINIQUE CHIRURGICALE DE SAINT-OMER;620000331;;1;;;;;;;;;1;;
Q22;2023;620025346;POLYCLINIQUE DE LA  CLARENCE;620001834;1;;;;;;;;;1;;;
Q22;2023;620026252;CENTRE DE SANTE MENTALE  JB PUSSIN;620100685;1;;;;;;1;;;2;;;
Q22;2023;620026690;GCS CENTRE JOLIOT CURIE;620027839;2;;;;;;;;;2;;;
Q22;2023;620027664;ETABLISSEMENT HOPALE-CENTRE CALVÉ;620003814;;;;;;;;;;;;5;
Q22;2023;620034058;SSR CH ARRAS;620100057;1;;;;;;;;;1;;1;1
Q22;2023;620035972;CENTRE MARIE CURIE;620035964;;;;;;;;;;;;1;
Q22;2023;620100016;HOP MARITIME DE BERCK;750712184;0;0;0;0;0;0;0;0;0;0;0;3;2
Q22;2023;620100347;CLINIQUE PSYCHIATRIQUE  LE RYONVAL;590039863;1;;;;;;;;;1;;;
Q22;2023;630000131;CLINIQUE MED CARDIO PNEUMOLOGIE DURTOL;630003168;;;;;;;1;;;1;;;
Q22;2023;630000149;CH ETIENNE CLEMENTEL;630780302;2;;;;;;;;;2;;1;
Q22;2023;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;236;53;27;7;0;0;7;20;7;290;67;44;29
Q22;2023;630000412;CH D'AMBERT;630780997;;;;;;;2;;;2;;7;7
Q22;2023;630000420;CH PAUL ARDIER ISSOIRE;630781003;4;3;1;;;;8;;;13;3;2;1
Q22;2023;630000438;CH DE RIOM;630781011;6;2;0;1;;;11;1;;18;3;6;6
Q22;2023;630000446;CH DE THIERS;630781029;1;0;0;1;0;0;12;0;0;13;1;1;0
Q22;2023;630000479;CENTRE LUTTE CONTRE LE CANCER J.PERRIN;630781110;29;10;3;;0;;;;;32;10;2;0
Q22;2023;630000487;CENTRE DE REED.FONCT.NOTRE-DAME;630781136;;1;;;;;;;;;1;;
Q22;2023;630010296;HAD 63 - SERVICE HAD;630001188;;;;;;;1;;;1;;;
Q22;2023;630780195;CHS TC PG INTRA-MUROS;630786754;12;;;;;;;;;12;;;
Q22;2023;630781268;HOPITAL ESTAING - CHU63;630780989;97;27;2;;17;;7;5;;128;27;18;4
Q22;2023;630781755;CENTRE MEDICAL INFANTILE DE ROMAGNAT;630011518;2;;;;;;;;;2;;;
Q22;2023;630781771;CHU PSYCHIATRIE;630780989;11;1;;;;;;;;11;1;6;1
Q22;2023;630781839;HOPITAL PRIVE LA CHATAIGNERAIE;630000826;2;;;;;;;;;2;;;
Q22;2023;630783348;CTRE REED FONCT M.GANTCHOULA;750050916;;;;;;;1;;;1;;0;
Q22;2023;630783538;HOPITAL LOUISE MICHEL - CHU63;630780989;5;;;;;;4;;;9;;;
Q22;2023;640000162;CH COTE BASQUE;640780417;41;;;1;;;33;;14;74;15;3;
Q22;2023;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;2;;;;;;3;3;;8;;;
Q22;2023;640000410;CENTRE HOSPITALIER OLORON;640780821;;;;;;;3;2;;5;;;
Q22;2023;640000436;CENTRE HOSPITALIER DES PYRENEES;640780862;12;2;;;;;;;;12;2;8;3
Q22;2023;640000600;CENTRE HOSPITALIER DE PAU;640781290;74;;;;;;;;;74;;3;
Q22;2023;640005393;GROUPE RADIOTHER. ET ONCO. TARBES-PAU;650789068;1;;;;;;;;;1;;;
Q22;2023;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;;;;;;;5;;;5;;;
Q22;2023;640018206;CLINIQUE BELHARRA;640012209;;;1;;;;;;;1;;;
Q22;2023;640780490;CAPIO CLINIQUE AGUILERA;640000212;1;;;;;;;;;1;;;
Q22;2023;640780672;CLINIQUE MARIENIA;640000337;1;;;;;;;;;1;;;
Q22;2023;640780946;POLYCLINIQUE PAU PYRENEES SITE NAVARRE;640000469;;1;;;;;2;;;2;1;;
Q22;2023;650000045;CH TARBES LOURDES SITE LOURDES;650783160;2;;;;;;1;5;;8;;;
Q22;2023;650000052;CH BAGNERES DE BIGORRE;650780166;;;;;;;4;;;4;;;
Q22;2023;650000060;CH LANNEMEZAN;650780174;1;;;;;;2;;;3;;;
Q22;2023;650000417;CH TARBES LOURDES GESPE SITE TARBES;650783160;20;7;;;;;3;13;1;36;8;6;
Q22;2023;650780182;CH TARBES LOURDES FOURCADE SITE VIC;650783160;2;;;;;;;;;2;;;
Q22;2023;650784218;CMC HOPITAUX DE LANNEMEZAN;650780174;;;;;;;1;3;;4;;;
Q22;2023;660000084;CH PERPIGNAN;660780180;53;10;2;1;2;;53;;;110;11;52;33
Q22;2023;660000092;CHS LEON JEAN GREGORY THUIR;660780198;2;2;;;;;;;;2;2;1;2
Q22;2023;660000167;CH PRADES;660780271;;;;;;;;;;;;2;
Q22;2023;660781444;USLD LA MISERICORDE CH PERPIGNAN;660780180;;;;;;;1;;;1;;1;1
Q22;2023;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;670780055;203;57;10;1;17;1;17;;;247;59;26;6
Q22;2023;670000033;CRLCC PAUL STRAUSS - ICANS;670780063;0;;0;;0;;0;0;;0;;3;3
Q22;2023;670000058;EPSAN BRUMATH;670013366;8;7;1;;;;;;;9;7;2;4
Q22;2023;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;28;13;2;;;;27;4;2;61;15;9;0
Q22;2023;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;3;;1;;;;26;;;30;;20;8
Q22;2023;670000272;CH INTERCOMMUNAL DE LA LAUTER;670780543;;;;;;;5;;;5;;3;1
Q22;2023;670000306;CENTRE HOSPITALIER DÉPARTEMENTAL;670780584;;1;;;;;2;;;2;1;0;
Q22;2023;670000397;CENTRE HOSPITALIER DE SELESTAT;670017755;;;;;;;23;;;23;;14;14
Q22;2023;670000405;NOUVEL HOPITAL D'OBERNAI;670017755;;;;;;;1;;;1;;;
Q22;2023;670000603;CENTRE HOSPITALIER D'ERSTEIN;670781152;6;1;;;;;;;;6;1;1;
Q22;2023;670018068;CLINIQUE RHENA GCS ES;670017847;5;;1;;;;;;;6;;;
Q22;2023;670020098;GCS ICANS SITE HTP2/ICANS - ET EXPL;670016914;45;11;3;;;;;;;48;11;14;
Q22;2023;670780113;CMCO;670780055;12;6;1;1;;;6;;;19;7;;
Q22;2023;670780121;INST UNIV READAPT CLEMENCEAU STRASBG;670013754;4;2;;;;;1;;;5;2;1;1
Q22;2023;670781129;INST UNIV READAPT CLEMENCEAU ILLKIRCH;670013754;2;2;;;;;;;;2;2;;
Q22;2023;670783133;HOP ROBERTSAU/PAVILLON SCHUTZENBERGER;670780055;5;5;;;;;6;;;11;5;;
Q22;2023;670783273;HOPITAL DE HAUTEPIERRE;670780055;183;50;25;4;2;;31;;;241;54;32;7
Q22;2023;670798636;CLINIQUE SAINT-LUC;670014604;;;;;;;5;;;5;;;
Q22;2023;670799550;HUS / USLD DE LA ROBERTSAU;670780055;2;;;;;;;;;2;;;
Q22;2023;680000130;CENTRE DE READAPTATION DE MULHOUSE;680000353;1;;;;;;;;;1;;;
Q22;2023;680000494;CLINIQUE DIACONAT ROOSEVELT;680000643;;;;;;;;;;;;1;
Q22;2023;680000544;CENTRE HOSPITALIER D'ALTKIRCH;680020336;;;;;;;;;;;;2;2
Q22;2023;680000601;HOPITAL DE THANN;680020336;;;;;;;;;;;;1;1
Q22;2023;680000627;HOPITAL DU HASENRAIN;680020336;7;;;;;;;;;7;;;
Q22;2023;680000684;HOPITAL LOUIS PASTEUR;680000973;70;21;2;1;0;0;37;5;2;114;24;58;28
Q22;2023;680000700;CENTRE HOSPITALIER DE GUEBWILLER;680001005;;;;;;;;;;;;3;2
Q22;2023;680000874;CENTRE HOSPITALIER DE ROUFFACH;680001179;6;;;;;;;;;6;;3;
Q22;2023;680000882;CLINIQUE DU DIACONAT COLMAR;680000643;;;;;;;4;;;4;;;
Q22;2023;680001195;HOPITAL ALBERT SCHWEITZER;680000643;5;;;;;;6;;;11;;;
Q22;2023;680004546;HOPITAL EMILE MULLER;680020336;50;14;2;1;0;0;41;5;6;98;21;73;33
Q22;2023;680004553;MAISON MEDICALE POUR PERSONNES AGEES;680020336;;;;;;;7;;;7;;;
Q22;2023;680004579;CENTRE POUR PERSONNES AGEES;680000973;1;1;;;;;2;;;3;1;2;0
Q22;2023;680007648;HAD CENTRE ALSACE;680007598;;;;;;;1;;;1;;;
Q22;2023;680020427;CENTRE DEPART. DE REPOS ET DE SOINS;680014495;;;;;;;2;;;2;;;
Q22;2023;690000013;CH MONTGELAS;690780036;;;;;;;1;;;1;;8;
Q22;2023;690000021;CH DE SAINTE FOY LES LYON;690780044;;;;;;;;;;;;5;
Q22;2023;690000088;CH LE VINATIER;690780101;50;10;2;;;;2;;;54;10;17;
Q22;2023;690000096;CHS DE SAINT CYR AU MONT D'OR;690780119;6;;;;;;;;;6;;5;5
Q22;2023;690000245;HOPITAL DE FOURVIERE;690780432;;;1;;;;7;;;8;;7;
Q22;2023;690000427;CTRE MEDICO-CHIR READAPT. LES MASSUES;750721334;5;1;;;;;;;;5;1;1;
Q22;2023;690000575;CH NORD OUEST - VILLEFRANCHE;690782222;26;13;1;1;;;19;9;2;55;16;15;10
Q22;2023;690000625;HNO DE TARARE;690782271;;;;;;;7;;;7;;3;2
Q22;2023;690000773;CH DU MONT D'OR;690782925;;;1;;;;;;;1;;;4
Q22;2023;690000880;CENTRE LEON BERARD;690783220;40;6;5;;;;;;;45;6;8;
Q22;2023;690001524;CENTRE MEDICAL GERMAINE REVEL;690787338;;;;;;;;;;;;1;
Q22;2023;690007539;HOPITAL FEMME MERE ENFANT - HCL;690781810;105;27;12;1;;;11;;2;128;30;13;4
Q22;2023;690019849;IHOP - HCL;690781810;4;1;;;;;;;;4;1;1;1
Q22;2023;690022959;HOPITAL PRIVE NATECIA;690000732;3;;;;;;;;;3;;;
Q22;2023;690023239;CLINIQUE DU PARC LYON;690000146;1;;;;;;;;;1;;;
Q22;2023;690041124;MEDIPOLE HOPITAL PRIVE;690000724;5;3;;;;;;;;5;3;;
Q22;2023;690041132;MEDIPOLE HOPITAL MUTUALISTE;690006598;0;1;;;;;19;3;;22;1;;
Q22;2023;690041488;ADDIPSY;690041488;1;;;;;;;;;1;;;
Q22;2023;690780150;HOPITAL DE L'ARBRESLE LE RAVATEL;690000104;;;;;;;3;;;3;;;
Q22;2023;690780507;CLINIQUE MEDICALE DE CHAMPVERT;920031721;;;;;;;;;;;;7;
Q22;2023;690780648;CLINIQUE DE LA SAUVEGARDE;690036900;4;1;;;;;;;;4;1;;
Q22;2023;690781026;SSR VAL ROSAY;690029723;1;;;;;;;;;1;;;
Q22;2023;690781745;CLINIQUE SAINT VINCENT DE PAUL LYON;690000542;3;;;;;;;;;3;;;
Q22;2023;690782081;CTRE DE SANTÉ MENTALE HJ MGEN;750005068;1;;;;;;;;;1;;;
Q22;2023;690783154;HOPITAL EDOUARD HERRIOT - HCL;690781810;148;48;8;1;20;;16;;5;192;54;28;13
Q22;2023;690784137;HOPITAL LYON SUD - HCL;690781810;143;32;16;2;2;;15;;2;176;36;36;18
