BOR;AN;FI;RS;FI_EJ;CANCERO_A1;CANCERO_A2;CANCERO_A3;CANCERO_A4;CANCERO_B4;CANCERO_A5;CANCERO_A6;CANCERO_B6;CANCERO_A7;CANCERO_A8;CANCERO_B8;CANCERO_C8;CANCERO_A9;CANCERO_B9;CANCERO_C9;CANCERO_A10;CANCERO_A12;CANCERO_B12;CANCERO_A13;CANCERO_A14;CANCERO_A15;CANCERO_B15;CANCERO_A16;CANCERO_B16;CANCERO_D19;CANCERO_D20;CANCERO_D21;CANCERO_D22;CANCERO_D23;CANCERO_E19;CANCERO_E20;CANCERO_E21;CANCERO_E22;CANCERO_E23;CANCERO_A24;CANCERO_A25;CANCERO_A26;CANCERO_A27;CANCERO_B24;CANCERO_B25;CANCERO_B26;CANCERO_B27;CANCERO_C24;CANCERO_C25;CANCERO_C26;CANCERO_C27;CANCERO_D24;CANCERO_D26;CANCERO_D28;CANCERO_D29;CANCERO_D30;CANCERO_D31;CANCERO_D32;CANCERO_D33;CANCERO_D34;CANCERO_E24;CANCERO_E26;CANCERO_E28;CANCERO_E29;CANCERO_E30;CANCERO_E31;CANCERO_E32;CANCERO_E33;CANCERO_E34
CANCERO;2023;280007295;SATURNE (RADIOTHE) SITE CH CHARTRES;720002294;0;1;0;21885;;20902;0;;;;;;;;;;2;0;;983;20902;;;;;2.88;9.63;2.5;5.34;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;1;0;1;10465;0;9681;6740;0;1;;;;9799;0;145;9462;;;;;;;;;;;;;;;;;;;20;26;;1;877;10548;0;36;0;10;0;0;6098;0;2.22;0;18.99;11.64;0.64;0;10.48;0;0;;;;;;;
CANCERO;2023;280505777;HOPITAL PRIVE D'EURE ET LOIR;280001199;1;0;1;4478;0;3814;3855;0;1;;;;3784;0;146;3550;;;;;;;;;;;;;;;;;;;29;9;0;0;490;3772;0;0;0;0;0;0;6203;0;0;0;9.08;9.98;0;0;0;0;0;2;0;;;;;
CANCERO;2023;290000025;CHIC QUIMPER;290020700;1;1;1;38849;0;37288;12967;0;1;;;;13809;0;419;13132;3;;;1039;22861;193;0;0;;4.79;21.82;;12.3;;;;;;23;38;;;685;13602;0;0;0;0;0;0;5695;0;5.6;10.24;30.65;17.72;0.88;;3.53;0;0;;;;;;;
CANCERO;2023;290000033;C.H. DES PAYS DE MORLAIX;290021542;1;0;1;7707;0;7278;4074;0;1;;;;7416;0;100;7171;;;;;;;;;;;;;;;;;;;9;17;;;369;7378;0;0;0;0;0;0;2724;0;1.7;3.08;5.21;2.6;;;1.95;0;0;;;;;;;
CANCERO;2023;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;1;1;1;50642;0;47881;14550;0;1;;;;23884;0;1766;21680;3;0;0;1929;23283;1847;122;306;2.31;;;;;;;;;;44;40;;;2536;22271;0;0;7;66;0;0;11740;0;8.13;2.14;71.79;41.54;1.6;;45.59;17;0;;;;;;;
CANCERO;2023;290000066;CHIC SITE DE CONCARNEAU;290020700;1;0;1;1703;0;1688;389;0;1;;;;1699;0;4;1687;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;0;0;;;;;;;
CANCERO;2023;290000140;CLINIQUE PASTEUR LANROZE;290000447;1;0;1;8986;0;8313;3713;0;1;;;;8410;0;332;7931;;;;;;;;;;;;;;;;;;;;16;;;0;7947;0;0;0;0;0;0;0;0;;;8.42;1.12;;;1;0;0;3;;;;;;
CANCERO;2023;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;1;0;0;1227;0;1185;235;0;0;290000017;;;1094;0;6;1077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;1;0;0;2597;0;2565;566;0;0;290020700;;;1701;0;8;1669;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;290000728;HOPITAL INSTRUCTION DES ARMEES;750821092;0;0;0;132;0;83;623;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;1;0;1;1511;175;1496;149;495;0;290020700;;;1339;175;2;1325;;;;;;;;;;;;;;;;;;;;4;;;0;1333;0;0;0;0;0;0;0;0;0.2;1.18;1.85;0.81;;;1.05;0;0;;;;;;;
CANCERO;2023;290004142;CLINIQUE DU GRAND LARGE;290022508;0;0;0;566;0;249;1255;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;0;0;0;1527;0;168;12173;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;290019777;POLYCLINIQUE DE KERAUDREN;290022508;1;0;0;1080;0;420;3099;0;0;290000140;;;203;0;0;198;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;290023431;SAS CLINIQUE DE LA BAIE;290001049;1;0;0;1164;0;1016;527;0;0;290000140;;;664;0;1;661;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;290023498;CENTRE DE RADIOTHERAPIE CALIBREST;950030247;0;1;0;18772;;17783;0;;;;;;;;;;2;;0;989;17783;989;0;;;2;7.5;1.5;1;4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;290032838;HAD DES PAYS DE MORLAIX;350000626;1;0;0;0;10;0;0;96;0;290000033;;;0;10;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;1;0;0;0;86;0;0;545;0;290000140;;;0;86;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;290036540;CLIN MUTUALISTE BRETAGNE OCCIDENTALE;290029974;1;0;1;5040;0;4089;4788;0;1;;;;3890;0;88;3705;;;;;;;;;;;;;;;;;;;;17;;;0;3705;0;0;0;0;0;0;0;0;;0.6;0.91;1;0.4;0.15;1.22;0;0;3;;;;;;
CANCERO;2023;2A0000139;CLINISUD;2A0000063;0;0;0;657;0;348;1750;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;2A0000287;CENTRE HOSPITALIER DE CASTELLUCCIO;2A0000386;1;1;1;14301;0;13841;17692;0;1;;;;5870;0;279;5547;2;0;0;357;8042;337;0;0;2.44;1.83;5.7;;2.64;;;;;;14;12;;;433;5802;0;0;0;0;0;0;3842;0;1.78;1.99;30.41;12.61;0.92;0.46;11.21;0;0;;;;;;;
CANCERO;2023;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;1;0;0;0;1;0;0;56;0;2A0000386;;;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;2A0004842;CH ND LA MISERICORDE;2A0000014;1;0;0;435;0;109;2174;0;0;2A0000386;;;37;0;0;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;1;0;0;5050;0;4552;4308;0;1;;;;4585;0;82;4464;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;2B0000038;CH CORTE;2B0004246;1;0;0;1512;14;1506;301;1162;0;200205359;;;1512;14;0;1506;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;2B0000145;POLYCLINIQUE LA RESIDENCE MAYMARD;2B0000053;1;0;1;5780;0;5590;1297;0;1;;;;5453;0;71;5325;;;;;;;;;;;;;;;;;;;;15;;;0;5331;0;0;0;0;0;0;0;0;;;6;;;;3;0;0;2;;;;1;1;
CANCERO;2023;2B0000392;POLYCLINIQUE DE FURIANI;2B0000129;1;0;0;376;0;110;1383;0;0;2B0001739;2B0000145;;60;0;0;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;2B0003099;SARL CAP SANTE;2B0001069;0;1;0;7406;;6928;;;;;;;;;;;1;0;;478;6928;;;;;2;4;1;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;2B0003289;HAD CENTRE RAOUL FRANCOIS MAYMARD;2B0003198;1;0;0;0;134;0;0;7535;0;2B0000145;;;0;134;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;300000023;CH ALES CEVENNES;300780046;1;0;1;7103;0;6638;3450;0;1;;;;6920;0;221;6615;;;;;;;;;;;;;;;;;;;16;16;0;0;733;7068;0;0;0;0;0;0;6028;0;1.6;1;11.62;10.07;0.51;0.6;6.81;0;0;0;0;0;0;0;0;0
CANCERO;2023;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;1;0;0;1823;63;1557;1928;149;1;;;;1580;63;28;1505;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;300017209;KENVAL ICG NIMES;300000726;1;0;1;9497;0;9186;9354;0;1;;;;9465;0;180;9181;;;;;;;;;;;;;;;;;;;24;12;;;640;9526;0;0;0;0;0;0;6301;0;;;17;7;0.6;0.7;3;0;0;9;2;;;;;
CANCERO;2023;300780137;NOUVELLE CL BONNEFON ALES;920028396;0;0;0;737;0;479;1106;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;300780152;HOPITAL PRIVE LES FRANCISCAINES NIMES;300017985;0;0;0;273;0;117;1366;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;300782117;CHU NIMES CAREMEAU;300780038;1;1;1;72718;0;69047;28388;0;1;;;;20550;0;1132;18495;5;;2;1457;46881;203;0;227;5.43;9.33;36.2;4;27.74;6;;;;;28;28;;;1788;43906;0;0;3;0;0;0;9526;0;3.94;0.6;27.64;15.42;;;4.97;4;0;;;;;;;
CANCERO;2023;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;0;0;0;1127;0;280;3614;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;1;0;1;2065;0;1922;1759;0;1;;;;1816;0;0;1785;;;;;;;;;;;;;;;;;;;;10;;;0;1818;0;0;0;0;0;0;0;0;1.8;;4;2;;;0.7;0;0;;;;;;;
CANCERO;2023;310005459;HAD SANTE RELAIS DOMICILE;310021886;1;0;0;0;859;0;0;5479;0;310781406;310789136;;0;859;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;1;0;1;1932;0;1345;4314;0;1;;;;1354;0;333;780;;;;;;;;;;;;;;;;;;;2;10;;;0;2873;0;0;0;2849;0;0;0;0;0.81;4.2;38.94;26.22;0;0;2.2;0;0;;;;;;;
CANCERO;2023;310019351;HOPITAL LARREY CHU TOULOUSE;310781406;1;0;0;6805;0;5942;5992;0;1;;;;5655;0;107;5351;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;310025333;ONCOPOLE CHU TOULOUSE;310781406;1;1;1;14368;0;11672;24745;0;1;;;;11653;0;830;10017;0;;18;0;0;6;14;1039;;;;;;;;;;;32;37;14;5;1332;15581;758;519;11;22;0;0;7839;4128;;8.6;46.2;23.49;0;0;0.24;75;0;;;;;;;
CANCERO;2023;310026083;CL RIVE GAUCHE TOULOUSE;310026075;1;0;0;774;0;468;843;0;0;310780259;;;546;0;0;546;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;1;0;1;7424;0;6263;6159;0;1;;;;5532;0;36;5418;;;;;;;;;;;;;;;;;;;;20;;;0;5226;0;0;0;0;0;0;0;0;;;8;;0.5;0.1;3.1;0;0;2;;;;;;
CANCERO;2023;310780259;CL PASTEUR TOULOUSE;310000096;1;1;1;13561;471;11934;9158;1822;1;;;;11034;471;143;10768;;;;0;0;0;0;0;;;;;;;;;;;44;36;28;2;568;13024;1042;789;0;10;0;0;2940;6215;;;50.57;22.3;1;0;9.27;0;0;11;8;;;;;
CANCERO;2023;310780283;CL DE L'UNION SAINT JEAN;310000112;1;0;1;7333;0;6249;8623;0;1;;;;6041;0;42;5898;;;;;;;;;;;;;;;;;;;;29;;;0;5922;0;0;0;0;0;0;0;0;;;12.1;9.36;0.5;0.5;1.08;0;0;2;3;;;;;
CANCERO;2023;310780382;CL AMBROISE PARE TOULOUSE;310000179;0;0;0;585;0;109;2990;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;310781000;CL DES CEDRES CORNEBARRIEU;310788880;1;1;1;5457;0;4416;6101;0;1;;;;4037;0;13;3958;1;0;;0;0;59;0;0;0;;;;;;;;;;;17;;;0;3733;0;0;0;0;0;0;0;0;;;5.66;1;1.2;0.2;1.09;0;0;2;8;;;;;
CANCERO;2023;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;1;0;0;83;0;57;426;0;0;310781406;;;35;0;1;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;310781505;CL D'OCCITANIE MURET;310000492;1;0;1;4824;0;4264;4231;0;1;;;;4057;0;16;3999;;;;;;;;;;;;;;;;;;;;12;;;55;4201;0;0;0;0;0;0;269;;;;3.01;1;;;;0;0;1;;;;;;
CANCERO;2023;310782347;ONCOPOLE CLAUDIUS REGAUD TOULOUSE;310789136;1;1;1;87707;0;84363;18116;0;1;;;;28895;0;1624;26656;7;0;1;3282;52971;358;204;0;12.35;13.5;43.36;5.38;11.96;;;;;;60;54;34;10;3004;28606;1959;3035;35;22;2;10;18974;8405;27.38;8.15;99.11;35.19;5.4;4.75;49.04;99;16;;;;;;;
CANCERO;2023;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;1;0;0;3044;0;1512;11380;0;1;;;;2276;0;342;1410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;1;0;1;9037;0;6824;16787;0;1;;;;7140;0;99;6654;;;;;;;;;;;;;;;;;;;0;20;;;1;7686;0;0;0;0;0;0;5;0;3.49;1.38;19.05;8.52;;;;0;0;;;;;;;
CANCERO;2023;310797527;GROUPE ONCORAD GARONNE PASTEUR;310797519;0;1;0;56005;;52254;0;;;;;;;;;;6;0;1;3751;52084;;170;;6.2;7;2.9;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;320000086;CH AUCH EN GASCOGNE;320780117;1;0;1;2690;0;2493;2040;0;1;;;;2545;0;39;2440;;;;;;;;;;;;;;;;;;;3;8;0;0;43;2461;0;0;0;0;0;0;62;0;1.17;0.58;4.25;1;1;0;3.03;0;0;0;0;0;0;0;0;0
CANCERO;2023;320004328;HAD GERS CL PASTEUR;310000096;1;0;0;0;61;0;0;229;1;;;;0;61;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;1;0;0;445;348;360;497;2014;0;330780115;;;387;348;70;304;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;330000340;MSP BORDEAUX BAGATELLE;330780552;1;0;1;4529;1064;3861;3603;5184;1;;;;3489;1064;38;3403;;;;;;;;;;;;;;;;;;;;18;;;0;4091;0;0;0;5;0;0;0;0;15.81;;7.63;;0.6;;0.5;0;0;;;;;;;
CANCERO;2023;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;1;0;1;2412;0;2245;1454;0;0;330781196;;;2294;0;39;2183;;;;;;;;;;;;;;;;;;;;;;;0;2235;0;0;0;0;0;0;0;0;0.8;;;;;;;0;0;;;;;;;
CANCERO;2023;330000589;CH SUD GIRONDE - SITE LANGON;330027509;1;0;0;1197;188;1096;731;992;0;330781196;;;1084;188;0;1069;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;1;1;1;25419;0;24180;9739;0;1;;;;9551;0;448;8905;2;0;;692;14559;147;0;2;2.93;3;6.92;1;4.58;0;;;;;12;12;;;408;8970;0;0;0;0;0;0;3078;0;1.54;3.25;5.23;8.24;0.37;;6.2;0;0;0;0;;;;;
CANCERO;2023;330000662;INSTITUT BERGONIE;330781329;1;1;1;57708;0;54036;19777;0;1;;;;28100;0;1500;26073;4;0;6;1714;24815;245;167;520;6.82;6.91;23.11;6.63;6.83;;;;;;83;33;41;10;3210;30423;2510;5486;26;12;7;19;20840;9483;19.15;14.18;146.84;69.14;;;107.21;85;11;;;;;;;
CANCERO;2023;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;1;0;0;0;409;0;0;2028;0;330781253;;;0;409;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;330060351;TIVOLI ONCOLOGIE;330059619;0;1;0;24642;;23341;0;0;;;;;;;;;3;0;1;1301;23237;394;104;43;0;4;12.5;2;11;5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;330060385;RADIOTHERAPIE - SITE BORDEAUX NORD;330804097;0;1;0;35892;;33759;0;;;;;;;;;;4;0;0;2133;33691;;68;;1.17;5.5;18.97;3;18.1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;330780040;NOUVELLE CLINIQUE BEL AIR;330000027;0;0;0;863;0;497;1221;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;0;0;0;1391;0;203;5001;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;330780115;CLINIQUE TIVOLI-DUCOS;330000076;1;1;1;13325;0;12225;6229;0;1;;;;11480;0;44;11343;0;;2;0;0;17;0;43;;;;;;;;;;;23;19;;;457;11880;0;0;0;1;0;0;6286;0;;;20;10;2.3;0.5;0.13;0;0;7;;;;;;3
CANCERO;2023;330780206;CLINIQUE D'ARCACHON;330000126;1;0;1;2355;0;2075;1137;0;1;;;;1138;0;44;1965;;;;;;;;;;;;;;;;;;;14;5;;;444;72;0;0;1;0;0;0;2970;0;;;7.76;2;0.31;0.5;0.2;2;0;2;2;;;;;
CANCERO;2023;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;1;0;1;4164;0;3684;3498;0;1;;;;2005;0;31;3441;;;;;;;;;;;;;;;;;;;;15;;;0;817;0;0;0;0;0;0;0;0;;;3.57;;0.33;0.33;2;0;0;3;;;;;;
CANCERO;2023;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;1;1;1;12394;0;10616;10331;0;1;;;;10938;0;674;10137;;;;0;0;0;0;0;;;;;;;;;;;30;28;;;1316;10175;0;0;0;0;0;0;7841;0;2;;14.75;13.7;1.15;1;1;0;0;;;;;;;
CANCERO;2023;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;1;0;0;457;0;426;331;0;0;330780115;;;421;0;1;420;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;0;0;0;261;0;172;226;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;330780511;CLINIQUE SAINTE-ANNE;330000316;1;0;1;2950;0;2790;802;0;1;;;;2698;0;12;2642;;;;;;;;;;;;;;;;;;;;4;;;0;2756;0;0;0;0;0;0;0;0;2;;1.89;;;;;0;0;2;;;;;;
CANCERO;2023;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;1;0;0;1170;0;832;1942;0;0;330780115;;;804;0;0;792;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;0;0;0;546;0;346;1016;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;1;0;1;11570;0;10194;9535;0;1;;;;11047;0;805;9408;;;;;;;;;;;;;;;;;;;22;14;;;946;6180;0;0;0;0;0;0;5954;0;9.14;11;29.72;22.92;0;0;15.33;0;0;;;;;;;
CANCERO;2023;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;1;0;1;5300;0;2559;18278;0;1;;;;2579;0;457;1920;;;;;;;;;;;;;;;;;;;16;6;;;753;949;0;0;750;933;0;0;4627;0;;3.35;37.7;5.62;1.12;0;30.32;4607;0;;;;;;;
CANCERO;2023;330781402;NOUVELLE CLINIQUE BORDEAUX TONDU;330000670;1;0;1;842;0;633;848;0;0;330780115;;;653;0;29;583;;;;;;;;;;;;;;;;;;;;8;;;0;568;0;0;0;0;0;0;0;0;0;0;1.5;0;1;1.2;1;0;0;2;0;;;;;
CANCERO;2023;330782582;POLYCLINIQUE JEAN VILLAR;330000928;1;0;1;1514;0;1191;1863;0;0;330780115;;;1025;0;1;1003;;;;;;;;;;;;;;;;;;;;7;;;0;1774;0;0;0;0;0;0;0;0;;;1;;;;;0;0;;9;;;;;
CANCERO;2023;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;1;1;0;52598;0;48632;35221;0;1;;;;20832;0;1115;18627;4;0;5;1735;25710;305;98;292;4.26;5.79;26.85;4.91;15.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;340000033;CH BEZIERS;340780055;1;0;0;7492;0;6666;8656;0;1;;;;7103;0;216;6606;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;340000207;ICM MONTPELLIER;340780493;1;1;1;76607;0;72279;20856;0;1;;;;28730;0;2212;26113;7;0;6;2767;42184;418;367;469;10.65;8.07;29.08;5.8;23.79;;;;;;89;59;58;17;3831;31821;2826;3131;2;2;5;3;20998;13266;22.71;14.03;118.34;68.28;6.53;5.47;70.3;4;60;;;;;;;
CANCERO;2023;340000223;HOPITAL ST CLAIR HBT SETE;340011295;1;0;0;1691;22;1504;1649;398;1;;;;1497;22;0;1440;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;340009885;POLYCL CHAMPEAU BEZIERS;340009877;1;0;1;2796;0;2510;1425;0;1;;;;2067;0;56;2063;;;;;;;;;;;;;;;;;;;;10;;;0;1908;0;0;0;0;0;0;0;0;0;0;6.99;10.74;0.28;0.46;1.5;0;0;2;3;;;;;
CANCERO;2023;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;1;0;0;744;0;91;4971;0;0;340780675;;;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;340015965;POLYCL ST PRIVAT BOUJAN SUR LIBRON;340000074;1;0;1;8290;0;6874;9255;0;1;;;;6662;0;274;6724;;;;;;;;;;;;;;;;;;;;18;;;0;5984;0;0;0;0;0;0;0;0;;;3.8;0.5;0.5;0.5;;0;0;2;;;;;;
CANCERO;2023;340016476;HAD BEZIERS HAD;340016468;1;0;0;0;39;0;0;1332;0;340015965;340009885;;0;39;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;340020445;CENTRE D'ONCOLOGIE MONTPELLIER;340021559;0;1;0;39478;;37316;;;;;;;;;;;4;0;0;2162;37316;2809;;;1;4.6;20.4;2.8;40.3;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;340021211;HAD CH BEZIERS;340780055;1;0;0;0;15;0;0;294;0;340000033;;;0;15;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;340024314;CL ST JEAN SUD DE FRANCE;340000272;1;0;1;2807;0;2250;3862;0;0;340000298;;;1462;0;2;1440;;;;;;;;;;;;;;;;;;;;11;;;0;1514;0;0;0;0;0;0;0;0;;;3;1;;;;0;0;3;;;;1;1;
CANCERO;2023;340780139;CL DU DR JEAN CAUSSE COLOMBIERS;340000090;0;0;0;252;0;192;122;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;340780642;CL BEAU SOLEIL MONTPELLIER;340785856;1;0;0;2662;0;2028;3915;0;1;;;;1939;0;53;1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;340780667;CL DU PARC CASTELNAU LE LEZ;340000280;1;0;0;9683;0;8559;9258;0;1;;;;8216;0;314;7749;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;340780675;CL CLEMENTVILLE MONTPELLIER;340000298;1;1;1;16976;0;16037;12215;0;1;;;;15478;0;134;15099;4;0;0;2162;37316;2871;;;1;4.6;20.4;2.8;40.3;8;;;;;59;15;;;1060;15138;0;0;0;0;0;0;15240;0;;2;30.53;18.52;3.13;1.09;11.5;0;0;4;;;;;;
CANCERO;2023;340780717;CL ST LOUIS GANGES;340023225;0;0;0;240;0;150;376;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;340780741;POLYCL STE THERESE SETE;340000348;0;0;0;504;0;318;616;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;340781608;CL DU MAS DE ROCHET CASTELNAU LE LEZ;340015171;1;0;1;116;0;33;1715;0;0;340000207;;;67;0;19;328;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;0;0;;;;;;;
CANCERO;2023;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;1;0;1;17688;189;15592;21666;1408;1;;;;16257;189;625;14751;;;;;;;;;;;;;;;;;;;18;12;;;1114;6368;0;0;0;0;0;0;5716;0;3.31;2.36;22.76;13.63;0.3;;2.5;0;0;;;;;;;
