BOR;AN;FI;RS;FI_EJ;PSY_A22;PSY_A23;PSY_A24;PSY_A25;PSY_A26;PSY_A27;PSY_A28;PSY_B23;PSY_B24;PSY_B25;PSY_B26;PSY_B27;PSY_B28;PSY_C22;PSY_C23;PSY_C24;PSY_C25;PSY_C26;PSY_C27;PSY_C28;PSY_D22;PSY_D23;PSY_D24;PSY_D25;PSY_D26;PSY_D27;PSY_D28;PSY_E22;PSY_E23;PSY_E24;PSY_E25;PSY_E26;PSY_E27;PSY_E28;PSY_A38;PSY_B38;PSY_A39;PSY_B39;PSY_A40;PSY_B40;PSY_A41;PSY_B41;PSY_A42;PSY_B42;PSY_A43;PSY_A44
PSY2;2023;430000026;CENTRE HOSPITALIER SAINTE MARIE LE PUY;630786754;8478;41;8;;4;245;45;41;8;;4;258;45;33791;1700;207;;18;12401;1674;16847;169;42;;;686;122;75948;377;102;;;2263;242;1;0.97;1;72.45;1;91.07;0;;0;;0;0
PSY2;2023;440000180;CHS EPSYLAN BLAIN;440000263;8204;47;10;2;3;275;86;54;10;;1;276;88;39579;2036;558;266;20;8645;2777;11396;51;70;;;740;352;82425;644;246;20;;2521;709;0;;1;;1;;0;;0;;0;0
PSY2;2023;440000800;CLINIQUE DU PARC;440001246;764;;;;;;;;;;;;;20527;;;;;;;5386;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;440001972;CH GEORGES DAUMEZON;440003309;8584;48;7;4;2;289;88;816;244;16;2;3895;670;28659;1996;405;31;15;6169;2332;21961;164;72;0;0;1119;292;77516;605;187;9;0;3002;371;0;;0;;1;;0;;0;;0;0
PSY2;2023;440003390;LNA ES - SITE GUERANDE;440052041;976;;;;;;;;;;;;;24978;;;;;;;5540;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;440007482;PSY'ACTIV;440007482;586;;;;;;;;;;;;;19420;;;;;;;1893;;;;;;;1572;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;440007607;CH ST NAZAIRE HEINLEX;440000057;7204;47;1;;;277;83;37;1;;;291;75;20390;1737;;;;6547;1869;5739;34;;;;303;89;79799;627;1;;;2666;911;1;19.5;0;;0;;0;;0;;0;0
PSY2;2023;440018729;LES APSYADES;440018729;1263;;;;;;;;;;;;;4294;;;;;;;2119;;;;;;;36068;;;;;;;0;;0;;1;2.57;0;;0;;0;0
PSY2;2023;440021392;HOP PSY STJACQUES CHU NANTES;440000289;21292;162;0;0;0;462;228;832;0;0;0;1585;1224;59381;3560;0;0;0;8134;4772;17673;201;0;0;0;163;63;118669;1592;0;0;0;1239;405;1;3.76;1;16.53;1;17.23;0;;1;28.64;0;1
PSY2;2023;450000062;CH AGGLOMERATION MONTARGOISE;450000104;2833;6;1;;;64;22;8;1;;;117;40;7399;238;365;;;75;677;2354;2;;;;457;0;35272;202;21;;;260;20;1;;0;;0;;0;;0;;0;0
PSY2;2023;450000252;CLINIQUE BELLE ALLEE;450000559;564;;;;;;;;;;;;;31089;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;450000930;EPSM DU LOIRET G. DAUMEZON;450002423;17832;167;8;1;152;390;142;182;13;1;205;449;157;51237;5273;896;15;4116;10718;2805;15823;160;229;0;5;90;21;137911;1914;216;0;72;1336;245;1;2.8;1;34.25;1;39.53;0;;1;19.49;1;1
PSY2;2023;450011507;AIDAPHI;450011507;45;;;;;;;;;;;;;;;;;;;;3132;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;450018924;CLINIQUE DU PONT DE GIEN;450015409;227;;;;;;;;;;;;;25151;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;460785090;INSTITUT CAMILLE MIRET;460785090;7963;37;3;1;0;133;218;38;3;2;0;140;244;22892;1999;721;11;0;6067;5538;10316;167;62;0;0;437;666;73889;396;1;0;0;606;1231;1;0.33;1;68.06;1;35.22;0;;0;;0;0
PSY2;2023;470000563;CH DEPARTEMENTAL DE LA CANDELIE;470000381;11630;160;6;4;57;163;274;177;6;4;77;170;303;40820;7632;204;;553;6313;5839;14821;505;0;4;0;147;104;93260;2432;41;5;268;388;406;1;0.2;1;34.25;1;74.38;0;;0;;0;0
PSY2;2023;480000058;CHS FRANCOIS TOSQUELLES ST ALBAN;480780147;3150;15;0;0;7;70;29;9;0;0;7;53;25;18311;447;0;0;21;1619;606;6323;42;0;0;0;158;0;43579;579;0;0;0;1688;491;1;0.4;1;32.53;1;23.94;0;;0;;0;0
PSY2;2023;490000106;CESAME CHS STE GEMMES SUR LOIRE;490000163;15179;135;18;0;42;279;255;129;13;0;53;322;318;67638;5636;1716;0;337;10069;7542;7130;281;202;0;0;81;19;171948;1529;209;0;2;330;327;1;0;1;5.72;1;31.9;0;;0;;0;0
PSY2;2023;490000247;CLINIQUE SAINT-DIDIER;490000130;279;;;;;;;;;;;;;11718;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;490000635;CH DE CHOLET;490000676;5352;13;;;1;109;1;15;;;1;137;1;12398;589;;;;4138;;5281;46;;;;602;;53123;14;;;1;32;4;1;11.8;1;12.49;1;6.69;0;;0;;0;0
PSY2;2023;490001765;CH DE SAUMUR;490528452;2583;35;;;;41;;22;;;;32;;4329;732;;;;1293;;1688;134;;;;5;;16892;184;;;;104;;1;0.62;1;1.1;1;2.27;0;;0;;0;0
PSY2;2023;490002979;INSTITUT PSYCHOTHERAPIQUE;490535705;142;;;;;;;;;;;;;14140;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;500000575;CENTRE HOSPITALIER DE L'ESTRAN;500000245;9571;87;;;;5;100;2;;;;38;52;20896;2590;;;;38;2547;22055;242;;;;;613;65408;195;;;;12;189;1;;1;2.8;1;4.61;0;;0;;0;0
PSY2;2023;500010384;FONDATION BON SAUVEUR DE LA MANCHE;500010384;17632;71;10;3;15;212;139;84;15;3;22;320;161;67168;4487;840;41;117;6919;2731;20257;274;110;0;0;279;121;156471;859;135;27;1;1127;299;1;1.17;0;;1;19.58;0;;0;;0;0
PSY2;2023;510000219;ETABT PUBLIC DE SANTE MENTALE MARNE;510000052;16589;259;16;0;15;399;132;458;12;0;30;415;133;66866;22062;1804;0;527;19484;4445;14593;425;0;0;5;464;175;229488;2398;189;0;3;1485;352;1;;1;60.03;1;15.43;1;91.28;1;11.86;0;0
PSY2;2023;510000284;CLINIQUE DES SACRES;920035599;593;;;;;;;;;;;;;26876;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;510000813;CENTRE DE POST-CURE L'AMITIÉ;510000854;46;;;;;;;;;;;;;10320;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;0
PSY2;2023;510002447;HOPITAL ROBERT DEBRE CHU REIMS;510000029;4261;;;;;;;;;;;;;3876;;;;;;;1587;;;;;;;40697;;;;;;;0;;0;;1;;0;;0;;0;0
PSY2;2023;510002470;AMERICAN MEMORIAL HOSPITAL CHU REIMS;510000029;157;;;;;;;;;;;;;965;;;;;;;0;;;;;;;0;;;;;;;0;;0;;1;;0;;0;;0;0
PSY2;2023;510025471;CLINIQUE FSEF VITRY-LE-FRANCOIS;750720575;91;;;;;;;;;;;;;12659;;;;;;;33;;;;;;;;;;;;;;0;;0;;1;58.46;0;;0;;0;0
PSY2;2023;510025703;CENTRE PSYPRO REIMS;690044979;483;;;;;;;;;;;;;;;;;;;;7059;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;520780081;4961;33;2;5;5;148;107;20;3;3;2;116;107;27876;1462;287;41;6;6138;3871;7210;155;13;;;226;204;55886;656;53;40;45;1368;1117;1;0.98;0;;;82.39;0;;0;;0;0
PSY2;2023;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;2476;42;0;0;2;160;39;15;;;1;44;14;5310;1362;0;0;23;1229;651;3186;865;0;0;;1591;158;20067;489;0;0;2;1288;418;1;1;0;;0;;0;;0;;0;0
PSY2;2023;530000124;CLINIQUE NOTRE DAME DE PRITZ;530000249;399;;;;;;;;;;;;;22479;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY2;2023;530000173;CH DU NORD MAYENNE;530000074;2801;22;0;0;0;64;11;22;0;0;0;64;11;19279;2282;0;0;0;2235;391;6979;282;0;0;0;495;2;25606;1230;0;0;0;1304;214;1;0.53;0;;0;;0;;0;;0;
PSY2;2023;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;5825;50;10;;;50;8;22;;;;78;38;22547;704;360;;;1301;15;8828;;;;;;;58592;199;23;;;207;66;1;0.9;0;;0;;0;;0;;0;
PSY2;2023;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;240;;;;;5;;;;;;5;;5245;;;;;157;;;;;;;;;;;;;;;;1;1;0;;0;;0;;0;;0;0
PSY2;2023;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;182;11;;;;48;17;11;;;;48;17;1853;1108;;;;825;202;;;;;;;;;;;;;;;1;0.9;0;;1;0.3;0;;0;;0;0
PSY2;2023;540006830;CMP CATTP HJ ENF DU CH BRIEY A BRIEY;540000767;2477;;;;;2;;;;;;2;;;;;;;;;3408;;;;;23;;25724;;;;;208;;;;;;;;0;;0;;0;0
PSY2;2023;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY;540000056;25554;178;15;0;152;558;415;138;10;0;178;483;518;61090;4080;562;0;4578;14638;13604;12536;83;12;0;0;206;102;214912;1477;204;0;30;3993;1007;1;6.08;1;45.53;1;71.87;0;;0;;1;0
PSY2;2023;540023884;CLINIQUE DES BOUCLES DE LA MOSELLE;920038627;320;;;;;;;;;;;;;14999;;;;;;;922;;;;;;;;;;;;;;0;;1;;1;;0;;0;;0;0
PSY2;2023;550000186;CH VERDUN/ST MIHIEL-UNITE D'HOSP. ADOS;550006795;657;;;;;;;;;;;;;1821;;;;;;;4337;;;;;;;5070;;;;;;;1;0.4;0;;1;4;0;;0;;0;
PSY2;2023;550000251;CH BLD FV SITE FV;550003354;4227;22;0;2;10;163;48;22;;2;10;163;48;24512;1746;0;26;21;7635;1362;9035;42;0;0;0;924;16;32232;200;0;1;95;1594;284;1;0.1;1;0.8;1;1.5;0;;0;;0;0
PSY2;2023;550003362;CH VERDUN/ST MIHIEL - HOP DESANDROUINS;550006795;2314;38;;3;19;137;28;44;;;77;157;41;7860;1978;;;;4018;340;1453;24;;;;744;11;10352;214;;17;81;1074;248;1;0.3;0;;0;;0;;0;;0;0
PSY2;2023;560000242;CPCR BILLIERS;560022246;162;;;;;;;;;;;;;22649;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;560000382;ETABLISSEMENT PUBLIC DE SANTE MENTALE;560002032;17410;67;20;;1;479;173;30;7;;1;362;152;49566;4620;1998;0;2;27437;3831;23886;224;528;0;0;1120;283;167284;853;564;0;0;4004;979;1;1;1;68.9;1;45.91;0;;0;;0;0
PSY2;2023;560000697;EPSM JEAN-MARTIN CHARCOT;560002677;10752;51;10;0;23;216;124;55;10;0;32;116;116;41727;4559;1218;0;223;7686;2546;12730;50;3;0;0;536;99;113805;670;211;0;11;2237;925;1;0.2;1;50.55;1;19.91;0;;0;;0;0
PSY2;2023;560002081;CLINIQUE DU GOLFE;560000416;587;;;;;;;;;;;;;26224;;;;;;;3068;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;560002123;CLINIQUE SAINT VINCENT;920030269;770;;;;;;;;;;;;;27069;;;;;;;4656;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;560002685;ETABLISSEMENT SPECIALISE KER JOIE;750043713;378;;;;;;;;;;;;;12776;;;;;;;1500;;;;;;;513;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;560004277;CENTRE DE POST CURE HOVIA;750721029;43;;;;;;;;;;;;;2023;;;;;;;3182;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;560006991;HOP DE JOUR CMP ENFANTS ADO PONTIVY;220017974;5188;;;;;;;;;;;;;6157;;;;;;;4126;;;;;;;39403;;;;;;;1;0.85;0;;1;4.2;0;;0;;0;0
PSY2;2023;570000281;HOPITAL D'HAYANGE - CHR;570005165;184;;;;;182;19;;;;;402;37;8495;;;;;6279;446;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;295;1;;;;22;1;1;;;;26;1;1224;2;;;;78;2;;;;;;;;;;;;;;;1;1.31;0;;0;;0;;0;;0;0
PSY2;2023;570000596;HIA LEGOUEST;750821092;213;;;;;;;;;;;;;3837;;;;;;;667;;;;;;;1742;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;570000885;CENTRE HOSPITALIER DE LORQUIN;570000133;597;20;;;;136;90;14;;;;119;85;30774;2021;;;;6921;2970;14943;129;;;;32;117;72032;574;;;;743;175;1;5.61;1;5.29;1;3.72;0;;1;22.3;0;0
PSY2;2023;570000893;CHS DE SARREGUEMINES;570000141;8398;272;40;;27;206;276;292;41;;41;351;390;36801;40494;9116;;1583;7106;6128;10733;143;46;;;58;47;71991;1056;106;;10;347;395;1;0.62;0;;1;0.4;1;330.01;0;;0;0
PSY2;2023;570001016;CHS DE JURY;570000513;1063;119;5;2;2;302;171;112;3;1;2;289;168;23332;6311;1189;68;11;11719;7503;6011;;;;;;;128958;2164;102;22;37;4908;3222;1;2.5;1;9.72;1;46.79;0;;0;;0;0
PSY2;2023;570001057;HOPITAL BELLE-ISLE DE METZ - HPM;570023630;2050;;;;;;;;;;;;;9254;;;;;;;41;;;;;;;5268;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;570002287;MAISON DE SANTE STE MARGUERITE NOVEANT;570001230;784;;;;;;;;;;;;;28518;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;570010181;ASSOCIATION GROUPE SOS SANTE;570010181;1730;8;;;;26;6;8;;;;26;6;;;;;;;;;;;;;;;17424;141;;;;652;39;1;0.9;0;;1;0.3;0;;0;;0;0
PSY2;2023;570015750;HOPITAL DE JOUR ENFANTS DE YUTZ;570005165;4870;;;;;;;;;;;;;;;;;;;;777;;;;;;;46139;;;;;;;0;;0;;1;4;0;;0;;0;0
PSY2;2023;570023309;CENTRE MATHILDE SALOMON DE PHALSBOURG;670014604;59;0;0;0;0;0;0;0;0;0;0;0;0;5369;0;0;0;0;0;0;551;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;1;29.33;0;;0;;0;0
PSY2;2023;570027441;CLINIQUE CENTRE DE SOINS DU GRAND EST;920030269;475;;;;;;;;;;;;;24689;;;;;;;1280;;;;;;;;;;;;;;0;;0;;1;;0;;0;;0;0
PSY2;2023;570027631;CNPA ST AVOLD;570029504;108;;;;;;;;;;;;;;;;;;;;2405;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;570028498;CENTRE PSYPRO METZ;690044987;139;;;;;;;;;;;;;;;;;;;;1132;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;580780237;CLINIQUE DU CHATEAU DU TREMBLAY;580000099;385;0;0;;0;0;0;;;;;;;30002;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;;0;;1;20.93;0;;0;;0;0
PSY2;2023;580972636;CENTRE HOSPITALIER PIERRE LÔO;580780971;6662;48;3;;3;131;167;49;3;;3;132;178;30060;2438;811;;17;5596;4594;6729;355;93;;;589;927;57027;595;39;;;1460;1468;1;;0;;0;;0;;0;;0;0
PSY2;2023;580972693;HOPITAL PIERRE BEREGOVOY;580780039;1612;;;;;;;;;;;;;;;;;;;;1934;;;;;;;17383;;;;;;;1;0.5;;;1;20.32;0;;0;;0;0
PSY2;2023;590000014;CH SOMAIN;590780052;2363;16;0;0;0;62;20;18;0;0;0;66;21;5895;442;0;0;0;1549;507;2962;0;0;0;0;0;53;15701;91;0;0;0;146;19;0;;0;;0;;0;;0;;0;0
PSY2;2023;590000105;CHR LILLE;590780193;8661;530;;;103;71;16;550;;;121;81;17;22568;5688;;;4322;1807;277;5385;729;;;;;;41066;109;;;;10;;1;4;1;46.2;1;13.42;0;;1;67.59;1;1
PSY2;2023;590000428;CH CAMBRAI;590781605;470;19;;;3;133;6;19;;;3;133;6;18077;3468;;;21;8370;450;;;;;;;;;276;;;;395;;1;;0;;1;4.05;0;;0;;0;0
PSY2;2023;590000469;CH FOURMIES;590781662;1220;13;0;0;0;23;3;13;0;0;0;23;3;3931;823;0;0;0;265;119;1542;0;0;0;0;0;0;4399;104;0;0;0;19;1;0;;0;;0;;0;;0;;0;0
PSY2;2023;590000535;CH DE MAUBEUGE MCO;590781803;842;13;4;;3;112;7;39;6;;3;259;7;12051;449;970;;11;4336;124;2178;99;;;;;;40765;;;;;;;1;5.32;0;;0;;0;;0;;0;0
PSY2;2023;590000592;CH DENAIN;590782165;335;11;3;0;3;63;3;13;2;;1;20;1;8046;369;210;0;32;1542;54;8118;0;246;0;0;25;0;30501;308;229;0;0;194;22;1;;0;;1;3.95;0;;0;;0;0
PSY2;2023;590000600;CH SAINT- AMAND LES EAUX;590782207;2880;3;;;;25;10;3;;;;33;10;13683;217;;;;2137;955;;;;;;;;17106;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;590000618;CH VALENCIENNES;590782215;10853;20;4;2;15;243;49;20;4;2;15;288;9597;32665;1452;800;436;105;9597;1595;10705;730;;;;;;83358;242;18;0;26;37;6;;;;;;;0;;0;;0;0
PSY2;2023;590000782;EPSM LILLE METROPOLE;590782660;24938;161;7;;17;599;395;134;13;0;15;459;410;41363;4062;959;;179;8252;6550;24523;199;11;;331;;139;267490;1650;306;;15;5581;2665;1;0.25;1;7.4;1;58.73;0;;0;;;0
PSY2;2023;590000790;EPSM DES FLANDRES;590782678;16011;35;4;1;6;277;119;1599;0;29;51;1420;947;42969;2745;719;14;32;4281;2985;11757;94;0;0;0;111;139;143409;939;127;4;19;1554;407;1;6.46;;;1;10.3;0;;0;;0;0
PSY2;2023;590001004;CH DOUAI DECHY;590783239;7423;39;;;11;128;16;12;;;7;116;20;9862;1023;;;26;3091;216;5671;151;;;;266;;76111;393;;;17;347;5;1;1;0;;0;;0;;0;;0;0
PSY2;2023;590001418;EPSM AGGL LILLOISE ST-ANDRE;590034740;22481;188;;6;23;415;465;186;0;5;24;466;631;63728;5711;;43;289;12382;11452;12900;65;0;0;0;180;126;175595;1079;0;43;6;1574;927;0;;0;;1;;0;;0;;0;0
PSY2;2023;590002317;CENTRE CHATEAU MAINTENON;590799912;26;;;;;;;;;;;;;;;;;;;;2701;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;590005245;S.A CLINIQUE DE L'ESCREBIEUX;590005245;595;;;;;;;;;;;;;36096;;;;;;;4160;;;;;;;;;;;;;;0;;1;13.64;0;;0;;0;;0;0
PSY2;2023;590016408;CLINIQUE LAUTREAMONT LOOS;920030269;560;;;;;;;;;;;;;29440;;;;;;;2106;;;;;;;;;;;;;;0;;0;;1;;0;;0;;0;0
PSY2;2023;590044665;CLINIQUE FSEF VILLENEUVE D'ASCQ;750720575;620;;;;;;;;;;;;;9348;;;;;;;5540;;;;;;;;;;;;;;;;;;1;53.17;;;0;;;0
PSY2;2023;590053955;SAS HPM NORD;590053955;940;;;;;;;;;;;;;44743;;;;;;;13174;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;590056479;CLINIQUE DE L'EPINOY;920039708;680;;;;;;;;;;;;;28205;;;;;;;3339;;;;;;;;;;;;;;0;;0;;1;;0;;0;;0;0
PSY2;2023;590067047;CENTRE PSYPRO LILLE;690051461;281;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;;0;0
PSY2;2023;590785341;HOPITAL DE JOUR DE LA M.G.E.N.;750005068;619;;;;;;;;;;;;;;;;;;;;7208;;;;;;;3902;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;590797353;GCS GHICL HOPITAL SAINT VINCENT -;590051801;4184;;;;;;;;;;;;;4274;;;;;;;878;;;;;;;18009;;;;;;;0;;0;;1;13.49;0;;0;;0;0
PSY2;2023;600000012;CHI EPSM DE L'OISE - SITE DE CLERMONT;600100028;18010;170;10;;39;673;418;173;10;;46;738;454;103734;11290;1687;;527;34764;17483;16873;570;63;;;1178;297;220332;1629;368;;485;3706;1774;1;5.3;1;65.17;1;71.86;0;;0;;0;0
PSY2;2023;600009054;CLINIQUE EUGENIE;600000798;428;0;0;0;0;0;0;0;0;0;0;0;0;22878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;;0;0
PSY2;2023;600107049;ASSOCIATION LA NOUVELLE FORGE;600107049;1992;;;;;;;;;;;;;777;;;;;;;5214;;;;;;;12690;;;;;;;0;;0;;1;3.1;0;;0;;0;0
PSY2;2023;610000028;CENTRE PSYCHOTHERAPIQUE DE L'ORNE;610780025;11105;39;0;2;36;247;102;24;0;2;17;126;97;29516;2384;0;2;81;6506;3232;6202;260;;;;107;81;110687;89;0;34;132;2242;155;1;1.12;0;;1;24.48;0;;0;;0;0
PSY2;2023;610788325;CENTRE MAUBERT (61G03) - CH FLERS;610780165;226;4;;;;31;6;5;;;;38;7;7209;154;;;;969;195;1593;;;;;2;;20129;163;;;;513;;1;0.8;0;;0;;0;;0;;0;0
PSY2;2023;620000034;CH ARRAS;620100057;4501;18;;;13;125;12;7;;;16;102;13;22056;447;;;100;3880;1000;4651;154;;;;448;;54731;113;;;;215;;1;1;1;1.5;0;;0;;0;;0;0
PSY2;2023;620000059;CH BAPAUME;620100073;431;17;;;;;;17;;;;;;7752;0;;;;;;;0;;;;;;4885;17;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;620000240;CH HENIN BEAUMONT;620100677;5532;18;;;1;81;62;22;;;1;100;73;19325;1819;;;1;4014;1629;6543;218;;;;332;173;49610;251;;;;328;219;0;;0;;1;22.31;0;;0;;0;0
PSY2;2023;620000257;CH LENS;620100685;1681;;;;;;;;;;;;;;;;;;;;409;;;;;;;16344;;;;;;;1;;0;;;;;;;;;
PSY2;2023;620000281;EPSM VAL DE LYS ARTOIS;620101287;21460;45;10;0;28;490;264;19;7;0;8;279;201;39757;1191;2027;0;54;5413;3914;14272;181;126;0;0;50;86;160955;463;51;0;0;2272;800;1;0.85;1;;1;;0;;0;;0;0
PSY2;2023;620000323;CH CALAIS;620101337;766;10;;;3;105;26;10;;;3;105;26;15286;219;;;21;1724;438;5176;165;;;;16;;51587;430;328;;;728;;1;2.2;0;;1;19.83;0;;0;;0;0
PSY2;2023;620000638;ASSOC REGIONALE ESPOIR ET VIE;620000638;81;;;;;;;;;;;;;9090;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;620000653;CH BOULOGNE-SUR-MER;620103440;3881;19;;;;96;;19;;;;96;;24333;2354;;;;1309;;1936;1;;;;0;;33410;519;;;;328;;1;3.9;0;;0;;;;;;;
PSY2;2023;620001834;ASSO GROUPE AHNAC;620001834;361;5;;;;46;33;5;;;;51;14;13088;80;;;;1092;133;3403;;;;;29;0;14202;;;;;313;109;0;;0;;0;;0;;0;;0;0
PSY2;2023;620002154;INSTITUT ALBERT CALMETTE A CAMIERS;620112607;3303;;;;;;;;;;;;;11513;;;;;;;6842;;;;;;;36178;;;;;;;1;6.97;0;;1;14.3;0;;0;;0;0
PSY2;2023;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;466;5;;;;3;;5;;;;15;;13018;365;;;;116;;10715;43;;;;269;;7479;15;;;;73;;0;;0;;0;;0;;0;;0;0
PSY2;2023;620018143;CENTRE DE SOINS PSY ROGER MISES;620100057;602;;;;;;;;;;;;;2311;;;;;;;983;;;;;;;4630;;;;;;;1;0.1;0;;1;44;0;;0;;0;0
PSY2;2023;620024349;SAS CLINIQUE DU VIRVAL;920030269;1718;;;;;;;;;;;;;66445;;;;;;;11959;;;;;;;;;;;;;;0;;0;;1;11;0;;0;;0;0
PSY2;2023;620026252;CENTRE DE SANTE MENTALE  JB PUSSIN;620100685;3029;15;2;0;0;72;90;15;2;0;0;72;90;18736;310;333;0;0;2122;1119;6803;147;85;0;0;18;0;22061;3;31;0;0;64;1;1;;0;;0;;0;;0;;0;0
PSY2;2023;620100347;CLINIQUE PSYCHIATRIQUE  LE RYONVAL;590039863;419;;;;;;;;;;;;;19928;;;;;;;3781;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;620105973;CTRE ANTOINE DE SAINT EXUPERY;590039863;42;;;;;;;;;;;;;9893;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;630000412;CH D'AMBERT;630780997;511;;;;;;;;;;;;;1639;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;630000446;CH DE THIERS;630781029;234;23;1;0;1;72;10;22;1;0;1;66;12;6841;764;20;;13;1962;546;;;;;;;;;;;;;;;1;;0;;0;;0;;0;;0;0
PSY2;2023;630780195;CHS TC PG INTRA-MUROS;630786754;7840;85;15;2;23;256;159;86;10;2;24;260;165;53863;4236;1721;1;159;9831;6107;19444;110;51;;;30;55;96425;476;197;7;8;324;126;;;1;;1;;0;;0;;0;0
PSY2;2023;630780401;CLINIQUE PSYCHIATRIQUE DE L AUZON;630000172;889;;;;;;;;;;;;;36772;;;;;;;7624;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;0
PSY2;2023;630781417;CLINIQUE PSYCHIATRIQUE LES QUEYRIAUX;630000578;597;;;;;;;;;;;;;23533;;;;;;;4632;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;630781771;CHU PSYCHIATRIE;630780989;8691;4;;1;;188;22;4;;1;;247;25;40388;4;;;;5060;550;9888;13;;;;181;;52389;5;;1;;3;;1;;1;;1;;0;;0;;0;0
PSY2;2023;630781821;CLINIQUE PSYCHIATRIQUE LE GRAND PRE;920030269;1112;;;;;;;;;;;;;57022;;;;;;;7013;;;;;;;;;;;;;;0;;1;44.95;0;;0;;0;;0;0
PSY2;2023;640000162;CH COTE BASQUE;640780417;7428;71;0;2;0;325;69;47;0;2;2;222;58;22702;4095;0;72;0;11611;1762;5698;2;0;0;0;110;5;77245;883;0;0;0;4034;773;1;0.3;0;;1;7.32;0;;0;;0;0
PSY2;2023;640000436;CENTRE HOSPITALIER DES PYRENEES;640780862;13675;109;6;2;26;518;138;111;6;0;48;566;146;53027;4585;38;0;401;24418;5188;24459;246;40;0;0;1325;151;156112;1712;231;7;0;6378;1253;1;0.48;1;65.44;1;68.4;1;29.3;0;;0;0
PSY2;2023;640018255;CLINIQUE CHATEAU CARADOC;640007019;2291;;;;;;;;;;;;;35226;;;;;;;19148;;;;;;;;;;;;;;0;;0;;1;10;0;;0;;0;0
PSY2;2023;640018818;CENTRE DE SOINS LA NOUVELLE AQUITAINE;920030269;1164;;;;;;;;;;;;;40976;;;;;;;5329;;;;;;;;;;;;;;0;;0;;1;8.9;0;;0;;0;0
PSY2;2023;640780334;CLINIQUE D'AMADE;640017893;859;;;;;;;;;;;;;23801;;;;;;;7949;;;;;;;;;;;;;;0;;1;2.5;0;;0;;0;;0;0
